-0.0049397+0.00086536i,-0.0024585-0.00051812i,-0.0027545-0.00019055i,-0.0027846+0.0013767i,-0.0019669+0.0027607i,-0.0013181+0.0019676i,-0.00026636+0.0017071i,0.00078783+0.0015043i,0.00091184+0.0011335i,0.00072161+0.00097276i,0.00074836+0.00075942i,0.00051017+0.00024672i,-5.0238e-05-0.00053312i,2.9962e-05-0.001106i,-9.2897e-05-0.0011658i,-0.00053021-0.00034354i,-0.00063773+0.00040751i,-0.0006277+1.1175e-06i,-0.00068116+0.0001384i,-0.00084151+0.00048083i,-0.00076148+3.944e-05i,-0.00074981+0.0003285i,-0.0011532+0.00031887i
0.00031905+6.9954e-06i,-0.00042269+0.00026941i,0.0004338+0.00014535i,0.00092588-8.8181e-05i,0.00070718+0.00012313i,0.0011706+0.00056319i,0.00055075+0.0012645i,2.1102e-05+0.001029i,0.00021716+0.00041904i,0.0008001+5.5891e-05i,0.00031921-0.00033644i,-0.00029634-0.00052215i,-0.00022387-0.00031743i,-0.00046557+0.00051033i,-0.0007611+0.0010929i,-0.00011677+0.00067434i,-0.00011765+0.00011892i,-0.00074051+8.5652e-06i,-0.00038802+5.5864e-05i,0.00021056+0.00016915i,-0.00030073-0.00029852i,-0.00077615-0.00017066i,-0.0003087+0.00035877i
-0.00018409+0.00094824i,-0.0012138+0.00033803i,-0.001129-6.8524e-05i,-0.00040256+0.00023288i,-0.00026698+0.00072455i,-0.00070155+0.00085799i,-7.3251e-05+0.00063306i,0.00095454+0.00056481i,0.0012485+0.00079697i,0.00013437+0.00035675i,-0.00093645-0.00039392i,-0.0006347-0.00082425i,-0.00055468-0.0005289i,-0.001165-0.00014554i,-0.0015493+6.9457e-05i,-0.0014151-0.0002149i,-0.00060656-0.00054713i,-0.00029129-0.00051465i,-0.00027606-0.00037576i,6.8274e-05-0.00044861i,0.0004282-0.0001059i,6.0013e-05+0.0006389i,-0.00026897+0.00052043i
-0.0020689+0.0030375i,-0.0020991+0.0028467i,-0.00057804+0.0039639i,0.00084047+0.0033928i,0.00055203+0.0014232i,6.2896e-06+0.00062086i,0.0003262+0.00017943i,0.0011707-0.0003074i,0.0010969-0.00038201i,-0.00013456-0.0004107i,-0.00050807-0.00072557i,-0.00021835-0.0011206i,-0.0009425-0.00070138i,-0.0014978-0.00032927i,-0.0012606-0.00073388i,-0.0010334-0.0010352i,-0.00060605-0.0010428i,0.00016421-0.00046103i,7.7322e-05-0.00016898i,-0.00064216-0.00013415i,-0.00036271-0.00011976i,-0.00027896-7.7976e-05i,-0.00020392-9.1842e-05i
-0.00025769+0.0020207i,0.00026286+0.0028978i,0.00063001+0.0022671i,0.00046151+0.00062236i,-9.8062e-07-0.00061836i,-0.00062238-0.0012501i,-0.00029456-0.0011418i,0.00027267-0.00031601i,0.0007954-0.00036015i,0.00038443-0.00072535i,-0.00076741-0.00094882i,-0.00064358-0.00092666i,-0.00019503-0.0005882i,-0.00035343-4.8596e-05i,-0.0008049-0.000529i,-0.0010627-0.00071081i,-0.0011381-0.00036268i,-0.00095321-0.00044806i,-0.00061416-0.00058395i,-0.00017348-0.00095112i,-0.00049416-0.00054248i,-0.00065664+0.00015535i,-7.4673e-05-0.00036063i
0.0015328-0.0011786i,0.0012176-0.00081593i,0.00083059-0.00090358i,0.000675-0.0010232i,-0.00026333-0.00072231i,-0.00090704+0.0002437i,-0.00042288+0.00012821i,0.00047606-0.00062469i,0.00063387-0.00077624i,0.00014149-0.0012523i,-0.00077539-0.00080572i,-0.0013107+0.00028038i,-0.00091393+0.00075317i,-0.00015629+0.00085485i,-0.00028512+0.0010064i,-0.00042223+0.00020401i,-0.00013413-0.00070874i,6.7631e-05-0.00063119i,0.00034107-0.00039403i,0.00015575-0.00026267i,0.00042951-0.00014331i,3.9872e-05+0.00052915i,-3.6659e-05+0.00072074i
0.00049242+0.00072708i,-0.00028186+0.0011257i,-0.00016634+0.00045099i,-0.00033098-0.00024725i,-0.00075214-0.00084819i,-0.00064524-3.3419e-05i,-0.0001789+0.0010826i,0.001035+0.00095997i,0.00096573+0.00049052i,0.00029535-0.00019218i,0.00023471-0.00038575i,-4.7669e-05-0.00011852i,-4.1095e-05+0.0002127i,-0.00029108+0.00051728i,-0.00090769+0.0010016i,-0.00089024+0.0010477i,-0.0005738-7.8508e-05i,-0.00020613-0.0011771i,0.000514-0.00122i,0.00067855-0.00086946i,-0.00020217+0.00026968i,-0.0007723+0.00072782i,-0.00026318-0.00019443i
-0.00060788+0.0022315i,0.001202+0.0011164i,0.0021363-9.5848e-05i,0.001647-0.00075695i,0.0011106-0.0012057i,0.00090094-0.00076759i,0.00095207-3.0339e-05i,0.001108-3.9487e-05i,0.0010552+0.00014979i,0.00016372+0.00076124i,-0.00019191+0.00066308i,0.0004844+0.00016476i,0.00063647-8.025e-05i,0.00011065-0.00031964i,-0.0013435+5.0681e-05i,-0.0017704+0.00052412i,-0.0010091+0.00049366i,-0.00052573-0.00011573i,-0.00086224-0.00082372i,-0.00080621-0.00047254i,-0.00060365-5.6403e-05i,-0.0002771-1.759e-05i,0.00037059+0.00048988i
-0.00029136+0.0007269i,-0.00045842+0.00099753i,-0.00091063+0.00046074i,-0.00020377+0.00089929i,0.00023082+0.0013679i,-7.2067e-05+0.00056549i,-0.00085855+0.00063387i,-0.00016986-0.00028544i,0.00035001-0.0014018i,-0.00020329-0.0010545i,-0.00030539-0.00049429i,-0.00022269-0.00041543i,-0.00077917-0.00063439i,-0.0012749-0.00065076i,-0.00098336-0.00049405i,7.0935e-06-0.0011224i,0.00068582-0.0010848i,-4.6419e-05-0.00038472i,-0.0016448-9.7197e-05i,-0.0017357-0.00025579i,-0.00051537-0.00040856i,0.0005197-2.2796e-05i,0.0005225+0.00048129i
0.0013347+0.00057702i,0.0018947+0.0012964i,0.0028293+0.0010455i,0.0021811+0.00090128i,0.00038157+0.00021779i,-0.0010811-0.00021379i,-0.00067842+0.0010137i,0.00074612+0.001346i,0.0010174+0.0003551i,8.9214e-05-9.1033e-05i,-0.00074082-9.1893e-05i,-0.00015773-0.00040844i,0.00041588+4.3934e-06i,-0.00010457+0.00032077i,-0.00019007+5.2218e-05i,-0.00020328+0.00039215i,-0.00056915+0.00076789i,-0.0003165+0.00026707i,-0.00023939+0.00035462i,-0.00011315+0.00018826i,-8.7568e-05-0.00082799i,-0.00056305-0.0009497i,-0.00037176-0.00070657i
-0.00031544+0.0011326i,0.00047592+0.0011406i,-0.00045635+0.001203i,-0.00077204+0.00099815i,-0.00033171+0.00073233i,-5.0758e-05+0.00024392i,-1.7584e-05-7.84e-05i,-4.6589e-05-0.00031224i,-0.00015167-0.00021297i,-0.00037366-0.00010054i,-0.00079514-0.00043407i,-0.00024069-0.00066791i,0.00072939-0.00021323i,0.00036268-0.00038241i,-0.00043834-0.00022656i,-0.00087282-0.00013358i,-0.00056903-0.00074177i,0.00018271-0.0014776i,4.2331e-07-0.0017198i,-0.00042197-0.0014843i,0.00030519-0.0011391i,-1.5783e-05-0.00012517i,-0.0011976+0.0006703i
0.0012314+0.00061065i,0.0010641+0.00066997i,0.00093143+0.00016783i,0.00066156-0.00010428i,5.3189e-05+0.00010332i,-0.0014102+0.00060708i,-0.0017606+0.00063343i,-0.00044193+0.00020508i,0.00018817-0.00015501i,-0.00046614-0.00042388i,-0.00087614-0.00012089i,-0.00071058+0.00086671i,-0.00050649+0.0010992i,0.00011937+0.0010512i,-0.00020625+0.0010224i,-0.0010468+0.00032131i,-0.00062892-0.00047486i,-6.3078e-08-0.00071963i,-0.00025201-0.001029i,-0.00010984-0.0010143i,0.00041992-0.0009936i,0.00048787-0.00068282i,0.00029823+0.00031748i
-0.00094599+0.0017828i,-0.00082587+0.0014502i,-0.00094494+0.00083046i,-0.00045581+0.001137i,-0.00025079+0.0010831i,0.00012277+0.00046324i,0.00031277+0.00041467i,-0.00019304+0.00014728i,-0.00051101-0.00017622i,-0.00011961-0.00057593i,-0.00034355-0.00084057i,-0.0011672-0.00025227i,-0.00099202-0.00016559i,-0.00060284+6.041e-05i,-0.00082373+0.00023437i,-0.0015407-0.00081466i,-0.0011849-0.001707i,-0.00041647-0.0011876i,-0.00099324-0.00025913i,-0.0012331+0.00019662i,-0.00027453-6.0621e-05i,0.00024067+0.00011345i,0.00024989+0.00090118i
0.00083149-0.0013841i,0.0013934-0.0018734i,0.0006027-0.0014537i,-4.1338e-05-0.0010779i,-0.0001933-0.00049273i,-0.00068624+0.00055021i,-0.0011396+0.00061463i,-0.00057821+0.00031798i,-9.4932e-05+5.6842e-05i,-0.00014751-0.00056484i,-0.00027575-0.00045363i,-6.1921e-05+0.00034725i,-0.0002302+0.00016425i,7.0851e-05-0.00093301i,9.0255e-06-0.00065535i,-0.0011276+0.0004228i,-0.0016463+0.00033736i,-0.0014826-0.00067368i,-0.00077587-0.0013019i,-2.8186e-05-0.0014571i,-0.00043678-0.0012312i,-0.00096552-0.00089654i,-0.00025841-0.00020668i
0.0011218-0.0017218i,0.00097033-0.00081623i,0.0010398-0.0010342i,-0.00072249-0.0010799i,-0.0012921-9.2196e-05i,-0.0009226+0.0012588i,-0.00011429+0.0017397i,0.0006065+0.0012034i,0.00068965+0.00012619i,0.00066906-0.00021387i,0.00057543+0.00022826i,0.00024348+0.00051117i,0.00037078+0.00096836i,0.00015502+0.00073509i,0.00010107-9.2354e-05i,0.00011288-0.00019242i,-0.00044915-0.00014247i,-0.00013296-0.00059897i,-0.0003556-0.00045137i,-0.0015364-0.00029441i,-0.0016202+9.4041e-05i,-0.00049586+0.0006266i,0.00045467+0.00059846i
0.00019546-0.0013128i,-0.0007097-0.0013141i,-0.0017598-0.0022905i,-0.0013755-0.0017444i,-0.000795-0.00043478i,-0.00063017+0.00047832i,-0.00033411+0.00063555i,0.00064213-8.3493e-06i,0.00061168-0.00080145i,8.8649e-05-0.00039846i,0.00042874+1.0109e-05i,0.0010792+0.00020778i,0.00050717+0.00023348i,-0.00025155+0.00036754i,-0.00048055+4e-05i,-0.00037014-3.8515e-05i,-0.00035758+0.00084375i,-0.00053986+0.00010687i,-0.00052527-0.00072466i,-0.00086109-0.00024165i,-0.0010699+8.2207e-05i,-0.00046654+0.00066182i,-0.00020501+0.00069443i
0.0022755-0.001454i,0.0023472-0.0023971i,0.00088914-0.0039171i,-0.00098573-0.0027028i,-0.0025672-0.0011963i,-0.0028994-0.00063162i,-0.0016029-0.00031519i,8.3425e-05-0.00050961i,0.00012973-0.00073658i,-0.00010258-0.00081535i,-2.8286e-05-0.00066583i,0.00012966-0.00010278i,0.00016754-7.2856e-05i,-0.00022265-0.0004395i,-0.0014219-0.00047399i,-0.0011498-0.00032252i,-7.3255e-05-3.3773e-05i,-1.5538e-05-0.00043033i,-0.00036453+0.00016721i,-0.0005287+0.0005549i,-0.00032597+8.7898e-05i,-0.00070868-3.3882e-05i,-0.00076245-8.1623e-05i
0.0030786+0.0023426i,0.0029695+0.0014305i,0.0038534+6.8773e-05i,0.0035976-0.0012904i,0.0022063-0.00088609i,0.00071118-6.9222e-05i,-0.00034574+0.00039858i,-0.00055095+0.00067083i,-0.00045951-0.00011342i,-0.00048755-0.00085107i,-0.00018072-0.00075309i,-0.00027685+5.905e-05i,-0.00032192+0.00061228i,-0.00015594+7.8816e-06i,-0.00022043-0.00025235i,-0.00036134+0.00046535i,-0.00044499+0.00066965i,-0.00054061+0.00039933i,-0.00058911-0.000478i,-0.00080085-0.0005544i,-0.00057579-0.00012936i,-3.9375e-05+0.00012914i,-0.00018703+0.0004754i
0.00061427+0.00075315i,0.00046738+0.0013261i,4.0112e-05+0.0010352i,0.00014926+8.899e-05i,-0.00034661-0.00022545i,-0.001042-0.00023297i,-0.00032452+0.00018771i,-0.00017684+0.00060563i,-0.00032189+2.5256e-05i,0.00013533-0.00075928i,0.00081529+0.00019391i,0.0007334+0.0011361i,-0.00034335+0.0005637i,-0.0014965+0.00018484i,-0.0010915+0.00017729i,-7.8518e-05-0.00034709i,-7.4792e-05-0.00028015i,-0.00031748-0.0006426i,-0.00016446-0.0011787i,-2.4087e-05-0.00064912i,0.00035288+0.00010898i,-8.5715e-05-8.3498e-05i,-0.00055652-4.9892e-05i
0.00028793-0.00061911i,-0.00084777-0.00072037i,-0.001361-0.00091622i,-0.0014891-0.0008409i,-0.0016647-0.0001387i,-0.0013059+0.0008103i,-0.00081662+0.0012206i,-0.0002948+0.00089289i,-2.4294e-05+0.00027064i,-0.00033902-0.00052891i,-0.00073377-0.0005707i,-0.00068099+6.9135e-05i,-0.00081987+0.00083147i,-0.00065085+0.00060045i,-0.00076887-0.00024847i,-0.00058196-0.00057685i,-0.0010118-0.00075201i,-0.0018299-0.00070691i,-0.0012995-0.00048549i,-0.00028878-0.00020293i,-0.00010032+0.00016812i,-0.00045281+0.00020054i,-0.0011964+9.9141e-05i
-0.0016805-0.00014103i,-0.0016316+0.0005766i,-0.0023082+0.0014623i,-0.0022428+0.0019531i,-0.0011943+0.0012656i,-0.00049828+0.00050622i,-0.00039397+0.00031357i,0.00028638+0.00081115i,0.00094861+0.0010283i,0.0004205+0.00045624i,0.00043618+5.5864e-05i,0.00074012+8.6025e-06i,0.00023481-0.00063052i,-8.359e-05-0.00079363i,-0.00030663-0.00097886i,-0.0010359-0.0012649i,-0.0011434-0.00077735i,-0.0004674-0.00063339i,-0.00048362-7.7673e-05i,-0.0010164+7.2623e-05i,-0.0011745-0.00062735i,-0.00051816-0.00078042i,-0.00013007-0.00032717i
0.00017597+0.00032256i,0.0005+0.0007961i,0.00080918-0.00055453i,0.00074303-0.00059502i,0.00010566+0.00036495i,-0.00060004+0.0011215i,-0.00087692+0.0015756i,-0.00010372+0.00089608i,0.00022846+7.783e-05i,0.00069603-0.00055204i,0.00014366-0.00043289i,-0.00067925+0.00016874i,-0.00061626+0.00084886i,-0.00069257+0.00058056i,-0.00071959-0.00076179i,-0.0010866-0.00036343i,-0.0009986-0.00023312i,-0.00038699-0.00080621i,-0.00051685-0.00035394i,0.00028868-5.0949e-05i,0.0012819-0.00047005i,0.00047631-0.00035823i,-0.00029575+0.000298i
-0.0014778-0.00031016i,-0.00089936+0.00023872i,-0.00027002+0.00016638i,-0.0005417-0.00055825i,-0.00036859-0.00079212i,0.00048038-0.00018011i,0.0004315+0.00070573i,0.00016784+0.00064781i,0.00017088+4.8116e-05i,-0.00092096+0.00014608i,-0.00078616+0.00030074i,0.00030981+0.00020599i,0.00074512+0.0004109i,0.00043824+0.00059945i,-0.00019285-3.042e-05i,-0.00050711-0.00090985i,-0.00027926-0.00086648i,7.8679e-05-6.3554e-05i,-0.00020893-0.00015943i,-0.0007117-0.00086919i,-0.00033632-0.0010606i,-0.00031246-0.00093149i,-0.00085813-0.00019096i
-0.002883+0.0005504i,-0.0017615+0.00013393i,-0.0012644-0.00012736i,-0.0003959+0.0016349i,-0.00027576+0.0026382i,-0.0014482+0.0014361i,-0.001309+0.00024775i,-0.0003846-0.00027995i,-9.3071e-07-0.00073585i,-0.00025999-0.00025374i,-0.00091832+0.00052287i,-4.0282e-05+0.00049536i,0.00095374-0.00011417i,0.0003872-0.00056241i,-0.0002034-0.0007233i,-0.00014203-0.00034868i,-0.00083254-0.00057011i,-0.0012459-0.0011845i,-0.00086003-0.00087839i,-0.00077355-0.00052179i,-0.00053523-0.0005229i,6.6095e-05-0.00066857i,0.00010561-0.00029989i
-0.0012959-0.00019869i,-0.0018083+0.00082029i,-0.0017016+0.00063056i,0.0001509-0.00024384i,0.00096072+0.00026739i,0.00040653+0.0006215i,0.00060983+0.00086244i,0.00063318+0.0006331i,-3.7779e-06+0.00031012i,-0.00022513-0.0002738i,0.00023442-0.0013852i,0.00032386-0.0013346i,-0.0003285-0.00034558i,-0.0003872-3.1499e-05i,-0.00032289-0.00093118i,-0.00068424-0.0010566i,-0.00029289-0.00034793i,0.00015995-0.00046545i,0.00016615-0.00097431i,-0.00016361-0.00052901i,-0.00045738+0.00023183i,1.4676e-05-0.00066768i,0.00020081-0.0005305i
-0.0011416-0.0013572i,-0.0010645-0.00068709i,-0.0012737-0.00038443i,-0.00063582-0.001279i,-0.00029529-0.00077218i,-0.0012763+0.00021404i,-0.0011203+0.00023929i,-0.00073135-0.0002779i,-1.0357e-05-0.00056344i,0.00050411-0.00074277i,5.5776e-05-0.00076305i,-0.0001694+0.00039555i,-0.00018167+0.00089291i,2.3372e-05-0.00027233i,-0.00038011-0.0010662i,-0.0012445-0.00071984i,-0.00099772-0.00013302i,-0.0008044-0.00045588i,-0.00044101-0.00096105i,0.00021343-0.00083366i,0.00014025-0.0007207i,0.00026969-0.00057251i,9.3457e-05-0.0004496i
0.00081242-0.00057976i,0.0011155-0.00079038i,0.0012797-0.0019375i,-0.00043235-0.0016775i,-0.0017601-0.00046153i,-0.001623+0.00065372i,-0.00093818+0.00069893i,0.00013538+0.00047749i,6.0581e-05-6.8279e-05i,-0.0010994-0.00051582i,-0.00096055-0.00061097i,0.00024738+0.0002458i,-7.8595e-05+0.0013612i,-9.1461e-05+0.0012706i,4.7982e-05+0.00039677i,-0.00079017+0.00020492i,-0.0013799-0.00033964i,-0.0017105-0.00093861i,-0.001892-0.00077783i,-0.0017066-0.00032615i,-0.0014035-0.00016183i,-0.00060706+2.5293e-05i,0.00047119+0.00030024i
0.0018229+0.0012217i,0.0015578+0.00061944i,0.00071359-0.00067557i,0.00026899-0.0013491i,0.00040983-0.0013463i,-6.8703e-05-0.00089535i,-0.00061005-7.9977e-05i,8.7886e-06-0.00048721i,6.7357e-05-0.0014276i,-0.00034869-0.001797i,-6.284e-05-0.0012244i,0.00040834-0.00043102i,0.00062131+6.0441e-05i,0.00031566+0.00036283i,8.2529e-05+0.0005168i,-0.00030778+0.00010145i,-0.00021894-0.00024051i,4.539e-06-0.00067032i,-0.00015001-0.00040416i,0.00042569+3.1554e-05i,0.00043053+0.00014382i,-0.0004929+9.6597e-06i,-0.00077927+0.00043067i
0.00085017-0.00040952i,0.00054924-0.00035446i,0.00058734+0.00046134i,-0.0001617-0.00022202i,-0.001465-0.00090545i,-0.0022818-0.00044937i,-0.001357+7.6328e-05i,-0.00035039-1.7785e-05i,-0.00056132-0.00029289i,-0.00092317+0.00010784i,-0.00086772+0.00083746i,-0.00068133+0.00078274i,-0.00068703+0.00051536i,-0.00062334-0.00040512i,-9.7001e-05-0.0010658i,0.00016838-0.00071291i,0.00027012-0.00084877i,-0.00041663-0.00087976i,-0.00075521-0.00042642i,-0.0004738-0.00092262i,-0.00068056-0.0010764i,-0.001075-0.0010308i,-0.00096492-0.00024553i
0.00013891+0.0001047i,0.00141+0.00049734i,0.00042554+1.0297e-05i,-0.0003903-0.00026959i,-0.00038754-0.00039954i,-0.00062907+0.00058218i,-0.00030199+0.0015553i,0.00035032+0.001185i,0.00047041+8.9633e-05i,8.9292e-05-0.00053487i,0.00031972-0.00022043i,-0.00019179+8.5645e-05i,-0.0010771-0.00013493i,-0.00036099-0.00073579i,-8.729e-05-0.00068686i,-0.00043749-0.00039196i,-0.00072343-0.00031804i,-0.0014098-0.00014281i,-0.0012092-0.00016493i,-0.0004196-0.00019151i,0.00015293+5.8492e-05i,0.00066139+0.0001525i,0.00011668+0.00039848i
-0.0017759-0.001783i,-0.0026755-0.002137i,-0.0021422-0.0020734i,-0.0018387+0.00014644i,-0.0017479+0.0025007i,-0.0010389+0.0027853i,-0.00098457+0.0012607i,-0.00087812-0.00038895i,-0.00027919-0.00039031i,-0.00048537+0.00086212i,-0.0011199+0.0014407i,-0.00050848+0.00072769i,0.00046412-0.00034483i,0.00026004-0.00098367i,-0.00033956-0.00079656i,-0.00039109-0.00056182i,-0.00073294-0.00045383i,-0.00080812-0.0004393i,-0.00028817-0.00042126i,-0.00053715+0.0001101i,-0.00084281-7.5007e-05i,-0.00054053+0.00010613i,2.9341e-06+0.00065006i
0.0032963-0.0016703i,0.0024592-0.0019763i,0.00054957-0.0030882i,-5.5288e-05-0.0030917i,-0.00059223-0.0016701i,-0.0017651+0.00016588i,-0.0018606+0.00090497i,-0.0004707+0.00083546i,7.4897e-05-0.00024606i,-3.1931e-05-0.0011436i,-0.00025585-0.0007808i,-0.00020481-0.00042262i,6.598e-05-0.00071132i,5.9376e-05-0.00059466i,0.00016474-4.8457e-05i,-1.033e-07+9.8124e-05i,-0.00038613-0.00055959i,-0.00047155-0.00056917i,-0.00057018-0.00074506i,-0.00029269-0.0011953i,0.00024193-0.00056875i,0.00026873+2.2641e-05i,-0.00050079-3.784e-05i
0.0011487+0.00053587i,0.00070136+0.001089i,0.00079643+0.00076209i,0.00044129-0.00129i,0.00033055-0.0014804i,0.00019082-0.00060617i,-0.0002574+0.00026375i,-0.0001908+0.00018324i,-0.00050604-0.00030962i,-0.0010218+6.5061e-05i,-0.00021324-0.00010205i,0.00039824-0.00042052i,4.6345e-06+0.00012948i,-0.00022244-0.00077098i,-0.0006296-0.0012556i,-0.00054741-5.8326e-05i,0.00032421+0.00060394i,0.00037844+7.308e-05i,-0.00059132-0.00043923i,-0.00097353-0.00043202i,-0.00027389-0.00044346i,-6.8563e-05-5.1489e-05i,-0.00052553+0.00022664i
0.00059657-0.00033459i,7.9137e-05+5.6752e-05i,-0.00054801-0.00033301i,-4.0745e-05-0.00029498i,1.1586e-05+0.0010515i,-0.00084699+0.0014713i,-0.00067228+0.0008239i,0.00010067+0.00022438i,0.00073563-0.00019148i,0.00011619-0.0007947i,-0.00029926-0.00095426i,0.00039432-0.00030244i,0.00076798-0.0006444i,0.00033812-0.0011819i,-0.00072056-0.0013155i,-0.00053393-0.0013913i,0.00061783-0.0012864i,0.00068845-0.0010795i,-0.00020107-0.00063071i,-0.0009306-0.00034815i,5.108e-05-0.00068072i,0.00044061-0.00054677i,-1.5053e-05+0.00074441i
0.0022039-0.00096055i,0.0021652-0.0021933i,0.00089739-0.0023838i,-0.0005059-0.0015453i,-0.0012409-0.0011528i,-0.0016502-9.3133e-05i,-0.00077765+0.0002641i,0.00066481-0.00041754i,0.00096371-0.00060573i,-1.5523e-05-0.00030274i,-0.00050323+0.00015618i,-0.00067527+0.00016755i,-0.00066406+0.00013756i,-0.00037445+0.00073552i,-0.00025791+0.00068248i,-0.00041641-0.00013571i,-0.00059801-0.000733i,-0.00051862-0.0010349i,-0.00010876-0.0011764i,-0.00051507-0.00095116i,-0.00078651-0.00095213i,-0.00061816-0.00072975i,5.0114e-05+0.00043448i
0.0021243+0.00048623i,0.002672+0.00013356i,0.0030723-0.00041992i,0.0023555-0.0016107i,0.00074734-0.0013529i,-0.00034412-0.00013055i,-0.00024039+0.00098167i,0.00050781+0.0010708i,0.00077979+0.0002427i,0.00018365-0.00019747i,-0.00017395+0.00016664i,-0.00096497-7.0408e-05i,-0.0012425-0.00026334i,-0.00086446+0.00046395i,-0.0009361+0.00093515i,-0.00070924+0.00025095i,-0.00084344-0.00044362i,-0.0011906-0.00011135i,-0.00039823+0.00017107i,8.1472e-05-5.7924e-05i,-7.7983e-06-0.00026587i,0.00021157-0.00018033i,0.00043351-0.00036323i
-0.0015846+0.00066002i,-0.0011785-8.5907e-05i,-0.0006459+0.00050397i,-0.00030946+0.0012087i,-5.3687e-05+0.0010725i,-0.00046905+0.00045469i,-0.00015315-0.00020695i,0.00045032-0.0012396i,-9.968e-05-0.0016412i,-0.00061283-0.0016349i,-0.0011017-0.00092501i,-0.00091127-4.7494e-05i,-0.00021088-0.00027432i,-0.00061615-0.00079091i,-0.00071647-0.00066708i,-0.00071521+0.00037729i,-0.00024453+0.00044116i,0.00015152-0.00043754i,0.00019363-0.0010451i,0.000211-0.0011314i,0.00022779-0.00041698i,-6.3839e-05+0.0008519i,2.2847e-05+0.0018656i
0.00035421+0.00096394i,0.00078109-0.00012902i,0.0014248+0.00041671i,0.00096871+0.00049778i,0.00035866+0.00046637i,-0.0003193+0.00091916i,-0.00092695+0.0018362i,-0.00082735+0.001979i,-0.00024711+0.00071894i,0.00032587-0.00046207i,-0.00016045-0.00025296i,-0.0015353+0.001111i,-0.001869+0.0013433i,-0.0011952-0.00027857i,-0.00099694-0.0011172i,-0.00092588-0.0012538i,-0.00064819-0.00090789i,-0.00060031-0.00048317i,-0.00057831-0.00013887i,-0.00053765-0.00069358i,-0.0010499-0.0010888i,-0.00090001-0.00059614i,-0.00071337+3.8975e-05i
-7.1455e-05+0.002022i,-0.00081202+0.0025168i,0.00035199+0.0014249i,0.0018843+3.8556e-05i,0.00077823-0.00040013i,-0.00066745-5.1642e-05i,-0.00053931+0.00013056i,-0.00034135-0.00030505i,-0.00044323+0.00010991i,-0.00018065+0.00057547i,-0.0001055+0.00074544i,5.9679e-05+0.00042605i,-2.5859e-05-0.00087884i,-0.0004634-0.0013933i,-0.001035-0.00057371i,-0.0012885+1.0137e-05i,-0.00089338+1.8602e-05i,-0.00099745-0.00020246i,-0.0004973-0.00030886i,0.00037836-7.0322e-05i,2.7313e-05-5.8428e-05i,-0.00052911-0.00028379i,-7.2903e-05+0.00028908i
0.00016663+0.0027723i,-0.0002706+0.0024417i,0.00017914+0.0030405i,-0.00022452+0.0015535i,-0.00038048-0.00035018i,-0.00037262-0.00072492i,-0.00015021-0.00021701i,0.00027057-0.00011794i,0.00015164-0.000351i,0.00064392-0.00085662i,0.00082633-0.000119i,0.00032757+0.001087i,1.6503e-05+0.00074488i,-0.00047292+0.00040273i,-0.00079234+0.00030069i,-0.0010174+0.00010321i,-0.00057943-0.00077416i,-0.00027152-0.00074414i,-0.0010161-0.00044431i,-0.0013513-0.00050821i,-0.00054993-0.00016693i,0.00011502+0.00030214i,0.00017725+0.00095716i
-0.0013103-0.0018434i,-0.0018766-0.001388i,-0.001224-0.00059666i,-0.0004442+0.00039323i,-7.5249e-05+0.0014734i,-0.00057543+0.0013553i,-0.00019161+0.00071254i,0.00068217+0.00050438i,0.00051136+0.00064686i,-0.00034813+3.9307e-06i,-0.00035661-4.7694e-05i,-0.00039778+0.00042441i,-0.00025596+0.0003471i,-0.00018237-0.00029601i,4.253e-05-0.00056652i,0.00030159-0.0001679i,-0.00031416-0.0001006i,-0.0011714-0.00063352i,-0.0016411-0.00077776i,-0.0015053-0.00026736i,-0.00095778+0.0001247i,-0.00048896+8.0428e-05i,0.00017242+0.00015263i
0.0029363+0.0013711i,0.0034908+0.00060678i,0.0031097-0.00084375i,0.0014132-0.0023475i,-0.0004572-0.0015555i,-0.0011046-0.00044364i,-0.00054611-0.00064821i,0.00025518-0.00035829i,0.00058192-8.1874e-05i,0.00049925-0.00034229i,-0.00034784-0.00052315i,-0.00076942-5.4878e-05i,-0.00085105+0.00083132i,-0.0012438+0.0012244i,-0.0012622+0.0010933i,-0.00090075+0.00079551i,0.00027645+0.0001032i,0.00074781-0.00041428i,0.00028522-0.00015016i,9.9903e-05-5.1793e-05i,-0.00030275-0.00062253i,-0.00097797-0.00077625i,-0.00085166+4.3573e-05i
0.0015697+0.0015063i,0.0018162+0.00069882i,0.0023984-0.00094307i,0.0021702-0.0015071i,0.0010722-0.00066863i,-0.00017784+0.00011726i,-0.00056438+0.0008281i,6.7131e-05+0.00075748i,0.00046487-0.0003641i,0.00017169-0.00083621i,-0.00068604-0.0004422i,-0.00062605-0.00011063i,-0.00074781+0.00083797i,-0.0011642+0.001025i,-0.00054484+0.00069947i,-0.00020162+0.00082484i,0.00026645-3.9497e-05i,0.0007494-0.0013044i,-7.084e-05-0.0014262i,-0.00049183-0.0014045i,-2.8979e-05-0.0015021i,-8.1675e-05-0.00069162i,-0.0002542-0.00016073i
