-0.004603+0.00099422i,-0.0032184+0.00058513i,-0.0039795+0.0020066i,-0.0023027+0.0028182i,0.00032493+0.0030176i,0.00031482+0.0020686i,-7.7074e-05+0.001886i,-7.5383e-05+0.0020608i,0.00011904+0.00074343i,0.00072365-1.2052e-07i,0.00071563+1.5399e-05i,0.00041882-0.00036269i,0.0004825-0.00086396i,0.00011893-0.0010374i,-0.00027674-0.00099168i,-1.5146e-05-0.00027769i,0.00045365+0.00033896i,0.00092331+7.7777e-05i,0.00082883-0.0001501i,0.00018882-0.00063736i,-9.2151e-05-0.00044069i,0.00022257+0.00020808i,0.00034259+0.0004083i
-0.2145+0.29611i,-0.25209+0.3388i,-0.21921+0.28439i,-0.11389+0.29071i,0.013052+0.31465i,0.046784+0.26418i,0.008708+0.22816i,0.022058+0.23075i,0.088627+0.19598i,0.13209+0.12111i,0.11854+0.044786i,0.061232-0.011492i,0.0057893-0.030518i,-0.013044-0.020593i,-0.0055954-0.0098708i,0.0003825-0.0083226i,-0.0038346-0.005929i,-0.0031072-7.8904e-05i,0.00092385-0.004238i,-0.0070717-0.015366i,-0.015337-0.017829i,-0.010596-0.0053261i,0.0024427+0.017665i
0.46564-0.04648i,0.51273-0.056744i,0.29266+0.055959i,0.074425+0.1566i,-0.031818+0.11516i,-0.096067+0.063252i,-0.045313+0.075637i,0.056686+0.056267i,0.054514+0.035735i,0.019887+0.07336i,0.024955+0.098295i,0.017215+0.08337i,-0.0070405+0.065222i,-0.012159+0.050027i,-0.0011612+0.033256i,5.5613e-05+0.025781i,-0.009422+0.030172i,-0.012235+0.032132i,-0.008415+0.028999i,-0.003994+0.023551i,-0.0081942+0.015642i,-0.023274+0.014337i,-0.033306+0.022012i
-0.50883-0.24337i,-0.61434-0.089177i,-0.31533+0.13272i,0.035551+0.11911i,0.044204-0.00030783i,-0.022149+0.0095782i,0.072707-0.009112i,0.1151-0.10393i,0.058619-0.10852i,0.031382-0.041106i,0.041132+0.0037652i,0.056381+0.017433i,0.047549+0.0090212i,0.012118+0.00014222i,-0.015726-0.0037843i,-0.021098-0.0024689i,-0.010669+0.012974i,0.01004+0.027446i,0.028903+0.018255i,0.02691-0.0039097i,0.012758-0.0098803i,0.0013978-0.0032616i,-0.013158-0.00039067i
0.2687+0.52244i,0.52917+0.54746i,0.56671+0.23579i,0.32206-0.061107i,0.11682-0.12482i,0.093881-0.11041i,0.079787-0.11343i,0.021416-0.0799i,-0.018464-0.015147i,-0.013962+0.034536i,0.032762+0.042383i,0.084035+0.0087533i,0.094195-0.022276i,0.067755-0.018591i,0.032857+0.00027259i,0.008292+0.012234i,0.0017518+0.01576i,0.0043437+0.010183i,0.0079038+0.0022292i,0.014249-0.0046542i,0.015779-0.01491i,0.0049452-0.021975i,-0.0093218-0.020583i
0.2778-0.42527i,0.28133-0.62316i,0.18939-0.6491i,0.018703-0.53804i,-0.20373-0.34193i,-0.33865-0.11869i,-0.32046+0.052022i,-0.22235+0.11726i,-0.1305+0.099438i,-0.076067+0.078171i,-0.021599+0.067491i,0.029773+0.013703i,0.028464-0.054206i,0.0043111-0.063286i,0.0023398-0.033475i,0.0011676-0.0089893i,-0.0059842+0.0052054i,-0.0079207+0.0097309i,-0.010378+0.008044i,-0.012729+0.0080036i,-0.011504+0.010504i,-0.0076468+0.005562i,-0.0062333-0.0076402i
-0.44795-0.17136i,-0.6377-0.27693i,-0.66693-0.28038i,-0.52825-0.13966i,-0.3233-0.003201i,-0.16789+0.056233i,-0.044751+0.095989i,0.05379+0.098494i,0.067698+0.066902i,0.032664+0.050005i,0.019328+0.038597i,0.020854+0.010592i,0.0092784-0.021708i,-0.003533-0.033328i,0.0045067-0.028007i,0.019605-0.023413i,0.019214-0.020836i,0.010839-0.012568i,0.0063323-0.0050538i,0.0037503-0.0071263i,-0.0025756-0.0083625i,-0.0079684-0.0019487i,-0.0093693+0.0036146i
0.11351+0.42579i,0.032937+0.58386i,-0.061456+0.51138i,0.0050154+0.24483i,0.13603-0.024955i,0.20022-0.13539i,0.22854-0.10884i,0.21124-0.089424i,0.11164-0.085194i,0.00033815-0.046041i,-0.053534-0.0053773i,-0.073483+0.013906i,-0.08048+0.028093i,-0.066603+0.029048i,-0.047327+0.0076429i,-0.041476-0.018533i,-0.040384-0.03077i,-0.032443-0.029115i,-0.023608-0.020226i,-0.018877-0.0066794i,-0.012886+0.0060992i,-0.0059852+0.0084408i,0.0017673+0.003497i
0.1865-0.27236i,0.28104-0.16922i,0.39257+0.058157i,0.41998+0.013638i,0.25961-0.20295i,0.040914-0.20735i,-0.0046044-0.12113i,0.018363-0.15164i,-0.020348-0.16962i,-0.04493-0.10258i,-0.029987-0.031567i,0.001233+0.010834i,0.028955+0.018214i,0.021643-0.0003893i,-0.013948-0.013939i,-0.044701-0.0083311i,-0.053037+0.0011129i,-0.047637+0.0021571i,-0.034584+0.0049702i,-0.014603+0.0053612i,-0.0018469-0.0034433i,-0.0022218-0.005773i,-0.0036244-0.0031971i
-0.16849+0.23084i,0.041654+0.19007i,0.29381-0.10491i,0.23061-0.37297i,-0.0052658-0.32764i,-0.073406-0.13898i,-0.066238-0.069209i,-0.1064-0.067653i,-0.12951-0.053058i,-0.10678-0.022894i,-0.04837+0.019975i,0.021732+0.03607i,0.064118+0.016724i,0.065542+0.0047148i,0.04509+0.013491i,0.027228+0.01712i,0.014298+0.0077528i,0.0049064+0.0021579i,0.0043186+0.0029254i,0.0081107-0.00093091i,0.0086396-0.0092454i,0.0051109-0.011904i,-0.00083629-0.0086788i
0.30468-0.075695i,0.35296-0.31178i,0.21975-0.5173i,0.062283-0.48736i,-0.0025363-0.3601i,-0.075716-0.27687i,-0.16868-0.15175i,-0.17628-0.010474i,-0.12737+0.048965i,-0.078275+0.05722i,-0.020792+0.046554i,0.020171+0.0044838i,0.016392-0.040273i,-0.0010701-0.037414i,0.0090199-0.0085111i,0.026866-0.0012283i,0.025449+0.0020868i,0.023037+0.014744i,0.022975+0.010049i,0.0065974-0.0026358i,-0.013406+0.0016714i,-0.0095732+0.010178i,0.0044799+0.00091702i
-0.18232-0.32579i,-0.44772-0.39294i,-0.6005-0.27439i,-0.45004-0.13272i,-0.2265-0.082601i,-0.14501+0.0048798i,-0.066578+0.14794i,0.033452+0.17474i,0.051743+0.10858i,0.039529+0.055734i,0.036394+0.015794i,0.020251+0.0050111i,0.0052801+0.016883i,0.0047829+0.011285i,0.0083446-0.0062625i,0.0050943-0.014247i,0.0043355-0.016561i,0.0061145-0.026598i,-0.0027893-0.036004i,-0.011117-0.032809i,-0.0092354-0.023111i,-0.0036874-0.019928i,-0.0018782-0.024083i
-0.35812+0.32646i,-0.38306+0.57816i,-0.14145+0.5862i,0.11503+0.29652i,0.17774+0.08636i,0.17796+0.10963i,0.21224+0.11284i,0.19005+0.031485i,0.11984-0.027815i,0.057532-0.057958i,0.0035459-0.055958i,-0.018894-0.027624i,-0.011862-0.012957i,-0.0026878-0.01722i,0.00081848-0.025944i,0.001908-0.03698i,-8.3821e-05-0.051117i,-0.01411-0.057228i,-0.031266-0.043197i,-0.032909-0.019799i,-0.021469-0.0083912i,-0.015124-0.010843i,-0.017839-0.0088503i
0.56553+0.12116i,0.85542+0.144i,0.82919+0.047279i,0.55138-0.14291i,0.30825-0.30697i,0.14013-0.3748i,-0.010947-0.34508i,-0.086087-0.24854i,-0.09322-0.14785i,-0.082912-0.066891i,-0.050404-0.011688i,-0.0038054+0.0096912i,0.02504+0.013207i,0.028841+0.014841i,0.025956+0.012198i,0.019196+0.0013099i,-0.004554+0.0004806i,-0.029096+0.020057i,-0.030854+0.038311i,-0.020497+0.036381i,-0.017096+0.023901i,-0.020709+0.017447i,-0.018647+0.014231i
-0.040161-0.4107i,-0.073933-0.72851i,-0.099808-0.84392i,-0.11613-0.69061i,-0.13884-0.49661i,-0.1994-0.32218i,-0.2346-0.13344i,-0.19132-0.021203i,-0.12425+0.0055243i,-0.067736+0.0098554i,-0.048622+0.0070037i,-0.061422+0.016968i,-0.046948+0.043433i,-0.0073161+0.051875i,0.012735+0.032157i,0.0079119+0.011133i,0.0051073+0.0085267i,0.01384+0.014946i,0.020892+0.017289i,0.01698+0.017152i,0.0091693+0.020687i,0.0092432+0.025517i,0.013357+0.023382i
-0.31358+0.097845i,-0.50142+0.18853i,-0.43893+0.25382i,-0.18989+0.21211i,-0.048928+0.15351i,-0.027809+0.19017i,0.0011083+0.22931i,0.028426+0.20021i,0.052941+0.13421i,0.065501+0.049893i,0.035849+0.0076545i,0.017311+0.017551i,0.032818+0.0018127i,0.031111-0.037352i,0.0063808-0.045314i,-0.0069332-0.030448i,-0.0029978-0.025592i,0.0030748-0.026842i,0.0073362-0.019637i,0.012967-0.010306i,0.017263-0.004934i,0.020147-0.0028907i,0.017089-0.0026646i
0.17022+0.32319i,0.24635+0.49222i,0.23632+0.40989i,0.18873+0.15669i,0.16471+0.0057407i,0.16241-0.021938i,0.13735-0.015163i,0.11154+0.0030112i,0.095225-0.01932i,0.04409-0.059932i,0.0099909-0.042959i,0.026453-0.0089301i,0.028914-0.006021i,0.0065324-0.0097141i,-0.0062403-0.0053111i,-0.0067536-0.0016347i,-0.0054492-0.0054799i,-0.0057017-0.019553i,-0.0086185-0.030179i,-0.0079616-0.027081i,0.00026778-0.02447i,0.0069057-0.029417i,0.011158-0.028378i
0.13182-0.2578i,0.30522-0.43952i,0.35813-0.47029i,0.25481-0.34708i,0.16331-0.22486i,0.10858-0.18425i,0.055418-0.16524i,0.038222-0.13161i,0.022405-0.098068i,-0.0088324-0.049567i,-0.023469-0.017399i,-0.033155-0.018585i,-0.031298-0.010241i,-0.0057016+0.0086449i,0.019087+0.014669i,0.029217+0.0099773i,0.030506+0.0062002i,0.024654+0.0033304i,0.012002-0.0025975i,-0.0013546-0.005004i,-0.011226-0.0020234i,-0.013675+0.0044628i,-0.0079654+0.0094576i
-0.14275-0.033142i,-0.30977-0.053299i,-0.34516-0.020659i,-0.18837+0.012477i,-0.039285-0.018961i,-0.041015-0.040682i,-0.097541-0.024975i,-0.1219-0.020009i,-0.10798-0.0022773i,-0.056588+0.027236i,-0.014767+0.040694i,0.0060011+0.053622i,0.027001+0.046915i,0.027178+0.015321i,0.011707-0.0019622i,0.0054081-0.00059884i,0.0012807+0.0015636i,-0.0064842+0.0067714i,-0.0076194+0.016296i,0.0032687+0.01746i,0.012673+0.0092471i,0.0098751+0.0023149i,0.0024502-0.002144i
-0.10125+0.069041i,-0.12801+0.13637i,-0.049578+0.093988i,0.051065-0.039739i,0.064833-0.092607i,0.026969-0.047301i,-0.024528+0.02412i,-0.048344+0.084128i,-0.014246+0.077585i,0.014981+0.0086051i,0.0089959-0.036925i,0.0028579-0.044427i,-0.01088-0.049336i,-0.031607-0.044835i,-0.030566-0.031646i,-0.011718-0.025179i,0.0082211-0.022611i,0.020147-0.021248i,0.016691-0.017835i,0.0044653-0.010768i,-0.00060192-0.0060138i,0.0027239-0.0051789i,0.0055796-0.006352i
0.19266+0.11603i,0.35801+0.18169i,0.33307+0.20686i,0.16777+0.19276i,0.08602+0.15031i,0.089501+0.095661i,0.10362+0.058136i,0.11657+0.048776i,0.10232+0.041025i,0.050798+0.033251i,0.0031968+0.025575i,-0.017816+0.012096i,-0.015516+0.011821i,0.0055853+0.025373i,0.026257+0.028137i,0.031818+0.013173i,0.026737-0.008499i,0.014463-0.021892i,-0.00025457-0.018829i,-0.010708-0.0081155i,-0.014203-0.0008823i,-0.0099445+0.002342i,-0.0060705+0.0020734i
-0.0030467-0.12384i,-0.07495-0.2056i,-0.091662-0.20815i,-0.025237-0.10174i,0.056579-0.0045823i,0.061049-0.014553i,0.0079777-0.051832i,-0.0045163-0.05808i,0.015362-0.051265i,0.022573-0.023416i,0.016327+0.021413i,0.0046758+0.061953i,-3.5087e-05+0.081458i,0.0010707+0.075501i,-0.0032134+0.062711i,-0.0097955+0.047072i,-0.020402+0.023986i,-0.029898+0.007586i,-0.025866+0.0038625i,-0.010172+0.0044544i,0.0077231+0.0013397i,0.018393-0.0061303i,0.020869-0.0085755i
-0.1137-0.15047i,-0.14965-0.19445i,-0.076361-0.1315i,0.063715-0.081273i,0.12234-0.11139i,0.058175-0.094195i,-0.017353-0.036241i,-0.044527-0.016786i,-0.027079-0.016267i,0.011208-0.026391i,0.023254-0.046622i,0.015278-0.057258i,0.010958-0.052437i,0.0089331-0.037056i,0.010291-0.024486i,0.0087032-0.015881i,0.0060288+0.0037697i,0.0092932+0.024096i,0.014632+0.02817i,0.012857+0.018672i,0.0029514+0.002907i,-0.005915-0.0092529i,-0.0081711-0.014882i
-0.070396+0.36775i,-0.09445+0.53399i,-0.10161+0.45747i,-0.076035+0.21794i,-0.045645+0.054476i,-0.0072723+0.0095807i,0.017963+0.010876i,0.0093596+0.022984i,-0.0090891+0.030281i,-0.017981+0.023159i,-0.027716+0.013216i,-0.04071+0.015636i,-0.029748+0.021719i,0.0057546+0.006076i,0.028648-0.02295i,0.028728-0.033954i,0.025616-0.028367i,0.021648-0.02359i,0.012155-0.018587i,0.0051196-0.0082369i,0.0016626+0.0012619i,-0.0029431+0.0029342i,-0.0066849-0.003391i
0.31508-0.249i,0.43454-0.37259i,0.37623-0.34871i,0.18048-0.18391i,0.043006-0.044432i,-0.0181-0.0028346i,-0.052239+0.014949i,-0.034169+0.044215i,0.022855+0.044928i,0.04439+0.021666i,0.027397+0.024698i,0.020594+0.045946i,0.022683+0.039272i,0.01016+0.012685i,-0.0067284+0.0025315i,-0.0085227+0.0060033i,0.00092017-0.0008338i,0.0049687-0.017859i,0.0006017-0.029362i,-0.0055456-0.026165i,-0.0080125-0.010402i,-0.0052378+0.0090168i,-0.0019599+0.023428i
-0.16283-0.087935i,-0.23469-0.1283i,-0.20191-0.031081i,-0.074564+0.088766i,0.0083365+0.10505i,0.01737+0.081902i,0.039523+0.079053i,0.089745+0.054593i,0.099528+0.00027053i,0.063121-0.025569i,0.039686-0.020469i,0.041748-0.021449i,0.036439-0.023655i,0.018894-0.0091979i,0.0086514+0.013144i,0.0067814+0.026503i,0.0032676+0.02883i,-0.0032896+0.027071i,-0.0097733+0.022568i,-0.013424+0.013599i,-0.012409+0.0031788i,-0.0073186-0.0038509i,-0.00013084-0.0075787i
-0.23252+0.34029i,-0.28048+0.46246i,-0.19771+0.34851i,-0.035095+0.15833i,0.080685+0.067061i,0.11924+0.025226i,0.1124-0.029052i,0.075871-0.078507i,0.022349-0.085832i,-0.014186-0.052759i,-0.026295-0.025084i,-0.040443-0.016428i,-0.047006-0.0079652i,-0.029527-0.0041837i,-0.0090274-0.011145i,0.0029625-0.016996i,0.0070537-0.014871i,0.0029799-0.0047518i,-0.0012435+0.0099308i,0.0027959+0.020399i,0.011754+0.01793i,0.01716+0.0035804i,0.015842-0.011314i
0.45458-0.22155i,0.63049-0.23794i,0.55507-0.15576i,0.29597-0.095624i,0.081021-0.089654i,-0.025131-0.089209i,-0.086944-0.085532i,-0.11761-0.056165i,-0.087843-0.0065432i,-0.031404+0.0201i,-0.0012297+0.028075i,0.015022+0.037333i,0.028409+0.028991i,0.024625+0.0055047i,0.010981-0.0051361i,0.0033986-0.0025079i,0.0047631+0.0028889i,0.010432+0.0080165i,0.013958+0.011288i,0.0082403+0.010218i,-0.0036223+0.0097542i,-0.012784+0.013398i,-0.018319+0.014864i
-0.38441-0.053328i,-0.54435-0.10218i,-0.50495-0.081089i,-0.33555-0.017715i,-0.20242+0.022016i,-0.13501+0.052651i,-0.073838+0.10521i,-0.0052133+0.1255i,0.036656+0.082308i,0.036107+0.028487i,0.023083+0.006294i,0.021622-0.0021011i,0.0139-0.0095101i,-0.0026401-0.0043992i,-0.0059525+0.010598i,0.0032351+0.01911i,0.011988+0.012707i,0.013835-0.0021985i,0.0080442-0.012154i,0.0017604-0.0087849i,0.003613-0.00042998i,0.010331+0.0036059i,0.014141+0.0047847i
0.056848+0.15534i,0.093551+0.19236i,0.11728+0.15686i,0.11903+0.1505i,0.10662+0.1781i,0.11022+0.14675i,0.11874+0.058685i,0.10974-0.014202i,0.073711-0.050276i,0.02592-0.046549i,-0.0020041-0.029234i,-0.021134-0.027716i,-0.039612-0.021081i,-0.03852-0.0041551i,-0.02311-0.00015513i,-0.0038541-0.0086034i,0.0086345-0.022123i,0.0058167-0.028351i,0.0022741-0.019371i,0.0091385-0.011001i,0.01585-0.011983i,0.014493-0.014811i,0.011282-0.013599i
0.3051-0.13333i,0.37145-0.08227i,0.29149+0.021907i,0.18006+0.052149i,0.11343+0.013119i,0.058566-0.03503i,0.020162-0.081117i,-0.0060871-0.1135i,-0.031518-0.093477i,-0.032402-0.035433i,-0.016566+0.0076336i,-0.0055466+0.03286i,0.0014363+0.049275i,0.004221+0.051466i,0.0012912+0.041021i,-0.0071587+0.023539i,-0.020194+0.017626i,-0.022477+0.026968i,-0.010244+0.029757i,-0.0038985+0.015637i,-0.010983-0.0016654i,-0.01918-0.0089271i,-0.019705-0.011077i
-0.36707+0.021637i,-0.45659-0.1025i,-0.34826-0.19138i,-0.15896-0.17143i,-0.044701-0.12427i,-0.035897-0.076729i,-0.063065-0.016832i,-0.067321+0.024793i,-0.043606+0.034734i,-0.010218+0.025023i,0.010375+0.0054862i,0.011412-0.014098i,0.0084276-0.021102i,0.014913-0.01281i,0.023337-0.0029003i,0.0252+0.0037073i,0.028588+0.0087412i,0.034728+0.0056215i,0.031143-0.0035882i,0.015673-0.0033736i,0.0019975+0.010753i,0.0027223+0.024625i,0.011836+0.025047i
0.27065+0.1776i,0.38727+0.28307i,0.33768+0.26184i,0.15866+0.16642i,0.015452+0.12005i,-0.010277+0.096296i,-0.0017936+0.051808i,-0.0093908+0.026157i,-0.005777+0.020915i,0.003034+0.010329i,0.0027935+0.0002598i,-0.0012821-0.0047647i,-0.00040622-0.0075453i,0.0082738-0.010282i,0.015016-0.012251i,0.018181-0.01274i,0.020834-0.022508i,0.017968-0.036716i,0.011096-0.035917i,0.0083426-0.022994i,0.0078958-0.0099344i,0.005275+0.00033538i,0.0005599+0.0051803i
-0.11559-0.21338i,-0.19246-0.21885i,-0.20548-0.11678i,-0.13823-0.0014111i,-0.063264+0.05317i,-0.027389+0.05786i,0.0011804+0.049745i,0.02729+0.030169i,0.028261+0.0012332i,0.011465-0.010491i,0.0011835-0.00011949i,-0.0021691+0.015528i,-0.010013+0.025147i,-0.018496+0.028128i,-0.020114+0.026239i,-0.022579+0.016859i,-0.035965+0.0071911i,-0.045859+0.0044693i,-0.036112+0.00087301i,-0.019792-0.0037486i,-0.008536-0.0061274i,0.00040318-0.0097791i,0.0058201-0.012791i
-0.12083+0.081547i,-0.10105+0.019766i,0.00095136-0.022234i,0.11552+0.01713i,0.16557+0.045128i,0.13364+0.02299i,0.071236-0.0050059i,0.026184-0.014119i,0.00054248-0.0014056i,-0.0020949+0.015016i,0.0034704+0.0057927i,-0.00097596-0.012899i,-0.002302-0.010205i,0.0086645+0.0011584i,0.020331+0.0020006i,0.024717+0.0031524i,0.023959+0.015468i,0.019375+0.022822i,0.0093075+0.013577i,-0.002529+0.0061059i,-0.0076315+0.0093902i,-0.0049733+0.007801i,-0.0011511-0.00032658i
0.24857+0.078153i,0.29636+0.22244i,0.23632+0.23287i,0.13054+0.082491i,0.050478-0.02487i,0.015741-0.043442i,-0.0016424-0.059546i,-0.027279-0.070184i,-0.034393-0.043755i,-0.018195-0.012426i,-0.012859+0.0064391i,-0.016944+0.025143i,-0.0060299+0.032342i,0.011482+0.018779i,0.016398+0.00047353i,0.013331-0.0094236i,0.014359-0.01519i,0.011688-0.021495i,-0.0018638-0.018996i,-0.0087674-0.0097801i,-0.0027466-0.0065914i,-0.00024812-0.0085066i,-0.003804-0.009862i
-0.15642-0.28501i,-0.23711-0.46012i,-0.22828-0.42992i,-0.16632-0.25548i,-0.126-0.12503i,-0.11329-0.046751i,-0.10682+0.020987i,-0.083836+0.059558i,-0.035067+0.049099i,0.0035334+0.010745i,0.016372-0.0093014i,0.023123-0.0075688i,0.021378-0.01063i,0.0065596-0.016463i,-0.0083908-0.011475i,-0.015946-0.004097i,-0.021525-0.0059687i,-0.025392-0.01018i,-0.020688-0.0088961i,-0.011262-0.0051374i,-0.0022203-0.00051445i,0.0062604+0.0056515i,0.0097456+0.0088655i
0.074667+0.36387i,0.1461+0.44331i,0.12369+0.36617i,0.053379+0.2785i,0.035827+0.23135i,0.053195+0.15742i,0.05577+0.091956i,0.046862+0.06826i,0.028024+0.048021i,0.0062136+0.02178i,-0.0031422-0.0046744i,-0.011201-0.025374i,-0.020255-0.020336i,-0.014651-0.0013985i,0.0028506+0.0026842i,0.014585+0.0016947i,0.013176+0.013851i,0.0073647+0.02648i,0.002832+0.027128i,-0.00058569+0.02055i,-0.0041623+0.01179i,-0.0088258+0.0029181i,-0.010003-0.0011341i
0.0095596-0.13408i,-0.026612-0.048615i,0.0020223+0.046282i,0.08128+0.041112i,0.12238+0.0030978i,0.11439-0.010768i,0.10669-0.033434i,0.091564-0.06386i,0.053483-0.060797i,0.014764-0.023293i,-0.010115+0.016075i,-0.023055+0.0418i,-0.017094+0.044834i,-0.0036503+0.024927i,0.00048136+0.0039439i,0.0015075-0.0047384i,0.0081003-0.0044659i,0.012738+0.0018406i,0.0084838+0.0090983i,0.0045171+0.010509i,0.0062991+0.0037549i,0.0065699-0.0051045i,0.0028512-0.0099548i
-0.049368-0.13621i,-0.0060843-0.30573i,0.060939-0.33599i,0.090676-0.24074i,0.070336-0.15981i,0.014366-0.11462i,-0.053802-0.082091i,-0.085034-0.046914i,-0.057087-0.011099i,-0.0069782+0.0034606i,0.025595+0.0054342i,0.046273+0.0083602i,0.052783+0.0034129i,0.035588-0.0033173i,0.010517+0.00077767i,-0.0023018+0.007755i,9.8103e-05+0.0052785i,0.0081669-0.0014937i,0.012682-0.0041306i,0.0088846-0.0056089i,0.0015706-0.0053196i,-0.001515+0.0012792i,0.002676+0.0081909i
-0.02376+0.33739i,-0.031459+0.46756i,-0.096069+0.35991i,-0.15124+0.17311i,-0.14093+0.072895i,-0.095648+0.04947i,-0.060109+0.064603i,-0.039701+0.079609i,-0.024284+0.060872i,-0.015369+0.021318i,-0.012334-0.014252i,-0.01616-0.038543i,-0.025854-0.039156i,-0.023417-0.017124i,-0.0055239+0.0022963i,0.0086676+0.0038574i,0.0076466-0.0031048i,0.00039186-0.0069321i,-0.0018271-0.0045603i,-0.00038301-0.00066834i,-0.00064292-0.0019292i,-0.0034785-0.0045879i,-0.0046854-0.0049253i
0.018209-0.42034i,-0.053155-0.41365i,-0.041544-0.2042i,0.0071765-0.022496i,0.018511+0.048389i,0.027304+0.069377i,0.06051+0.064094i,0.084169+0.038008i,0.070024+0.010036i,0.026368+0.0040224i,-0.013561+0.020673i,-0.030871+0.038484i,-0.022685+0.03959i,-0.005537+0.01932i,0.00099674-0.0043849i,-0.00097454-0.01184i,-0.0019727-0.0069132i,-0.0012513-0.0017961i,-0.00031398-0.0022377i,0.0010742-0.0030625i,0.0050486-0.0022981i,0.0079756-0.0035399i,0.0040298-0.0051314i
0.12193+0.25282i,0.23352+0.17039i,0.24477+0.074173i,0.19187+0.068195i,0.16124+0.063611i,0.12133-0.0015275i,0.057458-0.069758i,0.0096833-0.08458i,-0.0051817-0.054797i,0.0065313-0.020241i,0.022999-0.00015471i,0.034976+0.012464i,0.034905+0.017673i,0.01744+0.012458i,-0.0016095+0.0066856i,-0.0092569+0.0062271i,-0.0035931+0.0081155i,0.0069488+0.0078441i,0.0093957+0.002797i,0.0037484-0.0038908i,-0.0042268-0.0080409i,-0.0083447-0.0059866i,-0.0052399+0.001281i
-0.15963+0.069868i,-0.21972+0.12837i,-0.2009+0.04802i,-0.092887-0.083857i,-0.012725-0.15033i,-0.022246-0.13373i,-0.056799-0.066542i,-0.058654-0.017013i,-0.039603-0.0067776i,-0.019285-0.010939i,-0.003693-0.02114i,0.0015564-0.037507i,-0.0027221-0.043323i,-0.0072617-0.027434i,-0.0038151-0.0078194i,0.0046672-0.0045343i,0.0077534-0.014093i,0.0038981-0.020172i,-0.00076124-0.015052i,-0.0034329-0.0058195i,-0.0046489+0.00033329i,-0.0016813+0.0016155i,0.005736-0.0029353i
0.1168-0.30543i,0.10037-0.30569i,0.084981-0.14971i,0.027404-0.053681i,-0.054002-0.03054i,-0.069744+0.024425i,-0.023465+0.061522i,0.010449+0.052677i,0.01987+0.034509i,0.010474+0.019454i,-0.010318+0.016974i,-0.02406+0.025096i,-0.019643+0.027619i,-0.0042157+0.015943i,0.0013338-0.00041175i,-0.005553-0.0048663i,-0.012006-0.001198i,-0.013066-0.00020053i,-0.0079769-5.1912e-07i,-0.00040975+0.0015402i,0.0036456+0.0036462i,0.0049197+0.0038045i,0.0021633-0.0012128i
-0.029593+0.45612i,0.050692+0.43418i,0.035749+0.2692i,-0.039833+0.19899i,-0.036875+0.20559i,0.033547+0.13367i,0.063239+0.033568i,0.049121-0.0088216i,0.026812-0.014027i,0.015436-0.010081i,0.018163-0.0059218i,0.020777-0.00083661i,0.012837+0.0042581i,-0.0029837+0.0059413i,-0.013414+0.0092421i,-0.015068+0.014217i,-0.012816+0.015884i,-0.0081488+0.014937i,-0.0034765+0.010757i,0.0006107+0.0052916i,0.0020593+0.00028166i,-0.0018523-0.0024725i,-0.0071248+0.0030966i
-0.15037-0.35947i,-0.20789-0.35189i,-0.14989-0.22931i,0.019842-0.099565i,0.13025-0.076034i,0.079374-0.10388i,-0.0082234-0.080578i,-0.028045-0.042609i,-0.020872-0.02922i,-0.020832-0.017071i,-0.011748-0.0081466i,0.0065269-0.013314i,0.019-0.019756i,0.01657-0.011195i,0.0094021+0.0038126i,0.012298+0.0092315i,0.016652+0.0041959i,0.01217-0.002476i,0.0049542-0.0058991i,0.00010463-0.0062954i,-0.0022491-0.0037833i,0.0015421-0.00034325i,0.011551+0.00028507i
0.20475-0.0036745i,0.18993+0.060579i,0.17391+0.11918i,0.134+0.02611i,0.022945-0.075887i,-0.060785-0.036203i,-0.050854+0.015766i,-0.027565+0.012928i,-0.023154+0.016818i,-0.016338+0.025504i,-0.016427+0.023263i,-0.024365+0.019303i,-0.025853+0.015838i,-0.013492+0.012181i,-0.0010382+0.0058242i,-0.0019043-0.0013351i,-0.0070192-0.003886i,-0.0071171-0.003718i,-0.0054309-0.0053047i,-0.0046432-0.0075517i,-0.0043562-0.0085177i,-0.0035003-0.010802i,-0.003761-0.016575i
-0.10721+0.32439i,-0.014135+0.23718i,-0.01052-0.008266i,-0.12612-0.10411i,-0.16157-0.0099968i,-0.065809+0.059173i,0.0079338+0.049845i,0.01649+0.029452i,0.014273+0.017224i,0.02102+0.0049063i,0.026163-0.0069198i,0.023576-0.011069i,0.014055-0.0074233i,0.00055688-0.0024199i,-0.0060307+0.004792i,-0.0053233+0.0093539i,-0.006198+0.007625i,-0.0079587+0.0038722i,-0.0092809+0.0016134i,-0.0073576+0.0052201i,-0.0019401+0.0093366i,-0.0012752+0.0071962i,-0.0096187+0.0051416i
0.031294-0.44672i,-0.045028-0.43937i,-0.09778-0.21027i,-0.038477+0.042113i,0.059916+0.088724i,0.067433-0.012146i,0.011474-0.057976i,-0.0079064-0.029034i,0.00067479-0.012064i,-0.0073632-0.012024i,-0.01578-0.0073926i,-0.0080504-0.0027383i,0.0058755+0.000756i,0.013089+0.0056379i,0.014702+0.0098167i,0.016691+0.012799i,0.015362+0.014861i,0.0089872+0.015072i,0.0044636+0.012812i,0.0032691+0.0079386i,0.0036018+0.0046126i,0.0051475+0.0080545i,0.0097439+0.012158i
