-0.00021779-0.0005998i,-9.8788e-05-0.0012811i,-0.0012628-0.00097194i,-0.0015051-0.00011614i,-0.0013324+0.00075164i,-0.00040506+0.0014372i,0.00012384+0.001111i,-0.00044936-0.00019918i,-0.00037727-0.0016732i,0.00010432-0.0012782i,0.00050098-0.0011644i,0.00086271-0.0018765i,0.00027115-0.0012778i,-0.00043592-6.17e-05i,-0.00056846+0.0008606i,-0.00070176+0.0008273i,-0.00031507+0.00096799i,0.00032853+0.00071749i,0.00086504-0.0001221i,0.000455-0.00052309i,-1.13e-06-0.00035515i,0.0003975-0.00010792i,0.0011051+0.00046848i
0.00025155-0.0015201i,-0.0002608-0.00085602i,-0.00074169-1.4192e-05i,-0.00074811+0.00069089i,-0.0013769+0.00084061i,-0.0013258+0.00047685i,0.00068613-0.00076703i,0.0025178-0.0015411i,0.0021398+8.3691e-05i,-2.106e-06+0.0028341i,2.3188e-05+0.004531i,0.0015924+0.0028341i,0.0023953+0.00024798i,0.0024339+0.00036881i,0.0015238+0.00064868i,0.00026498+0.00041028i,-0.00080152+9.1799e-05i,-0.00097327+0.00022994i,0.0005424+0.0006794i,0.0011211+0.00035257i,0.00051698+0.00025788i,-3.2231e-05+0.00082914i,-0.0004582+0.00072329i
0.0019382-5.0965e-05i,0.0010348-0.0014567i,-0.00042304-0.0016936i,-0.0013099-0.0012504i,-0.00067582-0.00096556i,0.00056328-0.00018834i,0.00087776+0.00067934i,0.00252+0.00029404i,0.0053162+0.00059445i,0.0062344+0.0021685i,0.0047309+0.0037237i,0.0033326+0.0024058i,0.0021544+0.00036215i,0.00054996+9.7493e-05i,0.00026816+0.00032272i,0.00073107+0.00099682i,0.00017854+0.0015534i,-0.00082279+0.0011764i,-0.00081964+0.00058483i,-0.00072894+3.0384e-05i,-0.00083298-6.5528e-05i,-0.00034509-0.00034682i,-0.00012073-0.00055588i
0.0016042-0.00054693i,0.0023567-0.0012408i,0.0029127-0.0018409i,0.0019951-0.0018757i,0.00095191-0.0013126i,0.00042411-0.0012619i,0.00080047-0.0013512i,0.0025029-0.002261i,0.0040098-0.0038902i,0.0047412-0.0054477i,0.0038742-0.0056276i,0.0016223-0.004512i,-0.0017731-0.0026028i,-0.0033194-0.00071387i,-0.0022799-0.00052481i,-0.00012223-0.0010245i,0.0005504-0.00064875i,0.00029247+0.00037699i,0.00041371+0.00036881i,8.8845e-05-0.00054289i,0.00057477-0.00090284i,0.0010103-0.00049481i,0.00088591-0.0010932i
0.00020124+0.00078995i,-0.00022667+0.00083179i,-0.00044734+0.0016126i,-0.00052359+0.0026309i,-0.0013422+0.0017156i,-0.0015388+0.0011501i,-0.00041267+0.00075155i,-4.3246e-05-0.0016481i,-0.0016298-0.0048868i,-0.0028148-0.0063865i,-0.0021129-0.0051303i,-0.00083026-0.0019778i,-0.0007052-0.00026494i,-0.0017315-0.00035917i,-0.0014021-0.00010224i,-0.00067829+2.3091e-07i,-0.00045154-0.00087348i,0.00012705-0.0011385i,-6.629e-05-0.00049463i,2.9111e-05+0.0002385i,0.00030722+0.00064579i,-0.00025127+0.0002531i,-0.0012526-0.00014968i
-0.00086566+0.0014093i,-0.00095544+0.00094387i,-0.00037473-0.00054638i,0.00049868-0.0018508i,0.0016671-0.001595i,0.0023207-0.0013378i,0.0015189-0.00062531i,-0.0001756+0.0003564i,-0.0017779+0.0017007i,-0.0043288+0.0023741i,-0.0056553+0.0023748i,-0.0040201+0.0019545i,-0.0019164+0.001904i,-0.00068851+0.0022713i,-0.00043296+0.0022913i,-0.00057217+0.0013771i,-0.00027543+5.603e-06i,0.00014504-0.00094694i,-0.00056206-0.0013942i,-0.0014044-0.0012946i,-0.0017751-0.00071918i,-0.0012144-0.00057401i,-0.00056153+0.0001909i
-0.00024379+0.00067069i,7.3258e-05+0.00085509i,0.00052382+0.00090323i,0.001406+0.00022951i,0.0016629-0.00026074i,0.0015283-4.6529e-05i,0.0020105+0.00027794i,0.0034258+0.0013597i,0.0038835+0.0033908i,0.0023469+0.0051761i,0.0017162+0.0059395i,0.0025437+0.0036921i,0.0027132+0.00032137i,0.0018488-0.0014573i,0.0014739-0.0017222i,0.0016752-0.00059782i,0.0010274-5.7286e-05i,0.00037109+0.00010243i,0.00075612-7.8397e-05i,0.00098484-0.00050926i,0.00095414-0.0004869i,0.0004867-0.00062391i,0.00011147+9.8607e-05i
-0.0019776-0.00047812i,-0.0018669+0.00058063i,-0.0025261+0.0013146i,-0.0025846+0.0021133i,-0.0020982+0.0016855i,-0.00061278+0.00011343i,0.0011734-0.00075464i,0.0036314-0.0019526i,0.006137-0.0017339i,0.0065287+0.0006737i,0.0061138+0.0015058i,0.0053762+0.0004517i,0.0031363-0.0013389i,0.00111-0.0024914i,0.00067721-0.0016306i,0.00093484-0.00089613i,0.00050577-0.00097626i,-0.00078395-0.00010291i,-0.0012145+0.00038673i,-0.00058254-3.1596e-05i,-0.00020991-0.00066376i,0.00011156-0.001954i,0.00054258-0.0014601i
1.1044e-05-0.0031487i,-0.00042912-0.0030575i,-0.0015779-0.0028446i,-0.0019028-0.0019503i,-0.001269-0.00061452i,-0.00014486+0.0004882i,0.0012226+0.00048069i,0.0023355-0.0020565i,0.0026173-0.0052496i,0.0011289-0.0063222i,-0.0006104-0.0063322i,-0.00089083-0.00485i,-0.0014826-0.002903i,-0.0027343-0.0022013i,-0.0025481-0.0019053i,-0.001207-0.0018183i,-0.00037285-0.00076863i,0.00018116+3.8388e-05i,0.00017794-0.00017314i,-0.00042889-0.00065519i,-0.00032539-0.00084145i,0.00055188-0.00066937i,-7.3875e-05-0.00042478i
0.0039934+0.0003602i,0.00298+5.6652e-05i,0.0035127-0.0012413i,0.0027208-0.00090831i,0.0012761-0.00014325i,0.00071126+0.00078456i,0.00071426+0.00049106i,0.00063382-0.00077292i,-0.0016836-0.0022374i,-0.0046813-0.0031191i,-0.0049075-0.0019659i,-0.0031837+0.00027587i,-0.001927+0.0012886i,-0.00083857+0.0013429i,7.7777e-05+0.0018585i,0.00036147+0.0015529i,-0.00019542+0.00069257i,-0.00015716-9.9727e-05i,0.00036168+0.00017515i,-0.00011456+0.00083904i,-0.00062295+0.00055333i,-0.0011182+0.00021451i,-0.0010132-0.00039086i
-0.00090683-0.00056024i,-0.0016654-0.00080365i,-0.0024727-0.00054131i,-0.0023272-0.0008637i,-0.0012375-0.00089625i,-0.00091541-0.00081609i,-0.00044175-0.00061815i,-0.00020394+0.00011992i,-0.00063282+0.0017534i,-0.0019432+0.0043056i,-0.0027781+0.005627i,-0.001549+0.0051669i,0.0007989+0.0038153i,0.0016846+0.002532i,0.00080997+0.0017381i,0.0003599+0.0015883i,0.00035459+0.0016227i,-0.00049444+0.0010029i,-0.00073992+0.00040274i,-0.00020639-4.3429e-05i,0.00013222-0.00034042i,0.00058657-0.00036085i,0.00090191-0.00052033i
0.0015192-7.611e-06i,0.0025241-0.00062688i,0.0025059-0.0013671i,0.0024168-0.00073901i,0.0018035-4.9286e-05i,0.000858-0.0006422i,0.0013612-0.0015426i,0.0036577-8.9233e-05i,0.0054577+0.0020453i,0.0055954+0.0020781i,0.0051803+0.0012978i,0.0041826+5.809e-05i,0.0023665-0.0012117i,0.00022752-0.0016652i,-0.0010085-0.0021679i,-0.0012768-0.0018141i,-0.0011406-0.00023145i,-0.00018539+0.00038354i,0.00053628+0.00049473i,0.00045497-7.8737e-05i,0.00016632-0.00044912i,0.00031658-9.1363e-05i,0.00090222-0.00032142i
-0.0012878-0.00092337i,-0.0023663-0.00044706i,-0.0023169+0.00041509i,-0.00062041+0.0016967i,0.00085715+0.0026565i,0.00066072+0.0015266i,0.0012731-0.00016648i,0.0037846-0.0015645i,0.005843-0.0032239i,0.0056326-0.0033286i,0.004146-0.0028689i,0.0028837-0.0038643i,0.00068655-0.0040401i,-0.0009277-0.0026919i,-0.00052024-0.0011704i,-0.00036676+9.9217e-05i,-0.00035216+0.00071311i,0.00015875+0.00043391i,-0.00041152-0.00046681i,-0.00079122-0.00094245i,-0.0004315-0.0017031i,3.244e-05-0.0019018i,0.00031784-0.00060622i
0.0028461-0.0010295i,0.0035714-0.0008793i,0.0036978-0.0027968i,0.0016798-0.0027232i,-0.0002779-0.00033144i,0.00027903+0.00058584i,0.001883+0.00030133i,0.0029542-0.0020569i,0.0020681-0.0052096i,-0.0011682-0.0060036i,-0.0041317-0.0036177i,-0.0049424-0.00074104i,-0.0042035+0.00035504i,-0.003023+0.0008986i,-0.0016366+0.001151i,-0.00028959+0.00064309i,0.00013184-5.208e-05i,-0.00022486-0.00077709i,-0.00040406-0.00077923i,-0.0009794+0.00030755i,-0.001415+0.0014242i,-0.00091124+0.0017738i,-0.00035537+0.00097317i
-0.0045834-0.0029518i,-0.0028737-0.0019873i,-0.0045603+0.00162i,-0.0027633+0.0046382i,-0.00025268+0.0060597i,0.0032725+0.0050652i,0.0040208+0.0010606i,0.0014117-0.0020819i,-0.0025513-0.0016998i,-0.003604+0.0015526i,-0.0014653+0.0043887i,0.00014356+0.0035407i,0.00099844+0.0014241i,0.00077629-0.00050526i,0.0005146-0.0018287i,0.0011772-0.0017462i,0.00083982-0.00073235i,-2.1907e-05+8.8653e-05i,9.5647e-05+0.00028724i,-0.00031983+0.0010763i,-0.00085665+0.001807i,-0.00116+0.0021046i,-0.00079061+0.0015413i
0.00039194-0.00082544i,-0.00066145-0.00087068i,-0.0015494-0.00071655i,-0.001711-0.00094651i,-0.0015609-0.0015713i,-0.00074089-0.001312i,0.00058676-0.0007463i,0.0022469+0.00029267i,0.0035383+0.0021556i,0.0040894+0.0039905i,0.0053327+0.0043146i,0.0059251+0.0035675i,0.0049315+0.0016838i,0.0029402-0.00016719i,0.0010414-0.00012863i,-0.00014516+0.00043592i,-0.0013572+0.00074113i,-0.0013848+3.8197e-06i,-0.00011218-0.00099769i,0.00095488-0.00072595i,0.0014156-7.4346e-05i,0.00089207-0.00012914i,0.00047213-0.00055372i
0.00084964-0.00033025i,0.0017213-0.0010305i,0.0017159-0.0018857i,0.0013437-0.001897i,0.00041881-0.00092356i,-0.00010424-0.00073849i,0.00013986-0.0013229i,0.0018657-0.0014743i,0.0039277-0.00085368i,0.0036641-0.0015977i,0.0024373-0.0038032i,0.0024011-0.0044639i,0.0018306-0.0032408i,-0.00075222-0.0016927i,-0.002404-0.00042338i,-0.0014471+0.0003652i,-0.00036825+0.0004565i,0.00026376+7.6219e-05i,0.00019708+8.3178e-05i,-0.00021323-0.0012552i,-6.3489e-05-0.0022722i,-0.00036066-0.001812i,-0.00094231-0.00091834i
0.0018569-0.00086506i,0.0017611-0.00032671i,0.0012409-0.0003505i,0.00073767+0.00055762i,-0.00086193+0.0013278i,-0.00093946+0.0011329i,0.00074841-0.00017193i,0.0023107-0.0024658i,0.0022263-0.0040174i,-0.00058043-0.0039404i,-0.0029802-0.0030283i,-0.0030109-0.0020533i,-0.0018618-0.001672i,-0.00067167-0.00090241i,0.00041173+0.00055338i,0.0012092+0.00094555i,0.001753+0.00025786i,0.0017823+0.00044521i,0.00062745+0.0001688i,-0.0012317-0.00065655i,-0.0022704-0.00094268i,-0.0025516-0.0015746i,-0.002098-0.0016489i
0.0014876-0.0011974i,-0.00044033-0.0018546i,-0.0021365-0.0017861i,-0.0018834-0.0014658i,-0.0014962-0.00086432i,-0.00089244-7.3603e-05i,0.00055518+0.00017275i,0.0019147-0.0015756i,0.0015661-0.003472i,-0.0019649-0.00055329i,-0.0046214+0.00449i,-0.0049733+0.0060856i,-0.0040703+0.003802i,-0.0016724+0.0022112i,4.2576e-05+0.0019224i,0.00057994+0.0014234i,-0.00020112+0.001034i,-0.00048333+0.00013791i,-0.00016198-0.0010715i,-0.0006391-0.00094234i,-0.00092029-0.00074075i,0.00026192-0.00098245i,0.0018032-0.00053752i
0.0012967+0.0018954i,0.0018716+0.0016965i,0.0018328+0.0003015i,0.0014686-0.00037247i,0.0019368+0.0001721i,0.0021665+6.186e-05i,0.0021617+1.9173e-06i,0.0022943-0.00013134i,0.002441+0.00056821i,0.0030986+0.0019958i,0.0052059+0.0026459i,0.0059081+0.0019176i,0.0038146+0.00055809i,0.0015327-0.00067724i,4.3824e-05-0.002199i,-0.00082258-0.0022298i,-0.00060492-0.00090567i,0.00023667+6.1949e-05i,0.00081992+0.00071688i,0.0011254+0.00084618i,0.0018194+0.0014407i,0.0019198+0.0022855i,0.00093542+0.0017548i
-0.0019205-4.1808e-05i,-0.0019398-0.00041961i,-0.0010086+0.00070208i,0.00043526+0.0017395i,0.0012982+0.002495i,0.0012107+0.0018636i,0.001396+0.00034166i,0.0023028-0.00041793i,0.0036502-0.0012035i,0.0056037-0.001677i,0.0060542-0.0019275i,0.0045275-0.0028479i,0.0025328-0.0032604i,0.00026403-0.0021324i,-0.0012385-0.00075239i,-0.0011441+0.00019805i,-0.00068614+0.00064994i,-0.00056776+0.00047583i,-0.00021992-0.00054892i,0.00086703-0.0009959i,0.0013956-0.00066577i,0.00065888-0.00036688i,1.6662e-05-0.00033718i
0.0016414-0.0017973i,0.0023499-0.0029593i,0.001509-0.0029389i,-5.8345e-05-0.0021035i,-0.00090503-0.0015272i,5.3994e-05-0.0017444i,0.00058157-0.0012218i,0.0015417-0.0014549i,0.0023184-0.0024988i,-0.00053273-0.0043222i,-0.0043704-0.0053526i,-0.0042963-0.0050354i,-0.0021025-0.0039167i,-0.00085127-0.0021562i,-0.00063508-0.00065996i,-0.0004778-0.0010929i,-0.00016031-0.0019411i,0.00039758-0.002203i,0.0011496-0.002418i,0.001439-0.0020182i,0.0013181-0.0018348i,0.00064226-0.00032579i,-7.9278e-05+0.0010241i
-9.8508e-05+0.00095372i,-0.00034755+0.0016316i,-0.00056928+0.0015755i,-0.00037524+0.00068126i,-0.00073787+0.000447i,-0.00080865+0.00015073i,0.00032962-0.00014361i,0.001772-0.00012884i,0.0013208-0.00015721i,-0.0016479+0.00097551i,-0.0031976+0.0033209i,-0.0022224+0.0040756i,-0.0010648+0.0025074i,-0.00024246+0.0012441i,0.00098037+0.00053782i,0.0013058+0.00073413i,0.00077871+0.00084794i,0.00040293+0.00019614i,-0.00095251-0.00043249i,-0.0023595-0.00043445i,-0.0035206+0.00045198i,-0.0036967+0.00075582i,-0.0028791+4.3496e-05i
-8.5647e-05+0.0005169i,-0.00074062-3.8914e-05i,0.00041377-0.0005812i,0.00062393-0.00023855i,-0.0010582+8.8481e-05i,-0.0020248-0.00067126i,-0.0014098-0.00028337i,0.0008642+0.00067756i,0.0016632+0.0015507i,0.0017388+0.0045888i,0.0018982+0.0081754i,0.0017079+0.0077052i,0.0016379+0.0046704i,0.0011733+0.0020073i,-2.5553e-05+0.00071701i,-0.0015621+0.00073635i,-0.0022169+0.00028685i,-0.0016741-0.00057071i,-0.0014196-0.0014252i,-0.0018719-0.0014366i,-0.0018974-0.00098639i,-0.001775-0.0014983i,-0.0016798-0.002058i
-0.00028854+0.00077776i,0.001082+0.00050955i,0.0012823-0.00013032i,0.00062735+0.00029756i,0.00044855+0.0011419i,0.00061953+0.0013494i,0.0011331+0.00078468i,0.0019183-0.001052i,0.0036117-0.003108i,0.0042404-0.0040378i,0.0041421-0.004615i,0.0042766-0.0048392i,0.002287-0.0041552i,0.00030903-0.0025287i,-0.00037158-0.0012042i,-0.00059903-0.00077648i,-0.00013957+0.00011684i,0.0003904+0.00093109i,0.0012847+0.00076225i,0.001457+0.00048722i,0.0008793+0.00059387i,0.0013692+0.00037202i,0.0010735-0.00039798i
0.00020048-0.0019052i,0.00018256-0.00041182i,-0.00031347-0.0014694i,-0.00042783-0.0020534i,-0.00020877-0.0008145i,0.00073843-0.00029613i,0.0027993-0.0015225i,0.0039645-0.0041836i,0.0030969-0.006905i,0.00045054-0.0088158i,-0.001055-0.0081714i,-0.0015155-0.0059063i,-0.0011474-0.0036503i,-0.00066241-0.0012606i,-0.00032559+0.00052764i,-0.00013799+0.0014188i,-0.00089838+0.0016217i,-0.0012909+0.00091502i,-0.0011443-0.00058248i,-0.00047167-0.0016971i,0.00022314-0.0019034i,0.00012982-0.0011271i,7.2841e-05-2.0599e-05i
0.0002957-0.001708i,0.00027192-0.0023528i,-0.00033506-0.0023632i,-0.0015908-0.00111i,-0.0011953-0.00034273i,0.00061896-0.0011835i,0.0022169-0.00090173i,0.0023177-0.00089264i,0.00027353-0.0022018i,-0.0038571-0.0018548i,-0.0072704-0.00035511i,-0.0072371+0.00024912i,-0.0047034+0.00052787i,-0.0024159+0.0010103i,-0.0013099+0.00044096i,-0.00094457-0.0011524i,-0.0010543-0.0022047i,-0.0008029-0.0023221i,0.0002638-0.0023092i,0.0014669-0.0026088i,0.0017467-0.0030181i,0.0018205-0.0022704i,0.0021662-0.00087325i
0.0020734+0.00077174i,0.0030571+0.0017441i,0.0031036+0.0016186i,0.0024992+0.00094393i,0.0014852+0.00086181i,0.00087515+0.00082289i,0.0016779+0.0011155i,0.002858+0.0013414i,0.0028057+0.0025902i,0.001243+0.0042374i,0.0011954+0.0046011i,0.002739+0.0026023i,0.0032681+0.00030765i,0.0020244-0.0012698i,0.0011555-0.0017982i,0.0013931-0.0012483i,0.0015893+0.0004204i,0.0008913+0.0025326i,-6.7348e-05+0.0031358i,-0.0003586+0.0028337i,-0.00033454+0.0026176i,0.00030053+0.0025521i,-0.00024834+0.0020837i
-0.0018311-0.00057464i,-0.0038806-0.0015289i,-0.0046573-0.00089009i,-0.0036625+0.0010183i,-0.0020361+0.0019657i,-0.00098331+0.0015427i,-7.6167e-05+0.0017828i,0.0026424+0.001591i,0.0056907+0.0025773i,0.007426+0.0039945i,0.0075237+0.0041167i,0.0062687+0.0023164i,0.0047612-6.2e-05i,0.0034208-0.00074735i,0.002029+0.00026905i,0.00069313+0.00163i,-0.00011297+0.0016355i,-0.00073504+0.00062342i,-0.00072545-0.00049183i,-0.00013744-0.00055246i,-0.00025928+0.00029465i,-0.0010266+0.0013858i,-0.0014481+0.002411i
0.0017289-0.0015116i,0.0020177-0.0028613i,0.0015922-0.0033178i,0.00042253-0.0033061i,0.00050144-0.0021168i,0.0010042-0.0011352i,0.00090583-0.00059953i,0.0026389-0.00033639i,0.0041688-0.0018736i,0.0029539-0.0042148i,0.00020719-0.0050059i,-0.0020235-0.0044935i,-0.0021206-0.0029481i,-0.0022947-0.0012175i,-0.0019098-0.00044812i,2.3478e-05-0.00075889i,0.0017312-0.00099866i,0.0034339-0.0013045i,0.0035603-0.0012724i,0.0021296-0.00026764i,0.00039484+2.5817e-05i,-0.0014872-0.00032511i,-0.0016863+1.9039e-05i
-0.00076377+0.00067597i,-0.0011284+0.0012081i,0.00069211+0.0012437i,0.00062511+0.00093511i,-0.00070794+0.0010462i,-0.0013997+0.00046675i,-0.00041332-0.0017898i,0.00084526-0.0046982i,-0.00040221-0.0070261i,-0.0035193-0.006459i,-0.0041938-0.002624i,-0.0023617+0.0010571i,-0.0015553+0.0022173i,-0.0016758+0.00106i,-0.0013983+0.00033938i,-0.0010744-6.7521e-05i,-0.00079905+9.9345e-05i,-0.0012282+0.00039245i,-0.0027326-0.00065087i,-0.0034746-0.00061612i,-0.004313-0.00021519i,-0.0043217-0.00064392i,-0.003-0.0013934i
0.00010318+0.00053198i,-0.00081138+0.00018572i,0.00069661+0.00091922i,0.0016309+0.0021379i,0.0010407+0.0020257i,-0.00072113+0.0006151i,-0.001561-0.0013932i,-0.0017911-0.0022548i,-0.0040747-0.00094786i,-0.0061297+0.00080066i,-0.0048201+0.0019811i,-0.0019134+0.0029071i,-0.00033925+0.0037831i,-0.00060788+0.003621i,-0.0016341+0.0029175i,-0.0028204+0.0022898i,-0.0037231+0.00058011i,-0.0028267-0.0019639i,-0.0011409-0.0037343i,-0.00029773-0.0035969i,-0.00021018-0.0032406i,5.3883e-05-0.0031458i,0.00015005-0.0028433i
-0.0007808+0.00028344i,0.00016755+0.0011452i,-0.00036922+0.0014782i,-0.0006328+2.4962e-05i,0.00046798-0.0016672i,0.0017099-0.0023244i,0.0019352-0.0012953i,0.0019422+0.00020669i,0.001751+0.0012041i,0.0016745+0.00099074i,0.0019935-0.0012898i,0.0016343-0.003794i,-0.00039064-0.0039384i,-0.0022244-0.0030312i,-0.0021755-0.0025263i,-0.00061145-0.0019242i,0.00055856-0.00055217i,0.00069934+0.00054726i,0.0010426+0.0013747i,0.0019431+0.0012891i,0.0027102+0.00034845i,0.0026485-0.00024922i,0.0017026+7.0445e-05i
5.7443e-05-0.0008511i,-0.0020363-0.00075601i,-0.0032011-0.0014515i,-0.00173-0.00097275i,0.00041501-1.9272e-05i,0.0016242+0.00011317i,0.0036476+0.00047418i,0.0067794+0.0012005i,0.0092522+0.0010375i,0.0086299+0.00015214i,0.0047582+0.00027068i,0.00099833+0.00082165i,-0.0002002-0.00085153i,5.1735e-05-0.0036495i,0.00080495-0.0037809i,0.001492-0.0018418i,0.00091454-0.00092287i,-0.00031903-0.0010892i,-0.0015762-0.001392i,-0.00086585-0.0022073i,0.00053277-0.0025176i,0.0012976-0.0013552i,0.0016755-8.3119e-05i
-0.00031837-0.0021941i,0.0014777-0.0032431i,0.0021635-0.0028995i,0.00090628-0.00094876i,0.0002031-3.4527e-05i,0.0017256+0.00063942i,0.0037555+0.00201i,0.0060399+0.00091983i,0.0073086-0.0018594i,0.0049094-0.0029994i,0.0012738-0.00063543i,-0.00031981+0.0020269i,-0.0012692+0.0011192i,-0.0013384-0.00026495i,-0.00020815-0.00046132i,0.00017727-0.0011245i,0.00024643-0.0023468i,0.00076634-0.001725i,0.0019555-0.00070898i,0.0031116-0.00086585i,0.0029095-0.00084776i,0.0018209-5.0084e-05i,0.001415+0.0015042i
0.0016725-0.00078339i,0.0027077+0.0010489i,0.0017681-8.3478e-05i,-0.00035385-0.0011804i,-0.0024284+0.00051095i,-0.0029841+0.0021838i,-0.00091027+0.00058535i,0.0012562-0.0027934i,0.00069955-0.0055602i,-0.0006799-0.0053703i,0.0014747-0.002179i,0.0046861-0.00053452i,0.0040291-0.0011194i,0.0012946-0.0014011i,0.00032719-0.00078744i,0.0005187+0.00022162i,0.00030488+0.0019056i,-0.00032185+0.0030287i,-0.0011037+0.0030456i,-0.0023086+0.0035468i,-0.0031457+0.004245i,-0.0031779+0.0034783i,-0.0028441+0.0019797i
0.00079755-0.00080328i,-0.0012901+0.00024425i,-0.0021943+0.00036889i,-0.0012274+0.00057325i,-0.0017028+0.0015613i,-0.0034008+0.0030781i,-0.0039794+0.0026701i,-0.0037384+0.00014924i,-0.0040375-0.00034867i,-0.0051049+0.0013037i,-0.0041566+0.0010772i,-0.001853-0.0014934i,-4.4025e-05-0.0019026i,0.0015588-0.00023604i,0.0017707+0.0011595i,0.00042166+0.0020596i,-0.0010203+0.0018296i,-0.00090288+0.00032321i,-0.00045627-0.0014332i,-0.0013728-0.0014491i,-0.0030032-0.00020824i,-0.0030239+0.00018838i,-0.0021607+8.6673e-05i
0.0020677-5.4712e-05i,0.002547-0.001403i,0.0028459-0.0018016i,0.0013746-8.094e-05i,0.00041028+0.0011578i,-0.00010777+0.00038135i,-0.0015125+0.00021396i,-0.0014234+0.00085773i,-0.00076302+0.0023334i,-0.0016153+0.0028296i,-0.0043708+0.00085738i,-0.006132+0.00041082i,-0.0043819+0.0015484i,-0.0024594+0.0022958i,-0.0012543+0.0024373i,0.0001898+0.0012398i,0.0017026+0.00036212i,0.0014269+0.0010629i,0.0011346+0.0019663i,0.00069615+0.0023941i,-0.00062051+0.002436i,-0.00084534+0.0016604i,-0.0010514+0.00015228i
-0.0012493+0.0011109i,-0.00076085+0.0016662i,-0.00083135+0.0026069i,-5.9883e-05+0.0023185i,0.0017054+0.00057306i,0.0036632-0.0020757i,0.0053345-0.0032521i,0.007019-0.002225i,0.0072663-0.0012887i,0.0058262+7.2498e-05i,0.004363+0.0038289i,0.0039534+0.005986i,0.0033149+0.0039727i,0.00089535+0.0015853i,-0.001601-0.00030926i,-0.0016308-0.0008683i,-0.001403-0.00050597i,-0.0020985+0.00039047i,-0.0028088+9.876e-05i,-0.0029833-0.0014613i,-0.0025906-0.0035081i,-0.001882-0.0038961i,-0.0013538-0.0031887i
-0.0016519-0.0019508i,-0.001592-0.002872i,-0.0014523-0.0041425i,-0.0013357-0.0037337i,-8.3202e-05-0.002659i,0.0025199-0.0041309i,0.0064355-0.0054137i,0.0092944-0.0053887i,0.0084806-0.0056614i,0.0051142-0.0048647i,0.0046422-0.00255i,0.006132-0.00077764i,0.0043673-0.00068462i,0.0018531-0.00039269i,0.0012046+0.00014559i,0.00065048-0.00064169i,0.00010273-0.0015111i,0.00089013-0.0021924i,0.0021293-0.0034183i,0.0026822-0.0041663i,0.0028491-0.0049424i,0.0023151-0.0044517i,0.0015058-0.0029584i
0.0023275-8.3064e-05i,0.0029629+0.00031481i,0.003248+0.0016943i,0.0019881+0.0011286i,0.00085593-0.00075714i,0.0015299-0.00067867i,0.0023715-0.00034568i,0.0037756-0.0016225i,0.0039423-0.0046932i,0.0024646-0.0070467i,0.0020378-0.0083624i,0.00063636-0.009384i,-0.0030096-0.0073798i,-0.0047826-0.0033105i,-0.0038115-0.0011504i,-0.0023738+0.00042489i,-0.0010659+0.0016245i,4.7313e-05+0.0015714i,-0.00023547+0.0008471i,-0.00042808+0.00012069i,0.00051312+0.00035007i,0.00057018+0.0001843i,0.00020829-0.0001519i
-0.0012166-1.0186e-05i,-0.00436+0.0010198i,-0.0058851+0.0011065i,-0.004602+0.0015581i,-0.002936+0.0054259i,-0.0016274+0.0085186i,-0.0007137+0.0073328i,-0.00017931+0.004119i,-0.0014386+0.0028666i,-0.0042813+0.0034771i,-0.0061602+0.00339i,-0.0068331+0.0028898i,-0.0059144+0.0017531i,-0.0042521-0.0011222i,-0.002768-0.0021115i,-0.0011863-0.00098727i,-0.00086755-0.00098849i,-0.0012186-0.0024058i,-0.00086353-0.0032193i,-0.00080516-0.0026239i,0.0004879-0.0015144i,0.0018279+2.0122e-05i,0.0019718+0.00094726i
-0.00035486-0.0029912i,0.0020117-0.0039434i,0.0034727-0.0042947i,0.0023897-0.0011417i,0.0009775+0.0025824i,0.0002861+0.0045183i,-0.00027716+0.0044015i,-0.00059865+0.0034418i,-0.00076579+0.0028499i,-0.0017602+0.0035104i,-0.0026943+0.0047482i,-0.0014478+0.0058947i,0.0013898+0.005341i,0.002495+0.0032136i,0.0024867+0.0017206i,0.0029211+0.00091846i,0.0031691+0.00037749i,0.0034294+0.00062733i,0.0035071+0.00099229i,0.0039261+0.0018291i,0.0040493+0.0033827i,0.0025362+0.0040778i,0.0015162+0.004071i
0.00052063-0.00050503i,0.00050569+0.0017418i,-0.0011982+0.0031596i,-0.0016387+0.0029192i,-0.0015975+0.0027181i,-0.0023124+0.001118i,-0.0018321-0.0016201i,0.00099709-0.0031208i,0.0039249-0.0029136i,0.0050717-0.0004351i,0.0064867+0.0030557i,0.009392+0.0031467i,0.0090934-0.00071214i,0.0049735-0.0022321i,0.0025138-0.0012954i,0.00063624-0.00068612i,-0.0012564+0.00051672i,-0.002444+0.0014884i,-0.0025075+0.0016296i,-0.0027905+0.0024865i,-0.0031078+0.0026516i,-0.0025193+0.002206i,-0.0028607+0.0014376i
