-0.0017783+0.00035435i,-0.0010494-0.00035017i,-0.0012146+0.001096i,-0.0011902+0.0022717i,-0.00066324+0.0030371i,-6.6421e-05+0.0026866i,-0.0011405+0.0011208i,-0.00093986+0.00080251i,0.00098923+0.00081702i,0.0020423+8.5968e-05i,0.0017557-0.00086626i,0.00063778-0.0007871i,-5.5384e-05-0.00070716i,-0.00035108-0.00079523i,-0.00035189-0.00088524i,0.0006668-0.00077521i,0.0016833+7.4412e-05i,0.001386+0.00049452i,0.00028752+0.00043303i,-0.00027258+0.00024669i,0.00017309+0.00025506i,0.00016245+0.00040545i,-0.00057203+0.00035815i
-0.00049533+0.00071704i,-0.0003214+0.00071473i,-0.00089714-6.1833e-05i,-0.0010914+0.00017848i,-1.3309e-05+0.0018199i,0.00062623+0.0019557i,0.00031523+0.00049486i,0.00027851-0.00048324i,0.00049715-0.00066456i,0.00095605-0.00073425i,0.00084101-0.00063966i,0.00014924-0.00027589i,0.00060916+0.00063655i,0.0011348+0.00012585i,0.00097682-0.00088133i,0.0012305-0.00026194i,0.00069922+0.00056096i,0.0001522+5.0622e-05i,0.00021853-0.00059888i,-0.0004669-0.00038139i,-0.00081749-0.00041109i,-0.00033112-0.00040057i,0.00017197-0.00035488i
-0.00044869+0.00030077i,-1.3044e-05-0.00012277i,0.00039963-0.00039001i,0.00011179+0.00018189i,-0.00072657+0.0011686i,-0.0011979+0.0014355i,-0.00053415+0.0012439i,0.00029935+0.0004664i,0.00063379+7.9568e-05i,0.00088583+0.00037622i,0.00066414-0.00034753i,-0.00056398-0.0012621i,-0.0014034-0.0010945i,-0.00065503-0.00064396i,0.00041938-0.00042721i,0.0005016-0.00016575i,0.00034355-0.00018759i,0.00031714-0.00023662i,0.00046717-0.00021869i,0.00075871-0.00041843i,0.00022173-0.00016067i,-0.00046309+0.00061538i,5.6398e-05+0.0018154i
-0.0002732-8.0124e-05i,0.00052555-0.00082498i,0.0015865-0.0012154i,0.0014505-0.00046115i,-0.00094776+0.00031406i,-0.0013449+0.00035085i,0.00052104+0.00014918i,0.0010905+0.00012676i,0.00068222+0.00024064i,0.00027415-0.00020957i,0.00033928-0.00084736i,0.00028026-0.00074833i,-0.00026435-0.00045939i,0.00036098-0.0010941i,0.0013445-0.00090196i,0.0006296-0.00076585i,0.00012155-0.0011708i,1.0822e-05-0.00064933i,-0.00014443-7.3099e-05i,-0.00049671+1.0303e-05i,-0.0010315-0.00028948i,-0.00048355+2.1495e-05i,-0.00019579+0.00072364i
0.00022344+0.00040732i,0.0015882+0.00017031i,0.00234-0.00053915i,8.4241e-05-0.00080284i,-0.0016549-0.00038587i,-0.0011309+0.0010055i,5.0644e-05+0.00070266i,0.0005981-0.00035785i,0.0010107-0.00074197i,0.00080938-0.00095606i,-9.6359e-05-0.00093513i,-0.00072369-0.0011169i,-0.00052544-0.00039207i,-0.00017659+0.00060782i,0.00014967+0.0005881i,0.00025653-0.00010688i,0.00016553-0.00029363i,0.00039553-0.00012631i,-0.00015123-0.00050786i,-4.9237e-05-0.0007967i,0.00099608-0.00043704i,0.0010721+0.00012201i,0.00049887-8.0401e-05i
0.00063341-0.00024063i,0.00078181+6.8653e-05i,0.0011654-0.00076708i,-0.00016573-0.00075504i,-0.0017118+0.0002489i,-0.0016913-3.8737e-05i,-0.00059197-0.00064672i,0.00036636-0.00043785i,0.00084194-0.00069415i,0.00089691-0.00035754i,0.00049685+0.00040905i,-6.6763e-05+0.00047584i,0.00026395+0.00032656i,0.0004076-0.00017119i,0.00030053-0.00060363i,0.00068699-0.00068738i,0.00036823-0.00013856i,-0.00042922+0.0010583i,-0.00073387+0.0017057i,-0.00024072+0.0014206i,-0.00032471+0.00070374i,-0.00042656-8.3299e-06i,0.00027945-0.00037454i
0.00034918+0.00038343i,0.00083565+0.00015369i,0.0025072+0.00014188i,0.0028194+9.9364e-05i,0.0012775+0.0010828i,0.00055788+0.002118i,0.00109+0.0017165i,0.0015633+0.00054264i,0.0014507-0.00039576i,0.0014457-0.00074994i,0.00062577-0.00091718i,-8.0761e-05-0.00096578i,0.00031014-0.0008318i,0.00033469-0.00042234i,0.00042668-9.3927e-05i,0.00077584+0.00019173i,0.00060319+0.00049756i,0.00021906+0.00025839i,0.00012242-0.00018254i,-3.1883e-05-0.00088786i,-0.0003528-0.00064966i,0.00031976+0.00013677i,0.00039518+0.00064011i
-0.00052709+0.00025501i,-0.00012836-0.00015917i,-0.00035977+9.7972e-05i,-0.00072137+0.00054034i,-8.7715e-05+0.001204i,0.00072225+0.0010306i,0.0010499+0.00056382i,0.0017273-0.00010692i,0.0020444-0.00045563i,0.0016022-0.00021055i,0.00058368-0.00018371i,-0.00041767-0.00046879i,-0.00091731-0.00092829i,-0.00077364-0.00012625i,-0.00059093+0.0009903i,-0.00040949+6.9293e-05i,0.00014376-0.00062004i,0.00012207+0.00036706i,-0.00075519+0.00074486i,-0.00096944+0.00035873i,-0.00028556+0.0010321i,0.00017813+0.0010197i,0.0005236+0.00018631i
0.0014154-0.00089839i,-0.00029531-0.00080647i,-0.00090062-0.00072463i,-0.00075664-0.00070619i,-0.0011886+0.00022145i,-0.0014137+0.0016621i,-0.00022878+0.001607i,0.00099667+0.0009757i,0.0016183+0.00042184i,0.0020117-0.00063267i,0.0015318-0.0011254i,0.00055383-0.00067262i,-9.4455e-05-0.0006926i,0.00025446-0.00046706i,-4.9999e-05-1.9638e-05i,-0.00055529-0.0001695i,-0.00011736+1.8847e-05i,-0.00042692-7.5498e-05i,-0.00045251-0.00044258i,9.778e-05-0.00037319i,0.00027816-0.00023571i,0.00031104+3.3117e-05i,5.8055e-05+0.00015139i
-6.0221e-06-0.0001727i,0.0007513-0.00081942i,-0.00010095-0.0014052i,-0.0017256-0.00050053i,-0.0032318+0.0013585i,-0.0026425+0.0024665i,-0.00060065+0.00062409i,0.00043901-0.0012667i,0.00040699-0.00068723i,0.00062737-5.5608e-05i,0.00089383+8.9309e-05i,0.00032055-0.00046798i,0.00049016-0.00060198i,0.0011852+0.00026173i,0.00082213+0.000385i,0.00034106+6.7646e-05i,8.3558e-05-0.00017833i,0.00048775-0.00038005i,0.00090134-0.00042301i,0.00079101-0.00049716i,0.00043507-0.00015742i,-0.00012005+0.00047935i,0.00017974+0.00049369i
0.00032746-0.00012363i,0.0012194-0.00055631i,0.0013151-0.00036993i,0.00052996+1.9957e-05i,-0.00015719+0.00098914i,-0.00038159+0.0015754i,0.00036839+0.0012903i,0.00097686+0.0013315i,0.00059959+0.0010662i,0.0010889-0.00080559i,0.0009727-0.0014414i,0.00076558-0.001194i,0.00092364-0.00081644i,0.00058362-9.9688e-05i,-0.00023865+2.7092e-05i,-0.00017563-0.00017997i,0.00071863+6.2193e-06i,0.0010905+0.00042528i,0.00089771+0.0002479i,0.00032954-0.00034032i,-0.00066803+8.5114e-07i,-0.0012001+0.00051373i,-0.00014837-0.00010937i
2.8614e-05+0.00072497i,0.00050937+0.0014499i,0.0014644+0.00059243i,0.0017257+3.069e-05i,0.00082486+0.00048253i,-0.00031414+0.00082255i,-0.00096579+0.00085335i,-0.0012856+0.00088318i,-0.00012569+0.00060123i,0.0011103-0.00025774i,0.00075595-0.00070633i,-0.00020842-0.0010711i,-0.0001841-0.00070774i,-6.9762e-05+0.0001702i,-6.0147e-05+0.00061164i,0.00039657+0.0010471i,0.00024576+0.0003529i,0.00027558-0.00032781i,0.00012203-0.00038984i,0.0002056+4.584e-05i,0.00063028-0.0001168i,0.00043092-0.0005717i,-0.00013907+0.00010809i
0.0002057-6.3017e-05i,-0.00056969+0.00064172i,-0.0010209-0.0001492i,-0.0016413-0.00045274i,-0.0012923+0.00067001i,-0.00083822+0.0014736i,-7.6555e-05+0.0010033i,0.00056388+0.00036175i,0.00086381+0.00024628i,0.0011096+2.4021e-05i,0.00090656-0.00040789i,-0.00013631-0.00098365i,-0.00072291-0.0010207i,0.00010843-0.00052988i,0.00087843+5.1212e-05i,0.00096465+0.00027279i,0.00025903+0.00047322i,-0.00038083-3.3999e-05i,0.00012659-0.001041i,0.00025465-0.0012189i,-3.6682e-05-0.00124i,0.00015353-0.00096921i,0.00021187+5.1945e-06i
-2.3496e-07-0.00096201i,-5.4363e-05-0.000222i,-0.00043411-0.00074122i,-0.0020024-0.00010129i,-0.0028059+0.00054225i,-0.0014366+0.00074066i,-0.00015124+0.00035732i,6.311e-05-0.00059256i,-0.00022613-0.00041757i,-0.00062873+0.00035027i,3.5841e-05+0.00020801i,0.00060712-0.00016295i,1.5863e-05-0.00036413i,-0.00062308+3.2825e-06i,-0.00057298+0.00031456i,-0.00045214+0.00034585i,-0.00049429+6.9706e-05i,-0.0011757-0.00016065i,-0.0013333-0.00021907i,-0.00091826-8.434e-05i,-0.00026043+0.00047278i,0.00052576+0.00062497i,0.00038917+0.00045153i
0.00033238-0.0014482i,0.00048192-0.00099763i,0.00011524-0.0011405i,-0.0012274-3.4419e-05i,-0.0014391+0.0020136i,-0.00051012+0.0021329i,-0.00010351+0.0011533i,0.00037415+0.0006036i,0.00080292+0.00024797i,0.00075892-5.4708e-05i,0.0005539-0.00076312i,0.00025743-0.0015923i,0.00019682-0.0015496i,0.00064216+0.00032354i,0.00061648+0.00065649i,0.00013678-1.77e-05i,-0.00017348-0.00027056i,-8.8575e-05-0.00024832i,-6.4725e-05-5.7015e-05i,-0.00017761-0.00081104i,-0.00027965-0.00085222i,-0.00033197+1.4867e-05i,-0.00024047-0.00010948i
0.0010877-0.00057379i,0.0020111-0.00022377i,0.0022393+0.00022814i,0.001066+0.00041807i,-0.0013343+0.00043044i,-0.0020425+0.00064968i,-0.0010413+0.00022244i,-0.00032448+0.00052898i,0.00047422+0.0013705i,0.0008441+0.00073333i,0.00043706-0.00010817i,-0.00040073+0.00019596i,-0.0003129+0.00077084i,0.00012131+0.00071773i,0.00028135+0.00077548i,0.00018751+0.00012763i,0.00052935-0.0009143i,0.0004868-0.00046959i,-8.752e-05+0.00014543i,-0.00017282-0.00016624i,-0.00061605-0.00050892i,-0.00058132-0.00086542i,-0.00045516-0.00087487i
0.0012192-0.00037123i,0.0016965-0.00014145i,0.0016506-0.0012295i,0.00069847-0.0020701i,-0.00094214-0.0008626i,-0.00091676+0.00090608i,-0.0002817+0.0014286i,0.00047491+0.0012178i,0.00079876+0.00014095i,0.00043555-0.00093076i,0.00029032-0.0010586i,0.00012249-0.00074242i,-0.00056045-0.0001305i,-0.00098856+0.00028689i,-0.00052482+0.00025001i,-0.00049018+3.7326e-05i,-0.00081438+0.00024247i,-0.00085088+0.00033287i,-0.00085268-8.785e-05i,-0.00055191+9.2922e-05i,-0.00024066+0.00026188i,-0.00010174-0.00058262i,0.00052574-0.0013151i
-1.9236e-05-5.7172e-05i,0.0016245+0.0010652i,0.0023932+0.0019188i,0.00046162+0.0016333i,-0.0012921+0.0016806i,-0.0011156+0.00186i,-6.7778e-05+0.0013873i,0.00071872+0.0015661i,0.0010421+0.00069301i,0.0010769-0.00068474i,0.0003776-0.0014234i,-0.00056644-0.0014389i,-0.00078604-0.0013313i,0.00036984-0.0015538i,0.0011324-0.00082158i,0.00042373+6.1786e-05i,-0.00049542+0.00023367i,-0.0011793-7.2832e-06i,-0.00016754-6.8007e-05i,0.00027713+1.3281e-05i,-9.9695e-05-0.00015313i,-0.00031357-0.00024345i,-3.105e-05+0.00040039i
8.6648e-05-0.0016997i,0.00010298-0.002496i,-2.8113e-05-0.0020858i,-0.0012777-0.00088134i,-0.0024502+0.00084634i,-0.0018372+0.0024751i,-0.00010044+0.0022805i,0.00068945+0.0012262i,0.00079291+0.00092751i,0.0006959+0.0004965i,0.00039727-0.00035135i,3.9846e-05-0.00087936i,-2.8138e-05-0.0013231i,0.00072397-0.0004978i,0.0012453+0.00076147i,0.00065238+0.00034606i,-3.5914e-05+0.00012258i,0.00020002-7.2853e-05i,0.00066992-0.00042289i,0.0010118+5.4883e-05i,0.00090879-0.00023883i,0.00027347-0.00066815i,-0.00017203-0.00032455i
-0.00072026+0.00076555i,0.00022842+0.0012721i,0.00022351+0.0014961i,-1.9535e-05+0.001412i,-0.00061959+0.0016089i,-0.00048846+0.002419i,0.00020085+0.0021568i,0.00029456+0.0016556i,0.00090631+0.00053176i,0.0013609-0.00013349i,0.00081622+7.239e-05i,0.00075601-0.00057773i,0.00079569-0.00055916i,0.00043559+0.00038806i,0.00012999+0.00097612i,0.0002825+0.0012067i,0.00046098+0.0008804i,0.00045463+0.00039455i,5.1272e-05-0.00027575i,-0.00024342-0.00077683i,-0.00032079-0.00044233i,-0.00047045+0.00016532i,-0.00033624-0.0001963i
0.0015138+0.00016295i,0.0011583-0.00077559i,0.0018149-0.0017524i,0.0013417-0.0017449i,-8.7112e-05-0.0013644i,-0.0012062-0.00058039i,-0.00097732+0.00011298i,-0.00019823+0.00043425i,-0.00024459-0.00036748i,0.00031205-0.0016564i,0.00096779-0.0013319i,0.00058477-0.00062657i,2.2529e-05-0.00039245i,9.4728e-05-0.00025188i,0.00052111-0.00030644i,0.0001879-0.00034875i,4.7017e-05+0.00012812i,2.3561e-05+0.00035885i,0.00026949-3.0243e-05i,0.00025595-0.000562i,0.00018821-0.00045787i,0.0007219+0.00033439i,0.00025131+0.00058633i
0.0010955-0.0003181i,0.00093656-0.0018426i,0.0015235-0.0026515i,-4.9419e-05-0.0017155i,-0.0017578-0.00065708i,-0.0017711+0.0001821i,-0.00018881+0.00039915i,0.0012684+0.00014472i,0.0018436-0.00042849i,0.0013802-0.00065983i,0.00092864-0.00058358i,0.00092218-0.00035912i,0.00040778-0.00037724i,0.00043966-0.00063289i,0.0015521-0.0008973i,0.0013236-0.00028073i,-7.4333e-05+7.7031e-05i,0.00042539-0.0004313i,0.00037275-0.00026475i,-0.00065524-0.00022611i,-5.3279e-05-0.00049022i,0.00040212-0.00036258i,0.00022266-2.6812e-06i
-0.0003306+0.0002297i,-0.0007079+0.0014231i,-0.0015954+0.0019594i,-0.0022296+0.0018394i,-0.0012055+0.0015421i,0.00021972+0.0013114i,-4.3483e-05+0.00042947i,-0.00066893-1.9609e-05i,0.00054164+0.00026157i,0.0015379-0.00027547i,0.0013466-0.001018i,0.00052838-0.00074585i,-0.00080237-0.00080156i,-0.0012902-0.00085886i,-0.0003879-0.00053818i,0.00042357+0.00022498i,0.00030595+0.0010669i,0.00033601+0.00096562i,0.00056876-0.00016647i,0.00094519-0.00080283i,0.00057612-4.5314e-05i,5.6099e-05+0.00069618i,-0.00016221+0.00064182i
-0.00057588+0.00035488i,4.4986e-05-0.00051068i,0.0015229-3.7996e-05i,0.00083604+0.00056148i,-0.0008434+0.0010216i,-0.0012008+0.0011475i,-5.4234e-05+0.00053539i,0.00051926+0.00062958i,-5.421e-05+0.00098701i,-0.00040196+0.00088409i,-4.5636e-05+0.00032196i,-0.00022517-7.6444e-05i,-0.0005383-6.3254e-05i,0.00016556+0.0001862i,0.0004522+0.00090518i,0.00016234+0.00066454i,0.00011952+0.00023741i,-0.00031966+0.00052411i,-0.00054518+0.00033257i,0.00022805-0.00031612i,0.0014263-0.00058697i,0.0015156-0.00019472i,0.00052308+0.00022741i
0.0011494+0.0011065i,0.0022535+0.00017011i,0.0024666-0.00059242i,0.001-0.00024021i,-0.00070349+0.00045522i,-0.00097452+0.00059246i,9.023e-07+0.0012925i,0.00025144+0.00073022i,0.00012121-0.00069315i,0.00047499-0.00088569i,-0.00013171-0.00034794i,-0.00029216-0.00033071i,-0.00057208-0.00031908i,-0.00049374-0.00024046i,0.00088393-1.6214e-06i,0.00082044-0.00015073i,-3.2674e-05+9.2501e-05i,0.0002102+0.0008771i,0.00017478+0.00076048i,8.3181e-07+0.00042439i,0.00029992-0.00021771i,0.00046583-0.0005089i,0.00050174-2.6767e-06i
-9.6638e-05+0.00061203i,0.00046908+0.00071869i,-0.00071707+0.00073343i,-0.0015804+0.00075544i,-0.00048605+0.0013304i,0.00054391+0.0012737i,5.1038e-05-2.8142e-05i,-0.00028807-0.00018427i,0.00033257+0.00069526i,0.0012116-0.00011873i,0.00084027-0.0010649i,-0.00011018-0.00066088i,-0.0001168-0.00041576i,-0.00034458-0.00051103i,-0.00029243-0.0005894i,2.2207e-05-0.00035852i,0.0002125+8.7513e-06i,0.00039054+0.00035137i,0.00017596+0.00014033i,9.0417e-05-7.8807e-05i,-0.00026752+0.00048835i,-0.00044243+0.00040176i,0.00026041+1.396e-05i
0.0009179-0.00063987i,0.00075225-0.0011197i,0.00098003-0.0027556i,0.00048335-0.0021842i,-0.00038395+0.00070813i,-0.00080676+0.0019249i,-0.00068557+0.0014802i,-0.00022206+0.0012521i,0.0008335+0.00048785i,0.0017011-0.0002493i,0.0012591-0.00078511i,0.00034251-0.00064859i,0.00023695+0.00071732i,0.00057018+0.001194i,0.00043851+0.00096762i,0.00045936+0.00085963i,0.0011864+7.4281e-05i,0.0013634-0.00022586i,0.00024462+2.069e-05i,-0.00043559-0.00011976i,0.00048896+9.8069e-05i,0.00036262+0.00017112i,-0.00037278+0.00024512i
-0.00060873-0.00028451i,0.0013782-0.00025102i,0.0011026+4.6748e-05i,-0.00062051+0.00047452i,-0.00096872+0.0013612i,-0.00069234+0.001885i,0.00022346+0.0013747i,0.0010923+0.0013436i,0.0011908+0.00098519i,0.00086002-0.00019235i,0.00079986-0.001137i,0.00030266-0.00067435i,-6.4059e-05-0.00022389i,0.00032054+0.00018078i,-2.3484e-06+0.00072416i,-0.00024025+0.00056543i,0.00010281-9.9173e-06i,-5.1531e-05-9.4168e-05i,0.00018253+0.00047215i,-0.00013451+0.00012387i,-0.00085217+0.00051642i,-0.0010878+0.00083454i,-0.00080891+1.7779e-05i
-0.0005088-0.00026804i,-0.0013854+0.00027426i,-0.00087466-0.00044946i,-0.0013226-8.4324e-05i,-0.0025949+0.00093757i,-0.0021058+0.001287i,-0.00046932+0.0012448i,0.00036456+0.0005694i,0.001136+4.8414e-05i,0.001581-0.00010911i,0.0011824-0.00048908i,0.00012504-0.00064522i,-0.00057089-5.1579e-05i,-0.00022467+0.00014675i,0.00024652+2.2451e-05i,0.0011104-0.00022152i,0.00092844-0.00046597i,0.00044903-0.00018402i,0.0004037+0.00051899i,0.00028893+0.00076866i,0.0006557+0.00077834i,0.00080962+0.00094617i,0.00011877+0.0010397i
0.00029829+0.00048557i,0.0013434-3.9448e-05i,0.0016597-0.0010435i,0.00038655-0.00013602i,-0.00021026+0.0012952i,-0.00020584+0.0020329i,-5.8445e-05+0.00097932i,0.00075579-0.000696i,0.0015534-0.00068621i,0.0016464-0.00051844i,0.0011658-0.00072524i,0.00058457-0.00039676i,-0.00016505+2.7024e-05i,-0.00019974-6.3156e-05i,0.00018833-0.00043461i,0.00036533-0.00019195i,-0.00022277+9.0706e-05i,-0.00027687-7.3293e-05i,0.00034448-0.00029786i,0.00088459-0.0004886i,0.00099799-0.00025467i,0.00054876-0.00056608i,0.00029633-0.00078i
0.0011719+2.7246e-05i,0.00069452+0.00040289i,0.00084997-0.00039764i,0.00046333-0.00077399i,-0.0011401+8.4186e-05i,-0.0023616+0.00093293i,-0.0012788+0.00025839i,0.00083292-0.00046461i,0.0012207-0.00050844i,0.00077835-0.00083163i,0.00074983-0.0010518i,0.00081103-0.00071885i,0.00040253-0.00045894i,0.00025602-0.000355i,0.00037412-0.00019214i,0.00041906-7.279e-05i,0.00084222+0.00010511i,0.0007156-3.8365e-05i,0.000819-0.00050973i,0.00023094-0.00039225i,-0.00054887-7.1903e-05i,0.00015188-1.8594e-05i,0.00021656-0.00017771i
0.00067981+0.00041143i,0.0004243-8.5072e-05i,-0.00052445-0.00084612i,-0.0019468-0.00051154i,-0.0028766+0.00083338i,-0.0017678+0.0018788i,-0.0001221+0.0014708i,0.00083404+0.00055128i,0.00088702-0.00018362i,0.0010821+0.0001911i,0.0014047+3.0472e-05i,0.00079701-0.00085984i,1.5669e-05-0.00097427i,-5.9462e-05-0.00072276i,-0.00034031-0.00050911i,-4.5111e-05-0.00055586i,0.0001255-0.0003425i,-3.0599e-06+0.00022559i,-0.0003485+0.00059758i,-0.0007726-1.9313e-05i,-0.00064562-0.00052868i,-0.0010692+0.00029571i,-0.00094683+0.0011979i
0.0012773+0.00027488i,0.0017282+0.00019654i,0.0010692-0.00032523i,-0.00029726-0.0011682i,-0.00045867-0.00033523i,-0.00067919+0.0010558i,-0.0014471+0.00086608i,-0.00074516-4.4945e-05i,0.00087523-0.00090798i,0.0014423-0.0013209i,0.00057179-0.001945i,-0.00058629-0.0014392i,-0.0014798+6.9684e-05i,-0.0010397+0.00048915i,0.00028839+0.00031596i,0.00073351+0.00034207i,0.00018832+0.00062282i,0.00022094+0.00047399i,0.00025904-1.7625e-05i,0.00017277-0.00029877i,0.00044761-6.7174e-05i,0.00026008+0.00073484i,-0.00019885+0.0012385i
7.9445e-05+0.0011845i,0.00089363+0.0016354i,0.0018557+0.0015295i,0.0012052+0.00089368i,4.3005e-05+0.00076234i,0.00030259+0.00015071i,0.00055349+0.00015753i,0.00023113+0.00085909i,0.00049088+0.00027836i,0.0014012-0.00048076i,0.0018317-0.00037856i,0.00084325-0.00015297i,-0.00077656-0.00022611i,-0.0015957-0.00046379i,-0.0011068-5.6793e-05i,-0.00028671+0.0004273i,0.00037194+0.00048685i,0.00077366+0.000574i,0.0006269+0.00017595i,-0.00023173-4.9221e-05i,0.0003387-0.00010575i,0.00061819+7.4348e-06i,-0.00019212-0.0002538i
0.0015528+1.776e-05i,0.0016881-0.00097201i,0.001605-0.003256i,0.00088319-0.0034688i,-0.0010303-0.0016915i,-0.0022557+5.5978e-05i,-0.0011815+0.0010506i,0.0006363+0.001182i,0.001304+0.00086016i,0.00095817+5.3551e-05i,0.00033729-0.00047072i,-0.00050529-0.00096269i,-0.00056395-0.0010305i,0.00013589-0.00020628i,9.9725e-05+0.00042886i,-0.0005513-0.00013124i,-7.3717e-05-0.0009287i,0.00075339-0.00091164i,0.0003983-0.00023795i,0.00025424+0.00019605i,0.00051708-0.00015438i,0.00032638-0.0003552i,0.00049098-1.8687e-05i
0.00053271-0.0013079i,-1.318e-05-0.0019553i,-0.00014502-0.0024053i,-0.00081815-0.0022686i,-0.0013989-0.0013215i,-0.0013134+0.00034634i,0.00026323+0.0011522i,0.0015764+0.0013031i,0.001914+0.00073917i,0.0012958-0.00027865i,0.00078357-0.00076306i,0.00087139-0.00053525i,0.00040173-0.00044249i,0.00060807-0.00049831i,0.0013933-0.00012128i,0.0011745+0.00040542i,0.00035371+0.00079444i,-0.00028942+0.00096573i,4.8795e-05-2.0062e-05i,-5.881e-05-0.00044219i,-0.00043351+7.2451e-05i,-0.00018268-0.00054291i,-0.00060434-0.00067882i
-0.00088404+0.0015577i,-0.00076782+0.00036928i,-0.00059153-0.00037554i,-0.00047289-0.00019491i,-0.00064962+0.00095959i,-0.00048754+0.0014762i,-0.00041308+0.00067686i,-0.00071332+0.00039614i,0.0006313+0.00049758i,0.0014209-0.00013232i,0.00048803-0.00057511i,-0.00026343-0.00054572i,-0.00081029-0.00092587i,-0.00091333-0.00089635i,2.375e-05-0.00033648i,0.0010721-0.00039095i,0.0012234+0.00016582i,0.0010081+0.0002471i,0.00040832-0.00040618i,-0.00012019-0.00025627i,-0.00080961+0.00049242i,-0.0010271+0.00045823i,-0.00066381+3.9509e-05i
5.0827e-05-1.7833e-06i,0.0002875-0.0011254i,0.00087742-0.0019421i,0.00041082-0.00092982i,-0.00015177+0.00050341i,-0.00047834+0.0012029i,-0.00081846+0.0018686i,-7.7988e-05+0.0016661i,0.001435+0.00079668i,0.0019284+0.00010166i,0.0015199-0.00049053i,0.0010625-0.00077271i,0.00073592-0.00023835i,0.00019694+0.00023182i,-6.4772e-06-0.00014117i,-0.00022347-0.00034835i,-0.00011202-0.00027354i,-0.00039849-0.0006708i,-0.0010731-0.00089796i,-0.0010277-0.00042666i,-0.00060768-0.00032622i,-0.00026178-0.00057934i,0.00012149+0.00013934i
-0.00052433-0.0013841i,0.00082547-0.00048225i,0.0013904-0.00013624i,0.00073637-0.00017522i,-0.00081325+0.00034572i,-0.0009676+0.00093045i,-0.00089042+0.0009845i,-0.0012601+0.00074758i,-0.0010126+0.00053196i,-0.00073247-4.1325e-05i,6.6303e-05-0.00085151i,0.00080284-0.0016403i,0.00020889-0.0010729i,-0.0008207-0.00068828i,-0.0003755-0.00053511i,-7.8903e-05-0.00042761i,-2.3903e-05-0.0010302i,0.00055059-0.00056435i,0.00011485+0.00022297i,-0.00063051+1.3832e-05i,-0.0010411-0.00078308i,-0.00056323-0.00091061i,0.0001259-0.00085413i
0.00076328-0.0020802i,0.00027496-0.0028269i,0.00026459-0.003881i,-0.00072292-0.0042505i,-0.002254-0.0028343i,-0.0021927-0.00069708i,-0.00087764+0.00093355i,1.4349e-05+0.0010499i,0.00035474-5.1459e-05i,0.00052411-0.0011598i,4.647e-05-0.0011419i,-0.00064647-0.00031642i,0.00010302-0.00045422i,0.00049223-0.00021206i,-0.00018996+0.00021814i,3.1542e-05+0.00059153i,8.9395e-05+0.00081118i,0.00039683+4.7399e-05i,0.000345-0.00060344i,-0.00034851-0.00057246i,-0.00012471-0.00061404i,0.00037144-0.00039194i,0.00052988+0.00011803i
-0.0007283+6.6797e-05i,-0.0002451+0.00020225i,-0.002212+0.00049454i,-0.0025744+0.00086678i,-0.0016884+0.0021875i,-0.0012217+0.0021587i,-0.00083905+0.00025198i,-0.00015535-0.00054407i,0.00065692-0.00037196i,0.00093427-0.0011581i,0.0012193-0.0010638i,0.00075986-0.00035825i,-0.00029955-0.00053153i,-0.00079699-0.00043423i,2.9915e-05-0.00097468i,0.00058883-0.00091595i,0.00066915+4.3127e-05i,0.00051312+0.0006184i,3.9744e-05+0.0011719i,-8.5524e-05+0.00074619i,5.862e-05+0.00027567i,9.1701e-05+0.0001154i,-8.8664e-05-0.00018586i
0.00049729-0.0010754i,0.0014001-0.00022581i,0.0024131-0.00077076i,0.001502-0.00015922i,-0.00032122+0.0010909i,-9.3571e-06+0.0014837i,0.00046769+0.0014713i,0.00049183+0.0015073i,0.00088112+0.00066633i,0.001029-0.00047252i,0.0014605-0.00063373i,0.0013035-0.00020624i,0.00080621+0.00020216i,0.00082311+2.0157e-05i,0.00051256+6.6376e-05i,0.00027821+0.00033842i,0.00062401+0.00042564i,0.00067971+0.0005311i,0.00013128+0.00047656i,-0.00046312-0.00032361i,-6.8218e-05-7.8815e-05i,6.7344e-05+0.00050305i,-0.00069489-7.8621e-05i
-0.00014931+0.00075955i,0.00061971+0.00083614i,0.0016796-0.00016765i,0.001581-0.00096273i,-4.2224e-05-0.00065316i,-0.00072362+9.6813e-05i,0.00042522+0.00091734i,0.0013004+0.0012444i,0.0015139+0.0013301i,0.0015853+0.00055569i,0.001453-9.1704e-05i,0.0005929-0.00038926i,-0.00016563-0.0003639i,-0.00010132+0.00010403i,0.00057322+0.00049501i,0.00043495+0.00079092i,-0.00020313+0.00024273i,-0.00033194-1.5405e-05i,8.3668e-05-5.9732e-05i,0.00039058+5.7068e-05i,0.00057532+0.001183i,0.00046587+0.0012445i,-2.7939e-05+0.00034685i
1.6926e-05+0.00052706i,0.00060518+0.00080394i,-0.00071011+0.0011559i,-0.0020351+0.00094822i,-0.0016049+0.00055713i,-0.0010859+0.00022925i,-0.00043054+0.00040855i,-0.0001414+0.0008185i,0.00052926+0.0011002i,0.00085021+0.00095001i,0.00041613+0.00022273i,0.00070294-0.00023601i,0.0016594-0.00084007i,0.0017152-0.0004941i,0.00037411+0.00069158i,-3.8544e-05+0.0010753i,-0.00026948+0.00068425i,-0.00049874+0.00027518i,0.00042865-0.00021627i,0.00013267+0.00023425i,-0.00061355+0.0010549i,-0.00029612+0.00050763i,3.7567e-05-0.00053881i
