-0.001065+0.00032186i,-0.00062748-0.00095417i,-0.0013565-0.0010484i,-0.0017881-0.0009495i,-0.0020359+0.00043529i,-0.0026944+0.0015933i,-0.0020053+0.0016041i,-0.00023914+0.0013215i,0.00144+0.0001911i,0.0019608-0.00063337i,0.001666-0.00070103i,0.0013909-0.00064687i,0.00032567-0.0010024i,-0.00052095-0.0011736i,-0.00090896-0.00057599i,-0.0012413-0.00040964i,-0.0013045-0.00016022i,-0.0006391+0.00028845i,0.00050296+0.00011919i,0.00054857-0.00087139i,0.000421-0.0010902i,0.00031749-0.00058003i,-0.00022002-0.00015251i
-0.0012016-0.0011961i,-1.8937e-05-0.0018581i,-0.00064649-0.00091913i,-0.0011656+0.00058677i,-0.00053364+0.0024388i,0.00019682+0.0033592i,0.00069897+0.0033391i,0.0011125+0.0020634i,0.0014917+0.0002714i,0.0015376-0.00075742i,0.00089767-0.0010312i,0.00062991-0.001206i,0.00081762-0.0016679i,0.00081211-0.001242i,0.000603+7.9361e-05i,-6.4896e-05-6.1493e-05i,-0.00058266-0.00052627i,-0.00045788-9.0582e-05i,6.779e-05+0.00013065i,0.0011861-0.00035809i,0.0014938-7.7178e-05i,0.001099+0.00053473i,0.00039416-5.7714e-05i
8.1394e-05-1.9433e-05i,-0.00097687-0.0002043i,-0.0012341-0.00091659i,-0.00038869-0.00082405i,8.8467e-05+0.00025237i,0.0010971+0.0011029i,0.0016187+0.00065082i,0.0016257+0.00015232i,0.0012757-0.00034375i,0.0011304-0.001175i,0.00088203-0.0010336i,-0.00065241-5.0469e-05i,-0.0017556+1.9688e-05i,-0.001362-5.29e-05i,-0.0007007+0.0005896i,-0.00013755+0.0002634i,-0.00014978-0.00060509i,-0.00079122-0.00030257i,-0.0010804-0.00012709i,-0.0010521-0.00039414i,-0.00068035-0.00064331i,-0.00017368-0.0011778i,0.00014046-0.0006085i
0.00034154-0.00017154i,-0.00012877-0.00036436i,-0.00055526-0.0009745i,-5.0305e-05-0.00012755i,0.0003444+0.00046297i,0.00068838+0.00036583i,0.0017432-1.1197e-05i,0.0021477-0.00065013i,0.0015271-0.00056906i,0.0013771-0.00042349i,0.00063622-0.00020404i,-4.3456e-05+0.00035349i,-0.00083884+0.00064487i,-0.0010997+0.00044659i,-0.00069573+0.00068351i,-7.4165e-05+0.0012436i,-0.00047097+0.0016092i,-0.00073207+0.0010442i,0.00026944+0.0008489i,0.00050791+0.00028612i,1.139e-05-0.00079823i,0.00025602-0.0012281i,0.00017499-0.00083071i
0.00065868+0.00084737i,-3.9765e-05+0.0017825i,-0.0012718+0.0017597i,-0.0016487+0.00092778i,-0.0018073+0.00021327i,-0.0014613+0.00013976i,-0.00070166+0.00095468i,0.00048764+0.0010468i,0.0012447+0.00052288i,0.00085251-0.00019878i,0.00030782+0.00013318i,0.00059063+0.0004539i,0.00044174+0.00038266i,0.0007442+0.00033843i,0.0011721-0.00018227i,0.00046614-0.00040015i,-0.0001779-0.00047274i,0.00024051-0.00056407i,0.00034286-0.00043237i,7.6175e-05-3.9863e-05i,0.0004354+0.00044334i,0.00036515+0.00031131i,0.00025071+0.00028937i
5.5813e-05-0.00044624i,0.0010467+6.4538e-05i,0.0017957-0.00073872i,0.00050988-0.0017576i,-0.0010695-0.0012111i,-0.0014662-9.9924e-05i,-0.00048656+0.00098635i,0.00087929+0.0013926i,0.0016963+0.0013111i,0.0011296+0.00032127i,0.00015527+8.7962e-05i,0.00042674+0.00076399i,0.0010717+0.00073939i,0.0011627-0.00014846i,0.00092306-0.0004001i,0.00035739-0.00046953i,4.9757e-05-0.001008i,-0.00039317-0.00034762i,-0.00024165+0.00036451i,0.00012429+0.00018068i,-0.00016789-0.0001349i,-0.00010724+0.00023781i,-0.0001703+0.00060604i
0.0010514-0.00067814i,0.001033-0.0002527i,0.00014729-0.00036646i,-0.0011706-0.00019878i,-0.0017242+0.0015223i,-0.0019374+0.0023745i,-0.0010765+0.0023387i,0.00035509+0.0015194i,0.0012644+0.00030175i,0.0011128+0.00022259i,0.00020673-0.00011292i,0.00038218-0.00066692i,0.00042485-0.0012081i,0.00052588-0.00073239i,0.00068992+0.00058995i,0.00029066+0.001156i,-0.00043444+0.00090165i,-0.00063763+7.5929e-05i,0.00023256-0.00049449i,0.0002349-7.7344e-05i,-3.6234e-06+7.2532e-05i,0.00012286+0.0002728i,0.00041849+0.00044124i
-1.1902e-05-0.00062906i,6.1441e-05-0.0008215i,0.00022008-0.00026482i,-0.00055365-0.00019949i,-0.0011511+0.00040506i,-0.0010306+0.0015961i,-0.00027128+0.0020326i,0.0013006+0.0014372i,0.0021014+0.00053423i,0.00131-0.00031142i,0.00042807-0.0012244i,-0.00061186-0.0015828i,-0.0016599-0.0010623i,-0.001478-0.00013171i,-0.00037907-0.00011047i,0.00019068-0.00066656i,0.00020383-9.8279e-05i,-0.00031292+0.00039394i,-0.00032211+0.00035948i,4.8348e-05+0.00051006i,-0.00020864+0.00032788i,-4.2038e-06+9.4519e-05i,0.00079871+0.00021577i
-0.0010234+0.00039409i,-0.0012602-0.00075685i,-0.00027909-0.00076201i,0.00045489+0.0005639i,0.00081111+0.0013511i,0.0010976+0.0021692i,0.00145+0.0028631i,0.0021989+0.0018733i,0.0019562+0.00018179i,0.00073471-0.00084056i,0.00012847-0.0010326i,0.00039401-0.00049717i,0.00037731-0.00032123i,-0.00020575-0.00040746i,-5.6205e-05-0.00026901i,0.00044308+8.4481e-05i,0.00033351+0.00029733i,-0.00029138+9.4892e-05i,-0.0007747+0.00022515i,0.00013536+0.00020281i,0.00054886-0.00014485i,6.8835e-05+6.9014e-05i,-0.00012786+4.9321e-05i
0.0017481+0.0022368i,-0.00040486+0.0023958i,-0.0010218+0.0021757i,-0.00047803+0.0011466i,-0.00022853+0.00058014i,0.00078215+0.00053043i,0.0017667+0.00030223i,0.0021529-0.00016601i,0.0012482-0.00019535i,0.00020683-0.00030941i,0.00014515+0.00041696i,-0.00021517+0.001523i,-9.6828e-05+0.0011224i,0.00098114+0.00094707i,0.0010797+0.00078006i,0.00032712-0.00012142i,-0.00020132-0.00017282i,0.00049747+8.8112e-05i,0.00025046+0.0005652i,-0.0005375+0.00057509i,-0.000179+0.00046898i,7.4923e-05+0.0012052i,0.00015176+0.0013109i
0.00020941+0.00014224i,0.00017286+0.00027144i,-0.0011016-0.00044284i,-0.0012918-0.00044615i,-0.0010353+0.00012635i,-0.001004-6.7905e-05i,-0.00057445-9.5203e-05i,0.00033682+3.8771e-06i,0.00050397-1.2809e-05i,-0.00023954+0.000265i,-0.00037763+0.00071477i,0.00068847+0.00088364i,0.0013022+0.00024997i,0.00084981-0.00018837i,0.00071829-0.00016398i,0.0013156-3.5662e-05i,0.0016825-0.00022785i,0.00086119-0.00011967i,-0.00012047-0.0010202i,-0.00023257-0.0017182i,0.00013833-0.00079727i,0.00022375+0.00011336i,0.00024089+0.00049371i
0.0018235-0.00176i,0.0012144-0.0017613i,0.00012671-0.0010262i,-0.00036866-8.0491e-05i,-0.0011574+0.0012106i,-0.001733+0.0028886i,-0.0012409+0.0028007i,0.00027987+0.0013743i,0.00076718+4.0932e-06i,0.00023722-0.00058806i,0.0013322-0.00024452i,0.0019042-0.00022043i,0.0013721-0.00078229i,0.00096795-0.0011609i,0.00037018-0.00087447i,7.7445e-05-0.00015816i,0.00029154-4.2976e-05i,0.0011708+3.5775e-05i,0.0012253+8.4311e-05i,0.00076545-0.00011556i,0.00026015+0.00024587i,0.00017378+0.00020362i,0.00065482+0.00031391i
-0.00018198-0.00063538i,-0.00015329-0.0007976i,-0.00071383-0.00018106i,-0.0015997+0.00091311i,-0.0018452+0.0017646i,-0.0016985+0.0026332i,-0.0012036+0.0028634i,0.00074053+0.0021917i,0.002414+0.00033859i,0.0022944-0.00068586i,0.0016635-0.00072742i,0.0015238-0.00090862i,0.00066323-0.00081144i,-0.00023731-0.00023387i,-0.00071146-0.00045114i,-0.00058063-0.00065598i,-0.00034203+7.9809e-06i,-0.0010557+9.4321e-05i,-0.0012059+2.6362e-05i,-0.00041583-9.3096e-05i,0.00060652-0.00020109i,0.001279-0.00024418i,0.00053954-0.00014308i
-0.00089619-0.00025404i,-0.00022867-0.0006628i,0.00070288-0.00061528i,0.00083608-0.00072487i,0.00030943-3.2573e-06i,-0.00041893+0.0017756i,-7.9848e-05+0.0026277i,0.0014457+0.0013776i,0.0021821-0.0003971i,0.0015401-0.0010112i,0.00068022-0.0015596i,0.00020577-0.0012624i,1.7858e-05-0.00036972i,-0.00038649+0.00068709i,-0.00041731+0.0013627i,0.00045519+0.00070091i,-0.00010488+0.00017159i,-0.00073153-0.00031016i,-5.8276e-05-0.00015327i,1.625e-05+0.00015344i,0.00034646-0.0006376i,0.00043074-0.0003566i,0.00030018-4.9472e-05i
-0.00060594+0.0010011i,-0.0021317+0.00087802i,-0.0013498+0.00096366i,0.00073324+0.0010139i,0.0012657+0.0020604i,0.0010905+0.0027807i,0.0010489+0.002295i,0.0017712+0.00035202i,0.0021003-0.0011895i,0.0014157-0.0014035i,0.00036788-0.00078434i,7.2923e-05+0.00051012i,-1.0201e-05+0.001159i,-0.00029433+0.001064i,0.00026156+0.00056843i,0.00049967+0.00074409i,0.00041082+0.0010304i,0.00077515+0.00077619i,0.00088016+0.00064973i,0.00052427+0.00035448i,0.00012732-8.5412e-05i,-0.00045449-2.0764e-05i,-0.00029574+0.00048243i
3.2811e-05+0.00040973i,-0.00068403+0.0010214i,-0.00095184+0.00070699i,-0.00081971-0.00042719i,-1.9575e-05-3.6284e-05i,0.00090902+0.001403i,0.00092823+0.001721i,0.00059008+0.00049838i,0.00054087-0.00027637i,-0.00016343-0.00018885i,-0.0008403+0.00048106i,-0.00079036+0.0011238i,-0.00022572+0.0014133i,0.00073151+0.00075277i,0.0012709-0.00049585i,0.0009167-0.0006893i,0.00011717-0.00025612i,0.00022519+3.6913e-05i,0.00018373-0.00019624i,-8.5016e-05-0.0005527i,0.00041809-0.00066667i,-1.4021e-05-0.00044714i,-0.00056813+0.00010112i
0.0022469-0.0015829i,0.00098211+0.00011019i,-0.00032049-0.00023326i,-0.00063992+0.00025099i,-0.0013707+0.00078584i,-0.00078186+0.00054461i,0.00079243-7.5207e-05i,0.00072941-0.00054014i,0.0001497-0.00082211i,0.00020273-0.00048916i,0.00040892+0.00084517i,0.0005504+0.00089299i,0.00062164+0.00031543i,0.00073575-0.0002686i,0.00083988-0.00047125i,0.001553-0.00011329i,0.0016878+4.5947e-05i,0.00037584+7.5229e-05i,0.00019545-0.00029264i,0.0010268-0.00028159i,0.00098755+0.00016655i,0.00040964-0.00010204i,0.00023045-1.0735e-05i
0.0006287+0.0010335i,0.00040621+0.00073103i,0.00057726+0.001613i,-0.00059964+0.0015984i,-0.001527+0.00085187i,-0.0011872+0.00075899i,-0.00059534+0.0010057i,-0.00013966+0.0017727i,0.00051039+0.00093955i,0.0011183-0.00037095i,0.0012529-0.00068031i,0.0013567-0.0014884i,0.0012123-0.0019055i,0.00025467-0.0011583i,-0.0005461+9.0774e-05i,3.23e-05+0.00045086i,0.00048318+0.00029269i,0.00030898+0.00025659i,-0.00010448+0.00029193i,-0.00051619+0.00016965i,7.3314e-05+0.00056242i,0.00054234+0.0001833i,0.00043742+0.0001377i
0.0013976-0.0023862i,0.0018359-0.0022937i,0.0016612-0.0020706i,0.00038592-0.0011993i,-0.0010038+0.00023116i,-0.0012214+0.0016512i,-0.00036172+0.0025899i,0.00070962+0.0030229i,0.0013117+0.0019172i,0.0013469+0.0006645i,0.0010672+5.0644e-05i,0.00073881-0.00033497i,0.00045535-0.00043697i,-0.00030173+5.1244e-05i,-0.00060004+0.00016925i,6.9053e-05+0.00027133i,0.00058151+0.00080954i,0.00068398+0.00078461i,0.00019098+0.00078139i,-0.00013463+0.00061493i,-3.1988e-05+0.00010722i,-0.00038884+4.0194e-05i,-0.00040004-0.00020745i
0.00018556-0.0001615i,-0.00035378+0.0001748i,-3.9778e-05+0.00029102i,-6.5864e-05+0.00089239i,-0.00034556+0.0014119i,-0.00011534+0.0027662i,0.00060861+0.0032437i,0.0018489+0.0028019i,0.0017613+0.0012206i,0.00061409-0.00027583i,-0.00029561-0.00060999i,-0.00036852-0.00024231i,-0.00050798+0.00041111i,-0.00054108+0.0013023i,-0.00018333+0.0011492i,-2.173e-05-0.00033531i,0.000463-0.0010387i,0.00044465-0.00058394i,0.00015504+0.00064381i,0.00012197+0.0012645i,0.00016329+0.0004407i,0.00078347-0.00031829i,0.001365-0.00057947i
0.00099616+0.0021494i,-0.00046103+0.0012885i,-0.00069843-0.0001247i,-0.00076727-0.00087599i,-0.001789+0.00012298i,-0.0012976+0.00057022i,0.0011483+0.00073189i,0.0025195+0.0005248i,0.0024264-0.00087041i,0.0012347-0.0017608i,-0.00038317-0.0014676i,-0.00086979-0.0005671i,-0.00081127+0.00043434i,-0.00040362+0.00052612i,0.00026829+0.0008416i,0.00058546+0.0012236i,0.00025961+0.00096704i,0.000247+0.00063966i,0.00042019+0.0010386i,-8.3731e-05+0.00053841i,-0.00028761-0.00020769i,-0.00025047-0.0001033i,0.00035343-0.00021971i
0.00081093+0.00062365i,-0.0013313+0.0011929i,-0.0020923+0.00065885i,-0.0018788+0.00012958i,-0.00094081+0.00099211i,-0.00012347+0.0013873i,0.0011399+0.00067309i,0.0017388+0.00029022i,0.00047437-1.1978e-06i,-0.00058336-0.00092668i,-0.00014417-0.00048573i,0.00034727+0.00042706i,0.00052148+0.00013699i,0.00046333-0.00057406i,-1.2301e-06-0.00086497i,3.6795e-05-0.00054743i,0.00024356-6.5743e-05i,0.00019866-7.3945e-05i,0.00032883-0.00031786i,-2.9958e-05-0.0008405i,-0.00032888-0.0010021i,-0.00037522-0.00060873i,-0.00032017-0.00056414i
0.0022259+0.0040958i,0.00085338+0.0033215i,0.00079834+0.002907i,0.00045605+0.0024036i,-5.1405e-05+0.0011044i,-0.00026586-0.00024307i,-0.00029337-0.00076042i,0.00023769-0.00016557i,0.00062006-6.0781e-05i,0.0005955+0.00012729i,0.00031401+0.00095132i,0.00026026+0.0014201i,0.00089161+0.00016736i,0.00066435-0.0012709i,0.0007605-0.0012197i,0.00087957-0.0001766i,0.00043664+6.3563e-05i,0.00039627+0.0003024i,-0.00014557+0.00066896i,-0.00038271+0.0001944i,-6.5184e-06-0.00025936i,-0.00016545+0.00029082i,-0.00033725+0.00083317i
-0.0004341-0.0024466i,0.0010274-0.001233i,0.00033385+0.00042789i,-0.0016661+0.0007781i,-0.0018785+0.00052918i,-0.0014593+0.00041068i,-0.0013589+0.00061631i,-0.0002114+0.00071111i,0.00091217+0.00010868i,0.00080578-0.00025015i,2.8792e-05+0.00017353i,-5.8745e-05+0.00035559i,0.00031902+4.3925e-05i,0.00069065+0.00033298i,0.00088314+0.0011603i,0.0007804+0.0011517i,0.00028182+0.00084539i,-0.00044602+0.00068425i,-0.00021302+0.001116i,-0.00058066+0.00074179i,-0.0012121-0.00026388i,-0.00061217-0.00012393i,0.0002952+0.00044136i
-0.001197-0.0018085i,0.00020655-0.0020479i,0.0009017-0.00045966i,0.00072605+0.00061157i,-0.0011572+0.00048736i,-0.0027497+0.00068351i,-0.0017884+0.0018011i,-0.000427+0.0021036i,0.00036006+0.0013384i,0.00049583+0.00084706i,0.00032485-7.252e-05i,-0.00041746-0.00068934i,-0.00080631+0.00010928i,-2.782e-05+0.00081721i,4.0628e-05+0.00080138i,-0.0007815+0.0005326i,-0.00060721+0.00065483i,-7.2017e-06-3.0173e-05i,-0.00042042-0.00065571i,-0.0008162-0.00055081i,-0.00062125-0.00084988i,-0.00023341-0.0013102i,0.00036029-0.0011307i
-0.0012891-0.00027163i,-0.0014638-0.001439i,-0.00077557-0.0025471i,-0.00043269-0.0012055i,-0.00057054+0.0010971i,-0.00038234+0.0029916i,8.2263e-05+0.0037331i,0.0015858+0.0024796i,0.0023265+0.00038852i,0.0011788-0.00065044i,0.00035654-0.00038939i,0.00051768-0.00011931i,0.00086382+0.00036494i,0.00011908+0.0009032i,0.0004579+0.00095283i,0.0013597+0.0013756i,0.001639+0.0016141i,0.0010919+0.0013409i,0.0003683+0.00049977i,0.00010223+0.00047174i,1.2512e-05+0.00026669i,-0.00023576-0.00026319i,-0.00020363-0.00042176i
-0.00068282+5.3961e-05i,-0.0014953+0.00036314i,-0.0025992-0.00019432i,-0.002198-0.00050374i,-0.0016554+0.0010011i,-0.0013343+0.0028192i,-5.271e-05+0.0029878i,0.0012999+0.0012019i,0.0017852-0.00023294i,0.0011375-0.00081103i,0.00012398-0.00091573i,-0.00027165-0.00076138i,-6.9784e-05-0.00015468i,0.00039857-0.00022285i,0.00037284+0.00025077i,-0.00023173+0.00065577i,-4.5447e-05+0.00051989i,0.00030601+0.00061176i,-0.00061262+0.00041703i,-0.00094421-0.00028974i,-9.8471e-05+0.00030411i,0.00035424+0.0011164i,-0.00017911+0.00046177i
0.0029455-1.4281e-05i,0.0019447+0.0017892i,0.00073292+0.0015127i,0.00063169+1.1845e-05i,0.00046342-6.071e-08i,0.00028247+0.00030652i,0.00080731-0.00014321i,0.0014915-0.00041028i,0.0019192-9.9448e-05i,0.0013875-0.00023467i,0.0002366-0.00065978i,0.00015556-0.0002042i,0.00031973+0.00021098i,0.0003214+2.786e-05i,0.00016685-0.00021382i,0.00037077-0.00040606i,0.00057408-0.00036552i,0.00053222-0.0007913i,-2.9283e-05-0.00056841i,-0.00088676+0.00073848i,-0.00062378+0.00059861i,0.00017217+0.00034809i,0.0002455+1.6821e-05i
0.0012866-0.0004558i,0.0015684+0.00061404i,-0.00017546+0.0019524i,-0.00056656+0.0020558i,-0.00046079+0.0015667i,-0.00088255+0.00092123i,-0.000666+0.00044352i,-0.00052783+0.00056382i,-0.00014763+0.0010449i,0.00035064+0.0011433i,0.00049487+0.00081014i,9.2661e-05+0.00058311i,0.00064804+0.00026935i,0.0007759-0.00086844i,-0.00020744-0.0012237i,-0.00046428-0.00083661i,-0.00043908-0.00026973i,-0.00046697+0.00022076i,-0.00052005+0.0004239i,-0.00038788+0.00012985i,-0.00070316-0.00090382i,-0.0010974-0.000593i,-0.00048383+0.00034312i
2.6255e-05-0.0029604i,0.001092-0.0038309i,0.0015263-0.0027425i,0.00065847-0.00088434i,-0.00057634+4.7637e-05i,-0.0011945-0.00042129i,-0.0011641-0.00025429i,-0.00093625+0.00048826i,0.00023869+0.0003204i,0.00088913-0.00024798i,0.00024238-0.00042976i,0.00045526-0.00040818i,0.0007728-0.00037063i,0.00088204-0.00011261i,6.5594e-05+0.0003315i,-0.00033987+0.00037943i,0.0001568+0.00032323i,-4.3798e-05+0.00040021i,0.00024386+0.00033623i,0.00076405+0.00015226i,-9.2183e-05-0.00038326i,-0.00050894-0.00077738i,-2.4646e-05-0.00035692i
-0.0011124-0.00072258i,-0.00098271-0.0021435i,-8.0608e-05-0.0013598i,2.4229e-05+0.00073782i,-0.0021142+0.0018321i,-0.0029763+0.0028371i,-0.0015421+0.0031132i,0.00029226+0.0018621i,0.0013489-0.00023068i,0.0014306-0.0016164i,3.6027e-05-0.0010344i,-0.0010905-6.056e-05i,-0.00081237-0.00025431i,-0.0005086+0.00027646i,0.00047088+0.0011644i,0.0012687+0.00079728i,0.00072256+0.00041743i,0.00010965+0.00049014i,-2.0917e-06+0.0003909i,9.4629e-05+0.00043163i,0.00022546+0.00045597i,6.3779e-05+0.00025573i,0.0002564-0.00027787i
-0.0011162+0.00025934i,-0.0025833-0.0010876i,-0.0030127-0.001695i,-0.0019395-0.0010819i,-0.00056707+0.00060897i,4.2895e-05+0.0028084i,0.0010334+0.0039603i,0.0024637+0.0033278i,0.0020922+0.0015005i,0.00066956-0.00039507i,0.00024958-0.00066949i,-0.00037158-0.00028633i,-0.0010212+0.00042661i,-0.00045677+0.0011505i,0.00018363+0.00033688i,5.7649e-05+0.00030466i,-0.00017276+0.00050293i,2.7557e-05+0.0003272i,0.00045334+0.00064047i,0.00026769+0.00061923i,0.00010701+0.00011608i,-0.00065423+0.00017805i,-0.0010558-0.0001172i
-0.00022755+0.0024212i,-0.0021467+0.0028524i,-0.0028023+0.0019976i,-0.0018042+0.00077493i,-0.00096362+0.0010246i,-0.00044531+0.0013656i,0.0012295+0.0014655i,0.0023742+0.00048495i,0.0021778-0.0004342i,0.00094596-0.00017652i,-0.00058642+0.0002535i,-0.0011081-0.00014099i,-0.00052445-0.00011665i,-9.6998e-05+0.0003412i,0.0005494+0.00048209i,0.0004481+0.00024289i,-5.7472e-06+0.00075687i,-0.00020735+0.00077653i,-0.00042157+0.00022272i,0.00019775-0.00047739i,-1.7143e-05-0.00090624i,-0.00075407-0.00067817i,-0.00035145-0.00032792i
0.0020793-0.00012615i,0.0022777+0.0018051i,0.00069214+0.0025228i,-0.0012074+0.0018935i,-0.0011233+0.0016645i,0.0006933+0.0011975i,0.0014657+0.00076307i,0.0020639+0.00022001i,0.0024842-0.00025594i,0.0013508-0.00026357i,-0.00015278-6.694e-05i,-0.00011017-9.9324e-06i,0.0004804-0.00024178i,5.8942e-05+5.5726e-05i,-0.00043917+0.00014743i,-0.00038196-0.00043121i,0.00020468-0.00070838i,0.00054879-0.00029109i,0.00024235-0.00036736i,-0.00028395-0.00079739i,-6.953e-07-0.0006422i,0.00050172+0.00046753i,0.00020819+0.00057236i
0.0017572-0.0010829i,0.0024808-0.00024767i,0.0010248+0.00083139i,-4.9021e-05+0.0010446i,-9.4616e-05+0.0014323i,-0.00024003+0.0011407i,-5.6812e-05+0.00077151i,0.00039446+0.00066997i,0.00091536+8.5865e-05i,0.00046062+0.00027232i,-0.00046068-2.5875e-05i,6.0571e-05-0.00068838i,7.5387e-05-0.00066958i,-0.00015332-0.00013903i,-0.00021764+0.00047667i,-0.00037811+0.00095003i,-0.00026412+0.00066758i,0.00020292-0.00039536i,0.00016376-0.00040006i,0.00030302-8.4539e-05i,0.00035973-0.0004913i,0.00044448-0.00035895i,0.00080433+0.00073132i
0.00079152-0.00099829i,0.00098708-0.0024694i,0.0016949-0.0025916i,0.0015119-0.0010294i,-0.00019553+0.00029356i,-0.0019797+0.0007334i,-0.0018981+0.0013794i,-9.6689e-05+0.0012083i,0.0015079+0.00036064i,0.0016083-0.00031312i,0.00021451-0.00045806i,-2.5372e-05-0.00041935i,0.00021977+0.00015717i,-0.0007829+0.00053557i,-0.00083817+0.0001366i,6.9253e-05+0.00054596i,0.00020969+0.0014409i,-0.00033917+0.001112i,-0.00043472+0.00061264i,-0.00036494+0.0007588i,-0.00046186+0.00081676i,3.0693e-05+0.00058845i,0.0017228+0.0008736i
-0.0013821+1.019e-05i,-0.002394-0.00259i,-0.0016992-0.0033603i,-0.0010655-0.0015678i,-0.0016689-0.00017921i,-0.0027162+0.0011056i,-0.0026346+0.0020345i,-0.00054669+0.0017759i,0.0015013+0.00076293i,0.0015713-0.00038385i,0.0014476-0.00062211i,0.0013322-3.2506e-05i,0.00033606-0.0002283i,9.9629e-05-0.0006817i,0.0011131+0.00072257i,0.0015401+0.001606i,0.00072882+0.00070435i,-0.0004412-0.00033709i,-0.00062147-0.00059412i,-0.00070894-0.00076616i,-0.0005698-0.0012215i,0.0004824-0.0006531i,0.0009591-0.00024252i
-0.00047812+0.0023522i,-0.002305+0.0002844i,-0.002762-0.0012526i,-0.0019681-0.00099049i,-0.0017254-0.00028779i,-0.001847+0.00074364i,-0.0007904+0.0025289i,0.00054881+0.0023779i,0.0011715+0.00038714i,0.00073496-0.0012507i,0.00046441-0.0015869i,0.00049067-0.0001876i,7.9673e-05+0.00034727i,0.00044744-0.00029711i,0.0004896+0.00026897i,0.00027254+0.00041824i,0.00030871-0.00043615i,-4.6227e-05-0.00037492i,-4.5501e-05+0.00030929i,0.00022248+0.00028576i,0.0013314-0.00027737i,0.0016342-0.00049867i,0.00060696-0.0006708i
0.0017856+0.002944i,-0.00022609+0.0034041i,-0.00057876+0.0028289i,-0.00038833+0.0017252i,-0.00062214+0.0016153i,-0.00019372+0.0027675i,0.00081148+0.0034444i,0.00089015+0.0019028i,0.00099569+2.9137e-05i,0.0010369-0.00037428i,0.00072688-0.00043368i,0.00050347-0.00018569i,-8.2725e-05-0.00021568i,-0.00045431-0.00067584i,-0.00030471-0.00040463i,-0.00016621+0.00017403i,0.00027016+0.00039266i,0.00041549+0.00023052i,0.0005211-0.0002027i,0.0010935-0.00024268i,0.00067411+0.00011807i,0.00035973+9.71e-05i,0.00035204-0.00025982i
0.0029594+0.0011861i,0.0031634+0.0026944i,0.0013645+0.0031827i,-0.00098809+0.0021239i,-0.00093291+0.001262i,0.00042871+0.0010206i,0.001911+0.00017495i,0.0025241-0.00047109i,0.0017048-7.1789e-05i,0.0013089+0.00016403i,0.0010886-0.00014919i,0.00094117+0.00024691i,0.00042838+0.0008471i,-0.00038008+0.00026996i,-0.0013243-0.00024426i,-0.0015446-0.00031638i,-0.00060292-0.00046182i,0.00053709-0.00051918i,0.00042859-1.5119e-05i,-0.00053833+0.00022416i,-0.00094745+5.5011e-05i,-4.8585e-05-0.00019076i,0.00049712-0.00011306i
0.00091756-0.0021466i,0.0019656-0.00091796i,0.0016924+0.00012568i,0.00014159+0.00060713i,-0.00027208+0.00013007i,-0.00055207+9.1299e-06i,-0.001016-2.7295e-05i,6.9296e-06+0.00049252i,0.0008945+0.00080279i,0.0011232-0.00013907i,0.00064006-0.00038232i,0.00016969+0.00017761i,0.00055256+0.0010828i,0.00038387+0.0015968i,-0.00019508+0.0014616i,-0.00044902+5.8364e-05i,-0.00070945-0.00089582i,-0.001043-0.00068723i,-0.0015054-0.00015605i,-0.0014686+0.00034181i,-0.00072596+0.00014044i,-0.00038583+0.0001143i,-0.00039803+0.00042835i
-0.0018208-0.0010745i,-0.00071986-0.0025111i,0.0012145-0.0018791i,0.001459-0.00010294i,0.00045974+0.00015691i,-0.00019032-0.00044679i,-0.00063859-0.00064906i,0.00023651-0.00021173i,0.0015049+0.0001897i,0.0019085+9.3879e-06i,0.001352+0.00030903i,0.00082232+0.00027947i,0.00017121-0.00025143i,-0.00051297+3.5944e-05i,-0.00068178+0.00057197i,-1.2247e-05+0.00029172i,0.0003511+6.9568e-05i,0.00026622+0.00045318i,-0.00022603+0.00090856i,-0.00077753+0.0011278i,-0.00040148+0.00061967i,4.1904e-05+0.00010723i,0.00046477+0.00050996i
-0.0023395-0.00034903i,-0.0035033-0.0022637i,-0.0024957-0.0028983i,-0.0017488-0.0014821i,-0.0021372+9.7236e-05i,-0.0023843+0.00079167i,-0.0024471+0.0016177i,-0.0018315+0.00053151i,-0.0001897-0.0015705i,0.0010701-0.0026566i,0.0010343-0.0021384i,0.00053631-0.00044228i,0.00055344-2.0338e-06i,0.00071686-0.00028776i,0.00099562+0.00021526i,0.0012863+0.00041973i,0.0011207+0.000652i,0.00070125+0.00097888i,0.00010307+0.0006072i,0.00055826-0.00013294i,0.0011345-0.00090166i,0.00036403-0.0011208i,4.1548e-05-0.001212i
-0.0013604+0.0024154i,-0.0044743+0.0017009i,-0.0055708-8.5952e-05i,-0.0043719-0.00065963i,-0.0036823+0.00096355i,-0.0022759+0.0023972i,0.00024548+0.0031617i,0.0010227+0.0026324i,0.00095023+0.00059945i,0.00029014-0.00027138i,-0.00017095-0.00058237i,-0.00010898-0.00099707i,0.00025373-0.00097439i,0.0012654-0.00094046i,0.0010589-0.00053577i,0.00066102-0.00024625i,0.0011388+0.00010284i,0.00080803+0.00022724i,0.00058028-9.3354e-05i,0.00062828-0.00065394i,0.00025021-0.0014205i,-0.00055119-0.0016322i,-0.0007034-0.00057442i
