0.00056937+0.00019808i,0.00092087-0.0011242i,0.0010762-0.0028588i,0.00081499-0.0026155i,-0.00060026-0.0011851i,-0.0017072-2.903e-05i,-0.0017154+0.0011274i,-0.0013101+0.0012215i,-0.00042806-4.3948e-05i,0.00032224-0.00097882i,-0.00027117-0.0013728i,-0.0014299-0.0012749i,-0.0018792-0.0010827i,-0.0015149-0.00065244i,-0.00094075+0.0004181i,-0.00036214+0.0007692i,-0.00031778+6.7751e-05i,-0.00060471-0.00062717i,-0.00069702-0.00067931i,-0.0001063-0.00048643i,0.00053843+0.00025895i,-0.00036503+0.00054538i,-0.00072248+0.00017412i
-0.0010764+0.00038959i,-0.00041624+0.00088827i,-0.00094146+0.0003137i,-0.0017623-0.00062982i,-0.00053341+0.00044162i,0.001033+0.00082301i,0.00086878-0.00010971i,0.0005038-0.00029738i,0.00029551+0.00011815i,0.00065502+0.00035702i,0.00036348+0.00026398i,-0.00040001-0.00059112i,-0.00061505-0.00092981i,-0.00024325-0.00036245i,0.00024625-0.000118i,-0.00025082-0.00043064i,-0.00075824-0.00057611i,-0.0012034-0.00020681i,-0.00079924+0.00011599i,0.00023687+0.00031704i,0.00050831+0.00028736i,0.00031861+0.00022086i,-0.00013097+7.5475e-05i
-0.0011-0.00095406i,-0.0013382-0.0011159i,-0.00065784-0.00088294i,0.00057226-3.15e-05i,0.0014117+0.00014274i,0.00043075-4.5461e-06i,-0.0004038-0.00049867i,-0.00031039-0.00084985i,-0.00063635-0.00072771i,-0.00068881-0.00023247i,-0.00073718-1.9417e-05i,-0.0010097-0.00024905i,-0.0010716-0.00084966i,-0.0012992-0.00091792i,-0.0014987+0.00034304i,-0.00088721+0.0013338i,-0.00040301+0.00073144i,-0.00011851-0.00035162i,-0.00030288-0.00070662i,-0.00083598-0.00087857i,-0.00069245-0.00086406i,-0.00048426-0.00081199i,-0.00042751-0.0010062i
0.0016586+0.00054701i,-0.00011856+1.4523e-05i,-0.0013096-0.0017743i,-0.0011676-0.0018555i,-0.00091966-0.00098473i,-0.00057798-0.00046243i,3.0726e-05-0.00011939i,0.0003329-5.2302e-05i,0.00019496-0.00048535i,0.00035924-0.00087347i,0.00086901-0.001018i,0.00029489-0.00083932i,-0.0012858-0.000664i,-0.00079976-0.00097784i,0.00027563-0.0007103i,-0.00016266+0.0001587i,-0.00045084+3.6222e-05i,-0.00038125-0.00019149i,-9.8164e-05+8.4611e-05i,0.00067905+0.00020832i,0.00018419-0.00038449i,-0.00091836-0.00016682i,-0.0005741+0.00083925i
0.0016717-0.00044595i,0.0013474-0.00080126i,0.0010358-0.0014812i,0.0013043-0.00082706i,0.00070114+0.00025832i,-0.00015407+0.0011602i,-0.00022061+0.00071506i,-8.9755e-05-2.4082e-05i,-0.00041585+6.7581e-05i,-0.00069955-6.5276e-05i,-0.00078018-0.00052457i,-0.00025609-0.0010555i,-0.00016132-0.0010408i,-0.00035241-3.2661e-05i,0.00011461+0.00080653i,-0.00011664+0.0006083i,-0.00098827+0.00029887i,-0.00054578+0.00024087i,0.00049059-2.2637e-05i,0.00041975+0.00011238i,-0.00036196+0.00063558i,-0.00096257+0.00085151i,-0.0010043+6.6248e-05i
-0.0023525-0.00094674i,-0.0032517-0.00090262i,-0.0036997-0.0017409i,-0.0036717-0.00092519i,-0.0022996+0.0014932i,-0.00011171+0.0018201i,0.0006229-9.4134e-06i,-0.00018425-0.00069805i,-0.00088906-0.00030824i,0.0001216-0.0005151i,0.00039688-0.00010534i,-0.0002058+0.00016589i,-0.0010033+1.7277e-05i,-0.0012096+0.00055405i,-0.00033613+0.0011456i,-0.00056363+0.0013932i,-0.00064972+0.00045179i,0.00021768-0.00051175i,0.00012774-0.00012374i,0.00010986-0.00014339i,-0.00019624-0.00063172i,-0.00013091-0.00037327i,0.0001275+9.6317e-05i
-0.0030073+0.00090044i,-0.0023598-0.00037845i,-0.0018561+0.00011092i,-0.0013971+0.00028826i,2.6233e-05+0.00063772i,0.0014562+0.0012874i,0.0011095+0.00074292i,-8.568e-05-6.5196e-05i,-0.0004475-0.00016914i,0.00012734-0.00025397i,-0.00052395+0.00021026i,-0.00096477+0.00030555i,-0.00028161+0.00037546i,-3.2908e-05+0.00035901i,-9.0448e-05-3.3226e-05i,0.00012645+0.0004679i,0.00028194+0.00067199i,0.00065023+9.5676e-06i,0.0010164-0.0002165i,0.00068835+0.00010934i,-5.6129e-05+9.4209e-05i,3.9681e-05+1.7071e-06i,0.00038351-0.00029866i
-0.0023059-0.00043804i,-0.0016832-0.0012003i,-0.0019382-0.00074517i,-0.0022226-0.00030736i,-0.0014523+0.00022012i,0.00030939+0.00062063i,0.0013268+0.00037089i,0.0011915+0.00022434i,0.00048404-0.00014653i,0.00034821+0.00019599i,-9.621e-05+0.00029538i,-0.00091012+0.00050149i,-0.001216+0.00033855i,-0.00046379-0.00014168i,0.00025463+0.00038181i,0.00016927+0.0010203i,-0.0001098+0.0014129i,-0.00026935+0.00054634i,-3.1558e-05-0.00050419i,-4.2132e-05-0.00031934i,-0.0003923+0.00088836i,-0.0002461+0.00047414i,-0.00032809-0.00035913i
0.00048973-0.00063127i,-0.0011113-0.0018407i,-0.0019727-0.001621i,-0.0019432+2.5825e-05i,-0.0013047+0.00098943i,-0.00015503+0.0013323i,0.00047515+0.0010755i,0.00012249+0.000114i,-0.00013753-0.00077243i,0.00012629-0.00073419i,-0.00039749-0.00090432i,-0.00066571-0.00095839i,-0.00050708-0.00058947i,-0.00029706-0.0010514i,-0.00052858-0.0006955i,-0.0008167-0.00016502i,-0.00047661-0.0003333i,0.00021183-0.00035219i,0.00047305+4.7037e-05i,0.00088776-4.571e-05i,0.00075921-0.00037083i,0.00037714-0.00050427i,0.00038912-0.00036679i
2.8089e-05-0.00034919i,-0.00043188-0.00077184i,-0.00093157-0.00083476i,-0.00093643-0.00071488i,0.00020015-0.00012758i,0.00037304+0.0012608i,0.00019072+0.0016528i,-4.5648e-05+0.00088928i,-0.00024625+0.00042069i,0.00042664-0.00056106i,3.3603e-05-0.00033439i,-0.00074648+0.00046178i,-0.00089981-1.7516e-05i,-0.00078966-0.00036513i,-0.00025461-6.7829e-05i,0.00014888-0.00047568i,-5.0975e-05-0.00034836i,-4.5882e-05+0.000385i,-8.9522e-05+0.00056051i,-0.00043158-0.00024227i,-0.00053056-0.00039319i,-0.00034114-0.00051758i,-0.0003644-0.00071263i
0.0009938+0.00075198i,0.0014533+0.0013173i,0.0014376+0.00049388i,0.00085513-0.00085267i,0.00059146-0.00082288i,0.00072305-0.00071982i,0.0011107-0.00029651i,0.0004457-0.00011474i,-0.00046881-0.00092302i,-0.00085098-0.0011334i,-0.0003088-0.001098i,-9.1596e-05-0.00086223i,-0.00077628-0.00057423i,-0.00025711-0.00066348i,0.00056525-0.00029802i,0.00020712+0.00049898i,0.00052407+8.0873e-05i,0.00095646+7.8081e-05i,0.00045467+0.00089732i,-0.00028213+0.00037947i,-0.00056642-0.00013432i,-0.00036376+0.00011722i,-0.00021981+0.00015405i
0.0010346-0.0032792i,0.00052041-0.0039868i,-0.00011909-0.0039236i,-0.0010242-0.0025735i,-0.0017846-0.001297i,-0.001537+0.00052359i,-0.00028506+0.00037742i,-0.00015819-0.00066151i,-0.0005827-0.00090588i,-0.00079734-0.0011143i,-0.00068179-0.00033394i,-0.0013484+0.00014867i,-0.0020896-0.00040052i,-0.0016753-0.00055671i,-0.0010904+0.00014022i,-0.00092244+0.0012166i,-0.001128+0.0012317i,-0.0012356+0.00047862i,-0.0012022-0.00032916i,-0.00090834-0.00052173i,4.0752e-05-0.00093129i,0.00047688-0.0012763i,-0.00015709-0.00060503i
-0.00056438-0.00070204i,-0.00090646-0.00078i,-0.00051454-0.0011073i,-0.00098203-0.00069007i,-0.0010591+0.00011436i,0.00029224+0.00089669i,0.00034516+0.00014475i,-0.00026438-0.00073266i,-0.00080977-0.00070584i,1.7217e-06-0.00079057i,0.00030594-0.00065797i,-0.00045591-0.00010241i,-0.00062388-0.00039192i,-0.00071388-0.00017326i,-0.0010007+0.00078218i,-0.0004482+0.00075521i,0.00049854+0.00021811i,0.00053538-0.00056122i,0.00067952-0.00067213i,0.00039535-0.00011142i,7.1051e-06+0.00062463i,0.00039269-9.786e-05i,0.00053406-0.00091638i
0.0013142-0.0018022i,0.0012377-0.0022618i,0.00040092-0.0021121i,-0.00023836-0.0017053i,-8.4533e-05-0.00024373i,0.00012628+0.00067206i,0.00027317+0.00010061i,-0.00031834-0.00053517i,-0.00082771-0.00089467i,-0.0010586-0.000632i,-0.0011293-7.1177e-05i,-0.0011685+0.00036075i,-0.00050243+0.0006974i,0.00010437+0.00033332i,0.0001195+0.00023221i,-0.00016977+0.00011725i,-0.00063937-0.00040811i,-0.00090162-0.00022432i,-0.00082836+1.1372e-05i,-0.00036705+0.00017145i,-0.00045617+0.0006218i,-9.5247e-06-9.7634e-05i,5.3648e-05-0.00064674i
0.00034505-0.00026833i,0.0015007+0.00086122i,0.0017984+0.00099552i,0.00057684-0.00011024i,0.00029484+0.00071778i,0.00088172+0.0013442i,0.0011676+0.0005626i,0.00023519+0.00030528i,-0.00047936+0.00027316i,-1.2102e-05+2.4846e-05i,-5.6833e-05+7.8091e-05i,-0.00071196-0.00027875i,-0.0012123-0.00084183i,-0.00095801-0.00049657i,-0.00070181+8.9627e-05i,0.00014527+0.0007264i,0.00038539+0.0013376i,-0.00013572+0.0008976i,0.00019163-0.0005311i,0.00052533-0.0008726i,0.00040424+0.00013454i,-0.00026611+0.00030965i,-0.0011534-0.00028734i
0.00015059-0.0018794i,-0.0006533-0.0017104i,-0.0018544-0.0028958i,-0.0020636-0.0030109i,-0.0018896-0.0015194i,-0.0018382-0.0001026i,-0.001079+0.00064613i,-0.00051509+0.000221i,-0.00053058-0.00056049i,-0.00044511-0.00016594i,-0.00078432+0.00031227i,-0.00048958-0.00024347i,8.1035e-05-0.00011098i,-0.00012017+0.00019668i,4.1391e-05-9.4494e-05i,0.00039461-0.00070103i,0.00028019-0.00047421i,5.9716e-05+7.9414e-05i,0.00039455+0.00029178i,0.00013828+9.6933e-05i,4.475e-05-0.00089633i,0.00054551-0.00079664i,0.00031413-0.00012033i
-9.9035e-05-0.00024241i,-0.00072284-0.00013393i,-0.00057197-0.00013724i,0.00024373+0.00028169i,0.0001391+0.00099533i,0.00049565+0.00099527i,0.0009821-0.00042067i,0.00031706-0.0011601i,-9.0908e-05-0.00055234i,0.00046597+5.017e-06i,0.00053198-3.2174e-05i,3.1666e-05-0.00044488i,-0.00073582-0.00030721i,-0.00085655+0.00015607i,-0.00020175+0.00055061i,0.00037134+0.00076301i,1.5246e-05+0.00085756i,5.7103e-06+0.00088275i,1.1529e-05+0.00012456i,-0.00017967-0.00057656i,-0.00011735+7.2802e-05i,7.2141e-05-2.2029e-05i,-6.0361e-06-0.0001988i
0.0018612-0.00050413i,0.0020936-0.00064402i,0.001742-0.0015359i,5.2801e-05-0.0024476i,-0.00074402-0.0020647i,4.4177e-05-0.00033674i,0.00047238+0.00056662i,-0.0010858-0.00027087i,-0.0013082-0.00093074i,-9.2019e-05-0.00068425i,-2.8031e-05-0.00033894i,-0.00019159-0.00047349i,-0.00028643-0.00021171i,-0.00060413-0.00038781i,-0.00034999-0.0012346i,0.00052838-0.0010033i,0.00058953-0.0005634i,0.00049272-0.00091284i,0.00071074-0.00058945i,0.00038042-0.00030854i,-0.00016348-0.00067146i,-7.6267e-05-0.00076472i,0.00074921-0.00019322i
-0.0019404-0.0021348i,-0.0023997-0.0014981i,-0.0027734-0.00074102i,-0.0024961+0.00064018i,-0.0019411+0.0017097i,-0.00085002+0.0011141i,0.00018412+4.8916e-05i,-5.1139e-05-0.0003857i,-0.0011355-0.0007077i,-0.0013375-0.0010553i,-0.0010167-0.00034671i,-0.00057724+0.00082061i,-0.00013015+0.001139i,-0.00010181+0.0007782i,-0.00027816+0.00057992i,5.1467e-05+0.00080281i,-0.00032626+0.0004052i,-0.00020643-0.00043309i,-7.1478e-05-0.0011199i,-1.8152e-05-0.00067892i,-1.431e-05-0.00050925i,1.4442e-05-0.00043422i,-6.9085e-05-0.00016793i
-0.00071837-0.0017719i,-0.0019757-0.0020908i,-0.0025772-0.0038396i,-0.0025764-0.0029813i,-0.0017442-0.0011941i,0.00014543+0.00044668i,0.00051798+0.00076215i,-0.00063039-0.00045032i,-0.0012089-0.00033698i,-0.00089016-0.00057789i,-0.0003802-0.00060857i,-0.00051594-7.6875e-05i,-0.00044678-0.00037083i,8.6375e-05-0.00033715i,0.00044329+0.00058732i,0.00034644+0.0011993i,0.00042409+0.00054052i,0.00079024+0.00044647i,0.00077391+0.00062554i,0.00042886-0.00040056i,-3.2062e-05-0.0010192i,-0.00027986-0.00054285i,-0.00068249-8.6482e-05i
0.00018314+0.00044072i,-8.7649e-05-0.00030737i,-0.0018882-0.00031889i,-0.0024741+0.00074951i,-0.0017314+0.0019209i,-0.00011239+0.0019076i,0.00092866+0.00083987i,0.00068009-0.00055829i,-0.00013865-0.00061646i,-0.00020947-0.00024563i,0.00058334-0.00044842i,0.00030348-0.00059555i,-0.00043509-0.00058572i,-0.0010252-0.00029543i,-0.0013086+0.00046607i,-0.00082201+0.00050386i,-0.0006883-0.0002852i,-0.0012285-0.00030249i,-0.00082439-0.00040194i,-0.00023497-0.00022474i,0.00011986+0.00043597i,0.00045779+0.00053473i,-7.2309e-05+0.00054942i
0.00055899-0.00038975i,0.00088438-0.00085707i,0.00055535-0.00053999i,0.00055188-0.00089844i,0.00021342-0.00069984i,-0.00075081+0.0004774i,-0.00050805+0.00024941i,-0.001052-0.00023163i,-0.0010001+0.00010279i,0.00025071+0.00026765i,0.00031806-0.00091202i,-0.00016539-0.0013796i,-0.00079468+0.00013604i,-0.0016042+0.0016594i,-0.0012875+0.00094358i,-0.00075405-2.2322e-05i,-0.00058253+7.8415e-06i,-0.00020666-0.00038316i,8.5942e-05-0.00035726i,-0.00016354-9.8464e-05i,-0.00028651-0.00037075i,-0.00021083-0.00047503i,-5.1981e-05-0.00016665i
0.0011857+4.8818e-05i,0.0012236-0.00036877i,0.00080043-0.0003659i,-0.00024658-0.00094595i,-0.00067983-0.0011618i,0.00060957-0.00043792i,0.0014429-0.00032036i,0.00043369-0.00092427i,-0.00039552-0.0011387i,-0.00047904-7.8178e-05i,-0.00070285+8.1529e-05i,-0.00094787-0.0011086i,-0.00089963-0.0011939i,-0.00043642-0.00041506i,-0.00028584-0.00016382i,-0.0005344-0.00037528i,-0.00036688-0.00071453i,0.0008778-0.00032964i,0.0016546-0.00018176i,0.0017122-0.00043003i,0.0013883-0.0001354i,0.00051307-0.00040922i,0.00010275-0.0002308i
-0.00041557+0.00050687i,6.8004e-05-0.00057562i,-0.00056753-0.00087478i,-0.0017117-0.0003469i,-0.0012508+0.0008924i,1.8562e-05+0.0015331i,0.00065599+0.0010003i,0.0001345+0.00093088i,-0.00051483+0.00068143i,-0.00050986-0.00033126i,4.2914e-05-0.00037651i,0.00036813+0.00032892i,-0.00027258+0.000438i,-0.00099098+0.0005639i,-0.0010265+0.00037261i,-0.0008678+0.00011491i,-0.00052096-0.00032952i,-0.00090628-0.00094977i,-0.0010146-0.0016216i,-0.00038827-0.0012166i,0.00048686+6.1215e-06i,0.00089789+0.0003516i,0.00089055+0.0002332i
0.00044161+0.00010958i,0.00025426-0.00021936i,-0.00072254+0.00028975i,-0.00097039+0.00079437i,-0.00056294+0.0012748i,0.00023602+0.0014019i,0.0010396+0.00016077i,0.00044437-0.00044826i,-0.00061128-0.00057343i,-0.00028223-0.0010728i,0.0001654-0.0010366i,-0.00034355-0.00065884i,-0.00036696-0.00036799i,-0.00025194-0.00042666i,-0.0010249+0.00026697i,-0.0010345+0.00072546i,-0.00050171+0.00039756i,-0.00037838-4.9176e-05i,-0.00015454-5.3489e-05i,-4.8273e-05+0.0001714i,-6.2583e-05+0.00099172i,0.00015725+0.00073741i,0.00025199-0.00016358i
0.0010498+0.00055882i,0.00077146-0.0010815i,0.000999-0.0026739i,0.00063837-0.0023041i,7.9642e-05-0.0019699i,0.00010332-0.001707i,0.00019824-0.00062563i,0.00073399+0.0001411i,0.00058882+0.0001766i,-0.00041216+0.00022808i,-0.001325+0.00065008i,-0.0015701+0.00025085i,-0.00080205-6.9844e-05i,-0.00022816-0.00059784i,-0.00039618-0.00066344i,-0.00085053-0.00063618i,-0.00083928-0.0010677i,-0.00089038-0.00047734i,0.00012368-3.1533e-05i,0.00055148-5.793e-05i,0.00021587+0.00011582i,0.00090126+0.00028365i,0.0012257+0.000204i
-0.0015041+0.00014216i,-0.0016867-0.00034052i,-0.0023507-0.0016311i,-0.0017394-0.00028415i,-0.00047764+0.0014851i,0.00043121+0.0014964i,0.00035503+0.0003315i,-0.00033249-2.4817e-05i,-0.00079189+0.00017806i,-0.00028169+6.1798e-05i,0.00015311-0.00017253i,-4.8639e-05-0.00071439i,-0.00026058-0.00048025i,-0.00042091+0.00073569i,-0.00078156+0.0012938i,-0.0004427+0.00079326i,5.4572e-05+6.0547e-05i,6.1317e-05+0.00011807i,0.00093428-0.00019842i,0.0010259-0.00073601i,0.00062122-0.00025511i,0.00090182+0.00062589i,0.00030968+0.00061503i
0.0030974+2.9606e-05i,0.0025115-0.00044717i,0.0014647-0.001537i,-0.00016181-0.0022881i,-0.0012222-0.001668i,-0.0015115-0.00071807i,-0.00062739-0.00082766i,0.0004272-0.001191i,-5.7187e-05-0.0011397i,-0.00063503-0.00064922i,-0.00066941-0.00047883i,-0.0009045-0.00016901i,-0.0011757+0.00041082i,-0.0011491+0.00030356i,-0.00077633-0.00022465i,-0.00060705-0.00025673i,-0.00060628+0.00016749i,0.00021379+0.0005366i,0.00024593+0.00019896i,-0.00073181-0.00025364i,-0.000963-0.00024095i,-0.00050356-0.00044626i,-0.00029292-0.0009852i
0.0013724-0.00075247i,0.0013274-0.00080048i,0.0018708-0.00094156i,0.0025179-0.00073265i,0.0021282+0.00010176i,0.0019642+0.0010825i,0.0018362+0.00076511i,0.00095095-0.00040209i,2.2958e-05-0.00088163i,-0.00033997-0.0012133i,-0.00032546-0.0015571i,-0.00029626-0.0010605i,-0.00038365-0.00033802i,-0.00028904+0.00018462i,0.0002178+0.00041447i,-0.00019385-0.00017805i,-0.00062479-0.00011175i,-8.757e-05+0.0003941i,0.00018398+0.00069247i,0.00018934+0.00073397i,0.00060952+0.00024108i,0.00056851-0.00052805i,9.7811e-05-0.00091457i
-0.00023426-0.001248i,-0.00017331-0.0002115i,0.00021108-0.00045128i,0.0001713-0.0012648i,-1.4079e-05-0.00047355i,-0.00022231+0.00072597i,-2.3402e-06+0.00076643i,-0.00036654-0.00041101i,-0.00069647-0.0015224i,-0.00055779-0.0015207i,-0.00077377-0.00054488i,-0.00089063-0.00051289i,-0.0010021-0.00086924i,-0.0010498-0.00087403i,-0.0012214-0.00060948i,-0.00093106+0.00048134i,-0.00028936+0.0006609i,0.00039001-0.00032773i,0.00039728-0.00051197i,0.00047908-0.00049835i,4.4869e-05-0.00060202i,-0.00059966-0.00077858i,-0.00019557-0.0011499i
-0.0023082-0.0011994i,-0.0029483-0.0013817i,-0.0037842-0.0021224i,-0.0043589-0.00058099i,-0.0028362+0.0015229i,-0.00028674+0.0017125i,0.00088361+0.00073491i,0.00047736-0.00014148i,-0.00025309+3.229e-05i,-0.00043493+0.00073525i,-0.00018661+0.00052682i,-0.0002728-0.00027684i,-0.0011652-0.00015094i,-0.00080586+0.00054015i,0.0001113+0.00013657i,-4.4698e-05-0.00027486i,-0.00052067-6.8128e-05i,-0.00026278-0.00042186i,-0.00020022-0.00042388i,5.2852e-05-0.00069306i,0.00037098-0.00097595i,-0.00014694+0.00025997i,-0.0011232+0.001216i
0.0010471-0.00086692i,0.00089943-0.0010824i,0.00015052-0.0017888i,-0.0006124-0.001534i,-0.0010674-0.00051783i,-0.001324+0.00021917i,-0.00080402+0.00040197i,-0.00048306+0.00023424i,-0.0010893+1.2833e-06i,-0.00098697-0.00029886i,-0.00042978-0.0004854i,-4.8305e-06-0.00016237i,-0.00017125+8.5358e-05i,-3.5288e-06+0.00071763i,6.6779e-05+0.0013269i,5.7591e-05+0.00064145i,6.0751e-05+7.3547e-05i,-0.00064264+0.00082448i,-0.0014097+0.0010772i,-0.0011521+0.00056537i,-0.00094379-0.00021336i,-0.0013541-0.00076144i,-0.00084298-0.00075202i
-0.0010583-0.0020859i,-0.00034962-0.0010794i,-0.001192-0.0018029i,-0.0016411-0.0012429i,-0.00083449+0.0011343i,0.00036489+0.0015635i,0.00049035+0.00082952i,-6.574e-05+0.00011781i,-0.00026248-0.0005105i,-0.00106+4.0213e-06i,-0.0015169+0.00070702i,-0.0013087+0.00062168i,-0.0006216+0.00012655i,-0.00054558+2.4786e-05i,-0.00020408+0.00037934i,1.622e-05+0.0013117i,-0.00066774+0.0015181i,-0.00040029+0.00090555i,-0.00022359-0.00016632i,-0.0002103-0.00092412i,-0.00019252-0.00063517i,-8.3486e-05+7.1994e-05i,0.00017009+0.00024689i
0.0023028-0.00086349i,0.000681-0.00060013i,0.00077019-0.0015309i,0.00087836-0.0024655i,0.00049946-0.0013327i,0.00026426+0.00098242i,0.00019368+0.0018128i,-0.00011196+0.00061162i,0.00060129-7.9323e-05i,0.0018591-0.00014923i,0.0016528-0.00017955i,0.0014544+4.4763e-06i,0.0012751-9.1511e-05i,0.00031437-0.0002283i,-3.0569e-05-0.00012997i,0.00029393-5.7539e-05i,0.00050696+0.00038524i,0.00063466+0.00085461i,0.00013566+0.00043262i,0.00044125+0.00022074i,0.001147+0.00027567i,0.00082193-2.9025e-07i,5.4271e-05-0.00052435i
0.00029129-0.0027217i,-0.00011929-0.0039655i,-0.00074524-0.0045977i,-0.0018328-0.0027712i,-0.002206-0.00088469i,-0.00065865+0.00039134i,4.0408e-05+0.0011632i,-0.00040655+0.00069401i,-0.00055877+1.1759e-05i,-0.0010925-0.00072082i,-0.0012973-0.00056609i,-0.0011544-0.00016949i,-4.7105e-05+6.052e-05i,0.00052268+0.00061705i,-0.00036724+0.00031471i,-0.00071567-1.9373e-05i,-0.00083677+2.555e-05i,-0.0002302-0.00014982i,0.00072086-3.4787e-05i,0.00028268+0.0004567i,-0.00036922+0.0002699i,-0.0003336+0.00048581i,-0.00087665+0.00031213i
-0.00018127+0.00039495i,-0.0013106-0.00018393i,-0.0010844-0.00096217i,-7.3263e-05-0.0010524i,0.00058901+0.0005095i,0.00051665+0.0011994i,0.00052048+0.00038761i,0.00017062-0.00052667i,0.0001614-0.00064292i,-0.00020439-0.0001849i,-9.2187e-05-0.00078902i,1.7424e-05-0.00086619i,-0.00039094-2.5127e-05i,0.00025318+0.00024972i,0.00035398-0.00014476i,-0.00064727-0.0002796i,-4.8803e-05-0.00018628i,0.0010425-0.00017934i,0.00096674-0.00042491i,0.00042666-0.00016213i,5.2051e-06+0.00082926i,0.00012031+0.0010669i,-0.00071203+4.9002e-05i
-0.00028404+0.0019716i,-0.00049721+0.00045719i,-0.00062331+0.00039803i,-0.0008279+0.0010159i,0.00038172+0.0016306i,0.0014124+0.0019131i,0.00062556+0.00029472i,0.00026548-0.00086769i,0.00075755-0.00021004i,0.00073616-0.00014961i,3.6596e-05-0.00031317i,-0.00041701-0.00028051i,2.0773e-06-0.00028299i,0.00032768-0.00022638i,0.00041241+0.00036521i,0.00082731+0.0002234i,0.00082051-0.00040415i,0.00099378-0.00036862i,0.0007609-0.00053609i,5.7384e-05-0.0011492i,-0.00017376-0.00085787i,-7.2184e-05+9.232e-05i,-0.00019117+0.00013411i
0.00068861+0.002933i,0.0010956+0.0028472i,0.0011315+0.0019214i,0.0004897+7.3889e-06i,0.00017594-0.00086174i,0.00064166-0.0001025i,0.0010244+0.00043718i,0.00040828+0.0001513i,-0.0003222-4.0342e-05i,-0.00039103-0.00022826i,-0.00043002-0.0002397i,-9.7365e-06-0.00021765i,0.00042026-0.00063692i,-0.00049455-0.00080721i,-0.00052336-0.00029724i,-0.00018327+0.0004825i,-2.7977e-05+0.00028548i,0.0004423+5.824e-05i,0.0006207-0.00042471i,0.00077163-0.00059098i,0.00062149-0.00074622i,0.00029463-0.0009682i,7.6811e-05-0.00039247i
-0.0010335-0.00085249i,-0.0023574-0.0007248i,-0.0015225-0.00053332i,0.00027948+0.00030302i,0.00079602+0.0012309i,0.00084843+0.0012032i,0.00060895+0.00047685i,-0.00038336+4.9216e-05i,-0.0011478-0.00016066i,-0.00094764-8.3594e-05i,-0.0013217+0.00019964i,-0.0015724-0.00041025i,-0.00096856-0.00032262i,-0.00076126+0.00039627i,-0.00063031+0.00036948i,0.00013042+0.00027978i,0.00025037+0.0012918i,-0.0002461+0.0010309i,0.00016153+5.9615e-05i,0.00061224+0.00013273i,0.00028173-0.00034284i,-1.1777e-05-0.00066312i,-0.00069404-0.0008539i
0.001926+0.0013796i,0.0024354+0.0012157i,0.0023062+0.0002015i,0.0017876-0.00092373i,0.0014525-0.00077215i,0.0014413+5.7736e-05i,0.0015882+0.00045073i,0.00040439+0.000349i,-1.6371e-05-0.00039653i,-0.00018996-0.00066693i,-0.00048346-0.00097358i,-0.00077671-0.001224i,-0.00036662-0.0015625i,0.00021601-0.0016405i,-0.00085253-0.00027161i,-0.0016136+0.00019346i,-0.0010806-0.0010172i,-9.5941e-05-0.001273i,0.00079654-0.00075162i,0.00086376-0.00039015i,0.000456+8.5784e-05i,-4.4931e-05+4.6992e-05i,0.00011352-0.00061998i
-0.00077738-0.0020292i,-0.0012056-0.0023768i,-0.0018636-0.0034065i,-0.0014121-0.002794i,-0.0012828-0.0013319i,-0.00055123-0.00086722i,0.0010817-0.00065597i,0.0011812-0.0001848i,-0.00060714-0.00020093i,-0.0015867-0.0011829i,-0.0010719-0.0012724i,-0.00049926-0.00048442i,-0.00013161-0.00046248i,-0.00011101-0.00026407i,-0.00027191+0.00060566i,-0.00025086+0.0011643i,-7.7997e-05+0.0011731i,0.00037086+0.0001447i,0.00077658-0.00018095i,0.001036+0.00080399i,0.00078556+0.00036276i,7.4069e-05-0.00062228i,-0.00036104-0.00081271i
0.0014678-0.0011312i,0.0013048-0.00093497i,0.0010554-0.000582i,-0.00029826-0.0017438i,-0.0013102-0.0011579i,-0.00027049+0.00045888i,0.0010624+0.00085916i,0.00047569-8.5897e-05i,-0.0009527-0.0010741i,-0.00094461-0.00057398i,-0.00056541-0.00034737i,-0.00062777-0.00051866i,-0.00051958-0.00050088i,-0.00078557-0.00036913i,-0.0013702-9.7964e-05i,-0.00083602+0.00013251i,0.00027572+0.0001539i,2.3108e-05+3.8796e-05i,-0.00054985+0.00081377i,0.00022049+0.001361i,0.00079877+0.00046232i,9.0141e-05-0.00040842i,-0.000465-0.00059436i
-0.0012633+0.00089147i,-0.00011147-0.00050907i,0.00043756-0.00107i,0.0001466-0.00098943i,0.00088239-0.00073587i,0.00072796-0.00079i,-0.00089218-0.0013729i,-0.0005104-0.00073862i,-8.7995e-05+0.00015381i,-2.3276e-05+0.00024572i,0.00052153+0.00037194i,-0.00019713+0.00025041i,-0.0010393+0.00018148i,-0.00034607+0.00057016i,0.00094298+0.00059172i,0.0014193-3.6375e-05i,0.00079634+4.7885e-05i,0.00062124+0.00063303i,0.00096636+0.00024872i,0.00095835-0.00038196i,0.00061668-0.00061903i,0.00034299-0.00052498i,2.2232e-05-0.00042048i
