0.00056937+0.00019808i,0.00092087-0.0011242i,0.0010762-0.0028588i,0.00081499-0.0026155i,-0.00060026-0.0011851i,-0.0017072-2.903e-05i,-0.0017154+0.0011274i,-0.0013101+0.0012215i,-0.00042806-4.3948e-05i,0.00032224-0.00097882i,-0.00027117-0.0013728i,-0.0014299-0.0012749i,-0.0018792-0.0010827i,-0.0015149-0.00065244i,-0.00094075+0.0004181i,-0.00036214+0.0007692i,-0.00031778+6.7751e-05i,-0.00060471-0.00062717i,-0.00069702-0.00067931i,-0.0001063-0.00048643i,0.00053843+0.00025895i,-0.00036503+0.00054538i,-0.00072248+0.00017412i
-0.0015242+0.0017556i,-0.0015854+0.0020521i,-0.0017662+0.0019213i,-0.0020859+0.0010061i,-0.0021025+0.00077431i,-0.0016097+0.00079945i,-0.0012233+8.9776e-05i,-0.00088574-0.00064026i,-1.4627e-05-0.00036895i,0.00027244-0.00013954i,9.6604e-05+0.00048909i,-0.0010602+0.00042026i,-0.0021075-0.00020076i,-0.0012236+0.00026452i,-0.00026651+0.00061658i,-0.00032799+0.00096187i,-0.00012729+0.00075923i,0.0010075+0.00025799i,0.00080245+0.0010695i,-0.00061483+0.0011708i,-0.0014508+0.00083126i,-0.0012012+0.00027277i,-0.0012174-0.00020133i
0.00015496-0.0027183i,0.0006126-0.0034243i,0.00021038-0.0042839i,-0.00054709-0.0040449i,-0.0010294-0.0015137i,-0.0011866+0.00049232i,-0.00072462+0.00035733i,-0.00091645-0.00049989i,-0.00089402-0.00097677i,-0.00090012-0.0003404i,-0.0016596+0.00098529i,-0.0020099+0.001343i,-0.00096816+0.0010698i,0.0002513+0.0006672i,0.00014062+0.00071051i,8.6684e-05+0.0010521i,0.0004514+0.00054066i,0.00059096+0.00028327i,0.00022635+0.00055791i,0.00015825+0.00016311i,-1.359e-05-0.00056474i,-0.00021217-0.00065087i,0.00019777-0.00049851i
0.0014361-0.00082659i,0.0013165-0.0011029i,0.0015129-0.0019511i,0.00047879-0.0016149i,-0.00028077+0.00011278i,0.00025778+0.0020566i,0.00087561+0.0015445i,-5.0824e-05+0.00033228i,-0.0016509-0.00079033i,-0.0021126-0.0019015i,-0.0011625-0.0017359i,-0.00036692-0.0011681i,-0.00065909-0.00065573i,-0.00072508-0.00020693i,-0.00038852+0.00059427i,-0.00027167+0.00060432i,-4.0323e-05+0.00073815i,0.00012374+0.00049624i,-0.00049574-0.00020409i,-0.00046742-4.9e-05i,-0.00018233+0.00032163i,-4.5873e-05-0.00082107i,-0.000357-0.0017458i
6.0908e-05-0.0010574i,-0.00029002-0.0011939i,-0.00042874-0.0014219i,0.00035618-0.0010004i,-6.2741e-05+0.00053834i,-0.00023629+0.0016499i,-0.00030941+0.0011585i,-0.0013403+0.00056143i,-0.0017779+0.00040631i,-0.0017156+0.00086837i,-0.0011333+7.2654e-05i,0.00013715-0.00099289i,0.00021192-0.00087015i,-0.00086328-0.00030603i,-0.0019145-0.00032632i,-0.001505-0.00037386i,-0.00046353-0.00053741i,-2.7427e-06-0.00089445i,-0.000264-0.0010868i,-2.9878e-05-0.00038965i,0.00029729+0.00045392i,-0.00018019-0.00011787i,-0.0004502-0.0010303i
-0.0013188-0.0010092i,-0.001052-0.00092959i,-0.0014554-0.0024296i,-0.0018789-0.0029711i,-0.0014251-0.00074501i,-0.00010702+0.00089812i,0.00031563+0.00026387i,0.00015003-0.00013829i,-0.00017315+0.00027884i,-0.00048534-4.4913e-05i,-0.0012715-0.00062603i,-0.0013963-0.0010463i,-0.00107-0.0011761i,-0.00090029-0.00076321i,-0.0014314-0.00052768i,-0.001388-0.0010015i,-0.00060621-0.00075878i,-0.00021457-7.9212e-05i,6.8759e-05+0.00037832i,-0.00010418+0.0004861i,-0.00053821-0.00014169i,-0.00077694-6.2412e-05i,-0.0006432+0.0011429i
0.00051047-0.0014528i,0.00023483-0.0020307i,-0.00021785-0.0023429i,-0.0008641-0.0014915i,-0.00093377-0.00088608i,-0.00026198+0.00094865i,0.00023327+0.0022454i,0.00014897+0.0015284i,0.00033477+0.00066951i,-0.00016396+1.0744e-05i,-0.00092375-0.0005265i,-0.0011751-0.00030637i,-0.0015353+5.8761e-05i,-0.001572+0.00016558i,-0.0015454+0.00031827i,-0.0014264+0.00035967i,-0.0010283+0.0005246i,-0.00083563+0.00054727i,-0.00078103+0.00026067i,-9.9645e-05-0.00035896i,-3.3205e-05-0.00030024i,-2.5936e-05+0.00053136i,0.0007492+0.00041362i
-0.00089816-0.0010567i,-0.0016269-0.0022248i,-0.0017899-0.0013884i,-0.0023265-0.00078849i,-0.0018694-0.00032935i,-0.00053417+0.0013321i,0.00040355+0.0010903i,0.00070488-0.00031896i,0.00097478-0.00056498i,0.0011301-0.00029324i,0.0003764-0.00035368i,-0.00041491+0.00015667i,-0.00066858+0.0005856i,-0.00052477+0.00024101i,-0.00070828+6.6035e-05i,-0.00099562+0.00035563i,-0.0011027+0.0010513i,-0.00057311+0.00040016i,0.00025257-0.00027362i,0.00030197+6.0242e-05i,-2.0978e-05+0.00010041i,0.00022119+0.00029407i,0.00054516-0.00016754i
-4.7891e-06+0.00050167i,0.00060723-0.0001562i,7.8174e-05-0.0016926i,-0.00016574-0.0026209i,0.00017597-0.0012351i,0.00095615+0.00083326i,0.0016619+0.00056172i,0.0015968-0.00059246i,0.0015386-0.0011157i,0.00089947-0.0012434i,0.00069684-0.00094791i,0.00073462+0.0001068i,0.00033747+0.00037887i,-0.00044827+0.00035041i,-0.00057985+0.00016328i,-6.1142e-07-0.00024483i,8.9665e-05-0.00012358i,-0.00017347+0.00034134i,-0.00034072+0.0006853i,-0.00041711+0.00086261i,-0.00014228+0.00031745i,-0.00043962+0.00016128i,-0.00065218+0.0001488i
0.00059326-0.0014192i,0.0011545-0.0021334i,-0.00032694-0.0021797i,-0.0014719-0.0013507i,-0.00050824-0.00077505i,0.00045295+0.00020385i,0.00014028+0.0003743i,-0.0002198-0.0003754i,-0.0008277-0.00052928i,-0.0013192-0.00034501i,-0.001275-0.00096474i,-0.00064569-0.0015997i,-0.0005491-0.0014729i,-0.00079837-0.00134i,-0.001066-0.00087435i,-0.0010839-0.00016375i,-0.00050588+0.00012091i,0.00021488+5.994e-05i,0.00034486-0.00044621i,-7.2642e-05-0.00051329i,-0.00066925-0.0006767i,-0.00031536-0.00067057i,0.00074488-0.00026945i
-0.00111-0.00070993i,-0.00059998+0.00010283i,-0.0010553-0.00018782i,-0.0015037-0.0014866i,-0.0016485-0.00094491i,-0.0010425+0.00099718i,-0.00040082+0.00055086i,-0.00062603-0.00071247i,-0.0010869-0.0012938i,-0.0010903-0.00065962i,-0.0010218+7.1802e-05i,-0.0010942+0.00020788i,-0.00038187+0.00087503i,-0.00026935+0.00092457i,-0.0010282+0.00045143i,-0.0013156-2.6973e-05i,-0.0012009-6.3668e-05i,-0.00078536+0.00013549i,-9.7894e-05+0.00017751i,0.00052075+0.00011161i,0.00071674+0.00025965i,0.00022117-0.00017231i,0.00017039-0.00084089i
-0.0021542-0.00072281i,-0.0024358-0.0013128i,-0.0019442-0.00095105i,-0.0017051-0.00067569i,-0.0011717+0.00089943i,-0.00051544+0.0022265i,6.2992e-05+0.0020408i,-0.00063044+0.00074383i,-0.0016313-0.00028361i,-0.0015105+2.1393e-05i,-0.00095241+0.0004081i,-7.4951e-07-0.00055383i,0.0010075-0.0013912i,0.0010849-0.00060684i,0.00045155+0.00050614i,-0.00065577+0.00032942i,-0.00093461-0.00046293i,-5.1775e-05-0.00035607i,6.3612e-05-0.0002669i,-0.00028991-0.00078005i,-0.00032769-0.00049587i,-0.00014445-0.00028486i,0.00015985-0.00024965i
0.00064062+0.00064553i,0.0010991+6.6947e-06i,0.0016408-0.00033i,0.00096207-0.00012154i,0.00084559-0.00060875i,0.0018556-0.00017665i,0.0012091+0.0012172i,8.4906e-05+0.00073014i,-0.00024642-0.00020696i,-0.00014689-0.00023853i,0.00028011-9.0301e-05i,0.0001867-0.0004692i,0.00014989-0.00046749i,0.00041537-0.00011241i,0.00054808-0.00015479i,0.00033489+8.5725e-05i,-0.000119+0.00016884i,-0.0004751-0.00014659i,-0.00030118+6.7908e-05i,-0.0001514+0.00013484i,-0.0001086+6.3523e-05i,0.00035532-0.00041189i,0.00023638-0.00041434i
0.00063203+0.000439i,0.0013239+0.00052264i,0.0023642+0.00050169i,0.0017881-8.9023e-05i,0.00078171+0.0003672i,0.00035338+0.00099286i,0.00087823+0.00079648i,0.0010178+0.00062052i,0.0011592+0.00035244i,0.0014189-0.00076199i,0.001544-0.001517i,0.0011241-0.000988i,0.00052009-1.7754e-05i,0.00067316+0.00021328i,0.00026391+0.00022935i,-0.00072329-3.1501e-05i,-0.00028037+0.00027372i,0.00038095+0.0011377i,3.9957e-05+0.00057661i,0.00039999-0.0001744i,0.0011593+1.5831e-05i,0.0012993+0.00036434i,0.00097428+0.00039576i
0.00053195+0.0015033i,0.00082776+0.0018613i,0.00070461+0.0015794i,0.00014852-0.00029691i,0.0003709-0.0014295i,0.00072028-0.0011887i,0.00080538-0.00019271i,0.00095226+0.00019054i,0.00049433-0.00067991i,0.00020958-0.00168i,0.00013624-0.0019721i,-0.00082613-0.0018766i,-0.00036251-0.001529i,4.7751e-05-0.001133i,-0.00070129-0.0002885i,-0.00058353+0.00030362i,-0.00028179+0.00011343i,-0.00057989+0.00026246i,-0.00082467+0.00063832i,-0.00076914+0.00030901i,-0.00070171-0.00058281i,-0.00013799-0.00084798i,6.1753e-05-1.5026e-05i
-0.0020679-0.00053677i,-0.0016186+7.5713e-05i,-0.0018811-0.00070701i,-0.0013792-0.0014319i,-0.00096933-0.0006569i,-0.0004854+0.00043018i,0.00020889+0.0013219i,0.00025593-0.00030773i,0.00090225-0.0021619i,0.00056602-0.0020707i,-0.00040579-0.0013598i,-0.00091238-0.00058469i,-0.0010982-0.00050294i,-0.0005197-0.00073278i,0.00021953-0.0011335i,4.401e-05-0.0011218i,8.6008e-05-0.00053192i,0.00037736-0.00010216i,0.00089408+0.00038657i,0.001406-0.00012475i,0.00071965-0.00057417i,-0.00030093+0.00036638i,-0.00041051+0.00080281i
0.0010476-0.00031261i,-0.00014491-0.0011263i,0.00013879-0.0030529i,-0.00024744-0.0034344i,-0.0018011-0.0021159i,-0.0018074+6.7555e-05i,-0.00046723-2.4039e-05i,-1.6882e-05-0.0022988i,-0.0012698-0.0027274i,-0.0017376-0.0015453i,-0.0011443-0.00063982i,-0.00038616-0.00078285i,0.00012935-0.001119i,-0.00013225-0.00083883i,-0.00087968-0.00010064i,-0.0010318+0.00018322i,-0.00096192-0.00018309i,-0.00039889-0.00073806i,0.00012392-0.00046832i,-6.8822e-05+0.00039118i,-0.00016379+0.00075633i,-7.8291e-05+0.00031033i,-0.00030934-7.1546e-05i
0.0019386-0.00084725i,0.0022456-0.00098282i,0.0018669-0.0011537i,9.7723e-05-0.00075709i,-0.0012544+0.00047923i,-0.00021143+0.002456i,-0.00025755+0.0021942i,-0.0016478+0.00031767i,-0.0018721-0.00017366i,-0.0010842-4.861e-05i,-7.3395e-05-7.854e-05i,-0.00014765-0.00021863i,-0.001144+0.00026802i,-0.0017527+0.00046337i,-0.0019649+0.00057625i,-0.0021186+0.00076815i,-0.0020872+0.00070707i,-0.001647+0.00065629i,-0.00052422+7.6411e-05i,-6.5768e-05-0.00086219i,-0.00016169-0.00025652i,-0.00022214+8.709e-05i,-0.00022792-0.00075504i
0.0001754-0.00077309i,-0.0002981-0.0019104i,-0.00054583-0.0032734i,0.00014257-0.0038179i,0.00012448-0.0027796i,-0.00010089-0.0008985i,0.00016484+0.00015793i,-0.00035686+0.00064395i,-0.0012856+0.00037865i,-0.0014612+3.9962e-05i,-0.00021006-0.0002795i,0.0010082-0.000325i,0.00063318+0.00022045i,-0.00025513+0.00038102i,3.3286e-05+0.0004696i,0.00052391+0.0013849i,0.0001141+0.0014799i,-0.00031568+0.0007804i,5.5209e-05+0.00043169i,0.00078141-0.0003978i,0.0010372-0.00064398i,0.00050742-0.00014282i,-2.3581e-05-6.9952e-05i
-0.00064114-0.0024851i,-0.00020904-0.0029934i,-0.00030642-0.002565i,-0.001408-0.0016151i,-0.0020141-6.6806e-05i,-0.0014284+0.0020287i,-0.00013952+0.0027807i,0.00027028+0.0014302i,0.00046531+0.0010051i,0.00040929+0.0014884i,-0.00019573-0.00024629i,-0.00037555-0.0019941i,-0.0007138-0.001348i,-0.00080676-8.3723e-05i,-0.001021-4.6417e-05i,-0.00084331+0.00045225i,-0.00038613+0.00047191i,0.00088401-0.00056953i,0.0015365-0.00099205i,0.00088707-0.00063803i,0.00010298-0.0012462i,-0.00028763-0.0013495i,-0.00064992-0.00057619i
-0.0018626+0.0024125i,-0.0019056+0.0015786i,-0.0016113+0.00062339i,-0.0016265-0.00072135i,-0.001733-0.00074064i,-0.00052501+0.00062447i,-0.00014077+0.00059104i,-0.00051146+8.2157e-06i,0.00049998+0.00048116i,0.0012966+0.00096217i,0.00037098+0.00025491i,-0.00024058-0.0003986i,-0.00069716+0.00022035i,-6.5372e-05+0.00038864i,0.00071615-0.00014392i,0.00033529-0.00050089i,0.00032308-0.00010833i,0.00073841+7.6952e-05i,0.00059242-0.00016871i,0.00018975-0.00042742i,-4.7062e-05-0.00013968i,-9.6367e-05+0.00015858i,0.00014046+4.8925e-05i
-0.0028642-0.00069621i,-0.003334+4.3905e-06i,-0.0033427-0.00036364i,-0.0027852+0.00070803i,-0.0019132+0.0025781i,-0.00023394+0.0026206i,0.00058553+0.00051607i,0.00032487-0.001346i,0.00095041-0.0016894i,0.0012132-0.00072412i,0.000146-0.00019779i,-0.00074621+0.00010421i,-0.00066994+0.00076558i,-0.00048515+0.00037946i,-0.00060892+4.7801e-06i,-0.00093037-6.8371e-05i,-0.0012372-3.5602e-05i,-0.00071527+0.00033304i,7.1776e-05+0.00046565i,0.00027242+0.00029469i,0.00030461-0.0001566i,0.00028002-0.00028978i,2.8577e-05-0.00010926i
0.00045648-0.00060892i,1.8659e-05-0.0015766i,0.00067462-0.001254i,0.00033961-0.0010287i,-0.00097951-0.00011277i,-0.0009696+0.0011767i,3.4476e-05+0.00078731i,0.00018645-0.00082429i,0.00036541-0.001206i,0.0007636-0.001326i,0.00070377-0.0011907i,0.00058414-0.00098859i,-0.00043065-0.001563i,-0.0013051-0.001656i,-0.0013223-0.0012039i,-0.0011857-0.00027257i,-0.00032196-2.6391e-05i,0.0003917-0.00020572i,0.00045747-0.00012528i,0.0006589-0.00023561i,0.00040563-2.2074e-05i,0.00039515-8.7386e-05i,0.00018145-0.00050845i
0.0016144-0.00067472i,0.0023242-0.001272i,0.002157-0.0011188i,0.0010965-0.001798i,0.00041436-0.0017112i,0.00056939+0.00024581i,0.0010804+0.00023804i,0.00071053-0.0015591i,-0.00058581-0.0021556i,-0.0022063-0.0017972i,-0.0019569-0.0017639i,-0.00081361-0.0016371i,-0.0012835-0.00045878i,-0.0013146+0.0001558i,-0.00081188+0.00062476i,-0.0010213+0.0007449i,-0.00098966+0.00022549i,-0.0010281+0.0001145i,-0.0007357+2.0723e-06i,0.00046083+6.6226e-05i,0.0011771+0.00011069i,0.00045294-0.00013116i,-0.00051039-0.00023691i
0.0017761+3.9852e-05i,0.0025252-0.00064537i,0.001999-0.0022937i,0.00085027-0.0023519i,0.00088323-0.000836i,0.00047183+0.00039801i,0.00042485+3.4102e-05i,0.00046793-0.0013994i,-0.0013574-0.0017977i,-0.0024534-0.0011756i,-0.0018337-0.00045216i,-0.001192-0.00087768i,-0.00099747-0.00099645i,-0.0010846-0.00024813i,-0.0014218-0.00057158i,-0.0011085-0.0010647i,-0.00072265-0.00081176i,-0.00060231-0.0010161i,-0.00019902-0.00053138i,0.00026188+0.00021454i,0.00037127-0.00019724i,5.8461e-05-0.00070239i,-0.00035296-0.00094917i
0.0011406-0.00049745i,0.00065585-0.00067736i,-0.00026004-0.0013466i,-0.0017437-0.0024402i,-0.0026695-0.0022147i,-0.0018696-0.00018779i,-8.9821e-06+0.0011616i,0.00045398+0.0011644i,-0.00059107+0.0015548i,-0.00067415+0.0018063i,-0.00050438+0.00079128i,-0.00023646-0.00060486i,-0.00034256-0.0010454i,-0.00093028-0.000711i,-0.00078382-0.0002776i,-0.00052067-0.00030451i,-0.00023873-0.00016108i,0.0002876+0.00087274i,0.00078028+0.0012172i,0.00086254+0.0008059i,0.00065425-9.5047e-06i,-0.00022503-0.00082i,-0.00073511-0.001285i
0.0013435-0.00046562i,0.00024497-0.0005626i,-0.0010454-0.0016169i,-0.0018992-0.00056794i,-0.0017837+0.0011502i,-0.00023417+0.0021014i,-0.00011479+0.0015769i,-0.00053019+0.00068473i,0.00031382+0.00032652i,0.001364+0.00022944i,0.0015331+9.374e-05i,0.00097377-0.00044098i,-0.00018815-0.00049052i,-7.7683e-05-0.00081836i,0.00083766-0.00078896i,0.00017829-0.00024335i,-0.0005147-9.5113e-05i,-0.00010862+2.5228e-05i,0.00034614+0.00037396i,0.00038606+0.00048423i,0.00075452+0.00020624i,0.00051269+7.4465e-05i,-0.00028037-0.00025161i
-0.00060244+0.0016991i,-0.00058617+0.0014509i,0.00019912+0.0015537i,0.00067613+0.00088921i,-0.00017579-1.5995e-05i,0.00025162+0.00018558i,0.0014972+0.00048316i,0.00090536+0.00031954i,0.00096445+0.00025842i,0.0020194-0.0004703i,0.0020563-0.0011519i,0.0012567-0.0014112i,0.00048777-0.0013883i,-0.00022642-0.000682i,-0.00075928-0.00045113i,-0.00067073-0.00024089i,-0.0001481+0.00020918i,0.0001275+0.00010273i,5.1257e-05+0.00014978i,0.00020053+0.00063929i,-0.00019004+0.00040118i,-0.0010487+0.00015203i,-0.00081419-0.00015724i
-0.00052884-0.0041212i,-0.0003493-0.0039707i,-8.5265e-05-0.0044605i,-0.00012794-0.0039294i,-0.00012794-0.0019038i,0.00046558+0.00040001i,0.0008601+0.00077249i,0.00020257-0.00042985i,-0.00057351-0.0010715i,-0.00012448-0.0019504i,0.00042516-0.0026035i,-0.00023835-0.0024512i,-0.00074264-0.0021216i,-0.0014976-0.0018089i,-0.0018176-0.00059334i,-0.0014944-0.00012013i,-0.0009375+4.8768e-05i,6.5296e-05+0.00051793i,0.00071566+0.00041539i,0.00037919-0.00037199i,-0.00035126-0.00030807i,-0.00072799+0.00041693i,6.7612e-06+0.001064i
-0.0026873+0.00028295i,-0.001864-0.00074076i,-0.0017866-0.0014163i,-0.0025288-0.0021081i,-0.0023724-0.001521i,-0.00088195+0.00037364i,0.0011642+0.00084207i,0.00097846+0.00023505i,-0.00071654-0.00021836i,-0.0014026-0.0010733i,-0.0016241-0.0016701i,-0.0012473-0.0017414i,-0.00053822-0.00099287i,-0.00026086+5.8714e-05i,-0.00031084+0.00038877i,-0.00024377+0.00093557i,0.00021097+0.00065569i,7.7762e-05-5.6549e-05i,-6.721e-07-0.00032949i,0.00041775-0.00050623i,-6.0946e-05-0.00037283i,5.7307e-05-0.00037428i,0.00092627-0.00027768i
-0.00026437+0.0020815i,-0.0004621+0.0015794i,-0.0006215+0.00072531i,-0.00016317+9.0081e-05i,0.0009531+5.7895e-05i,0.001362+0.00054437i,0.00094612+0.00024198i,0.0012911-0.00038335i,0.0010181-0.00022142i,-0.00021076-7.7198e-05i,-0.00083355-0.00013376i,-0.0009093-0.00048588i,-0.00066098-0.00092751i,-0.00058722-0.00022412i,-0.00060632-7.2091e-05i,-5.5642e-05-0.00047353i,0.00039713-0.0002886i,0.00038551-0.00011802i,1.5055e-05-0.00030892i,0.00033644-0.00048345i,0.0004681-0.00038452i,0.00043663-0.0007722i,0.00012447-0.0012254i
0.0016054-0.00082004i,0.002097-0.0010093i,0.002291-0.001692i,8.5362e-05-0.0018008i,-0.0012812-0.00031197i,-0.0011004+0.00070335i,-2.3613e-05-5.4619e-05i,0.0011546-0.00098782i,0.00092933-0.00070183i,0.00052206+8.6641e-05i,0.00071329+0.00016986i,-0.00039246-0.00033879i,-0.0014141+0.00030947i,-0.001158+0.00085361i,-0.00058611+0.00073119i,-0.00066154-0.00026174i,-0.0015794-0.00074267i,-0.0010027-0.00043658i,0.00029922-2.3677e-05i,0.00014919+0.00037107i,-0.0002394+0.00026923i,-6.0042e-05+8.0437e-05i,-0.00024844-0.0006523i
-0.00089288+0.00086703i,-0.00046958+0.0012015i,0.00030481+0.00020568i,0.0010976-0.00086292i,0.0013525-0.00030105i,0.00069753+0.00055915i,8.2602e-05+0.0012049i,-0.0014084-0.000483i,-0.0013695-0.0016327i,0.00024237-0.00072889i,0.0013264-0.00054749i,0.0010051-0.00027905i,-0.00012935-0.00015305i,8.0268e-05+0.00018681i,0.00021921+0.00017045i,-0.00034932-0.00017446i,-0.0004141+0.00022572i,-0.00018328+0.00023831i,-6.5162e-05-0.00057276i,-0.00026671-2.0863e-05i,-0.00040175+0.00078798i,-0.00043601-0.00051485i,-0.00055173-0.0018597i
-0.00023328+0.00032528i,-0.00079917-0.00084957i,-0.00088974-0.00063327i,-0.00013417-0.00044939i,0.00050234-0.00084112i,-0.00016026-0.0012213i,-0.00086012-0.00040769i,-0.0015108-0.00018848i,-0.0017688-0.0018788i,-0.00065568-0.0029689i,0.00044202-0.0028246i,0.00042512-0.0022213i,-0.00085268-0.0015386i,-0.0013088-0.00069807i,-0.0004544+0.0003598i,-0.00056707+0.00061084i,-0.00026419-2.2091e-05i,0.00012929-0.00065818i,-0.00029733-0.00052792i,-0.00041772+0.00016016i,-9.9233e-05+0.00035205i,-0.00028492+0.00039009i,-0.00068644+0.00026649i
0.0021873+0.0023323i,0.00248+0.00088605i,0.0028634-0.001522i,0.0024867-0.0030905i,0.0010099-0.002326i,-0.00020266-0.00031026i,-2.8476e-05+0.0016812i,-0.00059913+0.0024573i,-0.0016484+0.0014858i,-0.0013146-0.00020368i,-0.00070836-0.0014926i,-0.0014398-0.0024205i,-0.0017438-0.0027191i,-0.0006193-0.0018061i,-0.00060126-0.0012412i,-0.0012562-0.00098541i,-0.00033324-0.0005659i,0.0010048-0.00044044i,0.0011393-0.00036705i,0.00068-0.00041311i,0.00065676-0.00041738i,0.0008261-0.0001518i,0.00039133+0.00012248i
-0.00010401-0.0017441i,-0.00024793-0.0020349i,-0.0010362-0.0020494i,-0.0023275-0.00065072i,-0.0028429+0.00058961i,-0.0012004+0.002476i,0.0010853+0.0026751i,0.0015112+0.0017937i,0.00084163+0.0013302i,4.9738e-05+0.00098641i,-0.001173+0.00051721i,-0.0013086-0.00050153i,-0.00059728-0.00085521i,-0.0007214-0.00025461i,-0.0012895-4.9662e-05i,-0.0014708-0.00019715i,-0.0011677+0.00024577i,-0.00054329+0.0011377i,-0.00016479+0.00078746i,7.001e-05-0.00019606i,0.00027184-0.00054439i,0.00017148-0.00011968i,0.00028136-0.00015358i
0.00096011-0.00056383i,0.0014544-0.0012451i,0.0021119-0.0012241i,0.0026097-0.00025014i,0.0028277-0.00022824i,0.001371-0.00049061i,0.0013501-6.1875e-05i,0.0023326-0.00021037i,0.0025194-0.0010024i,0.0020391-0.00067401i,0.0010846-0.00031557i,-0.00012441-0.00035131i,-0.00075409+0.00060143i,-0.00051881+0.0007798i,-0.00064843-0.00027226i,-0.00063371-0.0006497i,-0.00065747-0.00027892i,-0.00084336+0.0002435i,-0.0007454+0.00023595i,-0.00081657-0.00013713i,-0.00088039-0.00068876i,-0.00049256-0.0012743i,-0.00011274-0.00098553i
0.0016963-0.00172i,0.0014203-0.0017051i,0.0012931-0.0032286i,0.00058328-0.0037548i,-0.0014102-0.0019425i,-0.0023856-0.00032053i,-0.00067435-0.00040959i,0.0013044-0.0015768i,0.0015832-0.0026714i,0.0018823-0.0028339i,0.0020173-0.0018288i,0.00099913-0.0011991i,-0.00010117-0.00072994i,-0.00051664+0.00071852i,-0.00044527+0.001205i,-0.0004804+0.00051146i,-0.00036272+0.0003615i,-0.00051683+0.00053975i,-0.00020598+0.00030169i,0.00024094+0.0004634i,-0.00027185-0.00022723i,-0.00081405-0.00058296i,-0.00090562+4.0353e-05i
0.00023312+0.00058712i,-0.00041472-0.00029361i,-0.0008695-0.0013581i,-0.00058213-0.00089703i,-0.0003803+0.00020977i,-0.0007805+0.0009223i,-0.00079083-0.00025546i,-0.0011419-0.0024882i,-0.0014072-0.0031605i,-0.0019076-0.0021823i,-0.0012641-0.0016745i,0.00023565-0.00092565i,0.00079817-9.6165e-05i,0.00045858+0.00027907i,9.1194e-06+0.00050834i,0.0002985+0.00030196i,0.00082432+0.00072463i,0.00063342+0.00079945i,5.6985e-05-0.00039096i,5.176e-05-0.00055194i,0.00022326+5.1225e-05i,0.00075281+0.0002008i,0.00058919+0.0002076i
0.00043971-0.0011263i,4.3996e-07-0.0017513i,-0.0010335-0.0011918i,-0.0014502-0.0014009i,-0.0013738+0.00019173i,-0.0010898+0.002535i,-0.0010044+0.0025896i,-0.0022413+0.00088078i,-0.0037459-0.000955i,-0.0032851-0.0010561i,-0.0027031-0.00070904i,-0.0022439-0.0012203i,-0.00072945-0.0016788i,0.00030413-0.00074438i,-0.00023112+1.2247e-05i,-0.00052278+0.00054671i,-0.00020227+0.00041583i,0.0010634-0.00026207i,0.0012566-0.00064027i,6.1173e-05-0.00012231i,0.00067527+0.00017643i,0.00078597+7.8945e-05i,-0.00058252-0.00041099i
0.00034371-0.0031673i,0.0011243-0.0039514i,0.00098102-0.0045733i,0.00089284-0.0030474i,-0.00024078-0.00052409i,-3.8843e-05+0.0013618i,8.5463e-05+0.0017742i,-0.001963+0.0018014i,-0.0035637+0.0013861i,-0.0033149+0.0012898i,-0.0023096+0.0018345i,-0.0014451+0.0013406i,-0.001677-6.341e-05i,-0.0022544-0.00068427i,-0.0019984-3.6352e-05i,-0.0015834+0.0006361i,-0.00099234+0.00028085i,-0.00016661-0.00027129i,-0.00011009-0.00029351i,-0.00025321-0.00089888i,-0.00021385-0.0015956i,-0.00033222-0.0013321i,-0.00040406-0.00065862i
-0.00059248-0.0021792i,-0.0011985-0.0025759i,-0.0030549-0.0030288i,-0.0034437-0.0019925i,-0.0027724+0.00095679i,-0.00013508+0.0036565i,0.0021142+0.002994i,0.0011391+0.0020186i,0.00088019+0.0022092i,0.0010281+0.0022595i,0.00014876+0.0014766i,-0.00042971+2.7687e-06i,-0.00060645-0.00056478i,-0.0014464+0.00030912i,-0.0014691+0.0011555i,-0.00060664+0.00094501i,-0.0010948+0.00028866i,-0.0011837-7.84e-05i,-4.6304e-05+0.00038202i,-0.00016522+0.0006731i,-0.00069779-0.00020944i,-0.00097162-0.00086377i,-0.00093063-0.00041556i
-0.0029573+0.0018134i,-0.0011947+0.0012304i,-0.00078056+0.0017127i,0.00088888+0.0012404i,0.0020431+0.00018794i,0.00201-6.6113e-05i,0.0017721-7.9581e-05i,0.002209-0.00074269i,0.0025039-0.00059062i,0.0033291-0.00041507i,0.003302-0.00036938i,0.0010918+0.00027827i,-0.00040095+0.00059744i,-0.00021979+0.00080764i,-8.873e-05+0.00078076i,-0.00052789-0.00032251i,-0.0004697-0.00071198i,-0.00062652-0.00028419i,-0.00058888-0.00052073i,-0.00016478-0.00064852i,-0.00024988+0.00041305i,-2.2215e-05+0.00089798i,0.0004287+0.00059009i
