-0.00091829+0.00031107i,-0.00095442+0.00038967i,-0.0013495-8.7924e-05i,-0.001387-0.00076887i,-0.00059614-0.00083232i,-0.00037813+0.00015113i,-0.00056699+0.0009606i,0.00013612+0.0016133i,0.00011146+0.00053126i,0.00076729-0.0010629i,0.001572-0.0013231i,0.00078082-0.0011277i,9.3244e-06+7.9052e-05i,-0.00043557+0.00082318i,-0.00046042-8.1181e-05i,5.6223e-05-0.0010824i,0.0002311-0.0011124i,0.00050488-0.00065902i,0.00039444+0.00020014i,2.8802e-05+0.00056144i,-0.00026024+0.00095547i,-0.00093551+0.00085589i,-0.00063563-0.00033559i
0.00070431+0.00034402i,0.0021613+0.00049672i,0.0038621+0.0015932i,0.0064629+0.0019108i,0.0071703+0.0016861i,0.0061707+0.00069325i,0.0035443-0.0027668i,-0.00089286-0.0063272i,-0.0044035-0.005443i,-0.0047809-0.0027422i,-0.0031166-0.0020589i,-0.00198-0.0011647i,-0.0013871+0.00072567i,-0.00098667+0.0018687i,-0.0014593+0.0033195i,-0.00084923+0.0052i,0.00026909+0.0043864i,-6.6417e-05+0.0024653i,0.00039938+0.0014155i,0.0010091+0.00054515i,0.0010446-0.0004062i,0.00064833-0.00050963i,-0.00023268-0.00022507i
-0.0018265+0.0004128i,-0.0027583+0.00022518i,-0.0054282+0.00037444i,-0.0058832+0.00086187i,-0.0038087+0.00031292i,-0.0025765+0.00013657i,-0.0039422+0.00095161i,-0.0054759+0.00062093i,-0.0044694+0.0010331i,-0.0030381+0.0032757i,-0.002674+0.0037028i,-0.0015927+0.0029659i,-0.00059555+0.0025216i,-0.00043707+0.0020226i,0.00069712+0.0030961i,0.0031287+0.0030558i,0.0044703+0.00080976i,0.0028128+0.00013794i,0.00052541+0.00027363i,-0.00022218-0.00036493i,-0.00025806-0.00037307i,0.00012117+6.1078e-05i,0.0003288-0.0002114i
0.0012561-0.00082423i,0.0025554-0.00058531i,0.0046932+0.00095869i,0.003915+0.0015253i,0.0027756+0.0025029i,0.0026657+0.0040442i,0.0017247+0.0043622i,0.00045504+0.0045875i,0.00093537+0.0039082i,0.0023197+0.0029376i,0.0023944+0.0022693i,0.0020396+0.0016299i,0.0025677-0.00013827i,0.0036422-0.00086813i,0.0045765-0.00051678i,0.004308-0.0012418i,0.0033317-0.0012906i,0.0026522+0.00033893i,0.0015553+0.0012192i,0.0015076+0.00045213i,0.0013132-5.0604e-05i,0.0002164-0.0001142i,-0.00050149-8.2229e-05i
-0.00040801-0.00025763i,-0.00041712+0.0008442i,-0.00068359+0.0016534i,1.3031e-05+0.0038133i,0.00068195+0.0057232i,0.0027307+0.0060199i,0.005282+0.0046099i,0.0057098+0.00285i,0.0048907+0.0014079i,0.0044993-0.00089819i,0.0046032-0.0015694i,0.0033812-0.00074222i,0.0018067-0.00077278i,0.00044137-0.0015027i,-0.0019355-0.0021501i,-0.0042523-0.0024845i,-0.003972-0.0017138i,-0.0026002-0.0016477i,-0.0026582-0.002354i,-0.0027693-0.0022958i,-0.0018105-0.0018338i,-0.001303-0.00070596i,-0.0015664-0.00021275i
-0.0012603+0.0017907i,-0.0015531+0.0016292i,-0.00019179+0.002281i,0.0038382+0.0021447i,0.0069963+0.0019326i,0.0071084+0.0024392i,0.0068018+0.0014197i,0.0063577-0.0014108i,0.0037757-0.0033037i,0.00070096-0.0038825i,-8.4903e-05-0.0046419i,-0.00074793-0.0049995i,-0.0013061-0.0035426i,-0.0011068-0.0025452i,-0.00082348-0.0028208i,-0.0016633-0.001403i,-0.001799+6.1979e-05i,-0.0005544-0.00019394i,0.00054061-0.00089141i,0.00069417-0.0020547i,3.9713e-05-0.0022996i,-7.932e-05-0.0010012i,-0.00045933-0.00016782i
-0.0024766+0.00025209i,-0.0029161+3.5691e-05i,-0.0035183+0.00080787i,-0.0023006+0.0043683i,0.002281+0.0051761i,0.0065042+0.0027608i,0.0059849+0.00011017i,0.0036979-0.00362i,0.0017037-0.0048938i,-0.0010193-0.0029338i,-0.003771-0.0020654i,-0.0041681-0.0014229i,-0.0032695+0.00026566i,-0.0020262+0.0016879i,-0.00078043+0.0029896i,0.00075216+0.0040137i,0.0023763+0.0030859i,0.0019859+0.00089206i,0.00072074-1.7702e-05i,0.0001418-0.00032843i,0.00024938-0.00089969i,0.00020796-0.0011637i,0.00023863-0.00079198i
-0.0035974+0.0015555i,-0.003612+0.0015861i,-0.0029268+0.00037178i,-0.00069615-0.0019581i,0.0016721-0.0018517i,0.0029604-0.0013161i,0.0020989-0.0028892i,-0.00053056-0.0041397i,-0.0024877-0.0032472i,-0.00262-0.00058774i,-0.002339+0.0017677i,-0.0018006+0.003174i,-0.00064555+0.0029045i,-0.00020899+0.0014223i,0.00088505+0.00079732i,0.0030218+0.00020555i,0.0043211-0.00051818i,0.0042754-0.00041944i,0.0029488+0.00010675i,0.0021271+9.0249e-05i,0.001309-0.00010731i,6.0996e-05+8.3564e-05i,-0.00031916+1.2314e-05i
-0.0002081-0.0028812i,0.0017644-0.0025888i,0.0041104-0.00050114i,0.0033569+0.0034902i,0.00022387+0.0064493i,1.6174e-05+0.0057146i,0.00080722+0.001884i,-0.0016715+0.0001854i,-0.0024754+0.001187i,-0.00011651+0.0020891i,0.0022358+0.0028934i,0.0036208+0.0023979i,0.0034825+0.0010586i,0.003119+0.00024012i,0.0026603-0.00032931i,0.0013723-3.683e-05i,-0.00016211+0.0014481i,-0.00067201+0.0025102i,-0.00032827+0.0030551i,-0.00072068+0.00297i,-0.00068449+0.0019254i,-0.00049402+0.0010356i,-0.00016691+0.00095356i
0.00097738+0.00093232i,-0.00082825+0.0017097i,-0.0042966+0.0017042i,-0.0043464+0.0019513i,-0.0020217+0.0028106i,-0.00079951+0.0044205i,0.00088841+0.0044222i,0.0025557+0.0043109i,0.0023841+0.0039958i,0.0018096+0.0011776i,0.0026426-0.0021639i,0.0031438-0.0043909i,0.0015252-0.0046617i,-0.0001847-0.0035938i,-0.0018514-0.0034863i,-0.0038412-0.002392i,-0.0040123-0.00059705i,-0.0027892+0.00016126i,-0.0019486+3.2766e-05i,-0.0011944-0.00060185i,-0.00025059-0.0013964i,-0.00072558-0.0014278i,-0.0014185-0.00081294i
0.0015549+0.0008288i,0.0043649-0.00020503i,0.0088835-0.00076745i,0.011209-0.00025298i,0.011265+0.0017161i,0.0097315+0.0043087i,0.0080367+0.0047929i,0.0078209+0.002275i,0.0072768+0.00078583i,0.0038069-0.0004874i,-0.00051489-0.0036766i,-0.0025229-0.0051951i,-0.0024319-0.0035193i,-0.001293-0.0018975i,-0.00041055-0.0010909i,0.0007381+0.00023658i,0.0015658+0.001302i,0.00079128+0.00057331i,-0.00013745-0.00027293i,-0.00043637-0.00053549i,0.00020233-0.00042761i,0.000665-0.00027239i,5.8621e-06-0.0011267i
0.00051945-0.00061043i,-0.0011502+0.002155i,-0.003922+0.0030236i,-0.004024+0.0023456i,-0.00052569+0.0013644i,0.0046138+0.00037971i,0.0067267-0.0017265i,0.0054962-0.0044042i,0.0040666-0.006264i,0.001431-0.0046167i,-0.0033952-0.0017074i,-0.0060469+0.0011994i,-0.0054328+0.0032329i,-0.0038426+0.0034593i,-0.0021876+0.0030611i,7.6344e-05+0.0021172i,0.0019976+0.0010966i,0.0019996-0.00044727i,0.0015404-0.0013529i,0.00047825-0.0017828i,-0.00027837-0.0020307i,-0.00058929-0.0015822i,-0.00040783-0.0010259i
0.0014485-0.0013844i,0.0017651-0.0012396i,0.00281-0.0025982i,0.0020557-0.0051929i,0.00058901-0.0058107i,0.00070107-0.0052582i,0.00071234-0.0065211i,-0.0032245-0.0076058i,-0.0064006-0.0074712i,-0.0052761-0.0047589i,-0.0033806+0.00052508i,-0.0016103+0.0042882i,0.00037121+0.0040122i,0.0005199+0.0018504i,0.00098646+0.00036405i,0.002453-0.00057427i,0.0032198-0.0015278i,0.0038529-0.0015154i,0.0041955-0.00089302i,0.0034039-0.00031823i,0.0017765+0.00032292i,0.001102+0.00011615i,0.00051824-0.00021436i
0.0022774-0.002143i,0.0025269-0.0012335i,0.0031956-0.00022976i,0.0017899+0.0036708i,-0.0016644+0.0068705i,-0.0029886+0.0061505i,-0.0022824+0.0038007i,-0.0042946+0.0038101i,-0.0068502+0.004959i,-0.0051538+0.0031317i,-0.00032873+0.0011625i,0.0045146+0.00014508i,0.0060144-0.0013286i,0.0047966-0.0008754i,0.0031919-2.2563e-05i,8.3229e-05+9.7244e-05i,-0.0029955+0.00068053i,-0.0027767+0.0016123i,-0.0016246+0.0019994i,-0.00075832+0.001852i,-0.00050709+0.0020316i,-0.00064075+0.0022025i,1.7728e-06+0.0016332i
-0.0041194-0.00017082i,-0.0046847+0.0010523i,-0.0054395+0.0012691i,-0.0031119+0.0025906i,0.0033327+0.0061881i,0.0062515+0.0082265i,0.0044586+0.0077359i,0.0047733+0.0086759i,0.0052724+0.010109i,0.003746+0.006969i,0.0032536+0.00097736i,0.0028331-0.0042444i,0.0012127-0.0068613i,0.00019436-0.0056625i,-0.00026671-0.0026238i,-0.0010225-0.00033385i,-0.0020015+0.0013591i,-0.0032952+0.001278i,-0.0025633+0.00034689i,-0.00078875+0.00015575i,-0.00034779-4.5743e-05i,-0.0008106+7.7082e-05i,-0.0010809-0.00028458i
9.215e-05-0.0015383i,0.0013813-3.6207e-05i,0.005252+0.0008782i,0.0095882+0.0024806i,0.010727+0.0052903i,0.010724+0.0066264i,0.01118+0.0045544i,0.013189+0.00069123i,0.014452-0.0017928i,0.0096174-0.0024367i,0.0017848-0.0036167i,-0.0047296-0.0047744i,-0.00776-0.0047092i,-0.0059376-0.0029335i,-0.0020296-0.0011616i,0.00010106-0.00073556i,0.0012657-0.00044172i,0.00039025-0.00024336i,-0.001346-0.00044126i,-0.0017393-0.00091279i,-0.0019644-0.0014498i,-0.0019019-0.0016348i,-0.001606-0.0013507i
0.0038529+0.0023174i,0.00080728+0.00081761i,-0.0029466-0.00293i,-0.0058905-0.0074689i,-0.0035394-0.010351i,0.0034999-0.0094017i,0.0070415-0.0084714i,0.0048329-0.01168i,0.0039446-0.015246i,0.0038391-0.013421i,-0.00062435-0.0066351i,-0.005368+0.0001392i,-0.006601+0.0045307i,-0.0048976+0.0052218i,-0.0026633+0.0028963i,5.7553e-05+0.00021372i,0.0027968-0.0019424i,0.0036053-0.0031064i,0.0029707-0.0028698i,0.0020785-0.0020307i,0.0013199-0.0014988i,0.00055916-0.0011488i,3.6391e-05-0.0013213i
0.00039869-0.00017174i,0.00354+0.00058233i,0.0073931+0.0019215i,0.0083905+0.0044886i,0.0038779+0.0051941i,-0.0022553+0.0028229i,-0.005151+0.0001426i,-0.0098723-0.0033616i,-0.013774-0.0064231i,-0.01085-0.0057968i,-0.0046217-0.00037616i,0.00014157+0.00624i,0.0028467+0.0089372i,0.002399+0.007558i,0.0014645+0.0039038i,0.0025745+0.0016284i,0.0027772+0.0010805i,0.0037948+0.0013476i,0.004471+0.00088322i,0.0033447+0.00025877i,0.0021013+0.00046168i,0.00080403+0.00027795i,7.3533e-05-2.2594e-05i
-0.0022036+0.0039082i,-0.0028274+0.0067557i,-0.0059838+0.010865i,-0.0085449+0.013055i,-0.0062627+0.013042i,-0.003567+0.010649i,-0.0031896+0.0079668i,-0.0055512+0.010592i,-0.0096462+0.014366i,-0.0090853+0.011767i,-0.0024135+0.0064069i,0.0053845+0.002489i,0.0097969+0.00056605i,0.0082568+0.00070924i,0.0046506+0.0014738i,0.0017781+0.0010617i,-0.0010119+0.00044074i,-0.0023475+0.00026048i,-0.0013607+0.00010803i,-0.00016461+0.00047948i,0.00031502+0.0011882i,0.0011138+0.0012373i,0.0012644+0.0010848i
-0.00047678-0.0020491i,9.6104e-05-0.0037856i,0.0025778-0.0087346i,0.0076668-0.0084099i,0.012511-0.0002904i,0.014041+0.0069256i,0.013589+0.0082746i,0.013896+0.0098212i,0.013365+0.013564i,0.0095024+0.012168i,0.0055616+0.0044991i,0.0037811-0.0041348i,0.0031256-0.0094413i,0.0020879-0.0093447i,0.0012188-0.0062365i,0.00034665-0.002001i,-0.00036429+0.0022935i,-0.00077218+0.0038173i,-0.0011989+0.0030406i,-0.0018448+0.0024984i,-0.0023902+0.0012167i,-0.0024605+0.00028695i,-0.0014747+0.00016781i
-0.00083933+0.0030135i,0.00043348+0.0062344i,0.0022648+0.010168i,0.0046478+0.011146i,0.0079511+0.0060687i,0.011923-4.6405e-05i,0.01341-0.0044505i,0.015096-0.0087845i,0.018339-0.010659i,0.015875-0.0086656i,0.0068354-0.0056078i,-0.0019465-0.005079i,-0.0065027-0.0052479i,-0.006637-0.0044477i,-0.0039804-0.0037763i,-0.0020321-0.0022245i,-0.0015036-0.0010752i,-0.001794-0.0016492i,-0.0025743-0.0015508i,-0.0023557-0.00084612i,-0.0020033-0.00076097i,-0.0017395-0.0012582i,-0.0014889-0.0011097i
-0.00039509+0.00060636i,-0.0019675-0.00028703i,-0.0036263-0.0041238i,-0.0040742-0.010541i,-0.0024419-0.015968i,-0.00070648-0.016117i,-0.0011786-0.013921i,-0.0040448-0.017522i,-0.004487-0.022805i,-0.0024473-0.019614i,-0.0021703-0.0098284i,-0.0053078-0.0002319i,-0.0087105+0.0054854i,-0.0083375+0.0062295i,-0.0056731+0.004262i,-0.0018432+0.00084698i,0.0024192-0.0027646i,0.0039058-0.0041582i,0.0036438-0.0037659i,0.0032352-0.003559i,0.0015926-0.0030347i,0.00052466-0.0023857i,0.00056263-0.0016212i
0.0024794-0.00049225i,0.003655+0.0010427i,0.0057353+0.0041203i,0.0026968+0.0092377i,-0.0056822+0.012772i,-0.010882+0.011027i,-0.011791+0.0073547i,-0.015685+0.004401i,-0.0208+0.00097385i,-0.018481-0.0014427i,-0.010042-0.00012149i,-0.0027245+0.0036789i,0.0010117+0.0070464i,0.0023465+0.0079198i,0.0016734+0.0060028i,0.0012464+0.0042544i,0.0012992+0.002811i,0.00045448+0.0014679i,-0.00060885+0.00063358i,-8.6412e-05-0.00070747i,0.0012548-0.0011667i,0.0015132-0.001051i,0.0010015-0.00061825i
-0.00023758-0.00034835i,-0.0030033-0.00053023i,-0.0077866-0.0018782i,-0.011314+0.0015556i,-0.0078058+0.011097i,-0.00039725+0.018557i,0.003533+0.018576i,0.0022139+0.020531i,-0.0020467+0.024031i,-0.0047699+0.019784i,-0.0033689+0.0095036i,0.0021913+0.0019688i,0.0076323-5.1857e-05i,0.0080439-0.00035455i,0.0055546+0.00044727i,0.0027322+0.001404i,0.00024784+0.0019619i,-0.00088259+0.002697i,-0.00045138+0.0017784i,0.00024567+0.00010275i,-0.00028191-0.00046459i,-0.00040903+0.00048313i,0.00046464+0.0014422i
-0.002427-0.0014932i,0.001237-0.00071071i,0.010734+0.0002214i,0.023457+0.0032077i,0.031326+0.0077564i,0.032537+0.0098075i,0.028719+0.0063805i,0.025996+0.0050319i,0.025803+0.0081425i,0.020849+0.0077496i,0.010497+0.0030573i,0.0039963-0.0019804i,0.0029628-0.0071344i,0.0027905-0.0098592i,0.0024108-0.0078774i,0.00082275-0.0037461i,-0.0012118+0.0011963i,-0.0013642+0.0043857i,-0.0013432+0.0043902i,-0.0019569+0.003686i,-0.0017367+0.0027777i,-0.00065304+0.0013011i,0.00033216+0.0006584i
0.0027492+0.00082179i,0.00010839+0.0036374i,-0.0049984+0.0053163i,-0.0085075+0.0021441i,-0.003258-0.0088182i,0.0040658-0.019069i,0.0069126-0.022477i,0.010544-0.023957i,0.015263-0.024701i,0.013478-0.020594i,0.0061479-0.011978i,-0.0010314-0.0051823i,-0.0056548-0.0031523i,-0.0054357-0.0029544i,-0.0033584-0.0018705i,-0.0023578-0.001687i,-0.0018829-0.0025286i,-0.0015988-0.0032588i,-0.0017151-0.0039257i,-0.0010639-0.0039234i,-0.0004097-0.0028706i,-0.00051895-0.0023618i,-0.00060883-0.0018419i
-0.0014708-0.0024098i,-0.00047318-0.0058233i,0.00040078-0.01272i,0.0010794-0.018431i,-0.0034823-0.0203i,-0.010095-0.018823i,-0.01394-0.016345i,-0.01663-0.019093i,-0.018598-0.023266i,-0.016205-0.018698i,-0.0094015-0.0095466i,-0.0056611-0.0019579i,-0.0071878+0.0041665i,-0.0075368+0.0074521i,-0.0044583+0.0057895i,-0.0012122+0.0017952i,0.0013061-0.0012025i,0.0020846-0.0030964i,0.0015723-0.003304i,0.0010913-0.0028938i,0.00037027-0.0024529i,-0.00020165-0.0020037i,-0.00037672-0.002357i
0.00045008+0.0014534i,0.0014906+0.0066806i,-0.0009662+0.015434i,-0.0088313+0.025042i,-0.017562+0.031018i,-0.021329+0.030942i,-0.019578+0.026461i,-0.020061+0.021376i,-0.023129+0.017883i,-0.019584+0.013996i,-0.010114+0.0074688i,-0.0019763+0.0039185i,0.0028456+0.0052003i,0.0052471+0.0054998i,0.0057511+0.0037326i,0.0042901+0.001426i,0.0016155+0.00063194i,-0.00065163+0.00071274i,-0.00095401-0.00065608i,-0.00072236-0.0023897i,-0.00082082-0.0023626i,-0.00045286-0.00078546i,5.1e-06+8.7368e-05i
-0.0015863-0.0015916i,-0.0041138-0.0053785i,-0.0061315-0.0082496i,-0.002546-0.0042303i,0.0071205+0.010258i,0.016926+0.02455i,0.019378+0.02701i,0.014929+0.027677i,0.011341+0.028768i,0.010323+0.021792i,0.0072228+0.0093932i,0.0052369+0.00057148i,0.0062973-0.0035558i,0.0057689-0.0046876i,0.0029033-0.0028889i,0.00073491-0.0002626i,0.00080857+0.0019694i,0.0021741+0.0032634i,0.0031435+0.0033777i,0.0027461+0.0022308i,0.001291+0.00078445i,0.00035233+0.00075129i,-0.00016773+0.0019943i
0.0049179+0.0026137i,0.011404+0.0060158i,0.021302+0.011198i,0.030619+0.013862i,0.040067+0.0098259i,0.044288+0.0020545i,0.040921-0.0027493i,0.036916-0.0040808i,0.033979-0.0054816i,0.025641-0.0084664i,0.012009-0.0080464i,0.0025576-0.0061004i,-0.00038435-0.0069475i,-0.001943-0.0080762i,-0.0024722-0.0066364i,-0.003011-0.0024413i,-0.0030328+0.0024919i,-0.0014733+0.0048727i,-0.00049689+0.0044381i,-0.00062915+0.0035171i,-0.00046928+0.0023556i,-0.00020159+0.0011122i,7.6065e-05+0.0006707i
-0.00066466-0.00048497i,-0.0056516-0.0021499i,-0.011403-0.0075254i,-0.01404-0.01704i,-0.0095582-0.029173i,-0.00286-0.036864i,0.00075576-0.036931i,0.0038064-0.034779i,0.0032513-0.032919i,-0.003119-0.025979i,-0.0068068-0.013416i,-0.0062505-0.0024063i,-0.007277+0.0026685i,-0.008309+0.0044412i,-0.0062215+0.0043335i,-0.0037207+0.0018008i,-0.0014534-0.00088765i,-0.00031273-0.0029279i,-0.00052924-0.0028549i,-0.00075741-0.001656i,-0.0001928-0.001459i,0.00049053-0.0013907i,0.00026238-0.0013093i
0.0048291-0.001783i,0.0088192-0.0026518i,0.013395-0.0052716i,0.0081007-0.0078446i,-0.0090393-0.0087315i,-0.024014-0.0080615i,-0.026542-0.0085321i,-0.025513-0.012792i,-0.026858-0.014309i,-0.024016-0.0062947i,-0.01445+0.0015979i,-0.0057898+0.0038908i,-0.0022675+0.006183i,-4.4705e-05+0.0075649i,0.0014579+0.0057388i,0.0020482+0.0018234i,0.0015844-0.0017671i,-2.3539e-05-0.0028951i,-0.0015329-0.0020096i,-0.0026987-0.00083118i,-0.002668-0.0011671i,-0.0022461-0.0018386i,-0.001748-0.0013844i
0.0048898+0.0033176i,0.00042623+0.0078674i,-0.010967+0.015067i,-0.023591+0.024916i,-0.028226+0.034102i,-0.02463+0.039277i,-0.020202+0.034659i,-0.019138+0.027177i,-0.014827+0.025482i,-0.0034427+0.022906i,0.005543+0.013923i,0.0076356+0.0041754i,0.008554-7.1975e-05i,0.0093343-0.0011833i,0.0080554-0.0020461i,0.0044604-0.0018643i,0.00067332-0.0012273i,-0.00015556-0.0013443i,0.00079345-0.0026346i,0.00057771-0.0030343i,-0.00043807-0.0027586i,-0.00022853-0.0028253i,0.00020286-0.0015519i
0.0016676+0.00071035i,0.0048348-0.0026111i,0.014261-0.0090293i,0.027293-0.0062046i,0.036047+0.010184i,0.037594+0.02208i,0.030646+0.023287i,0.021456+0.023414i,0.020892+0.020181i,0.022992+0.007685i,0.016558-0.0036625i,0.0079507-0.00739i,0.0041283-0.0087486i,0.0018781-0.0095733i,0.00065104-0.0070364i,0.00027285-0.0023044i,0.00027551+0.0026807i,0.0019838+0.0044773i,0.0034223+0.0022651i,0.0028981+0.00076899i,0.0025498+0.0011171i,0.0016237+0.001319i,-8.5212e-05+0.0012258i
0.0015117+0.0013559i,0.0025801+0.0093143i,0.0051397+0.019391i,0.015025+0.020185i,0.03062+0.007289i,0.039148-0.0065606i,0.037597-0.009587i,0.032453-0.0079986i,0.025297-0.013218i,0.012566-0.020189i,0.00044655-0.017518i,-0.0033312-0.0099996i,-0.0048322-0.0064029i,-0.0067694-0.0035252i,-0.0060392-0.00091063i,-0.0035226+0.0014445i,-0.00095655+0.0039484i,0.00084675+0.0039185i,0.00069346+0.0024223i,-4.6944e-05+0.00069817i,-3.1543e-05+0.00065598i,0.00055452+0.0018614i,0.0008408+0.0018389i
0.0031454-0.0029403i,-0.00099894-0.010147i,-0.0043295-0.025889i,-0.0075136-0.042812i,-0.010667-0.049989i,-0.011338-0.044345i,-0.0059421-0.034477i,-0.00066578-0.029226i,-0.0069795-0.026009i,-0.018989-0.015429i,-0.020233-0.0020808i,-0.013494+0.0039039i,-0.0095514+0.0061979i,-0.0066627+0.0083597i,-0.0041108+0.0073551i,-0.0029371+0.0044155i,-0.001731+0.0020664i,-0.0017608+0.00022674i,-0.0031864-0.00023786i,-0.0026978+0.00029353i,-0.00078824+0.00043674i,0.00048496+0.00083102i,0.00059659+0.00051865i
0.0044655+0.0032335i,0.010281+0.0066582i,0.011245+0.014527i,-0.0012562+0.018645i,-0.021296+0.013818i,-0.031124+0.00802i,-0.025996+0.0012115i,-0.020885-0.0059356i,-0.019887-0.00082632i,-0.01309+0.012902i,-0.0028205+0.017336i,0.00082791+0.011316i,0.0017762+0.0066516i,0.0048763+0.0042104i,0.0056357+0.0010101i,0.002607-0.0010988i,-0.0012451-0.0023204i,-0.0036069-0.0026569i,-0.0035933-0.00081099i,-0.0026245+0.00052665i,-0.0021848+0.00025549i,-0.0019104+0.00015311i,-0.0018449+9.2592e-05i
-0.0060347+0.0015096i,-0.01445+0.0023195i,-0.02588+0.0049513i,-0.032069+0.01629i,-0.027007+0.035527i,-0.01546+0.042573i,-0.01113+0.031128i,-0.013434+0.021237i,-0.0049368+0.020361i,0.013246+0.015453i,0.020087+0.0054889i,0.014675-0.0001317i,0.010875-0.0017848i,0.0094837-0.0034999i,0.0069409-0.0031437i,0.0050263-0.0015567i,0.0038357-0.0019117i,0.0030979-0.0013474i,0.0031531-0.0011622i,0.0026277-0.0019419i,0.00080309-0.0023236i,-0.00023564-0.0028985i,-0.00083525-0.0020124i
0.0036488-0.001711i,0.013479-0.0015072i,0.030519+0.0034067i,0.048553+0.014278i,0.056983+0.023859i,0.049456+0.023291i,0.032232+0.016912i,0.020471+0.01276i,0.019868+0.0036838i,0.01867-0.012903i,0.0099346-0.020869i,0.003089-0.015935i,0.0016945-0.011239i,-0.0004605-0.0093751i,-0.0022097-0.0056121i,-0.0006641-0.0013571i,0.0015045+0.0021223i,0.0026085+0.0026045i,0.0020025-0.00052038i,0.00076437-0.0025203i,0.00026596-0.0021501i,0.00074272-0.0014341i,0.0012989-0.00091394i
-0.00013332+0.0031604i,-0.0060949+0.0068782i,-0.0097625+0.0053252i,0.0004913-0.0077381i,0.021816-0.02291i,0.031981-0.025286i,0.027445-0.013446i,0.022886-0.0048048i,0.012486-0.01038i,-0.0067667-0.017124i,-0.017469-0.01265i,-0.014576-0.0061245i,-0.0097096-0.0025294i,-0.007749+0.0010943i,-0.0053749+0.0029434i,-0.0023111+0.0031527i,0.00049016+0.0036175i,0.0013926+0.0023066i,0.00096316+0.00017288i,0.00058323-0.0004464i,0.00030183-0.00055164i,0.00042683+6.5597e-05i,0.00081659+0.00079132i
0.0042945-0.0042091i,0.0098955-0.012894i,0.01378-0.029852i,0.0057449-0.044118i,-0.010993-0.049338i,-0.018108-0.039686i,-0.0094606-0.023319i,-0.0012812-0.017207i,-0.007229-0.011342i,-0.017057+0.0039633i,-0.015755+0.014978i,-0.0095644+0.013459i,-0.0069784+0.0092576i,-0.0048103+0.0070415i,-0.0028311+0.003724i,-0.0042096+0.0014762i,-0.0047731+0.0012091i,-0.0032125+0.0021207i,-0.0024005+0.0034837i,-0.0015825+0.0042776i,-0.001535+0.0034246i,-0.0014775+0.0020835i,-0.00060736+0.00088165i
-0.001776+0.0063576i,-0.0066541+0.018439i,-0.019045+0.036278i,-0.040889+0.044715i,-0.056999+0.037229i,-0.047077+0.021814i,-0.023851+0.0059716i,-0.012828-0.0019754i,-0.0073696+0.0046661i,0.0057332+0.014791i,0.015435+0.013654i,0.011732+0.0082941i,0.006778+0.0054375i,0.0057929+0.0019172i,0.003407-0.0014872i,0.00046972-0.0035822i,-0.0011355-0.0037216i,-0.0014492-0.0025975i,-0.00093305-0.0015744i,9.1311e-06-0.00052322i,0.0006558-0.00055921i,5.2368e-05-0.0016061i,-0.00062299-0.001052i
-0.0050533-0.0038317i,-0.0057978-0.011507i,-0.0035491-0.016141i,0.0025082+0.0028209i,0.0081714+0.039428i,0.0081851+0.0499i,0.00042689+0.028534i,-0.0080006+0.010729i,-0.0010293+0.0053241i,0.01387-0.003017i,0.016307-0.012099i,0.010179-0.010595i,0.0063476-0.005009i,0.0030534-0.0033169i,0.0013111-0.0013385i,0.0024386-9.9925e-05i,0.0028841-0.00083787i,0.0014787-0.00080415i,-0.00030589-0.00059925i,-0.00058679-0.00074441i,6.6617e-05-0.0011569i,0.0007617-0.0013869i,0.00092215-0.0021305i
-0.00074375+0.0040866i,0.0069068+0.013881i,0.024126+0.030132i,0.049173+0.037154i,0.066645+0.028815i,0.05827+0.017585i,0.030888+0.010819i,0.01293+0.0082699i,0.0085017-0.00039996i,0.0010163-0.014628i,-0.0079158-0.017545i,-0.0066144-0.011311i,-0.0010271-0.0062132i,0.0011609-0.0022415i,0.0026157+0.0016291i,0.0037882+0.0026843i,0.0042004+0.00075298i,0.0036917-0.0012497i,0.0014647-0.0030322i,-0.0014716-0.0046641i,-0.0022633-0.0041106i,-0.0015052-0.0012108i,-0.0008894+0.00039132i
-0.0031761-0.00029205i,-0.01093-0.0079427i,-0.017547-0.029901i,-0.0089041-0.060254i,0.014015-0.077172i,0.026366-0.061836i,0.022237-0.024391i,0.016529-0.0010052i,0.0061368-4.2478e-05i,-0.010386+0.0013866i,-0.014683+0.0079248i,-0.0084499+0.0062147i,-0.0044077+0.00080729i,-0.0024481+0.00073946i,-6.154e-05+0.0027712i,0.0017714+0.0036575i,0.0030147+0.0037757i,0.0033419+0.0027161i,0.0033629+0.0014462i,0.0038803+0.00098441i,0.0036553+0.00071021i,0.0012418+0.0010914i,-0.0010352+0.001787i
0.0042604-0.00083203i,0.012629+0.0001301i,0.018088+0.003858i,-0.00011836+0.0011204i,-0.036491-0.010826i,-0.045678-0.016281i,-0.018921-0.011914i,0.0019762-0.0098803i,0.0019101-0.0038003i,0.00088211+0.0091807i,0.0043945+0.01331i,0.0027864+0.0080967i,-0.0016139+0.00319i,-0.0036915-0.00013475i,-0.0051272-0.0028073i,-0.0067574-0.001858i,-0.0065007+0.00092681i,-0.0037249+0.0011742i,-0.00095318+0.00033172i,-0.00035341+0.00072112i,-0.0012877+0.0011574i,-0.0013749+0.00077135i,-0.00047207+0.00021519i
