0.0025211+0.0022129i,0.0024439-0.00035549i,0.0015791-0.0031407i,0.00037281-0.0034304i,-0.0013847-0.0013935i,-0.0026906+0.00093069i,-0.0017722+0.001933i,0.00051833+0.0017806i,0.0020747+0.00067027i,0.0016802-5.2552e-05i,0.0007177-0.00026362i,0.00025703-0.00094549i,-0.00074091-0.0010499i,-0.0015236-0.00024476i,-0.0015349+0.0003794i,-0.0010994+0.00040776i,-0.00054376+0.00011861i,0.00021018-0.00049098i,0.00078497+5.8456e-05i,0.00083385+0.00079471i,0.00031059-6.1846e-05i,-0.0001541-0.00095848i,4.0837e-05-0.00056908i
0.00074001+0.00020137i,0.0014508-0.0002468i,0.002046-0.00023753i,0.0012341-0.0012791i,0.00038485-0.0023063i,-0.00054182-0.0013514i,-0.0016333+7.5807e-05i,-0.0010974+1.4411e-05i,0.0006059-0.00023483i,0.00064714+0.00023239i,-0.00097783+0.00022829i,-0.0010698-0.00056226i,-0.00062987-0.0011157i,-0.00055099-0.0010218i,-0.00061265-0.00062733i,-0.00078951-6.412e-05i,-0.00028505-0.0001459i,-0.00014197+0.00028549i,-4.5981e-05+0.001101i,-0.00040556+0.00098849i,-0.00057938+0.00030691i,-0.0002576-7.6004e-05i,5.3446e-05-0.00022089i
-0.00081123+0.00098932i,-0.00033175+0.002231i,-0.00037558+0.0015239i,-0.00093133+0.00093091i,0.00031226+0.00089777i,0.001591+0.00063688i,0.0010065+0.00079547i,-5.3345e-05+0.00080668i,-0.0005485+0.00069058i,-0.00051708+0.00028799i,0.00012792-0.00063485i,0.0002649-0.0011876i,-0.00018051-0.00063192i,6.8002e-05-0.00029569i,0.00016705+7.869e-05i,0.00017393+8.8243e-05i,0.00023557-5.0458e-05i,-0.00014783+0.00021624i,-0.00027143+0.0005835i,-0.00031172+0.00072125i,-0.00070235-1.0085e-05i,-0.0001737-0.00064301i,0.00054063-4.8153e-05i
-8.2234e-05-0.00019408i,0.00010687+0.00039383i,-0.00071186+0.0010508i,-0.0014095+0.00046755i,-0.0016985+0.00017731i,-0.00049074+0.00087569i,0.00043697+0.0014668i,5.7698e-05+0.0010902i,-0.00026999-0.00039348i,-0.00016608-0.00075773i,0.00067156+0.00015142i,0.0013719+9.2081e-06i,0.0010601-0.0007428i,0.00043716-0.00045626i,-9.6607e-05+0.00012805i,-6.7838e-05+0.00014819i,-0.00026345+3.4849e-05i,-0.00057423-0.00022087i,-0.00013471-0.00050464i,-0.00016678-0.00036637i,-0.0005234-0.00037517i,-0.00034601-0.00025586i,-0.00041488+0.00048061i
0.00058554-0.00020856i,0.00012895+0.00071343i,-0.00069165-5.0811e-05i,-0.00062807-0.00037801i,-0.0003445+0.00081461i,-0.00031826+0.00084281i,7.8423e-05+8.5671e-05i,0.00054236-2.93e-05i,4.5837e-05-0.00050378i,-0.00071742-0.00045612i,0.00030122-0.00035844i,0.00054569-0.00049467i,-0.00024074-0.0002432i,-0.00038405+0.00012109i,-0.0001058-8.2927e-05i,0.00024285-0.0010022i,-0.0002796-0.0013009i,-0.00032964-0.00051297i,3.1854e-05+0.00020513i,-0.00027589+0.00047268i,-0.00058184-0.00011955i,-0.00048565-0.00050096i,-0.00032538-0.00039535i
0.00012971+0.00021618i,1.2594e-05-0.00040642i,0.00026998-0.0015278i,-0.00020025-0.001272i,-0.0013265-0.00097084i,-0.0018822-0.00046385i,-0.0016968+0.00038919i,-0.00091366+0.00023331i,-0.00074688-0.00033102i,-0.00067195-0.00090162i,-0.00046759-0.00013064i,0.00020637+0.00014908i,0.00041386-0.00064951i,-9.2934e-06-0.00097624i,0.00026443-0.00061518i,4.3573e-05+2.788e-05i,0.00050621-0.00042441i,0.00062554-0.00064541i,0.00048207-0.0004099i,0.0010818-0.00072232i,0.0008069-0.00055298i,0.00016475-0.00087542i,-0.00024396-0.0011021i
-0.0003546-0.00059762i,-0.00072131-0.00064123i,-0.0010255-0.001273i,-0.00059024-0.0012567i,0.00023114-0.00094866i,0.00010763-0.00052248i,0.00058493+0.00022895i,0.0015925+0.00090635i,0.0011082+0.00072135i,-0.00020182+0.00030112i,0.00020576+0.00042354i,0.001246+0.00060212i,0.00088504-0.00010193i,0.00041198+0.00030546i,0.00037994+0.0011635i,-0.00033792+0.0010119i,-0.00084536+0.00067907i,-2.3715e-05+0.00059989i,0.00063714+0.00066408i,0.00041706-3.149e-05i,9.3556e-05-0.00090525i,0.00087727-0.00047373i,0.00081532-0.00023686i
0.0012705+6.082e-05i,0.00084369-0.0006107i,0.00054437+0.00045836i,0.00025284+3.8941e-05i,0.00033744-0.0010298i,0.00023236-0.00047952i,-0.00023867+0.00052851i,1.5972e-05+0.00091739i,0.00046352+0.00046931i,0.00036456+0.00015213i,-0.00035591-0.00058597i,-0.00045422-0.00069571i,-0.00052083-0.00058481i,-0.00080867+0.00026152i,-0.00064856-0.00047293i,5.8182e-05-0.0010644i,0.00042914-0.00037854i,0.0003933-0.00028815i,4.2939e-05-0.0002099i,-0.00037241+0.00021765i,-0.00015714-0.00012334i,0.00034809-0.00071658i,5.3495e-05-0.00053977i
0.00022746-0.0006821i,-0.00084256+0.00024419i,-0.0018486+0.001499i,-0.0010019+0.0023612i,-8.5544e-05+0.001589i,-0.00039312+0.00075359i,1.0627e-05+0.00061873i,0.00041109+0.00072151i,0.00032327+0.00086638i,4.9548e-05+0.00053911i,-0.00017105-0.00025933i,3.723e-05-0.00011741i,-1.3953e-05+2.9851e-05i,-0.00016775+0.00020424i,-2.0706e-05+0.00024424i,0.00063849-0.00087922i,0.00035637-0.0010378i,-0.0010851-9.9172e-06i,-0.00083531-0.00033232i,0.00011115-0.00082451i,0.00091752-0.0003968i,0.0011931+0.00017688i,0.00021398+0.00018367i
-0.00047901-0.00059128i,-0.0011498-0.0013508i,-0.0021302-0.0012341i,-0.0022438+3.3157e-05i,-0.0012657+0.00082556i,-0.00044912+0.0014416i,-0.00026261+0.0015439i,0.00040055+0.00070044i,0.00020848+0.00071596i,-0.001076+0.0012558i,-0.00078301+0.0010097i,-0.00010788+0.00015039i,0.000324-2.6224e-05i,0.00056021+0.00062952i,0.00067356+0.00082002i,0.00017284+1.3266e-05i,-0.00067061-0.00034533i,-0.00035609-0.00048537i,0.00049872-0.00051221i,0.00057758+4.4744e-05i,-0.00030284+0.00066183i,-0.0002867+0.00078169i,0.00076873+0.00049148i
-0.0025452+0.00054581i,-0.0016573+0.0012149i,-0.0010302+0.00039402i,-5.7874e-05-0.00015388i,0.00033445+8.6419e-05i,-0.00014681+0.00054466i,-0.00038945+0.0012556i,-0.00028075+0.0016096i,-0.0003455+0.00068965i,-0.00035141-4.1553e-05i,0.0003121+0.00021934i,0.00014388+0.00016863i,-0.00074599-0.0002679i,-1.729e-05-0.00068473i,0.00064927-6.0033e-05i,0.00046065-6.3187e-05i,0.00013776-0.0004243i,-0.00012162-0.00033036i,0.00033895-0.00015915i,-0.00031011-0.00016505i,-0.00098515-0.00048359i,-0.00048471+8.4272e-05i,-0.00021318+0.00010934i
-2.6183e-05-0.00067823i,0.00067944-1.4068e-05i,0.00042557+0.00078886i,0.00054392+0.00061243i,0.0014879-4.7867e-05i,0.0016715+0.00020928i,0.0010641+0.00073806i,0.00025799+0.00031347i,-0.00031271+0.00017914i,-0.00048615+0.00013401i,0.00020685-0.00024611i,0.0014513-0.00070697i,0.0010112-0.00065169i,-0.00038027-0.00072051i,-0.00032406-0.00090542i,0.00032598-0.00022365i,0.00023377+0.00038007i,-0.00038144+0.000604i,-0.00055465+0.00042098i,-0.0003885+0.00032128i,-3.6404e-05+0.00017473i,0.00029612+0.00030232i,0.00033372+0.00037752i
0.0027553+0.00088079i,0.0035154-0.00016029i,0.0028029+0.00023526i,0.0011755+0.00015522i,0.00031063-0.00063687i,-0.00038245-0.00085076i,-0.00080557-1.7811e-05i,4.5372e-05+0.0011651i,0.00070357+0.00071512i,0.00070906+5.1615e-06i,0.00055753+8.768e-05i,-0.00016859-8.2699e-05i,-0.00099216-0.00017589i,-0.00099329+0.00024511i,-0.00041706+0.00040005i,-0.00073903+0.0004862i,-0.0014514+0.00035945i,-0.001438-8.4293e-05i,-0.0010662+0.00070159i,-0.00027681+0.00054065i,0.00051467-0.00010403i,0.00038772+0.00048527i,2.6258e-05+0.00055177i
-0.0018344+0.00052127i,-0.0013036+0.00098887i,-0.0010324+0.0013267i,9.3537e-05+0.0019077i,0.0012595+0.0019761i,0.0016431+0.0013799i,0.0012818+0.00014015i,0.00035333-5.1317e-05i,-0.0002671+0.0005942i,-0.0001075+0.00025182i,0.00040509-0.00040426i,0.0011166-0.00098666i,0.0010426-0.00082422i,0.0011207-0.00036477i,0.0011513-0.00021023i,-3.2257e-05-2.2135e-05i,-0.00051174-0.00033042i,-0.00055589-0.00043346i,-0.0010849-0.00046527i,-0.0013893-0.00075365i,-0.00059999-0.0011041i,0.00064089-0.00027338i,0.00092073+0.00096661i
-0.00071373-0.00064169i,-0.00014688-0.00023i,-9.9155e-05+0.0006928i,-0.00061772+0.00051276i,-0.00046744+0.00032659i,-0.0002381+0.00056283i,-0.00088586+0.00066912i,-0.00050845+0.0001836i,0.00040151+0.0001584i,0.00030561-0.0002701i,0.00053631-0.00028214i,0.00081829+5.1049e-05i,0.00014272-0.00041123i,-0.00093296-0.00028076i,-0.00093332-0.00023079i,-3.0225e-05+8.5448e-05i,0.0010275+0.0008984i,0.0012363+0.00061346i,0.00061541-0.00054791i,0.00020784-0.00063477i,6.8183e-05-0.0001828i,0.0010477+0.00013244i,0.0014385+0.00063687i
-0.00013168-0.0010006i,-0.0010518-0.00042246i,-0.001853-0.00088162i,-0.0010229-0.00041872i,-0.00019483+0.00014147i,0.00059675+3.8412e-05i,0.0007509+0.00075787i,0.0010473+0.00015852i,0.001027-0.00033022i,-8.0521e-05-0.00042303i,-0.00058914-0.00025212i,-0.00050242+0.00010472i,-4.6124e-05-0.0001115i,0.00023076+0.00038196i,3.8169e-05+0.00041245i,-4.9402e-05-0.00030939i,0.00032281-0.00032965i,0.0011758-0.00034154i,0.001082+5.3712e-05i,0.00022133+0.00044119i,-0.00047422+0.00042535i,-0.00036257+0.0003569i,0.00072933+0.00020932i
-0.00015129+0.001889i,5.5306e-05+0.0014369i,0.00067141+0.0003607i,0.0015819-0.00024754i,0.0021273-0.00025864i,0.0015718+0.00019529i,8.2814e-05-4.3646e-05i,0.00020422-3.5278e-05i,0.00023072+0.0003538i,-0.00028803+5.699e-05i,-0.00019517-0.00041885i,-0.00018189-0.00066528i,-0.00013249-0.00061385i,-0.00025052-0.00053461i,-0.00028521-0.00011196i,-6.4642e-05-0.00017674i,-8.3251e-05-0.0003782i,-0.00038047-0.00027219i,-0.00022951+5.8798e-05i,-0.00039347+0.00056624i,-0.00084256+0.00054627i,-0.00081897+4.1814e-05i,-9.7376e-05-0.00058911i
0.0015793+0.00065669i,0.0029037-9.7605e-05i,0.0020755+0.0002669i,0.00072516+0.000559i,0.00080264+0.00067354i,0.00033382+0.00086022i,-0.00041138+0.0010708i,-0.00025321+0.0013714i,1.8089e-05+0.00079791i,0.0003612+0.00011087i,-0.00023618-0.00032117i,-0.00082792-0.00037467i,-0.0012742+0.00011566i,-0.0014862-0.00080203i,-0.00087396-0.0011827i,-0.00036192-0.00017641i,-0.00057791+0.00024175i,-1.8769e-05+0.00055318i,0.00083414+0.00099232i,0.0007254+0.00098387i,0.00032393+0.00090622i,0.00031041+0.00058449i,-0.00022354-0.00016272i
0.001361-0.00076054i,0.00058391+1.2192e-05i,-0.00018298-0.00044076i,-0.00047174-1.2104e-05i,-0.00062621+0.00037782i,-0.00055174+0.00049427i,-7.7402e-05+0.00066473i,0.00030466+0.00067037i,0.00015079-0.00015165i,6.2913e-05-0.0011485i,-0.0003085-0.001077i,-0.0011489-0.0004124i,-0.0007658-0.00067977i,-0.00021437-0.00067715i,-0.0002219+3.9891e-05i,-0.00038966+0.0003107i,-0.00015103+5.648e-05i,-0.00045226-0.00030032i,-0.00055699+0.00026499i,-0.00038337+0.00070503i,-0.00080032+4.674e-05i,-0.00026875-0.00051893i,0.00099462-0.00029504i
-4.977e-05+0.00014085i,0.00074056-7.3749e-06i,0.00064078-0.00079174i,-0.0002423-0.0012662i,-0.00067454-0.00053501i,-0.00054563-0.00048771i,-0.00035341+0.00029595i,0.00014181+0.0013059i,0.00022532+0.0004494i,-0.00014857-0.00058399i,0.00038113-0.00079772i,0.00086753-0.00021539i,0.00010367-5.7064e-05i,-0.00032711-0.00033869i,0.00058953-0.0003717i,0.0011318-0.00077732i,0.00061581-0.00052349i,0.00019115+8.7662e-05i,-0.00023136-0.00059297i,-0.00047846-0.000463i,0.00039719+0.0001447i,0.00062208-0.00028157i,0.00057524-8.656e-05i
-0.0017931+0.00076571i,-0.0014046+0.00059326i,-0.0017623+0.00078316i,-0.0010352+0.00065841i,-6.1324e-05+0.00030122i,-0.00012085+0.00043582i,-0.00034832+0.00014419i,-0.00034421+0.00037332i,0.00040804+0.00036834i,0.00058479-2.2431e-05i,0.00030835+0.00015094i,4.7842e-07-0.00022505i,-4.542e-07-0.00051302i,-0.00029118-0.00028497i,-7.7008e-06-0.00027791i,1.9773e-05-0.00027627i,-0.00084701-0.0003065i,-0.00060585-0.0005625i,-0.00018059-0.00066919i,-0.00042287-0.0010003i,-6.2239e-05-0.000639i,-0.00014176+0.00019429i,-0.00079862-3.4132e-05i
0.0017046-0.00021291i,0.0026357+0.00033955i,0.0030952-0.0003228i,0.0020144-0.0011622i,0.00028863-0.00079233i,-0.00027462-0.00062648i,-0.00042877-0.0001399i,7.6545e-05+0.00014267i,0.00060967+0.00029341i,0.00088521+1.5923e-06i,0.0010788+5.6419e-06i,0.00074111+0.00010347i,0.00010378-0.00041391i,-0.00025905-0.000486i,0.00014112-0.00055338i,0.00064144-0.00043849i,4.755e-05+0.00013029i,-0.00040079-4.735e-05i,-0.00013529+8.184e-05i,-0.00046353+0.00023981i,-0.00085329-0.00020703i,-0.00052243-0.00018189i,0.00019914-0.00059637i
-0.0003324+0.0016968i,0.00054799+0.0013682i,-0.00046491+0.0022384i,8.0265e-05+0.00093047i,0.0020628-0.00064617i,0.0016365-0.00044079i,0.00040016-0.00012193i,5.5313e-05+5.0727e-05i,0.00057271+0.00016239i,0.00047278+0.000104i,-2.2215e-05-0.00021872i,0.00028181-0.00034605i,0.00053917-8.5559e-06i,-0.00043172-0.00032212i,-0.00090594-0.00090966i,-0.00048252-0.00022411i,-0.00081201+0.00021689i,-0.00089455+0.00014262i,-0.00061537+0.00066356i,-0.0011245+0.00057274i,-0.00046285+4.6286e-05i,0.00082468+0.00015942i,0.00098905-0.00031417i
0.0021056-0.0025141i,0.0013975-0.0025812i,-0.00047691-0.0016953i,-0.0013808-0.0011512i,-0.0017674-0.00021813i,-0.0016219+0.00051298i,-0.0014344+0.0010143i,-0.00058238+0.0011113i,0.00032885+0.00065715i,-0.00030528-2.637e-05i,-0.00045872+0.00032018i,-0.00016673+0.00077394i,-0.00037392+0.00051909i,-0.00074531+0.001094i,-0.0002876+0.0017331i,-4.5451e-05+0.0015654i,-0.00044552+0.00052457i,-7.2557e-05-0.00027575i,0.00071478+0.00023346i,0.00050853+0.00015618i,-2.5169e-05+0.00014127i,-0.00043742+0.00047304i,-0.00032817-5.8497e-06i
0.00061295+0.0032925i,0.0016555+0.0031564i,0.0023188+0.0015637i,0.0014697+4.3536e-05i,0.00052938-0.00072773i,0.00050485-0.00018332i,0.00059753+0.00027794i,0.00028843+0.0006239i,0.00015228+0.00048871i,1.5036e-05+0.00011816i,-0.00043127-0.00096065i,-0.00078559-0.00081491i,-0.0010276-0.00010009i,-0.0012616-0.00032876i,-0.0016906-0.00016836i,-0.00096455-0.00063748i,1.4498e-05-0.0011608i,0.00026164-0.00020965i,-6.189e-05+0.00092339i,-0.00086904+0.00079698i,-0.0008328+0.00027415i,-2.4441e-05+0.00032378i,0.0008189-8.1436e-05i
-0.0015755-0.00039347i,-0.0018094+5.9504e-05i,-9.5928e-06+0.00059563i,0.00025152-0.00025677i,0.0001011-0.00079307i,0.00053993+0.00030527i,0.00028468+0.0011394i,-0.00031867+0.00058424i,-0.00022721-0.00035885i,0.00023722-0.00084403i,0.0008122-0.00091241i,0.00050792-0.00013509i,-0.00052462+0.00023441i,-8.787e-06-5.9833e-05i,0.00024761-0.00020856i,-0.00060152-0.00046583i,-1.4633e-06-0.00072092i,0.00026402-0.00097658i,-0.00097135-0.00029925i,-0.00037283+0.00027143i,0.00040777+0.0010017i,0.00050863+0.00097018i,0.00024568+2.2069e-06i
0.00062748+0.00026924i,5.0372e-05+0.00024444i,-0.00025022+0.00035128i,0.00016109+0.0009043i,0.00024473-0.00028191i,2.7008e-05-0.00094593i,-3.6773e-05-0.0002728i,0.00057456+0.0012308i,0.0008192+0.0014127i,0.0013104+0.00033101i,0.001587-0.0002006i,0.0010961-0.00097646i,0.00056228-0.0013976i,-9.7164e-05-0.00019771i,-0.00057996+0.0010066i,-0.0006458+0.00059496i,-0.00070333+0.00037079i,-0.00056121+0.00040803i,-0.00043412-0.00040652i,0.00031754-0.00090253i,0.00078708-0.00051977i,0.00011672+0.00033177i,-0.00094125+0.00088652i
-0.0011525-0.0010719i,-0.0004208-0.0028586i,-0.00067919-0.002467i,-0.0012184-7.592e-05i,-0.00092533+0.0016452i,-0.00062748+0.0015334i,1.297e-05+0.0015424i,0.00043368+0.0010351i,0.0002861+0.0005505i,0.00061794+0.00060568i,6.0375e-05+0.00061005i,-0.00035541+0.0011777i,-5.2389e-05+0.0010442i,-0.00047627+0.00057818i,-0.000356-0.00048144i,2.4992e-06-0.0015451i,-0.00051387-0.00085003i,-0.00059312+0.00018658i,-0.00022068-2.6026e-05i,0.00020047-0.00054101i,7.1487e-05-0.00067074i,-0.00059723-0.00067457i,-0.00083143-7.7729e-05i
0.001799-0.00077572i,0.0019512+8.9375e-05i,0.00050709+1.8198e-05i,-0.0006053-0.0012789i,-0.0010223-0.0010509i,-0.00055421+0.0012561i,-0.00010982+0.0019199i,0.00026147+0.0013519i,-0.00021297+0.0010862i,-0.00068049+0.0005038i,-0.00010604+0.0001609i,-0.00018377-0.00030967i,-0.00054076-0.00054939i,-5.0398e-05-0.0002168i,0.00020794+0.00032643i,9.2061e-05+0.00049754i,-0.00036395+0.00034375i,-0.0006718+0.00034557i,-0.00057506+0.00019145i,0.00017137-0.00010251i,5.8307e-05-0.0005447i,-0.00011839-0.0010318i,0.00043671-0.0010041i
0.00055139+0.0024998i,0.0011925+0.0016718i,0.0012685+0.00107i,0.00052544+6.1453e-05i,-0.00028705-0.001134i,-0.0004476-0.00055727i,-0.00091702-9.0759e-05i,-0.0012486-0.00081825i,-0.00053882-0.0004785i,-0.00052919+0.00031854i,-0.0006708-0.00010262i,-0.00051015-0.00080914i,-0.00011488-0.00048582i,-7.2739e-07+0.00023313i,-0.00071366+0.00034117i,-0.0012315+0.00070281i,-0.00027407+0.00066369i,0.00061961+0.0011329i,0.00066051+0.0014492i,0.00034171+0.0007816i,0.00083905+0.00058256i,0.0014624+0.0012555i,0.00065004+0.0012385i
0.00051539+0.0015051i,0.00013278+0.00097807i,0.00095623-6.3854e-05i,0.0010626+5.4193e-05i,0.0003415+0.00079264i,-2.8944e-05+0.00060751i,-0.00015208+0.0005054i,0.00031505+0.00091i,0.00092015+0.0017169i,0.00066333+0.0010237i,0.0003357-0.00010967i,0.00028775-0.00034088i,-0.00012157-0.0004365i,-0.0007252-0.00073461i,-0.001163-0.0011766i,-0.00066762-0.00016041i,-0.00024928+0.00073932i,-0.00059427+0.00069277i,-8.7756e-05+0.00089789i,0.00029148+0.0012033i,0.00020661+0.00076063i,-3.4166e-06+0.00023938i,0.00026853+0.00019023i
-0.00058831+0.00036476i,0.00016716-0.00019125i,-1.808e-05-0.00036408i,-0.00095385+0.00042231i,-0.0011127+0.0013807i,-0.00049957+0.001183i,-8.6144e-05+0.00038548i,0.00031671+0.00066943i,0.00041731+0.00083918i,0.00019247+0.0004168i,0.00015199-0.00017959i,0.00045866+0.00019506i,0.00054078+2.6527e-05i,-0.00027599-0.00031939i,-0.00080273-0.00054412i,-0.00066406-0.0009848i,-0.00039636-0.00046525i,0.00045276-6.1913e-05i,0.000281-0.00022563i,-0.00018425-0.00059538i,-8.907e-05-0.00064607i,0.00043855-0.00051696i,0.00011344+4.8715e-05i
-0.00044965+0.00029653i,0.00048258+5.2159e-05i,0.00043616-0.00026906i,0.00023728+8.3302e-05i,0.00058737+0.00058359i,0.00063381+0.0010665i,-0.00028176+0.0011645i,-0.00050213+0.00074891i,-0.00059024+0.00050406i,-0.00014173+0.00022858i,-0.00011545+0.00022277i,-6.7316e-05+0.00024769i,7.8978e-05+1.063e-05i,5.6594e-05+0.00029446i,0.00028723+0.00068884i,0.00015286-0.00017168i,0.0003178-0.00030133i,0.00022989+0.00026479i,-0.00031445-5.5228e-05i,-0.00087576-0.00032498i,-0.00068456-0.00047395i,-0.00023407-0.00015125i,-0.00043048+0.00015249i
6.6501e-05+0.0024686i,0.00051043+0.0025677i,0.0013081+0.0019176i,0.0010046+0.0010475i,3.1263e-05-3.1417e-05i,-0.0018966-6.3302e-05i,-0.0024037+0.00046758i,-0.00060193-1.6662e-05i,0.00010535-1.7062e-05i,0.00064057+0.00031812i,0.00051579-0.00023955i,-0.00050826-0.00049278i,-0.00014533-7.8299e-05i,0.00013611+0.00035811i,-0.00034984-3.9284e-05i,-7.6944e-05-7.4438e-05i,0.00027427+1.9807e-05i,0.0002722-0.00020505i,-7.1107e-05+0.00029939i,-0.000513+0.00083461i,-0.00052545+0.00059798i,6.0322e-05-0.00065631i,0.00046524-0.00046486i
-0.00052535+0.0018096i,0.0003554+0.0014221i,0.00024+0.00070775i,0.0012227-9.3922e-05i,0.0010733-0.00072685i,4.8275e-05-0.00050156i,-0.00079664+8.9554e-06i,-0.00072635+4.7856e-05i,2.5715e-05-0.00030913i,0.00042892-0.00037766i,0.0007248+0.00017691i,0.0003668-0.00041281i,-0.00073596-0.00083204i,-0.00092011-0.00040199i,2.969e-05-0.00012873i,0.00041137+0.00066554i,0.00048098+0.0007198i,0.00016131-9.7656e-05i,-0.00013441-0.00048481i,0.00022585+6.4782e-05i,0.00086932+0.00013683i,0.00054616-0.00022447i,0.00017955-0.00019053i
0.00067975-0.00091555i,0.00069817-0.001384i,-0.00076909-0.00027779i,-0.0014821+0.00081045i,-0.0011174+0.00090551i,-0.00084586+0.00068572i,-0.00030853+0.0016716i,-7.9564e-05+0.002026i,0.00037162+0.00046011i,0.00092185-0.00014415i,0.0011342+0.00047766i,0.00091477+0.00045517i,7.5455e-05+9.4815e-05i,-0.00058191+0.00014151i,-0.00086446-0.0005037i,-0.0007858-0.00097095i,-0.00087734-0.00098008i,-0.00021944-0.00033994i,0.00057752+0.00013201i,0.00011016+0.00039952i,-0.00028272+0.00012168i,-2.4286e-05+0.00027966i,0.00032883+0.0003751i
2.3502e-05-9.8381e-06i,0.00074052-0.00019908i,0.00083499-0.00098801i,0.0004808-0.00033017i,2.4666e-05+0.0014333i,-9.6344e-05+0.0024331i,0.00030197+0.0018708i,0.0009169+0.00041786i,0.00094003+0.00046931i,0.00092633+0.00054088i,0.00043447-4.3577e-05i,0.00033229-0.00023945i,0.0008734-0.00046076i,0.00040536-0.00035899i,-0.0012258-9.0084e-05i,-0.0018107-0.00031307i,-0.00060868-9.3065e-05i,0.00028087-8.2339e-06i,0.0002582-0.0001857i,0.00035663-2.5447e-05i,0.00041313+0.00033244i,0.00018066+0.00091255i,-0.00016709+0.00075125i
-0.00054294-0.0010704i,-0.0011378-1.6349e-05i,-0.00089754-0.00015906i,-0.00011934-0.0004922i,-6.9768e-05+0.00054751i,-8.0623e-05+0.000897i,0.00057399+0.00065919i,0.0010207+0.0012245i,9.1978e-05+0.00067683i,-0.00048162-5.6545e-05i,8.8747e-05-0.00019805i,0.00028742-0.00017435i,6.2011e-06-5.3298e-05i,3.9384e-05-0.00048302i,3.4164e-05-0.0011595i,-7.8866e-05-0.0018838i,0.00021367-0.0013455i,0.00071267-0.001141i,0.00030891-0.0015889i,-0.00024159-0.0010601i,2.3252e-05-0.00033875i,0.00074689-0.00032434i,0.00041482+0.00023589i
0.0012043+0.00036614i,0.00066276-0.00036419i,0.00056879-0.00085624i,0.00090032-0.0010237i,0.00069016-0.00060331i,-0.00029485-0.00015745i,-0.00068375+0.00015391i,-0.00050037+0.00094095i,-0.00056013+0.0001035i,-0.00023264-0.0003022i,-9.1263e-05+0.00031305i,-0.00018431+0.0002753i,-0.00018559+0.00042826i,-0.00037963+0.00021616i,-0.00018109-0.00010634i,-0.00015749-2.2526e-05i,-0.00025247+0.00018787i,0.00031063-0.00017148i,0.0008975-0.0002714i,0.0014187-3.4746e-05i,0.0015083-0.00015515i,0.00064679-0.00029652i,0.0005308-0.00036961i
0.0013705+0.0013902i,0.0020859+0.0012145i,0.0018528+0.00075549i,0.0015071+0.00032771i,0.00075614-0.00029779i,0.0003764-0.00061345i,0.00042939-0.00026391i,0.0001209+0.00037123i,-0.00030671-3.1842e-05i,-0.00023615-6.3548e-05i,-0.00011834+0.00014169i,-0.00013698-0.00059519i,-0.00017868-0.0011921i,-0.00047448-0.00070285i,-3.9668e-05-0.00038486i,-0.0001952-0.00055981i,-0.00010722-0.00055861i,0.00038832-0.00069746i,-0.00014258-0.00076805i,-0.0002742-0.00035277i,-0.00036052-1.565e-05i,-0.00039388-0.00050223i,4.5105e-05-0.00065539i
0.00049409+0.0018639i,0.0013885+0.0022175i,0.0020651+0.0010103i,0.0014986-9.7717e-05i,0.00057222-0.00040709i,0.00023867-0.00063938i,-9.2616e-05+0.00034835i,-0.00014308+0.0016355i,0.00015052+0.0012039i,-0.00030993+0.00013762i,-0.00056821-0.00039696i,-0.0010604-0.00040721i,-0.0010438-0.00034921i,-0.00063269+0.00018232i,-0.00061868+0.001065i,-0.00060932+0.0010589i,-0.00034471+0.0008292i,0.00027799+0.0011304i,0.00049433+0.00033139i,0.00089813-0.00075925i,0.0013683-0.00086628i,0.00060188-0.00053413i,-0.00016885-0.00024268i
-0.00072607-0.0011561i,-7.9117e-05-0.0010411i,0.00031804-0.0009595i,3.17e-05+1.6537e-05i,-0.00037245+0.00083703i,-0.00029436+0.0012252i,-0.00016561+0.0016363i,-7.5043e-05+0.0022193i,0.00085185+0.00095872i,0.00086604-0.00047345i,0.00019467+5.8569e-05i,0.00021039+0.0010167i,0.00013122+0.0002752i,0.00038363-0.00018153i,0.00052345+0.00042183i,0.00098426+0.00020544i,0.0011012-0.00026681i,8.1864e-05-0.00061862i,-0.00086154-0.00055093i,-0.00027588-0.00026545i,0.0004007-1.7234e-05i,0.00020605+0.0002577i,0.00016932+0.00030482i
-0.0006174+0.00076867i,-0.00013751+0.00099902i,-0.00042509+0.00040264i,-0.00038045+8.5627e-05i,6.915e-05+0.00085554i,0.00026843+0.00032829i,-0.0002789+0.00028821i,-0.0007487+0.00084042i,-0.00047742+0.00045871i,4.6622e-05+0.00020125i,0.00062306-0.00048239i,0.00051594-0.00079308i,0.00013564+0.00016688i,-0.00033283+0.0010053i,1.5085e-05+0.00099905i,-0.00029278+0.00046721i,-0.00071089-0.00055309i,2.5642e-05-0.00060496i,0.00027353-0.00042684i,0.00028181-0.00058534i,0.00025471+0.00022792i,0.00032158+0.0010529i,0.00061484+0.00019773i
