0.0039427-0.00021468i,0.0031783-0.0029463i,0.0019868-0.0044535i,-0.00053925-0.0042434i,-0.0027776-0.0017239i,-0.0035956+0.0018902i,-0.0019623+0.0030366i,0.0005671+0.0024235i,0.0017074+0.00094482i,0.0011865-0.00088776i,-0.00048341-0.0019051i,-0.0012558-0.0017446i,-0.0015423-0.001071i,-0.0017351+0.00052487i,-0.002389+0.00097873i,-0.002216+0.0010082i,-0.00064721+0.0011378i,0.00015724+0.00080562i,0.00060703+0.00095999i,0.0010334+0.00043836i,0.00021216-0.00014276i,6.9547e-06-0.00013436i,-0.00041106-0.00028694i
0.12657+0.056703i,0.20763+0.12534i,0.21728+0.1324i,0.1695+0.089549i,0.14949+0.064615i,0.14516+0.022151i,0.097833-0.02386i,0.03814-0.010491i,0.023456+0.029348i,0.027544+0.037716i,0.016502+0.035547i,0.0081411+0.041352i,0.012123+0.038774i,0.016392+0.026605i,0.012715+0.015006i,0.0043542+0.01418i,0.0027941+0.020491i,0.0091407+0.017275i,0.012744+0.0049728i,0.0091998-0.0040335i,0.0049278-0.0091149i,0.0035332-0.013754i,0.0010194-0.015532i
-0.15521+0.0074565i,-0.25042-0.010903i,-0.24825-0.0035648i,-0.17667+0.022054i,-0.15537+0.029975i,-0.15996+0.04411i,-0.1087+0.06241i,-0.038101+0.032256i,-0.017262-0.018923i,-0.02095-0.03328i,-0.01089-0.034035i,-0.0037199-0.04356i,-0.0071008-0.045147i,-0.0096424-0.035653i,-0.008745-0.022961i,-0.004923-0.015004i,-0.0022487-0.014967i,-0.0026583-0.013549i,-0.0047405-0.0089594i,-0.0070312-0.003452i,-0.0078397+0.0056551i,-0.0041149+0.014551i,0.0027651+0.017288i
0.14583-0.056295i,0.24238-0.077559i,0.23728-0.059972i,0.16567-0.010942i,0.1521+0.017007i,0.16539-0.0082236i,0.099858-0.047873i,0.0043156-0.022604i,-0.016727+0.031424i,0.0042326+0.040237i,0.0032556+0.032744i,-0.0039455+0.038504i,0.00080366+0.037978i,0.0084386+0.026435i,0.011126+0.013196i,0.0061359+0.0090661i,0.0024525+0.01289i,0.0019429+0.012259i,0.00020264+0.0085961i,0.0021965+0.0047132i,0.0051357-0.0030344i,0.0014657-0.012634i,-0.0058195-0.0164i
-0.12217+0.11734i,-0.20947+0.17957i,-0.2312+0.15706i,-0.21274+0.073608i,-0.21854+0.019677i,-0.20599+0.027977i,-0.10939+0.05099i,-0.0034476+0.017497i,0.016576-0.033625i,-0.0053302-0.039272i,-0.0022619-0.031842i,0.0096285-0.037682i,0.0084222-0.036622i,0.002787-0.02613i,-0.00046535-0.017399i,-0.00029305-0.016988i,-0.001624-0.020681i,-0.0029796-0.018187i,0.0018347-0.012109i,0.0065585-0.0076421i,0.0068004-0.0018006i,0.0076214+0.006109i,0.01013+0.0079503i
0.058079-0.14975i,0.1152-0.23413i,0.14533-0.2359i,0.14381-0.1681i,0.15245-0.10026i,0.15377-0.076369i,0.082246-0.077835i,-0.0090807-0.044811i,-0.027961+0.0047832i,-0.0056406+0.017434i,-0.0052752+0.017234i,-0.016478+0.030237i,-0.01502+0.036726i,-0.0058766+0.031026i,0.0014097+0.023562i,0.001585+0.018727i,-0.0034509+0.016934i,-0.0084013+0.013748i,-0.011187+0.0080865i,-0.012311+0.0040703i,-0.010818+0.0010916i,-0.008774-0.00054138i,-0.0073213+0.001324i
0.0061721+0.16655i,-0.010325+0.25612i,-0.034887+0.24909i,-0.055201+0.15514i,-0.084014+0.072111i,-0.089743+0.061784i,-0.023782+0.074102i,0.0515+0.042572i,0.053143-0.0075555i,0.016933-0.019191i,0.0098203-0.015877i,0.019992-0.028505i,0.019869-0.035009i,0.014119-0.025911i,0.0091903-0.016168i,0.0072119-0.013145i,0.008355-0.013099i,0.0084582-0.0099533i,0.004582-0.0045282i,-0.00070231-0.00011852i,-0.0016368+0.0018641i,0.0029529+0.00041752i,0.0072069-0.0039649i
-0.076232-0.14273i,-0.086423-0.22908i,-0.041238-0.23335i,0.027979-0.15884i,0.076351-0.094702i,0.058102-0.080424i,-0.015525-0.073075i,-0.067934-0.041181i,-0.05536-0.002311i,-0.016622+0.0069666i,-0.0079347+0.0061489i,-0.018696+0.020808i,-0.02066+0.029824i,-0.015516+0.023218i,-0.0087483+0.016274i,-0.0023155+0.015948i,0.0017802+0.016097i,0.0024243+0.013997i,0.0017224+0.013514i,0.0017862+0.013873i,-0.001625+0.011109i,-0.0096893+0.0092873i,-0.013008+0.011411i
0.12708+0.09504i,0.17133+0.18201i,0.14721+0.21242i,0.076008+0.17259i,0.017768+0.138i,0.025985+0.12397i,0.072115+0.10361i,0.094764+0.071715i,0.073364+0.031466i,0.031532+0.0094346i,0.015375+0.00092455i,0.020508-0.017048i,0.018491-0.027748i,0.010089-0.022237i,0.0032743-0.015728i,0.00025649-0.013994i,0.0027607-0.015978i,0.0088528-0.019362i,0.013017-0.021325i,0.013209-0.019884i,0.011288-0.014829i,0.009332-0.011717i,0.0046231-0.011591i
-0.14607-0.029858i,-0.21653-0.089062i,-0.21063-0.11899i,-0.14529-0.10009i,-0.10137-0.099119i,-0.11541-0.11065i,-0.13782-0.10039i,-0.12514-0.073688i,-0.081662-0.036625i,-0.033607-0.013177i,-0.016154-0.0048814i,-0.019616+0.011341i,-0.018728+0.023874i,-0.014113+0.023847i,-0.0066409+0.021656i,-0.0024054+0.019359i,-0.0067851+0.016881i,-0.015632+0.014078i,-0.020521+0.0084201i,-0.017771+0.0011983i,-0.011387-0.001897i,-0.0051901+0.0029826i,0.0010185+0.01074i
0.13758-0.025192i,0.22303+0.0057825i,0.22024+0.043822i,0.14179+0.064625i,0.11434+0.093538i,0.1531+0.10838i,0.16516+0.093977i,0.13178+0.071864i,0.079736+0.044875i,0.028528+0.022537i,0.0092346+0.01085i,0.013672-0.0069565i,0.014436-0.019416i,0.012818-0.018459i,0.0082865-0.016765i,0.0017674-0.013099i,0.0015406-0.0046687i,0.0048613+0.0034688i,0.0040577+0.0087699i,0.00031362+0.009886i,-0.00086437+0.003913i,-0.00046797-0.0065159i,-0.0016013-0.013997i
-0.10266+0.086858i,-0.1969+0.092617i,-0.21515+0.044698i,-0.16096-0.040309i,-0.16346-0.12252i,-0.2066-0.14604i,-0.19223-0.1232i,-0.13994-0.095993i,-0.085411-0.058256i,-0.032159-0.026399i,-0.0095759-0.015002i,-0.013762-0.00036064i,-0.014161+0.011648i,-0.0098586+0.010559i,-0.0037526+0.0080361i,0.0036186+0.0067517i,0.0058787+0.005997i,0.0053346+0.0071475i,0.0056115+0.0085463i,0.0039856+0.0085498i,0.00027734+0.0080311i,-0.001628+0.0098079i,0.0020758+0.011645i
0.047322-0.10682i,0.13589-0.14429i,0.18247-0.11957i,0.16911-0.03183i,0.20154+0.071317i,0.25334+0.11867i,0.22575+0.11405i,0.15687+0.09984i,0.090795+0.062827i,0.030528+0.023694i,0.0069247+0.0091541i,0.01118-0.005067i,0.01042-0.016596i,0.0054727-0.015612i,-0.0008596-0.012227i,-0.0068858-0.0093018i,-0.0051347-0.0097034i,0.0015821-0.013976i,0.0084848-0.01558i,0.011889-0.010476i,0.0094524-0.0034593i,0.0024323-0.002522i,-0.0080322-0.0054173i
0.0050251+0.10836i,-0.054161+0.17192i,-0.096984+0.16649i,-0.09309+0.070949i,-0.1367-0.050247i,-0.21001-0.10873i,-0.19833-0.10589i,-0.13237-0.09312i,-0.073217-0.061822i,-0.021876-0.026217i,0.00047013-0.011809i,-0.0015691-0.00032429i,-0.0023694+0.0099847i,-0.00076595+0.012538i,0.0034007+0.011112i,0.0061592+0.0047277i,-0.0010815-0.00052245i,-0.012759-0.0017664i,-0.020197-0.0054062i,-0.020445-0.010066i,-0.012055-0.0093951i,8.0849e-05-0.0038146i,0.010638+0.0025715i
-0.050173-0.077918i,-0.014957-0.14551i,0.036766-0.15204i,0.064854-0.050392i,0.12629+0.079784i,0.20132+0.13282i,0.18693+0.12351i,0.11937+0.10834i,0.064362+0.070262i,0.016492+0.028899i,-0.0048155+0.01612i,-0.0011804+0.0070857i,0.0019129-0.004052i,0.0036333-0.0071172i,0.002234-0.0055475i,-0.0012716+0.0008152i,-0.00043272+0.0084577i,0.0020437+0.014224i,0.0028247+0.017083i,0.003231+0.013843i,0.0022992+0.007389i,-0.0018804+0.0014187i,-0.0074113-0.0027138i
0.066634+0.044271i,0.053598+0.12291i,0.0084019+0.16697i,-0.032271+0.098464i,-0.10179-0.021424i,-0.17102-0.089362i,-0.1607-0.10163i,-0.10881-0.093917i,-0.057986-0.056718i,-0.0077179-0.020501i,0.010193-0.011311i,0.0026047-0.0013133i,0.0014152+0.0091878i,0.0039855+0.0093565i,0.0070025+0.0034623i,0.0087012-0.0051433i,0.0075344-0.0082796i,0.0068837-0.0065909i,0.0069068-0.003928i,0.0027623-0.0022817i,-0.0020885-0.0024011i,0.0010253-0.0011912i,0.010005-0.00040148i
-0.065052+0.0094275i,-0.070203-0.062235i,-0.059412-0.13598i,-0.05563-0.098632i,-0.0030084+0.0090591i,0.075428+0.075585i,0.087081+0.09477i,0.059831+0.094656i,0.029214+0.062229i,-0.0065577+0.026685i,-0.019868+0.014931i,-0.011453+0.0037915i,-0.0064853-0.0066225i,-0.0082806-0.0073326i,-0.0095045-0.0017067i,-0.005775+0.0057344i,0.00072431+0.004599i,0.0049813-0.00098289i,0.0090747-0.0016704i,0.011422+0.00050637i,0.008554+0.0050648i,0.0017403+0.0088272i,-0.0073018+0.00749i
0.032961-0.042818i,0.043898+0.020671i,0.057454+0.10405i,0.076995+0.073544i,0.042149-0.035566i,-0.025074-0.092392i,-0.043516-0.10606i,-0.040057-0.10676i,-0.027324-0.069739i,0.004016-0.030435i,0.016101-0.018867i,0.0062334-0.0097638i,0.0021112+0.00083786i,0.004841+0.0047171i,0.0072141+0.0011028i,0.0034936-0.0071396i,-0.0057818-0.010218i,-0.013071-0.0097019i,-0.016147-0.012021i,-0.013589-0.011577i,-0.0077098-0.0085653i,-0.00080566-0.0058979i,0.0067469-0.0022456i
0.00098788+0.058875i,-0.010058-0.0030943i,-0.053159-0.11403i,-0.10509-0.11953i,-0.095414-0.019793i,-0.03656+0.049463i,-0.0022755+0.078062i,0.010898+0.084761i,0.0029533+0.053366i,-0.022179+0.025518i,-0.02596+0.018604i,-0.012089+0.0062829i,-0.0054844-0.0059296i,-0.0051302-0.0072944i,-0.0050137+0.0011565i,-0.0003911+0.012398i,0.0055702+0.016879i,0.0057998+0.017724i,0.0024363+0.018782i,0.0009519+0.01538i,0.0020551+0.008318i,0.00032614+0.0046645i,-0.0053774+0.0032681i
-0.046628-0.044874i,-0.028161+0.022989i,0.073891+0.13121i,0.19381+0.12498i,0.2149+0.019202i,0.14493-0.047272i,0.077267-0.078656i,0.032324-0.094334i,0.015458-0.070748i,0.024878-0.042173i,0.023779-0.028628i,0.012607-0.011737i,0.0098115+0.0020618i,0.011585+0.0047578i,0.0094935-0.0025956i,0.0018884-0.011408i,-0.0031309-0.011394i,-0.00018093-0.0069304i,0.0027581-0.0051837i,-0.00047246-0.0050717i,-0.0046796-0.0054727i,-0.0043442-0.0062241i,0.001461-0.0051535i
0.086885+0.016979i,0.069326-0.058926i,-0.063207-0.14793i,-0.20902-0.11137i,-0.23931+0.00056006i,-0.17993+0.056137i,-0.10576+0.083882i,-0.038918+0.097047i,-0.0080912+0.065939i,-0.016024+0.033708i,-0.018645+0.022503i,-0.0086591+0.011178i,-0.0034926+0.0020403i,-0.0050419+0.00091887i,-0.0044895+0.0057715i,0.0020968+0.010937i,0.0067445+0.0087498i,0.0058935+0.0032458i,0.0053255+0.0014092i,0.0053865+0.0029771i,0.0044255+0.0053149i,0.0026785+0.0056294i,-0.0011433+0.0031673i
-0.098691+0.043982i,-0.067436+0.14206i,0.098889+0.22062i,0.26488+0.16509i,0.29241+0.04648i,0.22939-0.019964i,0.14733-0.063957i,0.068974-0.086276i,0.031963-0.062387i,0.03088-0.038333i,0.023516-0.029193i,0.0085733-0.014364i,0.0014249-0.00038296i,0.0029012+0.0026056i,0.0025416-0.0038947i,-0.0043202-0.011468i,-0.010289-0.012384i,-0.01108-0.010205i,-0.0082252-0.010421i,-0.0037678-0.010437i,-0.0005596-0.0078908i,-9.9735e-05-0.0047992i,0.0015284-0.00065469i
0.085159-0.093363i,0.027807-0.20104i,-0.16824-0.24693i,-0.34536-0.15405i,-0.36592-0.032333i,-0.28792+0.026348i,-0.18436+0.074695i,-0.08097+0.10233i,-0.027696+0.079177i,-0.020384+0.050907i,-0.013903+0.03325i,-0.0048693+0.013489i,-0.0029582+0.00087103i,-0.0047935+0.00052415i,-0.0025203+0.0077112i,0.0042672+0.013139i,0.0066794+0.012229i,0.00099657+0.011313i,-0.0047512+0.012069i,-0.0034692+0.010242i,0.00066738+0.0056362i,0.0022914+0.0020575i,-0.00034087+0.00076604i
-0.050332+0.15329i,0.037446+0.26695i,0.23154+0.27468i,0.37067+0.14422i,0.36654+0.019422i,0.29017-0.031919i,0.18735-0.07824i,0.079563-0.097683i,0.023763-0.064775i,0.01713-0.036483i,0.013081-0.027108i,0.0024274-0.01612i,-0.0041658-0.0064417i,-0.0030991-0.0039341i,-0.0019029-0.0068861i,-0.0040166-0.0096415i,-0.0033443-0.0076203i,0.00094569-0.0045753i,0.0029318-0.003473i,0.00020207-0.0043546i,-0.0032318-0.0049267i,-0.0041599-0.0019485i,-0.00098226+0.0025081i
-0.011605-0.17785i,-0.13544-0.29008i,-0.32257-0.28154i,-0.42008-0.15584i,-0.38629-0.049255i,-0.30156+0.0057989i,-0.19422+0.068093i,-0.085924+0.095936i,-0.032033+0.068016i,-0.023059+0.042732i,-0.014337+0.031804i,-0.001+0.016312i,0.0047057+0.0021911i,0.0037629-0.00049916i,0.003688+0.0035111i,0.0061402+0.0057869i,0.0070957+0.0045478i,0.0041391+0.002382i,0.00085876+0.0030262i,-9.3379e-05+0.0057493i,0.0014247+0.0061402i,0.0029986+0.0016215i,8.8735e-05-0.0041499i
0.082836+0.18294i,0.24598+0.27497i,0.43079+0.24065i,0.48955+0.10995i,0.41817+0.022637i,0.31289-0.017209i,0.19461-0.076861i,0.080982-0.10191i,0.022895-0.07128i,0.010558-0.043877i,0.0048494-0.029935i,-0.0013661-0.015611i,-0.0029139-0.0047434i,-0.00090295-0.0013794i,-0.0024019-0.0034869i,-0.0064057-0.0055871i,-0.005871-0.0051881i,-0.003001-0.005769i,-0.0012031-0.0088028i,-0.0014301-0.0090821i,-0.0031055-0.0056435i,-0.0038486-0.0014344i,-0.0012277+0.0020373i
-0.15141-0.14072i,-0.33792-0.2003i,-0.49284-0.1498i,-0.48987-0.045406i,-0.38174+0.001598i,-0.27939+0.023049i,-0.174+0.079944i,-0.071686+0.10141i,-0.022162+0.065892i,-0.014369+0.035747i,-0.0089174+0.024379i,0.001047+0.014705i,0.0073332+0.0052776i,0.0067242+0.0010233i,0.0053349+0.00092878i,0.0062107+0.0022463i,0.0045396+0.0035021i,0.00064191+0.0049184i,-0.0023326+0.0063601i,-0.0013218+0.0051988i,0.001235+0.0026051i,0.0022971-0.00010129i,0.0013681-0.0020732i
0.19843+0.094211i,0.40519+0.11438i,0.54506+0.059833i,0.50254-0.00036677i,0.36492+0.0013833i,0.25739-0.011985i,0.15629-0.077016i,0.060218-0.096717i,0.019612-0.061975i,0.014874-0.037585i,0.004878-0.029279i,-0.007775-0.018085i,-0.011676-0.0041809i,-0.0084567+0.0034892i,-0.0056946+0.0041839i,-0.0040932+0.0035142i,-0.0027348+0.0025092i,-0.00067888+0.00033806i,0.001037-0.0019534i,-0.00093527-0.0035137i,-0.0030715-0.0027413i,-0.0031217+0.00167i,-0.00093027+0.0049723i
-0.23116-0.017828i,-0.44301+0.015593i,-0.5607+0.080311i,-0.49065+0.092917i,-0.34659+0.035834i,-0.2386+0.028413i,-0.1391+0.085501i,-0.05208+0.095867i,-0.017829+0.057468i,-0.012208+0.032215i,-0.0034835+0.02244i,0.0063865+0.011739i,0.0090702+0.0014767i,0.006966-0.0037015i,0.0063939-0.0047544i,0.0053394-0.0045932i,0.0038043-0.0031008i,0.0032157-0.00021624i,0.0030742+0.0036088i,0.0032342+0.004948i,0.0031492+0.0027833i,0.0018012-0.001642i,-0.00099406-0.0037913i
0.22272-0.056294i,0.42201-0.13572i,0.51426-0.20365i,0.42361-0.16731i,0.28177-0.065119i,0.18852-0.044274i,0.10448-0.095897i,0.033737-0.098034i,0.011661-0.056308i,0.011555-0.031558i,0.0045143-0.022378i,-0.0054221-0.012271i,-0.0091279-0.0024183i,-0.0076689+0.0020933i,-0.0072647+0.0049781i,-0.0061253+0.0085764i,-0.0039959+0.0082161i,-0.0028761+0.0029804i,-0.0013196-0.0018518i,2.208e-05-0.0026686i,-0.00052219-0.00079422i,-0.0008887+0.002282i,-0.00024725+0.0038389i
-0.19073+0.12405i,-0.36237+0.24782i,-0.4338+0.30715i,-0.35+0.21039i,-0.23227+0.064202i,-0.15166+0.038363i,-0.074411+0.087708i,-0.018197+0.08495i,-0.0076261+0.045959i,-0.0083095+0.025249i,0.002507+0.017756i,0.012334+0.0081011i,0.013432-0.0020674i,0.010859-0.0066752i,0.0078352-0.007806i,0.0044839-0.0090849i,0.0020696-0.0089441i,0.0012182-0.0053585i,-6.6762e-05-0.0012442i,-0.00041816+0.00023037i,0.00044539+0.00012858i,0.00095577-0.0013606i,0.00043367-0.0025219i
0.14154-0.16906i,0.27357-0.32886i,0.33386-0.38841i,0.27699-0.26094i,0.18918-0.095036i,0.11924-0.060232i,0.052689-0.096173i,0.014536-0.084874i,0.012926-0.046652i,0.01175-0.027074i,-0.00054863-0.016959i,-0.0091523-0.005263i,-0.0088435+0.0026058i,-0.0057595+0.0054849i,-0.0039623+0.006915i,-0.0020627+0.0082654i,-0.00099458+0.0086633i,-0.0030133+0.0057906i,-0.0049419+0.0025522i,-0.0040901+0.0014634i,-0.0019648+0.0017097i,0.00067317+0.002116i,0.0025599+0.0019271i
-0.076038+0.20256i,-0.1542+0.38401i,-0.19368+0.43987i,-0.16142+0.2882i,-0.10619+0.10887i,-0.058291+0.071166i,-0.010352+0.099506i,0.011427+0.082512i,0.0023847+0.043786i,-0.004063+0.024369i,0.0030812+0.014573i,0.00846+0.0050937i,0.0077295-0.0012989i,0.0067678-0.0046391i,0.0063778-0.0072613i,0.0033552-0.0108i,0.0010184-0.010576i,0.0033296-0.0062032i,0.0056164-0.0018352i,0.0033663+0.00029954i,-0.00050483+0.00046483i,-0.0034548-0.00079717i,-0.0045808-0.00066177i
0.0066869-0.19567i,0.034127-0.37602i,0.064294-0.42663i,0.072305-0.26931i,0.053913-0.096553i,0.022093-0.067841i,-0.0096563-0.090772i,-0.014827-0.065215i,0.0017852-0.029494i,0.0069795-0.015655i,-0.0018036-0.0069962i,-0.008039+0.002217i,-0.0069626+0.0070095i,-0.0046444+0.0081314i,-0.0036923+0.0085533i,-0.00059626+0.0097651i,0.0022397+0.0094057i,0.00037197+0.0053983i,-0.0016021+0.0018381i,-0.0011021-5.1493e-05i,-0.00079326+0.00019322i,0.00029509+0.0019291i,0.0012781+0.0024826i
0.050971+0.18326i,0.072544+0.3524i,0.054771+0.40533i,0.013856+0.26361i,0.00053181+0.10484i,0.018171+0.076759i,0.033438+0.092848i,0.021546+0.06863i,-0.0010671+0.037229i,-0.0065132+0.021314i,0.00073533+0.0077319i,0.0043804-0.0035631i,0.0026243-0.0066536i,0.0028874-0.0052237i,0.0039874-0.0041668i,0.0017541-0.0055171i,-0.0003279-0.0062783i,0.00046442-0.0052251i,0.0018207-0.0039337i,0.0017772-0.0034673i,0.00078118-0.0030042i,-0.0015922-0.0022553i,-0.003349-0.0023421i
-0.094777-0.14703i,-0.15861-0.2891i,-0.15946-0.34091i,-0.10303-0.22562i,-0.064865-0.091989i,-0.063317-0.06938i,-0.062226-0.077841i,-0.039074-0.050946i,-0.011712-0.024566i,-0.0033435-0.013854i,-0.0054488-0.003759i,-0.0048503+0.0039731i,-0.0025763+0.0054804i,-0.0022675+0.0058946i,-0.0026521+0.0064689i,-0.00053199+0.0072297i,0.00074574+0.0067471i,-0.0030118+0.0050854i,-0.0064096+0.0039686i,-0.0051822+0.0024251i,-0.0021534+2.1525e-05i,0.00091291-0.00091386i,0.0032544-0.0008742i
0.11961+0.10232i,0.21044+0.21354i,0.22391+0.25899i,0.15428+0.16823i,0.10127+0.065618i,0.092919+0.056611i,0.077338+0.062543i,0.034848+0.036146i,-0.00062434+0.014912i,-0.007336+0.0056537i,-0.00428-0.0029985i,-0.0038948-0.0075762i,-0.0031252-0.0066412i,0.00017397-0.0042624i,0.0025955-0.0040457i,0.00048251-0.0052938i,-0.0024565-0.0040743i,-0.00054696-0.0012642i,0.0036078+0.00037182i,0.0036738+0.0007938i,0.0008978+0.00042706i,-0.0016235+0.00093298i,-0.004226+0.0019119i
-0.13344-0.049742i,-0.23762-0.12398i,-0.25909-0.16739i,-0.18479-0.11381i,-0.12639-0.045185i,-0.11505-0.044375i,-0.09146-0.051909i,-0.04401-0.034007i,-0.0078977-0.019519i,0.0033508-0.011301i,0.0053292-0.0020678i,0.006027+0.0035531i,0.0032568+0.0023053i,-0.0013084-0.00076139i,-0.0036703-0.00067635i,-0.0033797+0.00060879i,-0.0013826+0.00099938i,-0.0020076+0.00095593i,-0.0041132+0.00074197i,-0.0040581+0.00082557i,-0.0019811+0.0012487i,0.0016034+0.0017521i,0.0058428+0.0013372i
0.12623+0.015666i,0.23885+0.059913i,0.27625+0.094945i,0.21369+0.065721i,0.15716+0.024209i,0.13728+0.027498i,0.10068+0.028786i,0.046614+0.01168i,0.010679+0.0031916i,0.00016359-0.00032351i,-0.0038162-0.0057866i,-0.0071326-0.0074619i,-0.0051488-0.0048214i,-0.00087225-0.001816i,0.0025688-0.0004585i,0.0033436-0.00038123i,0.0016861-0.0013991i,0.0019707-0.0032505i,0.0031997-0.0047691i,0.003797-0.0046861i,0.0036746-0.0035246i,0.00064991-0.0017412i,-0.0043645+0.00098439i
-0.11234+0.025079i,-0.21931+0.012967i,-0.26161-0.013479i,-0.21125-0.0080368i,-0.16551+0.0099742i,-0.14519+0.00062362i,-0.09832-0.0081474i,-0.036446-0.0055235i,0.00064386-0.0040696i,0.0098549-0.00236i,0.011953+0.00016073i,0.012632+0.00068523i,0.0087015-0.00075551i,0.0033687-0.0021867i,-4.5502e-05-0.0025123i,6.0961e-05-0.0016395i,0.001123-0.00068781i,-0.00067577+0.0010544i,-0.0038231+0.003724i,-0.0050327+0.0045618i,-0.00368+0.0027774i,-0.0012631-0.00040574i,0.0025054-0.0026325i
0.085814-0.04895i,0.18007-0.061166i,0.22764-0.040779i,0.19264-0.026741i,0.15367-0.030619i,0.13447-0.019434i,0.091941-0.0065184i,0.037698-0.0015763i,0.0053888+0.0032339i,-0.0040573+0.0036768i,-0.008745+0.001476i,-0.010938+0.0015731i,-0.0063588+0.0036073i,1.2515e-06+0.0052033i,0.0042293+0.005015i,0.004238+0.0033319i,0.0021154+0.0015608i,0.0027155+0.0003227i,0.0045645-0.0015313i,0.0046641-0.0026039i,0.0034208-0.0014337i,0.0010728+0.0015999i,-0.0023396+0.0042763i
-0.060538+0.062943i,-0.13951+0.093686i,-0.19338+0.081103i,-0.18023+0.054752i,-0.15287+0.045856i,-0.12929+0.034975i,-0.082289+0.023716i,-0.029459+0.015608i,-0.0015722+0.0065747i,0.0060212+0.0015005i,0.011318-9.406e-05i,0.013121-0.0018096i,0.0091727-0.0041199i,0.0038324-0.0048823i,0.00026149-0.0029286i,-0.0010938-0.00040972i,-0.0011463+0.0013822i,-0.0010963+0.0030398i,-0.0020949+0.0033347i,-0.003028+0.0034608i,-0.0025483+0.0036356i,-0.00047254+0.0011028i,0.0026792-0.0030345i
0.03663-0.058951i,0.099505-0.098676i,0.15633-0.1002i,0.15803-0.082257i,0.13726-0.075988i,0.11154-0.062156i,0.06479-0.040229i,0.018839-0.01806i,-0.0035402-0.0025378i,-0.0091427+0.0022597i,-0.012337+0.0048037i,-0.012507+0.0071262i,-0.0084211+0.0081401i,-0.0032228+0.0095576i,0.001311+0.0085577i,0.002969+0.0057522i,0.0020395+0.0036062i,0.0013921+0.0005028i,0.00081323-0.0027868i,0.00032093-0.004532i,0.0011886-0.0038284i,0.00099222-0.00049818i,-0.0011763+0.0033906i
-0.017276+0.05819i,-0.063648+0.10151i,-0.11628+0.10777i,-0.12652+0.086818i,-0.10876+0.074281i,-0.085994+0.060813i,-0.048665+0.04194i,-0.013638+0.021151i,0.0024845+0.0042555i,0.0069337-0.0049534i,0.0088168-0.010088i,0.0080476-0.011192i,0.0039996-0.010042i,-7.8459e-05-0.0099654i,-0.0018433-0.0084736i,-0.001308-0.0052889i,0.00022029-0.0027175i,-0.0002795-0.0010027i,-0.0026254+0.0010077i,-0.0036755+0.0022865i,-0.0036327+0.001386i,-0.0032216-0.00060214i,-0.002282-0.0027325i
0.0011309-0.045006i,0.038161-0.08514i,0.094014-0.098715i,0.11724-0.086632i,0.10312-0.078309i,0.073735-0.068337i,0.03504-0.048847i,0.0051276-0.024585i,-0.005018-0.0060131i,-0.0055703+0.0029595i,-0.0064849+0.0078416i,-0.0069675+0.0095915i,-0.0045526+0.0083214i,-0.0014614+0.0081056i,0.0006003+0.0074658i,0.00095997+0.0051075i,0.00066583+0.0024986i,0.0006115+0.00022086i,0.0010338-0.0018546i,0.0011456-0.0031198i,0.00081863-0.0029083i,0.0014882-0.00068623i,0.0019312+0.0026717i
0.0016542+0.041498i,-0.025094+0.085764i,-0.07144+0.10847i,-0.088443+0.10068i,-0.067521+0.088766i,-0.036506+0.071624i,-0.0084951+0.045982i,0.0065222+0.019437i,0.0086277+0.0020316i,0.0071803-0.0055052i,0.007061-0.011013i,0.0064713-0.012686i,0.0053219-0.011296i,0.0029245-0.011328i,-0.00017143-0.0093084i,-0.0014399-0.0054601i,-0.00033651-0.0029932i,0.00030938-0.00047079i,-5.6164e-05+0.0010209i,0.00090549+0.0014821i,0.00049981+0.0018978i,-0.0010596+0.00019082i,-0.00073009-0.0031999i
-0.0072345-0.031676i,0.014908-0.072014i,0.056754-0.096658i,0.072692-0.08938i,0.050797-0.073523i,0.021725-0.057874i,0.0013766-0.037161i,-0.0061551-0.014783i,-0.0046184+0.0014256i,-0.0018909+0.0090117i,-8.4584e-05+0.011641i,0.00054272+0.011011i,-0.00075034+0.0095666i,0.00037276+0.0095729i,0.0016618+0.0083292i,0.00057306+0.0064429i,-0.00070237+0.0047539i,-0.00092145+0.0024809i,-0.0012568+0.00041278i,-0.0017911-0.0013621i,-0.00045861-0.0023791i,0.0014345-0.0019539i,0.0023816-0.00088853i
0.011542+0.030181i,-0.0045222+0.071773i,-0.042496+0.10156i,-0.060997+0.096169i,-0.037779+0.075173i,-0.0035393+0.055215i,0.01424+0.034886i,0.013148+0.015308i,0.0046159+0.0020298i,-0.0011263-0.0040816i,-0.0022809-0.0073973i,-0.0012694-0.0090447i,-0.00028351-0.0076963i,-0.00069801-0.0067292i,-0.0011581-0.0066804i,-0.0006607-0.0056831i,0.0002396-0.0044108i,0.0016412-0.0029191i,0.0021744-0.00070517i,0.0025836+0.00094299i,0.0014184+0.002316i,-0.00078993+0.003332i,-0.0017516+0.0028844i
