5.357e-05-0.0010916i,0.00056196-0.0024671i,-0.00034037-0.0033526i,-0.0018697-0.0035051i,-0.0029668-0.002445i,-0.0036645-0.0011855i,-0.0032879-0.00034231i,-0.0021085+0.00036387i,-0.0012515+0.00049301i,-0.00025712+0.00048704i,0.00057351-0.00032089i,0.00034498-0.00089932i,-0.00065558-0.00086352i,-0.00026742-0.0010042i,-0.00017389-0.00059461i,-0.0011062-0.00034415i,-0.0015423-0.00064711i,-0.001697-0.00032765i,-0.00094872-8.5263e-05i,0.00013687-0.0002031i,-8.1167e-05+8.5994e-05i,-0.00047334-0.00042787i,-0.0003085-0.0010159i
0.054158+0.040436i,0.050837+0.01616i,0.029187-0.0080976i,0.013212-0.013908i,0.011982-0.013389i,0.0097663-0.014231i,0.0017386-0.010767i,-0.0017534-0.0069147i,-0.00076839-0.0055302i,0.00043316-0.0024669i,0.0020006+0.0012692i,0.0028447+0.0028912i,0.0024927+0.0016324i,0.0026238+0.00048898i,0.0029299+0.00080128i,0.0025482+0.00099758i,0.0022835+0.0013851i,0.00070926+0.0012469i,-0.002065+0.00030002i,-0.0040914-0.0004407i,-0.0047386-0.0012901i,-0.0033187-0.0018558i,-0.0020608-0.0014716i
0.072507-0.041239i,0.039663-0.044529i,0.005232-0.038567i,-0.011211-0.03069i,-0.017218-0.028062i,-0.018577-0.017535i,-0.0094546-0.0010637i,0.00083834+0.0046349i,0.0054113+0.00023267i,0.0034033-0.0057237i,-0.00087665-0.0065492i,-0.0023126-0.0041746i,-0.0018785-0.002727i,-0.0012211-0.0011581i,0.0006074-0.0003802i,0.002124-0.00069442i,0.002493-0.00076874i,0.0032056-0.0013544i,0.0035968-0.0019533i,0.0041831-0.001676i,0.0042501-0.00014983i,0.0029336+0.00073633i,0.0020923+0.0009041i
-0.017328-0.069046i,-0.028356-0.044962i,-0.025106-0.0098243i,-0.015605+0.0046397i,-0.014636+0.0052591i,-0.011632+0.0072439i,-0.0021301+0.0082194i,0.0029273+0.0060749i,0.0032861+0.0021161i,0.002734-0.00095463i,0.0021677-0.0019082i,0.001951-0.0024954i,0.00091038-0.0024468i,-0.00078128-0.0018427i,-0.0015309-0.0021655i,-0.00153-0.0031463i,-0.0017811-0.0040599i,-0.0025685-0.003227i,-0.0044265-0.001017i,-0.0060605-0.00038175i,-0.0052413-0.0014109i,-0.0027312-0.0014824i,-0.00082491-0.0010491i
-0.069575-0.0061064i,-0.049255+0.012266i,-0.013201+0.019361i,0.0051166+0.013191i,0.0080068+0.010061i,0.010698+0.0080932i,0.012173+0.00081864i,0.0091659-0.0031443i,0.0061293-0.0038075i,0.0021361-0.0041881i,-0.0024765-0.0032422i,-0.0035153-0.0021874i,-0.0033746-0.0016211i,-0.0036304-0.00042572i,-0.0028841-5.9506e-05i,-0.0025399+7.4114e-05i,-0.002171+0.00068944i,-0.0010738+0.00025667i,0.0018637-0.00098183i,0.0049206-0.0009087i,0.0052807+0.00078006i,0.0042101+0.0015997i,0.0022374+0.00056597i
-0.028878+0.061745i,-0.0021059+0.048336i,0.018398+0.014878i,0.019537-0.0078387i,0.017689-0.013291i,0.014335-0.014795i,0.0056283-0.014307i,0.00088449-0.011117i,2.6629e-05-0.0079597i,-0.00032648-0.0054805i,-0.00061229-0.0031786i,-0.0010724-0.0012673i,-0.0010344-0.00051711i,-0.00011182-0.00017807i,0.001074+0.0007279i,0.0012302+0.0020186i,0.00057431+0.0018097i,-0.00070642+0.00094586i,-0.002437+0.00072296i,-0.0044254+0.00062624i,-0.004835-0.00058697i,-0.0038472-0.0013347i,-0.0023698-0.00062505i
0.050048+0.048568i,0.044617+0.021468i,0.019275-0.008058i,-0.0018127-0.017721i,-0.0076754-0.019898i,-0.0091407-0.018768i,-0.010493-0.010707i,-0.0081949-0.0041636i,-0.0049971-0.0019364i,-0.002258+0.00055684i,-0.00010305+0.0021812i,0.00037516+0.002448i,0.00055564+0.0026923i,0.00089393+0.0024515i,0.0012394+0.0012677i,0.0010965-0.00042096i,0.0010652-0.0016826i,0.0011473-0.0020566i,0.0022057-0.0031447i,0.0041099-0.0037619i,0.0043195-0.0020485i,0.0026625-0.00011913i,0.0012095+0.0001914i
0.065871-0.031244i,0.036977-0.03792i,0.0011822-0.02549i,-0.012633-0.010886i,-0.015004-0.0053438i,-0.014661-0.00011569i,-0.0075837+0.0067207i,0.00026388+0.0081687i,0.0042447+0.0049428i,0.0058443+0.0014869i,0.0049373-0.0014293i,0.0032808-0.0030281i,0.0020345-0.0034162i,0.0012571-0.0034458i,0.0018569-0.0028016i,0.0016959-0.0022194i,0.00026125-0.0022584i,-0.0021762-0.0020207i,-0.00556+0.00021705i,-0.0078387+0.0026214i,-0.0068031+0.0022794i,-0.0042075+0.0015318i,-0.0014188+0.001025i
-0.0035937-0.066887i,-0.017552-0.042502i,-0.015531-0.0056133i,-0.0036654+0.010318i,0.0020072+0.010304i,0.0052872+0.0087987i,0.0096132+0.0045009i,0.0098159+0.00040918i,0.0080673-0.001189i,0.0058609-0.0026563i,0.0025239-0.0033459i,-5.1434e-05-0.0041301i,-0.0014435-0.003215i,-0.0020301-0.00055635i,-0.0015493-0.0003619i,-0.0019011-0.0015519i,-0.0021462-0.0013327i,-0.00054227-0.00035907i,0.0020557-0.00072903i,0.0047803-0.0013323i,0.0059886-0.00013068i,0.0040136+0.00090126i,0.0019517-0.00080318i
-0.065932-0.021202i,-0.045289+0.00084813i,-0.0085406+0.010077i,0.011382+0.0018405i,0.015451-0.0043921i,0.015935-0.0071452i,0.011842-0.0099206i,0.0058735-0.010036i,0.0028654-0.0099444i,-0.00038669-0.0099512i,-0.0025556-0.0082153i,-0.0021763-0.0052859i,-0.0016741-0.0034177i,-0.0011276-0.0022575i,-0.00080201-0.0013929i,-0.00117-0.0008249i,-0.0014878+0.00022065i,-0.00089325+0.0015078i,-0.0019474+0.0025436i,-0.0043372+0.0023444i,-0.0044738+0.00055327i,-0.0025161-0.0016591i,-0.0011268-0.0027333i
-0.043428+0.057027i,-0.014348+0.045749i,0.0089409+0.01535i,0.0087995-0.0056928i,0.0042888-0.013511i,0.00088445-0.01643i,-0.0047669-0.013135i,-0.0065357-0.0061537i,-0.0048913-0.0019308i,-0.0046568+0.001001i,-0.0040425+0.0035848i,-0.0022893+0.0048797i,-0.00070589+0.0047018i,0.0006221+0.0032584i,0.00023564+0.001908i,-0.00068792-0.00015113i,-0.00074452-0.0018774i,8.5796e-05-0.0036907i,0.0023855-0.0055513i,0.0046041-0.0056425i,0.0043023-0.0040617i,0.0019303-0.0019255i,-0.00045704-0.0013038i
0.03757+0.061382i,0.036705+0.029475i,0.016897-0.0034631i,-0.00045715-0.013112i,-0.0065128-0.01171i,-0.00908-0.0078772i,-0.0094655+0.00058858i,-0.0050151+0.0059399i,-0.00054705+0.0055808i,0.0011209+0.0043262i,0.0017336+0.0030602i,0.0019289+0.0012808i,0.0012516-0.00088324i,0.00034821-0.0028279i,-0.0001303-0.0023954i,-0.00022449-0.0010098i,-0.00036884-0.00034927i,-0.0021536-0.00023184i,-0.005279+0.0013753i,-0.006991+0.0035958i,-0.006466+0.0039632i,-0.0052539+0.0035588i,-0.0028892+0.0033933i
0.070672-0.014812i,0.043312-0.023105i,0.0064796-0.014799i,-0.0070905-0.0025468i,-0.0068018+0.0014313i,-0.0040999+0.0044977i,0.0022952+0.0068339i,0.0063526+0.0039104i,0.0065543+0.00039977i,0.0075586-0.0008645i,0.0087109-0.00091511i,0.0065428-0.0015245i,0.0020584-0.0027434i,-0.00038925-0.0017925i,-0.00048439+3.8309e-05i,-0.00068952-0.00013057i,-0.0022354-0.00087342i,-0.0018742-0.0020164i,0.00072707-0.003785i,0.0027562-0.0047481i,0.0035401-0.0032282i,0.0039824-0.00065887i,0.0034528+0.00066967i
0.0092028-0.070712i,-0.008693-0.04861i,-0.012835-0.013294i,-0.0052978+0.0021998i,0.0015885+0.001083i,0.0066277+0.00022061i,0.0093151-0.0021777i,0.0073536-0.0043188i,0.0047776-0.0042015i,0.0027774-0.0059855i,0.00070253-0.0077794i,-0.0013427-0.0066256i,-0.0031607-0.0034028i,-0.0028496-0.0011938i,-0.00028872-0.001135i,0.0013962-0.0015615i,0.0012684-0.001244i,-0.0002842+0.0010726i,-0.003354+0.0039801i,-0.0047319+0.0048174i,-0.003263+0.0032522i,-0.0016534+0.0011485i,-0.00052969-0.00082985i
-0.060288-0.034081i,-0.041291-0.0099468i,-0.0064495+0.0052226i,0.008531+0.001816i,0.0071916-0.0032848i,0.0059971-0.006259i,0.0033319-0.0082185i,0.00059262-0.0058475i,0.00077479-0.0042044i,-0.000678-0.0050138i,-0.0030673-0.004138i,-0.0036725-0.0020935i,-0.0019615-9.9572e-06i,0.00024316+0.0011947i,0.00086788+0.00062724i,-0.00069597-0.0010026i,-0.0014136-0.0020546i,0.00059116-0.0028121i,0.0032537-0.0044696i,0.0050756-0.0052969i,0.0054753-0.0043151i,0.0039512-0.0036298i,0.001188-0.0027512i
-0.053131+0.045575i,-0.027378+0.037982i,-0.0016565+0.011001i,0.0048998-0.0065533i,0.00447-0.0090631i,0.0020921-0.0083545i,-0.0026296-0.0052708i,-0.0016349-0.0020632i,0.00025882-0.001468i,-0.0028603+0.00039294i,-0.0061676+0.0031482i,-0.0049261+0.0046036i,-0.0010415+0.0026689i,-0.00051129-0.00085634i,-0.0019418-0.0021753i,-0.001589-0.0015019i,-0.00069903-0.00031397i,-0.00089612+0.00015907i,-0.0022846+0.0018663i,-0.0039563+0.0041468i,-0.0054012+0.004026i,-0.0050804+0.0027866i,-0.0038404+0.0023584i
0.026306+0.066052i,0.029256+0.035899i,0.014074-0.00038432i,0.00061463-0.013101i,-0.0011784-0.011007i,-0.001785-0.0074229i,-0.0023079-0.0026845i,0.00089926-0.0015335i,0.0027831-0.0029352i,0.0035552-0.00147i,0.0056509+0.0017143i,0.0065521+0.0025141i,0.0040516+0.0005782i,0.00077008+0.00075816i,-0.00037495+0.0035388i,-0.00056133+0.0038914i,-0.00080422+0.0017152i,-0.00091533-0.001193i,0.0012076-0.0048382i,0.0038649-0.0068074i,0.0038821-0.0055205i,0.0025472-0.0024168i,0.0019882+2.1375e-05i
0.072447+0.0056955i,0.047383-0.0071059i,0.011772-0.0076526i,-0.0049057-0.0059903i,-0.0079829-0.008267i,-0.0076109-0.0044486i,-0.0023144+0.00086092i,0.0016631+0.0003786i,0.0018752-9.6659e-05i,0.0028165-0.00039902i,0.0029292-0.0017602i,0.00086978-0.0025223i,-0.001969-0.0015004i,-0.0030263-0.00016503i,-0.00073365-0.00069432i,0.0024238-0.0023484i,0.0029719-0.0026707i,-3.4827e-05-0.00085096i,-0.0040564+0.0020128i,-0.006133+0.0047165i,-0.005648+0.0053486i,-0.0030723+0.0034199i,-0.00079419+0.00047536i
0.027445-0.067966i,0.0082419-0.048717i,-0.0021534-0.013175i,-0.0036407+0.0055296i,-0.005036+0.0079673i,-0.0018641+0.0061293i,0.0028887+0.0020314i,0.0029962-0.00036679i,0.0024192+6.797e-05i,0.0026529-0.0023614i,0.0014186-0.0065107i,-0.00052564-0.006503i,-0.00010353-0.0025962i,0.0020786-0.00037007i,0.0029067-0.0020864i,0.0014789-0.0036086i,-8.0614e-05-0.0032308i,-0.00073477-0.0023817i,-0.00014353-0.0027569i,0.0011484-0.0036415i,0.0029495-0.0026378i,0.0033317-0.0012548i,0.0021331-0.00090956i
-0.053842-0.052922i,-0.044408-0.026334i,-0.014705-0.0059279i,0.0045861+0.00036578i,0.010106+0.0047733i,0.012145+0.0038056i,0.0097134-0.0021823i,0.0070943-0.0040507i,0.0064579-0.0039931i,0.0019583-0.0034632i,-0.0038901-0.00053872i,-0.0051716+0.0023201i,-0.0031859+0.0014449i,-0.0026763-0.0013875i,-0.0043054-0.0031089i,-0.0038353-0.0042902i,-0.0017389-0.0042299i,-0.0010608-0.0014648i,-0.0021657+0.0034942i,-0.0028023+0.0065989i,-0.0016787+0.0055691i,-0.0008272+0.0024977i,-0.00072236+0.00060309i
-0.061156+0.032882i,-0.033587+0.02962i,-0.0030936+0.0076055i,0.012682-0.010064i,0.017262-0.015042i,0.012061-0.014903i,0.00399-0.010739i,0.0023453-0.0064832i,0.0020622-0.0067367i,-0.00084467-0.0061554i,-0.0012144-0.0027505i,0.00044985-0.000665i,0.0013438-0.0010216i,0.0012153-8.5094e-05i,-0.00022224+0.0023672i,-0.0014631+0.0039791i,-0.0011014+0.0039606i,0.00031396+0.0013638i,0.0025984-0.0038009i,0.0041521-0.0064855i,0.0040782-0.0054519i,0.0029511-0.0024282i,0.0019509-0.000369i
0.0071442+0.072275i,0.012967+0.046682i,0.0016185+0.0090768i,-0.010153-0.015138i,-0.011578-0.024936i,-0.010663-0.021555i,-0.0072769-0.0097398i,-0.0023757-0.0040793i,-0.0014224-0.0029868i,-0.00074829+0.0011893i,0.0025212+0.0037882i,0.0033672+0.0015834i,0.00069608-0.00094301i,-0.0019037-0.00074858i,-0.00084897+0.00051078i,0.0015434+9.7882e-05i,0.0016796-0.0017087i,-0.0006163-0.0019517i,-0.0028689+0.00076502i,-0.0038735+0.0036513i,-0.0037725+0.0038438i,-0.0033352+0.0021992i,-0.0025164+0.0011693i
0.072885+0.014069i,0.053638-0.00087898i,0.017215-0.0035779i,-0.0082231+0.0016277i,-0.017489+0.002978i,-0.014592+0.0043917i,-0.0056091+0.0046549i,-0.00051011+0.0020218i,0.00045701+0.0012479i,0.00053328-0.0004854i,-0.00047647-0.0039334i,-0.0019291-0.0039764i,-0.0024204-0.0016226i,0.00039249-0.00022095i,0.0041391-0.00048209i,0.0050855-0.00092684i,0.0031797+7.9858e-05i,0.00085738+0.00062936i,-0.00057417-0.0020036i,-0.00091251-0.0046603i,0.00042744-0.0040882i,0.0018743-0.0019251i,0.002183-0.00081334i
0.039631-0.058602i,0.017259-0.044913i,0.0036357-0.012615i,0.0013413+0.012287i,0.00073209+0.020456i,0.0058764+0.016903i,0.0087989+0.0074901i,0.0065971+0.0016336i,0.0071647-3.1501e-05i,0.0066775-0.0010131i,0.002997-0.00027278i,0.0011124+0.0010125i,0.00032316+0.0011477i,-0.00090085+0.00025692i,-0.0012429-0.001539i,-0.0011099-0.0046738i,-0.0014985-0.006336i,-0.0026098-0.002704i,-0.0037619+0.0038275i,-0.0039988+0.0071206i,-0.0025499+0.0057679i,-0.00053917+0.0028162i,0.00024803-5.8808e-05i
-0.040417-0.059655i,-0.034744-0.037101i,-0.0068926-0.016402i,0.019019-0.0085424i,0.028223-0.0063468i,0.023146-0.010014i,0.011126-0.012134i,0.0045247-0.0082428i,0.0035954-0.0061193i,0.00030346-0.0065745i,-0.0021382-0.0044215i,-0.00065693-0.0021237i,0.0025605-0.0025622i,0.0033893-0.0030531i,0.0017221-0.003627i,0.00022562-0.0033028i,0.00051085-0.00088813i,0.0019773-0.00027914i,0.0039168-0.0035023i,0.004853-0.0054185i,0.0043448-0.0046795i,0.0029876-0.0039096i,0.0011068-0.0030251i
-0.067293+0.018544i,-0.044919+0.025172i,-0.01718+0.0078183i,-0.0046788-0.017241i,-0.00083771-0.028977i,-0.0014609-0.025919i,-0.0033853-0.014736i,-0.0010435-0.0064791i,0.00071266-0.0056397i,0.0007973-0.0034775i,0.0017771-0.0010907i,0.0020972-0.0024188i,-0.00024951-0.0038078i,-0.0038164-0.002727i,-0.0053245+0.00064997i,-0.0051575+0.0020107i,-0.0049242+0.00099183i,-0.0047648+0.00057374i,-0.0037757+0.0017033i,-0.0027651+0.0031506i,-0.003125+0.0031459i,-0.0039945+0.0028882i,-0.0031792+0.0024894i
-0.0077111+0.066585i,0.0071302+0.044597i,0.0032684+0.013192i,-0.011306-0.0055467i,-0.017898-0.0099101i,-0.017704-0.0045558i,-0.011351+0.0017067i,-0.0034943+0.0022487i,-0.0020066+0.0014085i,-0.0025998+0.0013286i,-0.0038906+0.00011906i,-0.0061575-0.0011004i,-0.0065687-0.0017443i,-0.0043129-0.0020928i,-0.00085759-0.00046703i,0.0019028+0.0015914i,0.0023045+0.0016704i,0.0016539-0.00057767i,0.0014261-0.0051691i,0.0013089-0.0079204i,0.0015577-0.0053526i,0.0020491-0.0013951i,0.0013263-0.00028297i
0.067917+0.037167i,0.055299+0.015032i,0.026509+0.0042439i,0.0021895+0.0087286i,-0.0090012+0.011565i,-0.0062274+0.011716i,0.003028+0.0088866i,0.0062445+0.0034455i,0.0064579+0.00060479i,0.0080639-0.0014931i,0.0069905-0.0028246i,0.0028881-0.00078897i,-0.0017097+0.0028952i,-0.0024736+0.0060843i,0.00064976+0.0062429i,0.001933+0.0027217i,-0.00035001+0.00023799i,-0.0033625+0.0015307i,-0.0045544+0.0047549i,-0.0039921+0.0063358i,-0.002244+0.0048654i,-0.00086867+0.0018801i,-0.00064118+0.00041566i
0.049851-0.048329i,0.024225-0.046986i,0.0090994-0.027116i,0.013995-0.0083827i,0.019243+0.00034137i,0.018477-9.9411e-05i,0.012133-0.0053922i,0.0054257-0.0059616i,0.002609-0.0032706i,0.0005936-0.0016111i,-0.00030876+0.0011061i,0.0026533+0.0043423i,0.0066306+0.0033986i,0.0075414-0.001895i,0.0059833-0.0064364i,0.004365-0.0071504i,0.0034039-0.0047299i,0.0028297-0.0040703i,0.002966-0.0055853i,0.0026229-0.0071014i,0.0011968-0.0071698i,0.00064151-0.0054796i,0.00090709-0.0037266i
-0.020414-0.064106i,-0.026123-0.034543i,-0.016902-0.011443i,-0.0033465-0.011075i,0.0028867-0.015516i,0.0013711-0.01607i,-0.0017479-0.01192i,-0.00090814-0.0050463i,0.0024896-0.0029682i,0.0034248-0.0055053i,0.0029341-0.0061542i,0.0028021-0.0068586i,0.0022327-0.0072626i,0.0018404-0.0047403i,0.00049129-0.0018374i,-0.0019165-0.0013113i,-0.0036113-0.0017775i,-0.0042701+0.00079345i,-0.004164+0.0042794i,-0.0046725+0.0057277i,-0.0045929+0.0053249i,-0.0045103+0.0046197i,-0.0039343+0.0041336i
-0.069389-0.0028456i,-0.044664+0.008672i,-0.013934+0.0061554i,-0.0036181-0.0083566i,-0.0051898-0.01625i,-0.0078094-0.010781i,-0.0081891-0.00093339i,-0.0034233+0.0027343i,-0.0002556-0.00021191i,-0.00080841-0.0017351i,-0.00082244-0.00037676i,-0.0013193-0.0018487i,-0.0035089-0.0063019i,-0.0059174-0.0092113i,-0.0064694-0.0071285i,-0.005092-0.0033491i,-0.0025107-0.0023176i,-0.00017265-0.0036781i,0.0020243-0.0064303i,0.0030223-0.0073491i,0.0025443-0.0036158i,0.0025306+0.00035029i,0.0021737+0.00043031i
-0.022311+0.068312i,0.0029902+0.050557i,0.014059+0.022481i,0.0048126+0.0091237i,-0.003356+0.005763i,-0.0019081+0.0038052i,0.0041873+0.0021178i,0.0076377-0.0012586i,0.0061052-0.0033634i,0.0036229-0.0041114i,0.0013508-0.0045989i,-0.0024501-0.0027277i,-0.0059435+0.0020054i,-0.005147+0.0063126i,-0.00059623+0.0074981i,0.0017104+0.0061981i,-0.00028622+0.0046303i,-0.0033495+0.0042459i,-0.0036395+0.0061367i,-0.0016803+0.0074246i,0.00026644+0.0056286i,0.0011884+0.0031447i,0.001454+0.00211i
0.049466+0.043193i,0.036372+0.0081835i,0.015462-0.019036i,0.0062292-0.020855i,0.007295-0.013457i,0.0095822-0.0071056i,0.0093361-0.0062644i,0.0048542-0.0059175i,0.0010461-0.0021765i,-0.00061883+0.0010581i,-0.0017368+0.0032797i,-0.00046581+0.0057771i,0.0013884+0.0054i,0.0013718+0.0023661i,0.0011346+0.00023649i,0.0014016-0.00026617i,0.0016092-0.00085372i,0.0017267-0.0030593i,0.0018323-0.0070698i,0.0021289-0.010073i,0.0023244-0.0091327i,0.0020691-0.006842i,0.00085067-0.0050494i
0.06672-0.026427i,0.035412-0.021198i,0.0027746-0.0081407i,-0.0054081-0.0018911i,-0.0028484-0.0029366i,-0.0022934-0.0068915i,-0.0049968-0.0083422i,-0.0064553-0.0044911i,-0.0021917-0.0014654i,0.0015877-0.0027092i,0.0014814-0.0029065i,0.001985-0.0022726i,0.0043596-0.0025022i,0.0073081-0.0016218i,0.0086317-0.0019364i,0.0069976-0.0032005i,0.0036304-0.0026617i,0.00079956+0.00074928i,-0.0020622+0.0049719i,-0.0053508+0.0065514i,-0.0064197+0.0045327i,-0.0056826+0.002264i,-0.0036611+0.0011866i
-0.0020908-0.072467i,-0.013953-0.042743i,-0.013046-0.0080915i,-0.0092272-0.0011199i,-0.0075058-0.0079011i,-0.0045631-0.0058608i,-0.0016455+0.0017712i,0.0020949+0.0057363i,0.0068616+0.0025594i,0.0076559-0.00060832i,0.0061034+0.00038689i,0.0051244-0.00080298i,0.0019078-0.0046744i,-0.0031665-0.0069684i,-0.0057034-0.0060351i,-0.0049522-0.0045146i,-0.0037049-0.0046407i,-0.002262-0.0059195i,-0.00028688-0.0072894i,0.00092963-0.0065068i,0.0013688-0.0027955i,0.0016781+4.5556e-05i,0.0015408-0.0012228i
-0.061337-0.025308i,-0.02758-0.0055336i,0.011146+0.0092234i,0.022261+0.012016i,0.01536+0.011004i,0.0087628+0.0083517i,0.0079536+0.005173i,0.011014+0.0014891i,0.0096649-0.0032446i,0.0035343-0.0061155i,-0.0016965-0.0062765i,-0.0052025-0.0038373i,-0.0048274-0.000389i,-0.0013184+0.00095508i,0.00087337-0.0001593i,-0.00053481-0.0016637i,-0.0029113-0.00073645i,-0.0033591+0.0029852i,-0.0023878+0.0073434i,-0.00090979+0.0091435i,0.00077629+0.0063358i,0.00084984+0.0028286i,0.00015386+0.0017538i
-0.05913+0.052854i,-0.035106+0.026654i,-0.0074107-0.013342i,0.0036819-0.031895i,0.0064466-0.028495i,0.0075194-0.019151i,0.0080734-0.011433i,0.0058486-0.0092399i,0.00075676-0.0063806i,-0.0020661-0.002411i,-0.0019996-0.0014992i,-0.0020451-0.002169i,-0.0036158-0.0020152i,-0.005556+0.00084784i,-0.0056066+0.0046604i,-0.0041932+0.0057409i,-0.0022068+0.0035292i,0.00043415-0.0015397i,0.0028431-0.0074506i,0.0032213-0.010398i,0.0019619-0.0079801i,0.0010472-0.0047857i,7.3499e-05-0.0037197i
0.044082+0.069294i,0.030974+0.03896i,0.0028313+0.0041658i,-0.011343-0.010204i,-0.0094013-0.011687i,-0.0067307-0.011148i,-0.0061589-0.011721i,-0.0060079-0.0095964i,-0.0039415-0.0053188i,-0.00081076-0.0037607i,-0.00068137-0.0019423i,-0.00063383+0.0016257i,0.0013426+0.0027771i,0.0042451+0.00089634i,0.0070472-0.0012073i,0.0065242-0.0015556i,0.0042959-0.00043431i,0.0018293+0.0017504i,-0.0016468+0.0051566i,-0.0044283+0.0067938i,-0.0053091+0.0051544i,-0.0041118+0.0035075i,-0.0016735+0.001681i
0.073785-0.0057887i,0.034858-0.0013344i,-0.0099619+0.010789i,-0.028325+0.013672i,-0.023081+0.0058324i,-0.011078+0.00050912i,-0.0053081+0.0017794i,-0.0028846+0.0045025i,0.0013225+0.004915i,0.0044577+0.002264i,0.0045984+0.0011534i,0.0044098+0.00016393i,0.0029197-0.0017702i,-0.00012308-0.0014015i,-0.00056576+9.7977e-05i,0.0011686-0.00033609i,0.0017575-0.002392i,0.0014753-0.005381i,0.00096113-0.0081889i,0.00090019-0.0081587i,0.0017867-0.0050155i,0.0026706-0.002925i,0.00099424-0.0030513i
0.035198-0.086002i,0.03948-0.052508i,0.042433-0.0014568i,0.041923+0.02495i,0.032642+0.023517i,0.018454+0.014204i,0.0084984+0.0085722i,0.0067476+0.0067009i,0.0055182+0.0014542i,-5.811e-05-0.0030034i,-0.0023228-0.0025846i,-0.0012168-0.0012832i,-0.00038173-0.0012596i,0.001501-0.0028777i,0.001704-0.0057318i,-0.00096489-0.0074494i,-0.0028793-0.0058152i,-0.0031015-0.00074033i,-0.0030352+0.0058612i,-0.0020192+0.0080633i,-0.0011638+0.0052113i,-0.0016302+0.0028737i,-0.001564+0.0024936i
-0.084607-0.050254i,-0.062621-0.038532i,-0.016399-0.033461i,0.013856-0.037403i,0.014698-0.034538i,0.0088683-0.0243i,0.0078484-0.012821i,0.0082217-0.0073132i,0.0054299-0.0057076i,0.0022432-0.0019621i,0.0022154-0.00074338i,0.00076305-0.002866i,-0.0028785-0.0028749i,-0.0049134-0.00024795i,-0.0045189+0.0025781i,-0.0030632+0.0032346i,-0.001758+0.0014323i,-0.00080216-0.0030433i,0.00037645-0.0089234i,0.0012692-0.0119i,0.00064031-0.0096018i,-0.00011999-0.0051231i,-0.0011079-0.0018236i
-0.06842+0.044013i,-0.041639+0.022565i,-0.01828-0.016063i,-0.012325-0.036379i,-0.0063542-0.030341i,-0.0013464-0.016981i,0.0020348-0.01261i,0.0032647-0.013308i,0.0025732-0.010199i,0.0034488-0.0048328i,0.0045845-0.0016761i,0.003848+0.0017649i,0.0030024+0.0019108i,0.0018651-0.0012672i,0.00061816-0.0023616i,-0.00022622-0.0013359i,-0.001137+0.00086085i,-0.0025471+0.0033679i,-0.0030675+0.0065306i,-0.0029981+0.0088093i,-0.0040082+0.0075373i,-0.0032066+0.0054415i,0.0012648+0.0033363i
0.017371+0.10534i,-0.0031677+0.08231i,-0.034918+0.046544i,-0.054114+0.025173i,-0.048521+0.012597i,-0.026675+0.0047348i,-0.01109+0.0017574i,-0.0062438+0.0025545i,-0.0025349+0.002466i,0.00048217-0.0023172i,-0.0012238-0.0056034i,-0.0028338-0.004059i,-0.0027524-0.00059155i,-0.001591+0.0019385i,0.0011717+0.002661i,0.0037065+0.00093489i,0.004628-0.0013712i,0.0038297-0.0035573i,0.0024157-0.0069219i,0.0016893-0.0081778i,0.0024675-0.0053037i,0.0037307-0.0022911i,0.0020437-0.0025549i
0.11422+0.0031796i,0.098998-0.00019004i,0.06597+0.015427i,0.047813+0.03128i,0.039734+0.028817i,0.023937+0.014609i,0.0064345+0.0054343i,-0.0011931+0.0032402i,-0.0012831+0.0013184i,-0.0031928-0.0011209i,-0.0043405-0.00086615i,-0.0011098-0.001337i,0.00070002-0.0040513i,-1.8333e-05-0.0051263i,-0.00022681-0.0045748i,-0.00091825-0.0033316i,-0.0011214-0.00124i,-0.0008826+0.00239i,-0.0018207+0.0072953i,-0.001474+0.0106i,-0.00099048+0.0094007i,-0.0013581+0.0048382i,-0.0019679+0.0015115i
0.039717-0.084618i,0.024948-0.063024i,0.020703-0.03005i,0.028279-0.016215i,0.022748-0.019038i,0.012117-0.018278i,0.009875-0.0088571i,0.010796-0.00082564i,0.0091161+0.00078346i,0.0046513+0.0021779i,0.0017808+0.0047647i,-0.00021708+0.00433i,-0.0031473+0.0038359i,-0.0030558+0.0037964i,-0.00078605+0.003025i,-0.00035298+0.0007896i,-0.0010273-0.0027855i,-0.0010714-0.0070403i,0.0010647-0.011277i,0.0033976-0.012549i,0.004157-0.0093556i,0.0024269-0.0051561i,9.5227e-05-0.0021432i
-0.074389-0.093883i,-0.053955-0.081907i,-0.014041-0.068483i,0.006196-0.070223i,0.008901-0.05838i,0.0056506-0.030742i,0.0041921-0.011361i,0.0060904-0.0061798i,0.0062961-0.0059194i,0.0076582-0.0040144i,0.01001-0.0029814i,0.0099816-0.003855i,0.0084486-0.0043244i,0.0050925-0.0040175i,0.0015817-0.0025262i,0.00096815-0.00089387i,0.00048876+0.00012024i,-0.0019611+0.0016182i,-0.0039977+0.0053055i,-0.0037366+0.0079119i,-0.0025088+0.0065545i,-0.0011768+0.0039402i,0.0010844+0.0020525i
