0.0029645-0.000461i,0.0024126-0.0010491i,0.0018566-0.0019332i,-0.00069263-0.0025012i,-0.003405-0.0016112i,-0.0041071+0.00046472i,-0.0031377+0.0015858i,-0.001589+0.0016152i,0.00012021+0.00048586i,0.00059144-0.00039108i,0.00028438-0.00061213i,-0.00013801-0.00060911i,-8.9611e-05+4.2296e-06i,-0.00042561+0.0010135i,-0.0013171+0.00097069i,-0.0014225+0.00027223i,-0.0015561+0.00026655i,-0.0010352+0.00058357i,6.1354e-05+3.0358e-05i,0.00039273+6.7074e-05i,0.00041698+0.00040093i,-6.4599e-05+0.00034322i,-0.00037407+0.00053352i
-0.075821+0.043927i,-0.073577-0.016627i,-0.011806-0.21106i,-0.048396-0.28362i,-0.18923-0.059458i,-0.1739+0.17819i,-0.040805+0.17533i,0.0094618+0.049391i,0.0071941-0.024725i,0.029261-0.047237i,0.057542-0.055088i,0.077622-0.05277i,0.090411-0.054323i,0.073456-0.056735i,0.022578-0.031952i,-0.0068157+0.013694i,0.0063855+0.027091i,0.014815+0.0032519i,0.0029104-0.011003i,-0.0064732-0.0092203i,-0.0068284-0.008303i,-0.0063796-0.0043041i,-0.01637+0.0028123i
-0.063229-0.35966i,-0.26949-0.62967i,-0.55744-0.55875i,-0.56815-0.11873i,-0.22327+0.14972i,0.029991+0.054789i,0.026995-0.04077i,-0.006002+0.00044198i,-0.017203+0.043045i,-0.040456+0.052258i,-0.056961+0.038721i,-0.069511+0.017063i,-0.06935+0.021269i,-0.053444+0.050756i,-0.025305+0.066302i,-0.0093478+0.038437i,-0.022752+0.001947i,-0.031082-0.0021422i,-0.017138+0.0023314i,-0.012419-0.0059959i,-0.015593-0.0047323i,-0.002418+0.003292i,0.016399+0.00067026i
0.31532+0.27493i,0.67076+0.56165i,0.91917+0.61643i,0.75939+0.28249i,0.31841-0.035538i,0.0027064-0.04682i,-0.059277+0.047564i,-0.015092+0.077287i,0.028082+0.064111i,0.038392+0.051256i,0.039837+0.063457i,0.049875+0.07624i,0.050359+0.071454i,0.047072+0.054212i,0.036482+0.033579i,0.015074+0.030297i,0.0062643+0.040916i,0.0059495+0.039293i,-0.0065988+0.029594i,-0.01444+0.027257i,-0.0033702+0.013161i,0.0091993-0.014106i,0.010386-0.031044i
-0.14782-0.25695i,-0.32516-0.51783i,-0.40335-0.72602i,-0.35406-0.69528i,-0.26427-0.44252i,-0.13958-0.1913i,-0.053442-0.065952i,-0.041167-0.0043286i,-0.024147+0.012076i,-0.0052137-0.031888i,-0.017623-0.072986i,-0.03459-0.082148i,-0.046695-0.057883i,-0.051637-0.0023594i,-0.043672+0.038311i,-0.031549+0.037963i,-0.019546+0.016792i,-0.0065102+0.0054249i,0.011861+0.0082007i,0.020445+0.011069i,0.0041511+0.017855i,-0.013592+0.031398i,-0.0147+0.032061i
0.002765+0.068528i,-0.174+0.19249i,-0.4416+0.41475i,-0.42381+0.56975i,-0.1228+0.44774i,0.031969+0.18572i,0.0062655+0.042651i,-0.024641-0.004996i,-0.055917-0.021559i,-0.067297+0.0065023i,-0.03671+0.022866i,-0.0058564+0.0090966i,0.0097604-0.013004i,0.0068478-0.026997i,0.00023468-0.01323i,0.0094875-0.00051552i,0.010865-0.0094533i,-0.0098264-0.017665i,-0.032986-0.015197i,-0.038411-0.0066717i,-0.019056+0.0023094i,0.0041869+0.0050009i,0.010303+0.008646i
-0.096665+0.061759i,0.0077515+0.19898i,0.36457+0.33908i,0.61201+0.26898i,0.42493+0.070584i,0.11949+0.028981i,0.034002+0.057421i,0.063547+0.0044949i,0.076983-0.028369i,0.081533-0.018596i,0.061559-0.0087946i,0.019541+0.01271i,-0.010593+0.040177i,-0.020685+0.047433i,-0.032446+0.021683i,-0.05069+0.003959i,-0.044911+0.01637i,-0.010232+0.026361i,0.021203+0.018293i,0.023583+0.0036719i,0.0050446-0.0039284i,-0.011437-0.0035521i,-0.016763-0.010733i
0.31634-0.10343i,0.48206-0.51868i,0.24077-0.96213i,-0.23334-0.84859i,-0.31003-0.28125i,-0.010254+0.052491i,0.16002+0.066338i,0.13376+0.037567i,0.053502+0.0063785i,-0.005399-0.0057413i,0.0072391-0.0031857i,0.040659-0.023038i,0.049075-0.038697i,0.03029-0.038019i,0.0055577-0.017395i,0.01201-0.002103i,0.029517-0.01917i,0.02037-0.035238i,0.0035843-0.02637i,0.0088447-0.012514i,0.017583-0.0084326i,0.011831-0.0086559i,0.0005891-0.0067422i
-0.30843+0.32913i,-0.49827+0.79658i,-0.41229+1.1401i,-0.098744+0.92269i,0.041506+0.35646i,-0.060786-0.0074103i,-0.13519-0.087012i,-0.12258-0.053785i,-0.066502-0.0028934i,-0.034354-0.001999i,-0.071271-0.0065662i,-0.10388+0.023667i,-0.097412+0.046388i,-0.06273+0.051453i,-0.019649+0.035027i,-0.01411+0.011537i,-0.035632+0.016589i,-0.033835+0.028324i,-0.017451+0.016637i,-0.014054+0.0016115i,-0.012325-0.0032293i,-0.0049146-0.0036397i,0.0040817-0.0042676i
0.35909-0.1957i,0.7389-0.52686i,0.92005-0.87776i,0.67502-0.89661i,0.279-0.54263i,0.040708-0.15868i,-0.049129+0.049394i,-0.030795+0.10039i,0.015941+0.048219i,0.025403+0.0079669i,0.051404+0.0045428i,0.086684-0.019572i,0.084367-0.045221i,0.051053-0.04511i,0.017247-0.026001i,0.017655-0.0050623i,0.038733-0.0047855i,0.037247-0.010609i,0.016224+0.0041226i,0.0042305+0.022667i,0.0045757+0.020079i,0.0058581+0.010648i,0.0064396+0.013634i
-0.49781+0.0087114i,-1.0319+0.20524i,-1.2241+0.48571i,-0.77111+0.5535i,-0.18533+0.31414i,0.070629+0.039155i,0.10523-0.08953i,0.045925-0.12118i,-0.020625-0.082755i,-0.025188-0.055687i,-0.036785-0.06514i,-0.065769-0.047702i,-0.063498-0.02206i,-0.040487-0.005148i,-0.019435+0.0095399i,-0.016411+0.012256i,-0.024069+0.013269i,-0.018331+0.01198i,-0.0040735-0.0031273i,-0.0029078-0.018959i,-0.0077854-0.016709i,-0.0050551-0.0099231i,-0.0029897-0.013459i
0.48155-0.1783i,0.89482-0.33854i,0.98898-0.36097i,0.60998-0.18902i,0.18064-0.0022308i,-0.030328+0.060335i,-0.087259+0.067704i,-0.037507+0.076685i,0.015547+0.059487i,0.017178+0.062475i,0.036458+0.076856i,0.059463+0.061871i,0.053529+0.050692i,0.038852+0.036767i,0.023321+0.010521i,0.013992-0.0049807i,0.005575-0.010369i,-0.014197-0.0061954i,-0.035585+0.010066i,-0.038604+0.021799i,-0.02751+0.016672i,-0.02082+0.007021i,-0.020647+0.0091105i
-0.25631+0.11397i,-0.52586+0.20235i,-0.64689+0.22659i,-0.48457+0.19489i,-0.21987+0.18768i,0.0010192+0.21363i,0.12381+0.18379i,0.10195+0.083493i,0.027915+0.015369i,0.001757-0.0095492i,-0.0099258-0.02827i,-0.024856-0.028288i,-0.022399-0.020541i,-0.017263-0.010491i,-0.018796+0.0059143i,-0.016671+0.016277i,-0.0030498+0.024448i,0.019121+0.031142i,0.037589+0.02795i,0.04026+0.021762i,0.03212+0.01748i,0.029539+0.007245i,0.033258-0.014493i
0.24539+0.10209i,0.47524+0.1529i,0.52269+0.13686i,0.29813+0.034628i,0.041914-0.064743i,-0.096425-0.10335i,-0.13806-0.082071i,-0.089666-0.021521i,-0.023119+0.0090685i,-0.013261+0.0092861i,-0.016874+0.016289i,-0.015769+0.012658i,-0.033136+0.011709i,-0.037419+0.022045i,-0.018393+0.022428i,-0.0061099+0.009975i,-0.010968-0.012604i,-0.022327-0.034144i,-0.026864-0.037514i,-0.025215-0.027316i,-0.024725-0.013338i,-0.027162+0.0029535i,-0.029074+0.015473i
-0.28093+0.013361i,-0.49307-0.045289i,-0.49457-0.12702i,-0.25255-0.1174i,-0.027733-0.035592i,0.050924+0.017362i,0.040034+0.028462i,0.0084595+0.018658i,0.0032373+0.0010274i,0.020432-0.019981i,0.02797-0.035915i,0.029337-0.038849i,0.039931-0.03642i,0.042984-0.032032i,0.023493-0.02226i,0.006891-0.0033067i,0.012297+0.023238i,0.023194+0.040914i,0.024583+0.039591i,0.022132+0.030657i,0.025268+0.023429i,0.034806+0.016218i,0.041903+0.0088057i
0.17834-0.08771i,0.31272-0.12992i,0.30943-0.073222i,0.17392+0.028442i,0.059182+0.049869i,0.0099994-0.0098706i,-0.002162-0.059084i,0.014653-0.063355i,0.031749-0.057497i,0.017241-0.041096i,-0.0022284-0.0090529i,-0.00044679+0.0059137i,-0.0061899-0.0053621i,-0.02271-0.0099894i,-0.024473-0.0041739i,-0.021176-0.0077646i,-0.023786-0.0188i,-0.023377-0.027215i,-0.017979-0.029883i,-0.014628-0.03032i,-0.01999-0.030727i,-0.035039-0.02842i,-0.049095-0.020773i
-0.037451+0.031646i,-0.028476+0.034812i,0.019665-0.019405i,0.041198-0.082452i,0.015169-0.088236i,0.017001-0.045796i,0.04043-0.0076027i,0.030387+0.013989i,-0.0015617+0.031108i,-0.014748+0.03319i,-0.0094708+0.023511i,-0.00088232+0.019092i,0.01329+0.025877i,0.024855+0.031731i,0.026448+0.024653i,0.026203+0.012135i,0.024395+0.0061166i,0.01425+0.010338i,-0.0019329+0.018635i,-0.0058867+0.024251i,0.0080552+0.023701i,0.02433+0.019792i,0.03086+0.018894i
0.045759-0.0013713i,0.042706+0.067079i,-0.018313+0.12291i,-0.10881+0.079321i,-0.17235+0.023962i,-0.20114+0.04179i,-0.17272+0.074903i,-0.096456+0.064185i,-0.024782+0.03408i,0.0094331+0.0068379i,0.00080277-0.0095876i,-0.020904-0.0045386i,-0.027879-0.0042134i,-0.029938-0.017163i,-0.02962-0.018843i,-0.025833-0.014232i,-0.028746-0.012399i,-0.02463-0.010946i,-0.0063977-0.013395i,0.0013148-0.018705i,-0.0079728-0.022297i,-0.015274-0.023755i,-0.013558-0.027778i
-0.11308+0.020241i,-0.21576+0.035648i,-0.20187+0.025252i,-0.043467-0.024126i,0.10252-0.07798i,0.15566-0.083397i,0.13831-0.055012i,0.064909-0.037663i,-0.010402-0.021978i,-0.028808-0.0052163i,-0.01239-0.0080682i,-0.0049628-0.014943i,-0.0086618-0.0050716i,-0.010549+0.013394i,-0.004917+0.025251i,0.0078668+0.022234i,0.020149+0.0071966i,0.016546-0.0084512i,-0.0043237-0.014001i,-0.019414-0.0041078i,-0.014792+0.012172i,-0.001865+0.023534i,0.0050985+0.029181i
0.084964-0.1255i,0.12961-0.25872i,0.1222-0.27736i,0.086139-0.15051i,0.05468-0.055529i,-0.011286-0.060913i,-0.084321-0.075253i,-0.087794-0.048222i,-0.04134-0.0091552i,0.0030322+0.015425i,0.030762+0.013165i,0.034756-0.0066037i,0.029699-0.017037i,0.030503-0.018756i,0.020933-0.016738i,0.0017437-0.00098694i,-0.011298+0.019709i,-0.014071+0.033117i,-0.0042927+0.036299i,0.0056114+0.024429i,0.0032702+0.0048719i,-0.0031434-0.0092014i,-0.0035946-0.014404i
0.039468+0.084826i,0.066457+0.12043i,0.048741+0.1418i,0.030027+0.18146i,0.076708+0.21356i,0.15138+0.19399i,0.18541+0.15097i,0.17365+0.088504i,0.11926+0.013239i,0.04402-0.018248i,0.0032027-0.0018607i,0.0011627+0.011941i,0.0044647+0.012013i,0.0034834+0.010311i,0.0033499+0.0035867i,0.0078557-0.0076328i,0.022128-0.017338i,0.033096-0.024319i,0.025222-0.021337i,0.013611-0.0061038i,0.0099176+0.0086287i,0.0081461+0.014973i,0.005566+0.014139i
0.061281+0.068534i,0.18624+0.10487i,0.27473+0.078296i,0.19634+0.015781i,0.05417+0.0010327i,0.019093-0.012948i,0.01938-0.057002i,-0.013604-0.056226i,-0.030537-0.029123i,-0.032314-0.016654i,-0.025023-0.0058752i,-0.0069879-0.00091059i,0.00059431+0.00094965i,0.0020776+0.0090226i,0.0035591+0.013244i,-0.0057844+0.014597i,-0.022844+0.019479i,-0.030342+0.022865i,-0.019192+0.016687i,-0.0035133+0.0024142i,0.0025331-0.009864i,0.0028622-0.015985i,0.0019847-0.018948i
-0.14561+0.059468i,-0.30702+0.14133i,-0.40751+0.18156i,-0.35795+0.13183i,-0.26149+0.061294i,-0.22469+0.076999i,-0.1672+0.12602i,-0.059048+0.11476i,0.019953+0.07017i,0.036365+0.023439i,0.0068194-0.006363i,-0.022375-0.0013217i,-0.024204+0.0084002i,-0.018829+0.0022246i,-0.015127-0.0036154i,-0.005237-0.007116i,0.0085361-0.011161i,0.01843-0.01293i,0.01835-0.013837i,0.0071165-0.0097325i,-0.0022167+0.0015156i,-0.0018196+0.012027i,0.0011554+0.014189i
-0.0049145-0.12261i,0.01204-0.19891i,0.06644-0.23534i,0.09921-0.21368i,0.087692-0.13855i,0.06754-0.06295i,0.044662-0.036217i,0.0024294-0.039945i,-0.022663-0.043155i,-0.010597-0.039656i,0.010566-0.029512i,0.020095-0.024151i,0.0093418-0.020371i,-0.0097005-0.0027345i,-0.017437+0.017476i,-0.01422+0.023289i,-0.013532+0.020733i,-0.020807+0.01758i,-0.023599+0.013641i,-0.01308+0.0044369i,-0.0025029-0.0091596i,-0.0035537-0.018515i,-0.0095471-0.015488i
0.04011-0.092525i,-0.0095089-0.15787i,-0.071479-0.13775i,-0.056143-0.061982i,-0.028886-0.046152i,-0.054849-0.086609i,-0.075593-0.089657i,-0.058872-0.043057i,-0.03641+0.01122i,-0.011265+0.042327i,0.0078064+0.033351i,0.0026575+0.013968i,-0.0022643+0.0088183i,0.0070096+0.0041044i,0.013375-0.0054237i,0.010247-0.013281i,0.0055757-0.016868i,0.0080232-0.0095584i,0.011365+0.0074801i,0.0058495+0.019675i,-0.0013986+0.023761i,-0.0037963+0.025104i,-0.0010569+0.021037i
0.15777+0.062654i,0.32322+0.050442i,0.37946+0.0062856i,0.26073-0.0036759i,0.11941+0.036184i,0.056074+0.086113i,0.036239+0.10974i,0.032869+0.085287i,0.032533+0.039221i,0.020645+0.01282i,0.0064436+0.010329i,0.0051934+0.013004i,0.0066139+0.0089037i,-0.0030065+0.0044565i,-0.011142+0.004677i,-0.0093298+0.0059002i,-0.0061106+0.0065446i,-0.0082786-8.5228e-05i,-0.011475-0.0096148i,-0.0075747-0.0097325i,0.0009442-0.0066965i,0.008085-0.0079131i,0.010158-0.0091014i
-0.053822+0.13703i,-0.087108+0.25513i,-0.087569+0.30049i,-0.050758+0.22766i,0.0032374+0.10355i,0.060804-0.0017497i,0.080786-0.05604i,0.043944-0.06236i,-0.0044738-0.045298i,-0.028643-0.024784i,-0.024318-0.010662i,-0.011942-0.0098644i,-0.0075319-0.012277i,-0.00087642-0.0088142i,0.0076352-0.0049304i,0.0073395-0.0049793i,0.00020521-0.0085021i,-0.0051743-0.0080253i,-0.0079446-0.0034171i,-0.014718-0.0018882i,-0.020461+0.0034413i,-0.015459+0.0095455i,-0.0037103+0.0055313i
-0.099518+0.012485i,-0.158+0.010402i,-0.17381-0.019735i,-0.16169-0.056142i,-0.1519-0.064345i,-0.14715-0.044605i,-0.14043-0.013792i,-0.097369+0.026371i,-0.038274+0.046396i,-0.007216+0.032639i,-0.0040292+0.0086497i,-0.010651+0.0010231i,-0.0043805+0.0074928i,0.0070794+0.0038855i,0.0063413-0.0031744i,0.0028524+0.001623i,0.0059701+0.010094i,0.0093249+0.011615i,0.0080459+0.0042979i,0.0067251-0.0012218i,0.0078287-0.0051631i,0.0077064-0.0098577i,0.0037171-0.0083012i
-0.086211-0.10079i,-0.15753-0.11698i,-0.15353-0.049104i,-0.047729+0.037324i,0.072015+0.071694i,0.12036+0.077105i,0.12236+0.051406i,0.10141-0.013909i,0.066328-0.063073i,0.037978-0.06627i,0.026549-0.043457i,0.029132-0.027137i,0.02282-0.027231i,0.0070106-0.019412i,-0.0024177-0.0023377i,-0.0041406+0.0050078i,-0.0029363+0.0011593i,-0.0028913-7.1731e-05i,-0.0016557+0.0069355i,-0.00069161+0.0079562i,-0.0056953+0.0015747i,-0.013907-0.0022661i,-0.017097-0.0034915i
0.12681-0.11093i,0.17863-0.22955i,0.13239-0.28946i,0.043071-0.23086i,0.00683-0.14984i,-0.0048134-0.13988i,-0.027319-0.12688i,-0.041455-0.065126i,-0.047489-0.0074093i,-0.041729+0.023455i,-0.023264+0.026761i,-0.018582+0.017197i,-0.02037+0.023727i,-0.0065124+0.031918i,0.007264+0.02079i,0.0073407+0.0069124i,0.0073999+0.0063968i,0.016142+0.0093689i,0.025254+0.0070635i,0.027079+0.0077836i,0.024675+0.012349i,0.020798+0.013268i,0.01352+0.011502i
0.093422+0.09654i,0.18482+0.16161i,0.24981+0.1881i,0.22345+0.15469i,0.11078+0.13625i,0.020921+0.17001i,0.0067455+0.17702i,0.032382+0.12756i,0.06691+0.063577i,0.070968+0.012043i,0.041135-0.0074772i,0.021606-0.0065545i,0.0116-0.017447i,-0.012749-0.02589i,-0.028388-0.014664i,-0.023209-0.0010796i,-0.018114+0.00016747i,-0.020422-0.0083088i,-0.021683-0.015687i,-0.017644-0.014825i,-0.01175-0.006945i,-0.0049688+0.0013165i,0.001223+0.0012204i
0.00036529+0.069952i,-0.022177+0.083265i,-0.074091+0.040976i,-0.10373-0.0042349i,-0.052887-0.020345i,0.036162-0.036313i,0.072633-0.049687i,0.042607-0.056369i,-0.013363-0.055357i,-0.044866-0.034517i,-0.035707-0.010601i,-0.018829-0.0025308i,-0.012648+0.0050229i,-0.0016186+0.017405i,0.014164+0.019737i,0.019836+0.010181i,0.016482+0.0024658i,0.013252+0.004646i,0.0088449+0.0065124i,0.0024378+0.0027891i,-0.00079155-0.0012655i,-0.00040314-0.0013125i,0.002149+0.0034352i
-0.11195+0.060697i,-0.13805+0.12209i,-0.072438+0.13045i,-0.013946+0.061436i,-0.059106-0.00036377i,-0.13546+0.00019221i,-0.15267+0.024234i,-0.11657+0.059783i,-0.054602+0.09672i,0.00059948+0.08053i,0.01176+0.030948i,0.0017176+0.0095242i,0.0061639+0.0060958i,0.0071116-0.0085864i,-0.0087939-0.017345i,-0.021211-0.0093323i,-0.025403-0.0017822i,-0.030155-0.0017567i,-0.032808-0.0010678i,-0.028512+0.00035278i,-0.020885-0.0023247i,-0.014868-0.0054856i,-0.0097544-0.007667i
-0.051016-0.13241i,-0.13339-0.21258i,-0.21684-0.18428i,-0.20112-0.047955i,-0.074293+0.063902i,0.041857+0.089182i,0.090422+0.061073i,0.10169-0.00059409i,0.081968-0.067036i,0.035562-0.076086i,0.0097729-0.033598i,0.013771-0.0023795i,0.017427+0.0077538i,0.018631+0.020912i,0.021748+0.026277i,0.021202+0.01491i,0.022053+0.0052655i,0.025159+0.0093426i,0.023984+0.017969i,0.018176+0.017123i,0.010415+0.0078842i,0.0032816-0.0025753i,-0.0019956-0.0057291i
0.086012-0.016014i,0.18077-0.023431i,0.25233-0.034967i,0.23098-0.072912i,0.12401-0.12277i,0.019858-0.15202i,-0.046834-0.13216i,-0.10042-0.056357i,-0.12128+0.027268i,-0.08188+0.05876i,-0.033048+0.029807i,-0.027831-0.0011393i,-0.036897-0.0011812i,-0.030884-0.0020752i,-0.023715-0.013484i,-0.02319-0.013946i,-0.023997-0.0083706i,-0.020771-0.01163i,-0.015293-0.015587i,-0.011059-0.0061143i,-0.0033158+0.0095238i,0.0054103+0.014698i,0.0069633+0.0078986i
0.048976+0.0042714i,0.028684+0.013087i,-0.038657+0.055459i,-0.079301+0.11513i,-0.066926+0.13964i,-0.054674+0.13296i,-0.027885+0.12289i,0.054981+0.078838i,0.12439+0.0091926i,0.10858-0.032663i,0.054701-0.02634i,0.032362-0.010581i,0.027367-0.0162i,0.01312-0.014755i,0.0060371+0.0019491i,0.013649+0.0092559i,0.021325+0.0070067i,0.022676+0.0057339i,0.020115+0.0032084i,0.015023-0.0027101i,0.0083419-0.005545i,0.0032957-0.003833i,0.00065868-0.0009471i
0.037343+0.097957i,0.10508+0.13186i,0.17436+0.059441i,0.17494-0.069263i,0.12816-0.12918i,0.11054-0.11698i,0.081757-0.1006i,-0.011711-0.093769i,-0.10075-0.069612i,-0.10583-0.026788i,-0.052191-0.0071169i,-0.022658-0.01806i,-0.026418-0.021316i,-0.023415-0.016063i,-0.014207-0.011463i,-0.010524-0.0046703i,-0.011788-0.0015858i,-0.015511-0.0027161i,-0.01432-0.0043452i,-0.0093326-0.0057431i,-0.007048-0.0029839i,-0.0058299+0.0041496i,-0.0014977+0.0076684i
-0.11869-0.00072924i,-0.22946+0.015787i,-0.29203+0.06707i,-0.25422+0.11131i,-0.17586+0.093109i,-0.13077+0.043365i,-0.092181+0.024212i,-0.014313+0.053133i,0.066365+0.076015i,0.082733+0.047361i,0.043433+0.016637i,0.022991+0.020312i,0.034759+0.021816i,0.034953+0.012414i,0.021149+0.0083652i,0.013173+0.0068666i,0.013972+0.0057772i,0.014793+0.010366i,0.01082+0.014066i,0.0076005+0.0066273i,0.0039137-0.0043719i,-0.002407-0.0088182i,-0.0048402-0.0077494i
0.022525-0.054785i,0.076831-0.11896i,0.11862-0.17932i,0.11405-0.16819i,0.10561-0.06951i,0.11504+0.033758i,0.10681+0.049238i,0.065106-0.018932i,0.0032068-0.080854i,-0.037546-0.065776i,-0.02825-0.01722i,-0.0091177+0.00077819i,-0.012017+0.0052081i,-0.013316+0.015783i,-0.0093909+0.018349i,-0.010183+0.011638i,-0.012332+0.0035898i,-0.01271-0.0031782i,-0.010001-0.0054363i,-0.0061078-0.0014033i,-0.0010338+0.0026588i,0.0037061+0.0021726i,0.0033113+0.0010026i
-0.019982-0.019996i,-0.056522+0.01415i,-0.085094+0.08699i,-0.070813+0.11889i,-0.044034+0.063613i,-0.033715-0.018145i,-0.035183-0.033871i,-0.048212+0.03159i,-0.033506+0.098544i,0.0053385+0.084268i,0.00973+0.028689i,-0.0077212+0.0092064i,-0.0079166+0.013143i,0.00036544+0.0073176i,0.0024109-0.0017315i,-0.00067921-0.0051399i,-0.0026601-0.004129i,-0.0022627-0.0047614i,-0.0056093-0.0046906i,-0.0094477+0.0014876i,-0.0067642+0.0067357i,-0.0019389+0.0059779i,0.001101+0.0028899i
0.097718-0.010462i,0.16933-0.058695i,0.18762-0.11885i,0.13274-0.1137i,0.055136-0.022967i,3.5076e-05+0.06416i,-0.0072678+0.079223i,0.044098+0.027382i,0.076539-0.041539i,0.04546-0.053277i,0.016001-0.018747i,0.012448-0.0043369i,0.0056448-0.011174i,-0.0064767-0.011037i,-0.011812-0.0014026i,-0.0099031+0.0064176i,-0.0080551+0.0066898i,-0.0098291+0.0035218i,-0.010675+0.00018984i,-0.0090848-0.0010858i,-0.0061515-0.00049699i,-0.0027236-0.00079498i,-0.0022868+0.00016093i
-0.03973+0.084052i,-0.074423+0.1738i,-0.074156+0.23705i,-0.021808+0.19424i,0.028298+0.059104i,0.032006-0.042658i,-0.0051718-0.055895i,-0.079995-0.031443i,-0.12834+0.011352i,-0.088947+0.032956i,-0.031768+0.003975i,-0.016073-0.023474i,-0.013154-0.025946i,-0.0035794-0.025014i,0.0039938-0.023824i,0.005601-0.018962i,0.0057472-0.010898i,0.0088934-0.001145i,0.010515+0.0043626i,0.0055314+0.0030127i,-0.0035851+0.00185i,-0.0085117+0.004465i,-0.0051115+0.0044621i
-0.0066536-0.043831i,-0.0077515-0.11669i,-0.025025-0.18929i,-0.076596-0.16797i,-0.11261-0.062101i,-0.090265-0.00013262i,-0.028372-0.00020296i,0.066+0.0092719i,0.13133+0.0055227i,0.0983-0.015125i,0.035377-0.0033659i,0.017314+0.017243i,0.01907+0.018056i,0.012221+0.016574i,0.0015276+0.017242i,-0.00061554+0.015329i,0.0027372+0.011702i,0.0052397+0.010053i,0.0092113+0.0092351i,0.013473+0.0043749i,0.014809-0.0030221i,0.01014-0.0089358i,0.00062184-0.0087769i
-0.031778+0.034566i,-0.040821+0.099825i,-0.019489+0.17127i,0.033977+0.16122i,0.06905+0.071715i,0.052804+0.021747i,0.003213+0.013626i,-0.072807-0.02212i,-0.12707-0.048434i,-0.10029-0.034791i,-0.0385-0.0237i,-0.011033-0.024797i,-0.010624-0.019493i,-0.0076476-0.010829i,0.0011204-0.0071947i,0.0057729-0.0090392i,0.0047927-0.012415i,0.005255-0.014336i,0.0085454-0.011675i,0.0094132-0.0054224i,0.004968-0.00022915i,0.0017275+0.0021552i,0.0052516+0.0021005i
0.020635-0.07288i,0.029575-0.16523i,-0.0076531-0.24577i,-0.08759-0.22176i,-0.11134-0.10166i,-0.03598-0.021922i,0.056334+0.00078509i,0.11595+0.048793i,0.14268+0.085956i,0.11181+0.063716i,0.05052+0.035187i,0.014972+0.033424i,0.006091+0.036802i,-0.00028047+0.032915i,-0.0061562+0.024775i,-0.0064674+0.018106i,-0.0080386+0.013228i,-0.015702+0.0074358i,-0.021849+0.0016043i,-0.017672+0.00092426i,-0.005419+0.0039615i,0.0038622+0.0036476i,0.0038217+0.0017104i
0.031265+0.061396i,0.058048+0.15034i,0.11911+0.23574i,0.20532+0.21335i,0.20148+0.092654i,0.068171+0.017438i,-0.062267+0.0020321i,-0.11619-0.050641i,-0.12705-0.0914i,-0.093436-0.058342i,-0.03605-0.022692i,-0.0056855-0.021885i,-0.00047931-0.027153i,0.0028515-0.02499i,0.0043857-0.01679i,0.0023728-0.0087941i,0.00015376-0.0050613i,-0.0021382-0.0039165i,-0.006485-0.0037678i,-0.013073-0.0031273i,-0.016315+0.00020424i,-0.010737+0.0056936i,0.00046331+0.007767i
-0.015637-0.033361i,-0.047973-0.10477i,-0.10767-0.19448i,-0.17395-0.19731i,-0.16381-0.088099i,-0.040554+0.011568i,0.078284+0.044955i,0.10857+0.078886i,0.093109+0.10487i,0.062016+0.079502i,0.023754+0.040493i,-0.0017888+0.021518i,-0.0095068+0.017151i,-0.0065762+0.015391i,-0.0044938+0.012088i,-0.0049868+0.011246i,-0.0058374+0.013469i,-0.0075622+0.01661i,-0.0096343+0.017055i,-0.010754+0.012689i,-0.0080894+0.0075929i,-0.0057417+0.0027673i,-0.0084943-0.00017963i
0.010357+0.053004i,0.03802+0.13817i,0.097478+0.23976i,0.17913+0.2576i,0.1918+0.13459i,0.058624-0.020558i,-0.089027-0.082935i,-0.11077-0.093841i,-0.076493-0.10939i,-0.058463-0.093255i,-0.035606-0.050238i,-0.0076536-0.026797i,0.0060148-0.023685i,0.005828-0.021051i,0.0016847-0.015315i,0.00080663-0.010482i,0.0071456-0.0074331i,0.017434-0.0059192i,0.025535-0.0039406i,0.024981-0.0040727i,0.014512-0.0078885i,0.0048969-0.0094895i,0.0035647-0.007527i
-0.039106-0.038781i,-0.081433-0.12559i,-0.16652-0.2346i,-0.27725-0.25451i,-0.2954-0.12594i,-0.14853+0.044823i,0.024404+0.1221i,0.083115+0.12045i,0.069935+0.10322i,0.050053+0.065175i,0.028045+0.02386i,0.0077999+0.0065192i,-0.0060824+0.0028901i,-0.012767+0.0051455i,-0.010249+0.0057632i,-0.0067623+0.0018205i,-0.007281-0.0014436i,-0.0086097-0.0025167i,-0.0044677+0.00038774i,0.0037079+0.0057738i,0.0072999+0.007798i,0.0047114+0.0047466i,-0.0013343-0.00025573i
0.037316+0.023243i,0.092907+0.09077i,0.17404+0.20691i,0.26457+0.26205i,0.28332+0.15728i,0.17068-0.031158i,0.014443-0.13391i,-0.058131-0.1188i,-0.03839-0.080447i,-0.0081195-0.056548i,-0.0023725-0.032244i,0.0029644-0.010119i,0.011522-0.0014843i,0.010508-0.003643i,0.0044781-0.0063478i,0.0017602-0.005854i,0.0023454-0.0053488i,0.0037318-0.0065376i,0.0037113-0.0087888i,0.0035943-0.0097055i,0.0047838-0.0061117i,0.006941+0.00050937i,0.011266+0.0033986i
