-0.0011476-0.00091289i,-0.00030312-0.0025226i,-0.0014528-0.0016772i,-0.0013192-0.00068399i,-0.00082363+4.3759e-05i,-0.00092509-0.00016181i,-0.00074831-0.00046885i,0.00070196-6.8507e-05i,0.0016841-0.00056463i,0.0016806-0.0010853i,0.0017419-0.00055477i,0.0012058-0.00027257i,0.00051323-0.00025469i,0.00048707-5.2391e-06i,0.00020886-0.00019829i,0.00016342-0.0001188i,5.6462e-05+0.00028218i,-0.00039808+0.0010138i,-0.00078544+0.0012591i,-0.00074204+0.00037073i,-0.00025397-0.00031047i,0.00015839-0.00069413i,0.00013218-0.00039589i
0.11609-0.083673i,0.0477-0.0086752i,-0.19551+0.10557i,-0.34354+0.1916i,-0.29073+0.14204i,-0.23541+0.051263i,-0.19348+0.061965i,-0.10383+0.068136i,-0.064343+0.031493i,-0.057558+0.034614i,-0.027798+0.035043i,-0.015893+0.018213i,-0.014105+0.018401i,-0.0032513+0.0095882i,-0.002338-0.012457i,-0.012936-0.03301i,-0.024994-0.047618i,-0.02897-0.045925i,-0.019564-0.030629i,-0.0021696-0.018832i,0.012811-0.019728i,0.018738-0.024402i,0.021405-0.025941i
-0.2088-0.018733i,-0.24919-0.021049i,-0.037935+0.076688i,0.20523+0.15119i,0.28051+0.1569i,0.28403+0.15187i,0.25155+0.076567i,0.13065-0.0028554i,0.041494+0.0022311i,0.028666-0.0047831i,0.0096601-0.025479i,0.0028493-0.017421i,0.013894-0.013537i,0.0067176-0.010507i,-0.013621+0.0092173i,-0.029318+0.040656i,-0.027273+0.06575i,-0.010116+0.066848i,0.0081862+0.045615i,0.016501+0.020169i,0.011966+0.008083i,-0.0012855+0.0076269i,-0.017193+0.0096689i
0.2874-0.075811i,0.46304-0.18995i,0.30794-0.34114i,0.027478-0.33561i,-0.03175-0.25499i,-0.013301-0.30221i,-0.081196-0.29084i,-0.091216-0.15073i,-0.051452-0.067077i,-0.041845-0.038847i,-0.021867-0.022131i,-0.0078942-0.02681i,-0.0087752-0.021203i,0.0037044-0.011365i,0.025451-0.015013i,0.047422-0.02322i,0.060625-0.033768i,0.052985-0.043635i,0.027634-0.043374i,0.0076374-0.029425i,0.0053558-0.010387i,0.010995+0.0025129i,0.012705+0.010963i
-0.18278-0.021867i,-0.34493+0.07906i,-0.25753+0.26956i,-0.052909+0.29687i,-0.044749+0.21669i,-0.11837+0.26173i,-0.076528+0.26226i,-0.035411+0.13782i,-0.033949+0.046201i,-0.017505+0.011293i,-0.011997-0.00090487i,-0.012769+0.0050779i,-0.0087795+0.003836i,-0.01564-0.0030404i,-0.032357-0.0064478i,-0.049568-0.010777i,-0.056058-0.015255i,-0.046294-0.013634i,-0.023292-0.005459i,-0.0011838-0.0024019i,0.0049613-0.0087854i,0.0031298-0.019019i,0.0035767-0.027834i
0.32762+0.076674i,0.67-0.081355i,0.68167-0.38204i,0.40928-0.46626i,0.26635-0.30721i,0.2529-0.22885i,0.15904-0.18943i,0.057722-0.093551i,0.012085-0.031948i,-0.0066226-0.0036944i,0.0048742+0.012639i,0.013615+0.0058781i,0.003314+0.0077399i,0.0069+0.021285i,0.022648+0.028403i,0.029322+0.032005i,0.022122+0.033595i,0.0067907+0.026194i,-0.0043989+0.014869i,-0.0067229+0.01236i,-0.0039172+0.016091i,-0.0041696+0.01724i,-0.01023+0.013962i
-0.38631-0.15608i,-0.81697-0.067608i,-0.90685+0.1379i,-0.64148+0.20404i,-0.45411+0.12065i,-0.3958+0.12419i,-0.2603+0.15953i,-0.11057+0.090043i,-0.043638+0.017008i,-0.0163-0.00028605i,-0.0081285-0.0013201i,-0.0091727+0.0003418i,-0.0059724-0.00504i,-0.0090764-0.01856i,-0.014607-0.03234i,-0.014429-0.040249i,-0.010797-0.032097i,-0.0035978-0.010415i,-0.0023886+0.0087949i,-0.011775+0.016379i,-0.017816+0.018045i,-0.011778+0.020159i,-0.0033097+0.024414i
0.39922+0.30441i,0.83903+0.31082i,0.92818+0.1927i,0.66119+0.15772i,0.47144+0.19489i,0.41754+0.13904i,0.29954+0.037017i,0.13959+0.0092655i,0.051572+0.021134i,0.022309+0.023778i,0.011563+0.01993i,0.0075783+0.01563i,0.0048005+0.019817i,0.0023527+0.030329i,-0.0019532+0.042549i,-0.0074711+0.047479i,-0.0088991+0.032385i,-0.0062522+0.001437i,-0.0045787-0.021498i,-0.00609-0.022146i,-0.0062097-0.015874i,-0.0031701-0.016315i,0.0037229-0.020071i
-0.43387-0.30687i,-0.81687-0.31648i,-0.85798-0.229i,-0.57788-0.16827i,-0.33425-0.17361i,-0.23792-0.19033i,-0.17305-0.16365i,-0.088298-0.1103i,-0.030329-0.067688i,-0.013428-0.043506i,-0.011451-0.027633i,-0.0059098-0.017799i,0.0059648-0.019702i,0.017377-0.028627i,0.029667-0.035917i,0.03889-0.034323i,0.03471-0.01989i,0.02549-6.4175e-05i,0.021827+0.0041645i,0.015777-0.013197i,0.00070282-0.026001i,-0.012777-0.021112i,-0.02229-0.012082i
0.40799+0.43246i,0.74496+0.58535i,0.79908+0.58079i,0.57159+0.44274i,0.33628+0.29859i,0.18346+0.19608i,0.051558+0.10956i,-0.03492+0.06461i,-0.052174+0.052699i,-0.044125+0.043991i,-0.03466+0.033649i,-0.026427+0.026355i,-0.022036+0.023825i,-0.023475+0.020874i,-0.03666+0.014993i,-0.04152+0.0055546i,-0.023246-0.010975i,0.00055217-0.024504i,0.011304-0.021288i,0.011157-0.005321i,0.013814+0.008007i,0.017421+0.01424i,0.018282+0.018425i
-0.45055-0.42562i,-0.68322-0.56717i,-0.63065-0.62818i,-0.44035-0.5714i,-0.31695-0.40843i,-0.21187-0.22112i,-0.081586-0.093126i,-0.011267-0.049853i,-0.0099391-0.038509i,-0.011276-0.02069i,0.0040634-0.0078629i,0.0136-0.00897i,0.011659-0.0085165i,0.017989+0.0017657i,0.033734+0.014923i,0.033882+0.019498i,0.01014+0.018823i,-0.011992+0.02299i,-0.0073815+0.023179i,0.010175+0.0061987i,0.015466-0.0176i,0.010774-0.032365i,0.0054918-0.040283i
0.28525+0.33699i,0.34505+0.50091i,0.24052+0.57624i,0.12294+0.5139i,0.075727+0.38784i,0.049173+0.25672i,0.0081426+0.1334i,-0.033612+0.05832i,-0.048001+0.031923i,-0.041369+0.012335i,-0.037745-0.0043158i,-0.034869-0.0049696i,-0.023677+0.00015068i,-0.015815-0.011137i,-0.022861-0.031023i,-0.026501-0.02935i,-0.01099-0.0064444i,0.0067541+0.010769i,0.0075697+0.011827i,-0.0038694+0.0087621i,-0.015025+0.010156i,-0.023795+0.012404i,-0.028277+0.016008i
-0.34763-0.43897i,-0.4299-0.62056i,-0.29059-0.63646i,-0.12784-0.51023i,-0.088-0.36562i,-0.059429-0.20569i,0.013311-0.076092i,0.050098-0.041269i,0.027979-0.047689i,0.0058407-0.032441i,0.008762-0.010495i,0.015119-0.0068922i,0.004481-0.00897i,-0.013645+0.010362i,-0.015636+0.042439i,-0.0039691+0.05054i,0.0020669+0.029287i,-0.0036175+0.0093081i,-0.0060805+0.0081945i,0.0076296+0.014766i,0.028066+0.015592i,0.043729+0.014725i,0.051244+0.012352i
0.28071+0.18231i,0.22087+0.27755i,0.029938+0.36996i,-0.036766+0.40877i,0.036505+0.36169i,0.066072+0.21298i,0.02014+0.066053i,-0.01831+0.013476i,-0.012983+0.0097502i,0.00040079-0.011279i,-0.010619-0.030361i,-0.022532-0.018932i,-0.0097691+0.0025495i,0.01843-0.004131i,0.035997-0.034163i,0.029126-0.045667i,0.006387-0.028604i,-0.016659-0.0083296i,-0.02828+0.00092181i,-0.029328+0.00074221i,-0.030094-0.0060504i,-0.032456-0.016578i,-0.031877-0.019356i
-0.12907-0.26437i,-0.050015-0.37853i,0.10562-0.3878i,0.16799-0.35964i,0.11541-0.36549i,0.025423-0.29541i,-0.020152-0.14385i,0.0016465-0.056575i,0.014904-0.046478i,0.00035671-0.022172i,0.00078533+0.012755i,0.014942+0.015465i,0.0097605-0.0038505i,-0.022713-0.010066i,-0.053556+0.0053717i,-0.053226+0.018487i,-0.026018+0.014779i,-0.0017697+0.0036298i,0.0032115-0.0012607i,0.00089386+0.0056927i,0.0011605+0.019231i,-0.00055687+0.034116i,-0.0018023+0.039513i
0.30828+0.12069i,0.26101+0.12941i,0.029544+0.1318i,-0.15239+0.17846i,-0.18068+0.24893i,-0.12875+0.24157i,-0.070337+0.15508i,-0.049259+0.087078i,-0.027248+0.065022i,0.011544+0.03391i,0.021836-0.011388i,4.1224e-06-0.024321i,-0.0076237-0.00049605i,0.022005+0.019744i,0.057436+0.015376i,0.058565-0.0020695i,0.029476-0.02078i,0.0016389-0.035033i,-0.0091646-0.03898i,-0.0085907-0.037513i,-0.0038959-0.036231i,0.0039655-0.034508i,0.0076298-0.029747i
-0.054149-0.017323i,0.048797-0.038891i,0.15629-0.07319i,0.18463-0.11866i,0.18025-0.16546i,0.15523-0.16815i,0.098277-0.115i,0.057286-0.057612i,0.024817-0.03323i,-0.011061-0.0095038i,-0.020704+0.018587i,-0.0058977+0.019967i,0.0037412-0.0032969i,-0.0083299-0.031943i,-0.035256-0.046639i,-0.050825-0.034953i,-0.040921-0.0053557i,-0.016877+0.017192i,0.001911+0.020898i,0.0067192+0.017937i,0.0024739+0.015817i,-0.0085553+0.0085194i,-0.017601+0.00035543i
0.19144+0.10379i,0.14177+0.082777i,-0.0096961+0.022232i,-0.14595+0.01134i,-0.22258+0.07142i,-0.215+0.11139i,-0.14826+0.083816i,-0.10317+0.042419i,-0.067457+0.038022i,-0.012002+0.032046i,0.023187-0.0019531i,0.016788-0.02287i,-0.0026545-0.010608i,-0.0050968+0.02202i,0.013358+0.052286i,0.038423+0.054719i,0.052581+0.027276i,0.048443-0.0064999i,0.033224-0.023351i,0.01925-0.022913i,0.0098997-0.018557i,0.0038775-0.011689i,-0.00062837-0.002162i
-0.11929+0.13298i,-0.043772+0.16799i,0.058837+0.10588i,0.12449+0.021019i,0.19047-0.018579i,0.21299-0.042033i,0.14571-0.042531i,0.066101-0.022229i,0.016201-0.023051i,-0.023397-0.025407i,-0.042993-0.0058253i,-0.033+0.0087015i,-0.0092213+0.006923i,0.010938-0.010792i,0.016922-0.040528i,0.004434-0.060309i,-0.017527-0.050139i,-0.031262-0.01838i,-0.028909+0.0077087i,-0.020412+0.016039i,-0.012243+0.014532i,-0.0020977+0.0087447i,0.0071565+0.0026437i
0.044382+0.036195i,-0.0019072+0.033442i,-0.019074+0.018843i,-0.015825-0.015323i,-0.082533-0.06321i,-0.15973-0.064548i,-0.15432-0.032563i,-0.10466-0.017337i,-0.05932-0.0035426i,-0.014665+0.013921i,0.022248+0.017371i,0.037316+0.010092i,0.025291+0.0020351i,-0.0054332+0.0076555i,-0.032055+0.032539i,-0.032722+0.059092i,-0.0091043+0.064955i,0.01531+0.047476i,0.024509+0.021611i,0.022268+0.002146i,0.015524-0.0075687i,0.0071934-0.012599i,0.0010653-0.014771i
-0.15742+0.11148i,-0.099467+0.14157i,-0.014973+0.090426i,0.026865+0.033695i,0.065409+0.042716i,0.095527+0.070688i,0.0814+0.068063i,0.044093+0.040025i,0.0076553+0.0047333i,-0.02139-0.014501i,-0.032562-0.017029i,-0.030201-0.015601i,-0.019213-0.0055889i,0.0074568+0.0061558i,0.039701+0.00014141i,0.051278-0.021816i,0.033666-0.03944i,0.0030301-0.038485i,-0.020212-0.021719i,-0.02832-0.0046359i,-0.025412+0.0070351i,-0.018447+0.016509i,-0.01468+0.021021i
-0.035352-0.064699i,-0.10459-0.039429i,-0.093332+0.03959i,-0.032986+0.084693i,-0.021762+0.047702i,-0.035435-0.025484i,-0.031729-0.069945i,-0.01473-0.062632i,0.002639-0.026983i,0.014221+0.0073853i,0.018134+0.028758i,0.015394+0.037642i,0.011574+0.028179i,-0.0030395+0.0013312i,-0.035457-0.015135i,-0.060978-0.001973i,-0.057125+0.021182i,-0.032094+0.030698i,-0.0050256+0.025969i,0.011104+0.016764i,0.017496+0.0066121i,0.024201-0.00331i,0.028332-0.0078621i
-0.11548+0.020649i,-0.073907+0.004659i,-0.031765-0.028432i,-0.0098285-0.042359i,0.01684-0.024932i,0.019788+0.010234i,0.0010906+0.021397i,-0.012907-0.0026417i,-0.022763-0.028023i,-0.025594-0.034342i,-0.018705-0.035468i,-0.012075-0.035735i,-0.01124-0.022834i,-0.0046524+0.0042852i,0.017417+0.02629i,0.043562+0.025327i,0.052814+0.0054472i,0.040696-0.018208i,0.018688-0.031701i,0.00050669-0.032762i,-0.010558-0.02983i,-0.022255-0.028961i,-0.032984-0.027954i
-0.027101-0.13055i,-0.10854-0.12186i,-0.16489-0.046989i,-0.17461+0.038804i,-0.13018+0.073347i,-0.046926+0.029949i,0.00094154-0.022822i,0.00096839-0.01964i,0.0025464+0.0065906i,0.0027119+0.015446i,-0.013642+0.020583i,-0.027561+0.028871i,-0.02106+0.025491i,-0.0073737+0.0020243i,-0.0084651-0.030529i,-0.024576-0.049475i,-0.036766-0.043822i,-0.032677-0.023121i,-0.019356-0.0040297i,-0.0082364+0.0065871i,-0.0021725+0.014762i,0.0043907+0.026149i,0.012632+0.035405i
-0.016636-0.020449i,0.042675-0.066442i,0.1063-0.10498i,0.14624-0.12313i,0.13214-0.11837i,0.061861-0.079358i,0.0031439-0.029418i,-0.010109-0.011772i,-0.014739-0.021718i,-0.014661-0.026382i,0.0038126-0.024379i,0.022023-0.024825i,0.019708-0.020846i,0.0026781-0.0026459i,-0.0091477+0.024007i,-0.0039205+0.04318i,0.007815+0.044699i,0.01693+0.029647i,0.020143+0.0087566i,0.018081-0.0055949i,0.018557-0.014497i,0.019143-0.028624i,0.015963-0.040681i
0.031218-0.10751i,-0.010803-0.10976i,-0.072612-0.098954i,-0.15518-0.081809i,-0.19425-0.020989i,-0.12303+0.047145i,-0.027452+0.058482i,0.00092833+0.047046i,0.0049579+0.049606i,0.008167+0.038413i,-0.0068854+0.012103i,-0.02672-0.0085926i,-0.030876-0.01428i,-0.015037-0.012065i,0.010773-0.01678i,0.026849-0.027475i,0.024185-0.030575i,0.0092607-0.02079i,-0.0040736-0.0080876i,-0.01003-0.0020385i,-0.018525+0.0022359i,-0.030861+0.014071i,-0.035186+0.025677i
0.041226+0.01107i,0.12129+0.013181i,0.20538+0.040246i,0.27092+0.069433i,0.27247+0.056122i,0.18299+0.015825i,0.090409-0.0021244i,0.056255-0.010189i,0.035406-0.026687i,0.014726-0.023673i,0.014202-0.0020599i,0.020377+0.011778i,0.017125+0.012825i,0.0051897+0.0075007i,-0.013365+0.0035806i,-0.029673+0.0075216i,-0.031207+0.016238i,-0.016638+0.021474i,0.0022445+0.021162i,0.013663+0.017593i,0.022662+0.016942i,0.036531+0.016206i,0.043618+0.010452i
0.053293-0.057304i,0.013199-0.019797i,-0.019269-0.011597i,-0.064846-0.078541i,-0.14173-0.10751i,-0.14964-0.037245i,-0.088099+0.0088767i,-0.055683-0.00075457i,-0.044766+0.0051625i,-0.022919+0.0146i,-0.0066939+0.00067794i,0.0019101-0.017704i,0.0057868-0.023742i,0.0059293-0.014946i,0.012209+0.0022146i,0.023721+0.014972i,0.026851+0.015216i,0.017561+0.0063081i,0.0066784-0.0039166i,0.0012766-0.011173i,-0.0032431-0.021186i,-0.012829-0.033291i,-0.021941-0.034452i
0.012013+0.049244i,0.02157+0.069914i,0.0029836+0.15536i,0.027129+0.2678i,0.10353+0.2584i,0.11396+0.13047i,0.058232+0.04178i,0.023197+0.016932i,0.0082646-0.0060525i,-0.0060993-0.013918i,-0.010086+0.0018187i,-0.0093632+0.01651i,-0.0057235+0.020966i,0.00073932+0.011999i,-0.001257-0.0067687i,-0.012554-0.022248i,-0.018916-0.023702i,-0.017251-0.01045i,-0.01243+0.0059438i,-0.0080302+0.015242i,-0.00942+0.021115i,-0.014105+0.028002i,-0.014369+0.029022i
0.037807-0.057441i,-0.038113-0.037627i,-0.081503-0.036154i,-0.069236-0.11304i,-0.094933-0.18569i,-0.14153-0.15379i,-0.12689-0.078493i,-0.087685-0.038258i,-0.06324-0.01244i,-0.033679+0.0018582i,-0.0053981-0.0012899i,0.015266-0.0029334i,0.025662-0.0049459i,0.016808-0.0043646i,0.00083718+0.0089089i,-0.005468+0.022779i,-0.0059287+0.022162i,-0.0041574+0.0085777i,-0.00074489-0.005225i,0.0032603-0.0097191i,0.012695-0.0094917i,0.022236-0.013103i,0.022267-0.015192i
0.00065234+0.052359i,-0.01496-0.029705i,-0.1237-0.069796i,-0.21426+0.038564i,-0.14671+0.15739i,-0.026201+0.14358i,0.0070944+0.086772i,0.0055786+0.065032i,0.013559+0.039183i,0.0050282+0.010122i,-0.012773-0.002089i,-0.027638-0.0072062i,-0.032873-0.0044906i,-0.018271-0.0011686i,0.0042845-0.011174i,0.016865-0.025098i,0.014739-0.026325i,0.0021041-0.015475i,-0.010931-0.0029331i,-0.01507+0.0033769i,-0.016981+0.0011081i,-0.02272-0.0025219i,-0.024385-0.0014104i
0.060454-0.078914i,0.038586-0.090575i,0.045274-0.10197i,0.094586-0.14414i,0.091635-0.18731i,0.031654-0.16869i,0.003663-0.10376i,0.0056705-0.05739i,-0.00013667-0.031516i,-0.0002717-0.0086073i,0.007389+0.0074492i,0.010586+0.019785i,0.010489+0.024697i,0.0031012+0.016943i,-0.010635+0.0061278i,-0.020307-0.001013i,-0.020521-0.0069488i,-0.01122-0.011121i,-4.292e-05-0.011383i,0.0044276-0.0081989i,0.00661+0.0020427i,0.013063+0.014868i,0.018848+0.017224i
0.052118+0.12173i,0.15155+0.0039184i,0.13922-0.18272i,-0.0080114-0.21331i,-0.080878-0.06353i,-0.02458+0.046028i,0.006794+0.03948i,-0.0034636+0.018554i,-0.00088844+0.013094i,0.0031362+0.0063557i,0.0033593-0.0040752i,0.0026165-0.020445i,-0.0047306-0.025087i,-0.0036976-0.013308i,0.010041-0.00044679i,0.01969+0.0063506i,0.015906+0.0091576i,0.0032301+0.0064041i,-0.010215+0.00060707i,-0.015356-0.00054162i,-0.0083225-0.0041925i,0.0015975-0.015573i,0.0036104-0.021716i
0.032542-0.042315i,0.049342+0.051493i,0.12509+0.15559i,0.21402+0.14285i,0.20885+0.024707i,0.13001-0.059658i,0.065606-0.064322i,0.026986-0.050461i,0.00041002-0.040033i,-0.0077336-0.022457i,-0.006128-0.0049056i,-0.0093602+0.0065535i,-0.0088156+0.011296i,-0.0036546+0.008504i,-0.0033321+0.0024925i,-0.00045331-0.0014479i,0.0088037-0.0054698i,0.016753-0.0057771i,0.020933-0.00029427i,0.019175+0.00085761i,0.0063125-0.0012062i,-0.010358+0.00018026i,-0.016406+0.0013623i
0.026543+0.23751i,0.15685+0.22305i,0.24978+0.070762i,0.17482-0.074374i,0.023576-0.067939i,-0.05182+0.0072567i,-0.059007+0.015712i,-0.056415-0.0010528i,-0.045067+0.0041092i,-0.029238+0.0061724i,-0.014097+0.0008776i,0.0064227-0.0070064i,0.01487-0.015521i,0.0099763-0.01105i,0.0090895+0.0039581i,0.0090736+0.013662i,0.0049868+0.011891i,0.00065216-0.00088243i,-0.0040727-0.014066i,-0.01006-0.014016i,-0.0083553-0.00077432i,0.0013875+0.014319i,0.0055474+0.018908i
-0.13694-0.08562i,-0.26301+0.077448i,-0.2935+0.30242i,-0.1752+0.37509i,-0.035101+0.25518i,0.018293+0.11518i,0.018017+0.06447i,0.015107+0.044467i,0.010025+0.015379i,-0.00065406-0.0021119i,-0.0086547-0.0045952i,-0.01338-0.0033816i,-0.01253-0.0010908i,-0.0082567-0.0006607i,-0.0054805-0.0010054i,0.0016821+0.0027312i,0.013382+0.0068136i,0.018105+0.0095062i,0.01343+0.013394i,0.010443+0.012979i,0.013462+0.00088089i,0.014612-0.013164i,0.014676-0.014145i
-0.025244+0.20078i,0.0093843+0.18974i,0.07694+0.092768i,0.10243-0.01502i,0.039257-0.056716i,-0.033081-0.034324i,-0.037644-0.014383i,-0.01626-0.010375i,-0.0074486-0.001475i,-0.003396+0.0059622i,-0.0013192+0.01088i,0.0051432+0.017774i,0.009211+0.015932i,0.0046426+0.010059i,-0.00071772+0.0068581i,-0.0049423+0.0010437i,-0.006336-0.0063371i,-0.0015358-0.012702i,0.0030499-0.019679i,-0.0033013-0.023697i,-0.017822-0.015506i,-0.026706-5.2861e-05i,-0.024648+0.0042305i
-0.22103-0.26744i,-0.43549-0.2685i,-0.5844-0.14009i,-0.51431+0.015707i,-0.27613+0.080747i,-0.080909+0.06495i,-0.011368+0.047006i,0.0073703+0.034488i,0.018811+0.013895i,0.021428-0.0032686i,0.017804-0.012878i,0.0073839-0.016822i,-0.00010077-0.0085092i,-0.00065002-0.00096868i,-0.0040109-0.00028294i,-0.011634+0.0082882i,-0.01487+0.023435i,-0.01495+0.029382i,-0.016675+0.025148i,-0.013261+0.021615i,0.0013154+0.018532i,0.01568+0.0123i,0.016866+0.0082341i
0.10995+0.097784i,0.18176+0.0073575i,0.23888-0.096909i,0.24103-0.13023i,0.16051-0.1326i,0.060173-0.12743i,0.011403-0.10011i,-0.0036872-0.066512i,-0.014958-0.03408i,-0.01642-0.007427i,-0.014389+0.0044079i,-0.013385+0.010854i,-0.00699+0.010365i,-0.00099432+0.0030748i,0.0024647+3.2719e-06i,0.0090367-0.0016765i,0.015563-0.0039801i,0.019133-0.002526i,0.022168-0.0012692i,0.021253-0.0094697i,0.0075261-0.022634i,-0.011993-0.028438i,-0.019083-0.024028i
-0.12299-0.32801i,-0.18284-0.45075i,-0.24918-0.46474i,-0.28165-0.33935i,-0.20866-0.14473i,-0.10009-0.021091i,-0.063247+0.0066088i,-0.059641+0.013302i,-0.038885+0.017334i,-0.015444+0.0092099i,5.5549e-05-0.0025522i,0.0033151-0.011723i,-0.0017122-0.0097204i,-0.0024109-0.0034884i,-0.0040359-0.0038954i,-0.015765-0.0039915i,-0.027928+0.0014031i,-0.028624+0.0047639i,-0.021843-0.00019235i,-0.017165-0.0021781i,-0.013221+0.0081515i,-0.0094589+0.019776i,-0.0086508+0.021454i
0.28927+0.16842i,0.45323+0.17766i,0.51808+0.16857i,0.45036+0.14314i,0.30087+0.061388i,0.15151-0.016902i,0.059149-0.02859i,0.016002-0.017717i,-0.0099278-0.013356i,-0.022024-0.0023195i,-0.022846+0.0064772i,-0.017836+0.0061843i,-0.0080963+0.0012822i,-0.0015583-0.001255i,0.0035137+0.0042009i,0.013536+0.0097206i,0.020983+0.0089209i,0.019788+0.0068735i,0.017991+0.0097384i,0.022512+0.0097552i,0.028928-0.0024674i,0.030317-0.014727i,0.026604-0.014945i
-0.10609-0.16883i,-0.054049-0.19196i,0.0047448-0.21062i,-0.026298-0.2054i,-0.076003-0.098859i,-0.05805+0.011907i,-0.027376+0.024732i,-0.023683+0.011054i,-0.019161+0.0085328i,-0.0095229+0.002746i,0.0020839-0.00014809i,0.0071036-0.0044028i,-0.002425-0.0044165i,-0.0074637+0.0017452i,-0.0052542-0.0014398i,-0.010291-0.014182i,-0.019967-0.023925i,-0.019791-0.024056i,-0.010993-0.020804i,-0.008859-0.02054i,-0.015321-0.018795i,-0.021456-0.017213i,-0.020651-0.017004i
0.26837+0.27274i,0.31215+0.421i,0.24643+0.50557i,0.17931+0.45292i,0.15242+0.26731i,0.1118+0.095262i,0.070683+0.02794i,0.049796+0.0023166i,0.028384-0.017566i,0.0077656-0.017677i,-0.0018071-0.0081884i,-0.00024549+9.3714e-05i,0.0075114+0.0057981i,0.0093022+0.0062554i,0.0033834+0.0089866i,0.0011329+0.01869i,0.0033508+0.022638i,0.0012601+0.016084i,-0.0047608+0.015377i,-0.0039317+0.024473i,0.0069094+0.030192i,0.014985+0.029392i,0.01282+0.024847i
-0.25813-0.058882i,-0.2768-0.019712i,-0.16928-0.037302i,-0.086393-0.11463i,-0.096804-0.10715i,-0.084237-0.038708i,-0.034903-0.027019i,-0.018705-0.034596i,-0.015439-0.020755i,-0.0047994-0.011393i,0.0033824-0.0094149i,0.0041868-0.011281i,-0.005156-0.013032i,-0.010498-0.0081646i,-0.0044663-0.0055338i,0.0039246-0.011497i,0.0060919-0.017165i,0.0036461-0.013786i,0.0055086-0.0082673i,0.0087075-0.013124i,0.0079675-0.0249i,0.0066487-0.032345i,0.0052184-0.029808i
0.16277+0.16252i,0.037631+0.21407i,-0.17562+0.24817i,-0.22137+0.25527i,-0.098465+0.17216i,-0.024536+0.064773i,-0.022613+0.03172i,-0.010471+0.024694i,0.0063799+0.0075788i,0.0090016-0.00046713i,0.0027848+0.0010448i,-0.00098673+0.0089875i,0.0029013+0.01445i,0.0026091+0.0082271i,-0.0055768+0.001217i,-0.011341+0.0025447i,-0.0087582+0.0062469i,-0.0040673+0.0046028i,-0.0081158+0.00081558i,-0.017603+0.0073569i,-0.023261+0.021554i,-0.024488+0.028588i,-0.021567+0.025275i
-0.3403-0.09464i,-0.35686-0.11125i,-0.16612-0.15001i,-0.0047798-0.19631i,-0.015316-0.15992i,-0.039357-0.072313i,-0.012889-0.028428i,-0.0084458-0.018467i,-0.017574-0.0071699i,-0.012945-0.0019847i,-0.0047931-0.0034901i,-0.00067246-0.0092253i,-0.003929-0.01528i,-0.0064626-0.011447i,-0.00092347-0.00178i,0.0084832+0.0033114i,0.01343+0.0016182i,0.010311+0.0009997i,0.0080579+0.002546i,0.014174-0.0011205i,0.024694-0.008778i,0.031959-0.011883i,0.028207-0.01003i
0.21273-0.044592i,0.11079-0.16391i,-0.11617-0.19739i,-0.2002-0.081705i,-0.097357+0.013919i,-0.022612+0.019185i,-0.025744+0.023636i,-0.017821+0.035549i,-8.8562e-05+0.027059i,0.0035925+0.015376i,-0.0010356+0.010065i,-0.0056817+0.013058i,-0.0036789+0.017228i,0.0010972+0.009193i,0.00064599-0.005039i,-0.004852-0.012837i,-0.006808-0.01252i,-0.0020534-0.010195i,-0.00034157-0.010107i,-0.0090834-0.0085684i,-0.02264-0.005199i,-0.028932-0.0061148i,-0.022921-0.0058938i
-0.26174-0.062382i,-0.17132-0.046836i,0.082672-0.02738i,0.20959-0.044461i,0.13696-0.054812i,0.062787-0.027411i,0.051148-0.014768i,0.030995-0.022438i,0.0011425-0.017767i,-0.010079-0.0071389i,-0.0067081-0.0033515i,-0.0014814-0.0071657i,0.0013502-0.011337i,0.0019913-0.0062626i,0.00088199+0.0061831i,0.00025829+0.018111i,-0.00019311+0.020573i,-0.0034731+0.014011i,-0.0022833+0.0076493i,0.0080773+0.0060409i,0.019643+0.0077634i,0.021975+0.0090209i,0.016304+0.0045096i
0.33081-0.11905i,0.32468-0.24876i,0.12283-0.28628i,-0.047932-0.17046i,-0.054978-0.043067i,-0.025267-0.01197i,-0.036725-0.011213i,-0.034153+0.005867i,-0.013566+0.015369i,0.00011353+0.012299i,0.0033264+0.0041973i,-0.0024215-0.00019708i,-0.005277+0.0016924i,0.0021886-0.00072816i,0.0099682-0.0095451i,0.013119-0.016678i,0.012952-0.013673i,0.0097748-0.0039923i,0.0071445+7.6226e-05i,-0.00021015-0.0057922i,-0.01117-0.014599i,-0.014398-0.017123i,-0.012304-0.010678i
-0.21826+0.10424i,-0.13918+0.23873i,0.056662+0.32647i,0.14512+0.2521i,0.086813+0.10883i,0.027951+0.043434i,0.020148+0.020163i,0.01133-0.0056922i,-0.0040102-0.016467i,-0.010044-0.012601i,-0.0099238-0.0075454i,-0.0069739-0.0075291i,-0.0043839-0.0074012i,-0.0073486-0.0010688i,-0.014442+0.0077897i,-0.019519+0.015264i,-0.018042+0.015778i,-0.012238+0.0075087i,-0.0072332+0.00089834i,-0.0015105+0.0049057i,0.004787+0.014037i,0.0064398+0.015691i,0.0053454+0.0094801i
