-0.0029828+0.0022193i,-0.0026207+0.002291i,-0.0031543+0.0031301i,-0.0023788+0.0022868i,-0.00043315+0.0019061i,0.0003365+0.0010092i,6.7405e-05+0.0007617i,-5.8949e-05+0.002109i,-0.00046634+0.0022466i,3.5293e-05+0.0010758i,0.00053688+7.2125e-05i,-0.00027776-0.00038291i,8.9678e-05-0.00071126i,0.00052888-0.0011695i,0.00010392-0.00042308i,-0.00020353+0.00057913i,-0.00066856+0.00037927i,-0.00049937+0.00022556i,0.00021366+0.00052594i,0.00019228+0.00038293i,0.00020487+0.00010751i,8.6952e-05-0.00042151i,0.00041737-0.0010063i
-0.088002+0.070313i,-0.21147+0.15027i,-0.27785+0.23703i,-0.18745+0.24527i,-0.047799+0.11949i,0.0041845-0.0016378i,0.0094361-0.0083512i,0.024936-0.0055093i,0.018154-0.02984i,-0.0074634-0.029024i,-0.015036-0.016211i,-0.010489-0.012999i,-0.0057319-0.013905i,-0.0024498-0.016037i,-0.0038674-0.015723i,-0.008665-0.013428i,-0.014172-0.0091856i,-0.016022-0.0057556i,-0.01277-0.0062652i,-0.010841-0.0070483i,-0.011875-0.0050432i,-0.0095284-0.0015135i,-0.0042675-0.00047971i
0.043963-0.10704i,0.095594-0.22897i,0.064516-0.29215i,-0.07883-0.18487i,-0.16861+0.011154i,-0.13131+0.076404i,-0.084733+0.0087926i,-0.058366-0.020826i,-0.015423-0.008766i,0.01221-0.0078472i,0.014039-0.004686i,0.011625-0.0018764i,0.0059546-0.0026828i,0.0060625-0.0011594i,0.015781-0.0036512i,0.021813-0.014843i,0.016026-0.025943i,-0.00050705-0.024543i,-0.017296-0.016072i,-0.021595-0.0083249i,-0.011961-0.0017155i,0.0026277+0.0024502i,0.012429+0.0022143i
0.018431+0.12247i,0.039921+0.24345i,0.11858+0.28294i,0.23552+0.1746i,0.26234+0.038127i,0.17704-0.020618i,0.084195-0.029005i,0.021928-0.023063i,-0.0034729-0.0010865i,-0.00066689+0.012616i,-0.0016122+0.013793i,-0.0065273+0.017886i,-0.0077818+0.019591i,-0.0071939+0.018381i,-0.0034923+0.015227i,0.0049678+0.0072282i,0.015297-0.0028793i,0.02539-0.010867i,0.030102-0.013182i,0.024236-0.011971i,0.014208-0.0072713i,0.0067907-0.0027367i,0.00095871-0.0015967i
-0.087794-0.097554i,-0.16641-0.18361i,-0.23306-0.17322i,-0.22162-0.058862i,-0.11635+0.0035901i,-0.01676-0.0041044i,0.0099855+0.0081877i,0.018541+0.029414i,0.020355+0.022674i,0.0056729+0.011274i,-0.0049711+0.0033892i,-0.011741-0.005171i,-0.0092856-0.0058955i,-8.8358e-05-0.0020341i,0.002057+0.004723i,0.0022269+0.01565i,0.0068875+0.021651i,0.0095006+0.018466i,0.010076+0.012175i,0.011981+0.0089708i,0.011615+0.0075846i,0.006576+0.0084595i,0.00091389+0.010188i
0.12522+0.049686i,0.22066+0.083053i,0.20177+0.019242i,0.00085666-0.1139i,-0.20146-0.13635i,-0.19236-0.052761i,-0.053921-0.015521i,0.014682-0.019491i,0.013644-0.0065766i,0.0093356-0.0050423i,0.0018929-0.013308i,-0.001147-0.011224i,-0.0019557-0.0090893i,-0.0099259-0.00068177i,-0.011296+0.015736i,-0.0012049+0.029177i,0.0083892+0.033327i,0.0091161+0.024839i,0.0021108+0.011386i,-0.0067225+0.0054975i,-0.015655+0.0079301i,-0.019542+0.011398i,-0.01512+0.013045i
-0.14147+0.0086086i,-0.22016+0.0052405i,-0.13831+0.029071i,0.11335+0.082078i,0.2802+0.10761i,0.23998+0.094099i,0.14134+0.073476i,0.081362+0.034458i,0.046147-0.0084139i,0.031446-0.018207i,0.029658-0.008069i,0.02533-0.0003216i,0.015214-0.0012975i,-0.00052698-0.0098632i,-0.017827-0.016559i,-0.030052-0.014284i,-0.031702-0.0014447i,-0.020595+0.0133i,-0.0072281+0.019631i,-0.0019038+0.013062i,-0.0018233-0.001611i,-0.0020932-0.013536i,-0.0038-0.01828i
0.1283-0.080749i,0.21134-0.11122i,0.19181-0.072992i,0.086848+0.016644i,0.035536+0.062303i,0.0044109+0.039641i,-0.058487+0.026459i,-0.063701+0.038392i,-0.032063+0.026386i,-0.024258+0.014468i,-0.010577+0.01117i,0.0083145-0.0031334i,0.014428-0.0066164i,0.018316-0.0005697i,0.015296-0.0047612i,-0.00027405-0.014862i,-0.017773-0.020847i,-0.027015-0.019913i,-0.023177-0.013403i,-0.011082-0.0077246i,-0.00019044-0.0059955i,0.004292-0.0069137i,0.0051478-0.0072459i
-0.0836+0.14619i,-0.1615+0.23641i,-0.20044+0.19145i,-0.2059-0.017949i,-0.22917-0.18771i,-0.20902-0.16957i,-0.11723-0.072185i,-0.059909-0.018665i,-0.042131+0.0049884i,-0.016966+0.0064341i,-0.0059852-0.0065188i,-0.0089301-0.0050545i,-0.0064763+0.0022739i,-0.0010929+0.0023648i,0.0033902+0.0013532i,0.0060651-0.0027198i,0.0066022-0.0098366i,0.0044822-0.014261i,0.00050933-0.014019i,-0.0030368-0.011142i,-0.0015771-0.0099835i,0.0031436-0.0091788i,0.003783-0.0031252i
0.023054-0.17585i,0.079206-0.28914i,0.15398-0.23585i,0.20339+0.016335i,0.18747+0.2181i,0.11695+0.21382i,0.030001+0.12081i,-0.0153+0.062411i,-0.0071938+0.044158i,0.0086726+0.038659i,0.0014102+0.037909i,-0.015182+0.043317i,-0.016072+0.037i,-0.0035829+0.013568i,0.0095873-0.0091188i,0.021509-0.021816i,0.027372-0.025166i,0.020851-0.019038i,0.0078406-0.008465i,0.0041247+0.0022759i,0.011+0.012641i,0.014186+0.016441i,0.0088826+0.011308i
0.061436+0.16601i,0.062999+0.31058i,-0.0077744+0.36913i,-0.096604+0.2933i,-0.092882+0.16481i,-0.0358+0.018834i,-0.029475-0.09845i,-0.041449-0.11494i,-0.03138-0.084856i,-0.034438-0.062507i,-0.036352-0.029477i,-0.014353-0.0012075i,0.0016534+0.011948i,-0.0014722+0.022916i,-0.006671+0.032122i,-0.0037345+0.036077i,0.0050239+0.030082i,0.012014+0.014531i,0.012925+0.0029767i,0.0046742+0.0039792i,-0.010014+0.01006i,-0.016608+0.011968i,-0.011413+0.0087614i
-0.1645-0.12922i,-0.3243-0.26243i,-0.41895-0.39371i,-0.35388-0.465i,-0.18919-0.45452i,-0.047992-0.3423i,0.04846-0.19595i,0.084699-0.11539i,0.060697-0.078885i,0.045261-0.047919i,0.042042-0.042257i,0.013852-0.050029i,-0.018389-0.039872i,-0.030752-0.01379i,-0.027829+0.0096031i,-0.020719+0.024057i,-0.015103+0.033043i,-0.0063204+0.03437i,0.0010271+0.021741i,-0.00090323-0.0023409i,-0.0043674-0.021324i,-0.0028277-0.023044i,-0.00031673-0.015228i
0.22194+0.043512i,0.43625+0.081083i,0.55778+0.12691i,0.42279+0.16624i,0.16031+0.21301i,0.042899+0.24922i,0.062327+0.19866i,0.059762+0.094244i,0.021665+0.043658i,0.010372+0.043032i,0.013221+0.028259i,0.0012523-0.00055488i,-0.0079134-0.015538i,-0.0004615-0.016961i,0.011348-0.016506i,0.012703-0.016551i,0.0047882-0.010751i,-0.0021618-0.0023077i,0.00069853+0.0043654i,0.01635+0.0069255i,0.029272+0.0043381i,0.0266+0.0016625i,0.017893-0.0012987i
-0.21056+0.069284i,-0.37681+0.1251i,-0.44512+0.13097i,-0.311+0.083625i,-0.10323+0.050105i,-0.010741+0.029656i,-0.0027185+0.026514i,0.012618+0.032927i,0.030906+0.0071202i,0.014773-0.024078i,-0.0033621-0.015329i,0.0069177+0.0074632i,0.013327+0.0095046i,0.00018559-0.0042813i,-0.019344-0.017554i,-0.033984-0.025536i,-0.03611-0.033791i,-0.031053-0.029706i,-0.024803-0.0062074i,-0.018885+0.020156i,-0.013253+0.032611i,-0.0085934+0.028078i,-0.0048026+0.022663i
0.14504-0.19886i,0.25425-0.43554i,0.32855-0.61911i,0.32733-0.59346i,0.25384-0.43204i,0.13683-0.24876i,0.019361-0.077016i,-0.019435+0.033812i,-0.0018082+0.050284i,0.0057635+0.027044i,0.014146+0.011391i,0.03354-0.0086647i,0.041421-0.031135i,0.03144-0.034625i,0.018875-0.018877i,0.016386-0.0051014i,0.013841-0.003081i,0.0011825-0.0094842i,-0.021422-0.018026i,-0.039307-0.014063i,-0.035807-0.0011593i,-0.021864+0.0056337i,-0.016513+0.0060852i
-0.025808+0.2651i,0.0030032+0.587i,0.050892+0.83999i,0.028825+0.76166i,-0.076187+0.45551i,-0.16605+0.21116i,-0.14273+0.084198i,-0.072713+0.0099819i,-0.036942-0.011328i,-0.025337+0.0037011i,-0.028532+0.019821i,-0.031047+0.037298i,-0.013323+0.046963i,0.010411+0.043717i,0.027495+0.036177i,0.038783+0.025401i,0.0441+0.015556i,0.042188+0.0051738i,0.035277-0.0080929i,0.02122-0.017392i,0.0015983-0.018963i,-0.0088816-0.016871i,-0.0057733-0.015561i
-0.07708-0.20909i,-0.21141-0.40089i,-0.32507-0.45657i,-0.26937-0.26665i,-0.090561-0.061217i,0.052069-0.053194i,0.076429-0.11655i,0.048666-0.094702i,0.049584-0.033421i,0.057896-0.018065i,0.029463-0.023926i,-0.013649-0.010452i,-0.033687+0.0098366i,-0.027032+0.011168i,-0.013371-0.0062336i,-0.0047678-0.017563i,0.0052905-0.015372i,0.018292-0.0060162i,0.028335-0.0013157i,0.025804-0.015255i,0.0095222-0.030816i,-0.0036179-0.027007i,-0.0053964-0.013643i
0.18455+0.12024i,0.45589+0.16068i,0.68147+0.076386i,0.60817-0.067576i,0.36874-0.078127i,0.25466+0.013867i,0.20273+0.037502i,0.090878+0.015759i,0.0087315+0.016224i,0.0097935+0.020209i,0.041825+0.012508i,0.063312-0.00076396i,0.057917-0.0082735i,0.022407-0.0010922i,-0.018155+0.02269i,-0.039229+0.04897i,-0.043465+0.057327i,-0.03598+0.038167i,-0.02031+0.009734i,0.0022049-0.0010696i,0.025258+0.0029869i,0.030493+0.0071543i,0.019191+0.0045187i
-0.26186-0.0051728i,-0.61562+0.12365i,-0.91554+0.31641i,-0.82543+0.3518i,-0.49755+0.18587i,-0.32293+0.081915i,-0.22477+0.13339i,-0.092813+0.13046i,-0.047914+0.052543i,-0.064894+0.026727i,-0.059718+0.018851i,-0.056588-0.0049522i,-0.055794-0.0097263i,-0.040822-0.00055254i,-0.021549+0.0045393i,-0.0088986+0.0020521i,-0.0096001-0.0041274i,-0.018884+0.0032529i,-0.024775+0.030019i,-0.016302+0.05805i,0.0021221+0.063018i,0.0141+0.045345i,0.015909+0.029459i
0.18609-0.093959i,0.35907-0.29994i,0.44378-0.45989i,0.33016-0.344i,0.1497-0.11299i,0.059454-0.046074i,-0.0072655-0.077457i,-0.044682-0.053245i,-0.029746-0.025167i,-0.02961-0.028218i,-0.035963-0.017047i,-0.022024-0.0036524i,-0.0062967-0.0035493i,0.017206-0.0072349i,0.042241-0.021694i,0.045422-0.041109i,0.038237-0.042668i,0.030045-0.028091i,0.0078842-0.016858i,-0.024544-0.017282i,-0.047606-0.022984i,-0.050359-0.025227i,-0.039411-0.021347i
-0.069835+0.16059i,-0.015039+0.42429i,0.13047+0.60263i,0.22088+0.46266i,0.16657+0.20844i,0.075706+0.091356i,0.056246+0.030041i,0.047866-0.03221i,0.039105-0.044804i,0.049777-0.028977i,0.046787+0.0022296i,0.042461+0.042474i,0.041734+0.04773i,0.014753+0.015111i,-0.030493-0.0096546i,-0.05956-0.0093382i,-0.055609-0.004041i,-0.019091-0.010025i,0.025237-0.038013i,0.037199-0.073049i,0.01815-0.076238i,0.004618-0.051653i,0.0061804-0.033219i
-0.028119-0.21707i,-0.26466-0.54935i,-0.58859-0.81589i,-0.67343-0.70427i,-0.44429-0.37642i,-0.20362-0.18684i,-0.12391-0.10586i,-0.076236-0.034693i,-0.019323-0.0090465i,0.0061982-0.016141i,0.014059-0.037079i,0.00071825-0.065303i,-0.021009-0.061052i,-0.020441-0.021799i,0.0036115+0.015662i,0.036004+0.029011i,0.046804+0.018889i,0.021264+0.0084953i,-0.0045514+0.019576i,0.005814+0.042696i,0.032822+0.053596i,0.039314+0.047814i,0.027702+0.040045i
0.097147+0.1407i,0.37058+0.28812i,0.62493+0.35524i,0.54139+0.26958i,0.26988+0.14725i,0.17462+0.064557i,0.1805-0.027418i,0.10619-0.064682i,0.0428-0.03198i,0.027981-0.023631i,0.0009028-0.029925i,-0.025888-0.015485i,-0.033743+0.0018225i,-0.028217+0.01836i,-0.0074263+0.030717i,0.017815+0.031635i,0.025733+0.031451i,0.011266+0.032086i,-0.012026+0.036359i,-0.018913+0.045856i,-0.0043903+0.036021i,0.004105+0.0074435i,-0.0015199-0.0087687i
-0.1023-0.021135i,-0.30459+0.095099i,-0.39031+0.28986i,-0.19566+0.31429i,-0.00979+0.13269i,-0.026404+0.055681i,-0.036545+0.11893i,0.00022995+0.10489i,-0.015593+0.056245i,-0.033289+0.064714i,-0.026073+0.071536i,-0.016516+0.062972i,0.0059523+0.046366i,0.025688+0.0033938i,0.0099375-0.045952i,-0.034183-0.065111i,-0.059779-0.049783i,-0.04118-0.021447i,-0.0036658-0.0035513i,0.015605-0.0038319i,0.009781-0.0051418i,0.0010633+0.0023949i,0.001937+0.0076891i
0.12591-0.046485i,0.33191-0.29208i,0.43865-0.64057i,0.27172-0.73543i,0.029441-0.47591i,-0.097388-0.19673i,-0.13878-0.085403i,-0.10853-0.04988i,-0.050659-0.048638i,-0.025277-0.044678i,0.0066602-0.01686i,0.049155-0.016374i,0.039569-0.02662i,-0.0054182-0.003137i,-0.028026+0.038395i,-0.019893+0.064443i,0.0025391+0.053558i,0.019531+0.010941i,0.0082897-0.032087i,-0.02905-0.038022i,-0.055978-0.0067637i,-0.051526+0.022109i,-0.03708+0.026708i
-0.089429+0.063602i,-0.214+0.29722i,-0.25549+0.56556i,-0.1343+0.59239i,0.028754+0.38251i,0.14044+0.15602i,0.19539+0.020286i,0.18013-0.03303i,0.13794-0.040327i,0.10628-0.054229i,0.062622-0.070097i,0.010195-0.063564i,-0.022037-0.054922i,-0.029158-0.048668i,-0.015487-0.037907i,0.0037532-0.031124i,0.0032883-0.019129i,-0.0057765+0.0034435i,-0.0033338+0.012741i,0.0061685-0.005645i,0.019745-0.029816i,0.03204-0.038474i,0.035346-0.036803i
-0.0017475-0.046493i,-0.07304-0.15938i,-0.19585-0.15573i,-0.192+0.042917i,-0.026141+0.15925i,0.060998+0.0924i,0.02091+0.053338i,0.0092003+0.053325i,0.016201+0.027708i,0.0064489+0.017906i,-0.00099333+0.023889i,-0.0078398+0.04177i,0.010054+0.059665i,0.045911+0.046227i,0.060437+0.009502i,0.050928-0.034639i,0.026567-0.065081i,-0.012023-0.050593i,-0.027975+0.006492i,0.0053655+0.051269i,0.036283+0.047964i,0.025331+0.024563i,0.0034887+0.015352i
0.014086+0.043592i,0.13917+0.11481i,0.30782+0.042053i,0.28133-0.21379i,0.0046723-0.34191i,-0.2059-0.22689i,-0.21096-0.096802i,-0.14689-0.019741i,-0.082531+0.042929i,-0.040642+0.073715i,-0.028776+0.083i,-0.015226+0.080315i,0.00031823+0.053786i,-0.010181+0.015325i,-0.043909-0.0012447i,-0.055185+0.018623i,-0.022162+0.037908i,0.017951+0.023134i,0.016024-0.0063101i,-0.027121-0.011771i,-0.060972+0.0012875i,-0.065944+0.0030364i,-0.061046-0.0012149i
0.0083056-0.072517i,-0.067659-0.20893i,-0.18016-0.27786i,-0.2032-0.14742i,-0.074539+0.012729i,0.074211+0.039815i,0.10791+0.012426i,0.055452+0.015694i,0.010456+0.016856i,-0.0061439-0.019482i,-0.015066-0.06867i,-0.021104-0.10221i,-0.022153-0.08364i,-0.00086364-0.028544i,0.044281+0.0062043i,0.070162+0.01673i,0.055736+0.019339i,0.029321+0.008855i,0.01184-0.014551i,0.0022428-0.035369i,0.0052931-0.032551i,0.025677-0.0142i,0.039488-0.0054001i
0.020435+0.058986i,0.10288+0.16527i,0.1379+0.27632i,0.08461+0.32114i,0.078268+0.30905i,0.12784+0.25098i,0.12821+0.14152i,0.097807+0.020762i,0.071058-0.056452i,0.054696-0.067785i,0.049183-0.062351i,0.01957-0.065767i,-0.035926-0.041043i,-0.069657+0.017782i,-0.062444+0.070039i,-0.03588+0.083623i,-0.010392+0.063354i,0.0097527+0.029134i,0.022594+0.0052124i,0.032846+0.0031071i,0.037062+0.0053018i,0.02894+0.0040126i,0.019879-0.002061i
-0.059704-0.029119i,-0.16121-0.064265i,-0.14515-0.14692i,0.032662-0.27061i,0.0869-0.33477i,-0.049195-0.26294i,-0.10684-0.12449i,-0.061402-0.05045i,-0.04405-0.010726i,-0.040005+0.049185i,-0.014463+0.091982i,0.019683+0.092679i,0.039496+0.039611i,0.017106-0.034834i,-0.042346-0.070389i,-0.092275-0.064355i,-0.10061-0.03561i,-0.076477+0.0040501i,-0.045297+0.025342i,-0.028305+0.023154i,-0.024589+0.014903i,-0.019223+0.0060039i,-0.010146-1.4749e-05i
0.082304+0.034254i,0.27129+0.073244i,0.42403+0.13911i,0.32958+0.17903i,0.11099+0.14924i,0.033986+0.066321i,0.035911-0.0025595i,0.016226+0.014621i,0.027516+0.043088i,0.054307+0.017009i,0.063939+0.013126i,0.087486+0.048212i,0.10933+0.044706i,0.095603-0.00015275i,0.068677-0.037052i,0.05517-0.057467i,0.045907-0.070246i,0.025073-0.065589i,0.00044033-0.040062i,-0.016776-0.017366i,-0.023692-0.004565i,-0.018724+0.010291i,-0.0099473+0.026211i
-0.10847+0.020911i,-0.36259+0.14724i,-0.6463+0.34319i,-0.6557+0.47468i,-0.39397+0.4095i,-0.17225+0.25714i,-0.081237+0.17308i,-0.022062+0.11892i,0.0013301+0.05523i,-0.021499+0.027878i,-0.041189+0.028978i,-0.054715+0.026945i,-0.046049+0.035499i,-0.0096969+0.034064i,0.013874+0.0011422i,0.012986-0.019423i,0.008519-0.0053536i,0.01773+0.015002i,0.033588+0.017845i,0.040242+0.0058237i,0.036925-0.0096283i,0.021413-0.025527i,0.0006875-0.031984i
0.064034-0.11553i,0.16714-0.39366i,0.23585-0.70466i,0.18129-0.74322i,0.081838-0.49563i,-0.0039321-0.25288i,-0.076861-0.13762i,-0.091965-0.10493i,-0.082571-0.11447i,-0.099332-0.11242i,-0.12866-0.10786i,-0.15519-0.10852i,-0.15073-0.055236i,-0.086032+0.030927i,-0.00065193+0.072287i,0.050369+0.065329i,0.054393+0.046761i,0.03046+0.028004i,0.013258+0.013142i,0.013231+0.0056545i,0.01615+0.0028745i,0.019253+0.0015519i,0.01799-0.0055177i
-0.012191+0.099417i,0.0065483+0.27936i,0.065673+0.36719i,0.11946+0.19638i,0.13466-0.024205i,0.1662-0.10343i,0.20104-0.12899i,0.13984-0.10069i,0.097306+0.00040537i,0.14266+0.029171i,0.15113-0.020179i,0.10585-0.045392i,0.049887-0.047439i,0.0041744-0.019711i,0.0030889+0.045686i,0.033514+0.084145i,0.049324+0.065662i,0.024428+0.027438i,-0.025753+0.016922i,-0.045785+0.027878i,-0.029158+0.032531i,-0.012232+0.036372i,-0.00013407+0.041082i
-0.0060157-0.06286i,-0.075755-0.17141i,-0.16316-0.15039i,-0.1781+0.078223i,-0.090646+0.25799i,0.011098+0.24048i,0.035919+0.17733i,0.050496+0.12177i,0.057162+0.047939i,0.043612+0.026034i,0.074706+0.06159i,0.12496+0.08023i,0.11922+0.047541i,0.041182-0.009322i,-0.06146-0.039616i,-0.12042-0.038563i,-0.11585-0.039434i,-0.077399-0.040116i,-0.044609-0.02634i,-0.029462+0.0029065i,-0.015274+0.027309i,-0.0026833+0.023871i,0.00098998+0.01273i
0.068018+0.077475i,0.2377+0.1954i,0.42079+0.20922i,0.39402+0.038192i,0.1067-0.098153i,-0.18991-0.058269i,-0.26401+0.0070368i,-0.17763-0.014918i,-0.10685-0.078156i,-0.11294-0.076685i,-0.11935-0.0047029i,-0.092067+0.039516i,-0.064142+0.024586i,-0.053467-0.021373i,-0.065806-0.06834i,-0.072225-0.065848i,-0.04545-0.016253i,0.0025227+0.018982i,0.036044+0.0090234i,0.024897-0.014832i,-0.0049399-0.017274i,-0.018537-0.0055517i,-0.018565-4.0871e-05i
-0.061114-0.056373i,-0.19101-0.15256i,-0.286-0.19234i,-0.21737-0.1422i,-0.035174-0.11481i,0.12246-0.12645i,0.17765-0.12171i,0.11479-0.09397i,0.035731-0.055731i,0.017643-0.058202i,-0.020981-0.097892i,-0.080594-0.094498i,-0.07556-0.029683i,-0.00022148+0.041427i,0.097023+0.073055i,0.15219+0.061632i,0.13877+0.039622i,0.086286+0.015216i,0.036804-0.013064i,0.016312-0.032073i,0.010977-0.035339i,-0.0027133-0.025675i,-0.02786-0.010753i
0.012204+0.061768i,0.018027+0.15963i,-0.11502+0.24772i,-0.2912+0.27647i,-0.2287+0.25858i,-0.013548+0.18765i,0.091945+0.087213i,0.1177+0.044007i,0.17108+0.054192i,0.20017+0.053102i,0.16074+0.037582i,0.089653+0.022801i,0.026021+0.010509i,-0.0076958+0.015594i,-0.01095+0.032854i,-0.014484+0.026801i,-0.034286+0.0030756i,-0.054035+0.0088668i,-0.05834+0.043812i,-0.047586+0.062042i,-0.026172+0.050464i,-0.0023789+0.015757i,0.010046-0.025561i
-0.071571-0.071101i,-0.18265-0.19232i,-0.14538-0.35222i,0.050762-0.45002i,0.08228-0.3974i,-0.095291-0.23926i,-0.18851-0.058629i,-0.11713+0.050931i,-0.05023+0.10015i,-0.024237+0.13241i,0.031151+0.10759i,0.094394+0.031865i,0.098207-0.035635i,0.02967-0.076415i,-0.067125-0.083722i,-0.11768-0.058025i,-0.10281-0.040814i,-0.06885-0.052556i,-0.052452-0.066778i,-0.057994-0.055513i,-0.062465-0.025722i,-0.042675+0.0019244i,-0.0074348+0.017178i
0.14729+0.023986i,0.46002+0.03393i,0.74183+0.035993i,0.69878+0.020484i,0.41975+0.0018296i,0.2205-0.013653i,0.12183-0.068157i,-0.021355-0.12299i,-0.15657-0.15013i,-0.17334-0.12982i,-0.11017-0.060357i,-0.066115-0.00027726i,-0.068801+0.011404i,-0.07873+0.0058647i,-0.057689+0.019943i,-0.018713+0.046873i,0.019285+0.075246i,0.058153+0.077644i,0.082563+0.041358i,0.081255-0.0041843i,0.061095-0.029371i,0.030449-0.028197i,-0.0039299-0.018258i
-0.13086+0.018063i,-0.41456+0.14376i,-0.69297+0.35721i,-0.66401+0.52531i,-0.31385+0.49473i,0.052265+0.32483i,0.22363+0.17659i,0.26122+0.065019i,0.25304-0.032295i,0.17793-0.10741i,0.03004-0.13207i,-0.090701-0.084757i,-0.087008-0.013724i,-0.020536+0.013724i,0.01916-0.0022323i,0.031097-0.037751i,0.017637-0.079506i,-0.018528-0.092781i,-0.045378-0.062832i,-0.036534-0.0083049i,0.001535+0.035893i,0.034328+0.035011i,0.040193+0.0066119i
0.10018-0.055145i,0.23962-0.25024i,0.25587-0.49857i,0.045554-0.56253i,-0.20329-0.34711i,-0.35444-0.061196i,-0.38228+0.059188i,-0.25102+0.023743i,-0.06977-0.030006i,0.020958-0.011854i,0.047961+0.037985i,0.047619+0.028267i,0.022273-0.01082i,0.03334-0.029306i,0.07239-0.039829i,0.078009-0.018423i,0.071076+0.041534i,0.079927+0.087001i,0.075876+0.074575i,0.036222+0.013601i,-0.015778-0.039089i,-0.035507-0.048284i,-0.022178-0.042956i
-0.082343+0.056533i,-0.12326+0.21213i,0.026654+0.24255i,0.25705-0.036751i,0.22765-0.34825i,0.065817-0.38225i,0.098161-0.22199i,0.20922+0.010554i,0.24143+0.25108i,0.23602+0.32142i,0.21306+0.19593i,0.1954+0.05097i,0.16529-0.038384i,0.067038-0.053929i,-0.042206+0.013447i,-0.079748+0.075632i,-0.081289+0.048293i,-0.10774-0.026712i,-0.12131-0.064504i,-0.074735-0.039423i,-0.0052452+0.013878i,0.037834+0.039662i,0.05411+0.021751i
0.080363-0.041747i,0.13877-0.09157i,0.1538+0.065323i,0.198+0.37959i,0.32777+0.43557i,0.39051+0.21369i,0.24751+0.048345i,-0.039781-0.05021i,-0.28079-0.17449i,-0.30645-0.20977i,-0.21098-0.13349i,-0.15574-0.038568i,-0.12222-0.0040897i,-0.08233-0.053461i,-0.069168-0.11191i,-0.066842-0.10767i,-0.011946-0.061436i,0.093985-0.036434i,0.14528-0.033556i,0.090135-0.0063114i,0.0073374+0.041791i,-0.012504+0.062472i,0.016155+0.035078i
-0.066505+0.059232i,-0.18191+0.16928i,-0.29235+0.20422i,-0.31015+0.14131i,-0.2735+0.13644i,-0.24526+0.22703i,-0.11345+0.25615i,0.13542+0.0851i,0.26419-0.093624i,0.19906-0.084983i,0.10165-0.047335i,0.040086-0.0747i,0.041938-0.032497i,0.11371+0.059665i,0.14733+0.099944i,0.087336+0.12537i,-0.0087847+0.15577i,-0.07728+0.15189i,-0.078966+0.095835i,-0.040862+0.008783i,-0.019913-0.049709i,-0.014025-0.04649i,0.015927-0.010776i
0.94563+6.9951i,3.8776+5.9151i,7.1453+4.3677i,7.5615+0.86484i,5.6925-2.3847i,2.6167-3.7198i,0.01054-2.3705i,-0.60963-0.12836i,0.36384+1.0138i,1.2366+0.53876i,0.90693-0.42778i,0.028946-0.84441i,-0.74583-0.65896i,-1.1864+0.04625i,-0.99945+0.73318i,-0.51422+0.87437i,-0.15666+0.61283i,-0.008493+0.22521i,-0.044779-0.057953i,-0.18326-0.11037i,-0.27809-0.070494i,-0.25386-0.036881i,-0.13744-0.041408i
-0.009465+0.18165i,0.058283+0.4847i,0.19205+0.67775i,0.2546+0.42182i,0.14359-0.10058i,0.0084846-0.41009i,0.038303-0.38281i,0.12606-0.18891i,0.1959-0.00081365i,0.2795+0.082095i,0.2982+0.092868i,0.25433+0.12269i,0.24726+0.13286i,0.2358+0.033304i,0.1254-0.1043i,-0.0023297-0.14857i,-0.027373-0.13618i,0.004671-0.15422i,0.023521-0.1674i,0.0049154-0.12455i,-0.037616-0.034i,-0.036055+0.032413i,0.003015+0.02261i
0.0051891-0.13246i,-0.070347-0.2693i,-0.080075-0.26207i,0.095089-0.095621i,0.25582+0.03509i,0.24183+0.10761i,0.23255+0.12488i,0.29396-0.05301i,0.32296-0.25047i,0.30321-0.26882i,0.18085-0.2447i,0.034706-0.20767i,0.049229-0.16541i,0.11991-0.16999i,0.11397-0.12205i,0.094075-0.0063459i,0.079596+0.068912i,0.055677+0.096468i,0.053971+0.090366i,0.0698+0.054146i,0.073478+0.020241i,0.051798+0.0013807i,0.017726-0.0093694i
0.012528+0.14843i,0.1219+0.25811i,0.19607+0.20531i,0.089819+0.05641i,-0.10134+0.11485i,-0.1768+0.32585i,-0.14857+0.3742i,-0.13543+0.23964i,-0.11222+0.082665i,-0.039432-0.012385i,0.04901-0.036514i,0.10156-0.056816i,0.083756-0.091474i,0.011878-0.088493i,-0.035806-0.013502i,-0.016021+0.066804i,-0.0032117+0.077548i,-0.048485+0.06978i,-0.070154+0.093347i,-0.0095822+0.094598i,0.061551+0.031885i,0.06048-0.048373i,0.012542-0.079768i
-0.02747-0.17864i,-0.17679-0.35168i,-0.32415-0.35047i,-0.32184-0.14753i,-0.21675-0.08122i,-0.16929-0.2359i,-0.18681-0.30492i,-0.12628-0.15033i,-0.031723+0.064565i,0.011142+0.18033i,0.059802+0.20095i,0.12303+0.17121i,0.12813+0.11558i,0.079491+0.067736i,0.045527+0.0296i,0.045594-0.016921i,0.04791-0.053229i,0.029355-0.066863i,-0.010953-0.071598i,-0.057245-0.06339i,-0.078862-0.037109i,-0.061798-0.0063982i,-0.032399+0.016575i
