0.0015505+0.0013313i,0.0011975+0.0015594i,-8.2261e-05+0.00016036i,-0.00080704-0.001437i,-0.0017748-0.001152i,-0.0026828+0.0010747i,-0.0015357+0.0029141i,0.00059332+0.0026693i,0.0020637+0.00091295i,0.001507-0.0007798i,0.00064631-0.0011669i,0.00052355-0.00049219i,0.00085905+0.00015366i,0.00078035-4.1395e-05i,0.00059789-0.00013553i,0.00086461+0.00033625i,0.00091349+0.00057049i,0.00059837+0.00043908i,0.0003967+0.00044612i,0.0006889+0.00048776i,0.00066548+0.00078307i,-0.00024596+0.00091122i,7.2606e-06+0.00085247i
-0.028462+0.095594i,-0.028261+0.1695i,-0.014134+0.17891i,0.008269+0.11034i,0.022032+0.047623i,0.025752+0.031475i,0.027417+0.02621i,0.023265+0.0124i,0.016517+0.0036292i,0.0135+0.0026777i,0.011375+0.002299i,0.0082141+0.0010431i,0.005305-0.00097696i,0.0012123-0.0021528i,-0.0013645-0.0011249i,0.0013606+0.00065043i,0.0044941+0.001235i,0.0035429-0.0015477i,-0.0019311-0.0061919i,-0.0087487-0.0079532i,-0.012195-0.0058747i,-0.011547-0.0034138i,-0.0088302-0.0017267i
-0.02948-0.020571i,-0.03398-0.015301i,-0.038073-0.0113i,-0.054783-0.019638i,-0.057065-0.031547i,-0.036325-0.036368i,-0.019794-0.030174i,-0.010695-0.013593i,-0.0023781-0.0042779i,0.0012984-0.0036485i,0.0037077-0.0024341i,0.0051852-0.002872i,0.0029766-0.0033865i,0.0013954-0.002519i,-0.00082622-0.0033621i,-0.0028039-0.0056392i,-0.002061-0.0059637i,-0.0019254-0.002459i,-0.0013305+0.0034154i,0.002573+0.008918i,0.0064842+0.010914i,0.0060404+0.010409i,0.0035405+0.0078247i
-0.055811-0.041871i,-0.11877-0.050103i,-0.11962-0.035688i,-0.040817-0.0096407i,0.012873+0.013753i,0.0086246+0.026902i,0.0025235+0.021789i,0.0033992+0.00054866i,-0.00094322-0.013397i,-0.0065601-0.011879i,-0.011011-0.005424i,-0.010243-0.00090711i,-0.0056592+0.00065182i,-0.002561+0.0019324i,-0.0010355+0.0025482i,-0.0012215+0.0023558i,-0.0013333+0.0036719i,0.0016974+0.00435i,0.005816+0.00091663i,0.0060109-0.0054822i,0.0034819-0.0099639i,0.0041921-0.011395i,0.0043592-0.011067i
0.09571-0.046853i,0.1492-0.09375i,0.14505-0.1068i,0.082594-0.08137i,0.037303-0.056559i,0.028635-0.043944i,0.019408-0.031506i,0.0061108-0.015469i,0.001626-0.0066675i,0.0016994-0.0070464i,0.00026935-0.0085263i,-0.0020084-0.0072244i,-0.0046791-0.0037697i,-0.0049996+0.00082442i,-0.0011719+0.0039932i,0.0028369+0.0030428i,0.0040992-0.00018798i,0.0017704-0.001674i,-0.0040187-0.0021632i,-0.008762-0.0011257i,-0.01139+5.0506e-05i,-0.01276-0.00072909i,-0.010036-3.429e-05i
0.008981+0.056328i,0.0050881+0.081047i,-0.011328+0.096426i,-0.018784+0.10426i,-0.018027+0.088726i,-0.018354+0.054813i,-0.01133+0.030708i,0.002993+0.017735i,0.0076276+0.010644i,0.0049819+0.0075048i,0.00477+0.0023723i,0.0052128-0.00064482i,0.0060229-0.00047759i,0.0046554-0.0029514i,0.00034532-0.0042842i,-0.0028613-0.0032321i,-0.0038384-0.0024539i,-0.0035685-0.00061524i,-0.0010758+0.0023863i,0.0039668+0.0034845i,0.0076148+0.0044694i,0.0075548+0.0073923i,0.006023+0.0072193i
-0.0046697+0.053621i,0.022325+0.076042i,0.037465+0.041121i,0.021377-0.023358i,0.011776-0.038977i,0.022074-0.016475i,0.022904-0.0054873i,0.010186+0.00080076i,0.0043171+0.0072791i,0.0053237+0.008324i,0.0068856+0.0081009i,0.0070721+0.005i,0.0038212+0.0016049i,0.00059394+0.00059735i,-0.00050183-0.00069258i,-0.00038674-0.0016758i,0.00067486-0.00062693i,0.0029389-0.00070975i,0.004793-0.0040147i,0.0041263-0.0072435i,0.002861-0.0078047i,0.003252-0.0078077i,0.0015339-0.0064021i
-0.094059-0.033534i,-0.1541-0.038518i,-0.15433-0.024946i,-0.1039-0.0047831i,-0.066932-0.0015969i,-0.049915-0.0080123i,-0.027969-0.0069016i,-0.0058244-0.0058629i,0.002005-0.0089214i,-0.00087155-0.0093999i,-0.0044787-0.0059219i,-0.0054688-0.0019168i,-0.0035084+0.0015025i,-0.00091405+0.0031824i,0.001615+0.0027636i,0.0026622+0.00086666i,0.0013215-0.0013927i,-0.0021134-0.0012899i,-0.0063675+0.00081949i,-0.0082012+0.0039591i,-0.0084901+0.0057498i,-0.0085398+0.004419i,-0.0067178+0.002187i
0.041723-0.052153i,0.075677-0.063464i,0.1112-0.045373i,0.12426-0.027115i,0.10116-0.015778i,0.060953-0.001063i,0.031119+0.0027979i,0.013504-0.006278i,0.0050352-0.010984i,0.0023959-0.010118i,-0.0011635-0.010126i,-0.0046567-0.010296i,-0.0067431-0.0098158i,-0.0081066-0.0055084i,-0.0067495+0.00013718i,-0.0038878+0.0015707i,-0.0017843+0.0021659i,-1.5182e-06+0.0049264i,0.0037359+0.0061758i,0.0072908+0.0038111i,0.0080473+0.0021761i,0.008062+0.0036439i,0.0079363+0.0031762i
0.038733-0.01854i,0.019747-0.040896i,-0.038564-0.028993i,-0.075789+0.012622i,-0.054831+0.021458i,-0.022075-0.0022158i,-0.0099031-0.0085067i,-0.001441-0.0012127i,0.0024256-0.0015983i,0.00073205-0.0045556i,0.001259-0.0051638i,0.0017426-0.0041699i,0.00087129-0.00086824i,0.0013632+0.0022381i,0.0018773+0.0039885i,0.0016463+0.0037114i,0.0016198+0.0010843i,0.001638-0.0036587i,0.00018664-0.0088352i,-0.0020464-0.011644i,-0.0019066-0.012772i,-0.000152-0.012513i,0.00078329-0.0084824i
0.043015+0.080328i,0.081266+0.11177i,0.091159+0.09251i,0.064461+0.051298i,0.029536+0.039607i,0.0094905+0.03879i,0.0039905+0.022313i,0.00092734+0.0084738i,-0.0017303+0.0076686i,-0.00089978+0.00885i,0.0029975+0.0079732i,0.0063599+0.0057621i,0.0068886+0.001014i,0.0059043-0.0039894i,0.0045189-0.0059318i,0.0030685-0.005671i,0.00063224-0.0038494i,-0.0023703-0.00054057i,-0.0036921+0.0041866i,-0.0033011+0.0080075i,-0.0043883+0.0084109i,-0.0071151+0.0065121i,-0.007284+0.0044035i
-0.070327+0.0093099i,-0.095867-0.010337i,-0.093816-0.058034i,-0.075822-0.085875i,-0.049722-0.07202i,-0.01827-0.044913i,-0.0015036-0.021856i,0.001878-0.005593i,0.003728-0.0009241i,0.002556-0.0018403i,-0.0015119-0.0013733i,-0.0048097-0.0001934i,-0.0064914+0.002348i,-0.0068151+0.0039809i,-0.006929+0.0026213i,-0.0064472+0.00089752i,-0.0035776+0.00059687i,0.0019367-0.00020123i,0.0072056-0.0034135i,0.009112-0.0049493i,0.0085283-0.001672i,0.0079034+0.0025552i,0.006219+0.0031641i
-0.031105-0.014121i,-0.021303+0.023701i,0.028918+0.076277i,0.07117+0.083612i,0.055517+0.047133i,0.01731+0.020354i,0.0060631+0.0085618i,0.0085304-0.0024117i,0.0067347-0.0059758i,0.003729-0.0048939i,0.0011275-0.0053917i,0.00068241-0.0058332i,0.0020874-0.0055333i,0.0020526-0.0035987i,0.0017945+0.00068462i,0.0032141+0.0036141i,0.0028999+0.0018827i,-0.00091783-0.0015857i,-0.0062885-0.0020034i,-0.0096861-0.0012263i,-0.0081273-0.0030854i,-0.0045427-0.0057371i,-0.0021489-0.0054696i
0.018289-0.076246i,0.0029445-0.11877i,-0.024588-0.11414i,-0.026879-0.067969i,0.0026715-0.027598i,0.020737-0.010796i,0.013475-0.0038874i,0.0068517-0.0014456i,0.007812-0.0031371i,0.0070946-0.0052184i,0.0044259-0.0065613i,0.00083197-0.0074786i,-0.0025791-0.0063111i,-0.0041345-0.0041302i,-0.0039279-0.0037125i,-0.0030111-0.0037197i,-0.0023545-0.0018407i,-0.0011941+0.0021169i,0.0021284+0.0068943i,0.0052071+0.0077809i,0.0030549+0.0058694i,-0.0017664+0.0051861i,-0.0035346+0.0041506i
0.055079+0.035141i,0.055935+0.061372i,0.01463+0.082641i,-0.027077+0.084423i,-0.037613+0.062135i,-0.029199+0.030666i,-0.014548+0.010458i,-0.0037028+0.0023153i,-0.0029166-0.00097139i,-0.0038954-3.3931e-05i,-0.0017143+0.0041188i,0.00064045+0.0075912i,0.0030859+0.0081729i,0.0055006+0.0073121i,0.0056569+0.0071122i,0.0040033+0.0053639i,0.0025251+0.0022429i,0.0024853-0.001902i,0.0011383-0.0064213i,-0.00043144-0.0084592i,0.00085383-0.0055658i,0.0038748-0.00084887i,0.0049079+0.00047426i
0.0082744+0.027734i,0.034581-0.0085113i,0.052874-0.081769i,0.039921-0.11348i,0.0169-0.074995i,0.010836-0.028535i,0.0065249-0.0097366i,-0.00041651-0.0030146i,-0.0012247-2.5868e-05i,0.00016656-0.00047435i,8.6075e-05-0.0025829i,-1.9095e-06-0.0053038i,-0.0022993-0.0064505i,-0.0039809-0.0065458i,-0.00077534-0.0080908i,0.0023898-0.0088778i,0.0015347-0.0063882i,-0.0011955-0.0029999i,-0.0032733-5.2012e-05i,-0.0041183+0.0028856i,-0.0027344+0.0015076i,-0.00097608-0.0034935i,-0.001585-0.0052865i
-0.057095+0.044085i,-0.06965+0.091713i,-0.047628+0.1175i,-0.015725+0.089502i,-0.0023909+0.033165i,0.00065578-9.428e-05i,0.0057548-0.0042515i,0.0073028-0.0017983i,0.0046885-0.001714i,0.0015411-0.0015124i,-0.0011977-0.00058711i,-0.0025477-0.00015753i,-0.0030702+0.00027273i,-0.0052367+0.0010525i,-0.0084326+0.0026843i,-0.0082284+0.0049248i,-0.004058+0.0046942i,0.00112+0.0039271i,0.0053467+0.0030379i,0.007024-0.00015049i,0.0039654-0.0018443i,-0.0014852-0.00034224i,-0.0032124+0.0018271i
-0.021675-0.058282i,-0.013928-0.072408i,0.018696-0.052214i,0.046287-0.017854i,0.045628+0.006059i,0.028474+0.014934i,0.013789+0.0098865i,0.0072664+0.0031374i,0.0068875+0.0015039i,0.0076979-0.00024359i,0.0066917-0.003152i,0.0062042-0.0041796i,0.0069874-0.0051887i,0.0065359-0.0053082i,0.0055367-0.0031691i,0.0048952-0.00037002i,0.0036311+0.0011059i,0.0014211+0.00060718i,-0.0023776-0.00099907i,-0.0048742-0.00080628i,-0.0025351+0.0020233i,0.0025319+0.0041818i,0.0046898+0.0028144i
0.016291-0.02593i,-0.025148-0.027398i,-0.089107-0.0068502i,-0.10747+0.014372i,-0.070181+0.015i,-0.031179+0.0055784i,-0.01019+0.0024825i,0.0009919+0.00040267i,0.0046424-0.0030765i,0.00206-0.004056i,-0.0037884-0.002918i,-0.0078891-0.00066004i,-0.0071187+0.0020924i,-0.0045983+0.0036193i,-0.0040356+0.0029686i,-0.0042223+0.00097175i,-0.0034663-0.00054902i,-0.0032297+0.00016646i,-0.0032964+0.0030117i,-0.0018862+0.0036975i,-0.0001176-0.0010854i,0.00033897-0.0062558i,-0.00025217-0.0052298i
0.068703+0.0063612i,0.11485-0.018558i,0.12675-0.050059i,0.08998-0.052219i,0.03699-0.028852i,0.0053453-0.010703i,-0.0015985-0.0059696i,0.00028048-0.0056161i,0.00019429-0.0037397i,0.00064819-0.0019663i,0.0032328-0.0022831i,0.0038306-0.0022729i,0.0026904-0.00087567i,0.0036324+0.0016149i,0.0074423+0.0039916i,0.0093963+0.0026322i,0.0069403-0.0015695i,0.0052888-0.0044914i,0.0051288-0.0065155i,0.0010525-0.0074448i,-0.0057826-0.0042958i,-0.0093796+0.0015163i,-0.0066838+0.0034914i
-0.01807+0.056465i,-0.029166+0.068725i,-0.034552+0.039134i,-0.026558-0.0025252i,-0.0073811-0.02041i,0.0073947-0.017984i,0.0069518-0.0085249i,0.0030147-0.0015889i,0.0018334-0.0022853i,-0.00047659-0.0046279i,-0.00038042-0.0047254i,-3.8923e-06-0.004737i,-0.0016301-0.0050506i,-0.0035005-0.0054963i,-0.0049359-0.0066069i,-0.0040191-0.0064458i,-0.0021803-0.0039546i,-0.0016464-0.0020721i,-0.002694-0.0015618i,-0.0021379+0.00030344i,0.0030312+0.0033091i,0.0082964+0.004359i,0.0068369+0.0030209i
-0.034829+0.010908i,-0.016732+0.04256i,0.028975+0.077619i,0.050281+0.081657i,0.034587+0.056096i,0.017955+0.02874i,0.012584+0.0093708i,0.0071336+0.00076418i,0.0023867-0.00056202i,0.00048801-9.7067e-06i,0.00054498+0.002354i,0.0024464+0.0047487i,0.0020236+0.0034362i,-0.00056824+0.0020816i,-0.0025336+0.003772i,-0.0022462+0.0052164i,-0.0014187+0.0061157i,-0.0002596+0.0075719i,0.0033176+0.00873i,0.0062611+0.0061019i,0.0049741-0.0026072i,0.00023991-0.010251i,-0.0027381-0.0090146i
-0.038557-0.050937i,-0.085775-0.070004i,-0.11445-0.069636i,-0.094892-0.049936i,-0.05018-0.02132i,-0.019315-0.00036734i,-0.0065947+0.0057302i,-0.00023596+0.0025639i,0.0046055+0.0001959i,0.004282-0.0028003i,-0.0016272-0.0053026i,-0.0054295-0.0044719i,-0.0038119-0.0020107i,-0.00019908-0.00094461i,0.00092404-0.002375i,-0.0010716-0.0038029i,-0.0019897-0.0034956i,-0.0012914-0.0032025i,-0.0019822-0.004048i,-0.0052164-0.0037922i,-0.0082304+0.0013019i,-0.0076806+0.008584i,-0.0046307+0.0088222i
0.05374-0.0279i,0.073123-0.035472i,0.062422-0.01838i,0.032262-0.00038377i,0.0045842-0.0024988i,-0.008367-0.0079532i,-0.0033728-0.0056908i,0.0042038-0.0039129i,0.00474-0.0024331i,0.0053219-0.00084131i,0.0040087-0.0024519i,0.00013872-0.0037151i,-0.0011696-0.0021648i,-0.0015421+0.00066438i,-0.0011526+0.0032225i,0.0011821+0.0037039i,0.0027258+0.00089611i,0.00070627-0.0025371i,-0.0036882-0.0016521i,-0.0039753+0.0019455i,0.0026725+0.0023448i,0.010252-0.00079992i,0.010992-0.0012741i
0.034383+0.02237i,0.048645+0.00035502i,0.046274-0.040831i,0.037216-0.052142i,0.031209-0.032122i,0.021936-0.01602i,0.0083446-0.0082416i,0.0021908-0.0027348i,0.0010559-0.00089937i,0.0012639-0.00063057i,0.0049935-0.0020763i,0.0065785-0.0045021i,0.0045443-0.0038843i,0.0029994-0.0015477i,0.0042286-0.0010797i,0.0072783-0.0021509i,0.0078374-0.0019708i,0.008101-0.0006338i,0.0098804-0.0020519i,0.0084742-0.0070688i,-0.00033748-0.012013i,-0.010502-0.011529i,-0.011743-0.0062992i
-0.012119+0.059021i,-0.0022396+0.10149i,0.0084322+0.11932i,0.0053422+0.096252i,0.001329+0.055465i,0.0056294+0.023956i,0.0083191+0.0072406i,0.0039613+0.0012392i,-0.0011283-0.0015527i,-0.0043705-0.00143i,-0.004093+0.0028611i,-0.0010172+0.004716i,0.00027626+0.0022882i,-0.0012648-0.00094255i,-0.0036951-0.001694i,-0.0048305+0.00018556i,-0.0042545+0.0015953i,-0.0033928+0.0007505i,-0.0043258-0.00076275i,-0.005916+0.00079939i,-0.004761+0.0071437i,-0.0013166+0.012718i,5.205e-05+0.011029i
-0.052612-0.015104i,-0.071664-0.026558i,-0.055618-0.037468i,-0.027383-0.034055i,-0.015902-0.014932i,-0.010965+0.00044239i,-0.0039292+0.0013928i,0.00038933-0.0012333i,0.0032453-0.0021878i,0.0029116-0.0049029i,-0.0013668-0.0051263i,-0.0042651-0.0020404i,-0.0042382-0.00013215i,-0.0026021+0.00039319i,-0.0011123+0.00053076i,-0.0018086-2.2789e-05i,-0.0030881-0.00032467i,-0.004161+0.0019618i,-0.0026867+0.0070719i,0.0028925+0.0097626i,0.0092179+0.0041955i,0.011931-0.0059314i,0.0094333-0.0099854i
-0.007169-0.041103i,-0.024769-0.041352i,-0.039789-0.018748i,-0.036034-0.0052551i,-0.020876-0.010716i,-0.0099993-0.0090285i,-0.0022399+0.00010404i,0.0031752+0.00065177i,0.0056379-0.0013217i,0.0059236-0.0019567i,0.0026735-0.0048527i,-0.0012079-0.0055673i,-0.0010373-0.0033664i,0.00069506-0.0013929i,0.00041371-0.0012841i,-0.0010163-0.0026806i,-0.0013886-0.0023963i,-4.8103e-05-0.0024285i,0.00042459-0.0061051i,-0.0033698-0.010225i,-0.01079-0.008978i,-0.013969-0.0033i,-0.0090669+0.00094304i
0.051194-0.028693i,0.074607-0.055472i,0.079264-0.063987i,0.066527-0.041426i,0.043869-0.01597i,0.021004-0.0072218i,0.007784-0.00511i,0.0050315-0.0023596i,0.0043875+0.00011354i,0.004436+0.0022533i,0.0069227+0.00095301i,0.0069207-0.0022507i,0.0044173-0.0024857i,0.0016776-0.00037956i,0.0016594+0.0024434i,0.0040086+0.0029068i,0.0046684+0.0011858i,0.0025401-0.00087016i,-0.0015265-0.001551i,-0.0034044+0.0024126i,0.0014419+0.0090966i,0.0079439+0.011804i,0.0073196+0.0098187i
0.02315+0.047195i,0.02464+0.068246i,0.0027886+0.065318i,-0.018377+0.047423i,-0.012955+0.03172i,0.00066898+0.016464i,0.0025608+0.0054537i,0.00064425+0.0023568i,-0.00052377-0.00040991i,-0.0027014-0.00078428i,-0.0021052+0.0021782i,0.00021857+0.0031832i,0.00026277+0.0023346i,-0.0010221+0.00086221i,-0.00090275+0.00017747i,0.00032519+0.0011442i,0.0020061+0.0023383i,0.0039792+0.0040356i,0.0080362+0.0035729i,0.012382-0.0016416i,0.011434-0.0090837i,0.0044926-0.014012i,-0.0011006-0.011757i
-0.0278+0.027937i,-0.021466+0.036917i,-0.00031053+0.027844i,0.0043483+0.014314i,-0.0085019+0.0091274i,-0.00772+0.0073216i,0.0007609+0.0015437i,0.0017092-0.0028427i,0.00054995-0.0042247i,-0.0010517-0.005691i,-0.0028765-0.0037658i,-0.0029721-0.0001934i,-0.0028461-0.00029707i,-0.0025077-0.0020252i,-0.0025407-0.0022685i,-0.0021741-0.0018173i,-0.0017-0.00096059i,-0.0027998-0.00049782i,-0.0050395-0.00224i,-0.0091063-0.0029421i,-0.013734+0.00064529i,-0.014004+0.004472i,-0.0093517+0.003269i
-0.044141-0.015426i,-0.06935-0.018644i,-0.067291-0.021068i,-0.040145-0.028886i,-0.015386-0.030984i,-0.0056824-0.018431i,-0.001643-0.005699i,0.0026264-0.00226i,0.0055419-0.0024425i,0.0052488-0.0052739i,0.0019171-0.008189i,-0.0014007-0.0077951i,-0.0021305-0.0050787i,-0.0012872-0.0015467i,-0.00061286-0.00085267i,-0.00059233-0.0024488i,-0.0016306-0.0021545i,-0.0032218-0.00024173i,-0.0037723+0.0032476i,-0.0011521+0.0076391i,0.0058886+0.0086026i,0.011842+0.0055321i,0.01141+0.0013982i
0.018239-0.041776i,0.031735-0.052511i,0.041949-0.029456i,0.04397+0.0013357i,0.034501+0.0076811i,0.018738+0.0023847i,0.00979+0.00099016i,0.0071044+0.001676i,0.0050989+0.0027287i,0.00569+0.003263i,0.0073841+0.0010589i,0.0060822-0.0018559i,0.0031288-0.0016316i,0.0016419+0.00053213i,0.0019787+0.0017534i,0.0022959+0.0013941i,0.0020867-5.6651e-05i,0.0021679-0.0020227i,0.0028926-0.0057675i,0.00238-0.010546i,-0.00037497-0.013162i,-0.0028989-0.011591i,-0.0029274-0.0073009i
0.031683+0.00010869i,0.030308-0.0052011i,0.0038177-0.0096386i,-0.014225-0.0011677i,-0.0075011+0.013343i,0.0012103+0.013421i,0.00092978+0.006617i,0.00058052+0.0033957i,0.00032222+0.0022722i,-0.0012629+0.0025815i,-0.00073811+0.0023837i,3.3889e-05+0.0013344i,-0.00024394+0.00097131i,-0.0009049+0.0012366i,-0.00064856+0.0015429i,0.00072635+0.00093541i,0.0015379+0.0010323i,0.00078729+0.0014141i,-0.001301+0.0016336i,-0.0040472+0.0036488i,-0.0061257+0.0082682i,-0.0057279+0.011966i,-0.0042179+0.010533i
0.014456+0.040566i,0.026477+0.054346i,0.023628+0.046676i,0.0023695+0.026061i,-0.015268+0.012363i,-0.012373+0.0055969i,-0.0038378+0.00044404i,-0.00096657-0.0012008i,-0.0013731-0.0022588i,-0.0034777-0.0025827i,-0.0041427-0.0013357i,-0.0032662-7.1337e-05i,-0.0033382+0.00061715i,-0.003208+0.00062262i,-0.002561+0.00066922i,-0.0020285+0.0023239i,-0.0011745+0.0034137i,0.00087873+0.0037652i,0.0040906+0.0051096i,0.0076946+0.0051808i,0.011638+0.0021591i,0.011722-0.0018528i,0.0073423-0.0022984i
-0.039701+0.016553i,-0.048982+0.012872i,-0.031298-0.0092129i,-0.0038459-0.03015i,0.0063421-0.030587i,0.0056744-0.017958i,0.0046049-0.008962i,0.0036474-0.0056056i,0.0033935-0.004634i,0.0032459-0.0061058i,0.0020679-0.0068822i,0.0005667-0.0067027i,-0.00047598-0.006391i,-0.0012606-0.0055939i,-0.0010778-0.0045283i,-0.00025814-0.0037914i,4.3699e-05-0.0025858i,-0.0015559-0.0016939i,-0.0041859-0.0038271i,-0.0067782-0.0080222i,-0.0095624-0.010548i,-0.0099801-0.0093409i,-0.0065569-0.0070589i
-0.016677-0.023965i,-0.018368-0.01696i,-0.0049629+0.0093404i,0.012087+0.024072i,0.018237+0.014252i,0.012694+0.0045159i,0.008182+0.0019082i,0.0075102-0.00093609i,0.0063052-0.0014682i,0.0050583-0.00078514i,0.0047682-0.0011557i,0.0041672-0.00097881i,0.0028674-0.0015235i,0.0013854-0.00079011i,0.00056272+0.0011029i,-0.0004379+0.00042978i,-0.001736-0.0015903i,-0.0021581-0.0019483i,-0.0026569-0.00050602i,-0.0039455+0.00272i,-0.0028015+0.0081273i,0.0001338+0.011219i,0.0014311+0.008322i
0.013747-0.029514i,0.011747-0.041866i,0.0012225-0.033755i,-0.0033679-0.0067761i,0.00042911+0.01331i,0.0028214+0.013292i,0.0028764+0.006555i,0.0035721+0.003503i,0.0028229+0.0030695i,0.0015829+0.0029177i,0.00083126+0.0022447i,0.00060018+0.0013984i,0.00069505+0.0014508i,0.00065631+0.0019458i,0.0011963+0.0020993i,0.0024604+0.0019352i,0.0032757+0.0010178i,0.0037942-0.00031271i,0.0057447-0.0020224i,0.0083089-0.0047577i,0.01015-0.0070582i,0.0093265-0.0070725i,0.00671-0.0047919i
0.030127+0.014041i,0.031717+0.019593i,0.0062978+0.016159i,-0.022331+0.0078351i,-0.027761+0.0028964i,-0.016428+0.00065391i,-0.0055926+0.000843i,-0.00094482+0.00092558i,-0.00094626-0.00028406i,-0.0024678-0.0010223i,-0.0040477-0.0008403i,-0.0045785-0.00083497i,-0.0034194-0.00074831i,-0.0033041-0.0010784i,-0.003078-0.0012131i,-0.0019254-0.00057891i,-0.0010911-4.2055e-05i,6.9745e-05+0.0018298i,-0.00076411+0.0024054i,-0.004899+0.00020853i,-0.010127-0.0012336i,-0.01207-0.00077426i,-0.0094088-0.00043744i
-0.0031016+0.022491i,0.0047177+0.018151i,0.018993-0.0065635i,0.02388-0.026577i,0.014199-0.026182i,0.0057244-0.015738i,0.003447-0.0075723i,0.001526-0.0036883i,0.00093871-0.003779i,0.0013002-0.0042958i,0.0021152-0.0036031i,0.0018793-0.002972i,-0.0007517-0.0024785i,-0.002098-0.0023235i,-0.0018088-0.0016169i,-0.0011259-0.00016846i,-0.0011456+0.00087114i,-0.0023808+0.0019798i,-0.0022714+0.0033314i,0.00036293+0.0054393i,0.0046683+0.0081743i,0.0061261+0.0083519i,0.0039497+0.0064234i
-0.025197+0.011206i,-0.027653+0.020398i,-0.011705+0.027085i,0.0098255+0.021591i,0.020564+0.0091012i,0.018171+0.0016383i,0.010795-0.00059201i,0.0058381-0.0019445i,0.0034924-0.0030618i,0.0023774-0.003019i,0.0018618-0.0015786i,0.0025929-0.00093356i,0.0028943-0.0016126i,0.0017182-0.0020394i,0.0010705-0.0029934i,0.00089173-0.0044175i,0.0010102-0.0045261i,0.00069666-0.0038705i,-0.00011747-0.0050777i,0.00066334-0.0086221i,0.0020828-0.011911i,0.0021811-0.012114i,0.0019622-0.008631i
-0.011376-0.025458i,-0.01402-0.025346i,-0.010844-0.0032057i,-0.0061339+0.022369i,-0.0044557+0.02934i,-0.0020615+0.020199i,0.0019967+0.0090133i,0.0036126+0.0013606i,0.0032963-0.001855i,0.0021086-0.0014235i,0.00025457-0.00051298i,-0.00042091+0.00010897i,0.00051522+0.0010058i,0.0011001+0.0022387i,0.00019392+0.0025988i,-0.001214+0.0021611i,-0.00062006+0.0013275i,0.0010264+0.00053533i,-0.00051084+0.00029555i,-0.0049324+0.0017496i,-0.0078984+0.0046955i,-0.0071844+0.0060873i,-0.0052916+0.0044085i
0.013567-0.015848i,0.0039665-0.02127i,-0.021371-0.021921i,-0.038061-0.017714i,-0.031681-0.009591i,-0.016085-0.0019534i,-0.0044215+0.0016443i,0.0013458+0.0013499i,0.0023071+0.00043626i,0.00093032-0.00061658i,-0.00078461-0.0027185i,-0.0016648-0.0039596i,-0.0015183-0.0024608i,-0.001126+0.00039079i,0.00013418+0.0018517i,0.0015876+0.0018698i,0.0021555+0.0016324i,0.0026864+0.0014115i,0.0049525+0.0016922i,0.0073291+0.001849i,0.0086405+0.0022095i,0.0083518+0.0029169i,0.0062405+0.0028546i
0.021024+0.010019i,0.033583+0.0069413i,0.035355-0.0055754i,0.025433-0.017969i,0.012282-0.021161i,0.0031845-0.015576i,0.00039089-0.0069154i,0.0016738-0.0014695i,0.0016701+0.00079216i,0.0015873+0.00086329i,0.003132-0.0012856i,0.0027711-0.003309i,0.0006996-0.0036606i,-0.0014185-0.0030556i,-0.0028611-0.001687i,-0.0028047-0.00086788i,-0.0017319-0.000823i,-0.001833+5.3599e-05i,-0.0029898-4.4352e-06i,-0.0047158-0.0034401i,-0.0065796-0.0074372i,-0.006228-0.0079274i,-0.0044393-0.0063578i
-0.0062811+0.02213i,-0.0017303+0.024403i,0.011455+0.013754i,0.025203+0.0026244i,0.027703+0.00043115i,0.019339-0.00013074i,0.0089319-0.0016336i,0.0031336-0.00072325i,0.0023761-0.00027713i,0.0021128-0.00040102i,0.0025455+0.0011809i,0.0029305+0.0012365i,0.0025002+0.00022706i,0.0028084-0.00030556i,0.0023865-0.0013041i,0.0019078-0.0018956i,0.00067565-0.0016134i,-0.0012578-0.001445i,-0.0015585-0.00040084i,-0.0010423+0.0034843i,-0.0014922+0.0082502i,-0.0025957+0.0085088i,-0.0028718+0.0054543i
-0.01711+0.0043965i,-0.016323+0.016968i,-0.0086138+0.036262i,-0.0040382+0.045001i,-0.0019715+0.035038i,0.0017557+0.018663i,0.0044164+0.005732i,0.0036002-0.00065708i,0.0021533-0.0019377i,0.0010548-0.001136i,-0.00057751+0.0001667i,-0.0013667+0.00095274i,-0.00092249+0.00056183i,-0.00026117+0.00047777i,-0.00032845+3.0733e-05i,-0.00039297-0.00079955i,5.1289e-06-0.0010677i,0.00050498-0.0015178i,0.0008878-0.0025219i,0.0032712-0.003025i,0.0066377-0.0036962i,0.0068565-0.0044524i,0.0054532-0.0043885i
-0.0098961-0.021992i,-0.023943-0.02717i,-0.038204-0.024533i,-0.041915-0.01577i,-0.031779-0.004826i,-0.016148+0.0027533i,-0.0038719+0.0024057i,0.0020369-0.001289i,0.0025935-0.0031857i,0.00051938-0.0050645i,-0.0023017-0.0056977i,-0.0039026-0.0042954i,-0.0030052-0.0023526i,-0.0019594+0.00096649i,-0.00086993+0.0034162i,0.00077025+0.0040138i,0.0016019+0.0031945i,0.0019334+0.0014404i,0.00069789+0.00021878i,-0.0030297-0.0010267i,-0.0067432-0.0030665i,-0.0065528-0.0039994i,-0.0043641-0.0033337i
