0.00076075-0.00034503i,0.00073054-0.0012995i,0.00012916-0.002971i,-8.4379e-05-0.0038061i,-0.0007307-0.002238i,-0.00065791+0.00022739i,0.0013081+0.0013258i,0.0025849+0.00077399i,0.0023672+8.0449e-05i,0.0017232-0.001026i,0.0007902-0.0012534i,-0.00074477-0.00061502i,-0.0014446+0.00042447i,-0.00093268+0.0010817i,-0.00083241+0.00051018i,-0.00067324+3.9368e-06i,0.00013638-0.00011145i,0.00086045+4.0158e-05i,0.00038676-0.00017174i,-0.00014168-0.00010492i,-0.00022821+0.00031833i,-0.00052732+0.00027075i,-0.00086791-0.00024776i
9.8562e-05-0.0018643i,-0.00060478-0.0023017i,7.196e-05-0.0014425i,0.001977-0.00015064i,0.0023685+0.00035918i,0.0012763-7.4657e-06i,0.0013201-0.0014015i,0.0014181-0.0018788i,0.00035194-0.00078277i,-0.0001782+3.0105e-06i,-0.00012366+0.00052881i,-0.00012088+0.00057987i,0.00036191-0.0002911i,0.00079153-0.00017948i,0.0003378+0.00017237i,0.00022097+0.00054747i,0.00026356+0.00052815i,9.9915e-05-0.00022428i,0.00022276-8.3446e-05i,-0.00041118-2.0046e-06i,-0.0011943-0.00033286i,-0.00026728+0.00029599i,0.00047025+0.00035324i
-0.00029041+0.00070461i,8.9044e-05+0.0014899i,0.00011005+0.0018593i,-0.00073781+0.0013145i,-0.00083281+3.9722e-05i,0.00034387-0.0011029i,0.0010027-0.0019011i,0.00048149-0.0011757i,1.5173e-05-0.00012722i,8.1051e-05-0.00012652i,-0.00015934-0.00037803i,-0.00046909-0.00023348i,-0.00087866-0.00068458i,-0.00063638-0.00064426i,9.7065e-05+0.00039943i,0.00054918+0.0013409i,0.00082285+0.0011145i,0.00027831+0.0004231i,-6.8867e-05+0.00071768i,-0.00014659+0.00054112i,1.7557e-06-0.00049546i,0.0004841-0.00068404i,-0.0002049-5.2937e-05i
-0.0027917-0.00010804i,-0.0030875-0.00062926i,-0.0028509-6.3855e-07i,-0.0014244+0.00054683i,0.00081853+0.00079686i,0.0026385-5.2837e-05i,0.0017249-0.00060117i,1.421e-05-2.6825e-05i,0.00029649+0.00067673i,0.00059114+0.0010474i,-0.00015705+0.0011295i,6.1231e-05+0.00065046i,0.000895-0.00043417i,0.00098151-0.00072952i,0.00083065-0.00041193i,0.00071473-0.00051929i,0.00044774+0.00046152i,1.2671e-05+0.00077955i,-0.00036995-0.00019662i,-0.00026595-0.00011509i,0.00011682+0.00044119i,-0.00052591+0.00013563i,-0.00020404-0.00033054i
-0.0030805-0.0015535i,-0.0029808-0.00088126i,-0.0017444-0.00059236i,-0.00052-0.00070173i,0.0010117-0.00080227i,0.001813-0.0012154i,0.002143-0.0016524i,0.00098509-0.0013265i,4.1901e-05-0.00049995i,-0.00062651+0.00066319i,-0.0012707+0.00093103i,-0.00062048+0.00063218i,0.00039876+0.00045793i,0.00041515+0.00013642i,0.00028975-0.0004809i,0.00046759-0.00029142i,1.8368e-05+0.00078941i,-0.00016181+0.00075949i,-0.00033257+0.00037797i,-0.0002438-0.00027742i,0.00013935-0.00023057i,1.9398e-05+0.00041545i,0.00055333+0.00059723i
-0.00058121-0.0010643i,-0.00053184-0.00089214i,0.00015047+0.0001398i,0.00023679+6.2599e-05i,0.00064851+8.5948e-05i,0.00063152+0.00043487i,0.00080643-0.00044447i,0.00089912-0.00052685i,0.00048497-0.00049523i,0.00011899-0.00045087i,-0.00046237-7.3263e-05i,-0.00064554+0.00022249i,-0.00080609+0.00014072i,-0.00079382+0.00019067i,0.00029389+0.00060507i,0.0012112+0.00013724i,0.0012127-0.00059359i,0.00078587-0.00037983i,0.00032479-0.00019096i,9.4275e-05-0.00034914i,-0.00024173-0.0002893i,-0.00061624-0.00029563i,-0.0010618-0.00018951i
-0.001229-0.0022377i,-0.0024644-0.001607i,-0.0022535-0.0003662i,-0.00088293+3.2442e-05i,0.00063402-0.0001644i,0.001594-0.001194i,0.0015354-0.0018054i,0.00045874-0.00083692i,2.314e-05-0.00015151i,-0.00011829-0.00047693i,-0.00078545-0.001153i,0.00011082-0.00088314i,0.00096523+0.00039591i,0.00065434+0.00055199i,0.00023585+0.0004266i,2.3211e-05+0.00065521i,5.1922e-05+0.00063159i,0.00048406+0.00079371i,0.00032196+0.00045249i,-0.00051004-0.00038126i,-0.00084505-0.00085409i,-0.00031531-0.00090719i,5.8376e-05-0.00024187i
-0.00087131+0.00087823i,-8.1941e-05+0.00059606i,0.0015349+0.00050846i,0.0020583+0.00073804i,0.0018143+0.00038521i,0.002236-0.00016304i,0.0019725-0.00082809i,0.00064852-0.001476i,0.00015268-0.00078832i,0.00033527-7.856e-05i,-9.7632e-05-9.2018e-05i,-0.00094067+0.00010449i,-0.0011595-1.4384e-05i,-0.00035892-6.2409e-05i,0.00025071+0.00011413i,-8.6821e-06-0.00010073i,-0.00025537-0.00034104i,-0.00037539-0.00033893i,7.5394e-06-0.00062183i,0.0003526-0.00043042i,9.0483e-05-0.00011588i,0.00019945-3.0797e-05i,0.00015987-0.0001356i
-0.0011224-0.0019323i,-0.0018881-0.00077246i,-0.0011849+0.00046619i,-0.00032343-7.135e-05i,0.00065071-0.00029529i,0.0014562-0.0010616i,0.0014511-0.0017164i,2.5853e-05-0.0010657i,-0.00081206-0.00048013i,-0.0004533-0.00021498i,0.00015042+0.00035702i,0.00023574+0.0012976i,0.00011969+0.001139i,0.00034839+0.00077794i,0.00048786+0.00026614i,0.00074868-0.00063382i,0.00020682+0.00012561i,-0.00052637+0.0011302i,-0.0002569+0.0011702i,0.00029579+0.0003812i,0.00028584-0.00044224i,7.8909e-05-0.00035777i,-0.00016364-0.00025494i
-1.9122e-06-0.001833i,0.00048167-0.0013862i,-0.00015971-0.0012485i,-0.0003379-0.001106i,-0.00018375-0.00043562i,-0.00017023-0.00015807i,0.00091079-0.0014807i,0.00062072-0.0021925i,-0.00072807-0.00084729i,-0.0012909+0.00032119i,-0.0008341+0.00029727i,-0.0004163-1.076e-05i,-0.00057254+0.00054352i,-0.00048334+0.0011301i,-0.00022526+0.00075795i,-0.00025502+0.00089839i,-0.00010189+0.001242i,-8.1149e-05+0.00059537i,0.000495-6.3743e-05i,0.00076513-4.8054e-07i,0.00035084-0.00021421i,-0.00011758-0.00043126i,-0.00097784-0.00055097i
-0.00085876+0.0012013i,-0.00047537+0.0018228i,0.00031183+0.0020036i,0.0011317+0.00062804i,0.0010039-0.00032547i,0.00049566-0.00022714i,0.0003461-0.00069873i,0.00013943-0.00057926i,0.00017742-0.00036403i,-8.3216e-05-0.00071816i,-0.00072931-0.0010269i,-0.0013416-0.00012286i,-0.0010503+0.0005807i,-0.00046666+0.000594i,-0.00076817+0.00062292i,-0.00056931-0.00013318i,-0.00039354-0.00099563i,-0.00049682-0.00079378i,-0.0005018-0.00022149i,-0.00023421+0.00020103i,-5.8478e-05+0.00022009i,-0.00029935-3.4916e-05i,-2.5296e-05+0.00018639i
-0.0010123-3.1888e-06i,-0.0014444-0.00064835i,-0.0010281-0.0017668i,-0.001299-0.0013283i,-0.0015729-0.0004881i,3.3612e-06-0.00018555i,0.0012962-5.9567e-05i,0.00058356-0.00052564i,-0.00025137-0.00077272i,-0.00025064-0.00014191i,-0.00080211+0.00010767i,-0.0017197+0.00018322i,-0.0011273+0.00013984i,-0.00072052-3.6516e-05i,-0.00049231-7.0697e-05i,-0.00028594-0.00025916i,-0.00026439-0.00050169i,0.00035752-0.00063155i,0.00035789+4.004e-05i,0.00020521+0.00028242i,0.00061868-0.00041944i,0.00025616-0.00027668i,-0.00025696+0.00042379i
0.00090661-0.00019522i,0.00084148-0.0011521i,0.00051051-0.00089306i,0.00046525-0.0011013i,0.00082921-0.0013216i,0.0012297-0.001505i,0.0010645-0.0014553i,0.00050763-0.00073827i,0.00040146-0.00054867i,4.5555e-05-0.00027151i,-0.00064381-0.00015629i,-0.00039357-0.00014837i,-0.00014282+5.0275e-05i,-0.00086931+0.00066383i,-0.00095394+0.001606i,0.00035817+0.0017119i,0.00088798+0.00067189i,0.00073009+0.00054881i,0.00057316+0.00015394i,-1.1355e-05-0.00050778i,-0.00014855+0.00042791i,0.00053861+0.00068586i,0.00066482-0.00092081i
0.00015647-0.00098345i,0.00037048-0.0012099i,7.9825e-05-0.0011421i,0.00037351-0.00032557i,0.0011135+0.00053398i,0.00092859+0.00046169i,0.0007886-0.00072389i,0.00092851-0.0009801i,0.00043587-0.00033659i,0.00011026-0.00013203i,0.00027181-0.00016855i,0.00010865+0.00030004i,-0.00023989+0.0006624i,-0.0010592+0.0013531i,-0.00039075+0.0016503i,-4.8296e-06+0.0010578i,-0.00052633+0.00015742i,-8.9538e-05-5.1059e-05i,5.5445e-05+0.00098304i,-2.6375e-05+0.00078199i,5.1016e-05-4.8219e-06i,-0.00011918+0.00012281i,-0.00053345-7.9149e-05i
-0.00091106-0.00094988i,-0.00080318+0.00019788i,-0.0006794-0.00084803i,2.4874e-05-0.0016174i,0.00028477-0.001123i,0.00080835-0.00048392i,0.00057139-0.00014278i,-0.00021256-0.00084278i,-4.0292e-05-0.0013341i,-7.8982e-05-0.00075043i,-0.00046007-0.00014778i,-0.00068535+0.00011598i,-0.00040441-0.00059489i,-0.00034032-0.00084606i,8.549e-05-0.00032954i,8.2663e-05+0.00051729i,9.288e-05+0.00071058i,0.00060612-0.00040886i,0.00041494-0.00057532i,-0.0002611-9.8457e-05i,-0.00047501-0.00039488i,-0.00016695+2.9359e-06i,0.00027627+0.00078961i
-0.00067038-0.0012459i,-0.00070623-0.00077451i,-0.00061083+0.00083038i,-0.00012024+0.0013714i,0.0010679+0.0012679i,0.0018571+0.00085049i,0.0023598+0.00021889i,0.0016053-0.00053587i,-3.8742e-05-0.00081264i,-0.00075075+9.7737e-05i,-0.00046543+9.4685e-06i,-0.00056995-0.00029946i,-0.00028705-0.00028075i,-1.4387e-05-0.00063955i,-0.00022173-0.00049556i,1.8967e-05-1.6948e-05i,0.00010439+3.1145e-05i,-0.00039572-0.00058187i,8.3008e-05-0.00072269i,0.00098932-6.7863e-05i,-0.00034479+0.00043049i,-0.0012757+0.00071839i,-0.0011932+0.00050865i
-0.0010947+0.0003851i,-0.001889+0.00070778i,-0.0022962+0.0012504i,-0.00067629+0.00036338i,0.0011775-6.7622e-05i,0.0016131+7.618e-05i,0.0016922-0.00043396i,0.00099752-0.00047652i,-0.00059566-8.7286e-05i,-0.00064611-6.2369e-05i,-0.0002171+3.2298e-05i,-0.00041034+0.00020135i,0.00037882+0.00015615i,0.00063878+0.00064121i,0.00013876+0.00040604i,0.00012407+0.00020194i,2.4887e-05+0.00043825i,-0.00015204+0.00043645i,-0.00043558+0.00036652i,-0.0003567-0.0002347i,-6.0353e-05-4.9377e-05i,-0.00038658+0.00051288i,-0.00021368+0.00054332i
-0.0019064-0.0024434i,-0.00177-0.0025255i,-0.0011094-0.0019235i,0.00011075-0.0012605i,0.0008418-0.00011174i,0.0020025+0.0006464i,0.0031805-0.0013625i,0.0022769-0.0020498i,0.00054834-0.00034497i,-0.00040739-3.7677e-05i,-0.00041192-0.00076322i,-0.00030754-0.00065879i,-0.00025449+0.00025846i,0.00010718+0.0011146i,0.00043831+0.0014035i,0.00039862+0.001051i,0.00049406+0.00098481i,0.00030264+0.00094135i,-0.000432+0.0004107i,-0.00043769+0.00019537i,0.00026539+0.00014442i,0.0007993+0.00010993i,0.00078599+3.418e-05i
0.00051031+0.0022133i,0.00097243+0.0020902i,0.00092971+0.0024266i,0.00080504+0.001275i,0.001582-0.00047494i,0.0026958-0.0014049i,0.0024876-0.001884i,0.00037574-0.0016483i,-0.00075198-0.00084656i,4.5696e-05-0.00034458i,0.00033477-9.7822e-05i,9.6972e-05+0.00024692i,-0.00042807+0.00078178i,-0.001416+0.00043996i,-0.0013016-0.00019531i,-0.0004377-0.00027011i,-0.00049476-0.00030735i,5.7237e-05-0.0011439i,0.00031786-0.00094725i,-0.00055637-0.00012905i,-0.00034614+0.0004701i,-0.0001925+0.0001925i,-0.00016247-0.00050263i
-0.001368-0.0009867i,-0.0017771+0.00066264i,-0.0018209+0.0020205i,-0.00095361+0.0024808i,0.00064416+0.0017489i,0.0013934+0.00060903i,0.0014689-0.00021776i,0.00062602-0.00045974i,-0.00016217-0.00011134i,0.00031737-0.00039274i,0.00077319-0.00061288i,0.0002956+9.5997e-05i,-0.00019867+0.00062111i,2.5356e-05+0.00069428i,0.0007844+0.00043402i,0.0011661+0.00090435i,0.00029558+0.0013081i,-0.00080843+0.00048286i,-0.00039555-0.00067984i,0.00071871-0.0011995i,0.00040092-0.00093038i,-0.00040044-0.0005465i,-0.00068853-0.00022138i
0.00028104+0.00042819i,0.00064278+0.00064639i,0.00075467+0.00035062i,0.0014029-0.00013211i,0.0014199-0.00058261i,0.00082483-0.0008224i,0.00068046-0.0013028i,0.00055947-0.00078346i,-0.00010176-0.000273i,-0.00029092-0.00073749i,-0.00028898-0.00028037i,-0.00089226+0.00077864i,-0.00049388+0.00090628i,-0.00014667+0.00039606i,0.00033361+0.00023403i,0.00058704+2.5203e-05i,0.00044128-0.00064348i,0.00064068-0.00070439i,0.00036747-0.00039745i,0.00058383-0.00034972i,6.171e-05-0.00043584i,-0.00062524-0.00062111i,-0.00052429-7.8563e-05i
-0.001575-0.0010133i,-0.00095573-0.00053311i,-0.00042644+0.00085079i,0.00022774+0.0011084i,0.00041947+0.0005116i,0.0013668-0.00023342i,0.0021144-0.0015053i,0.0011784-0.0016965i,0.00025508-0.00092769i,0.00059722+7.9783e-05i,0.0009094+0.00036848i,0.00074749+0.00054864i,0.00036139+0.0007183i,0.00066138+0.00039481i,0.00084858+0.00034394i,0.00098364+0.00025246i,0.0014423+0.00020747i,0.0010558-0.00023977i,0.00061035-0.00042628i,0.000498+1.44e-06i,7.7325e-05+0.00036871i,-0.00039791+0.00027082i,-0.00036306-6.4503e-05i
-0.0011232-0.0002922i,-0.0015067-0.00027161i,-0.0010333-0.00017061i,-0.00033129-0.00027397i,0.00021708-0.00084691i,0.0014805-0.00099799i,0.0023105-0.00082706i,0.0014176-0.00070589i,0.00074419-0.00025748i,0.00042406+0.00031633i,-0.00039847+0.00060171i,-0.00037623+0.00068433i,-5.0968e-05+0.0010141i,-0.00026996+0.00038561i,-7.2708e-05+0.00031152i,0.00040939+0.00031372i,0.00074392+1.2411e-05i,0.00069411+0.00028966i,0.00065589+0.0009055i,4.0978e-05+0.00069457i,-0.00049989+0.00022751i,-0.00060489+0.00014642i,-0.0010019+1.7712e-06i
-0.0018846+0.00038784i,-0.0021645+0.0009342i,-0.0015039+0.00081329i,-0.00012685+0.00060061i,0.00087585+0.0005079i,0.001588-0.00063004i,0.00099929-0.0019288i,-0.0007387-0.0014011i,-0.0010203-0.00010562i,-0.00038404+4.3837e-06i,3.9203e-05-0.00021821i,0.00058274+5.8107e-05i,0.00024924+0.00035708i,-0.00032514+0.00038447i,-0.00023097+0.00050007i,0.00012416+0.00089621i,-0.00026396+0.00053996i,-0.0006207-0.00093534i,-0.00065123-0.0013594i,-0.00049483-0.00045378i,-8.6028e-06+0.00035727i,0.00021538+0.00037657i,0.00014025+0.00064778i
0.00085457+0.00088801i,0.0015664+0.00045124i,0.0022591+0.0011611i,0.0017167+0.0012955i,0.0013474+0.00090961i,0.0016696-0.00021242i,0.0016146-0.0011417i,0.00030297-0.0010808i,-0.00038212-0.00084325i,0.00024014-6.7319e-05i,0.00050692-6.9392e-06i,0.00013236+0.00032367i,-0.00013648+0.0009572i,0.0002319+0.00091401i,0.00029785+0.0012887i,-0.00022916+0.00074171i,0.00012669+9.1002e-05i,0.0003583+0.0002354i,0.00015516+0.00037419i,-9.7111e-05+0.00066595i,0.00017507+0.0010133i,0.00042704+0.0001103i,-0.00018911-0.00068263i
-0.0012964-0.0011141i,-0.0015089-0.0011883i,-0.0014959+9.7818e-05i,-0.00088333+9.8013e-05i,0.0005666-0.00038483i,0.0011983-0.00054916i,0.0011415-0.00031155i,6.9458e-05+0.00021913i,-0.00084088-2.3882e-05i,-0.00085698-0.0002818i,-0.0005239-0.00012794i,7.4337e-05-2.0867e-05i,0.00093356-7.0786e-05i,0.00096154+5.5295e-05i,0.00145-9.3287e-05i,0.0010566+0.00021034i,-9.87e-05+0.00032833i,4.8231e-05+0.00020258i,0.00013219+9.5044e-05i,0.00024765-3.9243e-05i,0.00090168+0.00027822i,0.00092947+0.00035463i,2.5245e-05+0.00089596i
-0.00015526-0.00038311i,0.00067409-0.00066396i,0.0016904-0.00070227i,0.002164-0.00099031i,0.0019327-0.00070891i,0.0022759-0.00053106i,0.001655-0.00088902i,0.00063615-0.001045i,0.00012758-0.00068402i,-0.00016511-0.00018799i,-0.00026202+8.8664e-05i,-8.1868e-05+0.00031287i,0.00019636+0.00043298i,-0.00019821+0.00045382i,-0.00054501+0.00047705i,0.00029436+0.0012256i,0.00062868+0.0012088i,-8.395e-05+0.0004123i,-0.00013002-0.0002635i,-0.00014679-0.00045729i,-0.00047992-0.00048158i,-0.00023047-0.00036469i,0.00010447+4.769e-05i
-0.00066077-0.00045082i,-0.0004846+5.731e-05i,-0.00035704+0.00056573i,-0.0003652+0.00083423i,-0.00018879-0.0004192i,0.00065213-0.00015872i,0.0013079+0.00059916i,0.00089296+0.00045896i,0.00086946+0.00021725i,3.6697e-06+0.00024653i,-0.00082967+0.00083663i,-0.00067032+0.00065952i,-0.00056431+0.00031996i,-0.00023688+0.00018517i,0.00036365+0.00046387i,0.00027368-0.00010163i,0.00038215-0.00038389i,0.00043993+0.00019315i,-0.00020851+0.00032973i,-0.0010392+0.0010316i,-0.00063459+0.0013919i,0.00028858+0.0004479i,0.00041114-0.00029441i
-0.00057106-0.0011305i,-0.00063585-0.00089357i,-0.0010654-0.0013672i,-0.0008575-0.0021007i,-0.00027396-0.0013921i,8.6827e-05-0.0008882i,0.00050044-0.0012092i,0.00048855-0.0011027i,0.00012047-0.00040777i,0.0001162-0.00024862i,-0.00050508-0.00051338i,-0.00047797-0.00027432i,0.0004351-0.00057841i,0.00047755-0.00068491i,0.00039276-0.00035413i,0.00047089-0.00025199i,0.00029974-0.00014073i,0.00013221-0.00028663i,-0.00035434-0.00025231i,-0.00056373-6.8284e-06i,-0.00019682-0.00046337i,-0.00048508-0.00031127i,-0.00096914+0.00063017i
-0.00090557-6.2894e-05i,-0.0011238-0.00081944i,0.00078601-0.00033572i,0.00099975+0.00024027i,0.00059594+0.00039303i,0.0016351+0.00028374i,0.0020513-0.00046371i,0.0014383-0.00080559i,0.00069862-0.00089797i,-0.00044311-0.0010031i,-0.00086113-0.00072618i,-0.00027853-0.00042013i,0.00018535+0.00011127i,6.1647e-06-0.00011558i,0.00062641-0.00091451i,0.00081248-0.00072226i,0.00054885+9.5401e-06i,-9.0063e-06+0.00032748i,-4.7982e-05+8.4652e-05i,0.00028594-0.00011156i,0.00056186+9.1485e-05i,0.00059946+0.00044891i,0.00012246+0.00056211i
-0.00066315+0.0013022i,-0.00049627+0.0013692i,-0.00071303+0.0021013i,-0.00035715+0.0015328i,0.00032385+7.5358e-06i,0.0006442-0.00086619i,0.0005896-0.0011681i,-4.8004e-05-0.00063647i,-0.00078652-0.00013087i,-0.00022123-2.808e-05i,0.00054975-0.00050462i,0.00050706-0.00073476i,-0.00020469-0.00018941i,3.6748e-05-0.00061072i,0.0003046-0.00080348i,9.4699e-05-0.00062871i,0.00039856+0.00044419i,0.00050704+0.00079054i,-5.508e-05+0.00020475i,0.00033825+0.00024499i,0.00068926+0.00049708i,0.00028442+0.00017332i,0.00065581-0.00033014i
0.00027694-0.0012856i,-0.00026114-0.0020749i,-0.0013458-0.002602i,-0.0019439-0.0013053i,-0.00076681-0.00026111i,0.00071885-0.0003686i,0.0010542-0.00056313i,0.00087264-0.00057048i,0.0010158-0.0009068i,0.0012412-0.00017931i,0.0015715+0.0010435i,0.00093105+0.00096541i,0.0002251+0.00014364i,4.6938e-05-3.3121e-05i,0.00021057+0.00045284i,0.00029115+0.00070399i,0.00045474-0.00024942i,0.00028039-0.0002546i,0.0005226+0.00060854i,0.00062066+0.00059803i,-1.263e-05-0.00030044i,-0.00047718-0.00077296i,0.00026615-0.00069902i
0.00029893-0.0010742i,6.1311e-05-0.0010061i,0.0005583+0.00014069i,0.00090191+0.00092792i,0.0007998+0.001494i,0.00122+0.0009711i,0.0015387-1.1445e-05i,0.00083211-0.00068681i,-0.00033841-0.0014529i,-0.00087575-0.0011484i,-0.00091362-0.00069796i,-0.00071121-0.0002852i,-4.7227e-05-0.00045675i,0.00054655-0.00033616i,0.00071676-0.00017327i,0.00012009-1.1904e-06i,9.4518e-06+0.00034754i,0.00054154+0.00022146i,0.00018625+0.00044579i,-0.00034354+0.00027829i,4.9417e-06-0.00073845i,0.00046221-0.00068685i,1.582e-06+0.0002578i
-0.0011818-6.2975e-05i,-0.0019153-0.00119i,-0.0015156-0.001461i,-0.0010779-0.0010939i,-0.00012209-0.00086084i,0.00063843-0.00082242i,0.00098034-0.0011783i,0.00097517-0.00098293i,-0.00031482-0.00067189i,-0.00088757-0.00033196i,-0.000562+0.00046268i,-0.00030215+0.00062276i,0.00041751-0.00015507i,0.00091153-0.0002106i,0.0012073+0.00077561i,0.0013517+0.0010603i,0.00053296+0.00077301i,-0.00058425-0.00010008i,-0.0006242-0.00049288i,-1.8119e-05+6.2329e-05i,0.00023029+0.00050503i,8.5281e-05-5.2054e-05i,-0.0006183-0.00056584i
0.0011285-0.00043964i,0.00078216-0.00087302i,0.0013272-0.00088206i,0.0010965-0.0013288i,-4.5773e-05-0.0020427i,-9.4745e-05-0.0016933i,0.0011055-0.0012356i,0.001274-0.00080233i,0.001136-0.00028186i,0.00017818-7.27e-05i,-0.00074803-0.00033147i,-0.00048034-0.00027923i,-0.00018387-0.00036151i,-0.00021964-0.00073562i,-0.0010704-0.00023052i,-0.00097233+0.00045311i,-0.00050922+0.0006292i,-0.00077982+0.00017262i,-0.00029823+0.00016675i,0.0001195+0.00056687i,8.7156e-05+0.0006917i,0.00054266-0.00039921i,0.00052341-0.00068792i
-0.0013137-0.0030405i,-0.0018505-0.0025002i,-0.0013385-0.0013549i,2.1285e-05-0.00036223i,0.0014608-0.00043971i,0.0016678-0.00065303i,0.0019101-0.00058713i,0.0017284-0.00071958i,0.0015762-0.00064588i,0.0015105-0.0003435i,0.00052209-0.00070967i,-0.00057032-0.00039547i,-0.00037108+0.00055484i,0.00080949+0.00045785i,0.0010696+0.00011582i,0.00030931+0.00044215i,-0.0006243+0.00044722i,-0.0010829+0.0001521i,-0.00028859+2.5019e-05i,0.0004405+0.00028422i,0.00045993+0.00011229i,0.00016501-0.00015653i,-0.00052662-0.00016712i
-0.00084791+0.00094769i,-0.00024604-9.4337e-05i,-0.00024144+2.3671e-06i,5.9934e-05+0.0010085i,0.0012085+0.001089i,0.0022412-0.00063135i,0.0024339-0.0013842i,0.00083942-0.00048921i,-0.00038051+0.00063407i,-0.00032464+0.00040866i,-5.3498e-05-0.0008362i,0.00027773-0.00081072i,0.00058141-6.3135e-05i,0.00073405-0.00037729i,0.00060744-0.0003513i,-0.00017659+0.00038288i,-0.00052012+0.0001657i,-9.5626e-05-0.00012552i,0.00025011+0.00034235i,-2.1201e-05+6.9234e-05i,0.00011232-0.00073953i,-2.8539e-05-0.00099867i,-0.00039539-5.972e-05i
-0.0006171-5.6317e-05i,-0.00011168-2.6535e-05i,0.00059353+0.0002641i,0.0010028+0.00021223i,0.00079706-0.00036647i,0.00090435-0.00094847i,0.0010679-0.0018419i,0.00026125-0.0024607i,-0.00041809-0.00093256i,-4.6171e-05+5.4215e-05i,9.525e-05-7.6082e-05i,0.00029396-0.00032752i,0.00091631-0.0002715i,0.0011772+2.2664e-05i,0.00047954-0.00018741i,-4.1275e-05-0.00067451i,0.0008255-0.00064374i,0.0010522-0.0004536i,-0.0007257-0.0002781i,-0.0014731-4.8273e-05i,-0.00064337-1.4283e-05i,-0.00013477-0.00029762i,0.00012207-0.00036321i
-0.0013805-0.0010563i,-0.0017815-0.0010363i,-0.00091388+0.00041344i,-0.0004543+0.00080408i,0.00023387+0.00041945i,0.00051228+0.00037035i,0.0013429-0.00021836i,0.0015035-0.00075555i,-0.00012914-7.9877e-05i,-0.00082299+0.00083469i,-0.00045621+0.0007911i,-0.00034876+9.8505e-05i,0.00012495-0.0003767i,0.00027171-0.00037291i,0.00022545-0.00016173i,0.00059628+0.00066549i,0.0004018+0.00062699i,-0.00053599+3.4505e-05i,-0.00072288-0.00042508i,-0.00059197-0.00079693i,0.00055595-0.0009788i,0.0010351-0.0010393i,7.7501e-05-0.00092774i
-0.0012738-0.0009376i,-0.0010302-0.001196i,-0.00029351+0.00033461i,8.9399e-05+0.00031714i,0.00065248-0.00082437i,0.0012045-0.00054487i,0.0010055-0.00061503i,0.00048064-0.00067219i,-0.00027623-0.00034221i,-0.00025062-0.00016356i,-0.00011759-0.00016055i,-0.00066281-0.0004007i,-0.0005967-0.00097448i,0.000129-0.00090149i,0.00086267-0.00010189i,0.00049593+0.00087747i,-0.0004929+0.00077167i,-0.00042686-5.2733e-06i,-0.00019716+8.4542e-05i,-0.00070652-4.3175e-05i,-0.00072156-8.0424e-05i,-0.00018904+0.00066715i,0.0005887+0.00074962i
0.00072451-0.00014089i,5.0403e-05-0.00016671i,0.00015347-0.00049669i,0.00010953-0.00099236i,-0.00030084-0.0013612i,0.00034336-0.00084391i,0.0017737-0.00079447i,0.0016838-0.00022876i,0.00070834-0.00045821i,0.00029122-0.0010789i,-0.00010644-0.00033814i,-0.00063464+0.00053405i,-0.0004409+0.00059675i,-0.00011467+0.00077864i,-0.00029187+0.0010301i,-0.00021134+0.0011549i,0.0001891+0.00078224i,0.00031908+0.00033023i,0.00066991-0.00024637i,0.00077908-0.00089834i,0.00015479-0.0012957i,-0.00062701-0.0014687i,-0.00082423-0.0010966i
-0.000127-0.00083402i,-0.00088191-0.00080797i,-0.00041874-0.0013395i,-0.00030263-0.0011065i,-0.00030892-0.00068348i,0.00089983-0.00015016i,0.0012075-0.0003717i,0.0010562-0.00017102i,0.00031718+0.00068072i,-0.00073048+0.00043814i,-0.0004031+3.5123e-05i,-0.00023319+9.4484e-05i,-0.00042574+0.00064807i,-0.00035058+0.00091776i,-0.00026519+0.00089143i,-0.00022387+0.0010138i,1.4926e-05+0.00063582i,0.00021137-0.00017581i,0.00046169-0.00080419i,0.00041598-0.00030572i,0.00020296-0.00031958i,-0.00010089-0.0012831i,-0.00023027-0.0013786i
-0.00030073-0.00076858i,-7.8897e-06-0.0013364i,3.3325e-05-0.00098724i,-8.9278e-05-0.00018042i,-0.00010276-0.00037856i,0.00044247-0.00013713i,0.0016134-7.2998e-05i,0.0018666-0.00075452i,0.0011286-0.0015293i,0.00080965-0.0018941i,0.00049629-0.00095782i,-8.5755e-06-0.00012701i,0.00027071-0.00017709i,0.0011292-0.00042283i,0.0015415-2.3765e-06i,0.00088728+0.00026704i,0.00046277-0.00030116i,-0.00065108-0.00072795i,-0.0011891-0.00058939i,-0.0012011-0.00073697i,-0.00088565-0.00032369i,-0.00021757+0.0007924i,-0.00082266+0.0014466i
0.00023427-0.0012441i,-0.00027034-0.0014685i,-0.0004462-0.0012072i,-0.00052189-0.00036794i,-0.00046892+8.5043e-05i,0.00015779+6.0399e-05i,0.0012446-0.00011451i,0.001514-0.00026518i,0.00065134-0.0001799i,0.00013434+0.00053779i,0.00019339+0.0011936i,0.00032587+0.00064128i,0.00055186+0.00043032i,0.00045754+0.00031686i,1.8086e-05+0.00049069i,0.00053475+0.00070031i,0.000604+4.3243e-05i,-0.0001739-0.00045704i,0.00018105-0.00031133i,0.00038516-0.00038084i,0.00018769-0.0007734i,6.875e-05-0.00031715i,-0.00012468+0.0003979i
