-0.0031565-0.00042812i,-0.0023025+0.00042211i,-0.0030716+0.0022024i,-0.0028265+0.0033839i,-0.0012087+0.0030474i,0.00022613+0.0022389i,0.0011237+0.0026974i,0.00066504+0.0031704i,-0.00049533+0.0022784i,-6.7803e-05+0.0018727i,0.00043996+0.0015165i,0.00066366+0.00086819i,0.0010402+0.0007112i,0.001067+0.00027038i,0.00062568-0.00010915i,0.00024394-0.00038517i,4.641e-06-0.0014878i,0.00031859-0.0015226i,0.00055239+0.00022925i,4.5251e-05+0.00056551i,-0.000697-0.00025858i,-0.00066278-0.00067657i,0.00037152-0.00031607i
0.034649-0.061158i,0.087673-0.15062i,0.14406-0.23022i,0.14056-0.22029i,0.081397-0.15231i,0.031892-0.12755i,-0.015744-0.14148i,-0.048313-0.11275i,-0.0281-0.060968i,0.0035869-0.043127i,0.0043935-0.042403i,-0.0091824-0.025294i,-0.011362+0.0008765i,0.0027205+0.017916i,0.016331+0.018577i,0.014557+0.0019984i,0.00442-0.022678i,-0.0020208-0.045284i,-0.0040479-0.056944i,-0.010613-0.050121i,-0.019806-0.028344i,-0.021624-0.0086173i,-0.021918-0.0044723i
-0.052393+0.04026i,-0.14039+0.09747i,-0.23615+0.14406i,-0.25933+0.14898i,-0.21788+0.13222i,-0.18439+0.12636i,-0.14425+0.12962i,-0.080098+0.10352i,-0.044141+0.054167i,-0.048164+0.030043i,-0.047422+0.031292i,-0.022975+0.025506i,-0.00056956+0.0038888i,0.0010633-0.018648i,-0.0067495-0.026147i,-0.016242-0.013488i,-0.027182+0.0066954i,-0.035444+0.017947i,-0.03904+0.018729i,-0.031708+0.020053i,-0.010215+0.023159i,0.0075708+0.017999i,0.0075156+0.016631i
0.061903-0.012213i,0.16182-0.022651i,0.267-0.021024i,0.28253-0.013812i,0.22452-0.0076406i,0.17623-0.0069719i,0.13248-0.010607i,0.070769-0.0021237i,0.033616+0.019534i,0.044757+0.032153i,0.0578+0.023391i,0.040532+0.0068057i,0.0069091+0.00040674i,-0.016751+0.010327i,-0.014692+0.026747i,0.010219+0.03465i,0.036297+0.032517i,0.04376+0.027148i,0.034455+0.024236i,0.025001+0.015862i,0.016638-0.0064353i,0.0048986-0.020418i,0.0036196-0.011536i
-0.055431-0.013678i,-0.13886-0.04777i,-0.2087-0.10343i,-0.19403-0.13187i,-0.11829-0.12907i,-0.0698-0.12847i,-0.054944-0.10594i,-0.02963-0.052745i,0.0032126-0.023337i,0.01021-0.034747i,-0.0019302-0.038188i,-0.0018894-0.016603i,0.014415+0.0041074i,0.030249+0.0055343i,0.035144-0.01463i,0.026792-0.041615i,0.014766-0.056859i,0.009582-0.052027i,0.0088235-0.034914i,0.00042025-0.019959i,-0.018468-0.0013126i,-0.025289+0.015294i,-0.013717+0.0080563i
0.046263+0.025213i,0.10206+0.090763i,0.13548+0.18375i,0.11296+0.24113i,0.060048+0.2391i,0.01437+0.21385i,0.0014387+0.16098i,0.005835+0.079494i,-0.0079762+0.027628i,-0.02595+0.029859i,-0.02543+0.037619i,-0.014591+0.01797i,-0.012006-0.0093155i,-0.024476-0.020689i,-0.04738-0.012627i,-0.066042+0.003001i,-0.067814+0.011422i,-0.050897+0.0079404i,-0.027205+0.00032998i,-0.0070393+0.0035339i,0.01495+0.017002i,0.030567+0.019452i,0.02189+0.0076968i
-0.029909-0.044487i,-0.046454-0.12294i,-0.02553-0.22088i,0.026478-0.26136i,0.0656-0.21844i,0.08986-0.13108i,0.093774-0.054363i,0.066452-0.0080352i,0.042894+0.013096i,0.042932+0.0062455i,0.040036-0.0093114i,0.017107-0.0079912i,-0.0054169+0.0095338i,-0.0060075+0.033649i,0.015616+0.055205i,0.040094+0.060776i,0.046425+0.047426i,0.032318+0.027079i,0.013931+0.012738i,0.0083914+0.00034404i,0.012656-0.02096i,0.0097674-0.035455i,0.0019656-0.021627i
0.0094214+0.039498i,-0.010924+0.10075i,-0.071728+0.14927i,-0.13473+0.12887i,-0.14453+0.052683i,-0.10995-0.023826i,-0.06548-0.06329i,-0.022932-0.063842i,-0.0037599-0.054824i,-0.014781-0.044789i,-0.02186-0.02986i,-0.0092791-0.01481i,0.012144-0.0082012i,0.031226-0.022739i,0.036974-0.054082i,0.027788-0.075481i,0.012131-0.07011i,0.0016396-0.043227i,0.0033558-0.01587i,0.002567-0.0067771i,-0.014755-0.0072155i,-0.030411-0.001843i,-0.023022+0.0036516i
0.0061375-0.038673i,0.047042-0.076084i,0.12969-0.079368i,0.19768-0.025793i,0.19138+0.038736i,0.12922+0.061052i,0.059656+0.038238i,0.0036995+0.011735i,-0.024252+0.016008i,-0.018915+0.037104i,-0.00782+0.042919i,-0.0061755+0.031422i,-0.011889+0.013384i,-0.032989+0.00034911i,-0.065082+0.0050217i,-0.084597+0.022199i,-0.077606+0.034447i,-0.049097+0.029553i,-0.022213+0.0085846i,-0.012846-0.0051086i,-0.0083339+0.0070059i,0.0024884+0.023871i,0.011791+0.019019i
-0.018224+0.024907i,-0.064632+0.032921i,-0.13853-0.014229i,-0.18931-0.091609i,-0.16429-0.11432i,-0.082405-0.081628i,-0.013333-0.043392i,0.017404-0.015425i,0.029915-0.002292i,0.030815-0.0077871i,0.02353-0.014313i,0.015847-0.0087902i,0.009694+0.0073097i,0.016538+0.035028i,0.038802+0.063173i,0.059626+0.073795i,0.063021+0.063664i,0.044941+0.040446i,0.013638+0.021317i,-0.0061786+0.016955i,0.0013089+0.014672i,0.018586+0.002833i,0.020028-0.011749i
0.017425-0.016983i,0.048032-0.0037413i,0.065014+0.068584i,0.051029+0.15899i,0.024045+0.16163i,-0.0074255+0.090866i,-0.029419+0.035162i,-0.033776+0.0071446i,-0.034968-0.0036271i,-0.030981-0.00051977i,-0.023455-0.0027248i,-0.017556-0.0092275i,-0.0040411-0.01603i,0.014746-0.037752i,0.029252-0.066281i,0.035496-0.081332i,0.033802-0.073165i,0.029712-0.04432i,0.029175-0.01201i,0.030676+0.0022126i,0.023662-0.0087204i,0.0043195-0.025482i,-0.015848-0.024779i
-0.016883+0.0084511i,-0.022948-0.0087619i,0.018668-0.072701i,0.092619-0.14811i,0.11937-0.15812i,0.083982-0.10315i,0.035322-0.047878i,0.0047923-0.0055513i,0.0061796+0.027763i,0.021193+0.035042i,0.024901+0.03099i,0.020329+0.026221i,0.0043463+0.012012i,-0.029396-0.00019432i,-0.064253+0.00031729i,-0.078974+0.0053908i,-0.065696+0.004691i,-0.033635-0.0057186i,-0.0072068-0.022126i,-0.0044237-0.032783i,-0.020287-0.025684i,-0.034708-0.0058973i,-0.03112+0.011979i
0.015298-0.0077562i,0.0069088+0.0013407i,-0.063485+0.037656i,-0.16009+0.088332i,-0.18126+0.10879i,-0.12395+0.086379i,-0.059318+0.048533i,-0.014981+0.013318i,0.0054203-0.015302i,0.00363-0.02358i,0.0014715-0.018664i,0.0032991-0.015191i,0.0040224-0.0016541i,0.013882+0.0272i,0.031508+0.054487i,0.04233+0.063175i,0.035501+0.048655i,0.010997+0.022368i,-0.016979+0.008139i,-0.028962+0.01536i,-0.018496+0.033132i,0.003081+0.04487i,0.01975+0.038313i
-0.016445-0.00030889i,-0.0058028+0.0095142i,0.069072+0.025845i,0.16995+0.036545i,0.1876+0.035837i,0.14271+0.031425i,0.10121+0.026882i,0.058012+0.022188i,0.018471+0.024196i,0.00099969+0.021988i,-0.0096917+0.0128i,-0.018916+0.012119i,-0.010802+0.0086509i,0.0085736-0.013689i,0.02451-0.044629i,0.030196-0.0647i,0.024807-0.060065i,0.014587-0.031212i,0.01186+0.0016969i,0.023042+0.015766i,0.03846+0.0059619i,0.046707-0.012222i,0.041415-0.02174i
0.015397-0.0011222i,0.015844-0.028676i,-0.025417-0.098153i,-0.089141-0.1745i,-0.10155-0.18748i,-0.066141-0.15037i,-0.033795-0.10103i,-0.0025446-0.048025i,0.030082-0.019496i,0.03807-0.014467i,0.031985-0.0090472i,0.030564-0.0053223i,0.016299-0.0088334i,-0.017027-0.010426i,-0.051877-0.0070068i,-0.071451-0.0035967i,-0.063616-0.0037841i,-0.033125-0.0073459i,-0.0040881-0.015223i,0.0021565-0.027927i,-0.012579-0.037527i,-0.029615-0.041586i,-0.034401-0.03747i
-0.01836+0.0016761i,-0.035341+0.030618i,-0.033589+0.11061i,-0.0068141+0.2088i,0.016696+0.23867i,0.0086811+0.18429i,-0.0094214+0.10853i,-0.015761+0.041938i,-0.028475+0.00044631i,-0.032125-0.0054959i,-0.01786-0.0051942i,-0.01071-0.010327i,-0.0095238-0.0026647i,0.0010585+0.019267i,0.01565+0.046178i,0.022349+0.063726i,0.014544+0.059444i,-0.0015458+0.035984i,-0.014148+0.015294i,-0.021387+0.014445i,-0.023611+0.026335i,-0.02535+0.037174i,-0.024957+0.035415i
0.017103+0.0019672i,0.050713-0.016818i,0.095122-0.076654i,0.12656-0.15235i,0.12856-0.17215i,0.10999-0.12851i,0.085573-0.082342i,0.050606-0.049688i,0.021063-0.012799i,0.0088758+0.0094925i,-0.0016477+0.016631i,-0.0052744+0.023243i,0.0064346+0.020008i,0.021125+0.0012496i,0.032232-0.022112i,0.036194-0.035309i,0.030597-0.026134i,0.020723-0.0031982i,0.018225+0.011841i,0.02691+0.011195i,0.036414+0.0053722i,0.041599+0.0080863i,0.038499+0.013292i
-0.022391-0.007952i,-0.065704-0.011554i,-0.13945-0.0011107i,-0.21053+0.01481i,-0.22341+0.0030154i,-0.17817-0.026639i,-0.11731-0.038354i,-0.061573-0.035862i,-0.024536-0.035717i,-0.011073-0.030912i,-0.0023022-0.019825i,0.0055608-0.016605i,0.0019962-0.019035i,-0.013339-0.01854i,-0.033343-0.015667i,-0.042612-0.011472i,-0.031178-0.0089867i,-0.0072734-0.012045i,0.0060687-0.021772i,-0.0025816-0.032705i,-0.014099-0.034572i,-0.0097126-0.032348i,0.00141-0.027924i
0.014741+0.01437i,0.051876+0.036099i,0.1191+0.07455i,0.1904+0.10628i,0.19968+0.11636i,0.14314+0.11645i,0.078201+0.097601i,0.025995+0.065931i,-0.0082859+0.05081i,-0.015002+0.043331i,-0.0093836+0.023266i,-0.010409+0.0060664i,-0.013378+0.005036i,-0.0096457+0.015891i,0.0018055+0.03125i,0.013694+0.039331i,0.015382+0.032241i,0.0046002+0.015881i,-0.01143+0.0094143i,-0.020764+0.020309i,-0.018815+0.028857i,-0.015643+0.0181i,-0.014457-0.00016753i
-0.013385-0.016644i,-0.030617-0.050035i,-0.055398-0.10993i,-0.080615-0.16238i,-0.075949-0.15435i,-0.026921-0.11318i,0.0087235-0.078183i,0.0079797-0.037249i,0.013608-0.0009761i,0.023117+0.011618i,0.018353+0.014423i,0.014522+0.018012i,0.017728+0.014455i,0.022313+0.0033329i,0.027428-0.0099331i,0.02981-0.020617i,0.027299-0.019496i,0.024154-0.0063108i,0.026947+0.0055907i,0.035784+0.0047774i,0.035525-0.0042476i,0.018617-0.0056406i,-0.00081688-0.0016451i
0.0064706+0.018383i,0.0038614+0.054659i,-0.017693+0.11758i,-0.048367+0.17515i,-0.067894+0.17143i,-0.079658+0.10447i,-0.07765+0.048274i,-0.049704+0.029688i,-0.023056+0.012833i,-0.011369-0.0010775i,-0.0034238-0.0044922i,0.0011205-0.006469i,-0.00070805-0.010801i,-0.0082848-0.016405i,-0.019582-0.019138i,-0.027563-0.019297i,-0.025411-0.021025i,-0.01444-0.024918i,-0.0091238-0.030644i,-0.017497-0.034753i,-0.025164-0.026738i,-0.018365-0.0070332i,-0.0071641+0.010469i
-0.0023566-0.019061i,0.017199-0.04301i,0.070302-0.079559i,0.139-0.10876i,0.16981-0.096878i,0.14059-0.045609i,0.098675+0.0017153i,0.072122+0.013932i,0.049642+0.013416i,0.032114+0.013862i,0.014424+0.0074941i,-0.0015671+0.002307i,-0.011405+0.0056463i,-0.016198+0.012757i,-0.01463+0.019436i,-0.010537+0.021887i,-0.011268+0.018785i,-0.018113+0.013325i,-0.024171+0.017118i,-0.021089+0.032811i,-0.0076376+0.03929i,0.0092029+0.025982i,0.021013+0.0092416i
-0.0029375+0.021633i,-0.019889+0.029926i,-0.065917+0.025922i,-0.11753+0.0075823i,-0.1158-0.015791i,-0.061106-0.032993i,-0.015079-0.044167i,-0.00015989-0.041087i,0.0071389-0.028557i,0.012556-0.02043i,0.012087-0.0099677i,0.012231-0.00017693i,0.015391+0.0053672i,0.021565+0.010443i,0.026421+0.0084533i,0.025037+0.0010751i,0.02038-0.00054812i,0.017653+0.0050039i,0.024899+0.0070697i,0.036134-0.002118i,0.034026-0.015773i,0.017666-0.02698i,0.0027311-0.032773i
0.012094-0.016495i,0.022679-0.017226i,0.045086+0.01746i,0.070222+0.078299i,0.064926+0.10387i,0.02217+0.082377i,-0.006164+0.057391i,-0.002588+0.032589i,-0.0013681+0.0084084i,-0.0095943-0.001613i,-0.0077399-0.0020713i,-2.3456e-06-0.0025736i,0.0057401-0.0084343i,0.0057567-0.019047i,-0.0013352-0.023669i,-0.010099-0.018789i,-0.014172-0.012654i,-0.010384-0.010791i,-0.007729-0.016356i,-0.015095-0.021165i,-0.024606-0.015668i,-0.030293-0.0017209i,-0.033382+0.0092663i
-0.014735+0.014947i,-0.018716+0.017205i,-0.0036724-0.022636i,0.014382-0.10374i,0.0095119-0.14068i,0.017569-0.09753i,0.038021-0.057992i,0.028145-0.050662i,0.0079482-0.037333i,0.0027425-0.016196i,-0.0010223-0.0040002i,-0.0083822-0.0012344i,-0.017572-0.00026103i,-0.027726+0.0065613i,-0.029786+0.015757i,-0.021978+0.021883i,-0.012618+0.024657i,-0.0073836+0.021678i,-0.0063717+0.018524i,-0.0024065+0.020824i,0.0076808+0.02421i,0.01917+0.027731i,0.023909+0.030632i
0.017917-0.017016i,0.020452-0.030312i,-0.016191-0.021765i,-0.072763+0.03038i,-0.075474+0.070988i,-0.042658+0.035053i,-0.041546-0.011523i,-0.047903-0.0039832i,-0.03496+0.011761i,-0.021164+0.010527i,-0.011984+0.0079241i,-0.0057398+0.0090983i,0.0019688+0.013884i,0.014712+0.016567i,0.024364+0.014601i,0.026986+0.010457i,0.025707+0.0048527i,0.021319+0.00043211i,0.017348-0.003915i,0.014042-0.011838i,0.010887-0.020667i,0.013056-0.026116i,0.01952-0.026516i
-0.022128+0.010083i,-0.037321+0.032299i,-0.00056272+0.058944i,0.082889+0.055852i,0.1125+0.029009i,0.064418+0.023513i,0.025584+0.034163i,0.017945+0.025025i,0.0058059+0.014014i,-0.002203+0.0178i,0.0021196+0.015811i,0.010446+0.0048964i,0.015531-0.0086426i,0.011728-0.021133i,0.0038774-0.02573i,-0.00097307-0.023302i,-0.00012366-0.018491i,0.0038191-0.012873i,0.00071935-0.0086447i,-0.011371-0.0042505i,-0.021802-0.0001966i,-0.02622-0.0033971i,-0.025761-0.011844i
0.029333-0.0033628i,0.062077-0.023632i,0.047719-0.073895i,-0.033404-0.11333i,-0.084292-0.093664i,-0.059729-0.048664i,-0.02574-0.031351i,-0.022741-0.022475i,-0.021149-0.0064582i,-0.0043985-0.0012441i,0.006244-0.0024081i,0.00032985-0.0035173i,-0.013175-3.6568e-05i,-0.021758+0.0094102i,-0.020901+0.014551i,-0.015374+0.013762i,-0.0099238+0.0092463i,-0.0057077+0.0010501i,-0.0025741-0.00045113i,0.003385+0.0071835i,0.010192+0.01347i,0.0079749+0.015893i,-0.002922+0.015774i
-0.032982-0.012958i,-0.082135-0.0091573i,-0.10856+0.037972i,-0.062066+0.10776i,0.0031811+0.11352i,0.019678+0.06614i,0.0097324+0.045276i,0.019258+0.045943i,0.031969+0.035799i,0.021713+0.02029i,0.0057805+0.011804i,-0.00073642+0.013327i,0.0036803+0.018281i,0.012072+0.016317i,0.016208+0.010842i,0.017254+0.006727i,0.012146+0.0026818i,0.0034021+0.00052729i,0.001028-0.0016772i,0.0051875-0.0078112i,0.0095658-0.011795i,0.011954-0.008017i,0.012818+0.00036053i
0.028928+0.022373i,0.083784+0.045276i,0.14675+0.025612i,0.15944-0.048186i,0.10804-0.089185i,0.060656-0.055022i,0.050532-0.023097i,0.036196-0.018795i,0.019913-0.0094834i,0.016924+0.002024i,0.015543+0.0034333i,0.014454-0.0031876i,0.013756-0.013766i,0.0086428-0.020345i,0.0027418-0.020162i,-0.0017963-0.018767i,-0.0034452-0.015277i,0.00065045-0.010285i,0.0029228-0.0079594i,-0.0041912-0.0068305i,-0.012442-0.0053241i,-0.011092-0.0054096i,-0.0019978-0.0080023i
-0.016688-0.036503i,-0.059255-0.089016i,-0.12915-0.11463i,-0.18124-0.059125i,-0.15785+0.021868i,-0.084442+0.031552i,-0.042237+0.0049136i,-0.027865+0.0060562i,-0.014815+0.0092284i,-0.0075406-0.0030198i,-0.0070298-0.014047i,-0.011865-0.014127i,-0.014813-0.0068818i,-0.012263-0.002352i,-0.012341-0.00086339i,-0.014177+0.0020455i,-0.013449+0.0037222i,-0.011728+0.00051996i,-0.009615-0.00061427i,-0.0066777+0.0065906i,-0.0041689+0.013699i,-0.0034209+0.011087i,-0.0058528+0.0019993i
0.00024674+0.040011i,0.010167+0.11242i,0.053661+0.17853i,0.12032+0.16277i,0.1404+0.07831i,0.093386+0.017008i,0.05274-0.0043055i,0.042697-0.02612i,0.027464-0.037555i,0.0076691-0.022203i,-0.0025591-0.000921i,-0.002866+0.012035i,0.0003559+0.016564i,-0.00026883+0.016018i,-0.00092634+0.014031i,0.0020757+0.01227i,0.0024666+0.012405i,-9.4508e-05+0.014651i,0.0025643+0.0139i,0.011167+0.006117i,0.017008-0.0023813i,0.014017-0.004302i,0.0044175+0.00051162i
0.020127-0.043666i,0.050082-0.11722i,0.057-0.2076i,0.0074071-0.23576i,-0.040171-0.1732i,-0.036322-0.093764i,-0.02085-0.051904i,-0.020305-0.029316i,-0.015366-0.012015i,-0.0016621-0.0019315i,0.0070718+0.0029495i,0.0099467-0.0006765i,0.0084861-0.0067918i,0.0079411-0.0064812i,0.0071106-0.0041882i,0.0030764-0.0043048i,0.0028119-0.0037797i,0.0087169-0.0036615i,0.011907-0.0086078i,0.0043837-0.016349i,-0.0060948-0.019293i,-0.007916-0.012622i,-0.0031981-0.0029483i
-0.038942+0.028835i,-0.10254+0.078786i,-0.16122+0.15473i,-0.13885+0.20433i,-0.063612+0.17676i,-0.019574+0.11081i,-0.0053184+0.06409i,0.004541+0.040625i,0.0065243+0.026608i,-0.00017235+0.013438i,-0.008131+0.0033181i,-0.01284-0.00038128i,-0.013015-0.0036058i,-0.012067-0.0083703i,-0.012676-0.0060903i,-0.011639+0.0011945i,-0.0082386+0.0024119i,-0.0069206-0.0026158i,-0.01132-0.0033827i,-0.016101+0.0051278i,-0.01403+0.014928i,-0.0052543+0.017164i,0.0031375+0.011667i
0.048099-0.0062762i,0.12993-0.018659i,0.21931-0.048721i,0.22661-0.090637i,0.14816-0.10262i,0.069452-0.073769i,0.020456-0.044612i,-0.015881-0.030152i,-0.031132-0.013432i,-0.021254+0.0032902i,-0.0045619+0.010544i,0.0037671+0.01251i,0.0037388+0.015768i,0.0010156+0.020388i,0.0023632+0.021109i,0.0074577+0.015085i,0.010334+0.011239i,0.0097353+0.013312i,0.010905+0.015791i,0.016572+0.015298i,0.021297+0.0080318i,0.020328-0.0029806i,0.015028-0.0091489i
-0.045976-0.014984i,-0.1237-0.047273i,-0.21255-0.074951i,-0.23673-0.062515i,-0.18201-0.022785i,-0.10191+0.0012423i,-0.046189+0.010778i,-0.019094+0.021471i,-0.0049554+0.022116i,0.0049172+0.013637i,0.011784+0.004289i,0.013426-0.00166i,0.014663-0.0029055i,0.019047-0.0041636i,0.01946-0.0069685i,0.014194-0.0091556i,0.010713-0.011327i,0.012282-0.013929i,0.013871-0.018891i,0.0084293-0.025254i,-0.0023558-0.026306i,-0.011045-0.021772i,-0.014136-0.017116i
0.031253+0.037005i,0.083086+0.10162i,0.14275+0.17577i,0.16904+0.19031i,0.1508+0.13908i,0.10622+0.074886i,0.068395+0.02743i,0.051045+0.001058i,0.03711-0.0065441i,0.019293-0.0062059i,0.0047883-0.0046639i,-0.0012593-0.0039078i,-0.0057837-0.0073753i,-0.012513-0.011266i,-0.014834-0.010048i,-0.013139-0.0062069i,-0.013329-0.0056016i,-0.017007-0.0078079i,-0.023439-0.0046024i,-0.027031+0.0055566i,-0.021892+0.016485i,-0.014255+0.020709i,-0.0098673+0.01871i
-0.013784-0.040897i,-0.024303-0.11921i,-0.027989-0.20769i,-0.028042-0.22982i,-0.029675-0.17298i,-0.027654-0.09611i,-0.024893-0.03603i,-0.019334-0.001126i,-0.009652+0.012205i,-0.0024593+0.012435i,0.00013675+0.0070297i,-0.00023231+0.0052576i,-0.0011999+0.0095586i,0.00022113+0.013864i,0.0031298+0.012197i,0.0042322+0.0060032i,0.0027522+0.0041556i,0.0033508+0.0096154i,0.010878+0.016592i,0.022311+0.017387i,0.029084+0.010854i,0.027452+0.005753i,0.022306+0.0055512i
-0.0081518+0.038983i,-0.035917+0.10633i,-0.080285+0.17574i,-0.10317+0.18852i,-0.079271+0.14058i,-0.037153+0.083236i,-0.00047798+0.040709i,0.017006+0.01385i,0.018181+0.0048175i,0.015698+0.0029717i,0.011241-0.00048194i,0.0091617-0.0015944i,0.011698-0.0030083i,0.012945-0.008739i,0.007834-0.012565i,0.0005129-0.011258i,-0.00021944-0.008465i,0.0062347-0.01076i,0.0094609-0.021758i,0.0031335-0.033011i,-0.0058013-0.033863i,-0.0073761-0.028427i,-0.0026503-0.023059i
0.022524-0.032155i,0.076387-0.072571i,0.15198-0.10328i,0.18793-0.09533i,0.15537-0.067144i,0.0954-0.048009i,0.040373-0.043035i,0.0067267-0.041076i,-0.0054644-0.033636i,-0.0098849-0.020777i,-0.010673-0.0087468i,-0.011117-0.0061553i,-0.013988-0.0076284i,-0.016588-0.0050251i,-0.017376+0.001727i,-0.015166+0.007687i,-0.012837+0.0086842i,-0.01504+0.0067101i,-0.022445+0.00994i,-0.027966+0.019346i,-0.025935+0.024406i,-0.021034+0.019824i,-0.017569+0.010085i
-0.032414+0.013128i,-0.093101+0.020793i,-0.16315+0.006791i,-0.18057-0.023048i,-0.13846-0.03312i,-0.08108-0.014901i,-0.034252+0.0070232i,-0.011676+0.013658i,-0.0065212+0.01178i,-0.0056192+0.011785i,-0.0071637+0.013305i,-0.008083+0.01566i,-0.0050307+0.017243i,-0.0014414+0.016608i,0.00088288+0.013919i,0.0021845+0.011811i,0.0036504+0.011657i,0.0073636+0.013842i,0.017713+0.016755i,0.03124+0.014165i,0.03551+0.00947i,0.027793+0.0088079i,0.015606+0.0097281i
0.032309+0.0018519i,0.080697+0.021892i,0.12355+0.066785i,0.11412+0.10745i,0.073451+0.10477i,0.045061+0.060603i,0.02501+0.014385i,0.011844-0.0024316i,0.010278-0.0022192i,0.013728-0.0029419i,0.014253-0.0024927i,0.015067-0.0010642i,0.016244-0.0028824i,0.012185-0.0049767i,0.0066962-0.0039784i,0.0051041-0.0029388i,0.0071243-0.0049736i,0.0097506-0.011011i,0.0051297-0.022538i,-0.0073186-0.03405i,-0.014639-0.035288i,-0.009641-0.027069i,-0.0011647-0.015684i
-0.026537-0.012723i,-0.053315-0.049902i,-0.058461-0.10259i,-0.021063-0.13159i,0.012627-0.1161i,0.0061069-0.072689i,-0.013517-0.028961i,-0.019842-0.0073229i,-0.019624-0.0012575i,-0.015979+0.0029689i,-0.0090423+0.0023102i,-0.0061603-0.0024402i,-0.0071428-0.0044456i,-0.0065101-0.0020724i,-0.002251+0.001897i,0.0019039+0.0037619i,0.0010144+0.0019384i,-0.00444+0.0015842i,-0.011147+0.010188i,-0.016661+0.023103i,-0.017675+0.027791i,-0.014385+0.019646i,-0.0085185+0.0078955i
0.011713+0.020102i,0.019013+0.057679i,-0.0023301+0.093723i,-0.04523+0.095845i,-0.05863+0.071918i,-0.02903+0.047924i,0.00529+0.028055i,0.014811+0.018046i,0.011115+0.019276i,0.0090052+0.020224i,0.0078436+0.018732i,0.0065594+0.018294i,0.0051748+0.016331i,0.0050131+0.01175i,0.0061779+0.0057839i,0.0069251+0.0021204i,0.0063771+0.0045252i,0.0081433+0.0084273i,0.019149+0.0078038i,0.033714+0.0032123i,0.037982+0.0002927i,0.029559+0.0010675i,0.016499+0.00045131i
-0.0053069-0.018467i,0.0035372-0.047651i,0.036701-0.057839i,0.074809-0.028442i,0.078738-0.00019308i,0.050405-0.0020023i,0.021938-0.010392i,0.012461-0.0089665i,0.011585-0.0082453i,0.0083521-0.011166i,0.0077676-0.012907i,0.0097834-0.014607i,0.0099324-0.014818i,0.0077428-0.012387i,0.0037545-0.010193i,0.0004183-0.010669i,0.00076693-0.010929i,0.0018148-0.011702i,-0.0044157-0.017324i,-0.015912-0.024067i,-0.020371-0.025332i,-0.014224-0.020221i,-0.0074797-0.012721i
-0.0031494+0.020269i,-0.018607+0.035031i,-0.042043+0.023739i,-0.056058-0.022485i,-0.049917-0.047203i,-0.032179-0.026429i,-0.013772-0.0019355i,-0.0083447+0.0043256i,-0.0099541+0.0070411i,-0.0080103+0.0093279i,-0.0067919+0.0040692i,-0.0099267-0.0015957i,-0.012771-0.0037284i,-0.011237-0.0043738i,-0.0066988-0.0031359i,-0.0052841-0.0022376i,-0.0072416-0.0031483i,-0.0084844-0.0020358i,-0.0096415+0.0064558i,-0.011094+0.020047i,-0.012629+0.026906i,-0.012701+0.021322i,-0.0094741+0.012402i
0.0075146-0.014976i,0.021109-0.02163i,0.028308-0.0031959i,0.017689+0.040091i,0.0094674+0.059137i,0.017808+0.033469i,0.021311+0.0015553i,0.018815-0.0057611i,0.01921-0.0025843i,0.016403-0.0014659i,0.01077+0.0017462i,0.0084935+0.0066006i,0.0074632+0.0095747i,0.0040343+0.007318i,-0.00046425+0.0021556i,-0.0015652+0.001103i,0.00032683+0.0042952i,0.0047068+0.0055573i,0.013536-0.00028495i,0.024493-0.0090263i,0.029598-0.010503i,0.024951-0.0049494i,0.016181-0.001509i
-0.010986+0.0054912i,-0.01909+0.0090748i,-0.0095467-0.002353i,0.023617-0.023667i,0.0387-0.031868i,0.017507-0.023601i,-0.00060233-0.013673i,-0.0012886-0.014434i,-0.0037341-0.016508i,-0.0076549-0.012163i,-0.0072927-0.0073271i,-0.0049805-0.0053172i,-0.0021235-0.0057443i,-0.0017285-0.0037602i,-0.003909+0.0010121i,-0.0052124+0.0031652i,-0.0031286+0.0015202i,-0.0014783-0.0013116i,-0.0068763-0.0052295i,-0.016534-0.01138i,-0.02025-0.016648i,-0.013863-0.016395i,-0.0062167-0.011952i
0.0082451-0.0058491i,0.012677-0.0095263i,-0.0028539-0.011834i,-0.037661-0.011144i,-0.048677-0.0029407i,-0.022604+0.0088663i,-0.0011161+0.013368i,-0.0010681+0.01584i,-0.002814+0.019244i,-0.00062563+0.016229i,-0.0017075+0.0118i,-0.006622+0.010595i,-0.010413+0.008537i,-0.0075186+0.0055789i,-0.0019897+0.0051912i,0.00042849+0.0068754i,-0.0019224+0.0057515i,-0.0049235+0.0041744i,-0.0043982+0.0099469i,-0.0038873+0.021151i,-0.005194+0.026648i,-0.0071861+0.022245i,-0.0073693+0.012882i
-0.0088972+0.0026628i,-0.015391+0.0085874i,-0.0079933+0.0231i,0.017029+0.039761i,0.029706+0.032005i,0.019065+0.005167i,0.0074064-0.0099656i,0.0049463-0.011168i,0.0036331-0.0091766i,0.0021254-0.0048111i,0.0046343+0.001335i,0.0082804+0.0044383i,0.0091919+0.0041199i,0.0058605+0.0032836i,0.0023524+0.0030295i,0.0027141+0.0031931i,0.0046113+0.0040798i,0.0057584+0.0028456i,0.0075607-0.0041595i,0.013381-0.011424i,0.018938-0.011496i,0.017953-0.004998i,0.010995+0.00051877i
