-0.00058455-0.00033422i,-0.00032548-0.0016136i,-0.0008999-0.0016351i,-0.0017187-0.0010054i,-0.0017267-0.00050694i,-0.0015378+0.00034866i,-0.001551+0.0020167i,-0.0008281+0.0023287i,0.00041628+0.0012852i,0.00081275+0.00050437i,0.0004656-0.00030688i,-4.3761e-05-0.00092134i,-0.00051581-0.0008192i,-0.0010513-0.00086532i,-0.00060804-0.00033092i,-3.4839e-05-0.00012555i,7.3894e-05-0.00025688i,0.00022433+0.00024076i,-0.00024636+5.8245e-06i,-0.00030651-0.00013257i,0.00012344+0.00013952i,0.00015739-0.00018715i,0.00021612-0.00037583i
0.00085336+0.0024208i,0.0012427+0.0039117i,0.0016667+0.005384i,0.0014617+0.0056667i,0.00073093+0.0041607i,0.00052173+0.0026682i,0.0027025+0.0015455i,0.0050787-0.00047593i,0.0052804-0.0025719i,0.0027231-0.0024714i,0.00058715-0.00060962i,0.00061363+0.00040485i,0.00025612-0.00089331i,0.00011244-0.0025897i,0.0010809-0.0025632i,0.0021774-0.0027489i,0.0020054-0.0035081i,-0.00044294-0.0035345i,-0.0021932-0.0019354i,-0.0016439-0.0008103i,-0.001105-0.00035393i,-0.0013612+0.0005949i,-0.00099306+0.00072539i
-0.00075124-0.0016279i,-0.0013108-0.0033378i,-0.0017339-0.0059536i,-0.0021905-0.0047396i,-0.0032778-0.0010881i,-0.0031265+0.0015877i,-0.0019527+0.0023839i,-0.0010062+0.0017073i,-0.00015785+0.00071644i,-0.00029692-0.00033186i,-0.0011401-0.00072014i,-0.0010034-0.00092969i,-0.00065503-0.0010199i,-0.001521-0.00045277i,-0.0030933+0.00011751i,-0.0040655+0.00086748i,-0.0043972+0.0022315i,-0.0032947+0.0025244i,-0.0011837+0.0014089i,8.0878e-05+0.00044501i,0.00019765+0.00032858i,-0.0003622-0.00043787i,-0.00040384-0.00091121i
0.00060559+0.0017779i,0.00097118+0.0025588i,0.0022924+0.0030729i,0.0015382+0.0026996i,-0.00028816+0.0025985i,-0.0010354+0.0030229i,-0.0016876+0.0029911i,-0.0038108+0.0030413i,-0.0038467+0.0030149i,-0.00045953+0.0024346i,0.001376+0.0014497i,0.001595+0.0012441i,0.0032879+0.0020615i,0.0051984+0.0018016i,0.0054488+0.0012196i,0.0060189+0.00066121i,0.0076105-0.00031604i,0.0068169-0.00036624i,0.0028579+5.6324e-05i,0.00010571+0.00031804i,-0.00046509+0.00039983i,-0.0013586+0.00038381i,-0.0014946+0.00020938i
-0.00074272-0.0025735i,-0.0024664-0.005001i,-0.0033934-0.0055232i,-0.0034472-0.002611i,-0.003343+0.00026181i,-0.0034175+0.00081052i,-0.0033059+0.00028907i,-0.003417-0.00091853i,-0.0034682-0.00092928i,-0.0020781-1.5541e-05i,-0.00079414-0.00053234i,-0.0013722-0.0012876i,-0.0021909-0.0017444i,-0.0031289-0.0022204i,-0.0040101-0.0025699i,-0.005288-0.0033783i,-0.0063444-0.0032397i,-0.0058619-0.0010592i,-0.0035785-0.00031673i,-0.0013808-0.00084149i,-2.5175e-05-0.00079572i,0.0012386-0.00018009i,0.0016605+0.00053865i
4.5781e-06+0.0010305i,0.0019202+0.0024506i,0.0024894+0.0020788i,0.0019367+0.00026894i,0.0013438+0.00063238i,0.0013466+0.0022516i,0.0018197+0.0017639i,0.0019761+8.6369e-05i,0.0013278-0.0010696i,-0.0002287-0.0013172i,-0.0007541-0.00069696i,-0.0008416-0.00066897i,-0.0023857+0.001365i,-0.0029258+0.003744i,-0.0016168+0.0054289i,-0.0006008+0.0075789i,0.00065269+0.0083021i,0.0016674+0.0061143i,0.0015605+0.0018059i,0.00081313-0.0011477i,0.00038652-0.0013732i,-2.517e-07-0.0012933i,-0.0011817-0.0012389i
-0.0014766-0.0020119i,-0.002266-0.0016546i,-0.0024674-1.2145e-05i,-0.00075749+0.0035309i,-3.3409e-05+0.00487i,-0.0008968+0.0038332i,-0.0010552+0.0043857i,-0.00023229+0.0041741i,-7.0232e-05+0.0022115i,-0.0011348+0.0007376i,-0.0010437+0.00026348i,0.00022979-0.0015686i,0.0013496-0.0036036i,0.0016772-0.0047397i,0.0014548-0.0053658i,0.00196-0.0062087i,0.0018022-0.0075638i,-8.2557e-05-0.0070834i,-0.00051116-0.0042895i,3.495e-05-0.0016766i,-0.00015509-0.00015576i,-0.00025524+0.00070623i,-0.0005246+0.001124i
0.0015145-0.0016969i,0.0019651-0.002801i,-0.00027347-0.0041538i,-0.0037959-0.0026601i,-0.0046958+0.0015477i,-0.002182+0.0043052i,-0.00071476+0.0035703i,-0.0015469+0.0029921i,-0.00126+0.0032325i,-0.0011431+0.002042i,-0.001186+0.00091576i,-0.00039816+0.0016067i,-0.00060853+0.0029253i,-0.0019912+0.0041139i,-0.0034524+0.0044155i,-0.0040912+0.0051625i,-0.0042579+0.006064i,-0.003348+0.0053513i,-0.002107+0.0028187i,-0.0013908+0.00056094i,-0.00051365-5.7063e-05i,0.0003291-0.00019732i,0.0002007-0.00032111i
-0.0004432+0.002555i,-0.0018937+0.0021621i,-0.0018797+0.00099059i,0.00021254+0.0014191i,0.0012825+0.0020913i,7.1951e-05+0.0017325i,-0.0008294+0.0014805i,-0.00024775+0.00053277i,0.00069514-0.00056914i,0.00088468-0.0010952i,-0.00024665-0.00015359i,-0.00025774+0.0018413i,0.0019345+0.0019169i,0.0044194+0.0014915i,0.006037+0.0011457i,0.0071856+0.0010549i,0.0080991-9.528e-05i,0.0069279-0.0013997i,0.0034916-0.00061344i,0.00050252-2.5744e-05i,-0.00056642-0.00050862i,-0.00090816-0.00048994i,-0.00087327-9.2592e-05i
-0.0017697+0.0020605i,0.0013448+0.0028231i,0.0037288+0.0022158i,0.0026053+0.0011211i,-0.00092692+0.00015144i,-0.0017543+0.00050846i,5.1328e-05+8.3193e-05i,0.0011791-0.0019252i,0.0012191-0.0023777i,0.0008689-0.0011924i,0.0005639-0.00017098i,-0.00040147-0.0008299i,-0.0020458-0.0027269i,-0.0035072-0.004239i,-0.0049541-0.0043246i,-0.0070149-0.0041681i,-0.0074319-0.0040763i,-0.0051056-0.0023214i,-0.0022766+1.595e-05i,-0.00074999+0.0012673i,2.3683e-05+0.0014784i,0.00088481+0.0014039i,0.0015511+0.00084928i
-0.00076508-0.0025684i,-0.002141-0.0024819i,-0.0034209-0.0011911i,-0.0028453-0.0004602i,-0.00088755-5.2106e-05i,0.00020232+0.0012955i,0.00098859+0.0014091i,0.0015167+0.00023446i,0.0014044+0.00012684i,0.0011247+0.00083844i,0.0013651+0.0012747i,0.00063332+0.00073859i,-0.00033608+0.00093815i,-4.844e-05+0.0024939i,0.00083451+0.0034709i,0.0012372+0.0048736i,0.0007992+0.0065468i,0.00091518+0.0059976i,0.00095527+0.0030203i,0.0011417+0.00039977i,0.0010448-0.00065672i,0.00039282-0.00104i,-0.00068456-0.0012774i
-0.0013216-0.00017291i,-0.00040919-0.00024311i,0.0012272+0.00077928i,0.001272+0.004411i,9.9227e-06+0.0065621i,0.00023393+0.0051675i,1.0206e-05+0.0038689i,-0.0011187+0.0032545i,-0.0023171+0.0029664i,-0.0029967+0.002777i,-0.0019791+0.0022118i,0.00021294+0.00070997i,0.0016117-0.0021779i,0.0024416-0.0050816i,0.0020591-0.0064521i,0.0012357-0.0070077i,0.00095177-0.0071156i,0.0005845-0.0060047i,-0.00015713-0.0036058i,-0.000672-0.0020148i,-0.00058931-0.0013298i,-0.00061423-0.00051471i,-0.0013341-0.0005293i
-0.0028524-0.00078218i,-0.0044787+0.00013505i,-0.0072063+0.00087912i,-0.0071032+0.0017413i,-0.0040267+0.0034557i,-0.0017325+0.0026133i,-0.0015397-0.00014725i,-0.0024299-0.0013202i,-0.0018767-0.0010703i,-0.0010284-3.809e-05i,-0.0011821+0.00038611i,-0.0020786+0.0002772i,-0.0028972+0.00035067i,-0.0042413+0.0012173i,-0.0043983+0.0030786i,-0.0037177+0.0050269i,-0.0042416+0.0051039i,-0.0041915+0.0041015i,-0.0024813+0.0029954i,-0.00043977+0.001785i,0.00079323+0.00084792i,0.0012187-0.00016378i,0.00086646-0.00038447i
-0.0003522+0.00067171i,0.00056743+0.00063833i,0.0028444-0.00041619i,0.0039355-0.00078062i,0.0013136+0.001305i,-0.0014856+0.0023631i,-0.0022012+0.00033579i,-0.0012065-0.001091i,-0.00059459-0.0016699i,-0.00075175-0.0029199i,-0.00040127-0.002374i,-9.52e-06+0.00047262i,0.00066255+0.0022644i,0.0021826+0.00203i,0.0033678+0.00077111i,0.0051306+4.9991e-05i,0.0063825+4.9919e-05i,0.0057538-0.00033535i,0.003477-0.0012172i,0.0008148-0.001118i,-0.00072471-0.00052471i,-0.0012024-0.00010244i,-0.0010852+0.00061908i
-0.0024877-0.0019577i,-0.0036075-0.0018689i,-0.0031494+0.00031398i,-0.00090041+0.00238i,0.00053074+0.0039996i,0.00076756+0.0039289i,0.0015875+0.0031608i,0.0023714+0.0024311i,0.002642+0.0012751i,0.0024105+0.00028016i,0.0022758+0.00036531i,0.0015807-0.00054698i,-0.00044657-0.003451i,-0.0016247-0.0046003i,-0.0020131-0.004417i,-0.0035711-0.0042763i,-0.0053814-0.0040941i,-0.0046802-0.0031983i,-0.0029949-0.0017278i,-0.00178-0.00088184i,-0.00081793-0.00059393i,-0.00025368-4.9165e-05i,0.00034873+0.00026546i
-0.00093024+0.0012985i,-0.00078959+0.0026464i,-0.00039614+0.0037191i,-0.00028053+0.0025772i,-0.00019498+0.001589i,5.4799e-05+0.0016017i,4.174e-05+0.0018959i,-6.6251e-05+0.0025273i,0.00028921+0.0028022i,0.00038064+0.0030308i,0.00035297+0.0026914i,0.00068688+0.001824i,0.00047855+0.0017997i,0.00052677+0.0023951i,0.0012876+0.0029313i,0.0018624+0.0033665i,0.0021515+0.0038362i,0.0016382+0.0036332i,0.00086773+0.0017743i,0.00074115+0.00044976i,0.00094121+0.0001774i,0.00083177-0.00039727i,0.00036677-0.00075674i
-0.0018169-0.0014825i,-0.0014529-0.0024434i,-0.00062415-0.0010733i,5.7163e-05+0.0014995i,-0.00087757+0.0031983i,-0.001611+0.0028696i,-0.0024492+0.0020259i,-0.0020222+0.00085289i,-0.0015401+0.00072026i,-0.0025216+0.0013824i,-0.001935+0.0012593i,-0.00028806+0.00058022i,0.0010978-0.00038817i,0.0022046-0.0013846i,0.0017518-0.0020429i,0.00050947-0.0026145i,-9.8185e-05-0.0024418i,-0.00015398-0.0021301i,-7.145e-05-0.0019182i,8.6564e-05-0.0011476i,0.00023627-0.00041461i,-0.00015766-0.00051832i,-0.00026507-0.00084618i
-0.0026555+0.0038861i,-0.0010148+0.0045428i,0.0010844+0.0042678i,0.0006857+0.0021921i,-0.00068512+0.0011941i,-0.0016188+0.0016889i,-0.00085761+0.00042075i,-0.00020106-0.0020289i,-0.00033339-0.0033254i,-0.00084679-0.0028009i,-0.0018298-0.0026298i,-0.002855-0.0016354i,-0.0041807+1.7489e-05i,-0.0053731+0.00073841i,-0.0050902+0.001683i,-0.0041617+0.003539i,-0.003778+0.0033777i,-0.0028359+0.0015599i,-0.0018526+0.00095529i,-0.0010166+0.001003i,-0.00044941+0.0004853i,-0.00018716-0.00015961i,0.00030142-0.00094892i
-0.0024281-0.0036008i,-0.00090991-0.0043923i,0.00041585-0.0026731i,0.00056671-0.00071621i,-7.6356e-05+0.00074067i,0.00041561+0.0020362i,0.00069294+0.0010928i,0.0010101-0.00059551i,0.001258-0.0012673i,0.0011404-0.0011775i,0.00088067-0.0013094i,0.0014012-0.00081012i,0.0029453+0.00038863i,0.0036733+0.00048397i,0.0033861+0.00050423i,0.002587-0.00013644i,0.0023521-0.00038831i,0.0016576+2.872e-05i,0.0002961-0.0004134i,-8.2785e-05-0.00099339i,0.0003234-0.00087341i,0.00012991-0.00071708i,-0.00079811-0.00031009i
0.00066981+0.00095187i,-0.0016031+0.0014862i,-0.0030962+0.0012996i,-0.0031237+0.0013456i,-0.001207+0.0020148i,0.00062861+0.0023718i,0.0013497+0.0028443i,0.0011388+0.0029967i,0.00083591+0.0022182i,0.0010441+0.0018385i,0.0016911+0.0011982i,0.001241-0.00076657i,0.00023448-0.0024247i,-0.0010327-0.0030584i,-0.0012367-0.0036859i,-0.0014852-0.0028369i,-0.0022932-0.0017008i,-0.0020258-0.0015827i,-0.0011823-0.0012439i,-0.00022144-0.0012258i,0.00026151-0.0007472i,-0.00082652-0.00017155i,-0.0015822-0.00027046i
0.0013054-0.0023841i,0.00089488-0.004064i,-0.0018978-0.0041819i,-0.0038139-0.001293i,-0.0033455+0.0016918i,-0.0024312+0.0035999i,-0.0019926+0.0036751i,-0.0025106+0.0028326i,-0.001978+0.00229i,-0.00090279+0.0027711i,-0.00087245+0.003527i,-0.00041791+0.0039015i,-0.00022058+0.0037911i,-0.00070004+0.0034674i,-0.00078357+0.0028818i,3.3005e-05+0.0024073i,0.00078045+0.0014371i,0.0013632+0.00037613i,0.001536-0.00010868i,0.0015719-0.00017975i,0.00056598+0.00031254i,-0.00090031+0.00065259i,-0.00035016+0.0002682i
-0.0013607+0.0015601i,-1.3343e-05+0.0019713i,0.0022943+0.00115i,0.0031868+0.0004515i,0.0013224+0.0015068i,-0.00045482+0.0032173i,-0.0016413+0.0027775i,-0.0017366+0.0008535i,-0.0011645-0.00033273i,-0.0018443-0.00099152i,-0.0023772-0.0014995i,-0.00064298-0.0015982i,0.0016798-0.0016497i,0.0028359-0.001341i,0.0020718-0.0010625i,4.7145e-05-0.0013577i,-0.0011844-0.0010495i,-0.00099999+0.00030369i,-0.00063395+0.00086135i,-0.0006579+0.00011945i,-0.00013492-0.0010532i,0.0010762-0.00086953i,0.0010418-0.00084557i
0.0016696-0.0014149i,0.001282-0.0012412i,0.00032041-0.00032725i,-0.0015076-0.00087417i,-0.001959-0.0015411i,-0.0012941-0.00074969i,-0.00055733-0.00082593i,-0.00036401-0.0017595i,-0.0010342-0.0024699i,-0.0016496-0.0028637i,-0.0027285-0.0021485i,-0.0045391-0.00090676i,-0.0059319-0.00073667i,-0.0060319-0.00032953i,-0.0054435+0.001492i,-0.0043793+0.0016461i,-0.0025879+0.0011236i,-0.0012282+0.0017399i,-0.00079851+0.0013724i,-0.00031319+0.00034775i,9.516e-05+0.0004043i,0.00069209-9.3259e-05i,0.001201-0.00059504i
-0.0030544-0.0038373i,-0.0049614-0.0031945i,-0.005889-0.0022028i,-0.0046489-0.00021096i,-0.002764+0.003741i,-0.00071758+0.0055995i,0.00082441+0.0035662i,0.0015229+0.0013166i,0.0015002+0.00028189i,0.00052771-0.00026263i,0.00036046-0.00088006i,0.0013727-0.00063189i,0.0017617+0.00014394i,0.0021077+0.00043788i,0.0020073+0.00067886i,0.0008993+0.00062091i,0.00043149-0.00019656i,0.00016996-0.00025382i,-0.00080232-8.3952e-05i,-0.00079319+0.00050481i,-0.00022348+0.00075451i,0.00047082+0.00028072i,0.0010352+0.00013636i
-0.0026545-0.00042533i,-0.0011775-0.00033876i,-0.0010163+0.0013162i,-0.0015671+0.0033058i,-0.00084429+0.0048307i,0.0013593+0.0049563i,0.0021161+0.0033191i,0.00047797+0.0027611i,-0.0006735+0.0024903i,0.0002523+0.0022987i,0.00082956+0.0017309i,0.00033501-2.1223e-05i,0.00022483-0.002656i,0.00040495-0.0042823i,0.00092386-0.0034188i,0.0011373-0.0012286i,0.00031447-0.00033404i,-2.2127e-05+0.00030642i,0.00012435+0.00072004i,-1.1024e-05-8.8164e-05i,-7.7713e-05-0.00037738i,-0.00018233-6.6317e-05i,-0.00029597+0.00022156i
-0.00056625+0.0015154i,-0.001214+0.0015131i,-0.0015232+0.0027691i,-0.00015292+0.0031115i,0.00013446+0.0031365i,-0.00091263+0.0037865i,-0.0018191+0.003487i,-0.0021083+0.001417i,-0.0027169+5.6529e-05i,-0.0028696+0.00089893i,-0.0012909+0.0023323i,-4.1543e-05+0.0033322i,-0.00035254+0.0040212i,-0.00071215+0.004733i,-0.00051957+0.0034289i,0.00063208+0.00095611i,0.001635+0.00014962i,0.0012988-2.0119e-05i,0.00076919-8.9303e-05i,0.00068053-0.00029478i,0.0010036-0.00082822i,0.00097737-0.00080941i,8.5877e-05-0.0010542i
-0.028776-0.014653i,-0.031985-0.013725i,-0.036382+0.0084748i,-0.022749+0.024764i,-0.0042463+0.027825i,0.0098285+0.018136i,0.0077151+0.005456i,0.0011697+0.0017426i,-0.0021922+0.0025425i,-0.0027469+0.0056552i,0.0013517+0.005955i,0.0051956+0.0016389i,0.0070489-0.0022193i,0.0082011-0.0037506i,0.0068323-0.0040139i,0.0011033-0.0027416i,-0.0033022+0.00038312i,-0.0023134+0.0014785i,-0.00085476+0.00027112i,-0.00075004+8.3249e-05i,0.00030546-0.00028079i,0.00096196-0.0015748i,-0.00014315-0.0012272i
0.0011588+4.1044e-05i,-0.00067829-5.6429e-05i,-0.00038451-0.00014221i,0.00070981+0.00087233i,-2.0232e-05+0.0012446i,-0.0010045+0.0017642i,0.00015294+0.0027602i,0.0010011+0.0019678i,0.00032974+0.00034927i,-0.00013281-0.0011987i,-0.00016204-0.0016037i,-0.0016546-0.0010242i,-0.0037248-0.00098789i,-0.0045671-0.0012497i,-0.0035578-0.00061411i,-0.0017295+0.00038734i,-0.00050855+0.00038628i,5.5152e-05-0.00019796i,-6.2029e-05-0.00035848i,0.00011489+1.6578e-05i,0.00028591+0.0002903i,-5.3088e-05+0.00087946i,0.00033742+0.0012536i
0.002081+0.0020912i,0.0025804+0.00044724i,0.0034938-0.0022772i,0.0021439-0.0027886i,-0.00069858-0.0012422i,-0.0014961+0.00095923i,-0.000745+0.0019947i,-0.00017851+0.00060348i,0.0012-0.00060096i,0.0030306-0.0013034i,0.0030766-0.0012353i,0.0025812-0.00016771i,0.0018074+0.00035426i,0.0013346+9.4305e-05i,0.0010666+0.0004226i,-6.6441e-05+0.0001027i,-0.001009-0.00068839i,-0.0013184-0.0004314i,-0.0010037-0.00022284i,-0.00046273-0.00010424i,-0.00022249-0.00035065i,0.00012141-0.00073251i,0.00037492-0.00069284i
0.003742-0.00014938i,0.0047834+0.0013371i,0.0040977+0.00038192i,0.0026141-0.0019813i,0.00044193-0.0017558i,-0.0017996+0.0012383i,-0.00169+0.0028522i,-0.00031596+0.0017197i,0.0002987+0.00092234i,0.0001014+8.8571e-05i,-0.00083458+8.2282e-05i,-0.00086074-0.00024281i,0.00018244-0.0017549i,0.00063597-0.0021546i,0.00065579-0.00067912i,-0.00015058+0.0011967i,-0.00096811+0.0012011i,-0.00070851+0.0010182i,-0.00081578+0.0010593i,-0.00041461-0.00019714i,-7.9752e-05-0.00096766i,0.00026846-0.0009234i,0.00025591-0.00077302i
-0.0012941-0.0011059i,-0.0036179-0.0021566i,-0.0047872-0.0010681i,-0.0043059+0.00069926i,-0.0024182+0.0015764i,-0.0014858+0.002051i,-0.00095833+0.0024661i,-0.0010237+0.0015512i,-0.00095714-0.00021822i,-0.00094565+0.00042778i,-0.001441+0.0017804i,-0.0013639+0.0025328i,-0.0016575+0.0030213i,-0.0024949+0.0026548i,-0.0017216+0.0013314i,0.00037081+0.00043341i,0.0017502+0.00020215i,0.0017132+0.00024382i,0.0014138-0.00049378i,0.001414-0.0008614i,0.00053913-0.00028513i,-0.00071115-0.00020028i,-0.00077783+0.00011034i
0.0030036-0.002309i,0.0031915-0.0021488i,0.0021992-0.0017449i,-0.00028241-0.0016143i,-0.0018636-0.00064444i,-0.0015116+0.00050914i,-0.00079292-0.00040369i,0.0003524-0.0017316i,0.00014012-0.0020927i,-0.0010362-0.0021606i,-0.00064287-0.0011734i,0.00031875-0.00035781i,0.0010192+0.00025509i,0.0012921+0.00087437i,0.00056641+0.00046331i,-0.0002864-0.00011566i,-0.00081407-0.00050543i,-0.00094926-0.00071247i,-0.00022994+0.00011014i,0.00044918+0.00058156i,0.00041875+7.8754e-05i,-0.00030933+8.287e-05i,-0.00030297-4.3908e-05i
0.0013433+0.0015008i,0.0023824+0.0021799i,0.0032652+0.0026247i,0.002844+0.00050351i,0.001011-0.0019233i,-0.0018709-0.0010197i,-0.0026244+0.00091663i,-0.0013768+0.00065824i,-0.00011634-0.00054693i,0.00051583-0.0019937i,0.00041193-0.0019927i,-0.00030161-0.00082506i,-0.0020733-0.0002943i,-0.003444-0.00027385i,-0.001926+0.00013753i,0.00038424+0.00088873i,0.00041725+0.0008662i,-3.2304e-05+0.00071387i,0.00084524+0.0003015i,0.0010666-0.00027558i,0.00021759-0.00011926i,-0.00085764+0.00028901i,-0.0015262+0.00088686i
-0.0020986+0.00086182i,-0.0031642+0.0011687i,-0.0036562-0.0001052i,-0.0032083-0.00067489i,-0.0029144+0.00085779i,-0.0026883+0.0020398i,-0.0024291+0.0020273i,-0.0023257+0.0010795i,-0.0014903+0.00074867i,-0.00016737+0.00082912i,0.00079542+0.00011653i,0.001908-0.0006316i,0.002288-0.00069366i,0.0012778-0.000114i,0.00015158+0.00051896i,-0.00028009+0.00028458i,-0.00015855+0.00043027i,0.00010285-0.00046744i,-0.00019051-0.0009777i,-0.00080356-7.4475e-05i,-0.0007235-8.6353e-05i,5.708e-06-0.00056753i,0.00054811-0.00058018i
0.0015126-0.002487i,0.0017665-0.0043075i,0.0010279-0.003342i,-0.00036223+8.1992e-05i,-0.0016502+0.0015367i,-0.0014827+0.0020857i,-0.0010963+0.0017918i,-0.0011919+0.00066939i,-0.00088954+0.0003668i,-0.00053842+0.0011392i,-0.00039826+0.0018306i,-0.00017261+0.0010464i,0.0003735-0.00062975i,0.00047664-0.0012134i,0.00052544-0.0004746i,-0.0005921+0.00078672i,-0.001455+0.0014921i,-0.00025242+0.00074828i,0.00069667+9.9733e-05i,0.00060843+0.00035459i,0.00060281+0.00078607i,0.00063464+0.00040363i,0.0010541-0.00023565i
-0.00043417+0.0017724i,-0.0025092+0.0036739i,-0.0028502+0.0030531i,-0.0020282+0.0017626i,-0.0019627+0.001468i,-0.0022001+0.0013873i,-0.001306+0.0017298i,-0.00053707+0.00058762i,-0.00092943+0.00015314i,-0.0013574+0.00089374i,-0.001794+0.0004185i,-0.0015716-0.00013777i,-0.0014236+0.00091758i,-0.0015766+0.001574i,-0.00073594+0.00093247i,0.00068872+0.00041891i,0.001448+0.00058519i,0.00066831+0.00079885i,-0.00059532+0.00084053i,-0.00094918+0.0015019i,-0.00027348+0.00084363i,0.0010986-0.00014351i,0.0012279-9.7188e-05i
0.0028646-0.00086452i,0.0031648-0.0023953i,0.0025085-0.0033064i,0.00058753-0.003807i,-0.0015866-0.0027172i,-0.002415-0.00054217i,-0.0014074+0.00041334i,-0.00037278-0.00022742i,0.00041634-0.0015298i,0.00051316-0.0026045i,-0.00075652-0.0021297i,-0.0016203-0.00098258i,-0.001993-0.00057832i,-0.0011726-0.00034202i,-0.00066338+0.00013707i,-0.0014826+0.00011632i,-0.0011995-0.00014855i,-0.0005718+0.00038793i,-0.00036928+0.0010648i,-2.3358e-05+0.00078432i,-0.00030381+0.00043994i,8.5629e-05+0.00082466i,0.00096518+0.0010609i
-0.00014022+0.00049926i,-0.0014449+0.00089681i,0.00032669+0.00037636i,0.0012189-0.00061412i,-0.00045185+0.00013997i,-0.0021771+0.0014595i,-0.0022021+0.001577i,-0.00074471+0.0009778i,0.00090352+0.00020671i,0.0011665-0.00095635i,0.00023513-0.001258i,-0.00075403-0.00062533i,-0.0010858-0.00039347i,-0.001538-0.00081449i,-0.0012359-0.00091088i,-0.00013909-0.00052238i,0.00024177+2.285e-05i,-0.00027272+2.5589e-05i,-0.00071147-0.00057601i,-0.00050747-0.00064083i,-0.00040304-0.00031975i,-0.00045079-0.00010566i,-3.9915e-05+0.00062126i
0.00081189+4.5847e-05i,0.0014514+3.2975e-05i,0.00078727+0.00083836i,-0.00072102+0.00098613i,-0.0019418+0.0014946i,-0.0019138+0.0019773i,-0.00064003+0.0012949i,4.8339e-05+0.00093956i,0.0001859+0.0023172i,0.00031188+0.0023286i,0.00061845+0.00083541i,0.00025179-0.00036627i,-0.00026017-0.0008664i,0.00020809-0.00037671i,0.0010056-0.00033066i,0.00026634-0.0010902i,-0.00065835-0.0012759i,5.7904e-06-0.00073444i,0.0003072+8.3703e-05i,-0.00038977+8.2487e-05i,-0.00059492+0.00036612i,4.3029e-05-0.00041031i,0.0010973-0.0013696i
0.0012279-0.001684i,0.00069001-0.0033308i,0.00051203-0.003047i,-0.0005674-0.0023191i,-0.0012068-0.0018643i,-0.0015133+0.00029145i,-0.0013111+0.0011831i,-0.0010466-0.00053882i,-0.0013419-0.0011741i,-0.0018123+0.00023207i,-0.0012769+0.0014462i,-0.00014241+0.0010228i,0.0013061-0.00053325i,0.0015177-0.0011078i,0.00047441-0.00043269i,-0.00040004+0.00097838i,-0.0010174+0.0010758i,-0.0008583+0.00048052i,-2.5203e-05-0.00012541i,0.00076275-0.00069658i,0.00087738-0.00038134i,0.00096626-1.1431e-06i,4.6223e-05+1.331e-05i
0.0032162+0.002179i,0.003575+0.0027246i,0.0048911+0.0013615i,0.0026791-0.0016561i,-0.0020572-0.0022315i,-0.0034774-0.00061938i,-0.0022853+0.00046648i,-0.0017253+0.0001359i,-0.001286-0.00082144i,-0.0017348-0.0014183i,-0.0027412-0.00098758i,-0.0020295-2.9742e-05i,-0.00084845+0.00071072i,-0.00056156+0.0020424i,-0.00065128+0.0021674i,-0.00033796+0.00096678i,0.00073955+0.00023297i,0.00092106+0.00018664i,0.00060612+0.00037242i,0.00049859+0.00030076i,0.00035558-0.00028845i,0.00055138-0.00049692i,0.0004919+6.575e-05i
0.00094537-0.0012681i,0.0019935-0.0017061i,0.0019997-0.0022302i,-0.00025875-0.0020138i,-0.0022285-0.0012307i,-0.0026949+0.00030298i,-0.0019641+0.0012009i,-0.0010894+0.0014658i,-0.00050633+0.00014823i,-0.00053385-0.0022293i,-0.00088718-0.0018664i,-0.00056885-0.00054454i,0.00052459+5.8374e-06i,0.00040746+0.00034518i,-0.00056486+0.00046416i,-0.0010046+0.0007509i,-0.0003772+0.00029696i,0.00013501-0.00080378i,-2.8888e-05-0.00026521i,0.00040295+0.00029748i,0.00061574+0.00012339i,0.00024804+0.00034483i,-0.00038553+0.00075241i
-0.0014602-0.0037489i,-0.0031241-0.0027831i,-0.0043675-0.001992i,-0.0051658-0.00054741i,-0.0048002+0.0019019i,-0.0024475+0.0044017i,-0.00093228+0.0045048i,-0.0003195+0.0026206i,0.00067946+0.00090173i,0.001269-0.00015606i,0.0014418-0.00033064i,0.0010823-0.00038951i,0.00089111-0.00031498i,0.0005989-0.00047406i,0.00026618-0.00018191i,0.00010661+0.0006957i,-0.00040605+0.00046437i,-0.0011184-0.00036426i,-0.00078658-0.0012929i,-0.00023319-0.00078521i,0.0004161-0.000301i,0.0013794-0.00019538i,0.001331+0.00062884i
-0.00075745+0.00064564i,0.0013415+0.0015682i,0.0011646+0.0035266i,-0.00043705+0.0034944i,-0.0011407+0.0024787i,-0.0012488+0.0017526i,-0.0008572+0.00076228i,-0.00048417+0.00018385i,-0.00030484+0.00085314i,-1.624e-05+0.0018092i,0.00091334+0.0016335i,0.001069+0.00082662i,-0.00020235-0.00014385i,-0.00028941-0.00045277i,-6.1984e-05+0.00029962i,-0.00068471+5.4735e-05i,-0.0004814-0.00028934i,0.00011772+0.00026224i,0.00029742+0.00013541i,0.00072246-0.00024016i,0.00061128+0.00025461i,8.2752e-05+0.00029756i,-5.6945e-05+7.9293e-05i
