-0.0015055+0.00055566i,-0.0012495+0.0012356i,-0.0015334+0.0021231i,-0.00082461+0.0017862i,-0.00020814+0.0018395i,-0.00092409+0.0018092i,-0.00057474+0.0014518i,0.00052232+0.00095664i,0.00070075+7.2377e-05i,0.00054724-0.00085956i,0.00060768-0.0016484i,0.00045635-0.0013479i,0.00051682-0.00065665i,0.00045203+0.00044908i,0.00031425+0.00048496i,0.0009518-0.00020067i,0.00084393+0.00021599i,0.00052771-9.4904e-05i,4.1092e-06-0.00071391i,-0.00041219-0.00033026i,-0.00050212-8.3933e-05i,-0.00070006-0.00010081i,-0.00016623+0.00046782i
0.0012773-0.00040454i,0.001446+0.00047271i,0.0006454-0.00045842i,-0.00034891-0.0011162i,-4.1864e-05-0.0001149i,0.00068994+0.0012304i,0.0009634+0.0014645i,0.00098159+0.00071665i,0.00054198-0.00027182i,0.00052761-0.00023487i,0.00062939+0.00013054i,-0.00036416-0.00027853i,-0.00072392-0.00090119i,-0.00010814+0.00012322i,-8.9563e-05+0.0010415i,-0.00077111+0.00019259i,-2.3037e-05-0.00043777i,0.0013031-0.00037577i,0.0010058-6.6827e-05i,-9.8405e-05+6.292e-06i,-0.00082941+0.00015297i,-0.00045081+0.00011544i,0.00039222-0.0001913i
-0.00089458-0.00051804i,-0.00053718-0.00018631i,-0.00013275+1.0854e-05i,-0.00014788-0.00013306i,9.2022e-05-0.000534i,0.00074448-0.00035244i,0.0010662-0.00016655i,0.00081543-0.001151i,0.00022946-0.0009749i,4.2012e-05+0.00012i,-9.6329e-05+0.00050457i,-0.00059953+0.00070676i,-0.00086365+0.0006159i,-0.00046891-2.1138e-05i,-0.00022363+0.00019384i,5.053e-05+0.00019342i,0.00015141-0.00021101i,-0.00024177-0.00012861i,-0.00025728-0.00017063i,-2.0254e-05-0.0010158i,0.00018612-0.00078167i,-0.00015124+2.9068e-05i,-0.00020114-0.0001077i
-0.0014343+0.0017669i,0.00033299+0.0021376i,0.0020388+0.0021247i,0.0021989+0.0015734i,0.0013663+0.00087562i,0.0012541+0.00045522i,0.00046644-0.00011721i,8.1212e-05-0.00085191i,0.00036928-0.00056802i,0.00057505-3.386e-06i,0.00033558+5.5939e-05i,-0.00030665+0.00011957i,-0.00024628-0.0007275i,0.00041332-0.0015342i,0.00038338-0.0018133i,3.8321e-05-0.0013072i,-0.00016914-0.00069483i,-5.1746e-05-0.00065749i,-0.00036343-0.000316i,-4.1848e-05-0.0004104i,0.00021036-0.00088353i,3.3556e-06-0.0005242i,0.00035149-8.751e-05i
-2.924e-05+0.00019435i,-4.1685e-05-3.1824e-05i,-0.00037394+0.00050916i,-0.00069516+0.001174i,-0.00025141+0.00092287i,0.00054927+0.0013728i,0.0010441+0.0014018i,0.00066014+0.000855i,-0.00025446+0.0004004i,-0.0002816+0.00018368i,-9.5195e-05-0.00030262i,-0.00054146-0.00076378i,-0.00074418-0.0010841i,-0.00071938-0.00048361i,-0.00085576+0.00016328i,-0.00048743+0.00024926i,-4.3344e-05+0.0010338i,-0.00042535+0.0013945i,-0.00092418+0.0011727i,-0.00060397+0.00098058i,8.5496e-05+0.00063774i,0.00037347+0.00041371i,0.00055744-0.0001608i
-0.0015469+0.00015248i,-0.00049911-0.00098238i,0.0017519-0.0014288i,0.0022242-0.0008405i,0.0019334-0.00065425i,0.0017551-0.0013057i,0.0015673-0.001755i,0.0010171-0.0014106i,0.00066527-0.00072099i,0.0004787-0.0006865i,0.00011486-0.0007247i,0.00044189-0.00074504i,0.00077634-0.00023511i,0.00096506+0.00062622i,0.00048878+0.00072782i,-0.00029456+0.00035847i,-0.00035485-0.00028937i,7.212e-05-0.00054991i,0.00049688-4.1562e-05i,0.00071375+0.0007544i,0.00023271+0.00084434i,-0.00073691-0.00030676i,-0.00062564-0.00062961i
0.0010045+0.0026118i,0.0017104+0.0015443i,0.0026608+0.0016547i,0.0019511+0.0013749i,0.00077635-7.3524e-05i,0.00021776-0.0011764i,-7.0971e-05-0.0010502i,-0.00020731-0.00014353i,-0.00047491+6.7061e-05i,-0.0010606-0.00018919i,-0.00085864-0.00087541i,-0.00061686-0.0011783i,-0.0011241-0.0013728i,-0.0015562-0.0016539i,-0.0017388-0.0018191i,-0.0013082-0.0014357i,-0.00062692-0.00024094i,-0.00047617+0.00022133i,-0.00010966+0.00047173i,0.00015506+0.0011071i,-0.00018439+0.0009832i,0.0002511+0.0001517i,0.00087579-0.00021131i
-0.0010391-0.00084275i,-0.0010485-0.0012979i,-0.0018874-0.0010879i,-0.0012388+0.00030616i,-0.00073593+0.0011i,-0.00036031+0.00045281i,0.0004225-0.00020297i,0.0008018-0.0003015i,0.00092161-0.00014071i,9.5592e-05-1.5109e-05i,-0.00097132+0.00024919i,-0.00091863+0.00039822i,-0.0011211+0.00022844i,-0.00061159+0.00022192i,0.00074978-0.00054805i,0.00041763-0.00034272i,-0.00075625+0.00030516i,-0.00039804+0.00026865i,-3.547e-05-7.0404e-05i,-0.00018049-0.00093856i,4.8422e-05-0.0012326i,0.00021897-0.00078983i,0.00024889-0.00040332i
0.00068571-5.006e-06i,0.0011846-0.001268i,0.0016475-0.0011463i,0.0010618-0.00020017i,0.00070932+0.0010129i,0.00091794+0.0012734i,0.0015289+0.00066065i,0.0012716+0.0001446i,0.0010314+8.4497e-05i,0.0010032+0.00030104i,0.00050663+3.1044e-05i,-0.00058285-9.2867e-07i,-0.0012098+0.00015436i,-0.0013172+0.0001309i,-0.0011031-0.00041059i,-9.1348e-05-2.6279e-05i,0.00055357+9.5091e-05i,0.00012756+0.00017052i,-0.00066291+0.00077745i,-0.00032613+0.00045854i,0.00088179-0.0002163i,0.0007782-0.00052667i,-0.00018554-0.0012401i
-0.0015358+0.0003369i,-0.0011644+0.00061317i,-0.00097841+0.00094055i,7.1021e-05+0.0013385i,0.00094585+0.00066136i,0.00092128-0.00077437i,0.00086185-0.0014048i,0.0008497-0.0013793i,0.00042647-0.00093628i,-0.00016313-0.00037509i,0.00023768-0.00044412i,0.00015518-0.00074721i,-0.00093772-0.0012077i,-0.00046531-0.0013962i,0.00017022-0.0010796i,0.0001213-0.00070666i,-6.2168e-05+0.00030675i,-0.00053726+8.0809e-05i,-8.8033e-05-0.00079541i,0.00051302-0.0011513i,-8.1447e-06-0.00082781i,9.0495e-05-3.098e-05i,0.00059457-7.3239e-05i
-8.267e-05+0.00036968i,-6.6837e-05+0.0004089i,-2.6597e-05+0.00090747i,-0.00052925+0.00095723i,-0.00059028+0.00054009i,0.00019683-0.00027024i,0.00090261-0.0010978i,0.0001355-0.00098657i,-0.00050906-0.00042351i,-0.00037506-5.6873e-06i,3.2064e-05-0.00055074i,0.00063155-0.0010573i,0.00049423-0.0011382i,-0.00046693-0.0010001i,-0.00044447-0.00050163i,0.00048916-0.00047996i,0.00048102+9.5183e-05i,-6.9357e-06+0.0006447i,-0.00051407+0.00027156i,-0.00078936-0.00036092i,-0.00040596-0.00048679i,0.00037249-0.00090775i,0.00056428-0.0010827i
-0.00037774+0.0014361i,0.00035863+0.00085531i,0.00031227+0.00060454i,0.00044168+0.0006788i,0.00070203+0.00021461i,0.0003904-0.00016109i,-0.0004379-0.00062534i,-0.00052376-0.00046722i,0.00021521+0.00017634i,0.00073921-0.00045798i,0.00059217-0.0016369i,0.00019769-0.0020159i,-0.00010253-0.0015322i,0.00024319-0.00044481i,0.00051937-0.0002794i,0.00010837-0.00041943i,0.00030901-0.00031873i,0.0004485-0.00099672i,0.00092245-0.00057548i,0.00072103-0.00025102i,-0.0001526-0.00072774i,-0.00029585-0.00031096i,-9.4967e-05-0.00038943i
-0.00046158-0.00066661i,0.00015647-0.00089573i,0.0002521-0.00030879i,-0.00087161+0.0011444i,-0.001193+0.0019403i,0.00038459+0.001728i,0.0016374+6.197e-06i,0.0019207-0.0016207i,0.0014651-0.00091637i,0.00049529-0.00046306i,8.4151e-05-0.0010373i,9.6977e-05-0.00068516i,0.00012967+0.00012231i,0.00071566-0.00060261i,0.00094938-0.00035818i,0.0005941+0.0006489i,0.00036093+0.00038533i,0.00071909+4.4176e-05i,0.00061991-8.3583e-05i,7.8427e-05-0.00024717i,0.00010881-0.00037639i,0.00031697-0.00037809i,0.0002236+5.1927e-06i
-0.00099743+0.00032061i,-0.0012719+0.00083755i,-0.00085452+0.00066199i,0.00044207+0.00015165i,0.0011977-0.0006993i,0.001495-0.00046752i,0.0021036-9.1005e-05i,0.0015355+4.7715e-05i,0.00061887-0.00027482i,0.00060943+3.8094e-05i,0.00017289+0.00066606i,-0.00068364+0.00022524i,-0.00078801-0.00029487i,-0.00027349-0.00034625i,-0.00024217-0.00044505i,-0.00038051-0.00068323i,-2.0243e-06-0.00058922i,4.8175e-05-0.00038221i,0.00041903-0.0001249i,5.4677e-05-0.00064489i,-0.000332-0.0012133i,-6.9871e-05-0.0013015i,-0.00063862-0.0012253i
0.0038507-0.00081803i,0.0049069-0.0019937i,0.0038465-0.0027485i,0.0014142-0.0025943i,-0.00046589-0.0018051i,-0.00028811-0.0010509i,0.00075249-0.00048168i,0.00049157+0.00036714i,0.00023981+7.6554e-05i,0.00069938-0.00074954i,-4.9932e-05-0.0013159i,-0.00049649-0.00076613i,-0.00064394+0.00078528i,-0.00049087+0.00099198i,-0.0005086+0.00062668i,-0.0010036+0.00038462i,-0.00051608+0.00042517i,-0.00029735+0.00019975i,0.00048724-0.0002518i,0.00024861+0.00015413i,-0.00045294+0.00043768i,9.0776e-05-0.00024486i,0.00053955-0.00085955i
-0.00054146-5.9622e-05i,-0.00055988+0.00011155i,-0.00014704+9.0537e-05i,0.00052092-0.00010147i,0.0011618-0.00023278i,0.0016431-4.111e-05i,0.0011494-0.00032504i,2.5582e-05-0.00052996i,-0.00010903-9.2311e-05i,0.00080993-0.00020894i,0.00068692-0.00053593i,-0.00021804-0.0010255i,-0.00065558-0.0010292i,-0.0001367-0.00010961i,0.00072012+0.00029216i,0.00088938+0.00026287i,0.0005705+0.00022131i,0.00060341-0.00023054i,5.4959e-05-0.00047754i,-0.0010531+0.00050837i,-0.00068082+0.00083001i,0.00082537+0.00030701i,0.0013461+0.00048581i
-0.00017043+0.00052995i,0.00048444+0.00037354i,0.00037161+0.00013591i,0.00096433+0.00034196i,0.0016417+0.00098616i,0.0020601+0.0007129i,0.0018412+0.00065334i,0.001107+0.00011685i,0.00028616-0.0003198i,-0.00034839+0.00027087i,0.00033317+0.00020949i,0.00075411-0.00027843i,0.00035797-0.000399i,-0.00016128-0.00070743i,-0.00010745-0.0007765i,0.00070048-0.00062753i,0.00055134-0.00036043i,2.8504e-05-0.0002003i,-0.00017223-0.00022191i,-7.4614e-05+5.7286e-05i,0.00014584+0.00072178i,-0.00058139+0.00048718i,-0.00039252-0.00073568i
0.00048606+0.00066979i,-0.00013251+0.00093699i,0.00032971+0.000972i,0.00084667+0.0012542i,0.0011161+0.00086463i,0.00076401-9.0066e-05i,0.00089569+7.094e-05i,0.0012524+0.0009846i,0.00083869+0.0013385i,-0.00013936+0.00089986i,-0.00097171-0.00010316i,-0.0012163-0.00031623i,-0.0007616-0.00028391i,0.00011377-0.00089204i,-5.4068e-05-0.00092471i,-0.00018037-0.0010107i,0.00022194-0.00056074i,0.00032841+6.4696e-05i,0.00073791+0.00026316i,0.00052704+0.00053204i,0.00047807+8.2055e-05i,0.00062759-3.5661e-05i,0.00043126+0.00049729i
0.00029484-0.00072876i,0.0019058+0.00011587i,0.0010781-0.00023232i,-0.00039614-0.00032644i,-0.0010687+0.0014643i,-0.00049804+0.0014574i,0.00038618+0.00013264i,7.6792e-05-0.00053925i,-0.00042136-0.00040616i,-0.00066287-0.00021484i,-0.0007376+0.00025756i,-0.0004505+0.00045487i,-0.00078252-0.00015571i,-0.00085912-0.00088926i,-0.00077359-7.1117e-05i,-8.3943e-05+0.0011084i,2.2564e-05+0.00080589i,-0.00030693+5.5235e-05i,0.00035457+6.7308e-05i,0.00071542-0.00062686i,0.00024356-0.0012358i,0.00035552-0.00026338i,0.00015424+0.00010106i
0.00035012-0.0022853i,0.00010757-0.0026815i,-0.00035001-0.001195i,-0.0013538+0.00037724i,-0.00103+0.0011936i,-0.00020833+0.0015514i,0.00042812+0.00057301i,0.00092664-0.00042046i,0.00045334-0.00090207i,-0.00038187-0.00073273i,-0.00015078-0.00088212i,8.6106e-05-3.5386e-05i,-0.00011764+0.00098438i,-0.00042457+0.0010358i,-0.00047335+0.00099431i,-0.00082785+0.00096294i,-0.0006603+0.00088439i,0.00010622+0.00027943i,0.00039796+0.00014464i,0.00060736+0.00039487i,0.0012093+0.00065175i,0.0011075+0.00096875i,0.00019846+0.00080034i
0.00074049-0.00053058i,8.3127e-05-0.00048464i,0.00013102+0.00024396i,0.0008233-6.622e-05i,0.0017642-0.00088439i,0.0018014-0.00072869i,0.00047325-8.2953e-06i,-0.00050178+0.00055232i,-2.9967e-05+0.0010932i,0.00021434+0.0013667i,-0.00080805+0.00066384i,-0.00093872-0.00015286i,-0.00050348-0.00029866i,-0.0007845+0.00038625i,-0.0006983+0.00091574i,-0.00049552+0.00076329i,-0.00076032+0.00022868i,0.00063141-0.00056594i,0.0012425-0.00032973i,-3.4707e-05-9.6949e-05i,-0.00021696+0.00041448i,-0.00022151-0.00012442i,-4.8556e-06-0.00075695i
0.00017526+0.00046217i,0.00012183+0.00050798i,0.00063905+0.00026933i,0.0011342+0.00030217i,0.00066241+0.00028052i,0.00035762+7.6249e-05i,0.00096397+0.0003105i,0.0012652+9.9248e-05i,0.001345-0.00039174i,0.0012108+0.00010036i,0.00035536-0.00027275i,-0.00018436-0.00062023i,4.3364e-05-0.00010506i,-1.7845e-05+0.0003976i,-0.00046381+0.00024976i,-2.3418e-05+4.9317e-05i,0.00071263+0.00023836i,0.00070833-6.3335e-05i,0.00019162-0.00011587i,0.00047299+0.00054231i,0.00015294+0.00061556i,-0.00056408-9.1367e-05i,-0.00045823-0.00020104i
-0.0017419-7.0731e-05i,-0.0010037-0.00054698i,-0.0013275-0.0002816i,-0.00059911+0.00017612i,0.00081168-6.5384e-05i,0.00067626-0.00089263i,0.00014516-0.0015127i,-3.4881e-05-0.0012767i,0.00080161-0.0004208i,0.0016011-4.7989e-05i,0.0010327-0.00028272i,-0.00015391-0.00072129i,-0.00029437-0.00060808i,0.00021919+0.00048671i,0.00060144+0.00024513i,0.00067439-0.0011323i,0.00011175-0.0014611i,5.8593e-05-0.00098389i,0.00022055+6.9756e-05i,0.00011592+0.00038166i,9.8755e-05-0.00032595i,-0.00029415-0.00030587i,-0.00024853+0.00069034i
0.0020886-0.00019859i,0.0023845-0.00021329i,0.0025351-0.0011313i,0.0014482-0.0016751i,-3.1036e-05-0.0013722i,-0.00037258-0.00036688i,0.00030823+0.00035925i,0.00038646+0.0006022i,0.00014819+0.00066717i,0.00013039+3.0483e-05i,4.2578e-05+0.00011128i,-8.4603e-05+0.00050128i,-0.00019934-1.7523e-06i,-0.0007528-2.8782e-05i,-0.00099243+0.00069752i,-0.0010463+0.00078269i,-0.00049553-9.3343e-05i,-5.6678e-05-0.0003035i,-0.00018831+0.00010411i,-0.00011017+0.00055285i,-1.8168e-05+0.00077316i,-0.00016254+0.0010894i,-0.00027118+0.0013772i
0.00077435+0.0013859i,0.00059732+0.001209i,0.00074286+0.0016161i,0.00052305+0.0018363i,0.0010027+0.0013999i,0.0016194+0.00027158i,0.00064813-0.0010565i,0.00015717-0.00058475i,0.00048757+0.00024554i,-0.00058056+0.00038227i,-0.0015032-0.00029165i,-0.0011689-0.0006186i,-0.00096603-0.00015351i,-0.00051375+0.00069274i,-0.00059811+0.00068359i,-0.00085134-0.00022417i,-0.0010602-0.00026267i,-0.0010405+0.00021347i,-0.00074161+0.00028305i,-9.8908e-05+0.00064181i,0.00079831+0.00091426i,0.0011782+0.00066005i,0.00079012+7.0851e-05i
0.00035213+0.0012243i,0.0010827+0.0007842i,0.001171+0.00026536i,0.000762-0.00016982i,0.00047842-0.00028035i,-0.00048151-0.0006894i,-0.0002961-0.00040768i,0.00017425+0.00012883i,0.00092107+0.00034385i,0.0011143+0.00027935i,0.00068836-0.0002956i,0.00034974-0.00096047i,4.2799e-05-0.00086286i,-0.00083001-5.4543e-05i,-0.0012768+0.00057206i,-0.00012161+0.0007694i,0.0006593+0.00069726i,0.0011017+0.00054193i,0.00054596+0.00011847i,-0.00022817-5.5206e-05i,-3.5866e-05-0.0006769i,-0.00033021-0.0011735i,-0.00088476-0.00086318i
0.00081002-0.0011514i,-0.00012338-0.0010004i,0.00041135-0.0014388i,0.00072246-0.0005142i,0.00042256+0.0012848i,4.3459e-05+0.0013738i,0.0006161+0.00042353i,0.0010367-0.00010598i,0.00087199-0.00075109i,0.00079564-0.0011175i,0.00080005-0.00041116i,0.0014439-4.1821e-05i,0.0011261-8.5351e-05i,0.00090366+0.00036277i,0.0009764+0.00083473i,0.0007232+0.00075826i,0.00050646+0.00023002i,0.00018863-0.00030556i,-0.00011286-0.00011264i,-0.00023194+0.00028069i,-0.000285+7.7626e-05i,-0.00021344-9.3312e-06i,-0.00024948+0.0003314i
-0.0018509-0.0015922i,-0.002151-0.00049495i,-0.0022419-2.1637e-05i,-0.0016182+0.00046761i,-0.00035666+0.001224i,0.00067978+0.00049109i,0.0012691-0.0005734i,0.0013957-0.00068695i,0.001204-0.00033637i,0.00093275-0.00029257i,0.00097101-0.00019988i,0.0010972+3.5014e-05i,0.00067382-0.00064971i,0.00036013-0.0014109i,0.00088268-0.0017345i,0.0009181-0.0012143i,0.00070781-0.00048215i,0.00059336+8.845e-05i,0.000309-0.00028249i,0.00019944-0.00045269i,-0.00011397+0.00022211i,-0.00052689-6.7681e-05i,-9.9964e-05-0.00078097i
-0.00073359-0.00027074i,-0.00084815+0.00039319i,0.00084869+0.00028099i,0.0021791+0.00035386i,0.0017036+0.00099388i,0.0014664+0.0015493i,0.0014847+0.00092257i,0.00083125+0.00054042i,-0.00022938-0.00020587i,-2.0415e-05-0.0007556i,0.00066332-0.00016626i,0.00073562-0.00012148i,0.00069367-0.00077263i,0.0007163-0.00067902i,0.00016644-0.00046315i,-8.2915e-06-0.00031887i,0.00031147+0.00010359i,0.00029427+0.00043934i,0.0002124+8.0476e-05i,0.0003635-0.00018289i,0.00075331-0.00052812i,0.00044958-0.00096608i,0.00016589-0.00092367i
0.00030944+0.0024581i,0.0019893+0.0019314i,0.0025461+0.0011363i,0.0028005-0.00022663i,0.0016806-0.0010126i,4.6343e-05-0.0011122i,8.2327e-05-0.0013226i,0.00058055-0.00025051i,0.00031051+0.00044128i,0.00064915+1.8961e-05i,4.7943e-05-0.00055323i,-0.0012727-0.00049183i,-0.002051-0.00049198i,-0.0019646-0.00052154i,-0.0013197-0.00031221i,-0.0011418-0.00073841i,-0.00029098-0.0011339i,0.00038014-0.00072272i,-0.00032851-0.00025156i,-0.00064942-9.8367e-05i,-0.00024152+1.4226e-05i,-0.00049318-6.0395e-05i,-2.2298e-06+9.3465e-05i
0.0018978+0.00042681i,0.00091124+0.00021698i,0.00041394-0.00026347i,-0.00033528-0.00035673i,-0.00061986-0.00025673i,0.00024098+0.00045755i,0.00052037-2.6938e-05i,8.3131e-05-0.00019081i,8.6861e-06+0.00073117i,0.00059218+0.0011775i,0.00014115+0.0003101i,-0.00096329-0.00097019i,-0.00060086-0.00099562i,-0.00060379+6.0418e-05i,-0.0011024+0.00047647i,-0.00047801+0.00011482i,-0.0004899+0.0001565i,-0.00056708+0.0002267i,0.00014066+0.00049304i,0.00069601+0.00052643i,0.00066715-0.00022876i,0.00030929-0.00067i,0.00032205-0.00040212i
-0.00092763-0.00079464i,-0.00088851-0.0015334i,-0.0019467-0.001475i,-0.0015103+0.00063359i,0.00023078+0.0019845i,0.0012437+0.001338i,0.0017163+0.00053295i,0.0012778+0.00013229i,0.0011526+0.0004144i,0.00086673+0.0010633i,0.00039848+0.00061492i,0.00012438-0.0001816i,-0.00010321-0.00033667i,0.00043166+0.00025648i,0.00079147+0.00021604i,0.0001914-0.00015787i,0.00055767+1.5498e-05i,0.00082787+0.00075926i,0.0010249+0.00091211i,0.00070969+0.00065872i,0.00032667-7.3718e-05i,0.00079379-0.00071022i,0.00089552-0.00046909i
0.00053333-0.00057852i,-0.0001989-0.00041426i,0.0008667-0.00069655i,0.00064276-0.00074013i,-0.0010391-0.0003492i,-0.00090782-6.3312e-05i,0.00011229+0.00025189i,0.0010193-0.00050108i,0.00087097-0.0018305i,0.00018842-0.0016619i,-0.00014218-0.00084819i,-0.00048545-0.00018834i,-0.00057741-0.00014996i,-1.6905e-05-0.00041721i,-0.00041878-0.00023462i,-0.00071835+0.00029524i,0.00042229+0.00087286i,0.00088961+0.00019062i,0.00060267-0.0002332i,0.00018044-0.00014279i,0.00028478-0.00013479i,0.0003186-0.00037837i,0.00050102-0.00039966i
-0.0011308-0.00057345i,-0.0006864-0.00036494i,-3.6848e-05-0.00053078i,-3.8012e-05-3.5816e-05i,-0.0001282+0.00053553i,4.5599e-05+0.00068314i,0.00068878+0.000389i,0.00098308-0.00063063i,0.00068548-0.001059i,-7.1229e-05-0.00098498i,-0.00010071-0.00073939i,-0.00017431+0.00057457i,-0.00087386+0.0011552i,-0.00068662+0.0015437i,-0.00037385+0.0014781i,-0.00041314+0.0010292i,-6.7858e-05+0.00037905i,-2.3359e-05-0.00060817i,-0.00020174-0.00054091i,4.1833e-05-3.3246e-05i,0.00038207+0.00037484i,0.00032146+0.00082839i,-0.00014012+0.00055633i
9.0363e-05+0.00091647i,0.00093809-0.00022752i,0.0010505+0.00034308i,0.0010795+0.00049188i,0.00086221+0.00070451i,0.00063504+0.00042085i,0.00057898-0.00034812i,-3.6026e-05-0.00040279i,-0.00016623-0.00044959i,-0.00018625-0.0013238i,-0.00015163-0.00096045i,-3.4051e-05-0.00027747i,-0.00055421-0.00032801i,-0.00094242-2.7392e-05i,-0.00045989+0.00013729i,-1.829e-05-0.00059238i,9.4995e-05-0.0012605i,-0.00026826-0.00070813i,-0.0011395-0.00028781i,-0.001156-9.6706e-05i,-0.00074746+0.0003189i,-0.00059401+0.00027231i,-0.00026816+0.00052436i
0.0015185-0.00050754i,0.0010539-0.00041296i,0.00070467-0.00058773i,0.0004418-0.00032222i,0.00024858+1.5595e-05i,0.0010184+0.00068469i,0.0013117+0.0010244i,0.0012345+0.0007328i,0.00059467+0.00049055i,-0.00010459+0.00096976i,0.0003325+0.0016724i,0.00035591+0.0011618i,0.00037745-0.00023449i,0.00052435-0.00014779i,-0.00016968+0.00052264i,-0.00092782+0.00039139i,-0.00059255+0.00012849i,-0.00013711+0.001019i,-0.00019683+0.00065721i,0.00017382-0.00043252i,-0.00062778-0.00034907i,-0.00071881+0.00032536i,-6.2869e-05+0.00080738i
0.0014808+0.00010611i,0.0017331-0.0011319i,0.001627-0.00093437i,0.00032449-0.001387i,-0.00050801-0.0017388i,8.1208e-06-0.0007539i,0.0010848-0.00061387i,0.0017113-0.00081811i,0.0011612-0.00027713i,0.00024226+0.0003939i,0.00048317+0.00051524i,0.00068739+7.5677e-06i,-0.00022651-7.8721e-05i,-0.00021357+0.0011268i,-0.00028712+0.0011061i,-0.00043184+5.0462e-05i,-0.00012169+5.1167e-05i,-8.0059e-05+0.00057717i,0.000317+0.00037232i,0.0010126+0.00040841i,0.00077969+0.00034779i,0.00034592+5.5753e-05i,0.00030503+0.00025287i
0.00052035+0.0016554i,0.0010838+0.0016146i,0.0018374+0.0012i,0.0012284+0.0013251i,-2.6439e-05+0.001238i,-0.00051286+0.00054349i,9.9774e-05-0.00075642i,0.00042593-0.00094263i,0.00035595-0.0008706i,0.00067225-0.0011149i,0.00028985-0.0007067i,0.00019361-0.0001056i,6.1525e-05+0.00038532i,-0.0004494+0.00060269i,6.1228e-05+0.00083445i,6.4136e-05+0.0008252i,-0.00083907+0.00051675i,-0.0010562-5.0799e-05i,-0.00095213-0.00050551i,-0.00093458+0.00014333i,-0.00038909+0.00066129i,0.00010175+2.4049e-05i,0.00033472-0.00042471i
-0.0012776-0.00047274i,-0.0011363+0.0008329i,-0.00079357+0.0016992i,-0.00048293+0.0018666i,3.0769e-05+0.0016596i,0.0011267+0.00074337i,0.0014111-0.00055678i,0.0010604-0.00064697i,0.0012749-0.00029451i,0.0016543-7.2623e-05i,0.0012269-0.00038603i,-0.00038592-0.00045208i,-0.00098149-0.00075723i,1.2861e-06-0.00097026i,0.00037995+0.00011219i,-6.8893e-05+0.00095408i,-0.00052921+5.8743e-05i,-0.00029122-0.00094984i,3.3378e-06-0.00062956i,-0.00051073-0.00067663i,-5.1182e-05-0.00075145i,-0.00013191+9.8898e-06i,-0.0009583-0.00014272i
-0.00074417-0.00032547i,-0.00091033+0.0001982i,-6.3887e-05+0.00041103i,0.00082241+0.0002323i,0.0015783-0.00011484i,0.001398+0.00030795i,0.00079225+0.00026297i,0.00075703-0.0003314i,0.00038287-0.00019096i,-0.0001548+0.00017155i,-0.00072967+0.00016866i,-0.00056542+0.00019577i,-3.6297e-05+0.00043926i,0.00010601+0.00047042i,-0.00046959+0.00047574i,-0.00068301+0.00030111i,-0.00016031-0.00047903i,0.00012732-0.00058577i,-9.0786e-05-0.00059506i,0.0002511-0.00020998i,0.00097849+0.00051732i,0.00015611+0.00060101i,-0.00049771+3.4515e-05i
-0.0019776-0.0024631i,-0.0025969-0.0015872i,-0.0024914-0.0014442i,-0.0025998-0.00048756i,-0.001518+0.00092731i,0.00034709+0.0018522i,0.001423+0.0010918i,0.0017467-0.00042393i,0.00062607-0.00059048i,-0.00075457+0.00023466i,-0.00080261+0.0012119i,0.00026708+0.00094098i,0.0010472-0.00042429i,0.001233-0.00025318i,0.0014549+0.00034877i,0.0010884+0.00079252i,-7.8911e-05+0.00029553i,-0.00022009-0.00017276i,-6.6392e-05+0.00023371i,-0.00042531+0.00012538i,-0.00048222-0.00057933i,-0.00049642-0.00084442i,0.00041768-0.00028274i
0.00047882+0.0010533i,0.001351+0.0010496i,0.0025311+0.00069972i,0.0031532-0.00066291i,0.0023927-0.0012883i,0.0007173-0.0010376i,-0.0002019-2.7297e-05i,-0.00047981+0.00096541i,-0.00020401+0.0015225i,0.00023093+0.0015007i,5.2542e-05+0.00077424i,-0.00080821-0.00040541i,-0.0010268-0.0010701i,-0.00096286-0.0009509i,-0.00035659-0.00088942i,0.00048404-0.00059781i,0.00041514+0.00037945i,-0.00014373+0.0013435i,-0.00075396+0.0016357i,-0.00089694+0.0012216i,-0.00054753+6.9873e-05i,2.8506e-05-0.00010776i,0.00023674+0.00072599i
-0.0021396-0.00046573i,-0.0018652-0.00039491i,-0.00078596+0.00086964i,-0.00033246+0.0023027i,0.00032701+0.0020598i,0.00099823+0.00088708i,0.001394-9.7624e-05i,0.0020038-0.00064723i,0.0016122-0.00061486i,0.0013773-0.0010713i,0.0017361-0.0012073i,0.001053-0.00054079i,-0.0004738-0.0002584i,-0.00049769-0.00039147i,-0.00029318-0.00021243i,-0.00061128-7.0781e-05i,-7.179e-05-0.00027472i,-0.00044943+0.00034901i,-0.00051997+0.00058689i,0.00021405+0.00051981i,-3.8576e-05+0.00064474i,1.0776e-05+7.4652e-05i,9.9081e-05+0.0003446i
0.00056167-0.0016546i,-4.984e-05-0.0014817i,-0.00063377-0.00093666i,-0.00063291-0.00026222i,-0.00040222+0.00073046i,0.00032482+0.0012527i,0.0014757+0.00045697i,0.0018914-0.00038569i,0.0019239-0.00061987i,0.0012289-0.0010483i,0.00035147-0.001594i,-0.00016041-0.00168i,-0.00061868-0.0010706i,-0.00073919-0.00054523i,0.00030142-0.00052507i,0.00083009-0.00021704i,0.00049605-0.00040308i,-0.00025534-0.00049042i,-0.00060374-0.00032122i,0.0001543-0.00059291i,0.00015112-0.00063787i,-0.00032922-0.0001142i,-9.2341e-05+0.00047274i
