-0.0041173+0.00034742i,-0.0029617+0.00054204i,-0.0026949+0.0017272i,-0.0031124+0.0019997i,-0.0020522+0.0017971i,0.00063586+0.0011451i,0.0012354+0.00018625i,0.00032426-0.00048361i,-0.00022853-0.00013251i,4.8151e-05+0.00081181i,0.0012002+0.00073361i,0.0016748-0.00022265i,0.0011964-0.0013292i,-0.00014809-0.0015353i,-0.00083859-0.00082828i,6.6767e-05+0.00022084i,-3.9932e-05+0.00054509i,-0.00046227+0.00044199i,-0.00054456+0.00012154i,-0.00065518+0.00020989i,-0.00062712+0.0010954i,-0.00079084+0.0014953i,-0.001125+0.00091335i
0.0065285+0.00036453i,0.014723+0.0023611i,0.022436-0.0012363i,0.023037-0.013243i,0.015749-0.022761i,0.0063526-0.021971i,0.0019432-0.016415i,0.0010459-0.010754i,-0.0011177-0.0060289i,-0.0022099-0.0023947i,-0.0011645-0.00018619i,3.2907e-05-0.00016706i,0.00080356+0.00063449i,-0.00034239+0.002298i,-0.0013763+0.0018253i,0.0001855+1.2813e-05i,0.0022727-0.00069761i,0.0028736-0.0012867i,0.0018953-0.0011798i,-0.00020423-1.6552e-05i,-0.0011909+0.00015895i,-0.00088979-0.0003598i,-0.00085247+6.9342e-05i
0.0052344-0.0066777i,0.010418-0.014157i,0.01032-0.022407i,-0.00025264-0.027576i,-0.012051-0.026195i,-0.015113-0.016422i,-0.012781-0.0080386i,-0.0090433-0.004107i,-0.0048028-0.00049592i,-0.0019467+0.00058055i,-0.0016899+0.00065988i,-0.0013647+0.0013067i,0.00098355+0.0014213i,0.0015458+0.001708i,0.00048028+0.0012353i,0.00022202-0.00057543i,0.00061128-0.0026796i,0.00066173-0.0033917i,-8.2592e-05-0.0017569i,-0.00028179-0.00024002i,-0.00072894+0.0005563i,-0.001481+0.00092501i,-0.0015335+0.00082515i
0.0010018-0.0085439i,-0.0032692-0.017661i,-0.011922-0.022554i,-0.02356-0.015367i,-0.027185-0.0025088i,-0.020237+0.006433i,-0.012668+0.0090924i,-0.0066653+0.0077305i,-0.0016022+0.0043441i,-0.00084785+0.0012807i,-0.0026256+0.00078755i,-0.0025709+0.0019414i,-0.00070005+0.0014861i,0.0011221+0.00018187i,0.0018797+0.00038354i,0.00037619+4.2199e-05i,-0.0020345-0.0011257i,-0.0026609-0.0013742i,-0.0018537-0.0010655i,-9.0745e-05-0.00042975i,0.00093857+0.00066636i,0.00082992+0.0014227i,0.001336+0.0018589i
-0.0064812-0.0028492i,-0.0152-0.0057497i,-0.022156-0.0030742i,-0.019174+0.0094257i,-0.0096096+0.019907i,0.00011669+0.018885i,0.0053689+0.013729i,0.0053058+0.0087302i,0.0045333+0.0026757i,0.0025897-0.0011223i,0.00021443+0.00012488i,-0.00020266+0.002218i,0.00039338+0.0012022i,0.0015096-0.00053676i,0.0020518-0.00067308i,0.00067588-0.00011083i,-0.0010956+0.0013667i,-0.0022021+0.0028391i,-0.0018279+0.0015584i,-0.0009489+2.5868e-05i,-0.00061638-0.00038916i,0.00081037-0.00037356i,0.0016878-0.00020989i
-0.0049178+0.004933i,-0.010244+0.011427i,-0.0098368+0.018893i,0.0033706+0.020911i,0.017727+0.015818i,0.019637+0.0069162i,0.015349+0.00202i,0.010909+0.00052656i,0.005472-0.0019092i,0.0015287-0.0023743i,0.0014726-0.00054884i,0.0021287+0.00077404i,0.00025448+0.0012378i,-0.00052432+0.00014924i,0.00085201-0.00048537i,0.0013392+0.000212i,0.00057411+0.0017784i,-0.00074782+0.0044225i,-0.00066784+0.0036033i,0.00010216+0.0010415i,0.00053156+0.00027926i,0.0013871-0.00047764i,0.0015528-0.0015149i
-0.00074113+0.0080241i,0.0020003+0.015667i,0.0077858+0.018991i,0.017599+0.0089227i,0.022-0.0066678i,0.016386-0.014638i,0.0094392-0.014209i,0.0047768-0.010686i,0.00056938-0.005918i,-0.0011607-0.002352i,0.00028783-0.00086118i,0.0011976-0.00070887i,0.00090909-0.00027698i,0.00019935+0.00019831i,-0.0011123-3.8173e-06i,-0.00073193+0.00085051i,0.00083799+0.0014727i,0.0028819+0.0013787i,0.0025726+0.0014877i,0.00028906+0.00098355i,-0.00093792-0.00037864i,-0.00087227-0.0019786i,-0.0012077-0.0030845i
0.0069981+0.0036663i,0.015849+0.0053801i,0.021933+0.00044982i,0.016519-0.013589i,0.0047401-0.023358i,-0.0037685-0.019835i,-0.0065237-0.012279i,-0.0065187-0.0069584i,-0.0048738-0.0018242i,-0.0016281+7.0879e-05i,0.00016378-0.0012579i,0.00010578-0.0015314i,-0.00023805-0.0010783i,-0.00027858-0.00077264i,-0.00017262-0.00084534i,5.4709e-05-0.0011451i,0.0013022-0.0017358i,0.0027618-0.0018546i,0.0029585-0.0010525i,0.0016948+0.00020401i,-0.00034045+0.00029255i,-0.0022924-0.00033258i,-0.0031729-6.9576e-05i
0.006549-0.005507i,0.013387-0.013578i,0.012386-0.020012i,-0.0025012-0.01937i,-0.016298-0.012015i,-0.017129-0.0028995i,-0.012956+0.0018944i,-0.009378+0.0031955i,-0.0045296+0.0032828i,-0.00022392+0.001974i,-0.00018204+0.0014007i,-0.0011989+0.00096425i,-0.00022461-0.00025561i,0.00081372-0.00017284i,0.00065443+0.0010536i,-5.7171e-05+0.00043088i,-4.6384e-05-0.0012595i,-0.00075888-0.0017541i,-0.0011965-0.0015588i,-0.00030348-3.1843e-05i,-0.00052498+0.0013443i,-0.0012387+0.001736i,-0.0013604+0.0021626i
1.3993e-05-0.0093673i,-0.0038734-0.017734i,-0.011289-0.022345i,-0.017262-0.011206i,-0.016048+0.0052975i,-0.0079703+0.012294i,-0.0026486+0.012545i,-0.00025494+0.010864i,0.0023827+0.0051219i,0.0021634+6.0174e-05i,-0.00045448+0.00017022i,-0.0015894+0.0014537i,-0.00069484+0.0014268i,-4.0377e-05+0.00075197i,0.00071474+0.00015949i,0.0010229-0.00074818i,-0.00023222-0.0014757i,-0.0021729-0.0015891i,-0.0024932-0.00082999i,-0.00085412-0.00013777i,0.0010986+0.00097544i,0.0017345+0.002629i,0.0012565+0.0027939i
-0.0061707-0.0038301i,-0.015239-0.0062364i,-0.020165-0.0016381i,-0.012062+0.0096827i,0.0021238+0.014847i,0.010006+0.010274i,0.011142+0.0066899i,0.010214+0.0052398i,0.0071865+0.00098141i,0.0026946-0.0011762i,0.00033158+0.00067526i,-0.00069787+0.0022723i,-0.000926+0.0017956i,0.00027597+0.00088863i,0.0015561+0.00037413i,0.0016032-2.4862e-05i,-0.00046308+0.00054568i,-0.0023804+0.001333i,-0.0024993+0.0014128i,-0.00070888+0.00099961i,0.0014474+0.0002803i,0.0024542-0.00015945i,0.0023425-0.0002255i
-0.0053079+0.0049517i,-0.01249+0.0095047i,-0.011942+0.01389i,2.1147e-05+0.0095292i,0.012019-0.0019447i,0.013174-0.0096856i,0.011346-0.0094886i,0.0093039-0.0073352i,0.0040318-0.0062445i,-0.00049572-0.0034377i,-0.0011423-0.00038933i,-0.00016448+0.0012586i,3.2289e-05+0.0026511i,-0.00020931+0.002262i,1.2164e-05+0.00025546i,0.00010264-0.00087428i,-0.00031041-0.00030853i,-0.00034531+0.0012276i,-7.3974e-05+0.0013964i,-0.00033883+0.00069042i,-7.3786e-05-0.00082392i,0.0020855-0.0020926i,0.0027796-0.0027325i
0.0021283+0.0065726i,0.0032692+0.014269i,0.007617+0.017087i,0.0097382+0.0053636i,0.0054307-0.011213i,-0.00072637-0.014909i,-0.0028922-0.011993i,-0.0021526-0.010752i,-0.0025853-0.0066633i,-0.0030575-0.0007966i,-0.00060702+0.0010113i,0.0014146+0.0010914i,0.0017065+0.0010272i,0.0014908+0.00057523i,0.00048033-7.2335e-05i,0.00022091-0.0004137i,0.0016726+0.00040297i,0.0022552+0.00056943i,0.0023052-8.45e-05i,0.001806-0.00028522i,-0.00018075-0.0010751i,-0.0013231-0.002125i,-0.0011472-0.0027786i
0.0050459+0.0030123i,0.013312+0.0057303i,0.019372+0.0050632i,0.010308-0.00066974i,-0.0058186-0.0042206i,-0.012093-0.0021234i,-0.010714-0.0018133i,-0.0097556-0.0024337i,-0.0069445-6.9523e-05i,-0.0018973+0.00088642i,0.00068654+0.00027471i,0.0014398+0.00064953i,0.0020224+0.00058554i,0.0013983+9.8437e-05i,-0.00022557+0.00064251i,-0.0012643+0.00049696i,-0.0003912-0.00061534i,0.0010535-0.0017438i,0.0012742-0.0024432i,0.00057336-0.0013947i,-0.0010652+5.9989e-05i,-0.0022107+0.0011473i,-0.0025412+0.0015448i
0.0064713-0.0049097i,0.013588-0.010213i,0.01604-0.015128i,0.0067981-0.0099695i,-0.004591+0.0031032i,-0.0054347+0.011331i,-0.0045944+0.01092i,-0.0058192+0.0078282i,-0.0031879+0.0048677i,-0.00055632+0.0010152i,-0.0011884-0.00022575i,-0.0008846+0.00045934i,0.0010282-0.00034445i,0.00080013-0.0011165i,-0.00034109-0.00031187i,-0.0002028-0.00015259i,0.00020072-0.001309i,-0.00091514-0.0020567i,-0.002478-0.0016047i,-0.0025212-0.00065908i,-0.001903+0.00032589i,-0.0010628+0.0012552i,-0.00080649+0.0021766i
0.0018732-0.008344i,-0.0025613-0.018295i,-0.009151-0.023469i,-0.0075741-0.013528i,0.0022082+0.0031655i,0.0088302+0.0085407i,0.0075969+0.008458i,0.0049587+0.0092826i,0.0041057+0.0060649i,0.0015534+0.0011943i,-0.00086462+0.00049665i,-0.00088649+0.0012323i,-0.0014739-0.00014913i,-0.0017302-0.00064432i,-9.4009e-05+0.0003467i,0.00095046+0.00034747i,0.00047445+0.00058017i,-0.0010696+0.0015071i,-0.0016559+0.0021384i,-0.001204+0.0022752i,-0.00012613+0.0015028i,0.001148+0.0012328i,0.0021515+0.0019106i
-0.0058451-0.00459i,-0.013538-0.0066253i,-0.020917-0.0062702i,-0.011703-0.0057951i,0.007111-0.0065421i,0.014654-0.0077562i,0.0133-0.0042853i,0.01204-0.00049496i,0.0078664-0.0013706i,0.0022463-0.0010657i,0.00043069+0.0013487i,1.9462e-05+0.0020469i,-0.0013136+0.0015532i,-0.0015356+0.0005399i,-0.00017618-0.00037901i,-8.7326e-05-0.00041994i,-0.0010604+0.00010814i,-0.00102+0.001154i,-0.00017179+0.0014223i,0.00077066+0.00053076i,0.0018461-9.6046e-05i,0.0025138+0.00015719i,0.0019081-0.00027212i
-0.0073395+0.0018614i,-0.013851+0.0071627i,-0.017903+0.014223i,-0.013866+0.0081404i,-0.0057822-0.0086811i,-0.002236-0.017242i,0.0012429-0.014536i,0.0050536-0.011269i,0.0032488-0.0079087i,8.0707e-05-0.0028466i,0.00082212-3.5885e-06i,0.00091072+0.00094853i,-0.00034722+0.0013318i,-0.0002403+0.00080681i,-6.0964e-05-0.00027462i,-0.0006798-0.00017291i,-0.00067662+0.00080492i,0.00037729+0.0012558i,0.0013308+0.0011112i,0.0017617+0.00047638i,0.0012368-0.00043155i,0.00015829-0.001283i,-7.0882e-05-0.0020167i
-0.0027828+0.0072635i,3.7322e-05+0.01347i,0.0031618+0.020372i,-0.0017176+0.016703i,-0.011912+0.0034577i,-0.015639-0.0034694i,-0.011736-0.0049211i,-0.0071648-0.0074253i,-0.0047044-0.006061i,-0.001731-0.0028459i,0.00019944-0.0016483i,0.00073683+0.00021978i,0.0016826+0.0024796i,0.0011312+0.0025546i,-0.00031113+0.0016209i,-0.0003367+0.00089385i,0.00032452+0.000201i,0.0013538-0.00031448i,0.0010904-0.00025866i,-0.00046589-0.00084171i,-0.0018868-0.001085i,-0.0019512-0.00084844i,-0.0010188-0.0011551i
0.0040621+0.0074308i,0.01264+0.008504i,0.021602+0.008928i,0.017472+0.012772i,0.0016356+0.016878i,-0.007472+0.015879i,-0.0091626+0.0095298i,-0.0097465+0.0041193i,-0.0072654+0.0020432i,-0.0034013+0.00045563i,-0.001878-0.00070409i,-0.000572-0.00062849i,0.0021176-0.00040737i,0.0025306+0.00073174i,0.00051998+0.002081i,-0.00034702+0.002331i,0.00050643+0.00068145i,0.0011517-0.0016058i,-0.00047298-0.0021148i,-0.0023524-0.00087589i,-0.0023624+0.00087733i,-0.0011927+0.0014745i,-0.00085923+0.0017444i
0.0090476-0.0018714i,0.013542-0.0076026i,0.018098-0.016201i,0.020071-0.013159i,0.017923+0.0026274i,0.013564+0.011737i,0.0064887+0.012023i,0.00044373+0.010676i,-0.00086059+0.0072153i,-0.0019229+0.0027361i,-0.0026988+0.00093316i,-0.00078913+0.00093586i,0.0010625-0.00022491i,0.0013915-0.00085414i,0.0013273-0.00085952i,0.0015699-0.0011845i,0.001088-0.0015249i,-0.00031838-0.00096943i,-0.0018843+3.4815e-05i,-0.0016592+0.0007174i,0.00037379+0.0013407i,0.0013114+0.00095792i,0.00095232+0.00045747i
0.0030009-0.0041022i,0.0021798-0.011289i,-0.0019298-0.020574i,0.0038603-0.023414i,0.018335-0.015967i,0.022628-0.0078966i,0.015401-0.001244i,0.0096384+0.0045147i,0.0062209+0.0054534i,0.0012294+0.0041492i,-0.0011646+0.0041669i,-0.00057081+0.0028729i,-0.00095414-0.00027755i,-0.0011746-0.0026399i,-0.00027051-0.0020896i,-0.00042459-0.0010006i,-0.00066032-0.0010741i,-0.00064907-0.0002055i,-0.00060056+0.001117i,0.00058411+0.0018808i,0.0019786+0.0013514i,0.0015026+0.00024681i,0.0005502+0.00013611i
-0.0012167-0.0065278i,-0.0074692-0.0075771i,-0.018823-0.0059801i,-0.021883-0.011071i,-0.00911-0.021313i,0.0024394-0.023416i,0.0066917-0.015599i,0.008688-0.0074675i,0.0077213-0.0034835i,0.0044113-0.00085068i,0.0020412+0.00080397i,0.00080387+0.00093015i,-0.0011474+0.00017909i,-0.0016745-0.0010334i,-0.0010177-0.0023218i,-0.0011455-0.0020958i,-0.0010366-0.00023155i,-0.00057242+0.0012099i,0.0001057+0.00089105i,0.00084134-0.0005581i,0.00061705-0.0020264i,8.4606e-05-0.001547i,-0.00013864+0.00037351i
-0.007655-0.0031776i,-0.0088752-0.00032971i,-0.012335+0.010014i,-0.020468+0.010099i,-0.024288-0.004377i,-0.019343-0.013059i,-0.0092226-0.011242i,-0.00098575-0.0092142i,0.0022105-0.0067942i,0.0027231-0.0037651i,0.0023504-0.0021525i,0.00096064-0.00033894i,-0.0004615+0.001588i,-0.00067606+0.001535i,-0.00098219+0.00089262i,-0.0012099+0.0018062i,-0.0012656+0.001997i,-0.0013036+0.0013074i,-0.00015379+0.00021884i,0.000902-0.00095293i,0.00020228-0.00069917i,-0.0013643+0.00045086i,-0.0010908+0.0012353i
-0.0073699+0.0024915i,-0.00554+0.0039245i,0.0026102+0.013182i,0.00079328+0.023922i,-0.01311+0.022448i,-0.019153+0.01274i,-0.0137+0.0037187i,-0.0072741-0.0030205i,-0.0035465-0.0058616i,-0.0019562-0.0059339i,-0.0018833-0.0049299i,-0.0012333-0.0021909i,0.00081302+0.00095005i,0.00095331+0.0019943i,-0.00060075+0.0015398i,-0.00061492+0.0008824i,0.00056526+0.00092265i,0.00079613+0.00064501i,0.00060401-0.00015284i,-0.00021301-0.00082538i,-0.0015447-0.00061298i,-0.00074748+0.00027589i,0.0012618+0.00029619i
-0.0016605+0.0065643i,0.00085241+0.0042188i,0.011435-0.00018708i,0.018496+0.0062587i,0.013018+0.02023i,0.0051375+0.02324i,0.00026038+0.01467i,-0.0043858+0.0069775i,-0.0063487+0.0036949i,-0.0052394+0.00092163i,-0.0045146-0.00056539i,-0.0019411-0.00031403i,0.0029922-0.0004186i,0.0042366+0.00082264i,0.0026328+0.0017467i,0.0022225+0.0015397i,0.002226+0.00055127i,0.0017186-0.00049316i,0.00030705-0.0003281i,-0.00083246+0.00076137i,-0.00046497+0.0013183i,0.00055103-7.6923e-05i,0.0012522-0.0016561i
0.0046967+0.0061043i,0.0035014+0.0048661i,0.0041555-0.0070047i,0.015019-0.013377i,0.026413-0.0036561i,0.024567+0.006029i,0.013676+0.0077256i,0.0048879+0.007935i,0.00022211+0.0061955i,-0.0025241+0.0041788i,-0.0029594+0.0047755i,-0.0010582+0.0034091i,0.0005646-0.00012333i,0.0014877-0.001817i,0.0027705-0.0020779i,0.0025005-0.0019499i,0.0012913-0.0015688i,-3.2036e-05-0.0014245i,-0.0010198-0.00050889i,-0.00057803+0.00097302i,0.0009197+0.0016299i,0.0005502+0.00048008i,-0.0014912-0.00069064i
0.0095101+0.001085i,0.0074396+0.0024001i,-0.0035998-0.0046576i,-0.0060507-0.019597i,0.0083979-0.026631i,0.018039-0.021298i,0.014312-0.0097572i,0.0095204-0.00017853i,0.0067623+0.003781i,0.0041547+0.0049141i,0.0025952+0.0057271i,0.0011028+0.0035316i,-0.00044269-0.00026318i,-0.00046233-0.0023376i,0.0012199-0.0027976i,0.00076119-0.0028894i,-0.0015012-0.0019066i,-0.002139-0.00052205i,-0.001194-0.00022234i,0.00027908-0.00048137i,0.00090978-0.00030562i,0.0001955+4.0328e-05i,-0.00049252+0.00059079i
0.0058943-0.0091877i,0.0075175-0.0070838i,-0.0027488+0.0010543i,-0.016743-0.0025068i,-0.01862-0.018262i,-0.010584-0.02379i,-0.0019446-0.015798i,0.0041503-0.0081481i,0.0056473-0.0048235i,0.0052892-0.0022165i,0.0043564-0.00058251i,0.0012981+0.00024103i,-0.0016317+0.00101i,-0.0020359+0.00056616i,-0.0018554-0.00088273i,-0.0023326-0.0013165i,-0.0022449-0.00069207i,-0.0018357-0.00010033i,-0.00080392+0.00022071i,0.00053053+0.00011298i,0.00087811+0.00024024i,0.0001624+0.00075931i,-1.972e-06+0.0011839i
-0.002524-0.013374i,0.0028232-0.015137i,0.0053105-0.0034712i,-0.0053565+0.0098307i,-0.019951+0.0064952i,-0.021253-0.0028082i,-0.011194-0.0066237i,-0.0032735-0.0075385i,-0.0011331-0.0072648i,0.00029978-0.0067136i,0.0010951-0.0063105i,0.00028263-0.0029812i,9.8182e-05+0.0012273i,-0.0004325+0.0012933i,-0.0015255-6.2988e-05i,-0.0017117-0.00046789i,-0.0016579+0.00043093i,-0.0016177+0.0012573i,-0.00034958+0.00052741i,0.00092942-0.00016109i,0.0009307+0.0001158i,0.0017049+0.00082074i,0.0028374+0.00099811i
-0.010872-0.0051071i,-0.011069-0.01509i,0.0024796-0.016959i,0.01001-0.0012502i,0.00028763+0.015109i,-0.009873+0.017101i,-0.0097915+0.0099158i,-0.0063927+0.0024316i,-0.0046164-0.0018332i,-0.0040791-0.0035775i,-0.004411-0.0023228i,-0.0029485+0.00071645i,0.00045194+0.0027192i,0.001479+0.0032584i,0.00080849+0.0032965i,0.0006654+0.0035391i,0.00045681+0.0028846i,0.0010462+0.0015942i,0.0014485+0.00039298i,0.00092035-0.00034459i,0.00075744-0.00067394i,0.0015151-0.0010848i,0.0017134-0.0010168i
-0.012467+0.0079384i,-0.022006+0.0029252i,-0.017655-0.011302i,0.00045137-0.013771i,0.013207+0.00085944i,0.012783+0.011808i,0.0054094+0.010675i,-0.00033831+0.006403i,-0.0026637+0.0037747i,-0.0046141+0.0031491i,-0.005437+0.0035928i,-0.0020538+0.0028861i,0.0020768+0.00084738i,0.0028181-0.00049387i,0.0024956-0.00018994i,0.0025179+0.00094085i,0.0024205+0.0016217i,0.0014231+0.0012822i,-0.00035375+0.00092357i,-0.0015101+0.00028169i,-0.0007289-0.00051671i,5.1952e-05-0.00053355i,-0.00063014-0.00072245i
0.0022286+0.017129i,-0.0086969+0.023921i,-0.02004+0.012985i,-0.014331-0.0062182i,0.0041176-0.01135i,0.014356-0.0050326i,0.011945+0.0018674i,0.0069523+0.0050631i,0.0040061+0.0044717i,0.0015961+0.0038043i,0.00050853+0.0044963i,0.0014465+0.0035354i,0.0023401+0.0014718i,0.0021147+0.00069162i,0.0027003+0.00063759i,0.0029914+4.3121e-05i,0.0017142-0.00098539i,0.00044898-0.0018695i,-0.0002501-0.0014725i,-0.00038799+3.2669e-05i,0.00032879+0.00047315i,0.00053527+0.00026997i,-0.00046157+4.7347e-05i
0.017329+0.0078335i,0.019758+0.022594i,0.0061945+0.03042i,-0.0095695+0.018465i,-0.0084939-0.0029835i,0.0012848-0.01391i,0.006286-0.0093064i,0.0058196-0.0019837i,0.0041351-0.00041515i,0.0030587-0.00091158i,0.0032695-0.00060253i,0.002737-0.00087534i,0.00010984-0.0022743i,-0.0014033-0.0025183i,-0.0015064-0.0020796i,-0.0014346-0.00225i,-0.00065611-0.0017996i,-0.0010996-0.0010147i,-0.0019967-0.00090677i,-0.0012977-0.00046473i,3.4271e-05+0.00038712i,0.00051582+0.0009424i,0.00048995+0.00082338i
0.017712-0.011375i,0.034894-0.008366i,0.036382+0.0090394i,0.01816+0.018034i,-0.00035161+0.0077663i,-0.0062175-0.0047925i,-0.0029828-0.0071071i,0.0013067-0.0046113i,0.0021684-0.0037909i,0.00083033-0.0036485i,0.00050175-0.0029452i,-0.00010992-0.0010859i,-0.0015522+0.00047126i,-0.0018088+0.0005055i,-0.0010812-0.0001904i,-0.00086406+0.00032011i,-0.00038283+0.0010482i,9.6619e-05+0.00093472i,2.3563e-05+0.00078295i,0.00046788+0.0011442i,0.0012074+0.0010711i,0.0026158+0.00031159i,0.0031735-0.00067294i
-0.001612-0.023297i,0.012141-0.038559i,0.031169-0.033508i,0.033753-0.013445i,0.016315-0.00038072i,-0.00091722+0.001782i,-0.0044934-0.0012223i,-0.0016521-0.0035526i,-0.0016175-0.0034009i,-0.0026345-0.0028749i,-0.0030544-0.0023596i,-0.0028122-0.00069323i,-0.00136+0.0017182i,-0.00075157+0.002816i,-0.0012409+0.0021988i,-0.0010972+0.0015233i,-0.0009695+0.0014717i,-0.000572+0.0014688i,0.0012091+0.0012984i,0.0022952+0.00071496i,0.0016634+9.2369e-06i,0.00057182-0.00073976i,0.00029444-0.00059283i
-0.022197-0.012196i,-0.030063-0.034572i,-0.017876-0.052062i,0.001316-0.045785i,0.0087625-0.023843i,0.0042911-0.0056564i,-0.0017152+0.00042916i,-0.0033253-0.000778i,-0.0030825-0.001214i,-0.0025949+0.00076656i,-0.0030855+0.0022939i,-0.00177+0.0029661i,0.00080054+0.00268i,0.0019371+0.0010892i,0.0023055-0.00030744i,0.0018365-0.00015586i,0.00063071+0.00022546i,0.00077798-0.00052414i,0.00066453-0.0017355i,-0.00012376-0.0019517i,-0.00045039-0.0013068i,-0.00034976-0.00075507i,0.0003349+0.00042328i
-0.023921+0.014022i,-0.048527+0.0099153i,-0.061124-0.0087898i,-0.049649-0.022537i,-0.026318-0.018475i,-0.0074301-0.0056451i,-0.0012626+0.0025123i,-0.0023728+0.0019273i,-0.0015729+0.00044948i,0.00085284+0.0013079i,0.0016652+0.0026783i,0.0021629+0.0027856i,0.0030421+0.0010593i,0.0021297+0.00072932i,0.00078132+0.0012725i,-0.0002233+0.00057206i,-0.001257-0.00068386i,-0.00097194-0.0014346i,-0.00058326-0.0014608i,-0.00072516-0.0016439i,-0.00079568-0.0012232i,-0.00068091+0.00018263i,-3.9751e-05+0.00017361i
0.00028566+0.028659i,-0.016054+0.051564i,-0.040016+0.05604i,-0.047226+0.038515i,-0.032439+0.016419i,-0.011674+0.0024763i,-0.00074306+0.00023516i,-0.0001472+0.0017105i,0.00011461+0.00081976i,0.001551-0.0012226i,0.0021098-0.0012174i,0.0014906-0.0010536i,0.0012-0.0018645i,0.00085851-0.001787i,-0.00055124-0.0014036i,-0.001222-0.00054146i,-0.0011439+0.00043811i,-0.0019145+0.00048532i,-0.0028215+0.00073449i,-0.0017425+0.0013531i,-9.4812e-05+0.0015544i,0.00087755+0.0011633i,0.0015918-0.00011012i
0.029665+0.013521i,0.044114+0.039097i,0.037312+0.062779i,0.018665+0.063202i,0.0061109+0.042597i,0.0018924+0.018352i,0.0026798+0.0057715i,0.0030514+0.0038472i,0.0015923+0.0017338i,-0.00076226-0.0010697i,-0.0021065-0.0012718i,-0.0012164-0.00071993i,0.0004565-0.00025813i,0.001117+0.00069646i,0.00064646+0.0012303i,0.00043394+0.0010622i,0.00058528+0.0015649i,-6.4058e-05+0.0027589i,-0.00036831+0.0025033i,7.2099e-06+0.001823i,0.0008874+0.0014397i,0.001588+0.00038407i,0.00058579-0.00064386i
0.02649-0.018563i,0.05831-0.019177i,0.079218-0.0029894i,0.073341+0.012105i,0.050236+0.014165i,0.025049+0.0072189i,0.0094646+0.0011879i,0.0059175+0.00089613i,0.0039632+0.0014905i,-0.00094929+0.00098767i,-0.0030426+0.0011016i,-0.0019924+0.0015869i,-0.00092823+0.0018678i,-0.0010925+0.0018802i,-0.00058233+0.0010908i,0.0010248+0.00025571i,0.0020397+0.00049106i,0.0021576+0.0015626i,0.0018355+0.0015376i,0.0012814+0.0010125i,0.0001151-0.00046722i,-0.0003333-0.0015825i,-0.0009301-0.0010301i
-0.002018-0.035528i,0.014149-0.067011i,0.037892-0.079919i,0.048175-0.068768i,0.04059-0.046462i,0.024113-0.024538i,0.010516-0.011811i,0.0066061-0.0063444i,0.0053206-0.002861i,0.0026714+0.00011705i,0.00049684+0.0017774i,0.00034442+0.0018206i,0.00095082+0.00071237i,0.0023159+9.8423e-05i,0.0030441-4.7239e-05i,0.0020883-0.00074064i,0.0011208-0.0016247i,0.0011851-0.0015042i,0.0016128-0.0015809i,0.0011366-0.001923i,-0.0002603-0.0015384i,-0.00083514-0.00073843i,-6.7931e-05+0.00019529i
-0.034297-0.018267i,-0.056437-0.046373i,-0.059887-0.072878i,-0.04621-0.076437i,-0.028734-0.060091i,-0.014074-0.034728i,-0.0063665-0.015085i,-0.0021283-0.0097402i,0.00049215-0.0080674i,0.0016026-0.0035756i,0.0024274-0.00068775i,0.0016715+7.4398e-05i,-0.0002523+0.00087623i,-0.0014533+0.0008304i,-0.0023441-0.00063804i,-0.0030823-0.0019807i,-0.0026195-0.0017343i,-0.0014201-0.0017983i,-0.00074531-0.002441i,-0.00074926-0.0012884i,-0.00098191+0.00074783i,-0.00051716+0.0010342i,0.00060391+0.00015649i
-0.033781+0.023039i,-0.0708+0.028086i,-0.097097+0.019359i,-0.093863+0.0063675i,-0.07026-0.0010865i,-0.040102-0.0036169i,-0.017988-0.0023262i,-0.0092605-0.0017556i,-0.0061837-0.002756i,-0.0029314-0.0034705i,-8.982e-05-0.0027167i,0.00096606-0.00067355i,0.0014991+0.00048454i,0.0020281-0.00053161i,0.00093982-0.0011808i,-0.00099097+4.7749e-05i,-0.0018969+0.0016978i,-0.0022118+0.0011598i,-0.0018221+0.00033454i,-0.00074865+0.0010536i,-2.8378e-05+0.001819i,0.00063052+0.0016285i,0.000939+0.00032759i
0.0049377+0.040037i,-0.0078541+0.078488i,-0.026296+0.098439i,-0.033848+0.090332i,-0.02984+0.06786i,-0.019057+0.0397i,-0.0077803+0.018416i,-0.0056141+0.010007i,-0.0073967+0.0057138i,-0.0064016+0.00085739i,-0.0045698-0.00076691i,-0.0026346+0.00052694i,-0.0010182+0.0010076i,-0.00065258+0.00062668i,-0.00054461+0.0014738i,-0.00039332+0.0029169i,-0.00021927+0.003735i,-0.00078586+0.0038192i,-0.0010174+0.002855i,0.00043924+0.0012133i,0.0012567-0.00049767i,0.00088958-0.0014789i,-0.00027428-0.0016736i
0.039997+0.016956i,0.067771+0.044279i,0.078105+0.069304i,0.070016+0.07202i,0.054604+0.058469i,0.034033+0.037049i,0.016356+0.018165i,0.0073728+0.011538i,0.0032593+0.0099983i,-0.00043594+0.0064624i,-0.0020656+0.0036473i,-0.00040257+0.0024083i,0.0014062+0.00052699i,0.0015687-0.0018153i,0.0019465-0.0018872i,0.0029373-0.00042101i,0.0032893+0.0006515i,0.0020736+0.0010279i,0.00052723+0.0012623i,-2.8422e-05+0.0010701i,-0.00054779-8.4705e-05i,-0.00044588-0.00079289i,-3.0878e-06-0.00042636i
