-0.0029702+0.00014561i,-0.00069514-0.0008023i,-0.0011331-0.00031779i,-0.00086412+0.00012595i,-9.6356e-05+0.00084686i,0.00016316+0.0017304i,0.00035377+0.0023978i,0.0001745+0.0026109i,-8.5089e-05+0.0015149i,6.6289e-05+0.00024482i,0.00060155+0.00012319i,0.0014508+0.00016501i,0.00090751-0.00055448i,6.7642e-05-0.00094921i,-0.00043166-5.5757e-05i,-0.0011471+0.00016791i,-0.00082701-0.00033313i,-0.00089856-0.00053948i,-0.00051917-0.00029971i,0.00019975+0.0001914i,-1.0651e-05+0.00078109i,-0.00012683+0.00053924i,-0.00014601-0.00024727i
-0.025421-0.019744i,-0.078155-0.074874i,-0.11035-0.14983i,-0.038547-0.188i,0.066784-0.17707i,0.077943-0.12873i,0.020049-0.063609i,-0.0080641-0.026065i,-0.0005369-0.028826i,0.01325-0.022444i,0.020956-0.0063213i,0.0036772+0.0033485i,-0.013632+0.025677i,-0.0019441+0.037554i,0.0081265+0.02179i,-0.004975+0.0056066i,-0.022574+0.0059915i,-0.028687+0.0075492i,-0.023391-0.0044691i,-0.011715-0.016721i,-0.002086-0.020164i,-0.0043768-0.019236i,-0.018021-0.012937i
0.016726+0.011186i,0.072856+0.071169i,0.13054+0.12177i,0.10356+0.071557i,0.0063267-0.02063i,-0.04414-0.030264i,-0.004971+0.00010889i,0.022471+0.0059146i,0.007766+0.0214i,0.0078031+0.020768i,0.0065152-0.0036602i,0.0038459-0.0043473i,0.015254-0.0031868i,0.012031-0.015212i,-0.0017454-0.016091i,0.0039579-0.0021127i,0.021829+0.0095172i,0.028258+0.012081i,0.016973+0.013765i,-0.00029498+0.016158i,-0.0055549+0.01929i,0.0047086+0.02196i,0.015939+0.020844i
-0.013218-0.0079732i,-0.063251-0.081579i,-0.15331-0.16177i,-0.22154-0.13121i,-0.19061-0.021586i,-0.1005+0.0044907i,-0.068092-0.026991i,-0.053967-0.015867i,-0.010702+0.0026016i,0.0036941+0.0079831i,-0.001635+0.020063i,0.0028852+0.013586i,0.0013613-0.0072959i,0.00099498-0.010221i,0.013323-0.0048664i,0.020321-0.016317i,0.012674-0.032425i,0.0081899-0.030815i,0.016404-0.017674i,0.024534-0.0057769i,0.022826-0.0032901i,0.014295-0.0085946i,0.0090485-0.012815i
-0.0060407+0.010851i,0.005219+0.089227i,0.044032+0.19574i,0.11234+0.20161i,0.14082+0.094241i,0.10075+0.035972i,0.066385+0.043757i,0.03507+0.022832i,-0.0018753-0.008548i,-0.0055582-0.025803i,0.0010254-0.038322i,-0.0051015-0.034888i,-0.013377-0.020444i,-0.020718-0.012786i,-0.030188-0.0090678i,-0.040292+0.0043831i,-0.041145+0.022916i,-0.031791+0.025609i,-0.017878+0.009053i,-0.0057458-0.013597i,-0.0076563-0.02573i,-0.023363-0.02284i,-0.03692-0.014729i
0.012858-0.0066719i,0.037588-0.074206i,0.041216-0.1734i,-0.023574-0.18097i,-0.087316-0.076346i,-0.049184-0.031583i,0.004085-0.069584i,0.016199-0.05661i,0.019872-0.015006i,0.0064969+0.0053281i,-0.00116+0.02343i,0.005627+0.025264i,-0.0015455+0.020608i,-0.012619+0.029883i,-0.012027+0.03656i,0.0016709+0.034388i,0.0208+0.026827i,0.025576+0.017834i,0.009931+0.013394i,-0.0099993+0.013974i,-0.015055+0.018678i,-0.0041257+0.023743i,0.0062658+0.027839i
-0.027164+0.013987i,-0.073105+0.086441i,-0.10112+0.23289i,-0.013461+0.3293i,0.11224+0.26583i,0.087955+0.14522i,1.0103e-05+0.091761i,-0.018679+0.053745i,-0.017399+0.02241i,-0.012856+0.031654i,0.00061211+0.02579i,-0.0059832+0.0034598i,-0.013554-0.0026548i,-0.0040849-0.0071929i,0.0079008-0.014635i,0.012561-0.023741i,0.003925-0.032497i,-0.0046291-0.029366i,8.1425e-05-0.015225i,0.0080505-0.0019407i,0.01335+0.001499i,0.018949-0.0052391i,0.026805-0.015265i
0.032366+0.0050384i,0.11816-0.052131i,0.23778-0.20817i,0.2545-0.38581i,0.14625-0.40624i,0.052749-0.26852i,0.0087932-0.13729i,-0.032274-0.057009i,-0.041672-0.0080504i,-0.018376-0.0071083i,-0.018691-0.016301i,-0.026998+0.0011553i,-0.019695+0.025523i,-0.01034+0.040495i,-0.001046+0.041618i,0.00036682+0.035647i,-0.005243+0.036132i,-0.0046329+0.034815i,0.0024954+0.019032i,0.0059237-0.002064i,-0.0020698-0.011915i,-0.016422-0.010266i,-0.030512-0.0077997i
-0.035416-0.018006i,-0.13805-0.015381i,-0.31085+0.043658i,-0.41333+0.14506i,-0.33667+0.19047i,-0.17051+0.15129i,-0.052341+0.10054i,0.0025162+0.080507i,0.028338+0.066778i,0.034564+0.039318i,0.038622+0.01035i,0.044582-0.0084705i,0.0538-0.017896i,0.058289-0.031687i,0.042552-0.039392i,0.029318-0.027773i,0.036404-0.016785i,0.040466-0.013953i,0.026857-0.0093201i,0.010097+0.0005264i,0.0052322+0.0092373i,0.0081163+0.014472i,0.012713+0.022142i
0.030184+0.032409i,0.11627+0.079501i,0.26723+0.11604i,0.36814+0.094298i,0.31673+0.02252i,0.19341-0.038676i,0.1143-0.068887i,0.08603-0.079629i,0.075524-0.062872i,0.059639-0.032709i,0.028947-0.012519i,0.00017005-0.010179i,-0.02667-0.027085i,-0.053376-0.030198i,-0.05411-0.014516i,-0.037551-0.012918i,-0.03539-0.021226i,-0.036546-0.021733i,-0.023401-0.015668i,-0.0035684-0.012307i,0.0087685-0.018153i,0.010393-0.026305i,0.0092619-0.032399i
-0.015361-0.040451i,-0.079628-0.11869i,-0.20619-0.21337i,-0.31205-0.23334i,-0.29589-0.14117i,-0.20419-0.034086i,-0.13661+0.02132i,-0.1034+0.025453i,-0.092412-0.013967i,-0.094898-0.033463i,-0.075009-0.0073617i,-0.042005+0.015766i,-0.024539+0.033455i,-0.0031315+0.046405i,0.010805+0.036162i,-2.684e-05+0.028847i,-0.005513+0.039255i,-0.00039694+0.042655i,-0.00021437+0.029921i,-0.009293+0.014459i,-0.021495+0.0076084i,-0.028306+0.0091866i,-0.034555+0.012787i
0.0040323+0.053046i,0.034232+0.15442i,0.10869+0.30398i,0.19479+0.39156i,0.23023+0.31148i,0.20764+0.1322i,0.16353+0.0017411i,0.10698-0.023381i,0.053448+0.018606i,0.033927+0.049587i,0.029634+0.030042i,0.017162+0.00065367i,0.007977-0.014246i,-0.0081968-0.022569i,-0.021551-0.01236i,-0.005128-0.00053678i,0.018891-0.0099985i,0.027306-0.01784i,0.024162-0.01234i,0.017998-0.0033994i,0.016303+0.0060731i,0.018543+0.012663i,0.02254+0.017036i
0.012993-0.045181i,0.037285-0.14323i,0.072773-0.28829i,0.09307-0.39225i,0.048426-0.35144i,-0.065015-0.20669i,-0.16048-0.084904i,-0.16008-0.026646i,-0.081711-0.0097938i,-0.0055402-0.015856i,0.018339-0.020652i,0.0030528-0.012353i,-0.017768+0.010156i,-0.0093329+0.035605i,0.019281+0.032192i,0.022227+0.005497i,-0.0024861-0.0066979i,-0.020379-0.0050912i,-0.018329-0.005657i,-0.009273-0.011162i,-0.0043607-0.01777i,-0.001341-0.019674i,0.0028693-0.021264i
-0.022282+0.03938i,-0.080215+0.10203i,-0.17131+0.17343i,-0.24271+0.20231i,-0.1947+0.17683i,-0.032882+0.16017i,0.097336+0.16036i,0.10729+0.13739i,0.040833+0.10049i,-0.01195+0.069062i,-0.021203+0.039912i,-0.0085122+0.024112i,0.0175+0.016496i,0.029826-0.0074997i,0.0087144-0.023358i,-0.0093313-0.0063429i,-0.0022383+0.015583i,0.0096288+0.020768i,0.012708+0.015435i,0.0089779+0.011366i,0.0029433+0.013482i,-0.0039558+0.012851i,-0.013763+0.0080949i
0.041813-0.027632i,0.10504-0.06207i,0.19252-0.08276i,0.24381-0.069872i,0.19726-0.073729i,0.086821-0.14342i,0.01369-0.20232i,0.018472-0.17273i,0.057673-0.10131i,0.063649-0.056362i,0.033758-0.032321i,0.017169-0.022885i,0.0079677-0.028199i,-0.010828-0.013629i,-0.011495+0.015026i,0.0049894+0.018035i,0.013631-0.0014878i,0.01281-0.016196i,0.0090156-0.018105i,0.0060796-0.016833i,0.0050995-0.015778i,0.0042106-0.011254i,0.0035125-0.0022661i
-0.049682+0.018543i,-0.11116+0.032041i,-0.18873+0.015003i,-0.22923-0.021757i,-0.19485-0.00061017i,-0.12282+0.091758i,-0.075952+0.15526i,-0.052964+0.12049i,-0.035203+0.036824i,-0.024-0.0059202i,-0.015003-0.0010821i,-0.012432+0.0062657i,-0.015832+0.0060398i,-0.0027406-0.0041604i,0.011625-0.026919i,0.0043221-0.035749i,-0.008109-0.018794i,-0.011337+0.0030649i,-0.0095038+0.014397i,-0.010137+0.015643i,-0.012424+0.011046i,-0.0089959+0.0045017i,0.00014918-0.0023761i
0.048564-0.012687i,0.09451-0.0017082i,0.13677+0.057735i,0.15139+0.13483i,0.14405+0.1174i,0.13854-0.0019541i,0.12734-0.098014i,0.075612-0.098786i,0.0075011-0.04436i,-0.017664-1.8308e-05i,-0.005325+0.012655i,0.0017676+0.010477i,-0.0056183+0.0079684i,-0.024817+0.0095772i,-0.041628+0.02085i,-0.034611+0.029767i,-0.014587+0.02286i,-0.0008139+0.0089612i,0.0084911+0.00030773i,0.015271-0.0016945i,0.016333-0.0009619i,0.01012-0.0010868i,-0.0010988-0.0026559i
-0.030373+0.0024729i,-0.055102-0.014697i,-0.041894-0.073702i,0.0032393-0.1411i,0.0030875-0.13373i,-0.075601-0.060198i,-0.15053+0.00052499i,-0.14527+0.026057i,-0.084069+0.037507i,-0.03084+0.02972i,-0.013728-0.00079493i,-0.020991-0.021531i,-0.024954-0.0097171i,-0.0056651+0.015973i,0.023852+0.024979i,0.034104+0.015602i,0.022943+0.0056221i,0.0093507+7.3439e-05i,0.00023705-0.0068178i,-0.007606-0.014846i,-0.013409-0.016325i,-0.013411-0.0079741i,-0.009308+0.0046112i
0.031443-0.0054303i,0.045047+0.0020369i,0.013291+0.022473i,-0.046581+0.041867i,-0.037832+0.040611i,0.048577+0.041814i,0.11545+0.057645i,0.1142+0.063976i,0.082543+0.041557i,0.053314+0.01273i,0.028222+0.0094425i,0.01578+0.027242i,0.019687+0.031442i,0.019886+0.0064577i,0.0074072-0.021444i,-0.0019798-0.02801i,0.0020144-0.018908i,0.011449-0.0086369i,0.014745+3.44e-05i,0.011335+0.0076691i,0.008333+0.0095394i,0.0085517+0.0059314i,0.011313-0.0012697i
-0.030805-0.0065122i,-0.046052-0.0072718i,-0.025133-0.012834i,0.018-0.016172i,0.019835-0.023213i,-0.01911-0.051101i,-0.044489-0.077598i,-0.035684-0.074083i,-0.023396-0.04059i,-0.020015-0.0048491i,-0.0030395+0.0078896i,0.022593-0.0027263i,0.028207-0.017136i,0.01475-0.0099504i,0.0028362+0.013736i,-0.0048046+0.025995i,-0.014808+0.020774i,-0.021764+0.011775i,-0.016716+0.0052786i,-0.0048398-0.00029006i,0.0019078-0.0040396i,0.00060188-0.006146i,-0.0051415-0.0081155i
0.022677+0.0014664i,0.036885+0.0016081i,0.016582-0.00044563i,-0.021822-0.0035892i,-0.029888+0.0059701i,-0.0053656+0.039239i,0.016936+0.059489i,0.026047+0.043708i,0.036214+0.014196i,0.03623-0.0051935i,0.0068865-0.011833i,-0.030336-0.011668i,-0.043438-0.0083477i,-0.030019-0.0075365i,-0.0086977-0.01195i,0.0069149-0.011573i,0.015709+0.0018899i,0.017977+0.014353i,0.011226+0.014414i,-0.0019792+0.0087415i,-0.0093882+0.0061596i,-0.0085321+0.0065425i,-0.0050502+0.0089836i
-0.022611-0.001826i,-0.041014+0.0012855i,-0.036315+0.019343i,-0.013076+0.042882i,0.0044224+0.036288i,0.01123-0.013093i,0.0084323-0.05716i,-0.0048532-0.060794i,-0.023036-0.046802i,-0.0291-0.033297i,-0.012678-0.016191i,0.0075757-0.00045418i,0.0084542+0.0073265i,-0.0049148+0.0064853i,-0.016072+0.001033i,-0.015366-0.0083802i,-0.0030584-0.023342i,0.0073795-0.033488i,0.010172-0.027822i,0.011675-0.01526i,0.0095198-0.0097246i,0.0041199-0.0090793i,0.0038943-0.0086206i
0.02388+0.011167i,0.047848+0.012674i,0.066255+0.0061699i,0.075102-0.0061467i,0.06709-0.0026019i,0.030923+0.01644i,-0.017182+0.034196i,-0.050539+0.045285i,-0.053099+0.057445i,-0.025563+0.059615i,-0.0025207+0.029681i,-0.0053894-0.0062726i,-0.010612-0.012654i,-0.0017534+0.0010802i,0.01041+0.011785i,0.0073185+0.016618i,-0.011027+0.021548i,-0.021789+0.023717i,-0.015638+0.015682i,-0.0059798+0.0021303i,-0.0024109-0.0028i,-0.0028842-0.0008675i,-0.0057287-0.0037713i
-0.024473-0.013158i,-0.046768-0.024499i,-0.056759-0.038242i,-0.051786-0.050625i,-0.029773-0.056561i,-0.0010345-0.054802i,0.02042-0.043534i,0.035841-0.021985i,0.03858-0.0098421i,0.02086-0.01205i,-0.0027536+0.0039066i,-0.0094323+0.034671i,-0.0019725+0.041918i,0.0030277+0.026116i,0.00074706+0.01216i,0.0032252+0.0084656i,0.017656+0.0096824i,0.028073+0.0090526i,0.021043+0.0061023i,0.0071897+0.0055824i,0.0013195+0.0060887i,0.00044783+0.004887i,-0.0026817+0.0081105i
0.017186+0.017312i,0.031887+0.034388i,0.031887+0.052633i,0.016995+0.058746i,-0.0069976+0.048993i,-0.022489+0.038601i,-0.020249+0.03121i,2.0544e-05+0.014638i,0.019801-0.001314i,0.022837-0.001442i,0.025586-0.0060232i,0.032978-0.022854i,0.029338-0.028052i,0.01453-0.018891i,0.0037505-0.010224i,0.00087564-0.01164i,-0.0034926-0.023184i,-0.010351-0.029717i,-0.0099028-0.0219i,-0.0035112-0.01039i,-0.0019079-0.0047934i,-0.0036434-0.0013335i,0.0018712+0.0022169i
-0.017282-0.017214i,-0.026032-0.037611i,-0.021528-0.05531i,-0.0030433-0.059891i,0.017403-0.049516i,0.034226-0.029549i,0.04084-0.013701i,0.020583-0.0014073i,-0.0014226+0.010742i,0.0013894+0.0076832i,-0.0023874-0.0062842i,-0.021016-0.01416i,-0.027759-0.016756i,-0.018908-0.016639i,-0.011894-0.013607i,-0.01518-0.0030455i,-0.020319+0.017286i,-0.016662+0.031918i,-0.0053848+0.026809i,0.001028+0.0092501i,0.0013104-0.00086379i,0.0031652-0.0022355i,0.00048101-0.0077205i
0.008912+0.034305i,0.012589+0.056187i,-0.00029905+0.075331i,-0.024905+0.079554i,-0.036216+0.067025i,-0.036856+0.027016i,-0.044528-0.011349i,-0.037813-0.019409i,-0.017789-0.012051i,-0.010877-0.00086543i,-0.0067675+0.012547i,0.001464+0.020969i,7.436e-05+0.022075i,-0.004294+0.020286i,0.0031223+0.020013i,0.021442+0.019225i,0.039488+0.012371i,0.04395+0.0014402i,0.030208-0.0054915i,0.011586-0.0027602i,0.0026409+0.00082371i,0.0005575-0.001848i,-0.0016302-0.0011355i
-0.0076154-0.025741i,-0.00075911-0.042071i,0.028701-0.046264i,0.071235-0.03354i,0.089019-0.017034i,0.075942+0.001158i,0.053868+0.010468i,0.019384-0.0044952i,-0.01213-0.026109i,-0.016923-0.032038i,-0.010823-0.029498i,-0.012266-0.025592i,-0.011713-0.013506i,-0.0056639-0.001974i,-0.0024029-0.0090654i,-0.0070805-0.029905i,-0.016697-0.044002i,-0.022481-0.041452i,-0.017615-0.024728i,-0.005897-0.0093963i,-0.00025424-0.0037213i,-0.0027623-0.00057482i,-0.0011753+0.00084348i
0.002564+0.017156i,-0.0071113+0.028448i,-0.031997+0.017359i,-0.058713-0.013439i,-0.057404-0.038571i,-0.036282-0.049525i,-0.022873-0.038505i,-0.012407+0.010263i,0.0018474+0.058545i,0.0078577+0.05946i,0.0041359+0.038048i,0.0012678+0.024966i,6.6438e-05+0.014025i,-0.0055637+0.004304i,-0.020264+0.0095762i,-0.034689+0.033002i,-0.034432+0.05515i,-0.021289+0.055283i,-0.0060139+0.032869i,3.4272e-05+0.0076373i,-0.0017542-0.0019975i,-0.0014133-0.0016274i,-0.0037102-0.0018906i
-0.0014877-0.0093495i,0.0082381-0.019828i,0.030141-0.0058429i,0.048633+0.022646i,0.039921+0.032622i,0.011209+0.03091i,-0.0022525+0.030979i,0.015559+0.010679i,0.036854-0.014508i,0.039226-0.012207i,0.033141+0.0016147i,0.029953+0.0046798i,0.025508+0.0019653i,0.020459+0.0041344i,0.030364+0.0076126i,0.053339+0.001075i,0.065646-0.011868i,0.056038-0.016664i,0.030416-0.010433i,0.0088345-3.0777e-05i,0.0026041+0.0055665i,0.00040544+0.0041655i,-0.0015439+0.0037004i
-0.00035335+0.017202i,-0.0098187+0.023308i,-0.023486+0.002417i,-0.03486-0.034981i,-0.030248-0.045288i,-0.0083359-0.032457i,0.0041672-0.03112i,-0.016572-0.034224i,-0.045737-0.024198i,-0.048212-0.014857i,-0.034799-0.015903i,-0.027059-0.018897i,-0.020647-0.01699i,-0.011944-0.015282i,-0.013554-0.024648i,-0.032103-0.038789i,-0.051391-0.041948i,-0.049392-0.031508i,-0.026826-0.015321i,-0.0048208-0.0069884i,0.00056609-0.0055473i,-0.00092852-0.00048725i,0.0021002+0.002991i
0.0076291-0.013255i,0.014439-0.014995i,0.013818+0.0082512i,0.0045478+0.051762i,0.00047567+0.071251i,0.0027318+0.049767i,0.0022801+0.027426i,0.012642+0.029639i,0.034136+0.030734i,0.038364+0.014789i,0.017144+4.8371e-05i,-0.0064867-0.00037962i,-0.01983+0.0065827i,-0.026078+0.012749i,-0.024393+0.031492i,-0.0099395+0.061366i,0.0092593+0.077474i,0.01684+0.065442i,0.01132+0.033714i,0.0012831+0.0086796i,-0.0023871+0.0012681i,0.0021415-0.0031767i,0.0029225-0.008966i
-0.00079085+0.0060199i,-0.0072165+0.0097711i,0.0055777-0.0072837i,0.033555-0.037942i,0.046563-0.051965i,0.036751-0.036852i,0.021846-0.023567i,0.0036649-0.030278i,-0.012355-0.03269i,-0.01302-0.020057i,0.00050358-0.0050501i,0.013684+0.0012698i,0.016632+0.002662i,0.021434+0.0036216i,0.036106-0.010654i,0.047715-0.040794i,0.047896-0.061167i,0.038969-0.053822i,0.024476-0.027513i,0.014083-0.0054103i,0.0097114-0.00023031i,0.0010521-0.0035646i,-0.0087227-0.0024355i
0.0078462-0.0057255i,0.01463-0.011662i,0.00046587-0.0075365i,-0.027367+0.0076513i,-0.033648+0.014326i,-0.024015+0.0029937i,-0.025607+0.0028141i,-0.028753+0.022901i,-0.024068+0.038506i,-0.016057+0.037905i,-0.01067+0.026355i,-0.0097528+0.015193i,-0.0075512+0.0060846i,-0.010626-0.0053277i,-0.031516-0.010743i,-0.061247-0.0029824i,-0.076869+0.0064332i,-0.0661+0.0067472i,-0.036265-8.1965e-05i,-0.011625-0.0083944i,-0.0049221-0.0084392i,-0.0038934+0.0011329i,0.0029487+0.0075475i
-0.010195+0.0062913i,-0.018232+0.012813i,-0.0023111+0.01335i,0.032027-1.1984e-05i,0.040467-0.014859i,0.031655-0.01829i,0.036297-0.019264i,0.045752-0.018275i,0.045899-0.016438i,0.029492-0.014103i,0.0094647-0.0052787i,0.0037761+0.003692i,0.0029235+0.0072279i,0.00025589+0.016955i,0.011515+0.038177i,0.038386+0.055281i,0.055746+0.058699i,0.047096+0.049584i,0.022597+0.030407i,0.00042268+0.013578i,-0.0070158+0.0060172i,-0.0045942-0.00073566i,-0.0037218-0.0087646i
0.015477+0.0023833i,0.026484-0.0056472i,0.010955-0.018569i,-0.027615-0.022558i,-0.045152-0.01366i,-0.048134-0.007627i,-0.054314-0.0060816i,-0.049402-0.0091656i,-0.031635-0.012683i,-0.008863-0.010503i,0.0060121-0.014351i,0.0030758-0.022031i,-0.0025842-0.018399i,0.0055344-0.017666i,0.014225-0.038183i,0.0094987-0.064934i,0.0029824-0.075725i,0.005036-0.06319i,0.010039-0.033743i,0.013388-0.007739i,0.012212+0.00069954i,0.0037868+0.0017118i,-0.005266+0.0060916i
-0.012167+0.0003311i,-0.026298+0.0072741i,-0.016333+0.026i,0.014173+0.041518i,0.029724+0.043572i,0.03517+0.047921i,0.040295+0.048991i,0.025971+0.039882i,0.0029194+0.033065i,-0.0036529+0.021965i,-0.0037639+0.0090703i,-0.0062327+0.0059066i,-0.010655+0.0043281i,-0.021077+0.004408i,-0.034877+0.01737i,-0.045428+0.036634i,-0.05151+0.045387i,-0.048682+0.036291i,-0.032186+0.016332i,-0.01473-5.3099e-05i,-0.0060027-0.0049247i,0.001554+0.00026385i,0.011271+0.0030948i
0.018253+0.0011298i,0.036583-0.0033359i,0.036506-0.023692i,0.015454-0.041563i,0.011347-0.045681i,0.016373-0.055247i,0.0066443-0.064208i,0.0049304-0.048775i,0.014886-0.0247i,0.0098308-0.0091175i,-0.00044952+0.00071988i,-0.0036834+0.0048996i,-0.0038619+0.0087276i,0.0057979+0.015357i,0.028109+0.01886i,0.053203+0.017441i,0.067332+0.017772i,0.060749+0.020297i,0.037532+0.018017i,0.015248+0.013808i,0.0048627+0.009558i,0.0012214+0.00050049i,-0.0039641-0.0088787i
-0.01695-0.012914i,-0.038665-0.01044i,-0.043856+0.0092992i,-0.02326+0.029146i,-0.012371+0.029872i,-0.018726+0.028538i,-0.019824+0.035872i,-0.017855+0.029255i,-0.018168+0.00908i,-0.010219-0.0006447i,8.6169e-05+0.0013701i,0.0070725+0.0070386i,0.013651+0.0059608i,0.0096309-0.0085996i,-0.0079033-0.028881i,-0.026781-0.045451i,-0.032718-0.055941i,-0.022988-0.056077i,-0.0069688-0.041345i,0.0064116-0.024857i,0.0082164-0.018833i,-0.0017525-0.012687i,-0.0090993+1.2829e-05i
0.013753+0.01031i,0.035234+0.012179i,0.045807-0.006454i,0.030392-0.030372i,0.019735-0.031617i,0.033011-0.026881i,0.038471-0.032318i,0.024178-0.018547i,0.014472+0.0090573i,0.0097572+0.014162i,0.0032558+0.00061408i,-0.0031777-0.012597i,-0.010912-0.013223i,-0.01573+0.00074158i,-0.015867+0.0209i,-0.016686+0.041136i,-0.02249+0.052842i,-0.028516+0.048195i,-0.026084+0.029519i,-0.021789+0.010169i,-0.020352+0.0037728i,-0.010538+0.0055084i,0.003519+0.0037702i
-0.0053352-0.010821i,-0.026819-0.020479i,-0.042347-0.0064949i,-0.031351+0.016183i,-0.019757+0.007053i,-0.042877-0.011407i,-0.058333-0.0042597i,-0.033084-0.0062907i,-0.010263-0.018821i,-0.0053914-0.010305i,-0.0047499+0.0065967i,-0.0078656+0.01446i,-0.0077083+0.015092i,0.0022451+0.010405i,0.020388+0.0031945i,0.042212-0.0047622i,0.05759-0.0092385i,0.057041-0.0044807i,0.039801+0.0039109i,0.021382+0.010787i,0.014735+0.012767i,0.010638+0.0044148i,0.00036864-0.0052528i
0.0035001+0.01562i,0.025242+0.029829i,0.04495+0.018987i,0.033824-0.0075198i,0.0075327+0.0044577i,0.018017+0.04089i,0.038159+0.038237i,0.015599+0.019939i,-0.0080063+0.017518i,0.00073318+0.0083908i,0.015416-0.0096627i,0.019462-0.020619i,0.012446-0.021707i,-3.9114e-06-0.018109i,-0.014612-0.017747i,-0.032856-0.022577i,-0.045312-0.029487i,-0.041012-0.033399i,-0.022592-0.028015i,-0.0049056-0.019996i,-0.00077029-0.015358i,-0.0060858-0.0051626i,-0.0069319+0.0074987i
-0.0040969-0.02317i,-0.023062-0.040462i,-0.04796-0.030985i,-0.038669+0.010488i,0.0095394+0.022628i,0.032663-0.017813i,0.011569-0.034118i,0.0064564-0.0079697i,0.017365+0.0061696i,0.0057658+0.0048566i,-0.016532+0.0082754i,-0.026995+0.015161i,-0.022792+0.018545i,-0.01329+0.017876i,-0.0063897+0.023562i,0.00037984+0.039123i,0.0044039+0.05353i,0.0022932+0.054546i,-0.0002693+0.038132i,-0.0017368+0.018903i,0.00035661+0.011679i,0.0083782+0.0077285i,0.014381-0.001111i
-0.0010008+0.016376i,0.012611+0.040565i,0.043033+0.03906i,0.055331-0.0091518i,0.018787-0.045961i,-0.019631-0.02375i,-0.013819+0.0019019i,-0.00036278-0.0098465i,-0.0019282-0.016946i,0.0054847-0.00082366i,0.022882+0.012973i,0.032851+0.012832i,0.028236+0.0059188i,0.019432+0.00029334i,0.021584-0.0081455i,0.031601-0.024086i,0.041422-0.036667i,0.043874-0.035249i,0.033206-0.022852i,0.018958-0.012162i,0.0093613-0.012233i,-0.0011181-0.016211i,-0.011995-0.015052i
0.005125-0.019127i,-0.0042944-0.046916i,-0.038101-0.055007i,-0.068282-0.010711i,-0.044958+0.038295i,0.0033962+0.031298i,0.010625+0.0032142i,-0.009231+0.0016447i,-0.014887+0.0048892i,-0.015048-0.011605i,-0.023535-0.029749i,-0.030045-0.032692i,-0.024761-0.023316i,-0.016165-0.014394i,-0.021173-0.010761i,-0.037759-0.0068361i,-0.050985-0.0056252i,-0.051152-0.0096485i,-0.036794-0.010942i,-0.021028-0.0080924i,-0.015365-0.0022647i,-0.013284+0.0074397i,-0.0081406+0.013053i
-0.011574+0.02041i,-0.0091778+0.052349i,0.026963+0.072643i,0.079544+0.037543i,0.079702-0.026799i,0.028173-0.04814i,0.00024625-0.024337i,0.0071382-0.0030617i,0.0092224+0.007966i,0.0050251+0.024571i,0.0077641+0.037805i,0.01074+0.035679i,0.007055+0.023572i,0.0013618+0.017281i,0.0045217+0.023579i,0.017907+0.033305i,0.025309+0.041151i,0.021805+0.043613i,0.014775+0.033336i,0.0080051+0.018174i,0.0071227+0.0082858i,0.010364+0.00044451i,0.011574-0.0055615i
0.01041-0.022628i,0.01647-0.055691i,-0.015997-0.088046i,-0.084773-0.06854i,-0.11394+0.0009585i,-0.071461+0.044315i,-0.028278+0.028425i,-0.019822+0.0017827i,-0.01196-0.0059187i,0.0095493-0.012326i,0.02302-0.025876i,0.0177-0.030401i,0.0055969-0.019519i,0.003516-0.0098118i,0.009207-0.0142i,0.012117-0.027234i,0.015613-0.038158i,0.01979-0.038056i,0.015762-0.025522i,0.0072247-0.010537i,-2.9184e-05-0.0028805i,-0.0052823-0.00070669i,-0.007507-0.00047308i
-0.017649+0.021616i,-0.032956+0.054678i,-0.0092007+0.10245i,0.068274+0.11649i,0.13113+0.069284i,0.11524+0.013366i,0.060808+0.0019614i,0.02719+0.015246i,0.0096098+0.02032i,-0.012324+0.017757i,-0.029307+0.020781i,-0.026259+0.02382i,-0.010878+0.015479i,-0.005946+0.002035i,-0.016033-0.0011582i,-0.027636+0.0082091i,-0.036699+0.014294i,-0.038653+0.012766i,-0.025508+0.0079621i,-0.0065016+0.0026006i,0.0032909+0.001142i,0.0050987+0.0029526i,0.0041401+0.0053231i
0.024006-0.017127i,0.049992-0.046856i,0.044444-0.10378i,-0.017109-0.14825i,-0.08076-0.13783i,-0.083351-0.087499i,-0.040247-0.04704i,-0.0033076-0.030648i,0.014367-0.021538i,0.024666-0.011687i,0.028944-0.0077443i,0.02316-0.0081258i,0.0096358-0.0035038i,0.0016049+0.0064671i,0.0086942+0.012636i,0.021669+0.013007i,0.030972+0.017316i,0.03248+0.021494i,0.02243+0.013849i,0.0073085+0.0010391i,-0.0021443-0.006844i,-0.0030134-0.0095391i,0.00050154-0.0092045i
-0.025465+0.0050202i,-0.061704+0.030188i,-0.076771+0.08636i,-0.040789+0.14699i,0.012619+0.16105i,0.03509+0.11624i,0.017058+0.053337i,-0.0142+0.014922i,-0.02794-0.00068451i,-0.025987-0.010906i,-0.026478-0.014904i,-0.024326-0.010239i,-0.012486-0.0024896i,-0.0014654-0.00080458i,0.0019289-0.0085707i,0.001303-0.020583i,0.0010206-0.033487i,0.0019594-0.038148i,0.002212-0.025354i,0.0021497-0.0064734i,0.0018324+0.0035863i,-0.001126+0.0043882i,-0.0056756+0.00013061i
