0.000374+0.00034737i,0.00053064+0.00028064i,0.00032336-0.00026226i,-0.00035839-0.0008752i,-0.0011478-0.00064232i,-0.0016052+0.00031269i,-0.00070029+0.0013325i,0.0012198+0.0024655i,0.0022542+0.0023013i,0.0016518+0.0014505i,9.8029e-05+0.00097788i,-0.00014328+0.00059776i,-0.00019662+0.00061173i,-0.0010839+3.8789e-05i,-0.00096602-0.00058426i,-0.00028389-0.00021092i,0.00062632+0.00026582i,0.00061735+0.00052361i,6.2857e-05-7.876e-05i,-0.00039064-0.0013748i,-0.00057138-0.0016627i,-0.00020515-0.00089203i,0.00038184-0.00057849i
-0.0015286+0.00014687i,-0.001023+0.0004711i,-0.00044582+0.00076914i,0.00048553+0.00028159i,0.00064582-0.000472i,0.00096499-0.00029796i,0.00077279+0.00033887i,-6.4858e-05+0.0014677i,-0.00014262+0.0023649i,-0.0001393+0.0016888i,-1.244e-06+0.00086766i,0.00041191+0.00082539i,0.00025536+0.00022932i,-0.00035165-0.00014355i,-0.0010198+0.00020453i,-0.00094357+0.00033967i,-0.0006054+0.0005369i,-0.00062859+0.00016403i,-0.00093304-0.00023211i,-0.0009579+4.3059e-06i,-0.00064919-0.00038448i,-0.0001755-0.0005799i,-0.00036838-0.00023603i
0.0013256+0.00022437i,-0.00067618-4.4057e-05i,-0.00077755-0.00087504i,0.00057711-0.0011419i,0.0012318-0.00011105i,0.0009928+0.00044962i,0.00050689+0.00033907i,0.00028864+0.00098238i,0.00077164+0.0016183i,0.0010904+0.0011872i,0.00069818+0.00069928i,0.00030717+0.00082574i,0.00027551+0.00059823i,0.00021385-0.00057974i,-8.8721e-05-0.00134i,-0.00079794-0.0005269i,-0.00073055+6.108e-05i,-0.00041055+9.878e-05i,-0.00029381+0.00094934i,-0.00029776+0.0010599i,0.00013032+0.00059793i,0.00016858-0.00017801i,-0.00034583-1.3714e-05i
0.00049385-0.0010792i,-8.5982e-05-0.0017228i,0.00066383-0.0023874i,0.00061913-0.0022441i,4.4492e-05-0.0018027i,-5.6834e-05-0.0014665i,-0.00022935-0.00047347i,-0.00012324+0.0012423i,0.00045898+0.0023159i,0.00043421+0.0019209i,-0.00032859+0.00098561i,-0.00081799+0.00022225i,-0.00085458-8.2546e-05i,-0.00034862-0.00012493i,-7.2634e-05-0.0003624i,-0.00058255-0.00041487i,0.00012445+6.8299e-05i,0.00024129+0.0001173i,-0.00041283-0.00037953i,-0.00047817-0.00048335i,-0.00028211-0.00013846i,0.0001253+0.00041225i,0.00060252+6.2467e-05i
0.00054064-0.00019472i,0.00072123+0.00020658i,0.0010522+7.9329e-05i,5.1913e-05-7.7854e-05i,-0.00014367+0.00092284i,0.00052837+0.0016187i,0.00039421+0.0012098i,-8.6687e-05+0.00083186i,-0.00021557+0.00042573i,0.00056868-7.1197e-05i,7.2449e-05+4.8321e-05i,-0.00047186+0.00034826i,0.0003565+0.00046245i,6.2376e-06+0.00052074i,-0.00070724-0.00012302i,-0.00089678-0.0011815i,-0.00039853-0.0011401i,0.0010497-0.00027292i,0.0012195-0.00058541i,0.00048772-0.00090699i,-8.9369e-05-0.00058709i,-0.0005439+0.00030864i,-0.00036857+0.00072736i
-0.00024937-0.00028919i,0.00064582-0.00086873i,0.00073137-0.0010185i,-0.00049725-0.00065792i,-0.00042245-0.00051586i,0.00015835+9.5622e-05i,-9.4573e-05+0.00069021i,-0.00021004+0.0013577i,0.00022959+0.0019014i,-0.0001082+0.0013726i,-0.00048293+0.00045669i,-0.00043765-0.00037158i,-2.6843e-05-0.00069894i,0.00032057-0.00062591i,0.00028441-0.00086167i,6.3364e-05-0.00083283i,-0.0002629-0.00022009i,-0.00044689+0.00056858i,-0.00064484+0.00054065i,-0.0006808+0.00016932i,-0.00071815+0.00050803i,-0.0006376+0.00090919i,-2.224e-05+0.00043112i
-0.00027908-0.00012649i,-0.00036071+0.00046938i,8.0792e-05+0.00056278i,0.00070543+5.6111e-05i,0.00010223+0.00093787i,-0.00029266+0.0014744i,-0.00043321+0.00129i,-0.00023438+0.0020732i,0.00046146+0.002304i,0.00043184+0.0007221i,-0.00018735+3.51e-05i,-0.00031272+0.00030512i,0.00029477-3.0845e-05i,0.00047063-0.00035987i,0.00057795+0.00041707i,0.00066575+0.0011064i,0.00088534+0.00079268i,0.00069934+0.00033285i,0.00010002-0.00013583i,0.00031182-0.00036417i,0.00031645-0.00052881i,0.00014344+2.0814e-05i,0.00062434+0.00085849i
0.0015562-0.00023062i,0.00094663-0.0015785i,0.00095462-0.0023127i,0.001013-0.0024967i,0.0010374-0.0016815i,0.00025886-0.00071038i,-5.2891e-05-0.00010994i,0.00071132+0.00091159i,0.0014676+0.0009619i,0.0007083+0.00037804i,-0.00052709+0.00038022i,-0.00074694-9.9059e-05i,-0.000725-0.00032828i,-0.00022004-0.00018378i,0.0010541-0.00031993i,0.0018161-9.5913e-05i,0.0016726-0.00016863i,0.00095604-0.00052534i,0.00054185-0.00020356i,0.00020934+9.511e-05i,8.5637e-05-0.00016028i,0.00036466+0.0001662i,0.00014678+0.00012854i
3.771e-05+4.1022e-05i,0.00078425-0.00099111i,0.00077555-0.0010123i,-0.00010856-4.5464e-05i,-0.00058959+0.00032271i,-0.00028308+0.00010096i,-0.00023089+0.00082326i,-0.0009004+0.0021942i,-0.00047519+0.0022958i,1.849e-05+0.0012144i,-0.00074918+0.0006857i,-0.00078099+0.0009808i,-0.0004858+0.0007603i,-0.0004633+0.00039425i,0.00020754+0.00020632i,0.00049124-6.0213e-05i,0.00029688-0.00042035i,2.5392e-05-0.00016044i,0.00028206-0.00027392i,0.00046847-0.0010764i,4.6061e-05-0.00088715i,0.00030485-3.5838e-05i,0.00042699+0.0004555i
0.0011603-0.0010678i,0.0011033-0.0016542i,0.00072307-0.0023329i,0.00082175-0.0010509i,0.0008906-0.0003086i,0.00090072+2.7654e-05i,0.00050188+0.00078648i,-0.00014475+0.0020324i,-0.00030666+0.0019327i,-7.8285e-06+0.00094647i,-0.00033815+0.00023266i,-0.00087384-7.7441e-05i,-0.00060414+0.00038983i,-0.00015119+0.00079291i,6.2933e-05+0.00044435i,0.00012072-0.00015492i,-0.00054305-0.0001765i,-0.0003577+0.00021423i,0.00017437+0.00050498i,-0.00021978+0.00016524i,-0.00092848-0.0004572i,-0.00075159-3.8967e-05i,-0.00092048+0.00068191i
-0.00027188+0.001441i,-0.00024311+0.00062191i,2.187e-05+8.1323e-05i,-0.00015645+0.00049058i,-7.7617e-05+0.00078478i,-0.00019804+0.00083007i,-0.0010723+0.00080899i,-0.0013389+0.00175i,-0.00030999+0.0023719i,0.00039191+0.0009238i,-6.3087e-06-0.00038232i,-0.00055335+0.00011202i,-0.00044604+0.0010947i,1.8162e-05+0.00083871i,0.00023203+0.00021788i,0.0003933-0.00036861i,0.00066885-0.00099246i,0.00057399-0.0010835i,0.00088617-0.00080542i,0.00078369-0.00035748i,6.8803e-06-0.00017324i,-0.00013756-0.0005155i,-0.00059158-0.00016853i
0.00085887-0.0013531i,0.001939-0.0014601i,0.0017911-0.00095176i,0.00097731-0.0015188i,0.00083135-0.0020602i,0.0010587-0.0011036i,0.00039983+2.983e-05i,-9.6535e-05+0.00090453i,0.00025551+0.0019486i,0.0004454+0.0020716i,-9.0543e-05+0.0013942i,-0.00060342+0.00053051i,-0.00021919+0.00074722i,5.2538e-05+0.00068464i,9.56e-05-2.3221e-06i,0.0005793-0.00052005i,0.00070412-0.00085384i,0.00083499-0.00055282i,0.00035654-0.00020583i,-0.00062022+0.00019488i,-0.00037094+0.00017182i,0.00043371+1.6382e-06i,0.00037941-0.00030801i
-0.00043957-0.0001149i,0.0001903-0.00013754i,0.00054044+2.1576e-05i,0.00025994+0.00082532i,-0.0003677+0.00099554i,-0.00041864+0.00065834i,9.4135e-05+0.00077698i,-0.00014186+0.0019187i,0.00018407+0.0020257i,3.2747e-05+0.00046916i,-0.00081443-0.0003078i,-0.00069631+0.00062938i,0.00026058+0.00078184i,0.00065041+3.5211e-06i,0.00055726-0.00038421i,0.00027686-0.00060979i,0.0001424-0.00031706i,-0.00029793-2.7403e-05i,-0.00017815+1.1047e-05i,0.0001533+0.00015607i,-0.00012755-0.00020099i,-0.00022246+0.00031805i,-0.00015824+0.00046551i
0.00060337-0.0010606i,0.0014726-0.00077801i,0.0011963-0.0010511i,0.00015062-0.0011166i,-9.1558e-05-0.00047391i,-0.00020691+0.00037388i,-0.0006495+0.00079949i,-0.00063381+0.0015538i,0.00029169+0.0023161i,0.0010153+0.0020739i,0.00057208+0.0012989i,-0.0001961+0.00052216i,-0.00059354+0.00011016i,-0.00035778-0.00055825i,-0.00026593-0.0013386i,-6.9873e-05-0.0012062i,0.00030499-0.00074544i,0.00045595-0.00015065i,0.00095111+0.00060998i,0.0012514+0.00066813i,0.00042195+0.00015791i,-0.00042521-0.00061301i,-0.00041473-0.0007247i
0.00039953+0.0003609i,0.00035872+0.00059382i,0.0004743+0.00011702i,0.0011632-0.00081664i,0.0013618-0.00057512i,0.001454+0.0003733i,0.0007711+0.0011277i,-0.00045575+0.0016161i,1.2173e-05+0.001247i,0.0010022+0.001292i,0.00052777+0.0010684i,-7.9713e-06+0.00037576i,0.00065424+0.00046822i,0.00092108-0.00013355i,0.00072816-0.00090227i,0.00054051-0.00053116i,0.0012948-0.00020487i,0.0017409+0.00014044i,0.00051255+0.00010206i,-0.00015099-7.7588e-05i,0.00018827-1.5637e-05i,0.00086916+3.3735e-05i,0.00061435-0.0001951i
0.00016179+0.000507i,2.129e-05+0.00051154i,0.00054912-6.9373e-05i,0.00066442-0.00068366i,0.0004229-0.0011864i,0.00034746-0.00066664i,-1.3589e-05+0.00084819i,-0.00050872+0.002149i,-0.00028807+0.0019864i,-0.00029253+0.0011714i,-0.0010338+0.00056489i,-0.00072225+0.00088947i,-6.8153e-05+0.0011482i,0.00011814+0.00077375i,-0.000108+0.00083285i,-0.00017616+0.00029469i,-0.00017504-0.00060103i,-0.0001244-3.1637e-05i,-9.5599e-05+0.00054073i,-0.00022316-0.00048726i,-0.00020016-0.0012554i,0.00054937-0.00092365i,0.00055649-0.00038396i
0.00047249+0.0001589i,0.0011405-0.00043541i,0.00034153-0.0011167i,-0.0001445-0.00064875i,5.5333e-05-0.00039862i,1.4786e-05-0.00023605i,-0.00028732+0.00079419i,-0.00059017+0.0012707i,-0.00044075+0.0014036i,-0.00012906+0.0011549i,-8.4849e-05+0.00097492i,-0.00056338+0.0012932i,-0.00065992+0.00042402i,-0.00018038-0.00072544i,-0.00013031-0.00057155i,-0.00030544-0.00019928i,-0.00025488-0.00064119i,0.00026466-0.00093702i,0.0002345-0.00044781i,-0.00069807+0.00010445i,-0.00078588+0.00027686i,0.00014765+0.00081772i,0.000181+0.0011322i
0.00020884+0.00052035i,-0.00082464+0.00055418i,8.6592e-05+0.0003163i,0.0011993+0.00015236i,0.00077487+0.00038095i,4.8516e-05-0.00037418i,-5.3798e-05-0.00048629i,0.0002929+0.00065629i,0.0007617+0.0014101i,0.00073177+0.0011239i,0.00035052+0.00062438i,0.00051414+0.00092713i,0.0013168+0.00087106i,0.00053723+0.00052441i,-0.00033756-1.4233e-05i,-5.7152e-05-0.00064994i,-0.00030986-0.00059251i,-0.0007501-0.00051355i,-0.00025602-0.00070112i,0.00036667-0.00043679i,-0.00017931+0.00033639i,-0.00046534+0.0004849i,0.00031878+0.00026968i
-6.1058e-05-0.00064217i,0.00047062-0.00068459i,-0.00010804-0.00098102i,0.00053374-0.00038904i,0.00047061+0.00053199i,0.00039166+0.00069521i,0.00046889+0.0012752i,-0.00036882+0.0021035i,-0.00039551+0.0024611i,-0.00067898+0.0019037i,-0.00028505+0.0010786i,0.00029263+0.0012059i,-0.00011059+0.0012642i,0.00036981+7.8186e-05i,7.2959e-05-0.00054815i,-0.00045873-0.00029267i,-0.00021316-0.00047021i,-0.00023203-0.00050962i,-0.00042303-0.00017111i,0.00024478+0.00015314i,0.0005041+0.00051594i,-0.00017651+0.00061841i,-0.00032424+0.00066645i
-0.00039416-0.00030911i,-0.00048007-0.00065688i,-0.00039647-0.00064561i,0.00019977-0.00057712i,0.00040714-0.00041224i,0.00024491+7.1658e-05i,-0.00089815+0.00058536i,-0.0011167+0.0018347i,0.00042265+0.0024117i,0.00077276+0.0013176i,-0.00061655+0.00046285i,-0.00095208+0.00013985i,0.00048282-6.7074e-05i,0.0010235+0.0002691i,0.00082814+0.00042204i,0.00091506-0.00010457i,0.00015843-0.00081445i,-0.00038169-0.00080381i,-0.00038976-0.00041429i,-0.00011823-0.00010677i,-0.00011791+3.261e-05i,-0.0005422+0.0001162i,-0.00086239-0.00024468i
0.00087372-0.00044055i,0.00096355-0.00089955i,0.0018541-0.00079281i,0.0027697-0.00029561i,0.0017902-0.00047881i,0.00044104-0.00024273i,0.00053434+0.00065837i,0.00035301+0.0011075i,-0.00019929+0.0015019i,-0.00032402+0.0012677i,-0.00082513+0.0013645i,-0.0010393+0.00070046i,-0.00042645+5.7318e-05i,0.00023015+0.00025697i,0.00070996-4.1934e-05i,0.00093947-0.0001577i,0.00079692+0.00064461i,0.0007466+0.0011817i,0.00020575+0.0010739i,-0.00066863+0.0011072i,-0.00094004+0.00014471i,-0.00019287-0.00077227i,0.00071696-0.0012303i
-0.0017339-0.00075434i,-0.0010567-0.0008651i,-0.0014208-0.00013113i,-0.0014971-0.00058957i,-0.0010175-0.00037537i,-0.00018634+0.00025178i,-4.9991e-05-0.00015465i,-0.00085931+0.00051304i,-0.0011779+0.0014446i,-0.00038247+0.0016163i,0.00023504+0.0014123i,6.9183e-05+0.00078188i,-0.00058771+9.5499e-05i,-0.00047066-0.00096684i,6.2511e-05-0.0014567i,0.00027953-0.0012724i,0.0010261-0.00060836i,0.0011633-0.00031689i,0.00049658-0.00036182i,-8.1344e-06-0.00047523i,0.0003363-0.00058387i,5.774e-06-0.00019616i,-0.00038819+0.00041117i
-0.00050148-0.00052455i,0.00028776-0.0013101i,0.0010185-0.001387i,0.0013734-0.00074931i,0.0014009-0.00046392i,0.0017145-0.00050794i,0.00096508+7.8509e-05i,-0.00013218+0.00055519i,-3.459e-05+0.00091494i,0.00058186+0.00077387i,0.00042528+0.00092942i,-0.00072804+0.0011517i,-0.00088612+1.8015e-05i,-9.6243e-05-0.00043355i,0.00010542+0.00015804i,-0.0005588+0.00010388i,-0.00043666-0.00026822i,0.00022778+0.00018147i,0.00023382+0.00012964i,0.00053583+0.00029031i,0.00094503+0.0011381i,0.00080334+0.00077354i,0.00089182-0.00015516i
-0.00083447-0.0015253i,0.00060521-0.00065806i,-0.00017208+0.00021537i,-0.00056169-0.00014436i,0.00055732+0.00034426i,0.00070274+0.0015365i,-0.00010614+0.0011273i,-0.00051701+0.0010328i,-0.00011329+0.0013382i,9.5068e-05+0.0015206i,0.00019866+0.00080568i,-0.00029473+0.00035225i,-0.00056773+0.00037148i,0.00024999-0.00030088i,0.00046492-0.00089444i,0.00088315-0.00091488i,0.0011088-0.00059124i,0.00062011+0.00010694i,0.00076141+0.00055357i,0.0012015+0.00060244i,0.00072769+9.5936e-05i,-1.0824e-05-0.00068133i,-0.00041931-0.00053654i
0.00033966+0.0012024i,0.00058277+0.00032816i,0.0016208-0.0005205i,0.0017503-0.00058408i,0.0013479-2.5679e-05i,0.00028858+0.00044291i,-0.00040602+0.00036258i,-0.00054238+0.0015082i,-0.00017692+0.0019468i,0.0005486+0.00077264i,0.00023673+0.00063629i,-1.7573e-06+0.00062142i,-0.00010415+0.00029743i,2.1223e-06-0.0001124i,0.00043282-0.00052404i,0.00024112-7.1389e-05i,-0.0004034+0.00010706i,-0.00027129+0.00016773i,0.00022513-0.00020607i,-4.7301e-05-0.00081155i,4.9566e-05-9.2717e-05i,0.00013388+0.00049413i,0.00030798-0.00019926i
-0.00051547-0.00096767i,-0.00081891-0.0012503i,-0.00061049-0.0017286i,-0.00022917-0.0018502i,2.0887e-05-0.00091194i,7.0615e-05-4.6206e-05i,-0.00035749+0.00012984i,-0.00033631+0.0009337i,-0.00051153+0.0016022i,-0.00077171+0.0007945i,-0.00022476+8.841e-05i,0.00032733+0.00045011i,0.00048183+0.00087342i,0.00049065-3.9185e-05i,0.00020529-0.00071308i,-0.00010535-0.00083586i,5.8853e-05-0.0008868i,0.00039771+0.00010428i,0.00057171+0.00063444i,0.00031977+0.00018265i,0.00045519-0.00026003i,0.0006101+0.00024488i,0.00015966+0.00068579i
-0.0006416+0.00068475i,-0.00076118-0.00083352i,-0.00017994-0.00035742i,0.00098453-0.00046567i,0.0012317-0.0004698i,0.00059343-3.0592e-05i,-0.00028259-0.00032584i,0.00019315+0.00066611i,0.00083292+0.0019891i,0.00045089+0.001591i,0.00018099+0.00033439i,0.00015179-9.5647e-05i,-0.00059444-0.00020476i,-0.00083248-0.00016945i,9.1481e-05-0.00053361i,0.00050623-0.00078496i,0.00034875-5.4234e-05i,0.00056046+0.0006549i,0.00055379-0.00012499i,-0.00025628-0.00089716i,-0.00088722-0.00057787i,-0.00052521-0.00061311i,-9.0398e-05-0.0012209i
-0.00078923+0.0018436i,-0.00051947+0.00074118i,-0.00047958-0.00070863i,0.00011008-0.0014612i,0.00064712-0.0013626i,0.00048586-0.00073863i,-8.3275e-05+0.000239i,-0.00035649+0.0015393i,-0.0004311+0.0023613i,-0.00065701+0.0015251i,-0.00049293+0.00060987i,-4.2548e-05+0.00068419i,-0.00041223+0.0010106i,-0.0011156+0.00086107i,-0.00098165+0.00029726i,-0.00021032-0.00027206i,0.00064765-0.00022347i,0.0012538+0.0001618i,0.0008892-1.8079e-05i,0.00031492-0.00010809i,0.0010109-0.00029867i,0.001419-0.00026834i,0.00071284+0.00051212i
-0.00052402-0.00057528i,0.0013649-0.00073111i,0.0012432-0.0015598i,0.00043738-0.001434i,0.00017367+0.00015248i,-0.00048084+0.0007396i,-0.001175+0.00025166i,-0.00092083+0.0015624i,-0.00068003+0.0029478i,-0.00089683+0.002014i,-0.00031261+0.00038876i,-0.0001855-9.9096e-05i,-0.00051221-9.9181e-05i,-0.0001552-0.00021824i,-0.0005844-0.00018363i,-0.00065764-0.00056469i,-0.00027121-0.0006207i,-3.7117e-06-0.00056264i,0.00039285-0.00080123i,0.00028631-0.00097005i,-0.00036287-0.00095166i,-0.00010795-0.00033131i,-0.00019981+0.00074596i
0.00042651+0.00093003i,-6.2648e-05+0.00102i,-0.00013786+0.00031374i,0.00065741-0.00055728i,0.00084677-0.00085519i,-0.00013112-1.1482e-06i,-0.00075327+0.00071776i,-0.00089713+0.0023808i,0.00015128+0.0028329i,0.0009678+0.0016739i,7.863e-05+0.0003783i,-0.0014732-0.00020029i,-0.0014051-0.00022254i,-0.00024663-0.00050037i,2.4251e-05-0.0011206i,0.00027938-0.00084229i,0.00048381-9.7042e-06i,8.4123e-05-0.00017105i,-8.2313e-05-0.00015742i,0.00039273+0.00021404i,-1.0741e-05+0.00028916i,-0.00055734+0.00038709i,-0.00010099-0.00015279i
-0.00058449-0.00056967i,-0.00049884-0.0018254i,-0.00010953-0.0024048i,-0.00035023-0.0021273i,-0.00049659-0.001644i,0.0003563-0.00081144i,-5.2417e-05-0.00014228i,-0.0011424+0.00075637i,-0.00045721+0.0015228i,0.0010725+0.00047654i,0.00094442-0.0001512i,0.0002633+0.00048009i,0.00010008+9.3576e-05i,-0.00056364-0.00061023i,-0.00077835-0.0011214i,-0.00010626-0.00070348i,1.5654e-05+0.00057355i,0.0001965+0.0012632i,0.00032305+0.0012099i,-9.9816e-05+0.00070199i,-0.0001429+0.00021097i,-0.00040802-6.2462e-06i,-0.00021809+0.00020148i
2.3744e-05-0.00030199i,0.0017263+9.7246e-06i,0.0016652+6.1069e-05i,0.00043061+0.00050397i,0.00038506+0.00064776i,0.0010945+0.0014746i,0.0010058+0.0016008i,-6.4461e-05+0.0011389i,-0.00084127+0.0015427i,-0.00085377+0.0021857i,-0.00052504+0.0020297i,0.00040979+0.0013124i,-7.9518e-05+0.00070965i,-0.0010003+0.00048258i,-0.00054377+0.00031657i,0.00023634+5.4398e-05i,0.00034618-0.00042213i,-8.2911e-06-0.00055475i,-0.00063109-0.00034905i,-0.00023142-0.00051297i,0.00021899-0.00028242i,0.0001934+8.7274e-05i,5.2874e-06+0.00036118i
0.00040127-0.00092788i,-0.00052431-0.00047488i,-0.00078558-0.0018008i,-9.2106e-05-0.0029631i,7.4899e-05-0.0025438i,-0.00032745-0.0010201i,-0.00062001+0.0011218i,-0.00039882+0.002019i,0.00021438+0.0013792i,0.00025693+4.069e-05i,-0.00049138-0.00074117i,-0.00063408-0.00038675i,0.00043957+0.00012954i,0.00069949-0.00013142i,-0.0004368-0.00095328i,-0.00039762-0.001324i,0.00069513-0.0012564i,0.0010606-0.00077754i,0.00078019-0.00034826i,-0.00030691-0.0004222i,-0.0010873-3.8835e-05i,-0.0005915+0.00050747i,0.0005725-4.2903e-06i
0.0003374-0.00031659i,0.0019721-0.00022468i,0.003359-0.00051861i,0.0024439-0.00085994i,0.0015571-0.00030857i,0.00076851+0.00029137i,-0.00029482+0.00096824i,-0.00049993+0.0017063i,3.7074e-05+0.0022446i,-9.0116e-05+0.0017372i,-0.00063206+0.00023069i,-0.00059903-9.6788e-05i,0.00025266+0.00029395i,0.00046548-0.00014173i,-4.9875e-05-0.00028318i,-0.00055875+0.00035861i,9.5266e-05+0.00046018i,0.00062776-0.00015033i,0.00036032-6.3235e-05i,-3.1124e-05+0.00049689i,-0.00020291-6.3273e-05i,0.00046344+0.00020993i,0.00099461+0.00054686i
-0.00038589-6.9199e-06i,-0.00078114+0.0004154i,-0.0014865+0.00060754i,-0.0016714+0.00084663i,-0.0012322+0.00099403i,-0.00063703+0.00047919i,-0.00017278-4.0013e-05i,-0.00026275+0.00081i,-0.00046271+0.0010475i,0.00022779+0.00049785i,0.0011167-0.0001201i,0.00063566-0.00030122i,2.8572e-05-0.00012815i,-0.00037016-0.00011487i,-0.00051798-1.1544e-05i,-8.5064e-05-0.00013718i,-0.0001904-0.0001299i,-0.00063391-0.00055411i,-0.00046806-0.0011177i,-0.00043418-0.00097365i,-0.0002312-0.00062652i,-0.00018146-0.00080485i,-5.8267e-06-0.00063295i
0.00069519+0.00091381i,0.0012169-0.00032024i,0.0015285-0.00055597i,0.0016434-8.3338e-06i,0.0011064+7.2331e-05i,0.0010097-0.00059293i,0.00043364-0.00010369i,7.6264e-05+0.0014037i,0.00067278+0.0021672i,0.00060719+0.0014689i,-0.00021222+0.00027626i,-0.0010494+0.00015508i,-0.00096817+0.00019112i,-0.00025361+6.9287e-05i,5.6294e-05+0.00029381i,0.0013078+0.0006337i,0.0014414+0.00079119i,0.00080896-8.0212e-05i,0.00072793-0.00026445i,0.00046256-0.00022347i,0.00034971-0.00038113i,0.000263-0.0002517i,0.00024216-0.00039015i
0.00026107-0.0013011i,0.00051771-0.0015074i,-0.0001436-0.0019749i,-0.00054534-0.0014747i,-0.0008816-8.948e-05i,-0.00055808+6.4993e-07i,0.00070736-0.00029991i,-1.3046e-05+0.00063696i,-0.0016417+0.0015957i,-0.0012535+0.00096321i,-0.00030714+0.00044987i,-6.0133e-07+0.00061045i,-7.3771e-05+7.3073e-05i,0.00027686-0.00094725i,0.00035285-0.00099575i,0.00014926-0.001287i,0.00017721-0.0019105i,0.00035458-0.0010603i,0.00066515+0.00033328i,0.00044149+0.00038606i,1.9699e-05-0.00039922i,0.00033623-0.00042705i,0.00067058+0.0005289i
0.0014783+3.0868e-05i,0.00087568-0.00019656i,0.00071305-0.00027553i,0.00043749+0.00042498i,0.0002094+0.0007846i,5.6937e-06+0.00067153i,-0.00071428+0.0015733i,-0.00066963+0.002637i,-2.1897e-05+0.0021802i,0.00028777+0.00012136i,-0.00039632-0.00048617i,-0.00061903+0.00031725i,0.00016014+0.0010609i,-0.00014054+0.00065486i,-0.00073441-0.00010089i,-0.00032455+4.2132e-05i,8.4043e-05+0.00017464i,0.00058486-0.0004623i,0.00091075+0.00012339i,0.00020907+0.00065208i,-0.00017347+0.00022646i,9.0111e-05+0.00071834i,-0.00017217+0.00063152i
-0.00075792+0.001343i,-7.3594e-05+0.0014067i,0.0010998+0.0011336i,0.0016313+5.6683e-05i,0.0013981-0.00105i,0.0015954-0.00024038i,0.00037634+0.00044569i,-0.0011622+0.00076898i,6.9831e-05+0.00071159i,0.0009713-0.00018026i,0.00050541-0.00043015i,0.00022438+1.3717e-05i,0.00040448-0.00016634i,0.00037695-0.00064362i,0.00077134-0.00072546i,0.00087477-0.00017075i,0.00027958+8.7453e-05i,-4.3e-05-0.00019723i,0.00053735-0.00063464i,0.0010015-0.0011146i,0.00063909-0.00056284i,0.00021784-0.00032642i,0.00039926-0.00046098i
0.0010409+0.00079994i,0.0008192-0.00066966i,0.00087633-0.0010913i,0.0011097-0.00091608i,0.00014968-0.00096079i,-0.0013523-0.00052597i,-0.0017633+0.00010158i,-0.0018495+0.0015918i,-0.00035342+0.0030388i,0.00073376+0.0018523i,0.00060819-0.00028843i,9.8456e-05-0.0004181i,0.00024576-0.00047709i,0.00064454-0.00075033i,0.00048451-0.00021429i,0.00014876-0.00012629i,-0.00020759-4.2533e-05i,9.6765e-05-0.00031524i,0.00035272-0.00055647i,0.000209-0.00014318i,-0.00023915+0.00062624i,-0.00029635+0.0004442i,-0.00039806-0.00046693i
0.00035254-0.00013601i,-0.00044444+0.00062162i,-0.00048502+0.00096569i,6.8591e-06+0.0011948i,0.00067375+0.0017312i,0.00092981+0.0018974i,0.00050564+0.0011161i,4.8289e-05+0.0017295i,0.00026974+0.0030283i,3.0373e-05+0.0021575i,-0.00053364+0.0004196i,-0.0004046-0.00032163i,-3.1232e-05-0.0004638i,0.00031005-0.00075448i,0.0005222-0.00012526i,0.0006807+0.0005494i,0.00021713+9.8766e-05i,-0.00025328+1.1138e-05i,0.00053948+0.00032086i,0.0010887+5.2272e-05i,0.0007718-0.00023524i,0.00049855-0.00073321i,0.00045621-0.00091818i
0.0022587-0.00068015i,0.0019957-0.0014063i,0.0011966-0.0021542i,0.00088147-0.0019792i,0.00021148-0.0013736i,-0.00055829-6.8805e-05i,-0.00021763+0.00072998i,-8.8887e-05+0.0013266i,1.7266e-05+0.0015079i,0.00075777+0.00012181i,0.00066577-0.00055264i,-0.00043939-0.00010369i,-0.00077213-0.00020274i,0.00034082-0.00066527i,0.00058245-0.00058944i,0.00049519-0.00070975i,0.00034814-0.00087029i,0.00033846-0.00046936i,0.00073234-0.00019519i,0.00057526-0.00024314i,0.00042668+0.00011083i,0.00056563+0.00032543i,0.00030837+0.0002683i
0.0002434-0.00086124i,0.0017036-5.6326e-05i,0.00054629-3.4673e-05i,-0.00016401-0.00081607i,0.0013269-0.0002539i,0.0017047+0.00051075i,3.7328e-05-4.4009e-05i,-0.00083589+0.0008337i,-0.00083048+0.0017498i,-0.00078688+0.0012472i,-0.00063067+0.0013845i,-0.00046106+0.001075i,-0.00032708+0.00012306i,0.00015153-0.00057497i,0.00028283-0.00065151i,0.00011751+5.6746e-05i,0.00056292+0.00046503i,0.00042087+0.00052897i,-0.00047393-0.00019065i,-0.00017721-0.0011386i,0.00011032-0.00077498i,-0.00021757+0.00026115i,-0.00011578+0.00076538i
