-0.00065458-0.00019655i,-3.9349e-05-0.0016443i,5.2883e-05-0.0012668i,7.7087e-05-0.0004311i,-0.00033742+0.00058574i,0.00010424+0.00078708i,0.0011449+0.00018034i,0.0019633+0.00049512i,0.0017676+9.2272e-05i,0.00049174-0.00025701i,-0.0003177-0.00012727i,0.00030714-0.00084165i,0.00029526-0.0012876i,-0.00031713-0.00040229i,-0.00056876+0.00074581i,-0.0001259+0.00030228i,0.00036358-0.0003846i,0.00065063-4.4201e-05i,0.00078033-0.00030835i,0.00014363-0.00061239i,-0.00044799-0.00028357i,-0.0002443-0.0001417i,-0.00010985-0.0003315i
-0.00069469-0.003901i,0.00018092-0.0092396i,0.0088106-0.015832i,0.019718-0.010185i,0.01575+0.008274i,-0.00032274+0.015438i,-0.0072941+0.00521i,-0.0021937-0.0056488i,0.0036294-0.0093382i,0.0050525-0.0079405i,0.0040215-0.0046873i,0.0027413-0.0019377i,0.0030011-0.0005436i,0.0039482-0.00066576i,0.0034261-0.002253i,0.0025046-0.0033001i,0.0012304-0.0046573i,-0.00071347-0.0049123i,-0.002121-0.002237i,-0.0029963+0.0013141i,-0.0047955+0.0023504i,-0.0050445+0.0014145i,-0.0034922+0.00093148i
-0.0024113+0.0029883i,-0.0034457+0.0083985i,-0.010938+0.015395i,-0.01851+0.010768i,-0.012767-0.0075989i,0.0050975-0.016919i,0.016488-0.010954i,0.015392-0.0050773i,0.012155-0.0023599i,0.011561+0.00027526i,0.0096933+0.00060753i,0.003474-0.0010403i,-0.0027213-0.0017466i,-0.0040161-0.00084764i,-0.0031254+0.00060103i,-0.0027379+0.0016714i,-0.0013217+0.0027747i,-5.564e-05+0.0041107i,0.00090464+0.0031242i,0.0040035-0.00031422i,0.0063637-0.0024941i,0.0059645-0.0019178i,0.0041379-0.00038222i
-0.00013353-0.0024976i,0.00017526-0.0085747i,0.0062413-0.014548i,0.01474-0.0089894i,0.012116+0.0062307i,6.1479e-05+0.012647i,-0.0054911+0.0070695i,-0.0028086+0.0010239i,0.00038028+0.0016552i,0.0019547+0.0059497i,0.0038082+0.0064985i,0.0043829+0.0028404i,0.0032345+0.0018149i,0.0029933+0.0025093i,0.0037965+0.0013424i,0.004288-0.00056692i,0.0028466-0.0021068i,0.00057597-0.0029892i,-0.0013132-0.0020624i,-0.0028644-0.00046534i,-0.0036656-0.00076049i,-0.0040911-0.0022167i,-0.0037583-0.0031306i
0.00094707+0.00087734i,0.0002035+0.0065601i,-0.0046843+0.012552i,-0.010051+0.0095194i,-0.0058558-0.001491i,0.0055457-0.0057511i,0.010577-0.0025917i,0.007041-0.0012208i,0.0014429+0.0011324i,-0.0012416+0.0070899i,-0.00060679+0.0088609i,-0.00034017+0.0038101i,-0.0029642-0.0010503i,-0.0051944-0.0019781i,-0.0051018-0.0010866i,-0.0038319-0.00013203i,-0.0024151+0.0021204i,-0.0018572+0.0037518i,0.00013031+0.0036255i,0.0035229+0.0031889i,0.0055676+0.002747i,0.0050088+0.0029149i,0.0035053+0.0032294i
0.00054841-0.0024751i,-0.00045905-0.0055187i,0.0027252-0.011216i,0.007532-0.0085107i,0.0039928+0.0020602i,-0.0056464+0.0064159i,-0.0086887+0.00079426i,-0.0063509-0.0052968i,-0.0070081-0.0056852i,-0.010122-0.0015152i,-0.00852+0.0027207i,-0.002569+0.0036713i,0.00056728+0.0027726i,0.0017189+0.003099i,0.0031025+0.0044329i,0.0029043+0.0035208i,0.0015366+0.00087782i,0.00023973-0.0018329i,-0.001604-0.0030085i,-0.0040453-0.0022165i,-0.0046731-0.0022053i,-0.0026499-0.0030488i,-0.00046415-0.0032862i
0.0033201+0.0015748i,0.0019608+0.0051528i,-0.0016807+0.010114i,-0.0073323+0.0075852i,-0.0049563-0.0017325i,0.004614-0.0051413i,0.0089704-0.0035041i,0.0065989-0.0040015i,0.0010056-0.0078252i,-0.0051012-0.0091013i,-0.0075409-0.0054883i,-0.0054124-0.0032604i,-0.0034513-0.0036624i,-0.0033528-0.003151i,-0.0042471-0.0021631i,-0.0049304-0.0020501i,-0.0047164-0.00071621i,-0.0031788+0.0018585i,-0.00035505+0.0032951i,0.0024794+0.0028359i,0.0035258+0.0023644i,0.0017059+0.0028711i,-0.00085287+0.0038182i
-0.0017709-0.0013973i,-0.0028286-0.0038176i,-6.2583e-05-0.007785i,0.0051914-0.0057364i,0.0042745+0.0016761i,-0.0013226+0.0030924i,-0.001664-0.0012253i,0.00095245-0.0062335i,6.5067e-05-0.010443i,-0.0025759-0.011367i,-0.0022634-0.0090405i,0.00032253-0.0044611i,0.0014259-0.00070339i,0.00081071+0.00083251i,0.00073963+0.0015026i,0.0017638+0.0014446i,0.0019995+0.00022336i,0.0012507-0.0012033i,0.00043037-0.00248i,-0.0021647-0.0031317i,-0.0040521-0.0036858i,-0.0030043-0.003859i,-0.00077947-0.0030086i
-0.00043946+0.0010877i,0.0004298+0.0036735i,-0.0018875+0.0078934i,-0.0053586+0.0076089i,-0.0026132+0.001475i,0.0046816-0.0019026i,0.0075712-0.0015658i,0.0073817-0.0025161i,0.0072295-0.005755i,0.0070948-0.0068928i,0.0061793-0.0061426i,0.0032354-0.0052123i,0.0015095-0.0043162i,0.0018271-0.0043194i,0.00092248-0.0043065i,-0.00096473-0.0027445i,-0.0029207-0.0011525i,-0.0039177+1.4633e-05i,-0.0029018+0.0005286i,0.00014511+0.0016251i,0.001536+0.0030811i,-0.00022771+0.003698i,-0.0023804+0.0029256i
-0.001347+0.00062948i,-0.0037399-0.002792i,-0.0014116-0.00629i,0.0041939-0.0058352i,0.0029247-0.00013551i,-0.0020317+0.002247i,-0.0029542+1.743e-05i,-4.6742e-05-0.0021001i,0.0029503-0.0018397i,0.0062205-6.8877e-05i,0.0093848+0.00025211i,0.0072009-0.00013854i,0.0028002+0.00070852i,0.0012424+0.0018269i,0.0020172+0.0022718i,0.0027974+0.0025007i,0.0027291+0.001718i,0.0027215-0.00071438i,0.0014858-0.0023388i,-0.00041702-0.0028588i,-0.0010658-0.0035293i,0.00012476-0.0034245i,0.0020953-0.0028189i
0.0035343-4.4821e-05i,0.0030984+0.0028061i,0.00049509+0.0066606i,-0.0035253+0.006877i,-0.0040118+0.0014991i,6.8073e-05-0.0010043i,0.0036403-0.00072229i,0.0038424-0.0012593i,0.0028114-0.00011328i,0.0029975+0.0039293i,0.0039028+0.0059143i,0.0033984+0.0034454i,0.0016592+0.0016936i,0.0010581+0.0017027i,3.6285e-05-0.00018872i,-0.0020279-0.0024091i,-0.0025518-0.0018687i,-0.0014187-9.7942e-05i,-0.00041494+0.0016888i,0.0013882+0.0031374i,0.002734+0.0036192i,0.00067636+0.0032542i,-0.0012937+0.0023978i
-0.0038178-0.0010558i,-0.0028956-0.0032683i,-0.0018164-0.0058245i,0.0012844-0.0046123i,0.0018088-0.0003856i,-0.0012147+0.00044246i,-0.0025344-0.003241i,-0.0019124-0.0066787i,-0.0027873-0.0049877i,-0.0039671+0.00090355i,-0.0024697+0.005195i,-0.00092959+0.0049979i,-0.0014833+0.0033364i,-0.0016983+0.003242i,-0.0006181+0.0034429i,0.00040115+0.0029361i,0.00095397+0.0019266i,0.0012857+0.0012554i,0.00019662+0.0005416i,-0.00093901-0.0024775i,-0.00036881-0.0055189i,0.0019714-0.0052543i,0.0033403-0.0035943i
0.00037902+0.00083148i,0.0014273+0.0028894i,0.00042115+0.0063243i,-0.0021549+0.0065012i,-0.002102+0.0021044i,0.0028336-0.0023076i,0.006135-0.0047739i,0.0040389-0.006608i,-0.0011328-0.0065447i,-0.0057219-0.0027497i,-0.0063511+0.0013966i,-0.0034264+0.0020649i,-0.0013732+0.00091741i,-0.0013304+0.0003199i,-0.0018462-0.00087168i,-0.0025642-0.0031012i,-0.0014291-0.0028143i,6.9935e-05-0.0012032i,0.00010342+0.0010642i,-0.00038837+0.005i,-0.00060932+0.0070166i,-0.002215+0.005004i,-0.0039231+0.0026348i
-0.00038187-0.00021828i,-0.0019465-0.0010783i,-0.0016034-0.003703i,0.00050309-0.0042716i,0.00053811-0.0026087i,-0.00071549-0.0021011i,0.00064767-0.0036703i,0.0026646-0.0064792i,0.002328-0.0087347i,-0.00062993-0.0072695i,-0.0026804-0.0041758i,-0.0022677-0.0026101i,-0.0025466-0.001558i,-0.0034554+9.6637e-05i,-0.0020435+0.0023309i,0.00037172+0.0033643i,0.00038401+0.0037569i,-0.00025846+0.0030522i,0.0001603+0.00070378i,0.00088304-0.0026519i,0.0024728-0.0052458i,0.0041182-0.0038172i,0.0044303-0.00053048i
0.00087172-0.0007625i,0.0011888+0.0011179i,0.00073248+0.002693i,-0.0015643+0.0036096i,0.00025+0.00209i,0.0051732+0.00081227i,0.0077763+0.00026098i,0.0073715-0.0029386i,0.0063471-0.0065495i,0.0042342-0.0071776i,0.0016555-0.0048837i,0.0011217-0.0030712i,0.0016304-0.0031794i,0.0015582-0.0028008i,0.00048587-0.0023917i,-0.00060096-0.0028545i,-0.0010156-0.0028147i,-0.0017464-0.0019187i,-0.0018054+0.0007901i,-0.0024773+0.0037466i,-0.0046103+0.0039753i,-0.006009+0.0012752i,-0.0065648-0.0010368i
-0.0014364-0.00026666i,-0.001966-0.0018764i,-0.00090126-0.0026223i,0.00079293-0.0031994i,0.00076213-0.0010744i,-0.00036547+0.00057654i,-0.00025436-1.6673e-05i,0.0026706-0.0015827i,0.0047915-0.0028811i,0.0048169-0.0018243i,0.0046962-0.00042595i,0.0028159-0.00048011i,-0.0003121-0.00089212i,-0.0020283-0.0004326i,-0.0017095+0.00147i,-0.00088193+0.0031i,-0.0011383+0.0030457i,-0.0017584+0.0015995i,-0.00077757-8.1223e-05i,0.0030739-0.0023207i,0.007266-0.0038068i,0.0076418-0.0019667i,0.005185+0.0012264i
-0.00014796+9.699e-05i,0.00045764+0.0019449i,-0.00080398+0.0045991i,-0.0027714+0.0062577i,-0.0025507+0.0054749i,0.0006633+0.0042759i,0.0029545+0.0031108i,0.0026267+0.00095069i,0.0019576+0.00022425i,0.0017169+0.0019244i,0.0024992+0.0023253i,0.0030226+0.00062795i,0.0030606+6.3978e-05i,0.0034578-0.00030623i,0.0021118-0.0016511i,9.2848e-05-0.0027593i,-0.00020731-0.0027785i,0.0001423-0.0015821i,-0.0010649-0.00036064i,-0.0040798+0.00064122i,-0.006585+0.00042442i,-0.0059511-0.0021854i,-0.003612-0.0050647i
-0.0019045-0.0016193i,-0.0018128-0.0021913i,-0.00091133-0.0029939i,0.0011599-0.0025146i,0.001283-0.0014618i,-0.00069101-0.0025683i,-0.0016556-0.0045426i,-0.0011856-0.005418i,-0.0015945-0.0031113i,-0.0026113+0.0013049i,-0.0014196+0.003494i,-0.00038385+0.0017474i,-0.0014122-0.00038527i,-0.0022157-0.00070616i,-0.0017606-0.0001078i,-0.0011242+0.00085692i,-0.001904+0.0010596i,-0.0021994+0.00067321i,0.00011703+9.391e-05i,0.0046004+0.00051237i,0.0080639+0.0019374i,0.0067986+0.0037086i,0.0024079+0.0051985i
-0.00093674+0.0012982i,-0.00065393+0.0016432i,-0.001524+0.003883i,-0.0017671+0.0043543i,-0.00031075+0.002049i,0.0013286+0.00042306i,0.0024063-0.001246i,0.0010334-0.0038469i,-0.0030598-0.0046211i,-0.005493-0.0022055i,-0.0032216+0.0010812i,0.00030954+0.0016018i,0.0023487+0.00080114i,0.0030412+0.0011076i,0.0025776+0.00018414i,0.0022114-0.0018749i,0.0025369-0.0026575i,0.0019379-0.0015826i,-0.001193-0.0011276i,-0.0051878-0.00216i,-0.0059196-0.0037298i,-0.0028522-0.0040124i,0.00075325-0.003365i
-0.0018931-7.0368e-05i,-0.0024939-0.0022124i,-0.0016367-0.003021i,0.00031456-0.0018625i,0.00024574-0.00062879i,-0.00073357-0.0024515i,0.00044655-0.0049771i,0.0010573-0.0062555i,-0.0010583-0.0076162i,-0.0025216-0.0067783i,-0.0014393-0.002677i,-0.00082614+1.5952e-05i,-0.0019884+0.00024859i,-0.0027582-0.00049337i,-0.0019278-0.00011749i,-0.00084547+0.00057633i,-0.00057095+0.00021818i,-0.0011072+0.00055186i,-0.00059698+0.0019818i,0.0017886+0.0041494i,0.0029611+0.0059956i,0.0013971+0.0051948i,-0.001327+0.003127i
-0.00031683-0.0034191i,0.00062221-0.00056454i,-7.663e-05+0.0023475i,-0.0018504+0.0036099i,-0.0016185+0.0027564i,0.0027284+0.0020394i,0.0061163+0.00030137i,0.0055107-0.0037423i,0.0033878-0.0073804i,0.0017949-0.0066434i,0.0014045-0.0039407i,0.0019901-0.0021969i,0.0031439-0.0003934i,0.0032889+0.00076561i,0.00222+0.00022837i,0.0020103-0.00061694i,0.0023113-0.00014513i,0.0017378-0.00025049i,0.00015324-0.0028834i,-0.0015706-0.0062124i,-0.0014987-0.0078878i,3.7757e-05-0.0065468i,0.0014088-0.0032264i
-0.0013355-0.00050172i,-0.0029432-0.00045725i,-0.0025368-0.0017363i,-0.00090057-0.0017267i,0.0001982-0.0014191i,0.0010263-0.0021674i,0.0028038-0.003467i,0.0053838-0.0050135i,0.0059864-0.0061685i,0.0051782-0.0050502i,0.0042611-0.0026104i,0.0015357-0.00092907i,-0.002155-0.00087445i,-0.0036549-0.0014i,-0.0028895-0.00090941i,-0.00074907+0.0003173i,-0.00060745+0.00067233i,-0.0024467+0.00035785i,-0.002733+0.0021308i,-0.0015152+0.0047699i,-0.0010436+0.0056883i,-0.0023105+0.0039823i,-0.0034033+0.00053979i
-0.00071942-0.00072998i,-8.9049e-05-0.0010689i,-0.00036599-0.00057216i,-0.00095233+0.0013941i,-0.0001022+0.0021475i,0.0011578+0.0026103i,0.0020954+0.0022723i,0.0034681+7.2251e-05i,0.0050674-0.00048157i,0.0057602+0.00164i,0.0052997+0.0029183i,0.0037607+0.0021214i,0.0020471+0.0018814i,0.0010338+0.0017279i,0.00028043+0.0010598i,-4.664e-05+0.00082881i,3.3845e-05+0.00047401i,0.00025951-7.0709e-05i,0.0013731-0.0016847i,0.0024494-0.0048105i,0.0031605-0.0064096i,0.003841-0.0055697i,0.0032884-0.0022653i
0.0034114+0.00012056i,0.0020188+0.00081449i,0.00071038+0.00055646i,0.00063456+0.00036863i,0.00080367+0.00077344i,0.0009803+0.00083832i,0.0019194-0.00083536i,0.0035685-0.0020582i,0.0027749-0.000902i,0.00071228+0.001778i,0.00034811+0.0033706i,0.00077927+0.0014855i,-0.00067902-0.00095317i,-0.0019085-0.0016765i,-0.0013648-0.00099959i,-0.0012995+0.00047731i,-0.0016723+0.00072938i,-0.0018991-0.00021424i,-0.0029521+0.00041355i,-0.0043247+0.0030907i,-0.0051329+0.004469i,-0.0049497+0.0030309i,-0.0025547+0.00029676i
-0.0011886-0.0028015i,-0.0010888-0.001558i,-0.002522-0.00037745i,-0.0023666-0.00021431i,-0.00019412+0.0004347i,0.00075051+0.0015657i,0.0016205+0.00070848i,0.001549-0.0013618i,-0.0014503-0.0014685i,-0.0036494+0.00037937i,-0.0028412+0.001906i,-0.00066072+0.00093491i,0.0011359-0.00036685i,0.0020797+0.00017072i,0.0011963-0.00011555i,1.8288e-05-0.0011401i,-9.3769e-05-0.0014138i,0.00074747-0.00064073i,0.0021003-9.2755e-05i,0.0035048-0.00094339i,0.0045726-0.0014316i,0.0047947-0.00078894i,0.0021356+0.0007104i
-0.00068362+0.001819i,-0.001129+0.0015775i,-0.00038563+0.0019307i,0.00014864+0.002285i,-0.00060253+0.0020921i,-0.0010805+0.00020007i,-0.00032342-0.0020625i,0.00021881-0.0037407i,-0.0010945-0.0044297i,-0.0034943-0.0033972i,-0.003883-0.0015217i,-0.0020709-0.000832i,-0.0015603-0.0018343i,-0.0016267-0.0024387i,-0.00094398-0.0015217i,-0.00013417-0.00025952i,-5.6292e-05-0.00026466i,-0.00080119-0.0007481i,-0.0025856+0.00026858i,-0.0050923+0.00051397i,-0.0066305-0.00068159i,-0.0057246-0.0012091i,-0.0020994-0.00075261i
0.00061338+0.0012573i,-0.0010055+0.0011308i,-0.0013067+0.00052343i,-0.00062327-0.00038885i,0.00077075-0.0010199i,0.0017064-0.0018619i,0.0017412-0.0026676i,0.0015347-0.0032419i,0.00030264-0.0046969i,-0.0016918-0.0055547i,-0.0013101-0.0049862i,0.00078192-0.0030325i,0.002252-0.00055783i,0.0021038+0.00097516i,0.00066868+0.0003823i,0.00051925-0.00096596i,0.00011003-0.0009233i,7.669e-05+0.0006123i,0.0013013+0.0016986i,0.0027703+0.0013969i,0.0038641+0.001148i,0.0030671+0.0010963i,0.00035389+0.00057946i
4.3238e-05-0.00086635i,-0.00051754-0.00060177i,-0.0016355-0.0012506i,-0.0019098+0.00021897i,-0.0017411+0.00055951i,-0.0013015-0.00056553i,0.00087587-0.0022473i,0.0034441-0.0046296i,0.0035961-0.0067481i,0.0026239-0.006186i,0.0023756-0.003935i,0.0020503-0.001836i,0.00081298-0.00076033i,-0.00035205+2.0854e-05i,-0.00074294+0.0011677i,-7.1674e-05+0.0020003i,0.00038194+0.001647i,-0.00087524+0.0010387i,-0.0022574+0.00046997i,-0.002889-0.0013267i,-0.0026119-0.0036805i,-0.0023446-0.0043083i,-0.0014238-0.0021734i
-7.9451e-05+0.0013698i,-0.00067165+0.0014183i,-0.00082572+0.00059188i,-0.00031352-0.0010537i,0.0016457-0.0020215i,0.0037377-0.0018642i,0.004548-0.0018025i,0.0049446-0.0028607i,0.0052112-0.0034918i,0.0057311-0.0014829i,0.0058754+0.00039436i,0.0047553+0.00065108i,0.0028049+0.0012957i,0.0021114+0.0013255i,0.0020557+0.00079347i,0.00054482+0.00061062i,-0.0004724+0.00065034i,-0.00064456+0.00089244i,-0.00043186+0.0012177i,0.0006312+0.001918i,0.0014906+0.0033012i,0.0012612+0.0036511i,4.7883e-05+0.0019092i
-0.00086372+0.0017068i,-0.0015581-0.00027773i,-0.0012425-7.6069e-05i,-0.00046413+0.0010689i,6.4883e-05+0.0014719i,0.00068557+0.00072193i,0.0017737-0.0012539i,0.0028327-0.0021663i,0.0031095-0.00044163i,0.0026426+0.0024483i,0.0022806+0.0041573i,0.0011551+0.0030803i,-0.0013677+0.0018997i,-0.0026958+0.0017535i,-0.0023112+0.0015125i,-0.0012862+0.0017626i,-0.00012575+0.0024903i,-0.00047342+0.0014372i,-0.0014057+4.9793e-05i,-0.00073539-0.0013986i,0.00051923-0.0042283i,0.0012783-0.0050021i,0.0012048-0.0028711i
0.00052096-0.0016466i,0.0010422-0.00035942i,0.00061327+0.00016649i,0.00047553+0.0003229i,0.00097197+0.00088521i,0.0015996+0.0013406i,0.0022778+0.00063939i,0.0022489-0.00093198i,0.00031006-0.0016352i,-0.0016523+0.00091336i,-0.0015511+0.0031137i,-0.00027207+0.0022167i,0.00051719+0.0012021i,0.0011096+0.0011501i,0.0012693+0.00024982i,0.00025601-0.0013553i,-0.0014226-0.001672i,-0.0012588-0.0016677i,0.00017965-0.00061815i,0.00038448+0.00085683i,-0.0013168+0.0023421i,-0.0027356+0.0028255i,-0.0014946+0.0011577i
-0.00080232-0.0021942i,-0.0014298-0.0016967i,-0.0020958-0.00081549i,-0.0026754-0.000544i,-0.0031665-0.00031212i,-0.0015629+6.0747e-05i,0.0012332-0.0013808i,0.0018894-0.0034479i,-0.0011976-0.0039777i,-0.0045217-0.001867i,-0.0040712+0.00093008i,-0.0023015+0.0011722i,-0.0015623-0.00028239i,-0.0011943-0.00079503i,-0.0015337+0.00012529i,-0.00122+0.0017002i,-0.00040245+0.0026884i,-0.0010263+0.0021547i,-0.0018717+0.0014423i,-0.00092237+0.00053599i,0.0010731-0.0003262i,0.0026757-0.00051068i,0.0017552-0.00051498i
0.00055068+0.0015183i,-0.0010119+0.00013451i,-7.0807e-05-0.0002892i,0.0013424-0.00044849i,0.001502-0.00083998i,0.001001-0.0005619i,0.00022373-0.00085901i,-0.00031177-0.0026843i,-0.00095132-0.004484i,-0.0016251-0.0047101i,-0.00078599-0.0031332i,0.00055816-0.0020974i,-0.00018316-0.0020739i,-0.00035433-0.0010992i,0.00034613-0.00076792i,0.00019025-0.0022002i,-0.00036874-0.0029342i,-0.00015125-0.0022329i,-0.00015279-0.001487i,-0.00094725-0.0009732i,-0.0024489-0.00055469i,-0.0033369-0.00013197i,-0.0025436-0.00010416i
0.0011357-0.0011375i,-2.5733e-05-0.00045007i,-0.0021322+0.00052259i,-0.0028326+0.001803i,-0.0018787+0.0023392i,-0.00056409+0.0019068i,0.0017916-0.00064387i,0.0039685-0.0041866i,0.0034241-0.0070156i,0.0015381-0.0071674i,0.0010778-0.0047657i,0.0017192-0.0032416i,0.0011573-0.0022352i,0.00056398-0.001308i,-0.00022335+2.2626e-05i,-0.00072917+0.0023729i,-0.0012038+0.00286i,-0.0018776+0.0020192i,-0.0019351+0.0011555i,-0.0012962+0.00032821i,0.00065826+0.00019754i,0.0020762+0.00059346i,0.0013216+0.00019546i
-0.0023797+0.00064565i,-0.0014538+0.00046354i,-0.00049002+0.00044041i,0.00036326+8.4923e-05i,0.0010489+0.0001475i,0.0013808-0.00070025i,0.0018193-0.0020443i,0.003262-0.0031908i,0.0037444-0.0034243i,0.0030933-0.0023975i,0.0040472-0.0013162i,0.00373-0.00157i,0.0020761-0.0022822i,0.0021158-0.0017403i,0.0020698-0.0018631i,0.0017851-0.0027337i,0.0015643-0.0025611i,0.0015947-0.0020832i,0.0018429-0.00071069i,0.0012325+0.00013424i,0.00074529-0.0010035i,-0.00021378-0.0021675i,-0.0011451-0.0013515i
-0.0010009-0.0014935i,-0.0013935-0.00028549i,-0.0016077+0.0010526i,-0.00079322+0.00088518i,0.00022131-0.00028856i,0.00028381-0.0012796i,0.00030645-0.0026583i,0.0017406-0.0039142i,0.0029497-0.0031528i,0.0022817+0.00013296i,0.0027577+0.0023823i,0.0034382+0.0018873i,0.0021882+0.0010871i,0.00090712+0.00072338i,-0.00039906+0.00094221i,-0.00076291+0.0020653i,-0.00011188+0.0028428i,-0.00027034+0.0022872i,-0.00079789+0.00094248i,-0.00022832+0.00024645i,0.00026206+0.00069303i,0.0006193+0.0010977i,0.00081325+0.00056946i
0.0011824+7.1436e-05i,-5.8578e-05-0.00085636i,-0.00022046-0.0013548i,0.00038316-0.00049631i,0.00024144+0.00067478i,0.00072628+0.00045361i,0.0020364-0.00063528i,0.0026685-0.0018786i,0.0016722-0.0016809i,0.00025917+0.0008531i,9.1173e-05+0.0033683i,0.00064065+0.0033434i,0.00030166+0.0020684i,0.00053076+0.0012101i,0.0016424+0.00055905i,0.0017538+0.00063283i,0.0011808-0.00052439i,0.0011501-0.00097541i,0.0011949+0.00085561i,0.00056587+0.0010664i,0.00099409+0.00045242i,0.0011926+0.00018442i,-0.00047504-0.00016035i
0.0018757-0.0012227i,0.0010252+0.0005222i,0.0006734+0.001352i,0.00025238+0.0013633i,9.675e-05+0.0011502i,0.0020502+0.00019011i,0.0037756-0.0021615i,0.0034362-0.003801i,0.00074904-0.0035516i,-0.0027259-0.0012279i,-0.003381+0.0011074i,-0.0022027+0.00059949i,-0.0017076-9.5769e-05i,-0.0018211+0.00055684i,-0.0016615+0.0013105i,-0.0015528+0.0018295i,-0.0017302+0.0021109i,-0.0017199+0.0014585i,-0.0013402+0.00070486i,-0.0012593+9.4696e-05i,-0.0013821+0.00037679i,-0.0017079+0.0016628i,-0.0013011+0.0016753i
-0.0027818+0.00018844i,-0.0027168-0.00080686i,-0.0029023+0.00012605i,-0.0017071+0.0012577i,0.00070964+0.0012032i,0.0019871-0.00051227i,0.0015947-0.0024493i,0.0013802-0.0035484i,-0.00062241-0.00416i,-0.00279-0.0031984i,-0.0022531-0.0018748i,-0.0009514-0.0019335i,-0.00088169-0.0028465i,-0.00097359-0.0020255i,-0.00026063-0.00098415i,0.00063135-0.0017942i,5.7017e-05-0.0025455i,-0.00040925-0.0021396i,-0.00034583-0.00023352i,-0.00083013+0.0010197i,-0.00019502+0.00061438i,0.0012473-8.7988e-05i,0.00097977-0.00069141i
-0.0029028+6.6261e-05i,-0.0016529+0.00061325i,-0.00088018+0.0014465i,0.00022357+0.0021617i,0.002099+0.0026977i,0.0042715+0.00095579i,0.0046308-0.0014171i,0.0031245-0.0037437i,0.0010933-0.0047116i,1.9397e-05-0.0036754i,0.00035002-0.0025751i,0.00036866-0.0018202i,-0.00031764-0.00064202i,-0.0013688-0.0008233i,-0.0020582-0.00077917i,-0.0021308+0.00093515i,-0.0018513+0.0022184i,-0.0012143+0.0018707i,-0.00043257+0.000689i,-0.0004231-0.00057682i,-0.00082206-0.0012424i,-0.00097979-0.0015552i,-0.0011606-0.00052789i
0.00053826-0.00055825i,-0.00060963-0.0015299i,-0.0006737-0.0019145i,-0.00015839-0.00091476i,-0.00058485-0.00016196i,-0.00058558+0.00061933i,0.00043572-0.00066868i,0.0021432-0.0033279i,0.0024601-0.0050141i,0.00196-0.0041359i,0.0021332-0.0017415i,0.0019928-0.0010779i,0.00080771-0.00156i,0.00018055-0.0015761i,0.0010388-0.00071784i,0.0016095-0.0016043i,0.0016769-0.0031573i,0.0010206-0.0021485i,-0.00024765-0.00084939i,-0.00040235-7.0154e-05i,0.00087317+0.00049541i,0.0014403+0.0008929i,0.0018719+0.001098i
0.00050017+0.00036493i,0.00082039+0.0010139i,-5.8137e-05+0.0010223i,-0.0015591+0.0015213i,-0.0011866+0.0016588i,3.6539e-05+0.00032377i,0.0015787-0.0012683i,0.0028047-0.0029199i,0.0019457-0.0028647i,0.0013841-0.0009398i,0.0026156+0.00088183i,0.0027985+0.0013455i,0.0018055+0.0011285i,0.00055097+0.00024175i,-0.00098691-0.000445i,-0.0013271+0.0003198i,-0.00078211+0.0021321i,-0.0007009+0.0029531i,-0.00061811+0.0019235i,0.00026763+0.0008153i,0.00023586-0.00021737i,-0.0010769-0.0013476i,-0.0022409-0.0015381i
0.0025513+0.0051556i,-0.0013248+0.003987i,0.00049+0.0012653i,0.0018766-0.001975i,0.0012959-0.0028471i,-0.0014329-0.0028399i,-0.0014568-0.0016889i,0.0022133-0.0013069i,0.0044312-0.001671i,0.002956-0.00071412i,0.0014776+0.0013983i,0.00049805+0.0025083i,-0.0010394+0.0021068i,-0.00052338+0.0019569i,0.001238+0.0017131i,0.0023878-5.5249e-06i,0.0018646-0.0018249i,-0.0001532-0.0023521i,-0.0019491-0.0022051i,-0.0020284-0.00085953i,-0.00082464+0.00087941i,0.0005473+0.001236i,0.0016138+0.0016241i
-0.001016+0.0012576i,-0.00077142+0.00050168i,-0.00099575-0.00016245i,-0.0013835-0.00067384i,-0.00050599-0.0016207i,0.00086186-0.0019495i,0.0020181-0.0012264i,0.002625-0.0014815i,0.0014441-0.0021461i,6.0223e-05-0.00097732i,0.00026747+0.00091151i,0.0009112+0.0010118i,0.00026793+0.00021172i,-0.00067284+0.00033001i,-0.0013407+0.00099073i,-0.0022803+0.00088946i,-0.0029958+0.0016674i,-0.0017177+0.0030837i,-0.0002812+0.0028091i,0.00019927+0.0014561i,0.00029173+7.8758e-05i,0.00035223-0.0014022i,5.5686e-05-0.0024549i
-0.00087601-0.00072034i,-0.00097913-0.00063347i,-0.0014391+0.0009921i,-0.0012062+0.001621i,0.00046158+0.00096196i,0.0020886-5.3574e-05i,0.0026068-0.0019723i,0.0018838-0.0043047i,-0.00036932-0.0036824i,-0.0021362-0.001409i,-0.0019263-2.9902e-05i,-0.0012989+0.00035091i,-0.0012558-3.8638e-05i,-0.00063462-0.00041954i,0.00026697-0.000302i,0.0017115-0.0012i,0.0026079-0.0029948i,0.0018407-0.0028785i,0.0012211-0.0018212i,0.00066739-0.0014917i,2.8684e-05-0.00095772i,-0.0005049-0.00019841i,-0.00092803+0.0014365i
