-0.0016073+0.00054414i,-0.0011996+0.00068266i,-0.0015872+0.00061227i,-0.0023963+0.00018039i,-0.0023627+0.0009613i,-0.0016149+0.0018605i,-0.00063383+0.0022329i,-0.00070573+0.0016545i,-0.0013843+0.00095413i,-0.00097408+0.00041237i,0.00014466-1.3577e-05i,0.0004155+4.3229e-05i,0.00011215+0.00031275i,-0.0002337+0.00044316i,-0.00044789+0.00025995i,-0.00040082-0.00043657i,-7.3143e-06-0.00054896i,0.0002079-0.00038862i,-0.00042384+1.4801e-05i,-0.00071039+0.00037569i,-0.0003014+0.00024184i,0.0001257-1.952e-05i,0.00093288+0.00052215i
0.0023691-0.000465i,0.0016071-0.0010625i,0.00072428-0.0016295i,-0.00066993-0.0013649i,-0.0012749-0.00085896i,-0.001041-0.00029372i,-0.0012146-0.00063569i,-0.00092256-0.001056i,-0.00054451-0.00028778i,-0.00090271+0.00092802i,-0.00085312+0.0014173i,-0.00090103+0.0014733i,-0.00088739+0.001345i,-0.00027628+0.00063139i,-0.00012105-0.00012232i,-0.00030763+0.00048007i,-0.0010883+0.0012642i,-0.0016181+0.00098369i,-0.00087678+0.00094033i,-3.283e-05+0.00037144i,0.00051582-0.0002014i,0.0004482+0.001132i,0.00027027+0.0014748i
0.0024528+0.0011013i,0.00271-0.00022144i,0.00198-0.0008684i,0.00028865-0.0014669i,-0.00074542-0.0023314i,-0.0013797-0.0028322i,-0.0013518-0.0022116i,-0.00085596-0.0013631i,-0.00042339-0.00052748i,6.9603e-05+0.0003681i,0.0002694+0.00080465i,-0.00010806+0.0013243i,-0.00061485+0.0013185i,-0.00045322+0.001277i,8.4532e-05+0.0010557i,8.8863e-05+0.00034697i,-0.00092103+0.00011805i,-0.0014243+0.00032755i,0.00013927+0.00012342i,0.00015727-7.6611e-05i,-0.0005933-0.00010203i,0.00030787+0.00081451i,0.00065478+0.001436i
0.00085175-0.00097791i,0.0012893-0.00089032i,0.00060663-0.00097337i,0.00041044-0.00080219i,0.0013847-0.00082276i,0.0009287-0.0010561i,-0.00013611-0.00059712i,-0.00044664-0.00087665i,-0.00026933-0.00087999i,8.3992e-05-0.0004217i,0.00050402-0.0001619i,0.00047655+0.00037126i,0.00039533+0.0013541i,0.00024728+0.0017865i,0.00010476+0.0013107i,0.00020327+0.00056264i,-0.00019771-4.419e-05i,-0.00010156-0.0003258i,5.9769e-05-0.00013037i,-0.00035672+0.00010211i,-0.00038172-0.00014041i,-0.00044001-0.00025614i,-0.00010833-1.3449e-05i
-0.00037033+0.0012531i,0.000172+0.00084816i,-0.0006579+0.00064854i,-0.00037913+0.00033568i,8.6091e-06-0.00028057i,-0.00018463-0.0012498i,-0.00016939-0.00062031i,-0.00040169-0.00060958i,-0.0015128-0.0013165i,-0.0012147-0.000814i,-0.00064486-0.00060995i,-0.00076157-0.00044061i,-8.8539e-06-0.00026769i,1.0554e-05-0.00068753i,-0.00055433-0.00035896i,-0.00097023+0.00011219i,-0.00095925-3.612e-05i,-0.00093921+4.9768e-05i,-0.0012357+1.849e-07i,-0.0010474-0.00011174i,-0.00065778+0.00040945i,-0.00028887+0.0010533i,0.00057804+0.00031288i
-3.3614e-05+0.00023176i,0.00028006-0.00024004i,0.00076968-0.0005825i,-0.00013889+0.00021332i,-0.00077079-0.00023229i,-1.6644e-05-0.0012713i,0.00028511-0.0014874i,0.00020205-0.0013684i,-0.00057716-0.0011627i,-0.0021812-0.00065729i,-0.002717+0.00019003i,-0.0019774+0.00052383i,-0.0012075+0.00040428i,-0.00085227+0.00017324i,-0.00085195-0.00055026i,-7.7924e-05-0.0010506i,0.00093697-0.00023148i,0.0002273+0.00062164i,-0.00042573+0.000562i,-0.00041449+0.00025598i,-0.00030425-0.00018727i,-0.00014498-0.00030174i,0.00037249-9.8031e-05i
-0.0010474-0.00079942i,-0.00028948+0.00093766i,-0.0013505+0.0019058i,-0.0021629+0.0011221i,-0.00084611+0.000406i,0.0010304-0.00056122i,0.0014546-0.00088351i,-0.00058456-0.00094835i,-0.0026309-0.0008996i,-0.002579-0.00024481i,-0.0019286+0.00028575i,-0.0018142-2.1946e-05i,-0.0010909-0.00018108i,-0.0001206-5.6478e-06i,0.00010515+0.00014917i,-0.00036802-0.00021315i,-0.00064937-0.0006925i,2.3401e-06-0.00050044i,0.00013486+0.00011105i,-0.00037554+0.00085818i,-0.00091149+0.0011766i,-0.00098638+0.00064224i,-0.00072559+0.00062812i
0.00064689-0.0024425i,0.00061641-0.0031475i,-0.00053896-0.0028973i,-0.0019177-0.0014878i,-0.0020758-0.00058133i,-0.0013419-0.0012558i,-0.00059614-0.001566i,-0.0010286-0.0014923i,-0.0018749-0.0013829i,-0.0023538+0.00030773i,-0.0022489+0.0019824i,-0.0016483+0.0022844i,-0.00088888+0.0020305i,-0.00038842+0.00090045i,0.00010469-0.00020608i,-0.00014808-0.0007103i,-0.00046837-0.00046664i,-0.0003764+0.00011958i,0.0001169+0.00036107i,0.00070504+0.00076436i,0.00020471+0.00093066i,4.4549e-05+0.00023838i,0.00020085+0.00011263i
-4.9896e-05+0.00059908i,-0.00017154+0.00055123i,-0.0011685+0.00081319i,-0.0011547+0.00072878i,-0.00089921-9.8128e-05i,-0.00014576-0.00073563i,0.00010269-0.0013456i,-0.00032634-0.0023695i,-0.00051303-0.0014596i,-0.00058423+0.000234i,-6.749e-05+0.00082588i,0.00039216+0.00078146i,8.3988e-06+0.00079162i,-7.1308e-05+0.00070908i,-0.00048645+0.00021358i,-0.00055771-0.00029297i,-0.0006315-0.00081048i,-0.00070518-0.00059i,-0.00038602-0.00011842i,0.00031505-6.607e-05i,0.00058451+0.00047068i,0.00032888+0.00066155i,0.00093379+0.00013939i
-0.00064993+0.0015295i,0.0001721+0.0011609i,-9.4361e-06+0.0003781i,0.00042573-0.0003274i,0.00017474-0.00061407i,-0.00044117-0.00090934i,-0.00036747-0.00081343i,-0.00069067-0.0013429i,-0.0013551-0.0014845i,-0.000955-0.00062335i,0.0001403+0.00045683i,0.00047562+0.0012244i,0.00027921+0.0012107i,0.00050644+0.00037461i,0.00051914-0.00019911i,-0.00037904-0.00055899i,-0.00096414-0.00043602i,-0.00033533-0.00045851i,0.00065111-0.0004622i,0.00082585+0.00046501i,0.00057247+0.00089023i,0.00053368-0.00020519i,0.00094446-0.0010616i
0.00022172-0.00029675i,0.00062491-0.00074612i,0.00083621-0.00069006i,-0.00013416-0.00021729i,-0.0010392-0.00067903i,-0.00050243-0.0011397i,-0.00016545-0.00085306i,-0.00053003-0.0012505i,-0.0011786-0.0014926i,-0.00082143-0.00037736i,-0.00012093+0.00062194i,-0.00022218+0.0007429i,-0.00029714+0.00037974i,-0.00029787-4.3971e-05i,-2.5287e-05-0.00011881i,0.00025928-4.3927e-05i,0.00051797-0.00029602i,-0.00012022+4.3278e-05i,-0.00074347+8.511e-05i,-0.00013582-0.00019035i,0.00032903-0.00015404i,2.56e-05-3.5028e-05i,-0.00040176-0.00034143i
5.6052e-05-0.001125i,0.0003913-0.0021258i,0.000247-0.0012597i,-0.0008957-0.0013301i,-0.0011334-0.0019351i,-0.0010192-0.0021916i,-0.00098309-0.0016433i,-0.00051499-0.001012i,-0.00080797-0.0011395i,-0.0017506-0.00086873i,-0.002727-0.00051257i,-0.0027874-0.00028057i,-0.0017456-0.00037325i,-0.00093951-0.00073168i,-0.00050859-0.00050268i,-0.00047069-0.00020942i,-0.00095703-0.00028489i,-0.0014645-0.00043937i,-0.00058573-0.00045876i,0.00025229+0.00016301i,-0.0001135+0.00038619i,-0.00016149+0.00027839i,0.001238+0.00069068i
0.00023026+0.00075764i,0.00047819-3.4228e-06i,0.00014015-0.00050063i,-2.9482e-05-0.00087684i,0.00057576-0.0010931i,0.00078406-0.00082551i,0.00037664-0.00050386i,-0.00021423-0.00090617i,-0.00090916-0.00076352i,-0.0015779-0.00027597i,-0.0015224+8.3119e-05i,-0.0011894+0.00068057i,-0.001044+0.0011051i,-0.00047051+0.00084614i,0.00023491+0.00097763i,0.00026935+0.0010286i,0.00063398+0.00011127i,0.00099151-2.2242e-05i,0.00036695-0.00024718i,-0.00054175-0.00081932i,-0.00058705-0.00050051i,-0.00061044+0.00015824i,3.3628e-05+0.00038212i
-0.00033206-0.00076072i,-0.00040939-0.0026015i,-0.0014228-0.0022392i,-0.0019978-0.0017475i,-0.0013337-0.0011178i,-0.00085084-0.00039679i,-0.00088156-0.00053489i,-0.0007698-0.0010208i,-0.0010872-0.00065258i,-0.0019879+0.00025643i,-0.0014029+0.00053134i,-0.00086988+0.0017973i,-0.00086892+0.0020331i,-0.00025112+0.0010696i,-0.00011052+0.0005655i,-0.00047707-0.00034552i,-0.00047172-0.00069418i,-0.00021358-0.00023262i,0.00024366+0.00028632i,0.00036974+0.0002775i,-0.00030827-0.00022009i,0.0005569-0.00054431i,0.001015-8.0886e-05i
-0.00034167+0.00070584i,-0.00079191+0.00095766i,0.00047602+0.0011112i,0.0012766+0.0019623i,0.00011874+0.00077331i,-5.1717e-05-0.00065363i,0.00014168-0.0011203i,-0.00088051-0.0021489i,-0.0015196-0.0014559i,-0.0014331+0.00016868i,-0.00091925+0.0014312i,-0.00036291+0.0012694i,-8.3829e-05+0.00078022i,5.9161e-05+0.00041274i,-0.00042293-0.00043197i,-0.00016979-0.00045618i,0.00032236+1.9183e-05i,-0.00018972+4.7125e-05i,-0.00040129+0.00049901i,2.774e-05+0.00032507i,0.00057011-0.0001859i,0.00048477+0.00029245i,0.0004089+0.00036119i
0.00069176-0.0015696i,-9.5806e-05-0.0017682i,-0.0023432-0.0020408i,-0.0029094-0.0017339i,-0.0016422-0.00062555i,-0.00095129-0.00069331i,-0.00073261-0.00081025i,-0.00060088-0.00048218i,-0.0012865-0.00078113i,-0.00068254-0.00037126i,0.0002642+0.0004977i,-0.00046231+0.00067975i,-0.00038015+8.952e-05i,0.00084478-7.8507e-05i,0.00072224+2.9086e-05i,-0.00068713+0.00016861i,-0.0013062+0.00040043i,-0.0013712+0.00059029i,-0.0013617+0.00046774i,-0.0010294+0.00059114i,-0.00067769+0.00059189i,-0.00010102+0.00096778i,-8.1026e-05+0.00092847i
-0.0011613-0.0015768i,-0.0005889-0.0012961i,-0.00026216-0.0006586i,-0.00043983+0.00018956i,-0.00055214+0.00099256i,-0.00010981+0.00058358i,-4.7341e-05-0.00013541i,-0.00086163-0.00039965i,-0.0011636-0.00079289i,-0.00033984-0.00060778i,-9.2966e-05-1.6617e-05i,-0.00023258+0.00052458i,0.00026717+0.00015734i,0.0011723-0.00017392i,0.00048696-0.00031607i,0.00035414-0.00057116i,0.00083101+0.00012888i,0.00070027+0.00062651i,0.00069745+0.00034042i,0.00036395+0.00040807i,-0.00038809+0.00043611i,-0.00056283+0.00027559i,-0.00055431+1.3609e-05i
-0.0016523+0.00085932i,-0.0014355+0.0011832i,-0.0018375+0.0015876i,-0.0010609+0.0016341i,-0.00034747+0.00083436i,-0.00061546-3.7064e-06i,-0.00081736-0.00084907i,-0.0012525-0.001093i,-0.0021257-0.00019289i,-0.0022632+0.00043152i,-0.0017226+0.00089885i,-0.001012+0.00093926i,-0.00073737+8.798e-05i,-0.0011273-0.00094297i,-0.001138-0.00075798i,-0.00077203-2.2594e-05i,-0.00028147+0.00058062i,-0.00045371+0.00082806i,-0.00031355+0.00046075i,-2.913e-05+0.00065652i,-0.00065099+0.0001422i,-0.00029879-0.00046341i,0.00022533+0.00043357i
0.00071055-8.5943e-05i,0.0014335+9.7779e-05i,0.0019044-0.0011297i,0.00098777-0.0012545i,0.00094429-0.00039053i,0.0011012-7.5515e-05i,0.0004232-0.00017534i,-0.00046121-0.00085396i,-0.0016093-0.0017063i,-0.001805-0.00099395i,-0.0013767+0.00077635i,-0.0017382+0.001551i,-0.0016505+0.00064051i,-0.00056199+0.00019626i,-0.00042869+0.00074685i,-0.00029188+0.00042569i,-0.00013344-0.00024043i,-0.00072556+0.00055122i,-0.00098068+0.00075639i,-0.00051032+0.00034745i,0.0002335+0.0010907i,-0.00028342+0.0012337i,-0.00040486+0.00087459i
-0.001159+2.5606e-05i,-0.0010851+0.0006626i,-0.0010318+0.0012412i,-0.0013874+0.0014002i,-0.0015297+0.00096943i,-0.00072094+0.00083823i,4.1506e-05+0.00027353i,-0.0002571-0.0010507i,-0.0013458-0.0012691i,-0.0017045-0.00011551i,-0.001558+0.0011348i,-0.0015628+0.0015346i,-0.0012253+0.00065605i,-0.00050405+0.00034035i,-1.0421e-05+0.00059113i,-7.8487e-05-0.00044987i,9.0627e-05-0.0014919i,0.00035925-0.00095598i,-0.00036698-0.00016433i,-0.00023645-0.00025077i,0.00042877-0.00041401i,0.00034164-3.4081e-05i,0.00057292+0.00035216i
0.0015674-0.00017691i,0.00050683-0.001024i,-0.00017603-0.00075368i,-0.00048637-0.00070443i,-0.00018932-0.00039777i,0.00015147-8.8229e-06i,0.0001242-0.00062319i,-0.00019259-0.00093945i,-0.00065095-0.00098898i,-0.0012824-0.00074259i,-0.0011422+0.00046136i,-0.0007479+0.0012324i,-0.00075127+0.00085967i,-0.00056036+0.00029783i,-0.00041865+0.00027091i,-0.00015514-0.00055965i,0.00015722-0.0010997i,-0.0001219-0.00069258i,8.0337e-05-0.0004813i,0.00082112-0.00031695i,0.0005469-0.00037873i,-6.6709e-05-0.00020769i,-0.000523-4.443e-05i
0.0017065+0.0018909i,0.0017644+0.0011194i,0.0025588+0.00095783i,0.0023819+0.00011604i,0.0017979-0.0013487i,0.00019296-0.0020136i,-0.00054292-0.0015933i,-0.00054449-0.00088933i,-0.0010934-8.4887e-05i,-0.0010976+0.00044727i,-0.00073444+8.8956e-05i,-0.00023699-0.00071424i,1.4303e-05-0.00021873i,0.0006877+0.00069964i,0.0010532-8.8765e-05i,-0.00014587-0.00067449i,-0.00063574-0.00049126i,-0.00012104+0.00030108i,-9.5502e-05+0.00013929i,-0.00055855-0.0005087i,-0.00056467-0.00021364i,-0.00060255+0.0001754i,-0.00066426-6.1818e-05i
-0.00012785+7.4729e-05i,0.00020825-0.0020505i,0.0011266-0.0018716i,0.0013953-0.0012999i,0.00028214-0.0020974i,-0.00056167-0.0026862i,-0.00017243-0.0027792i,0.00045519-0.0026809i,0.0004259-0.0016448i,0.00018812+0.00033754i,3.438e-05+0.00090139i,0.00018859+0.00017965i,0.00046773-0.00012081i,0.0010137-0.00051108i,0.0011841-0.0012385i,0.00086295-0.001007i,-0.00040473-0.00031547i,-0.0013067+0.00024665i,-0.0016327+0.00066152i,-0.0011957-7.5303e-05i,-0.0004286-0.00067687i,-0.00058927-8.159e-05i,-0.00047555+0.00028938i
-0.0010188-0.001346i,-0.0015489-0.00088892i,-0.0026671-0.00064049i,-0.0030317+0.00031718i,-0.0027244+0.0010923i,-0.0016438-0.00053328i,-0.00077996-0.0024771i,-0.0012974-0.0028147i,-0.0013797-0.0022602i,-0.00063947-0.00094234i,-0.00046004-0.00042266i,-0.00057617-0.00038884i,-0.00066209-0.00015933i,-0.00088338-0.00092157i,-0.00090426-0.0020947i,-0.0003011-0.0010249i,-0.00012909-0.00011763i,-7.9064e-05+0.0001017i,-0.00023499+0.00044437i,-0.0002139+0.00018788i,-0.00072169+0.00027553i,-0.00018735+0.00037774i,0.00066735+0.00041113i
-0.00032037+0.00017365i,-0.00026203+8.7449e-05i,-0.00019136+0.00077487i,0.00058405+0.001411i,0.0009611+0.00062547i,0.00089636+0.00012091i,-9.5673e-05-0.0010809i,-0.00023538-0.0020613i,-0.00074611-0.0011636i,-0.0014032-0.0005949i,-0.0014515+0.00043243i,-0.0014478+0.0013813i,-0.00055318+0.0010494i,-8.9043e-05+7.6185e-05i,-0.00019233+0.00010109i,-0.00013382+0.00066578i,-4.4802e-05+0.00016687i,0.00039843+0.00086694i,3.7429e-05+0.00098448i,-0.00026344+2.2861e-05i,0.00037302+0.00030861i,0.00074667+0.00010752i,0.00086142-0.00069822i
-0.00036782-2.1395e-05i,-0.00058504+0.00028142i,-0.00047362+6.2994e-05i,-0.00045693-0.00052711i,-0.00037486-0.0014118i,0.00011439-0.00097954i,-0.00086913-8.771e-05i,-0.0017107-0.0005372i,-0.0016072-0.00062299i,-0.0015284+0.00023707i,-0.0013002+0.0010434i,-0.00094718+0.0011302i,-0.00029509+0.001077i,-8.4618e-05+0.00087365i,0.00032874+0.0012762i,0.00078236+0.001325i,0.0011529+0.00094854i,0.0010569+0.00054656i,-0.00027181+1.1649e-05i,-0.00093663-0.0003142i,-0.00070496+6.6516e-05i,-0.00040222-0.00060801i,0.00042141-0.0012336i
-0.0015626+0.0012388i,-0.00063702+0.0018169i,-5.6731e-05+0.0018745i,0.00026079+0.0011799i,-0.00023606+0.00035328i,-0.00074834-0.00078979i,-0.00019064-0.00077205i,0.00028921-0.00095281i,-0.00027558-0.00026192i,-0.0018134+0.0013626i,-0.0022332+0.0015228i,-0.0010755+0.0012416i,-8.5796e-05+0.0012983i,0.00017029+0.0010386i,-5.1184e-05-0.00011071i,8.0552e-05-0.001049i,0.00016858-0.0011405i,-5.8885e-05-0.0002542i,0.00036932+0.00051101i,-2.5061e-06+0.00056378i,-0.00065269+0.00088913i,-0.00017588+0.00039016i,6.148e-05-0.00014181i
0.0011754-0.0009691i,0.00016359-0.0011368i,-0.0010072-0.0010673i,-0.0011017-0.0013119i,-0.00048069-0.00067232i,-0.00047239-0.00030642i,-0.00081106-0.00090396i,-0.00085636-0.0013795i,-0.0011032-0.0012335i,-0.0013121-0.00023231i,-0.0012941+0.00027724i,-0.00065624+0.00041107i,0.00062748+0.0008322i,0.0011113+0.00033762i,0.00093131-0.00052197i,0.00029858-0.00025215i,-0.00046305+0.00015734i,-0.00041873-0.00068899i,0.00060764-0.00091798i,0.00083065-0.00029993i,0.0005533-0.00032367i,0.00025045-0.00027792i,9.6963e-05+0.00018247i
0.00057098-3.8806e-05i,0.0010453-0.00013849i,0.00070292+0.00071263i,-0.00023011+0.00077623i,-0.00063785+3.307e-05i,-0.00019456-0.00085537i,0.00016111-0.00092536i,-0.00069517-0.0012462i,-0.0012114-0.001192i,-0.00063975-0.00034516i,3.9447e-05+8.5746e-05i,-0.00045846-0.00020641i,-0.0014281-0.0005604i,-0.00057717-0.00090797i,0.00086979-0.0012993i,0.00042284-0.0012239i,-0.00012271-0.0006244i,-0.00056126-0.00029399i,-0.0006438-0.00032956i,0.00024597+0.00033093i,0.00059843+0.00088695i,7.6804e-05+0.00094957i,0.00020275+0.00090369i
0.0016056-0.00042926i,0.00048373-0.00123i,0.00045421-0.00092286i,0.00050228-0.0011415i,-0.00070982-0.0011875i,-0.00041359-0.0010406i,0.00076949-0.0016606i,0.00035086-0.0018325i,-0.00068667-0.0020158i,-0.00025736-0.0018201i,0.00053971-0.00090221i,-0.00092286+0.00010607i,-0.0018413+0.00030202i,-0.00042758+0.00044222i,0.00026794+0.00075356i,1.6857e-05+0.00060483i,3.5466e-05+0.00067118i,0.00019061+0.0007268i,0.00019552-3.9183e-05i,-1.7576e-05-0.00056817i,-1.6553e-05-0.00046137i,0.00013106-0.00028791i,0.00033811+0.00035597i
-0.00051741+3.6589e-05i,0.00037491-0.00039122i,-0.00018742-0.00089991i,-0.00081866-0.00061766i,-0.00046633-3.2181e-05i,0.0001207-0.00010332i,0.00032423-0.0013303i,-0.00068967-0.0022321i,-0.0013533-0.001987i,-0.0015822-0.0008371i,-0.0017916-0.0001749i,-0.0019474+0.00040508i,-0.0015814+0.0016498i,-0.0010546+0.0020468i,-0.00078814+0.0013328i,0.00027897+0.00091491i,0.00062594+0.00081986i,4.8167e-05+0.00028898i,-0.00060784-0.00042389i,-0.00070153-0.00044732i,-0.00032892-0.00023172i,0.00047834+7.46e-05i,0.001466+0.00032237i
0.001011-0.0015891i,-0.00038473-0.0019175i,-0.00083486-0.001818i,-0.00064503-0.00093326i,-0.0011824-0.00078947i,-0.0012324-0.0015552i,-0.00090536-0.0018801i,-0.00089442-0.0023794i,-0.0015969-0.0023822i,-0.0023464-0.0011834i,-0.0021908+0.00019978i,-0.0013568+0.001256i,-0.00057546+0.0020903i,-0.00037805+0.0019788i,3.4326e-05+0.00094577i,0.0002016-6.427e-05i,0.00011748-0.00028153i,-0.00043212+0.00011676i,-0.00051237-8.2873e-05i,-6.5755e-05+0.00028249i,0.00047651+0.00067216i,0.0011293+0.00055728i,0.00042717-0.00021526i
-0.0011193+0.0010558i,-0.0010248+0.0022828i,-0.0018106+0.0022588i,-0.0015294+0.00079833i,-0.00035326+0.00043206i,-0.00056423+2.1978e-05i,-0.00092179-0.00049072i,-0.0011515-0.00060365i,-0.0016165-0.00049361i,-0.001138+0.00073993i,-0.00046072+0.0014019i,-0.00034506+0.00077683i,0.00018001+0.0006576i,0.0004852+0.0010692i,0.0003891+0.00047654i,0.00026849-0.00048428i,0.00032133-0.00077935i,4.5078e-05-0.00031398i,-0.0006073+0.00088506i,-0.0006994+0.001373i,0.00015748+0.00025728i,0.00061365+0.00047944i,9.3858e-05+0.00095789i
-0.00037401+0.00081238i,2.254e-05+9.3812e-05i,-0.0013821-0.00033323i,-0.0017306+5.3363e-05i,-0.00062696+0.00023351i,-0.00062062-0.00011782i,-0.00070683-0.00069167i,-0.00060197-0.0019993i,-0.0014353-0.0014874i,-0.0020376+0.00057003i,-0.0012061+0.0012781i,-0.00065816+0.00087313i,-0.0011113+0.0003794i,-0.00060182-0.00092883i,0.00027543-0.0014212i,-9.547e-05-0.00097371i,-0.0011288-0.00059544i,-0.0014457-6.4875e-05i,-0.00025248+0.00025583i,0.00065878+0.00053429i,0.00019262+0.00097036i,7.0322e-05+0.00040131i,6.5463e-06+0.00053575i
0.00071786+0.00054713i,0.0011088-0.00062033i,0.00081133-0.0015278i,0.0004656-0.0011809i,-0.0005681-0.0010344i,-0.0011041-0.0011523i,-0.00046387-0.0010658i,-0.00024656-0.0011507i,-0.00070991-0.00085864i,-0.0015093-0.00016617i,-0.0014188+0.00063557i,-0.00094551+0.00050342i,-0.00095398-0.00029737i,-0.00054403-0.00033914i,-3.1144e-06-0.00033734i,-0.00059268-0.00040991i,-0.00076772-0.00033465i,-7.1823e-05-0.00040104i,0.00079003-0.00056608i,0.0010968-0.0005023i,0.00071758-7.1125e-05i,0.00031044+0.00028372i,-0.00019229-0.00023563i
0.00048858-0.0017994i,8.2538e-05-0.00058639i,-0.0024066-0.00039104i,-0.003238-8.75e-05i,-0.0026232+0.00041888i,-0.0016093+0.00019025i,-6.0416e-05-0.00076467i,0.00055646-0.0013421i,-0.00077749-0.0010823i,-0.0017129+0.00028839i,-0.0011106+0.00070026i,-0.00071025+0.00010923i,-0.00038723-0.00058096i,0.00012933-0.00066441i,-0.00011958-0.0002301i,-0.00077989-0.00038669i,-0.00086286-0.0010922i,-0.00080021-0.00075608i,-0.001091+0.00039336i,-0.00024259-0.00033358i,0.00019101-0.00089146i,-2.6585e-05-0.00019748i,0.0006379+0.00065858i
0.0010172+0.0009249i,0.0013081+0.00097976i,0.0012821-3.4647e-05i,0.0020538-0.00020092i,0.0017951-0.00078755i,0.0013194-0.0015519i,0.0012498-0.0017536i,0.00024561-0.0019273i,-0.00064518-0.0018447i,1.6046e-05-0.00083927i,-0.0009471+3.1616e-05i,-0.0016359+0.00018826i,-0.00030637+0.0010704i,0.00046872+0.0011555i,0.00019454+0.00041234i,7.0443e-05+0.00023016i,-5.793e-06+0.00065781i,-0.00055129+0.00054511i,-0.0010556+0.00047664i,-0.0011395+0.0010926i,-0.0010442+0.00083167i,-0.00036194+0.00092268i,3.5264e-05+0.00076563i
0.0021186+0.00051898i,0.0016826+0.00032764i,0.0001656-0.00026948i,-0.00074055-0.00033476i,-0.00046179-0.00065849i,-0.00053746-0.0017224i,-0.00061636-0.0023057i,-8.2625e-05-0.0025554i,-0.00077863-0.0018996i,-0.0012783-0.00018339i,-0.0006532+0.00079939i,-5.568e-05+0.0014718i,-0.00020179+0.001819i,-0.0004248+0.0012599i,-0.00028748+0.00077222i,4.4131e-05+0.00094086i,-0.00068857+0.00092196i,-0.0014002+0.00037876i,-0.0013156+0.00098866i,-0.0013904+0.0012785i,-0.00076525+0.00063826i,0.00013502+0.00014347i,-7.4477e-05-0.00016292i
0.0012095-0.00025692i,0.00090345+0.0003053i,0.00040061+0.00024984i,-0.00056647+0.0003242i,-0.0014309+0.00053737i,-0.0017225-0.00021996i,-0.0016998-0.0015096i,-0.0016391-0.0022341i,-0.0020952-0.0018108i,-0.0024734-0.00044404i,-0.0023165+0.00087195i,-0.0012744+0.0014101i,-0.0001028+0.00082796i,0.00017696+0.00018008i,2.806e-05+0.00077275i,0.00072336+0.00049759i,0.001103-0.00015196i,0.00026263+0.00024777i,-0.0013446+8.1967e-05i,-0.0013387-0.00021429i,-9.0126e-05+5.6191e-05i,0.00035054+0.00025302i,-6.3376e-05+6.2616e-05i
0.00012106-7.9496e-05i,0.0012769-5.3559e-05i,0.00097489+0.00076667i,-0.00059836-0.00033895i,-0.00027555-0.0013847i,0.00089781-0.00093656i,0.00083789-0.00069928i,-0.00095052-0.0012085i,-0.0020931-0.0011887i,-0.0022815-0.00059606i,-0.0011884-0.0002063i,-0.00036336-0.00024952i,0.00011195-0.00055089i,2.5528e-05-0.00022323i,-0.00046358+0.00031969i,-6.4094e-05+0.00017392i,0.0007819-0.00055818i,0.0011903-0.00087211i,0.00046464+0.00044477i,2.8348e-05+0.0011863i,0.00074277+0.0013025i,0.0010721+0.0018231i,0.00040254+0.00088345i
0.0010421-0.00027347i,0.00062423-0.00054832i,-0.0001654-0.0012664i,0.00017056-0.00099084i,0.00031854-0.00015235i,-0.00073432-0.0010003i,-0.0011934-0.0016632i,-0.00096952-0.001112i,-0.0013581-0.00040104i,-0.0016217+0.00035222i,-0.0012349+0.00060533i,-0.00087306+0.00042787i,-0.0005955-8.7177e-06i,-0.00079906+0.00079925i,-0.00081254+0.00080489i,-9.5044e-05+2.5404e-05i,9.2736e-05-0.00058273i,-7.8193e-05-0.0011984i,0.00013162-0.0014503i,-4.9486e-05-0.0013349i,-0.00028911-0.00028053i,-0.00034113+3.437e-05i,-0.00019137-0.00036534i
-0.00029597-0.0017248i,-0.00011538-0.0023168i,-0.00089474-0.0014832i,-0.0033165-0.0001153i,-0.0043182+0.00060313i,-0.0018063+0.0006606i,-3.1477e-05+0.00032379i,-0.00054046-0.00052575i,-0.001702-0.00087318i,-0.0015946-0.00021261i,-0.001027+0.00059096i,-0.00075567+0.00052245i,-0.00079133+0.00015311i,-0.00094614-0.00054612i,-0.00016824-0.00077096i,0.00015054-0.00066331i,4.0782e-06-0.00065111i,2.0437e-05-0.00025096i,-7.7985e-05+0.00032727i,8.4062e-05+0.00044324i,0.00049227-0.00020377i,0.0012471-0.00065078i,0.00098287-0.00039588i
-0.0014669-0.001842i,-0.0031249-0.0012071i,-0.0033481-0.0015272i,-0.0035154-0.00041716i,-0.0028285+0.00072699i,-0.00088002+0.001267i,0.00091056+9.6562e-05i,0.00054336-0.0013665i,-0.0013783-0.0011635i,-0.0018247+1.4329e-05i,-0.0010777+0.00086391i,-0.00069733+0.0012088i,-0.00045616+0.001312i,-0.00027775+0.00060785i,0.00024227-0.0003988i,7.4019e-05-0.00046923i,-0.0016192-4.5386e-05i,-0.0020499-0.00013453i,-0.00088172-0.00027669i,-0.00023123+0.00025162i,-0.0011691+0.00038194i,-0.0015107+0.00082471i,-0.00027478+0.0010596i
