-0.0013109+0.00012582i,-0.001433-0.0014426i,-0.00064719-0.0016737i,-0.00023992-0.0015004i,-0.00091954+0.00022165i,-0.00057217+0.0019832i,1.1488e-05+0.0020377i,0.00087421+0.0016232i,0.0010145+0.0019519i,0.00022527+0.001056i,-0.00024953-0.00050853i,-0.00037009-0.00091825i,-0.00061282-0.00044598i,-0.00081501+9.8734e-05i,-0.00098711+0.00068527i,-0.0011319+0.00084863i,-0.00044336+0.00023777i,0.00066938-0.00025979i,0.0004943-8.3135e-05i,-0.00018807-6.8057e-05i,0.0001733-0.00032347i,-0.00011921-0.00022052i,-0.00033504-0.00015594i
-0.54627+0.017463i,-0.29019-0.12986i,0.059597-0.2275i,0.2202-0.23044i,0.24749-0.27311i,0.17431-0.28858i,0.025447-0.16106i,-0.043969+0.0015513i,-0.026672+0.06123i,-0.0020302+0.045709i,0.012017+0.021163i,0.0044307+0.011314i,-0.011303+0.017778i,-0.0052857+0.021094i,0.020548+0.0099761i,0.034188-0.008359i,0.021112-0.023244i,0.0070539-0.027329i,0.0070296-0.023241i,0.003539-0.019915i,-0.011391-0.01807i,-0.026087-0.016263i,-0.032356-0.014047i
0.65662-0.39505i,0.7132-0.2231i,0.66995+0.039295i,0.56979+0.086075i,0.37184-0.036265i,0.17658-0.11569i,0.087261-0.11516i,0.057545-0.092484i,0.035682-0.066249i,0.012827-0.035314i,0.0033348-0.00034177i,0.015159+0.018963i,0.017508+0.0042144i,-0.009746-0.017221i,-0.041267-0.013017i,-0.042801+0.0073422i,-0.016+0.020698i,0.0091973+0.02044i,0.010946+0.015712i,0.0031281+0.017967i,0.0064625+0.022593i,0.0094442+0.020119i,0.0016313+0.0084686i
-0.46074+0.62689i,-0.55055+0.52731i,-0.52742+0.34303i,-0.3987+0.38152i,-0.23845+0.55041i,-0.11076+0.57153i,-0.021058+0.3888i,-0.002586+0.19177i,-0.014767+0.097835i,-0.0024546+0.050461i,0.011433+0.01363i,0.026403-0.010516i,0.040785-0.027846i,0.035157-0.019239i,0.016424+0.011482i,0.0011426+0.032626i,-0.0042835+0.034147i,-0.0079954+0.022171i,-0.014054+0.0049184i,-0.017395-0.0047168i,-0.014189+0.00047739i,-0.0056415+0.010416i,0.0002118+0.014456i
0.13302-0.73236i,0.12726-0.62936i,0.025337-0.33888i,-0.089887-0.18361i,-0.11249-0.19962i,-0.09546-0.2254i,-0.094756-0.18i,-0.088409-0.11463i,-0.081884-0.062668i,-0.071233-0.017493i,-0.052579+0.0044079i,-0.044702+0.0085183i,-0.039799+0.014701i,-0.027799+0.018561i,-0.016136+0.013255i,-0.013026+0.004106i,-0.014155+0.0049449i,-0.0049555+0.016943i,0.019629+0.019645i,0.032998-0.0083075i,0.0098475-0.049247i,-0.022339-0.063712i,-0.023873-0.048509i
0.41959+0.86136i,0.5384+0.8142i,0.44571+0.422i,0.20643-0.0024378i,0.041476-0.23483i,0.011665-0.26335i,0.0058971-0.13151i,0.020129+0.014372i,0.045226+0.039361i,0.031243+0.0045954i,0.0080194-0.007243i,-0.0036854-0.0012914i,-0.0049787-0.0034417i,-0.0026377-0.04447i,-0.01844-0.09109i,-0.039319-0.087119i,-0.047771-0.049456i,-0.043549-0.018422i,-0.031356-0.0076941i,-0.02155-0.0064119i,-0.013484-0.0044997i,-0.0055046-0.0075709i,0.0020623-0.014205i
-0.68918-0.5583i,-0.71977-0.5109i,-0.47402-0.35413i,-0.22656-0.14185i,-0.13577+0.12239i,-0.093664+0.25133i,-0.070756+0.15413i,-0.10046+0.039963i,-0.098764+0.014018i,-0.048613-0.00023025i,-0.013997-0.017737i,0.0030956-0.014045i,0.020366+0.0097042i,0.043464+0.038334i,0.067326+0.045254i,0.076079+0.02496i,0.06768-0.0058308i,0.047547-0.032077i,0.019311-0.038051i,0.0038834-0.017577i,0.014767+0.012716i,0.033917+0.027213i,0.032344+0.025007i
0.62024+0.16043i,0.48896+0.083781i,0.27057+0.081727i,0.23656+0.08579i,0.26142-0.012879i,0.2049-0.063075i,0.15668-0.035834i,0.12399-0.036145i,0.064772-0.033497i,0.035403-0.013793i,0.033781-0.016443i,0.018076-0.028566i,-0.0089338-0.022313i,-0.023892+0.020315i,-0.0026762+0.071932i,0.030149+0.07874i,0.030873+0.052319i,0.0026376+0.040348i,-0.018036+0.052667i,-0.010841+0.057801i,0.0079599+0.034125i,0.015918+0.0066307i,0.014229-0.00094816i
-0.70836+0.17829i,-0.52787+0.40076i,-0.16568+0.44997i,0.044662+0.21799i,0.057223-0.072887i,-0.018381-0.15815i,-0.085782-0.050006i,-0.094219+0.058876i,-0.062376+0.074881i,-0.04714+0.055644i,-0.038326+0.052875i,-0.013669+0.037764i,0.005626-0.00047202i,0.0047716-0.039232i,-0.016626-0.053183i,-0.032947-0.029747i,-0.018267-0.0032682i,0.0044047-0.005056i,0.0091025-0.023146i,-0.0062119-0.042513i,-0.038014-0.050767i,-0.059938-0.037124i,-0.044186-0.017232i
0.53936-0.40846i,0.23037-0.4991i,-0.21974-0.36459i,-0.39289-0.028105i,-0.2675+0.27622i,-0.069679+0.3094i,0.041506+0.14349i,0.05107+0.0084424i,0.028619-0.043347i,0.0030904-0.068194i,-0.018132-0.070164i,-0.016396-0.050237i,-0.0049363-0.028701i,-0.0063263-0.015827i,-0.019662-0.011425i,-0.027219+0.00071122i,-0.0086316+0.022508i,0.035024+0.026962i,0.066311+0.00030034i,0.058986-0.022605i,0.030388-0.01795i,0.0070876-0.0049881i,-0.0061383+0.0027067i
-0.32827+0.30983i,-0.18812+0.013678i,-0.13782-0.27763i,-0.20853-0.20761i,-0.17272+0.033095i,-0.076414+0.11434i,-0.052987+0.088604i,-0.052052+0.064257i,-0.060127+0.046675i,-0.042426+0.046387i,0.0026957+0.031733i,0.014949+0.009364i,0.0063885+0.0080684i,0.00032428+0.015415i,0.0006499+0.021678i,0.0056712+0.014298i,-0.0067921-0.0063025i,-0.031535-0.012862i,-0.041605+0.0015466i,-0.031119+0.015803i,-0.0044951+0.012685i,0.019062-0.0028129i,0.020575-0.0054112i
0.42076-0.4619i,0.58993-0.24988i,0.70456-0.043943i,0.59983-0.17609i,0.28755-0.41346i,0.024394-0.4315i,-0.086779-0.28956i,-0.10805-0.15861i,-0.085593-0.1006i,-0.073681-0.077855i,-0.066582-0.042222i,-0.033945-0.0090713i,-0.0050206+0.0006703i,0.010547-0.00063875i,0.024522-0.0049438i,0.023299-0.0048101i,0.0096581+0.0076804i,-0.0023719+0.023592i,-0.0063265+0.034899i,0.011524+0.029737i,0.036689-0.0021173i,0.040443-0.031175i,0.03146-0.028494i
-0.17439+0.80584i,-0.21317+0.75002i,-0.16311+0.41279i,-0.066226+0.13257i,0.0029342+0.10968i,0.067478+0.2038i,0.1138+0.20531i,0.092404+0.14095i,0.079431+0.076803i,0.089477+0.0070943i,0.074721-0.035051i,0.04736-0.040275i,0.020377-0.027608i,0.0025483-0.0022293i,-0.0051219+0.025074i,-0.0068518+0.048069i,0.0044099+0.059721i,0.020124+0.051038i,0.016439+0.030861i,-0.0077047+0.024105i,-0.025056+0.04332i,-0.018071+0.062494i,-0.0068103+0.052412i
-0.33196-0.72261i,-0.44741-0.66096i,-0.44352-0.4107i,-0.33341-0.17539i,-0.18521-0.022395i,-0.0832+0.034454i,-0.045238+0.0081733i,-0.03748-0.052536i,-0.042385-0.077718i,-0.045759-0.048096i,-0.035276-0.01267i,-0.021293-0.0083434i,-0.026718-0.014264i,-0.050223+0.0005683i,-0.057208+0.026258i,-0.039256+0.032162i,-0.019774+0.016497i,-0.0022098-0.0019317i,0.013497-0.030094i,0.0098315-0.065114i,-0.012386-0.078424i,-0.033396-0.062639i,-0.038212-0.032109i
0.56847+0.5279i,0.63089+0.47078i,0.49319+0.30571i,0.26646+0.12554i,0.063806-0.066828i,-0.064186-0.15284i,-0.07242-0.068871i,0.023179+0.034433i,0.10155+0.045329i,0.098423+0.0034966i,0.058652-0.0086599i,0.043304+0.011941i,0.050389-0.0047258i,0.02637-0.050361i,-0.020812-0.065451i,-0.044574-0.043492i,-0.045735-0.011305i,-0.048987+0.008606i,-0.051503+0.027794i,-0.029041+0.0503i,0.011544+0.036282i,0.02597-0.011228i,0.010541-0.032672i
-0.59371-0.40779i,-0.50413-0.39364i,-0.21907-0.29776i,-0.024478-0.15541i,-0.0042456+0.050042i,-0.030025+0.18404i,-0.068539+0.17189i,-0.11944+0.13936i,-0.12443+0.10892i,-0.090825+0.046135i,-0.065137-0.0054523i,-0.032828-0.014106i,0.013145+0.001676i,0.042469+0.0048591i,0.040094-0.0089104i,0.019697-0.0074994i,0.012928+0.018791i,0.032539+0.041153i,0.049653+0.031452i,0.037664+0.0024443i,0.015347-0.0047723i,0.010924+0.0091815i,0.004842+0.014021i
0.65297-0.069831i,0.47222-0.28932i,0.088727-0.41259i,-0.099361-0.29857i,-0.032153-0.1029i,0.070542-0.014937i,0.092665-0.06286i,0.043619-0.14278i,-0.0011955-0.13126i,0.014121-0.06192i,0.046177-0.030577i,0.030032-0.03087i,-0.013115-0.0097882i,-0.019205+0.036914i,0.011166+0.066544i,0.029514+0.051964i,0.0096505+0.023733i,-0.022829+0.02935i,-0.021789+0.062267i,0.011314+0.07659i,0.039041+0.065445i,0.045501+0.048932i,0.032381+0.028009i
-0.44302+0.29093i,-0.048938+0.41093i,0.39899+0.30326i,0.42055-0.011722i,0.11264-0.26368i,-0.12306-0.2676i,-0.15871-0.1504i,-0.13961-0.13798i,-0.15025-0.1968i,-0.15008-0.17194i,-0.097031-0.10818i,-0.047473-0.085117i,-0.043332-0.066736i,-0.049562-0.046366i,-0.05545-0.038261i,-0.069007-0.023909i,-0.076911-0.0098989i,-0.077877-0.028103i,-0.092491-0.067626i,-0.11516-0.078406i,-0.11452-0.060025i,-0.089594-0.045562i,-0.054552-0.032761i
0.52843-0.08484i,0.5184+0.1091i,0.46809+0.22304i,0.40839+0.094471i,0.24711-0.069769i,0.094109-0.12569i,0.098858-0.17516i,0.25483-0.2744i,0.35545-0.36046i,0.26074-0.28495i,0.18215-0.073438i,0.20433+0.016712i,0.13051-0.042185i,-0.012784-0.057504i,-0.080093-0.013286i,-0.076731+0.017348i,-0.052902+0.032766i,-0.018676+0.039355i,0.023294+0.035223i,0.053276+0.026101i,0.056291+0.01551i,0.036141-0.0012777i,0.0039232-0.016682i
-0.55728+0.3384i,-0.64974+0.1855i,-0.59219+0.054419i,-0.37717+0.16485i,-0.068458+0.36313i,0.092049+0.43103i,0.017463+0.46054i,-0.094724+0.59708i,-0.050155+0.63991i,0.058622+0.35989i,0.0083882+0.024732i,-0.070976-0.049613i,-0.0037751-0.011742i,0.057064-0.028885i,0.031314-0.0363i,0.0018253-0.010038i,-0.01465+0.017003i,-0.028477+0.056022i,-0.033607+0.093206i,-0.029695+0.096633i,-0.012474+0.069326i,0.01183+0.027002i,0.014406-0.013655i
0.39694-0.79176i,0.51486-0.88782i,0.45448-0.79225i,0.17073-0.61593i,-0.14268-0.41024i,-0.20368-0.26446i,-0.069036-0.34925i,-0.050978-0.58448i,-0.15682-0.60173i,-0.15744-0.31429i,-0.024292-0.07157i,0.03279-0.043549i,-0.040053-0.029814i,-0.041713+0.04818i,0.050451+0.063497i,0.096117+0.0090539i,0.075312-0.050573i,0.016842-0.10165i,-0.043878-0.127i,-0.059681-0.11663i,-0.038219-0.085362i,0.003762-0.045942i,0.043441-0.0206i
-1.4494+6.3375i,-1.2073+4.1419i,1.7174+3.0692i,3.5542+0.80926i,3.4083-1.5498i,1.4542-2.9661i,-0.41047-1.8713i,-0.27709+0.0033254i,0.9333+0.67166i,1.5086+0.25606i,0.9957-0.27672i,0.23033-0.40332i,-0.44637-0.19204i,-0.98175+0.36248i,-0.95617+0.82861i,-0.56177+0.83177i,-0.17589+0.52155i,0.011173+0.10645i,-0.048993-0.19834i,-0.19156-0.26556i,-0.24208-0.1718i,-0.15007-0.053922i,-0.017283-0.032566i
-0.23602-0.57218i,-0.33406-0.4048i,-0.30482-0.046488i,-0.071499+0.17196i,0.22429+0.10151i,0.38525-0.11322i,0.47311-0.37561i,0.55289-0.68044i,0.3918-0.79507i,0.05544-0.49364i,-0.041354-0.10705i,0.019497-0.039191i,-0.083214-0.092137i,-0.20554+0.013229i,-0.18583+0.13449i,-0.12338+0.14978i,-0.079145+0.12444i,-0.042352+0.10414i,-0.0088231+0.081637i,0.0062782+0.0456i,-0.0095445+0.021159i,-0.033199+0.0088443i,-0.052211-0.0077467i
0.41679+0.40835i,0.37302+0.18683i,0.090124-0.0081851i,-0.17586+0.129i,-0.16158+0.35698i,0.0068927+0.3111i,0.079233+0.01026i,0.019306-0.26968i,-0.056684-0.29337i,-0.039333-0.10253i,0.02615+0.038985i,0.018583+0.064779i,-0.027201+0.085036i,-0.019469+0.10475i,0.02799+0.078701i,0.048772+0.020095i,0.027171-0.021923i,-0.010015-0.032801i,-0.047054-0.010624i,-0.054129+0.043322i,-0.016735+0.078559i,0.018571+0.059476i,0.015395+0.031314i
-0.2777-0.39606i,-0.0090228-0.43649i,0.21511-0.46979i,0.093057-0.39144i,-0.1712-0.10186i,-0.21706+0.15398i,-0.061176+0.24447i,0.12933+0.24017i,0.23421+0.11219i,0.16424-0.049969i,0.047118-0.065819i,0.051432-0.0054862i,0.09507-0.0089674i,0.090688-0.040445i,0.084548-0.050021i,0.093219-0.050224i,0.097102-0.054095i,0.093357-0.056624i,0.083772-0.051341i,0.069707-0.035498i,0.05411-0.016199i,0.036969-0.0062549i,0.015933-0.0065439i
0.27511+0.33556i,0.01422+0.42023i,-0.16726+0.35061i,-0.06711+0.089657i,0.084828-0.2301i,0.12694-0.35495i,0.13799-0.29784i,0.098101-0.27141i,-0.046015-0.22624i,-0.1412-0.097432i,-0.11779-0.018037i,-0.10435-0.012518i,-0.12406+0.015881i,-0.10412+0.062163i,-0.055547+0.081338i,-0.0067379+0.069582i,0.02504+0.038375i,0.02837+0.01489i,0.023854+0.00078514i,0.0078355-0.027442i,-0.029651-0.040366i,-0.052703-0.018189i,-0.039287-0.00607i
-0.81035-0.23628i,-0.93961-0.19687i,-0.72646+0.054446i,-0.29874+0.20435i,0.011622+0.036097i,0.024997-0.19299i,-0.16113-0.24046i,-0.32056-0.091007i,-0.26058+0.13456i,-0.057436+0.21438i,0.017304+0.14644i,-0.024522+0.11501i,-0.0059497+0.11671i,0.03732+0.068354i,0.024198-0.0010162i,-0.014334-0.03665i,-0.024625-0.03199i,-0.0029778-0.014635i,0.025803+0.002975i,0.051027+0.023121i,0.066707+0.033059i,0.065293+0.0277i,0.050678+0.021661i
0.72126-0.23095i,0.66849-0.39453i,0.31147-0.37902i,0.00075036-0.076083i,-0.055484+0.26212i,-0.0042603+0.36936i,0.050855+0.32684i,0.14684+0.28306i,0.23024+0.19662i,0.20014+0.058407i,0.089491-0.020947i,0.027606-0.0088232i,0.043974-0.011493i,0.05422-0.065731i,0.026437-0.098161i,-0.0078394-0.078372i,-0.029739-0.04872i,-0.051792-0.041744i,-0.078845-0.032189i,-0.07652+0.0011763i,-0.03052+0.02219i,0.010922+0.0085231i,0.019832-0.003984i
-0.25151+0.39932i,0.0075275+0.42672i,0.20847+0.24182i,0.11467+0.020666i,-0.050814-0.010188i,-0.061174+0.032266i,0.0030787-0.0084804i,0.0071833-0.080675i,-0.05397-0.09049i,-0.080525-0.025434i,-0.027574+0.03085i,0.015608+0.023368i,-0.0006598+0.019992i,-0.012572+0.062492i,0.022367+0.098828i,0.077627+0.08395i,0.10458+0.040536i,0.09077+0.018652i,0.058615+0.017181i,0.01809+0.011691i,-0.02603+0.014344i,-0.048757+0.028911i,-0.042913+0.025749i
0.36861-0.05544i,0.38813+0.2327i,0.39938+0.41682i,0.36733+0.25782i,0.18747-0.0496i,0.0047349-0.19144i,-0.06236-0.17457i,-0.099486-0.10766i,-0.11106-0.017653i,-0.060347+0.038835i,-0.0066124+0.023712i,0.0017077-0.021005i,-0.013804-0.043461i,-0.023303-0.042376i,-0.033964-0.044559i,-0.054447-0.055777i,-0.059308-0.062514i,-0.037585-0.068543i,-0.014209-0.077188i,-0.0055612-0.069812i,0.0013729-0.043008i,0.013387-0.014915i,0.017552+0.003002i
-0.56444+0.24718i,-0.7133+0.093955i,-0.57326-0.073843i,-0.26068-0.12128i,-0.016073-0.092519i,0.041026-0.037203i,0.0043793+0.055605i,0.034079+0.13961i,0.10337+0.12506i,0.087453+0.050928i,0.015976+0.022354i,-0.015417+0.031792i,-0.012733+0.02877i,-0.017449+0.0098699i,-0.037069+5.525e-05i,-0.057794+0.027646i,-0.064775+0.073144i,-0.057731+0.095448i,-0.032038+0.087053i,0.0058405+0.04963i,0.021491-0.005697i,0.010927-0.043982i,0.007505-0.044567i
0.16513-0.6709i,0.021524-0.70281i,-0.21439-0.43042i,-0.27584-0.085841i,-0.16099+0.065047i,-0.049274+0.069487i,0.018276+0.034624i,0.041829-0.052013i,0.0020571-0.10731i,-0.028006-0.081744i,-0.011158-0.043655i,0.01661-0.0063168i,0.051836+0.025364i,0.082294+0.025362i,0.10017+0.011481i,0.11721-0.0079144i,0.11794-0.031216i,0.097223-0.03622i,0.065661-0.019519i,0.028239+0.0096403i,0.0037811+0.037702i,-0.0020178+0.03799i,-0.013961+0.013433i
0.1658+0.47201i,0.37601+0.38366i,0.46478+0.15175i,0.28674+0.030779i,0.039272+0.079492i,-0.058134+0.12728i,-0.0673+0.085422i,-0.089257+0.037895i,-0.090149+0.031054i,-0.035579+0.046783i,0.019478+0.046613i,0.017611+0.023226i,-0.018581+0.0086543i,-0.040471+0.016096i,-0.045177+0.025454i,-0.044574+0.015188i,-0.043057-0.013978i,-0.048879-0.039037i,-0.050122-0.040501i,-0.022023-0.0261i,0.019201-0.01526i,0.038145-0.0093499i,0.026776-0.00048547i
0.070825-0.29792i,0.17784-0.22548i,0.20227-0.14397i,0.17473-0.11771i,0.16458-0.078218i,0.15901-0.049092i,0.13031-0.055456i,0.098104-0.042057i,0.078746-0.0062115i,0.058289+0.019648i,0.028681+0.025158i,0.0053129+0.020586i,-0.0076534+0.0076157i,-0.021429-0.014834i,-0.036399-0.026945i,-0.044337-0.0078993i,-0.027315+0.032115i,0.0097265+0.053194i,0.030655+0.031629i,0.013112-0.0048821i,-0.017315-0.020339i,-0.025568-0.012756i,-0.0099654-0.0011321i
-0.080776+0.49253i,-0.27141+0.58993i,-0.3492+0.52751i,-0.24202+0.33115i,-0.07579+0.078022i,0.0032268-0.088466i,0.013418-0.11311i,0.031058-0.084637i,0.042284-0.053989i,0.023342-0.021957i,0.0084331+0.0012541i,0.012236+0.0069428i,0.020136+0.0042432i,0.028164+0.0011261i,0.032713-0.0060848i,0.027744-0.014641i,0.013754-0.020004i,0.0016563-0.018839i,0.0037862-0.0046622i,0.012154+0.0093165i,0.011431+0.012798i,0.005369+0.0090072i,0.00090082-0.0016945i
-0.27514-0.47252i,-0.2844-0.51617i,-0.16817-0.3218i,-0.030405-0.097348i,-0.030903+0.0052944i,-0.099433+0.033536i,-0.11041+0.025807i,-0.10849-0.0089519i,-0.11517-0.020574i,-0.095434-0.0035814i,-0.059217+0.014433i,-0.029789+0.02197i,-0.0099351+0.026823i,0.0086283+0.037763i,0.023271+0.036501i,0.016998+0.013271i,-0.0076271-0.0066526i,-0.027464-0.0023502i,-0.030259+0.01197i,-0.024834+0.015043i,-0.022491+0.012781i,-0.016394+0.014546i,-0.0077351+0.014225i
0.20028+0.19352i,0.10413+0.099502i,-0.063019-0.043303i,-0.14675-0.048463i,-0.077841+0.01529i,0.017779+0.020367i,0.056349+0.01857i,0.0772+0.040289i,0.063236+0.039593i,0.021705+0.030993i,-0.0032692+0.024386i,-0.018523+0.014922i,-0.02688+0.0086587i,-0.025875+0.0013693i,-0.026645-0.0088272i,-0.025906-0.013934i,-0.019335-0.015477i,-0.018975-0.022891i,-0.02351-0.023048i,-0.010703-0.0058471i,0.017672+0.0098688i,0.033983+0.012577i,0.033624+0.0086874i
-0.082621-0.12081i,0.090079-0.010906i,0.25883+0.15616i,0.26712+0.16093i,0.13709+0.05393i,0.017589+0.0060311i,-0.012082-0.0032439i,-0.0043294-0.028012i,0.0063687-0.042306i,0.0037521-0.045098i,-0.012975-0.030382i,-0.011191-0.010287i,-0.0042066-0.01062i,-0.014089-0.017166i,-0.012436-0.01366i,0.0095443-0.0095439i,0.026828-0.006027i,0.033562+0.0017445i,0.035946+0.0028551i,0.031007-0.0083339i,0.016756-0.022212i,-0.0057598-0.028253i,-0.023706-0.024595i
0.32737+0.26514i,0.40179+0.29359i,0.34474+0.1002i,0.1787-0.056462i,0.071457-0.016559i,0.087919+0.054248i,0.091317+0.050869i,0.048933+0.033066i,0.020209+0.018677i,0.01173+0.0021283i,0.016887-0.0089908i,0.018732-0.011247i,0.019087+0.00057079i,0.037561+0.0087454i,0.050345+0.0017899i,0.038529-0.011083i,0.01825-0.026173i,0.0026785-0.032491i,-0.010911-0.014968i,-0.022842+0.017825i,-0.023451+0.03685i,-0.015902+0.03238i,-0.012786+0.024912i
-0.3416-0.19193i,-0.48876-0.29135i,-0.52278-0.23928i,-0.39003-0.12981i,-0.18909-0.078822i,-0.08665-0.067205i,-0.059558-0.04526i,-0.031503-0.020885i,-0.0064045-0.0045128i,0.015325+0.011508i,0.02519+0.019725i,0.017508+0.022085i,0.0023306+0.01544i,-0.021086+0.0065059i,-0.037787+0.013346i,-0.032723+0.030755i,-0.017345+0.043508i,-0.0083771+0.042381i,-0.0064851+0.023636i,-0.0032297-0.0039088i,0.0029984-0.019537i,0.015024-0.020777i,0.024821-0.022814i
0.15449+0.043461i,0.13176+0.094437i,0.074339+0.12117i,0.026464+0.13967i,-0.021418+0.098882i,-0.045893+0.022674i,-0.029301-0.011137i,-0.0049786-0.027047i,-0.0090304-0.029717i,-0.016117-0.01154i,-0.013129-0.0066678i,-0.015121-0.012409i,-0.017381-0.0044913i,-0.014124+0.013895i,-0.0013491+0.023857i,0.019384+0.013958i,0.034707-0.0066684i,0.034403-0.025733i,0.018674-0.040345i,-0.0030381-0.044052i,-0.020079-0.030302i,-0.027056-0.0091678i,-0.029527+0.0013624i
-0.20666-0.19779i,-0.24557-0.3391i,-0.15318-0.32572i,-0.026678-0.21804i,0.0092687-0.10014i,-0.0090211-0.0098686i,-0.016344+0.023417i,-0.014712+0.028734i,-0.0089982+0.02407i,-0.014163+0.019931i,-0.023421+0.030569i,-0.019162+0.036473i,-0.0043971+0.026715i,0.014761+0.0071388i,0.020403-0.013486i,-0.0030115-0.019415i,-0.035941-0.008483i,-0.042893+0.0059901i,-0.020188+0.016049i,0.0070622+0.024783i,0.020455+0.032027i,0.020501+0.034784i,0.020732+0.034623i
0.19443+0.25077i,0.22856+0.43951i,0.10504+0.47696i,0.020845+0.36851i,0.076077+0.20125i,0.12162+0.062842i,0.10348-0.0091355i,0.069433-0.047406i,0.029799-0.060971i,0.008098-0.046705i,0.0088186-0.030637i,0.011668-0.016519i,0.0070824-0.0075909i,-0.011579-0.0086261i,-0.031982-0.0032938i,-0.031804+0.012552i,-0.012606+0.024446i,0.0044002+0.023716i,0.0092739+0.022413i,0.012563+0.020063i,0.018782+0.0027977i,0.024191-0.021531i,0.029769-0.036165i
-0.10735-0.033875i,-0.046665-0.026582i,0.14724-0.038434i,0.19312-0.13999i,0.048162-0.19544i,-0.04564-0.14032i,-0.053689-0.091988i,-0.063467-0.055453i,-0.04825-0.013228i,-0.022463-0.0023142i,-0.016229-0.003538i,-0.01716-0.009716i,-0.022332-0.01203i,-0.017763+0.0044919i,-0.0001305+0.01077i,0.0099492-0.0071894i,0.0076784-0.028089i,0.00039574-0.03255i,-0.0046606-0.0299i,-0.008909-0.03421i,-0.01802-0.034637i,-0.027113-0.022422i,-0.033762-0.0078422i
0.17358+0.070134i,0.20029-0.022189i,0.017411-0.14913i,-0.14736-0.090593i,-0.12772+0.040095i,-0.077168+0.046969i,-0.069164+0.029963i,-0.03143+0.03272i,0.0098817+0.020411i,0.021007+0.0085602i,0.015164-0.0014042i,0.00188-0.0040453i,0.002047-0.0054186i,0.011434-0.026133i,0.0071492-0.045152i,-0.0058296-0.038212i,-0.015327-0.017767i,-0.01712-0.0045108i,-0.014545+0.0039683i,-0.010659+0.020342i,-0.0046968+0.037901i,-0.0012186+0.044111i,-0.0013265+0.041533i
-0.23317-0.20196i,-0.34559-0.1504i,-0.20933+0.019616i,-0.0097157+0.077026i,0.059339+0.018433i,0.061308-0.004677i,0.069322+0.00068105i,0.068411-0.0040222i,0.046901-0.011268i,0.022924-0.0028411i,0.019527+0.01407i,0.030993+0.017853i,0.027352+0.01402i,0.008764+0.023262i,0.0021611+0.036394i,0.012158+0.031187i,0.020535+0.013082i,0.018683+0.0011866i,0.018566-6.7362e-05i,0.027281+0.00098984i,0.032588-0.0028416i,0.026439-0.014731i,0.015113-0.025416i
0.27113+0.10735i,0.40432-0.031072i,0.30554-0.17574i,0.14013-0.13454i,0.057967-0.019489i,0.012995+0.003173i,-0.015228-0.020118i,-0.0098992-0.035505i,-0.0042896-0.035254i,-0.0038412-0.020754i,-0.0045414-0.013377i,-0.011703-0.007496i,-0.0060067+0.0036544i,0.016184+0.0067318i,0.035339-0.0052159i,0.035308-0.024824i,0.023909-0.039088i,0.012818-0.041693i,-0.004232-0.037068i,-0.024637-0.028987i,-0.034182-0.019987i,-0.028542-0.013582i,-0.017722-0.0083161i
-0.37777-0.15722i,-0.62722-0.023697i,-0.57538+0.13048i,-0.31934+0.13478i,-0.10429+0.084924i,0.038706+0.10682i,0.11935+0.10554i,0.10855+0.040817i,0.052485-0.005423i,0.012605-0.0051857i,0.00050195+0.015537i,0.0001624+0.027614i,-0.0022633+0.019849i,-0.010813+0.00014004i,-0.025511-0.010941i,-0.034631+0.0016176i,-0.026896+0.023315i,-0.010348+0.02923i,0.0034949+0.01904i,0.012422+0.010779i,0.018893+0.013614i,0.02297+0.024471i,0.026282+0.028872i
0.41244+0.32691i,0.64711+0.32099i,0.58589+0.2337i,0.35838+0.11968i,0.17826-0.023693i,0.075199-0.13268i,0.020667-0.15108i,-0.013331-0.098634i,-0.013206-0.028048i,0.01078-0.0077019i,0.014987-0.02555i,0.0083467-0.032208i,0.0036804-0.02395i,-0.0046777+0.0018332i,0.00024749+0.036998i,0.020983+0.052472i,0.037401+0.045177i,0.040332+0.035124i,0.03765+0.027832i,0.034043+0.015277i,0.023872-0.00025902i,0.01013-0.012864i,0.0022922-0.021897i
-0.41812-0.27445i,-0.54269-0.23631i,-0.4299-0.20381i,-0.31691-0.15083i,-0.27741-0.014197i,-0.22467+0.073463i,-0.16328+0.093552i,-0.075873+0.11023i,0.0007586+0.0797i,0.0083847+0.038516i,-0.0060839+0.031368i,-0.012658+0.025325i,-0.014391+0.019566i,0.00034781+0.010647i,0.010479-0.014777i,-0.0017699-0.038197i,-0.018445-0.04541i,-0.024967-0.036261i,-0.024963-0.017563i,-0.026867-0.0024269i,-0.030264+0.00039383i,-0.030762-0.0039995i,-0.030077-0.0017212i
0.4852+0.20709i,0.54066+0.12601i,0.34299+0.1526i,0.22705+0.22291i,0.22879+0.15041i,0.1578+0.062332i,0.078069+0.045069i,0.046713+0.020874i,0.02586+0.0050317i,0.024204+0.0059553i,0.023609+0.0015356i,0.017248+0.0076373i,0.017169+0.012726i,0.0038002+0.0055365i,-0.018508+0.0042635i,-0.026011+0.015387i,-0.021408+0.027481i,-0.0185+0.028005i,-0.016843+0.021497i,-0.0093218+0.021689i,0.0056638+0.027617i,0.021557+0.030506i,0.029119+0.026351i
