-0.0024469+0.00063301i,-0.002262-0.00069905i,-0.0032608-0.00075431i,-0.0027361-0.00062369i,-0.0017874-0.00045492i,-0.00024733-4.6303e-05i,0.00064781+0.0011257i,0.00079251+0.0014552i,0.001152+0.00082621i,0.00047889+0.00027087i,-4.4253e-05-0.00029999i,0.0003752-0.00043444i,0.00076577-4.9203e-06i,-0.00057009+0.00020865i,-0.0013457+0.00012307i,-0.00017199-4.4681e-06i,-0.00013726-7.872e-05i,-0.00029604+0.00054101i,0.00056582+0.00044102i,0.00058233+0.00028125i,0.00067418-0.00045045i,0.0013596-0.00083846i,0.00054797-0.00027031i
0.001727+0.00029209i,0.0019616+0.00018957i,-0.00012794+0.00034745i,-0.0025811-0.0003209i,-0.00052616+0.00098564i,0.0033316+0.0023495i,0.0042359+0.0027957i,0.0029595+0.0033564i,0.00042053+0.0010453i,-0.0019183-0.001933i,-0.0029497-0.0023402i,-0.001536-0.0015354i,0.00018322-0.00033834i,0.00034949+0.0010638i,0.0007217+0.0018324i,0.0011165+0.0012467i,0.00091+0.00057759i,0.00057738-0.00036194i,0.00033076-0.0011652i,8.1587e-05-0.0008968i,-0.00023611+8.1436e-05i,-0.00047057+6.6488e-05i,-9.3609e-05-0.00068633i
0.00025295+0.00086843i,-0.0012288-6.3276e-05i,0.00040366+0.00071561i,0.0028731+0.0017541i,0.002725+0.0026145i,0.0034421+0.00089638i,0.0026522-0.0016119i,0.00033501-0.0007958i,-0.00059182+0.00088579i,-0.0021199+0.0019181i,-0.0029663+0.0012344i,-0.0019947-0.00061976i,-0.0006028-0.00096747i,0.00052258-0.00048174i,0.0017457-0.00010305i,0.002302-0.00076374i,0.0012949-0.0012153i,0.00029938-0.00073339i,0.00020004-0.00099524i,0.00030192-0.0011347i,0.00014781-0.00086029i,-0.00015365-0.0013313i,-0.00028755-0.0013383i
-0.0031683+0.0022855i,-0.0049544+0.0017645i,-0.0057922+0.0031222i,-0.0041655+0.0045996i,-0.0016764+0.0044757i,0.0014264+0.0028444i,0.0019354+7.846e-05i,0.00050974-0.00075762i,0.0010848+0.0015085i,0.0020144+0.0041963i,0.00088022+0.004252i,-0.00025797+0.0013785i,0.0002118-0.00091848i,0.0014047-0.0017854i,0.0011144-0.0015059i,-5.4297e-05-5.5721e-05i,-0.00095035-3.058e-05i,-0.0017113-4.5851e-05i,-0.0016069-0.00013009i,-0.00055573-9.5819e-05i,0.00034958+0.00072292i,0.00060048+0.0010356i,-0.00024028+0.0001195i
0.019152-0.01315i,0.025713-0.015892i,0.02645-0.023848i,0.014924-0.019785i,0.0029715-0.012548i,-0.0043073-0.004154i,-0.0029521+0.00082052i,-0.0010777-0.0016917i,-0.00086501-0.0041816i,0.00075714-0.0044889i,5.0902e-05-0.0040275i,-0.0023333-0.003104i,-0.0041434-0.0033073i,-0.005319-0.0044963i,-0.0059627-0.0042081i,-0.005018-0.0018304i,-0.0028707+0.00015507i,-0.0011193+0.00076426i,-0.00014741+0.00085503i,-0.00041031+0.00090164i,-0.001369-0.00035956i,-0.00094028-0.0020421i,-0.00025128-0.002182i
0.0040757-0.0025232i,0.0042655-0.0015939i,0.0040756-0.0029009i,0.00079503-0.0015545i,-0.00096471+0.00072461i,-0.00063594+0.00034815i,-0.00084933-0.00091557i,-0.0011845-0.0014454i,-0.00022223-0.0018527i,0.00025753-0.0035489i,-0.00026591-0.0037294i,-0.00032965-0.0015854i,-0.00061263+4.354e-06i,-0.0026334+0.00045797i,-0.0028954+0.0013809i,-0.00092196+0.0023841i,0.00099389+0.0021821i,0.0016456+0.0017683i,0.00082011+0.002153i,-0.00028343+0.0010456i,-0.00091212-0.0005133i,-0.00069189-0.00065918i,-0.00030519-1.7361e-05i
0.0038393-0.0025822i,0.0014789-0.0034982i,-0.00023007-0.0062888i,-0.001564-0.0074193i,-0.0027965-0.0035091i,-0.0018961+0.00082293i,-0.001881+0.002114i,-0.0024436+0.002491i,-0.0015414+0.0017007i,-0.0017462-0.00044704i,-0.0019346-0.0013978i,-0.00038334+0.00029751i,0.00012972+0.0022085i,-0.0001228+0.0024079i,0.00043933+0.0022628i,0.00052976+0.0017616i,0.00028347+0.00083473i,0.00023867-0.00074633i,0.0008677-0.0013019i,0.0014098-0.00095729i,0.0012748-0.00041412i,0.00082698+1.4067e-05i,0.00063435+0.00010864i
-0.00026829+0.0003884i,0.0018304+0.00022096i,0.0029443+0.0011194i,0.002177+0.0036112i,-0.00019246+0.0036544i,0.00013994+0.0030108i,0.0016097+0.0032906i,0.00040629+0.0031627i,-0.00090367+0.0030224i,-0.001023+0.0028991i,-0.00074636+0.002244i,0.001032+0.001415i,0.0026528-6.384e-05i,0.0032096-0.00094713i,0.0034583-0.0013405i,0.002764-0.001301i,0.0018617-0.0011029i,0.0011778-0.0014116i,0.00051082-0.00089593i,0.00042665+0.00069461i,0.00046127+0.00062233i,0.00058094-0.00025818i,0.00074581-0.00054657i
0.00083083+0.00035739i,0.0010209-0.00081647i,-0.00043055-0.0033162i,-0.00080757-0.0030616i,0.00068741-0.0021004i,0.0023495-0.0011654i,0.0044736-0.00042994i,0.0050996+0.00024708i,0.0044915+0.001458i,0.003707+0.0023064i,0.0025008+0.0014784i,0.0017858-0.001269i,0.00049231-0.0032404i,-0.00021314-0.0037794i,0.0002296-0.0032619i,-0.00024457-0.0022235i,-0.00055109-0.0009953i,-0.00082759-0.000911i,-0.0015691-0.00081734i,-0.0010399-0.00042364i,-7.1629e-05-7.2043e-05i,-0.00013989+6.0569e-05i,1.432e-05+0.00013851i
0.0026042-0.0022605i,0.0040302-0.0017975i,0.0039685-0.0032399i,0.0017493-0.0036524i,0.0011423-0.00020025i,0.0015406+0.0010607i,0.0023191-0.0011217i,0.0036795-0.0026038i,0.0042153-0.0022713i,0.0031958-0.001729i,0.0023507-0.0024647i,0.00068455-0.003167i,-0.0018839-0.0029782i,-0.0031842-0.0030751i,-0.0033245-0.003235i,-0.002349-0.002317i,-0.0014722-0.00052899i,-0.0012497+0.00096583i,-0.00013592+0.0013954i,-0.0001431+0.00049396i,-0.00068619-0.0013457i,-0.00048342-0.0017001i,-0.00038911-0.0010771i
0.0027491+0.0015294i,0.00078935+0.0012521i,-0.00096204+0.0019855i,-0.0045452+0.0015071i,-0.0065008+0.0013513i,-0.0036523+0.0010568i,-0.0019743-0.0014478i,-0.0018268-0.0040468i,-0.0014104-0.0046731i,-0.0010683-0.0044224i,-0.00082888-0.0034903i,-0.0021075-0.0020111i,-0.003384-3.3459e-05i,-0.003597+0.0010068i,-0.0032684+0.0015712i,-0.0025006+0.0023352i,-0.0013835+0.0024676i,-0.00037237+0.0030057i,0.00015523+0.003001i,0.00020984+0.0016388i,0.00054746+0.00087708i,0.0010846+0.00029209i,0.0007915-0.00075948i
0.0018915-0.00038123i,0.0027786-0.0017562i,0.003153-0.0019251i,0.0034951-0.0015097i,0.0022906-0.00069837i,0.00039123+0.00040098i,-0.0015497-0.00046937i,-0.0044883-0.0024082i,-0.0056835-0.0024874i,-0.00506-0.0023823i,-0.0040669-0.0013464i,-0.0022959+0.00098775i,-0.00020198+0.0028569i,0.00044915+0.0029073i,0.0010166+0.0023053i,0.001845+0.0019822i,0.0017901+0.0015773i,0.0021524+0.0011589i,0.0022105+0.00026788i,0.0016227+0.00028958i,0.0012373+0.00025303i,0.00060497-0.00081285i,0.0005816-0.0006745i
6.7368e-05-0.00080794i,0.0017909-0.0011536i,0.00064943-0.00035765i,-0.0021554+0.0011379i,-0.0015053+0.0020847i,7.7714e-06+0.00389i,-0.0010002+0.0053728i,-0.0036315+0.0049762i,-0.004656+0.0039862i,-0.0042741+0.0031587i,-0.0029768+0.003104i,0.00012378+0.003775i,0.0027641+0.0024249i,0.0034797+0.00039415i,0.0035975-0.00078862i,0.0031432-0.0014089i,0.0028291-0.0013855i,0.0020528-0.0013778i,0.00057492-0.00074395i,0.00072372-0.00026126i,0.0015859-0.00076236i,0.0010384+2.7944e-05i,-0.00015952+0.001074i
0.0023523+0.00036176i,0.002606+0.0012898i,0.0019384-0.0019948i,-0.00050147-0.0060257i,-0.00044854-0.0025635i,0.0010557+0.0009949i,0.0019741+0.0027432i,0.0022264+0.0055217i,0.0017499+0.0066555i,0.001521+0.0051006i,0.0020937+0.0030382i,0.0027435+0.0012343i,0.0027091-0.0010621i,0.0015097-0.0021025i,0.00039662-0.0022825i,-0.00033821-0.002315i,-0.00087252-0.0014612i,-0.0012727-0.00059757i,-0.0023334-0.0006344i,-0.0027117-0.00097968i,-0.0017393-0.00028916i,-0.00091047+0.00051878i,-0.00085142+0.00038046i
0.00072688+0.00077421i,-0.00039287+0.00099479i,0.0010989+0.0022605i,0.0017175+0.0044135i,0.001843+0.0053532i,0.0039976+0.0032024i,0.0062417+0.00090067i,0.007976+0.0010258i,0.007992+0.0024185i,0.006105+0.0023983i,0.0051836+0.00070879i,0.003336-0.0016012i,4.9057e-05-0.003573i,-0.0019737-0.0037264i,-0.0031617-0.002722i,-0.0032627-0.0015091i,-0.0021922+0.00013732i,-0.0014312+0.00098012i,-0.0016231+0.0012895i,-0.0014535+0.0012468i,-0.00050242+0.00035634i,7.9257e-05+4.0811e-05i,-0.00036743+0.00078771i
0.001208-0.0003504i,-0.0011046-0.0031835i,-0.0050809-0.0048475i,-0.0071891-0.0043265i,-0.0062783-0.0019339i,-0.0024333-0.00054941i,0.00075589-0.0037609i,0.0030192-0.0068775i,0.0049239-0.0053005i,0.0039569-0.0031896i,0.0019694-0.003068i,0.00096974-0.0034333i,-0.0012116-0.0024622i,-0.0030262-2.079e-05i,-0.0029826+0.0014711i,-0.0027656+0.0021468i,-0.002141+0.0027193i,-0.0010445+0.0024445i,0.000241+0.0025088i,0.0014526+0.0026556i,0.002644+0.0016416i,0.0028843+0.00026736i,0.0018079-0.0010733i
0.0034916-0.0017273i,0.0071157-0.002854i,0.0088678-0.0026439i,0.0064243+0.00046518i,0.0033928+0.0019845i,0.00077351+0.0020644i,-0.0014285-0.00015392i,-0.0042701-0.0044734i,-0.004858-0.0069095i,-0.0034489-0.005712i,-0.0028895-0.0039598i,-0.0025533-0.0018435i,-0.0015254-0.00011818i,-0.00059179+0.0008839i,9.8345e-05+0.0018999i,0.0015244+0.0019436i,0.002466+0.001613i,0.0024544+0.00083892i,0.0024528-0.00016658i,0.0023482-0.00057016i,0.0012519-0.00071241i,0.00029454-0.00066769i,-5.7383e-05-0.00044633i
-0.0019775+0.00067598i,-0.0024767+0.002471i,-0.0058439+0.0036036i,-0.0090906+0.0029874i,-0.0060472+0.003802i,-0.0010854+0.003777i,-0.0020804+0.0039711i,-0.0062454+0.0035395i,-0.007712+0.0016819i,-0.0061531+0.00071345i,-0.0042141+0.00088067i,-0.0027153+0.001339i,-0.00090224+0.002474i,0.00071671+0.0026616i,0.001255+0.0021133i,0.0012708+0.0018416i,2.7082e-05+0.00022136i,-0.00091697-0.0013064i,-0.00069206-0.001816i,-0.00064201-0.0022289i,-0.000682-0.0022226i,-0.00067297-0.0015462i,-0.0011456-0.00044092i
0.00044324-0.0021076i,0.00022564-0.0034742i,0.0023199-0.0072928i,0.0040709-0.0093273i,0.0025032-0.0048424i,0.001771+0.00021597i,0.0033408+0.0035252i,0.0023224+0.0072418i,-0.00011243+0.0091409i,-0.0013979+0.007232i,-0.0019042+0.0050673i,-0.00083668+0.0031568i,0.0010485-2.1397e-05i,0.0015871-0.0019017i,0.0015474-0.0012323i,0.00068932-0.0010392i,-0.00075878-0.0014066i,-0.0011204-0.00095855i,-0.0014315-0.001362i,-0.00162-0.0018628i,-0.0017842-0.00092919i,-0.002095-0.00022523i,-0.00096823+0.00042544i
0.0026228+0.00049144i,0.0020781-0.00050028i,0.0017403+0.0036286i,0.0026694+0.0076206i,0.0024305+0.0065928i,0.0038593+0.0028895i,0.0061313-0.0005189i,0.0084817+0.00030912i,0.0087095+0.0037955i,0.0061172+0.0051464i,0.0036571+0.0039375i,0.002629+0.0010412i,0.0019095-0.0017913i,0.0015136-0.0018248i,0.00089241-0.00065265i,-0.00053609-0.00048231i,-0.0015223+0.00069753i,-0.00045501+0.0022358i,0.00039848+0.0025426i,0.00026928+0.0027905i,0.00023138+0.0027795i,0.00046756+0.0020521i,0.00037865+0.00090781i
-0.00079343+0.00093562i,-0.0013376-0.0006753i,-0.0055787-0.001891i,-0.0079209-0.00050506i,-0.0042076+0.00017018i,-0.0014242-0.0009852i,-0.00031415-0.0037652i,0.0016892-0.0072776i,0.0049868-0.007224i,0.0066505-0.0036914i,0.0044857-0.00062246i,0.001139-6.4254e-05i,-0.00070265-0.00029795i,-0.0017075-0.00035338i,-0.0018955-0.00094601i,-0.0013133-0.0010503i,-0.0002802-0.00018802i,0.00086102+2.6613e-05i,0.0018073+0.00049314i,0.001602+0.0013364i,0.00080749+0.0016569i,0.00063182+0.00083066i,0.0004136-0.00071826i
0.00052698-0.0017195i,0.0047515-0.001463i,0.0079215-0.0011414i,0.0067211-0.00040943i,0.0040216+0.0017276i,0.0011668+0.0016637i,-0.0028079-0.00089884i,-0.0068322-0.0040893i,-0.0072228-0.0067576i,-0.0040751-0.0061534i,-0.0011862-0.0032408i,0.00042369-0.00090958i,0.00090984+0.00069541i,-0.00010222+0.00077793i,-0.00055118+0.0007592i,0.00020991+0.0016364i,0.00081378+0.00093618i,0.0010601-0.0008825i,0.0011344-0.0015389i,0.0014573-0.0018915i,0.0012327-0.0017536i,-0.00048686-0.001258i,-0.0015451-0.0013716i
0.0019484+0.00098865i,-0.0025512+0.0026383i,-0.0065969-0.00024512i,-0.0075896-0.003447i,-0.0058548-0.00031154i,-0.0032276+0.0032615i,-0.0045241+0.0068i,-0.0078822+0.0093414i,-0.0089213+0.0070567i,-0.0069525+0.0018718i,-0.0035404-0.0012344i,-0.00082058-0.0013394i,0.00089198-0.00051565i,0.0011855+0.00066124i,0.00053011+0.0011661i,-0.00010856+0.00060776i,-0.0011901+0.00037638i,-0.0018459+4.2502e-05i,-0.0015477-0.0010561i,-0.00074016-0.0020442i,-0.00077916-0.0022883i,-0.0012111-0.0021672i,-0.0012043-0.0014942i
0.0058285+0.0017598i,0.0077035-0.0016948i,0.01131-0.00082851i,0.013166+0.00087282i,0.008728+0.0010891i,0.0064154+0.0029605i,0.0082444+0.0044588i,0.0084525+0.0077814i,0.0052349+0.0099495i,0.0011839+0.0072085i,-0.0010641+0.003022i,-0.0013743-0.0014016i,-0.0006754-0.0040579i,0.00044498-0.0023415i,0.0014349-0.00056805i,0.0012004-0.00047032i,0.0011168+0.00068617i,0.00091102+0.0022839i,8.9265e-06+0.0021595i,-0.00017171+0.0012779i,-0.00098841+0.0012206i,-0.0017268+0.00094278i,-0.0012087+0.0011515i
0.0020297-0.00086392i,0.00079795-0.0016037i,-0.0059392-0.00092203i,-0.01081+0.0021451i,-0.0056327+0.0025667i,0.0014882+0.0013174i,0.007185-0.0012277i,0.011948-0.0033162i,0.012496-0.0019352i,0.0073299+0.0013213i,0.00068571+0.0019072i,-0.0025427+0.00052407i,-0.003025-0.00037983i,-0.0024134-0.0007691i,-0.0015979-0.0015162i,-0.00045123-0.00092274i,0.0010027+0.0014907i,0.0017156+0.0036232i,0.0010395+0.0034842i,0.00048877+0.0022143i,0.00052531+0.0014863i,0.00091711+0.00088631i,0.0016479+0.00059127i
0.00021009-0.00015539i,0.0030658-0.0014463i,0.0035366-0.0048804i,0.0007803-0.0055054i,-0.00043022-0.0019592i,-0.0006535-0.0022812i,-0.0018475-0.0080319i,-0.0020954-0.014599i,-5.0698e-05-0.015414i,0.0021594-0.0089093i,0.0015545-0.0010003i,-0.0004818+0.0029354i,-0.001516+0.0032766i,-0.0017147+0.0019524i,-0.0015478+0.00015958i,-0.00089705-0.0016547i,0.00017702-0.0022481i,0.0019801-0.0015769i,0.0027748-0.0013385i,0.001964-0.001244i,0.001318-0.00022644i,0.0012553+0.001327i,0.0011286+0.00040983i
0.0012559+0.00202i,7.9576e-05+0.0055824i,0.00010612+0.009323i,0.0013682+0.0085157i,0.0017785+0.0074865i,0.001344+0.0043014i,-0.0051983+0.00057994i,-0.014364-0.00089167i,-0.0167-0.0021641i,-0.010391-0.0026555i,-0.0019658-8.5188e-05i,0.0023239+0.0037423i,0.0026287+0.0055596i,0.0010385+0.0042152i,-0.00058886+0.0036656i,-0.0014318+0.0034845i,-0.0022253+0.0020191i,-0.0021702+0.00053436i,-0.001337-0.00090039i,-3.846e-05-0.0014195i,0.00064141-0.0018161i,-0.00040207-0.0014183i,-0.0010105-0.00039794i
0.0035769+0.0012423i,0.00043416-0.0049522i,-0.00053654-0.0093984i,0.00027887-0.0075947i,-0.0020431-0.0023124i,-0.0023989+0.0042354i,-0.0031996+0.0095611i,-0.0068651+0.01495i,-0.0087379+0.017159i,-0.0056805+0.011258i,-0.00025015+0.0032074i,0.0039378-0.00098337i,0.0055106-0.002765i,0.0047622-0.0027793i,0.0026287-0.0016057i,0.0002492-0.00045636i,-0.001647+0.00046744i,-0.0019163+0.00074671i,-0.0015004+0.00016093i,-0.0017727-0.00035699i,-0.0013747-0.00096199i,-0.00069629-0.000721i,-0.00036039-7.12e-05i
0.0042165+0.0023499i,0.010673+0.0036507i,0.011013+0.003558i,0.0057988+0.0033949i,0.0044477+0.0011508i,0.0045128+0.0023607i,0.0081557+0.0062522i,0.014099+0.010053i,0.014965+0.012293i,0.010395+0.0097487i,0.0048557+0.0033891i,0.0024008-0.002283i,0.0020249-0.0051492i,0.00051742-0.0051163i,0.0010089-0.0029916i,0.0025292-0.00045754i,0.002206+0.0018628i,0.001019+0.0027373i,-0.00041579+0.0027584i,-0.0012046+0.0032158i,-0.00055373+0.0027359i,0.0009836+0.0015473i,0.0012794-3.6816e-05i
-0.0016008+0.0029515i,-0.0040714+0.0035844i,-0.0090435-0.00049534i,-0.011165-0.0019889i,-0.0044577+0.0023879i,0.0034736+0.0019464i,0.0083977-0.0036668i,0.012834-0.0089242i,0.015441-0.011146i,0.011668-0.0084894i,0.0045535-0.0047614i,-0.0019575-0.0035406i,-0.00547-0.00198i,-0.0059309-0.0013681i,-0.0047633-0.0021975i,-0.0030907-0.0016822i,-0.0012703-0.00086977i,0.00026933-0.00075309i,0.00053759-0.00035003i,7.7735e-06+0.00036142i,0.00061847+8.6707e-05i,0.0013367-0.0011244i,0.0011534-0.002053i
0.002535-0.0046065i,0.0061474-0.004009i,0.013137-0.003709i,0.011184-0.0039368i,0.00075908-0.00088955i,-0.0030046-0.0006051i,-0.003838-0.0077145i,-0.0076016-0.015943i,-0.008914-0.018917i,-0.0064231-0.014236i,-0.0043734-0.0055449i,-0.0038941+0.0010717i,-0.0041617+0.0049969i,-0.0030206+0.006507i,-0.00050198+0.0046219i,0.0005159+0.0016764i,0.00081372+0.00025088i,0.0012565-0.00064974i,0.0018071-0.0018271i,0.0016719-0.0021741i,0.0001118-0.0015947i,-0.0007371-0.00054547i,-0.00070201-9.1516e-05i
-0.00063974+0.0028206i,-0.0051226+0.00069694i,-0.0095101+0.0023447i,-0.0045969+0.0033743i,0.0015626+0.00079957i,0.0014285+0.0002971i,-0.003679+0.0008721i,-0.013417+0.0033882i,-0.020208+0.0052119i,-0.016787+0.0049491i,-0.0080518+0.0046109i,-0.0019651+0.0043394i,0.0013277+0.0033977i,0.0027617+0.003117i,0.0019262+0.0028357i,0.00067411+0.0023757i,-0.0012808+0.0017535i,-0.0020759+0.00072405i,-0.0014668+0.00019471i,-0.0011121-0.00063332i,-0.0012643-0.001044i,-0.0016469-0.00081591i,-0.0010139+3.6271e-05i
0.00499+0.00066593i,0.0079537-0.0046518i,0.0090739-0.0067857i,0.0048719-0.0018222i,0.0011895+0.0019549i,0.00026056+0.0030974i,-0.001055+0.0080337i,-0.0021204+0.016177i,-0.00077222+0.020386i,0.00047827+0.016156i,0.001406+0.0077365i,0.0049864+0.00086473i,0.0078931-0.0027181i,0.0077885-0.0044547i,0.0063607-0.0049199i,0.0044921-0.0041565i,0.002702-0.0028297i,0.0012332-0.0005805i,-0.00010552+0.00071879i,-0.00093371+0.00076594i,-0.00063102+0.0010375i,0.0010598+0.00086955i,0.0011452-2.4113e-05i
0.0050217+0.0066035i,0.0053276+0.012349i,0.0004176+0.010555i,-0.0063664+0.0015099i,-0.0032494-0.0021466i,0.00036676-0.0018386i,0.004721-0.0013995i,0.013679-0.00024003i,0.019365+0.0017782i,0.016049+0.0031018i,0.0082381+0.0022744i,0.0030763+0.00013041i,-8.0778e-07-0.0028754i,-0.0023304-0.0050036i,-0.0021784-0.0037908i,-0.0011108-0.0010496i,-0.00027915+0.0010853i,0.0010845+0.0017759i,0.0011381+0.0016802i,-0.00018259+0.0020744i,-0.00018789+0.0012925i,0.00071028+0.00024826i,0.0009863-0.0007344i
-0.00022303-0.004266i,-0.0025212-0.010336i,0.0033501-0.014615i,0.0085714-0.0097966i,0.0036006+0.0013169i,0.002624+0.0035146i,0.0038604-0.0028944i,0.0033073-0.011706i,0.0040155-0.018054i,0.0042065-0.016513i,0.0022898-0.0091227i,-0.00062144-0.0030753i,-0.0037186-0.0008834i,-0.0053123-0.00025241i,-0.0049897-0.00032942i,-0.0035452-0.00024451i,-0.0013694-0.00053688i,0.00038358-0.0012717i,0.00024258-0.0015164i,-0.00030825-0.0018841i,0.00035023-0.0023772i,0.00074698-0.0011392i,0.00025516-0.00038045i
0.0048961+0.004096i,0.0084306+0.0076378i,0.0068336+0.016231i,0.0016423+0.017224i,-0.0020902+0.0074449i,-0.0032939+0.0040084i,-0.0061375+0.0014983i,-0.012584-0.0035764i,-0.017745-0.0050245i,-0.013955-0.0038172i,-0.0053404-0.0024914i,-0.00020716+5.7366e-05i,0.00039766+0.0038629i,-0.00025896+0.0060725i,0.00055538+0.0058543i,0.0017618+0.0043634i,0.0018054+0.0027274i,0.00078675+0.0018624i,9.8048e-05+0.00053406i,0.0013418-0.00091012i,0.001722-0.0014721i,-9.9719e-05-0.0015909i,-0.00054535-0.00023534i
-0.0011826+0.0041411i,-0.0051487-0.0024849i,-0.0084255-0.011092i,-0.002664-0.011416i,0.0075719-0.0052735i,0.0073513-0.00047621i,0.0015163+0.0058826i,-0.0037366+0.015553i,-0.0065748+0.020933i,-0.0058836+0.016754i,-0.0031686+0.0074762i,0.00029981+0.00091559i,0.0040376-0.0015129i,0.0053187-0.0026789i,0.0034685-0.0033911i,0.0013132-0.0027086i,-0.00047255-0.0011657i,-0.001537-0.00080132i,-0.0016903+5.1349e-06i,-0.001435+0.0012447i,-0.00060086+0.00098889i,0.00029073-8.1994e-05i,0.00035854-0.00042996i
0.0069825+0.004368i,0.015706+0.0086528i,0.01878+0.01123i,0.0075339+0.011346i,-0.0014504+0.012023i,0.0012507+0.009034i,0.0073233+0.007658i,0.015171+0.010628i,0.021015+0.012204i,0.01832+0.0084022i,0.0089524+0.0032202i,0.0018113+0.00016878i,0.0005214-0.0016065i,0.00053904-0.0031055i,0.0011602-0.0030543i,0.0017854-0.0023705i,0.0018016-0.0015802i,0.0018057-0.00011612i,0.00063258+0.00095877i,-0.00064932+0.0012987i,-0.0015286+0.00051046i,-0.00097993-0.00064124i,-0.00017885-0.0012035i
-0.0058743+0.0026739i,-0.016075+0.0010852i,-0.020977-0.0041928i,-0.01405-0.012947i,-0.0064211-0.013215i,8.1876e-05-0.0099336i,0.0064524-0.013041i,0.013266-0.016984i,0.015506-0.018742i,0.0097916-0.015806i,0.002255-0.00821i,-0.0026841-0.0016986i,-0.0067276+0.00018861i,-0.0083474-0.00020367i,-0.0079666+0.00054296i,-0.0056448+0.0018576i,-0.002968+0.0026103i,-0.00085841+0.0021371i,0.00010225+0.00064408i,5.7988e-05-0.00056876i,0.00045663-0.00033583i,0.00063291-9.74e-05i,0.0010401-0.00028353i
0.003013-0.0074909i,0.012405-0.01163i,0.023124-0.0054143i,0.022429+0.010745i,0.010881+0.015033i,0.0026115+0.0074499i,-0.0018706-0.0039323i,-0.012063-0.015006i,-0.01992-0.018933i,-0.01822-0.013733i,-0.008947-0.0042593i,-0.00074148+0.0022541i,0.0020761+0.0046587i,0.0022995+0.0057391i,0.0015274+0.0051025i,-3.9314e-05+0.0017803i,-0.00053574-0.0011333i,0.00059052-0.0026206i,0.00073812-0.0028268i,0.00039472-0.0021991i,8.1476e-05-0.00071168i,0.00014238+0.00061477i,-0.00012482+0.0016291i
0.0024207+0.0054994i,-0.0029084+0.013627i,-0.016629+0.014962i,-0.026323+0.0056769i,-0.018673-0.0033738i,-0.013531-0.0022651i,-0.018112+0.0030815i,-0.023748+0.0085285i,-0.024417+0.014543i,-0.016722+0.015955i,-0.0059444+0.010165i,0.0015926+0.0029972i,0.0047635-0.00029859i,0.0052386+5.8583e-05i,0.0051942+0.00054751i,0.004192-0.00033621i,0.0016318-0.00015267i,-0.00034167+0.00013867i,-0.00025164-0.00031486i,0.00068493-0.00025125i,0.0017003-0.00015124i,0.0018616-0.00012871i,0.0013507+0.00056047i
-0.00072323-0.005743i,0.0020374-0.016196i,0.013974-0.027992i,0.022589-0.024297i,0.020927-0.0035643i,0.01417+0.0055583i,0.0058983+0.011515i,0.0032892+0.02412i,0.0079384+0.029877i,0.011258+0.022083i,0.008832+0.0087779i,0.0041173-0.00041186i,0.0024292-0.0047482i,0.0020897-0.0076489i,0.00032766-0.0083451i,-0.0016096-0.0056967i,-0.002572-0.0024241i,-0.0022743-0.00032341i,-0.0016173+0.00060686i,-0.0013494+0.0011306i,8.1611e-05+0.0014654i,0.0011203+0.00050419i,0.001005-0.001215i
0.0070675+0.0069657i,0.004741+0.01714i,-0.0021731+0.032778i,-0.013082+0.031718i,-0.018622+0.017027i,-0.0047328+0.01105i,0.012452+0.010164i,0.023696+0.0062023i,0.029669-0.0016616i,0.024256-0.0095262i,0.010011-0.010462i,-0.0016077-0.0058335i,-0.0058233-0.0032302i,-0.0060658-0.0024569i,-0.0050059-0.0010511i,-0.0024778-1.0831e-05i,-0.00010007+0.0016557i,0.0013229+0.0033352i,0.0018164+0.0029322i,0.00088528+0.00049718i,-0.00038579-0.0018202i,-0.00067976-0.002287i,-0.00090101-0.0015881i
-0.0037062-0.0035893i,-0.0090459-0.019788i,-0.010533-0.035141i,-7.4273e-05-0.036169i,0.0094874-0.026879i,0.0098246-0.017938i,0.012153-0.018378i,0.013453-0.025087i,0.0059457-0.029672i,-0.0049564-0.024293i,-0.0088085-0.010552i,-0.006033+7.8044e-05i,-0.0034467+0.0037401i,-0.0033003+0.0041265i,-0.0031352+0.004901i,-0.0022985+0.005047i,-0.00064404+0.003507i,0.00089722+0.002018i,0.00070654+0.00097602i,0.00062296-0.00018423i,0.00021932-0.0015093i,-0.0013916-0.0014328i,-0.0016224-0.00017073i
0.0089197+0.003784i,0.024389+0.015643i,0.030071+0.033572i,0.018198+0.046489i,0.0067887+0.038145i,0.0020997+0.015211i,-0.0020531-0.0049459i,-0.01351-0.014087i,-0.024157-0.0094638i,-0.022253+0.00076959i,-0.011519+0.0068798i,-0.0010334+0.0071631i,0.0040752+0.0058696i,0.005073+0.0050806i,0.0045615+0.0034629i,0.0038401+0.00059298i,0.0034332-0.0019811i,0.001956-0.0024232i,0.00057083-0.0011258i,0.0010377+0.00063233i,0.0008095+0.0015213i,-0.0005501+0.0011426i,-0.00091539+0.0013698i
