0.0019296-0.001665i,0.0015048-0.0019651i,0.00026272-0.0023844i,-0.0010553-0.0022981i,-0.00076988-0.0010288i,-0.00043237+0.0015135i,-0.00021889+0.0022908i,0.00035428+0.0016081i,0.00054671+0.00096023i,0.00029229+0.00034394i,0.00022902+0.00012658i,0.00019138-6.3003e-05i,0.00041195+0.00042277i,0.00054843+0.0011382i,7.7708e-05+0.0011565i,-0.00039039+0.00036866i,-0.00018615-0.00039769i,0.00026821-0.0012944i,0.00027232-0.0010579i,-0.00032103-0.00042722i,-0.00076271-0.00040217i,-0.00029185-0.00053022i,-0.00028597-0.00047972i
9.2494e-05+0.0017482i,0.001301+0.00077256i,0.0020491-0.00087417i,0.00169-0.00017566i,0.0009921+0.0007062i,0.00055899+0.00044923i,-0.00024665+0.00016592i,-0.00018074-7.4328e-05i,0.00028782+0.0001377i,0.0007278+0.00040347i,0.00047938-7.9811e-05i,-0.0004936-0.00043746i,-0.00055603-0.0002299i,-0.00013676-0.00015991i,-0.00071573+0.0005052i,-0.0012225+0.00036535i,-0.00058926-0.00036121i,0.00025433-2.1019e-05i,-0.00023355-8.1966e-05i,-0.00086281-0.00039597i,-0.00051437-0.00034234i,9.5197e-05-0.00035222i,-0.00017678+0.00017642i
-0.00023187+0.00075034i,0.0016339+0.0015681i,0.0018344+0.0010887i,0.00096732+0.00069959i,0.00011884+0.00076512i,-0.00056105+0.0003519i,6.4354e-05-3.4365e-05i,0.00091372-0.00011104i,0.00092301-3.0415e-05i,-0.00057032+8.0319e-05i,-0.0013474+1.2238e-05i,-0.00016592+0.00057591i,0.00054285+0.00081689i,0.00071321+2.8882e-07i,0.00094958+0.00013131i,0.00036545+0.00032127i,-2.1027e-05+0.00030773i,0.00023917-7.7788e-05i,0.00014233-0.00068946i,-4.8392e-05+0.00018427i,-0.00029922+0.0011088i,-0.0006089+0.0012271i,-0.00082006+0.0013433i
4.5554e-05-0.0001411i,4.905e-05-0.00055835i,0.00058762-0.00027439i,0.0013953+0.00023336i,0.00083759+0.0013271i,0.00035101+0.0013961i,0.00043893+0.00019964i,0.00010787-0.00036519i,0.00018316-8.9935e-05i,5.5572e-05+7.9409e-05i,0.00019014-0.00018867i,0.00093617-0.0005685i,0.00058485-0.00044333i,-0.00052396+0.00042047i,-0.00074229+0.00074363i,-4.904e-05+0.001053i,0.00051267+0.0011499i,0.00056032+0.00016726i,0.00084836-2.9335e-05i,0.0010704-0.00011903i,0.00083981+0.00021201i,0.00025276+0.00084177i,-0.00066708+0.00032452i
0.002787-0.00018656i,0.0023091-0.00023686i,0.0012474-0.00063573i,0.00032618-0.0006013i,-0.00041709-0.00047098i,-0.0012338-0.00034614i,-0.00068214+0.00026382i,0.00053687+0.00018122i,0.00055457+0.00029442i,0.00027928+3.2006e-05i,0.00039246-0.00037104i,0.00031457-7.2835e-05i,-2.2679e-05-4.2591e-05i,-8.3948e-05-0.00011863i,-0.00014711+1.2325e-05i,-0.00028322-0.0002554i,-0.00056449-0.00070956i,-0.0008384-0.0010908i,-0.00095153-0.00080105i,-0.00080997-0.00018824i,-0.00041202-0.00034503i,-0.00014265-0.00059448i,-0.00019343-0.00098873i
0.00020885+0.00022578i,0.00078912+0.00040115i,0.00039433+0.00050766i,0.00029103+0.00037427i,1.9229e-05+0.00049941i,0.00026351+0.0010976i,0.00036061+0.0005474i,2.2616e-05-0.00086938i,0.00037998-0.00038858i,0.00080514+0.00034891i,0.0005257+0.00038182i,-1.313e-05-6.4695e-05i,0.00037398+6.0788e-05i,0.00078778-0.00012281i,0.00056984-0.0010443i,-0.00030455-0.0006491i,-0.00098969-0.00065991i,-0.00033841-0.00085992i,-0.00012006-0.00025689i,-0.00011802-0.00023637i,-0.00033289-0.00049559i,-0.00064016-0.00039827i,-0.00031325+0.00025209i
0.0004625+0.00061274i,0.0013479+0.0019486i,0.0012874+0.00203i,0.00099183+0.00079639i,0.00047456+0.00034398i,-0.00045313+0.0010796i,-0.00037682+0.00055996i,-0.00057291-0.0002707i,-0.00042907+0.00012897i,-0.00043258+0.00045949i,-0.00065075-0.00019787i,-0.00055511+0.00013827i,-0.00012248+0.00032507i,0.00057668+0.00070783i,0.00017703+0.0010307i,-0.00036201+0.00068343i,-0.00037097+0.00076958i,-0.0003417+0.00082381i,-0.00065715+0.00041366i,-0.0011067-6.6638e-05i,-0.00047809-0.00030886i,0.00039802-0.00014263i,0.00064048-7.5752e-05i
-0.00041168+0.00057788i,-0.00030626+0.00057236i,-0.00055158+0.0008134i,-0.00065592+0.0011675i,-0.0010375+0.0016723i,-0.0013332+0.0013596i,-6.4514e-05+9.7156e-05i,0.00072147-0.00053851i,0.00017224-0.00031807i,0.00044503+0.00047034i,0.0012006+0.00054945i,0.0011997-0.00011244i,0.00095619-0.00061606i,0.00062111-0.00080581i,0.00049119-0.00053485i,0.00058087-0.00026892i,0.00032109-0.00026884i,-2.4691e-05-0.00010967i,-0.00026527-5.8409e-05i,0.00039604+0.00042246i,0.00031786+0.00095246i,-0.00035798+0.0010402i,-0.00062368+0.0010612i
-0.00029463+0.0014917i,-0.00025499+0.00058458i,0.00079683+0.00059994i,0.0016853+0.0011815i,0.0011443+0.0016207i,0.00059575+0.0020073i,0.00065101+0.0016618i,0.00011405+0.00056191i,-0.00044246+9.1045e-05i,2.6335e-05-0.00015843i,0.00024912+7.0935e-05i,0.00010657+0.00011354i,0.0002764-0.00014675i,9.8365e-05+0.00013744i,-0.00030848+0.00035682i,-6.7703e-05+0.00049481i,3.1734e-05+0.00044777i,-0.00054294+7.5783e-05i,-0.00043172+0.0003713i,4.8357e-05+0.00073344i,-2.4291e-05+0.00061901i,0.00037448+0.00014411i,0.001077-8.8631e-05i
0.00025645-0.00028794i,0.0011717-0.00018357i,0.0016248+5.2982e-05i,0.00087148-0.00028816i,8.1137e-06+0.00048957i,9.06e-06+0.00085982i,6.2072e-05-7.5746e-05i,0.00056769+1.6237e-05i,0.0010253+5.1589e-05i,0.0010289-0.00099351i,0.00082798-0.00097554i,-4.5068e-05-0.0003756i,-0.00021321+0.00023116i,-0.00029353+0.00074748i,-0.00043017+0.00030527i,6.3944e-05-0.00027799i,0.0004242-0.00022052i,0.00043906-0.0003213i,-0.00025051-0.00062471i,-0.00038169-0.00038369i,1.8938e-05+0.00043111i,-0.0001532-5.3905e-05i,-0.00023801-0.00031039i
0.0015365+0.0013478i,0.0028427+0.0011835i,0.0029104+0.00057362i,0.0012083+0.0001701i,-5.7908e-05+0.0003849i,-0.00027744+9.2705e-05i,0.00018459-0.00036875i,0.00027602+0.00057697i,-5.3912e-05+9.7401e-05i,0.00011083-0.0011298i,0.00012689-0.0008196i,-0.00027929-7.8577e-05i,-0.00087433+0.00027547i,-0.0015132+0.00057387i,-0.0010959+0.00088318i,-0.00029903+0.0011697i,-0.00020586+0.0014305i,-0.00044703+0.0012596i,-0.0010706-0.00013494i,-0.0010826-0.00043788i,-0.00089348+8.8348e-05i,-0.00049263+0.00014961i,-0.00061345+1.9845e-05i
-0.0011093+0.00062681i,-0.0011066+0.001119i,-0.00066814+0.0019739i,-5.5642e-05+0.0020452i,-1.1082e-05+0.001453i,-0.00021607+0.00011285i,0.00030492-0.00034142i,0.000146+0.00040271i,-0.00036648+0.00014404i,-0.00033208-0.00025321i,-3.8732e-05+4.0329e-05i,0.00048792+0.00090279i,0.00024112+0.0011072i,-5.0068e-05+0.00016408i,-9.2918e-05-0.00036175i,0.00026822-0.00010783i,0.00029346-0.00016454i,0.00035188+0.0005019i,0.00076614+0.0010663i,0.0004752+0.00055574i,3.9838e-05+0.00048448i,3.1639e-05+0.00020399i,0.00027695+7.1978e-05i
0.00085573-0.00097504i,0.00040075-0.00027311i,-0.00019093+0.00090201i,-0.00061809+0.0014228i,-0.00041365+0.0011719i,-0.00039462+0.0015648i,-0.00064649+0.0015131i,-0.00063536+0.00046099i,-0.00052996+0.00020605i,0.00029263+1.1835e-05i,0.00068676-3.6638e-05i,0.0004876+0.00020668i,0.00062318+0.00036852i,0.0011258+0.0012256i,0.00095211+0.0016574i,0.00034841+0.00086411i,0.00033791+0.0003903i,9.4788e-05+0.00033852i,-0.00021658+0.00061961i,-0.00044224+0.00095889i,-0.00014711+0.0007117i,-0.00014622-0.00019913i,-0.00012672-0.00055255i
-0.0036047-2.4557e-05i,-0.0012357+0.00085519i,0.000404+0.0011711i,0.0011022+0.0016199i,0.0015223+0.0024623i,0.00096297+0.0021554i,-0.00019629+0.00084472i,-0.00052423+0.00038708i,-0.000234+0.00092625i,0.0001075+0.0010286i,0.0004188+0.00052042i,0.0011231-0.00027092i,0.0014379-0.00113i,0.00136-0.0011766i,0.0016865-0.0006672i,0.0017782-0.00040571i,0.0014421-3.6465e-05i,0.00086614-3.8017e-05i,0.00013859-0.00056415i,-0.00087932-0.0012476i,-0.0012852-0.00092093i,-0.00098368+0.00046845i,-0.00089512+0.00092311i
0.00048559-0.0003349i,5.4021e-05-4.3197e-05i,-0.00059383+0.00019122i,-0.00073928+0.00065789i,-0.00069359+0.0016015i,4.0788e-06+0.0016927i,4.8121e-06+0.00049636i,6.1446e-05-0.00013462i,0.0005427+0.00088075i,0.0003328+0.00050544i,0.00031158-0.00098196i,1.2974e-05-0.00063569i,-0.00024276+0.00013358i,-0.00027371+0.00033632i,-0.00044973+0.00094832i,-0.0004562+0.00065142i,-1.6403e-05+3.1504e-05i,0.00047633+0.00045218i,1.8036e-06+0.00021717i,-0.0005768-0.00033163i,-0.00064568-0.00027698i,0.00017886-0.00011455i,0.00074892-0.0004797i
0.0011554+0.0011892i,0.0015792+0.00085075i,0.0016984+0.00076868i,0.00099894+1.4985e-06i,-0.00033617-0.00039041i,-0.00018273-0.00061488i,0.00079136-0.00059315i,0.00018965+0.00012651i,-0.00048687+0.00040781i,-0.00055021-0.00051303i,-0.00061665-0.0011439i,-0.00046288-0.00074185i,-0.0008496-0.00090158i,-0.0011117-0.00066844i,-0.00045607-0.00040497i,-0.0002887-0.00042052i,-0.00025652-0.00063789i,-0.00018653-0.00057844i,-0.00032999-0.00082559i,-0.0001572-0.00081683i,-0.00046144+0.00066913i,-0.00064522+0.0012155i,0.00045179+0.00083712i
-3.3805e-06-0.00073461i,0.00063708-0.00057296i,0.0016539-0.00046551i,0.00065105+0.00025248i,-0.00081525+0.0010389i,-0.00040077+0.00083781i,0.00033982+0.00051798i,-5.4887e-05-0.00026124i,-0.00085491-0.00091675i,-0.0011663-0.00026829i,-0.00047923+0.001053i,0.00061445+0.00085284i,0.001291+0.00014729i,0.0014222+8.9748e-05i,0.0014096+4.118e-05i,0.00051223+0.00024177i,-0.00038982+0.00041945i,-0.00063138+0.00019856i,-0.00022365-0.00078129i,0.00048224-0.00096069i,0.00075167-0.00084533i,0.00060314-0.00020527i,-0.00040424+0.0001918i
-0.0012289+0.00018398i,-0.0018207+0.0020013i,-0.0013678+0.002378i,-0.00058944+0.002131i,-0.00053281+0.0022871i,5.3821e-05+0.0026511i,3.2114e-05+0.0020683i,-0.00059123+0.00047395i,-0.00075727-2.4483e-05i,1.1292e-05+0.00022759i,0.0010332+0.00029863i,0.0013076-0.00033733i,0.0019302-0.00070308i,0.0022441-0.00051537i,0.0018272-0.00036843i,0.00084828+0.00018105i,-0.00046886+0.00011552i,-0.00065796+0.00010613i,-0.00051775+0.00015824i,4.4302e-05-7.2212e-05i,-0.00033758-0.00024431i,-0.00087112-0.00053213i,-0.00056165-1.6952e-05i
0.0013915+0.0016164i,0.0026813+0.0012844i,0.0021853-0.0003451i,0.0011376-0.00081288i,0.00038215+0.00018242i,-5.8313e-06+0.00047867i,-0.00036639+1.1854e-05i,-0.00013455-0.0003934i,0.00011278-0.00014119i,-0.00048801+0.0003296i,-0.0005177+0.00029749i,-9.4459e-06-0.00055619i,-0.00093985-0.00060003i,-0.0019679+6.938e-05i,-0.0013286+0.00089394i,-0.00040846+0.0012288i,-0.00010109+0.0011658i,0.00021064+0.0012876i,0.00010235+0.00045623i,-0.00036554+0.00040373i,-0.00021536+0.00081425i,0.00041864+8.5412e-05i,0.0011132-0.00033494i
0.00021938+0.0015452i,0.0008105+0.0020575i,0.0010656+0.0022479i,0.00059761+0.001015i,-0.00044521-6.3462e-05i,1.8459e-05-0.0001796i,0.0012769+3.6261e-05i,0.00075125-3.3922e-05i,0.00055987-0.00098832i,0.0006778-0.0012526i,0.00024152-0.00062108i,-9.1513e-05-0.00012919i,0.00024661+0.00071672i,-0.00025611+0.0013174i,-0.00022382+0.0005109i,0.00026979-0.00046364i,-2.5469e-05-0.0015485i,-0.0006494-0.0017412i,-0.0013128-0.0013983i,-0.0011856-0.00081727i,-0.00036041+0.00012223i,0.00022802-0.00018298i,0.00057271-0.00039118i
0.0007755+0.00024747i,0.00090632+0.00069127i,0.00078275+0.00069925i,0.0001705+0.00040199i,-0.00018749+0.00070281i,-0.00044337+0.00061865i,-0.00032366+0.00018147i,-0.00012306-0.00093851i,-0.00015263-0.0022356i,8.6849e-05-0.0012532i,-3.096e-05+0.00026726i,-0.00038282-8.3765e-05i,-0.00047502+0.00018605i,-6.6548e-06+0.0011201i,0.00098886+0.00096241i,0.0014102+0.00034181i,0.00067156+6.904e-06i,0.00015988+0.00023493i,-0.00012038+0.00015729i,-0.00030963-0.00046801i,-2.8869e-05-0.0007854i,0.00032174+5.8394e-05i,0.00027618-0.00013629i
0.00056187+0.0015054i,0.0013848-3.2319e-05i,0.0025638-0.00097906i,0.0020235-0.0011337i,0.00068512-0.0003551i,-0.00016277-2.088e-05i,-0.00046054+6.9044e-05i,-0.00097728+0.00060797i,-0.0020537-3.963e-05i,-0.0012393+9.6061e-06i,4.0116e-05+0.00063278i,0.00058843+0.00043343i,0.00085711+0.00014951i,-0.00014845-0.00023871i,-0.00042621-0.00076814i,9.1677e-05-0.00044633i,0.00019279-0.00016533i,0.00060802-0.00048072i,0.0005282-0.00044818i,-0.00016981+0.00012941i,-0.00067855+0.00047636i,-0.00073783-0.00019787i,-0.0007074-0.00038715i
-0.0012475+0.0014177i,-0.000736+0.001947i,-0.0003069+0.0033277i,0.00010874+0.0028536i,0.0009521+0.001234i,0.00079356-0.00010229i,-0.00014128-0.00098659i,-0.00047505-0.00091516i,-0.00050549-0.00022285i,-0.00075107+4.3766e-05i,-0.00046403-0.0004322i,0.00029627-0.00040454i,0.00020896-0.00054658i,0.00027147-0.00067136i,0.00019356+5.2072e-05i,0.0002407+0.00045277i,0.00057802+0.00066314i,-6.0962e-05+0.00016984i,-3.1463e-05-0.00073745i,-0.0001426-0.00045023i,-0.00094036+0.00019523i,-0.00036227+0.00054549i,0.0010355+0.00072167i
0.00029922+0.0003102i,0.0013651+0.00042461i,0.0012442+0.00068504i,0.0005747+0.00011605i,0.00043632+0.00019361i,0.0010231+0.00055049i,0.00089318+0.00047606i,0.00025036+0.00039279i,-0.00062146-1.3685e-05i,-0.00067603-0.00059403i,-0.00033775-0.00076691i,-0.0010278-0.0011593i,-0.0010989-0.0010919i,-0.00080745-0.00057757i,-0.00022219-0.00062026i,-0.00017885-0.00088959i,-6.5874e-05-0.00079786i,0.00054837-5.4103e-05i,-0.00036257+0.00030157i,-0.000453+0.00035553i,9.5661e-05-0.00010942i,7.01e-05-0.00050396i,-0.0003596-0.00022605i
-0.00066285-0.00046835i,-0.00015618+0.00090869i,-6.2229e-05+0.0009962i,-0.00030446+0.0011387i,-0.00027739+0.0021907i,0.00084487+0.0023332i,0.0011608+0.00079704i,0.00012024-0.00086018i,0.00019705-0.00060425i,-0.00044287+0.00031828i,-0.0009491+0.00031754i,0.00029867+1.1681e-05i,0.0006849+0.00024303i,0.00092585+0.00027598i,0.0011893+0.00024699i,0.0007278+0.0007927i,-0.00017693-0.0004495i,-0.00087964-0.0012356i,-0.00070953-0.00059106i,-0.00027739-0.00033695i,-0.0008783+0.00032634i,-0.00093527+0.00071062i,-0.00065111+0.00011853i
-0.001098-0.00092659i,-0.00045804-2.0687e-06i,-0.00047335+0.00018297i,-0.0010595-0.0001225i,-0.00060064-0.00033193i,0.00084203+0.00061893i,0.00091555+0.00047221i,5.8234e-05-0.00025268i,-0.001098-0.0010092i,-0.00089177-0.0012252i,0.00022101-0.0003822i,0.0002968+0.00021318i,0.00023769+0.00057617i,-2.6296e-05+0.00084768i,0.00018541+0.0013355i,0.0003895+0.00075373i,0.00016898-5.7166e-06i,-0.00010378+0.00021017i,-2.9269e-05+0.0003165i,-0.00046556+0.00036846i,-0.00080434+9.5479e-05i,0.00023945-0.00012416i,0.00044681+5.0738e-05i
0.0013974+0.0026357i,0.0016881+0.0025469i,0.0016256+0.00089619i,0.0018579-0.00076807i,0.0016576-0.0017223i,0.00067918-0.0012524i,-0.00013226-0.0012256i,-0.001047-0.00055495i,-0.0015294-8.3565e-05i,-0.00078663-0.00070919i,0.00013223-0.00033165i,0.00024441+0.0001727i,-9.0739e-05+0.00012927i,-0.00066938-0.00046501i,-0.00027205-0.00061008i,0.00054052+0.00042641i,0.00069821+0.00096162i,-0.00021184+0.0008741i,-0.0010016+0.00013244i,-0.00053792-0.00020535i,0.00012126-8.3106e-05i,-0.00042815+0.00037461i,-0.0014802+0.00063247i
0.001507+0.0019368i,0.0028031+0.0013872i,0.0031333+0.0017134i,0.0020894+0.0017734i,0.0012632+0.0012622i,0.00069862-7.4993e-05i,-1.5346e-05+0.00064658i,-0.00055168+0.0018198i,-0.00061882+0.0010458i,-0.0001274-0.00011493i,0.0007089-0.00044389i,0.00014748-0.00072184i,-0.00048556-0.00094989i,-0.00022361-0.00075459i,-0.00040729-0.00029389i,-0.00052887+0.00018176i,-0.00051047+0.00031744i,-0.0002667-0.00027263i,6.6882e-05-0.00043243i,-0.00053408-0.0001047i,-0.00068773-5.3539e-05i,-8.0948e-05+0.00015023i,0.0004266-0.00014162i
0.00082609+0.00010209i,0.0005882+0.0012632i,0.0010899+0.00087642i,0.00026348+0.00080109i,-0.0012945+0.00085855i,-0.00069896+0.00090723i,8.5907e-05+0.00065002i,0.00022409-7.0812e-05i,0.00072205-0.00023007i,0.00030044+0.00076404i,-0.00080262+0.00066992i,-0.0011174-0.00026071i,-0.00068391+0.00060181i,-0.00038836+0.0012813i,-0.00057851+0.0004948i,0.00044047-0.00013959i,0.00079092+3.0652e-05i,1.4546e-05+3.9533e-05i,2.5819e-05-0.00038896i,-6.9818e-05-8.3e-05i,-0.00064196+0.00044085i,-0.00052119+0.00052437i,9.9077e-05+0.00050895i
2.6402e-05-0.0020655i,-0.00069772-0.002077i,-0.0010251-0.0015373i,-0.00030447-0.0010789i,-0.00027241-0.00037652i,-0.00065808-0.00049933i,-0.00051008-0.0005848i,0.00015345-0.00067722i,0.00033542-0.0012442i,0.0001698-0.00078597i,-1.8261e-05+0.00031748i,3.1158e-05+0.00085575i,0.00033465+0.00068018i,0.00070094+0.00055388i,0.00068408+0.00076135i,0.00032984+0.00054469i,0.0002718+0.00038208i,2.3162e-05+0.00042789i,0.00017359+0.00033831i,-2.2617e-05+0.00035406i,-0.00049037-0.00010137i,-0.00075517-0.00056835i,-0.0011074-0.00097163i
-0.0017874+0.0028328i,0.00053285+0.0026982i,0.0025874+0.002456i,0.0022576+0.001698i,0.00033885+0.0013804i,-0.00079992+0.00087986i,0.00011091+0.0003534i,8.6708e-07+0.00029046i,-0.00063422+0.00013859i,0.00014843-4.6889e-06i,0.0011676-1.8197e-05i,0.0010734-2.8307e-05i,0.0004354-0.00052759i,0.00039341-0.00075202i,0.00050957-0.00079708i,0.00053321-0.001026i,-1.7098e-05-0.00059189i,-0.00057035+0.00022213i,-0.00090772+0.00051331i,-0.0012543+0.00086727i,-0.00053344+0.00029424i,-0.00027479-2.7363e-06i,-0.00045875+4.5385e-05i
0.00043952-0.0013945i,-6.2342e-05-0.0017088i,-0.0011634-0.0011828i,-0.0017109-0.00021831i,-0.00078829+0.00026004i,0.00030578+0.00027621i,0.00031965+0.00077372i,-0.00020681+0.00092736i,-0.00021573+0.00023387i,2.3383e-05+0.0002104i,0.0002521+0.00071073i,0.00015389+0.00055627i,-0.00013509-6.731e-05i,-0.00017998-0.00040351i,0.00049427-0.00046208i,0.00072007+0.00030517i,0.0002019+0.00087779i,-0.00014434-1.2817e-05i,-0.00040819-0.00098681i,-0.00033736-0.0010018i,-0.00073669-0.00092883i,-0.00060108-0.00048003i,-0.00072381-0.00011664i
0.0016757+0.0031911i,0.0024363+0.0031926i,0.0044127+0.0025171i,0.0036103+0.0011821i,0.00054288-0.00020647i,-0.001-0.0011729i,-0.00066494-0.0016837i,-0.0012277-0.0015387i,-0.0015054-0.0002393i,-0.0009195+0.00053015i,-0.0010031-0.0006473i,-0.00084972-0.0016438i,-0.00053246-0.0010555i,-4.1873e-05+2.4703e-05i,-0.00038142+0.00028791i,-0.00095315+6.0381e-05i,-1.4583e-05-8.2518e-05i,0.00063411-6.969e-05i,5.2008e-05+9.843e-06i,-0.00055451-1.6908e-06i,-0.001176+1.692e-05i,-0.00070769-0.00071364i,0.00041672-0.00080198i
-0.0015652+0.0012054i,-0.0014116+0.00072659i,-4.429e-05+0.00022849i,0.00076235-0.00062535i,0.0010578-0.00015077i,0.00081103+0.00050422i,0.00025224-1.5587e-05i,-0.00010058+0.00038642i,-0.00033715+0.00080502i,5.4632e-05+0.00050665i,0.00028554+5.8888e-05i,-0.00020525-0.00095838i,-0.00049085-0.0016608i,-0.00061128-0.0013888i,-0.00027257-0.00019543i,-0.00022138+0.00084871i,-0.00091529+0.00014055i,-0.0012779-0.00040764i,-0.00080686+4.8997e-06i,-0.00026408+5.5089e-05i,-0.00056038+0.00012965i,-0.00096941+0.0002226i,-0.00052315-0.00050085i
7.3804e-05-0.0008808i,0.00031133+0.0010879i,-8.004e-05+0.0023889i,-0.00056578+0.0019614i,-8.1492e-05+0.001454i,0.00099081+0.0013344i,0.001631+0.00047681i,0.0012648-0.00035556i,0.00027377-0.00071482i,-0.00042961-0.00057129i,-0.00048811+0.00038415i,5.6479e-05+0.00050157i,0.0010107+6.3193e-05i,0.00085572-0.00030193i,0.00026824-0.00058892i,0.00060356-0.00065305i,4.9045e-05-4.9493e-05i,-0.00049444+0.00068649i,-0.00018887+0.00058297i,-0.0008392-0.00036285i,-0.0014177-0.00094928i,-0.00077816-0.00032273i,0.00013466-0.00031133i
0.0021418-0.00039328i,0.0023566-0.00019594i,0.0017253+0.00078805i,0.00073178+0.0014671i,-0.00070542+0.0016003i,-0.001135+0.0022829i,-0.00047514+0.0021468i,-0.00020995+0.000981i,-0.00014822-0.00012116i,-0.0002649-0.00033608i,-0.00021754-0.00013438i,0.00085025+9.1939e-05i,0.0015861+0.0011398i,0.00096021+0.001331i,0.00051483+0.00041618i,0.00074429+0.00041448i,0.0010178+0.00076379i,0.00041001+0.00046432i,-0.00059335-0.00022667i,-0.00027012-0.00018529i,0.00028694-0.00017182i,0.00069771-0.00038409i,0.00058378+0.00048929i
0.0010193-0.00059625i,0.0012882-0.00023222i,-0.00020276+0.00054623i,-0.0011919+0.00033409i,-0.00079099-2.4427e-05i,6.8837e-05+0.00020334i,0.0010572+1.6e-06i,0.0015423+0.00055348i,0.0011616+0.00045965i,0.00058488-0.00014838i,-0.00027469-0.00044412i,-0.0009499-0.0004347i,-0.0003168+0.00020618i,0.00040731+8.0895e-05i,0.00098837+3.8588e-05i,0.0010111+0.00026691i,-0.00015915-4.9179e-05i,-0.0003305-0.00025229i,0.00045481-0.00055071i,0.00053461-0.00037855i,3.3682e-05+0.00013363i,0.00031602-9.4879e-05i,-0.00046511+0.00011751i
0.0021776+0.00082315i,0.002818+0.00063009i,0.003736-0.0014486i,0.0031721-0.003152i,0.0011242-0.0019215i,-0.00054735-0.00014148i,-0.00075006+0.00024319i,-0.00013938+6.2747e-05i,3.7667e-05+0.00021136i,-0.00019551+0.00031272i,-0.00049686-0.00012557i,-0.00055036-0.00042537i,-0.0011182+0.00029646i,-0.0017282+0.0016305i,-0.0020398+0.0020519i,-0.0018686+0.00090325i,-0.0014424+0.00095385i,-0.00075355+0.0011692i,-0.00035364+0.00072753i,-0.00054943+0.0010039i,-0.00062965+0.00078425i,-0.00059977+0.00051181i,-0.00044072-0.00047663i
0.0008879-0.00054013i,0.0011668-0.00023283i,0.00014852+0.00064616i,-0.0013116+0.0011064i,-0.0017184+0.001618i,-0.00083371+0.0016508i,-5.6677e-06+0.0006312i,0.00017903-0.00015735i,0.00021286+0.00014273i,-0.00016064+0.00010328i,-0.00011321-0.00012236i,-4.8296e-05+0.00039083i,-0.00019773+0.0008609i,2.5434e-05+0.0014286i,0.0001842+0.0016571i,-5.4144e-05+0.00086215i,-0.00032136-0.00010466i,-0.0008737-0.0012875i,-0.0004514-0.0013046i,0.00047655-0.0010255i,0.00038419-0.00079306i,-0.00054527-0.00054531i,-0.00098492-0.0011739i
-0.0022679+0.00029599i,-0.00081883+0.0005227i,0.00050683+0.0022297i,0.0011952+0.0034397i,0.0015011+0.0030499i,0.0015746+0.0022384i,0.00061195+0.00098386i,0.00023451+0.00039554i,0.00059213+0.00018351i,0.00018911-0.0001437i,-0.00045527-0.00011836i,-0.00024658-0.00025523i,1.5828e-05-0.00053206i,0.00021779-0.00050134i,0.00061421-0.00037769i,-0.00017101+0.00041118i,-0.0002796+0.00058426i,0.00018651-7.684e-05i,-0.00027186+0.00012998i,-0.00027894+0.00027912i,-0.00012197+0.001082i,-0.00050181+0.0014548i,-0.0012479+0.0008647i
0.0006494+0.00085i,0.0013716+0.00085191i,0.0016581+0.0011503i,0.00062525+0.00078091i,-0.00048952+0.00053815i,-0.00024633+0.00054365i,0.00086229+0.00028993i,0.0006249-0.00047318i,0.00010434-0.0012924i,-0.00072826-0.0011541i,-0.00079593-0.0011624i,-0.00069226-0.0009499i,-0.00049487-0.00040363i,-4.2634e-06+2.2492e-05i,0.00032599+0.00047062i,0.00074741+0.00077023i,0.00080667+0.00012455i,0.00054134-0.00041994i,7.5618e-05-0.00070225i,-2.7153e-05-0.00086708i,0.0003289-0.0010761i,0.00030985-0.0010419i,-0.00030395-0.000597i
-0.00049634+0.0011995i,-0.00039092+0.0018184i,0.00049326+0.0020081i,0.00014858+0.0017448i,-0.00019968+0.0013042i,0.00016777+0.0014978i,0.0001357+0.0011057i,-0.00039477-9.5171e-07i,-0.00021951-0.0011226i,-0.00048329-0.0010005i,-0.00088566-3.1298e-05i,-0.0006013-0.00020626i,-0.00036616-0.0009032i,-0.00016377-0.00084068i,0.00010787+0.0001221i,0.00070385+0.00084067i,0.00033267+0.00026634i,-0.00041963-0.00010956i,-0.00028622+0.00041281i,0.00021006-4.0396e-05i,0.00082685-0.00072083i,0.00074783-0.0008626i,0.00057158-0.00042187i
0.0021506+0.00038372i,0.0026036+0.00076536i,0.0027196-0.00072008i,0.0017678-0.0015852i,0.0002782-0.0007035i,-7.2948e-05-0.0003088i,-0.0004892-0.00041427i,-0.00066933-0.00053362i,-0.00045204-0.00063389i,-0.00014827-6.9662e-05i,-0.00017966-0.00043314i,-0.00057461-0.0005097i,-0.00062119+0.00015389i,-0.00056594+0.00036455i,-0.00024176+0.00079063i,-0.00024633+0.00094883i,-0.00028187+0.00030279i,-0.00051182-9.1338e-05i,-5.7811e-05-0.00022769i,-9.2152e-05-0.00072543i,-0.00062954-0.0007363i,-0.00070825-0.00045473i,-0.0008187-0.00037436i
