0.00029476+0.0011705i,0.00011908-0.00021133i,-0.0013175-0.0018119i,-0.00080236-0.0035553i,-0.00012814-0.0026493i,-0.00037782-1.5316e-05i,-0.0012057+0.00063734i,-0.00093939+0.00049714i,0.00023818+0.00017897i,0.00094559+4.1142e-05i,0.0002639-0.00026241i,0.00019373-0.0010675i,0.00044807-0.00074895i,-0.00031391-0.00048032i,-0.00057546-0.00036367i,9.4319e-05-0.00048679i,0.00072157-0.0011998i,0.00058372-0.00087411i,0.00032039-7.3787e-05i,0.00065508+0.00027992i,0.00044104+0.00018408i,-0.00010465-5.2738e-05i,5.2326e-05-0.00055983i
0.00029478+0.0019428i,-0.0023253+0.0023799i,-0.011546-0.0051445i,-0.030551-0.021786i,-0.050329-0.03234i,-0.051256-0.025871i,-0.024386-0.016947i,-0.0019744-0.019053i,-0.00042182-0.019261i,-9.3721e-05-0.012548i,0.0044292-0.0089649i,0.0055512-0.0086666i,0.0022822-0.0081978i,-0.00062921-0.0068347i,-0.0016407-0.0023429i,-0.0014985+0.0034737i,-0.0004155+0.0059187i,0.00078427+0.0035785i,0.00075146-0.00012273i,0.0008757-0.0016611i,0.0024411-0.0012968i,0.0030928+2.9935e-05i,0.0007694+0.0018795i
-0.0038003-0.010924i,-0.0085551-0.030412i,-0.007825-0.067817i,0.0084247-0.096251i,0.034104-0.082945i,0.038966-0.042788i,0.017804-0.013914i,0.0050168-0.00074872i,0.0081924-0.00014277i,0.0059878-0.0046854i,-0.001442-0.0016673i,-0.0039501+0.0022806i,-0.0047624+0.0027139i,-0.0044887+0.0033529i,-0.0021061+0.0028592i,0.00059905+0.0011628i,0.0026388+0.001023i,0.0028419+0.0023177i,0.00062556+0.0023331i,-0.0028581+0.0021353i,-0.005748+0.0021996i,-0.0046516+0.0017429i,-0.00033334+0.0022607i
0.0029812+0.00021534i,0.022486+0.01479i,0.058846+0.04744i,0.084711+0.073731i,0.061451+0.061841i,0.016414+0.033605i,-0.0034009+0.025702i,-0.0048667+0.025091i,-0.0049567+0.018505i,-0.0038595+0.014129i,-0.00077158+0.0089098i,0.0010227+0.0018364i,0.0017124-0.0032521i,0.0013258-0.0054751i,0.00027808-0.0050784i,0.00041275-0.0051297i,0.0012024-0.0057948i,0.0031174-0.0036484i,0.0052965-3.4245e-05i,0.0062199+0.0028839i,0.0061362+0.0039536i,0.0053551+0.0015038i,0.0031296-0.0030516i
0.00020817-0.00086101i,-0.011892-0.0024298i,-0.042789-0.0042832i,-0.082312+0.0011306i,-0.091163+0.012572i,-0.058213+0.0079672i,-0.024583-0.013091i,-0.015662-0.021304i,-0.014536-0.0125i,-0.010698-0.0066709i,-0.0085465-0.007295i,-0.0085429-0.0047601i,-0.0094402+0.001135i,-0.0075096+0.0036921i,-0.0035548+0.0034043i,-0.00073853+0.0023735i,0.00083267+0.00028684i,0.00058562-0.002622i,-0.00024437-0.0047672i,4.6042e-05-0.0069245i,-0.00068109-0.0086529i,-0.0027221-0.007793i,-0.0043051-0.0043356i
-0.001166+0.0032108i,-0.0069716+0.0040773i,-0.014949-0.0018283i,-0.011468-0.021259i,0.0052733-0.040057i,0.011706-0.031997i,0.0066146-0.0088367i,0.0070755-0.0019832i,0.0062297-0.0063926i,0.0023611-0.0037744i,0.0038516+0.0019629i,0.0050269+0.0041844i,0.0045865+0.0037265i,0.004065+0.001915i,0.00040697-4.632e-05i,-0.0036171-0.0011996i,-0.0054155-0.00080933i,-0.0046701+0.0011626i,-0.0030213+0.0037977i,-0.0017648+0.0056886i,-0.001652+0.0073643i,-0.00050887+0.0064748i,0.0031531+0.0035622i
0.00053841-0.0074334i,0.012152-0.023729i,0.037144-0.053132i,0.057749-0.070769i,0.048307-0.048837i,0.024667-0.012937i,0.016752+0.0046434i,0.014939+0.0092397i,0.010094+0.010465i,0.0082051+0.0065996i,0.0058577+0.0001386i,0.0031027-0.0040383i,0.0014688-0.0056943i,0.00046659-0.0055384i,-0.00069412-0.0039076i,-0.0032822-0.0032014i,-0.0052099-0.0026579i,-0.003958-0.0022039i,-0.00029284-0.0020572i,0.0038092-0.0033311i,0.0067289-0.0053489i,0.0054014-0.0056573i,0.001327-0.0051865i
0.0003125+0.0045719i,-0.00018644+0.024011i,-0.0038059+0.068028i,-0.0043991+0.11091i,-0.0041501+0.10074i,-0.015244+0.045846i,-0.030434+0.0062922i,-0.03007+0.00022351i,-0.018215+0.0016361i,-0.012355+0.0016426i,-0.0086759+0.0041629i,-0.0026296+0.0056054i,0.0028996+0.0050004i,0.0061977+0.0036641i,0.0063258+0.002314i,0.0059323+0.0013211i,0.0042109+0.00089223i,8.5364e-05+0.0017467i,-0.0046549+0.0010025i,-0.0081086-0.0022066i,-0.010661-0.0027655i,-0.010949+0.00069949i,-0.007566+0.004524i
0.0011536-0.0011861i,0.00023196-0.0067699i,-0.0062173-0.026419i,-0.019995-0.056992i,-0.026235-0.069316i,-0.010969-0.046706i,0.0063257-0.019128i,0.005373-0.010724i,-0.0015808-0.0089559i,-0.0004259-0.0067737i,0.0032442-0.0071013i,0.0037148-0.0067394i,0.002121-0.0061441i,-0.00075521-0.0050725i,-0.0027798-0.0016399i,-0.0019835+0.0032015i,0.00094668+0.0057749i,0.0035659+0.0062273i,0.0044818+0.006503i,0.0045955+0.0072561i,0.0053847+0.0070947i,0.0075053+0.0040797i,0.0088291+4.4511e-06i
-0.0042318-0.0047333i,-0.015788-0.010258i,-0.032555-0.020867i,-0.038789-0.027508i,-0.025901-0.019718i,-0.0083991-0.0090983i,0.0031077-0.0072118i,0.0097254-0.005331i,0.010575-0.0029268i,0.0062346-0.003395i,0.00021364-0.0039576i,-0.005632-0.0034074i,-0.009912-0.0030093i,-0.0097888-0.0027387i,-0.0073586-0.0033288i,-0.0058559-0.0029349i,-0.0040917-0.0014128i,-0.00050414-0.00080846i,0.0023105-0.001077i,0.0025981-0.0035099i,0.0013215-0.006921i,-0.0012465-0.0075311i,-0.0038718-0.0056011i
0.0028484-0.003778i,0.024361-0.0032402i,0.067708-0.0008627i,0.10574+0.0040931i,0.090814+0.010017i,0.032754+0.017847i,-0.0061616+0.026348i,-0.010049+0.023535i,-0.0072019+0.013208i,-0.0044571+0.0090754i,0.00062344+0.0073259i,0.0039538+0.0031215i,0.0045935-0.00034653i,0.0044835-0.001347i,0.0043949-0.002038i,0.0037755-0.0038583i,0.0027306-0.0041545i,0.0010218-0.0021507i,-0.0017089-0.00048325i,-0.0049298+0.0022985i,-0.0054629+0.0059052i,-0.0030174+0.008524i,-0.00056743+0.0088759i
0.00082758+0.0016807i,-0.011469+0.0056243i,-0.045003+0.012588i,-0.086012+0.020215i,-0.089715+0.011958i,-0.048206-0.0097878i,-0.012313-0.021725i,-0.0056273-0.015727i,-0.0049017-0.0073966i,-0.0044168-0.0065547i,-0.0048815-0.0056047i,-0.0038711-0.0024577i,-0.0030952+0.00037463i,-0.0014524+0.0018088i,0.0019549+0.0015665i,0.0050019+0.00011823i,0.0053173-0.001988i,0.0045549-0.0026967i,0.0052135-0.0023995i,0.0068184-0.0025887i,0.0085943-0.0035843i,0.0082353-0.0059717i,0.0054543-0.0075527i
0.00045483+0.005302i,0.0031251+0.0090019i,0.0097342+0.012892i,0.01948+0.0078648i,0.021727-0.00045129i,0.0093084-0.0025201i,-0.0035889-0.0047949i,-0.0057973-0.0092365i,-0.0041837-0.0078551i,-0.0020983-0.002056i,0.00051478+0.0023601i,0.0012426+0.0058764i,0.0014572+0.0074359i,-5.1098e-05+0.0059581i,-0.0036902+0.0032173i,-0.0058233+0.0017588i,-0.0063464+0.0012852i,-0.0055626+0.00053846i,-0.0029243-0.0017213i,-0.0015358-0.0050981i,-0.0038005-0.0067412i,-0.0067802-0.0055235i,-0.006906-0.0023534i
0.00075113-0.0044857i,-0.0010144-0.022127i,-0.00029251-0.056737i,0.0044816-0.08382i,0.010534-0.070166i,0.015595-0.027592i,0.016754+0.003819i,0.011506+0.011392i,0.0051334+0.010179i,0.003894+0.0067616i,0.0030614+0.00016608i,0.0012995-0.0045489i,0.0021499-0.0070742i,0.0041266-0.0079646i,0.0032075-0.0069781i,-0.00011434-0.0050179i,-0.0030429-0.0020805i,-0.0041797+0.0001151i,-0.0042328+0.0016699i,-0.0018756+0.0040029i,0.0016283+0.0068105i,0.0048311+0.0071425i,0.0070191+0.0052385i
0.0058952+0.00034237i,0.012832+0.017372i,0.024913+0.054102i,0.031578+0.090488i,0.019077+0.081883i,-0.005527+0.030744i,-0.017856-0.0013717i,-0.012255-0.0027846i,-0.0052506-0.0022071i,-0.0064373-0.0025562i,-0.0061696-9.7828e-05i,-0.0019871+0.00041777i,0.00044464-0.0013254i,0.0009198-0.0031064i,0.00037704-0.0037375i,-0.00081694-0.0034822i,-0.0011506-0.0023809i,-0.0010409-0.00043434i,-0.00076597+0.0011237i,-0.00046333-0.00016744i,-0.00049026-0.0033522i,-0.0013666-0.0051809i,-0.0017539-0.0051415i
0.0005287-0.0012172i,-0.0033761-0.0092644i,-0.0098333-0.029035i,-0.018757-0.051773i,-0.018808-0.050097i,-0.009462-0.020695i,-0.0052168+0.0019861i,-0.0055957+0.0048347i,-0.0014851+0.003149i,0.003804+0.00060827i,0.0042574-0.0023478i,0.0044311-0.0033753i,0.0033981-0.0025285i,0.00028961+0.00088936i,-0.0013221+0.0044205i,-0.0012599+0.0058147i,-0.00040166+0.006664i,0.00050431+0.0062423i,-0.00012609+0.0030184i,-0.002325+0.00034385i,-0.0052542+0.00089708i,-0.0057685+0.002915i,-0.0033508+0.0033884i
-0.00075896-0.00068039i,-0.0083824+0.0033969i,-0.026321+0.0074736i,-0.041165+0.0045405i,-0.036334-0.0068648i,-0.016989-0.016999i,0.00082799-0.019122i,0.0077153-0.013363i,0.006748-0.0063618i,0.0035125-0.0022457i,1.0784e-05-0.00040997i,-0.00314+0.00016467i,-0.0047029-0.00082198i,-0.0040358-0.0035038i,-0.0022557-0.0047757i,0.0006082-0.0039577i,0.0028454-0.0016942i,0.0029963+0.0013655i,0.003394+0.0029166i,0.0054006+0.0025202i,0.0074249+0.00048202i,0.007866-0.0015849i,0.0064328-0.0031076i
0.0030928-0.0048059i,0.016511-0.01396i,0.047505-0.02838i,0.079712-0.035801i,0.071187-0.025227i,0.02753-0.0070577i,-0.0016024+0.0023758i,-0.0053325+0.001698i,-0.0064434-0.00072988i,-0.0077325+0.0016179i,-0.0043692+0.0035028i,-0.0023278+0.0019475i,-0.0018098+0.00077339i,-0.0019807+0.00063369i,-0.0030985+0.00060051i,-0.0030154-0.00016733i,-0.001642-0.0019658i,0.00090078-0.0026992i,0.0019332-0.0016055i,0.0013123-0.00064581i,-0.00032133-0.001125i,-0.0023226-0.0018812i,-0.0030581-0.0012909i
-0.0017242+0.0045909i,-0.0097176+0.012686i,-0.033823+0.028357i,-0.057142+0.041863i,-0.047753+0.035718i,-0.0124+0.016748i,0.0067256+0.0061129i,0.005501+0.0044554i,0.0026984+0.00030331i,-0.0003927-0.0057299i,-0.0026995-0.0065907i,-0.0024062-0.0034395i,-0.0014213+0.00022161i,0.0012404+0.0026095i,0.0035521+0.0026499i,0.0036792+0.0014832i,0.0020764+0.00059713i,0.00079175-0.00074371i,0.00018281-0.0014243i,-0.001223+2.8254e-05i,-0.0016045+0.0024224i,0.00016661+0.003354i,0.0023674+0.0031586i
-0.0019981-0.0010636i,0.0022578+0.00010755i,0.012141+0.00065751i,0.018017-0.00038578i,0.0059916+4.6375e-05i,-0.01417+5.2686e-05i,-0.021305-0.0027356i,-0.015719-0.0041342i,-0.0082545-0.0002102i,-0.00072891+0.0034591i,0.0037896+0.0027578i,0.0042447+0.0010947i,0.0019944-0.00036998i,-0.00081567-0.0018833i,-0.0022291-0.0032286i,-0.0035138-0.0046064i,-0.0052276-0.0046109i,-0.004708-0.0024944i,-0.0016883-0.0017521i,0.00021478-0.0027021i,0.00030414-0.0045297i,0.00016989-0.0056635i,-0.00058091-0.0046243i
-0.0018459-0.00079829i,-0.0089264-0.0090647i,-0.021465-0.030213i,-0.025489-0.054829i,-0.014682-0.057221i,-0.0046596-0.032598i,-0.0010321-0.0074101i,-0.0015034+0.0032403i,-0.0031759+0.0074377i,-0.0010699+0.0088239i,0.0019242+0.0061419i,0.0022249+0.0021475i,0.0025457-0.00072035i,0.003546-0.00052419i,0.0024211+0.0015197i,0.00056352+0.0026969i,-0.0008823+0.001838i,-0.0018335+0.00099959i,-0.001091+0.0015822i,-0.00022302+0.0016017i,-0.001082+0.00064106i,-0.0016811+0.0010108i,-0.0006399+0.0020889i
0.0057816+0.002999i,0.01681+0.010469i,0.037965+0.029671i,0.054334+0.050139i,0.048559+0.042296i,0.031137+0.0083358i,0.018702-0.010012i,0.012362-0.0079812i,0.0056353-0.0067856i,-0.0028047-0.0059327i,-0.005509-0.0019611i,-0.0031039-8.6236e-06i,0.00053696-0.00029315i,0.0022716-0.0012113i,0.0014343-0.0021195i,0.00027217-0.00073568i,0.00077034+0.0020281i,-4.6944e-05+0.003609i,-0.0022043+0.0030562i,-0.0015753+0.0022569i,0.0013035+0.0023548i,0.0030277+0.0017596i,0.0035013-0.00038683i
-0.0026961+0.0010395i,-0.0063983-0.0035478i,-0.017548-0.015481i,-0.028132-0.026596i,-0.026497-0.016695i,-0.016403+0.008875i,-0.009394+0.019397i,-0.0054921+0.013314i,0.00094237+0.0058545i,0.0045492-0.0018651i,0.0025462-0.0063107i,-0.00078872-0.0053665i,-0.0030757-0.0041176i,-0.0041471-0.0021349i,-0.0036949+0.0003834i,-0.0029753+0.0016588i,-0.002243+0.0030194i,-0.00072737+0.0033086i,7.0069e-05+0.0021829i,-0.0010961+0.00075258i,-0.0020362-0.001288i,-0.0015121-0.0026049i,-0.0016659-0.0014835i
0.00039329+0.0066854i,-0.0013677+0.012095i,-0.0088325+0.019879i,-0.019459+0.019347i,-0.027244+0.0041787i,-0.026307-0.010851i,-0.016086-0.011952i,-0.0056733-0.0061242i,-0.0013289-0.0022225i,0.0014565-0.00011315i,0.0030432+0.00026164i,0.0024303-0.00094901i,0.0022954-0.0028596i,0.002646-0.0042551i,0.0042745-0.003848i,0.005527-0.003259i,0.0046848-0.0032289i,0.0031856-0.0016224i,0.0030274-0.0001934i,0.0038519+8.7994e-05i,0.0037122+0.0014971i,0.0025346+0.0024121i,0.0023388+0.0017884i
0.00077719-0.0016229i,0.0055821-0.011335i,0.020998-0.030621i,0.043066-0.048033i,0.046797-0.048675i,0.024424-0.037001i,0.0034346-0.025171i,-0.004367-0.017555i,-0.0095087-0.010717i,-0.010683-0.0018207i,-0.0054142+0.0033679i,-0.00080039+0.0019805i,0.00043946+0.00066515i,-8.5864e-05+0.0012995i,-0.00094385+0.00097986i,0.00017724+0.0002745i,0.0023385-0.00076971i,0.0029721-0.0014004i,0.0024781-0.00045692i,0.0020943-0.00065441i,0.00286-0.0025488i,0.0028777-0.0038757i,0.0011481-0.0036593i
-0.0031327+0.00035177i,-0.0063928+0.0084292i,-0.015517+0.026346i,-0.024823+0.044985i,-0.017632+0.045936i,0.0064922+0.033371i,0.017637+0.02242i,0.011775+0.013866i,0.006487+0.0043376i,0.0014546-0.0026474i,-0.003692-0.0024742i,-0.0042908+0.0012761i,-0.0027431+0.0040024i,-0.0020366+0.0038799i,-0.003166+0.0015375i,-0.0043376-0.00021508i,-0.0037556-0.000273i,-0.0020455-0.00034456i,-0.00044831-0.00053585i,-0.0004826+4.7719e-05i,-0.0022471+0.00070441i,-0.0036717+0.0016558i,-0.0031585+0.0027107i
0.0014392-0.0032293i,0.0051257-0.005681i,0.011968-0.011761i,0.012295-0.016164i,-0.0042674-0.0093013i,-0.021701+0.001473i,-0.021784+0.0049076i,-0.013814+0.0054471i,-0.0069732+0.0066213i,-0.00017869+0.0047592i,0.0028832+5.4311e-05i,0.0020029-0.0032659i,0.00046666-0.0040505i,-0.0011383-0.0045083i,-0.0018013-0.0047296i,-0.002601-0.0043272i,-0.0038972-0.003406i,-0.0035989-0.0025355i,-0.0016553-0.001544i,-0.00029699-0.0024155i,0.0013819-0.0029505i,0.0029502-0.0013512i,0.0035089-0.00057796i
-0.0016898-0.0026693i,-0.0087065-0.0033591i,-0.020176-0.0090267i,-0.027329-0.02401i,-0.022779-0.038652i,-0.016424-0.036398i,-0.01642-0.021321i,-0.015644-0.0075448i,-0.011849+0.00064671i,-0.0067229+0.004449i,-0.0016058+0.0039114i,0.00043447+0.0012202i,0.0014733-0.0013146i,0.0019764-0.0016516i,0.0014092-0.00014483i,0.0005373+0.00073547i,-0.00077251+0.00062535i,-0.00044803+0.0011775i,0.00060104+0.0016211i,0.00071586-0.00063241i,-0.00032325-0.002923i,-0.0016561-0.004027i,-0.0016992-0.003855i
0.0022795-0.00089416i,0.010303-0.0015851i,0.029623+0.0033794i,0.051239+0.013595i,0.055464+0.014365i,0.042605+0.0013138i,0.028218-0.0092876i,0.018409-0.010533i,0.0083892-0.010996i,-0.00046216-0.0093936i,-0.0029035-0.0040531i,-0.00078295-0.0013159i,0.00089868-0.0002501i,0.00095545-1.1698e-05i,-0.00055785+0.00042974i,-0.0014896+0.0028199i,-0.00027091+0.0048415i,0.00022353+0.0045829i,-0.00059383+0.0037039i,-0.00016415+0.0034522i,0.0004061+0.0039231i,0.00039548+0.0043303i,0.00095273+0.0032659i
-0.0043877-0.0017237i,-0.009867-0.001976i,-0.023277-0.0047029i,-0.036273-0.0070055i,-0.036018+0.002597i,-0.021927+0.021752i,-0.007613+0.026985i,0.00089891+0.017248i,0.0060779+0.0078964i,0.0062181+0.0006931i,0.0021049-0.0034128i,-0.00057085-0.0034565i,-0.002385-0.0027964i,-0.0032698-0.001091i,-0.0023048-0.00020052i,-0.0021972-0.00045877i,-0.001414+0.00034082i,-0.00050477+0.0012972i,-0.00093902+0.00074645i,-0.0014428-0.00074537i,-0.00087307-0.0015503i,0.00072892-0.0021275i,0.0027181-0.0026024i
-0.00051855-0.0039192i,0.00053448+0.00040355i,0.0010465+0.0044821i,-0.003547+0.0047607i,-0.017614-0.0033997i,-0.027598-0.010178i,-0.023984-0.0053864i,-0.016413+0.001873i,-0.01037+0.0051706i,-0.0046966+0.0063612i,-0.00049817+0.0050791i,0.00013262+0.0024118i,-0.00090338+0.00026345i,-0.00026446-0.0017902i,0.0013905-0.0021387i,0.0027204-0.0016616i,0.0029308-0.0019869i,0.0028657-0.0020178i,0.0031507-0.0018529i,0.0024068-0.0019389i,0.00011989-0.002222i,-0.0022463-0.0015118i,-0.0034377-0.00060264i
0.00012556-0.0028082i,-0.0019705-0.0096219i,-0.00046329-0.024311i,0.0097221-0.040026i,0.020591-0.043332i,0.018381-0.037347i,0.0053682-0.030414i,-0.0054269-0.021952i,-0.010908-0.012552i,-0.011548-0.0045934i,-0.0080802-0.00015254i,-0.004241+0.0013715i,-0.0016598+0.0013079i,-0.00020995+0.00084006i,0.00015193+0.0010309i,9.731e-05+0.0010416i,0.00044163-0.00037642i,0.0007185-0.0004536i,0.00088332+0.0010263i,0.0022895+0.0019562i,0.0035503+0.0023733i,0.003751+0.002338i,0.0021187+0.0027651i
-0.0010758+0.00037184i,-1.0012e-05+0.0067535i,0.00053224+0.022121i,0.00090927+0.040696i,0.0047929+0.046367i,0.013519+0.035245i,0.017239+0.020044i,0.014152+0.0066469i,0.010522-0.0030954i,0.0053442-0.0057371i,0.0007201-0.0036616i,-0.00039786-0.0010365i,-0.0013733+0.00095815i,-0.0023192+0.0011294i,-0.0020432-0.00054231i,-0.0025216-0.0012229i,-0.0033464-0.0007437i,-0.0027064-0.0010095i,-0.0022685-0.00061096i,-0.00192-0.00042367i,-0.00036489-0.0016389i,0.00061032-0.0029157i,0.001035-0.0033397i
-0.0018323+0.00044255i,-0.00098627-0.0039835i,-0.00091922-0.012982i,-0.0047962-0.021407i,-0.015142-0.016748i,-0.022774-0.0018675i,-0.016295+0.0095593i,-0.0041476+0.013452i,0.0032048+0.013227i,0.0074427+0.0090554i,0.0088166+0.0025828i,0.006406-0.00094543i,0.0026534-0.002249i,-0.00037164-0.0026289i,-0.0017128-0.0018373i,-0.0016127-0.0011387i,-0.0017535-0.00088526i,-0.0017027-0.0010479i,-0.0019141-0.0021935i,-0.002663-0.0031043i,-0.0028236-0.0014849i,-0.002585+0.0010606i,-0.0020102+0.0024619i
-0.0020218+0.00064203i,-0.0049892+0.0034745i,-0.0089969+0.0048999i,-0.010982-0.0054046i,-0.0096704-0.024559i,-0.010917-0.030078i,-0.016283-0.017006i,-0.017776-0.0033975i,-0.013832+0.0033789i,-0.0087231+0.0061407i,-0.0037528+0.0053698i,-0.0001801+0.003353i,0.0024069+0.0015797i,0.0035801+0.00014492i,0.0024232+0.00013596i,0.0012838+0.00098522i,-0.00032092+0.0020561i,-0.0019729+0.0022987i,-0.0010155+0.0016658i,0.0013437+0.00077717i,0.0026142-0.00025988i,0.0028436-0.00022938i,0.0032046+0.0014858i
-0.0010079-0.0009037i,0.0035037-0.0034122i,0.015212-0.0047405i,0.032733-0.00017114i,0.041574+0.0066729i,0.036105+0.0039343i,0.02295-0.0060442i,0.0096508-0.011916i,0.00092964-0.013399i,-0.0030197-0.010803i,-0.0040167-0.0054551i,-0.0036225-0.0020447i,-0.0024173-6.246e-05i,-0.0014376+0.0012175i,-0.0011865+0.0017621i,-0.0010195+0.0021772i,-0.00089388+0.0022452i,-0.00065463+0.0023101i,-0.00022616+0.0022976i,0.00010445+0.0022545i,-0.0004684+0.0012601i,-0.0011812-0.0019499i,-0.00073132-0.0045526i
-0.0011541-0.00050451i,-0.0057373+0.0015057i,-0.017377+0.0024111i,-0.031753+0.0039609i,-0.036072+0.0099028i,-0.023274+0.015041i,-0.0049557+0.010476i,0.0072928+0.0027209i,0.011692-0.0015162i,0.0091193-0.0040504i,0.0038367-0.0045275i,0.00021022-0.0042344i,-0.0016934-0.004073i,-0.0013649-0.0027924i,-0.00038165-0.0010287i,0.00044901-0.00024519i,0.0014371-0.00064391i,0.0010827-0.00059445i,-0.00011146+0.0010301i,-0.00089217+0.002278i,-0.0012261+0.0028109i,-0.0010424+0.0029889i,-0.00095409+0.0022079i
0.0032059-0.0016187i,0.0070443-0.0014877i,0.012334-0.0020236i,0.011294-0.0067188i,-0.00052102-0.015827i,-0.013655-0.017784i,-0.014131-0.0051471i,-0.0081956+0.0068535i,-0.0044413+0.010611i,-0.0013885+0.010003i,0.001846+0.0063524i,0.0034645+0.002932i,0.002944+0.00033287i,0.0015616-0.0021425i,0.00021867-0.0033697i,-0.00023434-0.0026077i,-0.00019849-0.0013595i,0.0012871-0.00050119i,0.0030494-0.00088026i,0.0034964-0.0018073i,0.0025268-0.0022094i,0.0024583-0.0021543i,0.0039692-0.00096651i
0.0027264+0.00081436i,-0.0006934-0.0027815i,-0.0014924-0.010387i,0.0053239-0.020336i,0.017252-0.026207i,0.018036-0.021213i,0.0052211-0.013071i,-0.0064465-0.0076564i,-0.012084-0.0038523i,-0.012226-0.0010458i,-0.0069037+0.0016643i,-0.0018373+0.0025963i,-0.00031853+0.0021259i,0.00035061+0.0012648i,0.00023506+0.00044304i,-0.00062208+0.00025402i,-0.00082265-0.0012995i,0.00024245-0.0023512i,0.0019256-0.0013939i,0.0026381-0.00074004i,0.0013797-0.00098077i,-0.00092993-0.0019231i,-0.0019277-0.0024617i
0.00031267+0.00057529i,0.0030065+0.0040053i,0.0051433+0.015848i,0.0048676+0.031728i,0.00016286+0.038401i,-0.0020998+0.029075i,-0.0014427+0.012205i,-0.00071238-0.00070989i,0.0017317-0.0072564i,0.0025997-0.0072482i,0.00037437-0.0040907i,-0.0014153-0.0027956i,-0.0019081-0.0015415i,-0.0018851+0.00028731i,-0.0017556+0.00014936i,-0.0019499-0.00062136i,-0.002413-0.0011145i,-0.0029336-0.00044707i,-0.0028874+0.001023i,-0.0016051+0.002229i,0.00069126+0.0026287i,0.0019081+0.0022122i,0.0013379+0.0022735i
0.00087981-0.00070783i,-0.0012067-0.0041995i,-0.0037208-0.015214i,-0.0098873-0.028308i,-0.018282-0.029644i,-0.018641-0.018034i,-0.008769-0.0063542i,0.0016763+0.0014816i,0.0071221+0.0058134i,0.0080321+0.0044695i,0.0057967+0.0005503i,0.0037115-0.0018146i,0.0023252-0.0032788i,-7.4436e-06-0.0028934i,-0.0016046-0.00026752i,-0.0020792+0.0010651i,-0.0016882+0.0016496i,-0.0014795+0.0014925i,-0.0021944-0.00012832i,-0.0020171-0.001627i,-0.0012986-0.0024529i,9.2086e-05-0.0022792i,0.0024345-0.0017854i
0.0016221+5.0938e-05i,0.0027552+0.0028968i,0.0038405+0.0069639i,0.005944+0.0042278i,0.0090353-0.010623i,0.0078153-0.02186i,0.0006349-0.015119i,-0.0035256-0.0018322i,-0.0052673+0.0040604i,-0.0065113+0.0043792i,-0.0047075+0.0029333i,-0.0015605+0.0012707i,0.00062168+0.00078955i,0.0019307-0.00043961i,0.0014372-0.0018439i,0.00049698-0.001562i,0.0007293-0.00067142i,0.00053837-0.00010962i,-4.8431e-05-0.00040402i,0.0004239-0.0016581i,-0.00017589-0.0021042i,-0.0017698-0.0015902i,-0.0020284-0.0015707i
-0.0035519-0.0023141i,-0.0017112-0.0050383i,0.0023326-0.0075971i,0.012794-0.0046185i,0.02274+0.0074873i,0.020362+0.016679i,0.01015+0.013068i,0.00096591+0.0031211i,-0.0049677-0.0047248i,-0.0062524-0.0060407i,-0.0039738-0.0030746i,-0.0018855-0.0013087i,-0.0023455-0.00069094i,-0.0025199+0.00030276i,-0.00072764+0.00075898i,5.234e-05+0.00084449i,-0.00040713+0.00089363i,-0.00058212+0.0024807i,0.00059631+0.0041941i,0.0016312+0.0035207i,0.001338+0.002184i,0.0016057+0.0017064i,0.0014385+0.0021492i
0.0016733+0.00032809i,-0.00030997+0.0014246i,-0.0084267+0.0052073i,-0.023651+0.0089017i,-0.035579+0.0088819i,-0.033819+0.0072191i,-0.020289+0.0035138i,-0.0058815-0.0013739i,0.0033663-0.0034128i,0.0061177-0.0032889i,0.0039547-0.0018519i,0.001827-0.0014983i,7.8647e-05-0.0028887i,-0.00098156-0.0025123i,-0.00035155-0.00067112i,0.00087198-3.9281e-05i,0.0014065-0.00045839i,0.00060747-0.0003036i,-0.00045465+0.00059694i,-0.0012632+0.0011578i,-0.0012159+0.0010789i,-0.00038371+0.0002384i,0.00072527-0.0012659i
-0.0028099+0.00051699i,-3.1311e-05-0.0012471i,0.0062279-0.0080987i,0.010722-0.019732i,0.0047418-0.02903i,-0.0039351-0.028777i,-0.0072421-0.018798i,-0.007107-0.0062495i,-0.0050046+0.0039486i,-0.0015436+0.0080905i,0.0010097+0.006557i,0.0023151+0.0046571i,0.0030494+0.0031868i,0.0013679+0.00041557i,-0.00075238-0.0014584i,-0.00097958-0.001293i,-0.00046067-0.0011049i,0.00097366-0.0011776i,0.0021506-0.0023714i,0.0015962-0.003589i,-1.7683e-05-0.0025209i,-0.0019142-0.0004813i,-0.0027124-2.0751e-05i
-0.0045588-0.0032775i,-0.0065773-0.0017836i,-0.0087369+0.00011544i,-0.0014148-7.6579e-05i,0.016025-0.0010735i,0.027321-0.0021959i,0.021628-0.0025593i,0.0072381-0.0012812i,-0.0047649-0.0016424i,-0.0091188-0.0016382i,-0.0067687-0.00051685i,-0.0033507+0.00012384i,-0.0014102+0.0013251i,-0.00096359+0.0022808i,-0.00074734+0.0010224i,-0.00072427-0.0004048i,-0.00051378-0.00049199i,0.00141+0.00066886i,0.0031893+0.0014023i,0.0034573+0.00070644i,0.0029811-0.00030671i,0.0024679-0.00062283i,0.0024801+0.0005725i
