-0.0012301-0.00029107i,-0.0017755-0.00036694i,-0.0031936-0.00012842i,-0.0036953-0.00094235i,-0.0043719-0.00045333i,-0.0038176+0.0021677i,-0.0017393+0.002674i,0.00024442+0.0011806i,0.0010655+0.00031209i,0.0011328+0.00090876i,0.00094521+0.00077516i,0.00031095-5.573e-05i,-0.00043592+0.00058846i,-0.00042992+0.00075653i,0.00018995-0.0006393i,0.00017675-0.00091628i,-0.0003106-2.214e-05i,-0.00036251-4.0783e-05i,-0.00027465-0.00020425i,-0.0002356+0.0002161i,0.00054664+3.46e-05i,0.00090086-0.00019737i,0.00029812-0.00049408i
-0.039994-0.0034186i,-0.10016-0.017165i,-0.18267-0.040759i,-0.24806-0.047377i,-0.24294-0.012999i,-0.18317+0.032619i,-0.12249+0.058338i,-0.088035+0.069242i,-0.061659+0.062716i,-0.033115+0.031789i,-0.021276+0.0042516i,-0.01624+0.0019874i,-0.0029552+0.0098703i,0.0069072+0.014201i,0.0070827+0.012907i,0.0011396+0.0069993i,-0.0020711+0.0028125i,-0.00063068+0.0056391i,-0.00061313+0.0098852i,-0.0036622+0.012413i,-0.0054012+0.014612i,-0.0023484+0.011061i,0.00030484+0.003763i
0.04682+0.00011994i,0.093822+0.035895i,0.16619+0.12849i,0.24489+0.22453i,0.26883+0.20611i,0.21236+0.091111i,0.11593-0.0028562i,0.047715-0.044912i,0.013117-0.054562i,-0.012333-0.036258i,-0.023597-0.013229i,-0.027508-0.0089176i,-0.031301-0.014588i,-0.025553-0.019903i,-0.011315-0.024243i,0.0021544-0.027718i,0.0070308-0.025523i,0.004795-0.013964i,0.0011968-0.0014723i,-0.0019612+0.0034232i,-0.0051388+0.0032579i,-0.0068771+0.0043971i,-0.0071026+0.0049876i
-0.042848+0.01622i,-0.074014+0.031705i,-0.088302+0.019895i,-0.06514-0.046181i,-0.029249-0.11452i,-0.016261-0.10525i,-0.0022353-0.030346i,0.021643+0.029091i,0.030607+0.032123i,0.022294+0.011972i,0.017128+0.0011768i,0.025747+0.00307i,0.037428+0.0099165i,0.037014+0.014677i,0.027272+0.017086i,0.017334+0.017694i,0.0073467+0.017461i,-0.0023368+0.014087i,-0.0079483+0.0078099i,-0.0081335+0.0023548i,-0.005664+0.0014326i,-0.0040539+0.0035585i,-0.0035775+0.0013i
0.049056-0.045791i,0.11925-0.11011i,0.20313-0.20028i,0.20739-0.24428i,0.088708-0.18826i,-0.024689-0.089995i,-0.036524-0.049444i,-0.014445-0.070038i,-0.011912-0.068555i,-0.0045255-0.031121i,0.00572-0.0059595i,0.0015616+0.0020972i,-0.012074+0.0087748i,-0.025424+0.012153i,-0.032785+0.010521i,-0.032382+0.0094093i,-0.027674+0.0040894i,-0.021622-0.0059406i,-0.012804-0.010719i,-0.0028619-0.010022i,0.0033201-0.010387i,0.0059109-0.010419i,0.010175-0.0077165i
-0.055719+0.047143i,-0.14318+0.11254i,-0.2846+0.19959i,-0.36871+0.26121i,-0.26237+0.25646i,-0.070374+0.18938i,0.027881+0.12509i,0.050328+0.11204i,0.061276+0.094058i,0.04742+0.044345i,0.016946+0.012771i,0.00073942+0.0027904i,0.00075636-0.010907i,0.0071156-0.021331i,0.010139-0.022754i,0.0078126-0.020881i,0.0068633-0.016469i,0.01023-0.0077425i,0.010903+0.00039924i,0.0063323+0.0034774i,0.0025777+0.0040168i,-0.0017189+0.0041373i,-0.0071697+0.0091609i
0.026285-0.052446i,0.051728-0.14472i,0.099102-0.25816i,0.15545-0.3001i,0.16116-0.23083i,0.097947-0.13345i,-0.00574-0.070248i,-0.091761-0.037104i,-0.10862-0.012067i,-0.072274+0.0080154i,-0.035381+0.011851i,-0.021167+0.0084702i,-0.018842+0.010289i,-0.012311+0.012034i,-8.0184e-05+0.0068728i,0.0092926-0.0027985i,0.012969-0.01052i,0.011158-0.010221i,0.0083678-0.0070565i,0.0064907-0.0068119i,0.0019005-0.0045576i,-0.0013419+0.0011325i,-0.00041419+0.0029272i
0.0061178+0.072303i,0.048722+0.22013i,0.13033+0.42341i,0.16915+0.48124i,0.080726+0.2783i,-0.060229+0.047925i,-0.082233-0.024651i,0.0034588-0.029314i,0.046904-0.038199i,0.025155-0.032425i,0.0075695-0.02094i,0.010121-0.017796i,0.016738-0.016156i,0.01467-0.01035i,0.0087977+0.0033491i,0.0098663+0.015646i,0.011354+0.020083i,0.0070718+0.020403i,0.0021383+0.017499i,-0.00012351+0.013828i,0.002891+0.011023i,0.0073944+0.0072213i,0.0074667+0.0032117i
-0.0096855-0.076016i,-0.081032-0.22213i,-0.20842-0.42546i,-0.2966-0.4948i,-0.23136-0.31097i,-0.062261-0.081656i,0.040015-0.0083704i,0.013533-0.010477i,-0.028935+0.011156i,-0.013181+0.022091i,0.0082624+0.0057134i,0.0066882+9.3291e-06i,0.0029273+0.011626i,7.0543e-05+0.016295i,-0.0098965+0.0079482i,-0.02664+0.0019013i,-0.04179+0.0037376i,-0.04716+0.0048457i,-0.040067+0.0039722i,-0.025067+0.0038875i,-0.011219+0.0015616i,-0.0018425-0.0066321i,0.0016413-0.017598i
0.043177+0.054453i,0.16097+0.13139i,0.34827+0.20816i,0.44502+0.21812i,0.34996+0.1657i,0.19891+0.12452i,0.1361+0.09303i,0.1252+0.024469i,0.087464-0.044391i,0.031678-0.052741i,-0.00090591-0.01883i,-0.012432+0.0024388i,-0.020785-0.00057139i,-0.022411-0.0079533i,-0.013957-0.011918i,-0.0061372-0.01779i,-0.0017463-0.024019i,0.0039629-0.022968i,0.0070291-0.01461i,0.0064676-0.0065406i,0.0030289-0.0018222i,-0.0019284+0.0056339i,-0.0017256+0.016402i
-0.06411-0.037747i,-0.24657-0.053694i,-0.52683-0.027661i,-0.64617+0.0089422i,-0.45556-0.044201i,-0.21532-0.15288i,-0.14297-0.13624i,-0.11674-0.0044867i,-0.050514+0.06185i,-0.013875+0.037063i,-0.017561+0.0077179i,-0.019096-0.00038707i,-0.0072593-0.0037077i,0.0044523-0.0083955i,0.011078-0.010219i,0.018323-0.010247i,0.022817-0.01003i,0.020396-0.0055862i,0.015515-0.0027951i,0.0063273-0.0077898i,-0.0061773-0.0075365i,-0.014057+0.00014566i,-0.015049+0.007246i
0.070655+0.014473i,0.25368-0.020036i,0.52212-0.12857i,0.61919-0.22828i,0.39712-0.16136i,0.10749+0.026176i,-0.0094932+0.096637i,-0.026128+0.028925i,-0.033389-0.017054i,-0.017472-0.011105i,0.011229-0.0058338i,0.031422-0.011053i,0.037086-0.012196i,0.03108+0.0021469i,0.0252+0.020436i,0.026088+0.025547i,0.0297+0.019288i,0.028089+0.0084834i,0.021066+0.0011854i,0.016325-0.0002542i,0.017588-0.0022795i,0.020156-0.0071418i,0.020542-0.011498i
-0.06892-0.00054323i,-0.18175+0.09277i,-0.30542+0.30323i,-0.29655+0.47117i,-0.16996+0.37911i,-0.080264+0.13347i,-0.046151+0.0090325i,0.0012481+0.014033i,0.039316+0.029993i,0.037376+0.028856i,0.017642+0.02333i,-0.00044776+0.025515i,-0.009975+0.028429i,-0.02147+0.016772i,-0.039169+0.0024714i,-0.051115+0.0025464i,-0.051212+0.011407i,-0.041011+0.01819i,-0.026774+0.021107i,-0.01446+0.021223i,-0.0063287+0.017972i,-0.004187+0.0123i,-0.0083293+0.0088838i
0.038344-0.013551i,0.091566-0.15029i,0.10045-0.42631i,0.025509-0.61426i,0.023461-0.48404i,0.16811-0.22539i,0.24074-0.11525i,0.13627-0.090454i,0.015028-0.045028i,-0.020566-0.011268i,-0.015913-0.0082148i,-0.01946-0.016788i,-0.029225-0.017682i,-0.016748-0.012539i,0.0062178-0.018009i,0.0062794-0.030284i,-0.011712-0.032712i,-0.024996-0.023674i,-0.025407-0.011826i,-0.01809-0.0048854i,-0.013507-0.0034648i,-0.011184-0.0028773i,-0.007149-0.004782i
-0.040393+0.020698i,-0.059962+0.15602i,-0.0079859+0.38469i,0.097152+0.49639i,0.04344+0.36359i,-0.17523+0.18112i,-0.25482+0.11604i,-0.14497+0.068766i,-0.052491-0.00063274i,-0.031384-0.015619i,-0.024043+0.0020907i,-0.013151+0.0090812i,-0.0044458+0.0056352i,-0.0063128+0.005655i,-0.0066483+0.014051i,0.0090632+0.014453i,0.021413+0.003116i,0.018957-0.0055802i,0.0099795-0.0078637i,0.00084088-0.0048537i,3.607e-05+0.0017556i,0.0071596+0.0077485i,0.017264+0.010518i
0.036119-0.019736i,0.023156-0.10619i,-0.10334-0.21183i,-0.27147-0.21013i,-0.23819-0.12927i,-0.03704-0.085458i,0.043722-0.069242i,0.011419-0.015173i,0.012036+0.02815i,0.022579+0.0071302i,0.015593-0.024461i,0.013659-0.028915i,0.022018-0.021705i,0.030119-0.01844i,0.027176-0.015391i,0.020315-0.0071059i,0.020381+0.00043138i,0.022221+0.0043099i,0.02142+0.0048672i,0.017358-0.0011127i,0.0095381-0.0077233i,0.00064499-0.011451i,-0.0084017-0.012139i
-0.028684+0.0049248i,0.0050108+0.039109i,0.15914+0.030457i,0.34844-0.067577i,0.34587-0.1052i,0.18407+0.0090061i,0.1047+0.096202i,0.080713+0.048679i,0.024777-0.014143i,0.00057832-0.013286i,0.011617+0.0098853i,0.018354+0.029219i,0.017057+0.041743i,0.0039092+0.039711i,-0.016698+0.027852i,-0.031437+0.019237i,-0.033131+0.01575i,-0.02444+0.01486i,-0.011101+0.016304i,0.0021616+0.015459i,0.0084451+0.010023i,0.007527+0.0066145i,0.0056607+0.0064179i
0.028849-0.019521i,0.0094311-0.054268i,-0.071805-0.032481i,-0.16238+0.066242i,-0.16065+0.054646i,-0.085494-0.11896i,-0.031396-0.19529i,0.019668-0.10808i,0.061244-0.036078i,0.036697-0.0218i,-0.01531-0.013163i,-0.041783-0.0086864i,-0.043768-0.015934i,-0.033574-0.025087i,-0.016586-0.027862i,-0.0060299-0.027784i,-0.010164-0.026007i,-0.017669-0.019959i,-0.021745-0.01088i,-0.023088-0.00038132i,-0.021539+0.0097731i,-0.019555+0.01841i,-0.016515+0.022713i
-0.025762+0.056658i,-0.041103+0.12605i,-0.051202+0.12638i,-0.07552+0.019008i,-0.093188+0.011162i,-0.084897+0.15767i,-0.088865+0.20422i,-0.12507+0.12733i,-0.12184+0.088024i,-0.05462+0.067725i,0.0020645+0.027783i,0.021604-0.0040196i,0.020266-0.016461i,0.0133-0.0042503i,0.015681+0.012141i,0.024578+0.0088077i,0.028973-0.001734i,0.021747-0.0099824i,0.0082262-0.016202i,-0.00075694-0.016979i,-0.00043826-0.012265i,0.0070182-0.011151i,0.014936-0.018199i
0.044172-0.055885i,0.099685-0.14209i,0.18515-0.16356i,0.26122-0.067581i,0.21824-0.027589i,0.063933-0.10038i,-0.033762-0.1142i,-0.0014604-0.076041i,0.036186-0.076418i,0.015781-0.059687i,0.0042232-0.018898i,0.0076858+0.00043672i,0.0019499+0.0038188i,-0.0034319+0.00095374i,-0.0065596-0.0017946i,-0.0072409-0.001288i,-0.0047058-0.0028273i,0.0018886-0.00033262i,0.012411+0.0040507i,0.017518+0.0017613i,0.012208-0.0028597i,0.0023407-0.0030317i,-0.0057482+6.1508e-06i
-0.032862+0.068066i,-0.071861+0.16816i,-0.13717+0.24301i,-0.18094+0.21055i,-0.076962+0.12747i,0.14072+0.069471i,0.24891+0.040048i,0.16749+0.044367i,0.060072+0.067684i,0.031538+0.049546i,0.021092+0.0023509i,-0.0032508-0.0087191i,-0.0024996+0.0096608i,0.011081+0.0094733i,0.0027554-0.0058684i,-0.018187-0.0093465i,-0.029502-9.2913e-05i,-0.026871+0.0076171i,-0.019733+0.012283i,-0.013781+0.014315i,-0.010028+0.0075261i,-0.010476-0.0013049i,-0.010873-0.0032386i
-0.011095-0.079957i,-0.063365-0.23016i,-0.12065-0.40101i,-0.14362-0.44527i,-0.18856-0.32126i,-0.26069-0.14161i,-0.22594-0.051346i,-0.10267-0.076525i,-0.044843-0.10326i,-0.048649-0.060215i,-0.041142-0.011051i,-0.021777-0.0019906i,-0.012049-0.0082417i,-0.00819-0.0035632i,0.0029839+0.0040688i,0.013607+0.0011052i,0.011105-0.0039421i,3.1584e-05-0.0036272i,-0.0076387-0.0016781i,-0.0072876+0.0034396i,-0.00014141+0.0095225i,0.0094732+0.010305i,0.016934+0.0095052i
0.037661+0.11309i,0.14457+0.31152i,0.29063+0.51299i,0.36053+0.50568i,0.31232+0.28745i,0.19716+0.067545i,0.051473+0.0056425i,-0.02745+0.076149i,0.011797+0.10809i,0.036624+0.045223i,0.0047287+0.0071331i,-0.0010375+0.016489i,0.009874+0.0089992i,-0.0014151-0.0029778i,-0.01455+0.0057177i,-0.0060006+0.017994i,0.016489+0.015817i,0.029212+0.0071253i,0.024466+0.003293i,0.014623+0.0031452i,0.011911+0.0058696i,0.016668+0.0067465i,0.018345-0.00029275i
-0.019768-0.11748i,-0.10832-0.29108i,-0.24446-0.44324i,-0.34479-0.38214i,-0.33287-0.15458i,-0.21996+0.044883i,-0.09193+0.09715i,-0.040047+0.016371i,-0.068332-0.046755i,-0.06397-0.020139i,-0.0063065+0.0052396i,0.016277-0.0023478i,0.0050185+0.0043464i,0.0080332+0.017593i,0.018103+0.0084257i,0.010341-0.01208i,-0.013427-0.015559i,-0.022547-0.0013323i,-0.0053769+0.005173i,0.011025-0.0046208i,0.0051246-0.011099i,-0.012072-0.0035239i,-0.022769+0.0066919i
0.047733+0.060889i,0.18271+0.13483i,0.36793+0.14415i,0.45965+0.0014777i,0.38582-0.17564i,0.24001-0.23392i,0.16173-0.16544i,0.15675-0.060989i,0.14361-0.018222i,0.09366-0.024949i,0.035993-0.023276i,-0.00018278-0.011657i,-0.016463-0.0081067i,-0.025743-0.013416i,-0.031657-0.017177i,-0.031535-0.015894i,-0.029774-0.022209i,-0.038373-0.029827i,-0.047864-0.015764i,-0.039868+0.0067786i,-0.02637+0.012132i,-0.02065+0.0060625i,-0.017381+0.0027445i
-0.11492-0.046672i,-0.36004-0.070238i,-0.61156+0.015414i,-0.5827+0.24697i,-0.27973+0.40874i,-0.021579+0.32678i,0.0088269+0.14435i,-0.072742+0.045417i,-0.086637+0.054255i,-0.028375+0.060207i,0.0021395+0.012378i,-0.005153-0.023933i,0.0040513-0.027194i,0.028868-0.02635i,0.041799-0.028764i,0.037138-0.031559i,0.028285-0.028834i,0.024619-0.024869i,0.011255-0.030066i,-0.012056-0.029285i,-0.018983-0.014927i,-0.0082219-0.0033744i,0.0033096+0.0024869i
0.12784+0.069074i,0.37042+0.14541i,0.56085+0.11127i,0.41245-0.11822i,0.024965-0.31711i,-0.2398-0.25338i,-0.24246-0.083748i,-0.1111-0.011028i,-0.031617-0.038089i,-0.044207-0.051737i,-0.046761-0.0082242i,-0.011708+0.029994i,-0.0017998+0.033909i,-0.027005+0.036574i,-0.042002+0.053757i,-0.017058+0.068058i,0.023889+0.060082i,0.047304+0.040128i,0.054135+0.026312i,0.050089+0.016261i,0.041283+0.0055486i,0.03502-0.0084429i,0.024975-0.023299i
-0.10024-0.058643i,-0.25104-0.11921i,-0.30933-0.12579i,-0.11286-0.020471i,0.16185+0.07895i,0.27258+0.049249i,0.2247-0.021915i,0.11773-0.04436i,0.037244-0.02108i,0.020636+0.00061906i,0.012994-0.0018802i,-0.0091877-0.0027034i,-0.0085012+8.9845e-05i,0.010779-0.011629i,0.011087-0.026904i,-0.018798-0.022761i,-0.04733+0.0068739i,-0.047643+0.0369i,-0.02978+0.040892i,-0.013686+0.026388i,-0.0091869+0.013472i,-0.0061978+0.013711i,0.0029548+0.017127i
0.10918-0.018279i,0.28862-0.098625i,0.33871-0.21901i,0.085832-0.23376i,-0.19353-0.076134i,-0.17161+0.092295i,0.0052934+0.10444i,0.074028+0.03166i,0.035299-0.0016898i,-0.00038759+0.0085303i,0.0010325+0.0086001i,0.0026215-0.0077256i,-0.011178-0.0012185i,-0.015929+0.024659i,-0.0029499+0.027545i,0.0056759-0.0062054i,-0.011205-0.04352i,-0.041645-0.047548i,-0.048442-0.023783i,-0.026466-0.0061199i,-0.0086679-0.0051407i,-0.011301-0.0031209i,-0.018606+0.0061756i
-0.19358+0.054145i,-0.49791+0.18106i,-0.67385+0.33037i,-0.40091+0.26019i,0.0040757-0.055387i,0.036458-0.26876i,-0.14902-0.16261i,-0.16746+0.027004i,-0.048214+0.071506i,0.018072+0.029149i,0.017524+0.0071296i,0.018118+0.0040195i,0.022097-0.016943i,0.013255-0.0406i,0.0066707-0.042142i,0.010653-0.031905i,0.018871-0.029041i,0.021693-0.033751i,0.011566-0.029608i,-0.0015415-0.010861i,-0.0022374+0.0092905i,0.0059067+0.016397i,0.011462+0.01391i
0.17962-0.0035331i,0.49409-0.04396i,0.74831-0.085132i,0.6307-0.022263i,0.27922+0.13638i,0.056482+0.21926i,0.024586+0.14896i,0.024425+0.045622i,-0.012191+0.0022192i,-0.041547+0.0023664i,-0.039415+0.01107i,-0.026037+0.021843i,-0.0092008+0.032431i,0.00088361+0.031159i,-0.005269+0.026773i,-0.0050907+0.02716i,0.012569+0.022466i,0.03312+0.0082027i,0.038459-0.010046i,0.023379-0.021067i,0.0044601-0.017991i,-0.0040363-0.01173i,-0.0097443-0.010316i
-0.11043+0.04365i,-0.27877+0.13696i,-0.38738+0.23334i,-0.32158+0.19203i,-0.18917+0.034183i,-0.060493-0.046454i,0.060993-0.036074i,0.10042-0.050451i,0.065209-0.077695i,0.040246-0.074745i,0.029696-0.062343i,0.0087165-0.050739i,-0.00756-0.038145i,-0.012461-0.027788i,-0.0093601-0.016006i,-0.0050563-0.0019364i,-0.0088996+0.013882i,-0.014559+0.030035i,-0.0097187+0.034651i,-0.001627+0.02395i,-0.00023407+0.010789i,-0.00054434+0.003762i,0.0010891-0.0020007i
0.096722-0.11938i,0.20034-0.38389i,0.19095-0.69263i,0.034253-0.68279i,-0.014383-0.33379i,0.065265-0.10558i,0.030148-0.10319i,-0.051856-0.072011i,-0.034414+0.013296i,0.011363+0.040635i,0.017053+0.022339i,0.012093+0.011408i,0.014909+0.016266i,0.017869+0.018491i,0.009959+0.010887i,-0.0086731+0.0036075i,-0.025043+0.0021218i,-0.037909+0.0039795i,-0.045261+0.010638i,-0.033844+0.018515i,-0.013387+0.017095i,-0.0017218+0.013863i,0.0049996+0.013645i
-0.12817+0.11855i,-0.30171+0.39663i,-0.37311+0.71977i,-0.21573+0.72241i,-0.091406+0.35218i,-0.15252+0.067329i,-0.14233+0.043265i,-0.048765+0.050232i,-0.021468+0.022665i,-0.026479+0.02021i,-0.013988+0.022493i,-0.0088913+0.014606i,-0.013744+0.0094636i,-0.0091833+0.007899i,0.0073833-0.0060768i,0.012532-0.036485i,-0.0029432-0.051918i,-0.01182-0.035785i,0.0023981-0.012184i,0.017673-0.0017723i,0.01821-0.0035099i,0.013595-0.0072i,0.013192-0.005748i
0.11505-0.058415i,0.26729-0.19505i,0.36123-0.35073i,0.26196-0.3779i,0.11562-0.22801i,0.097926-0.025275i,0.11083+0.097798i,0.089133+0.10888i,0.048875+0.040839i,-0.001049-0.014619i,-0.033619-0.015828i,-0.035164-0.0034237i,-0.025637-0.0034057i,-0.025048-0.0032794i,-0.029455+0.012871i,-0.018901+0.034084i,0.0036389+0.032547i,0.012478+0.015183i,0.0034058+0.0081344i,-0.0051446+0.0094038i,-0.0034364+0.0077977i,-0.0017336+0.0024578i,-0.012525-0.0014936i
-0.038936+0.044256i,-0.028155+0.14959i,0.094373+0.20151i,0.26785+0.11893i,0.29642-0.0021532i,0.15064-0.068992i,0.025249-0.099244i,-0.0082384-0.096883i,0.012459-0.04993i,0.047708-0.017898i,0.05003-0.019254i,0.030831-0.01701i,0.018395-0.0083651i,0.010179-0.0042249i,0.0050482-0.012675i,-0.0054059-0.034148i,-0.025136-0.046872i,-0.033918-0.044751i,-0.032728-0.042561i,-0.035522-0.034798i,-0.040615-0.014608i,-0.038659+0.005924i,-0.023967+0.014132i
0.02041-0.096332i,-0.032293-0.27463i,-0.24361-0.36676i,-0.4595-0.19398i,-0.42543+0.020825i,-0.20965+0.014821i,-0.085565-0.056314i,-0.069823-0.013847i,-0.07177+0.046941i,-0.074704+0.059593i,-0.054176+0.048488i,-0.022174+0.029527i,-0.0028573+0.014676i,-0.0023483+0.0093835i,-0.0063611+0.024554i,0.019311+0.047583i,0.059228+0.042096i,0.066528+0.021329i,0.050221+0.014644i,0.035822+0.011569i,0.023516+0.0045379i,0.017629+0.002147i,0.013666+0.0013534i
-0.095637+0.075702i,-0.18347+0.24863i,-0.16392+0.36918i,-0.042799+0.23715i,-0.01827+0.027963i,-0.10383+0.05453i,-0.1152+0.187i,-0.055851+0.14767i,-0.028909+0.027263i,-0.014491-0.017936i,0.0043735-0.019885i,0.0061096-0.022595i,0.002596-0.024253i,0.0078763-0.027092i,0.0057703-0.041322i,-0.019356-0.049471i,-0.040452-0.025959i,-0.031296+0.003266i,-0.012052+0.0077631i,0.0013602+0.00035805i,0.013107-0.0051501i,0.020411-0.013667i,0.021802-0.02321i
0.099153-0.023039i,0.25964-0.10701i,0.38903-0.19611i,0.38764-0.19774i,0.31612-0.15373i,0.24238-0.16706i,0.1616-0.21262i,0.089119-0.18101i,0.054324-0.09787i,0.030747-0.051273i,-0.0031584-0.030397i,-0.018368-0.0058214i,-0.011647+0.010633i,-0.0040544+0.012934i,0.0056562+0.0084711i,0.016652-0.0023365i,0.012293-0.010348i,-0.001409-0.0024627i,-0.0020641+0.0085998i,0.0071365+0.0081805i,0.011293+0.0039864i,0.010501+0.0070194i,0.0083577+0.016259i
-0.068701-0.0010016i,-0.16504+0.029979i,-0.22292+0.049438i,-0.20705+0.041603i,-0.15973+0.03915i,-0.083159+0.035206i,0.004062+0.037745i,0.038061+0.042111i,0.030668+0.022364i,0.029523-0.0074538i,0.034896-0.019235i,0.029717-0.0083094i,0.020701+0.013005i,0.016735+0.026372i,0.0091332+0.022257i,-0.0097675+0.0076224i,-0.036454-0.0046876i,-0.055009-0.0054134i,-0.054325+0.0062835i,-0.036103+0.016305i,-0.015442+0.016547i,-0.0044022+0.016684i,0.0045806+0.01771i
0.07139-0.024111i,0.13096-0.092961i,0.093428-0.13996i,-0.051068-0.09267i,-0.14255+0.0035472i,-0.12099+0.067976i,-0.078107+0.061164i,-0.042932+0.015748i,-0.020454+0.004479i,-0.0012214+0.031071i,0.012269+0.034146i,-0.002146+0.021337i,-0.018621+0.016308i,-0.029179+0.0099049i,-0.041669+0.020075i,-0.037631+0.040949i,-0.02368+0.043652i,-0.019218+0.037268i,-0.015126+0.036988i,-0.0037632+0.04022i,0.0095039+0.042138i,0.017378+0.035526i,0.014777+0.022465i
-0.098455+0.050469i,-0.20437+0.18896i,-0.16596+0.33703i,0.063415+0.29495i,0.21013+0.087014i,0.11102-0.020473i,-0.0031935+0.037446i,-0.0055175+0.074102i,-0.0035243+0.029904i,-0.030152-0.013806i,-0.040605-0.025911i,-0.03436-0.031612i,-0.030237-0.032038i,-0.017735-0.01764i,0.0027663-0.016078i,0.01265-0.038893i,0.01269-0.06258i,0.015777-0.076265i,0.010563-0.075984i,-0.012135-0.053854i,-0.031744-0.021291i,-0.039172-0.0010619i,-0.041196+0.010076i
0.11644-0.02784i,0.26622-0.15595i,0.32549-0.33294i,0.18646-0.35263i,0.04325-0.17934i,0.082733-0.040956i,0.14726-0.034517i,0.10364-0.034413i,0.067611-0.00019871i,0.056573+0.0044057i,0.0091839-0.0004085i,-0.026945+0.013952i,-0.026885+0.017166i,-0.022434+0.0098135i,-0.01997+0.0095321i,-0.015081+0.0050276i,-0.008304-0.0066777i,-0.0002503-0.0073443i,0.0095462-0.0014541i,0.0067993-0.0084363i,-0.018401-0.014483i,-0.033693-0.002156i,-0.022518+0.0090577i
-0.095462+0.0062563i,-0.25262+0.045416i,-0.38218+0.0545i,-0.39212-0.081634i,-0.37948-0.27588i,-0.45002-0.29437i,-0.45601-0.10369i,-0.28741+0.050321i,-0.12527+0.041137i,-0.061182+0.01044i,-0.0097755+0.012806i,0.039216+0.0048262i,0.056194-0.0073893i,0.038523-0.0096881i,0.0035544-0.0025654i,-0.017629+0.0032261i,-0.019167+0.0064203i,-0.013342+0.019072i,-0.0035156+0.033566i,0.0096056+0.03388i,0.019307+0.023808i,0.024952+0.012791i,0.028486+0.0049184i
0.1031+0.0061121i,0.22027-0.043016i,0.29266-0.048191i,0.27311+0.070668i,0.25835+0.21763i,0.31841+0.19979i,0.33935+0.015921i,0.21546-0.10453i,0.067567-0.039496i,0.019918+0.050127i,0.0068858+0.046102i,-0.021657+0.006494i,-0.03041-0.025226i,-0.030165-0.053377i,-0.044878-0.071984i,-0.061508-0.071252i,-0.072496-0.045296i,-0.075219-0.0035174i,-0.061445+0.024844i,-0.03571+0.028232i,-0.0095316+0.017613i,0.0059474-0.00052527i,0.0010605-0.020871i
-0.047285-0.021353i,-0.062565+0.073797i,0.034338+0.20631i,0.16177+0.17753i,0.12132-0.0030373i,-0.025823-0.046146i,-0.065495+0.074437i,-0.020267+0.096899i,-0.00030499+0.0001158i,0.0017517-0.083273i,0.00419-0.11505i,0.010363-0.090311i,0.031559-0.041455i,0.051508-0.010409i,0.071179-0.016527i,0.085999-0.066789i,0.068677-0.10909i,0.032686-0.096431i,0.0089802-0.055396i,0.004218-0.030702i,0.0029096-0.029991i,-0.0082979-0.022483i,-0.017323+0.0075461i
0.038625-0.045666i,-0.0070024-0.168i,-0.17685-0.36464i,-0.40166-0.48438i,-0.47661-0.43544i,-0.36152-0.29928i,-0.1958-0.14413i,-0.075677+0.018743i,-0.024684+0.1388i,-0.011557+0.17657i,-0.0018553+0.14404i,0.0034881+0.11341i,0.014068+0.11112i,0.01616+0.092456i,-0.0011907+0.054537i,-0.013534+0.029386i,-0.02398+0.02109i,-0.045165+0.021754i,-0.049272+0.02703i,-0.021308+0.027804i,0.0092743+0.026784i,0.029061+0.027362i,0.036959+0.013592i
-0.053994+0.025467i,-0.049248-0.010977i,0.11388-0.10377i,0.49249-0.29794i,0.82535-0.5151i,0.78548-0.61778i,0.44152-0.54503i,0.1125-0.40342i,-0.087428-0.3129i,-0.16353-0.20599i,-0.12079-0.070526i,-0.070341+0.0056456i,-0.060346+0.04256i,-0.041374+0.062805i,-0.01136+0.075538i,0.025259+0.086752i,0.044544+0.054934i,0.023644-0.0017019i,-0.0001922-0.014978i,-0.0011959+0.021571i,0.0007091+0.054551i,-0.0086138+0.055369i,-0.009562+0.043328i
-0.016891+0.16184i,0.12532+0.39396i,0.22481+0.60362i,0.11674+0.72617i,-0.16135+0.76529i,-0.29407+0.75689i,-0.111+0.65209i,0.14624+0.39226i,0.22519+0.1041i,0.13882-0.05013i,0.034601-0.081421i,-0.012411-0.082661i,-0.038218-0.075051i,-0.05573-0.037911i,-0.041903-0.010195i,-0.015035-0.026147i,0.012768-0.056578i,0.030015-0.074029i,-0.0046955-0.064783i,-0.062935-0.026989i,-0.081793+0.0071835i,-0.057134+0.016786i,-0.021666+0.010571i
0.00054023-0.079145i,-0.075581-0.18748i,-0.076697-0.22009i,0.11904-0.21095i,0.40694-0.18651i,0.45946-0.1112i,0.22431+0.036421i,0.048095+0.17178i,0.06175+0.17731i,0.10559+0.082012i,0.069095+0.017292i,0.0012844+0.034374i,-0.012025+0.048016i,-0.003684+0.006715i,-0.014214-0.022347i,-0.023828-0.026827i,-0.036384-0.031594i,-0.036349-0.025335i,-0.0010398-0.026207i,0.021665-0.043329i,0.000153-0.041393i,-0.031039-0.0084862i,-0.038203+0.027753i
