-0.0036722-5.5365e-05i,-0.0032949+0.0016065i,-0.0044065+0.0029851i,-0.0032964+0.0029672i,-0.0022423+0.0021264i,-0.00246+0.0016975i,-0.0023666+0.0011118i,-0.0013219+0.00065962i,-0.00032732+0.00054252i,-0.00014767+1.2301e-05i,0.00019174-0.00027137i,3.8402e-05-0.00010208i,0.00013677+0.00022157i,0.00048775+0.00030423i,-0.00013427+0.00047909i,-0.00062491+0.00059618i,4.1435e-05+0.00072831i,0.00028079+0.000671i,-0.00017788+0.00055404i,-0.00040604+0.00067218i,-0.00071644+0.0010722i,-0.0012869+0.00090504i,-0.0005539+0.00038113i
-0.00088627+0.00082876i,-0.0013379+0.001223i,-0.0021429+0.00039761i,-0.0022441+0.00041748i,-0.0019492+0.00097733i,-0.0018834+0.00063014i,-0.0009774-0.00044741i,-5.3171e-05-0.0010874i,0.00027962-0.0014209i,0.00032229-0.0015585i,-0.00026135-0.00086773i,-0.00050239-0.00030002i,-0.00038415+4.6362e-07i,-0.00045795+0.00042697i,-0.00065354+0.00043172i,-0.00084833-0.00022823i,-0.00092341-0.00021386i,-0.00033699+0.00035226i,0.00015127-0.00010275i,-0.00017116-0.00044495i,-0.00023383-0.00024036i,0.00015131+0.00025648i,0.00046351+5.3037e-05i
0.00041178+0.00183i,-2.948e-05+0.0012151i,0.00038713+0.0014337i,0.00076336+0.00040008i,0.00093594-0.00080961i,7.9584e-05-0.0010404i,-0.00069837-0.001267i,-0.00037931-0.001773i,-5.102e-05-0.0019719i,0.00029185-0.0020679i,0.00034243-0.0018626i,-0.00037942-0.0011649i,-0.0008737-0.0007985i,-0.00039297-0.00070891i,-0.0006131-0.00044511i,-0.0008849-1.1876e-05i,-0.00071896+0.00079218i,-0.00055354+0.00054104i,7.5865e-05-7.1192e-05i,0.00088106-0.00095421i,0.00055182-0.00036894i,-0.00045159-0.00012769i,-0.00042046-0.0010472i
-1.0427e-05+0.0010467i,0.00088442+0.00064681i,0.0011762+0.0011159i,0.00024736+0.0014375i,-0.0010014+0.0003642i,-0.001214-0.00067804i,-0.0012212-0.00022703i,-0.0013932+0.00012084i,-0.0011601-0.00016198i,-0.00080282+0.00012814i,-0.00085654+0.00010952i,-0.00081567-0.00050231i,0.00012154-0.0003438i,0.00044265+2.8255e-05i,0.00013331+0.00010094i,-1.1127e-06+0.00036679i,-0.00026582+0.00059227i,-0.00081476+0.00044396i,-0.00071071+0.00014601i,-0.00046918+0.00058167i,-0.00044387+0.00032291i,-0.0011956-0.00012723i,-0.0014183-0.00023188i
0.00053668+0.00096903i,0.00051856+0.00025879i,0.00059416-0.00026941i,-0.00027166-0.00070072i,-0.00099362-0.0016393i,-0.0019042-0.0017705i,-0.0028065-0.0010199i,-0.0023451-0.00061963i,-0.0011604-0.00015246i,-0.00063537-0.00012091i,-0.00068085+0.00011797i,-0.00019392+0.00083267i,-0.00020237+0.00068523i,-0.00020235-9.1395e-05i,6.0657e-05-0.00020472i,-0.00021006-7.1999e-05i,-0.00033326+3.4644e-05i,-0.00051096+0.00051985i,-3.3124e-05+0.00066197i,-7.357e-05+1.8364e-05i,-0.00070894-0.0002948i,-0.00010403-0.00019066i,0.0010797-1.6967e-05i
-0.00054651+0.00011796i,-0.00016518+0.00061127i,0.00031714+0.0007458i,-0.00017946-0.00018626i,-0.00022087-0.00075232i,-0.0019159-0.00036982i,-0.0025179-0.00011612i,-0.00086978+0.00051812i,0.00015579+0.0011353i,0.00083246+0.00095348i,0.00048262+0.00078802i,-7.6357e-05-0.00013139i,0.00019506-0.00035824i,0.00035251-0.00059684i,0.00040967-0.0011907i,0.00017078-0.00065815i,-7.3964e-05+8.9451e-05i,-0.00016078-2.0136e-05i,-0.00023415+0.00031832i,-0.0007508+0.0005529i,-0.00090146-4.9152e-05i,-0.00069623+0.00017498i,8.4719e-05+0.00022864i
-0.0015433+0.0011328i,-0.0010008+0.0004493i,-0.0010566+0.0013389i,-0.0013317+0.0022791i,-0.0020047+0.0010387i,-0.0016164-0.00025016i,-0.00094912+0.00017205i,-0.00046181+0.00049644i,0.00074589+9.6177e-05i,0.00074385-0.00023094i,0.00030574-0.00035817i,0.00016955+1.9789e-06i,0.00029783+0.00026216i,0.00084435-0.00020912i,0.00010954-0.00056529i,-0.0001372-0.00034892i,0.00058012-0.00028406i,0.00039326-0.00013585i,-0.00026483+0.00022084i,-0.00014437-0.00047797i,3.6454e-05-0.00029044i,0.00023705+0.00051968i,0.0011326+0.00045267i
-0.00076722+0.00020042i,-0.0010209+0.0010255i,-0.0012799+0.00027695i,-0.00043634-5.4187e-05i,-9.7608e-05+0.00038464i,-0.00087312+0.00098964i,-0.0014471+0.0015169i,-0.00098794+0.0013771i,-0.00042675-0.00017194i,-0.00020665-0.00096939i,-0.00012171-0.00041065i,0.00040203-0.00065531i,0.00091349-0.00097083i,0.00045326-0.00060012i,-0.00018726-0.00057476i,0.00020366-0.0006772i,3.9852e-05+0.00022994i,-0.00081121+0.00045319i,-0.00058172+0.00017044i,-0.00023727-0.00063538i,9.8906e-05-0.00079082i,-7.5696e-05+0.0001856i,6.086e-05+0.00019575i
0.00045248+0.00054744i,-0.00013955+0.0010112i,0.00075569+0.0011211i,0.0010678+0.00035624i,0.00021109-6.4281e-05i,-0.00069594-0.0006292i,-0.00091824-0.00062692i,-0.00036649+0.00022853i,-0.00054916+0.00011657i,-0.00072349-0.00077638i,-0.00030072-0.0012665i,-1.2818e-05-0.0017645i,-0.0003215-0.001087i,-0.00023598+0.00024643i,-0.00015935+0.00041527i,-0.00021388-0.00013731i,-0.00047881-0.00045708i,-0.00011961-0.0010859i,0.00030104-0.0012161i,0.00036747-0.00066226i,0.00056005+0.00013903i,0.00076701+0.00063158i,0.00037944+0.00016695i
-0.0023366+0.00028837i,-0.0017773+0.00066389i,-0.0020714+0.0014483i,-0.0026086+0.00095093i,-0.0018363+0.00023658i,-0.0006639+4.0841e-05i,-0.00040834-0.00029389i,-0.00033062-0.00035516i,-0.00065243-0.00098499i,-0.00063867-0.00040419i,-0.00021308+0.00053674i,-0.00024633+0.00026146i,-0.00016551+0.00072025i,0.00046617+0.0011151i,0.00079671+0.00055479i,-0.00010103+0.00057549i,-0.0010771+0.00045816i,-0.00086341+8.4495e-05i,-0.00045938-0.00031028i,-0.00018977-0.00021351i,-0.00012585+0.00022985i,0.00026318+0.00039928i,0.00066354+0.00057579i
-0.0016969-0.00066366i,-0.0015766+0.00089614i,-0.0015696+0.0014824i,-0.0023304+0.00099247i,-0.0021085-0.00019084i,-0.0011848-0.00094978i,-0.00059981-9.6008e-07i,-0.0008395+0.000173i,-0.0010085-0.00019893i,-0.0014925+0.00027952i,-0.0012066+6.8133e-05i,-4.1606e-05-8.3807e-05i,0.00045749-1.1801e-05i,-0.00018793+0.00025289i,-0.00085605+0.0002586i,-0.0010565+0.00073529i,-0.0006347+0.00087591i,-0.00050772+0.00052039i,-0.00032785+0.00038854i,-0.00071708+7.1761e-05i,-0.0010741-0.00028438i,-0.0010049+0.00018705i,-0.00051375+0.00065186i
-0.0019121+0.0012283i,-0.0011293+0.00047716i,-8.2743e-05+1.6071e-05i,-0.00056379+0.00091552i,-0.0013873+0.00062398i,-0.0013558-0.0010662i,-0.001806-0.0014684i,-0.0019575-0.00029219i,-0.00077124-6.8321e-05i,-0.00060884+0.00012602i,-0.000907+0.0010097i,-0.00012093+0.0013135i,-4.7431e-05+0.00014949i,-0.00036312-0.00046584i,-0.00032532-0.00013171i,-0.00016727-0.00011781i,0.00025149-0.00020383i,-0.00039884-0.00061739i,-0.0014136-0.00088744i,-0.0016375-0.00024263i,-0.00087995-1.3795e-06i,0.00028655+0.00027454i,0.00050917+0.001203i
0.00037451+0.0016032i,0.00058052+0.0015968i,0.00038242+7.3124e-05i,-0.00062497-0.00093543i,-0.0014236-0.00098854i,-0.0017171-0.00030947i,-0.0013607-0.0003233i,-0.00086768-0.00049798i,-0.00073096-0.00076261i,-0.00019957-0.0010992i,-2.4081e-05-0.00093764i,0.00029161-0.00072044i,0.00050091-4.1731e-05i,0.00041482+0.00032525i,-0.00056247-0.00034021i,-0.0013619-0.0010173i,-0.0010583-0.00064452i,0.00014562-0.00021422i,0.00050883-0.00042654i,-0.00030256-0.0011235i,-0.00017365-0.00086508i,0.00011316+0.00054361i,6.0536e-05+0.0013348i
0.00014312+0.00078467i,-3.6547e-05+0.0005715i,-0.00033332+0.0001711i,0.00018596-0.00018443i,-0.00031942-4.8585e-05i,-0.0012097-0.00021964i,-0.0013907-8.4965e-06i,-0.0010405+0.00059041i,-0.00019062-6.1927e-05i,0.00095108-0.00086035i,0.00098215-0.00037308i,0.00035674+0.00036739i,0.000458-0.00023039i,0.00029873-0.0012352i,-6.5592e-05-0.0010112i,-0.00032716-0.00035788i,-0.00053507-0.00045187i,-0.00013726-0.0005785i,-5.3186e-05-0.00040607i,-0.00035958+0.00013192i,-0.00034969+0.0007832i,-3.8048e-05+0.0011204i,-0.00041287+0.0015174i
0.00095465+0.00175i,0.00010752+0.0016974i,0.00045163+0.00033456i,8.0419e-05-0.0011561i,-0.00067438-0.0010776i,-0.001447+0.00015279i,-0.0026016+0.00079925i,-0.0018063+2.619e-05i,-0.00090483-0.00096812i,-0.00060018-0.00067933i,-0.0002828+4.0503e-05i,0.00019282-0.00032382i,0.00040709-0.00044635i,0.00048595-0.00018986i,0.0005937-0.00018523i,-0.00063933-0.00045207i,-0.0014709-0.00068538i,-0.0011647-0.0013264i,-0.00064187-0.0018846i,-3.5597e-05-0.0014182i,0.00024042-0.00082507i,0.00043886-0.00016485i,0.00082361+0.0002728i
-0.00082292+6.3025e-05i,-0.00095111+0.00045309i,-0.00039266+0.00028112i,6.2079e-06-2.6704e-05i,-0.00020401-0.00034432i,-0.00062396-0.00013722i,-0.00084415+0.00011949i,-0.00017541-0.00021022i,8.682e-05-0.00071799i,-0.00021689-0.0011158i,1.1985e-05-0.0013722i,0.00034966-0.0010265i,0.00028199-0.00034797i,0.00040548+0.00040339i,0.00028428+0.00098635i,-4.7127e-05+0.00019762i,0.00023567-0.00045532i,-0.00047388-0.00045731i,-0.00080772-0.00034366i,-0.000468-0.00014206i,-2.9943e-05-5.5755e-05i,0.00018366+5.0799e-05i,4.9307e-06+0.00025804i
-0.00024972+0.00027164i,6.9652e-05+0.00052392i,-6.6232e-06-0.00068954i,0.00016374-0.0012313i,-0.00038503-0.00081575i,-0.00074138+0.00011984i,-0.00095537+0.00056857i,-0.0013239-0.00035998i,-0.00075095-0.0010243i,-0.00069072-0.00088386i,-0.00079169-0.00060547i,-0.00074298-0.000372i,-0.0016787+9.3238e-05i,-0.0020594-2.1327e-05i,-0.0014592-0.00025686i,-0.0012591-0.00054797i,-0.0014046-0.00079333i,-0.00055584-0.00070108i,-5.6695e-05+6.1306e-05i,-0.00020403+0.00045316i,0.00028334+0.00066746i,0.00026623+0.00064282i,0.00067432+0.00060794i
-0.0017324+0.00068384i,-0.0008877+0.0010676i,0.00011746+0.00017865i,-0.00078434-0.00069843i,-0.0012128-0.0005436i,-0.00093549+7.7971e-05i,-0.00070685+0.00045304i,-0.0001722+0.00015122i,-0.00074733-0.00020869i,-0.00084509-5.8274e-05i,-0.00066158+0.00029016i,-0.00090373+0.00099409i,-0.0011326+0.00081752i,-0.0011385-0.00026652i,-0.00084172-0.00030399i,-0.00024034+0.0001545i,0.00062976+0.00022426i,0.00080674+0.00033432i,0.00092201+8.2442e-05i,0.00091133-0.00051436i,0.00040263-4.3247e-06i,-0.00038639+0.00096721i,-0.0012106+0.00031971i
-0.0017093+0.0015975i,-0.0024129+0.0015451i,-0.0019628+0.001645i,-0.00079424+0.0013325i,-0.00058362+0.00075969i,0.00013042-0.0012577i,0.00055591-0.0024369i,-0.00041877-0.0014896i,-0.0010478-0.00066205i,-0.00065848-0.00029858i,0.0001444-0.00031075i,-0.00018575-1.2758e-05i,-0.00079167+0.00028003i,-0.00047162+0.00016386i,-0.0003219+1.3332e-05i,-0.00029584-0.00011554i,-0.00024619-0.00023693i,-0.00039425-0.00063215i,-0.00034811-0.00046529i,-0.00037486+0.00010965i,-0.00012426+0.00014963i,0.0001407+0.00040016i,6.6413e-05+0.00062303i
-0.00085053+0.0010334i,-0.00049117+0.0013802i,0.0010459+0.0015399i,0.0010986+0.00087101i,1.9201e-05+0.00058118i,-0.0013559+0.00021401i,-0.0013578+2.9385e-05i,-0.0010555-0.00027928i,-0.00067715-0.00043342i,-0.00042255-0.00016033i,-0.00086954+0.00014269i,-0.00073327+0.0001518i,-0.00048101-7.1575e-05i,-0.0010423-0.00022972i,-0.001314+0.00030668i,-0.00096302+0.00034634i,-0.00058802-0.00015233i,-0.00052867-0.00016684i,-0.00078101-0.00042023i,-0.00056545-0.00049226i,-0.00051685-0.00029855i,-0.00025306-0.00032697i,0.00036073-6.4912e-05i
-0.00013301-1.5036e-05i,-1.5954e-05+0.0015558i,4.0228e-05+0.0017398i,-1.4485e-06+8.8932e-05i,-0.00080801-0.00031529i,-0.0016912-0.00049789i,-0.0016157-0.00033695i,-0.0015056-7.6929e-05i,-0.0012149-0.00070946i,-0.0012891-0.001414i,-0.0012402-0.0019539i,-0.00033095-0.0017033i,0.00010956-0.0012045i,0.0004516-0.00046116i,0.00020959+0.00029958i,-0.00022306+0.0005023i,-0.00056055+0.00079824i,-0.0010597+0.00031557i,-0.00085071-0.00057223i,-0.00029886-0.0012304i,0.00056222-0.0008339i,2.6754e-05-7.3994e-05i,-0.00035987+0.00041692i
0.001363-0.00037009i,0.00026933+0.0002489i,7.5086e-05-0.00093649i,-0.0014499-0.0020253i,-0.0020712-0.0012603i,-0.0022048+0.0005184i,-0.0019826+0.0016913i,-0.0011089+0.0012905i,-0.0014152-0.00076145i,-0.0018803-0.0015523i,-0.0016218-0.0010722i,-0.0011862-0.00072126i,-0.00079011+7.1728e-05i,-0.00011358+0.00078921i,-4.4505e-05+0.00078837i,-0.00078703+0.00034628i,-0.0008035+7.2857e-05i,-0.00047452-5.9118e-05i,-8.0835e-05-0.00022311i,-0.00010829+0.00014969i,-0.0011253+0.00047065i,-0.002141-0.00024435i,-0.0016722-0.00039892i
0.00094047-0.00044815i,0.0013965-0.001444i,0.0021833-0.0022265i,-0.00032661-0.0016154i,-0.0021585-0.0014845i,-0.0019934-0.0014218i,-0.0013378-0.00049474i,-0.00067545-4.566e-07i,-0.00021396-0.00021843i,-0.00017086-0.00080967i,-0.00030463-0.0011452i,0.00026899-0.00071329i,0.000406+0.00016486i,-0.00070899+0.0014135i,-0.0011379+0.0011533i,-0.0011627+0.00062015i,-0.0010611+0.00063519i,-0.00050876+0.0004611i,3.4205e-05-0.00022355i,0.00056596-0.0010098i,0.00018027-0.00050519i,-0.00050115-0.00026526i,-0.0005208-0.00015123i
-0.00092567-0.00045576i,-0.0012879+0.00032742i,-0.00022464+0.00099144i,-0.00052693-0.00051538i,-0.001575-0.0017293i,-0.0021507-0.0010356i,-0.0017998-0.00021033i,-0.00033304-0.0001587i,0.00015213-0.00029121i,-0.00058286-0.00012549i,-0.00081616+0.00041482i,-0.00088867+0.001078i,-0.0012219+0.00078807i,-0.0015018+0.00097685i,-0.0015905+0.00071967i,-0.0007691-8.3958e-05i,-1.6601e-05-0.00035704i,3.6533e-05+0.00027375i,1.4092e-06+8.1958e-05i,-0.00010821-0.0001495i,-6.6073e-05+0.00047668i,-0.0002303+0.00061216i,7.2326e-05+0.00046544i
-0.0014879-0.00028822i,-0.0010386-0.00017337i,-0.0012245-4.0167e-05i,-0.0010764+0.00059899i,-0.0011488+0.00053411i,-0.00081231-0.00067989i,0.00025375-0.0010882i,0.00082444-0.00051642i,0.00079974+0.0002289i,0.000132+0.00054822i,0.00041267+0.00067048i,0.0007676+8.6854e-05i,0.00016673-0.00016445i,-0.00055248+0.00040933i,-0.00086132+0.00029877i,-0.0011611+0.00048795i,-0.00094904+0.00077679i,-0.00030737+0.00086188i,3.3855e-05+0.00086255i,6.3781e-05+0.00047328i,-0.00018569+0.00011393i,-0.0007272+0.00046102i,-0.00039981+0.00075769i
0.00015637+0.0024361i,0.0013736+0.0032171i,0.00079038+0.0027772i,0.00054767+0.0012487i,-1.3684e-05-0.00089669i,-0.00084821-0.002224i,-0.00094842-0.0020047i,-0.00069297-0.001295i,-6.0103e-05-0.00071987i,0.0010886+6.6463e-05i,0.0017595+0.00025448i,0.0014061-0.00010214i,0.00074127-9.91e-05i,3.0966e-05+0.0005669i,-0.00075718+0.00067591i,-0.00083274+0.0001383i,0.00013663+3.149e-05i,0.00026296-0.00017613i,-0.00044909-0.0008209i,-0.00040973-0.0010338i,-0.0005361-0.0010989i,-0.00079987-0.0010206i,-0.00046586-0.00065514i
-0.00011854+0.00081507i,-0.00031982+0.00144i,-0.0013735+0.0015881i,-0.0014407+0.00046663i,-0.0006734-4.8458e-05i,-0.0012217+0.00017515i,-0.0011879-0.00076727i,-0.00044332-0.00085377i,-0.00057919+0.00034277i,-0.00039812-3.6397e-05i,0.0003868-0.00068123i,0.00010705-0.00041705i,-0.00038511-0.00018238i,9.2709e-05+7.1551e-05i,0.00050849-0.00025262i,0.00029941-0.00038266i,0.00011412-0.00055581i,0.00010719-0.0012215i,0.00025441-0.00080756i,-0.00027055-0.00035633i,-0.00025684-0.00044509i,7.9077e-07-0.00029338i,-0.0004794+0.00046071i
-0.00078118+0.00056177i,-0.00022062+0.00071456i,-0.00037575+0.00038331i,-0.00098536-0.00011808i,-0.001477-2.0751e-05i,-0.0017453-0.00072279i,-0.0021535-0.0010844i,-0.0018314+0.00019244i,-0.0010985+0.00059198i,-0.00098216-0.00033554i,1.017e-05-0.00086545i,0.0010671-0.00061005i,0.00088908+0.00055705i,0.00044585+0.00064088i,0.00045564-0.00021804i,-0.0003236-0.0010996i,-0.00065332-0.00054122i,-0.0012294+0.00032384i,-0.0012279-1.6996e-05i,9.1114e-05-0.00049224i,0.00026394-0.00025736i,-0.00034216+0.0010707i,-0.00032858+0.0011654i
0.00046338+0.0015116i,0.00088652+0.0013024i,0.00055215+0.0020007i,0.0006988+0.0014779i,0.00039068-0.00020274i,-0.00090079-0.0010998i,-0.0016417-0.00086726i,-0.0012045-0.00076554i,-0.00082527+0.00010774i,-0.00052978+0.00065386i,-0.00010874-0.00077026i,9.7584e-05-0.0011703i,0.00040329-0.0012207i,0.00051262-0.0009226i,0.00023885-0.00057744i,-8.9956e-06-0.00059714i,-0.00061091-0.00033398i,-0.0011837-0.0010367i,-0.00063904-0.0016316i,0.0001423-0.00086443i,0.00074601+0.00014397i,0.00053909+0.00064145i,-0.00020374+0.0002461i
-0.00084148+0.00034999i,-0.00031936+0.0012045i,-0.0003185+0.00097172i,-0.00043854+0.00040132i,-0.0015525+0.00022418i,-0.0019759+0.00012045i,-0.0013819+0.00074513i,-0.00097999+0.00078845i,8.3731e-06+0.00036677i,-0.00032003+0.00069272i,-0.0019178+0.0013601i,-0.0018858+0.0010699i,-0.0014672+0.00012609i,-0.00078482-0.00039201i,-0.000464-0.00049761i,-0.0012997-0.00064747i,-0.0016492-0.00027334i,-0.0011528-0.00039164i,-0.00011935-0.00068675i,0.00026532-0.00044618i,-0.00036036-0.00072008i,-0.00045236-0.0010175i,-0.00029768-0.00063622i
5.7074e-05+0.0021057i,-2.0572e-05+0.0014189i,0.00040813+0.00080021i,0.00058992-0.00069235i,9.5511e-06-0.0012035i,-0.00077363-0.00026426i,-0.00055633+0.00050555i,-0.00029012+0.00081663i,-0.00024256+0.00065704i,0.00033725+0.00031339i,0.0010617+0.00037124i,0.00091052+0.00096833i,0.00034116+0.00089614i,0.00020642+0.00040542i,-0.00014546+4.242e-05i,-0.00090237+0.00079007i,-0.00072488+0.0014439i,-2.7629e-05+0.0010136i,0.0004662+0.0003634i,0.0006471-0.00030398i,0.00037547-0.00010504i,2.0063e-05+0.00057405i,0.00062217+0.00050445i
-0.00090916-0.0013387i,-0.0013805+8.0609e-05i,-0.0010123-0.00035625i,-0.0013875-0.00076128i,-0.0018313-0.001084i,-0.00095935-0.00097596i,0.00069866+8.3378e-05i,0.0010054-0.00045291i,0.0002154-0.0011557i,-0.00012008-0.00040748i,0.00030734+0.0001759i,0.00052019-0.00030073i,-0.00020157-0.00071327i,-0.0011839+0.00012723i,-0.0013537+0.0006715i,-0.0010134+0.00048431i,-0.00065458+0.00062011i,-0.00044814+0.00054563i,-0.00020172-0.00011146i,-5.429e-05-0.00030554i,0.00033334+0.0001771i,0.00048871+0.00071902i,-0.0001758+0.00048398i
-0.0020272-0.0011799i,-0.0020589-0.00011844i,-0.0024163+0.00046046i,-0.0021914-8.9238e-05i,-0.0014559-0.00069957i,-0.00078403-0.00084447i,0.00079452-0.00082815i,0.00098916-0.0012526i,0.00022182-0.001425i,0.0003552-0.0010762i,0.00044823-0.00045313i,0.00059481+0.00029175i,0.00061611-0.00012403i,0.00022467-0.00045171i,0.00032566-0.00058993i,0.00098727-0.0010847i,0.00058087-0.00098149i,-1.1438e-05-0.00029777i,-0.00033337-0.00019696i,-0.00045394-0.00076267i,-3.3281e-05-0.00087303i,-1.5009e-05-0.00073311i,1.8499e-05-0.00026018i
-0.00071011+0.0030361i,-0.00028135+0.0029217i,0.00071351+0.0024546i,0.0010591+0.0019844i,8.0962e-05+0.00090665i,-0.00088302-0.00092667i,-0.00097982-0.0020948i,-0.00027035-0.0014798i,-1.5127e-05-0.00031239i,-0.00012181-0.00038625i,0.00013917-0.0013392i,-0.00026898-0.0013278i,-0.00019314-0.00074051i,0.0010499-0.0010007i,0.0014659-0.00067352i,0.000527-0.0010492i,0.00030398-0.0013554i,-0.00011057-0.00095555i,-0.00042926-0.0001931i,5.8858e-05+0.0009447i,-8.1565e-05+0.00075627i,-0.00028372+0.00029543i,-0.000526-0.00021478i
-0.0030368+0.002131i,-0.0020381+0.0025287i,-0.0022563+0.0033192i,-0.0016351+0.0022028i,-0.00064427+0.00088957i,-0.00039981+0.00022693i,-0.0011782+0.0001946i,-0.0018047+0.0006541i,-0.0012499+0.00034827i,-0.00055194-0.0001289i,-3.2754e-05-0.00087192i,0.00015964-0.0012722i,-6.9003e-05-0.00070137i,-0.00019144+0.00024964i,-0.00054031-0.00033336i,-0.00069331-0.0014082i,-0.00040328-0.00098734i,-0.00046655-0.00024752i,-0.00073124+0.0002955i,-0.00099202+0.00056551i,-0.00050795+0.0002725i,0.00033307-0.00012223i,0.0003114-0.00032968i
-0.0017013+0.002068i,-0.00090669+0.0018039i,-0.0011328+0.00092997i,-0.00094445+0.00010816i,-0.0007486-0.00037508i,-0.0016746-0.00081019i,-0.002586+0.00015696i,-0.0021098+0.0007618i,-0.0012052-1.4576e-05i,-0.001371-0.00048292i,-0.001468-0.00050709i,-0.0013766-0.00060494i,-0.00097929-0.00079381i,-0.00046987-0.00060397i,-0.00012085-0.00014863i,-0.00016106+0.00062799i,-0.00050116+0.00096201i,-0.00095549+0.0008547i,-0.00046814+0.00078468i,0.00091284+0.00043054i,0.0006234+5.6762e-05i,0.00031633-0.00010388i,0.0010699+9.8869e-05i
-0.00027997+0.00023253i,0.00038025-0.000564i,0.001071-0.00034535i,0.00024883-0.00016164i,-0.0010547-0.00026546i,-0.0012091-0.00059468i,-0.0013389+0.0004756i,-0.0010144+0.0013849i,0.00017238+0.00035487i,9.225e-05-8.9261e-05i,-0.00054881+0.00026612i,-0.000922+0.00063781i,-0.00047377+0.00019269i,-0.00013657-0.0010154i,-0.00079309-0.00095536i,-0.0013513-0.00022281i,-0.001237+0.00030352i,-0.00015603+0.00052197i,0.00097637+0.001102i,0.00073975+0.0011204i,0.00024795+0.00036722i,0.00017619+5.1193e-05i,0.0001219+0.00011912i
0.0013526-0.00087661i,0.0009737-0.00029653i,0.00099736-0.0013776i,-0.00037922-0.0020787i,-0.0019599-0.0021411i,-0.0022196-0.0012665i,-0.00082851+0.00021536i,0.00020193+4.9589e-05i,-7.5848e-05-0.0010936i,-0.00030764-0.00095942i,-0.00035885+0.00045153i,-0.00014616+0.0010214i,-0.00061653+0.00049932i,-0.00078046-0.00026478i,-0.00059659-0.0003739i,-0.00055268+7.9091e-05i,-0.000298+0.0003502i,-6.7783e-05+0.00072629i,-7.9223e-05+0.00049773i,0.00011294+2.2896e-05i,0.00015603+7.5384e-06i,-8.8117e-05+9.6405e-05i,-2.5965e-05+0.00023919i
-0.00089848-0.0010066i,-0.00027339-0.00011021i,-0.00036319+0.00045598i,-0.00092872+0.00085747i,-0.0014554+0.00054499i,-0.0015554+0.00064501i,-0.00083796+0.00083449i,-0.00010669+0.00022361i,-0.00014246-0.00087998i,-0.00037451-0.0002672i,-8.921e-05+0.00093543i,0.00016086+0.00046368i,0.00029904-0.00065051i,0.001071-0.0003274i,0.0012441+0.00014847i,0.00038472+0.00034481i,-0.00034282+0.00010458i,-0.00047386-0.00052456i,-0.00067084-0.00068429i,-0.00095507-0.00024724i,-0.0010376+0.00015741i,6.5463e-05+0.00022714i,0.00080745+0.00023988i
-0.0022726+0.00037644i,-0.0020935+0.0003725i,-0.001442+0.0006124i,-0.0011647+1.7856e-05i,-0.0016104-0.00050966i,-0.0018958-0.00042628i,-0.0014908+2.6431e-05i,-0.00041359+0.00023298i,2.9419e-05-0.00035337i,-0.00075387-0.00094521i,-0.00052081-0.0013211i,0.00080942-0.0015477i,0.0014566-0.00057559i,0.00061555+5.5083e-05i,0.0003721-5.0866e-05i,0.0010422+0.00033648i,0.00085808+0.00073757i,-0.00017271+0.00080409i,-0.00055327+0.00038305i,-0.00036413-0.00018243i,0.00022275-0.00034017i,0.00018431-6.3707e-05i,-0.00028161-0.00010026i
-0.0018885+0.0019026i,-0.00057983+0.00086334i,-0.0013727+0.00078949i,-0.0016076+0.0010942i,-0.00018132+0.00053669i,0.00025551-0.00040242i,-0.00013078-0.00097965i,-0.00054116-0.0013902i,-0.0015273-0.0016043i,-0.0016459-0.0016134i,-0.00093957-0.0012926i,-0.00086382-0.0014311i,-0.00081088-0.0011798i,-0.00030908-0.00072954i,-0.00019719-0.00066449i,9.3764e-05-0.00031448i,0.00032065-0.00051784i,-4.0082e-05-0.00074399i,-0.00048532-0.00062948i,-0.00021177-0.00086288i,0.00034421-0.00044695i,-0.00023984+0.00047051i,-0.00068255+0.00045695i
-0.0014473+0.001404i,-0.001802+0.0018037i,-0.0015638+0.001502i,-0.001016+0.0003824i,-0.0010393-0.00071592i,-0.0018141-0.00077194i,-0.0022662-0.0011563i,-0.0021094-0.0017794i,-0.0016167-0.0015862i,-0.0018821-0.0013125i,-0.0013822-0.001196i,-0.00083043-0.001288i,-0.0013995-0.00088266i,-0.00081428-0.00081887i,-0.0001529-0.00086052i,-0.00041207-0.00050492i,-0.0010262-0.0004183i,-0.001115-6.9927e-05i,-0.0005819-0.00025679i,-0.00052528-0.00084078i,-0.0010986-0.00052718i,-0.0010394+0.00035445i,-4.6756e-05+0.0007061i
0.0011293-0.0015662i,0.00066654-0.00010869i,-0.00081865+0.0005784i,-0.0020983+0.00033839i,-0.0021889-0.00033367i,-0.0020154-0.0004603i,-0.0021725-0.00051671i,-0.0017551-0.00071334i,-0.0012119-0.0012571i,-0.0010974-0.0013484i,-0.0011706-0.0009945i,-0.0011132-0.00048453i,-0.0016645+0.00031364i,-0.0016326+7.863e-06i,-0.00098613-0.00036085i,-0.00055238-0.00040023i,-0.00026773-0.00065518i,0.00060142+3.1961e-05i,0.0011138+0.00086764i,0.00062083-9.4151e-05i,0.00043875-0.00074546i,0.00019229+0.00040787i,-0.00050978+0.00098778i
