-0.0012338+0.0012149i,-0.00050245+0.00055416i,-0.0017983+0.0011492i,-0.0028661+0.0013132i,-0.0022752+0.0016376i,-0.0010173+0.0019351i,-0.0011031+0.0017062i,-0.0014215+0.0011589i,-0.0012917+0.00046001i,5.851e-05+0.00064711i,0.0016647+0.00049248i,0.0014652-0.00055195i,0.00038005-0.0018436i,-7.9399e-05-0.0017393i,-0.00033755-0.00064119i,-0.00024364-0.00011989i,-8.3947e-05-0.00031909i,8.8481e-05-0.00052921i,0.00012308-0.00046097i,-0.00046796-0.00073128i,-0.0005576-0.00091779i,-0.0003563-0.0010936i,-0.0008144-0.0010694i
-0.0021282+0.0010966i,-0.0038173-0.00064774i,-0.0066999-0.0020884i,-0.0075267-0.0028649i,-0.0064975-0.002911i,-0.005018-0.00098997i,-0.0054184+0.00017487i,-0.0062046-0.0021136i,-0.0049427-0.004246i,-0.001648-0.0041179i,0.00059329-0.0027697i,0.0016878-0.0014247i,0.0020067-0.0001093i,0.00077503-5.9339e-05i,2.3231e-05-0.00050171i,-0.00043784-0.00045861i,-0.00063764+1.3874e-07i,-0.00035981-0.00016742i,0.00029985-0.0014399i,0.0014616-0.0015973i,0.0016627-0.00067039i,0.001156+8.9083e-05i,0.00018988+0.00062246i
0.0017462-0.00091705i,0.0028477-0.000177i,0.003751+0.0012772i,0.0033237+0.0018539i,0.0022173+0.0016326i,0.0015214-0.00027495i,0.00071618-0.0021065i,0.0011656-0.0029237i,0.002966-0.0033902i,0.0032144-0.0027974i,0.0018349-0.0015945i,-0.00041154-0.00076484i,-0.00085521+0.00041293i,0.00023445+0.0013755i,0.0011241+0.0018136i,0.0017928+0.0010058i,0.0024998+0.00031806i,0.0021566+0.00045145i,0.00024839+0.00082109i,-0.0017572+0.00014626i,-0.0023097-0.0011991i,-0.0022709-0.0015352i,-0.0020176-0.0013813i
0.0013571-0.0019752i,1.4218e-05-0.0041451i,-0.00048378-0.0062014i,6.758e-05-0.004792i,-0.00050127-0.0025293i,-0.0019745-0.00050516i,-0.0013392+0.00050172i,0.0015865+0.00080013i,0.0031258+0.0023349i,0.0017349+0.003837i,-0.00034778+0.0040528i,-0.0011912+0.0034323i,-0.0010912+0.002365i,-0.00076775+0.001397i,-0.00033362+0.00074624i,-7.4434e-05-0.00040566i,-0.00011467-0.0010701i,6.1831e-07-0.0014322i,0.00064885-0.0019796i,0.0013225-0.0014048i,0.00051299+0.00029953i,-0.00027724+0.00045223i,-0.00033422-0.00015955i
-0.00051637-0.0018624i,-0.00043732-0.0020669i,-0.00137-0.0019147i,-0.0032206-0.0010876i,-0.0039434+0.00036419i,-0.0023916+0.0015345i,-0.00079699+0.0027743i,-0.00084798+0.0044442i,-0.0012778+0.0056852i,-0.0012957+0.0057297i,-0.0013886+0.0032184i,-0.0011647-0.00017341i,-0.0010228-0.0019472i,-0.0014265-0.002005i,-0.0014502-0.0010399i,-0.0010924-8.7343e-06i,-0.00067962+0.0010791i,-0.0008593+0.0016147i,-0.001212+0.00099721i,-0.0011013-0.00025548i,-0.00069-0.00042414i,0.00030612-3.7171e-05i,0.0011042-0.00074828i
-0.00040638-0.0020323i,-6.041e-05-0.0025342i,0.00093869-0.002296i,0.001428-0.0020452i,0.00081104-0.00023742i,-0.00059634+0.0028234i,-0.002777+0.0035718i,-0.0049527+0.003625i,-0.0070187+0.0038154i,-0.0070951+0.0028776i,-0.0046453+0.0013754i,-0.001815-0.00035005i,-0.00054189-0.0012191i,0.0010813-0.0013636i,0.001545-0.0015209i,0.00061655-0.0013541i,0.00056059-0.0011007i,0.00063535-0.00092483i,0.00070762-0.00084181i,0.00062981-5.1415e-05i,0.00041534+0.00023357i,0.00076153+0.00069776i,0.0010298+0.00099341i
-0.00075532+0.00047224i,-0.001256-0.00064411i,-0.004124-0.00033034i,-0.0063758-0.00046025i,-0.0047021-0.00089904i,-0.0026493+0.00017552i,-0.0037712+0.00023423i,-0.0052142-0.0018772i,-0.0058854-0.0031929i,-0.0047578-0.003266i,-0.0023276-0.0029289i,-0.00098778-0.0026627i,-0.00012297-0.0028184i,0.0005418-0.0027306i,0.00030619-0.0021695i,-0.00098238-0.0011147i,-0.0021452+0.0004472i,-0.0015576+0.0012355i,-0.0009158+0.00029107i,-0.0010836-0.0003498i,-0.0017182+0.00061783i,-0.0023409+0.0010678i,-0.001552+0.00053733i
-0.0020046-0.0017847i,-0.00048198-0.00047202i,0.00075662+0.0020175i,0.0025327+0.0040633i,0.002438+0.0045245i,3.1611e-05+0.0020053i,-0.0019189+0.00029463i,-0.0026099-0.0016488i,-0.0013717-0.0041112i,0.00077209-0.0042838i,0.0008674-0.0030427i,-0.00047776-0.0013887i,-0.0010391+9.4458e-05i,-0.00070096+0.00066735i,0.00095092+0.0011129i,0.0024722+0.0010727i,0.0031315-0.00064235i,0.0036654-0.0013436i,0.0020758-0.00035455i,-0.00032677+0.00055427i,-0.00049292+0.00083184i,-0.00018345+0.00046401i,-0.00075654-0.00043331i
0.00048154-0.00098409i,0.00069929-0.0017248i,3.6047e-05-0.0013997i,-0.00062012-0.001268i,-0.00030363-0.00089716i,-0.0022671-7.7777e-05i,-0.0041934+0.00058579i,-0.0016881+0.00099455i,0.0020382+0.00069129i,0.0028919+0.0004661i,0.0018363+6.5447e-07i,0.0010758-0.00042379i,0.00056661+0.0007752i,8.6786e-05+0.0017234i,0.0005797+0.0012724i,0.00091106-0.0004112i,-0.00045748-0.001665i,-0.0010659-0.0017741i,-0.00028048-0.0020784i,0.00024326-0.0022897i,-2.4714e-06-0.0021888i,-0.00018066-0.002175i,0.00033796-0.0012915i
0.0014003+0.00021963i,0.00043299-0.0018823i,-0.0002575-0.0029197i,-0.0011404-0.0017731i,-0.0022551-0.0013287i,-0.0027567-0.0015981i,-0.0019257-0.00083027i,2.2117e-05+0.0012668i,0.0020739+0.0032006i,0.0021898+0.0023614i,0.00092121-0.0002451i,-0.00098859-0.001025i,-0.0035214+0.00046215i,-0.0036806+0.0015861i,-0.0025435+0.0010212i,-0.0012338+0.00073545i,0.00096402+0.0009118i,0.0023552+0.0015506i,0.0015472+0.0016242i,-0.00026235+0.00092487i,-0.00067722+0.00082211i,-0.00028593+0.0010062i,-0.00027313+0.00074411i
0.0017145-0.00058385i,0.0025105-0.0028348i,0.0029813-0.0039926i,0.0028922-0.0026276i,0.002552-0.00169i,0.00024825-0.0014096i,-0.0013733-0.00013614i,-0.0020716+0.0018835i,-0.0034105+0.0035685i,-0.0033834+0.0040949i,-0.001897+0.0022411i,-0.0005436+0.00052074i,0.00026758-0.00043254i,0.0014456-0.00051119i,0.0024646-0.0006788i,0.0030732-0.0016751i,0.0029234-0.0017299i,0.0019494-0.0015355i,0.0016319-0.0019468i,0.0010098-0.0012856i,0.00022042-0.00076721i,0.00036492-0.00072695i,2.6571e-06+0.00059859i
-0.0017925-0.0030437i,-0.0014292-0.0035026i,-0.0022927-0.0032528i,-0.0023946-0.0023632i,-0.0020004-0.00045008i,-0.0023402+0.00080305i,-0.0027265+0.00099525i,-0.0033259+0.00071833i,-0.0044021+0.00020973i,-0.0044441-0.00012994i,-0.0030796+0.0001348i,-0.0015565-0.00064492i,-0.00018417-0.0017376i,0.00043322-0.0024882i,-0.00034802-0.0026922i,-0.0018491-0.001522i,-0.0030149+0.00018427i,-0.003027+0.0012474i,-0.0016548+0.001442i,-0.0012847+0.00041768i,-0.0014816-0.00088291i,-0.0012205-0.0012124i,-0.00031928-0.0017142i
0.0004386-0.0019118i,1.4393e-07-0.0009752i,6.6898e-05-0.00087526i,-0.00093964+0.00025884i,-0.0020094+0.0021667i,-0.00175+0.0027092i,-0.0012361+0.0024413i,-0.0020048+0.00043312i,-0.0027358-0.0025465i,-0.0022701-0.0032414i,-0.0016874-0.0023291i,-0.0011218-0.0015897i,0.00022161-0.00082202i,0.00099811+0.00037127i,0.0011069+0.0014129i,0.0017154+0.0018922i,0.0023405+0.0014595i,0.0026728+0.00069252i,0.0020287+0.00056405i,0.0013106+0.001117i,0.00030797+0.0018817i,-0.00079983+0.001841i,-0.00070517+0.00065654i
0.00024358-0.0016109i,-0.00049131-0.0013776i,-0.0015602-0.00075143i,-0.0016718-0.00054019i,-0.00166-0.00076323i,-0.0023552-0.00049753i,-0.0019734+0.00032379i,-0.00074651+2.8363e-05i,-0.00063694-0.0010064i,-0.00014187-0.00108i,0.00076851-0.0011628i,0.00053389-0.0017127i,8.4714e-06-0.00061618i,0.00056937-0.00018794i,0.0014448-0.0015011i,0.00081779-0.0028223i,-0.00057367-0.0027408i,-0.00085235-0.0019717i,-7.7913e-05-0.0020594i,-2.0418e-05-0.0024365i,-0.00073514-0.0025174i,-0.00024744-0.0017479i,7.0709e-05-0.00042873i
-0.00018736-0.001461i,-0.0011737-0.0033285i,-0.0021829-0.004022i,-0.0033962-0.0027217i,-0.0042212-0.0011685i,-0.0043362-2.5073e-05i,-0.0029673-0.00018546i,-0.0022363-0.00033887i,-0.0018196+0.00034188i,6.3838e-05+0.00022709i,0.0013548-0.00018613i,0.0010381+7.6987e-06i,-0.00075744+0.00031261i,-0.0028512+0.00071976i,-0.0032661+0.0018892i,-0.0021238+0.0034248i,-0.0007635+0.0040372i,0.0006671+0.0035477i,0.00066834+0.0017373i,0.00017061+0.00014994i,-0.00021034+3.8949e-05i,-0.00080536+0.0005121i,-0.00052942+0.00051412i
0.0018872+0.00021695i,0.0024581-0.001834i,0.0036647-0.0021858i,0.0037724-0.0011177i,0.0029308-0.00087308i,-1.1248e-05-0.0013941i,-0.0025889-8.1876e-05i,-0.0025948+0.0013832i,-0.0016612+0.0013331i,-0.00091579+0.0009247i,-0.00020368+0.00072992i,-0.00028827+0.00068622i,7.8897e-05+0.0008163i,0.0015098-0.00019625i,0.0027629-0.0014338i,0.0040556-0.0027459i,0.0038807-0.0039375i,0.0015188-0.003598i,0.00014241-0.0022685i,-2.8169e-05-0.00089158i,-0.00011371-0.00024655i,0.00051285+0.00011772i,0.00013286+0.00090317i
0.0022463-0.0026952i,0.0027363-0.0043962i,0.0031558-0.0073076i,0.0018781-0.0061009i,0.00020671-0.0032759i,-0.0020493-0.0005532i,-0.0028525+0.00025693i,-0.0020417-0.0010673i,-0.0019294-0.0018266i,-0.0024829-0.0016159i,-0.0025818-0.00088545i,-0.0018548-0.00047018i,-0.0010156+0.00023116i,-0.00078767-0.00026765i,-0.0010947-0.0014777i,-0.002043-0.0013195i,-0.0028598+0.00042378i,-0.0027192+0.0012508i,-0.0019543+0.00047913i,-0.00147-0.00056924i,-0.0013167-0.0014581i,-0.00078529-0.001417i,-9.6899e-05-0.00080174i
0.0083077-0.0035832i,0.0070205-0.0063263i,0.010375-0.016601i,0.0045945-0.019141i,-0.0028833-0.016479i,-0.0086979-0.010005i,-0.0065077-0.0016825i,-0.0017622+0.00062489i,-0.00047084-0.0021443i,-0.0020194-0.0055739i,-0.0041168-0.0050562i,-0.0033303-0.0013881i,-0.00036056+0.0019426i,0.0022301+0.0045388i,0.0052636+0.0050805i,0.0067204+0.0028197i,0.0054415+0.00021233i,0.0032254+1.5476e-05i,0.0014334+0.00053514i,0.00097725+0.00051211i,0.0009213+0.00049029i,0.00056951+0.00032724i,0.0003014+0.00044318i
-0.0030292-0.00077408i,-0.00098646+0.00022752i,-0.0011648+0.0025371i,-0.0010099+0.0034973i,-0.00042414+0.0045571i,0.0012033+0.0045495i,0.0017471+0.001914i,-6.6037e-05+0.00051477i,-0.0018179+0.0011265i,-0.0013459+0.0018494i,0.00024601+0.0011106i,0.00066384-0.00047665i,-7.66e-05-0.0017449i,-0.00049901-0.0028944i,-0.0011137-0.0039321i,-0.0023698-0.0036191i,-0.0030759-0.0028406i,-0.0030204-0.0020203i,-0.0022744-0.0011712i,-0.001105-0.0014665i,-0.00020717-0.0019836i,0.00089577-0.0014131i,0.0018166-9.3593e-05i
-0.00020049-0.0012833i,-0.0019165-0.0013302i,-0.0038985+0.00091009i,-0.0042859+0.002903i,-0.0018211+0.0039204i,0.00018533+0.0035494i,0.0002273+0.0015189i,-0.00088024+8.948e-05i,-0.0017145-0.0004187i,-0.0016215-0.00069368i,-0.0007445-0.0011195i,0.00086402-0.0016472i,0.0012713-0.00055929i,0.00036202+0.00057187i,-0.00024467+0.0010854i,0.00012165+0.0023334i,0.00050479+0.0035652i,0.00056817+0.0038018i,0.0011154+0.0022196i,0.0007134+0.00098956i,-0.00077845+0.00025561i,-0.0008799-0.00079615i,-0.00010501-0.0017076i
-0.00086741-0.0008834i,-0.00071958+0.00043174i,-0.00061755+0.0032089i,0.00043422+0.0039386i,0.00095506+0.002937i,0.00057529+0.0020056i,6.8345e-05+0.0011313i,-0.00089427+0.0012052i,-0.0015488+0.0016086i,-0.0015479+0.0026599i,-0.00094057+0.0032359i,-0.00079563+0.0029954i,-0.0020345+0.0020592i,-0.0017428+0.00076459i,0.0011095-0.0012823i,0.0021646-0.0034601i,0.0016465-0.0046613i,0.0013994-0.0044754i,0.0018745-0.0025783i,0.0012764-0.00086864i,5.4757e-06-0.00014333i,-0.0011567+0.0011209i,-0.0013122+0.0015284i
-0.00026258-0.00068102i,-0.00062631-0.003302i,-0.00029292-0.0056121i,-4.2547e-05-0.0070379i,0.00044809-0.0060632i,-0.00094702-0.0025271i,-0.0025353+0.0011594i,-0.0023816+0.0026646i,-0.0013865+0.0030477i,-0.0007523+0.0027855i,-0.00091709+0.0012295i,-0.00067207-0.00067508i,-0.00056444-0.00070676i,-0.0012904-8.5563e-05i,-0.0026714-9.3426e-06i,-0.0041748+0.0013103i,-0.0045852+0.0020973i,-0.0030798+0.0018307i,-0.0016246+0.0011989i,-0.0015775+0.00029738i,-0.001162-0.00071166i,-0.00031164-0.0010308i,0.00033602-0.00039888i
-3.7814e-06+0.00051501i,0.00026782-0.00018736i,-0.00041442-0.0005827i,-0.00024201+0.00072591i,-0.00092595+0.0020566i,-0.0022801+0.0011793i,-0.0028692+0.00041386i,-0.0029813+0.0014061i,-0.0025706+0.0022752i,-0.0018601+0.00098839i,-0.0016827-0.00018844i,-0.0013844-0.0010888i,-0.00028069-0.0019626i,0.00096859-0.00055124i,0.0023163+0.0016044i,0.004086+0.0015484i,0.0053204+5.2934e-05i,0.004902-0.001387i,0.0038045-0.0017743i,0.0018435-0.0012776i,-0.00034003-0.00098601i,-0.0016698-0.00020971i,-0.0015983+0.00043725i
0.00036392-0.00083266i,0.0002402-0.0010488i,0.00080373-0.00043746i,0.0024216+0.0017814i,0.0032126+0.0030487i,0.0018663+0.0017191i,-0.00058214+0.00019759i,-0.0018892-0.00064853i,-0.0013835-0.0012202i,-0.00096048-0.00085314i,-0.00050886-0.00023269i,0.00077353-0.00041951i,0.0014638-0.00060433i,0.0008397-0.0006333i,-0.00029767-0.0014442i,-0.00073102-0.001964i,-0.0013096-0.0015517i,-0.0014434-0.00099941i,-0.0013012-0.0011759i,-0.0022846-0.0015076i,-0.0022772-0.0008799i,-0.00063888+0.00059212i,0.00068052+0.0013275i
-0.00068318-0.0002192i,-0.0024213-0.00056006i,-0.0043126-0.0012643i,-0.0057483-0.0025811i,-0.0050061-0.0033997i,-0.0040745-0.0019153i,-0.0034552+0.00021668i,-0.002031+0.00070277i,-0.0018248+0.0003461i,-0.0027584+0.00054944i,-0.0018679-0.00025553i,-0.00045571-0.0011681i,-0.00028027-0.0011897i,-0.00038206-0.00074352i,-0.00065239+0.0010418i,-0.00066015+0.0030792i,0.00059131+0.0037658i,0.0018745+0.0038173i,0.0017726+0.0031315i,0.00050868+0.001865i,-0.00060133+0.00070264i,-0.0007871-0.00034887i,-0.00044115-0.00067127i
0.0010241-0.0018907i,0.0012093-0.0030961i,0.0014176-0.0033211i,0.0025492-0.0014838i,0.0019013+0.0015007i,0.00010357+0.0026408i,-0.00092775+0.0019322i,-0.0012315+0.0012299i,-0.0011442+6.5247e-05i,-0.00085956-0.0010995i,-0.0011182-0.00044595i,-0.0016632+0.0012256i,-0.00141+0.0020533i,0.00027986+0.0014367i,0.001569-0.00070751i,0.00090935-0.0026522i,0.00054087-0.0029635i,9.1985e-05-0.0024138i,-0.00047884-0.0020978i,-0.00040229-0.0018269i,-0.0010167-0.00066001i,-0.0016231+0.00047981i,-0.0013009+0.0010768i
-0.00098842+0.0017914i,-0.00034551+0.00179i,-9.9187e-06+0.0031151i,0.0005332+0.0033668i,0.00085329+0.00097664i,-0.00045806-0.0015813i,-0.0015392-0.0016207i,-0.0016564+6.0874e-05i,-0.00056741+0.0013608i,0.0004255+0.00070946i,-6.3701e-05-0.00080661i,-0.0010633-0.0014874i,-0.0015811-0.0010764i,-0.0020643+5.4432e-05i,-0.0028688+0.00095073i,-0.0036166+0.0006947i,-0.0030367+0.0018648i,-0.001501+0.0029537i,-0.00095101+0.0018594i,-0.0012986+0.00060001i,-0.001148+2.6993e-05i,2.2336e-05+0.00010319i,0.00024962+0.00011492i
-0.0018477-0.0017796i,-0.0017357-0.00067711i,-0.002125+0.00062935i,-0.0020672+0.0022119i,-0.0018386+0.0036255i,-0.00088466+0.0028852i,-0.00060124+0.0012671i,-0.00071443+0.0013816i,-0.00069387+0.0024609i,-0.00063822+0.0033394i,0.00019289+0.0022561i,0.00011198-0.0003134i,-0.00072935-0.0012643i,0.0001531-0.00072428i,0.0017457-0.00046169i,0.0025629-0.00041884i,0.0028541-0.00056244i,0.0026331-0.0011217i,0.0019606-0.00090725i,0.0014308-5.1288e-05i,0.0013679+0.0001798i,-0.0002311+0.00032887i,-0.0017496+0.00012432i
-0.0025277-0.00071956i,-0.0019683-0.0010209i,-0.00052223-0.00061789i,0.0011793+0.00014708i,0.0010826+0.00047282i,-0.00047144+0.00064338i,-0.0022481+0.0014721i,-0.0023911+0.0016882i,-0.0019508+0.0020142i,-0.0021817+0.0023678i,-0.00090931+0.0016068i,0.00011745-0.00049288i,-0.00022375-0.0017661i,-0.00074322-0.0019319i,-0.0014168-0.0015667i,-0.0019323-0.0015689i,-0.0021861-0.0014173i,-0.0018517-0.00073462i,-0.0016428-0.00043379i,-0.0016051-0.0008242i,-0.0010198-0.0010719i,-0.00018985-0.000105i,0.00043287+0.00099328i
-0.0010899-0.0019586i,-0.0020067-0.0029437i,-0.0030697-0.0031583i,-0.0031733-0.0018832i,-0.0032132+0.00065365i,-0.0040483+0.0028568i,-0.0040071+0.0022955i,-0.0034715+0.00032336i,-0.0041568-0.00081899i,-0.0042871+7.3522e-06i,-0.0022433+0.0010309i,-0.00039354+0.0010992i,0.00019215+0.0002536i,0.00013067-0.00031445i,9.0685e-05+0.00054394i,0.00034007+0.00092714i,0.00062962+0.00065379i,0.00082775+0.00021569i,0.00058233-0.00010075i,0.00035822+0.00020213i,2.9994e-05+0.00049108i,-0.00041553+0.00020094i,-0.000439-0.00061484i
-0.0017949-0.00035948i,-0.0020023+0.00068761i,-0.0024198+0.001556i,-0.0018218+0.0020049i,-0.0012703+0.0029428i,-0.0015292+0.0021481i,-0.0019645+0.00023353i,-0.0013622-0.00077715i,-0.0013143-0.0017495i,-0.00085447-0.0019413i,3.2351e-05-0.00088471i,0.00059433-0.00090615i,0.0014348-0.00092482i,0.0014968-0.0010241i,0.00027943-0.0016894i,-0.00047679-0.0017424i,-0.001313-0.0017464i,-0.0013274-0.0022636i,-0.00020687-0.0028832i,0.00027512-0.0028327i,-0.00048712-0.0012862i,-0.00087148+0.00015317i,-0.0010909+0.0009631i
-7.492e-05-0.0013949i,-0.00067827-0.0016641i,-0.00097269-0.0018127i,8.3789e-06-0.0012792i,0.00082715-0.00066631i,-0.001141-0.0012237i,-0.0029793-0.0015811i,-0.0023678-0.0014321i,-0.0014078-0.0015451i,-0.0010276-0.001382i,-0.001257-0.0010427i,-0.0014951+0.00045034i,-0.0009713+0.0014673i,-0.000622+0.0011646i,-0.0010453+0.0013199i,-0.0015979+0.0012262i,-0.001312+0.0013993i,-0.00042069+0.0018085i,-0.00059792+0.0014345i,-0.00071255+0.00062046i,-0.00044771+0.00019351i,-4.0542e-05+0.00013035i,0.00062866-0.00051836i
0.0011029-0.00029237i,0.000595-0.00065848i,0.0010861-0.00037628i,0.0014621-0.0010132i,6.5219e-05-0.0017463i,-0.001488-0.00068343i,-0.0012152+0.00093754i,-0.00031283+0.0018802i,0.00055808+0.0015235i,0.0017103+0.00034989i,0.00086628-0.001026i,-0.0010284-0.0018224i,-0.0010934-0.00082591i,-0.00063243+0.0010315i,0.0003064+0.00094907i,0.0013293-0.00078784i,0.0016808-0.001225i,0.0017909-0.0010863i,0.0017442-0.00026252i,0.0012684+5.6395e-05i,0.0008183-0.00060017i,-0.0001808-0.00044655i,-0.00099348-0.0001096i
0.0037621-0.0010767i,0.0022428-0.0035285i,0.0010254-0.0054871i,-0.0001172-0.0054352i,-0.0010197-0.0041079i,-0.0027095-0.0026032i,-0.0034936-0.00030995i,-0.0019997+0.00064891i,-0.00040457+0.00069142i,-0.00021496+0.00063648i,-0.00053262+3.5961e-05i,-0.0015332-0.0002713i,-0.0022028-0.00059194i,-0.0008834-0.00052382i,0.00023983-0.00047046i,5.8426e-06-0.00072578i,-0.00092349-0.00093305i,-0.0015115-0.00073006i,-0.0013224-0.00057891i,-0.0012986-0.00028839i,-0.0010882+0.00029254i,-0.00030566+0.00050126i,-9.3403e-06+0.00038357i
0.00041035-0.0024202i,-0.0013191-0.0013628i,-0.0033809+4.6014e-05i,-0.0038462+0.00076515i,-0.0032892+0.0015094i,-0.002606+0.0017417i,-0.0028317+0.0011811i,-0.0029539-0.0001917i,-0.0024031+0.00013715i,-0.0019487+0.0011855i,-0.0006238+0.00086185i,0.0013271+0.00015399i,0.0017345-0.00056172i,0.00092119-0.0010138i,-0.00012928-0.00077062i,-0.0002653+0.0002749i,0.00052007-5.1357e-05i,0.0011306-0.00049656i,0.0010041+0.00087792i,0.00049397+0.00090057i,0.0001519-0.00014947i,0.00053188-0.00018172i,0.00013774+0.00030507i
-0.00063802-0.00073026i,4.9511e-05-0.0011359i,-0.00091943-0.00036299i,-0.0012264+0.0011171i,-0.00082287+0.0016267i,-0.0014435+0.0010831i,-0.0022925-0.00013072i,-0.002247-0.00010254i,-0.0014287+0.00045012i,-0.00081224-1.1855e-05i,-0.00075867-0.00074894i,-0.00070764-0.00149i,-0.00083573-0.001556i,-0.00035136-0.0018175i,-4.096e-05-0.0020051i,-0.0010197-0.0013588i,-0.0014341-0.00099513i,-0.00034577-0.0010456i,0.00032706-0.0016252i,-0.00046569-0.0013255i,-0.0012077-0.00038136i,-0.0014229+0.00026348i,-0.0012411+0.00015019i
-7.4583e-05-0.0015801i,-0.0012779-0.0022159i,-0.0022804-0.0032934i,-0.0027551-0.0022329i,-0.0018307+0.00035879i,-0.001046+0.0021659i,-0.001745+0.0024795i,-0.002518+0.0013138i,-0.0024789+2.1386e-05i,-0.0022996+4.2025e-05i,-0.0020265+0.00064085i,-0.00061381+0.0011363i,0.00027576+0.0014528i,4.6974e-05+0.0010174i,0.00018884+0.00046314i,0.00039356+3.8331e-05i,0.0012143+0.001011i,0.0014943+0.0019711i,0.001112+0.00072816i,0.00011572-0.00039621i,-0.00020388-7.1506e-06i,0.00025187+0.0012939i,0.00031867+0.0013451i
-0.00027728-0.00054492i,0.0012177-0.00057762i,0.0016675+0.00061098i,0.00073177+0.0016704i,-0.00016541+0.00116i,-0.001246+0.00051679i,-0.001157-8.5879e-05i,-0.00070241+0.00024811i,-0.0013912+0.0010268i,-0.001986+0.0010099i,-0.0013819+0.00033786i,-0.0010057+0.00011157i,-0.00068207-0.00026585i,-7.7365e-05-0.00029685i,0.00077661+0.00029423i,0.0012835+0.00010662i,0.00071858-0.0008045i,0.00069324-0.0014614i,0.00088998-0.00071068i,0.0006985-0.0005529i,0.00037111-0.00064379i,-0.00020789-0.00058168i,-0.00047109-0.00030059i
0.00033271+2.0774e-06i,-0.00081005-0.00080959i,-0.00062796-0.0021967i,-0.00012904-0.0023753i,-0.00072027-0.0013785i,-0.002073-0.00039145i,-0.003513-0.00025609i,-0.0030239+0.00027453i,-0.0015429+0.00085774i,-0.0012433-8.942e-05i,-0.0013117-0.0014306i,-0.0013488-0.001133i,-0.00084335-8.3764e-05i,-0.00059777-1.2132e-05i,-0.00059438+0.00039079i,-0.00076893+0.0011969i,-0.00116+0.0014892i,-0.00096055+0.0011993i,-0.00068744+0.00026957i,-0.00015688-0.00094399i,-0.00030504-0.0012042i,-0.0011579-0.00060241i,-0.001228+3.7213e-06i
-0.00020553+0.0011195i,-0.0010795-4.7799e-05i,-0.0023744+0.00014762i,-0.0024001-0.00022932i,-0.0016954-0.0011213i,-0.0017158-0.0010708i,-0.0015748-0.00036723i,-0.0011904+0.00031883i,-0.00065595+0.00082895i,-0.0010179+0.00078146i,-0.0016647-0.0011943i,-0.001495-0.0022077i,-0.00073286-0.0011369i,-0.00080322-1.0341e-05i,-0.0010424+0.0004671i,0.00017367+0.00040526i,0.0011391-0.00074106i,0.00084201-0.0012222i,0.00091268-0.00057832i,0.0012401-0.00013861i,0.00082237+0.00024754i,0.00077727+0.00047664i,0.00064076+3.8662e-06i
-0.00049918-0.00066011i,-0.00039413-0.00049765i,0.00053441+0.00074358i,0.0013195+0.0024703i,0.0011143+0.0026084i,0.00017379+0.00091275i,-0.0012206-0.00035424i,-0.0014758-0.00022937i,-0.0012026+0.00032496i,-0.00095522-7.9234e-07i,-0.00042041-0.0014069i,-0.0007758-0.0017117i,-0.0013301-0.00090998i,-0.00069643-0.00031938i,-0.00041659-0.00068421i,-0.00082127-0.00046788i,-0.00093554-8.0871e-05i,-0.00038571-0.00035713i,0.00032788-0.00029235i,0.00052632-0.00041985i,-0.00047921-0.00012329i,-0.00081851+0.00023955i,0.00011825-6.0067e-05i
-0.0010272-0.0014163i,-0.00033743-0.0013024i,0.00046894-0.00041573i,0.00096072+0.0010386i,0.0011572+0.0016268i,0.00067733+0.0013786i,-0.0008549+0.0017147i,-0.0014998+0.0016121i,-0.0017184+0.0012802i,-0.0021728+0.0012803i,-0.0014103+0.00020152i,8.8346e-05-0.00058904i,0.0001183-0.00042266i,0.0002633-0.00082761i,0.00063557-0.0019938i,0.00070665-0.0024053i,0.0010877-0.00084597i,0.0011276+0.0011142i,0.00060879+0.0013394i,0.00032365+0.00034395i,-7.7227e-05+0.00074022i,-0.00058191+0.0015426i,-5.3678e-05+0.00061116i
0.00010298+0.00057985i,-0.00042675-0.00081413i,-0.00088931-0.0010585i,-0.0021258-0.00098491i,-0.0039914-0.001304i,-0.0038835-0.00077972i,-0.0028537+0.00075177i,-0.0020193+0.0014862i,-0.0010959+0.0013429i,-0.00085236+0.00050517i,-0.00065277-0.00023343i,-0.00086863-0.00071495i,-0.001136-0.00069042i,-0.00028537-0.00066932i,0.00074995-0.0010035i,0.001372-0.0010758i,0.0011316-0.0010181i,0.00079913-0.00098842i,0.00068941-0.00011807i,0.0005959-0.00027095i,0.0010312-0.00091505i,0.0008735-0.0004927i,0.00032269+0.00021579i
-0.0003496-0.00041689i,-0.00084749-0.00069394i,-0.0026997-0.00059001i,-0.0027225-0.00088746i,-0.00032394-0.00043751i,0.0010804+9.1193e-05i,-3.1229e-05-8.6778e-05i,-0.0020334-7.2905e-05i,-0.0026054+4.2245e-05i,-0.0019798-0.00060247i,-0.001166-0.0011109i,0.00014982-0.0007151i,0.00094315-2.829e-05i,0.0008913-0.00030971i,0.00061622+5.9197e-05i,0.00070667+0.00090767i,0.00018008+0.0010941i,2.6977e-05+0.0006556i,3.2609e-05+0.00016605i,-0.0011832-0.00014477i,-0.0011889+0.0002301i,-0.00087085+0.00022665i,-0.001381-0.00044202i
