0.0014317+0.00055129i,0.0024428-0.00014106i,0.0021884-0.00016054i,0.0010647-0.00067667i,-0.00036541-0.00087236i,-0.0010745-0.0001684i,-0.0013768+0.00065675i,-0.0014998-0.0003748i,-0.00096628-0.00082706i,-0.00011248-0.00017731i,4.3762e-05-0.00056793i,-0.00020779-0.0012199i,-0.00094654-0.00090407i,-0.00037618-0.00036838i,0.00056706-0.000454i,-0.00016811-0.00044957i,-0.00029124-0.00044323i,0.00038551-0.00022197i,8.8508e-05-0.00029443i,-0.00015797-6.1434e-06i,-0.00031975+0.00075693i,-0.00072499+0.0005922i,-0.00054291+2.3856e-05i
-0.0033573-0.0022487i,-0.0033886-0.0033296i,-0.0025898-0.0020648i,-0.0017574+0.00079281i,-0.0010497+0.001778i,8.685e-05+0.0010109i,0.0012537-0.00031252i,0.0019092-0.0020124i,0.0021422-0.0013891i,0.0029281+0.0010097i,0.004128+0.0020068i,0.0032688+0.00070742i,0.00084209-0.0013459i,-0.0011894-0.0018145i,-0.0022965-0.00076983i,-0.001877+0.00046029i,8.5478e-05+0.0010176i,0.0011011+0.0011296i,0.00060812+0.0016506i,0.00025595+0.0016053i,0.0007895+0.00094416i,0.0018741+0.00057598i,0.0015908+0.00084132i
0.004575-0.00071976i,0.0059731+0.0001261i,0.0055468+0.00047928i,0.0035042-0.00015052i,0.0010122-0.00054782i,0.00039647+2.3394e-05i,0.00088193-0.0011222i,-0.00029372-0.0038755i,-0.0014424-0.0055258i,-0.0010241-0.0045778i,-0.00029059-0.0027102i,-0.0011593-0.0015502i,-0.0029593-0.00037897i,-0.0011815+0.0012202i,0.0011151+0.0017091i,0.00017601+0.0010752i,-0.00058513+0.0008065i,4.0418e-05+0.0006209i,0.0009373+0.00059746i,0.00072185+0.0004598i,0.00065565+0.0010615i,0.00014126+0.0014077i,-0.00065426+0.00071327i
-0.00088363+9.9055e-05i,-0.0023354+0.002262i,-0.0034196+0.0024163i,-0.0018635+0.0010439i,0.00027853+0.00062631i,0.00081138+0.00022918i,1.1831e-05-0.001005i,-0.0014476-0.0033411i,-0.0029049-0.0052693i,-0.003317-0.0040131i,-0.0015546-0.001869i,0.00040201-0.00032258i,0.0013297+0.0018267i,0.0010359+0.0030417i,0.0010227+0.0026142i,0.00074341+0.0011742i,-0.00012345-0.00021817i,-0.00030481-0.00056001i,-0.00044853-0.00027256i,-7.2436e-05+0.00035963i,3.1908e-05+0.00077554i,-0.001329+0.0011738i,-0.0018903+0.0010198i
-0.0015878-0.0010787i,-0.0020547-0.0031305i,-0.0016807-0.0025663i,-0.0010603-0.00035257i,-0.00073541+0.00056295i,-0.0010197-0.0005515i,-0.0021614-0.0025885i,-0.0029672-0.0022928i,-0.0043073-0.00077676i,-0.0053444+0.0013037i,-0.0031319+0.0030434i,0.0004982+0.0017665i,0.0019004+0.00017041i,0.00067243-0.00086686i,-0.0013007-0.0010017i,-0.0020858-0.00037878i,-0.001418+0.00013546i,-0.001287+0.00061481i,-0.0021836+0.00039678i,-0.0020925+0.00054753i,-0.0017741+0.0010001i,-0.0015577+0.00075048i,-0.0010067+0.00013677i
0.00083672+0.00089995i,0.0015859+0.0016441i,0.001936+0.0024311i,0.0010858+0.0019275i,-0.00072658+0.00020385i,-0.001201-0.00075867i,-0.00050444-0.0017473i,0.00040272-0.0028946i,0.0013213-0.002618i,0.002187-0.00098893i,0.0021612-0.00061967i,0.001414-0.0024681i,0.00010815-0.00395i,-0.00013265-0.0036123i,0.0010328-0.0025604i,0.00058239-0.0010065i,-0.00042037-0.00010813i,-0.00052523-0.00033586i,1.8436e-05-0.00068637i,0.00025761-0.00093176i,-0.0016706-0.00095073i,-0.0028544-0.0010577i,-0.0013319-0.0015402i
-0.002279-0.00012989i,-0.0043457+0.00073661i,-0.0041541+0.00059898i,-0.0014169+0.00046246i,-0.00022502+0.00082751i,0.00074266-0.00022631i,0.0026371-0.0027773i,0.0043521-0.0054175i,0.0051669-0.0057295i,0.0058809-0.0034657i,0.0049207-0.0023722i,0.0024886-0.0026949i,-0.00038051-0.0016789i,-0.0013861+0.00033815i,-0.00016029+0.0012799i,0.0011904+0.00060133i,0.0012971+0.00016586i,0.00090604+0.00061051i,0.0012927+0.000733i,0.00026353+2.9912e-05i,-0.00080876-0.00083374i,-0.00037849-0.002114i,-0.00025283-0.0024259i
-0.00067842-0.0011558i,0.0014896-0.0034562i,0.0023129-0.0014041i,0.0018451+0.0011131i,0.0028139+0.00038588i,0.0035963-0.00096395i,0.0031491-0.0029501i,0.0013016-0.0059066i,-0.0010719-0.0076457i,-0.0008469-0.0068722i,0.00041436-0.0035121i,-0.00056047-0.00011638i,-0.001702+0.0014912i,-0.0013285+0.0010501i,-0.00088601-0.00052793i,-3.0182e-05-0.00082885i,0.00039685-0.00035134i,-0.00039928+0.0005191i,-0.00099024+0.00027806i,-0.00046446+2.7183e-05i,-0.00019057+0.00015577i,0.0007956+5.5214e-05i,0.0013795-0.00023606i
0.0022989+0.0012823i,0.0030676+0.0042901i,0.0015703+0.0045948i,0.00036051+0.0017371i,0.00088636-7.5384e-05i,0.0007368-0.001913i,1.7314e-05-0.0029933i,-0.0014085-0.0035744i,-0.0040771-0.0043823i,-0.0053628-0.0034719i,-0.0031571-0.0008053i,3.9959e-05+0.00040499i,0.0014969+0.0012768i,0.002357+0.0017324i,0.0031129+0.0016015i,0.0015645+0.001833i,-0.00080846+0.0017068i,-0.0010988+0.0011548i,0.00048181+0.00069184i,0.0018001+1.4236e-05i,0.0014869-0.00092227i,0.0011018-0.00070024i,0.00043646+0.001128i
-0.0023041+0.0022014i,-0.0044402+0.0006672i,-0.0035662-0.00011688i,-0.00071352+0.00072036i,0.00059111+0.0007902i,-0.00023504-1.6994e-05i,-0.0017524+0.00040818i,-0.0029291+0.0020501i,-0.0040197+0.0037735i,-0.0031204+0.0059883i,0.00044642+0.0059367i,0.0032975+0.001632i,0.0028785-0.0014833i,0.0010316-0.00040557i,-0.00098445+0.0024066i,-0.0016677+0.0038684i,-0.0010157+0.0036617i,-0.00070191+0.00291i,0.00016455+0.0014153i,0.0019948+0.00038649i,0.0027336-2.5332e-05i,0.0021685+0.00054869i,-0.00010385+0.0014846i
0.0022764-0.0032515i,0.0040528-0.0029066i,0.0048355-0.0023894i,0.0028234-0.0020723i,0.00027301-0.00079561i,-0.00073072+0.0010364i,-0.00039484+0.0013029i,0.0013789+7.7721e-05i,0.0034937+0.0002966i,0.0035766+0.0015554i,0.0027583+0.0011293i,0.0012327-0.0003031i,-0.0013082-0.00054726i,-0.0022258-0.00060017i,-0.0016452-0.0014001i,-0.00061105-0.00049659i,6.111e-05+0.00075642i,-0.00016764+0.00033589i,-0.00033735+0.00010017i,-0.0012241+0.0009027i,-0.0021707+0.0019701i,-0.0020321+0.0021165i,-0.0013947+0.0018753i
-0.0010021+0.0038678i,-0.0019053+0.0060726i,-0.0031642+0.0068448i,-0.0017142+0.0047263i,-0.00033053+0.0014084i,-0.00032686-0.0011154i,-7.9304e-05-0.0037248i,0.0013076-0.0062259i,0.0033918-0.0075634i,0.0044639-0.0074163i,0.0027732-0.0059221i,0.00011153-0.0040918i,-0.0019636-0.0026056i,-0.0027474-0.00061059i,-0.0016233+0.00093476i,0.00036114+0.00052339i,0.00066097-0.00095804i,0.00010467-0.0012364i,-0.00046666-0.00025577i,-0.00069921+5.8703e-05i,-0.0012476+0.00097931i,-0.0022396+0.001549i,-0.002157+3.0054e-05i
-0.0026847+0.00018035i,-0.0048162-0.0029064i,-0.0029599-0.0043537i,-0.00031567-0.0034729i,0.0013067-0.001854i,0.00062978-0.0024921i,-0.00099562-0.0053965i,-0.0016957-0.0095826i,-0.0029552-0.011819i,-0.0038913-0.010155i,-0.0035276-0.0053545i,-0.0020041-0.001117i,-0.0005775+0.00087937i,-0.00093523+0.0014592i,-0.0011727+0.0011776i,-0.0017955+0.00049967i,-0.0020572-0.00013864i,-0.00171-0.00010013i,-0.0015711+0.00078699i,-0.0014157+0.001472i,-0.0015338+0.00081565i,-0.0023533-8.7721e-05i,-0.0026216-0.00066674i
0.0045692+0.0012763i,0.0068649+0.0014527i,0.0074375+0.002722i,0.0052059+0.0019781i,0.0020304-0.00081449i,0.00049911-0.0025705i,0.00046054-0.0043919i,-0.00042453-0.0051197i,-0.0028051-0.0039694i,-0.0040941-0.00094508i,-0.002153+0.0021126i,-0.00063948+0.0029653i,-0.0010391+0.0019612i,-0.0013496+0.00056737i,-0.00053253-0.00094012i,0.00067828-0.0011978i,0.001047-0.00067575i,0.00040068-3.6715e-05i,-0.00031379-6.427e-05i,-0.0014722-0.0010974i,-0.0020108-0.0024695i,-0.0014536-0.0024289i,-0.0009481-0.0015076i
-0.0028015+0.00052933i,-0.0051037+0.0032666i,-0.006735+0.0034466i,-0.0047563+0.0024325i,-0.0013033+0.0015999i,0.0010125+0.00058013i,0.0019368+0.00071629i,0.00094776+0.0023039i,-0.00087796+0.0055772i,-4.722e-05+0.0072032i,0.003015+0.005953i,0.004069+0.0025427i,0.0026499-0.00075354i,0.0009577-0.0018911i,0.0014048-0.00083271i,0.0024925+0.00084448i,0.0026251+0.0013056i,0.0022835+0.00084338i,0.0024741-6.8332e-05i,0.0023764-0.0012319i,0.0013206-0.0019055i,0.00092047-0.0028881i,0.0011674-0.0020652i
-0.00034272-0.0039039i,-0.0012026-0.0081233i,-0.00015548-0.0078553i,0.00075528-0.004097i,0.00096512-0.00137i,0.0034049+0.00051401i,0.0055789+0.0020375i,0.006735+0.0032098i,0.00735+0.0025404i,0.0068762+0.00027996i,0.0062207-0.002879i,0.0055087-0.0043608i,0.0044906-0.0027563i,0.0028749-0.00079638i,0.00021425-0.00061907i,-0.0013245-0.0012509i,-0.0011617-0.00096594i,-0.00053868+0.0004545i,-0.0004566+0.00137i,0.0002593+0.00030661i,0.0012303-0.00071389i,0.001705-0.00061525i,0.0020678+0.00019323i
0.00080263+0.0025137i,0.0055044+0.0062026i,0.0060104+0.0076393i,0.0035406+0.0050856i,0.0027143+0.0026673i,0.0027357+0.0010986i,0.0035297-0.00070495i,0.005417-0.003201i,0.0058973-0.0056008i,0.0032814-0.0064017i,-0.00077677-0.0054849i,-0.0031664-0.0044738i,-0.0040805-0.0031654i,-0.0035479-0.0014714i,-0.002459+0.00012199i,-0.0015684+0.0015188i,-0.001243+0.0020237i,-0.0019627+0.00089941i,-0.0018027-0.00049304i,-0.00033231-0.00048355i,0.001707-0.00026341i,0.0028843-0.00079336i,0.0031764-0.00033086i
-0.0036702+0.00059709i,-0.0066417+0.00046835i,-0.0064721-0.00043715i,-0.0039547-0.00051024i,-0.0028523-0.0006833i,-0.0037715-0.0010504i,-0.005189-0.0033046i,-0.0060213-0.0071465i,-0.0079197-0.008639i,-0.010386-0.004706i,-0.009001+0.00070089i,-0.0056327+0.0025631i,-0.0042506+0.00088945i,-0.0034073-0.00017456i,-0.0017008+0.00043119i,0.00015291+0.0014797i,0.00036142+0.0023686i,-0.00059469+0.0020274i,-0.00059356+0.001758i,0.00068273+0.0030759i,0.0016804+0.0034927i,0.0011578+0.0035739i,-0.00053453+0.0037196i
0.001457-0.0042447i,0.0049737-0.0055824i,0.0054499-0.0041681i,0.0021069-0.0016877i,-0.00041997-0.00040458i,-0.0031648-0.00044781i,-0.0063961-0.0024755i,-0.0086345-0.005723i,-0.0091351-0.0068495i,-0.0066963-0.0030211i,-0.0004233+0.0020348i,0.0041933+0.0041043i,0.0042811+0.003886i,0.0030478+0.0038769i,0.0019615+0.0029798i,0.00097594+0.00016138i,-0.0011852-0.0018394i,-0.0016764-0.0018618i,-0.0013434-0.0011239i,-0.0021883+0.00012424i,-0.0030941+0.0018296i,-0.00336+0.0026232i,-0.0027217+0.0023127i
0.0034776+0.0030184i,0.0011431+0.0071153i,-0.00082515+0.0083386i,-0.0010412+0.0057797i,-0.001561+0.0035054i,-0.0013183+0.0020193i,-0.00030851-0.0015097i,0.00046152-0.0027428i,0.0010771+0.00023926i,0.0036987+0.0027018i,0.0080803+0.00066248i,0.0085209-0.0018687i,0.0045299-0.001214i,0.0012114-0.00042397i,-3.8352e-05-0.0010911i,-0.00041381-0.0018715i,-0.00060663-0.002868i,-0.00022118-0.0036875i,-0.00032468-0.0030721i,-0.0004907-0.0016116i,-0.00079948-0.00018959i,-0.0018294+0.0013397i,-0.0016162+0.0015085i
-0.0049163-8.5608e-05i,-0.0077441-0.0029796i,-0.0064823-0.003792i,-0.0036775-0.0013758i,-0.00041196-0.002127i,0.0022967-0.0045057i,0.0048903-0.004512i,0.0072927-0.0034521i,0.0076183-0.0026603i,0.0051976-0.0035588i,0.001054-0.0056071i,-0.0013856-0.0074702i,-0.00088291-0.0074062i,0.00054823-0.0051813i,0.0002588-0.0027096i,-0.00066315-0.00088356i,0.00020753-0.00071678i,0.00090313-0.00053713i,0.00047755+5.5212e-05i,-0.0012072+0.00040131i,-0.0023227+3.2014e-06i,-0.0018816-0.00084396i,-0.0008891-0.0012213i
0.0046664-0.0045424i,0.0060652-0.0041361i,0.005968-0.0027351i,0.0047592-0.0023839i,0.0032112-0.002256i,0.0050852-0.0033803i,0.0079195-0.005204i,0.0094278-0.0062079i,0.00763-0.007193i,0.0019169-0.0061563i,-0.003479-0.0036598i,-0.0050598-0.00025645i,-0.0038967+0.0024663i,-0.0025575+0.0037804i,-0.0012844+0.0042697i,0.00010295+0.0027535i,0.0010019+0.00051637i,0.00035256+4.1807e-05i,-0.00084551+0.00015344i,-0.0014278-0.00065355i,-0.0023399-0.0031241i,-0.0022078-0.0056736i,-0.00017086-0.0050406i
0.0015002+0.0060768i,-0.00035167+0.0092882i,-0.0025159+0.0077427i,-0.0032779+0.0042076i,-0.0014809+0.00082936i,-0.00017729+0.0008873i,0.0016997+0.0012695i,0.0027614-0.0010498i,0.00091384-0.0031424i,-0.001482-0.00014588i,-0.0011122+0.006033i,0.00083722+0.0076971i,-0.00021251+0.0052915i,-0.0025456+0.002682i,-0.0022602+0.00079407i,-0.00024086-0.0007007i,0.0013221-0.0013415i,0.0010149-0.0012129i,0.0013369-0.0011023i,0.003266-0.0014853i,0.0040342-0.0019685i,0.0032019-0.002448i,0.001363-0.001792i
-0.0047637-0.0062313i,-0.0073542-0.0093485i,-0.0053172-0.0087504i,-0.0022833-0.0034977i,-0.0034486+0.0027714i,-0.0045723+0.0053118i,-0.004615+0.0060269i,-0.0055182+0.004427i,-0.005904+0.0014985i,-0.0034902+0.0019763i,0.0018421+0.0033171i,0.0055954+0.0021847i,0.0059614+0.00062804i,0.0048153+0.00035794i,0.0033514-0.00090797i,0.0012929-0.001135i,-0.00019291+0.00074081i,0.00048668+0.0024034i,0.0012405+0.0029963i,0.0014224+0.0024972i,0.0016911+0.0015776i,0.0020489+0.00090759i,0.002001+0.00098057i
0.0093271-0.00074467i,0.013416+0.0014427i,0.0095271+0.0034494i,0.0031501+0.0036806i,0.0014655+0.0031339i,-0.00050242+0.0053314i,-0.0040049+0.0067237i,-0.0054395+0.0042595i,-0.0047052+0.00036312i,-0.0032088-0.0025714i,-0.0010398-0.0052754i,-0.0008038-0.0066764i,-0.0020259-0.0057626i,-0.0022877-0.0033019i,-0.0023586-0.00093518i,-0.0022486+0.00054843i,-0.0015438+0.0014282i,-0.0015473+0.0014779i,-0.00164+0.0010026i,-0.00029146+0.00039025i,0.0020948+0.00060814i,0.0040203+0.0017419i,0.0036131+0.0026592i
-0.007698+0.0066177i,-0.014841+0.0085401i,-0.013007+0.0065657i,-0.0049773+0.0023939i,-0.0010411+0.00056981i,-0.00074348-0.0012411i,-0.0019352-0.0039082i,-0.0021231-0.0067163i,-0.00027554-0.0072214i,-0.00019806-0.0065373i,-0.0020457-0.0056256i,-0.0027166-0.003418i,-0.0025949-0.0017066i,-0.0027823-0.0020592i,-0.0017579-0.0019447i,-0.00085292-0.00023939i,-0.00024854+0.00016316i,0.00038821-0.00046787i,0.00041046-0.00029075i,0.00019789+0.0010847i,0.00096308+0.003093i,0.001472+0.0041357i,7.3797e-05+0.0031807i
0.0025611-0.0099662i,0.0061691-0.015815i,0.0043072-0.013139i,-0.00013769-0.0053587i,-0.0013518-0.0042691i,-0.00076876-0.0078775i,-0.00024423-0.012525i,0.0007977-0.013675i,0.001237-0.0102i,-0.00027914-0.0043059i,-0.0017208+0.0012254i,-0.0010742+0.0036753i,-0.00027913+0.0044554i,0.00098345+0.0042771i,0.0026837+0.0025919i,0.0020883+0.00016629i,0.00017647-0.00089242i,-0.00085811-0.00031331i,-0.0013894+0.0004421i,-0.0019989+0.0012339i,-0.0022362+0.0021904i,-0.0029475+0.0026484i,-0.0033589+0.0016256i
0.0043641+0.0096295i,0.0035393+0.016783i,0.0042083+0.014707i,0.0033139+0.0051844i,0.0011129-0.0005137i,0.00081038-0.0052712i,0.0021166-0.0095134i,0.0036435-0.010677i,0.0029931-0.0082046i,0.0016442-0.0034232i,0.0028799+0.00015247i,0.0041549-0.0013511i,0.0033814-0.0037514i,0.0016399-0.0030915i,0.0010365-0.0008095i,0.00036774+0.0001918i,-0.00076277+0.00048631i,-0.0013224+0.0009662i,-0.0020621+0.00089938i,-0.0025484-0.00050696i,-0.0025126-0.001018i,-0.0029126+1.8439e-05i,-0.002544+0.00085794i
-0.0080853-0.0047365i,-0.013587-0.010279i,-0.013603-0.0083605i,-0.0075924-0.0019629i,-0.0027337-9.735e-05i,-0.00024076+0.0016587i,0.0054514+0.0014228i,0.009805-0.0012064i,0.0077437-0.0028716i,0.0051103-0.0023356i,0.0052859-0.0016509i,0.0051065-0.0012942i,0.0045267-0.00031106i,0.0052997-0.00041067i,0.0041709-0.002288i,0.0015682-0.0020306i,0.00068743-0.00073823i,0.00066855-0.00080775i,0.00039838-0.0011041i,-0.00052849-0.0010908i,-0.0022847-0.0015232i,-0.0042921-0.0018046i,-0.0039186-0.0012555i
0.0098273-0.005684i,0.016255-0.0026665i,0.014623-0.00264i,0.0063483-0.0028661i,0.0024127+0.0014686i,0.003585+0.0045791i,0.0061469+0.0072394i,0.007214+0.0072055i,0.0041832+0.0038346i,-0.0001846+0.001297i,-0.0018157+0.00098522i,-0.0034234+0.0012971i,-0.0064859+0.0023948i,-0.0074951+0.0036941i,-0.0049341+0.0033267i,-0.0004965+0.001765i,0.0019205+0.00027929i,0.002261+8.8491e-05i,0.0021306+0.00018501i,0.0013292-0.0011039i,0.00010862-0.0026259i,-0.0012647-0.003765i,-0.0010481-0.0035261i
-0.0048099+0.0088679i,-0.010321+0.012649i,-0.010094+0.012199i,-0.0026579+0.0084895i,0.0010303+0.004644i,0.0017794+0.005628i,0.00081343+0.0064118i,-0.0020545+0.0044648i,-0.0055684+0.00075706i,-0.0069239-0.00098724i,-0.0044707+0.00020972i,-0.00084743-0.00077785i,0.00067393-0.0032969i,7.5019e-05-0.0031491i,-0.00083344-0.0017013i,-0.0018318-0.0013693i,-0.0017235-0.0004886i,-0.0010926+7.8918e-05i,-0.00039853-0.00016071i,0.00143+0.0002542i,0.0029084-0.0004682i,0.0031475-0.0015266i,0.0028964-0.0002917i
-0.0035674-0.0094889i,-0.0023595-0.013557i,5.8167e-05-0.012675i,-0.0023385-0.0055617i,-0.003789+0.0011078i,-0.0059443+0.0022329i,-0.010141+0.0021085i,-0.0099525+0.00081088i,-0.0064812-0.001251i,-0.0035929-0.0013697i,-0.0016695+0.00084055i,0.00029993+0.0020957i,0.0026157+0.0026058i,0.0034544+0.004544i,0.0032835+0.0047506i,0.0018684+0.0030752i,-0.0011846+0.0026008i,-0.0023079+0.002777i,-0.00041649+0.0019024i,0.0015227+8.4145e-05i,0.0026272-0.00015716i,0.0031179+0.00011548i,0.0021084-4.711e-05i
0.0093403+0.0019631i,0.011785+0.006289i,0.0072513+0.0085292i,0.0024014+0.003799i,-0.0015054-0.0019239i,-0.0048154-0.0032281i,-0.0075157-0.0044257i,-0.0089469-0.004883i,-0.0063874-0.0039477i,-0.0024431-0.0023397i,-0.0011298-0.0023321i,-0.002648-0.0042449i,-0.0062762-0.0046019i,-0.0086587-0.0028761i,-0.0072724-0.00045252i,-0.0036151+0.0013017i,-0.00044086+0.0026015i,0.0010068+0.0022971i,0.00098108+0.0014586i,0.00032694+0.00054064i,0.0011117-0.00064081i,0.002248-0.00051515i,0.0020079-0.00030395i
-0.011496+0.0065756i,-0.016658+0.007036i,-0.013151+0.00098474i,-0.006094-0.0010783i,-0.0015312-0.0011529i,0.00012772-0.0059471i,-0.00030054-0.011048i,0.0004532-0.014174i,0.0021179-0.013243i,0.0034207-0.0084046i,0.0046268-0.0036259i,0.0057658-0.0027051i,0.0059623-0.0047047i,0.0050555-0.0055676i,0.0030291-0.0041572i,0.0011525-0.0016804i,0.00049693-0.00027586i,-0.00052753+0.0002718i,-0.0014693+0.00061221i,-0.001726+0.00019656i,-0.0021561+0.0017075i,-0.0020007+0.0036597i,-0.001771+0.0030039i
0.0025938-0.016415i,0.0072811-0.021629i,0.0084343-0.011085i,0.0053398-0.00016108i,0.0033329-0.00018171i,0.0060816-0.0048245i,0.010494-0.012006i,0.011371-0.016948i,0.0081895-0.015176i,0.0037926-0.0087331i,0.0029445-0.0031326i,0.0042002+0.00023495i,0.0041077+0.0042323i,0.0033037+0.0075985i,0.0021509+0.0068092i,0.001054+0.0027289i,-0.0011395-0.0003637i,-0.0028665-0.00096724i,-0.0024408+0.00023491i,-0.0015927+0.001667i,-0.0018027+0.002337i,-0.0033791+0.0023096i,-0.0035571+0.0016686i
0.0080044+0.011162i,0.0090159+0.02173i,0.00088902+0.015825i,-0.0048817+0.0034476i,0.00023888-0.00023028i,0.0061554-0.0012482i,0.0098348-0.0035034i,0.0090009-0.0063789i,0.0038578-0.0058607i,0.00019292-0.0027868i,0.00064836-0.0029142i,0.00095071-0.0052661i,-0.0022329-0.0069461i,-0.0045546-0.0064096i,-0.0049086-0.0053581i,-0.0041974-0.0039598i,-0.0020383-0.0029693i,-0.00089327-0.0020383i,-0.00027544-0.0011086i,0.00066026-0.00058191i,0.00040293-0.00062694i,-0.00037834-0.00039516i,-0.00029701-0.00017033i
-0.016561-0.0024428i,-0.025109-0.01136i,-0.014047-0.012241i,0.0019703-0.0037105i,0.0042446+0.0025488i,0.0033245+0.0070484i,0.0047132+0.010375i,0.0056724+0.011007i,0.0036224+0.0095708i,0.00087498+0.0090895i,-0.0001776+0.009554i,0.00037821+0.007631i,0.0026706+0.0041619i,0.0052974-5.2478e-05i,0.0048194-0.002792i,0.0018437-0.002215i,0.00038494-0.00030725i,0.00014123-0.00022866i,-0.00056404-0.0017187i,-0.0015343-0.0026226i,-0.0018757-0.002501i,-0.0014802-0.0027017i,-0.0012251-0.0019581i
0.015153-0.011763i,0.030627-0.0090185i,0.025415+0.0013248i,0.0060039+0.0075311i,4.8268e-05+0.0082975i,0.00066089+0.0095771i,-0.00018189+0.013083i,-0.00071313+0.013937i,-0.0017588+0.0087978i,-0.0024982+0.0036223i,-0.0029921+0.0037909i,-0.0038978+0.0058316i,-0.0051703+0.0074551i,-0.0055276+0.0097843i,-0.0034381+0.0096676i,-0.00079532+0.006031i,0.0006693+0.0015569i,0.00011493-0.0004195i,-0.0003693-0.0011362i,-0.00041237-0.0018648i,-0.0013233-0.0030252i,-0.0016965-0.0043233i,-0.0012784-0.0039895i
-0.0017373+0.023386i,-0.017797+0.031454i,-0.021571+0.019557i,-0.010728+0.0025551i,-0.0081808-0.0020218i,-0.0088672-0.00028174i,-0.0076367+0.00099675i,-0.0048709-0.00013824i,-0.00023451-0.0040854i,0.002923-0.0065991i,0.0052519-0.0058727i,0.0058774-0.0063778i,0.0024399-0.0072511i,-0.0011504-0.0061045i,-0.0013685-0.0034302i,0.00073316-0.0010521i,0.0030462+0.00019277i,0.0039012+0.00049557i,0.0023508+0.0010158i,0.00062817+0.0015049i,0.00067056+0.00046555i,0.0020824-0.00087441i,0.0023099-0.00054208i
-0.017458-0.020847i,-0.010414-0.03865i,0.001794-0.034326i,0.0043498-0.012841i,0.0030335-0.0052789i,-0.0015658-0.0094901i,-0.0089215-0.012975i,-0.012532-0.013926i,-0.010696-0.011872i,-0.0066206-0.0073869i,-0.0030859-0.0036409i,-1.2327e-05-0.0026289i,0.001558-0.0024655i,0.0038762-0.0012293i,0.0061365-1.8404e-05i,0.0050121+0.00076079i,0.0030744+0.0015349i,0.002401+0.002786i,0.0033106+0.002273i,0.0040407+0.00021767i,0.0036194-0.00038392i,0.0026961+0.00083444i,0.001714+0.001854i
0.028998+0.0028867i,0.037135+0.019939i,0.023546+0.029013i,0.0049419+0.016921i,-0.0042126+0.0035989i,-0.0049694-0.0074845i,-0.0075063-0.018404i,-0.011134-0.022306i,-0.011076-0.018564i,-0.0085794-0.01261i,-0.0057871-0.0087046i,-0.0050923-0.0049433i,-0.0062153-0.00085068i,-0.0073426+0.00087122i,-0.0076959+0.0010512i,-0.0061029+0.0013564i,-0.0037705+0.0013707i,-0.0030848+0.00057699i,-0.0023234+0.00021367i,-4.0771e-05-0.00017034i,0.002337-0.00018598i,0.0026918+0.00082935i,0.0014206+0.0012678i
-0.029872+0.019598i,-0.049287+0.014469i,-0.048402-0.0031335i,-0.026012-0.011505i,-0.0045198-0.011487i,0.0048406-0.0098048i,0.0081566-0.010015i,0.0087763-0.010044i,0.0071175-0.0043879i,0.0070357+0.0016114i,0.0085131+0.0031583i,0.008537+0.0017123i,0.0051508-0.00083648i,-0.00059079-0.0038701i,-0.0045832-0.0042794i,-0.0046203-0.00073589i,-0.0032652+0.0017345i,-0.0028186+0.00094418i,-0.0036641-0.00011852i,-0.0040695+0.00030703i,-0.0028968+0.001176i,-0.001822+0.00212i,-0.001029+0.002032i
0.0058259-0.037081i,0.024373-0.051376i,0.040361-0.037221i,0.035767-0.013197i,0.022734-4.9832e-05i,0.019944+0.0042528i,0.023063+0.0047257i,0.022154+0.0027848i,0.014742+0.0019032i,0.0079827+0.0044415i,0.0062683+0.0062441i,0.0058805+0.0055937i,0.0050761+0.0036713i,0.0044526+0.0026487i,0.0031745+0.0018685i,0.00034202+0.00061714i,-0.0023157+0.00042706i,-0.0033623+0.0020135i,-0.0035099+0.0029793i,-0.0032338+0.0022286i,-0.0033+0.0023149i,-0.0036018+0.0029115i,-0.0039376+0.002578i
0.025802+0.036264i,0.023238+0.06277i,0.00025812+0.064043i,-0.013038+0.041683i,-0.0065932+0.02314i,0.001179+0.015871i,0.0090083+0.01131i,0.014868+0.0038113i,0.013614-0.0045965i,0.0073516-0.0074708i,0.0022613-0.0058352i,-0.0004626-0.0037545i,-0.0016195-0.0011138i,-0.0011422+0.00065167i,-0.00026708-0.00019809i,2.402e-05-0.0018364i,0.00086996-0.0026821i,0.001086-0.0021301i,0.00050086-0.00035055i,0.00053896+0.0017867i,-0.00053025+0.0018201i,-0.0024605+0.00054816i,-0.0027228-0.00053274i
-0.04502-0.0086017i,-0.068831-0.03054i,-0.054346-0.046831i,-0.022511-0.037313i,-0.01144-0.01556i,-0.0084641-0.0015594i,-0.0050566+0.0053465i,-0.0032527+0.0055385i,-0.0032729+0.00047272i,-0.0053105-0.0018389i,-0.0052485+0.00086422i,-0.0036352+0.0019194i,-0.00249-0.00042022i,-0.00063493-0.0029064i,0.0019741-0.0039068i,0.0019177-0.0023259i,0.0013245-0.00026006i,0.0027884-0.00055838i,0.0036937-0.0019581i,0.0024779-0.0025625i,0.00088178-0.0027407i,0.0004892-0.0032935i,0.00030973-0.0030286i
