0.00057662-0.00011521i,0.00040074+9.713e-05i,0.00048349-9.7413e-05i,0.00020086-0.0014716i,-0.0012417-0.0012563i,-0.0026978-4.1704e-05i,-0.0013479+0.00023881i,9.3507e-05+0.00063685i,0.00054341+0.00022636i,0.0014162-0.00085871i,0.0013652-0.0011004i,0.0007492-0.00087759i,0.00060434-0.00045052i,-1.3418e-05-0.00025164i,-0.00021922-0.00044877i,-5.569e-05-0.00052817i,-0.0003324-0.00042153i,0.0001346+0.00025786i,0.00012081+0.00034386i,-0.00061793+0.00021616i,-0.00036777+0.00016384i,-9.5449e-05+0.00013343i,0.0004164+7.6514e-05i
0.11786-0.024915i,0.21708-0.090317i,0.23123-0.17462i,0.12309-0.22637i,0.015337-0.23653i,-0.01307-0.22984i,-0.0027387-0.17967i,0.014773-0.097574i,0.019436-0.042082i,0.016569-0.017523i,0.024826-0.013592i,0.019576-0.017972i,-0.0055999-0.0023375i,-0.014188+0.031409i,0.007822+0.058271i,0.037641+0.062235i,0.048831+0.049349i,0.034899+0.033147i,0.016004+0.020812i,0.009817+0.0096756i,0.0085442-0.0058688i,0.00095895-0.018686i,-0.0088871-0.023388i
-0.11076+0.0047958i,-0.21289+0.039951i,-0.23398+0.099591i,-0.15486+0.14773i,-0.10081+0.16449i,-0.090023+0.17054i,-0.050673+0.13468i,-0.013434+0.059733i,-0.0015634+0.012108i,-0.00083832-0.0056806i,-0.015722-0.013389i,-0.026916-0.0028361i,-0.010103+0.0068181i,0.012813-0.010142i,0.01586-0.040953i,0.0059686-0.058157i,0.0016764-0.053893i,0.0086053-0.034981i,0.018183-0.018681i,0.016782-0.014704i,0.0065224-0.0089159i,0.00069323+0.0031578i,-0.00036615+0.010004i
0.11915-0.0018845i,0.2303-0.025311i,0.26062-0.079358i,0.17542-0.11594i,0.10573-0.10298i,0.09209-0.085105i,0.058482-0.061907i,0.013345-0.017732i,-0.0015384+0.011379i,0.0034996+0.023279i,0.0167+0.032799i,0.023417+0.023349i,0.0067127+0.0046132i,-0.020655+0.005194i,-0.039207+0.026359i,-0.042454+0.047057i,-0.033879+0.04824i,-0.021523+0.027282i,-0.015946+0.00209i,-0.019266-0.0071429i,-0.015526-0.0050193i,-0.002769-0.0044104i,0.0055632-0.0053722i
-0.11783-0.010006i,-0.23639-0.0018788i,-0.27685+0.039391i,-0.19368+0.059183i,-0.11527+0.02379i,-0.1005+0.0088134i,-0.070706+0.026983i,-0.019177+0.01926i,0.00089365-0.00015833i,0.0012181-0.011471i,-0.003367-0.021153i,-0.0096588-0.017646i,-0.001247-0.0027368i,0.023646+0.0079325i,0.05215+0.0049753i,0.065874-0.007209i,0.056971-0.01211i,0.03287-0.0034539i,0.0087539+0.010277i,-0.0026128+0.018423i,-0.0056623+0.016237i,-0.010452+0.0098807i,-0.014421+0.0070444i
0.10471+0.024835i,0.2178+0.029188i,0.24595-0.0096599i,0.14329-0.030199i,0.060289+0.021873i,0.070737+0.044926i,0.069611-0.0021008i,0.0261-0.023422i,0.0034902-0.0093154i,-0.0057951-0.0017318i,-0.016017+0.011519i,-0.0079027+0.023361i,0.0027389+0.011332i,-0.0062984-0.012703i,-0.028469-0.030536i,-0.044502-0.036275i,-0.044973-0.033013i,-0.030673-0.025676i,-0.012123-0.016614i,-0.0024184-0.0085763i,-0.00062227-0.00082524i,-0.00022391+0.0085554i,0.0013759+0.014869i
-0.10687-0.042379i,-0.21716-0.055645i,-0.24277-0.0096601i,-0.12163+0.047403i,0.0010585+0.020807i,0.009547-0.035141i,-0.016239-0.030009i,0.0048952-0.013442i,0.029008-0.02907i,0.03091-0.037375i,0.031541-0.034835i,0.021585-0.035078i,0.0016525-0.02316i,-0.011415+0.0013457i,-0.013314+0.028279i,-0.0069198+0.047288i,-0.0040742+0.048999i,-0.0075512+0.037938i,-0.0085327+0.024273i,-0.0024019+0.015214i,0.0076739+0.0091003i,0.01727+0.00035437i,0.02188-0.0082653i
0.098089+0.06258i,0.21256+0.09395i,0.25579+0.051543i,0.1419-0.05421i,-0.017672-0.096183i,-0.065365-0.044306i,-0.028996-0.015624i,-0.02603-0.032145i,-0.045311-0.028669i,-0.040645-0.013295i,-0.033352-0.011226i,-0.033055-0.012686i,-0.02675-0.011823i,-0.012118-0.011883i,0.0072739-0.018553i,0.022027-0.026918i,0.029028-0.025726i,0.031707-0.014546i,0.030556-0.004968i,0.026623-0.0077299i,0.018281-0.017902i,0.0026571-0.023502i,-0.011779-0.022226i
-0.082054-0.066379i,-0.18893-0.11603i,-0.25478-0.083443i,-0.18819+0.052117i,-0.046247+0.14517i,0.019239+0.1015i,-0.011047+0.042463i,-0.028891+0.042778i,-0.011728+0.042937i,-0.00055837+0.030361i,0.0066233+0.029727i,0.01684+0.030246i,0.017634+0.021746i,0.005296+0.0099719i,-0.014121+0.0032125i,-0.030759+0.002393i,-0.034528-8.2727e-05i,-0.025758-0.0080045i,-0.016369-0.017617i,-0.014669-0.018174i,-0.015329-0.0049657i,-0.0099048+0.011919i,-0.0029951+0.018402i
0.07554+0.072786i,0.17472+0.13468i,0.26354+0.11428i,0.2611-0.030181i,0.16039-0.14871i,0.064197-0.10279i,0.046778-0.0069734i,0.044416+0.010721i,0.01222-0.0035607i,-0.011268-0.005864i,-0.015884-0.011894i,-0.016028-0.012918i,-0.0092202-0.0024405i,0.0022072+0.01161i,0.016864+0.024776i,0.028506+0.033268i,0.028061+0.035391i,0.016187+0.029966i,-0.0010315+0.020576i,-0.012154+0.013896i,-0.009465+0.0068774i,-0.00072771-0.0044412i,0.0029343-0.011785i
-0.057759-0.085992i,-0.14285-0.1699i,-0.24818-0.18744i,-0.31006-0.063747i,-0.25562+0.085473i,-0.11863+0.095747i,-0.022923+0.024016i,0.010262+0.0042548i,0.032005+0.021613i,0.034913+0.019599i,0.010613+0.01836i,-0.0096571+0.026656i,-0.011043+0.024943i,-0.0037931+0.00958i,0.00015368-0.013599i,0.00041777-0.033298i,0.0028847-0.040431i,0.0044799-0.030794i,0.0051895-0.0092439i,0.0044747+0.0073721i,-0.0039415+0.012776i,-0.015804+0.015937i,-0.018993+0.019341i
0.042708+0.090992i,0.10286+0.19571i,0.19459+0.25695i,0.28668+0.1818i,0.28365+0.031669i,0.16163-0.051571i,0.04293-0.046695i,0.014904-0.038305i,0.022757-0.054801i,0.020369-0.052231i,0.026243-0.037943i,0.034154-0.037304i,0.02459-0.038041i,0.0032756-0.027206i,-0.015859-0.0052331i,-0.028126+0.014013i,-0.032902+0.020538i,-0.026885+0.016862i,-0.011546+0.0073443i,0.0051902-0.0013113i,0.017582-0.0035554i,0.025854-0.0017813i,0.028052-0.00089976i
-0.026195-0.095861i,-0.059569-0.21247i,-0.12317-0.3121i,-0.21589-0.30511i,-0.25787-0.19863i,-0.18055-0.08223i,-0.072353-0.036469i,-0.044113-0.034616i,-0.054122-0.016502i,-0.041745-8.7965e-05i,-0.030376-0.0021095i,-0.028036-0.0075009i,-0.02113-0.0089528i,-0.0063184-0.0056084i,0.013937-0.0024329i,0.030129-0.001595i,0.036345+0.0020999i,0.030324+0.0038365i,0.014628-7.9942e-05i,-8.615e-05-0.0033225i,-0.0075346-0.0072782i,-0.0097458-0.014894i,-0.01183-0.01888i
0.0026343+0.093627i,0.0048529+0.21159i,0.01921+0.32955i,0.072921+0.37369i,0.12769+0.31228i,0.10538+0.17146i,0.028795+0.060612i,-0.0073062+0.025545i,2.0508e-05+0.0042192i,0.0018497-0.010559i,0.005212+0.0024058i,0.013747+0.021096i,0.012901+0.027361i,0.0039692+0.019759i,-0.009461+0.0059641i,-0.021567-0.0060006i,-0.026379-0.013906i,-0.020479-0.013752i,-0.0069087-0.0072029i,0.0049643-0.00059442i,0.0089305+0.005122i,0.0066261+0.0082222i,0.0047976+0.0057926i
0.014439-0.077868i,0.049075-0.18637i,0.094236-0.29145i,0.094987-0.34214i,0.035003-0.30132i,-0.013647-0.15067i,0.00023962-0.004579i,0.016664+0.033469i,-0.00084135+0.024353i,-0.013232+0.017671i,-0.018179-0.00015035i,-0.025563-0.015257i,-0.025361-0.01361i,-0.01973-0.0022281i,-0.011173+0.011965i,-0.0030769+0.024705i,0.00085793+0.030998i,0.002766+0.025168i,-0.0006766+0.0082738i,-0.0096336-0.0083336i,-0.014704-0.01483i,-0.012759-0.01137i,-0.010174-0.0051654i
-0.030734+0.070414i,-0.089343+0.15444i,-0.17391+0.22145i,-0.22138+0.24712i,-0.16892+0.22579i,-0.057284+0.1291i,0.006024+0.022421i,0.018884-0.00021919i,0.034644+0.020076i,0.036546+0.019631i,0.01698+0.017877i,0.0021034+0.022523i,-0.0034335+0.017016i,-0.0037469+0.0052687i,0.0011744-0.0070472i,0.0099816-0.016466i,0.016812-0.020534i,0.012574-0.016916i,0.0001458-0.0017955i,-0.0074014+0.01619i,-0.0066023+0.025182i,-0.0027743+0.023033i,0.0010826+0.018439i
0.03988-0.061208i,0.10919-0.1183i,0.20694-0.13861i,0.27851-0.12134i,0.24874-0.11073i,0.12666-0.088426i,0.025424-0.044294i,-0.0010918-0.029299i,-0.0068251-0.0414i,-0.013514-0.036861i,-0.0021938-0.027719i,0.015679-0.024971i,0.025244-0.020584i,0.02363-0.013758i,0.012537-0.0067021i,-0.00096824-0.0043126i,-0.01079-0.0025155i,-0.0087453+0.0026918i,0.0061072+0.0042818i,0.019854-0.0027781i,0.023092-0.011583i,0.016514-0.014241i,0.0072781-0.010961i
-0.04464+0.045265i,-0.11776+0.072551i,-0.20419+0.041347i,-0.25989-0.030809i,-0.23567-0.052035i,-0.1271-0.02344i,-0.026131-0.022377i,-0.0071902-0.034562i,-0.017169-0.022186i,-0.010132-0.0068049i,-0.0073109+0.0034817i,-0.012419+0.0081986i,-0.0146+0.0061167i,-0.011596+0.0068807i,-0.0037762+0.010215i,0.0033111+0.0131i,0.0069984+0.013597i,0.0073984+0.006101i,0.00077086-0.0063761i,-0.011631-0.011666i,-0.020207-0.0061871i,-0.015518+0.0013643i,-0.0045661+0.0043563i
0.050435-0.032076i,0.11293-0.037043i,0.15787+0.026287i,0.15757+0.13316i,0.11954+0.16292i,0.047117+0.090405i,-0.020501+0.033193i,-0.024095+0.022908i,0.0025258+0.0031543i,0.010314-0.015902i,0.012531-0.015106i,0.012005-0.0071786i,0.0043021+0.0018862i,0.00011924+0.0069333i,-0.0003604+0.0045533i,-0.00025405-0.0020955i,-0.002748-0.0070491i,-0.007317-0.003121i,-0.0066446+0.0088394i,0.0019076+0.018823i,0.013575+0.017266i,0.016982+0.0044231i,0.011793-0.0072771i
-0.055114+0.017513i,-0.10507+0.0108i,-0.10568-0.055325i,-0.045634-0.1574i,-0.0034683-0.17769i,0.0069378-0.080287i,0.025423+0.0088395i,0.026424+0.023037i,0.0031139+0.021462i,-0.010166+0.024612i,-0.015835+0.016453i,-0.01728+0.0051871i,-0.012188-0.0051036i,-0.01193-0.013894i,-0.016612-0.013387i,-0.019374-0.0040707i,-0.015074+0.004556i,-0.0027793+0.0043215i,0.0088803-0.005546i,0.010728-0.018821i,0.00096199-0.023948i,-0.010498-0.01592i,-0.014268-0.0062369i
0.052736-0.0022121i,0.092006+0.009065i,0.057613+0.052879i,-0.050383+0.1145i,-0.097933+0.12563i,-0.052716+0.05964i,-0.019717-0.0048686i,-0.013963-0.0070896i,0.0020869+0.0092634i,0.012273+0.0066483i,0.011482+0.0017628i,0.0092389+0.002243i,0.0048041+0.0046822i,0.0019946+0.0088177i,0.0059712+0.01228i,0.013769+0.012201i,0.01587+0.0064245i,0.0056432-0.002936i,-0.011463-0.0052809i,-0.023182+0.0046668i,-0.020846+0.016624i,-0.0079619+0.018996i,0.00081155+0.015173i
-0.047877-0.0085629i,-0.081485-0.018385i,-0.034044-0.025182i,0.098664-0.025186i,0.16096-0.017781i,0.09879-0.0007144i,0.03685+0.013836i,0.021297-0.0028214i,0.0033163-0.029242i,-0.018197-0.030125i,-0.02507-0.018662i,-0.019749-0.0062868i,-0.00754+0.0012383i,0.0022842-0.0011293i,0.0050868-0.0079127i,0.0017478-0.0146i,-0.0024102-0.013657i,-0.00051206-0.00074264i,0.0092444+0.012667i,0.021551+0.012941i,0.024613+0.0017926i,0.016359-0.0070638i,0.010317-0.0081784i
0.045578+0.015652i,0.07637+0.023017i,0.0369-0.0077191i,-0.082342-0.077348i,-0.14537-0.11238i,-0.0888-0.086335i,-0.024621-0.060728i,-0.015956-0.041478i,-0.010119-0.01455i,0.0091726-0.00040656i,0.018442+0.0037667i,0.016588+0.0027914i,0.0075029-0.00079734i,-0.003067+0.0031804i,-0.0073582+0.01258i,-0.0069425+0.018516i,-0.0040476+0.016428i,0.0011707+0.0057767i,0.0026815-0.0097209i,-0.0049453-0.019013i,-0.014606-0.015035i,-0.014557-0.0056956i,-0.010468-0.0023778i
-0.041471-0.023068i,-0.076321-0.036134i,-0.0732+0.014571i,-0.0076075+0.12996i,0.041812+0.1814i,0.018946+0.11646i,-0.01446+0.056557i,-0.0030147+0.038852i,0.015393+0.014024i,0.010056-0.011141i,-0.00016009-0.021854i,-0.0064112-0.020073i,-0.007026-0.010575i,0.0010918-0.004325i,0.0095759-0.0054177i,0.01051-0.0074312i,0.0053551-0.0055717i,-0.0040815+0.001295i,-0.012455+0.011081i,-0.0096913+0.020224i,0.0021316+0.0217i,0.0091661+0.013828i,0.0073907+0.0076325i
0.027266+0.034469i,0.070718+0.060491i,0.11158+0.015738i,0.11381-0.11571i,0.080299-0.18235i,0.052965-0.11132i,0.041338-0.041792i,0.01574-0.02702i,-0.012835-0.0064689i,-0.017277+0.02022i,-0.0081963+0.029769i,0.002612+0.02638i,0.0061424+0.015433i,-0.001419+0.0044706i,-0.010785+0.00052035i,-0.015262+0.00062117i,-0.010692+0.000872i,0.0028504+0.00032231i,0.016285-0.0030541i,0.019521-0.012052i,0.012549-0.020365i,0.0050146-0.019679i,0.0024546-0.016689i
-0.022752-0.046334i,-0.068288-0.090299i,-0.14665-0.069972i,-0.2119+0.051047i,-0.19252+0.13438i,-0.11457+0.093607i,-0.061257+0.038129i,-0.029215+0.026695i,-1.2946e-05+0.013009i,0.0097827-0.0097813i,0.0062109-0.018796i,-0.00072854-0.018316i,-0.0065488-0.01315i,-0.0044006-0.004308i,0.0024305+0.0022625i,0.0068296+0.0053121i,0.0054255+0.0030242i,-0.0018783-0.004574i,-0.012688-0.010778i,-0.020429-0.0070187i,-0.020607+0.0034682i,-0.016402+0.0081934i,-0.013243+0.0081886i
0.011811+0.055532i,0.047026+0.12011i,0.1419+0.14292i,0.2508+0.064618i,0.25237-0.019887i,0.1538-0.022466i,0.079459-0.0039317i,0.0453-0.016509i,0.012815-0.025587i,-0.010514-0.012404i,-0.020034+0.0038662i,-0.02037+0.012346i,-0.014458+0.010727i,-0.0099104+0.0035744i,-0.007269-0.0018543i,-0.0023931-0.0032906i,0.0017916+0.00040003i,0.0035424+0.0099194i,0.0063907+0.019275i,0.012711+0.019205i,0.01725+0.011319i,0.016677+0.0059061i,0.015912+0.0054135i
0.0079915-0.05342i,-0.00526-0.14291i,-0.086344-0.21992i,-0.21283-0.20323i,-0.2406-0.1298i,-0.14945-0.077703i,-0.076275-0.048903i,-0.049755-0.013763i,-0.015502+0.010851i,0.017412+0.0053584i,0.027388-0.0079721i,0.02407-0.014066i,0.016283-0.012098i,0.0087677-0.0038317i,0.0041379+0.002301i,-6.864e-05+0.0019159i,-0.0019765-0.0025179i,0.00021913-0.0087171i,0.0018807-0.016475i,-0.0016849-0.019856i,-0.008017-0.015403i,-0.009603-0.010728i,-0.0084516-0.011368i
-0.022528+0.05424i,-0.040176+0.15627i,0.0023881+0.27167i,0.11189+0.30534i,0.1592+0.23511i,0.10113+0.13318i,0.050644+0.068442i,0.038835+0.028407i,0.016451-0.0027279i,-0.011854-0.013913i,-0.021958-0.011187i,-0.019105-0.0039763i,-0.012724+0.00059606i,-0.0071983+0.0010183i,-0.0039934+0.0025424i,-0.0017887+0.0072753i,-0.0028951+0.011176i,-0.0091315+0.01201i,-0.014418+0.013459i,-0.011361+0.01531i,-0.0046307+0.015738i,-0.0016408+0.014729i,-0.0030799+0.013675i
0.040184-0.054792i,0.089508-0.15677i,0.0959-0.29017i,0.018402-0.35674i,-0.047305-0.29415i,-0.035117-0.16691i,-0.013329-0.086491i,-0.017511-0.049056i,-0.015147-0.015916i,-0.0021236+0.0060163i,0.0075577+0.013306i,0.01294+0.013105i,0.012073+0.0092603i,0.0085122+0.0067594i,0.0074185+0.0040434i,0.0085314-0.0025969i,0.010734-0.0062302i,0.014297-0.0043737i,0.018818-0.004009i,0.01727-0.0081174i,0.012247-0.011216i,0.01094-0.010483i,0.011685-0.0093293i
-0.056189+0.043358i,-0.14152+0.1303i,-0.20813+0.25364i,-0.17634+0.33495i,-0.095256+0.29324i,-0.050059+0.1716i,-0.027123+0.088193i,-0.00027744+0.046615i,0.011304+0.008097i,0.0016862-0.015225i,-0.0094966-0.017156i,-0.012802-0.012313i,-0.010319-0.0090725i,-0.008404-0.0086311i,-0.011204-0.0081023i,-0.016409-0.0020718i,-0.017555+0.0022126i,-0.015212-0.0013814i,-0.014774-0.003729i,-0.015599-0.00021304i,-0.014278+0.0031216i,-0.012406+0.0020502i,-0.011207-0.0008971i
0.065603-0.028738i,0.17977-0.085831i,0.29557-0.17652i,0.30376-0.24716i,0.21112-0.22096i,0.11889-0.1254i,0.062098-0.064402i,0.021302-0.038374i,-0.00098625-0.0094475i,-0.0016966+0.011492i,0.0016358+0.015524i,-0.00022906+0.011148i,-0.0032861+0.0065707i,-0.0032566+0.0067251i,0.0026984+0.0090765i,0.012659+0.0090765i,0.017413+0.0085179i,0.015679+0.010483i,0.015507+0.012221i,0.017359+0.011134i,0.015668+0.0075608i,0.011029+0.006175i,0.007528+0.007333i
-0.074197+0.012775i,-0.20283+0.032582i,-0.34802+0.072516i,-0.37986+0.11887i,-0.27596+0.11309i,-0.15273+0.059227i,-0.081079+0.031371i,-0.03907+0.02731i,-0.0076102+0.012449i,0.0077489-0.0066107i,0.0096979-0.014964i,0.0069946-0.014091i,0.0044889-0.010145i,0.0029452-0.0090374i,-0.0019302-0.011841i,-0.0090076-0.013501i,-0.010533-0.013582i,-0.0069954-0.015063i,-0.0064552-0.01768i,-0.0080574-0.018189i,-0.0077068-0.015055i,-0.0053022-0.011883i,-0.001672-0.010375i
0.076668+0.010592i,0.2083+0.029922i,0.35691+0.043637i,0.393+0.024953i,0.28744+0.0051608i,0.15732+0.0071156i,0.082226+0.0015642i,0.039486-0.010034i,0.0066922-0.009554i,-0.0095187-0.0022783i,-0.009364+0.003352i,-0.0040917+0.0063146i,-0.0018106+0.0054922i,-0.0036772+0.0068592i,-0.0046169+0.015817i,-0.00075333+0.024338i,0.00042376+0.024423i,-0.0035073+0.019227i,-0.006097+0.01685i,-0.0050382+0.017049i,-0.0030374+0.014794i,-0.0026369+0.010243i,-0.004805+0.0062358i
-0.070775-0.028997i,-0.18859-0.088091i,-0.31766-0.15291i,-0.34504-0.16078i,-0.24912-0.11905i,-0.1337-0.07625i,-0.066203-0.042714i,-0.026824-0.019384i,0.00099707-0.010789i,0.0086585-0.010739i,0.0035796-0.0080508i,0.00040935-0.0013388i,0.0016396+0.0033619i,0.0066801+0.0020935i,0.012371-0.0059906i,0.012367-0.015074i,0.0086093-0.016583i,0.0065421-0.011978i,0.0068084-0.0099928i,0.0063276-0.012054i,0.0051554-0.010768i,0.0043208-0.0057155i,0.0037422-0.00070455i
0.060372+0.045563i,0.15237+0.1328i,0.24291+0.23229i,0.24765+0.25237i,0.16539+0.18859i,0.081901+0.1129i,0.042478+0.058149i,0.021103+0.021392i,0.0015042+0.0014213i,-0.0095753-0.0026029i,-0.011322-0.0010865i,-0.0094858-0.0018714i,-0.0090039-0.0037644i,-0.012275-0.0033582i,-0.017508+0.0010959i,-0.019191+0.0066719i,-0.015451+0.0073125i,-0.011372+0.0050259i,-0.010901+0.0071603i,-0.01266+0.011221i,-0.011498+0.0095996i,-0.0073998+0.0047893i,-0.0033408-3.2106e-06i
-0.047849-0.055778i,-0.10836-0.16219i,-0.15383-0.27838i,-0.13317-0.29757i,-0.069358-0.21296i,-0.022331-0.11856i,-0.009975-0.060642i,-0.0079385-0.024986i,-0.0012384-0.0020048i,0.0065369+0.0043759i,0.0084751-0.00060337i,0.0042539-0.0050452i,0.00043746-0.0037924i,0.002561-0.00012072i,0.010382+0.0009932i,0.016556-0.0004544i,0.016342+0.00037627i,0.014142+0.0035154i,0.016095+0.0032934i,0.019981+0.0010308i,0.018015+0.00023486i,0.011375-0.00071996i,0.0040155-0.0015901i
0.028639+0.063661i,0.057758+0.17491i,0.060048+0.28781i,0.020475+0.29352i,-0.020315+0.19894i,-0.03232+0.10572i,-0.024146+0.053242i,-0.015516+0.021475i,-0.010951+0.0016375i,-0.007349-0.0028013i,-0.0033639+0.0015533i,0.0018454+0.0043485i,0.00343+0.0018664i,-0.0012213-0.0040478i,-0.0099139-0.0086641i,-0.015297-0.007393i,-0.012919-0.0043482i,-0.0067698-0.0055248i,-0.0065001-0.0096016i,-0.011541-0.01255i,-0.011233-0.011073i,-0.0068591-0.0060517i,-0.0031337-0.001268i
-0.018257-0.065956i,-0.016206-0.17068i,0.018091-0.26444i,0.066147-0.2485i,0.081312-0.14957i,0.065007-0.070052i,0.041282-0.03215i,0.024323-0.01057i,0.014777+0.0010721i,0.010485+0.0025574i,0.0082175+0.00090382i,0.0047086+0.0021376i,0.0016158+0.0045278i,8.2162e-05+0.0097156i,0.0026754+0.017463i,0.0064837+0.019077i,0.0040239+0.013729i,-0.0015267+0.0092905i,-0.001632+0.010013i,0.0026236+0.013168i,0.0046604+0.012444i,0.0038451+0.0073581i,0.0016081+0.002069i
-0.00065093+0.063126i,-0.02546+0.15395i,-0.080943+0.21988i,-0.12561+0.18127i,-0.11611+0.085533i,-0.078509+0.024839i,-0.042946+0.0027171i,-0.017831-0.0091i,-0.0039703-0.013407i,-0.0037793-0.012488i,-0.010695-0.0088544i,-0.011808-0.0037015i,-0.0072834-0.0018866i,-0.0020705-0.0044044i,0.0015731-0.009651i,0.0025693-0.012844i,0.0024133-0.010053i,0.002962-0.0060844i,0.0028792-0.0075291i,0.0018996-0.012659i,0.001875-0.013073i,0.00012056-0.0088456i,-0.0021049-0.0038997i
0.015077-0.057718i,0.054177-0.13138i,0.11686-0.16827i,0.1443-0.11183i,0.11112-0.02603i,0.066424+0.012104i,0.034713+0.015689i,0.013162+0.012434i,0.0020053+0.0049088i,0.00040599-0.00032708i,0.0016464-0.001717i,0.00024156-0.0028801i,-0.0023367-0.0025821i,-0.0048613-0.00016905i,-0.0079611+0.004009i,-0.0085233+0.0070162i,-0.0065416+0.0057881i,-0.0062919+0.0034175i,-0.0088231+0.0052561i,-0.010855+0.0090095i,-0.0097376+0.0089852i,-0.0064807+0.006485i,-0.0024755+0.0035142i
-0.020523+0.049568i,-0.067866+0.10036i,-0.12371+0.10992i,-0.13035+0.041809i,-0.084496-0.028715i,-0.042891-0.042993i,-0.019238-0.03379i,-0.0069386-0.025318i,-0.0039579-0.015843i,-0.0041379-0.010272i,-0.0041056-0.008034i,-0.0020605-0.005854i,0.00025372-0.0026206i,0.0032857-0.0021094i,0.00816-0.0054134i,0.0090507-0.0050412i,0.0064587+0.00046426i,0.0073154+0.0044537i,0.011875+0.0036734i,0.015341+0.0012362i,0.014373+0.00070583i,0.010372-0.0004174i,0.0047606-0.0026026i
0.024693-0.036604i,0.073498-0.070118i,0.11636-0.06006i,0.0985+0.0056854i,0.044342+0.056521i,0.012586+0.056571i,-0.00092132+0.039432i,-0.0063825+0.025648i,-0.0035032+0.014308i,0.0014605+0.011259i,0.0050342+0.012664i,0.0050614+0.010974i,0.0016751+0.0067073i,-0.0039947+0.002584i,-0.010131+0.0012214i,-0.011245+0.00072167i,-0.0069644-0.0013069i,-0.0024865-0.0044242i,-0.0039619-0.0069722i,-0.0088912-0.0083503i,-0.010184-0.0076782i,-0.0079749-0.0054801i,-0.0052872-0.0039165i
-0.02879+0.026435i,-0.071846+0.04705i,-0.096689+0.030316i,-0.058519-0.025457i,-0.0025869-0.057961i,0.019028-0.049266i,0.022204-0.030728i,0.019472-0.016791i,0.010814-0.0075262i,0.0036621-0.0055436i,0.00064519-0.0064886i,0.00048565-0.0045715i,0.0020403-0.0014777i,0.0030961+0.0030382i,0.0052398+0.0088569i,0.0072086+0.010965i,0.0046859+0.0082065i,0.0012375+0.0058929i,0.0013833+0.0075269i,0.0028419+0.0099684i,0.0019547+0.010285i,0.00091226+0.0086777i,0.00038658+0.005623i
0.031535-0.023573i,0.064371-0.035556i,0.069627-0.018124i,0.014435+0.022057i,-0.040206+0.040192i,-0.048277+0.031246i,-0.037767+0.017567i,-0.0227+0.0080197i,-0.0061513+0.0012101i,-0.00072592-0.00030516i,-0.0042067+0.00129i,-0.0070618+0.0012058i,-0.0058104+0.00027295i,-0.0027859-0.0021306i,-0.0028975-0.0050694i,-0.0029778-0.0056098i,-0.00078692-0.0032439i,0.00057239-0.0023085i,6.1739e-05-0.0050815i,0.00041235-0.0080903i,0.0038431-0.0083244i,0.0070193-0.0075357i,0.0054485-0.0061338i
-0.027324+0.015765i,-0.0544+0.021025i,-0.046955+0.0090075i,0.014154-0.010288i,0.059676-0.013521i,0.057336-0.008121i,0.042211-0.0053285i,0.025744-0.0085474i,0.0096315-0.013604i,0.0033331-0.015877i,0.0035599-0.01505i,0.0025759-0.010716i,-4.6599e-05-0.0051594i,-0.0015726-0.001509i,-0.00055985+0.002169i,-0.00089965+0.0037765i,-0.0023225+0.0016553i,-0.0023932+0.0011685i,-0.0032024+0.0040291i,-0.0050309+0.0062701i,-0.0062866+0.0045869i,-0.0072225+0.0015536i,-0.0064453+0.00018467i
0.023613-0.0099969i,0.046074-0.014924i,0.031284-0.014637i,-0.029568-0.016046i,-0.066482-0.020512i,-0.056785-0.020576i,-0.038264-0.018468i,-0.02348-0.010519i,-0.01156-0.0010456i,-0.0067031+0.0034257i,-0.0068971+0.0050471i,-0.0065361+0.0032466i,-0.0050452-0.0010197i,-0.002714-0.0039415i,-0.0014768-0.0059451i,-0.0017957-0.0063672i,-0.0019492-0.0026931i,-0.00029612+0.00027726i,0.0033103-0.0004489i,0.0057467-0.00079864i,0.0061083+0.0021335i,0.0067816+0.0054951i,0.0061246+0.0060549i
-0.021441+0.002552i,-0.041895+0.010395i,-0.027705+0.02322i,0.024349+0.043319i,0.052828+0.052565i,0.044498+0.045228i,0.031288+0.033816i,0.018664+0.017965i,0.0074587+0.0029879i,0.0039202-0.0019288i,0.0065295+0.00074364i,0.0081713+0.0046128i,0.0068164+0.0045485i,0.002632+0.0032066i,-0.0018806+0.0049873i,-0.0030307+0.0057435i,-0.00093473+0.0038911i,0.00048506+0.0031915i,-0.00076536+0.0022536i,-0.0033044-0.00054929i,-0.0036422-0.0040581i,-0.0023923-0.0074298i,-0.0017877-0.0086807i
0.018841-0.0045538i,0.035551-0.014344i,0.024919-0.03873i,-0.015255-0.070483i,-0.036227-0.078567i,-0.027371-0.059578i,-0.016182-0.038138i,-0.011478-0.016943i,-0.0080792-0.000404i,-0.0072973+0.0032232i,-0.0083408+1.528e-05i,-0.0064334-0.0018576i,-0.0028968-0.00029469i,-0.00037031+0.001371i,0.0012122+0.0012017i,0.0008786+0.0013903i,-8.4095e-05+0.0012418i,-6.8563e-05+0.00056412i,0.00067513+0.00011794i,0.00047086+0.00026102i,-0.0015708+0.0017297i,-0.0039555+0.0043088i,-0.0059463+0.0062491i
