-0.0042654+0.0016316i,-0.0032681+0.0025789i,-0.0039664+0.0033489i,-0.0033156+0.0033386i,-0.001421+0.002955i,-0.00016701+0.0016023i,-0.0010194+0.00033995i,-0.0017304+0.00051921i,-0.00083108+0.00015656i,-8.3229e-05+7.5276e-05i,-0.00026345+0.00024842i,-0.00031366+0.00051964i,0.0003245+0.00070377i,0.0010618+0.00060673i,0.0011299+5.0305e-05i,0.00072115-0.00024414i,0.0005034+0.00066732i,0.00020396+0.00055692i,0.00030688-0.00030528i,0.00027528+0.00021312i,0.00026183+0.00091095i,0.00034728+0.00013857i,-3.0385e-05-0.00062903i
0.0010452-0.0024989i,7.1651e-05-0.0017509i,-0.0010914-0.0016456i,-0.0013556-0.00086421i,-0.00066312-0.00030565i,0.00016975-0.0010914i,0.00030033-0.0022272i,0.00033286-0.002458i,0.00017482-0.0020048i,-0.00043906-0.00090036i,-0.0007919+2.921e-05i,-0.00052822+6.4621e-05i,-0.00039467-0.00044325i,-0.00048655+0.00021508i,-0.00037424+0.0015266i,-0.00055427+0.00091558i,-0.00070158-0.00062514i,-0.00027151-0.001182i,-0.0002914-0.00091641i,-0.00036834-0.00092437i,-0.00010978-0.00069751i,0.00026604+8.7463e-06i,0.00036341+0.00072508i
5.0957e-05-0.0015965i,-0.00044459-0.0021017i,-0.00093044-0.0027748i,-0.0020106-0.00096166i,-0.0023257+0.00048435i,-0.001039+0.00068714i,-0.00017189-0.00075189i,-0.00030486-0.0021664i,-0.00019955-0.0017117i,-0.00034896-0.0009377i,-0.00074426-0.001391i,-0.00073115-0.00093489i,-0.0003998-1.532e-05i,-0.00013714-0.00017413i,7.8392e-05-0.00046117i,-0.00012768+0.00023582i,2.1965e-05+0.0018278i,0.00010876+0.0016899i,0.0004613+0.00060415i,0.00050121-0.00025286i,8.9863e-05-0.00038901i,-9.5488e-05+0.00023669i,-0.00059422+0.00064785i
-0.00037075+0.0014641i,-0.00048506+0.0014026i,8.7566e-05+0.00058665i,0.00055725+0.0016949i,0.00033276+0.0015199i,8.8017e-05+0.0006168i,-0.00026228-0.00064319i,-0.0003386-0.0017075i,-5.2723e-06-0.0018013i,-0.00049552-0.0018686i,-0.00063341-0.00048686i,-0.00026216+0.00088879i,-0.0001953+0.00092576i,-0.00027515+0.00019803i,0.00018719-0.00084003i,0.00084653-0.00081658i,0.00034284-0.0003963i,-6.2553e-05-0.00017309i,0.00035966-9.1938e-05i,1.9225e-08-0.00042587i,-0.00026605-0.00046138i,2.251e-05+3.586e-06i,0.00013743+0.00030775i
0.00049367+0.0012862i,0.00056919+0.0012061i,0.0010769+0.0016504i,0.0010391+0.002165i,0.00033952+0.0021443i,0.00084924+0.00039947i,0.00079285-0.00165i,-0.00061804-0.0018217i,-0.0015777-0.0012329i,-0.0017227-0.0014317i,-0.00079182-0.0013801i,0.00046235+0.00028053i,0.00054834+0.00089488i,0.00013242+0.00012674i,7.8548e-05+0.00011551i,0.0002491-0.0007687i,2.8654e-05-0.0013825i,-0.00045105-0.00033268i,-7.3211e-06-6.7565e-05i,0.00042357-0.00060093i,-0.00013932-0.00062627i,-0.00015974-0.00012863i,-0.00046884+0.00026466i
-0.00015496-0.0010121i,-0.00038273-0.0014058i,-0.00098779-0.00069335i,-0.0016731+0.0016221i,-0.0012767+0.0027618i,-0.00023617+0.00033273i,-0.00010419-0.002302i,-6.5549e-05-0.0017977i,-0.00043622-0.0010791i,-0.0011224-0.00071394i,-0.0015846+0.00028134i,-0.00089479+0.0010218i,0.00018119+0.00085223i,0.00021541+0.00022416i,-0.00033898-0.00034911i,-0.00059405-2.2918e-05i,-0.00028544+9.5773e-06i,-0.00018961-0.00045045i,-0.00051336-0.00012361i,-9.556e-05+0.00040166i,0.00045029+3.0469e-05i,0.00028358-0.00030324i,0.00047901+6.1753e-05i
-0.0010116-0.00050249i,-0.0011606+0.00072826i,-0.001594+0.0016749i,-0.0016886+0.0031283i,-0.0012674+0.0032768i,-0.00035605+0.0012417i,-0.00046062-0.00092978i,-0.00084866-0.00056884i,-0.00070876+0.00047754i,-0.0010244+0.00023522i,-0.0014152-0.00094956i,-0.00098426-0.0014063i,-4.4e-05-0.0012789i,0.00040198-0.0010362i,0.00049986-0.00063208i,0.00080989-0.00077156i,1.9303e-05-0.00077942i,-0.00039909+0.00010824i,0.00014058+0.00071921i,0.00015717+0.0010287i,0.00027869+0.00099942i,0.00014597+0.00076608i,-0.00014235+8.8188e-05i
-0.0012298+0.0012083i,-0.0010194+0.0016984i,-0.00087695+0.0024085i,-0.00049174+0.0023959i,0.00031921+0.0016318i,0.00079415+0.00025899i,0.00035565-0.0016516i,-0.00097352-0.0013641i,-0.0015794+0.00029477i,-0.0014414+0.00026713i,-0.00096896-0.00038448i,-0.00057753-0.00091131i,-0.00017935-0.00070343i,-0.00040503+0.00048536i,-0.00084009+0.000215i,-0.00035855-0.001231i,0.00021761-0.00094461i,0.00063397+2.2632e-05i,0.0004382+0.00040872i,0.00035563+0.00029442i,0.00063502+0.0002818i,0.00019393+0.00056578i,-5.0484e-05+0.00032897i
-0.00024518+0.00057057i,-0.00087056-0.00012359i,-0.0018374-0.00027286i,-0.0019128+0.0008711i,-0.00095322+0.0020933i,0.0003774+0.0013852i,0.00036281-0.00039435i,-0.0012544-0.00066818i,-0.00099157-3.4122e-05i,0.00028607+0.00034148i,0.0002129+0.00046003i,-0.00033482+0.00058272i,-0.00081653+0.00057209i,-0.0015695+9.7452e-05i,-0.0015763-0.00064264i,-0.0012979-0.00060736i,-0.00046041+0.00065418i,0.00048524+0.00099487i,0.00068127-1.4058e-05i,0.00054249-0.00026367i,0.00060428+0.00027815i,0.00011625+0.00037392i,-0.00038022-0.00025923i
0.00070407-7.1168e-06i,0.00041897-3.088e-05i,-0.0009348+0.00010738i,-0.00095687+0.001355i,-0.00039921+0.0020315i,-0.00041642+0.0012696i,-0.00038986-0.00067833i,-0.00032358-0.0016453i,0.0004546-0.000679i,0.00073399-6.1494e-05i,0.00014093+0.00010136i,-0.00059529+0.00035147i,-0.0013355+0.0009335i,-0.00097171+0.001017i,-0.00019784+0.00016255i,-0.00012562-0.00047474i,-0.00011595+0.00021649i,0.00016128+0.00065988i,0.00026156+5.93e-05i,0.00042073-0.00033701i,4.9884e-05-0.00024209i,-0.00045585-0.00027108i,-0.00022654+0.00029694i
-0.0013738+0.00067085i,-0.00071912+0.00078863i,-0.00040973+0.0014434i,-0.00044383+0.0026589i,-0.0010044+0.0021175i,-0.00066865+0.00030039i,-0.001364-0.00069507i,-0.0019959-0.0010171i,-0.00099182-0.0015953i,0.00012585-0.0020986i,-0.00011867-0.0014334i,-0.00049352+0.00018903i,0.00016702+0.00084931i,0.00075416-4.6457e-06i,0.00075045-0.00079824i,0.00092252-0.00036669i,0.00079439+0.00034975i,0.00020957+0.00029678i,0.00029243+0.00067497i,0.00027193+0.0008823i,6.9873e-05+0.00059738i,-4.1968e-05+0.00065096i,-9.4445e-05+0.00086653i
-0.0004387+0.0010958i,-0.00029282+0.00042712i,-0.00019445+0.0009536i,-0.00048758+0.0025197i,-0.00027877+0.0027809i,0.00068774+0.00099789i,0.00043063-0.0006646i,-0.00088771-0.00084524i,-0.0019359-0.001259i,-0.0017932-0.0019895i,-0.0012474-0.0016826i,9.8826e-05-0.00067382i,0.0011655+0.00016334i,0.00096507-0.00020197i,0.00078868-0.00087089i,0.00049809-0.00068702i,9.0516e-06-0.00046627i,0.00037786-0.00074879i,0.0012232-0.0006431i,0.00091235+7.5364e-05i,-2.8725e-05+0.00015564i,-0.00075194-0.00015305i,-0.00055503-8.0663e-05i
-0.0011224-0.00053838i,-0.00022399-0.00047583i,-0.00076556-0.00040372i,-0.00081969+0.00088917i,-0.0010782+0.0019742i,-0.0006809+0.0004944i,-0.00068351-0.0012159i,-0.0015976-0.0013229i,-0.0017966-0.00093453i,-0.0018389-0.00062572i,-0.002105-0.00015042i,-0.0013631+0.00011001i,0.00014695+0.00018502i,0.00022699-6.5502e-05i,0.00039461-0.00029814i,0.00026069+6.7185e-05i,-0.00017007+0.00014844i,5.0686e-05-0.00019071i,0.0007049-0.00051135i,0.00089356-0.00010283i,0.00079403-0.00020633i,0.0010268-0.00049937i,0.00070059-0.00021089i
0.0017381-0.0017546i,0.00073702-0.0012773i,0.00052086-0.00074817i,-0.00013704-0.00094678i,-0.00058022-0.00011252i,-9.0002e-05-0.00027826i,0.00014226-0.0015302i,-0.0013157-0.00058083i,-0.0016862+0.00078767i,-0.0013598+0.00067888i,-0.0012234+0.00017002i,4.52e-05-0.0010525i,0.0014671-0.0012759i,0.00099415-0.00033708i,-0.00050616-0.00032126i,-0.0014374-0.0001709i,-0.00069081+0.00075239i,7.3486e-05+0.0010428i,0.00026992-0.00015144i,0.00030662-0.00058358i,0.00031618+0.00011676i,0.00070934+0.00039311i,0.00069962+0.00037972i
-0.00061669-0.0025392i,-0.0013249-0.002477i,-0.0010835-0.0020007i,-0.0016861-0.00021312i,-0.0017407+0.0010822i,0.00013991+0.00031963i,0.001069-0.0015685i,-7.7526e-06-0.0022554i,-0.000678-0.00048209i,-0.00079135+0.00097657i,-0.00087408+0.0002095i,-0.00066315-0.00029666i,-0.00059381-0.00038675i,-0.00061186-0.00068576i,-0.00071139+2.3374e-05i,-0.00094901+0.0010928i,-0.00037573+0.0011702i,0.00035327+0.00094352i,-0.00024838+0.00067561i,-1.6722e-05+0.00017883i,0.00051637+0.00072109i,0.00019692+0.0012358i,-0.0002895+0.00065847i
0.00055303-0.00081236i,-0.0010416-0.00036182i,-0.0021007+0.00093941i,-0.0013094+0.00084305i,0.00035313+0.00064786i,0.0012038-4.4031e-06i,0.00092459-0.0010626i,0.00014649-0.00096062i,-0.00063169-9.9254e-06i,-0.0011618+0.00016046i,-0.00068379+0.00010891i,-8.2254e-06+0.00083249i,-0.00055746+0.0011952i,-0.0011488+0.00097696i,-0.00093882-0.00013922i,2.9748e-05-0.00072963i,0.00078851-0.00043982i,0.00080947-0.00084546i,0.0005354-0.00086115i,0.00066852-0.00053157i,0.0011823-0.00015447i,0.0018235+0.00042611i,0.0014668+0.00075632i
-0.00030616+0.00089998i,-0.00010951+0.00090508i,-0.00064268+0.0005942i,-0.00089967+0.0014605i,-0.00043432+0.001284i,0.0005367-0.00028547i,0.00010139-0.0010238i,-0.00087927-0.00091532i,-0.00032646-0.00019243i,0.00016071-0.00026309i,0.00039889-0.00048971i,0.00067652+0.00039067i,0.00073344+0.00076679i,-8.503e-05-0.00038962i,-0.00048962-0.00090943i,0.00034327-0.00057647i,0.0014062-1.0945e-05i,0.0018543+0.0015543i,0.0006088+0.0017837i,-0.00067351+0.00076992i,-0.0003868-0.00032725i,0.00030042-0.00038661i,0.00037418+0.00059764i
0.0011837+0.0030081i,0.0015458+0.0020999i,0.00081098+0.002375i,-0.00036696+0.0028168i,-0.00014964+0.0018099i,0.00030107-0.00081547i,-2.7383e-05-0.0025623i,-0.001049-0.0027212i,-0.0013764-0.0015993i,-0.00051863-0.0010953i,0.00027867-0.0019374i,0.0003404-0.00087513i,-0.00033512-1.8431e-05i,-0.00048682-0.00017573i,7.8925e-05+0.00042561i,0.00022197+0.00038451i,0.00016463-3.4602e-05i,9.1752e-05+0.00030441i,0.00051443+0.00059966i,0.00049825+0.00079158i,0.00024867+0.00061471i,0.00037395+0.00023133i,0.00012756+0.00048145i
-0.0010159+0.00055053i,-0.00073447+0.0015709i,-0.0015211+0.0021211i,-0.0010963+0.002087i,0.00020759+0.0029824i,0.00069175+0.0021051i,-0.00059182-0.00059346i,-0.0021663-0.0021321i,-0.00162-0.0017864i,-0.00095442-0.0012525i,-0.0010783-0.00084701i,-0.0009864-0.00036157i,-0.00052024-7.5397e-05i,-0.00045581-0.00033121i,8.9223e-05-0.00082589i,0.00074717-0.00064973i,0.00015903-0.00055943i,-0.00034105-0.00046216i,0.00031316+0.00019324i,0.00019087+0.00017918i,-0.00024164-0.00018364i,-6.6257e-05+0.00030147i,0.00064552-9.0388e-05i
0.00032227+0.00049671i,1.8938e-05+3.3202e-05i,-0.00082838+0.00054575i,-0.001517+0.0019303i,-0.00083934+0.0022967i,0.00060368+0.00072712i,-0.00046385-0.000996i,-0.0020344-0.0016963i,-0.0014932-0.0008592i,-0.00039165-0.00045745i,0.00028028-0.00049331i,0.0011079+0.00034931i,0.0011264+0.00061173i,0.00037441+5.4879e-05i,-0.00014135+0.00041228i,-2.4569e-05+0.00036935i,0.0003189-0.00036805i,0.00081143-0.00021887i,0.00087261+0.00018247i,0.0007875+0.00037585i,0.0011527+0.00024513i,0.00093832-0.00018236i,0.00099411+0.00016744i
-0.0022736+0.00047008i,-0.0027645+0.001372i,-0.0025832+0.0023517i,-0.00078691+0.0022035i,0.00095779+0.0020174i,0.0021698+0.00012724i,0.0017257-0.0022717i,0.00032171-0.0017189i,-0.00035136-0.00037614i,-0.0010452-0.00011402i,-0.0012684-0.00012233i,-0.00025469-0.00058177i,0.00051973-0.0016013i,0.00056805-0.0010756i,-0.0002123+0.000407i,-0.00057286+0.0003717i,0.00062328-0.00057236i,0.0011828-0.00091267i,0.00076238-0.00082043i,0.00084264-0.00039826i,0.00058736-0.00019759i,0.00069367-6.5323e-05i,0.00048563+0.00036923i
-0.00040759-0.0020077i,0.00071976-0.0018169i,0.0003364-0.0020458i,-0.0010037-0.00095557i,-0.00068323+0.00028198i,0.0005891-0.00033036i,9.8839e-05-0.0010186i,-0.00050784-0.0013476i,-0.00030949-0.00052201i,-0.00082993+0.00039245i,-0.0012471-0.00018708i,-0.00047766+0.00015458i,-7.3465e-05+0.00043837i,-0.00058005+0.00012611i,-0.00054459+0.00017725i,-0.00031204-9.2779e-05i,0.00049522-0.00028489i,0.0011384+0.00013434i,0.00011347-0.00037324i,-0.00036836-0.00041014i,0.00025136+0.00056519i,0.00067802+0.00093464i,0.00014926+0.00080494i
0.0011843-0.0022821i,-0.00070492-0.00098924i,-0.0011252-0.0006017i,-0.0017213-0.00050048i,-0.0018001+0.00074206i,-0.0015293+0.00010223i,-0.001076-0.0013178i,-0.00027587-0.0011122i,7.2799e-05-0.00051427i,0.00023826-0.0008453i,-0.00022367-0.0013654i,-0.00096147-0.00096625i,-0.00096234-0.00098437i,-0.00065918-0.0015732i,-0.0009406-0.00051414i,-0.00079588+0.00024301i,-4.5954e-05-0.00068599i,0.00012493-0.0013653i,0.00029791-0.00077355i,0.00027159-0.00034093i,-0.00036511+0.00013725i,-0.00010445+0.0006337i,0.00017107+0.00060015i
-0.0019853+0.0010681i,-0.00054994+0.00080906i,-2.0508e-05+0.0016099i,-0.00027865+0.0028616i,-0.00011036+0.0030414i,0.0010233+0.00075691i,0.0011309-0.0015129i,0.00037981-0.0012308i,-0.00011485-0.00034051i,-0.00011348+0.00010863i,0.00049615+0.000562i,0.0016781+0.00089146i,0.0011468+0.00077881i,0.00048271+0.00060483i,0.00045844+0.00042998i,-0.00020662+0.00018177i,-0.00049706+0.00035793i,-0.00021806+0.00021071i,-0.00023838+0.00019299i,0.00043365+0.00076364i,0.0017509+0.00066308i,0.0014782+0.00052531i,0.00070391+0.00027507i
0.00099883+0.00029959i,-0.00060097+0.0017752i,-0.00072585+0.0020152i,0.00046342+0.0017152i,0.0017605+0.0015933i,0.0015488+0.00052704i,0.00021547-0.0015583i,-0.00068172-0.0025478i,-0.00086897-0.0021194i,-0.00064973-0.0015207i,-0.00094234-0.00068407i,4.7971e-05+0.00037987i,0.00086447+0.00056009i,0.00046877+0.00010342i,0.00034513-0.00018845i,0.00038244-0.00049051i,-6.3405e-05-7.2983e-05i,-0.00062102+0.00053996i,-0.00059575+0.00054021i,3.1977e-05+0.00030504i,0.00084687+9.2754e-05i,0.00053171-0.00048615i,-0.00034718-0.00071165i
-0.00089239+0.00041164i,-0.0015716-0.00026002i,-0.0011366+0.00079285i,-0.00069588+0.0022565i,0.00010126+0.0026863i,0.0012305+0.00047614i,0.00032607-0.0019791i,-0.0014273-0.0015907i,-0.0020814-3.539e-05i,-0.0020623+0.00042268i,-0.00199+0.00065716i,-0.0014601+0.00079527i,-0.00064808-0.00013377i,0.00012757-0.00075543i,0.0003441-0.00054669i,0.00029661-0.00086404i,0.0004255-0.0010314i,0.00054266+0.00012957i,0.0012978+0.0015809i,0.0016178+0.0018599i,0.00095772+0.0010912i,0.00055793-6.995e-05i,0.00054134-0.00043982i
-4.7764e-05+0.00034222i,-0.00050832+0.00041402i,-0.00051019+0.00032794i,-0.00015885+0.0009211i,0.00013631+0.00053553i,0.00014138-0.00088278i,-0.00082301-0.00098404i,-0.0010865-0.00089851i,-0.00053579+0.00010935i,0.00015344+0.00061238i,0.0010168+1.7268e-05i,0.00086721-0.00029733i,0.00059329-0.00018182i,0.00029259+0.00021997i,-0.00058946-0.00058471i,-0.00025534-0.00079621i,-6.7454e-05-3.3924e-05i,0.00042399-6.4502e-05i,0.0011817+0.00029719i,0.0006604+0.0011035i,6.5436e-06+0.00078684i,0.00032685+0.00053037i,0.00078265+0.0010851i
-0.0016746-0.0019771i,-0.0019686-0.00051278i,-0.0029769+0.00034188i,-0.0034428+0.0018i,-0.0020045+0.0028083i,9.3183e-05+0.0016919i,0.0010427+2.3315e-05i,0.00032398-1.3303e-05i,-0.00069302-8.4317e-05i,-0.0010286-4.337e-05i,-0.0011362+0.00013452i,-0.00094082-7.7472e-05i,-0.00041276+4.5513e-05i,-0.00062939+0.00020687i,-0.00091596+0.00012365i,-0.0011262-7.6725e-05i,-0.00040508-2.1875e-05i,0.00064508-0.00041676i,0.00074304-0.0011191i,0.00072007-0.0015363i,0.00086299-0.00049222i,0.0007269+9.5688e-05i,0.00046723-0.00071845i
0.0001235+0.00041327i,0.00017434+0.0015683i,-0.0010952+0.0025299i,-0.0013882+0.002848i,5.5203e-05+0.00258i,0.0011055+0.0010146i,0.00062529-0.00052827i,-0.00064503+8.7111e-05i,-0.00027165+0.00093832i,0.00032018+0.0008501i,-0.00027068+5.713e-05i,-0.0008313-0.00062323i,-0.00018024-0.00067352i,0.00062094-0.00043041i,0.00075403-0.00051823i,0.00031509-0.00051802i,0.00019711-2.4284e-05i,0.00089943-7.1761e-06i,0.00090964+0.00068595i,-1.2574e-05+0.00096177i,-0.00058492+0.00016421i,0.00040326-0.00051949i,0.0010588-0.00067062i
-0.00038268+0.00099463i,0.0001139+0.0001265i,0.0012928+0.00039835i,0.0014494+0.00089005i,0.0013532+0.00053718i,0.0013014-0.0006296i,0.00097311-0.0013646i,0.0012589-0.0010681i,0.00078245-8.6537e-05i,-0.00026425+0.00013389i,-0.00094225-0.00049725i,-0.00040898-0.00024704i,0.00036631-1.0439e-06i,0.00051182+0.00041248i,0.00025757+0.00059006i,-0.00055784+0.00028408i,-0.00096595-5.8525e-06i,-0.0012252+0.00025768i,-0.00057472+0.00035337i,0.00064269+0.00015409i,0.00044146+0.00045759i,-6.0971e-05-1.7928e-05i,0.00019118-9.1191e-05i
-0.00087832+0.00080535i,-6.8991e-06+0.0011592i,-0.00041291+0.0017745i,-0.00041005+0.0016964i,5.5753e-05+0.00104i,0.00061089-7.1476e-05i,0.00064459-0.0010695i,-8.5578e-05-0.0015177i,-0.00081881-0.0011972i,-0.00095482-0.00061997i,-1.8461e-05+0.00013859i,0.0009197+0.00019029i,0.0013489+0.00017855i,0.0012586+4.284e-06i,0.00084903-0.00025542i,0.00068545-0.00018414i,-0.00012512-8.7809e-05i,-0.00040995+0.00027961i,0.00055737+0.0012497i,0.00095325+0.0011033i,0.00035929+0.00034172i,-0.00045491+0.00051959i,-0.00022253+0.00065584i
-0.0010638+0.0010814i,-0.00028129+0.001329i,1.8241e-06+0.0039666i,-0.00034527+0.005606i,0.00014477+0.0038616i,-0.00029364+0.00070064i,-0.0015153-0.0016505i,-0.0022479-0.002079i,-0.0015358-0.0012867i,-0.00029123-0.0011782i,-0.00021179-0.0010139i,-0.0005758-0.00018029i,-0.00048342-0.00037842i,-0.001058-0.00039599i,-0.001583+0.00020993i,-0.00095793-1.781e-05i,-0.00044015-0.00034229i,-0.00040863+3.8432e-05i,-0.00031636+0.00018604i,-5.1621e-05+4.5095e-05i,0.00023535+0.00045941i,-0.00010533+0.00018919i,-0.0012014-0.00054366i
-0.0023861+0.0015419i,-0.0021209+0.0018342i,-0.0031349+0.0033563i,-0.0027945+0.0040348i,-0.00092762+0.0039659i,0.00044732+0.0015927i,-0.00080728-0.0013978i,-0.002213-0.0014407i,-0.0017433-0.00081027i,-0.00098353-0.0012085i,-0.00018228-0.00040442i,0.00080569+0.00039634i,0.00027138+0.00089259i,-0.00040037+0.00147i,-8.5976e-05+0.0012841i,2.6029e-05+0.0011846i,0.00037098+0.0010725i,0.00058862+0.0011283i,0.00047794+0.0010704i,0.0003706+0.0011752i,0.0003187+0.00048285i,0.00063384+2.0326e-05i,0.00022751+4.6872e-05i
-0.0026186-0.00080646i,-0.0011754-7.8063e-05i,-0.00093172+0.0002849i,-0.0011898+0.0020679i,-0.00074104+0.0030628i,0.00025828+0.0015281i,-0.0011419-0.00017753i,-0.0023959-0.00073984i,-0.0020421-0.00087561i,-0.00188-0.00068692i,-0.0014561-0.00013599i,-0.00064991+0.00063044i,3.7294e-05+0.0011152i,-0.00068439+0.0010207i,-0.0011414+0.00052357i,-0.00025876+7.5575e-05i,-4.4013e-05+5.8568e-05i,0.0010034+0.00014421i,0.0015752-0.00049806i,6.8687e-05-0.0012488i,-0.0011517-0.00049747i,-0.00034034+0.0003757i,0.00029555+0.0010862i
0.00015085-0.00073857i,-0.00065186-0.00021423i,-0.0017518-0.00022322i,-0.0020974+0.00022807i,-0.0011543+0.0018171i,-0.00050247+0.00051761i,-0.00088958-0.0013771i,-0.0010873-0.00023242i,-0.00086881+0.0003773i,-0.0015995-0.00073663i,-0.0018053-0.00072699i,-0.0014754+0.00050833i,-0.00091266+0.0016076i,-0.0006693+0.0010682i,-0.0010132-0.00059537i,-0.00079509-0.00083314i,-0.00062137-0.001202i,-1.8972e-05-0.0017188i,0.00014811-0.00033313i,-0.0001072+0.00052916i,0.00036615+0.00046845i,0.00061426+0.00025541i,-0.00013154-0.00016969i
-0.0011952-0.0023817i,-0.0015716-0.0014145i,-0.002488-0.00033071i,-0.0029364+0.0011646i,-0.0022083+0.0017223i,-0.00063909+0.0004941i,-0.00030705-0.00079483i,-0.00071702-0.00038588i,-0.0008508+0.00020406i,-0.0013231-0.00017527i,-0.0014804+1.2612e-05i,-0.00081021+0.00089801i,-0.00039653+0.00096554i,0.00011588+0.00032869i,0.00021307-9.5371e-05i,-3.806e-05-0.00027797i,0.00060861-0.0005599i,0.00038201-0.00010409i,-0.00040124-5.5351e-05i,-0.00049588-0.00052164i,-0.00054989+9.0208e-05i,-0.00040761+0.00032991i,-0.00040764-0.00035561i
-0.00062898-0.0013286i,-0.00069397-0.0015562i,-0.00076895-0.0012636i,-0.0013477+0.00020792i,-0.0016813+0.0018734i,-8.7977e-05+0.00065159i,0.00096949-0.00093085i,0.00063402-0.00065523i,-9.8608e-05-0.00045965i,-0.00027394-0.00016079i,-0.00059515-0.00012114i,-0.00074521-0.00062574i,-0.00080228-9.3027e-05i,-0.00070156+8.4672e-05i,-0.00019509-0.00036832i,-0.00033349-0.00064492i,-0.00090376+0.00010879i,-0.0013385+0.00071682i,-0.00067764+0.00054838i,-0.00016653+6.8612e-05i,4.0811e-05-0.00086727i,0.00027197-0.00079868i,5.3976e-05-0.00066386i
0.00024214-0.0010243i,-0.00025575-0.00051209i,-0.0012236+5.8921e-05i,-0.0016521+0.0020623i,-0.0011048+0.0022712i,2.8479e-05-0.00032255i,-0.00037801-0.0024604i,-0.0012976-0.0022547i,-0.00089629-0.0011731i,0.00034411-0.001012i,0.00031572-0.0005335i,-0.00045262-0.00028064i,-0.00065561-0.00033142i,-0.00066265+0.00010397i,-0.00078782+0.00023665i,-0.00097102-0.00053587i,-0.00019572-0.00028328i,0.00085822+5.5096e-05i,0.00097817-0.00020821i,0.00077855+0.00016152i,0.0005442+0.00044121i,0.00043735+0.00095188i,0.00044094+0.00073823i
-0.00065744-0.0019519i,-0.00081508-0.0012778i,-0.00021375-0.00050626i,-0.00023946+0.0012494i,-0.00041753+0.0022685i,-0.00038364+0.0014451i,-0.00081006-0.00014033i,-0.0019437-0.00041424i,-0.0018988-0.00095245i,-0.001165-0.0016082i,-0.00077298-0.0012832i,-0.00058668-0.0010073i,-0.00087351-0.00072021i,-0.00089269+0.00012772i,-0.0012231+0.00037396i,-0.0012999-0.00034988i,-0.00075276-0.00039451i,-0.0003038-0.00011818i,-0.00020451+0.00017824i,-0.00051903+0.00031395i,-0.00057664-0.00012609i,-0.00061797+0.0004567i,-0.00094223+0.00077536i
0.0005098+0.0020224i,0.00016008+0.0021552i,0.00011093+0.0016745i,0.00093097+0.0011617i,0.0011715+0.00065269i,0.00085247-0.00053118i,-0.00053883-0.0024829i,-0.0017379-0.0025888i,-0.0011512-0.0013136i,-0.00085109-0.0012393i,-0.00061042-0.0015137i,-9.5453e-05-0.00067326i,3.2694e-05-0.00038089i,0.00035043-0.0006551i,0.00053227-0.00080008i,0.00035199-0.0014215i,0.00074446-0.0011918i,0.00087401-0.00041246i,0.00074948-0.00036059i,0.00078854+2.7083e-05i,-0.00012083+0.00039571i,-0.00071904+0.00029592i,0.00014461+0.00011106i
-0.0011172-0.00066549i,-0.00073706-0.00072437i,-0.00047819+0.00027305i,-0.0017698+0.0028801i,-0.0013243+0.0035512i,0.00054563+0.0016282i,0.00012263-0.00086059i,-0.0011286-0.0017582i,-0.0017057-0.00095466i,-0.0021076-0.00085917i,-0.0016204-0.0015766i,-0.00058789-0.0011833i,-0.00055996-0.00019524i,-0.00036775+0.00012067i,0.00030867+0.00026853i,0.00073261+0.00017719i,0.0012354+2.0396e-05i,0.0012027+0.00025697i,0.00094011+0.00019374i,0.00043769+1.7488e-05i,0.00032481+0.00023176i,0.00063326-0.00032901i,0.00084819-0.00086512i
0.00071128-0.00021112i,-4.2545e-05-0.00070634i,0.00015812-0.00067031i,-0.00020884+0.00067553i,-0.00025445+0.00072407i,9.8455e-05-0.00061395i,-0.00026489-0.001148i,-0.00068231-0.00058716i,-0.00068221+9.227e-06i,-0.00055444+0.00039376i,-0.00059259-7.7757e-05i,-0.00059933+0.00025393i,-0.0010716+0.00095771i,-0.0010963+0.00046404i,-0.00025017-0.00040061i,0.00038532-0.00031556i,-0.00010379+1.0954e-05i,-9.1279e-05-0.00016051i,0.00052422-0.00055424i,0.00059174-9.9981e-05i,0.00021844+0.00068522i,0.00034588+0.0011912i,0.00054207+0.0010246i
0.0012175+0.0001227i,0.00091738+0.00058209i,0.00065591+0.00080162i,-0.00063182+0.0011857i,-0.0013788+0.0015303i,-0.0012828+0.00037216i,-0.0013311-0.00096757i,-0.00078433-0.0010022i,-0.00038325-0.00055086i,-0.00069875-0.0002067i,-0.0012036-0.00026393i,-0.0010493-0.00015534i,-0.00049681-0.00012435i,-0.00029855-0.0005176i,-0.00061898-0.00093326i,-0.00028917-0.00092022i,0.00037082-0.00043236i,0.00058846-0.00030984i,0.0010821-0.00020479i,0.00099652+0.00025995i,-3.5215e-05-0.00045662i,-0.00024869-0.00053666i,0.00029174+4.4046e-05i
