-0.0044094+8.6681e-05i,-0.0032848-0.00015042i,-0.0044642+0.0013853i,-0.0039327+0.0023313i,-0.00085957+0.0019598i,0.00070943+0.0017683i,0.00041021+0.0019325i,0.00093445+0.0016436i,0.0017148+0.0013718i,0.001572+0.0012082i,0.0015092+0.00099627i,0.0011851+0.0010525i,0.00058486+0.001095i,0.00036626+0.0005586i,0.00038203+0.00035451i,0.00012121+0.0013041i,-0.00077447+0.0012618i,-0.00093896+0.00018824i,-0.00037234-6.2352e-05i,0.00016928+0.00044463i,0.00022788+0.00011474i,-7.6021e-05-0.0001776i,-0.00052857+0.00027829i
-0.00046429+0.001404i,-5.3746e-06+0.0012912i,0.00012283+0.0019501i,0.00066641+0.0018104i,0.00080371+0.0012598i,-3.1446e-05+0.0010664i,-0.000777+0.00067079i,-0.00057124+0.00074188i,-0.00020922+0.0014868i,0.00010917+0.0019399i,0.00071222+0.00099407i,0.0010062+0.00055179i,0.0014476+0.0005708i,0.0012016-1.504e-05i,0.00052671+8.0425e-05i,0.00023591+0.00019373i,-0.00031918+0.00027449i,-0.00074143+8.5253e-06i,-0.00046258-0.00091586i,-0.00016587-6.7115e-05i,0.00013306+0.00052042i,0.00040671+0.000142i,7.3711e-05-7.6822e-06i
0.0015162+0.0002966i,0.0012005-0.00050204i,0.00052787-0.0016759i,-7.947e-06-0.0016732i,-0.00041499-0.0009234i,-0.00048146-0.00036258i,-0.00013075+0.0005117i,-1.0406e-05+0.0012396i,0.00047421+0.00076157i,0.0011255+0.00049806i,0.00088924+0.00024284i,0.00042404-0.0004708i,-0.0001029-0.0008666i,-0.00077772-0.00064535i,-0.00054762+7.5007e-05i,-0.00015326+0.00031442i,0.0004019+0.00031024i,0.0018502+0.00049396i,0.0018157-6.2419e-06i,0.00055041-0.00022754i,-0.00034417+0.00036357i,2.9208e-05+0.00055384i,0.0010498+1.0404e-05i
-0.0011705-0.00080433i,-0.00030496-0.00098839i,-0.0003512-0.00041906i,-0.0014459+0.00058876i,-0.0012864+0.00098484i,-0.00029662+0.0014084i,-2.8813e-05+0.0013229i,-0.00043718+0.00075883i,-0.00020674+0.00059168i,6.6902e-05+0.00045539i,0.00025496+0.0005729i,0.00017061+0.00034488i,9.2911e-05+0.00028753i,-3.6634e-05+0.00018217i,-0.00064372-0.00081162i,-0.00097038-0.0013453i,-0.00069509-0.00063914i,-0.00038583-0.00027604i,-0.00018034-0.00084451i,0.00019555-0.00098205i,-0.00024732-0.00023593i,-0.00059514+0.00048923i,-0.00047413+0.00018535i
0.0011211-0.00026716i,0.00090525-0.00091717i,0.00061166-0.0014774i,0.00055545-0.0011243i,0.00040667-0.000189i,0.00050527+0.00070278i,2.3773e-05+0.0003531i,5.0315e-05-0.00025035i,0.0011231-8.3645e-07i,0.0015719+0.00037731i,0.001038+0.00072528i,-0.00010177+0.00039731i,-8.8161e-05-0.00033946i,-3.6574e-05-1.8361e-05i,0.00023337+0.00080975i,0.00018349+0.0003193i,-0.00061004-0.00094923i,-0.00074083-0.0011461i,-0.00085259+6.8476e-05i,-0.00050037+4.1763e-05i,-0.00010462+1.0203e-05i,-0.00068961+8.2447e-05i,-0.00079498-0.00011435i
-0.00091416-0.00032426i,-7.1441e-05-0.0006399i,0.0003784+0.00025117i,0.00070397+0.0017554i,0.00079742+0.0020279i,0.0011017+0.0014159i,0.00099844+0.0016686i,-0.00035446+0.0016223i,-0.00086731+0.00084658i,-0.00049228+0.00025044i,-0.00059215+0.00035295i,-0.0002136+0.0010237i,0.00095216+0.0014438i,0.00029659+0.0015286i,4.6952e-05+0.001277i,0.0013327+0.00079505i,0.0015041+0.00048484i,0.0010344+9.3831e-06i,0.00066381-0.00016185i,0.00051272-8.2716e-05i,-0.00031059-0.00061209i,-0.00058856-0.00069301i,1.5849e-05-0.00017682i
0.00041552-0.0022681i,3.7956e-05-0.0018691i,-0.00030759-0.0027231i,-0.00077424-0.0022407i,-0.0014216-0.00054292i,-0.0013134+0.0014657i,-0.00051092+0.0019525i,-7.8056e-05+0.0009372i,-0.00012448+0.00044481i,0.00020245+0.0002084i,0.00033426+0.00020531i,-1.7027e-05+7.3841e-05i,3.2309e-05+0.00089295i,-2.5892e-05+0.0011014i,0.00030077+0.0001709i,0.0012155+0.00040611i,0.0010266+0.00091985i,5.4746e-05+0.00094556i,-0.0010685+0.00015883i,-0.0011827-0.00016937i,-0.00061691-8.9181e-05i,-0.00059085-0.00047454i,-0.00070022-0.00079025i
0.0022343+0.0014921i,0.0020866+0.0011102i,0.0033012+0.00036917i,0.0032938-0.0011314i,0.0011166-0.0021812i,-0.00083656-0.00086668i,-0.0010089+0.0010658i,-0.00041223+0.001127i,-0.00043942+0.0012239i,-0.00013887+0.0012576i,0.0012646+0.0011269i,0.0017495+0.00064666i,0.0015292-0.00053118i,0.00089554-0.00051847i,-6.2392e-05-0.00038719i,-0.00076806-0.00058784i,-0.0010189-0.00038813i,-0.00056899+0.00011707i,0.00040392-8.6088e-05i,0.00094102-0.00016395i,0.00032463+0.00028657i,0.00029549+0.00093599i,0.00060796+0.00035464i
0.0012697-0.00047775i,0.0010132-0.0016611i,0.00038772-0.0025102i,0.00013092-0.0014461i,-0.00011458-0.00025239i,-0.0011312+0.00030677i,-0.001446+0.0006608i,-0.0006272+0.0010808i,0.0001824+0.0016783i,0.00072411+0.0022759i,0.00060331+0.0015163i,0.0010508-0.00027707i,0.00094802-0.00085232i,0.00050017-0.00096296i,0.00069667-0.00070677i,0.00037677+5.7226e-07i,0.0002625+0.00014551i,-0.0002242-0.00026916i,-0.00070185-2.0825e-05i,-0.00019584+0.00029741i,-6.8009e-05+0.00028171i,-0.00033694+0.00075276i,-0.00014733+0.0015086i
-9.0219e-05-0.00050971i,0.00028113+0.0010251i,-0.00066622+0.0010682i,-0.00046795+0.0010355i,0.00058263+0.002166i,0.001244+0.0018801i,0.0020714+0.0012926i,0.0014423+0.0014788i,0.00014465+0.0014558i,0.00021109+0.0013729i,9.0338e-05+0.0011846i,0.00040838+0.00055684i,4.9981e-05+2.026e-06i,-0.00091211-0.00045538i,-0.00070717-0.00017552i,-0.00059927+0.00012197i,-0.00083008-2.529e-05i,-0.00091899+2.0972e-05i,-0.00051477+0.00011031i,0.00038675-0.00013902i,0.00082501+0.00010699i,0.00060172+0.00056605i,4.5834e-05+0.00071959i
4.0425e-05-0.0034368i,-0.00084758-0.0027241i,-0.0010117-0.0025161i,-0.00020495-0.0025268i,-0.00045137-0.0018912i,-0.0015544-0.00083288i,-0.0017592+1.3514e-05i,-0.001054+5.634e-05i,6.8654e-05-1.3135e-05i,0.00047927-0.0006155i,-0.00015097-0.00035381i,-7.7689e-05+0.00021693i,0.00029049+0.0002233i,-1.1722e-05-2.9723e-05i,-0.00020563-4.0422e-05i,6.7417e-05+0.00032789i,0.00013757+6.2335e-05i,0.00032288+0.00039129i,0.00073471+0.0007672i,0.00068587+0.00090374i,4.1607e-05+0.00064145i,0.00013775+0.0001751i,0.00010196-0.00020844i
0.0014522-0.00046241i,0.00080464-0.00098931i,0.0024319-0.0026016i,0.002297-0.0035191i,0.00015396-0.0032455i,-0.00063994-0.001724i,-0.001517-0.00012234i,-0.0014188+0.00078689i,0.00011502+0.00073083i,0.00088122+6.6691e-05i,0.00088726-0.0006674i,0.00043534-0.00028102i,-0.0004899+0.00043991i,-0.0012339+0.00051031i,-0.00090364+0.00075374i,-0.00027463+0.00091124i,-0.00030863+0.00049928i,8.7237e-05+0.00042589i,0.00080345+0.00029047i,0.00048883-0.00018871i,-0.00068801-0.00015503i,-0.0015573-0.00030664i,-0.0010255-0.00082398i
0.00028007-0.00082611i,0.00040589-0.00084311i,-0.00089735-0.0020313i,-0.0020447-0.0016158i,-0.0014798-0.00062939i,-0.0012241+0.00054586i,-0.001481+0.001836i,-0.0013945+0.0015193i,-0.00095687+0.00035995i,-0.00036159+0.0004298i,-0.00045647+0.0010973i,-0.00090954+0.00065832i,-0.0011117+0.00030159i,-0.00020903+0.00060275i,0.00021791+0.00069675i,0.00037509+0.00090053i,0.00033049+0.0009078i,-0.00030825-9.9963e-05i,-0.00066826-0.0004022i,-0.00066199+0.00024326i,-0.00024792+0.00040773i,-0.00045068-0.0002809i,-0.0005867-0.0010693i
0.0013771-3.5079e-05i,0.0010262-0.00051576i,0.0015544+7.4894e-05i,0.002062+0.00027702i,0.0015235-0.00026477i,0.00060927-0.0009715i,0.00044071-0.00029462i,0.00057581+0.00088307i,0.00070418+0.0012713i,0.00017542+0.00080057i,-0.00022706+0.00057586i,-0.00030375+0.00074911i,0.00014981+0.00017818i,0.0011877-0.00092236i,0.0012148-0.0011435i,0.0010606-0.00089541i,0.00091475-0.00062862i,-0.0005442-0.00045873i,-0.00093659-0.0004814i,-0.00020565-3.0201e-05i,0.00031067+0.00029095i,0.00069869-0.00017979i,-0.00059285-0.00068642i
-0.002792-0.0010911i,-0.0028113-0.0014279i,-0.0038923+0.00017528i,-0.0032731+0.0021238i,-0.0013609+0.0023298i,-0.00077347+0.0014991i,-0.0010857+0.00070872i,-0.0012479+0.001412i,-0.0011004+0.0017143i,-0.00087655+0.0018418i,-0.00016833+0.0016991i,0.0010286+0.0013016i,0.0015416+0.0010101i,0.0010243+0.00033592i,0.0005468+0.00014876i,0.0010082-0.00043235i,0.0013149-0.00053132i,0.00063322-0.00049076i,-0.00030037-6.1721e-05i,-0.00034291+0.0010942i,-0.0003469+0.00091001i,-0.0011595+0.00013676i,-0.0010393-3.1085e-05i
0.00094018-0.0027059i,-9.8638e-05-0.0018394i,-0.0020644-0.0025542i,-0.0023628-0.0019479i,-0.0013155+3.1018e-05i,-0.00067387+0.00050079i,0.00011531+0.0001329i,0.00091983+0.0003556i,0.00047114+0.0005391i,9.1457e-05+0.00015317i,0.00044414+0.00015039i,0.00061627-0.00018967i,0.00047154-0.00024777i,-4.561e-05+0.00032851i,-7.967e-05+0.00013095i,8.3712e-05-0.00025562i,-1.2151e-06-0.000392i,-0.00014477-0.00051106i,-0.00020909+1.8733e-05i,-0.00030964+0.0012623i,-5.8171e-05+0.0014696i,-0.0004065+0.00052108i,-0.00063579+3.9134e-05i
-2.9756e-05-0.0020808i,-0.0003334-0.0020364i,-0.00058988-0.002086i,-0.00099332-0.00089431i,-0.00099885+8.9609e-05i,-0.00044626+0.00084199i,0.00034104+0.0015756i,0.00092646+0.0011223i,0.00051815+0.0013787i,-2.9837e-05+0.0016721i,-0.00021118+0.0011846i,-6.8595e-06+0.0010223i,0.00063667+0.00057018i,0.00042268-8.6394e-05i,-0.00097511+4.8406e-07i,-0.00055205-0.00010005i,0.00047509-0.00043233i,0.00026636-0.00049407i,-0.00074856-0.00055976i,-0.00097147-0.00013694i,5.3137e-05+0.00026588i,0.00019386+0.00035464i,-0.00058738+0.00032041i
0.0023125+0.0010847i,0.0023711+0.00036775i,0.0031001-0.00058626i,0.0026056-0.0014605i,0.0021801-0.001034i,0.0010801-0.00039724i,0.00015059-0.0007639i,-7.2911e-05-0.00011503i,0.00012316+0.00048536i,0.0004643+0.00077329i,0.00012861+0.00010948i,-0.00013829-0.0010896i,-0.00050529-0.0010576i,-0.00065417-0.00082205i,-0.00044256-0.00022108i,-0.00053145+0.00048614i,-0.00012691+0.00014187i,0.00028411-0.00066701i,0.00016976-0.00064514i,-0.00011837+3.319e-05i,-0.0002597+8.157e-05i,0.00023232-0.00074626i,0.000866-0.0014527i
-0.00023928-5.6549e-05i,-0.00023698+0.00050399i,-0.0002171+0.0012944i,-0.0010696+0.0014925i,-0.0022051+0.0013162i,-0.0020574+0.0010633i,-0.0012928+0.001561i,-0.00053569+0.0013519i,0.00016156+0.00066107i,0.0003198+5.6387e-05i,0.0003555-5.7334e-05i,0.00070115+4.1998e-05i,0.00054175-0.00023163i,0.00011276+0.00042578i,8.3837e-05+0.00099234i,-0.00051568+0.00079705i,-0.00021158-0.00024882i,0.0001286-0.0010712i,1.7025e-05-0.0011195i,0.00024664-0.00066213i,0.00018437+8.3917e-05i,-0.00023299+0.00030243i,-4.5509e-05+7.4985e-05i
0.00031703-0.00022874i,5.0537e-05-0.0012759i,-0.00070279-0.0013353i,-0.0012781-0.0014985i,-0.0012387-0.0011947i,-0.0010032-0.00017362i,-0.00043988+0.000447i,-0.00058219+0.00039959i,-0.00027702+0.00063359i,4.178e-05+0.0014558i,-0.00015208+0.0019822i,-0.00055881+0.0020149i,-0.00081742+0.0016105i,-0.00027211+0.00086616i,-0.00018768+0.00042714i,-0.00058335+0.00026353i,-0.00017794-0.00074275i,-0.00010949-0.0014531i,-0.00056027-0.00075965i,-0.00071405-0.00038432i,-0.00021784-0.00089789i,0.00026171-0.0007684i,-0.00033225-0.00073598i
-0.00014486+0.0004122i,-0.00032978+0.00026977i,0.00049927+0.0012602i,0.0013483+0.0016054i,0.0005069+0.00094729i,-0.00045155+0.0011752i,-0.00047981+0.0012655i,-0.00073714+0.00036968i,-0.001306+3.5573e-05i,-0.00088908+0.00062316i,4.9616e-05+0.00048132i,0.00051059+0.00049228i,0.00037208+0.00060978i,0.0010598+0.00059438i,0.001227+0.00067711i,0.00020725+0.000598i,-0.00054332+0.00072718i,-0.00052122+0.00067316i,-0.00052127+0.00046211i,-0.00044035-6.061e-05i,1.0797e-05+0.00013453i,0.00015856+0.00014606i,-2.1025e-05-0.00027955i
0.00046482-0.0015653i,0.00013114-0.0018045i,-0.00084747-0.0027661i,-0.00064044-0.0016555i,-0.00062225+0.00062382i,-0.0014501+0.0017234i,-0.0015915+0.0020259i,-0.00064232+0.0019513i,0.00022888+0.0012621i,0.00015961+0.00074894i,0.00047392+0.00054517i,0.0010474+0.0012491i,0.00060378+0.0012063i,0.00026416+0.00051027i,-0.00028988+0.00019389i,-0.00048948-0.00012211i,-0.00048475-0.00017058i,-0.0010106-8.3053e-05i,-0.00050406+5.3994e-05i,-1.3256e-05+9.0159e-05i,-2.9599e-06-0.0001024i,-0.00023073+0.00017284i,-0.00022179+0.0006036i
0.0002963+0.00040416i,-0.00055412+0.0011625i,-0.0013614+0.0011292i,-0.001287+0.00062675i,-0.000383+0.00010718i,0.00028157+0.00019636i,5.4138e-05+0.00057818i,0.00025892+0.00059351i,0.00040711+0.00080054i,0.00012017+0.0011069i,0.00062166+0.0010922i,0.00078557+0.00076784i,-3.9581e-05+1.5514e-05i,-0.00033812-0.0009178i,6.2542e-05-0.00085087i,0.00025459-0.00058154i,0.00016405-0.00050977i,1.3605e-05-0.00018295i,-0.00052537-9.6503e-05i,-0.0005681-9.7627e-06i,-0.0003511+0.00081475i,-0.00053749+0.00035059i,-0.00030008-0.00093844i
0.00072236+0.00066513i,0.0022421+0.0013576i,0.0023107+0.0014464i,0.0019187+0.00029334i,0.0012723-0.0012944i,-2.7511e-05-0.000591i,-0.00037153+0.00024342i,0.00010126+0.0013509i,-0.00028559+0.0030011i,-0.00073504+0.0031679i,-8.1037e-05+0.0018671i,0.00043781+0.00052461i,-0.00015587+0.00025064i,2.4145e-05-0.00022156i,0.0007796-0.00096073i,0.00050028-0.0010768i,-0.00036555-9.9657e-05i,-0.00040113+0.00017477i,0.00031446-7.8534e-05i,0.0010528-3.9974e-05i,0.0012948+0.00034742i,0.00051143+0.00056457i,9.4557e-05+0.00063198i
0.00060043-0.0013204i,0.00052202-0.0013859i,0.00081376-0.0012017i,0.00084665-0.0012915i,0.00010744-0.0010075i,-0.00099282-0.00030232i,-0.00050911+0.00061153i,0.00034494+0.0011554i,0.00025765+0.0012655i,-3.6403e-05+0.0010072i,0.00035709+0.00067039i,0.00031915+0.00028837i,-0.00022422-5.6772e-05i,-0.00029496-0.00047854i,-0.00051273-0.00063948i,-0.001249-4.4549e-05i,-0.0013918+0.00069866i,-0.00049707+0.0002141i,-0.00085662-0.0005964i,-0.0011539+0.00042093i,-0.00059014+0.0009951i,3.2054e-06+0.00042719i,0.00037462+6.1163e-05i
-0.00021373-0.00010386i,0.00088958-0.00049967i,0.0015003-0.00031837i,0.001144+3.0018e-05i,0.00058828-0.00044849i,0.00065504-0.00044417i,0.00067826+0.00050314i,0.00052397+0.0008578i,0.00084502+0.00091787i,0.0012729+0.001115i,0.00082337+0.000751i,0.00058868+0.00017993i,0.0004274+0.00022082i,0.00031833+0.00048833i,0.000438+0.00052392i,0.00021269+9.7793e-05i,0.00013793+0.00016308i,-0.00021513+0.00026037i,-0.0010481-0.00027991i,-0.00099436-0.000258i,-0.00034033+0.00038622i,-0.00047568+0.00021029i,-0.00060615-0.0007185i
6.9187e-05-0.002658i,-0.0013929-0.0026949i,-0.002044-0.0021339i,-0.0011602-0.00041452i,0.00010556+0.0010618i,0.00060695+0.0019646i,0.00095148+0.0012032i,0.00083115+0.00076502i,-0.00064984+0.0013732i,-0.0014551+0.0011133i,-0.00096658+0.00016747i,-0.00034872+0.00033947i,4.4288e-05+0.0011298i,0.00026352+0.00051987i,-0.00010913+0.00039782i,-0.00028123+6.7598e-05i,9.4041e-05-0.00037995i,0.00019777+0.00051574i,-0.00066363+0.00077607i,-0.00076321+0.00082986i,-0.00046459+0.00018031i,-0.00016418-0.00094678i,0.00043309-0.0012609i
0.0019069-0.0014583i,0.00036084-0.0014767i,-0.00062772-0.0016864i,-0.0011816-0.0019294i,-0.0013112-0.0014488i,-0.0013022-0.0007122i,-0.00040547-0.00028319i,0.00031748-0.00014745i,0.00013117-0.00032854i,0.00054688-2.8185e-06i,0.00061614+0.00092639i,-0.00010682+0.00090659i,-0.0002442+0.00038776i,-0.00013613+0.00049068i,0.00047939+8.0259e-05i,0.00045398-0.00058294i,-0.00051136-0.0012963i,-0.0011461-0.00086388i,-0.00064332+0.00049132i,1.6129e-05+0.00085806i,-0.00026413+0.00069659i,-0.00061596+0.00010141i,-0.00058215+0.00020888i
0.0012119+0.0015961i,0.0012262+0.00080013i,0.0023771-0.00058771i,0.0024252-0.0008353i,0.00054995-0.00088954i,-0.0010506-0.00020368i,-0.0018778+0.0010442i,-0.0018802+0.00054844i,-0.00061591-0.0011098i,0.00042478-0.0008628i,0.00022812+0.0003392i,0.00044062+0.00072703i,0.0012374+0.0006836i,0.0013808+0.0003634i,0.0010449-0.00011015i,0.0010588-2.6958e-06i,0.00049589+0.00046192i,-0.00014056+0.00022618i,4.4785e-05-0.00029625i,-0.00016219+7.6394e-05i,-0.00045626+0.00050234i,-0.00037499+0.00057803i,-0.00033262+0.0008329i
0.0010873-0.0022183i,0.00076739-0.0026347i,1.0381e-05-0.0029729i,7.359e-06-0.0026271i,0.00016923-0.00096664i,-0.0012801+0.00093292i,-0.0014372+0.0011387i,-0.00074666+0.0011646i,-2.8431e-05+0.00078917i,0.00011565+0.00074913i,-0.00029516+0.0009566i,-0.00017482+0.00043062i,-0.00018684-0.0003632i,0.00027132-0.00089457i,0.00013067-0.0008362i,-0.0006262+5.3966e-05i,-0.000722+0.00038762i,0.00019751-9.7404e-05i,0.00054014-4.6066e-06i,-0.00022989+0.00052281i,-0.00037074+0.0003905i,-0.00035908+8.3623e-05i,-0.00037789-0.00018929i
-0.0014593+0.00010432i,-0.00073659-4.1112e-05i,-0.00061375+0.00094788i,-0.0010279+0.0015407i,-0.00089266+0.0013634i,-0.00068234+0.0012194i,-0.00071966+0.0013519i,-0.00080944+0.001204i,-0.00079214+0.00092355i,-0.00053936+0.0010565i,-0.00037203+0.001463i,-0.00050833+0.0007615i,-0.00022545-3.4992e-05i,-0.00046289-0.00036803i,-9.484e-05-0.00064545i,0.00034539-0.00017385i,-0.00030619+9.2019e-05i,-0.00020022-0.00035222i,0.00098607-0.00066565i,0.00073819-0.00072046i,-0.00041123+0.00014369i,-0.0004365+0.0008469i,-3.0122e-05+0.00083351i
0.002667-0.0017109i,0.0027285-0.0032158i,0.0022417-0.0043316i,0.00052155-0.0037228i,-0.0011922-0.0014239i,-0.0013906+0.0001089i,-0.00052909+0.00046768i,0.00079732+0.00043154i,0.0011427+0.0012265i,0.00011341+0.0012171i,0.00015818+0.00056097i,0.00012289+0.000472i,-0.00015899-0.00055144i,-3.1195e-05-0.0012424i,-0.00044185-0.00044565i,-0.000289+0.00037089i,-0.0002508+0.00022799i,-8.78e-05-0.00073784i,0.00036225-0.0006175i,0.0001939+0.00039824i,3.2401e-05-0.00025137i,-0.0002519-0.00022255i,-0.00054903+0.00010859i
-0.00066941-0.0015956i,-0.0017534-0.0013801i,-0.0020475-0.0015141i,-0.001417-0.001107i,-0.00015544+0.00086825i,0.00097705+0.0022397i,0.0011423+0.0023107i,0.0009094+0.0020211i,0.0006914+0.0020108i,-5.0548e-05+0.002137i,0.00016912+0.0012983i,0.00085888+0.00054333i,0.00050893+0.00063467i,-0.00054692+0.00032605i,-0.0011234-0.00041614i,-0.0004259-0.0004631i,0.00060866+0.00010982i,0.0001752+0.00034643i,-0.00030211-0.00022071i,-0.00015984-0.00017085i,0.00030718+0.00013954i,0.0011771+0.00076156i,0.00062416+0.0010907i
0.001259-0.0022605i,-3.8406e-05-0.0028794i,-0.00042694-0.002982i,-0.0011032-0.0023936i,-0.0017153-0.0014798i,-0.0018243-0.00020712i,-0.0014328+0.0011318i,0.00021459+0.0014562i,0.0013515+0.0015224i,0.0016348+0.0012311i,0.0011557+0.00011792i,-3.888e-07-0.00012951i,-0.00083036+0.00048768i,-0.00098028+0.00064516i,-0.0011919+0.00038913i,-0.00095942+0.00019703i,0.00014297+0.0005333i,0.00062348+0.00034137i,-0.00016216-0.00035395i,-0.00087206-0.00084153i,-0.0011632-0.00082912i,-0.0017201-0.00087585i,-0.00078017-0.00088085i
-0.001281+0.00033882i,-0.00047191+0.0004371i,0.00037374+0.00069211i,0.00089988+0.00024809i,0.00045142+0.00024552i,2.7856e-05+9.6339e-05i,-0.00038161-0.00034689i,-0.0004088-0.00016439i,0.00069871+0.0003034i,0.0016597+0.0006271i,0.0019852+0.00078428i,0.0013027+0.00031089i,0.00067312+2.6715e-05i,0.00081757+0.00060304i,0.00055399+0.0014084i,-0.00016822+0.0015282i,0.00022408+0.00053955i,0.00018962-0.00069971i,0.00023322-0.00044667i,0.0010126+0.00018249i,0.00072943+4.6336e-05i,0.00047313-0.00020337i,0.0005583-0.00017464i
-0.00013145-0.003386i,-0.00074941-0.0024745i,-0.0012552-0.0020355i,-0.0010818-0.0012335i,-0.00074338-0.00058493i,-0.00064931+0.00077289i,-0.0013508+0.0016118i,-0.0013324+0.0014824i,-0.00064332+0.0012404i,-1.0567e-05+0.0012i,0.00096885+0.00011746i,0.0009768-0.0001384i,-7.0224e-05+0.00028939i,-0.00054028-0.00029801i,-0.00040005-0.00043683i,-0.00074448+6.7282e-05i,-0.0011152-4.6672e-05i,-0.0003392-0.0006937i,0.00061478-0.00095498i,0.00015951-0.001148i,7.9081e-05-0.0014125i,-0.0003741-0.00074226i,-0.00061674+2.7809e-05i
0.0020237+0.0022194i,0.0022579+0.001507i,0.0036212+0.0015957i,0.0035554+0.00092037i,0.0012235-0.00068251i,-0.00038436-0.0014209i,-0.00067653-0.0011912i,-0.00066728-0.00069857i,-0.00065104-0.00024899i,-0.00051664-0.00018229i,-0.00038607-0.00086391i,0.00056339-0.0011019i,0.00086254-0.00052639i,0.00039589+6.861e-05i,8.9149e-05+1.5497e-05i,-0.00016488-0.00038824i,-0.00034394-0.00043263i,-0.00021146-0.00014189i,0.00031322-0.00076122i,0.00043704-0.0007807i,0.00057444-8.145e-05i,0.00013076+0.00051278i,-0.00038582+0.00090594i
-0.0019645-0.00057168i,-0.00092833-0.0016184i,-0.0010613-0.0019861i,-0.00086313-0.0011091i,-5.0766e-05-0.00042425i,-0.00017069+0.000351i,-0.00062456+0.0013384i,-0.00067017+0.0012695i,-0.00057944+0.0010099i,-0.00071487+0.0010515i,-0.0012358+0.00097429i,-0.00092969+0.00047859i,-0.00050738+0.00030673i,-0.00049228-0.00049163i,-0.00040023-0.00075828i,-0.00019269-0.00026494i,-0.00033159-0.00037758i,-0.0010345-0.00014559i,-0.0005522+0.00035462i,0.00048932+0.00060655i,0.00073262+0.00017515i,0.00093932+0.00019851i,0.00028294+0.00068673i
0.00024114-0.002254i,-0.00028071-0.0019786i,5.8307e-05-0.0021602i,0.00061367-0.0017872i,0.00018015-0.00067647i,-0.00017292+0.00040115i,-0.00033561+0.0012092i,-0.0003644+0.0015746i,-0.00043635+0.001808i,-0.00076586+0.0019463i,-0.00087992+0.0010847i,-0.0004182-0.00032367i,3.7782e-05-0.00015718i,0.00032879+0.00077814i,0.00018694+0.0012482i,0.00049013+0.00084449i,0.0011113+0.00068266i,0.0011352+0.00047509i,0.00075004+0.00042794i,0.00015393+0.00043475i,-0.00033166-5.3124e-05i,-8.5596e-05-0.00071139i,-1.1427e-05-0.0004691i
0.0016243+0.00074507i,0.0011265-6.4713e-05i,0.00090727-0.00083945i,0.00058548-0.00063963i,-0.00019328-0.00077942i,-0.00093553-7.757e-06i,-0.00047238+0.00062736i,0.00061044+0.00065669i,0.0013404+0.0010274i,0.0012625+0.001505i,0.00060923+0.0016436i,0.00035591+0.0010902i,0.0003776+4.1618e-05i,0.00032433+1.1998e-05i,0.00085783+0.00040399i,0.00086264+0.00023515i,8.6658e-05-4.719e-05i,-0.00055776-0.00031495i,-0.00035137-0.00039023i,0.0005744-0.00041254i,0.00068575-2.2601e-05i,0.00012443+0.00088812i,-0.00071389+0.00073062i
0.0032134+0.00059522i,0.0025413-0.0006146i,0.0034675-0.0006941i,0.0032463-0.00055128i,0.002101-0.001232i,0.00073333-0.00042035i,0.00012482+0.0012916i,0.00097535+0.0010203i,0.00099747+0.00019842i,0.00039191+0.00020632i,0.00014943-6.6546e-07i,-2.109e-05-0.0005008i,-0.00055733-0.00054757i,-0.00075895-0.00043804i,-0.00019015-0.00029078i,-9.7054e-05-0.00091604i,-9.3088e-06-0.00059505i,-6.6307e-05+3.0376e-05i,0.00028654-0.00022198i,0.00047927-0.0007688i,-4.2002e-05-0.00064803i,-0.00059664-2.2121e-05i,-0.00082317+4.7349e-05i
0.00085574+0.0022372i,0.0010941+0.0015331i,0.0019877+0.0010234i,0.0024825+0.00094957i,0.0016203+0.0012032i,0.00059314+0.0012741i,-0.00064123+0.00058949i,-0.00061484-0.00035881i,0.00041166+9.2037e-05i,0.00076531+0.001479i,0.0008679+0.0016982i,0.0012234+0.0010114i,0.0014601+0.0007133i,0.0010275+0.00044537i,0.00039262-0.00026567i,0.00035153-0.00043479i,0.00033949-0.00014058i,-9.5039e-05-0.00023478i,-0.00053311-0.00039498i,-0.0004892-7.6371e-06i,-0.00030084+0.00018445i,-0.00027389-0.00024707i,0.00040726-0.00071974i
0.00055943-0.0005885i,0.0014232-0.00043806i,0.00065277-0.00018347i,0.00081357-5.6376e-05i,0.0005239+0.00031869i,-0.00053869+0.00060563i,-0.00045629+0.00088871i,-0.00093206+0.00042115i,-0.00031605+0.0005197i,0.00099506+0.0013312i,0.0012735+0.0013333i,0.0014502+0.00058798i,0.00064946+0.00051242i,-0.00055961+0.0012414i,-0.00018487+0.0011539i,0.00064638-7.5657e-05i,0.00096057-0.00099453i,0.00057735-0.00073364i,0.00010008-0.0003762i,0.00031159-7.3851e-05i,-0.00035131-0.00012937i,-0.00085442-0.0002286i,-0.00059094+0.00025732i
