-0.0011203+0.0006573i,-0.00020581+0.00045598i,-0.0012347+0.00050013i,-0.0021328-0.00014363i,-0.0030184-0.00013226i,-0.0027348+0.002311i,-0.0012219+0.0029441i,0.00030899+0.0014538i,0.0011936+0.0010755i,0.0011982+0.0018194i,0.00064768+0.0017094i,-6.8015e-05+0.0010191i,-0.00033963+0.00071817i,0.00013662+0.0010522i,-0.00012099+0.00095441i,-0.00034561+0.00087409i,-5.8455e-05+0.00073982i,0.00021143+0.00020836i,-3.3231e-05+0.00032315i,-0.00047174+0.000385i,-0.00017779+0.00016787i,0.00024867-0.00016702i,0.00063754-0.00024345i
0.00041668-0.00043242i,0.0003832-0.00038163i,-0.00038364-0.00045919i,-0.00039972-0.0016706i,-0.00024001-0.0014042i,-0.001192-7.1096e-05i,-0.0017856+0.00050989i,-0.00059338+0.0007686i,0.00036562+0.0012091i,0.00061301+0.0010066i,0.0011461+0.00021398i,0.0010446+1.56e-05i,0.00014552+0.0001542i,-0.00072803-0.0004424i,-0.00066466-0.00041876i,-0.00055804+0.0002053i,-0.0010485+0.00056662i,-0.00078712+0.00079966i,4.9781e-05+0.00060348i,0.0002868+0.00021936i,-0.00024706+0.00011793i,-0.00070426-4.9694e-05i,-0.00015757+0.00011475i
0.0014467+0.00057176i,0.00049086+0.00041185i,-5.4271e-05-0.0006119i,0.00053797-0.00045516i,0.00072225-0.00059042i,-0.00011554-0.0013211i,-0.00052308-0.0014252i,-0.00016148-0.00092318i,0.00032961-0.00061457i,0.00071216-0.00029729i,0.0010742+1.5157e-05i,0.0012287+8.4826e-07i,0.00059556-2.1601e-05i,-0.00014157-0.00052438i,-0.00039164-0.00072442i,-0.00037483+0.00036029i,-0.00029407+0.00069946i,-3.3693e-05+0.00015148i,7.0449e-05-0.00040382i,-0.00027885-0.0011003i,-0.00041229-0.00041556i,-0.00050933+0.00045567i,-0.0004197+0.00041219i
-0.0013809+0.0024769i,-0.00066021+0.0013212i,-0.00070112+0.0012364i,-0.0011533+0.00049057i,-0.0010579-0.0011146i,-0.00050243-0.0015279i,-0.00016527-0.00096849i,-5.1647e-05-0.00081488i,-7.167e-05-0.00086035i,-7.253e-06-0.00024096i,-2.3032e-05+0.00024935i,-7.7331e-05-0.00021494i,3.7227e-05+0.00013016i,0.00020028+0.00069174i,7.1963e-05+0.00053226i,0.00016225+0.00042783i,-3.8937e-06+0.00070931i,-0.00013478+0.00054768i,-0.0003019+2.532e-05i,-0.0011487-0.00039552i,-0.00093113-0.00068613i,-0.00047778-0.00086094i,-0.00017131+0.0003109i
-0.0022211-0.00011236i,-0.0016782+0.00061576i,-0.0012083+0.00095489i,-0.0013223+0.00074505i,-0.0007756+0.00038849i,-0.00094911+8.5838e-05i,-0.00083007+8.69e-05i,-0.00061095+1.5114e-05i,-0.0016117-4.6769e-05i,-0.0020074+0.00041686i,-0.0015429+0.0010049i,-0.0010458+0.0010926i,-7.6617e-05+0.00041767i,0.00038112+0.00010007i,0.00057584+0.00020046i,0.00052481+0.00040113i,5.4718e-07+0.00083731i,0.00018608+0.00099806i,5.9716e-05+0.00036379i,-1.7464e-06-0.0002864i,-1.651e-05-9.782e-05i,-0.0005508+0.00059144i,-0.0002993+0.00066569i
0.00013221-0.00022262i,0.0002453-0.00061855i,-0.00082135-0.00093837i,-0.0017338-0.00058995i,-0.002358-0.00022909i,-0.0014956+5.9312e-05i,-0.00033323+0.00015356i,-0.0004585-0.00026566i,-0.0010017-0.00030401i,-0.00097106+0.00011741i,-0.00022764+0.0010261i,0.00051966+0.0012273i,5.3513e-05+0.00036758i,-0.00052454-0.00011093i,-0.0001846+0.00035653i,0.00014132+0.00053405i,0.00037215-0.0003864i,0.00078467-0.0006255i,-3.7219e-06+7.506e-05i,-0.00062394+0.00035329i,-0.00027235-8.0509e-05i,-0.00013804-0.0004045i,1.9076e-05-0.0001764i
-0.00080182+0.0015793i,-0.00015221+0.0021546i,0.00031931+0.0035453i,0.00072882+0.0028527i,0.00040748+0.0014652i,-0.00035087+0.00018282i,0.00030098-0.00022204i,0.00043501+0.00065666i,0.00041819+0.0010871i,0.00067944+0.00079401i,0.00071412+0.00071442i,0.00052309+0.0011767i,0.00078763+0.00025106i,0.00090307-0.00071286i,0.0003411-0.00042747i,-0.00010395+0.00010092i,1.7284e-05+5.9369e-05i,6.6216e-05+0.00021099i,0.00043447+0.00025546i,0.00013131-0.0002018i,-0.00022475-0.00012314i,-9.9724e-05-0.0005935i,-0.00024198-0.00046508i
0.0011919+0.00052996i,0.0018633+0.00054976i,0.001973+0.00045363i,0.0015387-0.00022029i,0.0013063-0.00081327i,0.00014638-0.00076173i,-0.00022729-0.00059508i,-0.00036944-4.9241e-05i,-0.00092484+0.00058274i,-0.00016607+0.0012869i,0.00042547+0.0012271i,0.00052792+0.00037104i,0.00026199-0.00019571i,0.0004428+0.00019701i,2.2208e-05-2.6689e-05i,-0.00043864-0.00016199i,3.1531e-05+0.00075798i,0.00024588+0.0010368i,0.00020118+0.00057782i,0.00025092+0.0002299i,-0.00050013+0.00063762i,-0.00072693+0.0010274i,-4.6369e-05+0.00041198i
0.00016332-0.0015701i,-0.00078371-0.0005655i,-0.0025273-0.00049903i,-0.0021072-0.00038256i,-0.00097207-0.00072379i,-0.00064511-0.0015117i,-0.00028522-0.00093046i,-0.00038539-0.0007017i,-0.00039368-0.0011072i,0.00012752-0.00055629i,0.00045543+0.00076122i,0.00052199+0.0012192i,0.00058761+0.00057711i,0.00045726+0.00087644i,0.00011698+0.0014021i,0.00016342+0.0010632i,0.00042923+0.00041381i,0.00037152+0.0003713i,-0.00071007+0.00053952i,-0.0013748+0.00045465i,-0.0010454+0.00058085i,-0.00024047+0.00091801i,0.00031407+0.00070554i
0.0019451-0.0019803i,0.0019464-0.0020639i,0.0014374-0.0017495i,-0.00029823-0.0015171i,-0.0019864-0.0022257i,-0.0020695-0.0019871i,-0.0011545-0.0015152i,-0.0010459-0.00097104i,-0.0011607-0.00028498i,-0.0012856-0.00013339i,-0.0012496-0.00045556i,-0.0010875-0.00064539i,-0.00048006-0.00074386i,-6.1687e-05-0.00033761i,0.00021505+6.891e-05i,0.00022632+0.00026618i,-0.00010897+0.0010692i,-0.00048665+0.0016598i,-0.00034969+0.0012678i,0.00028036+0.00058092i,-5.2939e-06-0.00030494i,-0.0001435-0.00072719i,-1.3083e-05-0.00062314i
0.00021371-0.002457i,-0.00052253-0.0023159i,0.00083701-0.0021137i,0.00064959-0.0015198i,-0.00073882-0.00058672i,-0.00087393+0.00043462i,0.000112+0.00035149i,0.0010823-0.0006487i,0.0003145-0.00061031i,-0.00068979-0.00041582i,-0.00058249-0.00070346i,-2.5721e-05-0.00044422i,-0.00026419-0.00014001i,-0.00042584-0.00062196i,-0.00048137-0.00041365i,-0.00033564+0.00048047i,0.00030788+0.00041251i,0.00081298+0.0004723i,0.0013348+0.00087578i,0.00069328+0.00066201i,-0.00028445-0.00020765i,-0.00031431-0.00025863i,-0.00012687+0.00047648i
0.00047984+0.0013231i,0.0011204+0.00095314i,0.001883+0.00078734i,0.00065408+0.00059708i,7.3572e-05+0.00031476i,-8.5108e-05-0.00011102i,-0.00037169-0.00071786i,-0.00033546-0.00078393i,-0.0007308-0.00035818i,-0.001069+0.00010378i,-0.00020538+0.0001248i,0.00036889+0.000131i,0.0007671+0.00040289i,4.4041e-05+0.00051638i,-0.0013504+0.0002536i,-0.0018258-0.00016733i,-0.00091623-0.00043358i,-0.00027355+5.5529e-05i,7.8615e-06+0.00080142i,0.00037276+0.00028861i,0.00042966-0.00063235i,-0.00034496-0.00024973i,-0.0012843-8.3243e-05i
0.00027846-0.0009997i,-0.00075024-0.00056823i,-0.00033916+0.00045618i,0.00026186+0.0004019i,-0.00040438-0.00025181i,-0.00013961-0.00034196i,0.00052121-0.00040991i,0.00040892-0.00030551i,-0.00017267+1.4548e-05i,-0.00072124+0.0005005i,-0.00075402+0.00094497i,-0.00058667+0.00082225i,-0.00032071+0.0004198i,-0.00033631+0.00038013i,-0.00028248+0.00046288i,0.00096929+0.00032481i,0.001248+0.00063961i,0.0004555+0.00061204i,0.00054198-0.00020489i,0.00095184-0.00043705i,0.0006782-0.00032091i,0.00028792+0.0004002i,-0.00017069+0.00067887i
-0.0018033+0.0015908i,-0.00037384+0.0026279i,-0.00069415+0.002952i,-0.00024762+0.0020456i,0.00075955+0.0014857i,0.00019356+0.00057962i,-0.00039641-0.00058593i,-0.00015856-0.00072177i,-0.00035947-0.00019401i,-0.00024695+0.00035964i,0.00043237+0.00056i,0.00076424+0.0011561i,0.00088909+0.0022856i,0.00031006+0.0018665i,0.0002704+0.00049103i,0.00021029-3.9942e-05i,-0.00036839+0.00037654i,-0.00029409+0.0010351i,-0.00048869+0.00087293i,-0.001012+0.00010744i,-0.001422+0.0002424i,-0.0013061+0.00049369i,-0.00035909+0.00043105i
-0.0016249-0.00058921i,-0.0018604-0.0011621i,-0.0020085-0.0019119i,-0.002128-0.0019946i,-0.0025369-0.0021796i,-0.0018682-0.0017323i,-0.0012868-0.0011796i,-0.001141-0.0012201i,-0.00074097-0.00037985i,-0.00043804+0.0008178i,-0.00056647+0.0011191i,-0.00012108+0.00074444i,0.00074575+0.00045155i,0.00043475-0.00046172i,-1.9021e-05-0.00025124i,0.00018616+0.00063817i,0.00024819+0.0010521i,-0.00023865+0.000794i,-0.00087521+0.00022994i,-0.001012+7.2312e-05i,-0.0010851+5.1948e-05i,-0.00097201+5.1693e-05i,-0.0006524-9.7341e-05i
0.00030806+0.0026836i,-0.00046211+0.0026399i,-0.00047436+0.0016266i,-0.00073351+0.0015773i,-0.0016454+0.0016117i,-0.001699+0.00075589i,-0.0010055+0.00054074i,-0.00063355+0.00068365i,4.8409e-06+0.00022762i,0.00056537+0.000187i,0.0013657+0.00076587i,0.0017641+0.00072987i,0.0015271-0.00036263i,0.001201-0.00065467i,0.00042761+0.00013346i,0.00015178+0.00046655i,-9.4564e-05-0.00011252i,-0.00041881+0.00014269i,-0.00047807+0.00051985i,-0.00030656-0.00012652i,-0.00012513-0.00014281i,-0.00025079+0.00057459i,-0.00018287+0.00052546i
0.00032411+0.0014491i,0.0015807+0.0018682i,0.0024652+0.0034408i,0.0018172+0.0020503i,0.00045593-0.00065119i,-0.00057968-0.0021842i,9.4101e-05-0.002127i,0.00050766-0.0011626i,0.00040039-0.00070916i,0.00046909-0.00041769i,0.00080587-0.00018726i,0.0012171-6.5882e-05i,0.00049926-0.00038134i,0.00035828-0.00044144i,6.1974e-05-0.00085742i,-0.0001375-0.0012873i,0.00041116-0.00076797i,0.00017843+0.00019547i,0.00016012+8.0575e-05i,0.00068092+0.00026221i,0.0011002+0.00014881i,0.0012507-0.00023728i,0.00054147-0.0003673i
0.001459+0.0024486i,0.00095218+0.0020552i,0.0026107+0.0005777i,0.0033836-0.000808i,0.0016547-0.0016473i,-0.00021785-0.0020548i,-1.4211e-05-0.0012965i,0.00065782-0.001022i,-0.00053679-0.00082319i,-0.0015426-0.00056583i,-0.0007518-0.00026875i,-0.00042793-0.00039243i,-0.00087956-0.00070052i,-0.00059635-0.00040302i,0.00013415-0.00050191i,0.00022573-0.00085026i,0.00024339-0.00075241i,0.00090983-0.00036677i,0.00081605+2.9272e-05i,0.00064659-2.2964e-05i,0.0006715-0.00036868i,0.00063085-0.0010226i,-7.0563e-05-0.00085093i
7.1981e-05+0.002014i,0.00088871+0.0030416i,0.00085437+0.0039429i,0.0011345+0.0025469i,0.00096171+0.00095831i,0.00015075+0.00016833i,-0.00025405-1.004e-05i,-0.00072299-8.1234e-05i,-0.0011898+6.5523e-05i,-0.00071703+0.00038037i,-0.00038268+0.00054582i,-4.8698e-05-2.5511e-06i,0.00032142-0.00093974i,0.0007652-0.00075174i,0.00083218+0.00043653i,0.0006612+0.0012047i,0.00041668+0.00091482i,0.00013579+0.00016563i,-0.00025866-0.00033712i,-0.00086574-0.00039878i,-0.00034295+0.00038028i,0.00055134+0.0010142i,0.00053204+0.00092636i
-0.0011803+0.00078177i,-0.0014854+0.0013178i,-0.0010637+0.0011842i,-0.0011839+0.00028501i,-0.0013143-0.00026384i,-0.0010791-0.001067i,-0.00055203-0.0012516i,-0.0012893-0.00099556i,-0.0014603-0.00060652i,-0.0013569+0.00028781i,-0.0016383+0.00057497i,-0.0014302+0.00018775i,-0.0008925+0.00048799i,-0.00015221+0.00094133i,-0.00010122+0.0014379i,-1.7989e-05+0.00093018i,0.00062159+0.00037076i,0.00055665+0.00014675i,0.00016051-0.00017601i,-0.00010027+0.00014528i,-0.00027867+0.00033654i,-0.00026619+4.0131e-05i,0.00042355+0.00034827i
0.0025233+0.0028459i,0.0031758+0.0031747i,0.0052621+0.003306i,0.0040766+0.0023038i,0.0014008-2.8763e-05i,-0.00045146-0.0013037i,-0.0011021-0.00066947i,-0.00065736+9.9184e-05i,-0.0011081+0.00059999i,-0.0014467+0.00082928i,-0.0009553+0.0010623i,-0.00059823+0.001651i,-0.0002808+0.0010523i,0.00064609+8.9681e-05i,0.00065566-0.0006778i,0.00041005-0.0015998i,4.3114e-05-0.00083923i,6.5992e-05+0.00038018i,0.00066045+0.00050289i,-0.00025556+0.00043211i,-0.00081344+0.00032436i,0.00036635+0.0003245i,0.00085793+0.0010294i
-0.0011516-0.0028978i,-0.00025292-0.0029727i,-0.0015732-0.0034037i,-0.0024036-0.0023516i,-0.0025096-0.00060874i,-0.0021811+0.00050791i,-0.0013519+9.8508e-05i,-0.0010553+0.00011369i,-0.0018862+0.00053307i,-0.0029065+0.00087257i,-0.0018481+0.0013197i,-7.655e-05+0.0010655i,0.00073203+0.00097946i,0.00071141+0.00065252i,0.00060396+0.00028101i,0.00050526+0.00032057i,0.00016969-7.8845e-05i,0.00090765-0.00032i,0.00097828-0.00016094i,-0.00036793+7.7245e-05i,-0.00074909+0.00033275i,-0.00028386+0.00039816i,-7.63e-05-0.00028922i
0.0012249-0.0025906i,0.0004833-0.0025777i,-9.9276e-05-0.0025913i,0.00012075-0.0014155i,-1.1436e-05-0.00074786i,-0.00052971-0.00042884i,-0.00056117-0.00024304i,5.621e-05-0.00029054i,0.00032136+9.8375e-05i,-0.00044639+0.00052363i,-0.00047948+0.00076051i,-4.8585e-05+0.0010071i,-0.00013139+0.00091259i,8.0024e-05+0.00032576i,8.8248e-05-0.00037916i,0.00066182-0.00068352i,0.00087998-0.00033976i,0.00014748+1.1713e-05i,-9.88e-05-0.00032451i,0.00078021-0.00052194i,0.0011105-0.00022174i,0.00038808-0.00017603i,-7.479e-05+0.00023084i
-0.00025946-0.00083278i,0.00032092-0.00094464i,-0.00036091-0.00051071i,-0.00031796-0.0009747i,-0.00028686-0.00065289i,-0.00018706+0.00010511i,0.00013079+3.5335e-05i,0.00043928+0.000131i,0.00030432+0.00052737i,0.00021545+0.00020223i,0.00090489-0.00048437i,0.0015281-0.00086213i,0.0010477-0.00071712i,0.00029173-0.00039163i,0.00033395-0.00036175i,9.3138e-05-0.00025397i,0.00064277+0.00019161i,0.0015446+0.00012351i,0.00073834+0.00024231i,-0.00062647-2.9428e-05i,-0.0014007+6.9498e-05i,-0.00072526+0.00079058i,0.00027428+0.00050681i
0.00063588+0.0026366i,-0.00030892+0.0041768i,-0.00076459+0.0035786i,-0.00028571+0.0019165i,0.00075836+0.00065044i,0.00053735-0.00031062i,0.00019438-0.00042584i,0.00054868-0.00038887i,0.00042831-0.00013267i,-5.9576e-05-0.00013443i,0.0002328-0.00094776i,0.00052869-0.0013466i,0.00024214-0.00098152i,7.8246e-05-0.00016966i,-0.0002222+0.00039119i,-0.00094234+0.00074756i,-0.0010016+0.00078728i,-0.00025397+0.00070467i,0.00022599+0.00051769i,0.00051906-0.00022387i,0.00026574-0.0002584i,-5.0033e-05-0.00028345i,0.00028411-0.00086939i
0.0010854+0.00066245i,0.0018059+0.00064139i,0.0027003+0.00092036i,0.0026566+0.00048927i,0.0013286-0.0012119i,9.478e-06-0.0020525i,-0.00059145-0.0011643i,-0.00050511-0.00074599i,-0.00028145-0.00081419i,-0.00041875-0.00042698i,-0.00017195-0.00028254i,4.8003e-05-0.00051921i,-0.00042002-0.00081733i,0.00029072-0.00085579i,0.0007503-0.00043849i,-9.8675e-05-0.000237i,-0.00061315+0.00034908i,-0.0007342+0.00056563i,-0.00052876+8.6458e-05i,-0.00074714+4.0689e-05i,-0.00038896-0.00039983i,0.00031125-0.00070399i,-5.6521e-05-0.00019043i
-0.00041397-0.0020513i,-0.001277-0.0014547i,-0.0016332-0.0011196i,-0.0030854-0.00067015i,-0.0030069-0.00025015i,-0.0016753-2.9533e-05i,-0.0014594+0.00035188i,-0.00085705+0.00016776i,-0.00096664-9.604e-05i,-0.0013634+0.0001334i,-0.001437+0.00032417i,-0.0015217+0.00012649i,-0.0010145+0.00026807i,-0.00044606+0.00077777i,-0.00014795+0.00081944i,-0.00010485+0.00091058i,8.8395e-05+0.00074542i,0.00039475+0.00057494i,0.0010572+0.00013257i,0.0010487-3.8404e-05i,0.00053987+0.00061919i,-0.00019397+0.0006957i,-0.00092117+0.0002271i
3.6795e-05-0.0011188i,0.00058191-0.00076811i,0.00020842-0.0020709i,0.00020793-0.0015296i,0.00016819-0.00079385i,0.00022814-0.00026055i,0.00065093+0.00043367i,0.00059568+8.5998e-05i,8.2982e-05+1.7546e-05i,-0.00062668+0.00045244i,-0.0010955+0.00041347i,-0.000617+0.00096079i,-0.00056646+0.0016423i,-0.00021468+0.0012394i,0.00019406+0.00012638i,0.00035432-0.00015526i,0.00010895-0.00013421i,0.000473-0.00044928i,0.00097242-0.00038306i,0.00022599+0.00040195i,-0.00051592+0.0010452i,-0.00039971+0.0011615i,-0.00013393+0.0004464i
-0.0012318+0.00090854i,-0.00037417+0.0021102i,-0.0010532+0.0018921i,-0.0015124+0.0010246i,-0.0012053+0.00050337i,-0.00041243-0.00023344i,0.00021696-0.00079644i,0.00073451-0.00020716i,0.00014206+0.00039946i,-0.0011637+0.001097i,-0.0009316+0.0020728i,0.00011941+0.0023207i,0.00052821+0.0016071i,-1.152e-05+0.00091386i,-0.00051721-0.00020325i,-3.9312e-06-0.00049004i,0.00026289+0.0005636i,-2.5915e-05+0.00076076i,-0.00019982+0.0005264i,4.6556e-05+0.0002695i,0.00025542+0.00018223i,0.00052915+0.00022837i,0.00089963+0.00035073i
0.00011878-0.00027759i,0.0012613-0.0004863i,0.00027438-0.00051702i,-0.0006833-0.0016066i,-0.00063386-0.0023439i,-0.0014219-0.0017138i,-0.00179-0.00092742i,-0.0011816+0.00029135i,-0.001285+0.00089245i,-0.001135+0.00037754i,5.9048e-05+6.0342e-05i,0.00065168+1.2197e-05i,0.00066157+0.00021206i,0.00014259-0.00010027i,-6.1439e-05-0.00042518i,0.00049212+0.00052037i,0.00052504+0.001555i,0.00047069+0.0017748i,0.00064794+0.0013396i,0.0002039+0.0013585i,-0.00029437+0.00088297i,-0.0006658-0.00037993i,-0.00093986-0.00085007i
-0.00093647-0.00049967i,-0.0011978-0.00063645i,-0.00012788+0.0018496i,0.00098169+0.0032706i,0.000797+0.0016775i,-0.00010726+0.00056837i,-0.00073649+0.0003156i,-0.00038475+8.5329e-05i,0.00050587+0.00074435i,0.00073817+0.0011501i,0.00071045+0.0011651i,0.00095573+0.00056038i,0.00087424-0.000922i,0.00060551-0.0011714i,0.001026-0.00089491i,0.0011627-0.00078069i,0.00051479-0.0002169i,0.00012358+0.00017975i,0.00041405+0.0001541i,0.00043402-0.00030453i,-0.00027429+2.5562e-05i,-0.00018159+0.00028844i,0.00074703-0.00019659i
0.0014889+0.00072502i,0.0014478+0.00051241i,0.00066174+2.6545e-05i,5.9609e-05-0.00061041i,-5.9918e-05-0.0015926i,0.00020618-0.0020689i,0.00023681-0.0016896i,0.00011761-0.001516i,0.00025034-0.0006136i,4.0173e-05+6.7823e-06i,0.00085622+0.00032697i,0.00036139+6.6589e-05i,-0.00044681-0.0009254i,-0.00054714-0.0012056i,-0.00085715-0.00081029i,-0.0010911-0.00037179i,-0.0013106+5.0073e-05i,-0.00048798+0.000641i,0.00040538+8.9103e-05i,0.00051381-0.00021238i,0.00042265-5.2455e-05i,0.00077344-0.00062407i,0.00079159-0.00046443i
-0.0012725+0.0016449i,-0.0012617+0.001873i,-0.00035664+0.001869i,0.00060299+0.0014455i,-0.0003107-0.00025815i,-0.0013021-0.0014178i,-0.0010369-0.0011405i,-0.00060628-0.00042459i,-0.0011119+9.9098e-05i,-0.0018168+0.00031119i,-0.0009372-9.7784e-05i,1.0154e-05-0.00096515i,0.00040851-0.00057212i,0.00010751+9.7142e-05i,-0.00024614+0.00021613i,-0.00037614+0.00050411i,-0.00031793+0.00088394i,0.00048016+0.00089759i,0.00055103+0.00036684i,0.00048772+0.00025015i,0.00017063-0.0001366i,-8.9591e-05-0.00023732i,0.0004222+0.00062406i
-0.0011107+9.0308e-05i,-0.0021787-0.00043207i,-0.0024034+0.00058349i,-0.0022237+0.0015665i,-0.0015343+0.00087472i,-0.00043589-0.0004142i,-0.00010626-0.00056322i,1.8866e-05-0.00031979i,-4.561e-05+7.6137e-05i,-0.00078988-0.00019632i,-0.0011958-0.00048482i,-0.00092505-2.2553e-05i,-0.00095742+0.00064978i,-0.00054829+0.0010639i,-0.00011224+0.00037694i,-0.0001152+0.00054977i,-0.00032248+0.0014095i,-0.0005454+0.0012535i,-0.00037683+0.00056477i,-7.2637e-05+0.00044008i,0.00040418+0.00083804i,0.00054414+0.00039188i,0.00021014-5.2134e-05i
0.00037021+7.1182e-05i,0.001079-0.00035925i,0.0012084-4.1383e-06i,0.00073983-0.00037801i,-0.00080086-0.00062781i,-0.0021481-2.6417e-05i,-0.0022327+0.00044138i,-0.0015602+0.00083505i,-0.0010733+0.0014642i,-0.0015388+0.0016925i,-0.0018555+0.0014253i,-0.0013194+0.00086485i,-0.00029461-0.00014084i,0.00084002-0.00030203i,0.00054779+0.00015351i,-3.3934e-05+0.0004465i,0.0003546+0.00024534i,0.00036587+0.00026819i,-0.00023421-0.00013991i,-0.00073215-0.00080374i,-0.00047248-6.1694e-07i,-0.00069685+0.00030361i,-0.00070375-2.3068e-05i
0.0027102-0.00092423i,0.002717-0.0011264i,0.003095-0.0014074i,0.0023003-0.0012912i,0.00019405-0.0008553i,-0.00060315-0.00076063i,-0.00060373-0.00051498i,-0.00093946-0.00077208i,-0.0012245-0.0010983i,-0.0016874+0.00021373i,-0.0010489+0.0013639i,0.00031564+0.0012294i,0.0010471+0.0010643i,0.00083365+0.0003179i,0.0005675-0.00054493i,0.00058026-0.0004343i,0.00050973-4.117e-05i,9.1919e-05+0.00062902i,-4.9568e-05+0.00086913i,9.5829e-05+0.00098132i,-0.00035493+0.00084021i,-0.00088489+0.0005638i,0.00015776+0.00058633i
-0.001396+0.0012331i,-0.0020156+0.0016696i,-0.0018757+0.0027808i,-0.00032461+0.0025122i,2.9927e-05+3.5812e-05i,-0.00053278-0.0014795i,-0.00047542-0.0014883i,-0.00051022-0.00061327i,-0.00057492+0.00025477i,0.00018811+0.00043432i,0.00061709+0.00079242i,0.00059565+0.00073432i,0.0011969+0.00032896i,0.0010689+0.00045372i,0.00081254-1.3414e-06i,0.001263-0.00019911i,0.001369+0.00013832i,0.00045426+0.00037736i,-2.866e-05+0.00030546i,0.00020121-0.00042178i,0.00021221-0.00016575i,-0.00026568+0.0004444i,-0.00023148+0.0002938i
0.0023803-0.0023873i,0.0031709-0.0023482i,0.0025334-0.00293i,0.0012242-0.0025049i,-7.8807e-06-0.001465i,-0.00079686-0.0009271i,-0.0012777-0.00023576i,-0.00099016+0.00026886i,-0.00049206+0.0001794i,-0.00011588+0.00039577i,0.00011362+0.00024559i,4.3726e-05-0.00094391i,-0.00045812-0.001459i,-0.00015931-0.001656i,0.00032759-0.00072532i,-0.00014964+0.00056299i,-0.00024431+0.00063157i,4.1137e-05+0.00051136i,0.00050897+0.00016391i,0.00076508-0.00058742i,0.00035475-0.00065656i,-0.00039307+0.00024859i,-0.001214+0.00038756i
0.00045098-0.00069347i,0.00060105+0.00010329i,0.0017901-0.00032082i,0.0010624-0.00021793i,-0.0011513-0.00059246i,-0.0024974-0.00044043i,-0.0018091-0.00052906i,0.0002381-0.00073765i,0.00058878-0.00033875i,0.00042565+2.7452e-05i,0.00052205+0.00021177i,0.00023962+0.00038358i,-0.00013154-0.00016074i,0.0002118-4.6168e-05i,0.00035925+0.00036006i,-0.00073469-8.4719e-05i,-0.0011972-5.9907e-05i,-0.00057826+0.00039242i,-0.00063819+0.000266i,-0.0010413-9.0207e-05i,-0.00045278-4.4014e-05i,0.00027453-0.00014213i,0.00028759+0.00037398i
0.00054397+0.00022001i,0.00043596+0.00067136i,-0.0010402+4.6716e-05i,-0.0019364-0.00029491i,-0.0025528-9.7197e-05i,-0.0024722-0.00020793i,-0.0014457-0.00035842i,-0.00098577-0.0012234i,-0.0010649-0.001337i,-0.00066542-0.00024735i,-0.00037542+0.00016775i,-0.00021986-0.00076072i,-0.00013257-0.0011276i,-0.00042058-7.374e-06i,-0.00083582+0.00018152i,-0.0007283-0.00033144i,7.5333e-05-4.7877e-05i,0.00094418+0.00043458i,0.00054265+0.00036603i,-0.00043867-0.00026475i,-0.00095259-0.0006645i,-0.00031201-9.5045e-05i,0.00031921+0.0011765i
-0.0003562-0.00084437i,-0.00031228-0.00049554i,-0.00073579-0.0003326i,-0.0011779+0.00013464i,-0.00090234+0.0007988i,0.00042268+0.0011123i,0.0012304+0.0012148i,0.00022714+0.00082214i,-0.00066228+0.00053293i,-0.0012183+0.00025543i,-0.0012955+0.00088758i,-0.00084093+0.0011191i,-0.00044125+0.0010407i,0.00014198+0.00079169i,0.0006237+0.00069209i,0.00057922+0.00083934i,0.0010301+0.00090323i,0.00087524+0.0011582i,5.4101e-06+0.00036674i,0.00011294-0.00015982i,0.00037218-0.00021715i,4.7693e-06+0.00033992i,-0.00044272+0.00050244i
-0.001924+0.00091118i,-0.0025709+0.0011488i,-0.0024203+0.00169i,-0.0010326+0.0026954i,-1.0976e-05+0.0021032i,0.00040576+0.00062519i,0.00052048+6.7758e-05i,0.00085249-0.0007757i,0.00060661-0.0015866i,-0.00055549-0.0008144i,-0.0010498+0.00045131i,-0.00059314+0.0012555i,-0.00024259+0.0011298i,0.00030469+0.001062i,0.00051393+0.001255i,0.00033247+0.0014038i,3.0251e-05+0.00057777i,0.00033208-0.0005352i,0.00023551-0.0003087i,0.00023262+5.8445e-05i,0.00032876-5.6787e-05i,0.00016973-0.00021511i,-0.00018394-0.00015771i
0.0039937+0.0010681i,0.0042596+0.0022257i,0.0046431+0.0018299i,0.002941-0.00032756i,0.00088081-0.0024504i,-0.001152-0.0023857i,-0.0016268-0.001045i,-0.00090794-0.00077645i,-0.0009492-0.001369i,-0.0011185-0.00093882i,-0.00056268+0.00020311i,0.00045403+0.00048798i,0.00055674-4.9957e-05i,0.0003601-0.00010349i,0.00030482-0.00020383i,0.00039564-0.00087971i,0.00036269-0.0010808i,0.00014925-0.00057702i,0.00027508-2.4982e-06i,0.00053222+0.0010724i,0.00012318+0.0011055i,-1.744e-05-0.00044445i,0.00047313-0.00094323i
-0.00095375-0.0015477i,-0.00095496-0.0018602i,-0.00065914-0.0020664i,-0.00076012-0.0012892i,-0.00084338-0.0011776i,-0.00039158-0.00082126i,-0.00029498-0.00041125i,-0.00040499-0.0010694i,-0.00088868-0.00063429i,-0.0011511+0.0015869i,-0.00046838+0.0021378i,0.00063015+0.0013279i,0.0010015+0.0003717i,0.00045723-0.00036459i,2.8921e-05+0.0002095i,-0.00014968+0.00058214i,6.2066e-05+0.00089609i,0.00050311+0.0010932i,0.00063402+0.0010295i,0.00064351+0.00053988i,0.00013613-1.9009e-05i,-0.00065176-0.00016039i,-0.00044329-4.0273e-05i
