-0.00090043+0.00076462i,-0.0012882+0.00022655i,-0.0027127+0.00026301i,-0.0020353+0.00086961i,-0.0011187+0.0024814i,-0.0011243+0.0031944i,-0.00065455+0.0029287i,0.00011828+0.0022475i,0.00010445+0.0012043i,0.0003228+0.0004526i,0.00014678-0.00045138i,-0.00047552-0.00059881i,-0.0009783+0.00019584i,-0.0012371+0.00012876i,-0.00094198-0.00011448i,-0.00081456-7.9266e-05i,-0.0014693-0.00035983i,-0.00085331-0.00014452i,0.00036834-0.00011526i,0.00074255-0.00041935i,-1.0385e-05-0.00036133i,-0.00043959-0.000193i,-0.00031201-0.0001227i
-0.0020825-0.0019925i,-0.0038754-0.0015087i,-0.004086+5.1304e-05i,-0.0018997+0.0026826i,-0.00073818+0.0033011i,-0.00089342+0.0018328i,0.00045786+0.0015915i,0.0035817+0.0024151i,0.0046267+0.0019619i,0.0035537+0.00065735i,0.0024235+0.00064709i,0.0015018-0.00026963i,0.00015759-0.0017013i,-0.00076686-0.0013583i,-0.00081167-0.00064206i,-0.0013785-0.00023705i,-0.0014241+0.00019068i,-0.0010622+0.00058926i,-0.00083993+0.00042715i,-0.00068148+0.00026738i,-0.00051772+7.4264e-05i,2.2328e-05+1.0784e-05i,0.00071205+0.00022304i
-0.0036578-0.00046074i,-0.0023504-0.0006611i,-0.0030147-0.0019214i,-0.0033128-0.0023474i,-0.0021141-0.00049387i,-0.00061225+0.0016846i,0.0013676+0.0011193i,0.0033257-0.0019692i,0.0032534-0.0031804i,0.0015853-0.0021653i,0.0010293-0.00068444i,0.0005281-0.00081965i,-0.0010443-0.0012706i,-0.0016665-0.0001443i,-0.00094517+0.00087379i,0.00066327+0.00098766i,0.0023548+0.00098392i,0.0016366-0.0001496i,-0.00014211-0.00089325i,-0.0010201+2.1515e-05i,-0.00095611+0.00032688i,-0.00013835+0.0004408i,9.4834e-05+0.00078981i
-0.0023032-0.0021522i,-0.0032576-0.0024872i,-0.0039354-0.00076451i,-0.0034054+0.00067386i,-0.00028551+0.00089023i,0.0014337+4.2983e-05i,0.0013238-0.0020512i,0.001036-0.0045546i,0.00053882-0.0053331i,0.00045684-0.0033394i,0.0003647-0.0017397i,-0.0010134-0.0015125i,-0.0017018+9.8067e-05i,-0.00051075+0.0015128i,7.6743e-05+0.0018297i,1.2305e-06+0.0016296i,5.707e-06+0.0011621i,-0.00044138+6.7689e-05i,-0.00071665-0.00056708i,-0.0012359-0.00018456i,-0.0015116+0.00027692i,-0.0012852+0.00025666i,-0.00066053+0.00022843i
-0.0013555-0.0019768i,-0.00043847-0.0026335i,-0.00073424-0.0027294i,-0.0013185-0.0017353i,-0.0021878-0.0017831i,-0.0026698-0.002803i,-0.0022754-0.0038295i,-0.0030992-0.0055024i,-0.0040732-0.0051705i,-0.00329-0.0022708i,-0.0023765-0.00045019i,-0.0022331+0.00013768i,-0.0014295+0.00063178i,-0.00034426-6.9228e-05i,-4.6458e-05-0.00093976i,0.00032822-0.001416i,0.00055709-0.0021758i,-4.1762e-06-0.0024435i,-0.00013128-0.0014742i,2.2453e-06+0.00013418i,-0.00040279+0.0003753i,-0.00033779-0.00023154i,0.00035839+0.00013739i
-0.0005572+0.00148i,-0.0012217+0.00075624i,-0.0015527+0.00051434i,-2.6056e-05+0.0006637i,0.0012787+0.00069709i,-0.00021927+0.00012072i,-0.0029805-0.00069501i,-0.0058356-0.00097429i,-0.0057635+8.0679e-05i,-0.0025968+0.00098619i,-0.00088766+0.0011724i,-0.0001926+0.0017785i,0.0015952+0.0015057i,0.0019201+5.3494e-05i,0.00036566+3.2407e-05i,0.00025175-0.00049343i,5.5334e-05-0.0014968i,-0.0010975-0.0013838i,-0.0012452+4.1891e-05i,-0.0013651+0.0006813i,-0.0014567+0.00057408i,-0.0015758+0.001284i,-0.0010786+0.0013716i
0.0013149+0.0022538i,0.0018034+0.0017306i,0.0014206+0.00051004i,0.00031191-0.00092028i,-0.0019693-0.0017996i,-0.0048353-0.0025598i,-0.0058676-0.00065042i,-0.0048898+0.0027213i,-0.0028187+0.0031148i,-0.00043071+0.001838i,0.0010953+0.0013495i,0.0021241+0.00085401i,0.0024666-0.00051536i,0.0015072-0.0013712i,0.00087329-0.0012112i,0.00086665-0.0011427i,0.00034427-0.00090186i,0.00031745-0.00024183i,0.0016428+0.00033691i,0.0022456+0.00045813i,0.00090988+0.00011139i,-0.0006397+0.00027962i,-0.0012442+0.00093076i
-0.0011159+0.00029453i,-0.0027502+0.00078174i,-0.0023334+0.00095921i,-0.0021619+0.0011398i,-0.0019052+0.0013645i,-0.0022737+0.002676i,-0.0030361+0.0052334i,-0.001567+0.0064647i,0.0010916+0.0058058i,0.0021523+0.0036722i,0.0024894+0.0015454i,0.0028756+0.00031693i,0.0017053-0.00073695i,-0.00038971-0.0002656i,-0.0004053+0.00080365i,0.00017363+0.00072234i,-8.674e-05+0.00066632i,-0.00047571+0.00040562i,-0.0010948-0.00070051i,-0.00073652-0.0011551i,-0.00071005-0.00050258i,-0.00077948-3.3938e-06i,6.6801e-05+7.0749e-05i
0.00090394+0.0023654i,0.0014388+0.0014332i,0.0017784+0.0013106i,0.0005402+0.00078059i,-0.00016038+0.00012695i,-0.00039047+0.0006854i,-0.00027503+0.0027966i,0.0019789+0.0028889i,0.0036883+0.00099977i,0.0028739-0.00064349i,0.0024973-0.0021269i,0.0025402-0.0030739i,0.0001623-0.0023606i,-0.00091785-0.00056393i,0.00011807-0.00062413i,0.00082828-0.00074182i,0.00095416+0.00019112i,0.00064797+7.3285e-05i,0.00076656-0.00046413i,0.0010209-0.00049777i,0.00081576-0.00052768i,0.00036776-0.00061262i,0.00050909-0.00064841i
-0.00026554-3.6173e-05i,-0.00035531-6.1422e-08i,-0.00056165-0.00024762i,-0.0016936-0.0014813i,-0.0028402-0.001626i,-0.0020795-0.00048045i,0.0010502-0.0004491i,0.0036416-0.0025725i,0.0036888-0.0037953i,0.0017008-0.0026242i,0.00026687-0.0016709i,-0.00035491-0.0013871i,-0.001538+5.1511e-05i,-0.0012418+0.00087858i,-0.00068124+0.0001214i,-0.00042311+6.2509e-05i,0.00032039+0.00053833i,0.00084719+0.00024138i,-0.00012653+5.6454e-05i,-0.0012123-0.00038753i,-0.0010127-0.00015457i,-0.00027949+0.00049556i,-0.00026378+0.00038162i
0.00018547-0.0030678i,0.00019425-0.0039662i,-0.00099824-0.0045957i,-0.0015088-0.0034617i,-0.0016991-0.0020069i,-0.0013461-0.00090506i,-0.00098205-0.0018072i,-0.00060021-0.004862i,-0.00019439-0.0056188i,-0.0008665-0.0034309i,-0.0012868-0.0023343i,-0.0018231-0.0016787i,-0.0020646-0.0012433i,-0.00082225-0.0017385i,5.2702e-05-0.0016881i,0.0010666-0.0014102i,0.00098847-0.0021415i,0.00068246-0.0024863i,0.0014288-0.00097362i,0.0010348-1.9395e-05i,0.00040368-7.0879e-05i,-0.00024822-0.00015248i,-0.00075165+0.00011595i
0.0011855-0.00081264i,0.00036169+0.00030308i,-0.001294+0.00084372i,-0.0030381-0.00016844i,-0.0039246-0.0030213i,-0.0039175-0.0044762i,-0.0043605-0.0041046i,-0.0052319-0.00427i,-0.0045864-0.0040785i,-0.002816-0.0019429i,-0.0010435+0.0012427i,5.2789e-05+0.0022341i,0.0010162+0.0012858i,0.0012078+0.00034534i,0.00020024+0.00020526i,-0.00094671+0.00046437i,-0.0012204+7.0792e-05i,-0.0010385-0.0003539i,-0.000989-0.00097706i,-0.0011779-0.00095208i,-0.0012794+0.0003107i,-0.00066766+0.00077736i,0.00011157-0.00016109i
0.00096718-0.0029697i,0.0021465-0.0033242i,0.0024292-0.0049842i,0.0016986-0.0040324i,0.00028724-0.00072338i,-0.0033305+0.0014923i,-0.0063583+0.002213i,-0.0075058+0.0024451i,-0.0058166+0.0010472i,-0.0024813-2.7568e-05i,-0.00058244+0.00064991i,0.00075283+0.00047215i,0.0013728-0.0003488i,-0.00030503-0.0018074i,-0.0013222-0.0025829i,-0.00098002-0.0022309i,-0.00096668-0.0015414i,-0.00026786-0.0008854i,0.00027155-0.00096436i,0.00029323-0.0012004i,0.00049825-0.00092506i,0.00027795-0.00049967i,-0.0001251-0.00024517i
-0.0014049-5.1404e-05i,-0.00282+0.0013893i,-0.0057443+0.0020903i,-0.0060776+0.0021574i,-0.0047693+0.0022035i,-0.0036115+0.0030988i,-0.0027754+0.0047149i,-0.0023885+0.0059731i,-0.0012906+0.0049298i,0.00029874+0.0022419i,0.001409+1.2072e-08i,0.0018154-0.00089583i,0.00095258-0.001239i,-0.00077604-0.0014625i,-0.0011707-0.00051488i,-0.0011258+0.0004071i,-0.0014916+0.00064905i,-0.0016011+3.39e-06i,-0.001962-0.00077513i,-0.001785+0.00017352i,-0.0013088+0.00092939i,-0.0012242+0.0007787i,-0.00037601+0.0011053i
0.00022551+0.00012844i,0.00042429-0.00053192i,0.0012541-0.00035488i,0.0027069-0.00019328i,0.0029207+0.00040466i,0.0025752+0.0018734i,0.0033565+0.004056i,0.0049733+0.0055883i,0.0049452+0.0046281i,0.0026366+0.0013221i,0.0017499-0.0016541i,0.0024844-0.0027143i,0.00070524-0.0020291i,-0.00088902-0.0010111i,4.5414e-05-0.0011221i,0.00062694-0.0013433i,0.0008538-0.00091874i,0.0011421-4.4129e-05i,0.00082267+0.00032727i,0.00061972-0.00056998i,0.00082598-0.0010164i,0.00067563-0.00075984i,0.0005758-0.00024803i
-0.0014153-0.00011653i,-0.001931+0.00095852i,-0.0029405+0.0014245i,-0.0030834+0.00042075i,-0.002132-0.002308i,-0.00011965-0.0039761i,0.0032869-0.0035528i,0.0066853-0.0028322i,0.0060837-0.0024539i,0.0021953-0.0020222i,-0.00021959-0.0015365i,-0.00065594-0.0012652i,-0.00057245+0.00099294i,-0.00055258+0.0032115i,-0.00067437+0.0025818i,-0.00073573+0.0014888i,-0.00016911+0.00041505i,0.00052062+7.2255e-05i,-0.00025988+0.00041566i,-0.0011453+0.0004086i,-0.00060117-4.7553e-05i,0.00021241-0.00087329i,0.00040261-0.0011936i
-0.0013816-0.002437i,-0.00016203-0.004323i,-0.00059359-0.0040631i,-0.00035458-0.0037462i,1.5769e-05-0.003572i,-0.00056715-0.0043923i,0.00019349-0.0066775i,0.0025639-0.0091474i,0.0030046-0.0087833i,0.00055344-0.0046286i,-0.0012888-0.00092322i,-0.0015165+0.0005917i,-0.00056728+0.0015137i,-7.0974e-05+0.00095957i,0.00014795+0.00063026i,0.00041841+0.0012182i,0.0010599+3.3731e-05i,0.0016736-0.001428i,0.0007232-0.001442i,0.00083646-0.0011951i,0.0013682-0.0017086i,0.00020513-0.0014259i,-0.00043456-0.00011995i
-0.0016897+0.0041811i,-0.0023083+0.004765i,-0.0027595+0.0061489i,-0.003831+0.0058404i,-0.0052283+0.002159i,-0.0069294-0.0025006i,-0.0087269-0.0054623i,-0.0090369-0.0079534i,-0.007044-0.007703i,-0.0033909-0.0031449i,-0.0010937+0.0007518i,7.7621e-05+0.0016037i,0.0020283+0.0016448i,0.0030377+0.00091327i,0.0021586-0.0001016i,0.001217-0.00015257i,0.00091554-5.3167e-05i,0.00026927-0.00066923i,-0.00030016-0.0010343i,-0.00091088-0.00059558i,-0.0013492+5.03e-06i,-0.0012844+0.0011971i,-0.0010388+0.0016826i
0.0027305+0.00079235i,0.0043221+0.00034966i,0.0049279-0.0014081i,0.0041486-0.0024086i,0.00054383-0.0006189i,-0.0054725-0.0003236i,-0.010011-0.00097594i,-0.012447-0.00044794i,-0.010875+7.7566e-05i,-0.0052382+0.00090016i,0.0001669+0.0016143i,0.0026855+0.00080677i,0.0025538-0.00058201i,0.0014618-0.002096i,0.0013578-0.0029966i,0.0022213-0.0027957i,0.0025488-0.0024652i,0.0020169-0.0017159i,0.0015059-0.00082588i,0.0011416-0.00030028i,0.00048216+3.2012e-05i,-0.00037522-0.00049519i,-0.0014864-0.00046402i
-0.0012563+0.0044489i,-0.0014777+0.0052957i,-0.002724+0.006106i,-0.0038899+0.0061452i,-0.0030797+0.0063901i,-0.004806+0.0083355i,-0.0074001+0.011018i,-0.0082889+0.012959i,-0.006988+0.011355i,-0.001837+0.0054782i,0.0028304+0.00059238i,0.0039087-0.0011594i,0.0027202-0.0021162i,0.0012425-0.0022819i,0.0012425-0.0013063i,0.0014761-0.0010537i,-0.00011949-0.001293i,-0.001697-0.00027337i,-0.001857+0.0011942i,-0.0018358+0.0013298i,-0.0010196+0.0010472i,-0.00045141-2.0482e-05i,-0.00062342-0.00053024i
0.0022265-0.0012063i,0.0026075-0.0020796i,0.0052773-0.0048224i,0.0065039-0.005791i,0.005845-0.0036774i,0.0055429+0.0010891i,0.0059955+0.0081849i,0.0065621+0.013163i,0.0056667+0.012203i,0.0039401+0.0058479i,0.0022503+0.00014737i,0.00046803-0.0027034i,-0.0014466-0.0040235i,-0.0018929-0.003699i,-0.00078622-0.0030814i,-0.00084216-0.0035686i,-0.0016112-0.0034705i,-0.0014189-0.002129i,-0.00046937-0.0015465i,0.0007347-0.0016116i,0.00098373-0.00049526i,0.00025185+0.0012571i,-0.00076133+0.0018606i
0.0020456+6.4538e-05i,0.0024447+0.00081061i,0.0012919+0.0010226i,-0.0017719-4.2068e-05i,-0.0022307-0.0021163i,0.00078239-0.0028496i,0.00573-0.00069342i,0.011737+0.00175i,0.013073+0.0020346i,0.0076765+9.9845e-06i,0.0014657-0.0023726i,-0.001798-0.0023807i,-0.0027918-0.00081306i,-0.0025863+0.0004763i,-0.0021208+0.00054148i,-0.0023177-0.00025196i,-0.001671+5.5721e-05i,-0.0004382+0.00078366i,-0.00051541+0.00010779i,-0.00068167-0.00082766i,-0.00069838-0.00094771i,-0.00098933-3.6662e-05i,-0.0012611+0.0017263i
0.0036364-0.0017561i,0.0036202-0.0026868i,0.0037614-0.0038906i,0.0018054-0.0058093i,-0.0003842-0.0077717i,-0.0002445-0.0080657i,0.004501-0.0085271i,0.011148-0.010848i,0.01239-0.011289i,0.0069308-0.0079204i,0.0013448-0.0037157i,-0.0015878-0.0009299i,-0.0027708+0.00010639i,-0.0023188-0.00060428i,-0.0018152-0.0017819i,-0.0017302-0.0014471i,-0.00016754-0.00061497i,0.0019553-0.0010786i,0.0014874-0.0016094i,0.00028015-0.0013516i,0.00024499-0.0010592i,-7.081e-05-0.0011737i,-0.00048002-0.00069083i
0.0027752-0.00051357i,0.0027773+0.0012053i,0.0012655+0.0023987i,-0.0025944+0.0041568i,-0.0067713+0.0029456i,-0.0091592-0.0024869i,-0.0093643-0.0097446i,-0.0061929-0.016611i,-0.001692-0.018037i,-0.0016674-0.0107i,-0.0032556-0.001609i,-0.0015336+0.0019778i,0.0003711+0.0026654i,0.00054503+0.0023134i,0.00054915+0.0020608i,0.0008543+0.003159i,0.0011045+0.0027123i,0.00084432+0.0010179i,-0.00054289+0.00015849i,-0.0024433+0.00063085i,-0.0028497+0.0013896i,-0.0014885+0.00097304i,-0.00062456+0.00049638i
0.0064255-0.0029571i,0.0085208-0.005448i,0.0078154-0.0087073i,0.0029809-0.0074659i,-0.0011137-0.0037143i,-0.0062789-0.001485i,-0.011885-0.0027636i,-0.01518-0.0069877i,-0.013707-0.0090439i,-0.0075636-0.005092i,-0.00088896+0.00021897i,0.002421+0.0018361i,0.0027835+0.00028865i,0.0019957-0.0015198i,0.00097917-0.0018389i,0.00067452-0.0020638i,0.00082784-0.0026089i,9.3394e-05-0.0023902i,-0.00093531-0.0014375i,-0.0011369-0.00074178i,-0.00063857+0.00018657i,-7.1976e-05+0.00077324i,7.5277e-05+0.00035923i
-0.022064+0.0034415i,-0.025738+0.0024657i,-0.028834+0.01025i,-0.018053+0.013866i,-0.0059236+0.014761i,5.0489e-05+0.013853i,-0.0055479+0.010066i,-0.014971+0.0094711i,-0.017704+0.011342i,-0.010878+0.011514i,-0.00026961+0.0080689i,0.0046919+0.0038347i,0.0049568+0.0023078i,0.0039768+0.0027633i,0.0032131+0.0031702i,0.0036151+0.0023248i,0.0021822+0.00048448i,0.00056319-0.00098316i,6.0755e-05-0.00074436i,-0.00041703+0.00016846i,-0.0010039+0.00065289i,-0.00055216+0.001367i,-0.00044511+0.0016398i
-0.0043839-0.0029516i,-0.0046371-0.0056736i,-0.005824-0.0065494i,-0.0033209-0.0055417i,0.00083402-0.0025699i,0.0050558+0.0017743i,0.0042988+0.0081342i,-0.0015394+0.015591i,-0.0044978+0.018746i,-0.0020941+0.013439i,0.0017861+0.0041435i,0.0029375-0.001369i,0.0013711-0.0026135i,0.0003636-0.0032029i,-1.3274e-05-0.0035577i,-0.00023695-0.0037199i,-0.00041709-0.0039931i,-0.0002387-0.0028296i,0.00075055-0.0011756i,0.0012501-8.9212e-05i,0.0015373+0.00042305i,0.0010536+0.00018283i,0.00041855+0.00041266i
-0.0027203-0.00031496i,-0.0039623-0.000189i,-0.006033+0.0013182i,-0.0064943+0.00034085i,-0.0039798-0.0027792i,0.0019477-0.0029339i,0.0084719+0.0027959i,0.013029+0.010527i,0.013331+0.012087i,0.0089221+0.0070677i,0.0032421+0.00017915i,-0.0011285-0.0038229i,-0.0026692-0.0037445i,-0.0023216-0.0022526i,-0.0019437-0.0015761i,-0.0013902-0.00091591i,-0.0010046+0.0011488i,-0.00093502+0.0034386i,-0.00097699+0.0032119i,-0.0012186+0.0013461i,-0.00091747-0.00017553i,-0.00052488-0.0010732i,-0.00018095-0.0012737i
-0.0024804-0.00035673i,-0.0018822-0.0025969i,-8.0719e-05-0.0024982i,0.0015305-0.0030449i,0.00036776-0.0078431i,0.0011048-0.011485i,0.0071817-0.010442i,0.016314-0.0078836i,0.019493-0.0057967i,0.012904-0.0043502i,0.0031663-0.0028962i,-0.0025603-0.0011109i,-0.0036943+4.9421e-05i,-0.004206+0.00079064i,-0.0047435+0.0010938i,-0.0045991+0.00065707i,-0.003159+0.0001389i,-0.00058178-0.0014761i,0.00091022-0.0024642i,0.00040528-0.0026755i,-0.00034266-0.0020455i,-0.00059315-0.0011184i,-0.00032559-0.00017223i
-0.00075335+0.0021368i,-0.002243+0.0031751i,-0.0048383+0.0042757i,-0.0079537+0.0035746i,-0.010342+0.00055516i,-0.0103-0.0052655i,-0.0065766-0.01185i,0.00053553-0.017481i,0.0051715-0.018841i,0.0031619-0.012004i,-0.00065495-0.0022311i,-0.0018131+0.0025837i,-0.0020782+0.0030428i,-0.0017743+0.002052i,-0.00057487+0.0010284i,8.0612e-05+0.0018713i,0.0013184+0.0014783i,0.0021059-0.00059775i,0.00078966-0.00181i,-0.00073795-0.00096631i,-0.0012721+2.5987e-05i,-0.0010353+0.00015567i,-0.00071258+0.00080669i
-0.00098594-0.0012656i,-1.9356e-05-0.0042725i,0.0020074-0.0053691i,0.0033437-0.0035993i,-0.0015137-0.00031426i,-0.011185+0.00049009i,-0.017365-0.0035193i,-0.018068-0.011856i,-0.016136-0.016299i,-0.011078-0.0099108i,-0.0042351-0.00031618i,-0.00035377+0.0036529i,-0.00028067+0.0048163i,-0.00091601+0.0050892i,-0.00033101+0.0043167i,0.0012229+0.0020619i,0.0020933-0.00076871i,0.0010972-0.0016635i,0.00028588-0.0016714i,0.0012369-0.00046654i,0.0011962+0.00049156i,-2.7708e-05+0.0012256i,1.3231e-05+0.001106i
0.001938+0.0019167i,0.001128+0.0042753i,-2.3911e-05+0.0074071i,-0.001702+0.0088808i,-0.0029825+0.0097868i,-0.0065+0.011925i,-0.014342+0.010966i,-0.021779+0.0062093i,-0.021855+0.0023817i,-0.013226+0.0018106i,-0.0030015+0.0020491i,0.0027421+0.00071042i,0.004787+0.00019379i,0.0048667+0.00093511i,0.0048535+0.00050537i,0.0050965-0.00035606i,0.0038909-0.00051874i,0.001425-9.4162e-05i,-0.00018477+0.0016747i,-0.0010444+0.0028996i,-0.0011965+0.002116i,-0.00075642+0.0013354i,-0.00073548+0.00036242i
-0.00068827-0.00047639i,0.0001057-0.0051893i,0.0025627-0.0094868i,0.0059066-0.010392i,0.007781-0.0054191i,0.006589+0.0036662i,0.00095259+0.013249i,-0.0059046+0.01998i,-0.0081489+0.020431i,-0.0035176+0.014147i,0.0021102+0.0049901i,0.0039267-0.0011875i,0.0044857-0.0027816i,0.0040552-0.0025807i,0.002281-0.0025392i,0.00010269-0.002528i,-0.0027972-0.0024818i,-0.0033542-0.0019403i,-0.0011558-0.0011262i,0.00062076-0.00016399i,0.0004316+0.00042748i,-0.00041818+0.00019645i,-0.00054826-0.00041147i
0.003612+0.0012167i,0.0022684+0.0037373i,-0.00078803+0.0054626i,-0.0015179+0.003995i,0.0014034-0.0011793i,0.0058059-0.0014348i,0.0098768+0.0077742i,0.013232+0.017592i,0.014015+0.018379i,0.01028+0.0095799i,0.0048161+8.2415e-05i,0.0016171-0.0044866i,0.00079106-0.0061175i,0.00062764-0.0063654i,0.00016315-0.0057516i,-0.0012589-0.0051594i,-0.0023288-0.0039851i,-0.0014222-0.0016637i,-0.00032763-0.00031289i,0.00041557+3.5502e-05i,0.0011733+0.00045806i,0.001282+8.948e-05i,0.00067602-0.00094151i
0.00010534-0.0033252i,0.00090969-0.0071601i,0.0018701-0.011592i,0.00076141-0.014083i,-0.0022798-0.013925i,0.00031595-0.012736i,0.0099249-0.0091042i,0.020029-0.0042306i,0.022433-0.0022887i,0.014685-0.0032244i,0.0052258-0.0040996i,-0.00067656-0.0034798i,-0.004052-0.0031711i,-0.0042411-0.0023876i,-0.0033391-0.0010027i,-0.0026393-0.00011313i,-0.0013139-0.00018053i,0.00038503-0.00023968i,0.00090903-0.00012811i,0.00030826-0.00048147i,0.00012063-0.0009515i,-0.00018179-0.00068254i,-0.00011045+0.00038718i
0.0026131-7.2806e-05i,0.0010844+0.0031672i,-0.0019554+0.0077837i,-0.0062769+0.0068016i,-0.009292+0.00060048i,-0.0093782-0.0063029i,-0.0021337-0.013553i,0.0086431-0.019644i,0.011512-0.022076i,0.0055945-0.016883i,-0.0010547-0.0073206i,-0.0043713-0.0017004i,-0.0048411-0.00047337i,-0.0045184-0.0003187i,-0.0040414-0.00049132i,-0.0018948+0.0011448i,0.00025803+0.0030017i,0.00065906+0.0030521i,8.1656e-05+0.0017716i,-0.00055029+0.00015785i,-0.00093485-0.00068871i,-0.0016256-0.00087645i,-0.0014542-6.9612e-05i
-0.00037996-0.0010613i,0.00059396-0.0049721i,0.0025688-0.0058096i,0.0018724-0.0025597i,-0.0042247+0.0016265i,-0.010099-0.00097358i,-0.012103-0.011312i,-0.012443-0.02201i,-0.011404-0.023358i,-0.0084572-0.014187i,-0.0044226-0.0040691i,-0.0015037+0.0015491i,-0.0014907+0.0037887i,-0.002338+0.0049362i,-0.0021026+0.0048232i,-0.00044874+0.0031321i,0.000288+0.0012289i,-0.00044371-0.00022737i,-0.00020803-0.00096823i,0.00051919-0.00043901i,-1.3079e-06-4.9317e-05i,-0.00013039+0.00025776i,5.4988e-05+0.00094442i
3.3546e-05-0.00021908i,-0.0017452+0.0027628i,-0.0045975+0.0079811i,-0.0055544+0.010669i,-0.004315+0.011069i,-0.0076182+0.0099406i,-0.015064+0.0044385i,-0.022814-0.0015002i,-0.02477-0.0028674i,-0.016908+0.00013632i,-0.0059327+0.0025089i,0.00066456+0.0032116i,0.002327+0.0030974i,0.0028986+0.0017958i,0.0027434+1.2344e-05i,0.0028367-0.0020303i,0.0031145-0.0034768i,0.0024768-0.0029625i,0.0018486-0.0010746i,0.0011544-0.00032245i,0.00065412+0.00016145i,-0.00044542+0.00058722i,-0.0009589+0.00020761i
-0.0022885-0.0025809i,0.00020044-0.0060963i,0.0037949-0.0099766i,0.0086118-0.0094243i,0.011208-0.0041989i,0.0071727+0.0039979i,-0.0045008+0.011723i,-0.015859+0.016539i,-0.016887+0.019759i,-0.0088213+0.017019i,-0.00064785+0.008803i,0.0037714+0.0030116i,0.0054124+0.0011952i,0.0048392+0.00074304i,0.0033271+0.00066788i,0.0026394-0.0010142i,0.0018072-0.0032329i,0.001048-0.0034024i,0.00072226-0.0026513i,0.00038437-0.0013928i,-2.8769e-05+0.00022155i,-0.00073215+0.0015898i,-0.00057365+0.0026781i
-0.0048007-4.3184e-05i,-0.0084541+0.0028204i,-0.011466+0.0065112i,-0.0086007+0.0045729i,-0.0017026-0.00083852i,0.0046179-0.00095796i,0.0047581+0.0085321i,0.0033443+0.020053i,0.0060193+0.022631i,0.0078179+0.014921i,0.0055423+0.004808i,0.003139-0.0014497i,0.0028027-0.0045594i,0.0021086-0.0054311i,0.00091568-0.0043301i,-0.00021788-0.0027878i,-0.000694-0.0009902i,-0.00025981+9.2961e-05i,-0.00092218+0.00021409i,-0.0013923-0.00030291i,-0.00074325-0.00030818i,-0.00029462-5.8578e-05i,0.00020296-0.00035002i
0.0015044-0.0013264i,0.0041165-0.0053282i,0.005541-0.0099986i,0.0034959-0.012661i,-0.0015713-0.013145i,-0.001513-0.011236i,0.0061705-0.003683i,0.017755+0.0052009i,0.023537+0.0053163i,0.018-0.0010025i,0.0085359-0.004399i,0.0025081-0.0050321i,-0.00052588-0.0044841i,-0.0022046-0.0023219i,-0.0026388+0.00053898i,-0.003617+0.0018312i,-0.0041258+0.0014541i,-0.0037231+0.00062503i,-0.0035348+0.00019716i,-0.0025795+0.00059419i,-0.00089835+0.00023286i,-9.4886e-05-0.00035701i,-0.00023576-0.0010796i
-0.00020464+0.0019725i,-0.0030792+0.0056515i,-0.0070127+0.0096349i,-0.011236+0.0082778i,-0.01332+0.00072461i,-0.010217-0.0047282i,0.0010803-0.0049581i,0.01563-0.007474i,0.018411-0.013494i,0.0097358-0.014098i,0.0026218-0.0077208i,-0.00069325-0.0033576i,-0.0032973-0.0015917i,-0.003967+0.00011595i,-0.0027345-0.00041063i,-0.0012954-0.00098003i,-4.4232e-05-0.0005648i,0.00062545+0.00014694i,0.00031438+0.00029324i,0.00076786-0.00053227i,0.0011166-0.0010387i,0.00079423-0.00024417i,0.00054106-0.00016769i
0.0012316+7.1705e-06i,0.00286-0.0037187i,0.0071663-0.0065426i,0.0081427-0.0034661i,-0.000599+0.0030483i,-0.0092055+0.0026223i,-0.0065796-0.0052204i,-0.00089707-0.016269i,-0.0015217-0.022184i,-0.0047089-0.01588i,-0.004545-0.005379i,-0.0039909+0.00055537i,-0.0037683+0.0031442i,-0.0015109+0.0039437i,0.0012941+0.0034754i,0.00367+0.0030162i,0.0045076+0.0016318i,0.0031322+0.00070709i,0.0020025+0.0010273i,0.0019876+0.00096772i,0.0015112+0.00065539i,8.8342e-05+0.00029708i,-0.0005575-0.00011178i
-0.0037074+0.0018184i,-0.0056945+0.0060264i,-0.009647+0.010537i,-0.011268+0.012003i,-0.0083026+0.012342i,-0.0051036+0.011856i,-0.0061007+0.0028936i,-0.012673-0.0089606i,-0.018933-0.0096128i,-0.016683-0.0019489i,-0.0077028+0.0030221i,-0.0012035+0.0038372i,0.00060505+0.0031882i,0.0023298+0.0018973i,0.0031333+7.4188e-05i,0.0035149-0.0012292i,0.0042374-0.00031096i,0.0033732+0.0010102i,0.0021901+0.0011328i,0.0011648+0.00012094i,-0.00047387-0.00075451i,-0.001771-0.0012558i,-0.0024118-0.00089114i
-0.0022916-0.0011623i,0.00030776-0.0059255i,0.0075332-0.010109i,0.014981-0.0072639i,0.016284-0.00094763i,0.011647+0.0013732i,-5.501e-05-0.00037325i,-0.01304+0.00066948i,-0.016351+0.0063735i,-0.0083411+0.0091504i,-0.00028754+0.006258i,0.0031819+0.0036602i,0.0051914+0.0026154i,0.0051644+0.00039723i,0.0032336-0.00084051i,0.00092628-0.00071504i,-0.00086956-0.0018814i,-0.0020395-0.0028656i,-0.0023168-0.0029682i,-0.0020378-0.0018524i,-0.0019765+0.00017175i,-0.0020219+0.0010032i,-0.0019869+0.0011945i
