-0.0012437+0.002462i,-4.5702e-05+0.00050151i,0.00072566-0.00037571i,0.001931+0.0013022i,0.002451+0.0032155i,0.0020395+0.0021915i,0.0014189+0.00019356i,0.0011127+0.00067129i,0.0016157+0.00086442i,0.00094869+0.00023889i,0.00042595-0.00027729i,0.00095095-0.0007118i,0.00057062-0.00046343i,-0.00035269-0.00013075i,-0.00013139-8.1779e-05i,0.0008148+0.00027363i,0.00099949+0.00065492i,0.00014721+0.00044903i,-0.00026338-0.00021358i,-0.00027382-0.00046239i,-0.00026289-0.00042662i,0.00050311-0.00098951i,0.00064681-0.0012245i
-0.0022924+0.00076113i,-0.0020084-4.6081e-05i,-0.0011286-0.00025369i,-0.00018564+0.0013805i,0.00015957+0.0035404i,0.00088454+0.0035108i,0.001046+0.0015222i,0.0007088-0.00015737i,0.00073328+0.00027916i,0.00036622+0.00059329i,0.0005597+0.00015442i,0.00090588-0.0002999i,0.000626-0.00054381i,0.00093526-5.3965e-05i,0.00081228+0.00051668i,-2.7098e-05+0.00051545i,0.00035019+5.7166e-05i,0.00063481-0.0013325i,0.00085866-0.0010215i,0.00045898+0.00024777i,0.00053242+0.00042656i,0.00077542+0.00033083i,0.00010055+0.00021794i
0.00074349+0.0010038i,-9.981e-05+0.0020254i,-0.00069545+0.0022774i,-0.00028687+0.0019132i,1.5191e-05+0.0027106i,-0.00036317+0.0024359i,1.5874e-05+0.00053964i,0.00027068-0.00018167i,-0.00011062-0.00020928i,-0.00080894-0.00026509i,-0.0011069+0.00022477i,-0.00014028+6.1545e-05i,-0.00013366+0.00058323i,-0.00031606+0.0010186i,0.00018447+0.00039051i,-0.0003275-0.0004166i,-0.00049376-0.0006192i,-0.00029301-0.00043435i,-0.00029712-0.0013648i,-0.00018933-0.0017065i,8.992e-05-0.00079439i,0.00046323-0.00013437i,0.00031268-0.00019909i
0.0010009-8.6837e-05i,0.0016077-0.00045892i,0.0017755+0.00068692i,0.0014535+0.0020727i,0.001552+0.0025789i,0.0024375+0.0017611i,0.0023233+0.00085669i,0.00086608+0.0010549i,-4.642e-06+0.0009107i,-0.00059027+0.00019792i,-0.00058879-3.8584e-05i,-0.00013377+0.00034474i,0.00040895-0.00016488i,0.00078279-0.0011779i,0.00038978-0.0015215i,0.00010672-0.00083023i,-0.00014924+7.3862e-05i,-0.00047532+5.5584e-05i,-0.00010569-0.00050873i,0.00020134-0.00074804i,0.00020592-0.00063749i,0.00027822-0.00031479i,0.00010383-0.00041442i
0.001281-0.00036363i,0.0012957-8.2607e-05i,0.0019129+0.00033443i,0.0014675+0.0011032i,-0.00012581+0.0018795i,-0.00026341+0.001962i,0.00065051+0.00068241i,0.00079095-0.00068363i,0.00045967-0.00096789i,-0.00034588-0.00042017i,-0.00045833+4.4404e-06i,7.7403e-05-1.1703e-05i,-0.00016824-0.00072942i,-0.00094351-0.00086031i,-0.00097604-0.00031318i,-0.0003294-0.00014934i,-0.00010337-0.00073961i,0.00035342-0.00043i,0.00067474+0.00022118i,0.00063343+8.5524e-05i,0.00044392+2.037e-05i,0.0003489-6.4553e-05i,0.00042811-0.0007432i
0.00034772-0.0027519i,-8.9279e-05-0.0022461i,-0.00025012-0.00094519i,-0.00035316+0.0012047i,-0.00038339+0.0022857i,0.00091451+0.0021086i,0.0010749+0.00063238i,0.00033309-0.00099393i,-9.5559e-05-0.00059674i,0.00033724+0.00039071i,0.00081824+0.00078544i,-0.00014813+0.00083877i,-1.7284e-05+0.00018857i,0.00030211-0.00016292i,-7.2871e-06+0.00037072i,-0.0002808+0.00060303i,-0.00022627-4.313e-05i,-0.0004156-0.0005418i,-0.00016842-0.00065025i,0.00046783-0.00016264i,0.00037112-5.9484e-05i,-0.0002843+0.00017421i,-0.00038251+0.00046356i
0.0015867+0.0014921i,0.0029766+0.00094102i,0.0037865+0.0021928i,0.0029453+0.0029308i,0.0012984+0.0023887i,0.00027745+0.0015298i,-9.756e-06+0.00064706i,0.00046935+0.00033942i,0.0012652+0.0003021i,0.0012767-0.00037989i,0.0012777-0.00049204i,0.0011131-0.00011785i,0.00052414-0.00028258i,-0.00011122-0.00045594i,-8.6398e-05-0.00062948i,0.0001932-0.00066876i,0.00084271+0.00013732i,0.0010224+0.00033405i,0.00028859-0.00024984i,-0.00051979+0.00011186i,-0.00087157+0.0008775i,-0.00034769+0.00070663i,0.00035071+0.00061504i
-0.00015107-0.0017613i,-0.00065699-0.00089607i,-0.0012741-0.0011183i,-9.663e-05+0.00063432i,0.0017537+0.0025224i,0.0021002+0.0026704i,0.0018599+0.0013739i,0.0016986-0.00023932i,0.00021592-3.7651e-05i,-0.0010206-0.00028471i,-0.0012507-0.00081874i,-0.0011025-0.00019785i,-0.0011274+0.00089469i,-0.00090708+0.00069519i,-0.00063957+0.00016485i,-0.00033988-0.00017358i,-0.00013282-0.00058298i,0.00026075-0.00094402i,0.00065162-0.0012489i,0.00053199-0.00059737i,0.00044881-4.4418e-05i,0.00022806-7.0987e-05i,0.0001243+0.00059561i
-0.00061192+0.0016225i,-0.00030677+0.0024002i,-0.0002912+0.0038666i,-0.00082755+0.0040589i,-0.001192+0.0035561i,-0.00077384+0.0024081i,-0.000256+0.00081907i,0.00034787+9.9304e-05i,7.6016e-05+0.00064817i,-0.00039633+0.0013358i,-0.00050428+0.00095546i,-0.00019604+0.00064583i,0.00026736+0.00073114i,0.00044488+0.0010531i,0.0005474+0.0012585i,0.0002021+0.00066092i,0.00042918-0.00012664i,0.00022752-0.0001111i,-0.00020637-0.00031811i,-0.00050883-0.00061775i,-0.00056338-0.00016557i,-0.00014302+0.00045899i,0.00049325+0.00035365i
0.00055746+7.8912e-06i,9.3182e-05+0.00026616i,-0.0007676+0.0012072i,-0.0012145+0.0021991i,0.0004615+0.0033994i,0.002013+0.0030651i,0.002292+0.0018822i,0.0015472+0.00077389i,0.00026199+0.00091743i,0.00043253+0.0014538i,0.00064475+0.00068542i,0.00035976-0.00027127i,7.8515e-05-0.00092574i,-0.00046077-0.0010217i,-0.00035279-0.00057111i,-0.00015693-9.2901e-05i,-0.00078791+0.0002074i,-0.0016162+0.00023231i,-0.0013999-0.00050884i,-0.00083821-0.0010176i,-0.00018528-0.0001227i,0.00049161+0.00091468i,0.00040831+0.00071502i
-0.00048527+0.00087382i,0.00057503+0.0013388i,0.00062863+0.002264i,0.00094329+0.0029501i,0.00097954+0.0021641i,0.00061269+0.0011154i,0.00047828+0.00086822i,0.00055773+0.00057903i,0.00044581-7.0033e-05i,0.00082457+6.1332e-05i,0.0011277+0.00083154i,0.00084238+0.00076205i,0.00056832+9.1123e-05i,9.1863e-06+5.9957e-05i,-0.00054426+0.00020032i,-0.00053634+2.9778e-05i,-0.00030127+0.00079883i,-0.00063977+0.0012186i,-0.00083457+0.00070625i,-0.00089018+8.5836e-05i,-0.0010551-0.00024272i,-0.00085941-0.00052932i,-0.0001056-0.00058503i
-0.00187+0.00010879i,-0.0022446-0.00013123i,-0.0017491+0.00040878i,-0.00096067+0.002661i,-0.0004577+0.0037293i,0.00053083+0.0025595i,0.00094783+0.0015069i,3.561e-05+0.0015625i,-0.00060846+0.0014288i,-4.0999e-05+0.00047254i,0.00060911+0.00022748i,0.0013381+2.9796e-05i,0.00095499-6.8618e-05i,-0.00010052-6.9544e-06i,-0.00042029+2.8367e-05i,-0.00070602+0.00023061i,5.4889e-05-0.00056532i,0.0010938-0.00056703i,0.0015139+0.00026613i,0.0013306-8.446e-05i,0.00060604-0.000611i,0.00044864+0.00022335i,0.00044906+0.00061843i
0.00035891-0.00026353i,-0.00029428+0.00081767i,0.00035529+0.0019163i,0.0010911+0.0026795i,0.0009392+0.0024374i,0.0011454+0.0020365i,0.0015445+0.0013747i,0.0015875+0.00071079i,0.00070472+0.00064592i,0.0003014+0.00050332i,0.00057556-7.897e-06i,0.00077736-0.00024245i,0.00034859-0.00076823i,0.00056012-0.00092797i,0.0010188-0.00044596i,0.00044084-0.00017076i,9.6965e-05-8.7045e-05i,0.00060078-1.5611e-05i,0.00048557+4.7176e-05i,-0.00021978-0.00019704i,-0.00043432+0.00035573i,-8.7713e-05+0.00030587i,0.00015199-0.00063317i
-0.00031763+0.0018093i,0.00023503+0.00197i,0.00026903+0.0035106i,0.00084965+0.0035491i,0.0016081+0.0029977i,0.0016252+0.0015798i,0.0016468-0.00034533i,0.00091053-0.00030846i,0.00022423-0.0002012i,0.00024623-0.0005312i,0.00027949-0.00022362i,0.00042627-0.00045411i,0.00058181-0.00049654i,0.00049527+0.00037195i,-0.00019437+0.00084617i,-7.8414e-05-0.00028038i,0.00014961-0.0013783i,-0.0005777-0.0015803i,-0.0011254-0.0011328i,-0.0013318-0.00012654i,-0.00083785+0.00084687i,0.00012338+0.00064847i,0.00081956+0.0001199i
-0.000543+0.0020794i,-0.0008804+0.0020541i,-0.0005903+0.0024533i,0.00065324+0.0031287i,0.0011609+0.003049i,0.0018769+0.0015714i,0.0013997+5.246e-05i,0.0001644+5.697e-05i,0.0002768-8.3733e-05i,1.5091e-05+0.00021436i,-0.00031457+0.00039814i,-9.6864e-05-6.5172e-05i,6.8907e-05-0.00032102i,-0.00014098-0.00036875i,-0.00017504-0.00034273i,-9.4466e-05-0.00066984i,0.00013008-0.0011552i,0.00049005-0.00094161i,0.00024696-0.00064606i,-0.00036371-0.00090096i,-0.00021297-0.00051438i,-7.7733e-05-0.00017352i,0.00019288-0.00044596i
0.00089805+0.0015325i,0.0023606+0.0027239i,0.0019138+0.0031723i,0.00073703+0.0030774i,0.0012067+0.0032635i,0.0015155+0.0022577i,0.0005947+0.0018569i,0.00014527+0.0015436i,0.00068772+0.0010457i,0.00084074+0.00090153i,0.00071547+0.0012344i,0.0008778+0.001179i,0.00090742+0.00041391i,0.0010774+0.00024882i,0.0014125-0.00039388i,0.00098257-0.00057578i,0.00070222-0.00060916i,0.00067076-0.0014568i,0.00025725-0.0017965i,-0.00093383-0.001426i,-0.0017277-0.00089385i,-0.00052146-0.00027443i,0.00020342-0.00065714i
-0.0031783+0.0014777i,-0.0031552+0.0019767i,-0.0029558+0.0032471i,-0.0017867+0.0045285i,-0.00021299+0.0047512i,0.0012221+0.0038542i,0.0018195+0.001435i,0.0014306-0.00029715i,0.00078019-0.00027301i,0.00020191+0.00064804i,0.00048534+0.0012156i,-2.9478e-05+0.0009695i,5.8016e-05+0.00061326i,0.00048503+0.00032466i,1.9458e-05-0.00013947i,0.00063591-0.00057633i,0.00089688-0.0002582i,0.00026435+0.0012091i,-2.9216e-05+0.0012767i,-3.7767e-05+0.00040979i,0.00015807+0.00022149i,0.00047059+0.00042946i,0.00040177+0.00055493i
-0.0017245-0.00086383i,-0.0014238+0.00030289i,-0.0007258+0.0017466i,-0.00036145+0.0024622i,0.00039892+0.0029821i,0.0011141+0.0027257i,0.0013339+0.0016254i,0.00087869+0.0010143i,0.000636+0.00054365i,0.00085791-0.00014485i,0.0010265-0.00014458i,0.0011999+0.00046535i,0.00047763+0.00090435i,0.00041534+0.00055049i,0.00052871-0.00017767i,1.2598e-05-0.00049479i,-0.00038847-0.00049408i,-0.00024237-0.00040628i,-1.2863e-05-0.00011832i,0.00068215-6.4321e-05i,0.0012179+0.0002449i,0.0007066+0.00048042i,0.00034506+0.00011467i
0.00064954-0.0013012i,0.0016929-0.0011451i,0.0014051-0.0024081i,0.00069198-0.0021054i,0.00056661-0.00076244i,0.0011094+0.00020663i,0.0014739-0.000188i,0.00069441-0.00069177i,0.00080729-0.00052076i,0.00082965-0.00073237i,-1.2511e-05-0.0011556i,-0.00028429-0.0011004i,-0.00064543-0.00026302i,-0.00098703+0.00030943i,-0.00069848+6.8704e-05i,-0.00055747+3.0362e-07i,-1.4627e-05+0.00012509i,0.00020019+0.00041065i,-0.00019012+0.00078683i,-6.7726e-05+0.0005937i,-0.00039177-8.6927e-05i,-0.00075171-0.00034233i,-0.00053446+4.2807e-05i
0.00075991-0.00016423i,0.0012404-0.00054908i,-7.1472e-05-4.0296e-06i,-0.0010269+0.0019793i,-0.0008011+0.0041732i,0.0011048+0.0046115i,0.0020495+0.0024941i,0.001326+0.0006968i,0.00043289+0.00046997i,1.1573e-05+0.00052929i,5.1865e-05+0.00074976i,-0.00043131+0.00079196i,-0.00107+0.00083267i,-0.00067035+0.00067243i,-0.00034261+0.00022573i,0.00023772-0.00052215i,0.00073114-0.0012784i,0.0013085-0.0014414i,0.0011209-0.00088911i,-0.0004535-0.00051663i,-0.00096972-0.00074711i,-0.0006247-0.00051103i,-0.00012419-0.00037164i
0.0013008+0.00098435i,0.0013078+0.001582i,0.0016692+0.0013333i,0.00040806+0.0010945i,-0.00068359+0.001919i,-0.00089828+0.0011911i,-0.00094802-0.00030802i,-0.00067604-0.00075934i,-0.0005523+0.00016123i,-0.00077627+0.00075367i,-0.00077425+0.00020071i,-0.00032066+0.00049268i,-0.00039828+0.00083395i,-0.0004937-0.00043251i,1.7388e-05-0.00020671i,-0.0001853+0.0010331i,-0.00048604+0.0011079i,-0.00073757+0.00049351i,-0.00096677+0.00038696i,-0.0004297+0.00061888i,0.00042795-5.2114e-05i,0.00013167-0.00057369i,-0.00052318-0.00067889i
-0.0018164-0.0025931i,-0.0024212-0.0027548i,-0.0036635-0.0022983i,-0.0028458+0.00034539i,-0.0019586+0.0023654i,-0.00071486+0.0025086i,0.00078001+0.0013157i,0.00019783-5.2761e-05i,-0.0011041-0.00068687i,-0.0017174-0.00062744i,-0.0013925+0.00027278i,-0.00024482+0.0004656i,0.00065404+0.00052011i,8.3166e-07+0.0013069i,-0.00070765+0.0010103i,-0.00060547+0.00076316i,-0.00014464+0.00091915i,0.00033581+0.00013921i,-6.0198e-05-0.00057329i,-0.00055689-0.00071433i,-0.00089287-0.00032719i,-0.00091451+6.9694e-05i,-0.00026637-0.0001127i
0.0012555-0.0002566i,0.00065503-0.00087356i,0.00080408-0.00051299i,-1.3035e-05+0.0018033i,-0.00042262+0.0029267i,0.00074343+0.0020091i,0.0011631+0.00024701i,0.0011808-0.00054235i,0.00062586-0.00027708i,-9.8534e-05-0.0001653i,-0.00065332-0.00032769i,-0.00014959-0.00030392i,0.0003446-0.00014293i,-0.00010119-0.00061922i,-5.5806e-05-0.00059122i,-7.9875e-05-0.00088589i,-0.00038793-0.00090455i,-0.00045673-0.00017526i,-0.00029543+0.00016175i,-0.00039858-0.00010438i,-8.6218e-05-5.3119e-05i,0.00048746+5.3811e-05i,2.0893e-05+0.00019085i
0.00074733+0.00044082i,0.0010244+4.7443e-05i,0.00041868+0.00025809i,0.00013062+0.0020007i,-6.1672e-05+0.0026142i,0.00051748+0.0021764i,0.00089534+0.0010664i,0.00081062+0.00035706i,0.00085562+0.00040842i,0.00057645+0.00093556i,-0.00027846+0.0014085i,-0.00087066+0.00084358i,-0.00045355+0.00034742i,-0.0002108-9.5582e-05i,6.4225e-05-0.00044696i,8.5271e-05+0.00012905i,-0.00077641+9.8079e-05i,-0.00096828-0.00032198i,-0.00063515-0.00043825i,-0.00050888-0.00038307i,-0.00094189+4.2311e-06i,-0.0010568+0.00046287i,-0.00057819+9.8838e-06i
-0.0014124+0.0023515i,-0.00094284+0.0025426i,-0.00050886+0.0041085i,0.00054607+0.0038373i,0.00091191+0.003179i,0.0008017+0.0025352i,0.0011972+0.00081225i,0.0013307+0.00039912i,0.0010904+0.00097725i,0.00076602+0.00045145i,0.00059623-5.3158e-05i,0.00029355+0.00030308i,0.00019056+0.00028368i,0.00061881-0.00012577i,0.00045593-0.00042597i,-0.00014724-0.00073948i,0.00011217-0.00052212i,0.00090892+0.00040728i,0.00095435+0.00051171i,0.00042364-7.3851e-05i,0.00018392-0.00013736i,0.00038906-0.00011666i,-0.00021259-0.00043797i
-0.0011339-0.0022202i,-0.0018201-0.0014096i,-0.0029988-0.0020299i,-0.0038931-0.0003406i,-0.0028383+0.0026104i,-0.00073552+0.0035381i,0.00032335+0.0027122i,-0.00041909+0.00076493i,-0.00054912-0.00079i,0.00025272-0.00023127i,-0.00018074+0.00064692i,-0.00034382+0.00080215i,-9.4045e-06+0.00027995i,-0.00090245-0.0006241i,-0.0012837-0.00095102i,-0.00031797-0.0010959i,0.0003505-0.00092883i,0.00086956-0.00087763i,0.0013588-0.0010267i,0.00078507-0.0005905i,-0.00013359+0.00016601i,-5.364e-05+0.00018711i,0.00035476-0.00072242i
-0.00116+0.0010853i,-0.00084384+0.0015912i,0.00026078+0.0028605i,0.0007747+0.0031641i,0.00065964+0.0034956i,0.00088617+0.003068i,0.0011726+0.0013997i,0.00053392+0.00061585i,-0.0003849+0.00056697i,0.00039562+0.00061503i,0.0010145+0.00066697i,0.00076036+0.00047053i,0.00032291+0.00027567i,-0.00028079+0.0001646i,-0.00023201+9.4307e-05i,8.3274e-05-9.1133e-05i,-1.5232e-07-0.00032125i,0.00043079-0.00043523i,0.00069396-0.0012446i,0.00036989-0.0010406i,-0.00023303-0.00093496i,-0.00017762-0.0009241i,0.00053315-0.0003269i
-0.00041879-0.0012481i,3.156e-05-0.0020302i,-0.00037467-0.0013631i,-0.0017405+0.00073202i,-0.0013634+0.0026961i,0.00042987+0.0034871i,0.0012757+0.0020715i,0.0013281+0.00060758i,0.00040649+0.00098437i,-0.00087367+0.0012781i,-0.00084162+0.00083086i,0.00017114+0.0001258i,0.0006095-0.00010623i,0.00020791+0.00011817i,-7.4077e-05+0.00028982i,-0.00037218+0.0001033i,-6.3533e-05+3.0088e-05i,0.00017715-0.00022592i,-0.0002446+9.0772e-05i,-0.00035739+0.00062933i,5.835e-05+0.00087754i,-5.5336e-05+0.00075346i,-0.00028241+0.00037511i
-0.0015406-0.0006542i,-0.0015755+0.00020119i,-0.0017188+0.0012693i,-0.0024011+0.0016792i,-0.0019808+0.0024401i,-0.00050665+0.0027597i,0.0010348+0.00094468i,0.00055328+7.9859e-05i,-0.00048556+0.00058206i,0.00024283+0.00073445i,0.00024185+0.00056698i,-0.00041929+0.00020214i,-0.00054627-3.9472e-05i,-0.00098078+0.00030786i,-0.0012017+1.3953e-05i,-0.00082155+0.00023581i,-0.00025206+0.00059805i,0.00050427-0.00041327i,0.00064137-0.00060756i,0.00042027-0.0002584i,-0.00012726+0.00032185i,-0.00063242+0.00085374i,-0.00072448+0.00092324i
0.00098994+0.0014726i,0.0011717+0.00063109i,0.0027174+0.00064277i,0.0031949+0.0019938i,0.0016246+0.0025839i,0.00081009+0.0019859i,0.00085137+0.00076006i,0.0011204-0.00037122i,0.0015012-0.00014124i,0.00099528+0.00044267i,0.00060194+0.00036812i,0.00060286+0.00030008i,0.00061258-0.00022405i,0.00072355-0.00057152i,0.00057676-0.00034197i,-0.00030041+0.00048729i,-0.00091343+0.00086044i,-0.00072414+0.00031642i,-0.00028547-0.00044402i,0.00028037-0.00051007i,-1.6731e-05+0.00017986i,-0.00035332+0.0010561i,-3.34e-05+0.0010783i
-0.0016097+0.00069366i,-0.0013067+0.00098449i,-0.0012308+0.0022534i,-0.0016803+0.0036879i,-0.0015431+0.0035939i,-0.00013209+0.001952i,0.0016449+0.00046361i,0.001274-0.00026441i,0.00037001-0.00034396i,0.00077047-0.00014449i,0.00048628-0.00016781i,-0.00015275-0.00018535i,-0.00074434-0.00018039i,-0.0015238-0.00022458i,-0.0012712+0.00016965i,-0.00044093+0.00066236i,-0.00012592+6.7742e-05i,0.00030885+6.8956e-05i,7.2721e-05+0.00060774i,-0.00061152+0.00040998i,-0.00060994+5.4582e-05i,-1.1645e-05-0.00012962i,5.6005e-06+1.655e-05i
0.001525-0.00047524i,0.00027319-0.0011108i,0.00030642+5.267e-05i,-0.0005558+0.00084955i,-0.0010856+0.0019514i,-0.00033908+0.0022252i,0.00081251+0.00083869i,0.00088831+0.00041005i,-0.00024656+0.00087154i,-0.00020133+0.00047861i,0.00055035+8.3013e-06i,-6.0268e-05+0.00074804i,-0.00090082+0.00067989i,-0.00039175-0.00042065i,0.00053389-0.00065044i,0.00085301+0.00012387i,0.00062004+0.00041413i,0.00067853-0.00062354i,0.00063144-0.00070785i,2.5663e-05-0.00030741i,8.9102e-05-0.00018161i,0.0002539-0.00017681i,-0.00050355-0.00037891i
-0.00044521-0.0016416i,-0.00028416-0.0019503i,-0.00090115-0.0014034i,-0.00033872+0.00034093i,5.1207e-05+0.0013029i,-2.2855e-05+0.0013053i,0.00048367+0.00076923i,1.3991e-05+1.0168e-05i,-0.00026-9.5468e-05i,-0.00060962+0.00012043i,-0.0013503+0.0006083i,-0.00069905+0.0010057i,0.00055187+0.00084045i,0.00024682+0.00025056i,-0.00026896-0.0004527i,8.4084e-05-0.00063997i,0.00013657-0.00057845i,-0.00033817-0.00036949i,-0.00061677-7.0385e-05i,-0.00050875-7.1328e-05i,-4.0542e-05-0.00039203i,0.00016717-0.00011966i,0.00014448+0.00030414i
-0.00023158+0.001015i,0.00040292+0.0027092i,0.00014322+0.0026486i,-0.00052116+0.0034987i,-0.00014015+0.0050311i,0.0012107+0.0036335i,0.0016229+0.0013974i,0.0010474+0.00059033i,0.00097896+0.00021026i,0.00067421+0.00074768i,-0.00024316+0.00087102i,-0.00018497+8.597e-05i,0.00066816-0.00064291i,0.0011674-0.0011211i,0.0012445-0.00036183i,0.00015534+4.5941e-05i,-7.4561e-05-0.00043522i,0.00053985-0.00092255i,0.00026275-0.00070971i,-0.00097218-0.00034854i,-0.0012361-0.00010246i,3.6957e-05+0.00039092i,0.00072826+0.00036647i
0.0013577+0.00027691i,0.0011773+0.0012579i,0.00025548+0.0015369i,0.00010049+0.00088889i,0.00076706+0.0012553i,0.0010368+0.001677i,0.00072132+0.00017584i,-8.8517e-05-0.0010207i,-5.4456e-05-0.00048867i,0.00093896+0.00068763i,0.00076641+0.0014017i,0.00014829+0.00088942i,-0.00012751+0.00010194i,-0.00052531-0.00019448i,-0.00017711-6.6887e-05i,9.8092e-05-0.00030495i,-0.00028273-0.00046419i,-0.0010072-0.00089512i,-0.00088434-0.00099083i,-0.0001577-1.9847e-05i,-0.00028958+0.00082129i,-0.00050792+0.0006735i,7.4018e-05-0.00010883i
-0.00029391-0.0014296i,0.00036465-0.00088375i,0.00071878+0.00056083i,6.7617e-06+0.0012036i,-0.00071623+0.0024261i,-0.00041437+0.0026102i,0.0006521+0.0011781i,0.00077286+5.3483e-05i,-0.00044865-0.00012423i,-0.00098996-3.246e-05i,-0.00043503-0.00034209i,-0.0003086-0.00087883i,-0.00023563-0.00064118i,-0.00057026+0.00040597i,-0.00076902+0.00061923i,0.00016203+0.00028447i,0.00088596-5.9617e-05i,0.0006311-0.0003528i,0.00013498-8.418e-05i,-7.8194e-05+0.0001381i,7.9003e-05-0.00058025i,0.00038894-0.00031132i,0.00035608+0.00096402i
-0.00093725-0.00091547i,-0.0011367-2.4632e-05i,-0.00099057+4.4096e-06i,-0.0011422+0.0014124i,-0.00094863+0.0035191i,0.00052388+0.0037904i,0.0015613+0.0020798i,0.00032319+0.00083926i,-0.00078037+0.00028989i,-0.00055522-6.6303e-06i,-0.00026049+0.0004353i,-0.00018047+0.00029993i,-0.00023513-0.00028355i,-0.00028674-0.00010362i,-0.00038182+0.00011478i,-8.691e-05+0.00030963i,0.00044284+0.00046655i,0.00022953+6.6195e-07i,-9.6998e-05+0.0001653i,-0.00040825+0.00058923i,-0.00065746+0.00039902i,-7.736e-05+0.00022321i,0.00024164-9.1318e-05i
0.003747-0.00016689i,0.0025106-0.0013642i,0.0023357-0.0010111i,0.0014734+0.00118i,0.00080556+0.0023679i,0.00044987+0.001465i,0.00066834+0.00010297i,0.0011213-0.00033398i,0.00072781-0.00013479i,0.00055597-0.00054209i,0.00033128-0.0011471i,-0.00046782-0.00090739i,-0.0010698-0.00037726i,-0.0012448-0.00069004i,-0.00051726-0.00079043i,0.00042799-0.00038609i,0.00024475-0.00019563i,0.00028125-0.00072482i,0.00052472-0.00074436i,-0.00044157-6.6963e-05i,-0.0012014+0.00013089i,-0.00080172-0.00017917i,-0.0011+0.00016997i
0.0008035+0.0014843i,0.0010984+0.0014945i,0.0010289+0.0022871i,0.00040765+0.0030056i,-9.3715e-05+0.003926i,-0.00053045+0.0036499i,0.00053443+0.0018437i,0.0011288+0.00045424i,0.00044524+0.00079455i,0.00025179+0.0011267i,0.00076281+0.00064952i,0.00028517+0.00031495i,-0.0005276-0.00041697i,0.00011674+0.00013411i,0.00053071+0.00079299i,0.00043364+0.00012034i,0.00071927-0.00056325i,0.00063868-0.00069914i,0.00051467-0.00014839i,0.00063924+0.00032061i,0.00096385+0.00067995i,0.0005495+0.0011569i,-9.1225e-05+0.00042456i
0.0012671+7.4121e-05i,0.0020921+0.00097571i,0.00080577+0.002468i,-0.00012134+0.0028834i,0.0002988+0.0024929i,0.00065084+0.0017065i,0.0013301+0.00039772i,0.0012771-0.00012891i,0.0003998-9.9093e-05i,0.00056843-0.00021031i,0.00074926+2.2961e-05i,0.00057156+0.00028431i,0.00035772-0.00032835i,0.0007062-0.00062675i,0.00091268-0.00042666i,0.00083346-5.7235e-05i,0.00064387-0.00016071i,0.00017708-0.00041897i,-0.00016409-0.00071286i,-0.00036377-0.00065088i,-0.00025133-0.000419i,-0.00017699-0.00013253i,0.000239-6.8636e-05i
-0.00046772+1.1651e-06i,-1.2428e-05-0.00054356i,-7.5829e-06+0.00094837i,0.00021922+0.0022029i,-0.00019554+0.0036316i,0.00020521+0.0030221i,0.0021026+0.0014417i,0.0021059+0.00046209i,0.00046089-0.00051402i,-7.6471e-05-1.7953e-06i,0.00029669-0.00015968i,-0.00012941-0.00025984i,-0.00037303+0.00069739i,0.00064706+0.00022176i,0.00075184-0.00037907i,8.4907e-05-0.00026099i,-0.00022136-3.8055e-05i,-2.0181e-05+7.6056e-05i,-0.00054668-9.6423e-05i,-0.00031662-0.00046497i,0.000328-0.00022295i,-8.2845e-05+0.00069472i,-8.7303e-05+0.00079883i
0.00067351+0.00019023i,0.0016675+0.00017782i,0.0019026+0.00023845i,0.00048049+0.00041732i,8.797e-05+0.0011985i,6.7365e-05+0.0018193i,7.6669e-05+0.0010554i,0.00036877+0.00034168i,9.3329e-05+0.00016413i,-0.00011846-8.3052e-05i,-0.00014271-0.00048667i,-5.3409e-05-0.0010144i,0.00057135-0.0016078i,0.00023134-0.00084702i,-0.00065384+0.00023798i,-0.00016309+0.00082793i,0.00016664+0.00074944i,0.00047072+0.00041438i,0.0005282+0.00062272i,0.00010742-0.00014358i,-0.00060535-0.0012392i,-0.00072683-0.0010943i,-5.9478e-05-0.00032487i
-0.00077691+0.00039351i,-0.0011103+0.0013142i,-0.00030866+0.0017436i,-0.00018203+0.0033179i,0.0005215+0.0043397i,0.0016876+0.0033639i,0.0016727+0.0010072i,0.0014621-9.0256e-05i,0.0010057+0.00036234i,6.2316e-05+0.00045197i,-0.00015088+0.00027093i,-0.00012702-6.8834e-05i,-0.00016811-0.00062071i,0.00011951-0.00074875i,0.00097895-0.00062661i,0.0010464-0.00058631i,0.00054448+0.00017021i,0.0004079+0.0012159i,4.3825e-05+0.00077481i,0.00031462+8.5152e-06i,0.00031162-1.7818e-05i,-0.00054895-0.00073652i,-2.6911e-05-0.0010705i
-0.00063614-0.00052739i,-0.0013094+0.00034007i,-0.001671-0.0010979i,-0.0011595-0.00057738i,-0.001366+0.001865i,-0.00029344+0.0030461i,0.0011753+0.0019759i,0.00095244+0.00090962i,0.00016348+0.00074621i,0.00019072+0.000637i,0.0005223+0.00068851i,0.0008294+0.00062179i,0.0002337+0.00067598i,-0.00024386+0.00044168i,0.00040319-0.00016094i,0.00076702-0.00011693i,0.0011798-0.00031009i,0.0010285-0.00064497i,0.00040657-0.00032826i,-3.4221e-05+0.00038073i,-0.00086336+0.00027681i,-0.0016127+4.2257e-05i,-0.0015999-0.00034627i
