0.00045451+0.00026006i,0.0018277-0.0023034i,-0.00022509-0.003906i,-0.0019745-0.002771i,-0.0020733-0.00017165i,-0.0017986+0.0019915i,-0.0012183+0.0034362i,0.00035475+0.0028128i,0.0014748+0.00089367i,0.0017405+0.00016618i,0.0010353+0.0005174i,0.00027365+0.00077953i,0.00018445+0.00043264i,7.1034e-05-0.00036459i,0.00085634-0.00047315i,0.00088889-0.00062251i,0.00052752-0.00081382i,0.00020276-0.00068563i,0.00017353-0.00058628i,0.00041863-0.0001338i,0.00015163-0.00049181i,-0.00038673-0.0005253i,-0.00041451+0.00032736i
0.0019735+0.0010892i,0.0040225+0.00034945i,0.0037756-0.0010752i,0.0016828-0.00083569i,-0.0003172-0.00010071i,-0.0017246+0.00012559i,-0.0030164+0.0011939i,-0.003404+0.0018688i,-0.0010218+0.0017983i,0.0018704+0.0019392i,0.0019316+0.0010751i,0.00043781+0.0014062i,0.0007901+0.0033519i,0.0012483+0.0035524i,0.00027528+0.0023313i,-0.0014892+0.0019382i,-0.0017387+0.002066i,-0.0011415+0.0015546i,-0.00083483+0.0011361i,-0.00065288+0.0012123i,-0.00030188+0.00093479i,0.0003145+0.00094114i,0.00044793+0.00081493i
0.00063451+0.00028585i,0.001852-0.00024736i,0.0024191-0.0012364i,0.0035306-0.0013652i,0.0033107-0.00082505i,0.00088409+0.00039711i,-0.0011041+0.0020306i,-0.0012414+0.0027669i,0.00064733+0.00092546i,0.0028118-0.0019988i,0.0024633-0.003036i,0.001626-0.0011107i,0.0019838+0.00059425i,0.0015575+0.0011183i,0.00086791+0.0013532i,0.0013186+0.0020761i,0.001477+0.0017707i,0.001777+0.0015187i,0.0020651+0.0021877i,0.0016614+0.0019354i,0.00073507+0.0010945i,0.0001686-6.7257e-05i,-6.0742e-05-0.00051112i
0.00053566+0.0015257i,0.0019699+0.0026349i,0.0030887+0.0027231i,0.0019537+0.001804i,0.00028693+0.0022152i,-0.0012599+0.0035643i,-0.0007243+0.0049957i,0.00097348+0.0052287i,0.0011767+0.0023204i,0.00053247-0.0019973i,0.00023101-0.0020951i,0.0012893-0.00052284i,0.0029688-0.00070955i,0.0026401-0.00089344i,0.0022942-0.00035562i,0.0029375-0.00020087i,0.0022919-0.00092195i,0.0011279-0.001719i,0.00074045-0.001401i,0.00083466-0.0009371i,0.0014929-0.00065058i,0.0014987-0.00038836i,0.0012426-6.4775e-05i
0.0020519+0.0032995i,0.0020142+0.0017155i,0.0026021-0.0015408i,0.0025014-0.0029743i,0.0013668-0.0024309i,-0.00055044-0.0016844i,0.00057518-0.0013055i,0.001747-0.0008277i,0.00034793-0.00070205i,-0.0014064-0.00093771i,-0.002175-0.00093525i,-0.0014429-0.00099544i,-0.0015329-0.0014839i,-0.001878-0.0012874i,-0.00089909-0.0010169i,-0.00024748-0.0015888i,-0.00050603-0.001771i,-0.00080964-0.001293i,-0.00097848-0.00088285i,-0.00041834-0.001194i,3.4158e-05-0.00098301i,-2.8571e-05-0.00089173i,8.5501e-05-0.00086126i
0.0019857+0.0016475i,0.0035971+0.0025316i,0.0048326+0.00040875i,0.0026563-0.00085129i,-4.4995e-05-0.00078257i,-0.0011464-0.0016831i,-0.00061451-0.0023109i,-2.1215e-05-0.0019459i,0.00071194-0.0010114i,0.00068018+0.0008033i,0.00016806+0.0016015i,-0.00054513+0.00056662i,-0.0018908+0.0007287i,-0.0021391+0.00097848i,-0.0012442-8.5238e-05i,-0.0010781-0.00031322i,-0.00098797+3.3367e-05i,-0.00073591+0.00012887i,-0.0010954+0.00030259i,-0.0014082+0.00029284i,-0.0017291-3.1855e-05i,-0.0020619-0.00038313i,-0.0015506-0.00051419i
0.0034391+0.0040576i,0.004057+0.0034277i,0.0047073-0.00022183i,0.0045336-0.0018892i,0.0030659-0.0027059i,-0.00052983-0.0033782i,-0.0031877-0.0027518i,-0.004488-0.0025895i,-0.0031099-0.0018398i,0.00015476+0.00038276i,0.00066882+0.0007532i,-0.001055+0.00034736i,-0.0014219+0.0015299i,-0.0020884+0.0023812i,-0.0034447+0.001866i,-0.0028916+0.0010052i,-0.0011034+0.00096501i,0.00022372+0.0016838i,0.00056851+0.0021001i,0.00070129+0.0018497i,0.00029392+0.0012561i,-0.00028857+0.00068681i,0.00039318+0.00014678i
-0.02437-0.016372i,-0.024752-0.016669i,-0.030171+0.00044212i,-0.020101+0.016321i,-0.0051359+0.023913i,0.0071617+0.017751i,0.0053206+0.0065558i,-0.0017885+0.0042298i,-0.0037244+0.0048808i,-0.0013451+0.0061963i,0.0027059+0.0061144i,0.0051182+0.003766i,0.0066235+0.0019637i,0.0084294-0.00042656i,0.0080795-0.0021101i,0.0037673+8.7643e-05i,-0.00029538+0.0035362i,-0.00038233+0.0026613i,6.2406e-05-0.00033642i,-0.00064118-2.0617e-05i,0.00038751+0.00051237i,0.00046679-0.0011524i,-0.00086362-0.0014615i
-0.0015683-0.0016449i,-0.0029846-0.0015388i,-0.003141-0.00045506i,-0.00086784+0.0017974i,0.00026557+0.0033649i,0.0005248+0.0031736i,-0.00052358+0.0040948i,-0.0013187+0.0064971i,-0.00079995+0.0054537i,-0.00047424+0.0015554i,0.0005504-0.00034993i,0.002355-0.00015077i,0.0028937-0.00040232i,0.0025721-0.00063688i,0.0024032-0.00031755i,0.0022788-0.00032417i,0.0014917-0.00040234i,0.00058416-9.6113e-05i,0.00054334-0.00043526i,0.00074242-0.001131i,0.00068507-0.0010966i,0.00059927-0.00089739i,0.00051179-0.00058991i
0.00016804-0.00017018i,0.00030205-0.00030806i,0.00016809+0.00051708i,0.001771+0.0011061i,0.0022629+0.0020778i,0.0019221+0.0028962i,0.002587+0.0031588i,0.003786+0.0033483i,0.0038216+0.0021061i,0.0015303+0.00027807i,-0.00061808-0.00020334i,0.00020021-0.0011546i,0.0019037-0.003055i,0.0016679-0.0039931i,0.0012524-0.0034331i,0.00074189-0.0028674i,-0.00025354-0.0023174i,-0.00099911-0.0014384i,-0.00086612-0.0010227i,-4.7983e-05-0.00010765i,0.0006499+0.00087523i,0.00042885+0.00084839i,-0.00032928-4.197e-05i
0.00046923-0.0017507i,0.0020274-0.0032998i,0.001812-0.0033409i,0.00019767-0.0019359i,-0.00069966-0.00039564i,0.00043085-0.00019214i,0.00056528-0.00076163i,0.0012157-0.0019627i,0.0026016-0.002271i,0.0012002-0.00030413i,-0.00079712+0.0015413i,-0.0019722+0.0014018i,-0.0032911+0.00012754i,-0.0030449-0.00050185i,-0.0016525-0.00083415i,-0.0018091-0.00069336i,-0.0023865-0.00052225i,-0.0021241-3.3337e-05i,-0.0015713+0.00073315i,-0.0011943+0.0013409i,-0.00093753+0.0015992i,-0.00011595+0.00062627i,0.00087048-7.452e-05i
-0.002365-0.0025358i,-0.0018232-0.0020592i,-0.0021861+0.00073827i,-0.0014846+0.0040689i,0.00014085+0.0052947i,6.2094e-05+0.0032792i,-0.0022569-0.00012016i,-0.0035845-0.0019604i,-0.002843-0.0020304i,-0.0014016+0.00010609i,-0.00085791+0.0025148i,-0.0013668+0.0036689i,-0.0011461+0.0039079i,4.1307e-05+0.0035982i,0.00064482+0.0026381i,0.00035922+0.0022618i,5.7588e-05+0.0023385i,2.913e-05+0.0016981i,-0.00036546+0.00026608i,-5.6412e-05-0.00084033i,7.5599e-05-0.0006213i,-5.9391e-05-0.00065912i,0.00069002-0.0011069i
0.00025117+0.0017164i,0.0019384+0.00047611i,0.0038751-0.0029681i,0.0039486-0.0039766i,0.0022921-0.001301i,-0.00050999+0.0014665i,-0.0038721+0.0030606i,-0.0059683+0.0026613i,-0.0048905+0.0011113i,-0.0018721-0.00069437i,0.00067971-0.00066534i,0.002113+0.0014603i,0.0025519+0.003268i,0.0019501+0.0043277i,0.0007472+0.004438i,2.5376e-05+0.0038623i,-0.00031782+0.0026798i,0.00038041+0.0010751i,0.0021223+0.00028922i,0.0025277+0.00081583i,0.0015905+0.0010694i,0.00034924+0.00077639i,-0.00054296+7.5875e-05i
-0.00039356+0.00035114i,-0.00032776+0.0012573i,-0.00091824+0.002645i,0.00012902+0.0038036i,0.0015128+0.0041858i,0.0014327+0.0051342i,-0.00023201+0.0068856i,-0.0024297+0.0080496i,-0.0031497+0.0070259i,-0.0016082+0.0039468i,0.00069474+0.0010403i,0.0032416-0.00034395i,0.0043412-0.00093399i,0.0046525-0.0014487i,0.0044779-0.0013246i,0.0034446-0.001156i,0.0022563-0.00060983i,0.0012565+0.00069342i,0.00046339+0.00040358i,-0.00037617+0.00027747i,-0.00095321+0.00059344i,9.6381e-05+1.1641e-05i,0.00034861-0.00057571i
0.0016172+0.001034i,0.0020331+0.00046676i,0.0032822-0.00059792i,0.0043776-0.00075282i,0.0048506+0.00022187i,0.0052671+0.00039831i,0.0047791+0.0015282i,0.0044341+0.0039245i,0.0045442+0.0058281i,0.0029532+0.0040504i,0.00014151+0.00067637i,-0.00016055-0.0012594i,0.0012478-0.001926i,0.00085973-0.0021611i,-4.9985e-05-0.001526i,5.0601e-05-0.0014758i,-0.00024638-0.0021681i,-0.00062919-0.0019665i,-0.00098676-0.0019418i,-0.0011004-0.0017077i,-0.001332-0.0011794i,-0.0011904-0.00079298i,-0.00055074-0.00015857i
0.0022884-0.00029515i,0.0047478-0.00083379i,0.0055355-0.0014939i,0.0031344-0.0020623i,0.00064918-0.0026053i,-0.0014551-0.0029164i,-0.00067953-0.0022835i,0.0037362-0.0013043i,0.0075774-0.0013767i,0.0063584-0.0015935i,0.0017764-0.00049484i,-0.00083843-0.0012462i,-0.0014661-0.0034245i,-0.0022248-0.0035752i,-0.0024764-0.0024303i,-0.0015948-0.0011877i,-0.0010534-0.00051756i,-0.00061379-0.00070753i,-0.00036146+0.00020399i,0.00030437+0.0011833i,0.00017638+0.00090095i,-0.00049006+0.00054424i,-0.00022552+0.00089586i
0.00082134+0.0012502i,0.00045566-0.00061514i,0.00035086-0.0026511i,0.00011997-0.0030334i,-0.001239-0.0017302i,-0.0024096-0.00071589i,-0.0033299-0.0013211i,-0.0024675-0.0041734i,0.00077056-0.0064551i,0.0018056-0.0054345i,0.00049682-0.0014973i,-0.00011575+0.0011217i,-0.0012662+0.001613i,-0.0035071+0.0019714i,-0.0043918+0.0023496i,-0.0028069+0.0022714i,-0.0010939+0.0018713i,-0.0009521+0.0015737i,-0.0013282+0.0014369i,-0.00058935+0.001979i,-0.00095634+0.0026955i,-0.00084788+0.0017791i,0.00094363+0.00046248i
-0.0012041-0.0018216i,1.7489e-05-0.0011907i,-3.4986e-05+3.2474e-05i,5.4129e-05+0.0023305i,0.0004323+0.0049956i,-4.0004e-05+0.0051509i,-0.003988+0.0028917i,-0.0077457+0.00026492i,-0.0080921-0.00306i,-0.0060322-0.0030531i,-0.0028238+0.00050885i,0.00032202+0.0027603i,0.0014819+0.0033098i,0.0013113+0.0036525i,0.0016515+0.0030525i,0.0012577+0.0019794i,0.00053956+0.0016634i,0.00020992+0.0010821i,-0.00015041+0.00028504i,-0.00098831-0.00020713i,-0.00068662-0.00038556i,0.0010505-0.00032518i,0.0016228-0.00078611i
0.0014848+0.0014526i,0.001445+0.00058305i,0.0021273-0.001254i,0.0029253-0.0019497i,0.0021873-0.00040613i,7.293e-05+0.0021301i,-0.0025935+0.0044225i,-0.0052833+0.0077109i,-0.0067223+0.0086544i,-0.0053594+0.0052565i,-0.0022428+0.0018218i,0.00087324+0.0010511i,0.0037204+0.0015362i,0.0054616+0.0024711i,0.004523+0.002386i,0.0028235+0.0018189i,0.0016527+0.0017299i,0.00094821+0.0014146i,0.0013989+0.00014196i,0.0017901-0.0016408i,0.0014312-0.0011848i,0.0011457-0.00031189i,0.0007734-0.0011063i
0.0012214-4.8208e-05i,0.0032808+4.3087e-05i,0.0036959-9.6899e-05i,0.0025366+0.00080146i,0.0016801+0.0019212i,0.0013181+0.0026827i,0.00088157+0.0054764i,0.0019028+0.0096697i,0.0031081+0.011605i,0.0018817+0.0087133i,0.0007403+0.0033437i,0.0023149-0.0011287i,0.0035337-0.0033205i,0.0035605-0.0042407i,0.0024129-0.0040749i,0.00083868-0.0026833i,0.00058028-0.0014974i,0.00090477-0.00062241i,0.00073701+0.00025548i,0.0003459+0.00068773i,0.00022352-0.00010946i,-0.00081315-0.00098157i,-0.001393-0.00071661i
0.00042508-0.0015777i,0.0024462-0.0040867i,0.0024701-0.0061873i,0.0012981-0.0050734i,0.00044852-0.0019309i,0.0011972+0.00072815i,0.00309+0.0016946i,0.0066734+0.0021385i,0.010333+0.0027493i,0.0087726+0.002837i,0.0031002+0.0016717i,-6.2414e-05-0.00081046i,-0.0010814-0.0024504i,-0.0018765-0.0028678i,-0.0020477-0.0030079i,-0.0015746-0.0021819i,-0.0015143-0.00095433i,-0.0018498-0.00043148i,-0.0022838-0.00073857i,-0.0016993-0.00044637i,-0.0012492-3.3686e-05i,-0.0014407+0.00034579i,-0.00052998+0.00097128i
0.00062151+0.0014072i,0.0012064+0.0024012i,0.0013634+0.0036479i,0.0014657+0.0035343i,0.00020906+0.0014432i,-0.0013896-0.0018505i,-0.0011024-0.0036065i,0.0011162-0.0057787i,0.005136-0.0079581i,0.0058226-0.0073243i,0.0018351-0.0043188i,-0.0011997-0.0015974i,-0.0030772-0.00011429i,-0.0042359-0.00045283i,-0.0035666-0.00023713i,-0.0027049+0.0008096i,-0.0020972+0.00089661i,-0.0018569+0.00041966i,-0.0015665+0.00013823i,-0.0012396+0.00015792i,-0.0010411+0.00024131i,-0.00043582+0.00040927i,0.00044579+0.00021455i
0.00033264-0.0012553i,-0.0002536-0.0020263i,-0.00038616-0.0025085i,0.00061169-0.00048073i,0.00022324+0.001864i,-0.0018339+0.00099278i,-0.0053549-0.0023687i,-0.0081534-0.0063855i,-0.0076218-0.0085473i,-0.0045394-0.0075704i,-0.001663-0.0039221i,-0.0012406+0.00032233i,-0.0015841+0.0036492i,-0.0018827+0.0054664i,-0.0015956+0.0050881i,-0.0012029+0.003477i,-0.0013036+0.0017985i,-0.00068653+0.0018126i,0.0007177+0.0024129i,0.0014069+0.0018779i,0.00070717+0.001891i,0.00038785+0.0020224i,0.00047694+0.00042902i
0.0007606-0.00072728i,0.0010465-0.0015235i,0.0026098-0.0028398i,0.0034382-0.001463i,0.0025563+0.0021969i,-0.0012774+0.0050367i,-0.0068891+0.0054344i,-0.010889+0.0055991i,-0.011904+0.0047902i,-0.010406+0.0023607i,-0.0059642+0.0012891i,-0.0010763+0.0020141i,0.0018697+0.0020806i,0.0034314+0.0017767i,0.0037728+0.0013948i,0.0031958+0.00086661i,0.0017755+0.0014623i,0.00059816+0.0024236i,0.00034868+0.0021419i,0.00016866+0.0011473i,0.00036499-0.0002478i,0.00067054-0.0013761i,-0.00028438-0.0017152i
0.00018472+8.3475e-05i,0.00022527+0.0012912i,0.00050182+0.0010284i,8.8032e-05+0.00072133i,5.1961e-05+0.0015662i,0.00037488+0.0041512i,-0.0010023+0.0074594i,-0.0025063+0.01167i,-0.0028665+0.013909i,-0.0034012+0.010811i,-0.0020032+0.0058317i,0.0011772+0.0025402i,0.0033603+0.0010254i,0.0047338+0.00018652i,0.005271-0.00059853i,0.0046112-0.00091297i,0.0022762-0.00099479i,7.8018e-05-0.0012407i,-0.00080701-0.00037534i,-0.00079447-0.00055976i,-0.00057695-0.0018769i,-4.2419e-05-0.0018516i,7.5812e-05-0.00096342i
-0.0012923-0.0032562i,-0.0013133-0.0044293i,-0.0011048-0.005134i,0.0010052-0.0030639i,0.0029371+0.00046764i,0.0046142+0.001837i,0.0055031+0.0032193i,0.0078547+0.0059632i,0.010055+0.0077511i,0.0082842+0.0074179i,0.0046113+0.0050897i,0.0023103+0.00098922i,0.0018495-0.0027009i,0.0016029-0.0047918i,0.00062014-0.004743i,-0.00063267-0.0028873i,-0.00063554-0.0019126i,0.00019869-0.0026642i,0.00030123-0.0029546i,-0.00029025-0.00225i,-0.00098299-0.0014506i,-0.00081182-8.2526e-05i,-0.0003833+0.00063453i
-0.00012371+0.0013824i,0.0005249+0.0016144i,3.7564e-05+0.0021647i,-0.0004534+0.0022789i,-0.00075664+0.0013287i,-0.00070431-1.7257e-05i,0.0016065-0.0024791i,0.0058408-0.0052026i,0.0088387-0.0070402i,0.0084485-0.0058173i,0.005944-0.0024134i,0.0021267-0.0012561i,-0.0016856-0.001804i,-0.0031881-0.0013694i,-0.0028312-0.0004338i,-0.0025847+0.00030361i,-0.0024305+0.00072243i,-0.0022308+0.00090919i,-0.0014581+0.001671i,-0.00033598+0.0019483i,-0.00048781+0.0015805i,-0.00058097+0.00098855i,-0.00014295+0.00065933i
0.0021566-0.0012679i,0.0039964-0.0037965i,0.0042355-0.004733i,0.0022268-0.0037187i,-0.00051385-0.00089402i,-0.0026588+0.00016965i,-0.0038619-0.0025023i,-0.0048667-0.0071888i,-0.0048783-0.0108i,-0.0028354-0.0097861i,-0.00096363-0.0059233i,-0.0013974-0.0021222i,-0.0026866+0.00020594i,-0.0029332+0.0021028i,-0.002486+0.0036301i,-0.0020671+0.0030196i,-0.0015091+0.0018714i,-0.0010829+0.0017939i,-0.0009582+0.0022252i,-0.00035973+0.0018299i,0.00097473+0.00081888i,0.0012879+0.00011433i,0.00073017-0.0010481i
0.001095-0.0035122i,0.0012899-0.0036123i,-0.001056-0.0037344i,-0.0023418-0.0013694i,-0.0020396+0.0019979i,-0.002901+0.0050489i,-0.0069438+0.0048611i,-0.011579+0.0019855i,-0.013198+0.00069276i,-0.010551-0.00040052i,-0.0062038-0.00041807i,-0.0030147+0.002445i,-0.00035658+0.0046295i,0.0024771+0.0053246i,0.0033993+0.0052391i,0.0027015+0.0035587i,0.0023937+0.0022368i,0.0018611+0.0013396i,0.00073335+2.7347e-06i,-0.00020125+3.1145e-05i,0.00020181+0.00040992i,0.00096164+0.0002432i,0.00082756-0.00026893i
-0.0016447+0.0043227i,0.0013892+0.0041803i,0.0050994+0.0052005i,0.0072129+0.0037945i,0.0067318+0.0016258i,0.0037059+0.0016657i,-0.001797+0.0049537i,-0.0060532+0.0095097i,-0.005498+0.012155i,-0.0038799+0.010365i,-0.0028684+0.0066326i,0.00017159+0.004832i,0.00306+0.0028511i,0.0038737-0.00011816i,0.0038066-0.0011169i,0.0028797-0.0010689i,0.0023696-0.00071234i,0.0021322-0.00040038i,0.0018591+0.00010131i,0.001586+0.00054207i,0.00034156-0.00076943i,-0.00078052-0.0013713i,-0.00095698-0.00049867i
-0.0031823+3.1242e-05i,-0.00080177+0.00037873i,0.00076692+0.00024267i,0.0014627+0.0003182i,0.0013508+0.00045401i,0.0015443+0.00043301i,0.0022641+0.0023526i,0.0042137+0.006545i,0.0079807+0.0093084i,0.0087041+0.0080107i,0.0055544+0.0054701i,0.0044754+0.0029232i,0.0046452-0.0006342i,0.003402-0.0026543i,0.0016353-0.0031256i,0.00013464-0.0017457i,-0.00046834-0.00076705i,-0.0007346-0.00022863i,-0.0012049+0.00022668i,-0.001346-4.1838e-05i,-0.0013468+0.00033399i,-0.00072721+0.00042803i,-0.00025365+2.0137e-05i
0.00035742-0.0026638i,-0.00032314-0.003941i,-0.0014828-0.0040082i,-0.0017129-0.0028755i,-0.0014896-0.0004961i,-0.0011347-0.00020993i,0.0017448-0.00070722i,0.0065997-0.00059477i,0.0087453-0.0022984i,0.0066763-0.0033344i,0.0047668-0.0022413i,0.0031197-0.0022004i,0.0015613-0.0025506i,-0.00042375-0.0015783i,-0.0017407-0.0011752i,-0.0015367-0.0017891i,-0.0015987-0.00156i,-0.0019717-0.0010466i,-0.0025385-0.00051581i,-0.0023635-1.0824e-06i,-0.0012589+7.8437e-05i,-0.00022148+0.0003853i,0.00013121+0.00042886i
2.5064e-05+0.00015666i,0.0022759+0.0013166i,0.0035213+0.0027025i,0.0020599+0.0030678i,-0.00030034+0.0025237i,-0.0012834+0.0016706i,-0.0018279-0.0010672i,-0.0015754-0.0053394i,-0.0012803-0.0079922i,-0.00083408-0.0071652i,0.00019458-0.0045533i,-5.3711e-05-0.0017707i,-0.0018982+0.00061045i,-0.0025083+0.0021332i,-0.0010491+0.0023364i,-0.0010492+0.0020407i,-0.0012118+0.0023513i,-0.00012617+0.0033632i,0.00030604+0.0031846i,0.00062201+0.0019108i,0.00081416+0.0012494i,0.00085677+0.00088352i,0.00090535+0.0010258i
-0.0016155-3.9747e-05i,-0.0004692-0.00081961i,0.0016987-0.0015774i,0.002896-0.0010782i,0.0020693+0.00067783i,-0.00047211+0.0025669i,-0.0048411+0.0018287i,-0.0083232-0.00049471i,-0.0093547-0.00016133i,-0.0072824+0.00098542i,-0.0040779+0.00017194i,-0.0027307+0.00024334i,-0.0018677+0.0018139i,0.00022015+0.0017736i,0.0011714+0.00090611i,0.00058751+0.00080483i,0.00069614+0.0012151i,0.00027773+0.0013339i,2.2689e-05+0.0006524i,0.0013111+0.00038732i,0.0027251-0.00013167i,0.0022764-0.0012248i,0.00029815-0.0015928i
-0.0016788+0.00036487i,-0.00053173+0.0018713i,0.00092594+0.0021379i,0.0014134+0.0018079i,0.0022927+0.0032363i,0.0021817+0.004444i,-0.0022059+0.0054243i,-0.0053088+0.0067993i,-0.0040028+0.00752i,-0.0021379+0.0062315i,-0.0019705+0.0042326i,-0.0010854+0.003525i,0.0012766+0.0029248i,0.0028448+0.0010375i,0.0028511-0.00096038i,0.0024195-0.0015038i,0.0017845-0.00090178i,0.0013479-0.00038162i,0.001033-0.00085829i,0.00044351-0.00097052i,0.00041249-0.00014028i,0.00041618-4.8855e-05i,0.00018454-0.0012625i
0.001374+0.00060008i,0.0017755-0.0021706i,0.002022-0.0049802i,0.0019399-0.0053679i,0.0019357-0.0036897i,0.0019179-0.00073187i,0.0010529+0.0023545i,0.00050074+0.0059633i,0.002639+0.006942i,0.0040848+0.0050074i,0.0028036+0.0034719i,0.0017794+0.0027571i,0.0020251+0.00087576i,0.00082594-0.00047367i,-0.00065254-0.00042349i,-0.00087493-0.00051949i,-0.00038762-0.0005737i,0.00010087-0.0011085i,4.204e-05-0.0021304i,-4.3985e-05-0.0024725i,-0.00055791-0.0021142i,-0.0015474-0.0011431i,-0.0012103-0.00015589i
0.0021289+0.00070041i,0.003548+0.0012473i,0.0042159+0.0026374i,0.0038359+0.003146i,0.0014267+0.00095569i,-0.00080969-0.0019648i,-0.00015254-0.0016466i,0.0022962+0.0012349i,0.0039645+0.00077618i,0.0037727-0.002151i,0.0030389-0.001637i,0.0028934+0.00015109i,0.00090034-0.00014698i,-0.00069777-0.00027315i,-0.00019119+0.00088233i,-0.00023088+0.0018154i,-0.00092795+0.0019964i,-0.0015258+0.0012499i,-0.0016559+0.00012679i,-0.0016662-8.4437e-05i,-0.0013412+0.00061525i,-0.0011959+0.0015232i,-0.00090368+0.0017665i
-0.00036936-0.0034406i,0.00024307-0.005358i,-0.00063995-0.0079176i,-0.0016227-0.006018i,-0.0032144-0.00012129i,-0.0048906+0.00263i,-0.0048345+0.00076173i,-0.0026996-0.0010393i,-0.0020654-0.0023565i,-0.0026295-0.00306i,-0.0011905-0.0019873i,0.00084301-0.0012631i,0.0015719-0.00095864i,0.0015916+0.00057009i,0.0014241+0.0016267i,0.00049707+0.0015364i,-0.00058133+0.0013058i,-0.00029564+0.0008517i,-0.00025895+0.0013674i,-0.00098697+0.0025968i,-0.00089532+0.0024427i,-0.00014813+0.001518i,0.00040496+0.00075048i
-0.00020405+0.00017157i,0.0011662+0.0019854i,0.0028886+0.0040776i,0.0023044+0.006078i,0.00093572+0.0061776i,0.00014904+0.0050698i,-0.00062776+0.0029321i,-0.0013546+0.00037281i,-0.0024135+0.00016351i,-0.0030178+0.0011913i,-0.0013882+0.001695i,0.0010716+0.0013194i,0.002406+0.00097202i,0.0027642+0.00064945i,0.0027554+0.00038528i,0.0026958+0.00085385i,0.0015764+0.00078004i,0.00038672+0.00036305i,0.00064092+0.00088538i,0.0014+0.00098184i,0.0012665+0.00031592i,0.00033766-0.00065493i,-0.00019178-0.0013849i
-0.001869-0.0047634i,-0.0019996-0.0063657i,-0.0023168-0.008111i,-0.0007367-0.005784i,0.0024277+0.0010851i,0.004646+0.0052254i,0.0013336+0.0037946i,-0.0025819+0.0017754i,-0.0016946+0.0026912i,0.00077686+0.0044552i,0.0010327+0.0037504i,-0.00013712+0.0018788i,-0.0002317+0.00036281i,0.00033243-0.0011966i,0.00019447-0.0019826i,-0.00030667-0.0018183i,-0.00085844-0.0017828i,-0.0011302-0.0021393i,-0.00096801-0.0018588i,1.4198e-06-0.0013006i,0.0010196-0.0014408i,0.00086771-0.00193i,0.00039855-0.0017324i
0.00082419+0.0018094i,0.0027228+0.002699i,0.0044183+0.0041401i,0.004225+0.0048203i,0.0038574+0.0021411i,0.0038334-0.0018206i,0.00133-0.002138i,-0.0016778+0.00064572i,0.00019919+0.0012913i,0.0034882-0.0005307i,0.0021077-0.00088568i,-0.00021023-0.00026284i,-0.00044327-0.00035149i,0.00024284-0.0013871i,9.6775e-05-0.0020539i,-0.0011707-0.0013547i,-0.001769-0.0011347i,-0.00056291-0.0012628i,-0.00013941-0.00092377i,-0.00049504-0.0012654i,-0.00069196-0.0014493i,-0.0011102-0.00041287i,-0.0011935+0.00076578i
-4.7068e-05-0.0020848i,-0.0016095-0.0036073i,-0.0027509-0.0069755i,-0.0017851-0.0077768i,-0.0027299-0.0054074i,-0.0045644-0.0041906i,-0.0054472-0.0023963i,-0.0049129+0.00097734i,-0.0027305+0.0012162i,-0.0020146-0.0015491i,-0.0021978-0.0023752i,-0.00056184-0.00071127i,0.00086809+0.00074255i,0.00013238+0.0020398i,-0.00052625+0.0029958i,-0.00017549+0.0036493i,-0.00079108+0.0035814i,-0.001394+0.0026572i,-0.0017357+0.0020463i,-0.0020239+0.00073671i,-0.0017156-0.00032679i,-0.00087401-0.00023983i,-9.8421e-05-0.00012017i
0.0018575-0.0020427i,0.0028622-0.00089392i,0.00353+0.0034591i,0.0017046+0.0067396i,-0.0022722+0.0068688i,-0.0059091+0.0059024i,-0.0054502+0.0064069i,-0.0028476+0.0065339i,-0.0026832+0.0054836i,-0.0042267+0.003642i,-0.0034415+0.0023797i,-0.0002309+0.002326i,0.0017427+0.0032865i,0.0022741+0.0041684i,0.0027422+0.0031208i,0.0024604+0.0018287i,0.0023315+0.0010189i,0.0012232-4.6752e-05i,-0.00054947-4.8213e-05i,-0.00098453+0.00043154i,0.00011454+0.00066702i,0.00089083+0.00075069i,0.00053905+2.3254e-05i
-0.0020464-0.0027844i,-0.0016963-0.0044457i,-0.00281-0.0056976i,-0.0034483-0.0038946i,-0.0014962+0.003398i,0.00048804+0.010363i,0.00091133+0.011119i,0.0021844+0.0084258i,0.0033067+0.0073572i,0.002286+0.00728i,0.00092356+0.005867i,0.0015775+0.0026144i,0.0028012-0.0014851i,0.0035274-0.0028987i,0.0029413-0.0019736i,0.0013802-0.0016789i,7.6958e-05-0.0021816i,0.0005747-0.0018471i,0.0012565-0.00077668i,0.0012243-0.00078249i,0.00090292-0.00067316i,0.00098101-0.00012548i,0.0012776-0.00043431i
-0.00066705+0.0017789i,0.0026484+0.0026139i,0.0053505+0.0052895i,0.0073542+0.0080126i,0.0086462+0.0083013i,0.0093246+0.0055203i,0.0079397+0.0017447i,0.0056692-0.0012132i,0.0068357-0.0014872i,0.0081967-7.1186e-06i,0.0066176-0.00010918i,0.0044371-0.00093194i,0.0027982-0.0013567i,0.0015756-0.0017902i,0.00081841-0.0019i,0.0005895-0.0015046i,-0.00011727-0.00022582i,-0.00029268+0.00063191i,0.00026099+0.00068308i,0.00062351+0.00014812i,0.00099383-0.0015109i,0.00061735-0.0019859i,-0.00053303-0.0007632i
