0.001443-0.00024342i,0.001269-0.00094309i,-9.8215e-05-0.0018853i,-0.0019417-0.001364i,-0.0038242+0.00017504i,-0.0038403+0.0024705i,-0.0014447+0.0039073i,0.00082618+0.0035573i,0.0015629+0.0019129i,0.0012518+0.0007533i,0.00039822-7.6034e-05i,-0.00035265-0.0011377i,-0.0014786-0.0005243i,-0.0014854+0.00055961i,-0.00063006+0.00015002i,0.00017075-0.00030565i,0.00050466-0.00060324i,0.00036138-0.00061915i,0.00023112-0.00055043i,-0.00030225-0.00027462i,-0.00023474-6.3109e-05i,4.8097e-05+0.00033593i,-7.0064e-05+6.7139e-05i
-0.001939+0.00038021i,0.0015045+0.0042409i,0.0034483+0.0123i,-0.00033615+0.022718i,-0.0084796+0.026673i,-0.005523+0.021558i,0.0092135+0.016368i,0.020555+0.012162i,0.022629+0.0048701i,0.016112-0.0018222i,0.0059584-0.0046287i,-0.00051029-0.0060816i,-0.0021895-0.0066179i,-0.0014043-0.0047905i,0.00059102-0.0022083i,0.0027573+0.00018105i,0.0037088+0.0015294i,0.0029889+0.0018787i,0.0019241+0.0024275i,0.0021114+0.0031498i,0.0030164+0.0032281i,0.0028894+0.0025012i,0.00081375+0.0020175i
-0.00056412-0.00080531i,-0.0049519-0.0039726i,-0.01108-0.012039i,-0.012605-0.021037i,-0.0075056-0.018926i,-0.0036079-0.0060403i,-0.0037783+0.0078754i,-0.0046985+0.017441i,-0.0026105+0.017784i,0.0016397+0.010305i,0.0044067+0.0032581i,0.0055417+0.00090477i,0.0049343+0.00021494i,0.0026897-0.0005398i,0.00077541-0.00069294i,0.00031837-0.0015726i,0.00080872-0.0015899i,0.0012721-0.0010095i,0.0016455-0.0011151i,0.002411-0.0012475i,0.0026735-0.0018303i,0.0021391-0.0026838i,0.0022226-0.0020919i
0.0012988-0.00052172i,0.004096+0.0017243i,0.0086707+0.0064541i,0.010773+0.010176i,0.0078429+0.0066219i,0.0027882-0.0001908i,-0.0064263-0.0038734i,-0.016083-0.005928i,-0.018129-0.0047059i,-0.012105+9.9976e-05i,-0.0040195+0.0037065i,0.00054955+0.0056512i,0.0025375+0.0062338i,0.0027581+0.0048913i,0.0019178+0.0028184i,-3.6885e-06+0.00018459i,-0.0032428-0.0026717i,-0.0036005-0.003397i,-0.0023933-0.0021213i,-0.0020089+0.0004197i,-0.0015175+0.0025381i,-0.0013476+0.0028878i,-0.0011443+0.0021728i
-0.0023205+0.0054865i,-0.0028786+0.0035921i,-0.0015741+0.0029998i,0.0055201+0.0052382i,0.012631+0.011512i,0.012685+0.011199i,0.010955-0.0023613i,0.0091287-0.016584i,0.0057236-0.01888i,0.0029863-0.010704i,0.00060152-0.0022465i,-0.0019423+0.0014534i,-0.0032741+0.0031793i,-0.0026134+0.0039965i,-0.0014812+0.0021629i,-0.0009092+0.00019287i,-0.00052192-0.0014201i,-0.00047433-0.0024432i,-0.00078429-0.0013003i,-0.00071803-0.00056285i,-0.00040763-0.00021842i,0.00051681+0.0011687i,0.0011336+0.0025374i
0.00071867+0.0016577i,0.0010466+0.0042276i,-0.0015802+0.011766i,-0.0092869+0.019252i,-0.013385+0.017401i,-0.0047671+0.011698i,0.010867+0.0082168i,0.022097+0.0043468i,0.023321+0.00085721i,0.015638-0.002241i,0.0060081-0.0052311i,0.0007751-0.0064834i,-0.00056109-0.0056188i,-7.0252e-05-0.0035786i,0.00050217-0.0015161i,0.0002106+0.00074886i,-0.00040864+0.0020624i,-0.0010699+0.0011277i,-0.0024811-0.00025254i,-0.0035861-0.00031284i,-0.0023058-0.00073017i,-0.00044974-0.0019163i,-0.00015557-0.0019713i
-0.0025151+0.00051478i,-0.0028931-0.0015022i,-0.0013-0.0082785i,0.0026944-0.01522i,0.0038542-0.013241i,0.0019396-0.0040929i,0.0016294+0.0082009i,0.0027912+0.018374i,0.0045814+0.018517i,0.0053196+0.010306i,0.0050982+0.0020934i,0.0048899-0.0010296i,0.004386-0.0018165i,0.0029832-0.0030668i,0.0023279-0.0022411i,0.0019712+0.00055909i,0.00049489+0.0028609i,-0.00075608+0.0032418i,-0.0010657+0.0028777i,-0.00057555+0.0026627i,0.00032589+0.0024759i,0.00024218+0.0023626i,-0.0009891+0.0012466i
-0.00091106+0.0023765i,-0.00035257+0.004997i,-0.0019628+0.0078267i,0.0015041+0.0077251i,0.0088154+0.0054397i,0.0097598+0.0046415i,-0.00052466+0.002747i,-0.011223+4.4981e-05i,-0.013104-0.001265i,-0.008093-0.00086796i,-0.002429+0.00071352i,0.00081075+0.0020702i,0.0018189+0.0028802i,0.0023431+0.002062i,0.0027933+0.00033118i,0.0021178-0.00085051i,0.001411-0.0013171i,0.0014792-0.00096848i,0.00025984-0.00014246i,-0.00071322+0.0011996i,-0.00034042+0.0017613i,0.00023221+0.002045i,0.00050784+0.0018403i
-0.0011452+0.0037092i,0.00064176+0.002955i,0.0046116+0.0041704i,0.0086268+0.0085226i,0.0061665+0.013394i,-0.00023688+0.0091433i,-0.0014704-0.0040078i,1.9555e-05-0.016797i,-0.00032286-0.019254i,-0.0010215-0.011074i,-0.001922-0.0025917i,-0.0034172+0.001384i,-0.0033382+0.0023192i,-0.0017101+0.0018728i,0.00016382+0.00065229i,0.0013405-0.00054167i,0.0007921-0.0018806i,0.00046545-0.0023977i,0.00044695-0.0015336i,-0.00019248-0.00036393i,-0.0010356+0.00073505i,-0.0012692+0.00069525i,-0.00099298+7.4647e-05i
-0.00051667+0.0023649i,-0.0023431+0.0032284i,-0.0088425+0.0055043i,-0.017099+0.0061871i,-0.017383+0.0042027i,-0.0058518+0.0017348i,0.0094838-0.00020298i,0.01935-0.0027971i,0.019795-0.0038649i,0.012572-0.002397i,0.0044568-0.0020332i,-0.00040888-0.0031867i,-0.0023876-0.002585i,-0.002453-0.0014242i,-0.0023744-0.0011839i,-0.00093472-0.00048444i,0.001251-0.00013138i,0.0022547-0.00090285i,0.0016641-0.0013989i,0.00088077-0.0013963i,0.00032238-0.0005902i,-5.9973e-05+0.00028858i,-0.0002289+0.00041343i
0.0015195-0.0018952i,0.0035362-0.0042365i,0.0067657-0.0065557i,0.0095245-0.0058278i,0.0094742-0.0030349i,0.0087445+0.0018309i,0.009015+0.0095527i,0.0083775+0.016554i,0.0067683+0.016735i,0.0049723+0.0099288i,0.0041544+0.0029446i,0.0041478-0.00071842i,0.003949-0.0023696i,0.0028303-0.0025933i,0.0012502-0.0021416i,-0.00097553-0.0012349i,-0.0020002-0.00051265i,-0.0019986-0.0010483i,-0.001976-0.0013981i,-0.00076821-0.00062492i,0.00070206-0.0004719i,0.001091-0.0010085i,0.00053086-0.0015597i
0.0011506-0.0018428i,0.0010434-0.0020595i,0.00051978-0.0026319i,0.0015261-0.0024391i,0.0040687+0.0015575i,0.00283+0.0061668i,-0.0042679+0.0075466i,-0.011785+0.0082267i,-0.011994+0.0066762i,-0.0058571+0.0033738i,0.00042984+0.0021257i,0.0038923+0.0026065i,0.0038124+0.0028976i,0.002273+0.0025703i,0.0016494+0.00211i,0.0010474+0.0013165i,-0.00067735+0.00089185i,-0.0016694+0.00049413i,-0.0012009+0.00029586i,-0.0013495+0.00074557i,-0.0017844+0.001091i,-0.0021504+0.0016688i,-0.0015948+0.0013544i
0.00058541+0.0036378i,0.0015336+0.0034974i,0.005746+0.0056579i,0.0093377+0.0094859i,0.0066295+0.011458i,0.0013417+0.005047i,-0.0010986-0.0053033i,-0.00021264-0.013633i,0.0013228-0.015942i,0.00098009-0.010456i,-0.0010863-0.0030197i,-0.0029627+0.0012151i,-0.0023659+0.0018746i,-0.00037242+0.001412i,0.0013064+0.0013849i,0.0019239+0.0013161i,0.0015488+0.00062583i,0.00017194+0.00050133i,-0.0015015+0.0018572i,-0.0024125+0.002859i,-0.00063416+0.0020992i,0.0016714+0.0011695i,0.0016202+0.00063169i
0.00011064+0.0032355i,-0.0028463+0.0039343i,-0.0073129+0.0061592i,-0.011222+0.005079i,-0.0091325+0.0015285i,-0.00068658-0.00092698i,0.0091632-0.0037465i,0.017263-0.0070975i,0.018269-0.007497i,0.011771-0.0043371i,0.0038039-0.0021089i,-0.0013286-0.0024726i,-0.0033707-0.0036955i,-0.0029771-0.0033077i,-0.0016999-0.0018552i,-0.00026139-0.00059265i,0.0010888+0.00068075i,0.0012415+0.002099i,0.00065893+0.0021204i,0.00054446+0.001015i,0.00073115+7.8112e-05i,0.00044701+0.0001038i,0.00035046+0.00017327i
-0.00043784+0.003332i,-0.00083656+0.00412i,0.001252+0.0031625i,0.0024501+0.00017502i,0.0038081-0.0017697i,0.0069613+0.00027474i,0.0097127+0.0060909i,0.0095602+0.01092i,0.0074127+0.011782i,0.004891+0.0067142i,0.0030795+0.0008475i,0.0025363-0.0014397i,0.0030476-0.0015051i,0.0036021-0.001432i,0.0034927-0.0020771i,0.0030369-0.001913i,0.0024615-0.00091719i,0.0012559-0.0003674i,-0.00018706-0.00044176i,-0.0011162+0.00010879i,-0.0005313+0.0012965i,0.00015884+0.0023496i,0.00029187+0.0017986i
-0.0031287+0.0023611i,-0.003243+0.0021849i,0.00099454+0.0027425i,0.0078677+0.0026338i,0.011812+0.0046296i,0.0095936+0.0077744i,0.001622+0.00807i,-0.0080538+0.0067629i,-0.01117+0.0038317i,-0.0055403+0.0015675i,6.3056e-05+0.0023913i,0.0016293+0.0032961i,0.0017635+0.0034962i,0.0016148+0.0028378i,0.0014661+0.0014939i,0.00069051+0.00073281i,7.1581e-05-0.00034436i,0.00041789-0.0014285i,0.0014202-0.0015368i,0.0025145-0.00012757i,0.002824+0.00071954i,0.0022758+0.0001267i,0.00090794-0.00021918i
0.00072179+0.0021484i,0.00073689+0.0034854i,0.0009433+0.0084191i,-0.0017089+0.014842i,-0.0032927+0.017224i,-0.0019459+0.0093954i,-0.0015256-0.0018814i,-0.0030136-0.0085997i,-0.0019903-0.010746i,0.00013643-0.0071722i,8.8359e-05-0.0013515i,-0.00077827+0.0014809i,-0.0012037+0.0024766i,-0.00081861+0.0024728i,-0.0001407+0.0022546i,-0.00022829+0.0023737i,-0.0013482+0.0024157i,-0.001178+0.0004546i,2.4587e-05-0.0018007i,-0.00037622-0.0019433i,-0.0012914-0.00089468i,-0.00096471+0.00021649i,-0.00024345+0.00035828i
-0.00051316+0.003599i,-0.0017648+0.0030101i,-0.0027492+0.0013608i,-0.0042437-0.0024247i,-0.0035066-0.0044853i,0.00066745-0.0030251i,0.0069813-0.0025555i,0.01373-0.0054384i,0.014932-0.0062713i,0.0090745-0.0042165i,0.0025389-0.0021152i,-0.00046955-0.0013711i,-0.0011058-0.0014539i,-0.00053419-0.0013412i,0.00033707-0.00098446i,0.0008202-0.00061409i,2.3946e-05-0.00018976i,-0.0021499-0.00037978i,-0.0033558+0.00090046i,-0.0032869+0.0025589i,-0.0016315+0.0024521i,0.0010047+0.0013367i,0.0016461-0.00023649i
-0.0039866+0.022384i,-0.0058258+0.026411i,0.00049339+0.032488i,0.0087707+0.02253i,0.016094+0.01069i,0.018477+0.0044401i,0.015085+0.0062873i,0.013913+0.010755i,0.013385+0.011555i,0.012241+0.0067582i,0.0094369+0.00063913i,0.0064197-0.0019922i,0.0063828-0.0017748i,0.0063638-0.0015635i,0.0051593-0.0015989i,0.003231-0.0011581i,0.00092481+0.00048549i,-0.00070316+0.0018237i,-0.00074289+0.00084127i,-0.00045195-0.00017373i,-0.00054939-2.1951e-05i,-0.00038816-0.00017246i,-9.7799e-05-0.00062761i
0.0054818-0.0068423i,0.0054234-0.01028i,0.0040542-0.012701i,0.0018766-0.0062053i,0.00095733+0.0043758i,0.00075026+0.010755i,-2.0814e-05+0.0091734i,-0.0037688+0.0052247i,-0.0054151+0.0030708i,-0.0025754+0.0019456i,-0.00016023+0.0004818i,-1.5952e-05+0.0001078i,-0.00031444-0.00044673i,0.0003658-0.0016103i,0.0015762-0.0010142i,0.0025433+0.00029328i,0.0028881+0.0010356i,0.0018244+0.00097515i,-0.00031493+0.00050618i,-0.0020511+0.00078034i,-0.0013567+0.0012928i,-0.00032192+0.0011615i,-3.2079e-05+0.0013966i
0.0012313-0.0017037i,0.0022761-0.0011525i,0.0014446-0.0019575i,-0.0011305-0.00048522i,-0.0045714+0.0026504i,-0.0049679+0.0034544i,-0.0037556-0.0011491i,-0.0038889-0.0091579i,-0.0037111-0.012418i,-0.0030639-0.0077359i,-0.0024393-0.001363i,-0.0019289+0.002061i,-0.0022745+0.0030373i,-0.0019536+0.0025714i,-0.0014572+0.0018877i,-0.0012541+0.00076344i,-0.00051623-0.0005015i,0.00047804-0.00052614i,0.0016288+0.00063545i,0.0017033+0.0018191i,0.001449+0.0019946i,0.00087049+0.00090702i,5.7943e-05+0.00075298i
-0.0014832-0.001782i,-0.0022588-0.00043637i,-0.0012611+0.00014103i,-0.00070624+0.0018899i,-7.9613e-05+0.0034295i,0.0025279+0.0027227i,0.0056228-0.0012695i,0.010382-0.0061229i,0.012535-0.0074256i,0.0072472-0.0056142i,0.00048148-0.0030719i,-0.0025104-0.0016674i,-0.0029549-0.001448i,-0.0030787-0.0012588i,-0.0027599-0.0017286i,-0.0026617-0.0015485i,-0.0015835-0.00080974i,-4.282e-06-0.00089198i,0.00017582-0.0022507i,0.00069401-0.0029605i,0.0013372-0.0011955i,0.00087658+0.00037403i,-1.7808e-05+6.7054e-05i
0.0016267-0.0031398i,0.0016172-0.0034924i,-0.00030994-0.0037307i,-0.0017641-0.0022007i,0.00081424+0.00092338i,0.0045566+0.004979i,0.007611+0.0067392i,0.010533+0.0072473i,0.010334+0.0068591i,0.006495+0.0031073i,0.002168-0.00084743i,9.2236e-05-0.0023035i,0.00029481-0.0025733i,-0.00011366-0.0029787i,-0.00014715-0.0036683i,0.00047743-0.0040091i,0.00060482-0.0041906i,1.4886e-05-0.0032678i,-0.0010979-0.0012355i,-0.001212+0.00056121i,-9.3375e-05+0.0014169i,0.00096218+0.0009124i,0.0017123+0.00013579i
-2.4804e-05-0.0013521i,0.00095611-0.0031023i,0.0028586-0.0030347i,0.0046327-0.00030264i,0.0034802+0.0053438i,0.0015106+0.01043i,0.0016226+0.011144i,-0.0019458+0.0092579i,-0.005481+0.0073374i,-0.002332+0.0049552i,0.0021778+0.0023555i,0.0036558+0.0011891i,0.0035117+0.00092556i,0.0034258+0.0009841i,0.0029698+0.0013336i,0.0017175+0.0016629i,5.6364e-05+0.0016212i,-0.0012218+0.0012612i,-0.0012706+7.587e-05i,-0.00039172-0.00051786i,-0.00027016-0.0009692i,-0.00090516-0.0011546i,-0.0011132-0.00094058i
-0.00039458-0.0021107i,-5.3046e-05-0.0017973i,-0.00023491+0.00055008i,-0.00044422+0.0051131i,-0.0010484+0.0083064i,-0.00096881+0.0077781i,-0.00088517+0.0018934i,-0.0023693-0.0051945i,-0.0021753-0.0081304i,-0.00090882-0.0051275i,-0.0010154-0.00057889i,-0.0015307+0.0023768i,-0.0013777+0.0030543i,-0.00057507+0.0031689i,0.00024482+0.0032703i,0.00093469+0.0026189i,0.00095257+0.001893i,0.00029485+0.001188i,-0.00095609+0.00094425i,-0.0022496+0.0016349i,-0.0020424+0.0016632i,-0.0014308+0.0008834i,-0.0016651+0.00059405i
0.0023562+0.00048142i,0.0026188-0.00064482i,0.0013676-0.0025239i,-0.00079072-0.0029534i,-0.0015135+0.00019778i,0.0014309+0.00030289i,0.0059446-0.0034529i,0.0096661-0.0074413i,0.010914-0.010006i,0.0056698-0.0090064i,-0.00090558-0.0050781i,-0.002909-0.0019202i,-0.0028957-0.00098167i,-0.0029543-0.00075449i,-0.0025497-0.00072025i,-0.0017322-0.0013001i,-0.00095202-0.0015677i,-0.0004424-0.00043287i,-0.00071529+0.00045606i,-0.0001412+0.00032345i,0.00089632+1.4337e-05i,0.00021441-0.00039844i,-0.0007967-9.2304e-05i
-0.0024186-0.0025745i,-0.0038471-0.0016869i,-0.005322-0.00097826i,-0.0043511+0.00026278i,-0.0003853+0.0024786i,0.0037262+0.0044619i,0.0072659+0.0046577i,0.010506+0.0054004i,0.0098845+0.005475i,0.0065357+0.0025136i,0.0025513-0.00075146i,6.7201e-05-0.0017713i,-0.00030934-0.002061i,-0.00082669-0.0032734i,-0.0007075-0.0041413i,0.00099471-0.002999i,0.0027141-0.0012968i,0.0020023-0.00030239i,0.00074542-9.287e-06i,0.00035887+0.00021686i,0.00029835+0.00058773i,0.00040067+0.0014203i,-0.00034635+0.0012253i
0.00048734-0.0015205i,0.0018973-0.0021872i,0.003096-0.0021104i,0.0039351+0.00053627i,0.0033224+0.0054917i,0.0020232+0.0091046i,0.0019414+0.0097978i,-0.00038823+0.0081479i,-0.0027785+0.0069959i,-0.00073414+0.0056807i,0.0014956+0.0028376i,0.0020024+0.00062256i,0.0029401+0.00012953i,0.003586+0.00024688i,0.0029366+0.00049385i,0.0021261+0.0002415i,0.0012421-0.00035063i,0.001207-0.0006831i,0.0008945-0.0011234i,0.00073122-0.00029754i,0.001727+0.00080516i,0.0013256+0.0010138i,0.00049787+0.0011716i
0.00026923-0.00076082i,0.00016748-0.000244i,-0.0017654+0.00060329i,-0.0035339+0.0020838i,-0.0034665+0.0027283i,-0.0022838+0.0029368i,-0.0023539+0.0017073i,-0.0039661-0.0016899i,-0.0037853-0.0037972i,-0.0032324-0.0023002i,-0.0023275+0.0005521i,-0.0011475+0.0017015i,-0.0011645+0.0017025i,-0.00094993+0.0017572i,-0.00019917+0.0020321i,-0.0012634+0.0018715i,-0.0030334+0.0010082i,-0.002819-0.00017566i,-0.00091082-0.00016847i,7.0149e-05+0.00047775i,-0.00010296+0.00070515i,-0.000564+0.00065388i,-0.00059698-0.00041801i
-0.00049332-0.00036509i,-0.00036967-0.00062297i,0.0013087-9.2157e-05i,0.0025879+0.0020324i,0.0013882+0.0037176i,0.0025898+0.004041i,0.004707+0.00096917i,0.0059171-0.0040787i,0.0066382-0.0067851i,0.0042977-0.0059655i,-2.1889e-05-0.0033959i,-0.0025813-0.0010076i,-0.0035232+0.00012896i,-0.0035667+0.00092352i,-0.0026173+0.0012178i,-0.0018008+0.00097781i,-0.0012333+0.00021643i,-0.0008073-0.00054266i,-0.0010882-0.0008639i,-0.0010822-0.00049419i,-0.00063111+0.00035331i,-0.00035814+0.00085293i,-0.00037066+0.00015873i
0.001959-6.7995e-05i,0.001663-0.0012883i,-0.00060566-0.0045498i,-0.0029708-0.0058215i,-0.001423-0.002318i,0.0020816+0.0014839i,0.0056848+0.0028188i,0.0089084+0.0037243i,0.0099864+0.0032701i,0.0086235+5.2849e-06i,0.0051507-0.0031939i,0.0017354-0.0035218i,5.757e-06-0.0039084i,-0.00042935-0.0044488i,0.00056681-0.0032341i,0.0018569-0.0016112i,0.0020647-0.0014277i,0.00019486-0.0016728i,-0.0015967-0.0010797i,-0.001723-6.2857e-05i,-0.0012606-0.0003893i,-0.00067359-0.0014195i,-0.00022429-0.0013327i
0.0013118-0.00033687i,0.0030842+0.00072112i,0.005197+0.0023909i,0.0060325+0.0062503i,0.0062926+0.007728i,0.0040452+0.0070972i,0.0012953+0.0069256i,0.0010366+0.0055526i,0.00018663+0.0039834i,0.00048856+0.0027754i,0.0016528+0.0015522i,0.0024859+0.001059i,0.0031779+0.00064078i,0.0026511-0.00033381i,0.0022971-0.0002553i,0.0024447+0.00076983i,0.0016301+0.0010181i,0.00098116+0.00089813i,0.00078515+0.0011838i,0.0010539+0.00093926i,0.00075558+0.00018177i,-0.00044954+0.00072838i,-0.0011331+0.0014087i
-0.0019685-0.0038157i,-0.0025444-0.0054048i,-0.0033758-0.0066012i,-0.0029013-0.0045408i,-0.0026278-0.001273i,-0.0014121+0.0027033i,0.00085852+0.0029284i,-0.0010171-0.0021462i,-0.0036439-0.004858i,-0.0037063-0.0026044i,-0.0026269+0.00055491i,-0.00092887+0.0026854i,0.00047867+0.0030382i,0.00073866+0.002205i,0.0012796+0.0016343i,0.0009983+0.00089445i,0.00028543-0.00030856i,0.00088719-0.0012026i,0.0010485-0.0011544i,0.0003813-0.00038308i,0.00034747+0.00031731i,0.0012208+0.00072743i,0.0015936+0.001387i
0.0012976+0.0016288i,0.00060163+0.0023981i,-0.001041+0.003644i,-0.0033075+0.0034937i,-0.0031682+0.002852i,0.00036076+0.0024425i,0.0032647+5.4479e-05i,0.0044623-0.0035845i,0.0054344-0.005415i,0.0039389-0.0056438i,-8.742e-05-0.0038626i,-0.0028499-0.0010638i,-0.0039498+0.00041217i,-0.0039235+0.0011544i,-0.0029759+0.0011181i,-0.0020872-0.0002886i,-0.00096298-0.00088525i,-0.00042489+0.00015815i,-0.0005226+0.00097139i,-0.00068379+0.0021388i,-0.0013068+0.0024314i,-0.0012074+0.00124i,-0.00036084+0.0011002i
0.00049708+0.0019243i,0.0014055+0.0012266i,0.0036903+0.00057573i,0.006582+0.0016595i,0.0075999+0.0048136i,0.0058073+0.0059046i,0.0042822+0.0039162i,0.0046777+0.0027355i,0.0061962+0.0020409i,0.0069581-0.00055227i,0.0047557-0.0030682i,0.0016151-0.0033841i,0.00029344-0.0024679i,-5.1964e-05-0.0021217i,-0.00024299-0.0020586i,0.00010365-0.0014785i,0.00036473-0.00051249i,0.00059071-0.00074598i,0.0018222-0.0018321i,0.0029751-0.0016586i,0.0022948-0.00039115i,0.00099466+7.6746e-05i,0.00058555+0.00013002i
-0.0016462-0.0016771i,-0.0026582-0.0007674i,-0.0041411+0.00024724i,-0.0043418+0.0027552i,-0.0031214+0.0056495i,-0.00064167+0.0058339i,0.0017989+0.0044775i,0.0020673+0.0042877i,-0.0001793+0.0040089i,-0.00024013+0.0036468i,0.0020265+0.0028232i,0.0027369+0.0013196i,0.0020358+0.00044736i,0.0014565+0.00027514i,0.0019654+0.00036624i,0.0015956+0.00060675i,-0.00059427-0.00043926i,-0.0014953-0.001095i,-0.0013343-0.00066544i,-0.0013439-0.00094609i,-0.00042657-0.0012618i,0.00036903-0.00097386i,-0.00019643-0.00098155i
0.0016256+0.00077147i,0.0023573+0.00073443i,0.00051316-0.0011156i,-0.0015988+1.8614e-05i,-0.0017845+0.0023188i,0.00071169+0.0039096i,0.0029799+0.0034449i,0.0023636-0.00076369i,-0.00019269-0.0039611i,-0.0021143-0.002378i,-0.0022596+0.00079181i,-0.00059428+0.0025298i,0.00067571+0.0026005i,0.00092719+0.0027966i,0.001118+0.0033324i,0.00073485+0.0026396i,-9.1385e-05+0.0019729i,-0.00054089+0.0021525i,-0.00032887+0.0019663i,0.00061309+0.0021072i,0.0013444+0.0021331i,0.00028938+0.001275i,-0.00080582+0.00095182i
-0.00031932-0.00093465i,-0.00075609-0.00024309i,-0.0012856-0.00020138i,-0.0017197+0.00083465i,-2.1857e-05+0.0031232i,0.0029453+0.0041696i,0.004648+0.0022063i,0.0060063-0.0018117i,0.0063901-0.0044903i,0.0045-0.0055918i,0.00076791-0.0042522i,-0.0016545-0.0016062i,-0.0016964-0.00029881i,-0.0014768-5.7591e-05i,-0.001298-0.00020824i,-0.00092176-0.00076231i,-1.8921e-05-0.00077051i,0.00081322-0.00031709i,0.00043523-0.00076288i,-0.00034869-0.00074748i,-0.00088913-0.00038736i,-0.0010942+0.00025981i,-0.00069743+0.0009377i
-0.0022338-0.001615i,-0.0015187-0.0015347i,-0.00033512-0.0020666i,0.0012593-0.00016923i,0.0012925+0.003427i,0.0012052+0.0050548i,0.002305+0.0041153i,0.0037476+0.0032545i,0.005874+0.0027349i,0.0067566+0.0013126i,0.0043918-0.0014664i,0.0016466-0.0027158i,0.00052556-0.0011295i,-0.00017324-0.0012601i,-0.00026603-0.0019548i,0.00071767-0.0011316i,0.0011407-0.00017645i,0.0011074+0.00075457i,0.00011987+0.0014228i,-0.0011267+0.0017373i,-0.00077832+0.0014543i,-0.00050938+0.0013403i,-0.00029718+0.0013884i
-0.002888-0.0031893i,-0.0041125-0.0022738i,-0.0061016-0.00095301i,-0.0073616+0.001076i,-0.0063486+0.0047233i,-0.0028389+0.0067887i,0.00034499+0.0046965i,7.9894e-05+0.0024002i,-0.0015538+0.00264i,-0.00047707+0.0031901i,0.0010769+0.0026742i,0.0013917+0.0018858i,0.0010434+0.0012008i,0.00058035+0.00022517i,0.00033011-0.00061753i,0.00015119-0.0012245i,0.00092502-0.0016614i,0.0011823-0.0018093i,0.00070884-0.0020206i,0.0014591-0.0013691i,0.0022515-0.00034563i,0.0019875+0.00017722i,0.0015447+0.00052242i
0.00043709-0.001534i,0.0005089-0.00061676i,0.00094647+0.0014057i,0.0018478+0.0031517i,0.0025997+0.0046808i,0.0024715+0.0040193i,0.0022676+0.0018989i,0.0017977-0.00055008i,3.2319e-05-0.0029371i,-0.0017548-0.0022774i,-0.0022779+0.000738i,-0.0015982+0.0022i,-0.00039362+0.0030914i,0.00057102+0.0026248i,0.0004007+0.0014967i,-0.00066844+0.00087721i,-0.0012861-0.00049448i,-0.00048373-0.0015684i,0.00028011-0.00158i,-0.0003009+0.00016371i,-0.00038947+0.0013728i,0.0010219+0.00069724i,0.0015411-0.0005236i
0.00079186-0.00019966i,0.00031852-0.0006353i,-0.00086589-0.00023546i,-0.00040905-8.4915e-05i,0.00099143+0.0014266i,0.0019873+0.0040335i,0.0040876+0.0038839i,0.0056081+0.0010181i,0.0056052-0.0020697i,0.003768-0.0042848i,-6.392e-05-0.0039967i,-0.0018414-0.002331i,-0.0008301-0.00092531i,-2.6312e-05+0.00043435i,-0.00020426+0.00078667i,0.0001938+0.00039631i,0.00034371+8.5483e-05i,-0.00063232+0.00045709i,-0.0006836+0.00058375i,-0.00014055+0.00099228i,-0.0005946+0.0022936i,-0.00081344+0.0020093i,-0.00043064+0.00092592i
-0.0020343+0.0015749i,-0.0014456+0.0018446i,-0.0025562+0.00248i,-0.0023405+0.0038302i,0.00019481+0.0057137i,0.0025697+0.0062601i,0.0041368+0.0053306i,0.0053878+0.0041524i,0.0072357+0.0031587i,0.0076786+0.0016457i,0.0047446+0.00012832i,0.0016663-0.00085756i,0.0007445-0.0010342i,0.00068066-0.00015559i,0.0013164+0.00064255i,0.0022481+0.0011201i,0.0020852+0.00092766i,0.0012732+0.00060979i,-0.00030084-0.00022462i,-0.001186-0.0017685i,-0.00065733-0.0020038i,-0.00043452-0.0011989i,-0.00048521-3.1761e-05i
-0.0028907-0.0013846i,-0.0018576-0.0016595i,-0.0017226-0.0015238i,-0.0013507-0.00025057i,-0.0021867+0.0024701i,-0.0014319+0.0039921i,0.00050539+0.0023985i,-3.6134e-05+0.00098154i,-0.00032389+0.00088271i,0.0013494+0.0013092i,0.0022564+0.0018423i,0.0025374+0.0018171i,0.0027187+0.0012041i,0.0028271+0.00080754i,0.0026582+0.0014097i,0.0016881+0.0016048i,0.00031798+0.00064033i,-0.00012438+0.00030434i,-8.7801e-05+0.00058823i,-0.00095046+0.00049855i,-0.0015148-8.6712e-05i,-0.0010507-0.00040813i,-0.00096287+9.7087e-05i
-0.00096158+0.00054415i,-0.00065204+0.00039137i,-0.00012827+0.00077831i,-0.00086981+0.0013622i,-0.00038714+0.0029741i,0.0017791+0.0040155i,0.0022754+0.0023482i,0.001295-0.0011505i,0.000383-0.00328i,-0.00046447-0.0030446i,-0.00068657-0.00076554i,-0.00036382+0.0012357i,-0.00038383+0.0014208i,-0.0012057+0.00078195i,-0.0014373+0.00073007i,-0.00026502+0.00040981i,0.00059824-0.00040277i,0.0010061-0.00066788i,0.00087011-0.00022856i,0.00056008+0.00065891i,0.0012638+0.0010289i,0.0019237+0.001418i,0.0011238+0.0014125i
