-0.0030018+0.0017158i,-0.0028261+0.0017079i,-0.0040498+0.0018752i,-0.0033829+0.0019119i,-0.0020492+0.0026734i,-0.00043058+0.0037065i,-0.00010369+0.0034219i,-0.00066524+0.0029617i,0.00017038+0.0027312i,0.00094594+0.0016232i,0.0012813-0.0001617i,0.00095263-0.0011044i,0.00054662-0.00080318i,7.0661e-05-5.2086e-05i,-0.00064203-2.7938e-05i,-0.0006349+0.00025395i,-0.00033389+0.00017452i,0.00012976-0.00031523i,0.00059132-0.00020189i,0.00038593-0.00025949i,0.00056554-0.00051449i,0.00061555-0.00052659i,-0.00014517+0.00043536i
0.00036562-0.00029477i,-0.00038014-0.00073096i,-0.0012836-0.0011601i,-0.0019947-0.0013095i,-0.0014565-0.0012326i,-0.00061935+0.0008446i,-0.0005128+0.0015952i,-9.5452e-06-5.6352e-05i,0.0004095-0.00074697i,0.00010747-0.00012719i,9.9682e-05+0.00064151i,0.0010498+0.00071563i,0.0012254+0.00041074i,0.00056685-0.00042121i,0.00042406-0.00080573i,0.00018504-0.00041312i,0.00016704-0.00048763i,0.00039185-0.00016278i,-0.00030852-0.00058564i,-0.0011594-0.0010776i,-0.00080299-0.0011835i,6.2431e-05-0.00026548i,0.00017622+0.00028197i
0.00084462-0.0011024i,0.00074424-0.0007261i,-0.00011774-0.0011038i,-0.0011003-0.001694i,-0.0017513-0.0010435i,-0.001461-0.00013921i,-0.0013682+0.00050485i,-0.00086941+0.00029612i,0.00018598-0.00042092i,5.2337e-05-0.00065191i,-0.00011765-0.00040906i,-0.00027535+0.00039365i,-0.00036708+0.001044i,0.00034808+0.00019133i,0.00092993-0.00072212i,0.00069761-0.00075634i,0.00050487-0.00031978i,-0.00024158-2.4796e-05i,-0.00045024+8.177e-05i,2.7551e-05+0.00039386i,0.00029744+0.00055228i,0.00033788+0.00021353i,0.00035886+9.8521e-05i
-0.00088821+0.00086995i,-0.00062253+0.001422i,-1.1808e-05+0.0020863i,0.00025267+0.0017615i,-2.022e-05+0.0013141i,0.00041952+0.00052182i,-4.9806e-05-0.00064007i,-0.0007252-0.0010047i,-0.00063193+7.3051e-05i,-0.00011368+0.0012312i,0.00065004+0.0012354i,0.00037531+0.00060253i,0.0001028+0.00033695i,0.00059287+0.00023148i,0.00035083+0.00023883i,-0.00012039+0.00037138i,-2.7386e-05+0.00017384i,-0.00021384-0.00022697i,-0.0006571-0.00044295i,-0.0003977-0.00074498i,-0.0003053-0.00096713i,-0.00078559-9.9512e-05i,-0.00090718+0.00023781i
-0.0025695-0.00058903i,-0.0025451-0.00036826i,-0.002486-0.0010669i,-0.0021883-0.0019317i,-0.0019613-0.0006288i,-0.0011899+0.00073107i,-0.00028826+0.00016358i,-0.00047062+2.6314e-05i,-0.00019363-0.00050957i,-0.00023301-0.0010856i,0.00035107-0.00045333i,0.0010535-0.00023388i,0.0013208+5.9935e-05i,0.0013781-5.0743e-05i,4.051e-05-0.00043757i,-0.00059364+0.0003018i,0.0003708+0.00086672i,0.0004299+0.00019242i,0.00017131+0.00010393i,0.00018008+0.00041796i,-0.00015519+0.0007194i,-0.00017794+0.0013024i,2.235e-05+0.0011093i
0.00045344+0.00036707i,6.6698e-05-0.00043735i,-0.00026351-0.00013853i,-0.0006746+0.00034411i,-0.00054429+0.00037395i,-0.00069158+0.00084273i,-0.00076405+0.0013263i,0.00022847+0.00061907i,0.00059901-0.00034031i,0.00044884-0.00039374i,-4.0286e-05-0.00044526i,-0.00018184+0.00066413i,1.6373e-05+0.0016074i,0.00019016+0.00045559i,0.00051151-0.00020377i,0.0010316+0.00022637i,0.0011104+0.00038188i,0.00049669-5.2943e-05i,0.00049077-0.00023267i,0.00010665+0.00019071i,-0.00065568-0.00017317i,-0.00040145+2.1325e-05i,3.9151e-06+0.00045415i
0.0010331-0.0013303i,-7.2109e-05-0.00057986i,-0.0021782-0.00025144i,-0.0038045+0.00019465i,-0.0027453+0.0012821i,-0.00097141+0.0023957i,-0.0006557+0.0023446i,-0.00062379+0.001171i,0.00022027-0.00011173i,0.00074144-0.00047362i,0.00036008+7.4936e-05i,-0.00015046-4.4212e-05i,0.00034998-0.00041839i,0.0011149-0.00033917i,0.00092176-0.0010399i,0.0005093-0.0016689i,0.00026245-0.0016423i,0.00026559-0.0012115i,0.0007202-0.00093584i,4.2703e-05-0.00076834i,-0.00051363-0.00022269i,0.00013222+0.00037837i,0.00027652+0.00021305i
4.3997e-05+0.00025819i,0.00032403+0.00027969i,3.0622e-05-0.00084227i,-0.00052623-0.00097483i,-0.001204-0.00044839i,-0.001436-0.00036801i,-0.0012203+7.0855e-05i,-0.00045652+0.00065531i,6.1774e-05+0.0005069i,0.000359+4.4667e-05i,0.0010915+0.0004413i,0.00075812+0.00035566i,0.0004521-0.00040083i,0.00084535-0.00030544i,0.00058649+0.00034081i,4.1566e-05-3.7912e-05i,9.4491e-05-9.9454e-05i,0.00066099+0.000463i,0.0010504-0.00027426i,0.00060262-0.00030012i,-7.1312e-05+0.00048579i,-9.1042e-06+0.00048364i,0.00037309+0.00051289i
-0.00060873-0.0019344i,-0.0020417-0.00015671i,-0.0021319+0.00039932i,-0.0018822+0.00074536i,-0.0015684+0.001295i,-0.0009335+0.0015733i,-0.00049879+0.0010695i,-0.00062384+3.3057e-05i,-5.921e-05-0.00047559i,0.00047594-0.00068781i,0.0003206-0.00038385i,-0.00021167-0.00020324i,-0.00019264+1.1397e-05i,0.00057304-0.00019487i,0.00096793-0.00058021i,0.00038692-0.00056628i,3.4114e-06-0.00024338i,0.0002068-0.00023493i,0.00028043-0.00019313i,-1.9542e-06-0.00065034i,3.6357e-05-0.00067511i,0.00049236-8.6239e-06i,0.00031256+0.00036264i
-0.0013545-0.00089154i,-0.00075034-0.00092195i,-0.00068866-0.0007588i,-0.0015992+0.0001968i,-0.0023057+0.0012484i,-0.0013297+0.0015368i,0.00015982+0.00096724i,0.00049919+6.1059e-05i,0.00012594-0.00054859i,0.00060994+6.8081e-05i,0.00056637+0.00026354i,0.00010878+0.00015882i,0.00099738+0.00015563i,0.0016053-0.00079771i,0.0011355-0.0014918i,0.00025277-0.00093331i,-0.00066744-0.00045479i,-0.0003125+4.2821e-05i,0.00028102+0.00024695i,0.00052436-0.00022561i,-0.00024196-0.00060814i,-0.0012637+3.9893e-05i,-0.0004394+0.00074718i
0.00032477+0.0012935i,0.00012502+0.0013999i,-0.00029007+0.0019383i,-0.0009389+0.002095i,-0.0016844+0.0023123i,-0.00091623+0.0012124i,0.0001471-0.00018244i,0.00012902-0.00060392i,-3.0385e-05-0.00023992i,3.2808e-05+0.0003918i,-0.00027576+0.00016227i,-0.00011517+0.00015328i,0.00043645+0.00080399i,0.00079754+0.00068659i,0.00054296-6.8069e-05i,0.00054333-0.0001807i,0.00039535-4.8004e-05i,-0.00015973-0.0005426i,-0.00018423-0.00068986i,-0.00037578-0.0007945i,0.00034057-0.00064635i,0.0011803+0.0001112i,0.00046697+0.00024248i
0.00021158+8.6256e-05i,-0.0002905+0.00030724i,-0.00026017-0.00030273i,-0.00039856-0.00068143i,-0.00066216+0.00015756i,-0.00042844+0.00037088i,-0.00051245+0.00025142i,-0.00077031-1.785e-05i,-0.0002213-0.00059416i,0.00016426-0.00079352i,0.00015629-0.00027479i,0.00010369+0.0003425i,0.00014213+5.721e-05i,0.00030413-0.000252i,-1.259e-05-0.00047503i,-0.00017829-0.00033673i,-2.7249e-05-0.00043668i,3.4694e-05+0.00017976i,0.00014219+0.001166i,-0.00015889+0.0009106i,-9.1427e-05+0.00039169i,0.00024869+0.0006128i,-0.00012218+0.00056838i
-0.00014487-0.00051121i,-0.00033453+0.00017412i,-0.0010789+0.0005363i,-0.0019297+0.0010125i,-0.0020029+0.0010589i,-0.0011195+0.0011197i,-0.00063661+0.00078402i,-0.00029198-0.00059989i,0.00051723-0.00092801i,0.00088327-4.3128e-05i,0.00071237+0.0006451i,0.00088117+0.0011065i,0.0011441+0.0010335i,0.00051617+1.3593e-05i,-2.6622e-05-0.00083781i,0.00039881-0.00051017i,0.00033608-0.00049766i,0.00016341-0.00056849i,0.00019608-0.00050014i,0.00043166-0.00069262i,0.00039145-0.00066946i,-0.00011451-0.0004781i,0.00024622-0.00047655i
-0.00019251-0.00057401i,-0.00018648-0.00089148i,-0.00096735-0.00077116i,-0.0013553+0.00047052i,-0.00092725+0.001907i,-0.00027361+0.0025747i,-0.00018332+0.0020991i,-0.00052976+0.00090683i,0.00011517+0.00087551i,0.0014187+0.0016154i,0.0011336+0.00094695i,-0.00011149+0.00040634i,-0.00039777+0.00050036i,2.1848e-06+0.0001218i,8.8473e-05+0.00018569i,0.00025503+0.00042679i,0.0001784+0.00026735i,2.7998e-05-0.0003544i,0.00073582-0.00031763i,0.00044168+6.5297e-05i,-0.00024845+0.00044256i,1.4248e-05+0.00022909i,-2.4256e-05-0.00024877i
-0.00010115-0.00049832i,-0.0006174-0.00036339i,-0.00076281+0.00091934i,-0.00032479+0.00086405i,-0.00012472+3.094e-05i,-0.00014292+0.000696i,-0.00018217+0.0010957i,-0.00066695+0.00092634i,-0.00073288+0.00046972i,0.00041438+0.00034428i,0.0011136+0.00013317i,0.00085225+7.131e-05i,0.00033317+0.00024539i,0.00027395-5.7588e-05i,0.00010633-0.00012623i,0.00031549-0.00010487i,0.00065437-0.00042982i,-0.00010658+5.1952e-06i,-0.00068899-0.00017554i,-0.00022159-0.00061189i,0.00016375+0.00029113i,0.00063428+0.00071746i,0.00035731+0.00013507i
-0.0012347+0.00093939i,-0.00093128+0.0012609i,-0.0014335+0.00071689i,-0.001874+0.000512i,-0.0012203+0.0014526i,-0.00042419+0.0017428i,-0.00063598+0.00089062i,-0.00064372+0.0011605i,-0.00024008+0.0015824i,0.00062509+0.0012161i,0.00092837+0.00040136i,0.0010851-0.00072562i,0.0012186-0.0010311i,0.00072708-0.0009151i,0.00012686-0.001289i,-0.00045385-0.00094832i,-0.00038589-0.00039636i,0.00024568+0.00028902i,0.00036646+0.0003479i,0.00035093-0.00027907i,-9.4984e-05-0.00033756i,-0.00024287-0.00098475i,0.00040197-0.0004468i
0.0014305+0.00051425i,0.0015781-0.00074477i,0.00093406-0.0013661i,-0.00038429-0.0013413i,-0.00037695-0.001375i,0.00065919-0.0014805i,0.0021639-0.0032299i,0.0019923-0.0056856i,-0.00013904-0.0067816i,-0.002044-0.0055899i,-0.0029207-0.0037083i,-0.0032601-0.0022516i,-0.0029962+0.00013373i,-0.0014234+0.0018018i,2.7517e-05+0.0018959i,0.00022567+0.00098807i,0.00026676+1.5275e-05i,0.00066196+0.00013892i,0.00037775-2.5727e-06i,-0.00069124-0.00082545i,-0.0005605-0.00045688i,0.00020602+1.3613e-05i,0.00012052+2.7067e-06i
0.00083808+0.0013899i,0.0014828+0.00073152i,0.0020311-0.00029975i,0.0013562-0.0006711i,-3.1288e-05-9.0819e-05i,-0.00098638-3.6979e-05i,-0.0014585-0.00030267i,-0.0011306-0.00017044i,-0.00072378+5.7142e-05i,-0.00047363-0.00011895i,-0.0002203-0.00021708i,-0.00037398+0.00021427i,-0.00047245+0.00062869i,-0.00011955+0.00015802i,0.00018382-0.00032051i,0.00020812-0.00079792i,0.00046511-0.00098381i,0.00039301-0.0012423i,-0.0002629-0.00097479i,-0.00019965+5.23e-05i,-0.00023416+0.0002889i,0.00037241-0.00024917i,0.00077576-7.6701e-05i
0.00070042+0.00081179i,-1.2915e-05+0.00031706i,0.0001137-0.0011444i,0.00027582-0.0019095i,-0.00023116-0.00056938i,-0.00061946+0.00086841i,-0.00023724+0.00015814i,1.7631e-05-0.0013043i,0.00015863-0.0012312i,-4.5941e-05+0.0002884i,-0.00061828+0.0010171i,-0.00050846+0.0010619i,-8.2058e-05+0.00089791i,-7.4007e-05+0.00017306i,0.0001403-0.0001227i,-1.404e-05-0.00033249i,-9.3344e-05-0.00057779i,0.00015779-0.00051501i,-7.1708e-05-0.00012857i,-0.00051322+6.0406e-05i,-0.00061365+0.00014542i,0.00042009+0.00029227i,0.0012719+0.00025933i
-0.00039448-8.973e-06i,-0.00012945-0.00034998i,-0.00096634-0.0007678i,-0.0016496-0.0010436i,-0.0014475-0.00062891i,-0.0010951+0.00045524i,-0.00059745+0.00049285i,0.00046182-0.00033625i,0.00042238-0.0002473i,1.8109e-07-3.6488e-05i,-0.00037424-7.2251e-05i,-0.0009807-0.00027808i,-0.00084474-0.00080826i,-0.00021474-8.9579e-05i,0.00011583+1.0977e-06i,7.7896e-05-0.00032229i,-0.00022024-0.00045633i,-0.00032853-0.00066273i,0.00032784-0.00036745i,0.00087603-8.6969e-05i,0.00057615-8.7239e-05i,0.00061885+0.00026808i,8.0853e-05+0.0010957i
0.0016444-0.0003937i,0.00029248-0.00043025i,-0.0010612-0.001623i,-0.0025346-0.002263i,-0.0029958-0.0010439i,-0.0015942+0.00063751i,-0.00039873+0.00039243i,-0.00050991-0.00037299i,-0.00056652+0.00011771i,-0.00023903+0.00043543i,0.00016942+2.8528e-06i,0.00044868-0.00049578i,0.00047498-0.00067548i,0.0010778+0.00011912i,0.0013247+0.00013789i,0.00089385-0.00072548i,0.0003518-0.00025334i,7.5002e-05+0.00052385i,-0.00015855+0.000615i,-0.00042062+0.00024892i,-8.8548e-05-0.00078784i,0.00023151-0.00088528i,0.0003615-0.00068007i
0.00031775-0.0025678i,-0.00014035-0.0024935i,-0.0012483-0.0022977i,-0.0023106-0.0015558i,-0.0028537-0.0009584i,-0.0025364-0.00014064i,-0.0012762+0.00022524i,-0.0011036-0.00037296i,-0.0011959-0.0010495i,-0.00010215-0.00099342i,0.00053883-0.00075083i,0.00070479+0.00012191i,0.0013468+0.00041387i,0.0016009-7.9909e-05i,0.001095+0.00028892i,0.0010021+0.00057656i,0.00098918+0.00042225i,0.00018851-8.6456e-05i,-0.00012042-0.00021978i,-0.00014571+0.00013935i,-0.00025475+0.00036542i,-0.00015733+0.00038752i,2.8476e-05-0.00012891i
-0.0006194+0.00044823i,-0.00063948-0.00010817i,-0.00018868-0.00030127i,-0.00036655-0.00093066i,-0.0010818-0.00034193i,-0.0010635+0.00026899i,0.00013917-4.7199e-05i,0.00025321-0.00061344i,-0.00065189-0.00049611i,-0.00063146-0.00012295i,9.6417e-05+0.00026496i,9.7921e-05+0.00078552i,-0.000269+0.00042082i,0.00010071-0.00037294i,0.00077685-0.00083012i,0.00048138-0.00027986i,0.00058573+0.00014129i,0.00069855-0.00050439i,0.0003715-0.00064749i,0.00033888+0.00020797i,0.00024823+0.00068944i,-0.00020634+0.00072353i,-0.00016336+0.00062603i
-0.00077991+0.00080359i,-0.0013021+0.0013622i,-0.0010462+0.0013276i,-0.00029434+0.0013581i,-0.00029433+0.0014769i,0.00047254+7.0328e-06i,0.0010592-0.0012725i,0.00027458-0.00060825i,9.6255e-05-6.9816e-05i,0.00020268-0.00025716i,-0.00030736-3.4492e-05i,-0.00071277+0.00053888i,8.5276e-05+0.00079426i,0.00072466+0.00062549i,0.00036428-0.00038468i,0.0006357-0.00060979i,0.0009649-0.00032768i,0.00028483-0.0004354i,-0.00023859-0.00030672i,0.00016468+0.00038541i,0.00014927+0.00089342i,-0.0001374+0.0010815i,-0.00021573+0.00042465i
0.002195+0.0015263i,0.002484+0.00080408i,0.0018143-0.00048778i,-0.00015722-0.0017778i,-0.0007612-0.0022455i,-0.00028711-0.00067439i,-3.5579e-05+9.5519e-05i,0.00041816+1.196e-05i,0.00060485+6.2345e-05i,0.00027262-6.0338e-05i,0.00033132+0.0002667i,0.00048778+0.00082692i,0.00063915+0.00044553i,0.00079589+5.0296e-05i,0.00095576-0.00014955i,0.00041812-0.00081123i,-3.1998e-05-0.00099897i,-0.00021195-0.0003596i,-0.00082875+1.4726e-05i,-0.00072435+1.2952e-05i,-0.00081234-0.00028334i,-0.00033333-0.00093951i,0.0005896-0.00073836i
-0.0012488-0.00013134i,-0.0015075-0.00045939i,-0.001708-0.0013749i,-0.0021813-0.0017404i,-0.0017285-0.00026139i,-0.0010511+0.00051935i,-0.0004881+0.00045423i,-0.00034627-0.00026657i,-0.00039755-0.0010542i,-0.00051038-0.00044723i,-0.00026126+4.2471e-05i,0.00028039+0.0005726i,0.00052348+0.001355i,0.00074964+0.00087111i,0.00076765-0.00029354i,-0.00018799-0.00031449i,4.9149e-05-0.00032278i,0.0014019-0.00012439i,0.0017171+0.00016013i,0.00042365-0.00081929i,-0.00027654-0.00072492i,0.00023874-0.00017494i,0.00040955+0.00064845i
0.00031767+0.00069672i,0.0018197-0.00026576i,0.0021692-0.0014712i,0.00079707-0.001339i,-0.00017653-9.7103e-06i,-0.00048732+0.00018747i,-0.00011192+5.2704e-05i,0.00011275-0.00025209i,0.00046094-0.00033813i,0.00015775-9.1401e-05i,-0.00038286-0.00081739i,0.00026386-0.0013485i,0.0012813-0.00075075i,0.0015034-0.00036994i,0.00049245-0.00080989i,9.4155e-05-0.00090534i,0.00032625-0.0005816i,0.00033089-0.00046847i,0.00029039-0.00056301i,0.00029791-0.0007946i,0.00039405+0.00030326i,-0.00022404+0.00067484i,-0.00076749-0.00012716i
-0.0008092-0.00015954i,-0.00056719-0.00052565i,-0.00044772-0.00028906i,-0.00064837+0.00025956i,-0.00072261+0.00031507i,-0.00034911-8.8489e-05i,-4.5232e-05-0.00033383i,0.00033054-0.00096961i,0.00010946-0.0011379i,-0.00018707-0.00028633i,-9.0853e-05+0.00050929i,-0.0005446+0.00042713i,-0.00021499+0.00063285i,-5.0231e-05+0.00026988i,-0.00018578-0.00089511i,0.00012239-0.00077294i,0.00020074-0.00075039i,-2.5231e-05-0.00080702i,-0.00011006-0.00044388i,0.00015967-0.00037927i,0.0004523-0.00057313i,0.00056192+0.00014489i,0.00092316+0.00080782i
-0.00052969+0.0002537i,4.9844e-05+7.044e-05i,0.00050132+0.00056666i,0.00060719+0.0013384i,0.00042972+0.00063387i,0.00072895+0.0002687i,0.00027592+0.00019601i,-0.00081334-0.00047885i,-0.00058352-0.00047597i,0.00019638+9.3159e-05i,-3.7097e-05+0.00032771i,-3.5377e-05+0.0010244i,0.00057219+0.0011182i,0.0010344+0.0002901i,0.00047848-0.00019789i,-0.00021155+9.5347e-05i,-0.00078391-0.00010208i,-0.00020144-0.00076767i,0.0010521-0.00016818i,0.00073183+0.00056822i,0.00026881+0.00063315i,0.00048013+0.00015002i,0.00021309-0.00011017i
-0.00062218-0.0013308i,-0.0012366-0.00075979i,-0.0024033-0.00083387i,-0.0036392-0.001148i,-0.0030566+6.4501e-06i,-0.0019061+0.0011283i,-0.00068997+0.00075259i,-5.7265e-05-0.00023766i,6.3364e-05-0.00031025i,0.00022918+0.00022529i,5.8695e-05+0.00035014i,-0.00018312+0.00061085i,-0.00043241+0.00039733i,0.00021833-0.00014794i,0.0011732-0.00012425i,0.00056456-0.00010186i,-0.00025853+0.00024408i,-0.00042265+8.8462e-05i,-0.00039957+8.8182e-05i,-0.00069913+0.00034233i,-0.0010751-0.00014174i,-0.00071025-0.00063685i,0.00017839-0.00063282i
0.00032082-0.00024215i,0.00012873-0.00051857i,0.00046805+0.00019457i,0.00031983+0.00083838i,-0.00024413+0.00053722i,-0.00047143+0.00019697i,-0.00048026-1.6428e-05i,0.00060264-0.00010049i,0.001275+0.00011252i,0.00055446-0.00010031i,4.7249e-05-0.00064597i,0.00036383-0.00030157i,0.00037246-6.2415e-05i,-4.0848e-05-0.00015628i,-0.00018397-0.000207i,-0.00057089+0.00010335i,-0.00074+0.00020253i,-0.00088143+0.00015361i,-0.0004814+0.00045446i,1.2262e-05+0.00080177i,-0.00052376+0.00081514i,-0.00069932+0.00019399i,-0.00031838+0.00035585i
0.00014065+0.001818i,0.00061048+0.0020621i,0.0010442+0.0025417i,0.0010134+0.0012191i,0.00067896-0.00019653i,6.8484e-05-0.00071715i,6.4438e-05-0.001053i,-0.00071992-0.00077992i,-0.00073945+0.00034535i,0.00036542+0.00070125i,0.00063062+0.00062035i,0.00090571+0.0007116i,0.0013406+0.00037822i,6.498e-05+0.00029552i,-0.00065782+0.00017432i,-0.00010547+0.00046599i,-0.00017508+0.00022988i,-0.00057835-0.00031008i,-0.00065276-3.6488e-05i,-0.00011485+0.00016042i,0.00056906+0.00042374i,0.00061787+0.0010009i,-3.5237e-05+0.00060889i
0.0010268-0.00056703i,0.00039861-0.0019986i,-0.00046456-0.0033634i,-0.001834-0.0024544i,-0.0026152-0.00058978i,-0.0014706+0.00032102i,-0.00067636+0.00039099i,-0.0006704-0.00049137i,-0.00043719-0.001335i,-0.00013465-0.0013926i,8.471e-06-0.00082727i,-2.2379e-05-0.00053502i,0.00048049-0.00043737i,0.00086-0.0002551i,0.00089052-2.1527e-05i,0.00072484+0.00035029i,0.00021741+7.1763e-05i,-0.00025689-0.00015146i,-0.00084033-0.00014816i,-0.00023403-7.7481e-05i,0.00062161+0.0002152i,2.3148e-05+0.00010819i,-0.00013203+4.9268e-05i
0.001659-0.0020001i,2.1389e-05-0.0016602i,-0.00109-0.0008904i,-0.001423+0.00053149i,-0.001867+0.0013192i,-0.0016532+0.0019824i,-0.0011207+0.0017171i,-0.00053054-0.00011173i,0.00013122-0.0010301i,0.00043081-0.0010249i,0.00017687-0.00049232i,0.00030072+0.00024918i,0.00064043+0.00016427i,0.0011635+0.00011817i,0.0014708+0.00040346i,0.00087525+0.00038823i,0.00076193+0.00082682i,0.00087062+0.0010377i,0.0009571+0.0003832i,0.0007882+0.0001672i,-5.3756e-05+0.0006589i,-0.00029334+0.00039275i,0.0004191+8.7693e-05i
0.00080387+0.002369i,0.0011902+0.0012792i,0.00076501+0.00021217i,-0.00091475-0.0017726i,-0.0013228-0.0018682i,-0.0011863-0.00037023i,-0.00091623-0.00018196i,-0.0010725-0.00046702i,-0.00048943-2.5189e-06i,0.00057847+0.0001299i,0.00074085+0.00051446i,-0.00022123+0.00082724i,-0.00045682-6.426e-05i,0.00043533-0.00052394i,0.00069182+5.7096e-05i,0.00039893+0.00047231i,0.00018359+0.00050674i,0.0013626-0.00027333i,0.0011982-0.00059641i,-0.00046116-0.00032617i,-0.0006501+0.00022558i,2.0956e-05+0.00079189i,-0.00011772+0.00062293i
-0.0014311+0.0016293i,-0.00078003+0.0017607i,0.0002728+0.0011235i,0.00097578+0.00066662i,0.00098081+0.00046279i,0.00044216+0.00010127i,-0.00030952-0.00019428i,-0.0011646-0.0006555i,-0.001157-0.0013055i,0.00010247-0.00052191i,0.00099436-0.00034012i,0.00048264-0.0011953i,0.0001371-0.00093195i,0.00044576-5.3132e-05i,0.00043897+0.00022757i,0.00059402+0.00021442i,0.00049398+1.0952e-05i,-0.00049526-0.00018337i,-0.0007056-7.4665e-05i,2.1225e-05+2.5312e-05i,-6.5611e-07-0.00018725i,-0.00037071+0.00016059i,4.1331e-05-0.00060927i
1.3209e-05-0.0014171i,-0.0017111-0.0013167i,-0.0035378-0.00056134i,-0.0030162-0.00026282i,-0.00095057+0.00053179i,0.00019305+0.0010737i,0.00041177+0.0003379i,0.00019012-0.00027752i,5.8851e-05-4.5507e-05i,-0.00022883+0.00029129i,-0.00038575+0.00030169i,-0.00047902+0.00033835i,0.00013824-2.0961e-05i,0.0011672-0.0010069i,0.00097909-0.00099037i,0.000551+0.00033246i,0.00045413+0.0014766i,0.00016916+0.0010058i,0.00023641+0.00017832i,0.00033254+0.0002828i,-0.00020898+0.00055993i,-0.00070371+0.00025842i,-0.0004137+0.0004104i
0.0014395-0.00075993i,0.0011521-0.0011308i,4.5084e-05-0.0014185i,-0.0013856-0.0015812i,-0.0021521-0.0012428i,-0.0022491-0.00049805i,-0.00079226-0.00035811i,0.00070733-0.00030288i,0.00082755-0.00084215i,0.00096855-0.0012879i,0.00093766-0.00077836i,0.00027463+0.00021213i,-4.0696e-05+0.0014317i,0.00030056+0.0013982i,0.00053146+0.00078262i,0.00064724+0.00069355i,0.0010592+0.00042437i,0.00072037-4.4611e-05i,-0.00041986-0.00036058i,-0.00072746-0.00046921i,-0.0001273-0.00027167i,0.0009776+9.5663e-05i,0.00071159+2.9845e-05i
-0.0020529-0.0024237i,-0.0012805-0.0015654i,-0.0016462+0.00011348i,-0.0024922+0.0014924i,-0.0019021+0.001919i,-9.0565e-05+0.0020515i,0.0010124+0.0010923i,0.0007152-0.00078867i,2.2782e-05-0.00062375i,-0.0002618+0.00012991i,0.00010889+0.00028101i,0.00019193+0.0002369i,0.00042946+2.2948e-05i,0.0009919-0.00061485i,0.0010106-0.00095939i,0.00055302-0.0005551i,0.00035032-0.00023792i,0.00027938-0.00013163i,0.00042561-0.00015401i,0.00066484+5.3503e-05i,0.0012182-0.0005104i,0.0013096-0.0013921i,0.00082978-0.0010939i
0.0011993-0.002112i,0.00050385-0.0017998i,0.00081498-0.0031674i,-0.00121-0.0034641i,-0.0024446-0.0021504i,-0.0012751-8.4333e-05i,-0.00034843+0.00054033i,0.00034138-0.0003395i,0.00091732-0.00040048i,0.00099078-0.00047441i,0.00068486-0.00033681i,-0.00022547+0.00042533i,7.9259e-05+0.0012589i,0.00099644+0.00063203i,0.00067511-2.1943e-05i,0.00058624+0.00028115i,0.00046705+0.00031688i,-2.5938e-05+9.3751e-05i,-0.00035899+0.00074721i,-0.00016984+0.00059171i,0.00018874+0.0001965i,0.00031209+0.00071267i,6.7732e-05+0.00085524i
0.00060737+0.00020693i,0.00033745+0.00056844i,-0.00031701-0.00010655i,-0.0013768-0.00048599i,-0.0019597+6.5693e-05i,-0.0010459+0.00082855i,-0.00014952+0.0010006i,-2.6817e-05+0.00076932i,6.6478e-05+0.00017229i,0.00029204+4.4055e-05i,0.0002869+0.00082286i,-0.00038896+0.0012818i,6.5139e-05+0.00078452i,0.0014417+0.00010566i,0.0014088-0.00044353i,0.00082565-0.00049649i,0.00039761-0.0007963i,0.00029573-0.0013069i,0.00039107-0.00097722i,-0.00052611+2.0485e-05i,-0.0011479+3.3772e-05i,-0.0011469+0.00066082i,-0.00071893+0.0011101i
-0.00078096-0.00022668i,-0.00079671+0.00018009i,-0.0020338+0.00046687i,-0.0024896+0.0007382i,-0.0021638+0.00098809i,-0.00099797+0.0010413i,-0.00099859+0.00052003i,-0.0013991-1.8072e-05i,-0.00067178+0.00015291i,0.00018541+0.00088001i,0.0007267+0.0012699i,0.00067262+0.0008084i,0.00095508+0.00070709i,0.00096865+0.0007255i,0.00056519-8.2783e-05i,0.0001695-0.00028504i,0.0005042-0.00048549i,0.00077038-0.0004144i,0.00051539-8.8944e-05i,-5.5119e-05-7.5958e-05i,-0.00053693+0.00034407i,-0.00031321-0.00014555i,0.0001031-0.0003115i
-0.00085786-0.0018418i,-0.00080016-0.0012311i,-0.0012925+0.00042169i,-0.0010003+0.0022092i,-0.00099675+0.0028776i,-0.0007921+0.0020691i,-7.1219e-05+0.00064483i,0.00016263+7.8431e-05i,-0.00068785-5.8713e-05i,-0.00065039-0.0001348i,6.0346e-05-0.00013315i,0.0002958+0.00035931i,0.00072169+0.00056597i,0.0011408-0.00011417i,0.00094254-0.0010332i,0.00075067-0.00068951i,0.00024256-0.00031707i,0.0003141-0.00048191i,0.00065683-0.00033786i,0.00066516-0.00043317i,0.00058637-0.00055197i,7.4318e-05-0.00022089i,-0.00052933-4.6568e-05i
