-0.001315+0.0025166i,-0.0011852+0.0011107i,-0.0014752+0.00075969i,-0.0019782+0.0004961i,-0.0021642+0.00093854i,-0.0023216+0.0016182i,-0.0023175+0.0020334i,-0.0012353+0.0013639i,0.00051695-0.00021062i,0.0010091-0.0010923i,0.00061592-0.0009411i,0.00043257-0.00020271i,0.00040209-0.00021862i,0.00025277-0.00070831i,-6.6728e-05-8.7055e-05i,-0.00028375+0.00067135i,-0.00024732+4.2698e-05i,-1.4733e-05-0.00017191i,0.00020727+0.00026152i,0.00011726+0.0004857i,5.166e-05-0.00035575i,-0.00032136-0.0012015i,-0.0006206-0.00072738i
0.00053195-0.0018554i,-0.00053697-0.0028849i,-0.00068888-0.0028353i,-0.00015947-0.00011261i,-0.0010916+0.0016401i,-0.0021423+0.00099646i,-0.0016501+0.0013068i,-0.00056861+0.0018202i,-0.00027224+0.00092578i,-0.00016939+0.00036573i,0.00015019+0.00038686i,0.00043102+0.00027718i,0.00056006+0.00026518i,0.00065177+0.0001677i,0.00043404+9.8065e-05i,-0.00020064+0.00021484i,-0.00020629+0.00032087i,0.00019382-6.1338e-05i,0.00033687-0.00038196i,0.00011828+0.00010889i,4.2708e-05+3.9579e-06i,-5.8463e-05-7.6603e-05i,-0.0005046+0.00023281i
0.0024942+0.001164i,0.0028242+0.0014602i,0.0030553+0.0014585i,0.0015423+0.0007411i,-0.000685+0.00047912i,-0.0014189+0.0015493i,-0.0012004+0.0024129i,-0.0003745+0.0017423i,0.0004236+0.00029919i,0.00039329+0.00012545i,0.00040311+0.00069157i,0.00012923+4.4527e-05i,-0.00051626-0.00030716i,-0.0011013+0.00075477i,-0.0010641+0.0011823i,-0.00046021+0.00051067i,-0.00013738-8.2028e-05i,-0.00027375+0.00029788i,-0.00062643-0.00012332i,0.00023902-0.00078645i,0.00045653-1.6686e-05i,-4.6787e-05+0.00087093i,-0.0004707+0.0004166i
-0.00021897-0.0025083i,-0.0015904-0.0029926i,-0.0027118-0.0019695i,-0.0020604-0.00084248i,-0.0015117-0.00027352i,-0.0016292+0.0013229i,-0.00073057+0.0023291i,-1.2657e-05+0.001799i,9.6032e-05+0.0012339i,-0.00077427+0.00051674i,-0.0014132-0.00012237i,-0.00072432+0.00011491i,0.00014145+0.00053513i,0.00046537+0.00047309i,0.00087837+0.00028401i,-8.0467e-05+0.00035852i,-0.0011952+0.00068017i,-0.00040117+8.3368e-05i,0.00094026-0.00062357i,0.0014846-0.00060731i,0.0011102-0.00081664i,0.00053527-0.00061867i,0.000118+0.0003518i
0.0017394-0.0010826i,0.0013836-0.00184i,0.00012925-0.0036738i,-0.00068362-0.0033265i,-0.0010529-0.00057735i,-0.00058955+0.0012087i,-0.0010867+0.0014865i,-0.00099022+0.0010712i,-6.8357e-05+0.00027829i,0.00033382-7.1591e-05i,0.00073508+0.00030007i,0.00060837+0.00036812i,-0.00019574+0.00042028i,6.2472e-05+0.00029916i,0.0010816+0.00026619i,0.00041089+0.00040754i,-0.00054677+0.00047954i,-0.00060773+0.00049927i,-0.00060153+0.00041759i,-0.00013562-2.8676e-05i,0.0001495-0.00051441i,-1.314e-05-0.00057069i,-0.00040971-0.00037549i
-0.00039693+0.00067303i,-8.6731e-05+0.00081423i,0.00020249+0.0018075i,0.00088841+0.0023283i,0.00070347+0.0014209i,-0.00047273+0.00093063i,-0.00053244+0.0010759i,0.00020285+0.00061455i,9.8704e-05-4.8465e-05i,-0.00029613-0.00045805i,-6.5785e-05+6.1788e-05i,0.00013343+0.00023593i,-6.1059e-05-0.00031063i,-7.4986e-05-6.4588e-05i,0.00030819+0.00015792i,0.00052605+0.00029436i,4.6356e-05-1.2792e-05i,-1.0867e-05-0.00037982i,-0.00017151-0.00056449i,-0.00047343-0.00094782i,-0.00045212-0.00035572i,-0.00021426+0.00031801i,-0.00076145+0.00021996i
0.0028214+0.0015665i,0.0016128+0.00069607i,0.0005823-0.0012455i,0.00025743-0.0014814i,-0.00020572-0.00029086i,-0.00121+0.00079345i,-0.00097229+0.0015347i,0.00032438+0.0012199i,0.0006922-5.6744e-06i,-0.00012121-0.0010854i,-0.00014203-0.0012932i,0.00014488-0.00077362i,-0.00056918-0.00015324i,-0.0013214+0.00042424i,-0.0015993+0.00010607i,-0.0011147-0.00047275i,-0.00058717-0.00070363i,0.00016895-0.00043697i,0.00113+0.00018772i,0.00092841+0.0003283i,0.0005456+0.00013634i,0.00046465+5.1257e-06i,0.00046091+0.00044146i
0.0020295-0.00057968i,0.0023862-0.0012943i,0.0016975-0.0016177i,0.00097456-0.00032213i,-0.00040089+0.0010909i,-0.0010158+0.0015011i,-0.0011338+0.0015516i,-0.0011728+0.00040363i,-9.1599e-05+0.00049192i,0.00073636+0.0011869i,0.00040024-0.00022668i,0.00015922-0.0014059i,1.8716e-05-0.00090871i,0.00074925-0.00030322i,0.0013426-0.00016201i,0.00065948+0.00022688i,-0.00037051+0.0005352i,-0.00039783-0.00011691i,0.00042602-0.00047512i,0.000606-0.00016006i,0.00023763-0.00017828i,0.00024769-0.00040496i,-9.0742e-05-0.00055551i
0.00064351+0.0012961i,0.00082771+0.0013557i,0.00069232+0.00058803i,2.9958e-05-0.00052892i,-0.0013159-0.00028728i,-0.0027073+0.00083863i,-0.0021237+0.0015486i,-0.00026203+0.0017512i,0.00075185+0.0012312i,0.00086462-0.0002542i,0.0016249-0.00065665i,0.0016079-0.00020595i,0.00016192-6.1904e-05i,-0.00052398-9.3956e-05i,-0.00043255+7.9184e-05i,-0.00037366-0.00022103i,-0.00054821-0.00051281i,-0.00026194-0.00056865i,-4.5946e-06-0.00093533i,0.00045155-0.00091872i,0.00081908-0.00025871i,4.3475e-05-0.00021719i,-0.00016323-0.00014631i
0.0015658-0.00099297i,0.0017328-0.0014857i,0.0017658-0.0023752i,0.00093896-0.0013348i,-0.00074344+5.5582e-08i,-0.0015595+0.00050978i,-0.00094688+0.0017505i,-0.00015552+0.0015893i,0.00039694+0.00026752i,0.00067511+4.7293e-05i,0.00061685+0.00013501i,0.00058504-4.7659e-05i,-0.00017772+0.00024654i,-0.00045117+0.00051926i,-0.00018661+0.00052295i,9.6886e-05+0.00039392i,0.00052519+0.00061743i,0.00041799+0.00063807i,-0.00014331+0.0005756i,-0.00053387+0.0010142i,5.6259e-05+0.00053002i,0.00023783-0.0002385i,-0.0002382-0.00019283i
0.00096999+0.0016175i,0.0014196+0.0011879i,0.0016317+0.0011051i,0.0018058+0.001039i,0.0011068+0.00088512i,0.00046321+0.00090169i,0.0004145+0.00084817i,0.00015003+0.0011487i,-0.00037744+0.0011117i,-0.00018499+0.00012873i,0.00041482-0.00017036i,0.00038187-0.00022171i,0.00044623-0.00032104i,0.00025401-0.00074368i,-0.00045497-0.00074461i,0.00011966+0.00026844i,0.00020657-0.00035568i,-6.2828e-05-0.00084689i,-0.00051688-0.00025009i,-0.00036376-0.00012171i,0.00024372-0.00014745i,0.00058075+0.00027979i,0.00056768+0.00087078i
0.001709-0.0028188i,0.0010467-0.0032216i,-0.00039255-0.0025491i,-0.00057903-0.00038548i,-0.0013847+0.00084291i,-0.0014968+1.3185e-05i,-0.00092043+0.00059515i,-0.00057949+0.00098558i,0.00022365+9.8708e-05i,0.00079116-4.9083e-06i,0.00043288+0.00045114i,0.0001969+0.0002805i,2.2578e-05+0.00023102i,-4.9664e-05+0.00061019i,0.00044088+0.0011947i,0.00061533+0.00019601i,0.0002877-0.00080844i,-5.6143e-06-0.00059212i,-6.1065e-05-0.00072836i,-5.3621e-05-0.0012099i,0.00028007-0.00058674i,-0.00050642-6.8121e-05i,-0.00070017+8.9563e-05i
-0.00037676+0.0011418i,0.00032444+0.00093115i,0.00069919+0.00077368i,0.0002134-0.00011531i,2.9096e-05+3.1843e-05i,0.00036912+0.0010658i,-0.00059022+0.0016334i,-0.0013067+0.00084593i,-0.00047502+0.00023626i,0.00022488+0.00043291i,0.0010525+0.0005455i,0.00153+9.5306e-05i,0.0010935-0.00032745i,0.0005422-0.00078979i,0.00070576-0.001315i,0.00070415-0.00090997i,0.00037258-0.00012896i,0.00060999+0.00010269i,0.00036561-1.5085e-05i,-0.00038085-0.00068707i,-0.00012664-0.00046302i,-0.00027207+7.1742e-06i,-0.00035926-0.00037149i
-0.00078121+0.00033118i,-0.0010153+0.0015987i,0.00022339+0.0017697i,0.00072247+0.00023249i,-0.00011452+0.0002035i,-0.0010304+0.002274i,-0.0013653+0.0029907i,-0.00035448+0.0025266i,0.00066597+0.0017648i,0.00036469+0.00047677i,-0.00039309-0.00059827i,-0.00063918-0.00068778i,-0.0008334-0.00074777i,-0.0010212-0.00059746i,-0.0006045-5.335e-05i,-4.3845e-06+3.5544e-05i,0.00081403-0.0007197i,0.00079504-0.00060837i,0.00065793-4.7772e-05i,0.00045306-0.0001283i,-0.00022426-0.00061848i,-0.00024019-0.0011774i,-8.8895e-05-0.00088046i
0.00044655+0.0016248i,-0.00031254+3.0479e-05i,0.0005063-0.00030353i,0.00081854+0.00035745i,-3.5164e-05+0.00076029i,-0.0013754+0.00063404i,-0.001596+0.0010025i,-0.00017027+0.00077661i,0.0010098+0.00088692i,0.00090643+0.00057808i,0.00073214-0.00034467i,0.00057613-0.00079873i,-0.00011676-0.00027715i,-0.00034705-0.00018053i,-0.00010558-0.00091043i,-0.00012894-0.00065399i,3.1144e-05-2.344e-06i,5.195e-06+0.00030032i,-9.0055e-05+0.000674i,-0.00026268+0.0010086i,-0.00090843+0.00080429i,-0.00097543+0.00043586i,-0.0010622-3.2315e-05i
0.0017143-0.0020761i,0.0015761-0.0025873i,0.00089709-0.0025973i,-0.00072662-0.0014288i,-0.0025368-6.2841e-05i,-0.001761+0.0010341i,-0.00027218+0.0015458i,0.0012537+0.00092933i,0.0015463+0.0008111i,0.00074749+0.00081965i,0.00057611+0.00044407i,-0.00012977+0.00053017i,-0.00084947+0.00039541i,0.00023522+4.7066e-05i,0.00021228+0.00064933i,-0.00042754+0.00079891i,-0.00030767+0.00023563i,-8.0195e-05-4.8162e-05i,0.00036407+0.00024499i,0.00041969+0.00015094i,-0.00041541+5.4126e-05i,-0.00069615+2.3061e-05i,-7.4488e-05-0.00017705i
0.0011321-0.001869i,-0.00019713-0.0010407i,-0.0010926-0.0010195i,-0.00014-0.00063163i,0.00044653+1.7109e-05i,2.571e-05+0.0020063i,-0.00025123+0.0028561i,0.0001934+0.0011438i,0.00040952-0.00037469i,8.6532e-06-0.00050785i,0.00012868-0.00011429i,0.00028812+6.1915e-05i,0.00045992+0.00036403i,-5.4017e-06+0.0012637i,-0.00041826+0.001034i,0.00044404-0.00013622i,0.00039842-0.00044349i,-0.00030989-0.0001282i,-0.00053246-0.00055242i,0.00011763-0.00082666i,0.00094657-0.00048318i,0.0013031-0.00014268i,0.00013439+2.614e-05i
0.00095846+7.8793e-05i,0.0018587-0.00020959i,0.001848-0.0010766i,0.00061703-0.001108i,-1.1877e-05+0.00051504i,-0.00033156+0.00096842i,-0.00060967+0.0012333i,-0.00016093+0.0012153i,-5.623e-05+0.00044097i,-0.00052154-0.00043051i,-0.0012263-0.00061255i,-0.00091906-0.00054228i,-0.00036152-0.00074481i,6.157e-05-0.00087259i,0.00082417-0.00095846i,0.0011825-0.0010063i,0.00030341-0.0011704i,-0.0001494-0.0007028i,-0.00024105+0.00011299i,-0.00012826+0.00029552i,-0.00033101+0.00066923i,-0.00046883+0.00070245i,-6.936e-05+0.00022151i
-0.0028813+0.0023628i,-0.0012615+0.0020297i,0.0012528+0.002034i,0.0022183+0.0021621i,0.0022108+0.0016699i,0.001488+0.0014378i,0.00027494+0.00077928i,-0.00015314+8.0385e-05i,-0.00042712+0.00040263i,6.0677e-05+0.00036284i,0.00089658-0.00051459i,0.0010428-0.001322i,0.00042284-0.0011836i,0.00011141-0.00091164i,0.00093769-0.00070788i,0.00091117-0.00018535i,0.00027316-0.00042037i,-0.00041965-0.00039719i,-0.00049021-0.00021071i,-0.0004844-0.00021714i,-0.00062429-0.00010897i,-0.00043093-0.00012573i,7.0521e-05-0.00019198i
-0.0010976+0.0013843i,-0.00065864+0.0015733i,-0.0014308+0.00090911i,-0.0019711-7.681e-05i,-0.0012053+5.6262e-05i,-0.0017189+0.00057984i,-0.0018912+0.0013317i,-0.00040504+0.0015684i,4.2312e-05+0.00041912i,7.8534e-05+0.00065013i,0.0005777+0.00099309i,0.00035971-3.4213e-05i,0.0001773-0.00029016i,0.000424-0.000443i,0.00024946-0.00019911i,-0.0004632+0.00058274i,-0.00047026+0.00055197i,0.00013121+0.00046557i,0.00041037-0.00019847i,0.00062831-4.8128e-05i,0.00087523+0.00071511i,0.00054075+0.00075096i,0.0004296+9.4709e-05i
0.0016757+0.00022153i,0.002452-5.3329e-05i,0.0024927-0.0003325i,0.0018336-0.00080522i,0.00030947-0.00091555i,-0.00087481-0.00018012i,-0.0011963+0.0011254i,-0.00019381+0.0010224i,0.0007898-0.00034183i,0.0013331-0.0011064i,0.0019458-0.00078358i,0.0020192-0.00039541i,0.0013124-9.4451e-06i,0.00052826+0.00058697i,0.00015358+0.00045017i,-5.5919e-05+0.00047903i,1.2806e-05+0.00031433i,6.6533e-05-7.2074e-05i,0.00065131-0.00083003i,0.0010463-0.00063073i,0.00086338-0.00015865i,8.4263e-05-0.00017343i,-0.00025721-0.00057321i
0.0019237-0.00081341i,0.00010014-0.0010602i,-0.00052934+0.00032462i,-0.00066181+0.0013143i,-0.0011401+0.0009498i,-0.0011692+0.0011519i,-9.1551e-05+0.0018454i,0.0007864+0.0011506i,0.00064318+0.00032828i,0.00061594-0.00014519i,0.00058737-0.00031436i,-0.00012422+4.1905e-05i,-1.3365e-05+0.00011856i,0.00047292+0.00086308i,-7.5867e-05+0.0015658i,-0.00028461+0.0010232i,0.00020609+0.00016159i,0.00043043-0.00043628i,0.00012298-0.00013594i,9.7637e-05+0.00027142i,0.00071713+7.7975e-05i,0.00057889+0.00040129i,-0.00043907+0.00082266i
0.00030576-0.002262i,-0.00084887-0.0031671i,-0.0021848-0.0030908i,-0.0021911-0.0019269i,-0.0021424+0.00051519i,-0.0019599+0.0017476i,-0.00081564+0.0018351i,1.5303e-05+0.0016142i,0.00069575+0.00088144i,0.00096073+0.00034656i,0.00033722+0.00069299i,8.4542e-06+0.00030746i,-5.6488e-05-0.00052909i,-5.0476e-05-0.00031296i,0.0002044-0.00044535i,-0.00010271-0.00025526i,-0.0011083+0.00027447i,-0.00091583+0.0002571i,-0.00020153+0.00032596i,-0.00027042-0.00028625i,-0.00029103-0.00028751i,-0.0010801+0.00070581i,-0.00083769+0.00070426i
0.00062765+0.00018576i,0.00077854-0.00055109i,0.00097323-0.0019562i,0.0012355-0.001748i,0.00017099-8.0086e-05i,-0.00058657+0.0006074i,0.00046384+0.00089455i,0.00097122+0.0010439i,0.00076102+0.00018677i,0.0007077-0.00024641i,0.00088856+0.00056991i,0.00069672+0.00073579i,0.00030964+0.00099854i,7.5491e-05+0.001223i,0.00071066+0.00064051i,0.000578-0.00019514i,-0.00037968-0.0011171i,-0.00022873-0.0014091i,0.0008667-0.00097248i,0.0013136-0.00050004i,0.0011339+0.00012586i,0.00060105+0.0011296i,0.00042112+0.00089368i
0.00033149+0.0027619i,0.00097727+0.0030869i,0.0018558+0.00252i,0.0027488+0.0012212i,0.0022545+0.00035935i,2.6698e-05-0.00018538i,-0.0010302+0.00052775i,-0.00090479+0.0011218i,-0.00025246+0.0007686i,0.00058679+0.00036569i,0.00071205-1.2933e-05i,0.0005283-0.00044863i,0.0002683-0.0013778i,-0.00029614-0.0012886i,-0.00049472-0.00082939i,-0.00023034-0.00088814i,0.00020624-0.00047265i,0.00028522-4.6974e-05i,-0.00022885+1.6902e-06i,-0.00058068+0.00030447i,-0.00070656+0.00021724i,-0.00086383-0.00081945i,-0.00021673-0.0011535i
0.0033819+8.1585e-05i,0.0014934-0.0003934i,-0.00015278-0.0026135i,-0.00076218-0.0021572i,-0.0019054-0.00049003i,-0.00198+0.00084558i,-0.0014536+0.0016071i,-0.00020108+0.0014214i,0.00034908+0.00037623i,0.0002752-0.0002548i,0.00053644+9.7568e-05i,0.00066014+0.00068104i,0.0002284+0.0010485i,0.00020776+0.0011821i,-0.00010529+0.00083291i,0.00021368+0.00016967i,0.00058822+2.2652e-05i,0.00016093+8.924e-05i,0.00045093-1.7134e-05i,0.00081064-0.00021391i,0.00042294-0.00014761i,4.3549e-05-0.00072286i,-9.2693e-05-0.00088837i
0.0013634+5.4308e-05i,0.0014448-0.00046867i,0.0017574-0.0011124i,0.00060964-0.0006579i,-0.00083762+9.5041e-05i,-0.0016294+0.00088821i,-0.0019677+0.00097761i,-0.0010378+0.00052639i,-0.00054204-2.3986e-05i,-0.00046621-8.41e-05i,-0.00055539-0.00081404i,-0.00070904-0.0011765i,-0.00051579+0.00030839i,-0.00026499+0.00052541i,0.00020094-0.00023571i,0.00025892-0.00011786i,0.00057468-0.00053328i,0.00060378-0.0008026i,-0.00011706+8.6119e-05i,-0.00084583+0.00076333i,-0.0003822+0.0011475i,-0.00028916+0.001092i,-0.0010589+0.00034739i
0.0021718-0.0015276i,0.00091445-0.0023241i,-0.0011695-0.0023928i,-0.002146-0.0013012i,-0.0022975+9.6626e-05i,-0.0016566+0.00093936i,-0.00080517+0.0016513i,-0.00026936+0.0013094i,0.00050377-0.00018876i,0.00073051-0.00077361i,0.00039744-0.00068902i,0.00038238-0.00052628i,0.00020906+0.00018452i,0.00029218+0.0010454i,0.00032736+0.0010875i,0.00030862+0.00011259i,0.00046803+0.00042693i,0.00058183+0.00062311i,0.00022523-0.00012461i,-0.00042227+5.0026e-05i,-0.00048182+0.00019727i,-6.694e-05-0.00024427i,0.00029392-0.00040152i
-0.0010464+0.00032633i,-0.00043894+0.0013145i,0.00077708+0.0024803i,0.00043376+0.0015848i,-0.00085173+0.00067062i,-0.0012035+0.0011513i,-0.00063498+0.0012105i,-0.00018959+0.00058827i,-0.00034813+0.0004793i,-0.00036975+0.00084579i,0.00062798+0.00066298i,0.0010256-0.00041552i,0.00030226-0.00069691i,-0.00023158-0.00035751i,-0.00044144-0.00023494i,5.3274e-05-0.00037584i,0.00041586-0.00050803i,3.6332e-05-0.00064614i,0.0001481-0.00051764i,-3.2705e-05-0.00013741i,-0.00064184+0.00010925i,-0.00043552+7.8112e-05i,0.00028118-7.7868e-05i
-0.00014513+0.002018i,0.0014834+0.00094398i,0.0018244-0.00049494i,0.0012485-0.0010721i,0.00036829-0.0010312i,-0.00059134-0.00028178i,-0.00084376+0.00088025i,2.1468e-05+0.0012782i,0.0012029+0.00053885i,0.00097249-0.00037304i,0.00018557-0.00086327i,-0.00034179-0.0010239i,-0.0010966-0.000451i,-0.00098206+0.00041404i,-0.00067746+0.00048764i,-0.00022336-0.00032012i,-7.487e-05+6.2292e-06i,-0.00023314+0.00064674i,0.00036942+0.00018926i,0.00069985+0.0002173i,0.00073145+0.00067129i,0.00033739+0.00069072i,-0.00012301-5.292e-05i
0.0020116+0.00072837i,0.0021791+0.001428i,0.0021599+0.00062213i,0.0012041-7.3156e-05i,-0.00040953+4.1703e-05i,-0.0018842+0.00047451i,-0.0018337+0.00043304i,-0.00086886+0.00047373i,-0.00024678+0.00042484i,0.00039116-2.9145e-05i,0.00044684-0.0002457i,0.00027841-0.00023219i,0.00045978-0.00081235i,-8.0424e-05-0.00073943i,-0.00050015+0.00056513i,-0.00015659+0.00078246i,1.9219e-05-0.00029714i,-7.2094e-05-0.00061612i,-5.1863e-05+6.7784e-06i,0.00044364+0.00022646i,0.0006098-0.00010891i,0.00031581-0.00035986i,4.0908e-05-0.00011012i
0.0013286-0.0003671i,0.00089663-0.0012888i,0.00058798-0.0022578i,1.9027e-05-0.0017829i,-0.0014064-0.00031589i,-0.0023333+0.00062561i,-0.0018908+0.0016586i,-0.0008928+0.0017002i,-1.2968e-05+0.00054272i,-0.00045751+0.00013907i,-0.00048809+0.00042648i,-0.00032226-0.00048513i,-0.00046799-0.00026135i,-0.00076492+0.00045183i,-0.00038944+9.332e-06i,-5.9722e-05-5.9876e-05i,0.0002869-0.00013768i,0.00080371-0.00024766i,0.00058698-2.1282e-05i,-0.00016479+0.00043425i,-0.00051036+0.00056658i,-0.00057343+0.00020103i,-0.00031278-0.00021747i
0.0027252+0.0012957i,0.0030053-0.00018906i,0.003546-0.0015742i,0.0024613-0.0010911i,9.7723e-05-0.00048623i,-0.0015312+6.0496e-05i,-0.0012423+0.00059544i,-0.00025543+0.001188i,0.00076611+0.0013381i,0.0015116+0.00068305i,0.00081463-4.8487e-05i,-4.9551e-05+0.00011538i,-0.00061416+0.00040055i,-0.00077335-0.0002308i,-0.0010607-0.00047565i,-0.0010572+2.8106e-05i,-0.00059825+0.00021597i,0.00010542+0.00020724i,0.00028059+0.00056295i,-0.00036929+0.0004859i,-0.00060718+0.00047365i,0.0001946+0.00051475i,0.00060637+2.1589e-05i
-0.00034532+0.00037619i,0.00037295-3.949e-05i,-0.00028257-0.00025616i,-0.00056314+0.00026018i,-0.00021727+0.00038934i,-9.6695e-05+0.00017385i,-0.00028255+0.00065049i,0.00012404+0.0004133i,0.00023892-0.00015764i,-0.00012998-0.00012355i,0.00055123-0.00032787i,0.00073779-0.00047767i,-0.00039157-0.00025538i,-0.00021497-0.00035733i,0.00027751-0.00020235i,-0.0002982-0.00031733i,-0.00021715-0.00026546i,-0.00022793-2.9337e-05i,9.0299e-06-0.00076383i,0.00034148-0.00096078i,0.00069967-0.00015428i,0.00064237+0.00055582i,-3.7006e-05+0.0014353i
-0.00045095-0.00014279i,-1.6738e-05+0.0010926i,0.00058623+0.0025452i,0.00068474+0.001274i,0.00090517-0.00044651i,0.0004043-0.00026544i,-0.00023543+0.00037394i,0.00049033+0.00095776i,0.0012736+0.00068413i,0.00081799+4.1759e-05i,0.00051785-0.00026431i,0.00066658-0.00080712i,0.00029607-0.0012305i,-0.00031781-0.00030684i,-0.00025189+0.00026357i,-0.00033282-0.00025766i,-0.00016658-0.00026406i,-0.00037032+0.00010729i,0.00030304+7.4988e-05i,0.00042516+0.00060637i,-3.9378e-05+0.00024031i,-8.5018e-05-0.0010771i,0.00049964-0.0016033i
0.0020796+0.0012562i,0.00072722-0.00033062i,0.00057436-0.00090299i,-0.00054527+8.9459e-05i,-0.0018306+0.00054564i,-0.0017057+0.00048511i,-0.0020149+0.0006164i,-0.0016848+0.00058314i,-0.00056739+0.00085014i,0.0003459+9.1212e-05i,0.00039561-0.00090607i,-0.00032268-0.00096907i,-0.00060775-0.00039773i,-0.0010699-0.00030322i,-0.00057132-0.00048824i,0.00033675-0.0012352i,0.00059338-0.00077569i,0.00039007+8.9123e-05i,-0.00049348-0.00035187i,-0.00058906-2.9028e-05i,-2.5957e-05+0.00019736i,-4.2995e-05+8.8081e-05i,0.0001262+0.00029406i
0.0028842+6.9115e-05i,0.0020446-0.00035679i,0.0014466-0.0017542i,0.00057123-0.0020358i,-0.00024826-0.0014667i,-0.00090124+0.00019728i,-0.00094017+0.0014612i,0.00032654+0.0019492i,0.00067532+0.0015779i,-0.00019495-1.6711e-06i,-5.6541e-05-0.00045311i,-4.9173e-05+0.00037159i,1.0668e-05+0.0009242i,-1.6456e-05+0.0011429i,-0.001317+0.0010516i,-0.0014126+0.00042918i,-0.00034435+0.00024067i,-0.00021298+0.00022359i,-0.00055617-0.0002145i,0.00021377+0.00033829i,0.00074392+0.00028013i,0.00022016-0.00011735i,-0.00017575+0.00059015i
0.00095389+0.0021183i,0.0011205+0.0023287i,0.0016504+0.0018936i,0.00072504+0.0005965i,-0.00084889+0.00024589i,-0.0016259+0.001169i,-0.00099799+0.0017248i,-0.00039287+0.0013964i,-0.0006503+0.0015857i,-0.00048408+0.0012583i,4.3883e-05-0.00033431i,0.00045932-0.001255i,0.00011064-0.0008755i,-0.00047453-0.00034892i,-0.00054637+0.00029134i,-0.00058466+0.00028678i,9.4996e-05-3.8673e-05i,0.0004003-0.00024366i,0.0004839+2.4868e-05i,7.0445e-05+2.3698e-06i,-0.00037942+0.00015976i,0.00046007+0.00073416i,0.000308+0.00063275i
-0.0021291+0.0016846i,-0.00053854+0.0019125i,-2.2113e-05+0.0011391i,0.00023257+0.0010562i,0.00043064+0.0014879i,-0.00015339+0.0014163i,-0.00014257+0.00065965i,0.00084657+2.5467e-05i,0.00089307-0.00032416i,-6.7081e-05-0.00022112i,-0.00024646+0.00040241i,0.00039871-5.5615e-05i,0.00053069-0.0010512i,0.00034978-0.0010139i,0.00042003-0.00054548i,0.00049668-0.00068585i,6.5233e-07-0.0013729i,-0.00040756-0.00087805i,-0.00068049-0.00024302i,-0.0010372+0.00042577i,-0.0007569+0.00081464i,-0.00033117+0.00046904i,6.4129e-05+0.00014217i
0.00042112+0.00016365i,-0.00020348+0.00092613i,-0.00010026+0.00080926i,-0.00022338+0.0004362i,-0.00047741+0.00032232i,-0.00084462+0.00036845i,-0.00063902+0.00018272i,-0.00021013+8.0907e-05i,-0.00026895-5.9383e-05i,-0.00040216-0.0005364i,7.3222e-05-0.00084008i,0.00028835-0.00051644i,1.9176e-05+0.00045641i,-6.6328e-05+0.00061377i,4.4354e-05+0.00059435i,0.00018204-0.00030605i,0.00020357-0.0011136i,0.00064911-0.0006604i,0.0009244-0.00036811i,0.00022883-0.00047321i,-0.00012224-0.00037786i,-9.2728e-05+0.00013163i,-4.6943e-05+0.00046943i
-0.0023777-7.4501e-05i,-0.0025311+0.00082754i,-0.0017936+0.0015923i,-0.0014679+0.0018477i,-0.00069726+0.0014473i,-0.00049417+0.00098305i,-0.00054739+0.00068715i,-0.00016577+0.00044932i,9.9513e-05+6.6519e-05i,0.00070759+0.00025i,0.00066967+0.00057186i,0.00057758-0.00031412i,0.00078869-0.0012861i,0.0005658-0.0011897i,0.00078085-0.00075355i,0.0010925+0.0003069i,0.00039176+0.00068255i,-0.00016178+6.6677e-05i,-0.00028892+0.00034411i,-0.00020028+0.000645i,-0.00012855+0.00019053i,0.00015016+0.00016784i,-6.8695e-05+0.0008868i
0.0029807+0.00034667i,0.0029534-0.0013228i,0.0025314-0.0018016i,0.0007564-0.00070214i,-0.001232+0.0002421i,-0.0020516+0.00080374i,-0.001099+0.0012382i,0.00022785+0.0008738i,0.00087396+0.00032373i,0.00087719+0.00016736i,0.00017636+7.8648e-05i,-0.000601-0.00062995i,-0.0009304-4.9987e-05i,-0.00047501+0.00076283i,-0.00021259+0.00018028i,-5.6865e-05-0.00052964i,1.1054e-05-0.0002109i,0.00018499+0.00046315i,0.0006113+0.00032839i,0.00066694+0.00026902i,-7.3515e-05+0.00020487i,-0.00039955+0.00028213i,-0.00077919+0.00065384i
0.00092054+0.0006868i,0.0015755-0.00013281i,0.0029276-0.00073042i,0.0014372-0.00071781i,-0.0015571-8.6974e-05i,-0.0025716+0.0014037i,-0.0019166+0.0020509i,-0.00027617+0.0014138i,0.0005609+0.00062435i,-0.00052861+0.00019797i,-0.0004812-0.0002725i,0.00011854-0.00040045i,-0.00043199-0.00078685i,-0.00064255-0.00019312i,-0.00030521+0.00058779i,0.00020591+0.00035971i,0.00010106-0.00063162i,-0.00032792-0.00078283i,-0.00048268+0.00040382i,-0.00017599+0.00054318i,0.00058591+4.723e-05i,0.00056755+0.00012651i,0.00066503+0.00076268i
