-0.0020768-0.00039672i,-0.0011724-0.00045819i,-0.0016115+0.0012314i,-0.0014627+0.002827i,-0.00044985+0.0032937i,0.00062721+0.002498i,0.00066346+0.001497i,0.00052962+0.0012092i,0.00069186+0.0020057i,0.001287+0.0021054i,0.0019694+0.00072236i,0.0008094-0.00034481i,-0.0004883-0.00068746i,-0.00078956-0.00115i,-0.00027592-0.0011315i,-0.00051829-0.00051311i,-0.0013882-0.00027224i,-0.00082791-0.00060872i,-0.00064776-2.1994e-05i,-0.00087819+0.00087925i,-0.000695+0.00080274i,-0.0006424-0.00024277i,8.6566e-05-0.00052542i
-0.0011391-6.3625e-05i,-0.00039179-6.2065e-05i,-0.00075905-0.00014746i,0.00052261+0.00062981i,0.0024604+0.0014581i,0.0027604+0.00035197i,0.0016551-0.00030626i,0.00057026+0.00040704i,0.00011122+0.00057424i,-1.9922e-05+0.00015698i,-2.9954e-05-0.00068096i,0.00022391-6.0244e-06i,-9.7131e-05+0.00063568i,-0.00056318-3.1794e-06i,-0.00074515+1.3231e-05i,-2.3782e-05+0.00028837i,0.00028239-0.00033968i,-0.00073427-0.00067696i,-0.0012276-0.0005188i,-0.00083296-0.00038189i,-0.00075664-0.00023839i,-0.00031373+7.8979e-05i,7.2458e-05+0.00025678i
0.0017072+0.0004254i,0.0018562+0.00013257i,0.0021344-0.00053786i,0.0011439-0.00053811i,0.0006559-0.00053767i,0.001206+9.1792e-05i,0.00073539+0.00065664i,-0.00028574+0.00090038i,-1.9913e-05+0.0012994i,0.00011172+0.00052784i,-0.00021908-0.00049836i,-0.00010911-0.00069837i,-0.00013778-0.00049861i,-0.0001705+0.00043832i,-0.00024673+0.0015344i,0.00031154+0.0013892i,0.00038906+0.0002942i,-0.00042621+0.00030954i,-0.00071928+0.00069837i,-0.00047016-0.00016656i,9.1828e-05-0.00098695i,0.00022495-0.0011671i,-0.00067259-0.0010341i
-0.00063248+0.00029435i,3.4785e-05-0.00024437i,0.00040456-0.00018494i,-6.4578e-05+0.00022725i,-0.00038967+0.00014582i,0.00092683+7.5601e-05i,0.002088+0.00054306i,0.0014052+0.00051217i,4.2942e-05+0.0010022i,-4.9924e-05+0.0011318i,6.6229e-05+0.00013473i,0.00023896-0.0001298i,0.00044402-0.00014522i,8.4837e-05+7.1666e-05i,-0.00063616+0.00016446i,-0.00022671+1.3305e-05i,0.00080553+4.7146e-05i,0.00076065+0.00016858i,-0.00010826+0.00023035i,0.00038619-0.00034601i,0.00038946-0.00061129i,-0.00043063-0.00047713i,0.00016325+0.00040302i
0.0015459+0.00054564i,0.0014539-0.00053274i,0.0012408-0.0006991i,0.0014128-0.0004887i,0.0021083-0.00029984i,0.001663+0.00015406i,0.00069502+0.0006258i,0.00059634+0.0014534i,0.00093869+0.0019444i,0.0010583+0.0014394i,0.0006438+0.00096348i,0.00045862+0.00058725i,0.00052589+0.00040063i,-0.00029627+3.2946e-07i,-0.00092589-0.00015666i,4.9428e-05-0.00037279i,0.00092661-0.00046917i,0.00082314+5.3326e-05i,-1.0409e-05+0.00059869i,-0.00088839+0.00045522i,-0.0010903+0.00074831i,-0.00062478+0.001044i,-0.00019788+0.0011117i
-0.0011371-0.0010538i,-0.00059336-0.0014665i,-0.0012965+5.7023e-05i,-0.0017504+0.00128i,-0.00040845+0.0017986i,0.0018766+0.0014205i,0.0025577+0.00011805i,0.00086859-0.00011074i,-0.00095543+0.00045455i,-0.0010586+0.00037328i,-0.00021804+9.8581e-05i,-5.1804e-05+0.00059588i,-0.00017856-0.00030841i,-8.4547e-05-0.0015531i,0.00019616-0.0010204i,0.00032378+3.3941e-05i,0.00052821+0.00037794i,0.00084841+0.00020122i,0.00041146+6.242e-05i,-0.00043479+4.705e-05i,-0.001271-9.972e-05i,-0.0012266-6.3339e-05i,-0.00054076+0.00068756i
0.0013125-0.0005323i,0.0015503-0.0016516i,0.0011822-0.0030446i,-6.9696e-05-0.0026772i,-0.00064466-0.0012429i,-0.00042714-0.0003158i,0.00046854+0.0005699i,0.00061789+0.0007509i,0.00063402+0.00010892i,-0.00028952-0.0002261i,-0.0014403+0.00021906i,-0.0014999+0.00077369i,-0.00079657+0.00037729i,-0.00055174+0.00058797i,-0.00068189+0.0008247i,-0.00015971+4.5962e-05i,-8.9574e-05-0.00023445i,-0.00016155-0.00021999i,0.00027047+0.00014064i,0.00014833+9.7128e-05i,0.00080121-0.00067588i,0.00057948-0.00037333i,4.2797e-05+0.00033453i
-0.0012708-0.002364i,-0.0017254-0.0024844i,-0.0037345-0.00064874i,-0.0044876+0.00012237i,-0.0031293+0.0011888i,-0.0011289+0.0019439i,-0.0011065+0.0013587i,-0.0026055+0.0023927i,-0.0027915+0.0043825i,-0.00086598+0.0045957i,0.00088622+0.0033378i,0.00045255+0.0017173i,-9.3374e-05+0.00013685i,0.0002973-0.0006865i,3.6138e-05-0.001253i,4.3661e-05-0.0014068i,0.00058073-0.0004393i,0.00086272+0.00019568i,0.00087015+0.00041807i,0.00047019+0.00067795i,0.00044807+0.00025881i,0.00053811-0.00038202i,0.00018734-0.0002393i
-0.0012372-0.0011834i,-0.001364-0.0018107i,-0.0023806-0.00050493i,-0.0018469+0.0010511i,-0.0005393+0.0022203i,0.00032896+0.0021786i,0.00032917+0.0011369i,-0.00045256+0.0014083i,-0.0011011+0.0021675i,-0.00029525+0.0026625i,0.00070681+0.0025368i,0.0006679+0.0016428i,0.00078785+0.00081358i,0.00071106+0.00023459i,0.00048541-0.00060516i,0.00052895-0.00038685i,0.00049694-5.5239e-05i,0.0005906-1.5125e-05i,0.00049823-0.00029306i,0.00038611-0.00058824i,0.00016135-0.00051077i,-0.00038238-0.00035227i,-0.00020378-0.00066174i
0.0007343-0.0019957i,0.001553-0.0026162i,0.00073702-0.0030936i,0.00055034-0.0026114i,0.0012808-0.00029702i,0.00093181+0.00087925i,0.00048477+0.00089506i,-7.1375e-06+0.0012623i,-0.00062935+0.0016585i,-0.00064408+0.0014696i,-0.00044422+0.00082418i,-0.00029338+0.00044521i,0.00041103+0.00035952i,-5.4184e-05+2.4103e-05i,-0.00064461+0.00014493i,0.00021091+0.00061151i,0.00034646+5.6358e-05i,6.6132e-05-0.00054049i,-9.5016e-05-0.00040511i,-0.00071736-3.7845e-05i,-0.00011123-0.00018219i,0.00086994-0.00051061i,0.00037537-0.00029i
6.3562e-05-0.00103i,1.5537e-05-0.0010763i,0.00031843+9.8947e-05i,-0.00041784+0.00092719i,-0.00057917+0.00097367i,0.00055685+0.0014091i,0.0002747+0.0015831i,-0.0007424+0.001523i,-0.0010744+0.001643i,-0.0010577+0.0011443i,-0.00081981+0.00030509i,-0.00098123-6.8165e-05i,-0.00072135-0.00075964i,0.00056221-0.0007912i,0.00051314-0.00026243i,0.00051922+0.00028005i,0.00019341+0.00083866i,-0.00020812+0.0005817i,0.00059049+0.0001525i,0.00094905-0.00022947i,0.00093838-0.00059961i,0.00025368-2.9112e-08i,-0.00048385-0.00019283i
0.0024668-0.00084733i,0.0030045-0.0025853i,0.0011034-0.003291i,-0.0015988-0.002616i,-0.0010566-0.0010226i,0.0010111+0.00078979i,0.0011468+0.0019886i,-9.2829e-05+0.0023733i,-0.00054444+0.0020533i,-0.00072836+0.0010714i,-0.00099609+0.0005122i,-0.00071483-4.0506e-05i,0.00012794-0.00035685i,-4.117e-05-0.00037723i,0.00018613-0.00060863i,0.00089195-0.00061463i,0.00046653-0.00028587i,-0.00019099-9.7238e-05i,0.00080365-0.00017849i,0.0011903-0.00051945i,0.00052182-0.00053297i,0.00050774-0.00039509i,0.00062721-0.00042628i
0.00075603-0.00016494i,0.0010877-0.0012435i,0.00073305-0.0020691i,-4.257e-05-0.0015516i,-0.00017334+8.2269e-05i,3.7511e-05+0.00047329i,0.00017417+0.00049633i,-0.00041825+0.0005313i,-0.00028042+0.00080028i,0.00046864+0.0014609i,0.00047762+0.00095054i,-0.00012501-0.0001486i,-0.00035497-0.00051059i,-0.00059455+3.2081e-05i,-0.00082045+0.00070235i,-0.00061464+0.00020297i,0.00090732-0.00065543i,0.0017699-0.00010044i,0.00055137-5.9473e-05i,0.00016456-0.00049321i,-7.3796e-05-0.00012266i,-0.00052287+0.00016339i,-0.00055258+0.00010158i
0.00016387-0.00032382i,0.00033552-0.001946i,0.00012634-0.0025744i,-0.00042352-0.0010997i,0.00030915+0.0010014i,0.0019965+0.0021192i,0.0022243+0.0017951i,0.0011167+0.0010955i,-0.00016449+0.0012615i,-0.00092231+0.0017002i,-0.0010492+0.0016111i,-0.00063176+0.00088503i,-0.0002977+0.00095865i,-0.00051863+0.0004731i,-0.00092709-0.0005124i,-0.0006829-0.00084455i,0.0002353-0.00079804i,0.00047748-0.00021842i,-0.00026084+0.00032479i,-0.00036033+0.00029683i,-0.00023435-0.00063908i,6.5813e-05-0.0013733i,-2.6868e-05-0.0010392i
0.00032642-0.0018147i,3.4666e-05-0.0022088i,-0.0011297-0.0023704i,-0.0026849-0.00089041i,-0.0025329+0.00011344i,-0.00037917+0.0011837i,0.00067596+0.0016785i,0.00029807+0.0016277i,0.0004469+0.00087461i,-0.00014614+0.00030235i,-0.00082671+0.00035152i,-0.00047109+8.7961e-05i,0.00032823+0.00022691i,0.0006511+0.00096452i,0.00022445+0.00069579i,0.0006139-4.602e-06i,0.0010294-0.00011643i,0.0010542+0.00022438i,0.0003889+4.3052e-05i,6.5519e-05-0.00013009i,0.0006115-6.4063e-05i,0.00061131-0.00015047i,-0.00016784+4.1907e-05i
0.00084072+0.00068694i,0.001861+0.00041817i,0.0027516-0.00025335i,0.0021207+0.00059618i,0.0011527+0.00076078i,0.0014969-0.00022544i,0.0021228-0.00080164i,0.0015162-4.1685e-05i,0.00034897+0.00077701i,8.3003e-05+0.0012148i,5.7791e-05+0.0014089i,-0.0001157+0.0013877i,-0.00077661+0.00082467i,-0.00081415+0.00099707i,9.4604e-05+0.001369i,0.00083224+0.0013858i,0.00087879+0.0013785i,0.00023162+0.00029071i,-0.00060928-0.00082021i,-0.00098967-0.00097141i,-0.00044702-0.00032599i,-0.00012156+0.00038123i,1.9386e-05+0.00067456i
0.0014937+0.00019693i,0.0011688-0.00045907i,0.0011526-0.0019115i,0.00028254-0.002039i,-0.00067374-0.001582i,-0.00078613-0.0003895i,-0.0011186+0.00089359i,-0.0010156+0.0010277i,-0.00098233+0.00091252i,-0.0012979+0.0009848i,-0.00083737+0.00046494i,-0.00016846+0.0003298i,-1.7853e-05+0.00046878i,0.0001305+0.0008855i,0.00020435+0.00093576i,0.0011983+0.00026128i,0.0017949-0.00015227i,0.0001876+1.8958e-05i,-0.00053351+0.00020817i,-0.00045726-0.00035487i,-0.00046728-0.00086354i,-8.4963e-05-0.00088562i,0.00089112-0.0004727i
-0.00085145-0.0014177i,-0.0005555-0.0017154i,-0.00086217-0.0012222i,-0.001576+0.00097502i,-0.0014554+0.0032874i,-9.7305e-05+0.0033819i,0.0011572+0.0027923i,0.00095952+0.0020608i,4.928e-05+0.0014733i,-0.00014448+0.0013633i,0.0010755+0.0011079i,0.0016531+0.00022219i,0.0011391-0.00083803i,0.0012536-0.0011174i,0.00065245-2.8534e-06i,-0.00063563+0.00075959i,-0.00020807-0.00021952i,0.00032014-0.00019905i,2.4574e-05+0.00025069i,0.00012249+6.9371e-05i,-0.00015495-0.0001642i,-0.0013534+9.672e-06i,-0.0012647+0.00038098i
0.00070902-0.001352i,-0.00023281-0.0017309i,-0.0008763-0.0023393i,-0.0012005-0.0021834i,-0.001036-0.0011498i,-7.5869e-05+0.00023782i,0.001063+0.00088082i,0.00078361+0.00030389i,-0.00092241+0.00034548i,-0.0011741+0.00080119i,-0.00065328+0.00070068i,-0.00083807-7.6111e-05i,-0.00038032-0.00078917i,0.00022298-0.0015006i,6.8895e-05-0.00154i,0.00029133-0.00052487i,0.00026575+0.00039009i,-0.00012298+0.0005441i,-0.00037958+0.00043883i,-0.00041653-8.8007e-06i,0.00026081-0.00077088i,0.00053743-0.00068498i,-0.00011888-0.00021519i
0.00020743-0.0013813i,-0.00030167-0.0011616i,-0.0015122-0.00011968i,-0.0023341+0.00092145i,-0.0020082+0.0021781i,-0.00081907+0.0025316i,0.00065469+0.0016485i,0.00084936+0.0013996i,-0.0009784+0.0011044i,-0.0015255+0.0013541i,-0.00034099+0.0013618i,0.0002461+0.00083567i,-0.00049391+0.00016256i,-0.0013572-0.00010009i,-0.0013972+0.00014095i,-0.0011756+8.8777e-05i,-0.00058475+0.00016438i,0.00043821+0.00016563i,0.00065483+0.00013995i,0.00014342+0.00023826i,7.4179e-05+5.1644e-05i,0.00027357+3.0367e-05i,0.00010748+0.000294i
0.0025079+0.00055946i,0.0016109-0.0002646i,0.00067157-0.001781i,0.0005304-0.0020605i,0.00078057-0.0015552i,0.00077658-0.00067926i,0.00066399-1.1824e-05i,0.00022589+0.00050201i,-0.0001175+0.00075532i,-0.00083959+0.00076392i,-0.0014693+0.00052468i,-0.00097369+0.00065436i,-0.00027298+0.00080302i,5.0591e-05+0.0003242i,7.7613e-05-0.00014765i,0.00038119+1.6657e-05i,0.00014214+0.00044221i,-0.00054635-0.00065285i,-0.00073717-0.0015299i,-0.00074455-0.00074168i,-0.00010032-0.00014151i,0.00031257+0.00033994i,-0.00031269+0.00024529i
0.0025493+0.00046867i,0.0031821-0.00082959i,0.0042176-0.0016035i,0.0030282-0.0020018i,0.00088116-0.0019403i,-0.00014808-0.00087739i,-0.0005035+0.00043397i,-0.00046672+0.001311i,-1.2278e-05+0.0017017i,0.00059464+0.00087663i,0.0011994+0.00010674i,0.00033471+0.0005692i,-0.00063374+0.00097792i,-0.0011972+0.0014698i,-0.0013481+0.001725i,-0.00084213+0.00087624i,1.7549e-05+0.00048975i,0.00059709+0.00011104i,0.00096315-0.00038909i,0.001166-0.0006174i,0.00061524-0.0008659i,0.00077812-0.00058477i,0.00076098-0.00042235i
-0.00051319+0.00064772i,-0.00033069+0.00014948i,0.00071633+0.00050802i,0.001769+0.0011342i,0.0019807+0.00076882i,0.0023826+0.00083664i,0.00152+0.00085431i,0.00027097+0.00092744i,-0.00038609+0.0011324i,-0.00017722+0.001231i,0.00020094+0.0011255i,6.8644e-05-0.0001411i,-0.00013977-0.00032349i,-0.00026317-4.6055e-05i,0.00023217-0.00062739i,0.00018253-0.00067266i,-0.00020706+0.00023478i,-0.00054941+0.00086062i,-0.00098438+0.00048788i,-0.00056136+0.00045765i,-0.00026495+0.00064582i,-8.6882e-05+2.8612e-05i,0.00025903-0.00067492i
0.0011207+0.00030242i,0.0015764-0.0013382i,0.0023973-0.0021877i,0.0013225-0.00080343i,0.0005288-0.00026987i,0.000638-0.00057183i,0.00034837+0.00048386i,-0.00021119+0.0016544i,-0.00047079+0.0013036i,-0.0001787+0.00059187i,-0.00013898+0.00010487i,-0.00050124-5.186e-05i,-0.00065892+0.00019785i,-6.8222e-05+0.00060486i,0.00097602+0.00084055i,0.0019005+0.001003i,0.0014357+0.0013198i,0.00017535+0.00046766i,-0.00046798+0.00011755i,-0.00029037+0.00042493i,3.3557e-05+7.2566e-05i,9.0397e-05-0.00032344i,-7.7144e-05-0.0006149i
0.0013552-0.00053994i,0.00084013-0.00050386i,0.0001146-0.0012402i,-0.00041564-0.00078579i,-0.00058868-0.00024709i,-5.7207e-05+0.00040247i,2.3091e-05+0.0016222i,-0.00050899+0.001787i,-0.00083776+0.0015158i,-0.00091291+0.001431i,-0.00046092+0.00066242i,0.00014915+3.0667e-05i,-6.1367e-05+0.0003918i,-0.00030052+0.00050487i,0.00036879-0.00043792i,0.00055377-0.00092139i,0.0001955-0.00015725i,0.00024648+0.00022405i,0.00032685-0.00015578i,-8.29e-05-0.00074304i,-0.00066144-0.0004508i,-0.00089609+0.00011926i,-0.00055541+0.00020081i
0.0021559-0.0012656i,0.0023731-0.00087557i,0.0020005-0.00082604i,0.0015482-0.0010301i,0.0007141-0.0011269i,0.00062924-0.00038178i,0.001515+0.00068119i,0.001484+0.0011287i,0.0011025+0.0013144i,-2.7244e-05+0.0014281i,-0.00068816+0.00077706i,-0.00072796-0.00040241i,-8.9964e-05-0.00079193i,0.0011711-0.00047209i,0.0018441-0.00032119i,0.0010729-0.00037825i,-0.00013793-0.00043509i,4.5708e-05-0.00060635i,-0.00027722-0.00055807i,-0.00094457-0.00020088i,-0.00016049+0.0002171i,0.00052202+0.00014718i,0.00026676-0.00022763i
-0.00063504+0.00033394i,-0.0010369-0.00045203i,-0.0016023-0.00018131i,-0.0015851+0.00063514i,-0.001063+0.0011481i,0.00042406+0.0011945i,0.00047714+0.00082987i,-0.0002413+0.0010905i,-0.00064637+0.0012369i,-0.0010637+0.0012716i,-0.0013453+0.0016636i,-0.0016799+0.0010217i,-0.0015253-0.00024018i,-0.00078495-0.0012979i,-0.00058259-0.0010476i,-0.00097279-0.00029321i,-0.00083397-3.799e-05i,-0.00097247+0.00016638i,-0.00068909-0.00058335i,-0.00045998-0.0009986i,-0.00081318-0.0011927i,-0.00045602-0.0011773i,-0.00031156-0.00033507i
0.00070355-0.0011911i,0.0005212-0.0020182i,-0.00052785-0.0016755i,-0.00097112-0.00037182i,-0.00040778+0.00088246i,0.0010252+0.0013153i,0.0016879+0.0008427i,0.00099164+0.00073823i,-0.00030807+0.0013522i,-0.00094284+0.0015028i,-0.0011552+0.0013211i,-0.00087372+0.0010375i,-0.0011308+0.00028503i,-0.00053515-0.00016814i,0.00045598-0.00052368i,7.0842e-05-0.00083317i,-0.00055951-0.00020617i,-0.00078837+2.458e-05i,-0.00094093+0.00010402i,-0.0014003+0.00012283i,-0.0013828+0.00039955i,-0.00096847+0.00093479i,-0.00024891+0.00067759i
0.0011182-0.0009679i,-0.00014751-0.0012435i,-0.00097332-0.0015207i,1.8896e-05-0.00024853i,0.0011705+0.00092004i,0.001297+0.0018552i,0.00044153+0.0017933i,-0.0010665+0.0012978i,-0.0014363+0.0013177i,-0.0010999+0.00059642i,-0.00037419-0.00015523i,0.00089008+0.000396i,0.0012657+0.00065402i,0.00070441+0.00057423i,-0.00026644+0.0010057i,-0.00037662+0.0010288i,-9.9361e-05+0.00035622i,9.8193e-05+2.3837e-05i,-0.00017738-0.00020581i,-0.00054908-0.00069728i,-0.0008967-0.0011701i,-0.00036436-0.0013198i,0.00057292-0.00064542i
0.0013958-0.002282i,0.0007604-0.0024464i,-0.00080536-0.0024546i,-0.0028864-0.002124i,-0.0024107-0.00023774i,-0.00022696+0.0016848i,0.00040436+0.0015556i,-0.00045347+0.00047602i,-0.0005582+0.00030926i,-0.00050954+0.0010696i,-0.00050397+0.000954i,0.0003799-0.00010495i,0.0012423-0.00099097i,0.0010449-0.00084085i,0.00096097-0.00069185i,0.0010417-0.00063727i,0.00090991+0.00018658i,0.00026271+0.00070078i,1.5202e-08+0.00080906i,-6.3421e-05+0.00047973i,1.042e-05+0.00035401i,-0.00016017+4.667e-05i,-0.00042734-6.8612e-05i
0.00068979+0.00047984i,0.0016028-7.0378e-05i,0.0021217-0.00014859i,0.0023002-0.00027394i,0.0018141-0.00016351i,0.001539+0.00029647i,0.0011958+0.00097977i,-0.00026649+0.0018342i,-0.0012835+0.0017965i,-0.0009867+0.0008138i,-5.2933e-05+0.00028487i,0.0001044-4.756e-05i,3.5424e-05-0.00065988i,9.4765e-05-0.00023901i,0.00015348+0.00014204i,0.00059213+0.00041722i,0.00067756+0.0001744i,0.00027663-0.0003784i,-0.00012722-0.00059616i,-0.00087242-0.00017838i,-0.0012209+0.00011557i,-0.00098808-1.6871e-05i,-0.0003924-0.00020826i
-0.00015027+0.00047502i,0.00034773+0.00010776i,-0.00028545-0.00055032i,-0.0015348-0.00096099i,-0.0013236-0.00015435i,-4.5111e-05+0.0014288i,0.00086453+0.0019315i,0.00059189+0.0010341i,0.000219+0.00083398i,0.00027712+0.0014049i,0.00052921+0.00054762i,0.00046976-0.00084383i,-7.5436e-05-0.00073992i,-5.6903e-06+0.0001381i,0.00018276+0.00067516i,-8.8209e-05+0.00057801i,3.9653e-05+0.00032374i,0.00013184+0.00018114i,0.00054271-0.00021201i,0.00075706-0.00044159i,0.00028717-0.00011295i,-0.00038691-9.7982e-06i,0.00011513-9.9226e-05i
-0.00027616+0.00025315i,0.00021092-0.00037455i,0.0008896-0.00011192i,0.001699+0.00073121i,0.0010226+0.0017699i,0.00057501+0.0016907i,0.00073245+0.0012078i,-0.00019203+0.0013349i,-0.0011138+0.0012286i,-0.0010374+0.00024812i,-0.00064905-0.00064264i,-0.00028618-0.00066901i,0.00016792-0.00017503i,-0.00056854-9.2407e-05i,-0.00042844-0.0003511i,0.00070161-0.00026879i,0.00019039-0.00044208i,-7.7338e-05-0.000795i,0.0002345-0.00027039i,0.0003708-0.00042707i,0.00052212-0.00046109i,0.00073663-2.9389e-05i,0.00023882+0.00037996i
0.0015329-0.0019293i,0.001624-0.0028851i,0.00082616-0.0027035i,-0.00033999-0.0010068i,-0.00072664+0.00058656i,0.00014327+0.0011046i,0.00070374+0.00046187i,-4.3239e-05+0.0004053i,-0.00032235+0.0010142i,6.2962e-05+0.0016032i,0.00042903+0.0010355i,0.00059798-0.00087134i,0.00020978-0.0012303i,1.1466e-05-0.00091607i,0.00031394-0.00057664i,-0.00020327+0.00023597i,-0.0001313-7.6356e-05i,-0.00010048-0.00055944i,-0.00016605-7.7078e-05i,-0.00039239+0.00021253i,-0.00070827+0.00034065i,-0.00060151+0.00030258i,-0.00018886-0.00016575i
-0.00042831-0.0018232i,-4.1206e-05-0.0017544i,-0.00052963-0.001775i,-0.00050503-0.00029055i,0.0015067+0.0018422i,0.0037517+0.0018101i,0.0029308+0.0014456i,0.00071882+0.0010451i,-0.00074633+9.3159e-05i,-0.001106+0.00029394i,-0.00077685+0.00060396i,-0.00039308-4.8159e-05i,0.00059289-5.1603e-05i,0.00082099-1.0097e-05i,0.00031816+0.000332i,-0.00011129+0.00042253i,-0.00070621+0.00035047i,-0.00071158+0.00096938i,-0.00029262+0.0005613i,5.5246e-05+0.00026476i,-0.00021241+4.214e-05i,-0.00014769+0.00027931i,0.00042211+0.00038442i
0.00046183-0.0017261i,0.00018157-0.0018519i,-0.00038615-0.0011191i,-0.00047066+0.00033747i,5.8814e-05+0.0016784i,0.00052431+0.0020049i,0.00039703+0.00094172i,-0.00029014+0.00038334i,-0.00056918+0.00079052i,-0.00078614+0.001151i,-0.00091763+0.00095148i,2.2963e-05-4.7693e-05i,0.00052579-0.00077856i,8.8722e-05-0.00098844i,-0.00086253-0.00092093i,-0.00063115-0.00061234i,-7.5705e-05+0.00019045i,-0.00047444+0.00051534i,-0.0011188+0.000191i,-0.00094274-5.5387e-05i,-0.00029634-0.00057407i,0.00016016-0.00072777i,0.00067537+0.00018159i
0.00024954-0.00071907i,0.00037143-0.0020836i,-4.3709e-05-0.0021654i,-0.0013602-0.0014811i,-0.0012101-0.0003074i,0.00027577+0.00036492i,0.00086409+0.00044383i,0.00032962+0.0011973i,0.00062552+0.0018801i,0.00073676+0.0012539i,0.00061292+0.00016019i,0.00033619+0.00021218i,-0.00021513+0.00046943i,0.00020428-8.2291e-05i,0.00039408-0.00031805i,0.00017157+0.00023893i,-0.00036777+0.00012948i,-0.00086181+0.00024388i,-0.0010154+0.00053003i,-0.00098506+0.00019381i,-0.0005949+0.00013146i,0.00018597+0.0003479i,0.0006585+0.00053679i
0.0016947+0.0012049i,0.0029884+0.0010403i,0.0040484+0.00088068i,0.0039533+0.00057965i,0.0020011-0.00026774i,0.00069055-0.00013132i,0.0001074+0.00073569i,-0.00083791+0.00083043i,-0.001345+0.0010206i,-0.00030566+0.0012878i,0.00026809+0.00073264i,-0.00049087-5.5055e-05i,-0.0008812+8.5561e-05i,-0.0013904+6.6479e-06i,-0.0013114-0.00019159i,-0.00055647+2.014e-06i,1.747e-05-4.0648e-05i,0.00055888-8.6992e-05i,0.00081925+0.00039987i,0.00052539+0.0010542i,-0.00020371+0.00079096i,-0.00089927+8.8373e-05i,-0.00067529-0.00043655i
0.00045956+0.00079831i,-0.00044435+4.4248e-05i,-0.00051034-0.00085409i,-0.00076038-0.0015398i,-0.0012063-0.0006526i,-0.00027831+0.00093707i,0.00095847+0.00093777i,0.00091448+0.0012158i,0.00052142+0.0013736i,-4.8545e-05+0.0010759i,-0.00059955+0.0010695i,-0.00071213+0.00030598i,-0.0010475-0.00057488i,-0.00069958-0.0004625i,5.5381e-05+0.00026501i,0.00070453+0.00011502i,0.0005073-0.0002723i,-0.00041633+0.00021959i,-0.00070963+0.00028983i,-4.0477e-05-0.00011472i,-4.0378e-05-8.5424e-05i,0.00041574+0.00040641i,0.0013758+0.00041776i
-0.00019254+0.0015944i,0.00065782+0.0018921i,0.0013874+0.0016929i,0.0022012+0.0014612i,0.0029049+0.0021323i,0.0029241+0.0015509i,0.0013115+0.00069858i,-8.2738e-05+0.00082487i,-0.00072324+0.0016727i,-0.0007602+0.0019321i,-0.00079217+0.00085742i,-0.00050596+0.00020867i,-0.00016436+0.00044327i,-0.00033009-0.00015311i,-0.000577-0.00080112i,-0.00036269-0.00097123i,0.0001722-0.00026872i,0.00043812+0.00068685i,0.0002958+0.00083054i,-0.00036476+0.00062937i,-0.00050363+0.00052193i,1.7964e-06-0.0001249i,2.7016e-05-0.00017355i
0.00097853+4.6996e-05i,0.0015144-0.00054339i,0.0017007-0.00035305i,0.0019177+0.00053712i,0.0022134+0.0011734i,0.0023572+0.00041001i,0.0018059+0.00039897i,0.00019074+0.00077496i,-0.00063208+0.00030004i,-0.00048153+0.00058007i,-7.1629e-05+0.0011943i,0.00026591+0.00014358i,-0.00013888-0.000722i,-0.0010329-0.00044984i,-0.00081618-0.00027368i,-9.3215e-05+5.3021e-05i,0.00038278+0.0003741i,0.00015589+0.00022936i,-0.00014917-0.00054023i,-0.00049469-0.0010384i,-0.0010744-0.00072115i,-0.0007718+0.00027556i,-1.0183e-05+0.00076634i
-6.7318e-05+0.0006272i,0.0010521-9.5691e-05i,0.0022079-0.00076265i,0.0019864-0.00096264i,0.0014537-0.0012707i,0.0018073-0.00016138i,0.0016672+0.00045502i,0.00024469+0.00076875i,-0.00052006+0.0013888i,0.00032914+0.00158i,0.00081426+0.00093107i,0.0002958-3.5036e-05i,-6.8338e-05+9.7131e-05i,-0.00035579+0.00032402i,-0.00025234+0.00024713i,0.0004092-6.9845e-05i,0.0010591-5.9105e-05i,0.0011008-5.3956e-05i,0.00018721-0.00015897i,-4.189e-05+4.4862e-05i,-0.00023505-0.00042715i,-0.00084216-0.0010093i,-0.00083327-0.00065712i
-0.00072614-0.00027495i,-0.0007377-0.00013719i,-0.0018752+0.00032367i,-0.0020471+8.0256e-05i,-0.00067742+0.00099389i,0.0015083+0.0012118i,0.0018592-6.4781e-05i,0.00024149-8.7452e-05i,-0.00071341+0.0010424i,-1.1275e-05+0.0013667i,0.00072934+0.0012315i,0.00045654+0.0005714i,0.00036825+8.2149e-05i,-5.0089e-05+0.00074812i,-3.0806e-05+0.00090916i,0.00055904+0.00045438i,0.00060501+0.00031654i,0.00033148+0.0007719i,4.7853e-05+0.00077488i,-5.0891e-05+0.00085763i,-0.00080139+0.00091328i,-0.0011056+6.9405e-06i,-0.00063914-0.00011584i
