-0.00092574+6.8928e-05i,-0.00065621-0.0011097i,-0.0016366-0.0024788i,-0.0026851-0.0027192i,-0.0032693-0.0017434i,-0.0024723+0.00025204i,-0.00025764+0.0012781i,0.0012896+0.00050067i,0.0014958-0.0005599i,0.001143-0.00067324i,0.00084661-0.00052332i,0.00053485-0.0012175i,0.00035887-0.0014893i,0.00046546-0.00036309i,-7.5023e-05-0.00047626i,-0.00034237-0.0009974i,-0.00056704-0.00061463i,-0.00081266-0.00014351i,-9.3175e-05+0.00020381i,0.00053453+9.1939e-05i,0.00022517-9.5103e-05i,9.9252e-05-0.00016441i,0.00056767-0.00049746i
0.0019877+0.00051502i,0.0022083-0.00041086i,0.0025297-0.002246i,0.0019002-0.0029437i,0.00048244-0.0016088i,9.1427e-05-0.00060414i,0.00093083-0.00056371i,0.0011981-0.00039375i,1.9084e-05-0.00032818i,-3.7178e-05-0.00046595i,0.00027653-0.00035377i,0.00058241-0.00013097i,0.0010204+5.0401e-05i,0.00036953-1.8471e-06i,-0.00050686-3.3897e-05i,-0.00070374+0.00055888i,-0.00047824+0.00079727i,-0.00043069+0.00061155i,-0.00045413+0.00045901i,-0.00015912+0.00012675i,-0.0004969-0.00038253i,-0.00058956-0.00036674i,0.00018491+5.6311e-05i
0.0014984-0.00064016i,0.001868-0.0031787i,0.0013988-0.0038198i,0.00085266-0.0021401i,0.00016765-0.0001034i,-0.00032138+0.00068767i,0.00068736+0.00023458i,0.0014307-0.00065157i,0.00069955-0.00041412i,-5.6969e-05+6.7975e-05i,-1.7511e-05+0.00024175i,3.5192e-05+0.00013876i,1.2857e-05-0.00033686i,0.00011935-0.00060132i,0.00040092-0.00018617i,0.00039807+2.3561e-05i,0.00040601-0.00021811i,0.00019071-0.00018103i,-0.00028191-0.00033374i,6.9456e-05-0.00032573i,0.00014175-0.00014677i,-0.00012079-0.00030215i,5.3097e-05-6.8086e-05i
0.00010794+0.00086762i,0.0010252+0.00030488i,0.001445-0.00061492i,0.00084845-0.00045693i,-4.3384e-05-0.00024744i,-0.00023862+0.00011549i,0.00091391+0.0002713i,0.0019775-0.00028466i,0.0010203-0.00055832i,-0.00092426-0.00057779i,-0.0018726-0.00070971i,-0.00087581-0.00037373i,-0.00047171-0.00017131i,-0.00085216+5.0269e-05i,-0.0012044+0.00052083i,-0.00015396+0.00090334i,0.00090292+0.00085209i,0.00088439+2.9644e-05i,0.00069635-0.00044419i,-8.915e-05-8.6699e-05i,-0.0003751+0.00016189i,0.00031146+0.0004608i,0.00041154+0.00039362i
0.0016753-0.00074484i,0.0015054-0.0022305i,0.0013345-0.0030043i,8.9403e-05-0.0020887i,-0.0007941+6.373e-05i,-0.00034628+0.0017641i,-7.3409e-05+0.0012644i,-0.00013162-0.00039476i,0.00023886-0.00073523i,-0.00020608+0.00025527i,-0.0016244+0.0001492i,-0.0021672-0.00056256i,-0.0020624-0.00067769i,-0.0013205-9.8476e-05i,0.00023652+0.00052332i,0.0010939+0.00074816i,0.00099125+3.0872e-05i,0.00053862-0.00072714i,-0.00019449-0.00046931i,-8.4135e-05+0.00056821i,-0.00041752+0.00034802i,-0.0007418-0.0002196i,-0.00023108+3.0583e-05i
3.1338e-05+1.3766e-05i,0.0017902-0.00071309i,0.0020894-0.0022513i,0.00095452-0.0023447i,0.00077114-0.0012054i,0.00089822-0.00014154i,0.0010354+7.4114e-05i,0.0009346-0.000154i,0.00056522-0.00070015i,0.00022384-0.00019476i,-0.0001318+0.00062098i,-0.00051768+0.00038193i,-0.00052175-1.6771e-05i,-0.0010033-9.0395e-05i,-0.0010896+0.00032567i,-0.00018412+0.00016182i,-0.00012271-0.0004978i,-0.00036526-0.00083863i,-8.6839e-05-0.00021344i,0.00034095+0.00050893i,6.528e-05+0.00021844i,0.00034568-0.0002286i,0.00043165+0.00015273i
0.00083398+0.00057657i,0.00091228-0.0010759i,0.0006983-0.0025528i,-0.00029437-0.0031106i,-0.00059048-0.0022581i,-0.00048017-0.0010356i,-0.00031313+0.00015325i,0.00063899+0.00083801i,0.0015177+0.0013731i,0.0020126+0.0013962i,0.0020324+0.00085442i,0.0017437+0.00075021i,0.00093192+0.00090721i,-5.0978e-05+0.0010528i,0.00022828+0.00071561i,0.00045293+3.1523e-05i,0.00017799-0.00044795i,0.00032241-0.0002973i,-0.00016849-0.00054485i,-0.0013787-0.001149i,-0.0012703-0.00066505i,-0.00037047-0.00020353i,-0.00020194-6.4601e-06i
0.00309+0.00039532i,0.0020749-0.00023321i,0.0006588-0.0026134i,-0.00076831-0.003124i,-0.0015959-0.0016293i,-0.0009115+0.00041135i,0.00037355+0.0010402i,0.0017081+0.00011826i,0.0014546-0.00099325i,-8.51e-05-0.00096184i,0.00012345-0.00059443i,0.0011277-0.0003989i,0.001185+0.0002435i,0.00075733+0.00038686i,0.00031223+0.00028294i,0.00031228-0.00053249i,0.00035162-0.0010368i,3.5723e-06-0.0010913i,-0.00025601-0.00090218i,-0.00082948-0.00034072i,-0.00081374+2.0895e-05i,5.9046e-05+0.00032224i,0.00033501-0.00035822i
0.0016941-0.00015415i,0.0014744-0.0016247i,0.0012464-0.0027578i,0.00057286-0.0023831i,0.0005281-0.0018441i,0.00047878-0.0010969i,0.0008557-0.00043815i,0.0014071-0.00092874i,0.0018352-0.0017489i,0.0018477-0.0015608i,0.00038298-0.00077733i,-0.00089835-0.00095125i,-0.00080727-0.0012936i,-0.00090809-0.00034589i,-0.0011902+0.00020466i,-0.00083734+0.00034363i,0.00020767+9.781e-05i,0.00027991-0.0003771i,-0.00026525-4.5935e-05i,-0.0010015-4.2194e-05i,-0.0010747+0.00014246i,-5.254e-05+0.0011154i,0.00039048+0.0015042i
0.0026905+0.00062148i,0.0016749-0.00070724i,0.0014343-0.0033118i,0.00021633-0.0040575i,-0.00095134-0.001788i,-0.0020898+0.00021517i,-0.0018937+0.00085294i,0.00024417+0.00034816i,0.0015482-0.0010046i,0.00079154-0.0012148i,-0.00046673-0.00034408i,-0.00029748+5.5471e-06i,-0.00025845-0.00019176i,-2.8278e-05-0.0003554i,0.00072286-0.00033225i,0.00063877-0.00039188i,-3.6712e-05-0.00028222i,-0.00037529+0.00027931i,-0.00052055+0.00016274i,-0.0004966-0.00021411i,-1.3764e-05-0.00024697i,0.00015823-0.00029054i,-0.0003197+9.5679e-05i
0.0015773-0.00085254i,0.0030981-0.0012166i,0.0022543-0.0021118i,0.000868-0.0025785i,0.00077176-0.0013508i,0.0011263-0.00085969i,0.0014166-0.00053644i,0.0010521-9.3774e-05i,0.00034877-0.00087533i,0.00010865-0.00083123i,0.00053698-0.0004644i,0.00050821-0.00031058i,-0.0006789-0.0006504i,-0.0013374+1.651e-06i,-0.00075344+0.0005498i,1.5938e-05-0.000263i,0.00041673-0.00041818i,-0.00018873-0.00058315i,-0.00051642-0.0006785i,-0.00033378-0.00056933i,-2.7184e-06-0.00069241i,-2.8278e-05-0.00037425i,-0.00020802-0.00020941i
0.0020178-0.0001408i,0.0021284-0.00093305i,0.0018431-0.002146i,0.00062476-0.0019445i,-0.00015416-0.00066401i,-0.00031166+0.00015115i,-0.00048305+0.00030749i,0.0004224-1.2364e-05i,0.0008756-0.00021046i,0.00016697+0.00018047i,5.3607e-06+0.00079695i,-0.00015052+0.00085654i,-0.00063957+0.0005895i,-8.4586e-05+0.00044732i,0.00080411+0.00046119i,0.0004651+3.1083e-05i,-0.00031503-0.00044208i,-0.0010565+0.00020823i,-0.0010149+4.0716e-05i,-0.00056996+0.00024413i,-0.00049104+0.00093591i,-0.00092411+7.5803e-05i,-0.00095417-0.00040179i
0.0011828-0.0012789i,0.0011846-0.0012746i,0.00051923-0.0021481i,-0.00069559-0.0022385i,-0.00040138-0.00014715i,-0.00017371+0.00061127i,0.00080822-7.968e-05i,0.0020931-0.00058679i,0.0018858-0.00051354i,0.00044233-0.00062888i,-0.00012482-0.00037723i,0.00036193+0.00054784i,9.8166e-06+0.00090224i,-0.00056286+0.00090711i,5.981e-05+0.0010532i,-8.1518e-05+0.0009253i,-0.00019003+0.00035151i,0.00017398+8.7459e-05i,0.00018018-0.00029847i,0.00042097-0.00048735i,0.00031359-0.00027253i,1.9424e-05+0.00028672i,-0.00049228+0.00080867i
0.00041862+0.00065698i,-0.00040413-0.00089055i,-0.00026638-0.0025718i,0.00041003-0.0025951i,0.0008633-0.0013651i,0.00054998+7.3929e-05i,-0.00023469+0.00035007i,0.00039914-6.1363e-05i,0.00086402-0.00095612i,0.00019733-0.0017413i,-0.000337-0.0015848i,0.00021365-0.00042526i,0.00021542+0.0007401i,-0.00042854+0.001054i,0.00011104+0.00071388i,0.00032744+0.00045998i,4.4451e-05+0.00044046i,0.00021898+0.00015115i,4.7494e-05-0.0003688i,-0.00029268-0.00024172i,-0.00010247-0.00019497i,0.00021118-0.00015791i,-0.00027695-0.00031503i
0.00089166+0.00045449i,0.0023723-0.001261i,0.0031279-0.0030715i,0.0018594-0.0036144i,0.00032596-0.0024853i,-0.00060821-0.00066564i,-0.00070344-0.00030695i,-5.2623e-05-0.00088564i,0.0005108-0.00087428i,7.3184e-06-6.3481e-05i,-0.00044194-8.2167e-06i,-0.00029502-0.00042256i,-0.00040176-9.3656e-05i,-0.00085152-0.00043296i,-0.00044452-0.001271i,7.3836e-05-0.00046276i,0.00025179+0.00054774i,0.0013246+0.00068814i,0.00082073+8.3771e-06i,5.877e-05-0.00022699i,0.00041945+0.00012754i,0.00025178+4.6254e-05i,-0.00036311-9.4489e-05i
0.00013427+0.00045673i,0.00015818-0.00052313i,0.00039804-0.0017153i,-8.4049e-05-0.0018277i,-0.00054013-0.00098297i,-0.00012422-9.063e-05i,0.00085155+0.00086728i,0.001093+0.0010297i,0.00039616+0.000282i,-0.0003367+0.00042608i,-0.00046764+0.00092366i,-0.00026104+0.00092875i,-0.0006703+0.00052156i,-0.00098771+0.00051351i,-0.0010522+0.00084461i,-0.00078859-0.00025322i,0.00011912-0.0012705i,0.00020554-0.00063304i,3.5189e-05+0.00020728i,0.0002168-0.00016112i,0.00017092-0.00057852i,0.00019887-0.00062483i,0.00030845-0.00033618i
0.0020986-0.0028298i,0.0027667-0.0036635i,0.0026957-0.0037702i,0.0013234-0.0030855i,0.00045803-0.0017924i,0.00039895-2.0676e-05i,0.00038947+0.00018309i,0.0012944-0.0006523i,0.0017865-0.00073034i,0.0011553-0.00012157i,0.00074433+0.00047803i,0.00079451+0.00051154i,0.0010498+0.00017828i,0.0010047-0.00018881i,0.00030347-0.0004089i,-0.00024581+0.00025056i,-0.00053108+0.00091985i,-0.00060813+0.00076925i,-0.0001085+0.00019585i,0.00041833+0.0003699i,-0.00015364+0.0001426i,0.00018924-6.469e-05i,0.0010561+0.00014967i
-0.0024097+0.0029667i,-0.0011905+0.0017053i,0.00062218+0.0011118i,0.00096785+0.00082029i,0.0010286+0.00015387i,0.0016908+0.0001216i,0.00096976-0.0001687i,0.00010169-0.00033554i,0.00060129+7.1138e-05i,0.000552+9.8504e-05i,0.00033381-0.00017307i,0.00076022+7.5274e-05i,0.00026515+0.00088446i,-6.3873e-05+0.0011483i,-5.8686e-05+0.0012741i,-0.00041292+0.00048179i,1.6598e-05-0.00062179i,0.00029192-0.00065738i,-0.00023774-0.00069068i,-0.00028605-0.00058495i,2.7422e-05-0.0005053i,0.00040193-0.00046233i,0.00041952+9.9101e-05i
0.0012788-3.7541e-05i,0.0020304-0.00061583i,0.0027253-0.0016992i,0.0025097-0.0024616i,0.0012865-0.0020336i,0.0010302-0.0011421i,0.0017581+0.0004798i,0.0017929+0.00062335i,0.00097566-0.00046148i,4.5322e-05-0.00098333i,-0.00073054-0.0012171i,-0.00076556-0.00093019i,-0.0004692-0.00029078i,0.00014279+0.00031914i,0.00069538+0.00067267i,0.00035913+0.00047112i,0.00038935+0.0002354i,0.00043291-5.0864e-05i,-1.6082e-05-0.00052033i,3.7523e-05-0.00017453i,-0.00021106+0.00052933i,-0.00087977+0.00030465i,-0.0012529-0.00043514i
0.0011742+0.0017661i,0.0014844-0.00022808i,0.0014932-0.0012227i,0.00042653-0.0020328i,-0.00095413-0.0016281i,-0.00078583-0.00095099i,0.00036247-0.00040709i,0.0010255-9.8641e-05i,0.00088579-0.00069545i,0.00034703-0.00068634i,-0.00020356+8.344e-05i,-0.00036182+0.00027265i,-0.00079276+0.00022194i,-0.00077784+0.00088449i,-0.00053449+0.0011024i,-0.00053442+0.00039507i,0.00013002-0.0002824i,5.7344e-05-0.00091563i,-0.00088419-0.0010533i,-0.0010841-0.00083898i,-0.0007372-0.00043779i,-0.0011866-0.00065881i,-0.001262-0.00067712i
0.0015618+0.00059527i,0.00081646-0.00033308i,0.00074201-0.0019574i,-0.00013459-0.0018155i,-0.0010537-0.00061431i,-0.0005661+0.00042508i,0.00048203+0.00062137i,0.001044-0.00058853i,0.0010186-0.0010921i,0.00070372-0.00018483i,0.00054049-6.951e-05i,-0.00054107-0.00035243i,-0.0016338+0.00015462i,-0.0013702+0.0001911i,-0.0010315-0.00016399i,-0.00030418+2.0748e-05i,-0.00025462+0.00013407i,9.5708e-05-0.0003288i,0.00040794+0.00020889i,0.00024146+9.2398e-05i,0.00065344+0.00022498i,0.00016277+0.00064882i,-0.000507+0.00011108i
0.0010503-0.0025752i,0.00042304-0.0029173i,0.00022271-0.0029104i,5.8764e-06-0.0020258i,-0.00074255-8.3574e-05i,-0.00045712+0.0012183i,0.00069189+0.0010945i,0.0011291-6.9997e-05i,0.00092744-0.00052882i,0.00089402+9.9546e-05i,0.0011039+0.00039481i,0.0011659+3.5616e-05i,0.00079293-9.4465e-05i,-0.00037113-3.1756e-05i,-0.00023243+0.00018094i,0.00024624+0.00034118i,0.00036916+0.00041707i,0.00019177+8.457e-05i,0.00057929-0.00079672i,0.00067706-0.0001937i,9.6403e-05+0.00065218i,-0.00023962+0.00069467i,-0.00012245-0.00034266i
0.0011911+0.00056915i,0.0023731+0.0011486i,0.0017037-0.00040732i,0.00010599-0.0014602i,-0.00033339-0.00081088i,0.0001364+0.00011263i,0.00026456+0.00057605i,0.00077487+0.00080641i,0.00064866+0.00059195i,-0.00013845+0.00026686i,0.0001751+0.00013808i,0.00030752+0.00035683i,1.6493e-05+0.00079883i,-9.2219e-06+0.00067722i,0.00048959+0.00019138i,0.00093326-0.00015724i,0.0013651+3.3273e-05i,0.0012995-0.00019355i,0.00088379-0.00021584i,0.0001112+0.00011826i,-0.00034768-0.00015851i,-0.00019489+5.5071e-05i,0.00057014+0.00025766i
0.00079192-0.00093155i,2.4832e-05-0.0031153i,0.0012583-0.00457i,0.001314-0.0049702i,9.274e-05-0.0028269i,-0.00046453-0.0001246i,-0.00030275+0.00021561i,0.00025133-0.0011246i,0.00081807-0.0018558i,0.0010945-0.0013201i,0.00033999-0.00041258i,6.1069e-05+0.00029334i,-0.00017894+0.001118i,-9.568e-05+0.00087806i,0.00064953+8.1765e-05i,0.00092227+0.00040951i,0.00072212+0.00088755i,0.00087582+0.00060745i,0.00043111+9.3103e-05i,-0.00047857-7.0519e-05i,-0.00016364-0.00046169i,0.00058863+6.8066e-05i,0.0011181+0.00052558i
0.0030445+0.0016918i,0.0041301+0.00049962i,0.0030527-0.0010515i,0.00089599-0.0017228i,0.00044007-0.001767i,0.00090732-0.00083071i,0.00013857-0.00046338i,-0.0004693-0.00033283i,-0.00056229+0.00010878i,-0.00093103-0.00046071i,-0.0016181-0.0016i,-0.0016196-0.0018379i,-0.0010062-0.00098914i,-0.0011024+9.8476e-05i,-0.00067607+0.00050021i,1.9335e-05+0.00014937i,-0.00016018-0.00088209i,-0.0010871-0.0010592i,-0.0016044-0.00082749i,-0.0006472-0.00022753i,-0.00015465+0.00071337i,-0.00032211+0.00030464i,-3.4076e-05-0.00047236i
-0.00083026-0.00075849i,-0.00063483-0.0010894i,-0.00063025-0.0014262i,-0.00090048-0.001465i,-0.0010415-0.0010604i,-5.7672e-05-0.00020017i,0.00036772+0.00015387i,0.00043388-0.0002566i,0.00083778-5.0558e-05i,0.0001525+0.00021272i,-0.00098748+0.00024495i,-0.0013487+0.00069934i,-0.00088409+0.0002584i,9.289e-05+0.00039608i,-8.4349e-06+0.00046301i,-0.00071215+9.2435e-06i,-0.00090333+0.00043727i,-0.00056347+0.00039328i,-0.00039243+0.00018568i,-0.00098297+0.00044998i,-0.00050708-4.213e-05i,-0.00011592-6.9284e-06i,-0.00026334+0.00044257i
0.00074846-0.0015471i,0.0019606-0.0023357i,0.0014187-0.0027724i,0.00045528-0.0018602i,-8.6888e-06-0.00021666i,0.00027615+0.00083691i,0.00064655+0.0004156i,0.00073874-0.00011598i,7.5824e-05+2.8346e-05i,-6.0966e-05+4.7852e-05i,0.00044681+0.00034526i,0.00061028+0.00034539i,0.00021922-3.3542e-05i,-7.1527e-06-8.1192e-05i,0.00018046-0.000279i,-7.4473e-06-0.00026912i,-0.00017463-0.00012237i,-0.00030717-0.00023752i,-0.00075496-7.8823e-05i,-0.00027059+0.00010977i,0.00073998+0.00010407i,0.0005447-0.00014818i,0.0002459-0.0001136i
-0.00093869-0.00019356i,-0.00050414-0.00093564i,-5.1321e-05-0.0020258i,0.00029943-0.0018474i,0.00034582-0.00060333i,-0.00011057+0.0008284i,0.00032035+0.0010466i,0.0011982-0.00019589i,0.0015189-0.00074712i,0.00084053-3.0268e-05i,0.0010183+0.00034177i,0.0012742+0.00048834i,0.00084365+0.00033153i,0.00029989-0.00037257i,0.00049425-0.00032523i,0.0010566+0.00039315i,0.00043262+0.00045849i,-0.00073183-6.8453e-05i,-0.00049596+0.00011741i,-0.00039863+0.00012775i,-0.00059273+0.00016562i,-0.00028898-0.00024292i,-8.3087e-05-0.00090142i
0.00087685-0.0028247i,0.0020314-0.0041495i,0.0020258-0.004814i,0.0006547-0.0032014i,-0.0004344-0.00047834i,3.6428e-05+0.00085591i,0.00079754+0.00039487i,0.00020517+0.00013092i,-0.00075004-0.00044791i,-0.00033268-0.0014509i,0.00053985-0.0015815i,0.00060349-0.0008801i,-2.0101e-05-0.00056947i,-0.00050839-0.0010249i,0.00047477-0.00076489i,0.0010889+0.00042577i,0.00016307+0.00039312i,-0.00055119-0.00052251i,-0.0003079-0.00021984i,1.9523e-05+0.00049225i,-0.00025647+0.0003554i,0.00010586-0.00030016i,0.00084894+0.00012684i
0.001221-0.00093885i,0.0011326-0.0023736i,-0.00010444-0.002741i,-0.002195-0.0028569i,-0.0023781-0.001851i,-0.0010099-1.2567e-05i,-0.00033333+0.00076097i,0.00046019+0.00053049i,0.00067808-0.00029435i,-0.0001918-0.00061788i,-0.000787-0.00019283i,-0.00080136+0.00040644i,-0.00024627+0.00071643i,0.00025813+0.00019611i,0.00047808-0.00060356i,0.00023107-0.00096073i,9.7407e-05-0.00054189i,0.00028934+7.2229e-05i,-0.0006462-6.823e-05i,-0.0011521-0.00018588i,-0.00081956+0.0003795i,-0.0013164+0.00070803i,-0.0010738+0.00050702i
0.00060505-0.0011558i,0.00090109-0.0018362i,0.00048437-0.0025083i,-0.00034811-0.0024214i,-0.00065695-0.0017371i,-0.00021942-6.8999e-05i,0.00037482+0.00065784i,0.0010996+0.00029895i,0.000389+0.00038277i,-0.00082414+0.0004811i,-0.001308+0.00019304i,-0.00086572-0.00011001i,-5.8982e-05-0.00071424i,-6.2505e-05-0.00065927i,-0.00040194-0.00016798i,-6.073e-05+0.00030431i,0.00052867+0.00087891i,0.00090604+0.00033551i,0.00059434+0.00028343i,-0.00017827+0.00040785i,-0.00032494-0.00059186i,-0.00059422-0.00056627i,-0.0003079+0.00085611i
0.00038954+0.00064001i,0.0020165-0.0014631i,0.0036997-0.0034141i,0.003356-0.0029887i,0.0021103-0.0015281i,0.00074742-1.044e-05i,0.00044812+0.00053802i,0.0010136+0.00028655i,0.0010356+0.00050811i,-4.6865e-05+0.00013588i,0.00016969-6.4882e-05i,0.00034168+0.00070698i,-0.00058685+0.00033271i,-0.00035975+0.00036011i,0.00026612+0.00092743i,-0.00040032+0.00085471i,-0.00088007-0.0001693i,-0.00044322-0.00096512i,0.00017706-0.0013174i,0.00030498-0.0013181i,-0.0001732-0.00012376i,0.00017731+0.00096897i,0.00070182+0.00063747i
-0.00018629-0.001245i,0.00098964-0.0020022i,0.0003029-0.0022597i,-0.00044343-0.0015639i,-0.00056484+8.5636e-05i,0.00044149+0.0012722i,0.0014189+0.0010996i,0.0016283+0.00055044i,0.00085879+0.00067047i,0.00026935+0.0012888i,-0.00013873+0.0011322i,0.00017915-6.0161e-05i,0.0007781-0.00063213i,0.00045178-0.00068722i,3.5212e-05-9.5281e-05i,0.00031577+0.00032741i,0.00055072+0.00018847i,0.00067503-0.00021501i,0.00086589-0.00062542i,0.00076517-0.00095675i,0.00045622-0.00046002i,0.00053941+0.00016485i,0.00049328-0.0006554i
-0.00087392-0.0019148i,0.00092642-0.0031914i,0.0015925-0.0030763i,0.00021786-0.0017135i,-0.0012647+0.00025037i,-0.00092807+0.001039i,0.00066258+0.00032761i,0.0016405-0.00026836i,0.0010724-0.00055455i,-0.0001592-0.00030815i,-0.00037893+0.00023053i,-2.8571e-05+0.00064721i,-7.7491e-05+0.0005747i,-0.00083101+0.00029535i,-0.00094243+4.7521e-05i,-0.00042859-0.00011127i,-0.00017987+0.00014202i,9.5663e-05+0.00048767i,0.00025051+0.00010923i,-2.6528e-05-9.327e-05i,0.00012022-0.00032171i,0.00019001-0.00084389i,-1.5501e-06-0.0011172i
0.0012073-0.00073724i,0.0018224-0.00085553i,0.00030997-0.00148i,-0.001205-0.0012932i,-0.0012412-0.00061475i,-0.0011516-0.0001049i,-0.00095844+0.00034601i,0.00012092-0.00012253i,0.00049889-0.00047074i,-4.3604e-05-0.0010653i,-2.6306e-05-0.00074309i,-0.00053435-6.1863e-05i,-0.00098448-0.00012784i,-0.00040031-3.1825e-05i,-0.00019656+0.00012792i,-9.7846e-05-7.9696e-05i,9.2334e-05-0.00027043i,6.3469e-05-0.00012655i,0.000622-0.00016885i,0.00088895-0.00048316i,0.00037572+0.00015356i,0.00031991+0.00039418i,0.00096248+3.9269e-05i
0.0011416-0.0034083i,0.0019259-0.0030371i,0.0016683-0.0036586i,0.00071439-0.0035599i,-0.00032139-0.0012593i,4.8862e-05-5.7446e-05i,0.0011334-0.00014347i,0.0016573-0.00027636i,0.00094752-0.00098934i,-0.00087427-0.0014846i,-0.0015069-0.0010793i,-0.00080081-0.00098343i,0.0007894-0.00088243i,0.0014685-0.00011422i,0.00087237+0.00046036i,0.00021958+0.00092708i,0.00018357+0.00069899i,0.00026459+0.00030972i,-0.00033683+0.00028917i,-0.001047+0.00028266i,-0.00067274+0.00060095i,-0.00044014+0.001039i,-0.00049961+0.00057771i
0.0010459-0.000984i,0.0017518-0.001885i,0.0018021-0.003446i,-0.00082992-0.0037605i,-0.0015922-0.0028472i,0.00028477-0.00060463i,0.0007842+0.00037883i,-0.00031565-3.4937e-05i,-0.0014572-0.0003634i,-0.0016166-0.00056074i,-0.0016646+0.00056965i,-0.0020662+0.0013916i,-0.001329+0.0014523i,-0.00052018+0.0012255i,-0.00068374+0.00049111i,-0.00049188+9.9995e-05i,-0.00046393-0.00038434i,-0.00068559-0.00073768i,-0.00054468-0.00037903i,-0.00064081+0.00074856i,-0.0012299+0.0011473i,-0.0010673+0.00061451i,-0.00062401+0.00068142i
0.00077745-0.0028945i,0.00056717-0.0033303i,0.0013638-0.0043909i,0.00058287-0.0033203i,-0.00065711-0.001289i,-0.00077926+0.00078722i,0.00053075+0.0020614i,0.0012086+0.0011708i,0.00095112+0.00022013i,-0.00012664+0.00087781i,-0.00097883+0.001526i,-0.00055061+0.00083143i,0.00026551-0.00065354i,0.00043624-0.0015176i,0.00054851-0.0011672i,0.00087244-0.00060057i,0.00095848-0.00025644i,0.0011456-0.00034302i,0.00060214-0.00044186i,-0.00046282-0.00042681i,-0.00037416-0.00039409i,-2.9679e-06-0.00010499i,-7.8184e-05+5.9685e-05i
0.0014775-5.9566e-05i,0.0030744-0.00040719i,0.0027274-0.0016863i,0.0017374-0.0020616i,0.00070219-0.00045423i,-0.00051129+0.0010177i,2.5111e-05+0.0014599i,0.00057384+0.00072848i,-0.00013587-0.00028914i,-0.00033894+0.00044644i,0.0007668+0.0013517i,0.001097+0.00053229i,0.00079838+0.00054299i,0.0011828+0.00093196i,0.00044612+0.00032123i,-0.00033923-3.652e-05i,8.6228e-05-0.00040418i,0.00067943-0.00044549i,0.00042168-0.00031165i,-0.0010003-0.00017381i,-0.0015963-0.00046835i,-0.0010101-0.00068732i,0.00011649-0.00029328i
0.00012802-0.0038706i,0.0010522-0.0043873i,0.00074853-0.0042051i,-0.00013445-0.0025499i,-0.00097194-0.00064215i,-0.0018156+0.00048717i,-0.00081045+0.00028674i,0.00085262-0.00085217i,0.0015149-0.0013987i,0.00056779-0.0010409i,-0.00028725-0.0007177i,-0.00086874+9.4612e-05i,-0.0010426+0.00087583i,-0.0010879+0.00031876i,-0.00097362-0.00065666i,-0.00048857-0.00070771i,-0.0002941-0.00036988i,-0.00013816-6.0789e-05i,-0.00018813+0.00051304i,-0.00054167+0.00061536i,-0.00022068+0.00015232i,-0.00026251-0.00039591i,-0.00024161-0.0006143i
0.00026839+0.0015508i,0.00186+0.00056706i,0.00092141-0.0014702i,-0.00049483-0.0025689i,-0.00036876-0.0010363i,0.001104+9.9412e-05i,0.00083763+1.3432e-05i,0.00038429-0.00036404i,0.00015172-0.00019589i,-0.00050445+6.9505e-05i,-0.00046253-0.0004274i,-3.4874e-05-0.0012102i,0.00024206-0.001431i,-7.5776e-05-0.0013441i,-0.00030708-0.00076638i,-0.00031367+1.2267e-05i,0.00024155-0.0001531i,0.0011882-0.0010621i,0.00055977-0.001724i,-0.00055499-0.00084329i,-0.0011439+0.0011282i,-0.00064587+0.0011884i,0.00013137+6.8263e-05i
0.00027977-0.0017439i,0.00088862-0.0026455i,0.001294-0.0029991i,0.00069179-0.0024879i,-3.7031e-05-0.001429i,0.00034147-0.00035124i,0.00054768-0.00058835i,0.00039183-0.00097563i,0.0004257-0.00065536i,-0.00060741-0.0010761i,-0.00081676-0.00093667i,0.00040583+0.0001826i,0.00036302+0.00050916i,-0.00033437-0.00010939i,4.7913e-05-0.00019206i,0.00014779+0.00030365i,0.00020101+0.0002453i,0.00064227+2.4625e-05i,0.00039505-0.00048464i,-3.8168e-06-0.00048562i,-0.00017541+1.2263e-05i,-0.00077604+0.00018156i,-0.00097956+0.00024679i
0.0020283-0.0013488i,0.0043351-0.001256i,0.0038093-0.0028299i,0.0015477-0.0026458i,0.00042643-0.00078475i,0.0011995+0.0011717i,0.0020444+0.0011542i,0.0015388+0.00015665i,0.00014231+0.0001861i,-0.0010166+0.00090958i,-0.0012936+0.00102i,-0.00072882+0.00037809i,-0.00043841-0.00012521i,-0.00077977-0.0013526i,-0.00044048-0.0015289i,7.8877e-05-0.00077484i,-6.8516e-05-0.00068686i,-0.00016104-0.00067826i,-0.00038446-0.00063749i,-9.3658e-06-0.0011783i,0.00014934-0.0016735i,5.7688e-05-0.00070582i,0.00049613+0.00059714i
-0.0013133-0.0017224i,-0.0017706-0.0026805i,-0.0015416-0.0035881i,-0.0017651-0.0046569i,-0.0015592-0.003362i,-0.00086632-3.7345e-05i,0.00027264+0.0014392i,0.00039442+0.0008939i,0.00023099+5.9018e-05i,0.00087384+0.0002289i,0.0015072+0.00017572i,0.0011216+0.00063595i,0.00057734+0.00090008i,0.00053925+0.00033044i,0.00040289+0.00033907i,0.0011267+0.0008116i,0.0011891+0.00039824i,0.00054634-0.00028379i,-0.00031165-0.00026789i,-0.00028386+9.7409e-05i,0.00070735+0.00049582i,0.00050681+0.00034039i,8.4903e-05-1.1774e-06i
