0.0013646+0.00089839i,0.00091303+0.00062037i,0.00081589-0.00087855i,-0.00014192-0.0015997i,-0.0021133-5.2248e-06i,-0.0031099+0.00094255i,-0.0023497+0.0014527i,-0.00057211+0.0024422i,0.00056626+0.0021469i,0.00011684+0.0011335i,-0.00071125+6.2297e-05i,-0.0010948-0.0011227i,-0.0012726-0.001475i,-0.0011031-0.00025802i,-0.00097693-0.00012957i,-0.0010036-0.00033326i,-8.0709e-06+0.00033766i,0.00073994-1.4547e-05i,0.00096732-0.00044331i,0.0010486-0.00028581i,0.0010026-0.00031123i,0.00024899-0.00023284i,-0.00038077-0.00047707i
0.11651-0.033567i,0.16899-0.065428i,0.10022-0.050517i,-0.046208+0.03941i,-0.11203+0.11583i,-0.072938+0.095759i,-0.031207+0.044904i,-0.011325+0.03069i,0.0065985+0.026918i,0.013392+0.019501i,0.012404+0.016334i,0.0072855+0.014412i,0.0018457+0.014383i,0.0032219+0.013907i,0.0081769+0.0079681i,0.0096359-0.00023467i,0.007723-0.0046789i,0.0041107-0.0057952i,-0.0020709-0.0073998i,-0.010499-0.0059161i,-0.014119+0.0010435i,-0.0089452+0.0065571i,-0.0033484+0.0072211i
-0.11646+0.011367i,-0.16968+0.037554i,-0.092159+0.061024i,0.084051+0.037175i,0.17378-0.018359i,0.12178-0.038275i,0.055561-0.027157i,0.02647-0.028792i,0.0036809-0.030175i,-0.011477-0.021775i,-0.013586-0.016828i,-0.008032-0.01344i,-0.0020637-0.010811i,-0.0014319-0.0092764i,-0.0051124-0.0079739i,-0.010621-0.0063712i,-0.01429-0.0050853i,-0.013957-0.0016644i,-0.010966+0.0047648i,-0.0030301+0.0072577i,0.005474+0.003141i,0.0070599-0.0037329i,0.0049172-0.0053846i
0.1133+0.013883i,0.17641-0.0076995i,0.11376-0.0685i,-0.061921-0.11527i,-0.16645-0.09051i,-0.13002-0.039546i,-0.072163-0.013036i,-0.048121+0.0083594i,-0.027078+0.027189i,-0.0091762+0.03091i,-0.0051325+0.027252i,-0.0078298+0.021312i,-0.0096247+0.015047i,-0.0069737+0.011064i,-0.001255+0.0096167i,0.0032326+0.0093354i,0.0052599+0.0095168i,0.0069046+0.00846i,0.0092025+0.0013663i,0.0068743-0.0085526i,-0.0026144-0.011823i,-0.0099703-0.0071022i,-0.0096702-0.0043891i
-0.10572-0.034919i,-0.17771-0.025559i,-0.15091+0.064225i,-0.011061+0.17665i,0.096613+0.18837i,0.094107+0.11774i,0.059712+0.059901i,0.045243+0.023505i,0.034273-0.002138i,0.024007-0.012919i,0.017762-0.015416i,0.012252-0.011214i,0.010396-0.0055389i,0.0091825-0.0043606i,0.005531-0.0060784i,0.0042679-0.0077188i,0.006447-0.0081405i,0.0044913-0.0079342i,-0.0045468-0.005915i,-0.011831+0.0018548i,-0.0078262+0.012992i,0.0016664+0.017309i,0.0039316+0.015087i
0.097288+0.053163i,0.17357+0.06026i,0.1877-0.029762i,0.11022-0.17137i,0.023253-0.21156i,-0.0084828-0.14311i,-0.012404-0.074231i,-0.018058-0.031641i,-0.018425-0.0011716i,-0.012748+0.011937i,-0.0098992+0.011716i,-0.0086064+0.0076233i,-0.0091848+0.0046082i,-0.010522+0.0062549i,-0.010497+0.0088324i,-0.0097273+0.0077134i,-0.0081524+0.0055341i,-0.0036642+0.0068197i,0.0052128+0.011617i,0.013683+0.011314i,0.015871+0.0021134i,0.012163-0.0052588i,0.0095034-0.0055256i
-0.079187-0.069149i,-0.15826-0.10207i,-0.21192-0.035057i,-0.19931+0.10805i,-0.13479+0.1733i,-0.063385+0.13051i,-0.017636+0.078007i,0.010246+0.046692i,0.025661+0.020667i,0.025422+0.0044603i,0.021582-5.6318e-05i,0.01767-0.00027924i,0.012799+0.00066187i,0.0093523+0.00056211i,0.0072858+0.00071177i,0.0058895+0.0027978i,0.0047544+0.0039754i,0.0041888-0.00046546i,0.0022193-0.0097718i,-0.0043076-0.015307i,-0.012947-0.012037i,-0.016213-0.0047757i,-0.014579-0.0013464i
0.060189+0.083186i,0.12817+0.14183i,0.20421+0.11705i,0.24519+0.0042625i,0.21093-0.075726i,0.12805-0.076737i,0.060942-0.057683i,0.018441-0.044677i,-0.0099853-0.029322i,-0.023643-0.014836i,-0.026091-0.0062217i,-0.020781-0.001186i,-0.013969+0.00097688i,-0.0091955+0.0012131i,-0.0041236-0.00039151i,-0.0011126-0.0046708i,-0.0028236-0.0070146i,-0.0064438-0.0031356i,-0.010207+0.0051317i,-0.007866+0.012282i,0.0027713+0.013444i,0.010036+0.0094033i,0.0090498+0.006802i
-0.031965-0.094432i,-0.081721-0.17466i,-0.15894-0.19626i,-0.22985-0.12461i,-0.2244-0.038901i,-0.15065+0.00083116i,-0.085093+0.014039i,-0.045398+0.021123i,-0.016511+0.020278i,-0.00047025+0.015607i,0.0033048+0.012464i,0.0031051+0.011504i,0.0042423+0.01237i,0.0063464+0.0099787i,0.0046006+0.0042628i,-0.0011101+0.001i,-0.0025892+0.0016537i,0.0022434+0.0016621i,0.0093976-0.0022925i,0.012799-0.0092051i,0.0083227-0.015679i,0.002771-0.018014i,0.0022571-0.015078i
0.0084655+0.092367i,0.02311+0.18515i,0.07331+0.24491i,0.14819+0.22428i,0.16961+0.14941i,0.12469+0.077083i,0.07779+0.032031i,0.046765+0.0064322i,0.020705-0.0043549i,0.0043188-0.006717i,-0.0031853-0.010569i,-0.0076193-0.013054i,-0.010443-0.010759i,-0.012233-0.0051011i,-0.011567+0.0013893i,-0.006932+0.0050742i,-0.0020836+0.0039829i,-0.0020707-0.00040108i,-0.0082128-0.0036061i,-0.016061-0.00087083i,-0.018429+0.0085419i,-0.014759+0.014223i,-0.011483+0.010771i
0.017309-0.083953i,0.037594-0.17606i,0.027057-0.25287i,-0.029059-0.26236i,-0.066137-0.19994i,-0.059634-0.11842i,-0.04529-0.060737i,-0.032109-0.019713i,-0.014338+0.0096692i,-0.00044769+0.021256i,0.0053056+0.021348i,0.0075409+0.017041i,0.0066436+0.012666i,0.0055827+0.0090358i,0.0066169+0.0035104i,0.0060359-0.00067745i,0.0053478-0.0011497i,0.005486+0.0024192i,0.0072183+0.0095i,0.011485+0.012709i,0.014536+0.0080628i,0.014018+0.002987i,0.010181+0.0041719i
-0.037757+0.06943i,-0.091913+0.14454i,-0.12387+0.21603i,-0.093284+0.24434i,-0.040197+0.20429i,-0.0049123+0.13231i,0.015142+0.079463i,0.025357+0.043879i,0.025333+0.014594i,0.018499-0.001365i,0.012491-0.0056051i,0.010463-0.0080135i,0.0083348-0.010271i,0.0034007-0.010312i,-0.0018882-0.0078436i,-0.0045494-0.0044153i,-0.0051294-0.0034504i,-0.0034781-0.0059542i,-0.0016176-0.010801i,-0.0042259-0.015697i,-0.009789-0.015708i,-0.011621-0.012028i,-0.0076208-0.0096363i
0.05129-0.049269i,0.12733-0.094535i,0.19199-0.1373i,0.18732-0.16054i,0.13319-0.14231i,0.074659-0.099177i,0.032953-0.067471i,0.0059933-0.046048i,-0.0073808-0.025194i,-0.011004-0.010031i,-0.01324-0.0010824i,-0.013765+0.0066807i,-0.010059+0.013198i,-0.0024715+0.017146i,0.005345+0.015244i,0.0075385+0.0092936i,0.0043416+0.0065054i,-0.00082766+0.0077882i,-0.0055965+0.010825i,-0.0046355+0.014496i,0.00016292+0.015675i,0.0033185+0.012688i,0.0014066+0.0067705i
-0.057954+0.025066i,-0.14372+0.035913i,-0.22259+0.040214i,-0.23272+0.051722i,-0.17793+0.056744i,-0.10699+0.047154i,-0.059792+0.039007i,-0.031255+0.032646i,-0.010689+0.020148i,-0.00066415+0.0066192i,0.0019346+0.0006998i,0.0020316+0.00056971i,0.0022076-0.00047224i,0.0020348-0.0041674i,-0.0010329-0.0087345i,-0.0037125-0.010552i,-0.0016267-0.0096866i,0.0041536-0.0078955i,0.010355-0.0066219i,0.013386-0.0080399i,0.011638-0.010716i,0.0086235-0.010997i,0.0068027-0.0065405i
0.055693-0.0078693i,0.13302+0.015368i,0.20322+0.054854i,0.21476+0.067501i,0.16951+0.044815i,0.10938+0.018807i,0.069389+0.00022961i,0.038872-0.011604i,0.011123-0.01187i,-0.0020721-0.0063578i,-0.0052504-0.0040316i,-0.0086422-0.0043631i,-0.012932-0.0028926i,-0.014783+0.0021202i,-0.01359+0.0079878i,-0.012139+0.010795i,-0.010808+0.010369i,-0.010299+0.0080409i,-0.012004+0.0043053i,-0.015024+0.0016297i,-0.01636+0.0023333i,-0.013905+0.0038192i,-0.0073406+0.002298i
-0.047599-0.015115i,-0.10485-0.065874i,-0.15199-0.13454i,-0.15644-0.15406i,-0.12146-0.11055i,-0.077669-0.062081i,-0.054553-0.030204i,-0.03915-0.0022175i,-0.019487+0.015751i,-0.0055409+0.019669i,0.00012207+0.017323i,0.0038889+0.012861i,0.0086298+0.0074406i,0.012308+0.0012477i,0.013849-0.0028084i,0.013533-0.0035517i,0.013421-0.002197i,0.012896-5.9515e-06i,0.01233+0.0042632i,0.012231+0.007627i,0.011513+0.0066587i,0.0085839+0.0037298i,0.0021269+0.0014075i
0.030929+0.026408i,0.057603+0.095333i,0.068122+0.18312i,0.061816+0.21022i,0.047803+0.15732i,0.034286+0.095408i,0.034508+0.057708i,0.034859+0.028473i,0.025246+0.0089605i,0.014607+0.0014332i,0.0082491-0.0018604i,0.0047725-0.0044933i,0.0022353-0.0051614i,-0.0012591-0.0020258i,-0.0042278+0.00015347i,-0.0056996-0.0021156i,-0.0063455-0.0062238i,-0.0057528-0.0091965i,-0.0047644-0.012009i,-0.0044397-0.014431i,-0.0046327-0.01321i,-0.0041836-0.0086935i,-0.002237-0.0025526i
-0.00976-0.031824i,-0.0044108-0.10222i,0.018563-0.1861i,0.033167-0.20479i,0.0298-0.14662i,0.01934-0.090072i,0.0031718-0.061273i,-0.0093649-0.036361i,-0.0089297-0.014841i,-0.004539-0.0051857i,-0.0058661-0.0032458i,-0.0086718+0.0005153i,-0.0066643+0.0070359i,-0.00054434+0.011222i,0.0051753+0.010961i,0.0064786+0.0090935i,0.0046681+0.01004i,0.0011153+0.010915i,-0.002627+0.0113i,-0.0040064+0.012109i,-0.0026131+0.012055i,-0.00041775+0.010045i,0.0015967+0.0041308i
-0.0068168+0.031069i,-0.040828+0.089198i,-0.092227+0.15452i,-0.10933+0.16257i,-0.084872+0.10989i,-0.055432+0.065923i,-0.029493+0.049998i,-0.0064495+0.03307i,0.0042067+0.014141i,0.0047786+0.0039004i,0.003867+0.0023735i,0.0033176+0.0029549i,0.0015467+0.00032282i,-0.0016667-0.004097i,-0.004321-0.0082432i,-0.0033883-0.011131i,0.00047635-0.010559i,0.0043549-0.0079186i,0.0072961-0.0065432i,0.0081273-0.0062849i,0.0072077-0.0056807i,0.0040201-0.0046843i,-0.00061457-0.002193i
0.023153-0.023331i,0.07741-0.06106i,0.14453-0.096908i,0.1576-0.088902i,0.11605-0.046923i,0.075562-0.023066i,0.046318-0.023873i,0.018539-0.021855i,0.0012049-0.012369i,-0.0029511-0.005259i,-0.0034585-0.002527i,-0.0047848-0.0015108i,-0.0062668+0.0011024i,-0.0065476+0.0047298i,-0.0062748+0.0064355i,-0.0075073+0.0069098i,-0.0094092+0.0064942i,-0.010498+0.0041358i,-0.011817+0.0025964i,-0.01143+0.0017654i,-0.0089995+0.0010135i,-0.0063382+0.0021959i,-0.0022739+0.0035937i
-0.03082+0.010337i,-0.095779+0.021212i,-0.16604+0.026361i,-0.16799+0.012663i,-0.11413-0.0084058i,-0.072038-0.012787i,-0.049302+5.5912e-05i,-0.027262+0.012656i,-0.011659+0.014717i,-0.0064254+0.013104i,-0.0043947+0.01255i,-0.0023361+0.010125i,-9.7374e-05+0.0056309i,0.0027773+0.002167i,0.0061193+0.0018283i,0.0090463+0.0030893i,0.0099953+0.0039022i,0.009271+0.0048311i,0.0088359+0.005934i,0.0072977+0.0060403i,0.0046327+0.0047029i,0.0039823+0.0020359i,0.0036645-0.0010404i
0.033842+0.0051869i,0.1001+0.018434i,0.16022+0.0417i,0.14827+0.05824i,0.091006+0.057817i,0.055538+0.046166i,0.042505+0.026352i,0.025833+0.0079515i,0.011959+0.0020896i,0.0078007+0.0018889i,0.0070661-0.0012255i,0.0049337-0.0043841i,0.0010134-0.0037313i,-0.0019553-0.00067268i,-0.0029244+0.00064367i,-0.0030952-0.0021519i,-0.0029512-0.0060764i,-0.0029428-0.0080192i,-0.0033799-0.0076934i,-0.0020518-0.0061064i,0.00026644-0.004371i,-0.00011522-0.0031042i,-0.0022454-0.0010156i
-0.030125-0.018405i,-0.084471-0.053785i,-0.12627-0.092726i,-0.10175-0.09966i,-0.044843-0.077179i,-0.017931-0.058578i,-0.016726-0.039623i,-0.010423-0.01629i,-0.0026906-0.0030398i,-0.002663-0.00048995i,-0.0058363-0.00054218i,-0.0074161+0.00080375i,-0.0050202+0.0030654i,-0.0013138+0.0042146i,0.00036097+0.004657i,0.00035921+0.0060527i,0.0003273+0.0070969i,0.00098089+0.0070934i,0.001045+0.0048288i,-0.00028677+0.0010699i,-0.0017861+8.8934e-05i,-0.0017362+0.0017389i,-0.00027692+0.0032406i
0.024578+0.026874i,0.061002+0.077603i,0.081169+0.12423i,0.049096+0.12032i,0.0026777+0.08161i,-0.010743+0.059644i,-0.00069466+0.043489i,0.0046833+0.019765i,0.0053354+0.007582i,0.0070634+0.0064269i,0.0074966+0.00656i,0.0059082+0.0048321i,0.0029896+0.0018336i,0.0010463+2.1189e-05i,0.0015063-0.0032133i,0.0034-0.0066612i,0.0055274-0.006981i,0.006454-0.0060574i,0.0044692-0.0047484i,0.00075753-0.0013852i,-0.0016611+0.0015114i,-0.00065237+0.00051319i,0.00030061-0.0018288i
-0.011838-0.039307i,-0.03295-0.096355i,-0.036232-0.14039i,-0.0071928-0.11692i,0.025383-0.060458i,0.033552-0.037656i,0.019997-0.028701i,0.0075254-0.011985i,0.0023159-0.0037385i,-0.0014026-0.0043755i,-0.0040792-0.0034004i,-0.004919+0.00037448i,-0.0040557+0.003181i,-0.0034066+0.0026544i,-0.0043194+0.0010694i,-0.0081477+5.0565e-05i,-0.010485-0.0006053i,-0.0085352-0.00095988i,-0.005113-0.0013814i,-0.00044623-0.0020812i,0.0025413-0.0025426i,0.0017894-0.0034501i,-0.00083592-0.0034774i
0.0032351+0.039358i,0.0034808+0.09642i,-0.0064952+0.13238i,-0.024976+0.097259i,-0.039994+0.037198i,-0.043465+0.018047i,-0.029836+0.016047i,-0.014932+0.0081959i,-0.0092491+0.0061987i,-0.0065142+0.0097061i,-0.0034984+0.010381i,-0.00017147+0.0077627i,0.00093664+0.0049884i,0.0009818+0.0052943i,0.0028863+0.0074562i,0.0043378+0.0091426i,0.004989+0.0089433i,0.0044185+0.0065189i,0.00075472+0.0031707i,-0.0033977-0.0011373i,-0.0052814-0.002685i,-0.0043235+0.00041926i,-0.0021198+0.0035026i
0.01169-0.040535i,0.026101-0.091912i,0.040114-0.11536i,0.041198-0.068163i,0.039466-0.0049232i,0.041765+0.01061i,0.030608+0.004856i,0.014375+0.0054313i,0.0082236+0.0038584i,0.0065018-0.0012946i,0.0028775-0.0053781i,-0.0010662-0.0052646i,-0.001567-0.0012622i,0.00038647+0.00063909i,0.0016416-0.0012887i,0.00081559-0.0049551i,7.0905e-05-0.0072063i,0.00024782-0.0061269i,0.00038282-0.0018203i,0.0013692+0.0044163i,0.002599+0.0080772i,0.0038213+0.0061095i,0.0043023+0.0029025i
-0.019905+0.033614i,-0.047869+0.073994i,-0.063012+0.087271i,-0.045497+0.041319i,-0.026988-0.012975i,-0.026567-0.024838i,-0.01931-0.016691i,-0.0068878-0.010347i,-0.004527-0.0033994i,-0.0068851+0.0022185i,-0.0055869+0.0037535i,-0.0025292+0.0025581i,-0.0019617+0.0012604i,-0.0030489+0.002055i,-0.003565+0.0035785i,-0.0042834+0.0050194i,-0.0041529+0.0058194i,-0.0021991+0.0055084i,0.00059065+0.00246i,0.003109-0.0036659i,0.0034-0.0073119i,-0.00024771-0.0053445i,-0.0045167-0.0023729i
0.030965-0.027601i,0.066947-0.059358i,0.077238-0.066077i,0.040139-0.025444i,0.0083401+0.021837i,0.0092804+0.034971i,0.0083185+0.02645i,0.0033099+0.017537i,0.0074278+0.011027i,0.011194+0.0054767i,0.0081298+0.0011843i,0.0020335-0.00072422i,-0.00033046-0.00036524i,0.0017357+0.00084526i,0.0052365-0.00025853i,0.0078955-0.0030665i,0.0078427-0.0037912i,0.0055462-0.002822i,0.0012086-0.001483i,-0.0049633+0.00046693i,-0.0082386+0.002899i,-0.0051133+0.0046014i,-0.0003119+0.0046106i
-0.036663+0.020617i,-0.075772+0.040232i,-0.080673+0.044056i,-0.028321+0.018392i,0.014816-0.014801i,0.015469-0.029639i,0.010104-0.02337i,0.0080223-0.013288i,0.0010382-0.008103i,-0.0046362-0.0034056i,-0.0045013+0.0017049i,-0.0016935+0.004256i,-0.00065766+0.0030626i,-0.0028112+9.7466e-05i,-0.0067142-0.0019962i,-0.0095704-0.0027934i,-0.010102-0.0027314i,-0.0072538-0.0030996i,-0.001578-0.0020838i,0.0038855+0.00093832i,0.0075655+0.0020322i,0.007677-0.00063037i,0.0052364-0.0037894i
0.040739-0.015293i,0.079635-0.025885i,0.079394-0.028899i,0.020201-0.015327i,-0.027504+0.007751i,-0.028738+0.023137i,-0.019229+0.01947i,-0.014005+0.012068i,-0.0056498+0.011377i,0.0015499+0.0093719i,0.0023938+0.0044623i,-4.1775e-05+0.001821i,-0.0011846+0.0036502i,0.00059747+0.0073207i,0.0033202+0.010189i,0.0043569+0.011i,0.0045105+0.0090617i,0.0033037+0.0049758i,0.0015366-0.00033089i,-0.000346-0.0056658i,-0.0023981-0.0075141i,-0.0040191-0.0050306i,-0.0054757-0.0022237i
-0.039676+0.0014133i,-0.079821+0.0031079i,-0.08064+0.010206i,-0.02156+0.019095i,0.031124+0.012805i,0.037857-0.0020643i,0.026959-0.0028361i,0.016674-0.00019304i,0.0059381-0.0042107i,-0.001432-0.0058354i,-0.0035706-0.0029025i,-0.0034524+0.00049437i,-0.0019444-0.00071781i,0.0002054-0.0044897i,0.00092475-0.006713i,0.00072927-0.0076835i,0.00028653-0.0073523i,-0.0005465-0.0053078i,-0.0023251-0.0011978i,-0.0049406+0.0038667i,-0.0048894+0.0066762i,-0.0029868+0.0069969i,-0.00035038+0.0067792i
0.038276+0.0048698i,0.076262+0.010333i,0.077007-0.00043766i,0.023278-0.024205i,-0.026026-0.028051i,-0.035491-0.01279i,-0.025286-0.0082164i,-0.016372-0.0053429i,-0.0090202+0.0050031i,-0.0026006+0.0096355i,0.0010383+0.0051062i,0.00061901+0.00058989i,-0.0018326+6.4439e-05i,-0.0034138+0.0028651i,-0.0035874+0.0056434i,-0.0033444+0.0060959i,-0.0027751+0.0059422i,-0.0017415+0.0052194i,0.001018+0.0036097i,0.0053874+0.0012157i,0.007339-0.00044601i,0.0064423-0.0014195i,0.0038976-0.0024633i
-0.033366-0.014244i,-0.070061-0.024879i,-0.076563-0.01035i,-0.034503+0.029667i,0.012392+0.046666i,0.02816+0.031671i,0.021127+0.02114i,0.014217+0.013789i,0.010497+0.0012728i,0.0058375-0.0052175i,0.00057179-0.0030068i,-0.0018667+0.0010379i,0.0011185+0.0014375i,0.0058884-0.00058367i,0.0083268-0.0035833i,0.0082277-0.0054204i,0.0058922-0.0038361i,0.0037546-0.0022937i,0.00082954-0.0027836i,-0.0039367-0.0041743i,-0.0066336-0.0050483i,-0.0061562-0.0039096i,-0.0050998-0.0019196i
0.034042+0.021931i,0.06666+0.036828i,0.079421+0.021424i,0.051966-0.025584i,0.010522-0.051152i,-0.0087163-0.04091i,-0.0055441-0.02781i,-0.0029888-0.015072i,-0.00392-0.00093606i,-0.0029656+0.0050843i,-0.0004461+0.0042135i,0.00042026+0.0021743i,-0.0031699+0.001527i,-0.0072319+0.0017838i,-0.0090774+0.00095224i,-0.0093295+0.00021502i,-0.0075186-0.00075572i,-0.0053077-0.00084822i,-0.0033218+0.0024321i,-0.00098959+0.0074066i,0.00033867+0.0094495i,0.0013311+0.0086929i,0.0034586+0.0068503i
-0.027171-0.026356i,-0.055787-0.047377i,-0.074474-0.035096i,-0.06384+0.017892i,-0.029847+0.052297i,-0.0053294+0.045053i,-0.0042462+0.030086i,-0.0027299+0.01825i,0.0040519+0.0064478i,0.0047155+0.00024728i,0.00048662-0.00023682i,-0.0022387+0.0015885i,-0.0013416+0.0046888i,0.0012505+0.0067612i,0.0027223+0.0070934i,0.0024619+0.0067973i,0.0019952+0.0058191i,0.0026543+0.0034989i,0.0041769-0.00064088i,0.0055883-0.0047575i,0.0057223-0.0072015i,0.0054556-0.0078837i,0.0046113-0.0073131i
0.01964+0.033625i,0.045053+0.060739i,0.070064+0.055408i,0.075509+0.004808i,0.052629-0.035598i,0.027197-0.037301i,0.01764-0.024675i,0.008524-0.012651i,-0.0025765-0.0024293i,-0.0049087+0.0027151i,-0.00018667+0.0030378i,0.0028476+0.00049739i,4.1538e-05-0.0036151i,-0.0030938-0.0056499i,-0.0027272-0.0056876i,-0.0021645-0.004743i,-0.0017217-0.0025495i,-0.00099901-0.0019068i,-0.0036016-0.0016981i,-0.0085629-1.66e-05i,-0.010849+0.0011807i,-0.011213+0.0018312i,-0.010745+0.0027849i
-0.012173-0.037666i,-0.03391-0.068287i,-0.063264-0.069067i,-0.080654-0.02209i,-0.065453+0.02302i,-0.038304+0.030179i,-0.024612+0.019319i,-0.012327+0.011939i,0.00121+0.0074304i,0.0042722+0.0039784i,0.00065302+0.0011274i,-0.0019672+0.00087673i,-0.0018261+0.0039809i,-0.00042056+0.005886i,0.0011205+0.0057094i,0.0014195+0.0048779i,-4.0787e-05+0.0032994i,-0.00019718+0.0021734i,0.0024441+0.0024774i,0.0058322+0.0026078i,0.0069233+0.0040189i,0.0073621+0.0062068i,0.0083445+0.0060469i
0.0068148+0.033773i,0.019054+0.069538i,0.045488+0.082179i,0.073108+0.048525i,0.071321+0.0057008i,0.049022-0.0085856i,0.032023-0.0044014i,0.015941-0.0021417i,0.0011435-0.0024956i,-0.0037629-0.00037709i,-0.0025937+0.0022006i,0.00042136+0.002334i,0.0022928+0.00092049i,0.0030526-0.00073622i,0.0034906-0.0026765i,0.0036236-0.0029729i,0.0039027-0.0016838i,0.003373-0.0011806i,0.0006649-0.0031741i,-0.0030799-0.0059292i,-0.0034388-0.0077235i,-0.001382-0.0093996i,-0.00103-0.0092872i
0.004347-0.033989i,-0.001702-0.073043i,-0.026444-0.094748i,-0.060976-0.071648i,-0.068409-0.029459i,-0.048923-0.0073981i,-0.029539-0.004552i,-0.014625-0.00057299i,-0.0015239+0.0042518i,0.0034863+0.0037921i,0.00051257+0.0011289i,-0.0047032+0.00014669i,-0.0072152+0.0021608i,-0.0069079+0.0033243i,-0.0065374+0.0021391i,-0.0057017-0.00059372i,-0.0034854-0.002646i,-0.0019722-0.0015581i,-0.0011334+0.0015581i,-0.0013585+0.0049603i,-0.0033721+0.0069128i,-0.0053289+0.0076382i,-0.0059129+0.008227i
-0.0069573+0.031048i,-0.010499+0.07058i,0.0058186+0.09928i,0.040959+0.088358i,0.056474+0.051045i,0.042601+0.025198i,0.02489+0.016571i,0.012472+0.0074535i,0.0034831-0.0002006i,-0.00065435-0.00048835i,-0.00026884+0.0021576i,0.0012807+0.0040457i,0.0028545+0.0036842i,0.0030041+0.0030538i,0.001696+0.0028605i,-0.00052581+0.0029561i,-0.003099+0.0029858i,-0.0028876+0.0015289i,-0.00064547-0.00072811i,0.0016503-0.0021396i,0.0044958-0.0018414i,0.0075452-0.0010487i,0.0090843-0.0010432i
0.014882-0.02839i,0.027546-0.065066i,0.020523-0.096934i,-0.013308-0.094913i,-0.036525-0.062877i,-0.029567-0.034397i,-0.015418-0.021305i,-0.0075226-0.0080844i,-0.001662+0.0030609i,0.0018011+0.0038575i,0.0017518+0.00032325i,-0.00083306-0.0025625i,-0.0031545-0.0032111i,-0.0028093-0.0022016i,-0.00037037-0.0014039i,0.0020146-0.00069717i,0.0024575+0.00081241i,0.0015742+0.0018305i,0.00034922+0.0016565i,-0.0019202+0.00090722i,-0.0044352-0.0010349i,-0.0055203-0.0039593i,-0.0062081-0.0058419i
-0.016528+0.027216i,-0.037582+0.058987i,-0.040473+0.091201i,-0.012478+0.09737i,0.015446+0.072333i,0.017205+0.04307i,0.0081257+0.025448i,0.0049883+0.012117i,0.0042463+0.0021523i,0.0021305-0.00047014i,-0.0007768+0.0014289i,-0.00091856+0.0041407i,0.00079915+0.0058157i,0.0016653+0.0047997i,0.001028+0.0027678i,-0.0004763+0.0019206i,-0.00052195+0.0011506i,5.3738e-05+0.00018608i,0.00086666+0.00018842i,0.0012041+0.0010739i,0.00038184+0.0022674i,-0.00045605+0.0048538i,-0.00020028+0.0068332i
0.023968-0.018484i,0.052188-0.045369i,0.066687-0.074796i,0.044368-0.085648i,0.012778-0.069318i,0.0035536-0.043521i,0.0045125-0.025219i,0.00065883-0.01007i,-0.0019466+0.0014062i,0.00022058+0.0033103i,0.0024059+0.00041426i,0.0017612-0.0026096i,0.00042007-0.0032324i,0.00048564-0.0014759i,0.0017501-0.00082285i,0.0025781-0.0015072i,0.0025792-0.00017194i,0.0012957+0.0019188i,9.0245e-05+0.0021355i,-0.00023489+0.00054688i,0.00062606-0.0013315i,0.0020136-0.0021866i,0.0026632-0.0028392i
-0.026841+0.011549i,-0.061405+0.031372i,-0.084779+0.057208i,-0.067307+0.074391i,-0.031983+0.066538i,-0.014639+0.0426i,-0.0095091+0.022381i,-0.0025392+0.0097159i,0.0020755+0.002682i,0.00082232+0.0013347i,-0.0013544+0.0038579i,-0.0017987+0.0062357i,-0.0022051+0.0066976i,-0.003012+0.0048787i,-0.0034577+0.0018959i,-0.0032599-0.0010187i,-0.0014563-0.0031174i,0.0017824-0.0034879i,0.0030099-0.0035844i,0.0020243-0.003666i,-0.00023058-0.0032935i,-0.0025921-0.0032437i,-0.0044573-0.0020085i
0.029212-0.0067594i,0.066446-0.015864i,0.095394-0.030354i,0.084956-0.045058i,0.050185-0.04501i,0.02808-0.02961i,0.017452-0.015021i,0.0065979-0.0061065i,0.00018548+0.00024981i,-0.00013483+0.0025403i,0.0014443+0.0015504i,0.0026431+9.2848e-05i,0.002516-0.00050727i,0.0015139+0.0012949i,8.2761e-05+0.003092i,-0.0016279+0.0030195i,-0.0033947+0.0020888i,-0.0038283+0.00035755i,-0.0043235-0.00047858i,-0.0050163+0.00099764i,-0.004196+0.002778i,-0.0027319+0.0036274i,-0.00094882+0.0047803i
-0.027916-0.00041214i,-0.067736-0.00062654i,-0.099555+0.0051196i,-0.093742+0.020016i,-0.05963+0.02748i,-0.032472+0.019282i,-0.017321+0.0092963i,-0.0050285+0.0051253i,0.0010245+0.0025222i,0.00038473+0.00012925i,-0.0028244+0.00010394i,-0.0048517+0.0022028i,-0.004768+0.0029869i,-0.0033139+0.0024669i,-0.00073881+0.001905i,0.00062621+0.0015938i,0.0010471+0.0013674i,0.0021854+0.0014468i,0.0026147+0.0019056i,0.002456+0.0011791i,0.0031868-0.00046888i,0.0044371-0.0016518i,0.0040971-0.0026566i
0.027429+0.0043257i,0.063054+0.014119i,0.094375+0.019118i,0.092989+0.0074302i,0.063709-0.0062942i,0.035631-0.004894i,0.01852-0.00056176i,0.0066294-0.00094586i,-0.00018583-1.5628e-05i,-0.00051232+0.0025741i,0.0023318+0.0027024i,0.0046305+0.0010962i,0.0052994+0.00088457i,0.0037401+0.0020843i,0.0017844+0.0021312i,-5.9895e-05+0.0011043i,-0.0019811+0.00030724i,-0.0022848-0.00044439i,-0.0024837-0.0013732i,-0.0039262-0.0017217i,-0.0045083-0.0017454i,-0.0045466-0.0024626i,-0.0047275-0.0020034i
