0.0065121-0.00045211i,0.0047938-0.0039578i,0.0033245-0.006752i,0.00042379-0.0062107i,-0.0029953-0.0035597i,-0.0043044+0.00041843i,-0.0022748+0.0016226i,-0.00012222+0.001243i,0.0012901+0.00033387i,0.0009248-0.00094561i,-0.00049141-0.00097663i,-0.001098-0.00015633i,-0.0022089+0.00088614i,-0.0031984+0.0015847i,-0.0030554+0.001337i,-0.0019199+0.00075823i,0.00013426-0.0003128i,0.00080852-0.0006313i,6.9373e-05+0.00017457i,0.00043763+0.00048599i,0.00068494-0.00011329i,-0.00010994-0.00074418i,-0.0005342-0.00094103i
0.0016105+0.0011962i,0.0013476+0.001326i,0.0011671+0.00094114i,0.0012677+1.5998e-07i,0.0013467-0.00048916i,0.0011381-0.0002594i,0.0013078+0.00049018i,0.0011319+0.00040614i,0.0010601+0.0002852i,0.00049885-7.3398e-06i,-0.00048681-0.0011376i,-0.000669-0.00050721i,3.1737e-05+0.00072148i,0.00031275+0.00054223i,0.00011961+0.00040915i,0.00010576+0.00026575i,-0.00028473-5.1419e-05i,5.2582e-05+0.00030174i,-0.00047091+0.0004071i,-0.0015053+0.00067422i,-0.00094473+0.00080608i,2.3797e-05+0.00067647i,0.00067071+0.00015501i
-0.00052375-0.00056679i,-0.0015593+0.00066176i,-0.001122+0.00015861i,-0.00034761-0.0012511i,0.0003132-0.0014545i,0.00080725-0.0012i,0.001648-0.0010613i,0.0011335-0.0010377i,0.00077813-0.00067181i,0.00096146+8.2036e-05i,0.00043673+0.00057067i,-0.00028406+0.00037802i,-0.00064563+0.00033351i,-0.00071902+0.00067446i,0.00031723+0.00055017i,0.00046575-0.00027613i,0.00029364-0.00020504i,0.00078911+0.00067958i,0.00072593+0.00027651i,0.00061491-0.0003211i,0.00067601-0.00052151i,-0.00033133-0.00047465i,-0.001472-0.00081056i
0.0011658-0.00075016i,0.0014566-0.0007559i,0.0011248-0.00093663i,0.00037835+0.00021804i,-0.00046335+0.0017297i,-0.0006307+0.0011866i,0.00066267+0.00080472i,0.0012774+0.00045445i,0.00082533+0.00019862i,0.00047984-0.00030049i,-5.8565e-05-0.00052959i,-0.00054311-0.00043809i,-0.00082537-0.00061577i,-0.0009895+0.00040842i,-0.00045546+0.00091007i,0.00090441+0.00048347i,0.0014304+0.00017972i,0.00082383-8.3002e-05i,0.00080175+0.00027132i,0.0010282+0.00076217i,0.00017577+0.00024448i,-0.00020618+0.0001797i,4.8771e-05+0.00040228i
-0.0018017+0.00091206i,-0.0028233+0.0013076i,-0.0018578+0.00048273i,-0.0002006+0.00025088i,0.00032608+0.00055734i,0.0014842+0.00061942i,0.0020106-0.00013608i,0.0011444-0.00048301i,7.9673e-05-0.00031075i,-0.00039352-0.00059738i,-0.00045219-0.00079489i,-0.00016967+0.0004141i,0.00017372+0.00076057i,-0.00017497-0.00017024i,-5.3245e-05-0.00081892i,0.00013929-0.00082291i,0.0002001-0.00027603i,0.00049627+0.00010327i,0.00015778-0.00011213i,6.4554e-05+3.4261e-05i,0.0001433+0.00054136i,-0.00038084+0.00013537i,-0.00040376-0.00079127i
-0.00064177-0.0029557i,-0.00065872-0.0028653i,-0.0015572-0.0011588i,-0.0010642+0.00059177i,0.00089452+0.0013818i,0.0023451+0.00091575i,0.0022831-0.00042162i,0.0015947-0.0012259i,0.0010847-0.00057806i,0.0007126+0.00063311i,-0.00061558+0.0012739i,-0.0009009+0.00082474i,0.00059262+0.00042046i,0.0015088+0.00021389i,0.00057281+0.00036978i,-0.0004451+0.00056647i,-0.00052635-0.00043917i,3.0225e-05-0.00085793i,0.00052984-0.00037451i,0.00050805-0.00037683i,0.0005283-0.00044453i,0.00089825-0.00049746i,0.00021617-0.00022038i
0.0010134-0.00081737i,0.00054829-0.00080172i,0.00041501-0.0010294i,-0.000161-0.00078974i,0.00019491-0.00043635i,0.0014047-0.00030754i,0.0019905-0.00074319i,0.0011558-0.00038919i,-0.00015656+8.698e-05i,-9.9252e-05-3.6197e-05i,0.00061442+0.00037447i,0.00074994+0.0001996i,0.00089649+0.00029842i,0.00033175+0.00079557i,-0.0002511+0.0011372i,0.00037448+6.1596e-05i,0.00078956-0.00098081i,0.00069485-0.00037447i,-0.00014024+0.00045119i,-0.0002708+0.00034029i,0.00029027+6.2094e-06i,0.00020959-1.2371e-05i,0.00045041-0.00039105i
0.0016801-0.00011184i,0.0008713+5.4463e-06i,4.3429e-05+3.8721e-06i,-0.00051543-0.00025932i,-0.00035757-0.00044708i,-9.3419e-06+0.00013221i,0.00039712-0.00011745i,0.00058837-0.00091523i,0.00032876-0.00064673i,0.00012534-4.9078e-05i,-0.00014017+4.8116e-05i,-4.8094e-05-6.4174e-05i,-1.1035e-05+0.00032995i,-8.8094e-05+0.00039719i,0.00024386+0.00043613i,-7.1972e-05+0.0004137i,0.00021012+0.00018183i,0.00026673+0.00086283i,0.00018084+0.0010628i,-1.1568e-06+0.0011935i,-0.00043629+0.00090498i,0.00010404+0.00074628i,-7.8076e-06+2.1685e-08i
0.0035486-9.7924e-05i,0.0026271-0.0008278i,0.0024337-0.0021934i,0.0015688-0.0030413i,0.00032413-0.0027547i,5.0775e-05-0.00044835i,0.0010353+0.0014089i,0.0012243+0.00067169i,0.0011781+8.1878e-05i,0.0012116-0.00081788i,0.0002951-0.0012873i,-0.00085093-0.00083169i,-0.00078941-0.00025743i,-0.00081993+0.00038707i,-0.00051687+0.0011921i,0.00010542+0.00090666i,0.00030919+2.2488e-05i,0.00038651+0.00016107i,0.00025779+0.00011309i,0.00038668-0.0001777i,0.00057568-2.3448e-05i,0.00022476-0.00016871i,-0.0001355+0.00022577i
0.00088885+0.0010279i,0.00061417+0.00093912i,0.00054763+0.00049345i,0.00057229+0.0004712i,0.00049512-0.00011122i,0.00078009-0.0007432i,0.0010103-0.00052105i,0.00069036-0.00044764i,-0.00021226-0.00038619i,-0.00094784-0.0005432i,-0.00096439-0.0014303i,-0.00053358-0.00093074i,-0.0005228+0.00018611i,-0.00080786+0.00059699i,-0.00047771+0.00097791i,-0.00030335+0.00068307i,-0.00038028+0.000151i,0.00010806+6.7871e-05i,4.5604e-05-2.2873e-05i,3.3951e-05-0.00035582i,0.00032226+0.00012232i,0.00029106+0.0005437i,-0.00052192+0.00026073i
0.001514+0.00070708i,0.00079116+0.00063507i,5.8445e-05-0.00091248i,9.7828e-05-0.0011504i,-0.00012549-0.00013542i,0.00016829-0.00026903i,0.00020452-0.00065602i,0.00018527-0.00076733i,8.5369e-05-0.0001442i,-0.00014987+0.00025288i,-2.5319e-05+0.00068314i,-0.00022014+0.00078239i,-0.00058309+0.00010566i,-0.00055978+0.00026556i,-9.9219e-05+0.00073329i,1.1669e-05+0.0005735i,0.00053563-0.00033657i,0.00089839-0.00052915i,0.00029421-4.3051e-05i,-0.00027878+0.00043975i,-0.00038484-0.00014786i,0.00029164-0.0010965i,0.00049167-0.0011733i
0.00043935-0.0015033i,-6.1386e-05-0.00071336i,-4.5792e-05-0.0012851i,-0.00044444-0.0010902i,-0.00017166+3.3904e-05i,0.0007389+0.00048996i,0.0012108-7.9186e-05i,0.0010207-2.9557e-05i,0.00048064+0.00035282i,0.00075289+0.00021398i,0.00035943+0.00014271i,-0.00038402+6.8586e-05i,-0.00090698+9.2539e-05i,-0.0010095+0.0010188i,-0.00062527+0.0016884i,-5.9779e-05+0.00076011i,0.00029042+0.00016518i,0.00027529+0.00047572i,0.00045111+0.00054429i,0.00056727+0.00072538i,0.00026118+0.0003759i,-0.00015554-0.0001073i,0.00019487-9.273e-05i
0.00011264+0.0004031i,0.00050003+0.00089594i,7.4484e-06-9.5768e-05i,-0.00039436-0.00072891i,-0.00017534-0.0006139i,0.00092523-0.0006947i,0.0022156-0.00066469i,0.0017607-0.00098172i,0.00055847-0.0013965i,0.00069865-0.0013929i,0.00016664-0.00093258i,-0.00050159-0.00019222i,-0.00040927-5.8053e-05i,-0.00031799+0.00021065i,-0.0001099+0.00048527i,0.00010107-0.00047737i,0.00034413-0.0012499i,0.00025169-0.00082982i,0.00067007-0.00062093i,0.00060381-0.00014566i,0.00032175+3.6608e-05i,0.00082111+0.00032488i,0.00057735+0.0007168i
-0.00035017-0.00050833i,-0.0018802+0.0003239i,-0.0025159+0.0006888i,-0.0019796+0.001886i,-0.00089997+0.0013583i,0.00044625-8.9825e-05i,0.0011318-0.00065019i,0.00095452+2.8123e-06i,0.00044881+1.5536e-05i,-3.8597e-05-0.00022234i,-0.00098151+0.00036225i,-0.0014953+0.00068799i,-0.00050992+0.00036263i,0.00052375+0.00030001i,0.00037922+0.00063579i,0.00040613+0.00097486i,0.00087198+0.0009395i,0.00073296-7.4258e-05i,0.0010639-0.00093021i,0.0013457-0.00068935i,0.00061802+0.00012661i,-0.00032912+0.00031261i,-0.00020865+0.00052431i
0.0018889+0.00095047i,0.0011664-0.00013228i,0.00082501-0.0014338i,0.00095724-0.00098154i,0.0016558+9.7629e-05i,0.0023031+0.00077225i,0.0018843+0.00094097i,0.0014425+0.00076817i,0.0003788+0.00058564i,-0.00064492+0.00068871i,-0.00089736+0.00036869i,0.00027351+0.00083092i,0.00049457+0.0012265i,-0.00076927+0.00054981i,-0.0014423+0.00021997i,-0.00043689-6.1632e-06i,0.00021746+0.00023245i,-0.0002804+0.00064462i,-0.00022118+0.00029978i,0.00028827-0.00058207i,4.6905e-05-0.00078737i,0.00010106-0.00037429i,0.00047041-8.4159e-05i
-0.0007758-0.00090005i,0.00010706-0.0016037i,2.9958e-05-0.0012532i,-0.00058511-0.0009233i,-0.00028609-0.00088272i,0.0013015-9.6536e-05i,0.0017318-0.00018131i,0.00084985-0.0007715i,0.00073133+0.00019602i,0.00011228+0.0016883i,-0.00041913+0.0012026i,-0.00019023+0.0001035i,0.00021991-0.00014291i,-0.00014583+5.0022e-05i,-0.0003152+8.9044e-05i,0.00026147+0.00028375i,0.00044601+0.00040734i,0.00014601+0.0001302i,-0.00019972+0.00044986i,-0.00020979+0.00082202i,-0.00017652+0.00060977i,-0.000372+0.0003486i,0.00037064-0.00036949i
-0.001929+0.0014285i,-0.001949+0.0016443i,-0.0014987+0.001723i,0.00035404+0.0014681i,0.0020189+0.00072143i,0.0029901-0.00038685i,0.0023029-0.0009356i,0.00092145-0.0011888i,0.000267-0.00096608i,-8.9786e-05+0.00011981i,-0.00021781+0.00031322i,-0.00010965-0.00024746i,0.00028773-0.00087274i,0.0010687-0.00057196i,0.001329+0.00028166i,0.00070829+0.00016345i,0.00021894-9.4486e-05i,-0.00049867+0.00016926i,-0.00046351-0.00020371i,-0.00016174-3.8767e-05i,-0.00037546+0.00083384i,-0.00066084+0.00086389i,-0.00029832+0.00088982i
0.00018874-0.0022086i,-0.00049258-0.0025031i,-0.00074683-0.0012703i,-0.0017175+0.00011493i,-0.0020454+0.00063884i,-0.00054653+0.0010167i,0.00099425+0.00050535i,0.0011927-0.00034805i,0.00040385-0.00035292i,-1.1361e-05+0.00055626i,-0.00040381+0.00085151i,-0.0012524+0.00074912i,-0.00028513+0.0010619i,0.0009643+0.00081686i,0.00059286+0.00011797i,0.00079098+4.2977e-05i,0.0013572+0.00022873i,0.00069613+0.00059821i,-0.00020246+0.00062799i,0.00015669-0.00018331i,0.0014662-0.00048995i,0.00084631-6.7248e-05i,-0.00017926-0.00014697i
-0.0010105+0.0011287i,-0.00083182+0.0013021i,-0.00093783+0.0013889i,-0.00042853+0.0012332i,0.00096194+0.0010966i,0.0019945+0.00016934i,0.0018766-0.00069912i,0.0016375-0.0012591i,0.00092272+0.00028042i,-0.00026572+0.0017218i,4.0403e-05+0.0013219i,9.472e-05+0.00097312i,-0.00020881+0.00083221i,-0.00032608+0.00014686i,-0.00088408-9.9705e-05i,-0.00069586-1.7534e-05i,3.917e-05-0.00057557i,8.4881e-05-0.00058665i,-0.00080384-0.00033539i,-0.0010975-0.00054352i,0.00024262-0.00011329i,0.0010225+3.0091e-05i,0.00096845-1.1408e-05i
-0.00025347-0.0018111i,-0.0008649-0.0031359i,-0.00092471-0.0040585i,-0.0016275-0.0030239i,-0.0020301-0.0011317i,-0.00040915-0.00088096i,0.0012913-0.0011488i,0.0015277-0.00082909i,0.0010004-0.0001465i,0.00057066+3.309e-05i,4.5228e-05-0.00036549i,-0.00011133-0.00043535i,7.0239e-05-0.00021755i,1.1142e-06+0.00041544i,-0.00033664+0.00064255i,-0.00010583-0.0001313i,0.00013635+0.00020214i,0.00047033+0.00040666i,0.0005893-0.00051776i,0.00053145+6.164e-05i,0.0004196+0.00073605i,0.00032028-0.0001035i,0.00047799-0.00091525i
0.0014472+0.0015689i,0.0029194+0.0018829i,0.0029858+0.003084i,0.0015257+0.002656i,0.00079182+0.0010465i,0.0011322+0.00024827i,0.0019004+0.00098682i,0.0015405+0.0015049i,0.00034665+0.0011479i,-0.00034506+0.00098287i,-0.00064265-0.00026687i,-0.00070432-0.0012284i,-0.00013613-0.00038196i,0.00028503-5.4835e-05i,-0.00041237-9.76e-05i,-0.000562+8.5453e-05i,0.00012932+0.00033434i,0.00014496+0.00031923i,-0.00083375-0.0002268i,-0.00069541-0.00090311i,-0.00025976-0.0011835i,-0.00030422-0.00085458i,2.5724e-05-0.00045728i
0.00018249-0.00057096i,-0.0011898-0.0010795i,-0.0029061-0.0010803i,-0.0027911-0.0012297i,-0.00073659-0.0010068i,0.0011716-0.00061187i,0.0019538-0.00047002i,0.0016406-0.00062407i,0.00013704-0.0011097i,-0.00066465-0.00072549i,-0.00052264-0.00039915i,-0.00068603-0.00044222i,-0.00044174+0.00011876i,-0.00044974+0.0002875i,-0.001001+0.00046772i,-0.00070917+0.00032436i,0.00015859+0.00056466i,0.00025164+0.00094382i,-0.00055365+0.00052513i,-0.0011984+0.00055632i,-0.0010018+4.9953e-05i,8.7993e-06-0.0002375i,0.00035826+0.00031436i
0.00026108-0.00074824i,0.00066134-4.0135e-06i,0.00057793+0.00067568i,-0.00059664+0.0016374i,-0.00098035+0.0017554i,-0.00016909+0.0012225i,-0.00037599+0.00045175i,-0.00074997+3.4123e-08i,-4.1484e-05+6.9164e-05i,-4.2068e-05+7.4993e-06i,-0.00050645+0.00042279i,0.00014256+0.00053588i,0.00073215+2.1328e-06i,0.00059677-0.00047583i,0.00026531-0.00010496i,-0.00018989+0.00068415i,-0.0001514+0.00094607i,0.00045577+0.00049818i,0.00072854-8.6438e-05i,0.00032084-3.2653e-05i,-0.00065004+0.00020791i,-0.0007645-0.00041758i,-0.00014068+0.00012972i
0.002032-0.001616i,0.0012495-0.0020736i,-0.00017523-0.0024949i,-0.0010202-0.0018441i,-0.00056238-0.00097135i,0.00036574-0.00047783i,0.00080863-0.00032259i,0.00087085-6.9796e-05i,0.001022+0.00037732i,0.00037608+0.00036781i,-0.00075392+0.000474i,-0.0014666+4.8916e-05i,-0.0015078-0.00044678i,-0.00070499+0.00019459i,-0.00035705+0.00065651i,5.4925e-05+0.0011107i,0.00074817+0.0015388i,0.00044357+0.0010046i,0.00041075+0.001188i,0.00065718+0.00085704i,0.00027172-0.00035201i,0.00022618-0.00025344i,0.00029657+0.00067932i
-4.8449e-05-0.00033345i,-0.00045815-0.00070452i,-0.00091029-6.269e-05i,-0.0016129-0.00016748i,-0.00070936-0.00063612i,0.00064587-0.00065304i,0.00063416-0.0013818i,0.00018241-0.001774i,0.00057753-0.00056097i,0.00033246+0.00058951i,-0.00064383+0.00078452i,-0.0011929+0.00050268i,-0.00081959+0.00057907i,-0.00052065+0.00010826i,-0.00069766-0.00036126i,-0.00031217-0.00032673i,2.8492e-05-0.00020619i,-0.00019406+0.00017704i,-7.9386e-05+0.00038088i,0.0008236+0.0007955i,0.0005924+0.00061355i,0.00057607-0.0001786i,0.00034841-6.9481e-05i
0.00065245-0.001076i,0.00091467-0.0014597i,0.0016898-0.0016251i,0.0019553-0.0018722i,0.0014315-0.0016302i,0.0012619-0.0015683i,0.001602-0.0011163i,0.0015843-0.00034525i,0.0014133+0.00046769i,-0.00029703+5.3131e-05i,-0.0014219-0.0002973i,-0.001163+0.00022153i,-0.00073784+3.4108e-05i,-0.00032626-0.00014113i,-0.00064644+0.00029645i,-0.00018821+0.00033575i,0.00076668+0.00050956i,0.00045383+0.00071853i,1.8773e-05+0.00087314i,-8.44e-06+0.00057006i,0.00066655+0.00010478i,0.00055243-4.6482e-05i,-3.1255e-05-0.00034308i
0.002166-0.0010852i,0.0012268-0.0023142i,-1.8165e-05-0.0017989i,-0.0015166-0.0003154i,-0.0010083+0.00020605i,0.0010938+0.00070425i,0.0012402+0.00093608i,0.0005672+0.0011581i,0.00010605+0.00059154i,8.3647e-05-8.9337e-05i,-0.0004597+0.00016487i,-0.0013183+0.0007007i,-0.0012939+0.0010092i,-0.0011437+0.0014006i,-0.00069656+0.0011105i,-0.00013483+0.00078105i,0.00040906+0.00063647i,0.00095381+0.00028475i,0.0010059+0.00036108i,0.00085071+0.00039888i,0.00086634-7.3297e-05i,9.4557e-05-0.00038488i,-0.00012713-0.00016166i
0.00040433+0.00068964i,0.00012504+0.00023229i,0.00085429-0.0013916i,0.00081273-0.002712i,0.00043596-0.0023169i,0.0013804-0.0010208i,0.001705-0.00058494i,0.0010089-0.00054405i,0.00072726-0.00045908i,0.00049855-0.00036404i,-9.606e-05-0.00050004i,0.00041027-0.00071392i,0.00050851-0.00046151i,0.00013003+4.2019e-06i,0.00078286+0.00068686i,0.00095949+0.00055906i,0.00043923-0.0007439i,0.00028583-0.0012191i,0.00086274-0.00021439i,0.0012215+0.00018368i,0.00078382-0.00080577i,0.00058119-0.00074493i,0.00017288+0.00013742i
-0.0008915-0.0018075i,-0.0016181-0.0016699i,-0.0021296-0.00049848i,-0.0021406+0.001128i,-0.0017507+0.0019175i,-0.0011087+0.0014746i,8.0981e-05-0.00034186i,0.00068134-0.0014411i,0.00025486-0.0011623i,0.00024877-0.0004689i,-0.00011451-1.7702e-05i,-0.00080474+0.00010601i,-0.00071649+0.00061543i,-4.8995e-05+0.00088438i,0.00096946+0.0011136i,0.00095625+0.00090437i,0.00028798-3.3763e-05i,-0.00011016-0.0005789i,0.00043947-0.00064544i,0.0012195-0.00059349i,0.00074466-0.00021638i,0.00023645+0.00046698i,0.00027755+0.00062608i
-0.0010022+0.00022739i,-0.001077-0.00033653i,-0.0013955-0.00065914i,-0.00076457+0.0003816i,0.00055392+0.0014764i,0.0023909+0.0007205i,0.0033701+0.00011638i,0.0021327-0.0004137i,0.00077969-0.00035678i,0.00017662+0.00089492i,0.00022511+0.0013137i,1.9497e-05+0.0015174i,-0.00012456+0.0013531i,-0.00056345+0.00024011i,-0.00063083-0.00065084i,-2.8788e-05-2.0471e-05i,0.0001062-9.0111e-06i,-7.1278e-05-0.00050248i,-0.00050972-0.00026169i,-0.00041658-5.2652e-05i,0.00032064-0.00022376i,0.00050778+0.0003217i,0.00096178+0.00058606i
0.0015692+2.5743e-05i,0.0017488-0.00075446i,0.0015312-0.0012213i,0.00063593-0.0023912i,0.00030033-0.0021904i,0.00052368-0.00058072i,0.0010191+0.00037788i,0.00099443+0.00028467i,0.00044335-0.00056318i,-0.00024781-0.0013436i,-0.00017526-0.0010577i,0.00028075+0.00046211i,0.00021216+0.00087959i,0.00024827+0.00047039i,0.00010561-0.00031508i,1.6486e-05+1.3555e-05i,0.00020634+0.0012239i,6.5615e-05+0.0015529i,-0.0004115+0.0012319i,-0.00023138+0.00036899i,-4.089e-05-0.00020182i,-0.0001421-4.37e-05i,-8.2967e-05+0.00079968i
-0.0013169+0.00071594i,-0.0010428+0.00089544i,-0.00040179+0.00035692i,-0.00018824+0.00024632i,0.00072155+0.00031994i,0.0020164-6.8777e-05i,0.0022272+0.00034254i,0.0012822+0.00084244i,9.5975e-05+0.00065432i,-0.00052996-0.00054589i,-0.00055168-0.00077442i,-0.00030895+0.00044162i,-0.00011893+0.00094375i,-0.0002996-4.7447e-05i,2.4585e-05-0.00043341i,0.00049401+0.00030622i,7.4571e-05+0.00025445i,-0.00023267+0.00030855i,0.00040121+0.00035903i,0.00033747+0.00010873i,-0.0002783+0.00017153i,-0.0003973+0.00051i,-0.00012341+0.00018224i
0.0005616-8.9793e-05i,-0.00071854-0.00047676i,-0.00063245-0.00027711i,-0.00025298-0.00040059i,-0.00053021-0.00039826i,-0.00055622+0.0002144i,1.8529e-05+0.0001427i,0.00039765-0.00029671i,-0.00025971-0.00040759i,-8.6217e-05-0.0005759i,0.00017325-0.00055291i,-0.00058209+0.00043038i,-0.00069357+0.0004705i,-6.6967e-05+0.0001144i,-0.00035145-0.00010857i,-0.00062896-0.0007749i,0.00011575-0.00040336i,0.00022-0.00014411i,7.5881e-06-0.00051537i,6.4317e-05-0.00026819i,0.00067155-0.00047776i,0.00057825-0.00029892i,5.5945e-05+9.513e-05i
-0.0038371-0.00027829i,-0.0033218+4.1533e-05i,-0.0030207-0.00047885i,-0.00067842+0.00050996i,0.0017591+0.0016258i,0.0026914+0.0018415i,0.0037003+0.0011072i,0.0035022-0.00036643i,0.0014724-0.001058i,0.00017868-1.0576e-05i,-0.0010066+0.00093605i,-0.00097587+0.00096972i,2.3634e-05+0.0012724i,-8.8222e-05+0.0012167i,0.00015714+0.00013928i,0.00039871-0.0001868i,6.4152e-05+0.00068666i,-1.0069e-06-6.9302e-05i,-0.0006098-0.0011507i,-0.00096843-0.0011902i,-0.00019516-0.00066104i,-0.00066712-0.00038062i,-0.0017133-0.00033789i
-0.00028585-0.0027073i,-0.0015241-0.00048172i,-0.0036888+0.001086i,-0.0036774+0.0011467i,-0.0013055+0.0011713i,0.0011371+0.00094465i,0.001261-1.5558e-06i,0.00073761-0.00052447i,0.00026471-0.00024814i,-0.00033528+0.00049118i,-0.00041645+0.001058i,-0.00057679+0.0011969i,-0.00045149+0.0014879i,0.0005156+0.00088981i,0.00063858+0.00028296i,0.00021206+0.00033962i,0.00029566-2.2708e-05i,0.00037177+7.1952e-05i,0.00020562+9.8602e-05i,-0.00017095-0.00029787i,-0.00046308+0.00030568i,-0.00015238+0.00046008i,-4.0067e-05+0.00023859i
6.1421e-05-0.0011615i,-0.0012889-0.00080646i,-0.0010267+1.5459e-05i,-0.00017957+0.00039659i,0.00030815+0.00053111i,0.00085424+0.00062773i,0.0013465+0.00086144i,0.0011355+0.00066214i,0.00065796+0.00086635i,0.00048007+0.00044493i,-0.00015613-0.00011935i,-0.0010205-0.00024611i,-0.0005895-0.00076871i,-0.0001839-1.3131e-05i,-0.00026675+0.00035392i,0.00011796+0.00046947i,9.2303e-05+0.0011692i,-0.00011157+0.0006432i,-0.00011657-0.00083272i,-0.00032257-0.00080753i,-0.00075812-4.8784e-05i,-0.00050403+0.00060062i,-0.00053049+0.00087744i
0.0013582-0.00052894i,0.00068669-3.159e-05i,0.0016396+0.00048988i,0.0023344-0.00025007i,0.002278-0.00086285i,0.0016778-0.00061632i,0.0013724-3.4753e-05i,0.0016462+0.00076624i,0.0014747+0.00035053i,0.00049594-0.0008862i,-0.00036871-0.00098112i,-0.0012189-5.4912e-05i,-0.0014557+9.932e-05i,-0.00049864-0.00056533i,-0.0010784-0.00092982i,-0.0018582-0.00084033i,-0.0011008-0.00020488i,-0.00062536+0.00056083i,0.00018011+0.00082289i,0.0010178+0.0009644i,0.00052956+0.0005263i,0.00019884+0.00078686i,0.00036665+0.00081944i
-0.0038747-0.00022344i,-0.0033716+0.0011053i,-0.0027098+0.0018776i,-0.0012082+0.0012977i,0.00011688+0.00017853i,0.0015043-0.0012658i,0.0022608-0.0021111i,0.0017893-0.0012623i,0.0016009-0.00041982i,0.0011209-0.00012754i,0.0006127+0.0005033i,0.00050683+0.001134i,0.0002408+0.00049197i,0.00049672-0.00078796i,0.00057254-0.000969i,0.00016545-0.0002952i,0.00025009-3.9301e-05i,0.00015362+0.00043345i,-3.002e-05+0.00070658i,-0.00012904+0.00029065i,-2.3124e-05-3.8034e-05i,-0.00038787+0.00039683i,-0.000444+0.0006005i
0.00043196-0.00034067i,0.0010413-0.00048116i,0.0012903+0.00076855i,0.00060321+0.00087043i,5.2228e-05+0.00075435i,0.00077228+0.00047352i,0.0012243-0.00048142i,0.00062541-0.00059999i,-7.457e-05+8.3581e-05i,-0.00014989-8.8877e-06i,-0.00013763-0.00060965i,-0.00043693-0.00071121i,-2.889e-05-0.0010243i,0.00047564-0.00043803i,0.00017405+0.0009001i,0.00020982+0.00058151i,7.1575e-05-7.8357e-05i,-9.2612e-05+0.00014112i,0.00022083+0.00018789i,0.0008263-0.00052686i,0.00080254-0.00065885i,0.00053958-0.00011532i,0.00058305-0.00017712i
-0.0010033-0.0019312i,-0.0014073-0.00038606i,-0.00075541+0.00048894i,0.00017183+0.0016092i,0.00014928+0.0019981i,0.0012837+0.001653i,0.0022268+0.00067814i,0.0015694-0.001055i,0.00053363-0.0016655i,0.00012988-0.00068609i,0.00084866-0.00070364i,0.0011113-0.00064991i,0.00036543+0.00032829i,0.00040894+0.00018974i,0.00094315-0.00045988i,0.00034357-4.9481e-05i,9.2629e-05-2.963e-05i,0.00079677-0.00012632i,0.0012665-0.00016943i,0.00095894-0.00082953i,0.0006619-0.00068708i,0.000374-2.6118e-05i,9.7395e-06+4.8516e-05i
-3.287e-05+0.0014389i,-0.0002159+0.0010704i,-0.00047165+0.00013554i,-0.00096506-0.00048151i,-0.00089275-1.1424e-05i,0.00085643+6.2868e-05i,0.0018968-0.00061201i,0.00089399-0.00049267i,-7.147e-05-0.00032835i,-0.00010015+2.8449e-07i,1.4753e-05-0.0003702i,2.7059e-05-0.00084013i,7.3385e-05-0.00029869i,-0.00024778-5.3912e-05i,-0.00090618-0.00065876i,-0.0004748-0.00037902i,3.0927e-05+0.00084942i,1.8926e-05+0.00036192i,0.00024149-0.00055597i,5.474e-05-0.00054824i,-9.803e-05+0.00059714i,0.00016336+0.0013046i,0.00025045+0.00051482i
-0.00032523-0.00038198i,0.00014697-0.0010983i,-0.00033463-0.00080903i,-0.0004304+0.00018403i,0.00015698+0.00080335i,0.00074643+0.00013441i,0.001618-0.00027321i,0.001526-0.00017881i,0.0002154-0.00022826i,-0.00088763-7.3988e-05i,-0.00071648+1.1041e-05i,-0.00065643-0.00013096i,-0.00092383-0.00040627i,-0.0001856+5.6514e-06i,0.00050342+0.00011265i,0.00043555+2.3156e-05i,0.00018683+0.0001983i,0.00021944-0.0006244i,0.00061995-0.00062117i,0.00056949+4.7602e-05i,0.00052389+0.00029509i,0.00023235-0.00018162i,0.0002401-0.00018607i
0.00060592+0.0011319i,0.00055252+0.00060656i,0.00030485+0.0015202i,-0.00037655+0.0024987i,0.00076889+0.0021747i,0.0018348+0.001503i,0.0011884+0.00064129i,0.0001376+6.4254e-06i,-0.00010152-0.00045697i,-0.0004136-0.00033523i,-0.00056076-0.00034594i,-0.00018246+0.00025396i,-0.00063805-0.00032642i,-0.00023706-0.0014304i,0.0005745-0.0011268i,0.00060742-0.00013164i,0.00065219+0.0012838i,0.00045296+0.0021161i,-0.00026957+0.0012075i,-0.00025114+1.6707e-05i,-0.00031445-4.8047e-05i,-0.00072126+8.9712e-05i,-0.00061003+0.00031106i
0.0011577-0.0011965i,-0.00025983-0.0023279i,-0.00091452-0.001902i,5.5312e-05-0.0011296i,0.0011137-0.00086882i,0.0015475-0.00017896i,0.0022838-0.00036082i,0.0021659-0.00095156i,0.0012825-0.00087572i,0.00083359-0.0006328i,0.00070814-9.2911e-05i,0.00020279+0.00033761i,-0.00010751+0.00019347i,6.5407e-05+0.000704i,0.00072413+0.00086682i,0.0007515+0.0004814i,-0.00021483+0.0002298i,-0.00024333-0.00013347i,0.0005121-0.00030278i,0.00078144-0.00016689i,0.001247+0.00023837i,0.0014667+9.5372e-05i,0.00077223+0.00033281i
