-0.0017543+0.0019123i,-0.0018644+0.0010726i,-0.001512+0.00055574i,-0.0011243+0.00017655i,-0.0011772+0.00090993i,-0.0015945+0.0015616i,-0.00067104+0.0014993i,0.00037239+0.0013909i,0.0003081+0.00096481i,0.00028573-0.00021174i,0.000986-0.00088069i,0.0010497-0.00097277i,0.00051246-0.0007882i,-3.783e-05-0.00054589i,4.9772e-05-7.7431e-05i,0.00010795+0.0001024i,-0.00033712-0.00021269i,-0.00011724-0.00040375i,0.00017421-0.00019366i,-0.00017569-0.0002057i,0.00073069+2.9068e-05i,0.0011078+0.00035016i,0.00025039+0.00052131i
-0.0017794+0.013876i,-0.011787+0.032476i,-0.036742+0.054091i,-0.059245+0.05178i,-0.053449+0.026796i,-0.033209+0.0067773i,-0.015568+0.00082689i,-0.0039404+0.0047888i,-0.00047992+0.0086193i,-0.0012399+0.0062891i,-0.0016141+0.0020621i,0.00021721-0.00078505i,0.0027086-0.00067355i,0.0037192+0.0010276i,0.0041941+0.0019195i,0.0047817+0.001641i,0.0036651+0.00011731i,0.0027419-0.0013399i,0.0042871-0.0042911i,0.0054782-0.0086389i,0.0043228-0.0092295i,0.0024914-0.0060287i,0.0014349-0.002077i
0.0042826-0.0096753i,0.018518-0.023183i,0.046549-0.032862i,0.067351-0.023329i,0.057135-0.0042147i,0.034108+0.0058629i,0.017944+0.0066342i,0.0089617+0.0033103i,0.0045293+0.00065852i,0.0018252+0.000105i,-0.0016567+0.00015789i,-0.0049508+0.00061121i,-0.0040891+0.0018541i,-0.0012829+0.0027823i,0.001309+0.0023087i,0.0038415+0.00010077i,0.0040908-0.00068808i,0.0017148-0.0001515i,-0.0027883+0.000612i,-0.0075822+0.0027515i,-0.0085834+0.0039862i,-0.0050254+0.002902i,-0.0019844+0.00036326i
-0.0030021+0.0066234i,-0.019221+0.013086i,-0.0473+0.012951i,-0.062324-0.00066546i,-0.047201-0.013346i,-0.023549-0.015127i,-0.0099543-0.011039i,-0.0038047-0.0050803i,-0.00089275-0.0015187i,0.00027748-0.0011067i,0.00163-0.00020769i,0.0026547+0.0018871i,0.00178+0.0031978i,-0.00036167+0.0036042i,-0.002939+0.0031784i,-0.0050916+0.0022457i,-0.004819+0.0016832i,-0.0020799+0.0011324i,0.0018274+0.0020177i,0.0064631+0.0030698i,0.0083258+0.0024545i,0.005649+0.0014315i,0.0024277+0.0011501i
0.0036932-0.0045687i,0.020693-0.0039528i,0.044761+0.0065755i,0.053898+0.023358i,0.038679+0.029239i,0.017316+0.021546i,0.0040836+0.010234i,-0.0021217+0.0019781i,-0.005002+0.00038611i,-0.0043253+0.0021927i,-0.0014282+0.0019345i,0.00024143-0.00063782i,-0.0012836-0.0022919i,-0.0028643-0.0016837i,-0.0020439-0.00032163i,-0.0011562+0.00058329i,-0.0017364+0.0010109i,-0.002125+1.1978e-05i,-0.0034125-0.0022559i,-0.0058393-0.0045849i,-0.0065971-0.0054858i,-0.0052363-0.0032333i,-0.0032901-0.0004783i
-0.0081065+0.00018339i,-0.023222-0.0010991i,-0.041989-0.013547i,-0.042875-0.029948i,-0.025218-0.030789i,-0.0083174-0.019894i,-0.001924-0.0097337i,-0.0042-0.0017257i,-0.0077619+0.0034367i,-0.0066401+0.0052891i,-0.0030995+0.0057751i,-0.0002182+0.0060184i,0.00072034+0.005139i,0.00012302+0.0030896i,-0.0012584+0.0010415i,-0.0025029-8.1102e-05i,-0.0031267-0.00072282i,-0.0024516+0.00062655i,-0.0010083+0.0044829i,0.00034337+0.0074347i,0.00099945+0.007086i,0.0010064+0.0044689i,0.0010173+0.0033249i
0.0081436-0.00041176i,0.017527+0.0062604i,0.028567+0.023114i,0.02654+0.036353i,0.012232+0.031299i,0.0018762+0.017707i,-0.00043251+0.0071799i,0.00090529+0.0026629i,0.0003925+0.0027415i,-0.0030267+0.0029983i,-0.0047766+0.0016261i,-0.0039313-9.9778e-05i,-0.0021157-0.0005191i,0.0010947+0.00058209i,0.0045934+0.0034099i,0.0061797+0.0047931i,0.0055483+0.0032328i,0.0033913+0.00065217i,0.0024727-0.0028386i,0.0039631-0.0057538i,0.0044542-0.0059584i,0.00291-0.0040577i,0.0014901-0.002685i
-0.0016703-0.0034011i,-0.011856-0.013038i,-0.019067-0.030217i,-0.013515-0.038995i,-0.0027363-0.028705i,0.0044059-0.013619i,0.00605-0.0040397i,0.0038143-0.0007026i,0.0023813-0.00033788i,-0.0006759-0.00027877i,-0.0057195-1.3719e-05i,-0.0091936+0.0020995i,-0.0080352+0.004102i,-0.0031951+0.0031869i,0.00033574-0.0013057i,0.0010378-0.0054619i,0.0012046-0.0052824i,0.00052533-0.0033432i,-0.0023144-0.0014791i,-0.00567+0.0002372i,-0.0067902+0.001135i,-0.0046941+0.0016188i,-0.0023093+0.001799i
0.0028602+0.0013966i,0.0061382+0.010305i,0.0053956+0.025578i,-0.0027228+0.032922i,-0.0078214+0.023589i,-0.0064081+0.010544i,-0.0032954+0.0019999i,0.00032484-0.0017624i,0.0011658-0.0022881i,0.00056156-0.0026356i,0.00057557-0.0038027i,0.00076086-0.0047153i,0.00048191-0.0048983i,-0.00031604-0.0018145i,-0.0014047+0.0020352i,-0.0026151+0.0032957i,-0.0018984+0.0029256i,0.00043904+0.002417i,0.0027636+0.0016549i,0.0045025+0.0016166i,0.0052712+0.002223i,0.004312+0.0017414i,0.0028197+0.00091684i
-0.0002281-0.0052863i,-0.0021921-0.013201i,0.00094464-0.026872i,0.0092595-0.030229i,0.01159-0.018157i,0.0076271-0.0058715i,0.0031254-0.00054723i,-0.00039188-0.000662i,-0.0021653-0.0003891i,-0.0017117+0.0016511i,0.00058017+0.0021919i,0.0025584+0.00084569i,0.0017051+0.00029916i,-8.6199e-05+0.00047117i,0.00023436-0.00050845i,0.00074411-0.0022826i,-0.00054449-0.0034796i,-0.0017458-0.0035788i,-0.0028635-0.0040355i,-0.0044984-0.0052857i,-0.0045137-0.0051402i,-0.004199-0.0027387i,-0.0039256-0.0011471i
0.0011678+0.004851i,0.00065571+0.011292i,-0.0058086+0.020353i,-0.014208+0.020899i,-0.014787+0.010269i,-0.0096579+0.0015811i,-0.0050723-0.00029091i,-0.0029285+0.00099754i,-0.0022926+0.0027392i,-0.0022486+0.0033098i,-0.00034212+0.0038077i,0.0030441+0.004755i,0.0032392+0.0053747i,0.00093895+0.005206i,-0.001606+0.0059422i,-0.0042609+0.0059311i,-0.0052482+0.0041691i,-0.0037278+0.0040612i,-0.0018921+0.0057877i,-0.0013178+0.0069244i,-0.0015324+0.0059696i,-0.0010424+0.0041578i,7.3856e-05+0.0032379i
7.6125e-06-0.00080139i,0.0048739-0.0066555i,0.013676-0.012497i,0.02024-0.011795i,0.017201-0.005373i,0.010275-0.00082413i,0.0036858+0.00090329i,-0.00046329+0.0024524i,-0.0018696+0.0040256i,-0.0024569+0.0039418i,-0.0036511+0.0027479i,-0.0051916+0.0019842i,-0.0047106+0.0026616i,-0.0011337+0.0033657i,0.0040946+0.0028078i,0.0076321+0.0017046i,0.0069229+0.00086111i,0.0043095+0.00010796i,0.0039518-0.0012896i,0.0055694-0.0033497i,0.0067012-0.00434i,0.0058958-0.0042913i,0.0037356-0.0042147i
-0.0012096+0.0060979i,-0.0042788+0.0093447i,-0.010518+0.011957i,-0.014247+0.0083913i,-0.0089724+0.0026593i,-0.0021605-0.0011971i,3.0978e-05-0.0016149i,0.00051905+0.00074539i,0.00025467+0.0021248i,-0.0011304+0.0012053i,-0.003003+0.00020108i,-0.0045387+0.0006113i,-0.0046851+0.0011024i,-0.0037987+0.0002291i,-0.0035175-0.0013668i,-0.0039145-0.0027402i,-0.003825-0.0027187i,-0.0033056-0.0023592i,-0.0038887-0.0017818i,-0.005401-0.0010418i,-0.0061234-0.0010901i,-0.0048424-0.00066331i,-0.0026384+0.00041167i
-0.00027612-0.0021414i,0.0048759-0.0041247i,0.01334-0.0053385i,0.016479-0.0028531i,0.010512+0.00046278i,0.0044832+0.0020663i,0.0012736+0.000635i,-0.00043266-0.0013827i,-0.0015272-0.0010701i,-0.0013254-0.00069866i,-0.00034634-0.0021586i,-0.0015229-0.0041968i,-0.0026932-0.0039666i,-0.002069-0.0014504i,-0.00021519+0.00083419i,0.001759+0.0021541i,0.0034088+0.0017925i,0.0043558+0.00085277i,0.0044633+0.0013969i,0.0051572+0.0023475i,0.0047458+0.0030826i,0.003047+0.0029884i,0.0026841+0.0020651i
-0.0027285+0.0034164i,-0.0066309+0.0046626i,-0.012367+0.0040554i,-0.012699-0.00013961i,-0.0048188-0.0037622i,0.0003021-0.0035624i,0.00058499-0.0016439i,-0.00046931-0.00050644i,-0.001409+0.0004236i,-0.00086283+0.0010487i,0.0011125+0.0011743i,0.0029804+0.0010542i,0.0027707+0.0008708i,0.00025863+0.0011047i,-0.0018927-0.00012689i,-0.0022741-0.0025991i,-0.0025965-0.0035985i,-0.0032613-0.0036433i,-0.0035878-0.0044182i,-0.0038501-0.0056067i,-0.0035913-0.0061512i,-0.0026652-0.0040811i,-0.0028381-0.0017261i
0.0029494-0.00019971i,0.0069867-0.0011211i,0.011674+0.00084086i,0.01075+0.0039444i,0.0053321+0.0042055i,0.0018992+0.0025275i,0.0002595+0.00029751i,-0.0008634-0.00016507i,-0.0017468-0.00021178i,-0.0030724-0.00034118i,-0.0030674+0.00074792i,-0.0011229+0.001047i,0.00032927+0.0010953i,0.00076677+0.0045199i,0.00077778+0.0078535i,0.00078953+0.0082633i,5.0019e-05+0.0073167i,-0.00056001+0.0058963i,-0.0012502+0.0058694i,-0.0018399+0.0070127i,-0.0023205+0.0068937i,-0.0021816+0.0054972i,-0.0006429+0.0041296i
0.00064231-0.00054781i,-0.0034925-0.001969i,-0.0063484-0.0062587i,-0.0062085-0.0095782i,-0.002977-0.0081906i,-0.00029726-0.0041198i,0.00025413-0.00068441i,0.0001912+0.00038065i,-0.00037154+0.00075945i,-0.001819+0.0011746i,-0.0031646+0.00030191i,-0.0035868+9.1061e-05i,-0.0027274+0.0014495i,2.032e-05+0.0016176i,0.0035377-0.00048896i,0.0054516-0.0019435i,0.0045497-0.002087i,0.0030715-0.002391i,0.0032276-0.0029757i,0.0050091-0.0035825i,0.0066273-0.0031318i,0.0065393-0.0031416i,0.0049059-0.0040867i
0.003897-0.00087942i,0.0060579+0.00019777i,0.0082479+0.0030083i,0.0063147+0.0063835i,0.0018885+0.0060832i,0.00052693+0.0035521i,0.0012303+0.00094927i,0.0011657+0.00024276i,0.00022865+0.00057414i,-0.0014847-0.00074947i,-0.0020356-0.0020473i,-0.001837-0.0032869i,-0.0024757-0.0033362i,-0.0030506-0.00095469i,-0.0029336+0.00056408i,-0.0037138+0.00022171i,-0.0039617+0.00063958i,-0.0031143+0.0014369i,-0.0026789+0.0011563i,-0.0047071+0.00026663i,-0.0064059-0.00073663i,-0.0056496+3.2286e-05i,-0.0049226+0.0017501i
-0.0019318+0.00021291i,-0.0039976-0.0025577i,-0.0059239-0.0064722i,-0.0051982-0.0078223i,-0.0030387-0.0044411i,-0.00076615-0.0012787i,9.191e-05-0.00092291i,-0.0003464-0.0011331i,-0.00032433-0.00010055i,-0.00056298+0.0012758i,-0.0007229+0.0010627i,-0.00028073+0.00064717i,-0.00054342+0.00042979i,0.00027379-9.6702e-06i,0.002582-0.00119i,0.0039249-0.0018908i,0.0038716-0.0019797i,0.0035239-0.0012293i,0.0038723+0.000147i,0.0044745+0.0016457i,0.0045964+0.0041465i,0.004423+0.0052154i,0.0037097+0.0036839i
0.00096305-0.00019345i,0.0024232+0.0025412i,0.0030185+0.0063416i,0.0035555+0.0079868i,0.0042505+0.0047335i,0.0033033+0.0010729i,0.001037+0.00079894i,-0.00050661+0.0016567i,-0.00095101+0.0021432i,-0.0013169+0.0021241i,-0.00068782+0.0023327i,0.0010622+0.0018334i,0.00064689+0.001077i,-0.0024085+0.0014186i,-0.0038182+0.0013899i,-0.0040116+0.0011328i,-0.0041192+0.00011523i,-0.003471-0.0010639i,-0.003051-0.0019512i,-0.0032554-0.0035878i,-0.003721-0.0054781i,-0.0039967-0.006532i,-0.0036166-0.0048553i
0.00074631+0.004279i,0.0016737+0.0028135i,0.0035098-0.0012664i,0.0042082-0.0040413i,0.0031701-0.0037475i,0.0016456-0.001756i,-0.00071433+0.00018553i,-0.0028143+0.00072393i,-0.0030566+0.001236i,-0.0038041+0.0018657i,-0.0051468+0.0027485i,-0.004674+0.0031514i,-0.0023932+0.0033894i,0.0010479+0.004963i,0.004025+0.0066085i,0.0050813+0.0062344i,0.0038507+0.0047814i,0.0021009+0.0030804i,0.00053521+0.0024938i,-0.001194+0.0039098i,-0.0024014+0.0052748i,-0.0025678+0.0054454i,-0.0013334+0.0051782i
-0.0016442-0.0014993i,-0.0013543+0.001581i,-0.0021288+0.004904i,-0.0036795+0.0061248i,-0.0026308+0.0047724i,0.00042258+0.002635i,0.0024942+0.001763i,0.0015918+0.0012779i,-0.00078877+0.00033846i,-0.0020579-0.00041493i,-0.0015839-0.00099113i,-0.00043477-0.0016531i,-0.00016443-0.0015879i,-0.00038708-0.0017968i,-5.1146e-05-0.002192i,0.00079555-0.0021233i,0.00034408-0.0016766i,-0.00044006-0.0010312i,-0.00015143-0.0011754i,0.0022845-0.0025422i,0.0049535-0.0033577i,0.0065119-0.0044334i,0.0054985-0.0052794i
0.0024733+0.00028523i,0.0020682-0.0022301i,0.0023319-0.0055367i,0.0036239-0.0056267i,0.0031742-0.0037497i,0.0011215-0.0026335i,-0.00047039-0.0014765i,-0.00057331-7.8159e-05i,-0.00071581+0.00099522i,-0.0014526+0.00035127i,-0.0016179-0.0014734i,-0.0018045-0.0021856i,-0.002682-0.00062447i,-0.0020607+0.0015116i,-0.00015056+0.0022713i,0.0011658+0.0013215i,0.00016921+0.001118i,-0.0010148+0.0018901i,-0.0017913+0.0017448i,-0.0033327+0.0014019i,-0.0053743+0.0019806i,-0.0064125+0.001842i,-0.0057224+0.0016787i
-0.0039273-0.00034564i,-0.0040938+0.0017897i,-0.0047766+0.004646i,-0.0055862+0.0062123i,-0.0036284+0.0050838i,-0.00051043+0.0017204i,0.00067226+0.00023416i,-5.523e-05+0.00063473i,-0.0010566+0.0015138i,-0.0014154+0.002156i,-0.00073995+0.0023004i,-0.00016236+0.0023555i,9.7668e-06+0.0012189i,-0.00057549-0.0019601i,-0.0011647-0.0043887i,-0.00097279-0.0042998i,-0.00061752-0.0026267i,0.0002457-0.0011115i,0.001047-0.00026981i,0.0025678+0.00074995i,0.0043187+0.0016653i,0.0045664+0.0024189i,0.0036587+0.0022404i
-0.00038281-0.0013234i,0.00078676-0.0029152i,0.0037466-0.0034454i,0.0063591-0.00146i,0.0055698-0.00048563i,0.0031465-0.00077089i,0.0018651-0.00049086i,0.0007748+0.00041204i,-0.00082554+0.0008628i,-0.0017989+0.0014402i,-0.0023429+0.0014473i,-0.0028635+0.00054088i,-0.0025385+0.0012148i,-0.0018719+0.0042421i,-0.0012509+0.0059568i,-0.00085725+0.0045394i,-0.0010658+0.0020271i,-0.0011036-0.00034726i,-0.0011042-0.0018789i,-0.0027925-0.0036323i,-0.0034522-0.0057701i,-0.0026595-0.0058142i,-0.0021839-0.0041355i
-0.00090833+0.0016518i,-0.00067342+0.0023984i,-0.0018056+0.0027029i,-0.0030718+0.0014035i,-0.0019992+0.0011934i,-0.00075371+0.0011086i,-0.00071184+4.6311e-05i,-0.00094511+0.0003739i,-0.0010089+0.0015214i,-0.0013077+0.0023383i,-0.0019295+0.0024592i,-0.0022744+0.0022436i,-0.00098457+0.0019519i,0.00073635+0.001535i,0.0016263+0.0009832i,0.0018464+0.00064057i,0.001319+4.7223e-06i,0.000414-0.00046182i,-3.0087e-05-0.00017659i,-0.0001713+0.0019389i,0.00012038+0.0041056i,9.9558e-05+0.0042793i,0.00042714+0.003411i
-0.0018747-0.00073022i,-0.00073976-0.00049415i,0.0029413-0.00011964i,0.0047904+0.0006322i,0.0050325+0.001092i,0.0048915+0.0011009i,0.0036891+0.00011506i,0.0014765+0.0003725i,-0.0010668+0.00065828i,-0.0010629-2.342e-05i,-0.00011511-0.0014003i,-0.00029871-0.0028654i,-0.0017035-0.0021531i,-0.0023857+8.7668e-05i,-0.0016842+0.0012054i,-0.00031322+0.00089279i,0.00045339+0.00073435i,0.00075046+0.00098715i,0.0012409-0.00017361i,0.0014934-0.0023007i,0.0023872-0.0033896i,0.0029881-0.0034088i,0.0029264-0.003551i
-0.00073573-0.002457i,-0.003511-0.0014166i,-0.0075176-0.0011832i,-0.0087429-0.0005942i,-0.0065571+4.731e-05i,-0.0030082+0.00068139i,-0.00081974+0.0010715i,-0.001011+0.0012357i,-0.0016087+0.0014851i,-0.0020886+0.0023511i,-0.0016675+0.0020607i,-9.9142e-05+0.0013159i,0.00078958+0.001572i,0.0018339+0.0016067i,0.0034657+0.00073007i,0.002741-0.00084759i,0.00010407-0.0012894i,-0.00080205-0.00067807i,-0.00075835+0.00050804i,-0.0020758+0.0021085i,-0.0040303+0.0030145i,-0.004406+0.0025439i,-0.0039618+0.0017436i
0.00011534+0.001289i,0.0014658+0.00084497i,0.0037873+0.00097654i,0.0056141+0.0018909i,0.0050305+0.0018252i,0.0036905+0.0011474i,0.0017102+0.00073054i,-0.00024158+0.00093961i,-0.0012577+0.0020041i,-0.00098561+0.0028596i,-0.00011865+0.0028422i,-0.00025427+0.0018952i,-0.0011124+0.00050326i,-0.0020207-0.00026843i,-0.0025527-0.00039349i,-0.0022849+0.00015581i,-0.0016318+0.00073776i,-0.001493+0.00099196i,-0.00013574+0.0011849i,0.0026318+0.00097826i,0.0044742+0.00066587i,0.0048788+0.00013898i,0.0040621+5.5642e-05i
0.002329-0.0025792i,-0.00033436-0.0036613i,-0.0030527-0.0047168i,-0.004428-0.0043052i,-0.003849-0.002377i,-0.0016031+0.00024059i,0.00039604+0.0014139i,-0.00024658+0.0014153i,-0.0018107+0.0013588i,-0.0030504+0.0013964i,-0.0037685+0.001465i,-0.0031878+0.0014165i,-0.001961+0.0024272i,-0.00011845+0.0039013i,0.0014025+0.0044659i,0.0013169+0.002428i,0.00091452+3.255e-05i,0.00067764-0.00084729i,-0.00092153-0.0015166i,-0.0034135-0.0023427i,-0.0046045-0.0033578i,-0.0035688-0.0037663i,-0.0030243-0.0028197i
0.0038261+0.00055799i,0.0042799-0.0015318i,0.0047858-0.0016895i,0.0030839-0.00068299i,0.0010869-0.00076256i,-0.00012913-0.00030296i,-0.00095299+2.4223e-05i,-0.0010078-6.9003e-05i,-0.00079465-0.00031721i,-0.0013217-0.00046345i,-0.0018342-0.00033438i,-0.0020371-0.00058037i,-0.0017435-0.0014822i,-0.0009166-0.0012635i,-0.00044169-0.00054175i,-0.0006733+0.00039191i,-0.001285+0.00086078i,-0.0021289+0.00035597i,-0.0018373+0.0017399i,-5.7245e-06+0.0041488i,0.00052+0.0052982i,-0.00064475+0.0044636i,-0.0012038+0.0029461i
0.0016151-0.001159i,0.0013951-0.0020866i,0.00095972-0.0032369i,0.0018158-0.0031655i,0.0017323-0.0019084i,0.00095287-0.0016446i,0.00089037-0.0018112i,-0.00016549-0.00095464i,-0.0018006-0.0009741i,-0.0021114-0.0019032i,-0.0014113-0.0019035i,-0.00093971-0.0017701i,-0.00089469-0.00081878i,-0.00084206+0.0018306i,0.00053141+0.0031101i,0.0021156+0.0013952i,0.0019278+0.00028311i,0.0020876+0.0003881i,0.0025484-0.00099819i,0.0020679-0.0034751i,0.0018189-0.0041i,0.0020847-0.0030375i,0.0020257-0.0019133i
0.00014607-0.0013235i,0.00028484-0.00086209i,-0.0012048-1.5938e-05i,-0.0031692+0.0012043i,-0.002633+0.0020028i,-0.0008999+0.0021072i,0.00010377+0.0015377i,1.2851e-05+0.00051137i,-0.0010901+0.00065676i,-0.0019157+0.00096122i,-0.0014106+0.0012575i,3.9493e-05+0.00086419i,0.0014195-0.00022413i,0.0011458-0.00047148i,0.001035-0.00043314i,4.5139e-05-0.0010552i,-0.0016026-0.00205i,-0.0018188-0.0020204i,-0.00076719-0.00050162i,-0.0012119+0.0021466i,-0.0028864+0.0035426i,-0.0033025+0.0021938i,-0.0019458+0.001277i
-0.0025842+0.002345i,-0.0014712+0.0025055i,0.00088187+0.0026496i,0.0028002+0.0015297i,0.0030684-0.00036166i,0.0024232-0.0016883i,0.0014267-0.0017245i,-0.00011623-0.00042323i,-0.0012501+0.0012292i,-0.0018116+0.0019651i,-0.0019936+0.0017754i,-0.0022596+0.0018602i,-0.0033892+0.0015796i,-0.0039348+0.001822i,-0.0033549+0.0030651i,-0.0028115+0.0029743i,-0.0022071+0.0018714i,-0.0012177+0.0012335i,0.00084992+0.00011172i,0.0030911-0.0017076i,0.0041682-0.0025126i,0.003929-0.0013343i,0.0023616+0.00018356i
-0.0015483-0.00096694i,-0.0017282-0.00010229i,-0.0020787+0.0018826i,-0.001434+0.0036234i,-0.0002273+0.0036368i,0.00087136+0.0020885i,0.00055663+0.00079236i,-0.00080102+0.00023268i,-0.0016397+0.0010971i,-0.0020837+0.0023769i,-0.0025153+0.0017045i,-0.0022497+0.00082229i,-0.000579+0.0013347i,0.0016006+0.0023052i,0.0026037+0.0020793i,0.00097951+0.00038203i,-0.0011156-0.0014354i,-0.0012138-0.0021653i,-0.0016024-0.0017632i,-0.0036047-0.0016499i,-0.0042398-0.0024438i,-0.0032352-0.0028615i,-0.0022034-0.0023659i
0.0015462+0.00034019i,0.00088805-0.00069405i,0.0017983-0.00081971i,0.0030473-0.0013031i,0.003411-0.0018658i,0.0035675-0.00046444i,0.0028169+0.00022938i,0.0015381+0.00013624i,-9.1111e-05+0.00059143i,-0.0019633+0.00086075i,-0.0026185+0.0001701i,-0.0021788-0.00075339i,-0.0024008-0.00069314i,-0.0032734-6.7926e-05i,-0.0026873+0.0006145i,-0.00038875+0.0012563i,1.6603e-05+0.0018439i,-0.00067661+0.0022134i,0.00023415+0.0026295i,0.0027713+0.0035825i,0.0034773+0.0044314i,0.0013394+0.0038386i,0.00053037+0.0030445i
-0.00089695-0.001653i,-0.0010537-0.0016573i,-0.0018178-0.0015656i,-0.0027353-0.00081034i,-0.0029088+0.00056506i,-0.00065055+0.00054695i,0.0012827-1.6218e-05i,-3.7114e-05+0.00057227i,-0.0021836+0.0013498i,-0.0030959+0.0019345i,-0.0020909+0.0013984i,-0.0003805+0.0010246i,0.00025931+0.0012794i,0.00072121+0.0013536i,0.002146+0.00093248i,0.0032525-0.00013398i,0.0030393-0.00057715i,0.002496-0.00059566i,0.0011997-0.0015477i,-0.00011213-0.0031297i,-0.00024728-0.003416i,-9.0553e-06-0.0024421i,0.00019293-0.0017516i
-0.0027197-0.0024878i,-0.0039684-0.0013565i,-0.0048083+0.0010682i,-0.0035689+0.0029055i,-0.0019818+0.0034712i,4.5676e-05+0.0034671i,0.00014524+0.0018703i,-0.0013308+0.0011782i,-0.0031106+0.001039i,-0.0032295+0.0011989i,-0.0015358+0.00098473i,3.23e-05-0.00072893i,0.0006294-0.0026951i,0.0004403-0.0027087i,-0.00038005-0.0025347i,-0.0013505-0.0027206i,-0.0017942-0.0019925i,-0.0018517-0.0013337i,-0.0010682+0.00017686i,-0.0012446+0.0024778i,-0.0023506+0.0033406i,-0.0029066+0.0026929i,-0.0027409+0.002146i
0.00074366-0.0011307i,-0.0003753-0.0026124i,-0.0007638-0.0037665i,-0.00070749-0.0036619i,-0.00087637-0.0022676i,-0.001019-0.00045374i,-0.0010675+0.00067677i,-0.00082575+0.0017184i,-0.0014499+0.0018554i,-0.0025724+0.00067713i,-0.003145+0.00045415i,-0.0027636+0.0018502i,-0.0016148+0.0033589i,-0.00069076+0.0039788i,6.2574e-05+0.0029044i,0.00056683+0.0012143i,0.0002836-0.00040942i,0.00063587-0.001705i,0.0012895-0.002077i,0.0022111-0.002633i,0.0028548-0.0024108i,0.0027209-0.00071892i,0.0018074+0.00054245i
0.00029444+0.0011446i,0.0015985+0.0014752i,0.0026243+0.0026969i,0.0035965+0.0044497i,0.0042216+0.0033251i,0.0027631+0.0010895i,0.00079425+0.0001655i,-0.00032722-0.00011387i,-0.0014275+0.00025542i,-0.001549+0.0011011i,-0.00071913+0.00099387i,-2.8671e-05-0.00051973i,0.00047377-0.001207i,0.00050753-0.00025779i,-2.5198e-05+0.00044436i,-0.00046486-0.00015508i,-0.00099171-0.0012133i,-0.0017299-0.0012779i,-0.0026697-0.00031684i,-0.003838-7.8765e-05i,-0.0045211-0.00019743i,-0.0039501-0.00034242i,-0.0020343-0.00071217i
0.0022517-0.000654i,0.0013356-0.0028124i,-1.4061e-06-0.0056459i,-0.0018401-0.0051396i,-0.0028099-0.0019377i,-0.0017937-0.00085422i,-0.00064784-0.00040115i,-0.00083892+2.7437e-05i,-0.0014474+0.00028711i,-0.0021363+0.00028613i,-0.0024684+0.00032572i,-0.0027914+0.00056049i,-0.0031558+0.0011155i,-0.0026173+0.0020805i,-0.00095183+0.0034323i,0.00019388+0.0031943i,0.00069124+0.0023677i,0.00073666+0.0018944i,0.0006164+0.0016535i,0.0018959+0.0017746i,0.0030719+0.0019769i,0.0023877+0.0016939i,0.0013224+0.0016791i
-0.0027016+0.001979i,-0.00054291+0.0028553i,0.001511+0.0032993i,0.003038+0.0027043i,0.003088+0.0019447i,0.002613+0.0013907i,0.0013069+0.00060225i,-0.00040178+0.00019116i,-0.0012862+0.00068373i,-0.0016154+0.001751i,-0.00084472+0.00099235i,0.00095229-0.00060036i,0.0016094-0.00051579i,0.0015279+0.00026788i,0.0013289+3.6336e-05i,0.00109-0.00075781i,0.00045179-0.00037522i,0.00041239+2.1694e-06i,0.00031734-0.0003541i,-0.0010446-0.0017202i,-0.00092434-0.0028591i,0.00012663-0.0020664i,0.00022899-0.0015805i
-0.00047492-0.00019336i,-0.00017916-0.0010464i,-0.00010051-0.00091333i,0.00032566-0.00095122i,0.0011837-0.0020329i,0.00076322-0.0025396i,0.00020526-0.0011191i,-0.000643+0.00044183i,-0.0022227+0.0012265i,-0.0030167+0.0012205i,-0.0024529+0.00040892i,-0.0023179-0.00066388i,-0.0024784-0.00020161i,-0.0017508+0.0011036i,-0.0010832+0.001155i,-0.0011137-0.000143i,-0.0010801-0.0014981i,-0.00072372-0.00094601i,-0.00032831+0.00048073i,-0.00037113+0.0017167i,-0.0012888+0.002103i,-0.0017324+0.0017577i,-0.00096716+0.0012305i
-4.2889e-05+0.0031122i,-8.0673e-05+0.0032147i,0.0003578+0.0035106i,0.00057812+0.003105i,-0.0001392+0.002331i,0.00031447+0.00064163i,0.0012236-0.00072419i,0.00048066+0.00019653i,-0.00040606+0.0018648i,-0.00032799+0.0013452i,-0.0006654+0.00071487i,-0.0010014+0.00058942i,-0.00057398+0.00086517i,0.00062725+0.0020412i,0.0011681+0.0018416i,0.00027163+0.00024843i,-0.00090223-0.00063257i,-0.0015856-0.00084964i,-0.0011615-0.00097821i,4.6086e-05-0.0018987i,0.0011742-0.0026086i,0.0012472-0.0015515i,0.0013189-0.00036609i
0.00064805-0.0028371i,-0.00015676-0.003118i,-0.00094861-0.0031355i,-0.00069335-0.0022811i,0.00016952+4.574e-05i,0.00048357+0.0015724i,0.00075179+0.0016096i,0.00064741+0.0012169i,-0.0003405+3.6302e-05i,-0.0013957-0.00083918i,-0.0021463-0.00029829i,-0.0021229-0.00014668i,-0.0013283-0.00027387i,-0.00052417+0.00019231i,-0.00065072+0.00074325i,-0.0010354+0.00058386i,-0.00067757+0.00018186i,-0.00069795+0.00054917i,-0.0012918+0.0013901i,-0.001821+0.0021242i,-0.0026485+0.001622i,-0.0023888+0.0003759i,-0.00051327-0.00043488i
