9.4105e-05+7.1085e-05i,0.00099636-0.0013697i,0.00059393-0.0019239i,-0.00044569-0.0012234i,-0.0028485-0.00042081i,-0.0041291+0.00051054i,-0.0015014+0.00069359i,0.00035005+0.0015398i,0.00097223+0.0014971i,0.0021174+0.00074389i,0.0013378+0.0006318i,2.5637e-05-0.00033644i,-0.00029418-0.0011965i,-0.00037484-0.00062719i,-0.00071613+0.00018184i,-0.00072615+7.1939e-05i,-0.00034915-0.00043625i,0.00052154-0.00055639i,0.0011134-0.00056948i,0.00065967+0.00016483i,0.00014054+0.00084647i,-0.00036012+0.00021818i,-0.0010103-0.00065631i
-0.000985-0.0025621i,-0.00062236-0.0024485i,-7.1741e-05-0.00034789i,8.987e-05+0.0015581i,-0.00090936+0.00038418i,-0.0015352-0.0007375i,-0.0013921-0.0016033i,-0.0013208-0.0014016i,-0.0018694-1.8414e-05i,-0.0018493+0.0013286i,-0.00059582+0.0024605i,-0.00017528+0.0025462i,-0.00033981+0.0013036i,0.00015951+0.00019107i,0.001199-0.00025799i,0.0013284+0.00024598i,0.00031396+0.0011646i,0.00015541+0.001266i,0.00056463+0.0010516i,-0.00027193+0.0010034i,-0.00046356+0.00040867i,-0.0001502-0.00047385i,-0.00052691-0.00084467i
0.00030384+0.00039426i,7.5592e-06+0.00035819i,0.0010206-8.3977e-05i,0.0010635-0.0015474i,0.00019914-0.0026385i,-0.0010496-0.0018757i,-0.002173-0.00090847i,-0.0028741-0.00026306i,-0.0031495+0.00016966i,-0.0019582+0.00067298i,0.0003891+0.0013353i,0.0010173+0.0011053i,0.0010936+0.00053381i,0.0017963+0.00042708i,0.0014143+1.9327e-05i,0.00045772-0.00035728i,-0.00024489-8.9165e-05i,-0.00036914-0.00031296i,-0.00072489-0.00043437i,-0.00082976+0.00023735i,-0.00018545-0.00044549i,0.00016089-0.00076832i,2.2906e-07+7.3144e-05i
-0.00062702-0.0029553i,-3.6124e-05-0.0029429i,-0.00051917-0.0015525i,-0.00095246-0.00132i,-0.00063197-0.0015935i,-0.00044597-0.001097i,-0.00057014-0.000432i,-0.0012247+0.00022729i,-0.0024029+0.00048847i,-0.0021985+0.0012542i,-0.0010797+0.0011937i,7.1161e-05+0.00029799i,0.00053462-5.005e-05i,0.00018492-0.00057018i,0.00016354-0.00077429i,0.00010574-0.0006628i,0.00077451-5.3704e-05i,0.00084678+0.00047633i,0.00036305+0.00023209i,0.00047459+3.284e-05i,8.0043e-05+0.00073346i,1.3499e-05+0.00073812i,-0.00033256+0.00026956i
-0.0026506-0.0020033i,-0.0029524-0.0019046i,-0.0030715-0.0017085i,-0.0016931-0.0017137i,-0.0012262-0.0014784i,-0.0019245-0.0003098i,-0.0023722+0.00039927i,-0.0022934+0.0010532i,-0.0027802+0.0014712i,-0.0021527+0.0019634i,-0.0010297+0.0027943i,-0.00047841+0.0018995i,0.00061167+0.0010118i,9.8699e-05+0.0010202i,-0.00063947+0.00013401i,-0.00072401-0.00028922i,-0.0010414+3.2516e-05i,0.00011111-0.00053289i,0.0012067-0.00040485i,0.00099049-0.0003113i,-1.1001e-05-0.00082457i,0.00040325-0.00087485i,0.0009723-0.0008837i
0.0010686+0.0017203i,0.0018659+0.0021615i,0.0024685+0.001043i,0.0023775-0.00086017i,0.0020539-0.0022015i,0.00095932-0.0022578i,-0.00058233-0.0011725i,-0.0013184+0.00052263i,-0.0018623+0.002665i,-0.0012602+0.0034543i,0.00022525+0.0020574i,0.00023422+0.00017705i,0.00064028-0.00045978i,0.0014849-0.00010237i,0.00052945+2.2406e-05i,-0.00057699-0.00061324i,-0.00052257-0.0002805i,-0.0001134+0.00025289i,-0.00021883+0.00028828i,-0.00068405+0.00056452i,-0.00072642+0.00043268i,-3.5476e-06+0.00015861i,0.00070113+0.00058383i
0.0025092-0.0016143i,0.0034065-0.0028203i,0.0023901-0.002896i,0.00055393-0.0030082i,-0.0012223-0.0040916i,-0.0016544-0.0036434i,-0.00081148-0.0016441i,-0.0010556+0.00029839i,-0.0010017+0.0022043i,0.00029193+0.0027472i,0.0012462+0.0014805i,0.00079199+0.00086508i,-0.00018254+0.00094157i,-0.00096336-4.8282e-05i,-0.0016795-0.00086356i,-0.0015718+0.00034816i,-0.0010524+0.0010322i,-0.0011052+0.00065633i,-0.00082964+0.00059454i,2.6788e-05+0.00036205i,0.0007116-1.717e-05i,0.00048678-0.00048567i,0.00038352-0.0011297i
-0.0013187-0.00060901i,-0.0016294-0.0011368i,-0.0017596-0.00096168i,-0.0015586-0.00056374i,-0.0014778-0.0017898i,-0.0020958-0.0016957i,-0.0020194-0.00076011i,-0.00049815+5.6842e-05i,0.00035524+0.00093907i,0.00035383+0.0021759i,0.00022349+0.0022892i,-0.00019806+0.0012984i,-0.00063987+0.00051198i,-0.00067507+3.1978e-05i,-0.00085611+0.00018148i,-0.00058143+0.00042844i,-7.3203e-05+0.00039881i,-0.00042789-0.00016293i,-0.00050243-3.435e-05i,7.6001e-05+0.00026776i,1.9602e-05+0.00023644i,7.9426e-05-0.00053398i,0.00076102-0.00013329i
-0.00013212+0.0015225i,0.00099482+0.0013875i,0.00065851+0.00023106i,-0.00088286-0.0013317i,-0.0021868-0.0023674i,-0.0021674-0.0023633i,-0.00068316-0.0018124i,0.00088771-3.9497e-05i,0.0022122+0.0015733i,0.003171+0.0011706i,0.0015576-0.0005185i,0.00047351-0.00029932i,0.00097938+0.00061742i,0.00040227+0.00067631i,-0.00057604+0.00027639i,-0.00051744-0.00040997i,0.00030295-0.00027169i,-1.2428e-05+5.9292e-05i,0.00028541+0.0003414i,0.0016569+0.00075519i,0.0019549+0.00061149i,0.00074204+0.00019856i,-0.00020669+0.00050835i
-0.00075941-0.00016764i,7.7451e-05-0.0006856i,0.00093687-0.00069558i,0.00080821+0.00026263i,-0.00022794-0.00047306i,-0.0011935-0.0018708i,-0.00085337-0.0017554i,0.00011379-0.0010218i,0.0008252-0.00036419i,0.0011901-7.5969e-06i,0.0013117-0.00023088i,0.00082268+0.00056907i,0.00018168+0.0012387i,-0.00022242+0.00089437i,-0.00078109+0.00098089i,-0.00083206+0.00098782i,-0.00062138+0.00017534i,-0.00048883+0.00028468i,-0.00014565+0.00016493i,1.8066e-06-0.00076511i,1.5712e-05-0.00068595i,0.00038884-0.00056704i,0.00017116-0.00049575i
0.0007902-0.0009431i,-0.0002948-0.001171i,-0.0010529-0.0014191i,-0.0019381-0.0032606i,-0.0028854-0.0042883i,-0.0027814-0.0031312i,-0.0023528-0.00022985i,-0.0014391+0.0013285i,-0.00059722+0.0011142i,-0.00053777-0.00023917i,-0.00014566-0.00096714i,-0.00019646+0.00015831i,-0.00041525+0.00070376i,-0.00020637+0.00090017i,-7.0006e-05+0.00085134i,-0.00019883+0.0010083i,-0.00027403+0.00082475i,0.00032408+0.00042901i,0.00063128+0.0004674i,0.00031312-0.00032505i,0.00021415-0.00013418i,0.00020129-0.00041346i,0.00021047-0.00034425i
-0.00095881-2.9942e-05i,-0.00099762+0.00069991i,-0.0014965+8.7942e-05i,-0.0010143+0.00013916i,-0.0010983-0.0010095i,-0.0015399-0.0014944i,-0.0010702+9.2509e-05i,-0.00098556+0.0010887i,-0.00077926+0.00058333i,0.00035661-0.0012213i,0.00081985-0.002026i,0.00092964-0.0012637i,0.00099737+8.2511e-05i,0.00067702+0.00092365i,0.0010378+0.0009483i,0.0016247+0.0010302i,0.00035441+0.0019246i,-0.00047597+0.0014184i,4.2607e-05+9.308e-05i,0.0003336-0.00047707i,0.00043338-0.00066622i,0.00014805-0.00025569i,-0.00010875-3.5757e-06i
0.002466+0.002324i,0.0030137+0.0015883i,0.0038602+0.00021701i,0.0031978-0.001488i,0.0010332-0.0018888i,-0.0011554-0.0013132i,-0.0019812-0.00015433i,-0.0017777+0.00058796i,-0.0017579-0.00041875i,-0.0013977-0.0014866i,-0.00094327-0.0016569i,0.00051-0.0011381i,0.0021527-0.00014865i,0.0017108+0.001174i,0.0013136+0.0011846i,0.00090568+0.0009286i,-0.00023697+0.0019816i,0.00024325+0.0017344i,0.0013586+0.00062275i,0.0014046+0.00086526i,0.00042114+0.00087627i,-0.00047192-0.00042091i,-0.00033105-0.00076692i
0.00013145-0.00048301i,-0.00013476-0.0010948i,-0.00054194-0.0013777i,-0.00034068-0.0015212i,0.0003051-0.00092769i,0.00088146-0.00086181i,0.00024016-0.00020858i,-0.00017019+0.0014119i,-0.0017531+0.0018699i,-0.0038304+0.00040607i,-0.0028802-0.0010075i,-0.00084054-0.00082011i,1.2286e-05-6.0841e-05i,0.00076234+0.00052909i,0.0010118+0.0011316i,0.00072547+0.0011067i,0.00042577+0.0012908i,0.00032112+0.0007551i,0.00073346-0.00028924i,0.001024-0.00046332i,0.00043574-0.0010844i,0.00048575-0.0010202i,0.00073848-0.00086844i
-0.00063121-0.00071541i,0.00072069-0.00034932i,0.001118-0.0012113i,0.0019001-0.0025307i,0.00091117-0.0034206i,-0.00074223-0.0028021i,-0.00023193-0.0010017i,0.00025317+0.00044885i,-0.000882+0.00091112i,-0.0023638+0.0011907i,-0.0033853+0.00048692i,-0.0028791-4.3589e-05i,-0.0011922-0.00036996i,-9.4847e-05-0.00048727i,0.00012425-0.00018938i,0.00047961+0.00074667i,0.00081364+0.0010403i,0.00056329+0.00049699i,0.00049625-0.00016644i,0.00038972-0.00061534i,0.00031807-0.0006752i,-6.4347e-05-0.00045274i,-0.0004252-0.00011514i
-0.00045784+0.00205i,-0.001893+0.0016425i,-0.0019218+0.00072853i,-0.0012998-0.00067677i,0.00013589-0.0018985i,0.0012417-0.0031576i,0.0013802-0.0028996i,0.00065277-0.001007i,-0.0010547+0.0022959i,-0.0029863+0.0046057i,-0.0038328+0.0034889i,-0.0025416+0.00082667i,-0.00058253-0.00031136i,0.00056636-0.00036677i,0.0014156-0.00018101i,0.0013549-0.00021459i,0.0004486-0.00034406i,0.00012981+0.00030888i,0.00029927+0.0007433i,-0.00044839+0.00057825i,-0.0011667+7.3058e-05i,-0.0011452-0.00095242i,-0.0011013-0.0010844i
-0.0015748-0.00022779i,-0.0011335-0.0013623i,-0.00029292-0.0016753i,0.00052153-0.0016381i,0.0005249-0.0028677i,-0.00018524-0.0046517i,-5.5034e-05-0.003705i,0.00091824-0.00079655i,0.0011807+0.0014363i,7.1903e-05+0.0033716i,-0.001384+0.0034353i,-0.0017659+0.001357i,-0.0011865+0.00019625i,-0.0011337-0.00010233i,-0.00034323-0.00041449i,0.00081981+3.6151e-05i,0.001282+0.0004494i,0.00052029+0.0004342i,-0.0012393+0.00028326i,-0.001345+0.00017378i,-0.00089712+0.00069705i,-0.00054811+5.5525e-05i,-0.00026914-0.00086353i
0.0022238+0.0010435i,0.0014531+0.00068616i,0.0004254-0.00033663i,-0.00085726-0.0025378i,-0.0010719-0.0040409i,-0.001205-0.0038855i,-0.00074637-0.0015285i,0.0002268+0.00019517i,0.0016986+0.00073105i,0.0018767+0.0026587i,0.00031405+0.0030319i,-0.00088041+0.0010651i,-0.0006516-0.00013841i,0.00013718-0.00045789i,0.00049621-0.000508i,0.00056193-0.00011678i,0.00083387+0.00051673i,0.00026982+0.0002231i,-0.00051011-0.00074642i,-0.00054935-0.0005241i,-0.00037562-0.00054061i,-0.00018313-0.0010961i,0.00013311-0.00034265i
0.00046754+0.00091194i,2.0679e-05+0.0010877i,0.00041956+0.0013795i,0.00044041+0.00057802i,-0.0007821-0.00049354i,-0.0023514-0.0013547i,-0.001869-0.0024323i,0.00010109-0.0022263i,0.0018811-0.00054833i,0.0026768+0.0014268i,0.0017177+0.0020079i,0.00049823+0.0015255i,-0.00059774+0.000464i,-0.0010273-0.00064367i,-0.0011266-0.0014113i,-0.00076396-0.0010703i,-0.0001924-0.00049163i,4.4914e-05+7.0382e-05i,4.5427e-05+0.00022791i,6.2136e-05-0.00024391i,-3.0537e-05-0.00056961i,-6.0444e-05+3.5268e-05i,-0.00073858+0.00017321i
0.00053122+0.0026915i,-0.00016324+0.0012506i,0.00096593-0.00015785i,0.0010434-0.0018642i,-0.0015504-0.0021526i,-0.0028047-0.0014859i,-0.0027471-0.0015777i,-0.0016262-0.0016502i,0.0006051-0.00029753i,0.0024293+0.00095693i,0.0029489+0.00076036i,0.0022381+0.00028314i,0.00079209+0.00052692i,0.00029054+0.0007997i,-0.00080617+0.00055232i,-0.0018768-0.00073279i,-0.00097347-0.0010395i,-0.00043388-0.00037991i,6.8175e-06+0.00049421i,0.00033573+0.0010584i,0.00022674+0.00055979i,0.00059418+0.00033731i,0.00048875+0.00039635i
-0.00088241-0.0016697i,-0.0014902-0.0010272i,-0.0028694-0.00060622i,-0.0025973+0.00012988i,-0.0013666+0.00059429i,-0.0013404+6.5666e-05i,-0.0013461-0.00053502i,-0.00060604-0.00089699i,-0.00098308-0.0017274i,-0.00013064-0.002229i,0.0021405-0.0014485i,0.0015755-0.00023852i,0.00011785+0.001392i,-0.00071794+0.0020076i,-0.00084231+0.0010267i,-0.00054665+0.00036018i,-0.00016936+8.3929e-05i,-0.00043772-7.6502e-08i,-0.00046212-6.2821e-05i,-0.00013957-0.00047048i,-0.00036042-0.00047089i,-9.0281e-06+9.5952e-05i,0.00030851-0.00043716i
0.0028765-0.00068665i,0.0027056-0.0012735i,0.002445-0.0012138i,-9.7055e-06-0.00075352i,-0.0022887-0.0011241i,-0.0030928-0.00076243i,-0.0027927-0.00019405i,-0.0018987-0.00049475i,-0.0019571-0.0012432i,-0.0015113-0.0025687i,0.0004153-0.0023411i,0.00084602-0.00073493i,-0.00017278+0.00010639i,-0.001533+0.00023557i,-0.0016663+0.00016773i,-0.00088263+0.00045733i,-0.00076991+0.00046503i,-0.00079642-0.000183i,9.8713e-05-0.00054569i,0.00050061-0.00065135i,2.4368e-05-0.0006507i,-0.00019479-0.00053719i,-0.0001839+0.00024364i
0.00035312-9.7902e-06i,2.5506e-05-0.00075385i,0.0010752-0.0023194i,0.0015781-0.0022063i,0.0016726-0.0022285i,0.0016991-0.0014587i,0.00061415-0.00081678i,-0.0011192-0.00062848i,-0.0022068-0.00099572i,-0.0021631-0.0026922i,-0.0012064-0.0035735i,-0.0013602-0.0020665i,-0.0012571+0.00057884i,-0.00038279+0.001582i,-7.7802e-05+0.0015297i,8.097e-05+0.001887i,-0.00021121+0.0015265i,-0.00036675+0.00064224i,-4.656e-05+0.00070305i,-0.00010243+0.00048077i,-0.00040656+0.00084003i,9.7813e-05+0.00077186i,0.00013311-0.00025879i
-0.00015215+0.00030792i,0.00043124+0.00091739i,0.0016184+0.0012643i,0.0026496-0.00048958i,0.0020373-0.0029296i,0.00050533-0.0039758i,-0.00071968-0.0028248i,-0.0012314-0.00037132i,-0.0023326+0.0014957i,-0.003833+0.00084959i,-0.0037208-0.00072607i,-0.002268-0.00051812i,-0.0014331+0.00071749i,-0.0016808+0.0015848i,-0.0021396+0.001741i,-0.0012624+0.0010887i,-1.1907e-05+0.00071727i,0.00023854+0.00076954i,0.00027028+0.00076675i,-0.00015797+0.00045808i,-0.00030623-0.00044477i,3.5571e-07-0.00086409i,0.00066636-0.00017847i
-0.0022458-0.0013772i,-0.0019964-0.0020987i,-0.0015008-0.0036021i,-0.00082617-0.0038377i,-0.00093981-0.0028204i,-0.00045317-0.0023029i,-0.0006045-0.0013596i,-0.002467+0.00042903i,-0.0035113+0.0021713i,-0.0037842+0.0017998i,-0.0038712+0.00060305i,-0.0035142+0.0005248i,-0.0018916+0.0015112i,0.00014057+0.0026668i,0.0010947+0.0020235i,0.001183+0.0011393i,1.1732e-05+0.00095032i,-0.00055847+9.9895e-05i,0.0004301-0.00036932i,0.0012582+8.0095e-05i,0.001103-0.00052038i,0.0002733-0.0011857i,-0.00013201-0.00095767i
-0.0004644+0.00034186i,0.00038567+0.0012757i,0.0020547+0.0011168i,0.0020322-0.00098936i,-0.00011483-0.0047453i,-0.0018459-0.0057451i,-0.0017253-0.0037483i,-0.0010775-0.00028664i,-0.0014267+0.0026058i,-0.0024872+0.002978i,-0.0032714+0.0028159i,-0.0026058+0.0027099i,-0.00046218+0.0019136i,0.0012195+0.0016709i,0.001155+0.0014164i,0.00096685+0.00076751i,0.0015154+0.00057088i,0.0012746+0.00077035i,7.3157e-05+0.0004009i,-0.00063442+0.00018842i,-0.00018243+0.00022176i,0.00053476-0.0005973i,0.00051888-0.00084884i
0.0021514-0.0028059i,0.0019446-0.002785i,0.0011599-0.0037569i,-0.0008041-0.0039921i,-0.004134-0.0028045i,-0.0054779-0.0026661i,-0.0029872-0.0021714i,-0.0010794+7.9335e-05i,-0.0011418+0.0021006i,-0.0013399+0.0035139i,-0.0014376+0.0041939i,-0.00093343+0.0032018i,0.00092115+0.0011985i,0.00072049-0.0001361i,-5.0599e-05+0.00022179i,0.00030778+0.0010833i,0.00061051+0.00075258i,0.00086295+0.00052766i,0.000348+0.00078098i,-0.00010393+0.00031037i,-0.00053289-0.00055869i,-0.00055113-0.00075838i,0.00020444+0.00040089i
-5.7978e-05+0.00025402i,-0.00063917-0.0013734i,-0.00014312-0.0017594i,-0.0015979-0.002538i,-0.0022519-0.0035552i,-0.0025996-0.0033733i,-0.0029538-0.0028384i,-0.0019575-0.0013648i,-0.00033296+0.0013839i,0.00045839+0.0038371i,-3.8624e-05+0.0039898i,-0.00041739+0.0038206i,-0.00023395+0.0018759i,0.00045536-0.00069351i,0.00081828-0.0012386i,0.00021479-0.0001943i,-0.00028494+0.000833i,0.00030639+0.0007699i,0.0010804+0.00035886i,0.00094882-7.0963e-05i,0.00047077+0.00031661i,0.00045703+0.00050359i,0.00039787+0.0003245i
-8.671e-05+0.0021138i,-0.0004898+0.0022716i,-0.00060889+0.0039317i,-0.0010274+0.0033668i,-0.002221+0.00049952i,-0.0035481-0.0013019i,-0.0031111-0.0014528i,-0.001445-1.4399e-05i,0.00053147+0.0014841i,0.0025797+0.0021948i,0.0023893+0.0025666i,0.0018421+0.0020087i,0.0018554+0.0011057i,0.001017+0.00037516i,1.0235e-05+4.5512e-05i,-0.00068599-1.3225e-05i,-0.00065808+0.00031933i,0.00017482+0.00051666i,0.00092228+9.6494e-05i,0.00040132+5.3473e-05i,-6.6893e-05-0.00046654i,-3.4699e-05-0.00080746i,-0.00023332-0.00056383i
-0.0015654+0.0025084i,-0.0010444+0.0016825i,-0.00090715+0.0012582i,-0.00022669-6.6858e-05i,0.0013846-0.00094423i,0.00079887-0.0012939i,-0.0016261-0.0010641i,-0.0023748-0.00087062i,-0.0014867-0.0005707i,0.00092843+0.00050387i,0.0031739+0.0017288i,0.0031841+0.0019468i,0.001955+0.0012695i,0.00070234+0.00039004i,0.00045119+8.0075e-06i,0.00088368-0.00029606i,0.0004707-0.00018774i,-0.00025309+0.00012461i,-0.00035865-0.00016662i,-0.00019523-0.00077213i,-0.00030088-0.0010398i,-0.00052537-0.00063014i,-0.00029325+7.2008e-05i
-0.0037123-0.0011879i,-0.0036823-0.00010425i,-0.0028473+0.00044584i,-0.0013339-6.2329e-05i,-0.00056138-0.0010892i,0.00041386-0.001085i,-0.0005175-0.00010324i,-0.0017074+0.00084471i,-0.0015303+0.0006639i,-0.00013177-3.4396e-05i,0.0015162+0.000395i,0.0014473+0.0016471i,0.0007833+0.0017094i,5.9482e-05+0.0013939i,-0.00090261+0.0015993i,-0.0009347+0.00085742i,-0.00028116+0.00029707i,0.00052045+0.00053911i,0.00076639-0.00043525i,-6.5018e-05-0.00099658i,-0.00032333-0.00019209i,-0.00017652+0.00045563i,-0.00097273+0.00041656i
-0.00019835-0.0014891i,0.0016722-0.0020211i,0.0022724-0.0013826i,0.0010886-0.0015573i,0.00088658-0.0016595i,0.00092317-0.0012998i,-4.8292e-05+0.0003652i,-0.00097383+0.001319i,-0.0018457+0.001222i,-0.0017927+3.1885e-05i,-7.6838e-05-0.00076706i,0.0019211+0.00010939i,0.0015145+0.00038382i,0.0010286+0.0004591i,0.0016581+0.0009739i,0.0015996+0.0010824i,0.0018446+6.1195e-05i,0.0018279-0.00011598i,0.0013712-5.2702e-05i,0.00065233-0.00032619i,0.00035867-0.00029102i,0.00076736-0.00047707i,0.00096487-0.00078276i
0.0021469+0.0022853i,0.0016653+0.0030519i,0.0013474+0.0015734i,0.00109-0.002653i,0.0012201-0.0054953i,0.001035-0.0047825i,0.00061504-0.0012049i,-0.0007412+0.0024374i,-0.0018251+0.003303i,-0.0018686+0.0019264i,-0.0011219+0.00065943i,0.00016229+1.8167e-05i,0.00044184-0.00011825i,0.00048891-1.0165e-05i,0.0017021-0.00021893i,0.0022771-0.00064953i,0.0012154-0.00029863i,0.00033924-1.5991e-05i,0.00011846-0.00037688i,0.00023433-0.00072684i,0.00038714-0.00038689i,-0.00023784-0.0001168i,-0.00041239-3.1199e-05i
0.00037151-0.0024337i,0.00073299-0.0030487i,0.00048509-0.0033093i,-0.00036587-0.0029224i,-0.0012233-0.0034636i,-0.0017066-0.0038483i,-0.00063351-0.0017582i,0.0003805+0.0010527i,-0.0005156+0.0023611i,-0.0025481+0.0027737i,-0.0026934+0.0024367i,-0.00047595+0.00059365i,0.0012538-0.0011111i,0.0021739-0.00064914i,0.0017732+0.00039811i,0.00068339+0.00061755i,-6.3731e-05+0.00013582i,-0.00064765-0.00059655i,-0.00065633-0.00091502i,-0.00069905-0.00055448i,-0.00022521+0.00017532i,-0.00022641+0.00063135i,-0.00070685-0.00023241i
-0.0012478-0.0026312i,-0.0013161-0.0026946i,-0.0016137-0.0022198i,-0.0022-0.0020831i,-0.002201-0.0017054i,-0.0011861-0.0015283i,0.00067295-9.8349e-05i,0.0019205+0.0023476i,0.0012652+0.0038259i,-0.00040305+0.0041529i,-0.00069759+0.003612i,-8.418e-07+0.0017848i,0.00071185-0.00031799i,0.00096328-0.00099641i,0.0010609-0.0011398i,0.0014101-0.0017476i,0.00099682-0.001487i,0.00037727+0.0001502i,-5.7892e-05+0.000866i,-0.00029874+0.00041608i,-0.00020353+3.9138e-05i,-0.00040236-0.00015605i,-0.00027304-0.00072664i
0.00056214+0.0025544i,0.0007433+0.0025856i,0.0016991+0.0025803i,0.0011403+0.00050828i,3.5976e-05-0.0028802i,-0.0016926-0.0045364i,-0.0012599-0.0030271i,0.002324-0.00027107i,0.003665+0.0020533i,0.0029844+0.0037703i,0.0022208+0.0042426i,0.00067056+0.0018738i,0.0001272-0.00063268i,0.0010583-0.0012557i,0.0016645-0.0014641i,0.00019744-0.0015872i,-0.00062958-0.0009024i,-6.905e-05+0.00055291i,6.0089e-05+0.00077565i,-8.2848e-05+2.117e-05i,0.00021155-0.00030628i,0.00087736-0.00047268i,0.001544-0.00040317i
0.00088082+0.0018878i,0.0011514+0.002625i,0.0029044+0.00037241i,0.003287-0.0017146i,0.00039789-0.001858i,-0.0024573-0.0020854i,-0.0019161-0.0023535i,0.0011049-0.0011552i,0.0029721+0.0012145i,0.0030901+0.0021247i,0.0025646+0.00098994i,0.0013285-0.00066939i,-0.00083655-0.002159i,-0.0025313-0.0026849i,-0.0025498-0.0020379i,-0.0020183-0.001584i,-0.0011704-0.0016625i,0.00077389-0.00062567i,0.0019045+0.0009881i,0.0016175+0.0014921i,0.0017686+0.0013366i,0.0014744+0.0010406i,0.00015837+0.00030085i
0.0015559-0.0018947i,0.0015083-0.0021925i,0.00094676-0.0032799i,-0.00031974-0.0033563i,-0.0017536-0.0026148i,-0.0028342-0.00084295i,-0.0011612+0.00048835i,0.0018731-0.00071159i,0.0037155-0.0019109i,0.0037457-0.0010589i,0.0028491+3.7346e-05i,0.00071946-0.0001589i,-0.0013929-0.00081746i,-0.0022796-0.00096046i,-0.0023822-0.00058621i,-0.0022741+0.0010141i,-0.0016095+0.0024587i,-0.00049646+0.002088i,-0.00033475+0.0012961i,-0.00049046+0.0003295i,-0.00071198+5.4758e-05i,-0.00062383+0.00035264i,-0.0001134+0.0002723i
0.0014144+0.0020982i,0.0017532+0.0021852i,0.0032135+0.0010098i,0.0043565-0.0013384i,0.0039019-0.0021454i,0.0019381-0.00062906i,0.00039336-0.00057224i,0.00055592-0.0019279i,0.0013881-0.0029326i,0.0026592-0.0028198i,0.0026364-0.0024513i,0.00029369-0.0022596i,-0.0024035-0.0010788i,-0.0029665-0.00025323i,-0.0031403-0.00012208i,-0.0024108+0.00090633i,-0.00029217+0.001206i,0.0015238+0.00080755i,0.0019941+0.001033i,0.0014118+0.00097271i,0.00076638+0.00034246i,5.1101e-05-0.00050775i,-0.00040532-0.0014908i
0.0012693+0.00083882i,0.002268+0.001686i,0.002577-0.00034008i,0.0016866-0.0033606i,0.0002727-0.0028051i,0.00015825-0.00085114i,2.7717e-05-0.00080631i,-3.4315e-06-0.0029815i,0.00030887-0.0046813i,0.00063661-0.0048182i,-9.4717e-06-0.0041276i,-0.0011193-0.0018624i,-0.002612+0.00083865i,-0.0029628+0.0023519i,-0.0022213+0.0026386i,-0.0019629+0.0019451i,-0.00096156+0.001822i,0.00047933+0.0018816i,0.00095789+0.00095835i,0.0016133+0.00016234i,0.0011196+0.00059731i,-0.0005143+0.00072327i,-0.00077573+0.00025233i
-0.0005362-0.0011591i,0.00048667-0.00026511i,0.00031228-0.0025194i,-0.00020722-0.0044935i,0.001481-0.0048574i,0.0035827-0.0038903i,0.003201-0.0020353i,0.00033447-0.0015965i,-0.0024903-0.0032875i,-0.0036357-0.0048532i,-0.0029944-0.0034472i,-0.0018995-0.00052401i,-0.0015768+0.0012691i,-0.0019785+0.0018265i,-0.001804+0.0022072i,-0.00048116+0.0031471i,0.00049578+0.0029097i,0.0008259+0.0017464i,0.00069644+0.00011649i,0.0012094-0.00034819i,0.00078677+0.00016818i,-0.00034629+0.00023394i,-0.00066307+0.00030215i
-0.0010434+0.00068533i,-0.00079037-8.429e-05i,-0.00086523-0.0011662i,-0.0022674-0.0016965i,-0.0027228-0.0042992i,-0.00033787-0.0063793i,0.00091513-0.0054896i,-0.002192-0.0034436i,-0.0056393-0.001808i,-0.0057298-0.0014979i,-0.0047244-0.0013325i,-0.0034542+0.00061056i,-0.0019506+0.0037929i,-0.0014974+0.00571i,-0.0012756+0.0049905i,-0.00026272+0.0025419i,0.00089173+0.0002377i,0.0020079-0.0011797i,0.0019924-0.0011894i,0.0013475-0.0015452i,0.0012142-0.0019698i,0.0012117-0.00092506i,0.00075292-0.00063259i
-0.00017758-0.0014378i,0.00081974-0.0018096i,0.0012524-0.0023262i,0.0014765-0.0019397i,-0.00010205-0.0028468i,-0.00077873-0.004916i,-0.0010519-0.0056319i,-0.0040235-0.0035395i,-0.0071843-0.00047607i,-0.0074212+0.0012725i,-0.0053262+0.0018687i,-0.0019033+0.002437i,0.00111+0.0031585i,0.0028193+0.0035151i,0.0033807+0.0028302i,0.0026758+0.0016478i,0.0014318+0.00082912i,0.00017087+6.5919e-05i,-0.000869-0.00044361i,-0.001094-0.0012556i,-0.00084393-0.0012674i,-0.00043272-0.00062088i,-0.00017968-0.00019208i
-0.0024652-0.00046881i,-0.0023299-0.00065826i,-0.0016241-0.00089739i,-0.0022705-0.0019029i,-0.0039245-0.004683i,-0.0051485-0.0063131i,-0.0052249-0.0037282i,-0.0047886+0.00038644i,-0.0049749+0.0035425i,-0.0054514+0.005128i,-0.0039912+0.0048235i,-0.0014069+0.0036087i,0.00071075+0.0032222i,0.0014663+0.0027293i,0.001641+0.0011533i,0.0014768-9.0987e-05i,0.0014589-0.0013423i,0.001824-0.0017405i,0.00098098-0.0018013i,-0.00045443-0.00162i,-0.0010343-0.00085405i,-0.00056337+0.00024672i,0.00035881+0.00068763i
