-0.0018012+0.00040463i,-0.0018073+1.9882e-05i,-0.0014944+0.00080352i,-0.0011768+0.00030653i,-0.0018623-0.00058502i,-0.0027366-0.0007069i,-0.0021602+2.2899e-05i,-0.00018091+0.00072764i,0.0011565+0.0012805i,0.0013452+0.001311i,0.00073232+0.00073642i,0.00020171+9.5143e-05i,0.00060454-8.2313e-05i,0.0010966+0.00030012i,0.00010651+0.00073557i,-0.0010126+0.00050691i,-0.00091821-0.00038705i,-0.00020578-0.0007027i,1.1476e-05-0.00066038i,-0.00040945-0.00048512i,0.00030697+0.0003465i,0.00044937+9.0343e-05i,2.9587e-05-0.00084677i
-0.13295-0.40272i,-0.5333-0.56702i,-0.89955-0.23171i,-0.79663+0.39018i,-0.37317+0.64713i,-0.067376+0.55946i,0.12539+0.42878i,0.24922+0.21098i,0.17652+0.0064669i,0.056436-0.032268i,0.020774-0.01457i,0.0090768-0.0036225i,0.024511+0.016568i,0.046517+0.022341i,0.039942+0.031193i,0.035068+0.046022i,0.028534+0.029885i,0.0044098+0.007363i,-0.008879+0.011685i,0.0019097+0.020688i,0.012874+0.016251i,0.0091726+0.0040091i,0.0016116-0.0029872i
0.27135+0.070812i,0.46214-0.064451i,0.28926-0.30301i,-0.14408-0.34507i,-0.24311-0.1772i,-0.070415-0.15218i,-0.10723-0.23783i,-0.2431-0.15891i,-0.21819+0.0055608i,-0.11421+0.088081i,-0.040237+0.079365i,-0.026104+0.036992i,-0.052771+0.022249i,-0.060861+0.02853i,-0.032123+0.028218i,0.0040128+0.01234i,0.022001-0.0048928i,0.027048-0.0065656i,0.030432+0.0016331i,0.034182+0.0079501i,0.034715+0.0048999i,0.026818-0.0030613i,0.014744-0.0062963i
-0.070579+0.15465i,-0.012447+0.37382i,0.27599+0.43327i,0.50686+0.18528i,0.28525-0.021906i,-0.10066+0.046011i,-0.22539+0.17173i,-0.13302+0.18556i,0.0049286+0.12936i,0.065381+0.062161i,0.037933+0.026822i,0.0094863+0.0060422i,-0.0015615-0.024438i,-0.00616-0.043718i,-0.0070611-0.046494i,-0.011837-0.031231i,-0.0086837-0.011232i,0.00046958-0.0086077i,0.0040523-0.014723i,0.0055644-0.015313i,0.011094-0.0074998i,0.019549+0.0041609i,0.023009+0.007301i
-0.179+0.032416i,-0.24199+0.088706i,-0.12315+0.27336i,0.1301+0.45571i,0.24277+0.38857i,0.15046+0.24011i,0.12213+0.19235i,0.19344+0.084941i,0.15382-0.068462i,0.052065-0.10151i,0.018612-0.054599i,0.014694-0.013122i,0.014383+0.017217i,0.024114+0.033299i,0.021288+0.036536i,0.010473+0.034598i,0.0034846+0.027574i,-0.0075886+0.019029i,-0.016727+0.014152i,-0.018285+0.0076731i,-0.016903-0.0016737i,-0.016553-0.0093728i,-0.017524-0.010446i
0.19168-0.18889i,0.20916-0.36152i,-0.052513-0.42845i,-0.39253-0.26793i,-0.40546+0.03013i,-0.18812+0.19581i,-0.084654+0.12946i,-0.11902+0.028573i,-0.13126+0.023343i,-0.063295+0.039659i,0.001638+0.0092285i,0.012146-0.022334i,0.0049827-0.026799i,-0.0057928-0.028481i,-0.014579-0.027526i,-0.013197-0.029602i,-0.0098094-0.036914i,-0.0029441-0.030882i,0.0049033-0.017855i,0.0059432-0.0048966i,0.0029094+0.004483i,0.0021761+0.0029285i,0.0028107-0.004573i
-0.026975+0.21i,0.00076867+0.29938i,0.034132+0.13524i,0.024044-0.15192i,0.0069721-0.23606i,0.038535-0.15122i,0.039032-0.052382i,0.0080119+0.043461i,0.022314+0.08744i,0.015577+0.067884i,-0.023466+0.049525i,-0.043642+0.038689i,-0.048833+0.025542i,-0.03384+0.019815i,-0.0024145+0.013953i,0.025911+0.0063012i,0.037229+0.0002815i,0.027355-0.004385i,0.010846-0.0012701i,0.0033457+0.0079448i,0.0040969+0.017703i,0.0053222+0.02586i,0.0037036+0.027594i
-0.15155-0.12027i,-0.25506-0.076455i,-0.11603+0.16787i,0.20993+0.35366i,0.3133+0.21897i,0.14852+0.035263i,0.042068+0.02021i,0.063543+0.022289i,0.067872-0.020292i,0.048096-0.049328i,0.032854-0.050431i,0.02242-0.034535i,0.031379-0.020248i,0.046832-0.016673i,0.04284-0.018672i,0.016992-0.01299i,-0.0061726+0.0006672i,-0.011034+0.012153i,-0.0027576+0.012716i,0.004682-0.00065106i,0.003861-0.015037i,0.0026221-0.019096i,0.0077342-0.015438i
0.18246+0.047427i,0.35995+0.02026i,0.33834-0.063539i,0.062489-0.10912i,-0.16393-0.0594i,-0.21188+0.006259i,-0.17364+0.023127i,-0.10262+0.008589i,-0.045702-0.0069985i,-0.026876-0.0060838i,-0.0096182+0.00060303i,-0.0019976-0.0071361i,-0.024735-0.011328i,-0.055803-0.0052938i,-0.069026+0.0017098i,-0.056317+0.0081564i,-0.031071+0.0085939i,-0.01265+0.00016111i,-0.0064064-0.0090745i,-0.0074911-0.0087338i,-0.010582-0.0041413i,-0.013224-0.0011801i,-0.015-0.0012159i
-0.093029-0.015567i,-0.24909-0.074086i,-0.41677-0.18222i,-0.48458-0.18862i,-0.4014+0.014115i,-0.20004+0.19462i,-0.033982+0.15798i,0.0016461+0.046042i,-0.011888+0.014934i,-0.0075869+0.034685i,-0.0046226+0.036718i,-0.0071203+0.022827i,-0.0032411+0.01051i,0.0020105+0.00066086i,0.0069843-0.0054122i,0.015251-0.01056i,0.019418-0.014233i,0.016711-0.0077852i,0.012816+0.00085894i,0.011002+0.0046834i,0.011572+0.0088005i,0.013652+0.0072702i,0.014471+0.00073494i
-0.010736+0.039995i,-0.019702+0.11016i,-0.0012664+0.2513i,0.12524+0.33214i,0.28336+0.18118i,0.26867-0.058271i,0.12684-0.1137i,0.051981-0.046445i,0.04069-0.040993i,0.0010165-0.065565i,-0.035897-0.046312i,-0.031377-0.017258i,-0.0083574-0.010246i,0.01644-0.006621i,0.029424+0.0029831i,0.024992+0.011577i,0.015684+0.015425i,0.0049946+0.011702i,-0.0046888+0.011798i,-0.0047634+0.016621i,-0.0019154+0.013281i,-0.0070647+0.0071652i,-0.013216+0.0051441i
-0.0077073-0.0063641i,0.056709+0.041888i,0.21681+0.092636i,0.28231+0.025106i,0.090696-0.08291i,-0.15106-0.032037i,-0.19386+0.085481i,-0.11228+0.099994i,-0.069068+0.073295i,-0.036292+0.06836i,0.004287+0.047192i,0.0039003+0.016672i,-0.014143+0.013251i,-0.013659+0.018019i,-0.0040666+0.011677i,0.00052999+0.0051806i,0.00094325-0.00012998i,0.0044842-0.00046675i,0.016678+0.00074699i,0.025927-0.0076785i,0.024471-0.014041i,0.022786-0.0078424i,0.022941+0.0017944i
0.11516+0.0082836i,0.20518-0.10849i,0.14651-0.33591i,-0.062291-0.41868i,-0.16446-0.20321i,-0.056423+0.031105i,0.046523+0.050945i,0.034729+0.0066007i,0.02632+0.020491i,0.048392+0.03048i,0.052895+0.012084i,0.044559-0.0073719i,0.030595-0.024038i,0.0037591-0.04075i,-0.02143-0.043648i,-0.02222-0.033384i,-0.011148-0.024024i,-0.010477-0.021112i,-0.017675-0.021793i,-0.024533-0.013017i,-0.026971+0.0013362i,-0.022162+0.003386i,-0.018342-0.0071055i
-0.19089-0.0295i,-0.42475+0.0048244i,-0.59093+0.16303i,-0.49767+0.36008i,-0.23761+0.35045i,-0.081982+0.14319i,-0.064733+0.01247i,-0.048256-0.012385i,-0.016559-0.041173i,-0.012136-0.059856i,-0.02967-0.048925i,-0.046218-0.030442i,-0.049672-0.013427i,-0.034604+0.0098116i,-0.0068328+0.024945i,0.006037+0.01796i,0.0028592+0.0095003i,0.0050431+0.0095528i,0.0067283+0.0097044i,0.0061619+0.0068318i,0.0094735+0.0023453i,0.011119-0.00054867i,0.013175+0.0029666i
0.13709+0.068853i,0.26862+0.21517i,0.37763+0.37099i,0.37859+0.34334i,0.23504+0.17623i,0.055009+0.10366i,-0.013848+0.12794i,0.0065922+0.12754i,0.017887+0.079175i,-0.0015351+0.03847i,-0.0087082+0.038105i,0.0042092+0.057009i,0.024099+0.068746i,0.047289+0.054943i,0.046151+0.026926i,0.023969+0.012527i,0.011317+0.0042385i,0.0019225-0.0055976i,-0.0072417-0.003519i,-0.0071321+0.00244i,-0.0040138+0.00020342i,-0.0050293-0.0027094i,-0.0051892-0.0043155i
-0.044635-0.021635i,0.043922-0.17456i,0.19012-0.46635i,0.19299-0.61298i,0.08648-0.40656i,0.084575-0.10144i,0.1296-0.0040095i,0.095356-0.036617i,0.029674-0.02748i,0.010574+0.0023505i,0.023414-0.0076139i,0.023672-0.044722i,0.0041927-0.073446i,-0.025568-0.080253i,-0.038948-0.061024i,-0.022481-0.034295i,-0.0086767-0.014252i,-0.0030648+0.0074024i,0.014333+0.017295i,0.027468+0.011283i,0.021951+0.0073368i,0.0096774+0.0099313i,-0.0023208+0.012426i
0.052586-0.10293i,-0.10019-0.16726i,-0.33703-0.060981i,-0.32052+0.12628i,-0.056777+0.10549i,0.067935-0.080879i,0.0099496-0.14554i,-0.016897-0.08172i,0.018451-0.036967i,0.026468-0.030074i,-0.0063399-0.021206i,-0.029062+0.00057189i,-0.028576+0.018196i,-0.020757+0.027417i,-0.011959+0.025302i,-0.0067153+0.018221i,0.0056645+0.016112i,0.016787+0.0027673i,0.0029137-0.016886i,-0.018581-0.017651i,-0.022465-0.0083757i,-0.012051-0.0049148i,0.00083391-0.0065313i
-0.18016+0.22826i,-0.16204+0.53772i,-0.0032128+0.71832i,0.061238+0.55662i,-0.090376+0.27952i,-0.24075+0.17391i,-0.21491+0.16823i,-0.11161+0.10843i,-0.061196+0.022454i,-0.045921-0.0056216i,-0.013592+0.0061113i,0.014829+0.0042231i,0.024683-0.0023839i,0.036123-0.0016679i,0.040694-0.00056642i,0.032966-0.0026325i,0.018341-0.015407i,-0.00077525-0.019738i,-0.0051955-0.00084574i,0.0073357+0.014109i,0.016731+0.011707i,0.01539+0.0038215i,0.0096252+0.00057847i
0.33744-0.19713i,0.5141-0.54476i,0.41356-0.82936i,0.11058-0.71841i,-0.037429-0.32535i,0.036604-0.048155i,0.086146+0.009403i,0.039506+0.011575i,-0.0031168+0.041676i,-0.0005136+0.047603i,0.0015759+0.01403i,-0.017941-0.0057717i,-0.032353+0.00067966i,-0.035668+0.0030901i,-0.029505-0.0024231i,-0.022031-0.0069583i,-0.023172-0.0003024i,-0.021551+0.010942i,-0.01059+0.0071045i,-0.0018425-0.0052629i,-0.0011323-0.010323i,-0.0020351-0.0079237i,-0.0010506-0.0080794i
-0.46552+0.050322i,-0.78399+0.21453i,-0.75843+0.34723i,-0.3846+0.26392i,-0.11262+0.043209i,-0.077051-0.08745i,-0.067131-0.085687i,-0.018341-0.051391i,0.025905-0.027642i,0.02724-0.011749i,0.0085153+0.011567i,0.014105+0.025847i,0.025526+0.015487i,0.02247+0.0066893i,0.013543+0.0071854i,0.0098609+0.010278i,0.015343+0.010192i,0.021828+0.0035505i,0.017731-0.0001656i,0.0060539+0.0017857i,-0.0040815+0.0050956i,-0.0082665+0.0086664i,-0.0090408+0.0090017i
0.48876+0.13891i,0.84496+0.21359i,0.87281+0.26754i,0.53676+0.3038i,0.21221+0.30886i,0.045957+0.25249i,-0.033403+0.17574i,-0.039356+0.11197i,-0.025748+0.035442i,-0.025461-0.0050268i,-0.010177-0.0092457i,-0.001846-0.023457i,-0.014111-0.032796i,-0.017017-0.029649i,-0.0080184-0.02389i,-0.0015809-0.016817i,0.00042974-0.01241i,-0.0013468-0.012155i,-0.0056323-0.015908i,-0.0075611-0.016396i,-0.0029427-0.010331i,0.004992-0.0055734i,0.012089-0.0030813i
-0.4144-0.26079i,-0.73093-0.42882i,-0.76107-0.42572i,-0.46605-0.23339i,-0.15369-0.047611i,0.0074045+0.040238i,0.056112+0.048968i,0.039064+0.016141i,0.0094343+0.010219i,0.0082235+0.010544i,-0.0032576-0.0066639i,-0.026742-0.0025485i,-0.021597+0.017487i,-0.0040125+0.019672i,-0.00011107+0.006887i,-0.00044517-0.0032272i,0.0014501-0.0056303i,0.00045924+0.0018865i,-0.0020014+0.016815i,-0.0002928+0.026084i,0.0016774+0.021003i,-0.0027412+0.0090973i,-0.0096304+0.0032756i
0.29729+0.32698i,0.50842+0.50217i,0.50487+0.40412i,0.29322+0.079533i,0.11117-0.13062i,0.050008-0.15166i,0.026914-0.11646i,0.013849-0.061921i,0.03433-0.01817i,0.045525-0.0053637i,0.035695+0.0061332i,0.029986+0.0096589i,0.018072-0.0029966i,0.0024193-0.0069468i,-0.0020872+0.0041865i,-0.0018737+0.012269i,-0.0057975+0.013673i,-0.0064078+0.011471i,0.0032567+0.0045936i,0.012899-0.0011345i,0.01368-0.00032081i,0.012561+0.0044242i,0.015899+0.0047978i
-0.17062-0.32987i,-0.25516-0.52098i,-0.21871-0.46362i,-0.11561-0.2275i,-0.079884-0.091334i,-0.10826-0.041225i,-0.084318+0.022488i,-0.023043+0.032195i,-0.019726-0.0032682i,-0.039102-0.0094412i,-0.020223-0.0036378i,0.0063644-0.0056566i,0.013916+0.00063472i,0.01289+0.0076889i,0.013439+0.0044539i,0.015944-0.00053791i,0.01833-0.0057936i,0.015465-0.01348i,0.0049157-0.01822i,-0.0031204-0.018866i,-0.0045079-0.018244i,-0.0062924-0.01677i,-0.011353-0.013774i
0.054151+0.32204i,0.055336+0.52551i,0.029365+0.52891i,0.018349+0.3695i,0.020963+0.25349i,0.035769+0.18712i,0.031593+0.099703i,-0.0053357+0.038701i,-0.02772+0.034435i,-0.026991+0.036264i,-0.028887+0.017804i,-0.033124-0.00097883i,-0.025095-0.012711i,-0.012523-0.021944i,-0.011746-0.024767i,-0.017969-0.020228i,-0.022297-0.012577i,-0.020233-0.0041356i,-0.012824+0.0015012i,-0.0063054+0.0027639i,-0.002069+0.00052799i,7.9072e-05+0.00050225i,0.002039+0.0046109i
0.017166-0.26489i,0.051216-0.42116i,0.043241-0.40415i,-0.014405-0.2398i,-0.019152-0.10643i,0.010317-0.064491i,0.0076285-0.038141i,0.018733-0.0035877i,0.054282-0.0061983i,0.06143-0.024844i,0.037844-0.014751i,0.013619+0.009582i,-0.00096473+0.023339i,-0.0038444+0.025946i,0.00011044+0.022332i,0.0046253+0.017247i,0.010579+0.014019i,0.013555+0.011146i,0.0096062+0.0095982i,0.00096282+0.010988i,-0.0070425+0.013214i,-0.0060572+0.01026i,-0.0015289+0.0019115i
-0.049795+0.19004i,-0.11399+0.28519i,-0.12892+0.25283i,-0.095537+0.12144i,-0.1058+0.010632i,-0.13636-0.0327i,-0.11251-0.040732i,-0.063182-0.042504i,-0.040555-0.042575i,-0.032799-0.0352i,-0.014283-0.029988i,0.0035338-0.040314i,0.0014078-0.047986i,-0.0055687-0.034953i,-0.0030276-0.014212i,0.0035835-0.0021014i,0.0056069-0.00040558i,0.0011904-0.002962i,-0.0010972-0.001154i,0.0034999+0.0048998i,0.0093902+0.010825i,0.013031+0.013683i,0.014089+0.011138i
0.057708-0.10987i,0.12876-0.15426i,0.15715-0.12687i,0.12962-0.053089i,0.090858+0.035806i,0.041088+0.11982i,-0.0062937+0.14285i,-0.038797+0.10594i,-0.053369+0.086883i,-0.038106+0.086493i,-0.018224+0.067315i,-0.015062+0.05013i,-0.006399+0.045418i,0.0070884+0.031357i,0.011015+0.010897i,0.010492-0.0040071i,0.008476-0.010931i,0.0080453-0.011521i,0.0097802-0.014753i,0.0083998-0.023041i,0.0043038-0.027537i,-0.0028828-0.022933i,-0.008876-0.015236i
-0.037856+0.065051i,-0.082289+0.074446i,-0.075558+0.06212i,-0.0072037+0.03961i,0.073264-0.008837i,0.1329-0.059619i,0.14044-0.065125i,0.11084-0.039614i,0.090965-0.029809i,0.070334-0.039988i,0.038761-0.0391i,0.019221-0.025657i,0.012355-0.022326i,0.0035339-0.02393i,-0.0085072-0.020137i,-0.022295-0.012497i,-0.032237-0.00085826i,-0.031684+0.0093295i,-0.026133+0.01452i,-0.020533+0.01589i,-0.014986+0.012718i,-0.0087017+0.0088159i,-0.0031307+0.0081596i
0.01943-0.017141i,0.036055+0.00016128i,0.0080812+0.021796i,-0.075451+0.029824i,-0.16652+0.035939i,-0.21238+0.039951i,-0.17008+0.036712i,-0.078937+0.010288i,-0.035369-0.030029i,-0.046237-0.03148i,-0.047294-0.0034327i,-0.034993+0.014082i,-0.029718+0.025489i,-0.020452+0.029616i,-0.0074712+0.024918i,0.0083078+0.023388i,0.028586+0.019216i,0.038625+0.010304i,0.033666+0.007877i,0.026426+0.013298i,0.02144+0.014142i,0.014239+0.0060976i,0.0061503-0.00092639i
0.0017924+0.006952i,-0.0038158-0.015916i,-0.010099-0.035434i,-0.0073986-0.016052i,0.023775+0.052581i,0.071991+0.1227i,0.077494+0.12525i,0.039711+0.095866i,0.019087+0.092435i,0.042567+0.078898i,0.063168+0.033062i,0.055881-0.015217i,0.036975-0.044425i,0.018368-0.045406i,0.0097811-0.030318i,0.0088632-0.025417i,0.0010406-0.032019i,-0.012495-0.034486i,-0.017399-0.031972i,-0.010405-0.029313i,-0.0018012-0.02119i,0.0028413-0.0079548i,0.0054058-0.00085742i
-0.03853-0.0069378i,-0.047857+0.003785i,-0.027576+0.00035902i,0.029755-0.038642i,0.078621-0.11257i,0.067974-0.17937i,0.018303-0.16763i,-0.010563-0.10144i,-0.002617-0.063518i,-0.0090366-0.061799i,-0.03735-0.047073i,-0.047551-0.0089806i,-0.034764+0.022752i,-0.015924+0.028736i,-0.0043569+0.017693i,-0.005674+0.010802i,-0.0095658+0.017013i,-0.0061723+0.023283i,-0.003423+0.01854i,-0.0099205+0.0076477i,-0.016799-0.00053769i,-0.015419-0.0048717i,-0.010632-0.0071198i
0.061296+0.021659i,0.09966+0.038237i,0.11502+0.057802i,0.075712+0.063232i,-0.017027+0.050889i,-0.088215+0.039534i,-0.081974+0.019322i,-0.047779-0.022507i,-0.051497-0.045561i,-0.055573-0.013731i,-0.019283+0.023204i,0.017627+0.018155i,0.025504-0.0038427i,0.017344-0.011745i,0.0053059-0.0057018i,0.00065103+0.0028713i,0.0017974+0.0015566i,6.1581e-05-0.001979i,0.0010777+0.0039672i,0.0061122+0.013806i,0.0090326+0.019812i,0.0081972+0.019814i,0.007437+0.01609i
-0.070239-0.039957i,-0.12746-0.066908i,-0.16601-0.057741i,-0.15262+0.011766i,-0.079766+0.09088i,-0.0091681+0.12932i,0.015886+0.11735i,0.017402+0.092351i,0.025034+0.077374i,0.034629+0.044986i,0.019426-0.0038921i,-0.019006-0.020164i,-0.040117+0.0019738i,-0.031724+0.016615i,-0.012381+0.011745i,0.0022911+0.002641i,0.0093306-0.00051817i,0.014082+0.0024135i,0.01717+0.0025245i,0.017503-0.0037435i,0.01602-0.01059i,0.011779-0.013976i,0.0053667-0.013358i
0.068462+0.063434i,0.10588+0.11481i,0.11633+0.099052i,0.085+6.0907e-05i,0.037829-0.079049i,0.015575-0.083771i,0.014834-0.031283i,0.033721+0.024134i,0.058769+0.031559i,0.045072+0.014111i,0.014891+0.02205i,0.020025+0.028554i,0.035606+0.0011004i,0.026904-0.025191i,0.0059133-0.028399i,-0.0083806-0.018982i,-0.012185-0.01246i,-0.013371-0.015139i,-0.016946-0.016684i,-0.019131-0.010131i,-0.017881-0.0014651i,-0.015111+0.0051878i,-0.0098184+0.0091685i
-0.052302-0.082431i,-0.06662-0.16384i,-0.06138-0.1822i,-0.05946-0.11637i,-0.094845-0.044405i,-0.14838+0.0026855i,-0.14908+0.011516i,-0.11397-0.023967i,-0.098316-0.051622i,-0.073479-0.035364i,-0.027956-0.018068i,-0.0097918-0.019347i,-0.021513-0.0073192i,-0.022388+0.015189i,-0.0053576+0.024067i,0.0057569+0.019798i,0.0040064+0.017568i,0.00075556+0.021363i,0.0030971+0.021304i,0.006161+0.013058i,0.0071259+0.0060627i,0.0088916+0.0014594i,0.0090922-0.0035797i
0.020516+0.10035i,0.022469+0.2006i,0.024036+0.24936i,0.055422+0.23285i,0.11807+0.21378i,0.16573+0.17786i,0.14123+0.10244i,0.065225+0.044371i,0.019219+0.041152i,0.016304+0.036925i,0.0098878+0.012741i,0.00014608+0.0052239i,0.012173+0.0052798i,0.024914-0.0064198i,0.018637-0.015837i,0.010167-0.01738i,0.0070951-0.022145i,0.0045935-0.027226i,0.0032594-0.023549i,0.0025908-0.014698i,0.0020205-0.0087565i,-0.00046392-0.0081324i,-0.0048306-0.0077441i
-0.0021504-0.09767i,0.012751-0.18081i,0.017879-0.19479i,0.0055974-0.14908i,0.0041963-0.14691i,0.027472-0.17103i,0.049718-0.14487i,0.083501-0.089222i,0.10654-0.074404i,0.073734-0.071538i,0.026679-0.040815i,0.0021199-0.017344i,-0.019771-0.010743i,-0.035855+0.00046603i,-0.030384+0.010827i,-0.015927+0.012819i,-0.0041463+0.015471i,0.0014871+0.018913i,-0.00015734+0.017631i,-0.0010546+0.012501i,0.002155+0.0079495i,0.0034244+0.0071826i,0.0014081+0.0068208i
-0.025053+0.090221i,-0.062922+0.15613i,-0.098237+0.15172i,-0.11328+0.087858i,-0.13435+0.057891i,-0.15915+0.079917i,-0.13234+0.093573i,-0.098962+0.070853i,-0.10263+0.051972i,-0.085071+0.054587i,-0.032374+0.045454i,0.0073877+0.024022i,0.025811+0.012839i,0.033835+0.0024624i,0.024364-0.0073809i,0.011495-0.0055378i,0.011497-0.0048206i,0.01432-0.011395i,0.012436-0.012023i,0.009221-0.0059206i,0.0060343-0.0013667i,0.00456+0.00095142i,0.0070623+0.0029107i
0.039883-0.082978i,0.095747-0.1342i,0.14168-0.13679i,0.14697-0.08954i,0.13292-0.032141i,0.10693+0.0090277i,0.041937+0.036809i,-0.0076053+0.070475i,0.0051903+0.087957i,0.028197+0.055455i,0.012802+0.008787i,-0.014199-0.008476i,-0.025009-0.009917i,-0.025793-0.007461i,-0.014964-0.00027184i,-0.0030304+0.00032453i,-0.010574-0.001177i,-0.022196+0.0061047i,-0.019273+0.007259i,-0.010599-0.0020747i,-0.0069038-0.0081346i,-0.008254-0.0076458i,-0.0085913-0.0061193i
-0.050623+0.068781i,-0.11007+0.11224i,-0.13677+0.11777i,-0.1043+0.070135i,-0.071141-0.018332i,-0.066778-0.083349i,-0.041852-0.093357i,-0.0002371-0.10636i,0.012957-0.12641i,-0.0089129-0.09924i,-0.021201-0.036477i,-0.0051466+0.0053732i,0.012847+0.0159i,0.020715+0.013457i,0.0181+0.0010538i,0.0055239-0.009658i,0.00025968-0.009146i,0.005925-0.0062226i,0.0046845-0.0026052i,-0.0054342+0.0030856i,-0.011039+0.0081899i,-0.0070135+0.0102i,-0.0018651+0.0096911i
0.062587-0.047005i,0.11951-0.071354i,0.12042-0.065725i,0.028103-0.010965i,-0.06712+0.081106i,-0.08574+0.12151i,-0.058285+0.074833i,-0.038134+0.024084i,-0.037317+0.019885i,-0.018082+0.030289i,0.016297+0.011263i,0.015604-0.023091i,-0.0085934-0.033903i,-0.020431-0.023789i,-0.02003-0.0064059i,-0.010328+0.0098018i,-0.00087506+0.01204i,-0.00064762+0.0061078i,0.0010982+0.0037738i,0.008537+0.0056253i,0.014304+0.0053245i,0.014621-0.00058602i,0.011123-0.0074008i
-0.072829+0.038551i,-0.13773+0.052525i,-0.1511+0.055856i,-0.066664+0.051314i,0.049714+0.045841i,0.11762+0.067735i,0.12217+0.096602i,0.099827+0.1049i,0.087654+0.092945i,0.06515+0.050054i,0.016076+0.016525i,-0.011649+0.023621i,-0.003049+0.033661i,0.0063908+0.026487i,0.010848+0.012406i,0.014975-0.00023525i,0.018156-0.0026977i,0.019567-0.0011413i,0.013433-0.0038097i,0.0052196-0.0081752i,0.00051312-0.010654i,-0.0035083-0.0078106i,-0.0067919-0.001013i
0.072888-0.019731i,0.14457-0.027956i,0.17284-0.043309i,0.11831-0.07863i,0.039178-0.1175i,-0.012921-0.13911i,-0.035422-0.11618i,-0.033574-0.081983i,-0.025458-0.077693i,-0.024649-0.057778i,-0.0079979-0.014432i,0.014916-0.0045924i,0.014915-0.019485i,0.0067259-0.023584i,-0.0019136-0.017726i,-0.011656-0.0072558i,-0.017539-0.00039982i,-0.020076-0.00036964i,-0.014574+0.0017425i,-0.0051461+0.004496i,-0.00068804+0.0036543i,0.0020266+0.0011721i,0.0059018-0.001479i
-0.078301+0.0070364i,-0.14907+0.011347i,-0.16921+0.033507i,-0.11186+0.080072i,-0.067945+0.11554i,-0.075827+0.12145i,-0.089726+0.091445i,-0.099444+0.045637i,-0.1048+0.032652i,-0.071524+0.031292i,-0.032241+0.00075341i,-0.029401-0.016268i,-0.02852-0.00099813i,-0.015678+0.0084609i,-0.0030521+0.0095665i,0.0087783+0.0091429i,0.015132+0.0060526i,0.015755+0.006506i,0.013492+0.0051163i,0.0086778+0.00057284i,0.0031069-0.00047464i,-0.0018372-0.00016696i,-0.0066405-0.00084677i
0.078613+0.0047378i,0.15256+0.017904i,0.1771+0.016797i,0.13606-0.011618i,0.11525-0.038512i,0.12744-0.050889i,0.11687-0.040296i,0.11289+0.0030962i,0.13214+0.027735i,0.10471+0.012726i,0.043909+0.01181i,0.02194+0.023409i,0.023778+0.016737i,0.020418+0.0071906i,0.015487-0.0013164i,0.0061107-0.012437i,-0.0024838-0.017683i,-0.0055471-0.019043i,-0.0070699-0.016559i,-0.0077714-0.0094539i,-0.0052137-0.0020194i,0.00069442+0.0048791i,0.006704+0.0077759i
-0.080027-0.0083153i,-0.15855-0.036109i,-0.20339-0.061246i,-0.19682-0.067077i,-0.18974-0.069669i,-0.17937-0.06534i,-0.11637-0.050533i,-0.049802-0.0737i,-0.049979-0.1045i,-0.055581-0.0729i,-0.01892-0.030341i,0.0032206-0.027099i,-0.0066439-0.028411i,-0.01468-0.021701i,-0.015467-0.013516i,-0.013081+8.9589e-05i,-0.0085157+0.011625i,-0.0065407+0.017135i,-0.006581+0.019446i,-0.0046657+0.017901i,-0.0021494+0.011949i,-0.0014919+0.0035095i,-0.0022345-0.0018344i
0.0743+0.023456i,0.14718+0.059365i,0.1821+0.087838i,0.147+0.093932i,0.080388+0.11719i,0.030554+0.14871i,-0.014503+0.13748i,-0.065098+0.13406i,-0.067976+0.15318i,-0.028033+0.11686i,-0.016758+0.049519i,-0.027825+0.026074i,-0.022191+0.029221i,-0.010708+0.025673i,-0.0025915+0.018666i,0.0036906+0.0097989i,0.0057862+0.00077671i,0.0072328-0.0034973i,0.01126-0.0060232i,0.015258-0.008934i,0.013715-0.0088491i,0.006742-0.0043655i,0.0028617+0.000151i
-0.071062-0.028326i,-0.131-0.075052i,-0.1432-0.097252i,-0.07663-0.071933i,0.015235-0.051725i,0.068683-0.044755i,0.092297-0.025941i,0.12932-0.038661i,0.14662-0.084125i,0.096707-0.086316i,0.043427-0.04079i,0.033184-0.015606i,0.032681-0.018762i,0.02645-0.020991i,0.018579-0.018933i,0.0085053-0.011883i,0.00063339-0.0031552i,-0.0033342-0.00025472i,-0.0078788-0.0018163i,-0.012406-0.0039788i,-0.013199-0.0044805i,-0.0092124-0.0036503i,-0.0055487-0.003834i
0.066185+0.046175i,0.11513+0.1072i,0.11908+0.14653i,0.059646+0.1236i,-0.013725+0.071283i,-0.049934+0.010476i,-0.072511-0.049278i,-0.12083-0.067109i,-0.15295-0.033111i,-0.11041+0.0036021i,-0.043897+0.0018542i,-0.025864-0.013462i,-0.03386-0.010237i,-0.030597-0.00015175i,-0.020552+0.0050582i,-0.0087075+0.0072909i,0.0024278+0.0052151i,0.0080579+0.003003i,0.01149+0.0044046i,0.012436+0.0075391i,0.010443+0.0093184i,0.0078172+0.0073886i,0.0066946+0.0034118i
