-0.002901-0.00015594i,-0.0030369+0.00012288i,-0.002876+0.00044233i,-0.0018512+0.00054845i,0.00088939+0.0010009i,0.0021669+0.0012763i,0.0016148+0.0012216i,0.0011685+0.0013001i,0.0010466+0.0012502i,0.00053688+0.0011002i,8.1633e-05+0.00061395i,-0.00021374-0.00024137i,0.0002281-0.00040128i,0.0012155-7.2249e-05i,0.0012401-0.00086576i,0.00091981-0.00092061i,0.00027179-0.0003003i,-8.2949e-05-0.00045522i,0.0005342-0.00045933i,0.00034866-0.00028373i,-6.4852e-05-0.00011535i,0.00040749-5.069e-05i,0.00099717+0.00056901i
0.00094526+0.00091944i,0.0027224+0.00036481i,0.0034677+0.00047194i,0.002173+0.0012996i,0.0012202+0.0034173i,0.00097071+0.0059507i,-1.3059e-05+0.0083579i,-0.00080638+0.0086186i,0.0008269+0.0063447i,0.0025785+0.0033215i,0.0014464+0.00049457i,-0.0010727-0.0013615i,-0.0031943-0.0021254i,-0.0037075-0.0013743i,-0.0025058-0.00063281i,-0.0012809-5.1347e-05i,-0.001112+6.0271e-05i,-0.001662-0.0010376i,-0.00099253-0.00098075i,-0.00040309+0.00015625i,-0.00021045+0.00072601i,-0.00056858+0.0002731i,-0.0010312-0.00012697i
0.00076664+0.0021352i,0.0010916+0.0017393i,0.00082245+0.00081678i,0.00049721-0.00019329i,0.00087623+0.00057415i,0.0024719+0.0023771i,0.0058677+0.0041539i,0.0076435+0.0042754i,0.0062322+0.0013914i,0.0036828-0.0019365i,0.0013054-0.0023637i,-0.0018553-0.0011196i,-0.0034068+0.0001014i,-0.0021397+0.0012509i,-0.00020037+0.00051954i,0.00063631-6.0613e-05i,-0.00028441+0.00039989i,-0.00048781+0.00020755i,0.0007649-0.00022558i,0.00033916-0.00013827i,-0.00023801-0.00027115i,-0.00018607-0.00029256i,-9.7208e-05+0.00063877i
0.0018132-0.0012322i,0.0020124-0.0019848i,0.0021797-0.0016028i,0.0023871-0.00096693i,0.0017654-0.00032086i,0.0030148-0.00078568i,0.0067095-0.0036225i,0.0079957-0.0061682i,0.0042946-0.0055499i,3.5664e-05-0.0036307i,-0.0011057-0.0017674i,-0.00053692+0.001389i,0.00089764+0.0037149i,0.0012598+0.003834i,0.0010085+0.0022879i,0.00098293+0.00010824i,0.00041914-0.0003283i,-8.3436e-05+0.00014769i,1.3154e-05-1.1186e-05i,0.00037507-0.00033662i,0.00033718-0.00050123i,0.00045604-0.00049589i,0.00085217-0.00034217i
-0.0013083+0.0030232i,-0.0003049+0.0028054i,8.0229e-05+0.0025293i,-8.3111e-05+0.0021203i,-0.0012449+0.00025755i,-0.0041162-0.0019244i,-0.0060043-0.0043699i,-0.0062886-0.0064509i,-0.0049855-0.0053389i,-0.0033267-0.0016318i,-0.0020744-0.00018791i,4.003e-05-0.0011667i,0.00096423-0.002099i,0.00019205-0.0025891i,-0.00035492-0.001975i,-0.00018704-0.00097035i,8.2633e-05-0.0002685i,0.00023099-0.00013301i,-0.00027779+9.0776e-06i,-0.00067671-0.00043117i,0.00024809-0.00061876i,0.00088662-0.00010695i,-0.00010776+0.00010044i
-0.0036774-0.003315i,-0.0040364-0.0021692i,-0.0045069+4.5489e-05i,-0.0035138+0.0023617i,-0.002081+0.0041544i,-0.0020631+0.0052512i,-0.0052887+0.0044396i,-0.0080373+0.0030634i,-0.0058718+0.002993i,-0.0016125+0.0031657i,0.0013738+0.0020765i,0.0026874-0.00017716i,0.0028658-0.0022989i,0.0024437-0.003499i,0.0015113-0.0026783i,0.00017902-0.00058024i,-0.00057718-0.00047325i,-0.00078452-0.00094453i,-0.0004285-7.5142e-05i,-0.00051025+0.00098384i,-0.00088424+0.00025466i,-0.00056882-0.00023106i,-0.0003609+0.00099603i
-0.0012298+0.00014438i,-0.0018378-0.00070215i,-0.0036676-5.2745e-05i,-0.0037473+0.0019391i,-0.0017481+0.0044626i,5.6964e-05+0.0080013i,0.0012181+0.012197i,0.0020591+0.012016i,0.0029231+0.0067985i,0.0021843+0.0025356i,-0.00039635-1.906e-05i,-0.0025983-0.0022716i,-0.003552-0.0027753i,-0.0033933-0.0017306i,-0.0021899-0.00024782i,-0.0012133-4.8939e-05i,-0.001288+6.7697e-05i,-0.0015855+0.00070739i,-0.0011064+0.00058243i,-0.00032232+0.00048323i,-0.00078558+0.00092195i,-0.0008384+0.00085039i,-0.00012041+0.0010435i
0.0038808+0.0024048i,0.0046919+0.0012929i,0.0051311-0.00050425i,0.0033608-0.0013059i,0.0023529-4.8186e-05i,0.0046143+0.0019772i,0.009739+0.0030049i,0.011796+0.0023373i,0.0082416+7.5704e-05i,0.0032356-0.0032047i,-0.00061846-0.0045492i,-0.0021803-0.0024996i,-0.0025327+0.00088145i,-0.0016285+0.0018364i,0.00035271+0.0014328i,0.0010275+0.0012824i,-9.5393e-05+0.00038721i,-0.00050967+0.00032979i,0.00012797+0.00077741i,5.9258e-05+0.00042469i,0.00030479+0.00073296i,0.00097812+0.00081364i,0.00097728+0.0001411i
-0.0019805+0.00022853i,-0.0011331+0.00089125i,-0.00055662+0.0013998i,0.00036262+0.00088064i,0.0015988-0.00082481i,0.0033296-0.0038617i,0.0051777-0.0086698i,0.0054736-0.011464i,0.0024503-0.0086289i,-0.00077773-0.004362i,-0.00075856-0.00095523i,0.00078291+0.0018811i,0.0013839+0.0031779i,0.0010159+0.0024239i,-1.6935e-06+0.00042195i,-0.00037694-0.00054018i,0.00036901-0.00062385i,0.00084373+7.7606e-05i,0.00058087+0.00078804i,0.00010511+0.0010307i,-0.00018327+0.00089838i,-0.00053321+0.00060742i,-0.00082462-0.0004052i
0.00075155+0.00022293i,0.0015956-0.0014077i,0.0017515-0.0020428i,-0.000629-0.00087613i,-0.0034539-0.00017177i,-0.0051693-0.0021173i,-0.0075003-0.0070163i,-0.0088708-0.0095204i,-0.0074532-0.0059866i,-0.0049215-0.0013114i,-0.0026943-0.00036118i,-7.3929e-05-0.0015773i,0.0020536-0.0033198i,0.0019343-0.0038437i,0.00059757-0.002513i,0.00011937-0.001336i,7.3518e-05-0.00045504i,0.00016705-0.00068595i,-0.00018829-0.00052246i,-0.00047035+0.00029055i,-0.00038418+2.9195e-05i,7.6236e-05-0.00043502i,0.00019855-0.00016799i
-0.00017395+0.0011557i,-0.00068408+0.0017749i,-0.00045641+0.0020264i,0.00036292+0.0019494i,-0.00047205+0.0028244i,-0.0043194+0.0065394i,-0.0096858+0.01066i,-0.011072+0.010255i,-0.0074808+0.0071161i,-0.0026524+0.0044681i,-8.0358e-05+0.0015986i,0.00071367-0.00029954i,0.00069882-0.00075323i,-4.7974e-05-0.00071442i,-0.00073114+0.00013873i,-0.0010619-7.196e-05i,-0.00027243+0.00026206i,0.00022363+0.00072262i,3.7364e-05+0.00043762i,0.00033396+0.00019996i,0.00087728+0.00029442i,0.00046234+0.00036485i,0.00049562+0.00074669i
0.001965-0.0018538i,0.00235-0.0031742i,0.0013479-0.00083409i,0.00046639+0.0021364i,0.0012805+0.0047137i,0.0021943+0.0083643i,0.0034499+0.014i,0.005151+0.016206i,0.0059581+0.010494i,0.0040629+0.0034101i,0.0010315-0.00048673i,-0.0013684-0.0027824i,-0.0041688-0.0026834i,-0.0045683-0.00086252i,-0.0027304-6.0731e-05i,-0.0014367+2.7515e-05i,-0.0015993+0.00069132i,-0.0019285+0.00067898i,-0.0021169-0.0001071i,-0.0018414-0.00046781i,-0.00046842-0.00055288i,0.00083999-5.3221e-05i,0.00073628-9.5422e-05i
0.0018292+0.0034121i,0.003575+0.002792i,0.0037989+0.0015142i,0.0025758-0.0009953i,0.0023064-0.001095i,0.0056512+0.001601i,0.01203+0.0026673i,0.015026+0.00037921i,0.010878-0.0025225i,0.0052123-0.0038667i,0.0018744-0.0030082i,-0.00034431-0.00030644i,-0.0005451+0.0025768i,6.0383e-05+0.0035181i,-0.00042558+0.0018441i,-0.00030278+0.00087338i,0.00019935+0.00047763i,0.0001245+0.00034508i,-0.00023339+0.00061114i,-0.00052187+0.00033067i,-1.1743e-05+0.00019901i,5.2072e-05-1.3352e-05i,3.2255e-05-0.00050475i
-0.0024071-0.0021571i,-0.0023407-0.0038125i,-0.0011535-0.0044794i,-0.00031113-0.0028442i,0.00037567-0.0028717i,0.002602-0.0074202i,0.0051758-0.014618i,0.0052096-0.017891i,0.0017127-0.014052i,-0.0013849-0.0070682i,-0.0023576-0.0019877i,-0.0019936+0.00073273i,0.00010492+0.0018405i,0.0013836+0.00074859i,0.00076591-0.00048859i,-4.3684e-05-0.00054779i,1.347e-05-0.00034325i,0.00025858-8.4318e-05i,-0.00023452+4.9353e-05i,-0.00046047+0.00088525i,-8.7829e-06+0.00098761i,0.00068548+0.00063408i,0.00040894+0.00040346i
-0.00055471+0.0049582i,0.00054429+0.0057449i,0.0012605+0.0061471i,0.00060107+0.0074117i,-0.0012164+0.0069353i,-0.0046267+0.0016658i,-0.010297-0.0044609i,-0.014318-0.0072649i,-0.01225-0.0057235i,-0.0065135-0.0018199i,-0.0014565+0.00054354i,0.0016761-0.00031487i,0.002273-0.0036597i,0.0013665-0.0055572i,8.6948e-05-0.0048776i,-0.00024725-0.0029617i,-0.00052176-0.0014597i,-0.00097742-0.0015005i,-0.00066052-0.0012106i,-4.6836e-05-0.00048187i,0.00035843-0.00017254i,0.00024386-0.00025254i,0.00052141-0.00053575i
-0.0041316+0.0010724i,-0.004612+0.0024255i,-0.0021457+0.0030493i,0.00043699+0.0021838i,-0.00012895+0.0029035i,-0.0050912+0.0046373i,-0.0113+0.0084238i,-0.013397+0.01196i,-0.0090404+0.011023i,-0.0022546+0.0064776i,0.00028167+0.0031939i,-0.00073475+0.0004719i,-0.0019887-0.0018411i,-0.0032016-0.0017551i,-0.002512-0.0011654i,-0.00085083-0.00059025i,-0.00024799-0.00058184i,0.00044933-0.0011998i,-0.00010639-0.0012506i,-0.00048963-0.0010709i,6.4321e-05-0.00097661i,0.00014527-0.00082463i,0.00050964-0.00059848i
0.0005616+0.0018981i,0.0014179+0.0014812i,0.0010968+0.00065446i,0.001356+0.00046443i,0.0048641+0.0032853i,0.010781+0.0091703i,0.013566+0.014496i,0.012194+0.01577i,0.0088497+0.011696i,0.0062414+0.0044089i,0.0030523-0.0014166i,-0.00069404-0.0027516i,-0.0023141-0.0014828i,-0.0024276-0.00051279i,-0.0015939+6.3039e-05i,-0.00094825+0.0002017i,-0.00078252+0.00039143i,-0.00051396+0.00091363i,6.2773e-05+0.0012362i,0.00069624+0.0010962i,6.4482e-05+0.00095857i,-0.00014921+0.00018064i,0.00035086-0.00044156i
-0.0040564+0.0062736i,-0.0028496+0.0068634i,0.0010674+0.0075217i,0.0038872+0.0039525i,0.0046205-0.00066879i,0.0057198-0.0038405i,0.010184-0.0049968i,0.014368-0.0048351i,0.012508-0.0039599i,0.0073795-0.0030324i,0.0033777-0.0017705i,0.001367+7.5461e-05i,0.0014985+0.0011997i,0.0010311-0.00035952i,-0.00040617-0.0023279i,-0.00061098-0.0015922i,-2.7295e-05-0.00037808i,0.00010568-2.6844e-06i,-0.00039949+0.0011751i,-0.00072308+0.0025212i,0.00015564+0.0024617i,0.0010937+0.0015823i,0.00093845+0.0007723i
0.010255-0.017612i,0.0030486-0.022394i,-0.0093967-0.024186i,-0.014857-0.011818i,-0.015266-2.8053e-05i,-0.0082318+0.0057735i,0.0026605-0.00094677i,0.0056709-0.011792i,0.0015542-0.015026i,-0.0049552-0.0098543i,-0.0076188-0.0015599i,-0.0044375+0.0043749i,0.00053303+0.0074502i,0.003699+0.0097217i,0.0042224+0.010626i,0.0023096+0.0070345i,-0.00027837+0.0017072i,-0.00035567-0.00020945i,0.0021369+8.4287e-05i,0.0024328-0.0011296i,0.00072401-0.0025374i,-0.001197-0.0027425i,-0.0023463-0.0010194i
0.0010202-0.005074i,0.00017814-0.0075551i,-0.0018627-0.0076283i,-0.0033901-0.0036478i,-0.0057225+0.00087489i,-0.0091325+0.0031686i,-0.013565+0.0016151i,-0.016335-0.0010411i,-0.013789-0.0025883i,-0.0087445-0.0018212i,-0.0039541+0.00082958i,0.00021009+0.00087005i,0.0020576-0.00032153i,0.0017703+6.099e-05i,0.0014862+0.00042575i,0.0011193-0.00055956i,0.00026727-0.0018191i,-0.00032549-0.0011892i,0.00015081+0.00067243i,0.00073777+0.001006i,0.00014184-7.6164e-05i,-0.00055733-0.00020162i,-0.00044483+0.00013823i
0.0014543+0.00031908i,0.0012561-0.00029374i,0.0012896-0.0034662i,0.0012462-0.0048207i,-0.00082171-0.0023035i,-0.0038856+0.0038614i,-0.0055883+0.009459i,-0.0056883+0.011479i,-0.0054565+0.0096205i,-0.0039939+0.0062597i,-0.0019541+0.0041044i,-0.0017651+0.0029514i,-0.0028842+0.0031385i,-0.003211+0.0039821i,-0.0016629+0.003588i,-0.0002785+0.002106i,-0.00011101+0.00062245i,0.0001457+0.00017954i,0.0010281+0.00060399i,0.00072398+8.1802e-05i,0.00030149-0.00054213i,0.0007017-0.00079239i,0.00035038-0.00082945i
-0.0018109-0.0035299i,-0.0037654-0.0032591i,-0.0048781-0.0033534i,-0.0036004-0.0017126i,-0.00056449+0.0018562i,0.0054616+0.0051786i,0.012142+0.0080213i,0.014788+0.0090244i,0.011894+0.0069104i,0.0067671+0.0022635i,0.0031831-0.0010303i,0.00090034-0.0015969i,0.0010441-0.00078148i,0.0012973+0.00018196i,-0.00021296+0.00077983i,-0.00056365+0.00017822i,4.7945e-05-0.0003992i,0.00026306+0.00013272i,0.0010548+0.00022171i,0.0014543+0.00063259i,0.0012627+0.0012175i,0.0010997+0.00092488i,0.00071264+0.00055842i
0.004051-0.00079401i,0.0059465-0.003498i,0.0056288-0.0058899i,0.0025915-0.0042538i,-8.4899e-05-0.00062027i,0.0017971+0.0010028i,0.0073422-0.0015593i,0.011442-0.0052855i,0.010443-0.0064231i,0.0060173-0.0052685i,0.0014221-0.0022554i,-0.00039832+0.0010103i,0.0011092+0.00259i,0.0023348+0.0028697i,0.0015726+0.0018641i,0.00082241-3.4115e-05i,0.00080306+8.1992e-05i,0.00074134+0.00097979i,0.00086785+0.0004865i,0.001418-0.00059185i,0.0014111-0.0011581i,0.00067569-0.00096088i,-5.2093e-05-0.0002726i
0.00043871-0.00048741i,0.00041804-0.00081899i,0.00032041-0.00074292i,-0.00083408-0.0012779i,-0.0031365-0.0012283i,-0.0061208-0.0013067i,-0.0072233-0.0043449i,-0.0057014-0.0087782i,-0.0039847-0.010419i,-0.0026681-0.0078602i,-0.0020046-0.0037013i,-0.0011875-0.0025783i,-0.0017471-0.0034982i,-0.0028834-0.0028496i,-0.0028738-0.00094424i,-0.0024854-5.6277e-05i,-0.0017032+0.000122i,-0.0015772+0.00011492i,-0.0014644-0.00068232i,-0.0011069-0.0007133i,-0.0007517-3.5377e-05i,-0.00031297+0.00011165i,0.00012616+0.00060327i
0.0017559-0.0020427i,0.00027504-0.0031567i,-0.0021409-0.0034401i,-0.0027371-0.001273i,-0.0025217+0.0029475i,-0.0044914+0.0068925i,-0.0081872+0.007803i,-0.010593+0.0052229i,-0.010036+0.0021907i,-0.0065747+0.00096259i,-0.00301+0.00067473i,-0.00064606+0.00087521i,0.00040748+0.0014565i,0.00025973+0.001641i,-0.00031822+0.0011373i,-0.00082181+0.00097578i,-0.0010029+0.0013526i,-0.0010955+0.0011987i,-0.001352+0.0011109i,-0.00055145+0.0013343i,-1.1613e-05+0.00077864i,-0.00034478+0.00039758i,-0.00089864+0.0010897i
0.00046516+0.00024575i,0.003226+0.00050863i,0.0037787+0.00030369i,0.0020232-0.00028099i,-1.499e-05+0.0017147i,0.00027444+0.0064326i,0.0011516+0.0099782i,0.00054459+0.010573i,-0.0010128+0.0089061i,-0.0021729+0.0058179i,-0.0022493+0.0024762i,-0.0026936+0.0005694i,-0.0036175+0.00099466i,-0.0029558+0.0026197i,-0.0021793+0.0030716i,-0.0015843+0.0021369i,-0.00054047+0.001745i,0.00010771+0.0013076i,0.00092871+0.0010826i,0.0013403+0.0015076i,0.00094102+0.0016258i,-0.00066321+0.0014368i,-0.0014314+0.00086412i
0.00061311+0.0012666i,0.0010201-0.00016584i,0.00032979-0.0018725i,-0.0016081-0.0019269i,-0.0012294+0.00024348i,0.0026782+0.0009458i,0.007291+0.00093406i,0.009824+0.0021683i,0.0089257+0.0031312i,0.0058743+0.0023424i,0.0035838+0.00042088i,0.0025625+0.00032697i,0.002282+0.0015791i,0.0019026+0.00090622i,0.0012411-0.00048237i,0.0009259-0.0014344i,0.001292-0.0015759i,0.00091768-0.00093813i,0.00044566-4.2439e-05i,0.00068651+0.00070297i,0.00080315-0.00011749i,0.00092168-0.00062339i,0.00069847-0.00018244i
-0.0019404+0.00051845i,-0.0029891+0.0012902i,-0.0025654+0.0027839i,-0.00074333+0.003969i,0.0002994+0.0034577i,0.00065471+0.00041433i,0.0029431-0.0040004i,0.0048791-0.0075745i,0.0052829-0.0086789i,0.0038254-0.0065069i,0.00090078-0.0021968i,-0.00067707+0.00079236i,-0.00029679+0.0010279i,0.00076725+0.00065821i,0.0012599+0.00060629i,0.0011433-0.0002533i,0.00024544-0.00099843i,-0.00053761-0.00084668i,-0.00093866-0.0014228i,-0.0016574-0.0016326i,-0.0019025-0.0010964i,-0.0012638-0.0010631i,-0.00031896-0.00071198i
0.0033098+6.7523e-07i,0.0074829-0.0012881i,0.0084215-0.0029643i,0.0055784-0.002677i,0.0025931+2.2367e-05i,-0.00047515+0.0010905i,-0.0029102-0.001173i,-0.0036273-0.0039527i,-0.0044919-0.006075i,-0.003359-0.005944i,0.00025906-0.0044991i,0.0025581-0.0049051i,0.00080022-0.0049328i,-0.0012975-0.0041431i,-0.0011251-0.0032259i,-0.0013884-0.0025746i,-0.001959-0.0017562i,-0.0016269-0.0017043i,-0.0011442-0.0015391i,-0.00056955-0.00075407i,-0.00026219-0.00033473i,-0.00018346-0.00070356i,0.00029441-0.00078005i
-0.00076765-0.00025449i,-0.0016265+0.00069956i,-0.0013185+0.00012544i,-0.00013957-0.0011286i,-0.00029176-0.00054116i,-0.0011024+0.0024071i,-0.0029283+0.0053404i,-0.0056236+0.004162i,-0.0066605+0.0022471i,-0.0049514+0.0024899i,-0.0025927+0.002248i,-0.001694+0.0016293i,-0.0020126+0.0015598i,-0.0019865+0.00093846i,-0.0013875-0.00028088i,-0.00069959-0.00040427i,0.00026734+0.00045395i,0.00065546+0.00082329i,0.00055068+0.0014782i,0.00065065+0.0023941i,0.00032004+0.002639i,-0.00018149+0.0024009i,-0.00059785+0.0015214i
0.0022861-0.0012437i,0.00087293-0.0023462i,-0.0024108-0.0012315i,-0.0058464+0.0021688i,-0.0053528+0.003666i,-0.0032992+0.003782i,-0.0010499+0.0048682i,1.7003e-05+0.0064916i,-0.0007124+0.007843i,-0.00078577+0.005694i,-0.0012642+0.0017348i,-0.0028735+0.00017796i,-0.0037849+0.0015216i,-0.0045627+0.0032177i,-0.0049074+0.0031488i,-0.0033951+0.0021825i,-0.0011279+0.0013991i,-0.00035826+0.0010004i,-9.408e-05+0.00097495i,0.0010369+0.001125i,0.0018416+0.00082995i,0.001776+0.00035555i,0.0016714+0.00056005i
0.0025842+0.00096939i,0.0043451+0.00085733i,0.0051404-0.00038577i,0.0014243-0.0012342i,-0.0048003+0.00064171i,-0.006375+0.003322i,-0.0026964+0.0036009i,0.0018914+0.0035494i,0.0046842+0.0030633i,0.0039074+0.0021176i,0.0021332+0.0018339i,0.0021323+0.0030605i,0.0033318+0.0033247i,0.0035351+0.0029018i,0.0024466+0.0020054i,0.0027129+0.00071586i,0.0023192-0.00036525i,8.4581e-05-0.00048318i,-0.00056554-6.7049e-05i,-0.00059362+1.2138e-05i,-0.00093641+0.0005757i,-0.0015676+0.00058945i,-0.0017601-0.00016737i
0.0020721+0.0014939i,0.0025748+0.00074435i,0.0024696-0.00066034i,0.0021229-0.00038825i,0.0020426+0.0034575i,0.00207+0.0061907i,0.0041488+0.004301i,0.0068854+0.0003075i,0.0060253-0.0044592i,0.0027007-0.0056603i,-2.5001e-05-0.0026573i,-0.0012065-0.0010826i,-0.0010343-0.0016683i,-0.00017887-0.00093473i,0.00047091+0.00054296i,-0.00031914+0.00041874i,-0.00099884-0.00025772i,-0.0003921-0.00051207i,1.1258e-05-0.00058136i,-0.00016968-0.00046438i,-0.0012011-0.00049377i,-0.0018534-0.00031306i,-0.0013818-0.00027027i
-0.0056824-0.0026874i,-0.0076373-0.0010061i,-0.0070179+0.0015344i,-0.0028656+0.0020169i,0.002931+0.001582i,0.0073483+0.0018695i,0.0086541-0.0005283i,0.006545-0.0056989i,0.0023203-0.0080579i,-0.0004881-0.0053031i,0.00076476-0.0029095i,0.0029006-0.0034971i,0.001934-0.0040532i,0.0012986-0.0039893i,0.0022746-0.0041215i,0.0019767-0.0041036i,0.00065844-0.0018486i,-5.744e-06+0.0003376i,0.00010847+0.00045624i,0.00024744+0.00039357i,0.00078917+0.00063904i,0.00064953+0.0011559i,0.00011491+0.00085714i
0.001319-3.3037e-05i,0.0050822-0.00062741i,0.006894-0.0013366i,0.0042285-0.0010995i,0.0010835-0.0012956i,0.0023641-0.003235i,0.0030079-0.0054988i,-0.00074436-0.0064904i,-0.0042662-0.0045175i,-0.0042511-0.00072122i,-0.0027904+0.0010449i,-0.0035148+0.00083058i,-0.0050416+0.0015252i,-0.0042529+0.0018575i,-0.0034559+0.0011378i,-0.002407+0.0009842i,-0.00065385+0.00054886i,0.00088216-0.00024411i,0.0013581+0.00060202i,0.0013218+0.0015839i,0.0019534+0.0011741i,0.0014385-0.00017947i,0.00099676-0.00047291i
-0.0024579-0.00079832i,-0.0040486-0.0012749i,-0.0049488-0.001388i,-0.0052907-0.00067469i,-0.006838-0.0010313i,-0.009528-0.0023254i,-0.0098922-0.0016367i,-0.0088612+0.001407i,-0.0061145+0.0036393i,-0.0016728+0.0021371i,1.5628e-05-0.0012007i,-0.00084556-0.0013349i,-0.00073001+0.00084495i,-0.00033671+0.0019879i,-0.0013415+0.0014228i,-0.0026266+0.00076779i,-0.0027491+0.00019266i,-0.0015226-0.00030402i,-0.00039616+5.0952e-05i,-7.6013e-05+0.00026251i,-0.00032244+0.0004045i,1.7975e-05+0.00050308i,0.00091776+0.00025601i
-0.0012724+0.0027419i,0.00028328+0.0027859i,0.0012357+0.0021445i,6.741e-05+0.001144i,-0.0039452+0.0034158i,-0.0097959+0.0069116i,-0.011979+0.010119i,-0.0070249+0.01077i,-0.00072507+0.0073264i,0.0010293+0.0032693i,-0.00038456+0.0019226i,0.000357+0.0029461i,0.0030711+0.0029963i,0.0031423+0.0022359i,0.0018983+0.0016814i,0.0015779+0.0012849i,0.00050878+0.00080638i,-0.00082749-9.8745e-05i,-0.0012203-0.001042i,-0.0014386-0.00098039i,-0.0014022-0.0002126i,-0.0018991+0.000276i,-0.0022155+0.00045628i
-0.0025762-0.0053557i,-0.0044777-0.0055552i,-0.0060411-0.0027596i,-0.0047241+0.00185i,-0.0012109+0.0084808i,0.0016179+0.015741i,0.0051497+0.018189i,0.0090542+0.012281i,0.0078067+0.0032516i,0.0021755-0.0017937i,-0.00099231-0.0025076i,-0.00042367-0.0035231i,0.00014378-0.0045398i,0.00056116-0.002657i,0.0005893-0.00082685i,-2.8952e-05-0.0013258i,0.00019724-0.0007734i,0.00034787+0.00032709i,8.3576e-05+8.1399e-05i,-0.00021675-0.00017223i,-0.00066637-0.0003676i,-0.00094434+0.00038984i,-0.00065804+0.0012799i
0.0022647-0.00014393i,0.0027454+0.0011251i,0.0021139+0.0013529i,0.00016356+0.0020917i,0.0025273+0.0032094i,0.011821+0.0045755i,0.018163+0.003119i,0.014957-0.0025504i,0.0069077-0.0062038i,0.0013406-0.0034879i,0.00057746-0.00030102i,0.0011473+8.4823e-05i,0.00047563+0.0005061i,-0.00050133+0.00094549i,7.77e-05-0.00023519i,0.0018533-0.00027345i,0.0026207+0.00012563i,0.0017554-0.00041111i,0.0014464+0.00021338i,0.0013161+0.00018871i,0.0014019+0.00023408i,0.0011979+0.00071046i,0.00062658+0.00052509i
-0.0022212+0.00012857i,-0.0009008+0.00071785i,0.0021056+0.0011968i,0.0028766+0.0016662i,0.0022462-0.00036322i,0.0054087-0.0070725i,0.0072034-0.013887i,0.0015317-0.015105i,-0.0039206-0.0097052i,-0.0029691-0.0044707i,-0.0013539-0.0028994i,-0.0032115-0.0018786i,-0.0038846-0.00022989i,-0.002225+0.00039344i,-0.0019975+0.00058605i,-0.0025556+0.00023829i,-0.0023739-0.0012072i,-0.001674-0.0019485i,-0.001062-0.00079244i,-0.00041403+0.00092511i,0.00042332+0.00093013i,0.0007008+0.00046617i,0.0005391+0.00095772i
0.001382-0.0019501i,-0.0012551-0.0048609i,-0.0027783-0.0089184i,-0.0020358-0.0085038i,-0.0033995-0.0050658i,-0.0089431-0.0057927i,-0.013744-0.0085139i,-0.013196-0.0057169i,-0.0080875-0.0013623i,-0.0031-0.0019343i,-0.00084465-0.0018576i,0.00098476+0.00091473i,0.0031052+0.0024477i,0.0026337+0.0022579i,0.0010757+0.0019217i,0.0010512+0.00052203i,0.00021172-0.00068565i,-0.0015305-0.00017131i,-0.0011773-0.00076706i,0.00023402-0.0017981i,0.0010053-0.0015686i,0.00031683-0.0013753i,-0.00082883-0.00089018i
0.0028749-0.0017723i,0.0043187-0.0031003i,0.0021505-0.0048631i,-0.0021391-0.0060507i,-0.0053001-0.0015583i,-0.010657+0.006785i,-0.014104+0.013124i,-0.0089758+0.01432i,-0.0025584+0.0095427i,-0.00289+0.0034863i,-0.0044308+0.0018305i,-0.0023576+0.0023398i,-0.0010241+0.0013598i,-0.0015496+0.00052815i,-0.0013406+0.0011838i,-0.0013932+0.0019334i,-0.0020088+0.002018i,-0.00095843+0.0016548i,0.00074111+0.0012056i,0.00070271+0.00036163i,-0.00069558-3.9099e-05i,-0.0016943+0.00021469i,-0.0019188-0.00032409i
-0.0027455+0.00030702i,-0.0047976+0.0027896i,-0.0057408+0.0061171i,-0.0060446+0.0066564i,-0.0055649+0.0066281i,-0.0016184+0.013234i,0.004117+0.018765i,0.0095194+0.014178i,0.0084481+0.0052311i,0.0023614+0.0015113i,0.00093123+0.00067756i,0.0014358-0.0020811i,-2.5969e-05-0.003804i,-0.00055967-0.0035613i,-0.00030309-0.0032305i,-0.00013562-0.0026989i,0.00082208-0.0018613i,0.001984-0.00066785i,0.0016721-0.0001245i,0.00015441-0.00050073i,-0.0010062-0.00040105i,3.7887e-06+0.00025489i,0.0016314+0.00081058i
0.00044041+0.00092203i,0.0037034+0.0010237i,0.0065514+0.0034126i,0.0040275+0.0065164i,0.0007868+0.0067582i,0.0060943+0.0052247i,0.014086+0.0018533i,0.013961-0.0041014i,0.0067814-0.0062996i,0.0027846-0.0032923i,0.0027675-0.00056918i,0.00012463+0.00097652i,-0.003367+0.0021584i,-0.0038168+0.0021193i,-0.0028039+0.0015415i,-0.0012328+0.0020501i,-0.00013796+0.0013423i,7.3298e-05+0.00077405i,-0.00037416+0.0017151i,-4.414e-05+0.0024574i,0.00060677+0.0021564i,0.00093653+0.000961i,0.0010611-0.00013039i
0.0014052-0.0012811i,0.0013687-0.0029107i,0.0033175-0.0046389i,0.0064237-0.0013632i,0.0043622+0.0043183i,0.0032192+0.001608i,0.0052211-0.0073754i,0.0016735-0.011159i,-0.0015642-0.0083911i,0.0010262-0.0063315i,0.0010073-0.0066067i,-0.0016561-0.0029306i,-0.00090774+0.0021707i,0.00010285+0.0023122i,-0.00079848+0.00087622i,-0.0010737+0.00015775i,-0.0016053-0.00041925i,-0.0029097-0.00025068i,-0.0036407+0.00039892i,-0.0020339+0.00056534i,0.00068857+5.7725e-05i,0.00086157-0.00026976i,-0.00060536+0.000562i
