-0.0025124+0.0024081i,-0.0019411+0.0023404i,-0.0020422+0.0027157i,-0.0020311+0.0024406i,-0.0015226+0.0027743i,-0.00080011+0.0023705i,-0.00045654+0.0013123i,-0.00044421+0.00098204i,0.0003883+0.001584i,0.0012128+0.0016155i,0.0016583+0.00011982i,0.0014441-0.00067338i,0.0012383-0.00086004i,0.0003289-0.0013762i,-0.00067748-0.00099685i,-0.00065942+0.00028915i,0.00044851+0.00083991i,0.001026+0.00065047i,0.00070851+0.00012929i,0.00023975+1.2127e-05i,0.00023243+0.00014042i,0.00015222+0.00074932i,-0.00046893+0.00089982i
0.00034702-0.0012036i,-3.2528e-05+0.0004737i,-0.00065313+0.0010287i,-0.0015764+0.00017002i,-0.0019734+6.0042e-05i,-0.0016329+0.00037738i,-0.00077312-0.00013855i,-0.00045568-0.0011337i,-0.00092096-0.0020064i,-0.00070478-0.0016155i,-8.9204e-06-0.00069888i,4.4939e-05-0.00081123i,-0.00017346-0.00075954i,-0.00018887-0.00056346i,-0.00061635-0.00059788i,-0.00040015+0.0002138i,0.00023449+0.00067446i,0.00049223+4.9864e-06i,0.00089862-0.00043359i,0.00068746-0.00013068i,0.00031547+0.00035847i,0.00019777+0.00012699i,0.00081795-0.00039261i
-0.0012292-0.00075674i,-0.0012306+0.0004859i,-0.0012249+0.0008209i,-0.0008476-7.2019e-05i,-0.00080613+0.00025548i,-0.00094707+0.0010118i,-0.0005516+0.00053434i,-0.00098631-0.00051464i,-0.0010897-0.001464i,-0.00063255-0.0014993i,-0.00033245-0.0011055i,0.00039584-0.00094215i,-0.00024649-0.0010546i,-0.0008308-0.0013995i,-0.0012573-0.001094i,-0.0008657-0.00070367i,4.5101e-05-0.00060469i,0.00029322-0.00041114i,0.0007795-0.00014279i,0.00094886+0.0005546i,0.00030826+0.00056895i,-7.0115e-05+5.8868e-05i,1.4839e-05-0.00033207i
0.0017833+0.00029409i,0.001578-0.00039894i,0.0011615-0.00089136i,-7.0367e-05-0.00083185i,-0.00073311-0.00067638i,-0.00061289-8.9085e-05i,-0.00071689+0.00016564i,-0.00060179-0.0009681i,-0.00019754-0.0020561i,-0.00017113-0.0014045i,-0.00017576-0.00072416i,-0.00028532-0.00087223i,-0.0012706-0.00055584i,-0.00085386-0.00034636i,0.00032518-0.00037495i,0.00013829+0.00054089i,-0.0004938+0.00088644i,-0.00045617+0.0002492i,-0.00015115+0.00065601i,0.00032374+0.0010356i,0.00030792+0.00038723i,3.1865e-05-0.00020445i,-0.00015737-0.00020731i
0.001426-0.00020497i,0.00015527-0.00030304i,-0.00063577-0.00166i,-0.0013414-0.002162i,-0.0030435-0.00060339i,-0.0029455+0.00082497i,-0.0013793-0.0001814i,-0.0013329-0.0014787i,-0.0011426-0.0019549i,-0.00060499-0.0019129i,-0.00026005-0.0015102i,-0.00024011-0.0017375i,-0.00078309-0.001398i,-0.00094064-0.0010581i,-0.00041432-0.0006004i,-0.00019917+0.00013722i,-0.0005344-4.4333e-06i,0.00021871+0.00021185i,0.00076217-2.6585e-05i,0.00045308-0.00043942i,0.000483+0.00014048i,0.00076362+0.00042389i,0.00061256+0.00019292i
-0.00036405-7.6384e-06i,-0.00042038+0.00105i,-0.001445+0.0023348i,-0.0017428+0.0025549i,-0.0016142+0.0016096i,-0.0016555+0.00067356i,-0.0008446+0.00016467i,-0.00081254-0.00055374i,-0.0018784-0.00089817i,-0.0019929-0.0015462i,-0.00078069-0.0020519i,-0.00050779-0.0013023i,-0.001067-0.00070513i,-0.0012024-4.9578e-05i,-0.0010754+0.0010777i,-0.00031452+0.001246i,0.00027177+0.00052563i,0.00021872+8.819e-05i,0.00074127+2.7421e-05i,0.00069514-4.8865e-05i,-5.0623e-05+0.00037699i,-5.2011e-05+0.0012766i,0.00022148+0.0010644i
-0.0020486+0.00075291i,-0.0011289+0.00077781i,-0.00064909-0.00017637i,-0.00086555-0.0016334i,-0.00082148-0.0017619i,-0.00082297-0.00095495i,-0.0006422-0.00012135i,-0.00056422-0.00066176i,-0.00086087-0.0020058i,-0.00092252-0.0020494i,-0.00043179-0.000824i,0.00026208-1.2554e-05i,0.00029723-0.00055062i,0.00021571-0.00094435i,-0.00057913-0.00058696i,-0.0011566-0.00070446i,-0.0002202-0.00075026i,0.00077867+0.00014087i,0.00037645+0.00090274i,-0.00084668+0.0006577i,-0.00061461+8.0751e-05i,9.5425e-05+0.0001833i,-0.0005739+0.00013239i
-0.0013913+0.00097255i,-0.00035163+0.00073878i,0.00095035+0.00098306i,0.0011417+0.0009569i,0.00050903+0.0015884i,-0.00053109+0.00099522i,-0.00060068-0.00066987i,-0.00046658-0.0017884i,-0.00015928-0.0015081i,0.00097851-0.00096674i,0.0015507-0.0011595i,0.00052524-0.00083476i,-0.00042097-0.00096827i,-0.0010295-0.0012219i,-0.0014261-0.00062822i,-0.0012244-9.9366e-05i,-0.00052725+0.00035095i,-8.3699e-05+0.000688i,-0.00023331+0.00069004i,-0.00049265+0.00059838i,-0.00027199+0.00049562i,-0.00012234+0.00027026i,-0.00013461-0.00012638i
-0.0004492+0.0011948i,-0.00020335+0.0020739i,-0.0013009+0.0017181i,-0.0024306+0.0010903i,-0.0015927+0.0013193i,-0.00042926+0.0012263i,-0.00057172+0.00038059i,-0.00086009-0.00025671i,-0.00042664-0.00031472i,-0.00012384-0.00017056i,5.1199e-05-0.00069753i,0.00028502-0.0013153i,-0.00049667-0.00043979i,-0.0011682-0.00062774i,-0.00057175-0.00069747i,-0.0001183+0.00020628i,0.0002521+9.969e-06i,0.00067469-6.0419e-05i,0.0014516+9.4336e-05i,0.0010315+1.5052e-06i,-0.00053829+0.00031363i,-0.00034057+0.00022087i,9.0701e-05+0.00032225i
0.00085241+0.00048688i,0.00068162-0.00062323i,0.00078377-0.0021925i,-5.5055e-05-0.002256i,-0.00086874-0.00089407i,-0.00095517+6.1434e-05i,-0.0011384+3.8576e-05i,-0.0014694-0.00068095i,-0.0012607-0.0010164i,-0.00059277-0.00050746i,-8.2243e-05-0.00096245i,0.00044243-0.0012481i,0.00018553-0.00073378i,-0.00021823-0.0003562i,-0.00062261-0.00051417i,-0.00038065-0.00047417i,0.00017335+0.00017468i,0.00048945-0.00011601i,0.00048919-6.9688e-05i,-9.6124e-05+0.00017188i,-0.00022382-0.00020492i,-0.00027208-0.00022326i,0.0001257-6.3411e-06i
0.0010703-0.00044197i,0.00085265+6.9837e-05i,0.00074553-0.00011654i,-0.0003936-0.00063438i,-0.0016834-0.0001216i,-0.0018631+0.00097713i,-0.0018214+0.00052922i,-0.0016303-0.0013658i,-0.0012293-0.0024751i,-0.00049731-0.002341i,3.3347e-05-0.0014738i,-0.00026463-0.0011446i,4.287e-05-0.0012281i,0.00039399-0.00087789i,0.00058964-0.0010593i,0.0012504-0.00089857i,0.0014882+0.000646i,0.0010319+0.0012521i,0.00026953+0.00087207i,0.00028598+0.0010932i,0.0001112+0.0011148i,-0.00027792+0.00033567i,-0.00032944-0.00043833i
-0.00044898-0.0010787i,-0.0011597-0.0010631i,-0.0013682-0.0017897i,-0.0021745-0.0013198i,-0.0026969-0.00057821i,-0.001585+5.6128e-05i,-0.00061602+0.000149i,-0.00090313-0.00035824i,-0.0013705-0.0016607i,-0.00070946-0.0023536i,-0.00010401-0.001821i,-0.00034551-0.0014676i,0.00018386-0.00088037i,4.3857e-05-0.00081656i,-0.00088152-0.00098414i,-0.00035081-0.00065703i,0.00044605-8.3431e-05i,0.00018126+0.00075051i,0.00059684+0.0003878i,0.00074661-0.00012589i,0.00045027+0.00032264i,0.00036807+0.00069724i,0.00042028+0.0011144i
0.00084626+0.0011713i,0.00090551+0.00076682i,0.00028406-0.00016739i,-0.00018831-0.0014255i,-0.00107-0.0012776i,-0.0018165-0.00075121i,-0.001047-0.00053325i,-0.00074041-0.00061483i,-0.00068888-0.00089674i,-0.00037365-0.001015i,0.00042509-0.00074548i,0.00055046-0.00062687i,-0.00054482-0.00093523i,-0.00052717-0.00026915i,0.00014451+0.00020932i,0.00063386-1.7897e-05i,0.00072835+0.00037071i,-0.00054584+0.00072278i,-0.0003457+0.00057443i,0.00031389-0.00036082i,-0.00058699-3.3311e-05i,-0.00087099+0.0015486i,-7.8143e-05+0.0018245i
-0.001638-0.0015105i,-0.0020059-0.00085737i,-0.0034089-0.0016472i,-0.0044255-0.0017293i,-0.0037942-0.00064939i,-0.002487+0.0010325i,-0.0010632+0.00069798i,-0.00038285-0.00057374i,-0.00084549-0.00081173i,-0.00085266-0.00054149i,-0.00071209-0.00091742i,-0.00011579-0.0012354i,0.00062821-0.00076981i,0.0005235-0.00031905i,0.00019124-4.0374e-05i,5.7861e-06+0.00029526i,0.00010735+0.00050406i,0.00021305+0.00049297i,0.00050323+0.00020462i,-0.00014339+0.00031821i,-0.00050562+0.00091182i,0.00012691+0.00061197i,0.00048374+9.9332e-05i
0.0021595-0.0011069i,0.002783-0.002041i,0.0018295-0.0026613i,0.00021373-0.0025344i,7.2192e-06-0.0020282i,-0.00039062-0.00092759i,-0.00070755-0.00017839i,7.0379e-05-0.00034613i,0.00044735-0.0013899i,0.00016052-0.0011117i,-0.00025727-0.00048961i,-0.00063291-3.3805e-05i,-0.00010521+0.00063584i,0.00016019+0.00024695i,-6.791e-05-0.00011742i,0.00038151-4.3809e-05i,0.0004984+0.00047662i,-0.00015514+0.0008631i,7.2157e-05+0.00024872i,0.00014776+0.00027187i,-0.00020108+0.0010771i,-0.00016972+0.0013204i,-0.00046466+0.0010342i
-0.00094618-0.00093895i,-0.0018361-0.00046626i,-0.0025755+0.0003365i,-0.0037241+0.00078122i,-0.0037337+0.001704i,-0.0024829+0.0024325i,-0.00038683+0.0014497i,-0.00022029-0.00024251i,-0.00093114-0.0010235i,-0.00073116-0.00089525i,-0.00095524-0.00059687i,-0.0013251-0.001174i,-0.00078435-0.001294i,-0.0009846-0.00053051i,-0.0014552+0.00016086i,-0.00090777+0.00083153i,-0.00072786+0.00070244i,-0.00071901+0.00060629i,-8.0138e-05+0.00074719i,0.00062702-5.5027e-05i,0.00045263-0.00040904i,-0.00011095-0.00055696i,0.00018577-0.00030763i
-0.00037848-0.0018908i,-0.0011959-0.0010893i,-0.0021443-0.001209i,-0.0022642-0.0014025i,-0.0028657-0.0009275i,-0.0028348-9.7669e-05i,-0.0016503-0.00018896i,-0.0011223-0.0011676i,-0.00098567-0.0011624i,-0.001606-0.00028269i,-0.00090829-0.00053188i,0.00058355-0.0006896i,0.00035947-0.00026806i,8.9586e-05-0.00024881i,0.00038628-0.00075739i,0.00058064-0.0010976i,0.00086539-0.00076507i,0.00030909-0.00015589i,-0.00023117-0.00047141i,0.00015254-0.00010842i,-0.00064826+0.0009725i,-0.0012633+0.00046268i,-7.094e-05+0.00021858i
0.00066392-0.00026354i,-0.00030414-0.00036359i,-0.00083947-0.00055312i,-0.0010069-0.001294i,-0.0014146-0.0011405i,-0.0010228+0.00053906i,5.0336e-06+0.0010381i,0.00015745-0.00062792i,-0.0006902-0.0025271i,-0.00092998-0.0021083i,-0.00035208-0.0010984i,-0.00096111-0.00083284i,-0.00089127-0.00056513i,-0.00046975-0.00086884i,-0.00023911-0.001023i,1.0104e-05-6.8256e-05i,0.00010511+0.0010222i,-0.0008053+0.00074126i,-0.001074+0.00023508i,-0.00031101+0.00024427i,0.0005323-0.0001631i,0.00092114-0.00064023i,0.00036826-0.00051478i
-0.0018838-0.001023i,-0.0012487-0.00023931i,-0.00096314+0.00063021i,-0.00099995+0.0017423i,-0.0017796+0.0024227i,-0.0014971+0.0010833i,-0.00050408-0.00014252i,-0.00090573-0.001022i,-0.0014771-0.0013761i,-0.0005468-0.0015866i,0.00025345-0.001667i,-0.00042439-0.0010469i,-0.00085098-0.00095369i,-5.7311e-05-0.0012336i,0.0003727-0.00091401i,0.00027558-0.00036072i,0.00047089+3.9679e-05i,-9.574e-06-5.5942e-05i,8.1925e-05-0.00057285i,0.00037759-0.00032156i,9.2325e-05+8.9385e-05i,0.0009119+0.00040207i,0.00093364+0.00045748i
0.00078077+0.0017067i,0.0013026+0.00097996i,0.0018879-0.00016175i,0.00087597-0.0021427i,-0.0010448-0.0030767i,-0.002401-0.0015957i,-0.0022076-1.2875e-07i,-0.0012112+0.00019892i,-0.0004063-0.00052519i,0.00029665-0.0010319i,0.00095666-0.0010472i,0.00060833-0.00042482i,-0.00052456-0.00043691i,-0.00080282-0.00048827i,-0.0007101+5.8677e-05i,0.00032786+0.00012317i,0.0011159-0.0002839i,0.00017598-0.00046949i,-0.00015631+0.00019154i,-0.00025338+0.0001882i,-0.00041406+3.5729e-06i,0.00036363+0.00028056i,0.00031872-0.00026812i
0.00089955+0.00088867i,0.00038724+0.00046352i,0.00042337-0.00054293i,-9.1502e-05-0.0010242i,-0.0004651-0.00080648i,6.8856e-05-0.00045739i,7.4075e-05-0.00020569i,-0.00048899-0.001251i,-0.00092478-0.0019475i,-7.1645e-05-0.0014785i,0.00043588-0.0011744i,0.00024767-0.0011935i,0.00051894-0.0008119i,0.00091835-0.00049055i,0.00083214-0.0010502i,0.00017475-0.00061062i,2.8032e-05+0.00021564i,0.00046307+0.0002698i,0.00089733+0.00012189i,0.00047813-0.00011051i,8.9259e-05+0.00022959i,3.7498e-05+0.00052126i,-0.00011151+0.00038617i
-1.6276e-05+0.00028569i,-0.00043416-0.00048535i,-0.00040009-0.0014808i,-0.0014185-0.00076581i,-0.0029571+0.00014808i,-0.0029045+0.00089834i,-0.0019737+0.0010239i,-0.00083536+3.9818e-05i,-0.00093263-0.001341i,-0.0011106-0.0023919i,-0.00032428-0.0023906i,7.4361e-05-0.0009569i,-6.5902e-06-0.00027336i,0.00015758-0.00086941i,0.00029597+5.5704e-05i,0.00062706+0.00096912i,0.00049755+0.00025317i,0.00016755-0.00013143i,0.00026458+0.00014033i,0.00036093+0.00020083i,0.00065221+0.0004035i,0.00056765+0.00022588i,0.0005281+0.00055072i
-0.00036039+0.00044127i,0.00029317+0.0013137i,0.00020836+0.0011428i,-0.00099762-0.00018927i,-0.0014676-0.00067804i,-0.00062073-3.4171e-05i,-0.0010504+2.6606e-05i,-0.0015894-0.00049958i,-0.0012143-0.0012542i,-0.00040317-0.0019665i,0.00068745-0.00114i,0.00083246-0.00058307i,0.00040558-0.0013615i,0.0001289-0.0021589i,0.00080552-0.0018097i,0.00084301-0.00034542i,0.00022463+0.0012351i,-0.00054717+0.0013242i,-0.0002626+0.00096544i,0.00044161+0.00028692i,2.5587e-07-0.00031541i,-0.00059021-0.00030083i,-0.00063567+0.00042906i
0.0013785-0.00038047i,6.721e-05-0.0015501i,-0.00073979-0.002707i,-0.0011414-0.0020231i,-0.0017049-0.00057851i,-0.0021219+0.00042545i,-0.0010723+0.00039262i,0.0001288-0.00050814i,-0.00020658-0.0020843i,-0.0011474-0.0030248i,-0.000992-0.0024359i,-0.00027878-0.00042093i,-0.00019889+0.00081816i,0.00024619-0.00016486i,0.00059406-0.00082028i,0.00093975-6.2302e-05i,0.00095283+0.00037444i,0.00025711+0.00035287i,-0.00045636+0.00013302i,-0.00047426-0.00031332i,0.00024047-7.1045e-05i,0.00020022+0.00056931i,-0.00043319+0.00018396i
-0.0002916+0.0010594i,0.00033052+0.0015355i,0.00036415+0.00050423i,-0.00097536+0.00037023i,-0.0023759+0.0012696i,-0.0017069+0.0011842i,-0.0013331-0.00013888i,-0.0012508-0.0013933i,-0.00018207-0.0015971i,5.844e-05-0.001332i,0.00027809-0.00085052i,0.00018104-0.00057617i,-0.00039119-0.00067603i,-0.00062571-0.0010205i,-0.00063072-0.0010257i,3.7277e-05-0.0005832i,0.00042311+0.00015717i,-1.2678e-05+0.00066085i,3.6957e-05-2.2631e-05i,0.00051424-0.00020784i,0.00043557+9.9407e-05i,-0.00037075+3.4582e-06i,-2.0374e-05+2.6193e-05i
0.00063116+0.00037978i,0.00018655-0.00041776i,0.00010923-0.00101i,0.00035654-0.00098683i,0.00018026-0.0010095i,-0.0015473-0.00073683i,-0.0024548-0.0007146i,-0.0012254-0.00128i,-0.0006058-0.0014044i,-0.00076374-0.0011612i,-0.00035453-0.0010666i,0.00022853-0.0011092i,9.6026e-05-0.0014021i,0.00039994-0.001072i,0.0010749-0.00054683i,0.00075961-0.000903i,0.00061177-0.00038918i,0.00045333+0.00021212i,5.4903e-05+0.00049359i,-0.00023813+0.0010123i,0.00012267+0.00060111i,0.00023146+0.00035496i,-0.00021819-0.0001463i
0.0025202+0.00047979i,0.001714-0.00030667i,0.00071127-0.0010744i,-0.00088945-0.00091062i,-0.003217-0.00029656i,-0.0040416+0.00063858i,-0.0027752+0.0013195i,-0.0015191+0.00019368i,-0.0003581-0.00098617i,0.00016945-0.0017882i,4.9027e-06-0.0021744i,0.00013652-0.00096677i,0.00040722-0.00028317i,0.00024583-0.00062438i,-2.5267e-05-0.00083924i,-1.4283e-05-0.0001324i,0.0008657+0.00078839i,0.0013631+0.0011013i,0.00085554+4.6716e-05i,0.0004953-0.00040071i,0.00041635-0.00016103i,0.00055275-0.00055442i,-0.00022478-0.00011382i
0.00048386-0.0011432i,-0.00046337-0.0012029i,-0.00027724-0.0020851i,-0.0014361-0.0029999i,-0.0027841-0.002434i,-0.0025725-0.00085223i,-0.0023167+0.00039378i,-0.0020206-0.00035743i,-0.0013781-0.0021441i,-0.00014094-0.0025108i,4.4863e-05-0.0014941i,-0.00028628-0.00038214i,9.7839e-05-0.00066149i,0.0003735-0.0015538i,0.00049558-0.00080762i,0.00084724-0.00013529i,0.00023536-0.00021353i,-0.00026494+0.00020582i,-0.00050063+0.00056896i,-0.00018214+0.00029038i,0.00026286-0.00013628i,-0.00016608-0.00045524i,-0.00025332-7.4532e-05i
0.00038498-0.00053808i,-0.00018984-0.0010696i,-0.00093107-0.001125i,-0.0012371-0.00022915i,-0.0014548+0.00025751i,-0.0010057+6.0687e-05i,-0.00078932+0.00051953i,-0.0011538-5.4334e-05i,-0.0010009-0.0016394i,-0.00056806-0.0019479i,-0.00015426-0.0013304i,-9.4132e-05-0.00074018i,0.00034124-0.00052747i,0.0010059-0.00038295i,0.00099293-0.00060478i,0.0010438+0.00027132i,0.0010011+0.00089675i,0.00030945-0.0003142i,-0.00016162-0.00066354i,6.3564e-05+0.00025117i,3.473e-05+0.00026998i,0.00020119-0.00026056i,-0.000152-0.00065909i
0.00090267+0.00093047i,0.0015119+0.0012706i,0.0020655+0.00070022i,0.0014176+0.00081372i,-2.2704e-05+0.0010479i,-0.0010881+0.00017979i,-0.00067958-0.00056934i,-0.0003306-0.0012965i,-0.0010424-0.0014871i,-0.00038041-0.001574i,0.00060941-0.0010275i,0.00040485-0.0002121i,1.2819e-06-6.2327e-06i,3.5372e-05-0.00016743i,0.00027376-7.9021e-05i,5.3047e-05+0.00033529i,-6.6247e-05+5.5161e-07i,-0.00020377+0.00038002i,-0.00034261+0.001053i,0.00024992+0.00034516i,0.00044856-2.6386e-05i,-0.00033151+0.00032355i,-0.0010274-6.5527e-05i
-0.00017513+0.0012537i,-0.00024947+0.0012398i,-0.00033519+0.00074064i,-0.0014243-0.00029583i,-0.0012544-0.00018349i,-0.0013094+0.00061791i,-0.0010004+0.00041202i,0.00022983-0.00040654i,-0.00026654-0.0014589i,-0.00034238-0.0016032i,0.00012431-0.0017439i,0.0010068-0.0019792i,0.0015274-0.0014707i,0.0011164-0.0010739i,2.7357e-05-0.00035225i,-0.00038158+0.00055297i,-0.00027841+0.0006472i,-7.1766e-05+0.00013855i,0.00050275+0.00038187i,0.00085506+0.0010177i,0.0011448+0.00078096i,0.00139+0.00023075i,0.0011332-0.00012953i
-0.0014307-0.0026409i,-0.0024381-0.0020519i,-0.0025632-0.0013452i,-0.0029058-0.00045422i,-0.0025493+0.00056696i,-0.0010344+0.0018041i,-0.0001855+0.0015162i,0.00012026-0.0002555i,-0.00024616-0.0014835i,-0.00039265-0.0012155i,0.00066485-0.00074048i,0.0014953-0.00046016i,0.0013924-0.0010508i,0.00043317-0.001151i,-0.00066353-0.00053886i,-0.00080369-0.00039559i,-0.00044606+7.7611e-05i,-0.00022232+0.00060088i,-0.00021229+0.00085707i,-0.00034002+0.0010841i,0.00026479+0.00065242i,0.0005484-0.00036342i,-0.00013418-0.00054568i
-0.0036649-0.0011027i,-0.0027506+0.00039819i,-0.0022531+0.0018948i,-0.0019197+0.0021005i,-0.0014788+0.0021002i,-0.00071824+0.0011112i,-0.00049962-0.00030742i,-0.0013094-0.00085427i,-0.0022662-0.0012856i,-0.0016474-0.0010398i,-0.00036048-0.00034914i,0.00052651-0.00050355i,0.00053645-0.0008784i,0.00026576-0.00058692i,0.000247+0.00028539i,0.00011599+0.0014794i,-0.00036978+0.0018375i,-0.00039163+0.00094196i,-0.00047757+0.0004231i,-0.0012328+0.00038093i,-0.0011655+0.00068628i,-0.00071678+0.00045259i,-0.00031438-0.00027667i
-0.0004975-0.00053996i,7.4759e-05-3.3535e-05i,-0.0010524-0.0011009i,-0.0014779-0.0011019i,-0.00089468+8.9098e-05i,-0.00049732+0.0008349i,-4.5673e-05+0.00023535i,0.00040114-0.00074814i,-0.00054835-0.0015455i,-0.0012356-0.0019973i,-0.00054294-0.0012974i,0.00017853-0.00062634i,0.00046709-0.00086306i,0.00032964-0.00082234i,0.00043464-0.00029242i,0.000365-0.00013351i,0.00014679-8.1322e-05i,0.00015247+0.00027031i,1.7976e-05+0.00021271i,-3.5151e-05+0.00024095i,0.00032416+0.00036124i,-0.00012404+0.0003105i,4.4623e-05+0.00038147i
0.00081567+0.0011522i,0.00054326+0.00066928i,0.0008146+0.00060361i,3.1267e-06+0.00014361i,-0.0012904-0.001223i,-0.0019317-0.0014398i,-0.001582-0.00072997i,-0.0012213-0.0010289i,-0.00044531-0.0020599i,0.00073158-0.002502i,0.0004763-0.0019698i,-0.00052706-0.0014542i,-0.0013374-0.0011695i,-0.00085788-0.00077678i,0.00013373-0.00037137i,-2.1087e-05+0.00030353i,-0.00018233+0.00011059i,-0.00028423-0.00038584i,-0.00040991-0.00026451i,-5.1405e-05-0.00015895i,0.00046548+0.00022031i,0.00072107+0.00043544i,0.00039536-0.00012522i
-0.00099539-0.00016695i,-0.001653-0.00070262i,-0.0024798-0.00060647i,-0.0027483-0.0006289i,-0.0021865-0.00047766i,-0.0021615+0.00016619i,-0.0018252-0.00027551i,-0.0015305-0.0012636i,-0.0018774-0.0021511i,-0.00096338-0.0017048i,-0.00010973-0.0014109i,-0.00028754-0.0012835i,0.00025727-0.0013186i,0.00066413-0.00086783i,-0.00030027+0.00042673i,-0.00050817+0.00068695i,-0.00019738+0.00059426i,-0.00017259+0.00088466i,-0.00027103+0.00031424i,-0.00077196-0.00013048i,-0.00061709+0.00080921i,-0.00014463+0.00091518i,0.00012849-1.5514e-05i
0.00034121-0.0023616i,-0.00062013-0.0028466i,-0.0018682-0.0029388i,-0.0026636-0.0021897i,-0.0028464-0.00088878i,-0.0022004+0.00038229i,-0.001797+0.00091539i,-0.0017051+7.694e-05i,-0.0012206-0.0016036i,-0.00097588-0.0018332i,-0.00052334-0.0012158i,0.00024186-0.00076254i,5.4032e-05-0.001166i,0.00036689-0.00081916i,0.00071473+0.00034904i,0.00071347+0.00051756i,0.00074212+8.801e-05i,0.00075521+0.00026531i,0.00083182+0.00081261i,0.00037259+0.00053047i,-0.00022529-0.00036994i,-5.1932e-05-0.00026838i,0.00062183+0.00028831i
-0.0027997+0.0015083i,-0.0015254+0.0027704i,-0.00067696+0.0027734i,-0.00018646+0.0021762i,-1.6266e-05+0.0014929i,2.7223e-05+0.00031553i,-0.00036979-0.00085393i,-0.0007185-0.0016297i,-0.00039774-0.0016547i,-0.00010317-0.0016516i,0.00013707-0.0016539i,0.00017454-0.0013945i,2.4145e-06-0.0015928i,-4.4437e-05-0.0013017i,0.00012191-0.00050852i,0.00024689-3.4425e-05i,0.00022241+0.00068403i,3.0609e-05+0.00072491i,-0.00038853+9.6937e-05i,-0.00048838-9.9604e-05i,-0.00050477+1.5776e-05i,-0.00035957-0.00029182i,-0.00067489-0.00057277i
0.00070631+0.00014008i,0.0021563-0.00099833i,0.0025255-0.0019718i,0.00036674-0.001616i,-0.0020164-0.0014042i,-0.0023963-0.00093729i,-0.0022401-0.00033051i,-0.0020139-0.00060499i,-0.00068244-0.0016652i,0.00010894-0.0014841i,-0.00023381-0.00088109i,0.00020004-0.00090496i,0.00099101-0.00089173i,0.0013142-0.0010941i,0.00079455-0.00046295i,0.00023993+0.00030033i,-7.0509e-05+0.00025599i,-0.00042197+0.00021964i,-0.00061073+0.00014598i,-0.00075994+0.0001553i,-0.00077963+0.0002169i,-0.00074481+0.00024802i,-6.3636e-05+4.2474e-05i
8.1224e-05+0.00012524i,2.6827e-06-7.5928e-05i,0.00029944-0.00099389i,0.00028514-0.0014311i,-0.00070754-0.00047974i,-0.0020095+0.00075876i,-0.0018483+0.00079665i,-0.0006345-0.00022958i,-0.00044426-0.0011747i,-0.00029375-0.0017808i,-8.9105e-05-0.0015163i,-8.5517e-05-0.00067504i,8.8824e-05+0.00026814i,0.00047281+0.00033567i,0.00043391-3.1555e-05i,0.0003192-7.5934e-06i,8.0896e-05+0.00046437i,-0.00018886+0.0008472i,-0.00013539+0.00034348i,-0.00048897+0.00016399i,-0.00028806+0.00020037i,0.00025913-0.00012576i,0.00036647+0.00058757i
-0.00046175+0.0014643i,5.2401e-05+0.001691i,0.00022192+0.0013956i,0.00050661+0.00038507i,8.8849e-05+0.00061825i,0.00013596+0.00052299i,0.0012-0.00029857i,0.0011896-0.00032318i,0.00053672-0.00051141i,7.8331e-05-0.00071817i,-0.00031421-0.0011071i,-0.0002672-0.0011214i,-0.00023478-0.00087525i,0.00032479-0.00096906i,0.00052033-0.00089664i,8.7091e-05-4.5331e-05i,0.00087073+0.00030744i,0.0015051+4.4858e-05i,0.001309-1.6229e-05i,0.00094209-0.0002999i,0.00080385-0.00087872i,0.00067835-0.0010293i,0.00049368-0.00070761i
-0.00016945+0.0006287i,-0.00027865+0.00067291i,0.00023462+0.00055779i,-0.00022414+0.00033802i,-0.0018688-0.00063249i,-0.00266-0.00058317i,-0.0023255+0.00044977i,-0.0015577+0.00015675i,-0.00048919-0.00046374i,0.00047039-0.00049137i,0.00073935-0.00057597i,0.00071501-0.0006211i,0.00010894-0.0009026i,-0.00012266-0.0011982i,0.00011069-0.00080974i,0.00047692-0.00027794i,0.00056002+6.4493e-05i,-0.00035007+0.00051822i,-0.00050437+0.00045492i,0.00048064+0.00061069i,0.0010819+0.0004785i,0.0013991+0.00029457i,0.00027284+0.0002768i
-0.0015333+0.0023633i,-0.0011875+0.0013787i,-0.0010718+0.0011344i,-0.00023623+0.0013271i,0.00077074+0.0011346i,0.00036122+0.00067375i,-0.00087217+6.6173e-05i,-0.0008658-0.0003107i,-0.00024635-0.0010303i,5.8244e-05-0.0010544i,-4.5187e-05-0.0015278i,-0.00025923-0.0021937i,-0.00014715-0.0021172i,-0.00044527-0.0015698i,-0.00074811-0.000474i,-0.00078141+0.00056802i,-0.001192+0.0014491i,-0.00094921+0.0013899i,5.0686e-05+0.00075778i,0.00069068+0.00039615i,0.0010435+0.00029538i,0.0010156+0.00016668i,0.00051568-0.00010028i
