-0.0012466+0.0012536i,-0.00098189+0.0019146i,-0.0019467+0.001632i,-0.0027032-3.3645e-05i,-0.002527-0.00091105i,-0.0017175+0.00030518i,-0.00047456+0.0016758i,0.00086493+0.0018444i,0.0017984+0.0015608i,0.0018758+0.00074633i,0.00178+0.00082856i,0.0010489+0.0007483i,8.7444e-05+0.00017188i,-0.00026846+0.00017623i,-0.00056002-0.00018398i,-9.0609e-05-0.0006704i,0.00020225-0.00055221i,0.00054259-0.00027024i,0.00028397-0.0001572i,-0.00036001-0.00014409i,-0.00017449-0.00011726i,-0.00022237-1.0532e-05i,-0.00041146-0.00060412i
0.00025311-0.00011789i,0.00054673+0.0017514i,-0.00012132+0.0015229i,-0.00097488+0.0019815i,-0.0009624+0.0017639i,-0.00093819+0.0011595i,-0.00066265+0.0012266i,0.00029462+0.0012286i,0.0006233+0.00068702i,-0.0003313-0.00013437i,-0.00060552-0.00034121i,-0.0005203-0.00037868i,-0.00043685+0.00028715i,-7.4613e-05+0.00061304i,0.00086901+0.00039818i,0.0016874+0.0005871i,0.0013484+0.0005058i,0.00061928+8.6798e-05i,2.2513e-05-0.00043428i,8.6315e-05-0.00079674i,0.0004601-0.0007145i,0.00092431-0.00032998i,0.00074521+0.000184i
0.00060285+0.00089408i,0.0013806+0.00053993i,0.0016534-0.0007939i,0.00092469-0.0016384i,0.00026669-0.001318i,-0.00016956-0.0010549i,-0.00068354-0.00039662i,-0.00051933+6.7686e-05i,-0.00029633+0.00089342i,-0.00030141+0.0015955i,0.00068382+0.0012171i,0.00071632+0.0011057i,0.00077375+0.00045967i,0.00083745-0.00049132i,0.00030903-0.00016269i,0.00057083+9.3688e-05i,0.0010289+0.00010915i,0.0010255+0.00027053i,0.00090346-2.3221e-05i,0.00058359+0.00040979i,0.0006847+0.0010122i,0.00084184+0.00094357i,0.00067371+7.7859e-05i
-0.0026262+3.9664e-06i,-0.0023136+0.00090908i,-0.0019571+0.0012685i,-0.0011475+0.00055556i,-0.00044155-0.00053382i,0.00022478-0.0011793i,0.00051584-0.00034496i,0.00020983+0.0010602i,-0.00020787+0.0018034i,-0.00012867+0.0013291i,0.00036383+0.00057263i,0.00055141+0.00033301i,0.00067035+0.00081592i,0.00079042+0.001012i,7.8394e-05-0.00010361i,-0.00050633-0.00067596i,-0.00039197-0.00033517i,-0.00050913-0.00076254i,-0.00032654-0.00044496i,0.00064891-0.00031325i,0.0010213-0.00062746i,0.00055313-0.00011618i,-5.5998e-05-0.00017281i
0.00056961+0.0001722i,0.0010784-0.00045471i,-0.0010111-0.00030673i,-0.0017591+0.00053853i,-0.00029204+0.00040813i,0.00095814-6.5905e-05i,0.0013519+0.00019811i,0.0007988+0.00061816i,-0.00015101+0.00067277i,-0.00046818+0.00021997i,-0.00043617-0.00010495i,-0.00057082-0.00052454i,1.0666e-05-0.00085784i,0.00019345-0.00076813i,-0.00044855-0.00025747i,-0.00057077+0.00026218i,-0.00084071+0.00022407i,-0.0008998+4.6649e-05i,-0.00073982+0.00028096i,-0.00043309+0.00043809i,-0.000142+0.00024958i,0.00085589+7.274e-05i,0.0013091+0.00025189i
-0.0018447-0.00028154i,-0.0017582+0.00015959i,-0.00041284+0.00080677i,0.00070107+0.00011604i,0.00047297-0.00063718i,-0.00037607-0.00024562i,-0.00080489+0.0007899i,-0.00090415+0.00149i,-0.0012173+0.0016452i,-0.00012295+0.0011113i,0.00022673+0.00045138i,-0.00079388-3.7793e-05i,-0.00094698-0.00043321i,-0.00049599-0.00053558i,-0.00061395-0.00050439i,-0.0003794-0.00030992i,-0.00011562+0.00013607i,0.00014556-0.00024481i,0.00097284-0.00054416i,0.0010684-0.00052431i,0.00019551+1.665e-05i,0.00028192+0.00019001i,0.00049797-0.0002214i
0.00074622+0.00015958i,0.0020235+0.00055595i,0.0010068+0.00057798i,0.00042914+0.00073993i,0.00094991+0.00065699i,0.00032022-5.2845e-05i,-0.00022297-0.00038898i,-0.00050043+0.00019563i,-0.0006879+0.00097669i,-9.8098e-05+0.0017501i,-0.00017839+0.0018073i,-0.00090228+0.00092086i,-0.00025082-0.00019001i,0.0005715-0.00039812i,0.00059687-9.7578e-05i,-8.9315e-05-0.00051599i,-0.000869-0.00012888i,-0.00066096+8.5811e-05i,-0.00033867-0.00030904i,4.3025e-05+0.0001054i,0.00023371+0.00062355i,-0.00011318+0.0012005i,-5.4975e-05+0.0011335i
0.0012373-0.00075115i,0.00027788-0.00095446i,-0.00098237-0.0011516i,-0.0015122-0.0016123i,-0.0017228-0.0011484i,-0.0013931-0.00017561i,-0.000603+0.00043111i,0.0004783+0.0008719i,0.0008587+0.0011008i,0.00048221+0.00096765i,0.00010676+0.0010815i,-0.00051472+0.0011679i,-0.00015986+0.00040188i,0.00066572-9.3854e-05i,0.00074761-7.4286e-05i,0.00078061+0.00015565i,0.00040507+7.5726e-05i,-8.1988e-05-0.00019368i,0.00045585-0.00031217i,0.00039455-0.00014443i,-0.00026528-0.00052714i,4.6517e-05-0.00055234i,-8.0592e-05+0.00040846i
-0.0012851-0.0018298i,-0.0017939-0.0020746i,-0.0014702-0.00085602i,0.00025288+0.00078328i,0.0011337+0.0012958i,0.00077148+0.0012404i,0.00047306+0.0012421i,-0.0003276+0.0016129i,-0.0010605+0.0018514i,-0.00020842+0.0015954i,0.00053377+0.001261i,0.0004495+0.00092788i,0.0009309+0.00064133i,0.0019017+0.00045568i,0.0015359-0.00051197i,0.0010834-0.0006658i,0.0010442-0.00024994i,0.00046265+0.00053574i,4.3962e-05+0.00091556i,-6.7903e-05+0.00023989i,0.00013815-0.00020279i,0.00032139+0.00032029i,0.00038554+0.00063722i
0.00083362+0.0022716i,0.00057966+0.0017131i,0.0016562+0.00054023i,0.0013856+0.0003901i,0.00061137-0.00022657i,-0.00010201-0.00074346i,-0.00060466-0.00034548i,-0.00024964+0.0010228i,-0.00024655+0.0013365i,0.00058583-0.00023667i,0.0015769-0.00054206i,0.0013013+3.7565e-05i,0.00033112+0.00024374i,-0.00016578+0.00099277i,0.0010342+0.00050666i,0.0015696-0.0002642i,0.0007379-0.00042278i,-0.00029585-0.00075013i,-0.00035602-0.00058781i,1.0982e-05-0.00062912i,0.00017776-0.00038195i,0.00047664-0.0004299i,0.00068902-0.00068058i
-0.0003237-0.00206i,0.00023228-0.0017893i,-0.00076031-0.0021953i,-0.0013331-0.0023288i,-0.0010324-0.0012047i,-0.0011246+0.00013778i,-0.0011634+0.00039046i,0.00026305+0.00059356i,0.0011052+0.00043293i,0.00062865+0.00057964i,0.00050351+0.00067606i,0.00052687+0.00018447i,0.00037422-0.00029953i,0.00054497-0.0012332i,0.00050088-0.001275i,-0.00016949-0.00024453i,-0.00067876-2.3013e-06i,-0.00039117-0.0004766i,-0.00026064-0.00040339i,-0.00044007-0.00030607i,9.6518e-05-0.00015528i,0.00056662-0.00037277i,0.00058931-0.00077119i
0.0013265+0.00043654i,-3.9862e-05+0.001822i,-0.00071026+0.0019171i,-0.00079753+0.0017661i,-0.001163+0.0016356i,-0.00079024+0.0021307i,9.8105e-05+0.0015076i,-0.00061386+0.00042596i,-0.0011274+0.00042629i,-0.00084144+0.00072337i,-0.00088199+0.00023182i,-0.0012638-2.273e-06i,-0.00084572-0.00029399i,0.00048121-0.00056007i,0.001029-0.00043142i,0.0009928-0.00036515i,0.00078521-0.00017322i,0.00014364+0.00025536i,2.8187e-05+0.00021371i,-0.0001739-0.00040395i,-0.00040918-0.00026234i,-0.00019488+0.00055166i,-2.7863e-05+0.00085127i
0.00033178-1.6981e-05i,0.0004846-0.0014742i,0.00084839-0.0014388i,0.0009638-0.00036026i,0.0012602+0.00032076i,0.0013567-0.00022276i,-9.1749e-06-0.00087018i,-0.00086165-4.8419e-05i,-0.00030275+0.0016999i,-0.00020985+0.0017908i,-0.00010179+0.00064852i,0.00010286+0.00020658i,0.0003277-4.5989e-05i,0.00036772+0.00029175i,0.00019984+0.00047253i,0.00013076+0.00052218i,0.00014449+0.00065962i,0.00031231+0.00042717i,0.0001389+0.00013322i,-0.00027165+0.00025842i,3.6041e-05+0.00016508i,0.00028534-0.00018207i,-0.00032607-0.00045913i
0.00017829-0.0011676i,0.00022464+0.00082725i,-0.00072891+0.00091841i,-0.001665-0.00038382i,-0.001024-0.00020506i,-0.00082981+0.00028871i,-0.0010446+0.00091189i,-0.00064225+0.0017187i,-0.00065194+0.0014774i,-0.00019489+0.0005817i,0.00068496-0.00016311i,0.00034528-0.00039325i,0.0003094-0.00087761i,0.00026222-0.00090818i,-0.00049895-0.00052902i,4.6353e-05-0.00037891i,0.00020783-0.00072301i,0.00015464-0.0012285i,-0.00010125-0.0001721i,-0.00015533+0.00090232i,0.00018275+0.00066742i,0.00016547+0.0001338i,6.7212e-05-0.00035233i
-0.0011307-0.00083244i,-0.0014829-7.6907e-05i,-0.0016238+0.0003119i,-0.0013426+0.00026125i,-0.0016463-0.00010106i,-0.0015349+0.0006158i,-0.0010617+0.0012266i,-0.00029728+0.0015202i,-0.00052536+0.00089296i,-0.0012302-4.2743e-05i,-0.00070065+0.00051601i,-0.000141+0.0011768i,-9.4926e-05+0.00087623i,-0.0008086+0.00011103i,-0.0014789-0.00054759i,-0.00083053-0.00067839i,0.00017316-0.00081123i,0.00018627-0.00097126i,-0.00027058-0.00095582i,-0.00054997-0.00041809i,-0.00061405+0.00036638i,-0.0008797+0.00042434i,-0.0010909-0.0001008i
-0.001272-0.0010059i,0.00013205-0.0014448i,0.0013987-0.00063977i,0.0021009+0.00068906i,0.0021459+0.0010647i,0.0013786+0.00040326i,0.00058254+0.00013852i,-2.9515e-05+0.0012659i,-0.00017553+0.0019994i,-1.1017e-05+0.0012452i,-0.00014022+0.0001674i,-0.00018029-0.00037819i,-0.0005019-0.00078997i,-0.00042049-0.0013829i,-0.00047594-0.0016891i,-0.00038063-0.0013381i,2.4214e-05-0.00054329i,0.00042147-0.00042553i,0.00048639-0.00054374i,-0.00020741-0.00014173i,-0.00071767-0.00014988i,-0.00047608-7.4757e-05i,0.00033678-3.7284e-05i
0.00023941+0.00064668i,0.00041168+0.0010835i,-0.00016622+0.0011462i,-0.0001899+0.00092673i,7.3449e-05+0.0011019i,-0.00056606+0.00059742i,-0.0013875+0.00046998i,-0.00087663+0.00099734i,-0.000115+0.0012228i,-0.00053264+0.00095928i,-0.0018327+0.00047636i,-0.0014301+0.00019322i,-9.3687e-05-0.00013298i,0.00032435-0.0016105i,-0.00016373-0.0020157i,-0.00096324-0.0011914i,-0.00039335-0.00051282i,0.00025444-0.00055002i,8.7576e-05-0.00077174i,0.00030454-0.00014484i,0.00032579+0.00011494i,0.00024586+1.8789e-05i,0.00043997+0.00023718i
0.00068683-0.00020444i,0.0002512-0.00080586i,0.00094194-0.00082206i,-0.00022647-0.0014519i,-0.0010279-0.002092i,-0.00087484-0.00096074i,-0.00086866+0.0008402i,-0.0002047+0.0016239i,0.00063653+0.0014017i,0.0011031+0.00066745i,0.00022299-0.00051753i,-0.00016333-0.0012327i,7.6905e-05-0.00057195i,0.00014454-8.6563e-07i,0.00050174-0.00069272i,0.00024894-0.00078827i,8.9737e-05-9.1045e-05i,7.7516e-05-3.4665e-05i,-6.1387e-05-9.6134e-05i,0.00029694+0.00072317i,0.00071149+0.0005298i,0.00046203-0.00015i,0.00026981+0.00014687i
0.0018365+0.0023183i,0.00093144+0.001617i,0.00073587-0.0003313i,0.00039112-0.0020878i,0.00029845-0.0026482i,-0.00069808-0.0016617i,-0.0012861-0.00064466i,-0.00076294+0.00062069i,1.2232e-05+0.00068249i,0.00038467+7.1104e-05i,5.5507e-05+6.6157e-05i,0.00029742+0.001346i,0.00067778+0.0027154i,0.00041256+0.0024077i,-0.00017708+0.0011795i,6.612e-05+0.00093562i,5.2136e-07+0.0010066i,0.0002504+0.00076832i,0.00051753-4.9886e-05i,-0.00022229-0.00074434i,-0.00056875+2.8077e-05i,3.7062e-05+0.00099558i,0.00026291+0.0011607i
0.00032276+0.00057815i,0.00020429+0.00029024i,0.00075682+0.00070672i,0.00098734+7.67e-05i,-0.00026787-0.001117i,-0.0010175-0.0015702i,-0.0006884-0.00028327i,-0.00019431+0.0013784i,7.7305e-05+0.0012157i,-0.0001634-0.00036126i,-0.00016996-0.00087599i,0.00015072+0.00055131i,0.00045974+0.001791i,0.0007353+0.0018382i,0.00085329+0.001501i,0.0006328+0.0006709i,-0.00013076-0.00055104i,-0.00060854-0.00058127i,-0.00083037+7.8579e-05i,-0.0011288+0.00070569i,-0.0011701+0.00065812i,-0.00069827-0.00038207i,-0.0004291-0.00058623i
0.0015698-0.00030256i,0.0013658+0.00051107i,0.00070113+4.2481e-05i,0.0015821+0.00027467i,0.0015851+0.00061958i,0.0012065+0.0010053i,0.00060065+0.0011265i,-0.00025941+0.00046825i,-0.00030544+0.00026174i,-0.00013507+0.00035412i,-0.00070218-0.00012465i,-0.0012861-0.00060979i,-0.00069302-0.00054288i,-5.2708e-05-0.00068561i,-0.00014181-0.00033966i,-0.00033821-3.4176e-05i,2.8097e-06-0.00015606i,0.00025115-1.4434e-05i,0.00071121+5.0339e-05i,0.0010382+0.00080155i,0.00055273+0.001042i,0.00011188+0.00068168i,-0.00034499+0.00048226i
-0.0016591-0.0013299i,-0.00077115-0.0006138i,0.00064061+0.00052435i,0.0010569+0.0007755i,0.00064825+0.00080272i,-2.7392e-05+6.9448e-06i,-0.00026958+0.00010919i,-0.00068825+0.0017805i,-5.4415e-05+0.0021606i,0.00053087+0.00090506i,0.00074189+9.6003e-05i,0.00058837-0.00052469i,0.00072475-0.00069534i,0.001082-0.00058698i,0.00063853-0.0010862i,1.5859e-05-0.00084696i,-0.00023248+6.5076e-05i,-2.6341e-05+0.00014782i,0.00057925-0.00061346i,0.00094142-0.00054486i,0.00081073+0.00010668i,0.00044005-0.00041333i,0.00040881-0.0012569i
0.0023281-0.00034814i,0.0023113-0.00014789i,0.0001092-0.00096899i,-0.00093743-0.001305i,-0.0012127-0.00077524i,-0.0011541-0.00037435i,-0.00079771+0.00053357i,-0.00014227+0.0015746i,0.00099081+0.0010423i,0.0015495+0.00025845i,0.00093928+0.00041267i,-6.538e-05+0.00046039i,-0.00024249-2.4012e-05i,0.00039199-0.00031457i,0.00087037-0.00060348i,0.0013956-0.0009091i,0.0011654-0.0004749i,0.00041549+4.5743e-05i,0.00011509+0.00049018i,0.00044624+0.0004565i,0.0012835+0.00033994i,0.0013217+0.00062165i,0.0012426+0.00069682i
-0.0020533+0.00023297i,-0.001656+0.00060833i,-0.0013785+0.0012627i,-0.0010956+0.00095886i,-0.00059937+0.00079811i,-0.00032551+0.00069023i,-0.00043422+0.00049402i,-0.00024867+0.0011168i,0.00043156+0.0014354i,0.0010059+0.00089256i,0.00079257+0.0010657i,0.00026691+0.00079498i,0.00018955+0.00049853i,3.6052e-05+0.00053694i,0.00053868+0.00050391i,0.00049095+0.00071068i,9.2316e-05+0.00071224i,0.00040479+0.0010561i,-0.00028691+0.0010914i,-0.00089586+0.00018386i,-0.0011921-0.00026419i,-0.001236+0.0001496i,-0.00096534+0.00045411i
0.0040315+0.0011702i,0.0027287-0.00031232i,0.0026798-0.0017505i,0.0031743-0.0012095i,0.001706-0.0010805i,-0.00037648-0.0005184i,-0.00096589+0.00096521i,-0.00090019+0.0015469i,-0.00049328+0.0013769i,-0.00066289+0.0010489i,-0.0013591+0.0012305i,-0.0015831+0.0015474i,-0.0015514+0.0013692i,-0.00077879+0.00050363i,-0.00038163+0.00015045i,-0.00036085+0.00042092i,-0.00019951+0.00047536i,0.00028386-0.00014614i,0.00029505-0.0004318i,-0.00021816+9.468e-06i,-0.00027077-0.00055167i,-0.00056459-0.00087084i,-0.00074516-1.3892e-05i
-0.0021288-0.00025138i,-0.0017852+0.001593i,-0.0018821+0.0022842i,-0.0015612+0.0015282i,-0.00029655+0.0012437i,0.0013991+0.0016852i,0.0017695+0.00053841i,0.00031543+0.00061699i,-0.0013987+0.0013845i,-0.0010633+0.00019529i,-0.00031843-0.00019914i,-0.00073309-0.0001143i,-0.00097897-0.00077566i,-0.00046587-0.00059565i,-0.00024036-0.00085441i,-0.00037428-0.00073644i,-0.00034946+0.00022314i,-0.00019474+0.0005754i,-4.3375e-05+0.00032301i,-0.00039708+0.00051081i,-0.00014799+0.00040887i,-2.9445e-05+0.00015254i,-0.00079225+0.00032527i
-0.00082293-0.0019973i,-0.00046858-0.0031257i,-0.00075508-0.0020492i,-0.00085289-0.00023525i,0.00017637+0.00035101i,-0.00055973+0.00040816i,-0.0010638+0.00083486i,-0.00064355+0.0014562i,-0.00061407+0.0018393i,-0.00040812+0.0018328i,8.7434e-06+0.0012911i,0.00042186+0.00040016i,0.00061534-0.00066176i,0.00012665-0.0012085i,-0.00022464-0.00084514i,-9.9757e-05+0.00015388i,-0.00023081+0.00016039i,-0.00071418+0.00039261i,-0.00048322+0.00025027i,0.00047814-0.00058705i,0.00080589-0.00062605i,0.00075812-0.00091329i,0.00084072-0.0007065i
0.0012991+0.0013083i,-4.5527e-05+0.0028436i,-0.00056287+0.0014338i,0.00051269-0.0009199i,0.00038666-0.0016777i,-0.0011615-0.0014479i,-0.0012444+0.00037846i,-0.00011868+0.0019726i,4.416e-05+0.0024593i,-0.0002911+0.0017581i,-5.2063e-05+0.0014415i,-0.00011494+0.00091113i,-0.00090896+0.00056608i,-0.0011358+0.0003794i,-0.00049161+0.00043389i,0.0008058+0.00070928i,0.0013876+0.00030302i,0.00067887+0.00049059i,9.9279e-05+0.0010626i,0.00032629+0.00050361i,0.00055689-0.00017693i,0.0008278+0.00032372i,0.00085705+0.0010596i
-0.0011407-0.0017074i,-0.0010552-0.0020172i,-0.00079063-0.00085215i,-6.3437e-05+7.16e-06i,0.00073818+0.00069046i,0.00099401+0.00064866i,0.00034243+0.00024002i,-0.00011616+0.00064108i,0.00037098+0.0015571i,0.00069836+0.002057i,0.00047525+0.0017166i,0.00041181+0.00089531i,0.00074996+0.00096948i,4.574e-05+0.0011264i,-0.00079866+0.00071378i,-0.00018516-0.00013255i,0.00029236-0.0004112i,0.00045684+0.00078096i,0.00023329+0.001516i,-0.0005302+0.0014404i,-0.00095551+0.00097211i,-0.00066259+0.00032414i,-0.00066776+0.00062488i
0.0027507+0.002207i,0.0038948+0.0014613i,0.0030334+0.0010697i,0.0022872+0.00093311i,0.0011007+0.001115i,0.00027507+0.00087911i,2.1729e-05+0.00028762i,-0.0002619+0.0001285i,0.00039877+0.00094012i,0.0003375+0.0017135i,-0.0012563+0.00093225i,-0.0020078+6.4585e-05i,-0.0016013+0.00046501i,-0.00105+0.0012871i,-0.00081283+0.0011287i,-0.00089529+0.00046768i,-0.0010828-0.00019063i,-0.00039953-0.00027487i,-0.00028216+0.00067287i,-0.00069077+0.00066473i,-0.00080924-5.2387e-05i,-0.0011936-0.00066928i,-0.0012001-0.00031583i
