0.0015807+0.0018282i,0.0013062+0.001482i,0.00064571+0.0011742i,-0.00024729+0.00070565i,-0.0012775+0.0007276i,-0.0019965+0.0014959i,-0.0013151+0.0019106i,-0.00065005+0.0020603i,5.9036e-06+0.0015812i,0.00086518+0.00055112i,0.0012933-0.00021342i,0.00082429-6.7937e-05i,0.00034317-0.00024357i,0.00049518-0.00035564i,0.00029972+0.00032797i,-0.00029482+0.00016991i,2.6755e-05-0.00014079i,0.00074863+2.7951e-05i,0.0008855+9.3986e-05i,0.00057749-0.00017505i,0.00021318-0.00061445i,3.714e-05-0.00083448i,9.6845e-05-0.00084375i
-0.021413-0.053835i,-0.040956-0.064i,-0.031916-0.046461i,-0.014849-0.026074i,-0.0064333-0.011997i,-0.0012626-0.0019589i,0.001945+0.003231i,0.0038984+0.0029403i,0.0056778-0.0012529i,0.0041109-0.0052273i,0.0025964-0.0047346i,0.0044007-0.0023363i,0.0071741-0.0023115i,0.0064434-0.0032212i,0.0041507-0.003658i,0.002828-0.0024486i,0.0020551+0.00011884i,0.0018559+0.0023047i,0.00058886+0.0029065i,-0.002443+0.0026064i,-0.0054743+0.0013651i,-0.0060864+0.00025652i,-0.0052885+0.00054923i
0.054657-0.0072405i,0.068713-0.023708i,0.056179-0.018226i,0.037583-0.0074333i,0.022663-0.0017427i,0.010554+0.00048822i,0.0027601+0.0012549i,0.00040559+0.0040063i,0.0030363+0.0059869i,0.0052233+0.0036515i,0.0036599-0.00017585i,-0.00099423-0.0035426i,-0.0045401-0.0061436i,-0.0048181-0.0068177i,-0.0030866-0.0047688i,-0.0028189-0.0032693i,-0.0043716-0.0037319i,-0.0056159-0.0037091i,-0.0052315-0.0020378i,-0.0026319+0.001186i,-0.00027186+0.0042117i,0.0011374+0.004877i,0.002746+0.0031127i
0.0066862+0.056446i,0.02413+0.062803i,0.020383+0.045693i,0.011808+0.025189i,0.0077828+0.0089339i,0.004808-0.0010548i,0.0029295-0.004497i,4.6676e-05-0.0043011i,-0.003659-0.00067042i,-0.0030903+0.0032828i,-0.00050939+0.0055691i,0.001351+0.0074782i,0.0023097+0.0088872i,0.0030508+0.0076615i,0.0038771+0.0047902i,0.0036296+0.0021811i,0.0020632-0.00027412i,0.00012794-0.0022755i,-0.0005864-0.0033624i,0.00037918-0.0052891i,0.0019815-0.006822i,0.0020653-0.0060584i,0.0022707-0.0050776i
-0.061877+0.0049336i,-0.067934+0.024856i,-0.04967+0.024077i,-0.027682+0.017711i,-0.0098828+0.014094i,0.0017156+0.010315i,0.006898+0.0056657i,0.0065501-0.00036163i,0.0025494-0.0057323i,-0.0010149-0.0062552i,-0.00057366-0.004432i,0.0021072-0.0064193i,0.0029618-0.01052i,0.00047507-0.009843i,-0.0018403-0.005682i,-0.00011171-0.0032131i,0.002845-0.0022148i,0.0038892-0.0018773i,0.0033503-0.0010365i,0.0011547+0.00072202i,-0.0023623+0.0017862i,-0.0042378+0.0022412i,-0.0033916+0.0033146i
0.0054718-0.070459i,-0.012348-0.081019i,-0.0098414-0.06185i,-0.0015208-0.036538i,0.001651-0.019544i,0.0018356-0.0083643i,0.00031198+0.00059405i,0.002591+0.0040727i,0.0069953+0.0017781i,0.0062323-0.0008042i,0.0015593+0.00037984i,-0.0025206+0.0051423i,-0.0034736+0.0087342i,-0.0026816+0.007133i,-0.0020009+0.0042979i,-0.0018949+0.0037507i,-0.0019198+0.0035706i,-0.0015037+0.0032107i,-0.00050811+0.0024751i,0.0024166+0.0024259i,0.006018+0.0033809i,0.0072406+0.0031485i,0.0053264+0.002427i
0.066145+0.013369i,0.076061+0.0026631i,0.059095+0.0022175i,0.034439-0.0004193i,0.015628-0.00247i,0.0055907-0.001318i,-4.2739e-05-0.0015667i,-0.0034519+0.00040249i,-0.0025106+0.0052608i,0.00068607+0.0065319i,0.0027936+0.0035987i,0.0038122-0.00026187i,0.0044575-0.0024589i,0.0043984-0.0035454i,0.0028937-0.0048114i,0.00038111-0.005169i,-0.0016966-0.0049564i,-0.0022463-0.0039316i,-0.0026557-0.0030528i,-0.0053283-0.0037521i,-0.007446-0.005187i,-0.0060196-0.0053794i,-0.0035855-0.0049472i
-0.011195+0.067196i,0.0015477+0.070947i,0.0060639+0.052983i,0.011618+0.032596i,0.014995+0.01639i,0.012409+0.0061766i,0.0099153+0.00099635i,0.0059802-0.0021957i,-0.00044628-0.003193i,-0.0035303-0.003267i,-0.0047917-0.0045192i,-0.0069893-0.0057043i,-0.0097973-0.0046679i,-0.0094227-0.0018854i,-0.0049606-0.00022465i,-0.00093072-0.00055751i,0.00018936-0.002098i,5.1786e-05-0.0041029i,-8.1999e-05-0.0039142i,-0.00041992-0.00036965i,-0.00071669+0.0035993i,-0.0008023+0.0059968i,0.00043646+0.0061937i
-0.070479-0.01449i,-0.074751-0.0021219i,-0.055982+0.0002188i,-0.0325+0.0011455i,-0.014151+0.0018602i,-0.0041779+0.0023124i,0.0016833+0.0049623i,0.0067051+0.0044562i,0.007896-0.00047323i,0.0058787-0.0026066i,0.0053198+0.00015891i,0.0083688+0.0035232i,0.012061+0.0036164i,0.010171+0.0013863i,0.0055502+0.00063973i,0.0033371+0.0010928i,0.0033422+0.0011585i,0.0036141+0.0008784i,0.0037797+0.00028651i,0.0054278-0.0016942i,0.0069573-0.0044103i,0.0066029-0.0049397i,0.0051436-0.0032639i
0.023298-0.071092i,0.013794-0.077798i,0.0099061-0.056052i,0.0044965-0.027501i,0.0015055-0.0090101i,3.0094e-06-0.0013485i,-0.0033381+0.0014656i,-0.0031296+0.0049672i,0.00041236+0.0061279i,0.0030456+0.003549i,0.0027015+0.0012088i,-0.0011726-0.00022036i,-0.0040799-0.0024933i,-0.0041478-0.0045357i,-0.0040871-0.0042536i,-0.0049164-0.0015802i,-0.0040623+0.00030093i,-0.0024278+0.0012069i,-0.0022746+0.00084886i,-0.0045058+0.00074179i,-0.0071882+0.0019499i,-0.0070362+0.0021486i,-0.0055074+0.001627i
0.069154+0.027929i,0.073175+0.02003i,0.057819+0.013138i,0.037592+0.00022399i,0.021274-0.0078041i,0.011943-0.0088807i,0.0060151-0.009213i,8.0225e-05-0.0071519i,-0.004761-0.0023661i,-0.0066209+0.0019591i,-0.0067657+0.0038812i,-0.0068479+0.0051721i,-0.0061575+0.0074362i,-0.0031126+0.0072692i,0.00072713+0.0034153i,0.0010455-0.00055468i,-0.0012217-0.002754i,-0.0029747-0.0030466i,-0.002784-0.001674i,-0.00065684-7.0221e-06i,0.0018472+0.0011493i,0.0032854+0.0021861i,0.0034693+0.0019103i
-0.030447+0.066323i,-0.021776+0.069907i,-0.011732+0.054909i,-0.00020263+0.036018i,0.0058799+0.020591i,0.0071958+0.011324i,0.010057+0.004154i,0.01001-0.0022328i,0.0054479-0.0054223i,0.0031573-0.0060061i,0.0040266-0.0067265i,0.0059763-0.0093981i,0.0068461-0.012855i,0.0049473-0.011387i,0.0027586-0.0065697i,0.0021544-0.0036924i,0.001285-0.0028807i,0.00064649-0.003658i,0.00084409-0.0043298i,9.8835e-05-0.0056853i,-0.00076769-0.0073907i,-0.00088754-0.0064163i,-0.00034578-0.0047226i
-0.067695-0.031379i,-0.066896-0.024329i,-0.046769-0.016131i,-0.023669-0.0042217i,-0.0072223+0.0022421i,-0.00033992+0.0041988i,0.00197+0.008153i,0.004647+0.010188i,0.0068789+0.006471i,0.0065722+0.00195i,0.0030559+0.0011917i,-0.00065041+0.0043095i,-0.0024103+0.0067055i,-0.0026828+0.0055223i,-0.0016958+0.003463i,-0.00077559+0.0030835i,0.0006542+0.0025706i,0.0020187+0.00065015i,0.0016953-4.824e-05i,-6.3288e-05+0.0023784i,-0.001814+0.0057474i,-0.0018134+0.0065888i,-0.00042213+0.0054344i
0.037925-0.064804i,0.033552-0.066206i,0.021991-0.049102i,0.0060555-0.028416i,-0.0015068-0.013753i,-0.0037878-0.0066758i,-0.0068106-0.0027352i,-0.007874+0.0024509i,-0.0052373+0.0065181i,-0.0015539+0.0068874i,0.00073357+0.005834i,0.0028443+0.0059959i,0.0057489+0.0050145i,0.0061781+0.0021987i,0.0031516-0.00024075i,6.7652e-05-0.0010221i,-0.0015331-0.0011072i,-0.0020577-0.00035074i,-0.00046336+0.0006761i,0.0020649-2.8678e-05i,0.0031798-0.0011865i,0.0029918-0.0011158i,0.0026462-0.00090279i
0.062108+0.042193i,0.060818+0.039321i,0.046944+0.026234i,0.032076+0.0084744i,0.019693-0.0014119i,0.013115-0.004103i,0.0088233-0.0069819i,0.0036112-0.0085778i,-0.00037724-0.0076729i,-0.0038476-0.006883i,-0.0071149-0.0068731i,-0.009906-0.0081177i,-0.012284-0.0088096i,-0.010894-0.0071773i,-0.0071048-0.0042436i,-0.00362-0.0021716i,-0.0024294-0.0011898i,-0.0026188-0.0020788i,-0.0020975-0.0025042i,-0.0026585-0.0019428i,-0.0046661-0.0032135i,-0.0049203-0.0034191i,-0.0039876-0.0026922i
-0.041969+0.054478i,-0.039009+0.053041i,-0.02437+0.040519i,-0.0052642+0.026124i,0.0057561+0.013456i,0.010055+0.0078578i,0.013409+0.0055604i,0.013636+0.00040581i,0.010003-0.0030281i,0.005731-0.0026052i,0.0044256-0.00037015i,0.006929+0.001966i,0.0087454+0.0028636i,0.0077206+0.0018813i,0.0061866+0.00042126i,0.0053437-0.0012622i,0.0041283-0.0027399i,0.0020153-0.0033243i,0.00042831-0.0024011i,0.00054051-0.00022134i,0.001402+0.0021885i,0.0021375+0.003269i,0.0029507+0.0027944i
-0.054398-0.040999i,-0.051299-0.037461i,-0.034361-0.023612i,-0.017609-0.0052414i,-0.0076045+0.0054236i,-0.005+0.008175i,-0.0035207+0.010978i,-0.00023444+0.011757i,0.0025892+0.0097371i,0.0046031+0.0067275i,0.0053985+0.003607i,0.0052597+0.00037508i,0.0046221-0.0033847i,0.0026895-0.0045631i,0.001023-0.0020371i,-0.00024338+0.0010308i,-0.00077362+0.0015176i,0.00063172+0.00017616i,0.0018684-0.0012323i,0.0010496-0.0022272i,-0.00014905-0.0028976i,-1.0922e-05-0.0021751i,0.00021596-0.00065771i
0.046454-0.048796i,0.049094-0.045589i,0.035755-0.032918i,0.016314-0.020056i,0.0070426-0.011954i,0.002093-0.0093753i,-0.0050985-0.0068558i,-0.0085792-0.0019863i,-0.0084848+0.0020578i,-0.008025+0.0035806i,-0.0077792+0.0052776i,-0.0092558+0.0074132i,-0.0095281+0.0092029i,-0.0062845+0.0080995i,-0.002527+0.0046259i,-0.0007097+0.0019897i,-0.00023201+0.00060137i,-0.0003696-0.0003996i,-0.0005708-0.00046118i,-0.0017419+0.00024575i,-0.0036764+0.00063603i,-0.0032683+0.0014328i,-0.0019105+0.0024662i
0.039549+0.049083i,0.034241+0.050116i,0.023543+0.035389i,0.015818+0.014458i,0.011242+0.0021553i,0.0099658-0.0025102i,0.0088192-0.0069767i,0.0054456-0.0098491i,0.0025993-0.0090753i,0.0022054-0.006731i,0.002431-0.0059683i,0.0041614-0.0079555i,0.0058427-0.0097032i,0.0050444-0.0089116i,0.0020395-0.0070211i,-0.00072599-0.0061291i,-0.0019138-0.0052244i,-0.0017452-0.0032482i,-0.00038236-0.0013021i,0.0012358-0.00024472i,0.0025905+0.00052973i,0.0029934+0.00053507i,0.0021766-0.00024116i
-0.047442+0.035302i,-0.04599+0.030528i,-0.027948+0.022628i,-0.006168+0.016689i,0.0062374+0.012379i,0.011091+0.01025i,0.01301+0.0082898i,0.012519+0.0049073i,0.0096817+0.0020109i,0.0059768-0.00034266i,0.0024938-0.0017488i,-0.0003888-0.0015553i,-0.0018651-0.0020872i,-0.0021693-0.0028132i,-0.00088406-0.0023788i,0.00057351-0.0014752i,0.0010238-0.00083844i,0.00059155-0.00076582i,-0.00093104-0.00062206i,-0.0020097-0.0014662i,-0.0016374-0.0022627i,-0.00077308-0.0012713i,0.00018796-8.8017e-05i
-0.032538-0.04924i,-0.027769-0.048642i,-0.018405-0.030777i,-0.010198-0.01125i,-0.0060567-0.0012722i,-0.0054931+0.0034327i,-0.0045282+0.0082241i,-0.0016526+0.0097728i,-5.0163e-05+0.0087216i,0.0005888+0.007984i,0.002468+0.0086364i,0.0051615+0.011376i,0.0074065+0.011364i,0.0063274+0.0069112i,0.0035184+0.0025292i,0.0016437+0.00073662i,0.0013983+0.00015562i,0.0011125+9.4836e-05i,0.00028613-0.00038703i,-0.0014483-0.00031078i,-0.0024971+0.0015209i,-0.0014551+0.0031857i,0.00048022+0.0030767i
0.051249-0.02482i,0.055721-0.016966i,0.040729-0.010227i,0.01886-0.0060836i,0.0071349-0.0043061i,0.0013178-0.0058438i,-0.0045531-0.0057545i,-0.0074098-0.0040822i,-0.0073959-0.003777i,-0.0066659-0.0036077i,-0.006564-0.0037467i,-0.0075745-0.0059643i,-0.0079161-0.0079591i,-0.0068147-0.0069033i,-0.0049443-0.0040968i,-0.0035281-0.0014791i,-0.002792+0.00015553i,-0.0019026+0.00021383i,0.00063357-0.0010587i,0.003108-0.0017876i,0.0027772-0.0015913i,0.00090243-0.0016959i,6.3464e-05-0.0014284i
0.013803+0.048833i,0.007882+0.051122i,0.0046928+0.034019i,0.0072616+0.012937i,0.011041+0.0018989i,0.013466-0.0025464i,0.012467-0.0056959i,0.0085876-0.0067651i,0.004716-0.0058954i,0.0020588-0.0046668i,0.00072085-0.0018352i,0.0012115+0.00087068i,0.00042713+0.001768i,-0.00014783+0.0010915i,0.00061885-0.00022333i,0.0013955-0.0012942i,0.00096855-0.0013149i,-5.6471e-07-0.00045295i,-0.00024168+0.00043342i,-0.0014559+0.00020445i,-0.0030428-0.0013481i,-0.0022734-0.0012492i,-0.00084503-0.00040446i
-0.044718+0.012123i,-0.044596+0.0054703i,-0.02812+0.0020574i,-0.010602+0.0038174i,-0.0015366+0.006578i,0.0034007+0.010586i,0.007109+0.011554i,0.0079872+0.0079567i,0.0069511+0.0046947i,0.0068281+0.0014925i,0.0080039-0.0013435i,0.0096527-0.0030111i,0.010033-0.0039024i,0.0077082-0.0037284i,0.004559-0.0023326i,0.0026917-0.0014156i,0.0018955-0.001686i,0.0010598-0.0020074i,0.00052459-0.001219i,-0.00016487+0.0013089i,-0.00026604+0.0035553i,0.0011951+0.0034095i,0.0024394+0.00097921i
-0.0062951-0.048328i,-0.0015094-0.050571i,0.003555-0.032515i,0.0049869-0.013783i,0.0030598-0.0044743i,-0.0012112+0.0004231i,-0.0037907+0.004502i,-0.0026439+0.0058592i,-0.0019961+0.0045428i,-0.0023468+0.0035416i,-0.0036661+0.004076i,-0.0070098+0.0049101i,-0.008788+0.0044417i,-0.0069799+0.0028534i,-0.0039302+0.0014371i,-0.001819+0.00059012i,-0.0015201+0.00073122i,-0.0020413-0.00075191i,-0.0019461-0.0029691i,-0.0010702-0.0041371i,6.2026e-05-0.003175i,0.00041273-0.00090105i,0.00033852+0.00028415i
0.051313-0.0010066i,0.052679+0.005641i,0.034405+0.0080922i,0.014076+0.0043529i,0.0046708-0.0010608i,0.0015-0.0064332i,-0.0010495-0.0072727i,-0.0020926-0.0053598i,-0.0017868-0.004297i,-0.0015432-0.0022917i,-0.00036412-0.00065587i,0.0025499-0.0010769i,0.0043685-0.0016935i,0.0032764-0.0012416i,0.0012103-0.0013727i,-0.00047648-0.0015378i,-0.00061166-0.0014223i,0.0013623-0.0013649i,0.0026877-0.0010086i,0.00080036-7.9404e-05i,-0.001791+0.00090271i,-0.0018743+0.00099241i,-0.00048917+0.00095912i
-0.0073644+0.048768i,-0.012997+0.04997i,-0.010011+0.033309i,-0.0021634+0.015172i,0.0052817+0.0045474i,0.01048+0.00037308i,0.011332-0.0013541i,0.0089309-0.0014175i,0.0066197-0.0012041i,0.0038434-0.0047121i,0.00040454-0.0065034i,-0.0012413-0.0067633i,-0.0010005-0.0072061i,-0.0011803-0.0056819i,-0.0015281-0.0031439i,-0.0011579-0.0015i,-0.00063797-0.0012026i,0.00021632-0.0011402i,0.00096887-0.0006793i,0.0012942-0.00035046i,0.00058995-0.00071373i,0.00027821-0.00098621i,0.00025683-0.00093949i
-0.045264-0.01036i,-0.042504-0.015237i,-0.025396-0.014915i,-0.010232-0.0080081i,-0.0030361+0.00012217i,0.001079+0.0065074i,0.0037217+0.0088206i,0.0030529+0.0068677i,0.0011455+0.0046523i,0.00052855+0.0038823i,0.001883+0.0045103i,0.0029886+0.0080209i,0.0031219+0.009213i,0.0020068+0.0056857i,0.00021651+0.0021837i,-0.00015718+0.0002565i,0.00079597-0.00046607i,9.4336e-06-0.00010722i,-0.0021025-0.00011037i,-0.0032021-0.0007838i,-0.0025019-0.0010106i,-0.001202-0.00077338i,-0.00019705-0.00039479i
0.01309-0.047015i,0.019206-0.046616i,0.018915-0.027364i,0.012572-0.010093i,0.004973-0.0024582i,-0.0023422+0.00068655i,-0.0064982+0.002236i,-0.0066317+0.0018542i,-0.0044681+0.0014319i,-0.0019166+0.00131i,-0.00062427-0.00095403i,-0.00084298-0.0036205i,-0.00063353-0.004838i,0.00021916-0.0042806i,0.00056818-0.0032968i,4.9485e-05-0.0024049i,-0.00029874-0.0019809i,0.00028612-0.0022272i,0.001188-0.0030068i,0.00057811-0.0019443i,-9.8556e-05+0.00064225i,0.00028649+0.0018951i,0.00023233+0.0020884i
0.048948+0.021908i,0.045868+0.028555i,0.028441+0.024428i,0.013742+0.013383i,0.0081635+0.0030994i,0.0045129-0.0040503i,0.0026421-0.0069743i,0.0035091-0.0062281i,0.0029702-0.0047866i,-0.0002316-0.0025545i,-0.0026998-0.00011133i,-0.0030806+0.00082135i,-0.0028263+0.00081799i,-0.0019562+0.00088724i,-0.0010145+0.00087389i,-4.1189e-05+0.00094062i,-0.00010325+0.00073552i,-0.0007653-0.00020956i,-0.00050225-0.0013657i,5.8843e-05-0.0023162i,-0.00013452-0.0023381i,-0.00049471-0.0015034i,-0.00016612-0.00028883i
-0.024367+0.041414i,-0.030452+0.036913i,-0.024476+0.021264i,-0.011506+0.010804i,-0.00020607+0.0072039i,0.0079335+0.0061679i,0.010723+0.0056784i,0.0084859+0.0059866i,0.0062052+0.0050345i,0.0046622+0.0014995i,0.0045298+0.00027316i,0.0061823+0.00050928i,0.0066386-0.00042442i,0.0046761-0.00083767i,0.0018997-0.00046685i,0.00047337-0.0004799i,0.0013194-0.001034i,0.0021544-0.00077938i,0.0017943+0.00014128i,6.8193e-05+0.00050284i,-0.0014856-0.00012999i,-0.0010137-0.00016709i,-0.00025993-0.00016667i
-0.042914-0.026154i,-0.037055-0.028972i,-0.018395-0.02291i,-0.0053209-0.01146i,-0.0011858-0.00079071i,-0.0004339+0.0067336i,-0.00043378+0.0073598i,-0.0013162+0.0044282i,-0.0009217+0.0029371i,0.00068989+0.0012354i,-0.00069095-0.00021654i,-0.0038616+0.00035993i,-0.0041399+0.0009138i,-0.0026197-8.2936e-06i,-0.001659-0.0014224i,-0.00073382-0.0017827i,-0.00047275-0.0012246i,-0.0014034-0.00043483i,-0.002478-0.00045157i,-0.0017195-0.00045926i,-0.00043777+0.00049447i,1.8647e-05+0.0013543i,0.0003616+0.00086175i
0.032131-0.044056i,0.036907-0.039416i,0.031344-0.021444i,0.01854-0.0095504i,0.0080421-0.007212i,0.000208-0.0063628i,-0.0032558-0.0034616i,-0.0024947-0.0023169i,-0.0018489-0.0018123i,-0.0012642+5.7818e-05i,0.00030217+0.00049784i,0.0016434+9.3213e-05i,0.0018937+0.00056895i,0.0009+0.00095479i,0.0003077+0.00069146i,0.00081637-0.00013271i,0.00018326-0.00026976i,-0.0013104-0.00018165i,-0.0010765-0.0010145i,-0.00089177-0.00096546i,-0.00099981+0.0001626i,-0.00049781+0.00039335i,0.00071095+0.00045541i
0.043572+0.040001i,0.036786+0.043814i,0.02163+0.035372i,0.013385+0.019738i,0.010581+0.0060792i,0.0075924-0.0012496i,0.0048015-0.0023135i,0.0048318-0.0015958i,0.0051687-0.0013003i,0.0026059-0.0016778i,0.00079634-0.0028027i,0.0010022-0.0034555i,9.7415e-05-0.0042736i,-0.0010941-0.0042121i,-0.00065695-0.0018734i,0.00020237-0.00030366i,0.00068849-0.00098933i,0.0013355-0.0019677i,0.001808-0.001144i,0.0013958-0.00064823i,0.00038688-0.00058345i,0.00038014-9.145e-05i,0.00055373+0.00018945i
-0.033976+0.055872i,-0.036287+0.035329i,-0.019691+0.015953i,-0.00060743+0.0053259i,0.010966-0.0023009i,0.010015-0.0055438i,0.0033087+0.0024458i,0.00048283+0.011214i,0.0024367+0.011792i,0.0063092+0.0051109i,0.0053048-0.00056937i,0.0014817-0.0010396i,-0.00037211+0.00019344i,-0.0014156+0.0017108i,-0.0019436+0.0019449i,-0.0019693+0.0013322i,-0.0014036+0.00087515i,-0.00053933+0.00027626i,-0.00045077-0.00053774i,-0.00063416-0.00061182i,0.00012196+0.00071841i,0.00076545+0.0012505i,0.00030667+0.00053106i
-0.039079-0.041566i,-0.029091-0.040571i,-0.013164-0.030055i,-0.0065816-0.015633i,-0.0085489-0.0028601i,-0.0073355+0.0056238i,-0.0023148+0.0055295i,-0.00076295+0.0020485i,-0.00095228+9.8183e-05i,-0.00089134-0.00093985i,-0.0010201-0.0017319i,-0.0016466-0.0022085i,-0.00088718-0.0024622i,0.00026391-0.0019471i,0.00060909-0.0017006i,0.0012593-0.0019214i,0.0014259-0.0012329i,0.0010376+0.00013241i,0.00070498+0.0011434i,0.00059198+0.00027173i,0.0008065-0.0011542i,0.0013195-0.00097947i,0.0010539-0.00043027i
0.04406-0.041446i,0.046372-0.028904i,0.036189-0.012824i,0.022032-0.0068896i,0.011258-0.0064881i,0.004-0.0055689i,0.00096362-0.0047645i,0.0017754-0.0049588i,0.0026428-0.0043534i,0.0028059-0.0023245i,0.0020121-0.0012094i,0.00067821-0.0013183i,-0.00029318-0.0023052i,-0.0011716-0.0025088i,-0.001747-0.0014254i,-0.00099389-0.00062842i,-0.0007589-0.00091734i,-0.00061342-0.0019976i,-0.00049687-0.0022975i,-0.00085665-0.0011254i,-0.0010734+9.9028e-05i,-0.0014938+0.00095242i,-0.0011288+0.0019266i
0.035725+0.048348i,0.024028+0.049854i,0.011047+0.038382i,0.0086602+0.021731i,0.01056+0.0071945i,0.0090136-0.0011451i,0.0061156-0.00054415i,0.0047757+0.0027357i,0.0035688+0.0023868i,0.0022378+0.0013478i,0.0027887+0.0012564i,0.0045356+0.00031951i,0.0050527-0.00016085i,0.0042382-7.0411e-05i,0.0025177-0.000458i,0.0010538-0.00019196i,0.00044075-0.00018091i,0.00026366-0.00035959i,0.00020222-0.00049924i,0.00080795-0.00056341i,0.0012648+0.00071359i,0.00087318+0.002382i,0.00030385+0.0018973i
-0.046249+0.037627i,-0.043941+0.023533i,-0.031272+0.0092199i,-0.015415+0.0070016i,-0.0024569+0.0084504i,0.0038396+0.0069026i,0.0028874+0.0040029i,6.7287e-05+0.0025846i,0.00016607+0.0022224i,0.00038257+0.0011523i,-0.0013328+0.0014083i,-0.0030829+0.001899i,-0.0030702+0.0012529i,-0.0017196+0.00066443i,-0.00071458-0.00064i,0.00044117-0.0018583i,0.00047313-0.0016571i,4.2368e-05-0.001145i,0.00092924-0.0012154i,0.0007323-0.0012657i,2.4565e-05-0.0010943i,-9.8084e-05-0.0010442i,-5.1695e-05-0.0009281i
-0.034838-0.044997i,-0.020078-0.045425i,-0.0051971-0.032925i,-0.00037281-0.01638i,-0.0020431-0.004992i,-0.0014146+0.0016767i,0.0010425+0.0023957i,0.00042176-0.00011215i,-0.00071115-0.001707i,-0.00038727-0.0031049i,-0.00057794-0.0030583i,-0.00092853-0.0022821i,-0.00039871-0.00068322i,-0.00083506+0.0010833i,-0.0012119+0.0016366i,-0.00040705+0.00071377i,-0.00051817-0.00038401i,-0.0013106-0.00016734i,-0.0014769+2.4754e-05i,-0.0012213+0.00047708i,-0.00036909+0.001792i,-9.6174e-05+0.0025571i,-0.00027419+0.0019554i
0.049921-0.03183i,0.049066-0.017382i,0.03722-0.003287i,0.021765-0.0016067i,0.008078-0.0036472i,0.00012436-0.0027076i,8.6028e-05-0.00022076i,0.0030886+0.00063942i,0.0036278+0.00062432i,0.0029381+0.0010766i,0.0025484-0.00011923i,0.0019196-0.0023999i,0.0015068-0.0047341i,0.0012745-0.0048585i,3.5636e-05-0.0027726i,6.2646e-05-0.0008192i,0.00084107-0.00038354i,0.0012592-0.0010738i,0.00083853-0.00097886i,0.00052114-0.00064263i,0.0010859-0.00070731i,0.0010924-0.00097749i,0.00093842-0.00063661i
0.029251+0.045537i,0.013124+0.047117i,0.0016776+0.035637i,0.0032997+0.01924i,0.0090807+0.0067049i,0.0087679-0.00032047i,0.0046151-0.001063i,0.003227+0.00080842i,0.0016342+0.0015106i,-0.00040925+0.0025328i,0.00039146+0.0034717i,0.0028347+0.0040317i,0.0038341+0.0035199i,0.0029138+0.00068263i,0.001613-0.00082873i,-0.00040326-0.00059i,-0.0019236-0.0010345i,-0.0015135-0.0016126i,-0.00087939-0.0015861i,-0.00097892-0.00092205i,-0.0018815-0.00027499i,-0.0016067-0.00019224i,-0.00049207-0.00029134i
-0.04845+0.03136i,-0.045635+0.013141i,-0.031229+0.00074776i,-0.015086+0.0029393i,-0.0027494+0.0080733i,0.0041713+0.0069294i,0.0031034+0.0032766i,-0.0007652+0.0018811i,-0.0013309+0.001306i,-0.00041488-0.00023907i,-0.00061595-0.00088155i,-0.0015934-0.00041191i,-0.0024622+3.3295e-05i,-0.0013098+2.4148e-05i,-6.8389e-05-0.00022797i,4.1637e-05+0.0002037i,-0.00039175+8.5893e-05i,-0.00037842-0.00061862i,-4.7408e-05-0.0007057i,0.00025646-0.00057914i,0.001072-0.00023511i,0.0018876+0.00046274i,0.0024353+0.00055576i
-0.02852-0.045259i,-0.0080153-0.044587i,0.0052918-0.029894i,0.0046585-0.014548i,-0.00022958-0.0056018i,-0.00064112-0.00038095i,0.001587+5.2638e-05i,0.0022557-0.0014393i,0.0026101-0.0018073i,0.0026249-0.002116i,0.0010782-0.0022765i,-0.00087877-0.0021055i,-0.002157-0.0022279i,-0.0025181-0.0022965i,-0.0017219-0.0018406i,-0.00028708-0.0018812i,5.1211e-06-0.0020635i,0.00030246-0.0019053i,0.00069301-0.0026235i,-0.00020952-0.0021761i,-0.0011017-0.0012752i,-0.0013161-0.00032726i,-0.00061559-6.31e-05i
0.043492-0.027153i,0.042355-0.0079667i,0.029562+0.0054i,0.016798+0.0031239i,0.0093716-0.0037278i,0.0047655-0.0040667i,0.003208-0.00095128i,0.0031922+0.00072953i,0.0020005+0.0014118i,0.0020991+0.0019631i,0.0038809+0.00021773i,0.0055997-0.0017772i,0.0051668-0.0022092i,0.003601-0.0026603i,0.0021818-0.002769i,0.00071167-0.0021507i,0.00062413-0.0010831i,0.00055051-0.00080738i,-0.00032206-0.001078i,-0.00096427-0.00055726i,-0.0010581+0.0005322i,-9.6885e-05+0.00091757i,-1.517e-05+0.00081936i
0.02889+0.038709i,0.0097278+0.037962i,-0.0023959+0.025407i,-0.00065094+0.014093i,0.0043159+0.0075751i,0.0049635+0.0033577i,0.0031878+0.0024788i,0.0020349+0.002997i,0.00099283+0.0014927i,-0.00074422+0.0005374i,-0.0015479+0.0021738i,-0.0010603+0.0037946i,-5.87e-05+0.003203i,0.0013511+0.0013176i,0.0015433-0.000385i,0.00044649-0.00035512i,-0.00021099-0.00067621i,2.1541e-05-0.0009924i,0.0004249-1.6512e-08i,0.00054586+9.105e-05i,0.00047674-0.00096607i,0.00032024-0.0015185i,0.00047849-0.0010185i
