-0.002464+0.00041246i,-0.0029503+0.0003137i,-0.0033856+0.00082373i,-0.0014561+0.0011216i,-0.00052489+0.001741i,3.783e-05+0.0021212i,0.00065114+0.0025996i,0.00094203+0.0027561i,0.0014821+0.0014802i,0.002365-0.00034452i,0.0015451-0.00069696i,0.00023402-0.00090474i,0.00027745-0.00084138i,0.00032927-0.00020477i,7.7523e-05+0.00022463i,5.6242e-06+0.00023043i,0.00022348-6.0099e-06i,0.00032532-8.3814e-05i,0.00039685-0.00014046i,0.00010425-0.00014694i,5.3748e-05-0.00031923i,-0.00040653-0.00032275i,-0.00057796+0.0002953i
0.046253-0.039959i,0.088006-0.11007i,0.031413-0.16062i,-0.1006-0.053861i,-0.091519+0.14805i,0.024194+0.21451i,0.017143+0.12639i,-0.087679+0.038308i,-0.14052-0.00099321i,-0.13935-0.0047474i,-0.10673+0.021959i,-0.06315+0.04251i,-0.034971+0.049935i,-0.02012+0.054859i,-0.039015+0.057422i,-0.08045+0.065098i,-0.088306+0.075219i,-0.047044+0.077992i,0.012325+0.070527i,0.046409+0.049213i,0.047672+0.025394i,0.041089+0.014688i,0.036892+0.011617i
-0.11073-0.028241i,-0.31275-0.0625i,-0.49942-0.065547i,-0.47688-0.045505i,-0.29062-0.099216i,-0.11167-0.18343i,-0.0020216-0.1398i,0.014601-0.029184i,-0.041922+0.042262i,-0.053596+0.059737i,-0.018695+0.010184i,-0.013738-0.040639i,-0.0266-0.042496i,-0.025959-0.018169i,0.0023454+0.01313i,0.043348+0.023376i,0.057149+0.0038556i,0.042676-0.021495i,0.0203-0.042458i,-0.001184-0.053043i,-0.010185-0.054695i,-0.010779-0.05687i,-0.015176-0.049536i
0.087411+0.096558i,0.30141+0.26594i,0.60663+0.40233i,0.72468+0.30385i,0.49743+0.10958i,0.20629+0.072132i,0.12273+0.056783i,0.10632-0.014496i,0.065605-0.013312i,0.050389+0.015187i,0.029584+0.018082i,0.0088253+0.029169i,0.0082715+0.036136i,0.011793+0.034378i,0.015774+0.033889i,0.0049919+0.028913i,-0.023427+0.024979i,-0.050252+0.017963i,-0.058706+0.0080054i,-0.051016+0.0040916i,-0.044062-0.0035596i,-0.042181-0.0074594i,-0.028792+0.0032214i
0.0021726-0.083959i,0.019587-0.28489i,-5.2766e-05-0.543i,-0.090702-0.57522i,-0.13727-0.32573i,-0.098289-0.15062i,-0.12652-0.13061i,-0.14637-0.076647i,-0.067608-0.050675i,-0.030861-0.076554i,-0.03939-0.046593i,-0.0065088-0.0050673i,0.029131-0.0053477i,0.041144-0.020177i,0.042353-0.039891i,0.030409-0.039365i,0.018222-0.0022077i,0.015176+0.044454i,0.013367+0.060034i,0.0049506+0.043594i,-0.014213+0.032001i,-0.022723+0.039022i,-0.009462+0.044142i
-0.10219+0.02838i,-0.36251+0.10216i,-0.72177+0.25043i,-0.83513+0.3815i,-0.60039+0.34809i,-0.34377+0.23226i,-0.17066+0.17885i,-0.021403+0.092784i,0.012044-0.040163i,-0.047694-0.081443i,-0.063039-0.049863i,-0.038861-0.033479i,-0.025162-0.032696i,-0.023227-0.025908i,-0.018599-0.0089853i,0.00086352+0.005548i,0.029087+0.010245i,0.052083+0.010044i,0.057006+0.0048578i,0.043669+0.0024626i,0.031524+0.006416i,0.023659+0.0039109i,0.013385-0.0064763i
0.090304+0.053411i,0.33296+0.16628i,0.70606+0.27193i,0.89019+0.21408i,0.72932+0.079945i,0.50257+0.077436i,0.36329+0.10183i,0.17886+0.041368i,-0.010602+0.021035i,-0.052082+0.055428i,-0.012899+0.053737i,0.0013592+0.032427i,0.0013175+0.019454i,0.0031031+0.010967i,-0.0016165+0.009244i,-0.0085437+0.0058983i,-0.002917-0.01372i,0.011327-0.039642i,0.016305-0.042964i,0.014324-0.027187i,0.010956-0.01544i,0.0055662-0.0094401i,0.0014063-0.0094113i
0.01572-0.085202i,0.018349-0.28669i,-0.0059317-0.56814i,-0.068979-0.68277i,-0.12249-0.55582i,-0.11479-0.41507i,-0.095755-0.32027i,-0.083323-0.15745i,-0.02637-0.016771i,0.016831-0.0055869i,0.005396-0.027397i,-0.00090804-0.018933i,0.0074691-0.011259i,0.0089756-0.016525i,0.013055-0.027567i,0.01428-0.041545i,-0.005634-0.052136i,-0.034629-0.051511i,-0.041948-0.037416i,-0.027884-0.023349i,-0.021082-0.017483i,-0.024639-0.010253i,-0.030684-0.00049547i
-0.10043+0.022132i,-0.29831+0.083775i,-0.54269+0.17072i,-0.62469+0.20614i,-0.50008+0.15803i,-0.36929+0.085212i,-0.26861+0.036298i,-0.11584-0.01581i,-0.0043833-0.077012i,-0.010057-0.086295i,-0.045742-0.034467i,-0.043187+0.015501i,-0.023979+0.028773i,-0.01866+0.025724i,-0.027849+0.023584i,-0.045355+0.024873i,-0.060442+0.034208i,-0.058814+0.0452i,-0.035754+0.041254i,-0.0045536+0.030322i,0.01984+0.023438i,0.031198+0.013742i,0.028891+0.0093649i
0.071828+0.046587i,0.20092+0.12505i,0.32273+0.21371i,0.30471+0.25823i,0.21208+0.26498i,0.20352+0.27918i,0.21904+0.25017i,0.12946+0.13772i,-0.0088718+0.037151i,-0.059399+0.021853i,-0.014501+0.024453i,0.026322-0.0054385i,0.023345-0.024199i,0.015262-0.0079592i,0.02399+0.020433i,0.038616+0.03697i,0.047639+0.039276i,0.05026+0.032289i,0.040507+0.014954i,0.022324-0.005041i,0.012674-0.01456i,0.011646-0.014633i,0.013262-0.013252i
-0.034209-0.0637i,-0.082056-0.16724i,-0.11017-0.25819i,-0.065646-0.23397i,0.037844-0.13311i,0.12492-0.089381i,0.1381-0.082746i,0.096574-0.029226i,0.05001+0.037812i,0.022475+0.053014i,0.0098973+0.030027i,0.0037053+0.01504i,0.0066659+0.013345i,0.020643+0.0013772i,0.031251-0.029497i,0.027249-0.05708i,0.017602-0.066916i,0.0051075-0.067444i,-0.0098002-0.06069i,-0.018739-0.049131i,-0.023077-0.037606i,-0.026796-0.02403i,-0.025939-0.011438i
-0.017614+0.064891i,-0.043605+0.15i,-0.052596+0.1957i,-0.036988+0.12166i,-0.043323-0.020078i,-0.099434-0.12153i,-0.1267-0.14563i,-0.076238-0.11702i,0.0047405-0.06729i,0.046969-0.029085i,0.032829-0.0025523i,0.01254+0.01927i,0.0053673+0.017187i,-0.015207-0.0015383i,-0.049066-0.0070491i,-0.073229+0.0046826i,-0.073679+0.014097i,-0.059087+0.01381i,-0.040995+0.0070273i,-0.020456-0.0022657i,-0.0032454-0.012381i,0.0048938-0.014152i,0.0048246-0.0019872i
0.042336-0.037631i,0.087851-0.057426i,0.11004-0.019955i,0.091564+0.074611i,0.085808+0.12464i,0.096036+0.098542i,0.060928+0.039475i,-0.0063328-0.0098672i,-0.039003-0.040055i,-0.031471-0.059466i,-0.012516-0.071432i,-0.0062113-0.076309i,-0.016148-0.063424i,-0.019935-0.023473i,-0.00019894+0.022211i,0.022215+0.042542i,0.020685+0.041548i,0.0013411+0.034524i,-0.021742+0.021845i,-0.040136+0.0039232i,-0.045637-0.0087922i,-0.035344-0.013395i,-0.015529-0.015097i
-0.067352+0.027582i,-0.15797+0.05825i,-0.22804+0.084187i,-0.19058+0.074731i,-0.0773+0.023803i,-0.0059194-0.021485i,-0.0039114-0.0022014i,-0.0063972+0.037198i,-0.010751+0.02498i,-0.038699-0.009142i,-0.063271-0.0069502i,-0.056143+0.021162i,-0.022267+0.035566i,0.011806+0.018508i,0.023412-0.010621i,0.020253-0.021674i,0.018908-0.011038i,0.01349+0.0082229i,-0.0030804+0.025301i,-0.02016+0.038795i,-0.02702+0.043519i,-0.029283+0.03508i,-0.026749+0.023631i
0.064953+0.018296i,0.19147+0.04901i,0.344+0.054486i,0.36202-0.0070669i,0.17123-0.05138i,-0.026615+0.004392i,-0.050838+0.0684i,0.005609+0.054836i,0.024897+0.020789i,0.022376+0.021563i,0.031407+0.035268i,0.044733+0.039603i,0.044898+0.029175i,0.028322+0.018583i,0.013646+0.019199i,0.018176+0.015129i,0.030956+0.0026319i,0.036938+0.0032938i,0.043893+0.023401i,0.055515+0.037108i,0.055341+0.028696i,0.037205+0.019569i,0.016758+0.016655i
-0.026212-0.046238i,-0.029689-0.13198i,0.0081701-0.23533i,0.070432-0.2548i,0.12512-0.16077i,0.15701-0.057076i,0.13964-0.019183i,0.073605-0.01879i,0.0085686-0.0050669i,-0.010474+0.0076516i,0.00030155-0.0094307i,0.0054254-0.041214i,0.0026099-0.052262i,0.0091241-0.039593i,0.019348-0.034853i,0.0088172-0.050552i,-0.014287-0.060754i,-0.019019-0.05254i,-0.0015181-0.04514i,0.011633-0.045744i,0.0076598-0.039387i,0.0061912-0.025974i,0.009774-0.019262i
-0.008162+0.039949i,-0.081776+0.10041i,-0.23242+0.15243i,-0.34221+0.15046i,-0.28434+0.082897i,-0.13478-0.017328i,-0.034122-0.069472i,0.003872-0.046245i,0.020142-0.02173i,0.0045069-0.022133i,-0.031693-0.0040857i,-0.048885+0.024815i,-0.042627+0.02398i,-0.039205-0.001807i,-0.056916-0.013179i,-0.079162+0.00973i,-0.07647+0.040085i,-0.051495+0.043481i,-0.031358+0.021529i,-0.026349+0.0034311i,-0.023125+0.00098092i,-0.015652+0.0010696i,-0.011779+0.0025808i
0.017999-0.032657i,0.070028-0.080049i,0.14355-0.12179i,0.13907-0.12885i,0.034043-0.092741i,-0.059643-0.032217i,-0.065363-0.012771i,-0.021588-0.039608i,0.012844-0.060888i,0.026546-0.059754i,0.032835-0.035698i,0.042999-0.0042434i,0.039505+0.015583i,0.022326+0.034881i,0.028945+0.061559i,0.068373+0.077657i,0.098244+0.063047i,0.087135+0.029954i,0.053713+0.010536i,0.028082+0.01102i,0.018606+0.013143i,0.015915+0.0090954i,0.013435+0.0023079i
-0.0082721+0.010767i,-0.022317-0.013581i,-0.020708-0.082482i,0.014399-0.13474i,0.054085-0.10771i,0.064207-0.049895i,0.043267-0.015044i,0.0044341-0.014224i,-0.026973-0.023317i,-0.031732-0.024407i,-0.016529-0.03715i,-0.001962-0.058956i,0.0077838-0.063035i,0.018172-0.054065i,0.031135-0.062478i,0.03506-0.098338i,0.019744-0.12372i,-0.0013195-0.11034i,-0.011276-0.078702i,-0.0097349-0.050166i,-0.0051724-0.030737i,-0.004849-0.019824i,-0.0087223-0.0092171i
-0.0057697-0.00046831i,-0.04034+0.048349i,-0.10061+0.16377i,-0.12956+0.25491i,-0.08725+0.22088i,-0.027616+0.12511i,-0.0013296+0.055224i,0.006875+0.017849i,0.0022178-0.0065271i,-0.020151-0.011875i,-0.040108+0.009568i,-0.046753+0.02861i,-0.044984+0.023461i,-0.045284+0.0085605i,-0.067181-0.0033621i,-0.10867-0.0065533i,-0.13619+0.00038855i,-0.12938+0.011054i,-0.098768+0.015497i,-0.065703+0.0092557i,-0.042588+0.0013988i,-0.029864+0.0022274i,-0.018227+0.011487i
-0.020369+0.014628i,-0.038584+0.005806i,-0.067182-0.036773i,-0.10901-0.060608i,-0.11627-0.02865i,-0.074229-0.011721i,-0.045733-0.023623i,-0.048868-0.023466i,-0.051781-0.012949i,-0.042462-0.0017364i,-0.02065+0.011283i,0.0045084+0.023619i,0.016115+0.032653i,0.020558+0.039167i,0.028347+0.055698i,0.037331+0.088497i,0.043681+0.11369i,0.042977+0.10759i,0.036301+0.082129i,0.029762+0.056937i,0.023627+0.033671i,0.019842+0.012979i,0.017904-0.0052941i
0.017655-0.0081472i,0.042355-0.018419i,0.087403-0.023201i,0.1341-0.042538i,0.13132-0.065265i,0.089253-0.035232i,0.06229+0.016641i,0.041208+0.035758i,0.011146+0.040685i,0.0012698+0.038683i,0.0054724+0.01347i,0.0046064-0.019223i,0.0036753-0.037454i,0.0043154-0.038864i,0.018699-0.038371i,0.048561-0.043671i,0.074163-0.044928i,0.081179-0.039495i,0.070807-0.032459i,0.053716-0.027498i,0.037053-0.025048i,0.018338-0.024266i,-0.002525-0.018088i
-0.012429+0.016321i,-0.0074943+0.048546i,0.032689+0.083042i,0.091182+0.10483i,0.13202+0.10138i,0.13857+0.059742i,0.12363+0.013143i,0.092713-0.013228i,0.05917-0.027221i,0.035473-0.027954i,0.019563-0.01296i,0.006583+0.0057008i,-0.0051572+0.015286i,-0.013154+0.016429i,-0.022185+0.0092138i,-0.035094-0.01666i,-0.049668-0.052285i,-0.058436-0.070614i,-0.056259-0.066165i,-0.048485-0.053228i,-0.042508-0.038391i,-0.037996-0.015474i,-0.024458+0.011884i
0.015274+0.0019734i,-0.0047788+0.0088556i,-0.071664+0.03573i,-0.14455+0.062509i,-0.16466+0.038258i,-0.14412-0.017071i,-0.13055-0.051008i,-0.11395-0.035798i,-0.0788-0.0020299i,-0.045298+0.0056409i,-0.025797-0.0040782i,-0.015928-0.0060558i,-0.006826+0.00070525i,0.0063971+0.006158i,0.014339+0.0073224i,-5.4113e-05+0.013149i,-0.029727+0.028773i,-0.048976+0.044253i,-0.048449+0.047564i,-0.0408+0.039176i,-0.034874+0.031456i,-0.023188+0.02728i,-0.0025636+0.018616i
-0.013421-0.01501i,-0.0078839-0.043132i,0.023859-0.1083i,0.041218-0.1679i,0.018777-0.14784i,-0.02326-0.073468i,-0.048705-0.010341i,-0.033124+0.020359i,-0.0013989+0.021354i,0.0034616+0.009961i,-0.012103+0.010114i,-0.013874+0.017702i,-0.0074668+0.014229i,-0.010357-0.00073639i,-0.015232-0.012396i,-0.0099689-3.5111e-05i,0.011626+0.028825i,0.032441+0.045119i,0.033436+0.043708i,0.025144+0.039969i,0.023093+0.035115i,0.026016+0.021683i,0.0214+0.00081964i
0.01876+0.020267i,0.043382+0.02958i,0.078298+0.035771i,0.12281+0.025832i,0.1418+0.0046543i,0.13192+0.0061625i,0.11793+0.019049i,0.091542-7.6726e-05i,0.045788-0.034797i,0.0098388-0.035441i,0.0073391-0.011673i,0.024491+0.0042821i,0.037495+0.0088049i,0.031284+0.013916i,0.015529+0.023023i,0.014946+0.022774i,0.025354+0.004948i,0.030067-0.0143i,0.028281-0.021431i,0.028913-0.02221i,0.030704-0.02255i,0.024469-0.023675i,0.0096823-0.022453i
-0.020742-0.010057i,-0.032536+0.0080095i,-0.041997+0.0653i,-0.04902+0.12293i,-0.050227+0.12442i,-0.035659+0.070814i,-0.012658+0.028683i,-0.0010381+0.029868i,0.0088686+0.041463i,0.021006+0.030382i,0.017305+0.0034026i,0.0045939-0.020345i,-0.00093061-0.032716i,0.0064199-0.030226i,0.019108-0.023982i,0.019471-0.028589i,0.0028752-0.034842i,-0.011709-0.029069i,-0.012366-0.019224i,-0.011508-0.018074i,-0.017014-0.02219i,-0.024915-0.020227i,-0.028807-0.0085227i
-0.0079154+0.015983i,-0.027385-0.0048093i,-0.073685-0.068083i,-0.12639-0.129i,-0.13872-0.12541i,-0.10639-0.069396i,-0.068116-0.021235i,-0.025337-0.0084682i,0.0073858-0.024663i,0.0082018-0.033998i,0.0035901-0.01936i,-0.00019019-0.0060195i,-0.012617-0.0038085i,-0.022813-0.0080452i,-0.027203-0.012945i,-0.029381-0.0076947i,-0.023509+0.0040086i,-0.010889+0.011345i,-0.0027721+0.01024i,-0.0056409+0.0089612i,-0.012492+0.011551i,-0.015577+0.011992i,-0.012914+0.014617i
0.012148-0.013014i,0.031994-0.0192i,0.075354-0.018892i,0.12331-0.027303i,0.13734-0.029179i,0.1062-0.0052332i,0.077465+0.01433i,0.048632-0.0034136i,0.00065833-0.026524i,-0.023032-0.026157i,-0.015683-0.020286i,-0.0022388-0.0092773i,0.0098467+0.0081842i,0.012387+0.019246i,0.0085414+0.024397i,0.010744+0.023982i,0.016254+0.015121i,0.01487+0.0005012i,0.007671-0.0099513i,0.0076167-0.0082061i,0.014144-0.0014019i,0.016435+0.0040224i,0.018905+0.0044391i
-0.0068271+0.012195i,0.002082+0.022084i,0.027285+0.025428i,0.046588+0.039661i,0.04603+0.05206i,0.060899+0.029671i,0.080902-0.016275i,0.068658-0.035047i,0.042281-0.024536i,0.0128-0.019945i,-0.017725-0.016116i,-0.02701-0.006895i,-0.014487-0.0051649i,0.00076712-0.0061916i,0.0093415-0.007718i,0.0081114-0.017085i,-0.0013186-0.028696i,-0.012141-0.029546i,-0.01592-0.020788i,-0.011017-0.017358i,-0.0036089-0.017497i,0.0028392-0.010753i,0.004846-0.0085551i
0.0030528-0.0099262i,-0.03264-0.007641i,-0.1174+0.0165i,-0.18841+0.04525i,-0.17693+0.032109i,-0.12757-0.011188i,-0.095089-0.035176i,-0.071842-0.038049i,-0.05622-0.030405i,-0.047684-0.0085308i,-0.031467+0.012827i,-0.012376+0.01464i,-0.0071158+0.0027855i,-0.011508-0.0048807i,-0.016334-0.0015992i,-0.021195+0.0080291i,-0.024819+0.018012i,-0.020753+0.024183i,-0.012225+0.021041i,-0.011654+0.0096777i,-0.017743-0.0032341i,-0.022323-0.012264i,-0.025312-0.0083701i
-0.014388+0.008816i,-0.0041106-0.0019023i,0.041036-0.049605i,0.076572-0.11677i,0.063841-0.11441i,0.042913-0.031239i,0.032263+0.028011i,0.013388+0.03667i,0.0031322+0.036133i,0.012735+0.029658i,0.022502+0.015278i,0.019249+0.004099i,0.0086352+0.001923i,0.004609+0.0035163i,0.012881+0.0048551i,0.025051+0.0049318i,0.029943+0.0056945i,0.023611+0.0041849i,0.0085174+0.0031882i,-0.0068725+0.010177i,-0.014972+0.017066i,-0.015615+0.018732i,-0.0084065+0.019526i
0.016968+0.0016252i,0.019756-0.004374i,0.0072805+0.0018329i,0.0067724+0.036061i,0.040884+0.056279i,0.068964+0.0088973i,0.052983-0.052754i,0.021446-0.068403i,0.0022842-0.059125i,-0.0071438-0.043032i,-0.010247-0.024162i,-0.0072868-0.011262i,-0.00098209-0.0021858i,0.0037629-0.001102i,0.0012364-0.01782i,-0.0102-0.037174i,-0.020545-0.041848i,-0.023699-0.030599i,-0.016887-0.011549i,-0.0013405+0.0055493i,0.011098+0.018218i,0.018623+0.022081i,0.024072+0.011278i
-0.014618+0.0010256i,-0.026882+0.042377i,-0.019755+0.11717i,-0.0089741+0.15714i,-0.032652+0.1006i,-0.086381+0.01048i,-0.12082-0.022186i,-0.11092-0.0050568i,-0.077583+0.014821i,-0.048992+0.018365i,-0.030924+0.015034i,-0.014083+0.01112i,-0.00050472+0.0022014i,-0.0043698-0.0020791i,-0.023893+0.01002i,-0.039163+0.031613i,-0.036301+0.046302i,-0.020294+0.045894i,-0.0011534+0.03084i,0.013513+0.010364i,0.020505-0.0035025i,0.018728-0.010957i,0.0068857-0.015748i
0.0086287+0.0033208i,0.013789-0.025097i,-0.010968-0.096596i,-0.060361-0.15215i,-0.072963-0.11247i,-0.037589-0.0056932i,0.0014075+0.075044i,0.035807+0.085648i,0.056827+0.047748i,0.050233+0.0083947i,0.03265-0.0098865i,0.014742-0.013456i,-0.00042805-0.0085803i,0.00070854+0.0043202i,0.021246+0.022687i,0.050421+0.03248i,0.068082+0.024395i,0.063063+0.0072451i,0.03929-0.007739i,0.017123-0.018249i,0.0092174-0.026212i,0.00084826-0.028009i,-0.010559-0.014598i
-0.010048-0.012042i,-0.018173-0.0068774i,0.0033845+0.02824i,0.071114+0.06138i,0.12852+0.052193i,0.12824+0.025045i,0.10462+0.0091202i,0.061779-0.009765i,0.0071428-0.01945i,-0.013159-0.0087418i,-0.0080053-0.0038401i,-0.007566-0.0019779i,-0.0054168+0.0041165i,0.0048409-0.0037534i,0.014366-0.027942i,0.012968-0.057446i,-0.0003165-0.076677i,-0.013481-0.072066i,-0.019454-0.04925i,-0.021746-0.029174i,-0.026356-0.019857i,-0.027824-0.0098174i,-0.014457+0.0022514i
0.011337+0.020833i,0.04794+0.034732i,0.10289+0.02369i,0.10715-0.012345i,0.029272-0.038859i,-0.044244-0.042796i,-0.064324-0.034212i,-0.049937-0.0011168i,-0.016919+0.026759i,-0.00050566+0.021872i,-0.0058119+0.01912i,0.0010739+0.024666i,0.010303+0.016813i,-0.00061666+0.0057493i,-0.025388+0.003295i,-0.050078+0.011058i,-0.061937+0.024028i,-0.057582+0.02945i,-0.041511+0.026243i,-0.026703+0.022782i,-0.018506+0.025343i,-0.0079244+0.028015i,0.0048082+0.019197i
-0.0049937-0.019607i,-0.044737-0.039844i,-0.13018-0.038738i,-0.19284+0.000433i,-0.1523+0.040775i,-0.063368+0.054205i,0.0021069+0.055208i,0.049868+0.027138i,0.055119-0.025016i,0.022769-0.047577i,0.0048885-0.039267i,0.0028734-0.027645i,0.0020972-0.012294i,0.0058487+0.006226i,0.017661+0.023973i,0.034579+0.037048i,0.04586+0.041841i,0.043005+0.039933i,0.031326+0.031513i,0.025448+0.021494i,0.027533+0.010177i,0.025211-0.0035012i,0.015531-0.011397i
-0.014038+0.01796i,0.0032083+0.034028i,0.071905+0.025281i,0.15004-0.032088i,0.16382-0.072768i,0.14643-0.049617i,0.13747-0.038747i,0.086367-0.058689i,0.015703-0.040289i,-0.0062696-0.0076692i,-0.0064667-0.0059601i,-0.013643-0.0095871i,-0.01166-0.0084366i,-3.3941e-05-0.012376i,0.0093606-0.027314i,0.0090985-0.048467i,0.0034301-0.060427i,0.0030293-0.055714i,0.0047805-0.041306i,0.002224-0.029716i,-0.0049464-0.022604i,-0.012423-0.017149i,-0.016888-0.013873i
0.022214-0.015348i,0.028707-0.053679i,-0.006022-0.10586i,-0.079818-0.10724i,-0.11829-0.051145i,-0.10005-0.033769i,-0.088136-0.047301i,-0.074796-0.023082i,-0.030369-0.0018777i,-0.007582-0.0030439i,-0.0090677+0.011744i,0.0034977+0.023087i,0.0092178+0.01051i,-0.0061718-0.0025372i,-0.028445-0.0019641i,-0.046971+0.0085913i,-0.055413+0.017091i,-0.052476+0.016351i,-0.039606+0.010799i,-0.024911+0.0061904i,-0.01354+0.0070123i,-0.0063088+0.010351i,-0.0081955+0.012205i
-0.026782+0.011921i,-0.06064+0.058736i,-0.074297+0.15794i,-0.032004+0.23181i,0.018548+0.18564i,0.0090833+0.093326i,-0.017294+0.054347i,-0.013635+0.029871i,-0.019117-0.0036341i,-0.031373-0.010997i,-0.02146-0.004037i,-0.0062462-0.0048247i,0.00028894-0.0037833i,0.0026229+0.0058114i,0.010281+0.021617i,0.026003+0.035456i,0.037386+0.045343i,0.034295+0.047004i,0.023222+0.036206i,0.013769+0.02071i,0.0087517+0.0036394i,0.0066814-0.0048419i,0.0094241+0.0013945i
0.018291+0.0011315i,0.05203-0.022998i,0.077487-0.10501i,0.05484-0.19907i,0.019222-0.19481i,0.034271-0.11446i,0.057071-0.079738i,0.02887-0.073399i,-0.00087068-0.032808i,0.006425-0.0026842i,0.011003-0.0072498i,-1.6774e-05-0.012905i,-0.0065194-0.0077474i,4.5225e-05-0.0038336i,0.010782-0.011569i,0.01585-0.027567i,0.020947-0.040298i,0.025807-0.040496i,0.021117-0.028477i,0.0091565-0.013332i,-0.002978-0.0015364i,-0.0081195+0.0028634i,-0.0040687-0.0015324i
-0.024574-0.013744i,-0.067663-0.019223i,-0.13063+0.017241i,-0.15002+0.098871i,-0.10266+0.1363i,-0.059628+0.086519i,-0.05829+0.042824i,-0.046383+0.038722i,-0.014538+0.017671i,-0.0036359-0.0050182i,-0.0025415+0.00040772i,0.0027953+0.008386i,0.0045486+0.0073871i,0.0019574+0.0029454i,-0.0077836-0.0025151i,-0.022092-0.0047032i,-0.031476-0.0082165i,-0.030288-0.014188i,-0.018509-0.014012i,-0.0049516-0.0080123i,0.0041248-0.0023759i,0.0049503-0.0004713i,-0.0024288-0.00059685i
0.012074+0.024397i,0.060423+0.067552i,0.1646+0.10262i,0.25609+0.070808i,0.22058-0.0034221i,0.099968-0.01662i,0.035507+0.032053i,0.031735+0.051302i,0.015801+0.033417i,-0.0064641+0.020049i,-0.0098902+0.012836i,-0.0021967+0.0064981i,0.0049045+0.0014826i,0.0048189+0.0024002i,0.0058161+0.010625i,0.010583+0.0204i,0.010505+0.026945i,0.0043922+0.027281i,-0.00075816+0.018567i,-0.0022465+0.0042969i,-0.0035007-0.0080582i,-0.0039484-0.0096463i,-0.0012133-0.00087229i
0.00057635-0.025915i,-0.023596-0.079478i,-0.098711-0.15398i,-0.19698-0.17595i,-0.20473-0.11389i,-0.10636-0.053274i,-0.028574-0.055371i,-0.018605-0.059394i,-0.012512-0.030519i,0.0058943-0.012297i,0.0087196-0.016533i,0.00013097-0.016322i,-0.0048337-0.0090547i,-0.0022754-0.0079534i,0.002511-0.011968i,0.0061184-0.015963i,0.0084434-0.019063i,0.0067943-0.017384i,-2.1244e-05-0.01113i,-0.0065556-0.0032486i,-0.0078974+0.0046391i,-0.0046962+0.0086102i,0.0019198+0.0080711i
-0.0071127+0.020393i,-0.019963+0.069339i,-0.0060643+0.15287i,0.052051+0.21345i,0.097622+0.18548i,0.072718+0.10757i,0.024718+0.06083i,0.011387+0.037718i,0.012422+0.0050844i,0.0030422-0.016335i,-0.007685-0.010578i,-0.0082888+0.004114i,-0.0035067+0.0082144i,-0.0050319+0.00186i,-0.01328-0.0048378i,-0.021479-0.007944i,-0.025638-0.011242i,-0.022695-0.013255i,-0.012869-0.0092099i,-0.00089229-0.0054096i,0.0065578-0.0048086i,0.0073429-0.0054077i,0.005974-0.0071896i
0.022866-0.013769i,0.074503-0.056878i,0.14518-0.15167i,0.16442-0.25852i,0.098298-0.27341i,0.028763-0.17207i,0.028147-0.059751i,0.045944-0.012163i,0.031742-0.004042i,0.0081031+0.0027076i,0.0032927+0.010259i,0.0118+0.0060328i,0.013316-0.0045826i,0.0063883-0.001934i,0.0039338+0.011271i,0.0046175+0.020864i,0.0034814+0.027149i,0.00059538+0.027643i,-0.001809+0.017951i,-0.0022326+0.0045429i,-0.0047911-0.0053576i,-0.0095651-0.0092315i,-0.012855-0.010356i
-0.035011-0.0013473i,-0.10215+0.010601i,-0.21337+0.052014i,-0.29152+0.11985i,-0.25484+0.15451i,-0.14284+0.11401i,-0.073124+0.036237i,-0.057538-0.0071182i,-0.039064-0.0054787i,-0.012385-0.0020822i,-0.00095266-0.01398i,-0.0078823-0.021276i,-0.014867-0.011757i,-0.0090549-0.00014496i,0.0032379+0.0036609i,0.012849+0.0026228i,0.017116+0.0016315i,0.014914+0.0039311i,0.0060313+0.0052988i,-0.004531+0.0055105i,-0.0084996+0.0090649i,-0.0047075+0.01328i,-0.0015376+0.013764i
0.014404+0.013101i,0.058815+0.040178i,0.1358+0.071192i,0.2053+0.082073i,0.20978+0.073604i,0.15445+0.057785i,0.091538+0.042631i,0.047292+0.018778i,0.017291-0.010585i,-0.0071604-0.020303i,-0.02016-0.0043929i,-0.015339+0.017682i,-0.0035795+0.024812i,0.0026688+0.016052i,0.0016612+0.0033964i,-0.0022028-0.0086611i,-0.0056821-0.019532i,-0.006093-0.023422i,-0.0028514-0.016828i,0.0024271-0.0050136i,0.0079521+0.0011019i,0.012773-0.0016317i,0.012273-0.0043267i
-0.013299-0.016203i,-0.038884-0.071252i,-0.083848-0.16346i,-0.13323-0.24221i,-0.14061-0.24071i,-0.090124-0.16864i,-0.0209-0.09109i,0.017368-0.042883i,0.013233-0.018242i,0.0025046-0.00083392i,0.0079645+0.0085551i,0.018117-0.00027703i,0.018091-0.014284i,0.012756-0.015098i,0.0079479-0.010118i,0.00028219-0.0050431i,-0.007353+0.0026849i,-0.0094343+0.00846i,-0.0056212+0.0073649i,-0.00092954+0.0006319i,-0.0011205-0.0071385i,-0.008245-0.011396i,-0.015017-0.0079229i
