-6.5599e-05-0.00035745i,0.00070272+0.00034559i,-0.00079833+0.00073633i,-0.0017136+0.0014243i,-0.0011081+0.0022188i,-0.00065824+0.0021013i,-0.00063808+0.0016903i,-0.0012405+0.0012043i,-0.00096043+0.0015341i,0.00013623+0.0021753i,0.00051071+0.0014118i,-0.00025498-0.00022592i,-0.00027552-0.00071653i,6.9931e-05+1.9014e-05i,-0.00024104+0.00033103i,-2.4267e-05-0.00013138i,0.00027984-0.00035177i,0.0002443-0.00026015i,-0.00014377-0.00033783i,2.0677e-05+7.283e-05i,0.00049594+0.00036334i,0.0005076+0.00018317i,-0.00019736-0.00016888i
-0.42313-0.49816i,-0.43958-0.40472i,-0.32871-0.15924i,-0.2601+0.044196i,-0.2658+0.18336i,-0.212+0.22196i,-0.10062+0.13113i,-0.061805+0.058992i,-0.04944+0.084416i,0.010584+0.10184i,0.03649+0.05745i,0.0040961+0.013559i,-0.028604-0.010446i,-0.057585-0.031328i,-0.080455-0.051122i,-0.094064-0.069816i,-0.1062-0.064769i,-0.10603-0.021778i,-0.076451+0.020303i,-0.032103+0.021742i,-0.0042593-0.00060508i,0.0057966-0.014122i,0.0028684-0.019766i
0.30057+0.65304i,0.44651+0.53044i,0.41448+0.19708i,0.22732-0.063072i,0.017998-0.16613i,-0.10135-0.15197i,-0.089669-0.088163i,-0.010408-0.07006i,0.026856-0.088037i,0.019-0.075239i,0.0091377-0.046946i,0.0083801-0.029214i,0.028182-0.028507i,0.057731-0.032755i,0.073272-0.0090671i,0.082439+0.024584i,0.080337+0.022165i,0.055628-0.016297i,0.021945-0.046919i,-0.0015543-0.041793i,-0.010676-0.02359i,-0.016157-0.011194i,-0.018148+0.0051538i
-0.19546-0.70612i,-0.34312-0.62376i,-0.35015-0.31578i,-0.20116-0.11375i,-0.076299-0.087022i,-0.06762-0.074534i,-0.10403-0.015495i,-0.10627+0.030893i,-0.088127+0.031498i,-0.088018+0.024825i,-0.074316+0.046709i,-0.029705+0.064374i,-0.003195+0.065865i,-0.0061564+0.066815i,-0.010143+0.04504i,-0.007154-0.00067364i,-0.0021849-0.036241i,-0.0021693-0.050221i,-0.012243-0.053132i,-0.029285-0.04332i,-0.038081-0.01257i,-0.025623+0.020588i,-0.0055446+0.031114i
-0.02545+0.6902i,0.13222+0.60773i,0.15604+0.29376i,0.016065+0.051927i,-0.091312-0.068778i,-0.085279-0.13725i,-0.047702-0.11974i,-0.021847-0.036368i,0.0018282+0.017802i,0.013033+0.0091404i,-0.0019688-0.020942i,-0.028394-0.02451i,-0.030415-0.009586i,-0.010666-0.01488i,-0.0026137-0.028899i,-0.012526-0.019657i,-0.018781+0.0016791i,-0.0063171+0.011641i,0.015548+0.0088577i,0.030897-0.0027219i,0.035523-0.016557i,0.03234-0.023708i,0.026795-0.031027i
0.20835-0.57234i,0.1113-0.43607i,0.089474-0.15227i,0.19143-0.020122i,0.27165+0.0080048i,0.28612+0.03216i,0.23785-0.014707i,0.13114-0.077994i,0.054174-0.062905i,0.053174-0.023642i,0.076957-0.0083205i,0.090262-0.0096827i,0.07393-0.024026i,0.032882-0.027414i,-0.0031334-0.0070703i,-0.018381+0.01221i,-0.01831+0.0067664i,-0.014235-0.016442i,-0.011099-0.027184i,-0.010653-0.014164i,-0.013898+0.00067706i,-0.014841+0.0032415i,-0.012485+0.0074572i
-0.38725+0.37318i,-0.29113+0.22265i,-0.1845-0.014139i,-0.16249-0.035983i,-0.1196+0.087395i,-0.075024+0.14538i,-0.067684+0.11845i,-0.046076+0.060126i,-0.017868-0.0072933i,-0.019539-0.046141i,-0.02887-0.041264i,-0.020581-0.029282i,-0.015033-0.030498i,-0.021863-0.029594i,-0.016849-0.035275i,-0.0018859-0.051169i,0.010365-0.0486i,0.017256-0.026428i,0.014624-0.0076419i,0.0062577-0.0034498i,-0.0043818-0.0026683i,-0.0085484+0.0083816i,-0.00029621+0.014715i
0.52547-0.2144i,0.44094-0.10012i,0.28386+0.091977i,0.2254+0.095916i,0.14867-0.058658i,0.038958-0.14811i,-0.011663-0.10283i,-0.010233-0.015925i,0.0018548+0.029835i,-0.008017+0.027324i,-0.036112+0.034374i,-0.037196+0.067628i,0.0020249+0.072243i,0.040777+0.036692i,0.044199+0.0074272i,0.024096+0.000453i,0.0024377-0.0015412i,-0.0074231-0.0054548i,-0.006697-0.013455i,-0.0051616-0.019558i,-0.00057359-0.019515i,0.0035316-0.023774i,0.0021952-0.030827i
-0.67623+0.12346i,-0.54339+0.16773i,-0.25819+0.19235i,-0.062885+0.32244i,0.099345+0.50008i,0.24261+0.48984i,0.23882+0.2918i,0.14043+0.15923i,0.11124+0.14562i,0.14114+0.11616i,0.12002+0.051798i,0.047158+0.018199i,-0.016855+0.022227i,-0.051367+0.040732i,-0.053297+0.054428i,-0.030677+0.04638i,-0.0083679+0.020655i,-0.0017668-0.0037998i,-0.0046018-0.010585i,-0.0074163-0.0055264i,-0.0098084-0.0029408i,-0.0047684-0.00092324i,0.0035361-0.00035392i
0.73206-0.049016i,0.61676-0.19888i,0.23449-0.32426i,-0.13203-0.35486i,-0.38614-0.30258i,-0.47319-0.16614i,-0.3587-0.029283i,-0.21119-0.0027293i,-0.16768-0.015862i,-0.15405+0.00012692i,-0.1004+0.0024617i,-0.033145-0.025761i,0.01585-0.050682i,0.036719-0.056693i,0.035022-0.046302i,0.029888-0.029045i,0.027541-0.017824i,0.022864-0.018491i,0.014766-0.028779i,0.0032886-0.030361i,-0.0080722-0.011563i,-0.014731+0.015253i,-0.01267+0.03472i
-0.70392-0.11025i,-0.65085+0.084389i,-0.31374+0.20896i,-0.014098+0.05058i,0.084971-0.23234i,0.042047-0.35656i,-0.028349-0.2751i,-0.051547-0.14541i,-0.043182-0.090582i,-0.035252-0.068048i,-0.011117-0.036674i,0.018461-0.019641i,0.024483-0.010876i,0.016433-0.0015077i,0.0023113-0.0065525i,-0.020185-0.014394i,-0.030318-0.01011i,-0.017759-0.002708i,0.00078413+0.0021512i,0.012412+0.0018969i,0.019842-0.0064758i,0.02534-0.018594i,0.023687-0.024949i
0.62042+0.31346i,0.65909+0.12602i,0.45469-0.05065i,0.27853+0.057042i,0.29161+0.28174i,0.35118+0.31469i,0.29344+0.16686i,0.1851+0.045446i,0.14342+0.0019381i,0.11953-0.034448i,0.046186-0.033084i,-0.024331+0.023517i,-0.055148+0.05496i,-0.066425+0.043362i,-0.056542+0.032426i,-0.029119+0.022403i,-0.012125+0.0059141i,-0.0085008-0.0030222i,-0.0088038+0.000815i,-0.0080978+0.0074332i,-0.0078167+0.0066823i,-0.0099103+0.0029341i,-0.010735-0.0031102i
-0.44987-0.53014i,-0.49864-0.38394i,-0.34752-0.14702i,-0.19502-0.079299i,-0.16193-0.092148i,-0.1471-0.041409i,-0.077207+0.019265i,-0.019416+0.037975i,-0.006455+0.05087i,0.00057522+0.065047i,0.016199+0.057448i,0.03917+0.029886i,0.068629-0.0052075i,0.087021-0.037457i,0.078728-0.050848i,0.055577-0.041145i,0.03558-0.025061i,0.015193-0.017923i,-0.0039778-0.019605i,-0.015262-0.018825i,-0.022024-0.0093469i,-0.023926+0.003005i,-0.018753+0.013844i
0.21437+0.68389i,0.2473+0.59427i,0.14132+0.35777i,0.027502+0.20685i,-0.022098+0.10771i,-0.055647+0.027491i,-0.079555+0.011011i,-0.072901+0.034105i,-0.046603+0.046525i,-0.016995+0.029698i,0.0012769-0.0050366i,-0.0019266-0.029378i,-0.017277-0.019111i,-0.026189+0.01679i,-0.022086+0.037557i,-0.016069+0.028138i,-0.011455+0.014341i,0.0021786+0.005767i,0.015321-0.0031844i,0.016864-0.0071676i,0.018262-0.0042947i,0.02494+0.00075073i,0.02839-0.0006008i
0.03613-0.68824i,0.059302-0.61138i,0.099482-0.37059i,0.060921-0.18591i,-0.028787-0.031376i,-0.045121+0.070569i,-0.017192+0.05441i,-0.019969+0.008211i,-0.036316-0.0026737i,-0.049972-0.0029376i,-0.057762+0.0081176i,-0.039274+0.026088i,-0.011654+0.018674i,-0.0099321-0.013418i,-0.024671-0.034345i,-0.030756-0.032607i,-0.02568-0.030972i,-0.022999-0.032841i,-0.021864-0.02669i,-0.015044-0.019248i,-0.012956-0.018834i,-0.018721-0.019451i,-0.022662-0.016129i
-0.28005+0.60623i,-0.29114+0.52884i,-0.20624+0.2942i,-0.026707+0.10002i,0.15263-0.072029i,0.17638-0.18062i,0.095864-0.14299i,0.058145-0.074015i,0.053947-0.063555i,0.047679-0.054438i,0.046704-0.036495i,0.034097-0.030493i,0.0096267-0.020947i,0.00074777+0.00098301i,0.0084579+0.023666i,0.020018+0.035959i,0.025646+0.037498i,0.024762+0.03045i,0.022564+0.017842i,0.015462+0.007024i,0.007082+0.0029955i,0.0063872+0.0049272i,0.011685+0.0085416i
0.47115-0.48951i,0.41483-0.41902i,0.21714-0.17694i,0.037566+0.0035276i,-0.081488+0.098588i,-0.10146+0.14431i,-0.053432+0.10836i,-0.035954+0.055473i,-0.028746+0.052969i,-0.00448+0.045479i,0.0030188+0.029901i,-0.00042774+0.031407i,0.0026579+0.02869i,0.0058657+0.015387i,0.0079805-0.0077186i,0.0038676-0.034363i,-0.0027377-0.041465i,-0.0037008-0.03006i,-0.0064013-0.017084i,-0.011708-0.002599i,-0.010995+0.013619i,-0.0042433+0.021286i,0.0018238+0.017159i
-0.60171+0.41135i,-0.41549+0.3959i,-0.10661+0.18605i,-0.010322+0.040924i,-0.044446+0.053109i,-0.034678+0.081615i,-0.010211+0.056469i,-0.0043418+0.040523i,5.4e-06+0.046256i,-0.00043364+0.042287i,-0.011187+0.018697i,-0.014005-0.00077081i,-0.00092608-0.010082i,0.0023639-0.018922i,-0.013353-0.013715i,-0.022891+0.0023733i,-0.018233+0.0037692i,-0.0091969-0.0099378i,8.443e-05-0.019854i,0.007432-0.025375i,0.0089082-0.033272i,0.004091-0.037755i,-0.0015234-0.035279i
0.63204-0.31872i,0.39777-0.37359i,0.064987-0.22674i,0.051755-0.085996i,0.19444-0.11894i,0.1851-0.17554i,0.086382-0.11507i,0.042286-0.048728i,0.039893-0.048778i,0.033607-0.056034i,0.028246-0.03292i,0.02532-0.0092375i,0.011575+0.0008633i,0.0058049+0.013457i,0.018196+0.021563i,0.021646+0.018415i,0.0093566+0.016001i,-0.0012819+0.01146i,-0.0061035+0.00098563i,-0.011237-0.0028821i,-0.01669+0.0058567i,-0.016027+0.018868i,-0.011381+0.025464i
-0.61246+0.15326i,-0.40064+0.26957i,-0.094073+0.23597i,-0.086536+0.11991i,-0.22917+0.11313i,-0.22222+0.15266i,-0.11992+0.08993i,-0.076424+0.019664i,-0.07506+0.01978i,-0.057034+0.029056i,-0.028847+0.016626i,-0.0032494+0.0052916i,0.015363-0.0035553i,0.01699-0.018344i,0.0096314-0.032871i,0.0090166-0.037815i,0.01285-0.031171i,0.010339-0.015928i,0.0012589+0.0028736i,-0.0026041+0.015136i,0.0017475+0.015666i,0.007504+0.0099i,0.011658+0.0037616i
0.55857+0.1262i,0.46624-0.011317i,0.23305-0.12269i,0.13655-0.095381i,0.14705-0.058366i,0.12417-0.066172i,0.073151-0.037189i,0.049781+0.00080042i,0.047112+0.013048i,0.037157+0.010785i,0.0046531+0.0017425i,-0.037713+0.0034204i,-0.058803+0.014824i,-0.057783+0.021749i,-0.055121+0.028412i,-0.045601+0.031043i,-0.026309+0.016849i,-0.0083055-0.0030064i,0.004278-0.015085i,0.0090974-0.022726i,0.0079589-0.027447i,0.0059006-0.028853i,0.0051445-0.025213i
-0.50874-0.47399i,-0.53104-0.34492i,-0.35524-0.074924i,-0.12884+0.055431i,0.023618+0.041364i,0.057125+0.012705i,0.018984-0.0051128i,-0.009516-0.011125i,-0.0052533-0.021763i,-0.00043758-0.027263i,0.018653-0.0025241i,0.060663+0.013375i,0.080057-0.0024195i,0.068137-0.020341i,0.052932-0.029565i,0.033088-0.030707i,0.0097538-0.021075i,-0.0026958-0.013273i,-0.0058489-0.013677i,-0.0077977-0.0096351i,-0.013286+0.0022503i,-0.020577+0.01567i,-0.0229+0.023298i
0.40417+0.76307i,0.50964+0.69597i,0.39264+0.35131i,0.10493+0.092472i,-0.13586+0.053909i,-0.17148+0.080225i,-0.090962+0.062932i,-0.049678+0.034185i,-0.050892+0.041953i,-0.032845+0.047794i,-0.017311+0.01482i,-0.024945-0.013071i,-0.026661-0.0085528i,-0.017481+0.0091718i,-0.005712+0.019567i,0.0096587+0.015741i,0.020489+0.0095444i,0.02164+0.0097237i,0.017662+0.010529i,0.013422+0.0080673i,0.012983+0.0029231i,0.01662-0.0028804i,0.022758-0.0081474i
-0.2247-0.87722i,-0.32142-0.87147i,-0.27222-0.52723i,-0.068838-0.20455i,0.11456-0.095773i,0.14968-0.076279i,0.10018-0.037092i,0.074289-0.00082036i,0.074455-0.00017654i,0.053272-0.01496i,0.01327-0.01071i,-0.019379+0.0058755i,-0.034254+0.0065856i,-0.034081-0.012745i,-0.03601-0.027669i,-0.043581-0.024143i,-0.041989-0.017559i,-0.031874-0.015625i,-0.022296-0.015084i,-0.017737-0.015682i,-0.01453-0.013926i,-0.0092268-0.010527i,-0.0081695-0.0082201i
-0.078757+0.78112i,-0.0061916+0.83177i,0.071582+0.57815i,0.083259+0.30644i,0.069691+0.16896i,0.054703+0.07998i,0.015524+0.0012397i,-0.022846-0.031919i,-0.034332-0.03123i,-0.028436-0.015391i,-0.0035627+0.0079219i,0.033754+0.017963i,0.050438+0.014513i,0.043072+0.018342i,0.035052+0.028029i,0.033928+0.029451i,0.030491+0.019004i,0.022473+0.0021688i,0.015414-0.0054691i,0.012102-2.8888e-05i,0.0074249+0.0049597i,-0.00082125+0.0064189i,-0.0041147+0.0064374i
0.40027-0.57939i,0.36616-0.60366i,0.17488-0.43003i,-0.038825-0.26026i,-0.19373-0.15515i,-0.22018-0.051775i,-0.12869+0.016501i,-0.054889+0.023193i,-0.031505+0.026858i,-0.0079482+0.026882i,0.00043626+0.0093018i,-0.011732+0.0020069i,-0.01473+0.0045809i,-0.0093255+0.0017301i,-0.0021899-0.0086891i,0.0042002-0.022696i,0.0064083-0.024961i,0.0045206-0.015802i,-0.0014073-0.011529i,-0.009737-0.011815i,-0.012454-0.0075031i,-0.0055041-0.0024133i,0.0030396+0.00044842i
-0.62699+0.34154i,-0.58716+0.29725i,-0.32659+0.15988i,-0.06096+0.09684i,0.12881+0.087724i,0.19518+0.051319i,0.13278+0.021688i,0.068247+0.024988i,0.045409+0.014002i,0.018903-0.0078827i,-0.0017397-0.017205i,-0.0050213-0.021906i,-0.0053415-0.028056i,-0.010735-0.032845i,-0.024708-0.029348i,-0.037574-0.016408i,-0.036763-0.0064063i,-0.024244-0.00056754i,-0.008596+0.0047354i,0.0045999+0.0050649i,0.010442+0.0016365i,0.0095508+0.001291i,0.0057593+0.0022151i
0.69726-0.1247i,0.6286-0.018222i,0.36935+0.10728i,0.18671+0.10137i,0.068585+0.025049i,-0.015421-0.013743i,-0.028204-0.024417i,-0.02142-0.027967i,-0.012895-0.013652i,0.0066589-0.0025391i,0.016259+0.0052172i,0.018076+0.016909i,0.018265+0.026058i,0.021192+0.037148i,0.030941+0.041857i,0.034838+0.032347i,0.028225+0.018473i,0.019926+0.00347i,0.012594-0.0076335i,0.0043436-0.0087395i,-0.0030918-0.0079401i,-0.0074899-0.0087252i,-0.0066087-0.0074643i
-0.62488-0.091391i,-0.52752-0.18461i,-0.30525-0.24306i,-0.24871-0.18758i,-0.25328-0.069176i,-0.18114+0.014047i,-0.092721+0.030385i,-0.041311+0.016542i,-0.027584+0.0062379i,-0.029311+0.0052063i,-0.031475-0.00086265i,-0.033569-0.0053315i,-0.028848-0.0074257i,-0.021467-0.020151i,-0.016979-0.030888i,-0.0083179-0.028756i,0.0033412-0.020875i,0.0069065-0.01269i,0.0010961-0.010224i,-0.0052134-0.011743i,-0.0083328-0.0066916i,-0.0049773+0.004103i,0.0016465+0.0081977i
0.49527+0.28578i,0.40765+0.3194i,0.2229+0.2535i,0.20287+0.17175i,0.26902+0.093566i,0.24037+0.022126i,0.13943+0.0028438i,0.068324+0.0165i,0.044532+0.018733i,0.029323+0.011658i,0.017361+0.01444i,0.01909+0.014982i,0.021172+0.0073103i,0.010465+0.0086312i,-0.0091954+0.015528i,-0.025073+0.013499i,-0.029525+0.0052901i,-0.02473-0.00010673i,-0.015626+0.0051863i,-0.0035578+0.014014i,0.0083309+0.013123i,0.012076+0.0029277i,0.0089342-0.0051794i
-0.37502-0.46685i,-0.33285-0.39476i,-0.1589-0.16314i,-0.069932-0.053933i,-0.11225-0.056059i,-0.13851-0.030259i,-0.08919-0.015837i,-0.041157-0.026324i,-0.016238-0.028346i,0.0051116-0.025075i,0.01652-0.017138i,0.012019-0.0042008i,0.0027563+0.0045151i,0.0080975+0.0032002i,0.025809-0.0040419i,0.034564-0.0067985i,0.029622-0.0055065i,0.024155-0.0061062i,0.020887-0.014261i,0.012488-0.024419i,-0.0006244-0.024982i,-0.010684-0.016864i,-0.014166-0.0055214i
0.30147+0.5891i,0.33895+0.41926i,0.18461+0.05722i,-0.01499-0.068086i,-0.063199+0.012855i,-0.010717+0.044896i,0.0019958+0.034282i,-0.017941+0.033306i,-0.033852+0.039768i,-0.03084+0.037163i,-0.022749+0.011533i,-0.019015-0.0059021i,-0.0086885-0.0053822i,-0.0071224-0.0051177i,-0.016101-0.0038003i,-0.015632-0.0023411i,-0.0076587-0.0022064i,-0.0045572-0.0047813i,-0.0084825-0.0050657i,-0.014442+0.0023404i,-0.01559+0.012452i,-0.0076589+0.019887i,0.004851+0.015937i
-0.20365-0.59329i,-0.29374-0.39206i,-0.18409-0.0020489i,0.057304+0.12327i,0.16948+0.019596i,0.12216-0.035967i,0.069821-0.027643i,0.056007-0.012309i,0.057188-0.014096i,0.041058-0.025023i,0.020499-0.013166i,0.017705-0.0019755i,0.012461-0.0081211i,0.00082757-0.0087978i,-0.011489-0.0034637i,-0.023675-0.0024887i,-0.028106-0.0031736i,-0.022673+0.00097317i,-0.010634+0.0080141i,0.0039711+0.0096372i,0.017087+0.0021314i,0.020686-0.010637i,0.011989-0.014794i
-0.0066741+0.5068i,0.096634+0.3727i,0.1156+0.077149i,-0.018212-0.048468i,-0.12568+9.9452e-05i,-0.1219+0.029912i,-0.090964+0.015425i,-0.065278+0.00076961i,-0.044825+8.8756e-05i,-0.027991+0.010813i,-0.018603+0.01687i,-0.021642+0.022311i,-0.019696+0.030611i,-0.0020633+0.029602i,0.022792+0.021731i,0.040452+0.016i,0.045036+0.0094911i,0.041098-0.0042181i,0.032386-0.02114i,0.017757-0.029433i,-0.0016436-0.025111i,-0.017352-0.010346i,-0.019464+0.0042947i
0.36291-0.37104i,0.29599-0.38405i,0.091548-0.24287i,-0.0071684-0.088488i,0.015558-0.016046i,0.046454+0.020141i,0.054437+0.040391i,0.036165+0.038949i,0.018669+0.038493i,0.023811+0.023201i,0.025767-0.0080103i,0.024876-0.025167i,0.028381-0.032294i,0.017235-0.037154i,-0.0046853-0.033582i,-0.020012-0.029134i,-0.028006-0.024326i,-0.034467-0.011882i,-0.04038+0.0023293i,-0.043007+0.012667i,-0.034247+0.019161i,-0.013077+0.018935i,0.0058103+0.0092449i
-0.73406+0.26205i,-0.71556+0.42915i,-0.32344+0.4287i,0.016672+0.23505i,0.093148+0.053334i,0.059931-0.03123i,0.031023-0.059367i,0.019065-0.05292i,0.010005-0.046124i,-0.01275-0.031758i,-0.020976-0.00026102i,-0.018167+0.014399i,-0.025946+0.0149i,-0.02784+0.016924i,-0.02282+0.014014i,-0.019223+0.013532i,-0.0094274+0.016507i,0.0085612+0.014764i,0.026843+0.010394i,0.041353+0.0048619i,0.049256-0.004324i,0.040943-0.015532i,0.022202-0.017782i
0.92937-0.16201i,0.9552-0.39564i,0.50802-0.46173i,0.071126-0.26711i,-0.073202-0.072976i,-0.088786-0.0082799i,-0.091556+0.014232i,-0.070004+0.028759i,-0.032116+0.035584i,0.0047212+0.026526i,0.013743+0.0050946i,0.0095656+0.0026824i,0.017836+0.010081i,0.025294+0.010131i,0.030741+0.010899i,0.036368+0.0082582i,0.033965-0.0030147i,0.020869-0.016969i,0.0013373-0.023515i,-0.019574-0.019127i,-0.038157-0.0093196i,-0.043642+0.003762i,-0.035254+0.012685i
-0.83337+0.0094555i,-0.86403+0.18528i,-0.51741+0.27432i,-0.16837+0.17852i,-0.026479+0.090151i,0.03415+0.085038i,0.069966+0.062433i,0.053105+0.02532i,0.024491+0.0096592i,0.0068727+4.4674e-05i,-0.003097-0.004468i,-0.0044002-0.0085443i,-0.0058336-0.01607i,-0.0096674-0.020158i,-0.015252-0.025147i,-0.021464-0.028694i,-0.026191-0.020916i,-0.023773-0.0029159i,-0.012275+0.0095426i,0.00011214+0.0080963i,0.0093188+0.0047403i,0.018768+0.0037144i,0.024762-0.00082779i
0.45326+0.2773i,0.49609+0.2513i,0.3763+0.13609i,0.23691+0.04805i,0.14123-0.023779i,0.060316-0.078303i,0.006207-0.069651i,-0.0066404-0.036874i,-0.014879-0.020269i,-0.018769+0.0034634i,-0.001077+0.022312i,0.010748+0.021176i,0.0065738+0.017558i,0.00067878+0.015809i,-0.0056345+0.016585i,-0.0096923+0.020354i,-0.0033723+0.018058i,0.0094739+0.0040691i,0.016228-0.010547i,0.017252-0.012012i,0.01847-0.009989i,0.012794-0.014301i,0.0021248-0.013837i
-0.019256-0.63404i,-0.045977-0.74561i,-0.12988-0.54762i,-0.18384-0.245i,-0.15225-0.039266i,-0.097506+0.039643i,-0.056233+0.03891i,-0.026062+0.019374i,0.00761+0.011443i,0.028-0.013986i,0.009397-0.038445i,-0.010579-0.031379i,-0.005668-0.018673i,0.0033996-0.014176i,0.011328-0.011257i,0.017462-0.010223i,0.015541-0.010951i,0.0023144-0.0095764i,-0.014436-0.0058247i,-0.026983-0.0036716i,-0.038083-0.0016402i,-0.039015+0.006512i,-0.028613+0.011912i
-0.28998+0.88364i,-0.28798+1.0498i,-0.10425+0.77884i,0.054225+0.3659i,0.084023+0.12609i,0.091588+0.051816i,0.075571+0.017406i,0.02417+0.0050608i,-0.01215+0.013466i,-0.022775+0.030453i,-0.013954+0.046713i,0.00057817+0.04797i,0.0059263+0.038506i,0.0020023+0.027018i,-0.0063556+0.015787i,-0.0099537+0.007249i,-0.010234+0.0049887i,-0.003692+0.0090517i,0.01012+0.0095843i,0.019336+0.0049873i,0.02631+0.0057007i,0.030984+0.0082376i,0.029849+0.0064474i
0.39683-0.84196i,0.44523-0.94842i,0.28966-0.66902i,0.12351-0.31204i,0.043229-0.14616i,-0.031371-0.10517i,-0.058516-0.046431i,-0.019802-0.0020963i,0.0017131-0.0013903i,0.0041499-0.0094335i,0.015186-0.022708i,0.019969-0.040725i,0.012168-0.049472i,0.004524-0.040653i,0.0036872-0.023408i,0.00398-0.01236i,0.0067344-0.011861i,0.0070854-0.019544i,-0.00056715-0.020412i,-0.0052546-0.011065i,-0.005162-0.0085248i,-0.0049159-0.013855i,-0.0059077-0.015214i
-0.39682+0.47068i,-0.47831+0.472i,-0.37698+0.30149i,-0.22938+0.15502i,-0.12303+0.12559i,-0.023926+0.12518i,0.025095+0.0636i,0.013113+0.0057967i,0.012506-0.0042255i,0.015771-0.010218i,-0.010798-0.0085206i,-0.034521+0.017846i,-0.028061+0.041709i,-0.0097002+0.036152i,0.00070754+0.01401i,0.0017114-0.00057228i,-0.0041181-0.0017137i,-0.0082267+0.0050011i,-0.0056877+0.0080656i,-0.0048141+0.0024969i,-0.0096386-0.00034464i,-0.014028+0.0033333i,-0.012962+0.0048226i
0.38771+0.04577i,0.48005+0.15581i,0.39603+0.1552i,0.24201+0.051501i,0.1291-0.03931i,0.06172-0.073171i,0.023327-0.048684i,0.0052175-0.011263i,-0.0092372+0.008252i,-0.0093962+0.024899i,0.013201+0.033079i,0.034924+0.019361i,0.03324-0.0030433i,0.011902-0.011221i,-0.0088552-0.0036173i,-0.016745+0.0029508i,-0.012033+0.0050735i,-0.0021189+0.0030829i,0.0042628-0.0028039i,0.0050892-0.0044955i,0.0054031-0.00065402i,0.0068207+0.00655i,0.0093658+0.011882i
-0.39794-0.4574i,-0.44155-0.63225i,-0.32217-0.48866i,-0.16908-0.2063i,-0.094424-0.049285i,-0.087378+0.0042309i,-0.068589+0.019441i,-0.033504+0.0081157i,-0.013331-0.010134i,-0.011127-0.026087i,-0.019444-0.036831i,-0.026564-0.035429i,-0.021739-0.023978i,-0.0059008-0.011114i,0.010402-0.0029133i,0.018639+0.0013914i,0.020508-0.00096185i,0.015127-0.0082207i,0.0065697-0.0089818i,0.0051008-0.0040583i,0.0084032-0.0044599i,0.011114-0.011478i,0.0093637-0.016617i
0.35881+0.59742i,0.33045+0.77998i,0.18638+0.59469i,0.076071+0.28791i,0.061397+0.14249i,0.09102+0.084956i,0.068105+0.034705i,0.020121+0.020218i,0.010827+0.027019i,0.018006+0.025322i,0.016154+0.025768i,0.012762+0.033413i,0.010355+0.032423i,0.0024553+0.016178i,-0.0089285+0.00041017i,-0.014634-0.0045969i,-0.015571-0.002867i,-0.013403+0.00052687i,-0.010834-0.00089663i,-0.014214-0.0051631i,-0.020914-0.0045485i,-0.023555+8.846e-05i,-0.019734+0.0037778i
-0.21936-0.47451i,-0.11425-0.59672i,0.0055001-0.44579i,0.027429-0.23024i,-0.015667-0.14118i,-0.05062-0.098515i,-0.024772-0.046465i,0.010431-0.021296i,0.0054325-0.012095i,-0.0052276+0.0034248i,0.0010091+0.0061179i,0.0071334-0.0077417i,0.0023932-0.017324i,-0.0019405-0.0088826i,0.0032696+0.0013497i,0.0095865-0.0035136i,0.0094212-0.010611i,0.0069924-0.010744i,0.0078923-0.0080974i,0.010039-0.0052233i,0.0085642-0.0015406i,0.004987+0.0068794i,0.0057698+0.012199i
-0.027131+0.24424i,-0.16141+0.27755i,-0.19163+0.19805i,-0.10113+0.12544i,-0.015413+0.11028i,0.013746+0.08745i,-0.0017366+0.039508i,-0.021595+0.0071308i,-0.01713-0.0044931i,-0.0070922-0.017621i,-0.010448-0.022722i,-0.010079-0.0090491i,0.0057905+0.0045033i,0.018121+0.0028132i,0.01293-0.00081066i,0.0022169+0.0048606i,0.00040287+0.0075391i,0.00078509+0.0030384i,-0.0019497+0.0014475i,-0.0029712+0.0040045i,0.0023147+0.0035697i,0.011124-0.0041878i,0.012574-0.011233i
0.26131-0.055863i,0.39702+0.0072152i,0.34191+0.043556i,0.18426+0.0041469i,0.087802-0.044601i,0.04973-0.055515i,0.022097-0.03009i,0.0078609+0.0057252i,0.0093194+0.020537i,0.0098256+0.018508i,0.0059655+0.013656i,-0.0030541+0.0040108i,-0.019895-0.0072014i,-0.034124-0.011385i,-0.033645-0.011571i,-0.023118-0.011323i,-0.014412-0.0084312i,-0.0079196-0.0036222i,-0.0052151-0.0026992i,-0.0081816-0.0048884i,-0.011609-0.0047257i,-0.013302-0.0028333i,-0.011138-0.0019876i
-0.35682-0.024583i,-0.46243-0.15662i,-0.35939-0.18505i,-0.21003-0.099572i,-0.15265-0.021472i,-0.11688+0.01996i,-0.050837+0.025015i,-0.0070171+0.0019215i,-0.0021327-0.0035926i,0.0020265+0.010369i,0.0088224+0.01999i,0.014549+0.027044i,0.027263+0.031442i,0.041102+0.029757i,0.043543+0.02192i,0.031803+0.011701i,0.017627+0.0044144i,0.0092581-0.00029086i,0.00975-0.0027056i,0.014918-0.0040752i,0.012449-0.0032256i,0.0040234+0.0034881i,-0.00058828+0.0091963i
