0.0017697+0.00037413i,0.0023077+0.00023262i,0.0016645-0.00050697i,0.00079809-0.0013094i,-3.2861e-05-0.0012484i,-0.0013722+0.00053276i,-0.00097289+0.0021121i,0.00045267+0.0020311i,0.0014106+0.00092522i,0.0012168+0.00073375i,0.00033447+0.00035543i,0.00037435-0.00049215i,0.0006042-8.4293e-05i,0.00018748+0.00014413i,0.00032751+0.00016377i,0.00022878+0.00094172i,-0.00075398+0.00073361i,-0.0010804+5.7086e-05i,-0.00097259-0.00022233i,-0.001125-0.00018134i,-0.0014218+0.0001373i,-0.0015564+0.00029791i,-0.0014818+0.00026976i
0.00019345-0.00071188i,0.0011787-0.00094593i,0.00054424-0.00046081i,0.00025558-0.00017458i,-5.2731e-05-0.00063421i,-9.0115e-05-0.00086444i,-0.00028174-2.7495e-05i,-0.00051176+0.0006404i,-4.1635e-05+0.00058219i,0.00083858+0.0005366i,0.00071822+0.00051062i,-0.00029178+0.00024529i,-0.00077306+6.7194e-05i,-0.0011463+1.7913e-05i,-0.0005296-0.00019696i,0.00014326+0.00022879i,0.00018109+0.00012505i,-0.00017131-0.00017673i,-5.8132e-05-0.0001242i,0.0009541-0.00078411i,0.0016603-0.00066506i,0.00099609+2.1256e-05i,-1.3861e-05+0.00030939i
-0.0018513-0.00059158i,0.00060431-0.00084179i,0.0023484-3.9715e-06i,0.0021905+0.00089067i,0.0009851+0.00068305i,0.00038167-0.00045454i,0.00077056-0.00050499i,0.00094244+0.00046547i,0.00045125+0.00097058i,-0.00022142+0.00037035i,-0.00095246-0.00043171i,-0.00056638-0.00071194i,0.00014167-0.00088002i,-5.088e-05-0.00040626i,0.00013358+5.373e-05i,3.4097e-05-0.00036384i,-0.00045092-0.00047571i,-0.00041263-0.0005741i,-0.00040222+0.0004115i,-0.00012383+0.00096978i,0.00077632+0.00068418i,0.00075498+0.00088088i,7.0274e-05+0.00035878i
-0.0021431+0.0018799i,-0.0012639+0.0003883i,0.00071936+0.00094458i,0.0015243+0.0011495i,0.0017079+0.00076873i,0.0016358+0.00041426i,0.0011195+6.5682e-05i,0.00071518+0.00020305i,0.00091134+0.00067546i,0.0017264+0.00066413i,0.0014923-1.2756e-05i,0.00026448-0.00024773i,-0.00010702-9.1954e-05i,-0.00024716-3.5743e-05i,-0.0010334-0.0002164i,-0.0015625+5.8091e-05i,-0.00090143+3.7688e-05i,-0.00025962-3.0902e-05i,-8.1237e-05-0.00025632i,-3.423e-05-0.00043181i,-0.00045768-0.00036117i,-0.00030157-0.00030068i,-0.00011607+9.4698e-06i
0.0013011+0.00038802i,0.0031538+0.00069627i,0.004538+0.0003311i,0.003789-0.00037584i,0.0019994-0.0010318i,0.00050624-0.0011864i,-0.00035642-0.00059757i,-0.00040592+0.00028836i,0.00035755+5.8102e-05i,0.00098035-0.0001087i,0.00052756+3.4873e-05i,0.00047999-0.00013076i,0.00032837-0.00026844i,-0.00039312-0.00054782i,-0.00097833-0.00043748i,-0.0010397+0.00034847i,-0.0012171+0.00035363i,-0.0017724-0.00026138i,-0.00098044-0.00032148i,-0.00032774-0.00034959i,0.00027544-0.00048576i,0.00050674-0.00018939i,0.00013554-0.0001291i
-0.0025255+0.00077073i,-0.0024117+0.00087839i,-0.0014283+0.00074815i,-0.00063404+0.0011473i,-0.00039274+0.0013921i,-0.0001317+0.001657i,0.00013241+0.00080464i,0.00076155-0.00042351i,0.00087386-0.00116i,0.00046497-0.0011828i,0.00046905-0.00050509i,0.00033577+0.00028554i,-0.00018362+4.0038e-05i,-0.00088778+0.00020734i,-0.00041737+0.00064882i,0.00018983+0.0004932i,0.00020475+0.00058642i,0.0002869+0.00029139i,0.00028507-8.8034e-05i,0.00030222-0.00045578i,0.00025691-0.000559i,-8.2377e-05+2.697e-05i,1.7933e-05+0.00063756i
-0.0002275-0.0017511i,0.00033135-0.0013409i,0.0014287-0.00090084i,0.0022264-0.00063879i,0.0016145-0.00014078i,0.00077679+0.00067325i,0.00019113+0.00074178i,0.00030887+0.00060878i,0.00048182+0.00047442i,-2.0859e-05+2.9526e-05i,-8.6901e-06-0.00010318i,-0.00016008+0.00033948i,-0.00038528+0.00011618i,-0.00031835-0.00044569i,-0.001152-0.00042808i,-0.0012079+0.00018877i,0.00010154+0.00059762i,0.00087722+0.00040188i,2.5097e-05+0.00046686i,-0.00079429+0.00040849i,-0.00071783+0.00030798i,-0.0002626+0.00062608i,0.00030507-0.00011005i
0.00095099+0.0005654i,0.0022877-0.00038201i,0.0022173-0.0016473i,0.0022594-0.0021432i,0.00099409-0.0013658i,-0.00065855-0.00055658i,-0.00069353+0.00025145i,-0.00027887+0.00091344i,0.00019879+0.0004323i,0.0002977+0.00025122i,0.00015205+0.00099295i,0.00031625+0.00046851i,1.6843e-05-0.00012374i,-0.00069862+0.00018934i,-0.00081603-0.00027583i,1.664e-05-0.0011879i,-0.00012205-0.0011182i,-0.00063025-0.0001882i,-0.00070378+0.00053943i,-0.00097051+0.00025754i,-0.00089912+4.1057e-05i,-0.00030802+4.3797e-05i,-0.00018345+0.00016881i
7.9448e-05-0.00010128i,-0.00013825-3.8049e-05i,0.0013129+9.3437e-05i,0.0012338-0.00021259i,6.1198e-05-0.00027324i,-0.00041217+2.5413e-05i,-0.00021708-0.00043143i,0.00068939-0.00082484i,0.0013362-0.00029564i,0.00093814-7.1837e-05i,0.00043334+0.00018115i,0.00018286+0.00082557i,0.00092499+0.0012643i,0.0010351+0.0011748i,-0.00043784+0.00099203i,-0.00014398+0.00065649i,0.00029009-3.4265e-06i,-0.00021229-1.5855e-05i,-0.00050131+0.00023533i,-0.00047178+0.00050217i,-0.00026385+0.00059377i,-0.0002227+0.0005683i,-0.0003296+0.00071544i
0.00096865-0.0001003i,0.0017172-0.00033246i,0.0029948-0.00014022i,0.0023238+7.8763e-05i,0.0014474-0.0004256i,0.00088156-0.00060999i,-0.00015007+0.00022796i,0.00012636+0.00089188i,0.00095419+0.00092547i,0.00077735+0.00048217i,0.00036147+0.00055525i,0.00013196+0.00015301i,-0.00021641-0.00054003i,0.00029467-0.00058681i,0.00084019-0.00091288i,6.1453e-05-0.00081198i,-0.00060449-0.00041714i,-0.0006994-5.7722e-05i,-0.00073741+0.00010915i,0.00029379-4.0663e-05i,0.00033597-9.7467e-05i,5.2859e-05-1.5632e-05i,0.0005988-0.00029337i
-0.00030092+0.0011072i,0.0013674+0.0017481i,0.0027053+0.00097681i,0.0020214+0.00091721i,-0.00041343+0.0013183i,-0.0005674+0.0019166i,0.00029147+0.0017738i,0.00027489+0.0010788i,0.00025637+0.00080514i,0.00032632+0.00070293i,0.00053665+0.00035879i,0.00057316+0.00025339i,0.00069037+6.4933e-05i,0.00098143-0.0006683i,0.00047435-0.00090847i,0.0004077-0.00058578i,0.00096191+0.00024056i,0.0010076+0.00022145i,0.0004862-0.0004396i,0.0001212+1.9548e-05i,-0.00014347+0.00043383i,-0.00038403+7.7632e-06i,-0.00036629-0.00058064i
0.00067529-0.0022607i,0.0015131-0.0022429i,0.0015791-0.00070278i,0.001353+0.00082468i,0.000215+0.0014188i,-0.00057357+0.0010997i,-0.00042995-8.0365e-06i,0.00041931-0.00082597i,0.0010268-0.00065722i,0.00050086+0.00028197i,-0.00015403+0.00072863i,0.00035993+0.00047807i,0.00071421+0.00040345i,8.1686e-05+0.00064591i,-0.00098961+0.00062793i,-0.00080925+0.00048202i,-0.0004405-0.00031013i,-0.0011948-0.00061236i,-0.00087997-1.3069e-05i,-0.0002498+0.00057151i,-0.00064153+0.00076558i,-0.00013114+0.0009625i,0.00066959+0.00073072i
-0.0011937+0.0013795i,5.2188e-05+0.0014133i,0.0011173+0.0014352i,0.0014151+0.00090717i,0.00038441+0.00087653i,0.00030934+0.00067312i,0.0012035+0.0013051i,0.00085117+0.0012063i,0.00066583+0.00071152i,0.0012779+0.00062324i,0.0010544+0.00025107i,-0.00011412+0.00032037i,-0.00050275+0.0001935i,-0.00035838-0.00020055i,-0.00069379+0.00021063i,-0.0010909-7.9741e-05i,-0.00065242-0.00046777i,-0.00033138-0.00011181i,-0.00038519-0.00058822i,-0.00041956-0.00042756i,-0.0006166-0.00010284i,-6.8939e-05-0.00016799i,1.0783e-05+0.00012906i
0.00069248+0.0001207i,0.0018815-0.0012581i,0.0030768-0.001115i,0.0023962-0.00043455i,0.00076473-0.00055979i,0.00012994-0.00040793i,-0.0001677+0.00043204i,6.0512e-05+0.00093065i,0.00082279+0.00053476i,0.0010706+9.839e-05i,0.00054183+0.00039742i,-4.6529e-05+0.00014217i,-0.00011375-0.00014344i,-0.00044613-0.00047877i,-0.0007388-0.00035619i,-0.0005239+0.00027252i,-0.00052605+0.00052887i,-0.00065874+0.00017232i,-0.00096741-0.00031864i,-0.00040039+8.3599e-05i,-0.00014413+0.00062085i,-5.8882e-05+0.00040935i,-5.4158e-05+1.0538e-05i
0.0024026+0.00067221i,0.0020684+0.00027842i,0.00080785-0.0012113i,0.00019739-0.0011385i,-0.00040267-0.00012985i,-0.00076828+0.0008046i,-0.00010173+0.00081109i,0.0011342+0.00040922i,0.00099769+0.00057015i,0.00090024+0.00015585i,0.0011782-0.00059726i,0.00040649-9.3764e-05i,0.00018223+0.00050323i,0.00069182+0.00013701i,0.00073506-0.0001383i,0.00025053-3.1647e-05i,-0.00046111-0.00043734i,-0.00038753-0.00072828i,-0.00016621-0.00030764i,-0.00082403+0.00014058i,-0.0012847+0.00045439i,-0.0012208+0.00050026i,-0.00088605+0.00047329i
-0.0004338+0.0021702i,0.00016142+0.001635i,0.0016072+0.00054554i,0.0029154+0.00033098i,0.0026613+0.00040034i,0.0011386+0.00017802i,0.0003809+0.00020749i,0.00041487+0.00036755i,0.00074125+0.00051694i,0.00054144+0.00039882i,-0.00012249-0.00021104i,-9.6973e-05+0.00010916i,-0.00037982+0.00026945i,-0.00014822-3.5855e-05i,0.00052555+0.0001021i,0.00026054+7.7958e-05i,0.00018854-2.9595e-05i,-3.5577e-05-0.00059411i,-0.00040428-0.0007551i,0.00024792+2.9755e-05i,0.00074442+0.00021861i,8.5505e-06-0.00045517i,-0.00086712-0.0009073i
0.0010169+0.0012763i,0.0013871+0.001239i,0.0020551+0.00052537i,0.0016513-9.6835e-05i,0.0003894-0.00010109i,-0.00019234+0.00066148i,0.0002121+0.00034221i,0.00086963-0.00070316i,0.00092991-0.00053685i,0.00036141-0.00023307i,6.8906e-06+8.2456e-05i,0.00049496-2.9177e-05i,0.00056814-0.00047408i,7.7431e-05-0.00065725i,-0.00011381-0.00038144i,0.00014052-0.00037591i,-0.00043694-0.00054998i,-0.00085591-0.0003766i,-0.00076465+0.00023576i,-0.00063708+0.000263i,-0.00045627+0.00041292i,0.00037667+0.00026282i,0.00060317+6.2214e-05i
0.00088934-0.00093096i,0.0021629-0.0014112i,0.0024399-0.0015979i,0.00089885-0.00097721i,-4.4551e-05+0.00012974i,-4.2026e-06-9.0785e-05i,0.00034809-0.00013166i,0.00049602-0.00018095i,0.00045928-0.00052839i,-0.00044839-0.00023025i,-9.044e-05-0.00035696i,0.00051664+4.5378e-05i,9.6702e-05+0.00018814i,0.00015229-0.00020162i,0.0002575-0.00083621i,0.00010684-0.0010384i,-0.00013862-0.00083983i,-0.00041257-0.00036793i,-0.00086513+0.00020259i,-0.001095+0.00082002i,-0.0011465+0.00037524i,-0.00035288-0.00037619i,0.00074132-0.0010398i
-1.6913e-05-0.00064643i,0.0015631-0.00023224i,0.0019781-0.00039537i,0.0010112-0.0016128i,-0.00040789-0.0010407i,-0.0013208+0.00090434i,-0.00084533+0.0014765i,-0.00013954+0.0014361i,0.00044771+0.0014655i,0.001681+0.0010177i,0.0014583+0.0011983i,0.000306+0.001271i,0.00055555+0.00056383i,0.00063781-0.00028608i,-0.00061015-0.00046151i,-0.00079215-8.3261e-05i,-0.00042524+0.00042544i,-0.00061231+0.00032697i,-0.00067889+0.00024047i,3.9315e-05+0.0001499i,0.00034975-0.00032873i,-0.00030405-0.00039571i,-0.0004115+0.00031738i
0.001843-0.0017001i,0.00088991-0.0011333i,0.00089482-0.00066169i,0.0011388-4.3665e-05i,-0.00014495+0.00035999i,-0.0010735+0.00058991i,-0.00035751+0.00051459i,0.0007137-0.00010779i,0.0011295+0.0001715i,0.00077874+0.00045895i,8.8961e-05+0.00040343i,-0.00046917+0.00011457i,-0.00010775+0.00027663i,8.4699e-05+0.00043925i,-0.00022832-0.00067878i,-0.00017897-0.0011917i,-0.00022461-7.5098e-05i,-0.00015045+0.00040008i,0.00016138+0.00025688i,-1.7919e-05+0.00035679i,-0.0001171+6.7382e-05i,-0.00013177-0.00030561i,-0.00097466-0.00094436i
-0.00053246-0.00033582i,0.00051007-0.00061476i,0.0015367-0.00060336i,0.0015085+0.00014051i,0.0010274+0.00085074i,0.0011219+0.00033437i,0.0012367+9.2119e-05i,0.0001983-0.00016493i,0.0002796-0.0004546i,0.00111+0.00089837i,0.00071987+0.0014758i,0.00013338+0.0005408i,-0.00015954+9.2942e-05i,-0.00070461-0.00011415i,-0.00071684-0.00056592i,-0.00023153-0.00020958i,1.5412e-05+6.1548e-06i,-0.00054579-0.00041809i,-0.0011163-0.0009722i,-0.00054145-0.00041955i,-0.00015386+9.2136e-05i,1.695e-05-4.5207e-05i,-0.00013089+0.00053193i
-0.00034387+0.00074417i,-7.393e-05-4.5025e-05i,0.0010356-0.00011938i,0.0019781+8.852e-05i,0.0010378-0.00022428i,0.00038286-0.0002076i,0.00018343+0.00027438i,0.00038332+0.00074762i,0.0013195+0.00088169i,0.0017557+0.00027107i,0.00094947-0.00046178i,0.00030765-0.0010126i,7.3936e-05-0.00089856i,-0.00017917-0.00039028i,4.961e-06-0.00038814i,0.00026265-0.00013393i,-0.00065377+0.00038487i,-0.00068302+0.00030882i,5.04e-05+7.3055e-05i,0.00013247-0.00052032i,0.00033909-0.00081735i,0.00039072-0.00064969i,-2.6743e-05-0.00088694i
0.0021631-0.00015769i,0.0027362+0.00014465i,0.0034752-4.4929e-06i,0.0027567-0.000424i,0.00093555-0.00074598i,-0.00059849+0.00010479i,-0.0010493+0.0010464i,-0.00019002+0.00099085i,0.00020852+0.00085504i,5.869e-05+0.00010356i,0.00017982-0.00012632i,0.00048176+6.7993e-05i,0.00071255-0.0001903i,0.00042213+0.00027664i,-0.00020512+0.00016735i,1.9232e-05+0.00042766i,-0.00016458+0.00041026i,-5.8675e-05-0.00016573i,-0.00024404-0.00018017i,-0.00064244-0.00026349i,-0.00020357-0.00041394i,-2.7056e-05-0.000293i,0.00024617-0.00084288i
0.0024749+2.618e-05i,0.0024772+0.00025996i,0.0017005-0.0010041i,0.00092358-0.0010775i,7.8389e-05+0.00011009i,-0.00063589+0.00061744i,4.4818e-05+0.00084441i,0.0018721+0.0011385i,0.0020806+0.00054485i,0.00060534+0.00011386i,0.0002283-0.00031801i,0.00036241-0.00083157i,0.00034409-0.00075285i,0.00024579-0.00024477i,-0.00034243+0.00032525i,-4.1561e-05+0.00021382i,0.00020386-0.00010874i,0.00024797-0.00026489i,0.00048888-0.000112i,-9.53e-05-0.00035142i,-0.00056005-0.00066972i,-0.00075875-0.00030382i,-0.00099764+0.00013928i
-0.001429-0.00019704i,0.00067592-0.0010826i,0.0012194-0.00090863i,0.0011434-0.00067749i,0.0012697-0.0010641i,0.00043731-0.00083284i,6.4787e-05-0.00048061i,0.00053514+0.00054406i,0.0015045+0.0011462i,0.0013537+0.00031921i,0.00020766-5.5339e-05i,-0.00039441-0.0002724i,-0.00021609-0.00027302i,-0.00086102+0.0002402i,-0.0016512+0.00022466i,-0.00035664+0.00010445i,0.00065603+0.00041245i,0.00049746+0.00097686i,0.00052439+0.00099225i,0.00030384+0.00040643i,4.5847e-05-3.8022e-06i,-0.000512-0.00089781i,-0.00042852-0.0011688i
-0.00014802-0.00067621i,0.0017769-0.00055285i,0.0024965-0.00019536i,0.00086345-0.00049194i,1.0238e-05+0.00015727i,0.00078122+0.00068074i,0.00088688+0.00058554i,0.00088371+0.00028237i,0.00043905-1.069e-06i,-0.00029796+0.00051492i,-0.0002312+0.00058652i,0.00075991+0.00019893i,0.0015822-0.00017505i,0.0009967-0.00011903i,-0.0005878-0.0011045i,-0.0014334-0.0014354i,-0.00093341-5.5119e-05i,-0.00061947+0.00028581i,-0.00061275-5.2263e-05i,-0.00046668-0.00010092i,-0.00032052+0.00060137i,-0.00062588+0.0010707i,-0.0014332+0.00040049i
0.0002551+0.0018975i,0.0015472+0.0016071i,0.0031762+0.00078175i,0.0040918-6.6188e-05i,0.002963-0.00044195i,0.00077233+0.00020213i,-0.00013629+0.00021229i,0.00063942+3.7649e-05i,0.0010361+0.00043176i,0.00055034+0.00019662i,0.00024615-8.2203e-06i,0.00028179+1.5888e-05i,7.2247e-05+7.5274e-05i,-0.0004845-0.00017953i,-0.00028304-0.00060376i,0.00025776-0.0004671i,0.00024579-0.00066413i,0.00034467-0.00059278i,0.00055062+4.4785e-05i,0.00073625+0.00017373i,0.00033693-0.0004i,-3.6203e-05+0.00019686i,0.00012712+0.00027749i
-0.001282-0.001711i,-0.00031083-0.0028744i,0.0022277-0.0020666i,0.0024499-0.0010291i,0.0014704-0.00035033i,0.00023806-2.2227e-05i,-0.00055989-0.00019604i,0.00015202-4.3413e-05i,0.0006624+0.0002528i,0.00027859+0.00053895i,-0.00042792+0.0006186i,-0.00029867-0.00029359i,-0.00010439-0.0012561i,0.0001406-0.0011496i,0.00015506-0.00027883i,6.2464e-05+0.00023332i,0.00048315+0.00010725i,-0.00019028-0.00047966i,-0.00086988-0.00061148i,-0.00039399-0.00025474i,-0.00041865-0.00018867i,-0.00092372-0.00043509i,-0.001094-0.00052177i
0.00083171+0.0011411i,0.0023839+0.001587i,0.002905+0.001893i,0.0026075+0.0013543i,0.0014574+0.00063314i,0.00069716+0.00010215i,0.00051902-0.00037821i,0.00088054-0.00035327i,0.001131-0.00010367i,0.00070854+0.00012824i,0.00047981+0.00028859i,0.00047121+0.00056593i,-0.00037323+0.0001765i,-0.00034234-0.0004653i,0.00015541+8.5931e-05i,0.00024491+0.00065696i,0.00025812+0.0011435i,0.00056323+0.00080813i,0.00071819+3.8423e-05i,-0.00022406-5.4891e-05i,-0.0005152-0.00030484i,0.00015679-0.00015997i,0.00067512-0.00012014i
7.7685e-06-0.0016869i,-0.00035705-0.00078094i,0.0016767-0.00081534i,0.0019097-0.001594i,0.0001448-0.00073055i,-0.001232-3.0377e-05i,-0.00070932-3.0798e-05i,0.00067718-0.00017263i,0.0013174-0.0001703i,0.00085008+0.00025509i,0.00085411+0.00025266i,0.0010775+0.00015503i,0.00072594+0.00034652i,1.1526e-05-2.4929e-05i,-0.00032004+0.00013871i,0.00010574+0.00072486i,-0.00018604+0.00099934i,-0.00057723+0.0010187i,-0.00071286+0.00099786i,-0.0015058+0.0004118i,-0.0010879-0.00030974i,-0.00044329+9.0617e-05i,4.0106e-05+0.00043618i
0.00036933-0.00044865i,0.0011508+0.00024072i,0.00040299+0.0010067i,0.00016902+0.00099075i,0.00068529+0.00062624i,0.0010783-3.2194e-05i,4.6015e-05-0.00014394i,-0.00038787+0.00020249i,0.0004792+0.00087543i,0.00031989+0.00071819i,-0.00022542-0.00063569i,0.00012139-0.00097162i,7.9886e-05+7.0272e-05i,-0.00041881+0.00037256i,-0.00044463-0.00022105i,-3.3085e-05-0.00040202i,-0.00011804+0.0001007i,-0.00059458+0.00061266i,-0.0004625-3.8562e-05i,-0.00093251-0.00077443i,-0.00070333-0.00045353i,0.0003578-4.5624e-05i,-5.2044e-06+0.00012872i
9.4671e-05+0.00091601i,0.0022202+0.00066886i,0.0039773-0.00047095i,0.002942-0.00018803i,0.0011145+0.00062284i,0.00019633+0.00088442i,0.00023958+0.00099025i,0.00076025+0.00089697i,0.0011426+3.3657e-05i,0.0012955-6.2505e-05i,0.00088988+0.00016868i,0.00065349+0.00052565i,0.00034601+0.0001486i,-0.0007919+0.00032995i,-0.0016735+0.00094179i,-0.0017349+0.0010152i,-0.0011602+0.00080608i,-0.00066701+0.00056912i,-0.00035977+0.00028938i,0.00026547-0.00073781i,0.00053175-0.001063i,0.00037143-0.0005559i,6.2577e-05-0.0008998i
-0.00048487+0.00051834i,0.00069689-0.0001745i,0.0011657-0.00025972i,0.0014291-0.00015001i,0.0010411+0.00096288i,9.3059e-05+0.001244i,0.00019677+0.00075521i,0.0013462+0.0005723i,0.001413+0.00093355i,0.00070381+0.0010356i,0.00018523+0.0010598i,8.4808e-05+0.00051334i,9.0887e-05+0.00035357i,1.1442e-07+0.00035242i,0.0003904+0.00039699i,7.6671e-05-0.00030475i,-0.00070797-0.00059119i,-0.00099219-0.00016138i,-0.00069572-0.00022532i,-0.00018645+0.0001774i,0.00020611-0.00012268i,0.00057632-0.00044886i,0.00060552-0.00048796i
0.00042461-0.00056333i,0.0020903-0.00065785i,0.0025198-0.00069123i,0.0017095-0.0012365i,0.00013386-0.001078i,0.00018498-0.00035994i,0.00070929+0.00058282i,0.00025119+0.00021892i,-9.4239e-05-0.00024512i,-0.0003105+5.134e-05i,2.2067e-05+4.0794e-05i,0.00068892+0.00038032i,0.00043277+0.00040558i,-0.00058227-0.00023734i,-0.00099572-0.00074082i,-0.00094957-0.00072334i,-0.0010374+4.9403e-05i,-0.00090433+0.00022831i,-0.00022083-7.024e-05i,0.00010073+0.00013634i,-0.00042548+0.0002541i,-0.00049032+0.0004875i,-1.7408e-06+0.00040947i
-0.00084913+0.0020391i,0.00022939+0.0015029i,0.0017396+0.0010197i,0.0020062+0.00034734i,0.00066769+0.00043884i,-0.00079585+0.00047715i,-0.00070282-0.00038639i,0.00084284-0.00035068i,0.0010307+0.00083173i,0.00064946+0.0010682i,0.00082189+0.00082503i,0.00057112+0.00037803i,-0.00029503+0.00022019i,-0.0013286-0.00052409i,-0.0015136-0.001043i,-0.00076995-0.0010968i,0.00013014-0.00082031i,0.00035396-0.00038892i,-4.807e-05+6.1567e-05i,-0.00044891+0.00018908i,-0.00090093-8.0516e-05i,-0.00094581-0.00034448i,-0.00042644-0.00011276i
-0.00020836-0.0010322i,0.00096596-0.00064858i,0.001253-0.00039262i,0.0010099+0.00070176i,7.7453e-05+0.00095012i,3.5761e-05+0.00053007i,0.00058319+0.00065397i,0.00066859+0.00090789i,0.00068632+0.0006649i,0.00054155+0.00032931i,0.0001178+0.00015984i,0.00021066-0.0002035i,0.00013855-0.00097274i,-0.0007038-0.00069754i,-0.0020532-0.00058714i,-0.0013405-0.0004049i,4.6882e-05+0.0001802i,0.00032488+0.00017266i,0.00017584+0.0007646i,-0.0003148+0.00058923i,-0.00085416+0.00040887i,-0.00077732+0.00058133i,-0.00032201-8.2357e-05i
0.00035554-0.00059342i,0.0018461-0.00010468i,0.0018836+1.0138e-05i,3.1626e-05-0.00027689i,-0.00052635-0.00028961i,-0.00065518-0.00045504i,-0.00056682-0.00069407i,0.00090576-0.00022031i,0.0014322+0.00025912i,0.00078163+0.00048914i,0.00024246+0.00046947i,-9.5258e-05+0.00014924i,-0.00051872-0.00085308i,-0.00076855-0.0009929i,-0.00082098-0.00038204i,-0.00078134-0.00027852i,-0.0007869-0.00023948i,-0.00062136-0.00026973i,-0.00041325-7.4726e-05i,-0.00024537+0.00052857i,6.2578e-05+0.00065276i,0.0001798+0.00029188i,0.00039019+0.00016025i
0.00017705+0.0020042i,0.00021772+0.00055727i,0.0018028-0.00041575i,0.0036087-0.00063031i,0.0030365-0.00058865i,0.0015178-0.00068023i,0.00070931-0.00012431i,0.00087072+0.00045841i,0.00068217-0.00045525i,7.27e-05-0.00097906i,0.00019084-0.00015125i,6.7133e-05+0.0003208i,-0.00023287+0.00045809i,-8.639e-05+0.00066096i,-0.00033482+0.0013294i,-0.00029506+0.0015554i,0.0002456+0.0013858i,2.2047e-05+0.0011864i,-0.00042604+0.0011994i,-7.4655e-05+0.00049195i,-0.00024037-0.00033399i,-0.00070057-0.00016223i,-0.00076838+1.8122e-05i
0.001822-0.0011419i,0.0013873-0.00083662i,0.0012953-0.0013741i,0.00087595-0.001849i,6.2839e-05-0.00076235i,-0.00099839+0.00064739i,-0.0012288+0.0014516i,0.00010537+0.0012497i,0.0014654-0.00027973i,0.0011599-0.00084847i,0.00043252+0.00066212i,0.00013507+0.0011428i,0.00074452+0.00034419i,0.0012372-0.00019766i,0.00028081-0.00088259i,-0.00035316-0.0012324i,0.00037578-0.00060204i,0.00072644+2.9769e-05i,-0.00053107+0.00060175i,-0.00083981+0.00082953i,0.00010004+0.00047866i,0.0004032+0.00017178i,5.1533e-05-0.00016315i
0.00033722+0.0016592i,0.0020427+0.0014562i,0.0025786+0.0010219i,0.0025141+0.001402i,0.001286+0.0011012i,0.00055515+0.00056005i,-8.9781e-06+4.3459e-05i,-0.00064924+0.00011306i,-0.00080233+0.00073127i,-0.00094481+0.00085796i,-0.0010853-4.8897e-05i,-0.00027162-0.00043416i,0.0002263-0.00052684i,-0.0008398-0.0010275i,-0.0012367-0.00099663i,-0.0010756-0.00065375i,-0.0013163-0.0003737i,-0.0011684+4.9733e-05i,-0.00076852+0.00032976i,-0.00055876+0.0004863i,-0.00069807+0.00032622i,-0.0011761-0.0002835i,-0.0011827-0.00042524i
0.001981-0.0023235i,0.0026185-0.001007i,0.0031168-0.0013726i,0.0012831-0.0015963i,-0.0012685-0.0006167i,-0.0017863+0.00056508i,-3.4646e-05+0.00080267i,0.0013182-0.00028835i,0.0014118-0.00051753i,0.00082208-0.00010073i,0.00022732+0.00051288i,-7.868e-05+0.00031977i,0.00091907+0.00013242i,0.0012111-0.00065861i,0.00057699-0.0012541i,0.00022474+7.8752e-05i,-0.00017143+0.00025106i,-0.00081412-1.535e-05i,-0.00060955+0.00040846i,-0.00014774+0.00028778i,-0.00032824-0.00013854i,-0.0012007-0.00048444i,-0.0018903-0.0011493i
0.0021099+0.00025544i,0.0020219-0.00091756i,0.0021609-0.00024782i,0.0020869+0.00026125i,0.001132+0.00014879i,-9.299e-05+0.00031775i,-0.00037161+0.0010639i,0.00029843+0.0015462i,0.00073552+0.001107i,9.0011e-05+0.00095346i,-6.3026e-05+0.00025606i,0.00077919-0.00022638i,0.0011331-0.00019934i,0.0004483-0.00017644i,-0.0002423+2.9684e-05i,-0.00078569+0.00022405i,-0.0011094-9.2727e-05i,-0.00049258-0.00041051i,-0.00017641-0.00097356i,-0.00030994-0.00050415i,-0.00039561+0.00023987i,-5.9644e-05-0.00059408i,-0.00066762-0.00085627i
-0.00012678+0.0006471i,0.00076899+0.00047546i,0.0026986-0.00014136i,0.0025233+0.00051637i,0.0013283+0.0014299i,0.0011358+0.0007441i,0.00022768-0.00066238i,-0.00027244-0.00030203i,0.00050681+0.00071773i,0.00067584+0.00088462i,2.6839e-05+0.0011948i,0.00016979+0.0010196i,0.00025558+0.00016177i,0.00018326-0.00025992i,0.0002152-0.00030171i,-0.00011724+0.00017992i,-0.00049185+0.0011282i,-0.00094692+0.00063386i,-0.0007409-0.00019803i,0.00028872-0.00037771i,5.0128e-06-0.00043047i,-0.00036613-0.000293i,-6.5662e-05+5.5226e-05i
-0.00051416-0.000949i,0.00053183-0.0010268i,0.0016859-0.00050368i,0.0019686-0.00051572i,0.0010428-0.00044439i,-0.00057822-0.00056303i,-0.00023055-0.00028365i,0.00085213+8.3999e-06i,0.000738-0.00026158i,0.00010584+0.0002404i,-0.00060039+0.0013163i,-0.0012448+0.001384i,-0.0013512+0.00077739i,-0.0014471+0.00019564i,-0.0013643+0.0001387i,-0.00058515+2.987e-05i,-4.24e-05-0.00050185i,0.00017148-0.00027621i,0.00016756-0.00012192i,-0.00095372-9.674e-05i,-0.0011399+0.00024085i,-0.00055767-0.00017327i,0.00019321-0.00093084i
