-0.0042364+0.0011756i,-0.0025543-1.9457e-05i,-0.0036656-0.00010769i,-0.003389+0.0013201i,-0.0024369+0.0026303i,-0.0016746+0.0023452i,-0.00074884+0.0023482i,-5.2234e-05+0.0020034i,0.00015817+0.0012595i,0.00081524+0.00048917i,0.0018686-0.0001597i,0.0013785-0.0003189i,3.1355e-05-0.00028955i,-0.00044856-0.0004907i,-0.00071767-0.0010705i,-0.00085294-0.00089653i,-0.00020845-0.00075572i,-6.3947e-05-0.00066596i,4.5344e-05-0.00021963i,0.00049167-4.6811e-06i,-0.00048683-0.00041686i,-0.00095303-0.00071242i,-0.00056861-0.00033077i
0.00085252+0.0013165i,0.00082646+0.0014136i,0.00058926+0.0020566i,0.0006673+0.0015567i,0.00075195+0.00069212i,1.7706e-05+6.3411e-05i,-0.000526-0.00023134i,-0.0002755+0.00030736i,-2.2005e-05+0.0010082i,-6.4659e-05+0.001208i,-0.0002257+0.0012153i,0.000269+0.001344i,0.00041668+0.00096778i,-0.00028457+0.00024069i,5.063e-06-0.00060827i,0.0010065-0.00038956i,0.0010408-0.00010388i,0.00036704-0.0005212i,0.00050361-0.00084665i,-1.0184e-05-0.00067714i,-0.001092-0.00035085i,-0.001013+0.00017893i,-0.0013232+0.00025605i
-0.00032583+0.0012222i,-0.00086947+0.00092109i,-0.00023711+0.001526i,0.00032055+0.001372i,-0.0001781+0.00018674i,-0.00050324+0.00023145i,-7.5775e-05+0.00036061i,-0.0001144+0.00024819i,-0.00036531+0.00063359i,0.00010076+0.00099715i,0.00041242+0.00061915i,3.8905e-05-0.00034995i,-0.000247-0.00090068i,-0.00012619-0.0010142i,-0.00017873-0.00035643i,-0.00068826+0.00020667i,-0.000581-0.00058765i,0.0001017-0.00064025i,-5.7267e-06-4.7534e-05i,-0.00026308+0.00081898i,0.00046108+0.0010588i,0.00066248+0.00016975i,0.00042292-0.00064986i
0.00093268-0.001375i,0.0004752-0.0011171i,0.00066322-0.00098449i,0.00022129-0.0003314i,2.4999e-06+6.9363e-05i,-0.00023727-0.00012103i,-0.00023913+0.00027692i,0.00014305+0.0004172i,0.00032699+0.00033206i,0.00048807+0.00040045i,0.0011677+0.00025881i,0.00078391+5.4587e-05i,0.00013383+8.1219e-05i,0.00050497-0.00072057i,0.00066009-0.0014414i,0.00027577-0.00089115i,0.00055503-0.00059158i,0.0013134-0.000611i,0.0010697-5.2947e-05i,8.1579e-05+0.00077009i,-1.7557e-05+0.000882i,0.0001268+0.00040453i,-0.00014384-0.00040784i
0.00060955+0.0013246i,0.00094341+0.0010401i,0.0017202+0.00069292i,0.00082316-0.0003062i,-0.00023814+0.00053507i,-6.677e-05+0.001046i,0.00017839-6.4477e-05i,0.00012829+0.00011769i,0.0003566+0.00014291i,0.0010467-0.00031161i,0.00066551+0.00013715i,-0.00028126+0.00028487i,-0.00050223+0.0001439i,-0.00057909-0.00010489i,-5.6166e-05-0.00023216i,0.00058165-0.00044969i,0.0011194-0.00050372i,0.0012833-0.00067762i,0.00076034-0.00058078i,0.00024365-0.00026823i,0.00071193-0.00099679i,0.00076709-0.0015864i,-0.00035598-0.0010636i
0.0026984+0.0015329i,0.0027453+0.0017935i,0.0024075+0.0019643i,0.0020349+0.0011415i,0.0014676+0.0002841i,0.00029756+0.00042496i,-1.2518e-05+0.00013002i,-0.00067617-0.00012662i,-0.00031715+0.00051229i,0.00079173+0.00099609i,0.00038899+0.0010547i,-0.00022018+0.00080245i,6.9066e-05+0.00073879i,1.5204e-05+0.00019775i,-0.0011706-0.00087369i,-0.0014382-0.00093495i,-0.00025373+5.9976e-05i,0.00030881+0.00058242i,0.00052736+0.00049886i,0.00033532-0.0002571i,2.5351e-05-0.00064455i,6.4145e-05-0.00055831i,-0.0004105-0.00068811i
-0.00057594-0.0012979i,-0.0011635-0.000239i,-0.00099352+5.173e-05i,-0.001278-0.00057163i,-0.0007496+1.852e-05i,0.00010709+0.00070669i,0.00044153+0.00064302i,0.00073055+0.0007653i,0.00024992+0.00086582i,2.2488e-05+0.0013189i,0.00039879+0.0011228i,0.00011453-0.00015093i,1.0914e-05+1.6829e-06i,0.00014926+0.0010801i,2.7815e-05+0.00066988i,0.00015927-5.1931e-05i,0.00080595-0.00052873i,0.00049425-0.00065027i,-0.00011696-0.00013122i,0.0002279+0.00019529i,4.2503e-05+7.6326e-06i,-0.00080914+1.9638e-05i,-0.00088437-2.0353e-05i
-0.0014439+0.00053982i,-0.0006775+0.0010936i,-0.00029811+0.0020813i,-0.0003605+0.0026668i,-0.00016743+0.0016396i,-5.1694e-05+0.0013629i,-0.00032578+0.0015104i,-0.0004991+0.0012484i,-0.00042028+0.0010466i,-1.7349e-05+0.00069979i,0.0012126+0.00046694i,0.0013213+0.00018987i,0.00045976-0.00064496i,-4.1456e-05-0.00048218i,-0.00089984-0.00012888i,-0.0013247-0.00018808i,-0.00040802-0.00024993i,0.00012108-0.00069202i,-6.1413e-05-0.00066494i,0.00066915-0.00064266i,0.00085094-0.00047474i,0.00022212+0.00048843i,3.0155e-05+0.00091443i
6.4066e-05+0.0033398i,0.00020894+0.0024826i,0.0014593+0.002003i,0.0021348+0.0011134i,0.0022305+0.00024525i,0.0018284-0.00024995i,0.001238-0.00050982i,0.00071694-7.2906e-05i,2.141e-05+0.00085856i,-7.9973e-05+0.00077054i,-0.00011635+0.00020018i,-0.0011157-0.00030348i,-0.001101-0.00021753i,-0.00038881+0.00055426i,-0.00039229+0.00058908i,-0.00053804+8.1635e-05i,-0.00011853+0.00015173i,-0.00033225+0.00040466i,-0.00063864+2.8096e-05i,-0.00022634+1.9893e-05i,0.00025548+0.00040998i,0.00043711-9.4751e-06i,-0.00041177-0.00049763i
0.0017881-0.0010968i,0.0013709-0.0014179i,0.00076639-0.0021108i,-4.4686e-05-0.00056158i,-0.00058898+0.0014598i,-0.00015918+0.0011715i,-6.1524e-05+0.00089275i,-0.00064885+0.0008732i,-0.00013446+0.00090738i,0.00035003+0.0011467i,0.00053804+0.00071542i,0.00030788+0.00054064i,-0.00078188+0.00035116i,-0.00084396-0.00051571i,0.00027871-0.00078593i,0.00093574-0.0010094i,0.0010948-0.00073223i,0.0007177-0.00036633i,0.00066299-0.0004661i,0.00022938-0.00023676i,-0.00042402-0.00011279i,-0.00053688-9.9997e-05i,-0.00011841-0.00047505i
0.0016367+0.0041907i,0.0019986+0.0017314i,0.0025623+0.00098221i,0.0027752+0.00061943i,0.0015854-0.00084198i,-0.00010416-0.0014178i,-1.6169e-05-0.00013611i,0.00034514+0.00049527i,0.0003443+4.5663e-05i,0.00024877-0.00020958i,-0.00027102-0.00074046i,-0.00090451+4.6124e-05i,-0.00032362+0.00089195i,-0.00029878-9.6511e-05i,-5.1767e-05-0.00051141i,0.00025567-0.00012634i,0.00022822+0.0001522i,0.00058588+0.00012865i,0.00066749-3.37e-05i,0.00096938-9.542e-05i,0.00059989-0.00022336i,-0.00012582-0.00026247i,-0.00024892+0.00021265i
-0.001739-0.00076378i,-0.0012635+0.00049798i,-0.0010375+0.0024175i,-0.0004994+0.0027148i,0.0014601+0.0018924i,0.0022418+0.0017912i,0.001535+0.0015981i,0.00086016+0.0011136i,0.00049558+0.0021125i,0.00041707+0.0015932i,0.00055482+0.0003615i,0.00034297+0.00025368i,6.5781e-05+0.00077898i,0.00036552+0.0005986i,0.00031739-0.00094129i,-0.00023942-0.001419i,-0.00024245-0.00047762i,-0.00024665-0.00010875i,0.00033951-0.0002072i,0.0015095-0.00027394i,0.00099433-0.00084365i,0.00015307-0.00088033i,0.00025438+0.00019522i
0.0022174+0.00023238i,0.001258-0.0001275i,0.00085234-0.0012014i,0.00063364-0.00084744i,-6.6671e-05-6.0125e-05i,4.6824e-05+0.00029825i,8.38e-05-1.5495e-05i,-0.00022843+0.00088405i,8.5368e-05+0.0013886i,0.00048764+0.00012814i,0.0005411+0.00019682i,-3.4083e-05+0.00086911i,-0.00029477+0.00048262i,-0.00058043-0.00014222i,-0.00035194-0.00043284i,-0.00018729-0.00043166i,-6.9426e-05-0.00063033i,0.00031046-0.00062727i,0.00049715-7.0983e-05i,0.00078677+0.0004176i,0.00025635+0.0003226i,-0.00024841-0.00043039i,-4.9592e-05-0.00064788i
-0.0025651+0.00019499i,-0.0018644-7.0568e-05i,-0.0012649+0.0009467i,-0.00041716+0.0015924i,0.00048727+0.0019683i,0.00094548+0.0021539i,0.00085652+0.0014911i,0.00079741+0.00069009i,0.00089153+0.00075984i,0.00089705+0.0011608i,0.00087035+0.00094599i,0.00064094+0.00033135i,-0.00018181-0.00036374i,0.00011893-0.00056439i,0.0003386-0.00028933i,1.1167e-05-0.00041006i,0.00044163-0.00065207i,0.0012361-0.0010484i,0.001144-0.0011088i,0.00027056-0.00020636i,-0.00049412-0.00040589i,-0.00065587-0.0014539i,-8.2747e-05-0.00019523i
-0.003552+0.00023533i,-0.0030346+0.0005835i,-0.0017239+0.0023467i,-4.6478e-05+0.002666i,0.00043972+0.0018788i,0.00031527+0.00099784i,0.00015453+0.00043298i,-3.911e-05+0.00053652i,-0.00036028+0.001378i,-3.4292e-05+0.0019073i,0.00094232+0.00077786i,0.00097616-0.00044781i,0.00039305-0.0008713i,3.6082e-05-0.0014308i,-0.00043926-0.0023453i,-0.0004027-0.0021479i,0.00026328-0.0017085i,0.00030571-0.001285i,0.00054373-0.0002725i,0.0004784+1.048e-05i,-0.00020001-0.00019754i,0.00045087-0.00013397i,0.00083328+0.00011652i
-0.00074133-0.0007639i,-0.00071185+0.00021219i,-0.0017462+0.0011013i,-0.0015304+0.0010772i,-0.00044311+0.0018247i,0.00079946+0.0028591i,0.0014299+0.0022496i,0.0011611+0.0014132i,0.00054411+0.00093634i,0.00056556+0.001048i,0.00066462+0.00058782i,0.00095261+0.00019143i,0.00068016+0.00046978i,0.00060126-0.00072469i,0.00068573-0.0012859i,-6.3976e-05-0.0009721i,-0.00035888-0.00057395i,0.00092418-0.00065116i,0.0021606-0.0011925i,0.0016128-0.00071852i,0.0005077-0.00034952i,0.00018393-0.00077562i,-0.00037789-0.000389i
-0.0025294+0.00026772i,-0.0021748-0.00060359i,-0.0022183+0.00057401i,-0.0012821+0.0019784i,-0.00035906+0.0024691i,-0.00026295+0.002361i,0.00019869+0.0013221i,-3.0652e-05+0.00042417i,-0.0002786+0.00073241i,1.4012e-05+0.0016219i,0.00072121+0.0012654i,0.00074773+0.00033534i,-0.0001142+6.4264e-05i,-0.00048425-0.00068321i,-0.0003636-0.0011866i,0.00016328-0.00092303i,0.00037517-0.00017703i,0.0011564-0.00040916i,0.0015782-0.00092169i,0.0004095-0.00052408i,-0.00078248-0.00064443i,-0.00082056-0.00094911i,-0.00031013+3.4737e-05i
0.00076991+3.1698e-05i,3.3923e-05+5.7231e-05i,0.00047712-0.0013501i,-2.0596e-05-0.0016174i,-0.00068277-0.00071225i,-0.00051783-0.00080314i,-0.00030761-0.0011864i,8.1372e-05-0.0007701i,0.00042134-0.00017839i,0.00043888+0.00010799i,0.00065268+0.00041949i,0.00061579+0.00024213i,-0.00012256+0.00055787i,-0.0004601+0.00049888i,-8.8612e-05-0.00054016i,-0.00023465-0.0007659i,-4.9914e-05-0.00015684i,0.00045235-0.00037014i,0.0005965-0.00024776i,0.00034723+0.00028576i,-9.0311e-05-0.00022397i,-0.00043982-0.00028379i,-3.1023e-06+0.00052587i
0.00064806-0.0016402i,6.7817e-05-0.0011957i,-0.00056974+3.8575e-05i,-0.00040185+0.0018363i,0.00078072+0.003131i,0.00055533+0.0033073i,0.00064801+0.0020968i,0.0012024+0.0013302i,0.0011976+0.00093557i,0.00093382+0.001014i,0.00059247+0.001134i,0.00046968-0.00020623i,0.00064552-0.0006699i,0.00064455-0.00045237i,0.00031752-0.0011628i,-0.00014919-0.0012747i,0.00019856-0.001315i,0.00043452-0.0012844i,0.00083981-0.00095111i,0.0014163-0.00032403i,0.00054582-0.00021642i,-0.00037716-0.00063744i,-0.00073406-0.00080759i
4.3083e-05-4.8151e-06i,0.00034782+0.00024003i,-0.00045629+0.00013946i,-0.0015225+0.00056605i,-0.0015463+0.00022054i,-0.0010808-5.8785e-05i,-0.00043364+0.00072468i,-0.00021431+0.0013717i,-0.0001996+0.001541i,0.00071479+0.0012066i,0.00071212+0.0002697i,0.00021961-0.00037862i,0.00027527-0.0007595i,0.00081101-0.00093628i,0.00060942-0.00049041i,-8.3157e-06-0.00065635i,2.6401e-05-0.0010718i,0.00065388-0.0010436i,0.00074061-0.00029018i,-8.2798e-06-0.00013682i,-0.00013533-0.00057941i,0.00015159-0.00011703i,-0.00017135+0.00014279i
0.00016692-0.00097898i,-0.00050164-0.00098871i,-8.957e-05-0.00092227i,0.00055106-8.518e-06i,0.0013206+0.00013541i,0.00059373+0.00065873i,-0.00036303+0.00078251i,0.00058578+0.0010532i,0.0012103+0.0018256i,0.00091914+0.0012245i,0.00029671+0.00049907i,-0.00025102-0.00018134i,-0.00094674-0.00038404i,-0.0011502-0.00042226i,-0.0011815-0.00071837i,-0.0012975-0.00061573i,-0.00055891-0.00058557i,0.00020011-0.00041135i,0.00041973+0.00020839i,0.00065384+0.00025742i,0.00094216+0.00013806i,0.00036736+0.00088128i,-0.00014987+0.00059689i
9.6407e-05-0.0015756i,0.00046679-0.00068343i,-0.00015615-0.00027299i,-0.0010602-0.00023659i,-0.0019905+0.00051375i,-0.0017463+0.0013795i,-0.0006266+0.0014403i,-0.00064063+0.0012112i,-0.00053641+0.00091362i,0.00023975+0.0010181i,-3.3724e-06+0.0004226i,-0.00047414+6.6547e-05i,-0.0004556-0.00029089i,5.8451e-05-0.00031198i,0.00060921+0.0001268i,0.00041909-0.00022217i,0.00036456-0.000584i,-9.0666e-05-0.00071667i,-0.00042713-0.00092176i,4.5377e-05-0.00090031i,0.00031067-0.00083034i,0.00050132-0.0011483i,0.00028994-0.0010365i
-0.0013839+0.00021784i,-0.0014635+0.00017234i,-0.00090141+0.00092193i,0.00067416+0.0018637i,0.00093751+0.0009968i,0.00042982-4.4e-05i,-9.4456e-05+0.0002965i,-0.00018291+0.00098309i,-6.9266e-05+0.0016655i,0.00069194+0.0014999i,0.0017285+0.0011778i,0.00097084+7.2806e-05i,-0.0001431-0.00078403i,-0.0004414-0.00056039i,-0.00062279-0.00057298i,-0.00073171-0.00095613i,-0.00037752-0.00075356i,5.8658e-05-0.00057119i,-0.00041359-0.00077486i,-0.00022605-0.00025378i,0.00074824+6.0836e-05i,0.00071951-0.00061844i,9.9286e-05-0.00080442i
0.00011593-0.00075356i,-0.00030587-0.00050855i,-0.00053856-0.00085757i,-0.00085513-0.00017816i,-0.0013541+0.0011918i,-0.0013547+0.0016826i,-0.0003599+0.0011981i,0.00018416+0.0014209i,0.00028246+0.0018995i,0.00045745+0.002264i,0.00024656+0.001008i,-9.2029e-05+8.7509e-05i,-6.192e-05+0.00017719i,-6.2861e-05-0.00019761i,-0.00061568+9.9563e-06i,-0.00044853+0.00026702i,0.00059164-3.2378e-05i,0.0010566-7.5807e-05i,0.0010665-0.00037369i,0.00030607-0.00042244i,-0.00013834-0.00011084i,0.00041771-0.00042204i,0.00075998-0.0005597i
-0.0003102+0.0006739i,0.00025293+0.00070426i,0.00068762+0.0021796i,0.00012095+0.0017109i,-0.00043097+0.0010429i,-0.0001489+0.00077723i,4.22e-05-0.00034032i,0.00044696-0.00069876i,0.0006954+0.00044548i,0.00038651+0.0012017i,0.00076833+0.0013971i,0.00074116+0.00095571i,0.00059678-2.6518e-05i,0.00085407-0.00058879i,0.00032056+1.3226e-05i,-0.00019026+0.00057299i,0.00013865-6.5023e-05i,0.00030999+0.00038351i,0.00030191+0.00074801i,0.00011217+0.00044794i,-0.00056647+0.00016894i,-0.00069549+8.2709e-05i,-0.00083656+7.0029e-05i
-0.0034693-0.001375i,-0.0025967-0.00054114i,-0.003402+0.0015183i,-0.0021926+0.0023809i,4.0656e-05+0.001993i,0.0010549+0.0018043i,0.0012368+0.0019191i,0.00071866+0.0012422i,0.00020268+0.0014296i,0.00050844+0.0020398i,0.0011818+0.0014952i,0.0011118+0.00095827i,0.00031678+0.00017819i,-8.0797e-05-0.0012103i,-0.0006529-0.0016825i,-0.00052527-0.001082i,0.00034139-0.00057338i,0.00099738-0.00063383i,0.00067087-0.00073429i,0.00039743-0.00044876i,0.00054644+0.00050055i,0.00048408+0.00079103i,0.00026549+5.1979e-05i
0.00069383+0.0004296i,-1.0121e-06+0.00058099i,-0.00027293+0.00037933i,-0.00023837-0.00020122i,-0.0010363-0.00021052i,-0.00095799+0.00030836i,0.00014773+0.00053512i,0.0004012+0.00040547i,0.00029054+3.8208e-05i,0.00039649+0.00053122i,4.0097e-05+0.0013103i,-0.0008334+0.00048711i,-0.00082231-0.00048262i,-0.00024871-0.00070293i,-0.00052082-0.00092583i,-0.00068103-0.0010353i,-0.00049417-0.0012519i,0.00014387-0.0013236i,0.00056336-0.0011959i,-3.9523e-05-0.00094431i,-0.00031552-9.41e-05i,-0.00041289+0.0002665i,-0.00046818+0.00038278i
0.00066103-0.00046095i,-0.00091417+0.0008366i,-0.00093799+0.0004197i,-0.0007644-0.00010475i,-0.0009387-0.00030444i,-0.00063114+0.00014174i,0.00035494+0.00085593i,0.0005646+0.00079669i,-6.3825e-05+0.00089472i,0.00051024+0.0011412i,0.000522+0.00109i,-0.00079039+0.00017313i,-0.00046067-0.00025094i,2.1861e-05-0.00018719i,4.8858e-05-0.00077377i,0.00047651-0.00087354i,0.00067544-0.0010273i,0.001656-0.0013997i,0.001584-0.00089454i,0.00076187-0.0001321i,0.00042485-0.00068086i,-0.00023092-0.0014957i,-0.001134-0.0011135i
-0.00068566-0.00063101i,-0.0014939-0.00074256i,-0.0013909+0.00052473i,-0.00017889+0.0013057i,-0.00029142+0.0017362i,-0.00022011+0.0019217i,-0.00044159+0.0016402i,-0.0013218+0.00077656i,-0.00053367+0.0010709i,0.00079083+0.0018504i,0.00093712+0.0017335i,0.00061602+0.00070113i,0.00071393-0.00022134i,0.00031808-0.00072382i,-0.00037381-0.00053164i,-0.0011256-0.00020056i,-0.00082987-0.00028294i,0.00017885-0.00042351i,0.00023689-0.00043748i,0.0005639-3.2431e-05i,0.00060069+0.00027334i,-0.00072836-5.7802e-05i,-0.00076088-0.00018729i
-0.0017731-0.00042613i,-0.00080237-0.00091031i,-0.0013228-0.00028156i,-0.0030216+1.8625e-05i,-0.0022451+0.00074294i,-0.00060617+0.0019883i,-0.00093126+0.002035i,-0.00098855+0.00090347i,-0.00022162+0.00055079i,0.0011596+0.00085859i,0.0019436+2.6981e-05i,0.0011129-0.00042457i,9.8069e-05-0.00037384i,0.00045519-0.0011313i,0.0013401-0.0010744i,0.00098936-0.00035033i,0.00060912-4.5204e-05i,0.00099625-0.00027582i,0.0010821-0.0010835i,0.00024051-0.0014583i,-0.00029686-0.0010846i,0.00014755-0.00013621i,0.00050844+0.00084155i
-0.0015821-0.00086357i,-0.0019273-0.0016907i,-0.002925-0.00044897i,-0.0024277+0.0019207i,-0.0014998+0.0027254i,-0.00051031+0.002365i,0.00022613+0.0018508i,0.00015922+0.0011106i,-0.0001459+0.00052405i,6.957e-05+0.00092889i,0.0012923+0.0011358i,0.0013019+0.00047022i,0.00064747-0.00032108i,0.00054973-0.00061009i,0.00039118-0.00025596i,-0.00011172-0.00018036i,2.0991e-05-0.0004704i,0.00097949-0.00059689i,0.00066998-0.00035722i,-0.0005215-0.00013193i,-0.0006797-0.00013816i,-0.00031988-0.00041993i,-0.00035356-0.0005776i
0.00031203-0.0012862i,-0.00017952-0.00099848i,-0.00024368-0.0017325i,-0.00051182-0.0009663i,-0.00092653+2.916e-05i,-0.00024328+0.00060555i,0.00059175+0.00036659i,0.00017716-0.0003097i,-9.9746e-05+0.00071104i,-4.5163e-05+0.0015213i,0.00019671+0.0014069i,-0.0001798+0.0014904i,-0.00018613+0.00061486i,0.00081013+0.00025058i,0.00056885+0.00019694i,-0.00031554+6.7107e-05i,-0.0002175+0.00030948i,0.00023532-0.00056676i,0.00027537-0.0011194i,0.00020878-0.00072285i,0.00040509-0.0006652i,0.00055891-0.0005603i,0.0005803-0.00019418i
0.0029795-0.0019233i,0.0020249-0.0017285i,0.0010234-0.0020667i,0.00062457-0.001879i,0.00072456-0.00018898i,0.00039088+0.0016724i,0.00041238+0.0027231i,0.00017784+0.0020743i,-0.00037683+0.0014801i,-0.00051254+0.00053769i,-7.8027e-05+0.00031797i,0.00041721+0.00099945i,0.00095754+0.00071i,0.0012332-1.3279e-05i,0.0012066-0.00072775i,0.00095212-0.0010104i,0.00046577-0.0013231i,0.00034944-0.0010956i,0.0008062-0.00068608i,0.0011298-0.00080737i,0.00029792-0.00068471i,-0.00079445-0.0003935i,-0.00072912-0.00026295i
0.0019075+0.002572i,0.0020769+0.0020055i,0.0018656+0.0017477i,0.0011805+0.00022472i,-0.00035217-0.00096226i,-0.00052821-0.00023464i,-0.00022214+0.001203i,-0.00073515+0.00092334i,-0.00036944-0.00017748i,0.00023323-0.00082582i,0.00021317-0.00073474i,-0.00016387-0.00049152i,-0.0005883-0.00045594i,-0.00036753-0.00018258i,-0.00029083-0.00032154i,-0.00066242-0.00042132i,-0.00091342-0.00015733i,8.4218e-06-0.00022111i,0.0013033-0.00077866i,0.0014499-0.00093412i,0.00058457-0.00032443i,0.00026547-7.7579e-05i,0.0001981+0.00020334i
0.00073365-0.00070631i,-0.00055278+0.00019993i,-0.00066252+0.00019548i,0.00023212-0.00010764i,0.00020376-0.00086699i,-9.6061e-07-0.0010389i,9.7186e-05-0.00030949i,-4.1451e-05+0.00032411i,-0.00067773+0.0010389i,-0.00063287+0.0018339i,4.1869e-05+0.0015506i,0.0010116+0.00059074i,0.001484+0.00078931i,0.00053356+0.00076884i,-0.0002751-0.00039111i,-5.026e-05-0.00042341i,0.00037212-6.7422e-05i,0.00047272+0.00018567i,0.00057927+6.9652e-05i,0.00041575+1.996e-05i,-0.0003662+0.00054325i,-0.000525+0.00040006i,0.00023857+2.7139e-05i
-0.00068981-0.00040903i,-0.0010824+0.00044736i,-0.00054272+0.00056193i,-0.00065069+0.00014042i,-0.00073852+0.0010781i,-0.00045995+0.0015378i,0.00013572+0.00067091i,0.00036027+0.00077029i,0.0010693+0.0015785i,0.0016257+0.00095257i,0.0012603+0.00040319i,-0.00011282+0.00018719i,-0.00076154-0.00033681i,-0.00044993-0.00077527i,-0.00017561-0.00050416i,-4.5621e-05-0.00042977i,4.2129e-05-0.00054827i,-0.00029025-0.00088847i,-0.00012776-0.00054837i,0.00037832-0.00048493i,0.00023769-0.00043048i,7.3156e-05+0.00042642i,0.00022371+0.00014529i
-0.00040727+0.0020631i,0.00073607+0.0021058i,0.00055663+0.0014087i,0.00017675+0.00058326i,-0.00021848+0.00091597i,-0.0014552+0.0013702i,-0.00059635+0.0011386i,0.00064254+0.0015167i,0.00069328+0.0020321i,0.00085276+0.0018217i,0.00061083+0.00048524i,0.00057726-0.00095123i,0.00048777-0.00054717i,-0.00027258+0.00012713i,1.013e-05-0.00036701i,0.00083969-0.00078604i,0.00033219-0.00091356i,0.00052515-0.00039906i,0.0017332-3.6647e-05i,0.0012293+0.00013832i,9.7918e-05+0.00010386i,0.00054805-0.0003595i,0.0011129-0.00016231i
-0.0016132-0.0012647i,-0.0012007-0.00060308i,-0.0021535-0.00053343i,-0.0015398+0.00027216i,0.00028822+0.001109i,0.00098597+0.00090682i,0.00023289+0.00028908i,-0.00012345+0.00048805i,-0.00019379+0.00050657i,0.00015052+0.0010145i,0.00099274+0.0016463i,0.00090103+0.00079036i,0.00093773-0.00055566i,0.0010923-0.0015644i,0.00078625-0.0012159i,0.00013406-1.8446e-05i,-0.00054828-0.00028238i,0.00021991-0.0010042i,0.00098864-0.00074672i,0.00055022+0.00023249i,-0.00026786+8.5098e-05i,-0.0010783-0.00088386i,-0.0012476-5.1307e-05i
-0.00018279-0.00036851i,-0.00069663-0.00083594i,-0.0014402-0.00042235i,-0.0012552+9.9799e-05i,-0.0001586+0.00068436i,8.0425e-05+0.0014451i,-0.00032656+0.0012477i,-0.001086+0.00053887i,-0.001111+0.00076974i,-0.00067512+0.0014871i,-6.0165e-05+0.0014056i,0.00047341+0.00044724i,0.00078395-0.00035502i,0.00086356-0.00062158i,0.00081467-0.00042876i,0.00065645-0.00069939i,0.00061084-0.00064318i,0.0009038-0.00066338i,0.00048892-0.00048667i,-0.0001991-0.00050329i,-0.00010932-0.00055634i,-0.00073241-0.00090301i,-0.0010387-0.00094811i
0.00014911-0.0004787i,0.00062716-0.00054985i,0.00045188-0.00098702i,-0.001064-8.0974e-05i,-0.0022885+0.00010361i,-0.0018212+0.00077432i,-0.00097038+0.0010021i,-0.00057586+0.0005755i,-0.0004943+0.00035681i,0.00028407+0.00024072i,0.00036391+0.0005381i,0.00039506+0.00030896i,0.00091706-0.00021185i,0.0004804+0.00092748i,0.00028052+0.0008968i,0.00049902+3.3678e-05i,0.00076922-0.00071149i,0.00083096-0.0010957i,0.00041466-0.00065098i,0.00095401-0.0003399i,0.00085501-0.00036629i,9.5422e-05-3.68e-05i,0.00016972-0.0001722i
0.0002255-0.00084483i,-7.6375e-05-0.0016321i,0.00097306+0.0011119i,0.00073132+0.0026177i,0.00022195+0.0023126i,0.00055928+0.0017717i,0.00059624+0.0012695i,0.00015633+0.0013692i,-0.00061187+0.0010587i,-0.00027847+0.0011509i,0.00057851+0.001284i,0.00034521+0.00059716i,0.00029755+0.00033197i,0.00041563-0.00021216i,0.00011019-0.0014466i,7.4283e-05-0.002012i,0.00041277-0.0014385i,0.00053033-0.00034673i,8.8049e-05+1.9208e-05i,0.00018753-0.00043258i,0.00078058-0.00033091i,0.00037065+0.00025513i,-0.00020949+7.2536e-05i
-0.00083715-0.00065246i,-0.0012187-0.00067873i,-0.0016235-5.591e-05i,-0.0021547+0.00062777i,-0.001464+0.0013266i,-0.00028324+0.0022109i,0.00031967+0.0014246i,0.00011569-0.00026818i,0.00020849+0.00034758i,0.00097513+0.0012628i,0.00097781+0.0013555i,0.00049671+0.00050889i,0.0010704-0.00039057i,0.0017019-4.9499e-05i,0.0016384-0.00020398i,0.00074487-0.00075369i,0.00053045-0.0008531i,0.0013403-0.00098483i,0.0014928-0.00072638i,0.00099551-0.00075936i,0.00021833-0.0005872i,-0.000482+8.4956e-05i,-0.00095405+0.0001684i
-0.0001046+0.0017848i,0.00064533+0.0019225i,0.00073967+0.0015754i,0.00077246+0.00094315i,0.0008202+0.0011553i,0.00099155+0.0011955i,0.00018027+0.0010762i,-7.5912e-05+0.00072798i,0.00020722+0.00090071i,0.00062498+0.00099256i,0.0010167+0.00053694i,0.00084524+0.00012056i,0.00074041-0.00030661i,0.00061193+0.00036355i,-5.1249e-05+0.00041485i,-0.00096762-0.00041855i,-0.0005542-0.00063386i,0.00043914-2.7222e-05i,0.0012526+0.00025036i,0.0011382+0.00023728i,0.00025254+0.00046038i,-8.833e-05-0.00017177i,6.0842e-05-0.00046165i
0.0019545+0.0013021i,0.0017211+0.00065357i,0.0016735-0.0006564i,0.00077359-0.0011035i,0.0002576-0.0010831i,-0.00070354-0.00085996i,-0.00092512-8.2758e-05i,-0.00044236+0.0010178i,-0.00046869+0.0012228i,-0.00075264+0.00073162i,-0.00066086+0.00043009i,-0.00062657-0.00040181i,-0.00083904-0.00077462i,-0.00092103-0.00066077i,-0.0001895-0.00070746i,0.00045191-0.0006209i,0.00087251-4.1613e-05i,0.00038991+0.00047544i,0.00010072-0.00015121i,0.00064582-0.00014277i,0.00061713+0.00072574i,0.00035987+0.00018673i,0.00056133-0.00078674i
