-0.0022559+0.00010046i,-0.0014955-0.0013717i,-0.0017229-0.0027272i,-0.0016092-0.0017532i,-0.0015604+0.0011397i,-0.00086517+0.0027902i,0.00049218+0.0019903i,0.0012172+0.00075834i,0.00089304+0.00098086i,0.00057791+0.00076787i,0.00037303+0.00036229i,0.00031502+0.00011328i,3.9426e-05-0.00057541i,-0.00021197-3.3922e-05i,7.1435e-05+0.00076916i,0.00033992-5.057e-05i,0.001011-0.00074853i,0.00082542-0.00075408i,0.00050937-0.00022417i,0.00028677+0.0008586i,-0.00021743+0.0010313i,0.00017155+0.00052079i,0.00073129+0.00053583i
0.003481-0.00039008i,0.027522-0.0069737i,0.070159-0.018354i,0.10554-0.017239i,0.10021+0.018147i,0.064655+0.043828i,0.032398+0.022571i,0.015586-5.1504e-05i,0.014359-0.00052602i,0.016293+0.001249i,0.0121-0.00043527i,0.0062242-0.0017872i,0.0022442-0.0034967i,0.0015634-0.0033973i,0.0024849-0.00065454i,0.0047054+0.0015408i,0.0071738+0.0027006i,0.008233+0.0031478i,0.0074573+0.001736i,0.0036877-0.00032799i,-0.0018593-0.001883i,-0.0028122-0.0039431i,0.0021487-0.0073768i
-0.0077034+0.00071407i,-0.03329-0.0046001i,-0.080441-0.0067915i,-0.11846-0.000342i,-0.10607+0.010851i,-0.055749+0.023758i,-0.01455+0.033313i,0.0026567+0.031306i,0.0057204+0.024567i,0.0069636+0.01905i,0.0073937+0.010613i,0.0006524+0.00032936i,-0.0066381-0.002557i,-0.0074129+0.0010279i,-0.0045412+0.0042708i,-0.002131+0.0039718i,-0.0017904+0.00046516i,-0.0020913-0.0022436i,-0.00031103-0.0028334i,0.0019894-0.0012703i,0.0044121+0.0031701i,0.0047872+0.0065558i,0.0001168+0.0043743i
0.006551+0.0084201i,0.026361+0.019047i,0.055775+0.033447i,0.059478+0.036646i,0.01541+0.022365i,-0.026825-0.0021029i,-0.02617-0.015584i,-0.012922-0.011096i,-0.01086+0.00034014i,-0.0071676+0.0090403i,0.0003841+0.0093116i,0.0041842+0.0057306i,0.0043033+0.0034276i,0.0041277+0.0038817i,0.0057878+0.0041018i,0.0078843+0.0026222i,0.0092752+0.00081319i,0.0075873-0.00043316i,0.0030856-0.00072508i,0.0010489-0.0012312i,0.0025542-0.003719i,0.0043326-0.0052321i,0.00319-0.0023652i
-0.0056516-0.0085774i,-0.022851-0.025858i,-0.042669-0.050911i,-0.036037-0.067623i,0.0060219-0.065315i,0.029862-0.044995i,0.010003-0.02136i,-0.0098253-0.010166i,-0.011118-0.010499i,-0.0095084-0.012073i,-0.0084878-0.0081402i,-0.0052113-0.0031128i,-0.0020857-0.00081677i,0.00072103-0.0011067i,0.0021656-0.0037531i,0.0028937-0.0076656i,0.0036083-0.0098543i,0.0042345-0.0085894i,0.0028257-0.0047105i,-0.0012462-0.00090474i,-0.0071267+0.00014505i,-0.012108-0.00114i,-0.009819-0.00090303i
0.0070511+0.013617i,0.016721+0.035903i,0.033266+0.067801i,0.044564+0.08016i,0.046368+0.049115i,0.047233+0.003881i,0.041121-0.019613i,0.023436-0.01956i,0.013088-0.0096358i,0.0109-0.0062641i,0.0043032-0.0062685i,-0.00091406-0.0006882i,0.00015046+0.0030293i,0.0020802+0.00018995i,0.0015157-0.0029053i,-0.0022002-0.0040324i,-0.0063877-0.002196i,-0.0071304+0.00081016i,-0.0050429+0.0012388i,-0.0013782+0.001717i,0.0025163+0.0047682i,0.0044621+0.0084235i,0.0056246+0.0078096i
-0.0015877-0.007813i,-0.004878-0.028412i,-0.010274-0.052519i,-0.016478-0.043114i,-0.021022+0.010268i,-0.023188+0.043713i,-0.022789+0.031464i,-0.017973+0.019301i,-0.0067651+0.017688i,0.0021058+0.011184i,0.0035382+0.001729i,0.0026435-0.0026588i,0.0025776-0.0017121i,0.002508-0.00043348i,0.00048375-0.00079878i,-0.0024046-0.0016175i,-0.0043139-0.0014171i,-0.0052737+0.0012809i,-0.0032696+0.0040849i,0.00086839+0.0024814i,0.0035309-0.0020979i,0.0070085-0.0061055i,0.0080013-0.0080709i
0.0069903+0.01211i,0.0043835+0.031896i,0.0012172+0.053083i,-0.0087546+0.042091i,-0.020189+0.0012633i,-0.022641-0.014399i,-0.012715+0.0039627i,-0.0033641+0.015383i,-0.0068956+0.014698i,-0.0097255+0.014257i,-0.0039414+0.010377i,0.00060251+0.0024297i,0.00072481-0.003968i,-0.00095858-0.0053391i,-0.0034427-0.0034537i,-0.005708-0.0013929i,-0.0058999-0.00028164i,-0.0037485-0.00019368i,0.00019689-0.00056876i,0.0029616-0.0013738i,0.00029599-0.0018529i,-0.004736-0.00077704i,-0.0072179+0.0012609i
0.0043955-0.0091314i,0.014453-0.029773i,0.022132-0.058299i,0.013442-0.072775i,-0.010454-0.065005i,-0.031359-0.054709i,-0.036672-0.038758i,-0.026988-0.015454i,-0.01525-0.0044354i,-0.011258-0.0024338i,-0.0072921+0.0014471i,-0.0011038+0.0018556i,-0.0005986-0.00068052i,-0.0040071+7.1154e-05i,-0.006174+0.002689i,-0.0048346+0.005059i,-0.0014692+0.0074065i,0.0003516+0.0072266i,0.00030623+0.0036228i,-0.0006349-0.00025063i,-0.00024362-0.00011127i,0.0025694+0.0027343i,0.0052892+0.0041895i
-0.0053697+0.0066036i,-0.016784+0.021706i,-0.023447+0.043073i,-0.00065895+0.048801i,0.042132+0.031398i,0.055838+0.020782i,0.037678+0.017358i,0.019687+0.0068536i,0.011246+0.00028912i,0.0072182-0.0004046i,0.0026622-0.0013437i,-0.0010196-0.0013881i,-0.0015583-0.0011173i,-0.00057483-0.00145i,0.00083313+1.3853e-05i,0.0026154+0.0027787i,0.0050367+0.0050619i,0.0076264+0.0060445i,0.008473+0.0053553i,0.005995+0.0033558i,0.0030137+0.00011184i,0.001511-0.0036214i,6.3205e-05-0.0070964i
0.0087526-0.0045742i,0.023072-0.017177i,0.031788-0.030076i,0.016185-0.022971i,-0.0071218+0.0015871i,-0.0032108+0.0097764i,0.0099015-0.0060965i,0.0077881-0.011324i,0.006873+0.0011289i,0.011408+0.0062511i,0.0085969+0.0012332i,0.00067747-0.0016713i,-0.004179-0.00075929i,-0.0035017-0.00064101i,-0.00028719-0.00076604i,0.0018964-0.00058651i,0.0019201-0.00076389i,0.00088701-0.0014531i,0.0009201-0.0036514i,0.0018576-0.0045613i,0.0012622-0.0028337i,-0.00078987-0.00062889i,-0.0025469+0.0014657i
-0.0093593+0.0029336i,-0.02826+0.012332i,-0.052434+0.027008i,-0.060362+0.040551i,-0.052542+0.049498i,-0.038616+0.050125i,-0.019207+0.039441i,-0.0052714+0.023685i,-0.0038316+0.014034i,-0.0050858+0.012806i,-0.0015663+0.0090764i,7.2537e-05+0.0034284i,-0.00033138+0.004117i,0.0018137+0.0060822i,0.0048505+0.0046522i,0.0056009+0.00028604i,0.0042449-0.0039082i,0.0016372-0.0041771i,-0.0024433-0.0016869i,-0.0051524+0.00088674i,-0.0033323+0.0026153i,0.00092358+0.0027392i,0.0035348+0.002377i
0.010589+0.00050472i,0.03025-0.0043411i,0.051597-0.019795i,0.048985-0.047434i,0.028397-0.070624i,0.013173-0.066719i,0.0046381-0.041023i,-0.0020338-0.018198i,-0.0060531-0.0078777i,-0.0062929-0.0047626i,-0.003962-0.002573i,0.00041555-0.0015353i,0.0014308-0.0024468i,-0.00046069-0.0019021i,0.00013788-0.0020785i,0.0013926-0.0045224i,0.00096969-0.0078641i,0.0013352-0.0077478i,0.0019646-0.0027201i,0.0015616+0.0018727i,0.0013233+0.0020942i,-0.00039627-0.00049139i,-0.0023015-0.00098476i
-0.0047078+5.8779e-05i,-0.022743+0.0019405i,-0.041195+0.00996i,-0.034224+0.022384i,-0.005829+0.024022i,0.0020553+0.0056235i,-0.01451-0.003515i,-0.017828+0.0063937i,-0.0043276+0.0082797i,0.0018851-0.00032084i,6.7359e-05-0.0026225i,0.00020886+0.00085196i,0.0015604+0.0017855i,0.001184+0.00054064i,-0.0018765-0.0016309i,-0.0052305-0.0029933i,-0.0062766-0.0011378i,-0.0048331+9.9391e-06i,-0.0013918-0.0019021i,0.0016682-0.0036363i,0.0018572-0.0021979i,0.00076759+0.0013976i,0.0013817+0.0030503i
0.0066639+0.0023791i,0.02448+0.0088145i,0.052535+0.016233i,0.072888+0.016787i,0.072144+0.0087471i,0.05303+0.0064339i,0.028572+0.0028149i,0.0080129-0.00177i,0.0022053+0.0054268i,0.0082045+0.0080398i,0.007302+0.001915i,0.0029561-0.0010278i,0.0041387-0.0031468i,0.0045709-0.0061224i,0.00077302-0.0055526i,-0.0027444-0.0020952i,-0.0035827+0.00073749i,-0.0025946+0.0026029i,-0.00095082+0.0048295i,0.00042868+0.0052056i,0.0019595+0.0022734i,0.0050192-0.00193i,0.0057559-0.0039777i
-0.00391-0.003531i,-0.021596-0.013772i,-0.051016-0.021659i,-0.08231-0.01101i,-0.089997+0.010968i,-0.066+0.014386i,-0.036334+0.0050719i,-0.020604+0.004827i,-0.013821+0.0095335i,-0.0087784+0.010567i,-0.0049406+0.0066193i,-0.0044528+0.0013853i,-0.0052679-0.00012311i,-0.0034979+0.0011321i,-0.0028661+0.00093912i,-0.0051836+0.0007746i,-0.006137+0.0016332i,-0.004851+0.0014568i,-0.001391+0.0015775i,0.0023948+0.0018257i,0.0031014-0.00023186i,0.00010724-0.0029333i,-0.0030947-0.0027285i
0.0049977+0.0088806i,0.01893+0.020017i,0.040524+0.029927i,0.051935+0.016457i,0.035128-0.0088251i,0.012523-0.01126i,0.013059-0.00021111i,0.018894-0.0021158i,0.0067811-0.0088032i,-0.0062517-0.0047607i,-0.0039693+0.00035278i,0.00069194-0.0018371i,0.00062481-0.0031852i,0.00056404-0.00063988i,0.0002732+0.0029188i,0.00074814+0.005557i,0.00194+0.0058734i,0.0014288+0.0042545i,0.00021055+0.00098279i,-0.0011336-0.0022604i,-0.0029813-0.0018234i,-0.003379+0.002207i,-0.00041388+0.0046041i
-0.0020501-0.0075509i,-0.010337-0.0249i,-0.023823-0.053472i,-0.034164-0.0705i,-0.025355-0.063646i,-0.0091636-0.046802i,-0.0059416-0.026322i,-0.0025815-0.007637i,0.0049178-0.0039997i,0.0037777-0.0082179i,-0.0011735-0.0062731i,-0.0022242-0.0043663i,-0.0057136-0.0056278i,-0.0090988-0.0039339i,-0.006719-0.00066314i,-0.0021843-0.00065133i,0.0013793-0.00070942i,0.0038179+0.0010648i,0.0023397+0.0019863i,-0.0021986+0.00234i,-0.0028432+0.0026222i,0.00078105+0.0015764i,0.0027507-0.0017736i
-0.00045588+0.0056488i,0.0045682+0.025355i,0.016611+0.057794i,0.037074+0.083772i,0.04773+0.083039i,0.035984+0.059893i,0.015659+0.036384i,0.0058925+0.024679i,0.0083871+0.020711i,0.011854+0.014798i,0.010002+0.0075359i,0.0069197+0.0052609i,0.0064264+0.0044544i,0.0051429+0.0022174i,0.0028922+0.00087625i,0.0021979+0.00052685i,0.0025514+0.0006843i,0.0030599+0.00073597i,0.0041931+0.00056816i,0.0045702-7.9095e-05i,0.0034767-0.0018311i,0.00049048-0.0031675i,-0.0034548-0.0035236i
0.00020656-0.0099452i,-0.0010305-0.027634i,-0.0090484-0.051797i,-0.024468-0.058047i,-0.030114-0.03912i,-0.020342-0.017848i,-0.014808-0.01526i,-0.022423-0.011919i,-0.021922+0.0056553i,-0.0080358+0.014042i,-0.0017214+0.0078215i,-0.0022093+0.003126i,-0.00050886+0.0023876i,0.0011386+0.0011471i,0.0022196+0.00020074i,0.0032568-0.0016573i,0.0023544-0.0039058i,0.0015064-0.0036576i,0.0019791-0.0019012i,0.00052995-0.0021188i,-0.0017793-0.0022656i,-0.00145+0.0005744i,0.00015206+0.0030042i
-0.0042666+0.0098194i,-0.010446+0.028177i,-0.022364+0.054632i,-0.034751+0.067278i,-0.042567+0.05075i,-0.037171+0.020723i,-0.022993+0.0018003i,-0.014523-0.0033005i,-0.015257-0.0018045i,-0.014478+0.004361i,-0.0077922+0.0076037i,-0.0034263+0.0069232i,-0.00092184+0.0091975i,0.0015677+0.0099129i,0.0010882+0.0058442i,-0.0013733+0.00083642i,-0.0027353-0.0029471i,-0.0020584-0.0034184i,-0.0019912-0.001168i,-0.0016423+0.0025196i,0.0018003+0.0055836i,0.0052144+0.0044219i,0.0054514+0.0001081i
0.0066559-0.0099858i,0.015151-0.026519i,0.033088-0.053502i,0.049269-0.077i,0.049136-0.078185i,0.039185-0.053297i,0.029269-0.027858i,0.02118-0.018639i,0.012889-0.01769i,0.0038575-0.015893i,1.2469e-05-0.012366i,0.00014196-0.011255i,-0.0010496-0.0096491i,-0.0032825-0.0047651i,-0.004482-0.0015755i,-0.0047797-0.00088989i,-0.0035259+3.7199e-05i,-0.0017909+0.0013672i,0.0005842+0.0024331i,0.0041974+0.0013251i,0.0055562-0.0020313i,0.003317-0.003996i,-0.00022622-0.0035983i
-0.0044952+0.0057042i,-0.014902+0.017843i,-0.029737+0.036086i,-0.033042+0.049987i,-0.016746+0.044689i,-0.0030371+0.023772i,-0.0034408+0.01699i,0.0028765+0.023846i,0.014803+0.018064i,0.014015+0.004065i,0.0068795-0.0015368i,0.0025064-0.0020353i,-0.00045763-0.0042544i,-0.0013352-0.0051985i,-0.0014442-0.0046437i,-0.0026725-0.0037035i,-0.0031016-0.0012416i,-0.0014605-0.00087347i,-0.00046485-0.0033585i,-0.0019948-0.0045457i,-0.0039779-0.0025177i,-0.0041382-0.00016394i,-0.0027736+0.0012361i
0.0025885-0.0095988i,0.017076-0.015916i,0.04205-0.019586i,0.057951-0.010099i,0.046567+0.010137i,0.021941+0.025665i,0.0057472+0.024241i,-0.0024233+0.017138i,-0.0015488+0.017499i,0.0054068+0.015966i,0.0077518+0.007408i,0.0073568+0.0014716i,0.0077372-0.0024767i,0.0062361-0.0054889i,0.0039167-0.0043239i,0.0024711-0.0020247i,0.00097451-1.7979e-05i,-0.00073591+0.00061544i,-0.0021865+0.0010638i,-0.001778+0.0019273i,0.00086528+0.0020598i,0.0026873+0.00073041i,0.003057-0.00076481i
-0.0069911+0.0018325i,-0.02402+0.0044347i,-0.056118+0.0044821i,-0.082906+0.00018163i,-0.078544-0.0076965i,-0.052972-0.017752i,-0.034018-0.021357i,-0.029571-0.01453i,-0.026996-0.0029085i,-0.019583+0.0055461i,-0.013442+0.0069945i,-0.0088922+0.0057816i,-0.0054703+0.0052562i,-0.0017601+0.0046566i,0.00091314+0.0048886i,0.0011087+0.0042607i,0.0014281+0.0021004i,0.0025172+0.0013098i,0.0044969+0.00076576i,0.0049308-0.0020314i,0.002316-0.0053986i,-0.00047894-0.0060694i,-0.0019042-0.0047742i
0.0081701+0.0012689i,0.02211+0.00071872i,0.044628+0.0015114i,0.054458-0.001817i,0.035384-0.010552i,0.013407-0.014013i,0.0094981-0.014959i,0.008498-0.019716i,-0.00052337-0.019369i,-0.007574-0.010501i,-0.0063927-0.0029617i,-0.0040752+0.00058992i,-0.0031659+0.0029785i,-0.0022256+0.003463i,-0.0011484+0.0030017i,-0.00015136+0.0028758i,0.00057454+0.0017288i,0.00016103+0.00010292i,-0.0017606-0.00053828i,-0.0040481+0.000237i,-0.0052103+0.0033371i,-0.0041676+0.0054722i,-0.0016018+0.0048662i
-0.0055642+6.7179e-05i,-0.018459-0.0069042i,-0.035392-0.02278i,-0.036027-0.03827i,-0.0090725-0.038494i,0.017156-0.025879i,0.021264-0.01255i,0.017914-0.0032203i,0.016114-0.002219i,0.010491-0.0056689i,0.0038558-0.0068163i,-0.00080556-0.0076689i,-0.0045017-0.0071241i,-0.0061374-0.0033957i,-0.0055362-0.0013267i,-0.0029945-0.0017909i,-0.0010936-0.0012535i,-0.00044496+0.0013996i,-0.00014531+0.0045861i,0.0005748+0.0061882i,0.0025549+0.0055996i,0.0039446+0.0035991i,0.0037035+0.00059227i
0.0048235+0.00025728i,0.01543+0.012137i,0.030588+0.036363i,0.036741+0.062816i,0.02435+0.068562i,0.0058537+0.051306i,-0.0023114+0.035817i,0.0015634+0.033102i,0.007923+0.030094i,0.010762+0.020456i,0.010147+0.010679i,0.0075284+0.0036565i,0.0046717-0.00057416i,0.002138-0.0014019i,0.0014495-0.0021829i,0.0010811-0.002768i,0.00012996-0.002441i,0.00025827-0.0019183i,0.00054397-0.002376i,0.00016804-0.0028749i,-0.00060733-0.0031021i,-0.001647-0.003292i,-0.0027744-0.0020378i
-0.005451-0.0024219i,-0.013219-0.012035i,-0.026317-0.02814i,-0.034758-0.035392i,-0.031319-0.021711i,-0.023379-0.0037629i,-0.022164+0.0026963i,-0.02743+0.0058862i,-0.023132+0.014369i,-0.0081323+0.016169i,0.0019244+0.00932i,0.0046823+0.0051897i,0.0057202+0.0032561i,0.0054168+0.0011753i,0.004006+0.00012492i,0.0025413-0.0011027i,0.001295-0.0014893i,-0.00012013-0.0012811i,-0.00048204-0.00027122i,0.00015722+0.0006874i,0.00074302+0.0023341i,0.00095052+0.0041194i,1.5342e-05+0.0035411i
0.0012236-3.366e-05i,0.0042221+0.010924i,0.0018546+0.029945i,-0.0074346+0.038026i,-0.016587+0.018752i,-0.017167-0.0081182i,-0.015293-0.018702i,-0.01619-0.018087i,-0.016908-0.013964i,-0.014644-0.0058871i,-0.010665+0.0010383i,-0.0076282+0.0041407i,-0.0043539+0.0054636i,-0.00049044+0.0058841i,0.00081824+0.0046455i,0.00062518+0.0033028i,0.0015329+0.0017283i,0.0033307+0.00030777i,0.0052817-0.00047016i,0.0068094-0.0010129i,0.0077688-0.0024863i,0.006422-0.0037408i,0.00288-0.0028016i
-0.00020278-0.0062119i,0.00070395-0.02015i,0.0088315-0.042736i,0.024967-0.057166i,0.034291-0.048647i,0.032195-0.026445i,0.027715-0.015326i,0.022267-0.018783i,0.01484-0.020682i,0.0074207-0.015775i,0.00089114-0.0099907i,-0.003738-0.0064926i,-0.0050724-0.0031358i,-0.0034124-0.0011809i,-0.0019383-0.0013528i,-0.0014748-0.00073808i,-0.0012175+0.00025849i,-0.0017059+0.0015453i,-0.0015485+0.0019039i,-0.0006841+0.00073335i,-0.0014792-0.0011988i,-0.0017581-0.0032761i,-0.00067511-0.0022736i
-0.00087503+0.0043874i,-0.0026272+0.01437i,-0.0083443+0.031283i,-0.011008+0.042592i,-0.00097868+0.0349i,0.010098+0.017579i,0.014106+0.011037i,0.019563+0.014797i,0.022154+0.01094i,0.014971+0.0015286i,0.0057734-0.0029644i,0.0014094-0.0050129i,-0.00012671-0.006002i,-0.00039188-0.0046033i,0.0005808-0.0026301i,0.00057171-0.0022698i,-0.00034159-0.0013398i,-0.0018288+0.00050571i,-0.0031807+0.00094801i,-0.0034939+0.00096107i,-0.0024029+0.0017454i,-0.0013875+0.0026155i,-0.00059785+0.0017438i
-0.0012663-0.0058941i,0.0043115-0.013826i,0.016045-0.022113i,0.023869-0.017977i,0.01253+0.00069198i,-0.0042777+0.015729i,-0.010263+0.019876i,-0.0095283+0.022158i,-0.0060498+0.023729i,-0.00063184+0.018681i,0.0037505+0.010319i,0.0049602+0.0045459i,0.0040763-7.5088e-05i,0.0025798-0.0022348i,0.0014624-0.0022712i,0.00040945-0.002556i,-0.001413-0.0023965i,-0.0024878-0.0019876i,-0.0030634-0.0018878i,-0.0034014-0.0021774i,-0.0024276-0.0032062i,-0.0012644-0.001774i,8.5091e-05+0.0002612i
-0.00034188+0.00096779i,-0.0089805+0.0068519i,-0.031427+0.011354i,-0.052906+0.0091685i,-0.051736-0.0014533i,-0.03544-0.010526i,-0.027332-0.010533i,-0.029566-0.0037603i,-0.027545+0.0047017i,-0.016935+0.0081817i,-0.0077506+0.007526i,-0.0033515+0.0068662i,-0.0011408+0.0056079i,-0.0019339+0.0035746i,-0.0033447+0.0023127i,-0.0020413+0.001722i,0.00069472+0.00091716i,0.0019964+0.00090203i,0.0018195+0.00122i,0.0017225+0.00097914i,0.00057283+0.00025364i,-0.00098877-0.0011427i,-0.0016005-0.0020158i
0.0023139-0.0043778i,0.0093584-0.0086554i,0.023529-0.013247i,0.032985-0.014682i,0.025137-0.015974i,0.010343-0.017656i,0.0011352-0.019214i,-0.0042084-0.021487i,-0.0098919-0.017407i,-0.010438-0.0063883i,-0.0060879+1.8212e-07i,-0.004675+0.001771i,-0.0048315+0.0034651i,-0.003418+0.0029483i,-0.0024151+0.0013846i,-0.0016949+0.0010099i,0.00017549+0.00052774i,0.0018456+0.00058516i,0.0024698+0.0014227i,0.0026599+0.0014427i,0.0025664+0.001723i,0.0016543+0.001935i,-0.00019286+0.00074875i
-0.0055205+0.0018768i,-0.013159+0.0016316i,-0.024497-0.002124i,-0.025328-0.0086075i,-0.0081179-0.0087799i,0.010456-0.0031104i,0.016793-0.0040693i,0.016671-0.007998i,0.014186-0.0069933i,0.0090134-0.0050409i,0.0030547-0.0039814i,-0.0013694-0.0036441i,-0.0037099-0.0025162i,-0.003678-0.00056133i,-0.0023896-0.00080975i,-0.0019395-0.001522i,-0.0023963+0.00012903i,-0.001497+0.0023894i,-0.00012047+0.0034338i,0.00099133+0.003348i,0.0022544+0.0031277i,0.0031135+0.0025857i,0.0031268+0.0013724i
0.0020389-0.0033229i,0.0095841+0.001021i,0.021587+0.01507i,0.028026+0.036469i,0.019898+0.044817i,0.0091203+0.033666i,0.0075501+0.022949i,0.012196+0.021398i,0.013751+0.017395i,0.010038+0.0085162i,0.0062635+0.00096343i,0.0037866-0.0030934i,0.0021115-0.0026151i,0.0016714+0.001347i,0.0025688+0.0039937i,0.002813+0.0025452i,0.0017558+0.00031938i,0.00049596-0.00064739i,-0.00011166-0.0011376i,0.00084627-0.0008842i,0.0022153+0.00016492i,0.0016942+0.00010163i,-0.00021124-0.00087742i
-0.005095+0.00084846i,-0.011225-0.0011234i,-0.020887-0.010498i,-0.027316-0.020524i,-0.025308-0.017485i,-0.018578-0.003725i,-0.0138+0.0079159i,-0.013706+0.015057i,-0.010055+0.017348i,-0.0023359+0.012281i,0.0015138+0.0052237i,0.0030924+0.0017376i,0.0039312-0.00035642i,0.0030228-0.00070821i,0.0017775+0.00055905i,0.00108+0.00030398i,0.00033502-0.0013691i,-0.00084422-0.0026992i,-0.0014585-0.0035405i,-0.00083808-0.0041065i,-7.9607e-05-0.0029896i,-0.00092584-0.00078499i,-0.001289+0.0013742i
-0.0017605-0.0019739i,0.0017394+0.0011738i,0.0037875+0.010803i,0.0011224+0.01803i,-0.0015764+0.0091953i,-0.0012321-0.0068515i,-0.0061463-0.012383i,-0.01378-0.0080107i,-0.014156-0.0032016i,-0.0084921-0.00058061i,-0.0040337+0.0011838i,-0.002151+0.0026655i,-0.0011883+0.0040106i,-0.00076531+0.0030753i,-0.0012016+0.0012325i,-0.00056939+0.00025181i,0.0014375-0.0003944i,0.0016156-0.00098931i,0.0013894-0.00076516i,0.0014008-0.0004334i,0.00061807-0.00098037i,0.00010796-0.0015479i,0.0016857-0.0016776i
-0.0018817+0.0031146i,-0.0034887-0.0032002i,0.0010407-0.017214i,0.012535-0.031269i,0.020706-0.030066i,0.01698-0.018991i,0.008401-0.015864i,0.0027691-0.017701i,0.00067015-0.013675i,0.0004452-0.0059313i,-0.00055279-0.0018063i,-0.0017085-0.00064628i,-0.00010201+3.6753e-05i,0.0024891-0.0020258i,0.002653-0.0043928i,0.0010325-0.0036487i,-0.00030519-0.0010016i,5.071e-05+0.0010885i,0.00075312+0.00087425i,0.00034435-0.00068279i,7.0906e-05-0.0017887i,-4.7974e-05-0.002484i,-0.0017208-0.0027648i
0.0035485+1.2708e-05i,0.0042435+0.0039019i,0.00039491+0.012244i,-0.0076932+0.021156i,-0.0082272+0.020207i,0.00043892+0.010925i,0.0094181+0.0028764i,0.012676+0.00015882i,0.0091937+0.00023534i,0.003688-0.00025074i,0.00075639-0.00097585i,-0.0011936-0.0021348i,-0.0032136-0.0030147i,-0.0024297-0.0021656i,-0.001271-0.00094464i,-0.0021303-0.00085677i,-0.0029018+0.00043076i,-0.0024932+0.0019726i,-0.00094849+0.0024818i,-0.0010645+0.0024414i,-0.0026429+0.0024902i,-0.0024165+0.0024706i,-0.00054097+0.0023843i
-0.0015485-0.0018681i,4.6913e-05-0.0054037i,0.0054383-0.0085172i,0.01165-0.0082027i,0.0072745-0.0019667i,-0.0024017+0.0054721i,-0.0035404+0.010014i,-0.00020467+0.012956i,-0.00046195+0.012023i,-0.0014404+0.0077554i,0.00084909+0.0043609i,0.0025497+0.00077883i,0.0010154-0.0012985i,-0.00067292+0.00027114i,-0.00051877+0.0018504i,-0.00092874+0.0011339i,-0.0025567+0.00074092i,-0.0030389+0.00092162i,-0.0022518+0.0012783i,-0.0025012+0.0022616i,-0.0016504+0.0029307i,0.0014272+0.0029173i,0.0030768+0.0011988i
-0.0011584+0.0022445i,-0.0053998+0.006603i,-0.017676+0.011253i,-0.032156+0.010121i,-0.032532+0.0023155i,-0.019784-0.0022737i,-0.013593+0.0012661i,-0.015703+0.0065877i,-0.012938+0.0085723i,-0.0059905+0.0061437i,-0.0011719+0.0034643i,0.0013392+0.0028068i,0.00077064+0.0017379i,-0.0023763+0.00075605i,-0.0036264+0.00054788i,-0.0019921-0.00022813i,0.00041718-0.00038019i,0.0016971-0.00014459i,0.0024048+0.0005537i,0.002866+0.00055588i,0.0021366-0.00067035i,0.00065404-0.0016153i,-0.0016161-0.0015456i
0.00022928-0.0014939i,0.0017537-0.0035171i,0.0097353-0.005434i,0.020257-0.0045045i,0.020295-0.0032724i,0.0091063-0.0059007i,-0.0040955-0.008282i,-0.010443-0.0072609i,-0.0084163-0.0037834i,-0.0037388-0.00080775i,-0.0012432+0.0011994i,-0.00022638+0.0030965i,0.00015134+0.0033986i,0.00010289+0.0016991i,-0.00020507+0.0011034i,6.7577e-05+0.0014131i,0.0016692+0.00070043i,0.0031847-0.00046927i,0.003075-0.0010218i,0.0023218-0.0015198i,0.0012226-0.000453i,0.00088736+0.0013798i,0.0010433+0.0018549i
0.0004548+0.0002353i,-0.0019542-0.00082119i,-0.006556-0.0027304i,-0.0084132-0.0049199i,-0.0012259-0.0044398i,0.0068517-0.0013457i,0.0073649-0.0029267i,0.0048945-0.0063845i,0.0040407-0.0033718i,0.0037694+0.00087995i,0.0014006+0.0012708i,-0.0012151-0.00024696i,-0.0013301-0.0010451i,0.0010702-0.00083698i,0.0028225+4.563e-05i,0.0032978+0.00052923i,0.002164+0.0013273i,0.00020884+0.002474i,-0.0004431+0.0021868i,0.00087096+0.00067905i,0.0035396+0.0010582i,0.0043666+0.00045911i,0.0026853-0.0016579i
-0.0015601-0.00018874i,0.0015864+0.0010163i,0.008384+0.0078443i,0.014014+0.018649i,0.011654+0.022239i,0.0067825+0.013443i,0.0082151+0.0058552i,0.010917+0.0053593i,0.0081202+0.0059987i,0.0038186+0.0048773i,0.0020725+0.001808i,0.00095576-0.00091766i,-0.00012321-0.00061954i,0.0010318+0.0013637i,0.0028082+0.0018065i,0.0025867+0.00043381i,0.00097867-0.0010472i,0.00091927-0.0014433i,0.0024487-0.001153i,0.002274-0.0021385i,0.0002951-0.0032754i,-0.0016539-0.0021816i,-0.0021943+0.00020311i
-0.0043865-0.00070701i,-0.0081855-0.0014036i,-0.01252-0.0057383i,-0.013207-0.013073i,-0.010562-0.014854i,-0.005079-0.007351i,-0.0012778+0.001208i,-0.0014294+0.0061164i,-0.0021637+0.0074974i,-0.0013496+0.0050381i,0.00070755+0.0013494i,0.0015425-0.000883i,0.0006104-0.0010432i,-0.00040511+0.00021905i,-0.00069459+0.00090273i,-0.00071899-0.00036049i,-0.0010909-0.0016265i,-0.0025748-0.0028023i,-0.004166-0.0029376i,-0.0040042-0.0015009i,-0.0025146+0.0004769i,-0.0012713+0.0022521i,0.00082043+0.001613i
