-0.0040018+0.0010774i,-0.0026404+0.001396i,-0.0019436+0.0025561i,-0.0002607+0.003264i,0.00082683+0.0037689i,0.001993+0.0038359i,0.0021208+0.002567i,0.0012783+0.0011315i,0.00060698+0.0011057i,0.00060898+0.0015381i,0.0012071+0.0011364i,0.0018845-4.5635e-05i,0.001454-0.0015048i,-0.00012501-0.0025954i,-0.0014264-0.0023397i,-0.0017104-0.0017147i,-0.00070696-0.00080405i,0.00057352+0.0003904i,0.00084211+0.00094917i,0.00054546+0.00049942i,-0.00020648-0.00024982i,-0.00065016+0.00014089i,-0.00093466+0.00073943i
-0.061924-0.019549i,-0.13584-0.07322i,-0.2167-0.14972i,-0.28034-0.19823i,-0.26979-0.1756i,-0.15568-0.1068i,-0.042175-0.072584i,-0.024471-0.068209i,-0.04665-0.040791i,-0.037688-0.018361i,-0.020816-0.02431i,-0.02031-0.024665i,-0.018242-0.0031919i,-0.0029248+0.017257i,0.01621+0.023768i,0.028428+0.019972i,0.030263+0.0081161i,0.019146-0.0015108i,0.0064203+0.0025302i,0.0052133+0.01084i,0.010362+0.0088699i,0.010984+0.0016516i,0.0068251+0.00034221i
0.11222+0.0031962i,0.26106+0.031526i,0.40329+0.093756i,0.43721+0.14966i,0.34261+0.15846i,0.18275+0.11944i,0.075338+0.072043i,0.046024+0.037484i,0.032114+0.010493i,0.011422+0.0051433i,0.0040508+0.017188i,0.01282+0.02211i,0.020491+0.012533i,0.015932-0.001463i,0.0081431-0.010683i,0.0040571-0.014043i,-0.00078406-0.010176i,-0.0018682-0.0020061i,0.0017699-0.00083032i,0.001179-0.0066325i,-0.0045639-0.0095849i,-0.010999-0.0053398i,-0.01437+0.00066375i
-0.10537-0.035299i,-0.24011-0.078862i,-0.35027-0.086459i,-0.35702-0.0032633i,-0.26304+0.076391i,-0.12727+0.073224i,-0.050214+0.052773i,-0.032851+0.05865i,-0.019498+0.063649i,-0.0051744+0.046104i,-0.0020966+0.019189i,-0.0042135-0.00071992i,-0.0011656-0.011978i,0.0033141-0.019148i,0.0011423-0.024066i,-0.0050498-0.023257i,-0.0064278-0.015804i,-0.0013885-0.010895i,0.0059858-0.015651i,0.0065001-0.021344i,-0.0029805-0.01747i,-0.0086672-0.0065777i,-0.0056184+0.002684i
0.05655-0.016408i,0.12254-0.056396i,0.20035-0.15672i,0.25846-0.28802i,0.25728-0.29907i,0.1914-0.17184i,0.12617-0.059543i,0.082828-0.029845i,0.051977-0.032224i,0.042604-0.029839i,0.040977-0.025095i,0.029627-0.023069i,0.0075299-0.019903i,-0.013508-0.0067617i,-0.024611+0.012426i,-0.027373+0.026399i,-0.021932+0.030459i,-0.010981+0.026113i,-0.0050129+0.016905i,-0.0061531+0.01035i,-0.0049791+0.0093848i,0.00087422+0.0070859i,0.0024793-0.0016703i
-0.10227+0.059296i,-0.21399+0.15012i,-0.27268+0.28714i,-0.21123+0.37102i,-0.13628+0.27116i,-0.13211+0.062611i,-0.14665-0.059945i,-0.12336-0.06242i,-0.075555-0.025248i,-0.045269-0.0083921i,-0.047472-0.010719i,-0.05959-0.00073503i,-0.047448+0.017791i,-0.016584+0.020315i,0.0068145+0.0077405i,0.016698-0.0031405i,0.014365-0.0071815i,0.0060616-0.0036165i,0.00084411+0.0041274i,0.0011001+0.0089956i,0.0061905+0.0075231i,0.011086+0.00082191i,0.012444-0.0031755i
0.097022-0.0056098i,0.17922-0.021219i,0.13008-0.094517i,-0.074772-0.22118i,-0.19384-0.25406i,-0.13426-0.16013i,-0.044161-0.089882i,-0.0068709-0.070325i,-0.0034602-0.05164i,-0.0074617-0.035956i,-0.00096689-0.020939i,0.019906-0.0099446i,0.031818-0.0064525i,0.030319+0.00050366i,0.028999+0.0083346i,0.028076+0.010397i,0.025984+0.010085i,0.017703+0.0057757i,0.0053122+0.0038169i,0.00088862+0.0050119i,0.0011891+0.00053542i,-0.0020345-0.0053591i,-0.0085803-0.0053296i
-0.029386+0.026172i,0.014527+0.053312i,0.18271+0.10499i,0.37245+0.18244i,0.35493+0.24926i,0.16417+0.28837i,0.033345+0.31371i,0.010518+0.27235i,0.012571+0.17115i,0.0067059+0.099979i,-9.8929e-05+0.073568i,0.00054574+0.054949i,0.0059325+0.025217i,-0.0012868-0.0066851i,-0.01872-0.022078i,-0.027074-0.024961i,-0.022182-0.027373i,-0.010885-0.026353i,-0.00057478-0.024673i,-0.0010147-0.02123i,-0.0099816-0.0078426i,-0.014871+0.0063209i,-0.009042+0.010727i
0.056018-0.0918i,0.050134-0.1689i,-0.099668-0.16585i,-0.32066-0.040583i,-0.34392+0.066902i,-0.14275+0.045024i,0.0068441-0.024598i,0.034907-0.047935i,0.030185-0.048329i,0.013038-0.045407i,0.0031909-0.04013i,0.00023913-0.049505i,-0.013839-0.052519i,-0.021691-0.033504i,-0.014199-0.011224i,-0.0037905+0.0023352i,0.0010987+0.0078891i,0.0019688+0.0059502i,-0.00029436+0.00024934i,-0.0073235-0.00039253i,-0.013142+0.0040878i,-0.013243+0.0068642i,-0.012302+0.0066549i
-0.11257+0.014152i,-0.18738-0.032075i,-0.10303-0.17982i,0.15725-0.36085i,0.31212-0.4006i,0.25099-0.28523i,0.16453-0.16394i,0.10289-0.092438i,0.038984-0.027693i,0.016459+0.012363i,0.012743+0.016336i,-0.0029547+0.024052i,-0.012019+0.031929i,-0.012818+0.028339i,-0.013497+0.023641i,-0.014997+0.018355i,-0.016699+0.013804i,-0.015311+0.015653i,-0.0085875+0.019494i,0.0018273+0.017543i,0.012692+0.0098321i,0.018901+0.002821i,0.018399-0.00077312i
0.027101-0.010103i,0.0076538+0.086153i,-0.073527+0.33979i,-0.1473+0.57326i,-0.14869+0.50282i,-0.14992+0.20818i,-0.17561-0.014642i,-0.15153-0.096754i,-0.10198-0.10181i,-0.068378-0.05807i,-0.031951-0.021735i,-0.0070739-0.015606i,0.00085675-0.0050891i,0.01433+0.0039711i,0.027087-0.0048153i,0.031105-0.013704i,0.028984-0.0092508i,0.017564+0.0018708i,0.0062678+0.00878i,0.0038268+0.0060161i,0.0051826-0.003651i,0.0048195-0.011288i,0.001644-0.0096009i
-0.053487+0.088782i,-0.084333+0.10528i,-0.10601-0.090344i,-0.15507-0.41861i,-0.20134-0.48899i,-0.14971-0.22998i,-0.033259+0.017352i,0.027133+0.10778i,0.043225+0.1177i,0.055118+0.07481i,0.048621+0.025944i,0.045072+0.0079947i,0.047646-0.0022179i,0.037089-0.0039898i,0.024368+0.006095i,0.013377+0.013993i,0.0046039+0.013582i,0.0065264+0.0046681i,0.014296-0.00862i,0.013698-0.018718i,0.0032983-0.018913i,-0.0070377-0.012704i,-0.0095448-0.0094361i
0.11911-0.057486i,0.28796-0.037781i,0.48003+0.13234i,0.5558+0.36747i,0.44086+0.44943i,0.23444+0.36598i,0.077664+0.25907i,-0.0027146+0.14865i,-0.049416+0.044305i,-0.059501+0.0040874i,-0.041767-0.0058043i,-0.035475-0.020577i,-0.032099-0.021418i,-0.023543-0.015952i,-0.024137-0.014905i,-0.025963-0.013597i,-0.018447-0.011109i,-0.0076129-0.0093201i,-0.006031-0.0092278i,-0.014211-0.0029967i,-0.019995+0.0093572i,-0.019682+0.01558i,-0.017403+0.010622i
-0.046711+0.0073796i,-0.16737-0.068631i,-0.39583-0.23778i,-0.61965-0.32519i,-0.59418-0.24534i,-0.30628-0.18748i,-0.0576-0.21182i,0.037383-0.15846i,0.084186-0.059766i,0.069979-0.035799i,-0.00030526-0.028663i,-0.040921-0.0024417i,-0.043273+0.0037221i,-0.031736-0.0053157i,-0.01124-0.013091i,0.0018396-0.014384i,0.00044125-0.0096538i,-0.0015119-0.0076266i,5.6704e-05-0.0084139i,-0.00038202-0.0083358i,-0.0017396-0.0036833i,0.0018041+0.0039646i,0.0071419+0.0075205i
0.033023-0.11441i,0.09658-0.18628i,0.2629-0.14609i,0.50845-0.055481i,0.60413-0.056589i,0.40496-0.080611i,0.132-0.053304i,-0.02057-0.035512i,-0.085955-0.024908i,-0.075861+0.0034733i,-0.022773+0.010763i,0.0054536+0.0032422i,0.011173+0.0053284i,0.0070002+0.0098371i,-0.0080173+0.014391i,-0.015711+0.014142i,-0.010732+0.0078482i,-0.0077055+0.0085313i,-0.0075232+0.018774i,-0.0031894+0.023878i,0.008051+0.016767i,0.018368+0.0078105i,0.016429+0.0074377i
-0.095589+0.084381i,-0.2541+0.19169i,-0.44917+0.29146i,-0.54298+0.34022i,-0.47717+0.29652i,-0.35397+0.174i,-0.23851+0.10171i,-0.088522+0.079581i,0.038375+0.018162i,0.052164-0.025321i,0.027824-0.0030433i,0.0321+0.020789i,0.028684+0.018907i,0.013724+0.013464i,0.011296+0.01155i,0.018025+0.012815i,0.020387+0.010299i,0.01614-7.2268e-05i,0.0092001-0.014031i,0.0022186-0.022626i,-0.0063543-0.023015i,-0.014177-0.020365i,-0.013793-0.016006i
0.032047-0.051204i,0.13482-0.094596i,0.30899-0.17196i,0.40124-0.31258i,0.29085-0.3577i,0.14154-0.15518i,0.098489+0.077195i,0.045865+0.13246i,-0.039065+0.11703i,-0.047035+0.095013i,-0.016655+0.031416i,-0.0096312-0.025443i,0.0009259-0.034487i,0.019222-0.013598i,0.027383+0.01034i,0.022238+0.019487i,0.011103+0.019362i,0.0038502+0.018951i,0.0046081+0.017442i,0.0077511+0.013102i,0.0026136+0.0060868i,-0.010085-0.0013238i,-0.017421-0.0071618i
-0.010981+0.10315i,-0.036373+0.19471i,-0.092139+0.24961i,-0.16086+0.28021i,-0.19038+0.28943i,-0.14534+0.18743i,-0.068621+0.0058384i,-0.0048627-0.11094i,0.018565-0.12971i,-0.001484-0.081923i,-0.017768-0.0096029i,-0.013018+0.030244i,-0.0073096+0.030319i,-0.0057309+0.002928i,-0.0088062-0.036259i,-0.012051-0.055321i,-0.01126-0.049592i,-0.011334-0.034653i,-0.013049-0.023104i,-0.017058-0.014202i,-0.017738-0.0020084i,-0.010799+0.006537i,-0.0021486+0.004392i
0.043828-0.096394i,0.080457-0.21185i,0.066266-0.31506i,0.0032125-0.33586i,0.029691-0.27398i,0.16432-0.19204i,0.22955-0.13871i,0.14178-0.060477i,0.052638+0.045538i,0.042584+0.06512i,0.027499+0.012069i,-0.0079592-0.015483i,-0.018462-0.017063i,-0.010245-0.019758i,-0.0023244-0.020101i,-0.0021778-0.016019i,-0.0055559-0.0042013i,0.0014508+0.011617i,0.014873+0.017887i,0.021084+0.014098i,0.022253+0.011791i,0.027224+0.013244i,0.026833+0.013057i
0.0028552+0.05768i,-0.018375+0.13045i,-0.035989+0.23474i,-0.010569+0.32077i,0.0018388+0.30627i,-0.098781+0.21864i,-0.21032+0.16842i,-0.17493+0.1125i,-0.087283+0.0030301i,-0.051747-0.048293i,-0.009644-0.024933i,0.036624-0.016966i,0.025334-0.019968i,-0.015364+0.0046064i,-0.033952+0.041618i,-0.023909+0.060547i,-0.0082848+0.048445i,-0.0054192+0.02208i,-0.0093085+0.0070876i,-0.0091998+0.0053301i,-0.0038763+0.0022751i,0.0010542-0.0019453i,0.0023812+0.0028336i
-0.011757-0.1093i,-0.020431-0.18544i,-0.0085339-0.20254i,0.014398-0.17496i,0.019324-0.16665i,0.021333-0.17886i,0.047381-0.14574i,0.074954-0.058308i,0.081521+0.0033828i,0.057369-0.0017775i,0.0026308-0.025863i,-0.039024-0.024653i,-0.036652-0.0071672i,-0.0065771+0.011097i,0.023722+0.020334i,0.035086+0.019988i,0.035336+0.016417i,0.036984+0.010471i,0.032749+2.8345e-05i,0.019412-0.011254i,-0.00013217-0.017495i,-0.020553-0.017404i,-0.029513-0.014064i
-0.011432+0.04435i,-0.0024502+0.06264i,0.054493+0.038226i,0.10126+0.0089376i,0.040255+0.06591i,-0.05577+0.20726i,-0.079858+0.2496i,-0.074494+0.12168i,-0.096425+0.01308i,-0.087296+0.01582i,-0.03966+0.021249i,-0.020364+0.0012163i,-0.017247-0.0041808i,-0.009231-0.0096676i,-0.0039621-0.024383i,0.00057507-0.037704i,-0.0062327-0.037757i,-0.017286-0.023737i,-0.019662-0.010645i,-0.016842-0.0032789i,-0.011825+0.0013811i,-0.0076526+0.0022825i,-0.0050133-0.0012911i
-0.059447-0.041383i,-0.1457-0.066277i,-0.24463-0.079919i,-0.24451-0.11624i,-0.098062-0.20068i,0.046949-0.31418i,0.050645-0.35985i,-0.011576-0.25003i,-0.0064579-0.092491i,0.022116-0.030064i,0.0063358-0.0054345i,0.004082+0.032288i,0.037334+0.02919i,0.049215-0.018032i,0.014793-0.064846i,-0.030332-0.077919i,-0.041037-0.062669i,-0.027195-0.048353i,-0.015578-0.04112i,-0.013295-0.029379i,-0.018769-0.0085174i,-0.01682+0.010288i,-0.0087494+0.014145i
0.032183+0.07813i,0.081101+0.13661i,0.12616+0.14376i,0.12703+0.13565i,0.11158+0.18379i,0.13399+0.2715i,0.15925+0.31617i,0.11502+0.26368i,0.042914+0.17087i,0.013859+0.098881i,0.016964+0.04332i,0.015734+0.008247i,-0.0030921+0.0047685i,-0.027239+0.028552i,-0.026846+0.069177i,-0.0017759+0.089965i,0.0094745+0.078412i,0.0054845+0.065253i,0.0092112+0.053412i,0.01431+0.037883i,0.018577+0.024i,0.023721+0.011137i,0.022567+0.0049529i
-0.0043753-0.014228i,-0.023997+0.060128i,-0.05945+0.21173i,-0.10956+0.26488i,-0.20909+0.096073i,-0.36571-0.11819i,-0.41269-0.13809i,-0.24281-0.038625i,-0.058832-0.02384i,-0.023772-0.045518i,-0.029432-0.020006i,-0.0089275-0.010377i,-0.0029847-0.018119i,0.0042501-0.0020806i,0.024351+0.016493i,0.034473+0.024627i,0.027275+0.022852i,0.0079189+0.010172i,-0.012733+0.0016977i,-0.021992-0.0021456i,-0.022194-0.0092695i,-0.02111-0.015386i,-0.015661-0.017696i
0.074769-0.026778i,0.18397-0.15523i,0.2876-0.35825i,0.25946-0.41932i,0.14899-0.21764i,0.17456+0.015381i,0.27067+0.021587i,0.23198-0.086143i,0.11232-0.092129i,0.05389-0.037843i,0.030171-0.02322i,-0.0061991-0.023173i,-0.026448-0.011077i,-0.016492-0.0040727i,0.0088532-0.019459i,0.029097-0.041499i,0.042616-0.036678i,0.055151-0.019981i,0.057106-0.015724i,0.048526-0.01528i,0.038648-0.015848i,0.026831-0.016867i,0.010842-0.010599i
-0.050101-0.068015i,-0.13614-0.04796i,-0.20909+0.056874i,-0.1671+0.13428i,-0.080841+0.11406i,-0.1044+0.13151i,-0.13885+0.20412i,-0.10262+0.18275i,-0.081298+0.089374i,-0.072861+0.047879i,-0.034152+0.040508i,0.00074621+0.026061i,0.021926+0.0034505i,0.02563-0.039494i,-0.010193-0.075415i,-0.051177-0.073207i,-0.059886-0.053951i,-0.053134-0.03039i,-0.041998-0.011206i,-0.033068-0.0057533i,-0.030505+0.0029328i,-0.021419+0.014925i,-0.0094729+0.013049i
-0.013072-0.039504i,-0.05829-0.16947i,-0.13448-0.31753i,-0.15478-0.27387i,-0.0086086-0.07342i,0.19892-0.014045i,0.19979-0.099414i,0.039703-0.10142i,-0.030959-0.034557i,-0.020232-0.022205i,-0.025583-0.028287i,-0.016258-0.02071i,0.0014679-0.019886i,-0.0099034+0.00085661i,-0.02206+0.049766i,-0.015847+0.078837i,-0.0081908+0.06531i,0.0030223+0.035976i,0.016665+0.014011i,0.020756+0.006855i,0.014829+0.010031i,0.0032978+0.016364i,-0.0055246+0.027138i
-0.063458+0.051869i,-0.10929+0.27075i,-0.076235+0.56921i,0.023627+0.5993i,0.026502+0.31073i,-0.085985+0.099158i,-0.081485+0.08941i,0.029721+0.072046i,0.059677+0.02807i,0.036686+0.014748i,0.019373-0.01409i,-0.012973-0.031031i,-0.029953+0.0050538i,-0.0048229+0.052386i,0.038406+0.067224i,0.06446+0.051805i,0.055826+0.03621i,0.0288+0.034295i,0.0064667+0.037856i,-0.0069729+0.033198i,-0.014859+0.014671i,-0.021848-0.0069873i,-0.025545-0.021437i
0.035414-0.017637i,0.081736-0.16374i,0.11043-0.39148i,0.070784-0.48109i,-0.00087159-0.40403i,-0.031216-0.34939i,-0.070404-0.31494i,-0.092691-0.19779i,-0.044446-0.088554i,0.00076772-0.059707i,0.012286-0.046663i,0.0086688-0.044206i,-0.013666-0.060934i,-0.027903-0.071791i,-0.022015-0.080116i,-0.01718-0.083119i,-0.016229-0.073183i,-0.014672-0.057106i,-0.011959-0.043425i,-0.0074545-0.032124i,-0.0057829-0.017293i,-0.0024581-0.0033428i,0.0082718-0.00077243i
0.010443+0.055015i,0.050263+0.20889i,0.1369+0.35869i,0.15807+0.29678i,0.044324+0.14206i,-0.057228+0.14581i,-0.031209+0.19761i,0.0036791+0.14i,-0.0040481+0.076128i,0.00047136+0.060033i,-0.00016395+0.056567i,-0.0029656+0.074289i,0.02414+0.079909i,0.040411+0.034976i,0.014787-0.021037i,-0.013911-0.045348i,-0.014774-0.042159i,0.0021062-0.039559i,0.011413-0.048267i,0.0018776-0.048258i,-0.005981-0.033293i,-0.0023572-0.019747i,-0.0074581-0.012279i
0.036769-0.066172i,0.009564-0.27601i,-0.14073-0.51214i,-0.26831-0.44825i,-0.18043-0.12072i,-0.058236+0.075866i,-0.047462+0.10855i,-0.028516+0.13592i,-0.0066115+0.11817i,-0.031243+0.085781i,-0.034903+0.076887i,-0.0093675+0.043639i,-0.009056+0.0024174i,-0.036667-0.00064134i,-0.058938+0.038187i,-0.060254+0.082055i,-0.053597+0.097351i,-0.043111+0.092935i,-0.021278+0.080363i,0.00049432+0.05971i,0.012378+0.042138i,0.022589+0.028315i,0.026608+0.013149i
0.0040595+0.017034i,0.023914+0.19513i,0.11914+0.51115i,0.2066+0.64831i,0.14316+0.4778i,0.032585+0.28452i,0.0050693+0.16191i,-0.0067978+0.027433i,-0.04007-0.048533i,-0.050687-0.056587i,-0.055733-0.063108i,-0.067429-0.053509i,-0.050497-0.0021403i,0.004018+0.063517i,0.068959+0.099972i,0.11692+0.09483i,0.12902+0.061877i,0.10224+0.020517i,0.055435-0.0096543i,0.016468-0.02425i,-0.0042069-0.033523i,-0.020055-0.033654i,-0.028602-0.018552i
0.016628-0.081513i,-0.021522-0.27979i,-0.14277-0.54451i,-0.28877-0.63618i,-0.3001-0.51129i,-0.16217-0.40374i,-0.061459-0.34698i,-0.033159-0.2359i,0.015514-0.12424i,0.068358-0.081547i,0.092796-0.080595i,0.092117-0.090424i,0.068496-0.10106i,0.043305-0.11713i,0.0241-0.14621i,-0.014099-0.15931i,-0.046033-0.118i,-0.036523-0.046068i,-0.0091817+0.0044342i,0.0037373+0.023639i,0.00080955+0.026323i,-0.00048388+0.021436i,0.0068366+0.0095287i
-0.066809-0.019954i,-0.068418+0.052119i,0.053445+0.15631i,0.28138+0.125i,0.3944-0.013931i,0.28178-0.0063471i,0.15642+0.1221i,0.088146+0.15773i,0.012024+0.10124i,-0.03809+0.050286i,-0.050448+0.035273i,-0.044761+0.045262i,-0.027177+0.048339i,-0.015562+0.040303i,-0.0054511+0.035689i,0.020317+0.02827i,0.038301-0.0016039i,0.019908-0.038146i,-0.0096048-0.052786i,-0.023363-0.047342i,-0.032739-0.029524i,-0.040178-0.0025268i,-0.037357+0.019525i
-0.013938+0.004223i,-0.082843-0.028557i,-0.21085-0.0084708i,-0.30487+0.16668i,-0.25974+0.34608i,-0.17127+0.32268i,-0.15967+0.20769i,-0.11016+0.14509i,-0.0098299+0.092464i,0.020709+0.051863i,0.0068998+0.050997i,0.013059+0.039667i,0.026178+0.00045886i,0.013707-0.035348i,-0.034943-0.042049i,-0.086128-0.020728i,-0.10323+0.0057535i,-0.080508+0.026107i,-0.041966+0.037404i,-0.01356+0.042202i,0.01103+0.042993i,0.027659+0.024771i,0.018297+0.00049435i
-0.088509+0.014927i,-0.15662+0.1409i,-0.12684+0.2494i,-0.040006+0.15446i,-0.056003-0.032319i,-0.070595-0.084158i,0.065607-0.07164i,0.15666-0.11638i,0.08259-0.095069i,0.020889-0.021676i,-0.0021709-0.034848i,-0.077681-0.062125i,-0.14755-0.0067234i,-0.13422+0.089374i,-0.054804+0.16103i,0.039281+0.16827i,0.091965+0.11915i,0.093402+0.067566i,0.081335+0.038036i,0.063522+0.014833i,0.030073-0.0068866i,0.0025092-0.017109i,-0.003022-0.018961i
0.12602+0.034744i,0.32976+0.013983i,0.52853-0.060039i,0.53165-0.13669i,0.34064-0.16991i,0.12025-0.14018i,-0.055914-0.059106i,-0.15574+0.029763i,-0.14884+0.043866i,-0.10021+0.011158i,-0.028012-0.0029911i,0.066344-0.041015i,0.11094-0.11856i,0.088245-0.18769i,0.032716-0.23291i,-0.040971-0.2394i,-0.089214-0.1901i,-0.082164-0.11069i,-0.059469-0.052105i,-0.051559-0.027218i,-0.045253-0.010163i,-0.030083+0.0050805i,-0.016899+0.0084133i
-0.085285-0.092293i,-0.27143-0.1624i,-0.50596-0.18746i,-0.59928-0.11678i,-0.4782+0.039469i,-0.28953+0.14797i,-0.15701+0.11791i,-0.085307+0.038858i,-0.027958+0.0088568i,0.022255+0.0024179i,0.021101+0.011134i,-0.0015461+0.054646i,0.0071315+0.10347i,0.033199+0.12605i,0.058762+0.12592i,0.085813+0.12735i,0.10681+0.12791i,0.10662+0.084878i,0.083589+0.0019333i,0.043035-0.051818i,0.0037951-0.052255i,-0.013896-0.03376i,-0.021388-0.025044i
0.1065-0.0020266i,0.23985-0.060814i,0.32262-0.13619i,0.29811-0.13058i,0.27058-0.036703i,0.29344+0.0075953i,0.23768-0.031126i,0.10185-0.037996i,0.0073907+0.013451i,-0.036307+0.0462i,-0.061917+0.04391i,-0.048511+0.034731i,-0.0059775+0.024367i,0.016568+0.01339i,0.016782+0.020327i,0.025361+0.034607i,0.023009+0.028469i,-0.0055541+0.012373i,-0.030586+0.0070242i,-0.035501+0.012879i,-0.029326+0.018435i,-0.028308+0.022451i,-0.030075+0.029635i
-0.10413-0.12281i,-0.32229-0.1033i,-0.51462+0.16905i,-0.44983+0.48291i,-0.26626+0.47618i,-0.21407+0.30414i,-0.17798+0.26712i,-0.063483+0.24203i,-0.013379+0.15061i,-0.0063223+0.096052i,0.0016794+0.02694i,-0.057752-0.032427i,-0.10785+0.0048935i,-0.076268+0.062392i,-0.030253+0.076946i,-0.021088+0.082776i,-0.027392+0.088354i,-0.0248+0.07335i,-0.013557+0.047416i,-0.0052859+0.025956i,0.0032831+0.0098271i,0.018468-0.005063i,0.039727-0.016773i
0.027241+0.026425i,0.13859+0.022802i,0.25985-0.11104i,0.21782-0.33349i,0.038931-0.45603i,-0.090808-0.45027i,-0.12156-0.41855i,-0.11711-0.35284i,-0.065265-0.29454i,-0.014773-0.29157i,0.02091-0.25607i,0.074804-0.22331i,0.063878-0.2368i,-0.0079808-0.20879i,-0.038269-0.15462i,-0.035058-0.14519i,-0.028861-0.13524i,-0.0072377-0.060674i,0.027729+0.026942i,0.036133+0.043905i,-0.012328+0.017088i,-0.060854+0.011389i,-0.064468+0.018877i
-0.099262-0.16906i,-0.21338-0.30199i,-0.20323-0.36691i,-0.0024307-0.377i,0.12517-0.36441i,0.031753-0.21052i,-0.054394+0.056482i,-0.02965+0.18786i,-0.05237+0.19212i,-0.1222+0.21495i,-0.13994+0.22513i,-0.10425+0.1864i,-0.041564+0.11619i,0.0088458+0.030481i,0.007837-0.040452i,-0.033267-0.072282i,-0.084698-0.070244i,-0.11567-0.055218i,-0.12405-0.048208i,-0.11487-0.034409i,-0.065031-0.010635i,-0.0046536-0.013262i,0.0059119-0.031882i
-0.025213+0.091307i,-0.077652+0.2738i,-0.14946+0.46202i,-0.21111+0.58796i,-0.19177+0.66432i,-0.067077+0.57529i,0.044418+0.2892i,0.066645+0.00036273i,0.054403-0.17372i,0.027559-0.24183i,-0.012243-0.2147i,-0.013249-0.14586i,0.0013827-0.093742i,-0.0094763-0.031539i,-0.0045936+0.049617i,0.054035+0.10585i,0.12774+0.097871i,0.15792+0.042434i,0.14158-0.01912i,0.098773-0.059099i,0.036615-0.063492i,-0.021738-0.05663i,-0.064438-0.059086i
-0.006004-0.016569i,-0.010647-0.04554i,-0.02621-0.11102i,-0.093617-0.15693i,-0.18322-0.10045i,-0.17422+0.080454i,-0.065492+0.20966i,-0.034936+0.18285i,-0.090516+0.14068i,-0.078234+0.11058i,-0.029347+0.021057i,-0.026487-0.060861i,-0.0073237-0.078321i,0.045444-0.093291i,0.083967-0.11026i,0.07384-0.12269i,-0.00062694-0.13694i,-0.0864-0.097075i,-0.10416-0.018212i,-0.056359+0.024214i,0.0093627+0.026081i,0.060323+0.012219i,0.080749+0.0075424i
0.054204+0.20192i,0.21003+0.39775i,0.35486+0.37341i,0.27798+0.12301i,-0.081099-0.024998i,-0.38509+0.19437i,-0.24747+0.50731i,0.1198+0.51894i,0.30537+0.3193i,0.27894+0.22521i,0.25308+0.23455i,0.28115+0.13501i,0.22943-0.028553i,0.09192-0.059271i,-0.030819+0.019125i,-0.070942+0.10165i,-0.014003+0.1572i,0.05855+0.13589i,0.061424+0.060865i,0.030897+0.027954i,0.02437+0.033062i,0.031323+0.030385i,0.033949+0.0094069i
0.83711+5.2684i,2.6193+4.5162i,5.8581+4.4711i,6.9553+2.1991i,5.9756-0.46808i,3.3429-2.3768i,0.42276-1.9291i,-0.57884-0.2277i,0.28716+0.58727i,1.2567+0.03195i,0.93222-0.84105i,-0.21716-0.96685i,-1.164-0.51895i,-1.6077+0.15128i,-1.3205+0.7234i,-0.50737+0.80019i,0.13337+0.45287i,0.27916+0.045336i,0.12507-0.11727i,-0.026015+0.066174i,-0.0053025+0.3478i,0.059412+0.45157i,0.042664+0.3805i
0.12394+0.30852i,0.28145+0.51824i,0.38718+0.40992i,0.21781-0.033154i,-0.053245-0.39725i,0.0090371-0.44842i,0.32814-0.3462i,0.47703-0.21339i,0.41791-0.072956i,0.28738-0.019852i,0.084397-0.022332i,-0.090329+0.037725i,-0.12697+0.11665i,-0.11694+0.1355i,-0.1334+0.11638i,-0.12509+0.083385i,-0.073142+0.051022i,-0.015999+0.02638i,0.010976+0.003276i,0.01605+0.0021616i,0.041249+0.029838i,0.088775+0.053666i,0.12098+0.050056i
0.1342+0.050882i,0.20957+0.051018i,0.15063+0.038615i,0.092253-0.034409i,0.17608-0.23831i,0.24061-0.30864i,0.23299-0.026522i,0.29036+0.28218i,0.35784+0.32075i,0.36237+0.24001i,0.37072+0.15815i,0.36565+0.038815i,0.26126-0.079273i,0.086558-0.11891i,-0.058636-0.073455i,-0.12308-0.0062472i,-0.10289+0.038216i,-0.064764+0.053938i,-0.066957+0.07435i,-0.049591+0.10805i,-0.0047517+0.10654i,0.0038384+0.079762i,0.0038485+0.073377i
-0.09187+0.19475i,-0.046481+0.31142i,0.081213+0.29008i,0.19174+0.27936i,0.20591+0.46281i,0.11545+0.49185i,0.014655+0.17922i,0.012181-0.15998i,0.073291-0.33389i,0.10071-0.31594i,0.10948-0.14433i,0.12746+0.0016203i,0.099074+0.013325i,0.059946-0.0028734i,0.076104+0.019107i,0.11016+0.0042157i,0.099321-0.063936i,0.031947-0.1061i,-0.026911-0.062894i,-0.0027341+0.0055066i,0.061482+0.015061i,0.074612-0.0046371i,0.035887-0.011624i
0.13748-0.039586i,0.38278-0.14774i,0.5628-0.33271i,0.40475-0.39273i,0.10406-0.24481i,0.09682-0.17843i,0.23182-0.354i,0.2124-0.43951i,0.14307-0.29967i,0.091067-0.14444i,0.025121-0.031522i,-0.019577+0.032203i,-0.040468+0.016796i,-0.063408-0.02038i,-0.088508-0.051906i,-0.10221-0.079744i,-0.089954-0.091353i,-0.045841-0.072061i,0.0045937-0.02134i,0.047996+0.020364i,0.086761+0.030925i,0.10853+0.01549i,0.10022-0.010746i
