0.00099098+0.00057809i,0.0021687+0.0009618i,0.0016114+0.0018085i,0.0011518+0.0012242i,0.0012063+0.00040035i,0.0013266+0.00064963i,0.0013751+0.00068646i,0.0014202+0.00064155i,0.0021025+0.00020798i,0.0023445-0.00034204i,0.0015311-7.8396e-07i,0.00089436+3.0583e-05i,0.00057676-0.00026592i,0.00023296-0.00029164i,-0.00020102+0.00026215i,-0.00064064+0.00031766i,-0.00023092+0.00011252i,0.00024446+0.00027846i,-0.00016706+0.00025871i,-0.00034632+0.00019949i,0.0002636+0.00045606i,0.00012662+0.00066647i,-0.00042965+0.00062259i
0.00096835-0.00045944i,0.0019271+9.5709e-05i,0.0013344+0.0007518i,0.0011857+0.0018185i,0.0016035+0.0025022i,0.0015687+0.001116i,0.00097527-0.0004235i,0.00060198-0.000977i,0.0011831-0.00054593i,0.00093393+8.0046e-05i,0.00019212+4.3027e-05i,0.00032596+9.7441e-05i,3.3132e-05+3.911e-05i,-0.0002397-0.00035636i,-0.00039626-0.00053996i,-0.00039908+0.00013766i,9.4415e-05+2.3657e-05i,0.00046575-0.00056193i,4.5884e-06+0.0003601i,-0.00066897+0.00027258i,0.00010768-0.00080293i,0.00022753-0.0012427i,-0.00026971-0.0011837i
0.00086001+0.0022595i,0.00088176+0.003102i,0.00059343+0.0038411i,0.0012592+0.0033678i,0.0016112+0.0016995i,0.0010785+0.00026737i,0.00076604-0.00097559i,0.00095988-0.0013876i,0.0013116-0.0012383i,0.0011065-0.00082163i,0.00078328-0.00060762i,0.00039909-0.00048188i,-0.00015427+7.4353e-05i,0.00022715-7.0308e-05i,0.00036636-0.00041389i,-8.7227e-05-0.00051894i,-4.0531e-05-6.6423e-05i,0.00018914+0.00014515i,-0.00011703-0.00031895i,-0.00024394-0.00013886i,-0.00063427+0.00040381i,-0.0011644+0.00096573i,-0.00055872+0.00074968i
-0.00088925+0.00044164i,0.00056906+0.00087725i,0.0010319+0.0026679i,0.0011563+0.0025653i,0.0015646+0.00094337i,0.00090946+0.00045446i,0.00026474-2.6042e-05i,-0.00020603-0.00044498i,-0.0006099-0.0010371i,0.00026262-0.0010555i,0.00066027-0.00017011i,-0.00015006+0.00077301i,-0.000345+0.00051793i,0.00041423-0.00061926i,0.00028218-0.0013258i,-2.5211e-05-0.0010368i,0.00030396-0.00040158i,0.00055179-3.6543e-05i,0.0014567+0.00054226i,0.0012237+0.00019089i,0.00076686-0.0002677i,0.00070115+0.00014131i,1.4118e-05+0.00017269i
-0.0005234-0.00010357i,0.0004833+0.0021893i,7.4921e-05+0.0021357i,0.00020299+0.0011016i,0.0019227+0.001124i,0.0026638+0.00041057i,0.0012331-0.00067651i,0.00062-0.00044203i,0.00039359+0.00069294i,0.00014851+0.00075355i,-0.00028664+0.00024026i,-0.00052144+5.1396e-05i,-0.00040291+0.00039664i,-0.00078742+0.00036514i,-0.00074345-0.00020329i,-0.00065706-0.00011389i,-0.00076482+6.3766e-05i,-0.00018911+3.5636e-05i,-0.00014193+0.0002435i,-0.00039087+0.00039291i,-0.00038726+0.00037583i,-0.00020256-0.00056035i,0.00019588-0.00027301i
0.0010075+0.0013339i,0.0003588+0.0026784i,0.00035063+0.0035087i,0.0010612+0.002033i,0.0018036+0.00076849i,0.0018044+0.00027408i,0.00039827-0.00058076i,-0.00030041-0.0011404i,0.00021183-0.0010112i,0.00013349-0.00090257i,-1.7267e-05-0.00035193i,-0.0002266+0.00071303i,-6.5262e-05+4.1859e-05i,-0.00028979-0.00057423i,-0.00035915-0.00075213i,0.00018769-0.00067594i,0.00054605-0.00018134i,0.0011683-0.00020632i,0.00096438+0.00020007i,0.00030323+9.6292e-05i,-4.4715e-05-0.00044534i,-0.00067175-0.00019514i,-0.00095841+0.00061368i
-0.0011047+0.0030173i,-0.0014146+0.0039001i,0.00049735+0.003343i,0.0030601+0.0018247i,0.0032537+0.00043822i,0.0015914-0.00078091i,0.00056889-0.00052928i,0.00029887-4.5942e-05i,0.00096976-0.0001346i,0.0013371-0.00078379i,0.00023919-0.0012947i,-0.00069193-0.00025293i,-0.00034532+0.00069436i,0.0003457+4.4091e-05i,0.00039796+0.00055944i,0.00015521+0.0016085i,0.00017429+0.0011779i,0.0003161+0.00084152i,-0.00015732+0.0006141i,-0.00036708-0.00014894i,-0.00055774-0.00025288i,-0.00059778-3.6432e-05i,-0.00020894+0.00015268i
0.0007897-8.7692e-05i,0.00095589+0.0012318i,0.0012359+0.0018491i,0.0010443+0.0016222i,0.0013098+0.00095532i,0.0015287-0.00048884i,0.00084711-0.00093678i,-0.00028821-4.8392e-06i,-0.00036401+0.00015304i,-6.6391e-05-0.00018524i,3.3924e-05-0.00032794i,0.00035853+9.656e-06i,0.00055553+3.0176e-05i,0.00047956+6.8019e-05i,-0.000108+0.00051925i,5.8127e-06+0.00069609i,0.00019819+2.6939e-05i,0.00014736-0.00073871i,0.00073873-0.00035581i,0.0008566-0.0004489i,0.00043003-0.00059857i,0.00013261-3.9406e-05i,-2.1583e-05-0.00024547i
0.00082108+0.0037006i,0.00047466+0.0043756i,0.00062901+0.0033715i,0.0018213+0.0022385i,0.0030272+0.00099763i,0.0018913-0.00061518i,0.00049829-0.00079381i,0.00076819-0.00023821i,0.0014013-0.0010774i,0.001162-0.0013826i,0.0010946-0.00069041i,0.0013575+0.00034136i,0.00088878+0.00098482i,-4.9388e-05+0.00059062i,-3.5431e-05+0.00033282i,0.00041882+0.00029107i,0.0011702+0.00044357i,0.0015418+0.00028257i,0.0010679+0.00012265i,0.00025057+0.00071964i,-0.00030773+0.00057813i,-9.7917e-05-3.1538e-05i,0.0006884+0.00011671i
-0.0018457+0.0002237i,-0.0016898+0.00073197i,-0.00067175+0.002673i,0.0020654+0.0025751i,0.0035787+0.0013966i,0.0034207+0.0003667i,0.0019189-0.00059818i,0.00051242-0.00040037i,-7.5624e-05+0.00041539i,-0.00036639+5.0084e-05i,-7.7009e-05-0.00043689i,5.3469e-05+3.5057e-05i,-0.00016378+0.00066293i,-0.00063362+0.00087645i,-0.00079715+0.00070166i,-0.00063689+0.00053686i,-0.00049856-6.3404e-05i,-0.00040717-0.0010678i,-0.0009229-0.0015416i,-0.00089618-0.0011384i,-0.00097618-0.00059737i,-0.00052045-0.00039829i,-0.00014638-5.1564e-05i
0.0017678+0.00084311i,0.0024846+0.0020441i,0.0027308+0.0031015i,0.0023221+0.0027663i,0.0021319+0.00092379i,0.0017897-0.00072058i,0.00090899-0.0015228i,0.00041423-0.00041068i,0.0008058+0.00072945i,0.00065343+0.00085407i,0.00010221+0.00096376i,-7.9161e-05+7.5405e-05i,-0.00011946-0.0013425i,0.00031184-0.00090323i,0.00040975+0.00043079i,-8.659e-06+0.00065948i,-0.00086758+2.7201e-05i,-0.0006068+0.00041352i,0.0003735+0.00091359i,0.00010118-3.4973e-05i,4.1201e-05-0.00039983i,0.00028228-7.8149e-05i,-0.00012565-0.00041369i
0.00015457+0.002827i,-0.00049619+0.0037564i,0.00090278+0.0033981i,0.0018985+0.0017918i,0.0018086+0.0010562i,0.0022232+0.00031506i,0.0018063-0.00030459i,0.00070911-0.00022298i,0.00025117-0.00041105i,0.00041736-0.00070555i,0.00034142-0.00061833i,0.00034202+8.7445e-05i,9.4886e-05+0.00062736i,-0.00060503+0.00019015i,-0.00039337-0.00031684i,-0.00076276+0.00034228i,-0.00059526+0.00094745i,0.00011611+0.00035963i,0.00063789-0.00025241i,0.0010839+0.00020613i,0.00084232+0.00063451i,0.0006238+0.00037526i,-6.4664e-05+0.00025054i
-0.00015615+0.001043i,-0.0010685+0.0010578i,-0.00053843+0.00082999i,0.0013301+0.0010636i,0.0020454-0.0006879i,0.0015928-0.0014697i,0.00086477-0.00050557i,0.00031713-0.00017411i,0.00096523-0.00010278i,0.00093074-0.00030957i,0.00036541-0.00034372i,-0.00013185-0.00035092i,-0.00061993-0.00060403i,-8.7245e-05-0.00053017i,0.00041157+0.00044537i,-0.00036397+0.00082245i,-0.00031826+0.00031591i,0.00030429+0.0004282i,0.00042816+0.00077688i,0.00064648+0.00012024i,0.00075545-0.00053911i,0.00035234-0.00016662i,0.00034627+0.00057815i
0.0010707+0.00097261i,0.0017525+0.0018113i,0.0020743+0.0024764i,0.002515+0.0017908i,0.0024309+0.00055285i,0.0012027+0.00036441i,0.00050583-0.00022719i,0.001184+2.8527e-06i,0.00156+0.00092561i,0.00033201+0.0003566i,-0.00078162-0.00034125i,-0.00029586-0.00040908i,0.00091637-0.00036182i,0.00069176+0.00024573i,-8.6161e-05+0.00068084i,-0.00034364+0.0007189i,-0.00013484+0.00038478i,-0.00014573+0.0005424i,-0.00049294+0.00047795i,5.1209e-05-0.00035779i,-4.9232e-05-0.00027085i,-0.0005918+0.00016965i,-0.00074001+0.00017004i
-0.00062357+0.0022439i,-0.0017986+0.0027783i,-0.00087033+0.0024598i,0.00096527+0.0016426i,0.0025384+0.00064916i,0.0026701-0.00021323i,0.0010211-0.00019321i,0.00042545+0.0004705i,0.00026508+0.0009574i,-0.00041367+0.0001113i,-0.00054382-0.00086132i,-0.0005995-0.0010662i,-0.00020186-0.00096336i,6.4508e-05-0.00073705i,-0.00032013+0.00017127i,-0.00065267+0.00050181i,-0.00063157-0.000224i,-1.9159e-05+4.0076e-05i,0.00042583+0.00011259i,0.00018388-0.00039158i,0.00069853-0.00035853i,0.00090333-0.00062859i,6.5125e-05-0.00061263i
-0.001011+0.00027106i,-0.00014203+0.0010052i,0.00064758+0.0018375i,0.0016148+0.0017335i,0.0023639+0.0015537i,0.0020668+0.00051867i,0.0014259-0.00045982i,0.00049239-0.00061325i,6.6037e-05-0.000443i,0.00052707-0.00043975i,0.0007847-0.00031594i,0.00056814+0.00069056i,0.00021753+0.0011132i,-5.7155e-05+0.00076629i,-0.00020942+0.00060962i,0.00013097+0.00039555i,0.00079423+0.00065237i,0.0011163+0.00020737i,0.00039777-0.0008384i,-0.00031829-0.00061594i,-0.00057259-0.00024978i,-0.0010614-0.00023139i,-0.00095161-0.00011642i
0.00026502+0.00087384i,0.0012766+0.0011308i,0.0013947-0.00033441i,0.00098469-0.00012648i,0.0010644+0.0009436i,0.0016015+0.00054398i,0.0021166-4.9374e-05i,0.0016744-0.00041008i,0.0011682-0.00084645i,0.0013021-0.00093316i,0.00094766-0.00022085i,0.00075822+0.00043014i,0.00082084-0.0002398i,0.00068627-0.00063164i,-9.1763e-05+0.00034881i,-0.00016458+0.00061345i,0.00026977+0.00050703i,0.00054911+0.00046575i,0.00041272+7.9338e-05i,-0.00026239+0.00013905i,-0.00019309+0.00025974i,0.00057616+0.00032266i,0.00047931-0.00016664i
-0.00053987+0.00088915i,0.00024899+0.0020232i,0.00097505+0.0036164i,0.00067411+0.0028429i,0.0014407+0.0010019i,0.0013964-9.1995e-05i,2.3007e-05-0.00091606i,-0.00096489-0.00033247i,-0.00046992-3.0189e-05i,-4.8864e-06-0.00059006i,1.0132e-05-0.00089319i,0.00033275-0.00070396i,0.00068774-0.00077716i,0.00041597-0.0004238i,0.00046862+0.00020087i,7.922e-05+0.00041702i,0.00010516+0.00032531i,0.00024484-0.0001652i,-0.00061639-0.00026811i,-0.00031094+6.0122e-05i,0.00023386+0.00032433i,-0.00013738-0.00049783i,1.9683e-05-0.00060329i
0.0015489-0.0010629i,0.0018503+0.0015535i,0.0011584+0.0021523i,0.0006963+0.0021101i,0.00076362+0.0016452i,0.0013432+0.0016457i,0.0013154+0.00067941i,0.00068791-0.00033609i,0.00015061+8.8073e-05i,-0.00059348-0.0004854i,-0.00096994-0.00074567i,-0.00043714-2.6044e-05i,0.00030605+0.00060509i,0.00092397+0.00044766i,0.00069081-9.8373e-05i,-8.5044e-05-0.00022472i,-5.092e-05+0.0005649i,-4.2203e-05+0.0003507i,-0.00057652-0.00029899i,-0.00072261-4.672e-05i,-0.00052921+0.00016594i,-0.00056383-0.00028849i,0.00028145-0.0002304i
-0.00044056+0.003416i,-0.0027132+0.0030825i,-0.0010368+0.0030896i,0.0019161+0.0015868i,0.0042222+0.00039414i,0.0034927-0.00093215i,0.000491-0.001853i,-0.00096069-0.00094227i,0.00014213+0.00057001i,0.0016829+0.0012105i,0.0018389+0.0009372i,0.00049521+0.00057511i,-0.00067782+0.0011761i,-0.00060019+0.0010924i,-0.00019408+0.00044373i,7.0123e-05-0.00019606i,0.00030418-0.00066971i,0.00026114-0.0010735i,0.0003494-0.001009i,0.00066203-0.00040917i,0.00024542-0.00018192i,-8.8283e-05-0.00068711i,0.00066456-0.0011018i
0.0021964+0.0022232i,0.0028382+0.002761i,0.0041376+0.0027088i,0.002846+0.0014248i,0.00095452+0.0010596i,0.00041938+0.0011069i,-0.00073003+0.00098616i,-0.00083828+0.0007821i,0.00066093-0.00018638i,0.0010437-0.001261i,3.7244e-05-0.00092202i,0.0001866+0.00040654i,0.00022264+0.00090829i,-0.00039303+0.00017653i,9.021e-05-0.0004623i,0.00071937-0.00022567i,0.0003344+0.0001i,9.1029e-06-0.00029233i,0.00084534-0.00050107i,0.0013863-1.8799e-05i,0.00090335+0.00024374i,0.00029609+0.00027447i,-0.00031788+0.0004304i
-0.0010839+0.0042602i,-0.0013646+0.0051529i,-9.3073e-05+0.004374i,0.0016921+0.0024823i,0.0025789+0.0013157i,0.0017851+0.00048079i,0.00098664+0.00025938i,-4.5845e-05+0.00095713i,-0.00039323+0.00066015i,0.0007993+0.00042137i,0.00094708-0.00024176i,5.6688e-05-0.0008791i,0.00012843-0.0002784i,0.00033226+0.00035067i,0.00030241+0.00016939i,0.00031587-2.2541e-05i,0.00039122+0.00036053i,3.8967e-05+2.4115e-05i,-0.0002657-0.00033047i,-4.1795e-06-0.00065337i,0.00037855-0.00089587i,0.00043989-0.00041278i,0.00054893-5.9207e-05i
0.0030232+0.0035749i,0.0021666+0.0032436i,0.0035282+0.0016622i,0.002622+0.00030684i,0.0016435-0.00033235i,0.0017339+9.8319e-06i,0.00083219+0.00052807i,0.00018603+0.00031393i,0.00061901-0.00058036i,0.00021084-0.001526i,-0.00065915-0.00036069i,-0.00047087+0.0010616i,0.00058378+0.0013637i,0.00067497+0.00087766i,0.00064241-0.00022419i,0.00058245+0.00050139i,0.00012953+0.00054727i,0.00015474-0.00025713i,0.00013517-0.00058059i,7.2003e-05-0.00054207i,-0.00011568-0.00043599i,-0.00052073-0.00012108i,8.6225e-05+0.0008883i
-0.0001158+0.0023917i,0.00074514+0.003903i,0.00080561+0.0036974i,0.00048865+0.0024104i,0.00072212+0.00014411i,0.0011191-0.00075303i,4.0105e-05-0.00065281i,-0.0010237-0.00094002i,-0.00017751-0.00012206i,0.0011766+0.00019426i,0.0016778-0.00012811i,0.0012715+0.00042521i,-9.8983e-05+0.0010026i,-0.0010835+0.0008625i,-0.0010772+0.00060645i,-0.00019938+0.00058257i,-6.2757e-06+0.00094314i,-0.00018122+0.00029858i,0.00063886-0.00090916i,0.0006615-0.00085888i,-0.00034917-0.00032921i,-0.0006275-0.00017208i,0.0002954-1.7811e-05i
-0.00097358-0.00064648i,0.00077503+0.0015144i,0.0011496+0.0024052i,0.0017484+0.0022197i,0.0020724+0.0021273i,0.0018442+0.00097039i,0.0013615-0.00014506i,0.00088351-0.0003785i,0.00082671+0.00021048i,0.0006287+0.00025173i,-0.0001376+0.00010852i,-0.00036374+0.00078637i,-7.7327e-05+0.0010833i,-0.00049203+0.00090801i,-0.0006661+0.00016132i,-0.00090325-0.00041389i,-0.00070782-0.00024403i,-0.00045749-0.00034429i,-0.00052526-0.00064252i,-0.00012342-0.00070052i,0.00027765-0.00049808i,0.00041379-0.00046836i,0.00084927-0.00068516i
0.0011865+0.0015827i,0.00049553+0.0036097i,0.0005073+0.0046075i,0.0011351+0.0034482i,0.0017235+0.00086967i,0.001565-0.00069065i,0.001299-0.00083482i,0.0010476+4.2463e-05i,0.00070918+0.00042868i,0.0004913-0.00029901i,8.032e-05-1.6247e-05i,0.00013738+0.00060182i,-5.9949e-05+9.961e-05i,-8.0026e-05-6.5242e-05i,-0.0002887+0.00026249i,-0.00054464+0.00029498i,-0.00061977+0.0005119i,-0.00090533+0.00023985i,-0.00068523+0.00032471i,-0.00038512+0.00064447i,-0.00033605-0.00017597i,-0.00010795-0.0008268i,0.00037016-0.00096744i
-0.00094197+7.6687e-05i,0.00030921+0.0020401i,6.6665e-05+0.0028032i,0.00025009+0.0017381i,0.0012502+0.0009516i,0.002017+0.0007444i,0.0018271-0.00037093i,0.00036088-0.00045486i,-8.4944e-06-2.6103e-05i,0.00066611+8.1076e-06i,0.00091691+0.00027201i,0.000501+0.00035379i,0.00072597-0.00031596i,0.001298+6.1695e-05i,0.0011156+0.00051157i,0.00028099-0.00024124i,-0.0010259-0.00045749i,-0.00047518-0.00028998i,0.00090207-0.00042138i,0.00097653-0.00017162i,0.000281-0.0002587i,-0.00034413-0.00031073i,-0.00032384-0.0005927i
0.0003115-0.0008622i,0.00041154+0.0018124i,0.00071685+0.0019664i,0.00042835+0.00085639i,0.00016397-1.0507e-05i,0.00034402-0.00039895i,0.00050314+0.00015545i,0.00088404+0.00095967i,0.0014179+0.00044659i,0.0019149-0.00026792i,0.001239-0.00062917i,-0.00021695+0.00018171i,-0.0006491+0.0009142i,-8.0795e-05+0.00051739i,-0.00022661+9.8598e-05i,-0.00030438-0.00034863i,0.00046621+0.00033822i,0.00090358+0.00066322i,0.00059717-0.0001404i,0.00026384-0.00083529i,-9.5317e-05-0.00065885i,-0.00064212-0.00041716i,-0.00080112-0.00011475i
-0.00033555+0.0016201i,-0.00052405+0.0021321i,2.269e-05+0.002347i,0.0012546+0.0026135i,0.0025102+0.0024235i,0.0026503+0.0011244i,0.00096177-0.00027783i,0.00051472-0.00015665i,0.0011391+0.00058543i,0.001208+0.00022598i,0.0010647+0.00010349i,0.0010339+0.00015496i,0.00097765-0.00030471i,0.00053575-0.0005231i,-0.00014381-0.00011139i,-0.00018566+0.00042564i,0.00073377+0.0007099i,0.00081807+0.00049053i,0.00055115+0.00027321i,0.0006884+0.00050358i,0.00088119+0.00064593i,0.00023825+0.00036722i,-0.0008184+0.00044921i
0.0016178+0.00054064i,0.00096986+0.0019141i,0.00019223+0.0024033i,0.00061221+0.0016804i,0.0011661+0.0011887i,0.00095446+0.00053658i,0.00046176-0.00073457i,-0.00014835-0.00090712i,-0.00015789-0.00013322i,0.00031682+0.00026688i,-0.00052265+0.00010742i,-0.000879-1.0706e-06i,0.00027246+0.00070621i,0.00056781+0.00044748i,-9.8016e-05-0.00041453i,-0.00056545-0.00034185i,-0.00029285-0.0002083i,0.00025182+7.5209e-05i,-0.00047686+0.00018057i,-0.0011018+8.6014e-05i,-0.00072506-0.00021701i,-0.00081415-0.00032005i,-0.0015443-0.00012877i
0.00069357+0.00058985i,0.0011887+0.0015248i,0.0008726+0.00099819i,0.0013231+6.5343e-05i,0.0010894-4.9372e-05i,0.0012423-0.00019895i,0.00093559-0.00073361i,-0.0005031-0.0011467i,-0.00029927-0.00070495i,0.0008963-8.9695e-05i,0.00067595+0.00022991i,0.00019196+0.00046613i,-2.3698e-05+0.00080901i,-0.00069428+0.00051204i,-0.00057574-0.00038637i,0.00020972-0.00060166i,0.00035186+0.00028039i,0.00059293+0.0005647i,0.00063978-4.9792e-05i,8.9943e-05-0.00017788i,0.00022745-0.00046145i,0.00046773-0.00064753i,-0.00031498-0.00079821i
-5.5153e-06+0.0013765i,0.00073861+0.0014504i,0.0012831+0.0018232i,0.0012809+0.0015288i,0.0011981+0.00059185i,0.00087034-0.00050816i,0.00051628-0.0008818i,0.00055163+8.6811e-06i,0.0012561+0.00046946i,0.0022618+0.00016208i,0.001695+0.00054433i,2.3411e-05+0.00041991i,-0.00019226-0.00049158i,0.00029308-0.00045035i,0.0003456+9.9632e-05i,0.00071475+0.00034575i,0.00034935+0.00025832i,-0.00036833+0.00066081i,-0.00051715+0.00069486i,-0.00012411+3.8627e-05i,0.00046886+2.9137e-05i,0.00092789+0.00020201i,0.00047686+2.9349e-05i
0.00094325+0.0015999i,0.0015015+0.0030312i,0.0019281+0.0032949i,0.0017643+0.0014859i,0.0025117+8.5123e-06i,0.0028294-0.00038027i,0.0016978-0.00055233i,0.0003888-0.00049535i,0.00015846-0.0001396i,0.00098581-0.000395i,0.00059887+0.00031598i,4.1073e-05+0.0012397i,0.00046462+0.00082537i,0.00031702+9.6391e-05i,-0.00062687-0.00023286i,-0.0011182+0.00026649i,-0.00029329+0.00097136i,5.4296e-05+0.00079375i,-0.00023734+0.00015797i,-0.00014523-0.00010132i,-7.0536e-06+0.00025097i,-0.00040583-0.00022964i,-0.00027861-2.5168e-05i
-0.0006128+0.0013326i,-0.00017119+0.0022765i,0.0014366+0.0019265i,0.0017773+0.00058318i,0.0019743+0.00074148i,0.0017326+0.0010968i,0.0012564+0.00023797i,0.000891-0.00040239i,-0.00023864-5.6237e-05i,-0.00045949-0.00014703i,-0.00054781-0.00075215i,-0.00040832-0.00055014i,-7.2739e-05+0.00015901i,-0.00023981+0.00068356i,-0.00055043+0.00034237i,-9.3346e-05-0.00051091i,0.0005838-0.00067674i,0.0013687-0.0010885i,0.0017123-0.00040877i,0.0013838+0.00041788i,0.0012481-0.0001574i,-6.5277e-05-0.00017685i,-0.0011978-0.00052237i
-0.0018091+0.0013084i,-0.00057429+0.0011774i,0.00093081+0.0028377i,0.00254+0.0029711i,0.0033957+0.0015751i,0.0027488-0.00041608i,0.00083024-0.0015368i,-0.00018034-0.0014383i,0.00019957-0.00051049i,0.00082816-0.00010996i,0.00090713+1.3413e-05i,0.00097787+0.00030333i,3.5361e-05+0.00030975i,-0.00084006-0.00033816i,-0.0004748-0.00011687i,-0.00058647+0.00069071i,-0.00031272+0.00027577i,0.00087481-0.00014953i,0.00079645-0.00050359i,0.0007165-0.00080736i,0.00074908+1.2985e-05i,0.00012716+0.00026274i,5.491e-05-0.00029803i
0.00075005+0.0020117i,0.00097792+0.0041625i,0.0015583+0.0042073i,0.0022926+0.002587i,0.0024496+0.0012659i,0.0016532-0.00013761i,0.00030956-0.00071737i,0.00061737-0.00010096i,0.0014899-0.00011135i,0.0011972-0.0004725i,0.00035787-0.00035997i,-0.00021381-3.0894e-05i,-0.00043731-2.582e-05i,-0.00036876-0.00032672i,-0.00012875-0.0003784i,-0.00046366-1.4568e-05i,-0.00018098+0.00067241i,-0.00016101+0.00056963i,0.00023251-0.00023799i,0.00055006-0.00067765i,0.00011579-0.00049634i,0.00038055-9.4574e-05i,0.00054694+0.00019824i
-0.0010582+9.7042e-05i,-0.00032456+0.0020879i,0.0011907+0.0024743i,0.0015626+0.0012102i,0.001206-0.00027083i,0.0010106-0.0016912i,0.00087863-0.0020516i,0.00076602-0.0016201i,0.0010709-0.00072271i,0.0010477-0.0006814i,0.00031306-0.00071765i,0.00023785-0.00063241i,0.00025123-0.00026634i,-0.00083485+0.00035503i,-0.001054+0.00047614i,-0.00037693+3.3481e-06i,-7.8544e-05-0.00049338i,0.00029861-0.00053233i,0.0003338-0.00049039i,0.00013149-8.6399e-05i,-5.5949e-05+9.0827e-05i,-8.319e-06+0.00015123i,0.00051623+6.7544e-05i
-0.000627+0.001251i,-0.00011137+0.002492i,0.00065412+0.0028823i,0.0014153+0.0026748i,0.0015804+0.0021225i,0.00067268+0.0012179i,-5.5718e-06-0.00048876i,-0.00080326-0.00065635i,-0.0008282+0.0002407i,0.00024599+0.00046711i,0.00030909+0.00039582i,-0.0002035+0.00023012i,-0.0004904+7.4072e-05i,-0.0002991+0.00033303i,-6.2825e-05-0.00011957i,0.00012705-0.00048569i,0.00030212+4.6072e-05i,0.00018191+0.0005308i,-0.00041908+0.00019201i,-0.001016-0.00016102i,-0.00040093-2.6454e-06i,0.00033526-0.0002531i,0.00025377-0.0002454i
0.0014584+0.0004946i,0.0020848+0.0016145i,0.0016116+0.0023712i,0.00089597+0.0023662i,0.00097359+0.0017641i,0.0019105+0.0012501i,0.0019674+0.00026184i,0.0015564-5.6283e-06i,0.0019483+0.00014429i,0.0012209+0.00019841i,0.00025089+0.00031833i,0.00075228+0.00049865i,0.00085128+0.00023294i,0.00025391-7.9187e-05i,3.5568e-05-0.00011271i,0.00033568+6.685e-05i,0.0004947+0.00019682i,0.00037927-0.00033089i,0.00053799-0.00073175i,0.00043293-0.00055066i,0.00026339+3.1859e-05i,-0.0003531+0.00010229i,-0.00056743+0.0002882i
0.00010347+0.0012566i,0.0012983+0.0034345i,0.0012996+0.0029872i,0.0014946+0.0015259i,0.0016001+0.00061669i,0.0016828-0.00042085i,0.0011443-0.00020331i,0.0005113+0.00014027i,0.00096834-2.744e-05i,0.0017555+5.1724e-05i,0.0015362-0.00044854i,0.0010081-0.00087509i,0.00071756-0.0010188i,0.00031331-0.00066132i,-0.00021736+1.3769e-05i,-0.00098973-0.00018393i,-0.0014924-0.00059316i,-0.00066757-0.0002512i,0.00014395+7.6842e-05i,0.00011068+0.00037802i,-0.00029074+0.0006178i,-0.00078103+0.0003968i,-0.00054755+1.1649e-05i
-0.0015376+0.00112i,-0.0020528+0.0012304i,-0.00087343+0.00138i,0.0001837+0.00014119i,0.00094404-0.00044277i,0.0019455-0.00014518i,0.001364+0.00023168i,0.00053528+0.00050993i,0.00074082+0.00032731i,0.0012277+1.9681e-07i,0.00045829+0.00031854i,-0.0003862+0.00033303i,-0.00013956+0.0002799i,-0.00050126+0.00049138i,-0.00085646+0.00012515i,-0.00075175-0.00053231i,-0.00040704-0.00052399i,-3.5063e-05-0.0002383i,-5.9047e-05-0.00028782i,0.00020276-0.00057196i,0.00025807-0.00018045i,-7.9784e-05-2.1317e-05i,-0.00015145-0.0001128i
0.00048055-0.00028192i,0.00076273+0.00098735i,0.0006146+0.0016257i,0.00072369+0.0013402i,0.0013497+0.00090011i,0.0022091+0.00086124i,0.0024619-0.00013102i,0.0013321-7.2738e-05i,-0.00027253+0.00048793i,9.7564e-05+6.5902e-05i,0.00073846+3.4873e-05i,0.00016242-0.00016854i,-0.00020795-0.00085316i,-0.00038537-0.00058797i,-0.00045457+0.00010923i,-0.00042196+0.00011242i,-5.0422e-05+0.00051458i,0.00032194+0.00086537i,-0.00046328+0.00039885i,-0.00082246+3.5352e-05i,-0.00040641-0.00025006i,-0.0001496-0.00023275i,-0.00018621+0.00014582i
0.0003981+0.0024841i,0.00038409+0.0036067i,0.00055197+0.0027926i,0.00068136+0.0020202i,0.0013376+0.0017364i,0.0016055+0.00031387i,0.0014277-0.00040403i,0.00028863-0.0003166i,-3.3921e-05-0.00054504i,0.00051501+5.225e-06i,0.00010259+0.00079458i,-0.00015366+0.00056857i,0.00014524-0.00016825i,0.00034787-0.000332i,0.00046301-0.00037311i,0.00040733-0.00049482i,-0.00026555-0.00053358i,-0.0003669-0.00031974i,-0.00037449-9.2102e-05i,-0.00040753+0.0004171i,0.00039759+0.00092433i,0.00085431+0.00094686i,0.00015076+0.00081969i
-0.0004357+9.2483e-05i,-0.00054014+0.00099348i,-0.00018948+0.0016897i,0.00096335+0.0015385i,0.0014149+0.00072498i,0.0013052+0.0001672i,0.00073356-0.00091731i,0.00032858-0.0010413i,0.00032865-7.0763e-05i,-9.1441e-05-9.9741e-05i,-0.00047823-0.00039024i,-0.00031546+0.00023319i,0.00056418+0.0003931i,0.00021078-0.0002591i,1.4618e-05-0.00081596i,0.00071275-0.00083755i,0.00062328-0.00057795i,0.00072604-0.00070534i,3.375e-05-0.00066122i,-0.00062816-0.00020227i,-0.00029419+0.00041414i,0.00076984+0.00053553i,0.00096714+0.00038131i
