-0.0018389-0.00039401i,-0.0028262-0.0014724i,-0.0049929-0.0010678i,-0.0033627-0.0011876i,-0.0016508+0.00055247i,-0.0016993+0.0019339i,-0.0007454+0.0011196i,0.00048759+0.00014208i,0.0011923-0.00051545i,0.00147-0.0011065i,0.00054227-0.0014422i,-0.00012095-0.0013838i,0.00028921-0.0013494i,8.5289e-05-0.0017292i,-6.1023e-05-0.0010596i,-8.9452e-05-0.0002064i,3.835e-05-9.8135e-05i,0.00080726-5.1847e-05i,0.00078255+0.00059377i,0.00033095+0.0013544i,8.0423e-05+0.00067798i,-6.7948e-06-0.00010445i,-0.00064265+0.000241i
-0.00042223+0.00072894i,0.00078798+0.00036713i,0.001388-0.00050794i,0.0011359-0.00099256i,0.0010021-0.00076334i,0.0009254+4.7932e-05i,0.00099884+0.00082688i,0.00084617+0.00053438i,0.001128-8.0299e-05i,0.0014801-0.00020844i,0.00070179-0.00096064i,0.00018453-0.0017106i,0.00021796-0.00074717i,-0.00064545-0.00021921i,-0.00036375-0.00077922i,0.00013476-0.00049147i,-0.00030875+0.00017525i,0.00013386-0.00012026i,0.00030515-0.00034319i,-9.7262e-05-0.00067912i,-0.00034153-0.0010548i,-0.00040477+3.8707e-05i,-0.00053192+0.0011825i
-0.00013464-3.8137e-05i,-7.1159e-05+0.00037979i,-0.00010858+0.00082537i,-0.00014417-5.4642e-05i,6.4119e-05-0.00060947i,0.00025941+0.000361i,0.00032492+0.0005365i,0.00067765+0.0001288i,8.2e-05+0.00017904i,-0.00013514-0.0004269i,0.00026754-0.00081415i,-0.00063699-0.0003021i,-0.00087138+0.00013436i,-0.00075515-0.0002046i,-0.0010826-0.00041638i,-0.00097897-0.00011913i,-0.0007528-4.7266e-05i,-2.2079e-05-0.00012389i,0.00028514-4.4281e-06i,0.00018853-0.00012583i,0.00026959-0.00048344i,0.00052776-0.00040256i,0.00071656+5.2122e-05i
0.00090706-0.001896i,0.00018618-0.0013812i,-0.00044607-0.0017422i,-0.0011992-0.0012165i,-0.0011331-0.00017822i,0.00012458+0.00040966i,0.00033393+4.0658e-05i,8.8112e-05-0.00077845i,9.8796e-05-0.00055538i,-1.7532e-06+0.00022586i,0.00053274+0.00026636i,0.00072587+0.00016323i,0.00077625+0.00022243i,0.0012814+0.0006267i,0.0011849+0.00096612i,0.001289+0.0014419i,0.0010572+0.0011746i,0.00059241+0.00062551i,0.00013497-7.2051e-05i,-0.00040301-0.0010792i,-0.00017942-0.00046307i,0.00042696+0.00057068i,0.00055478+0.00019422i
-0.0006403+0.0011607i,-0.0018754+0.00069448i,-0.0022974+0.00025647i,-0.0014274-0.00026171i,-0.00082769+4.0847e-05i,-0.00015415+0.00019227i,0.00069241+0.00031201i,0.00050761+0.00029005i,-0.00043403-0.00027178i,-0.00080937+1.5745e-05i,-0.00035439+0.00037862i,-5.8153e-05+7.3715e-06i,0.00026052-5.9411e-05i,0.00025954+0.00078596i,0.00015792+0.00058779i,0.00042184+0.00038087i,0.00038923+0.00045983i,0.00067734-0.00018589i,0.00076394-1.4399e-06i,0.00058095+0.0012757i,0.00047483+0.0015243i,-0.00014719+0.0010287i,0.0004077+0.00049143i
-0.0024536-0.00034102i,-0.001139-0.00065639i,-0.00035887+6.9662e-05i,7.1954e-05+0.00075183i,0.00053444+0.0006171i,0.0012507+0.00029165i,0.0010365-0.00023258i,-0.00010205-0.00072393i,-0.00038686-0.00057009i,-0.00071318+4.1459e-05i,-0.00098906+0.00030646i,0.00030156+0.00033934i,0.00063063-0.00040641i,0.00031886-0.0002761i,0.00012854+0.00055032i,-0.00041874+0.00013741i,0.00042385-0.00040778i,0.001017-6.3543e-05i,0.00093377+0.00045122i,0.000744-0.00012382i,-0.00028743-0.00052689i,-0.00089212-0.00049466i,-0.00048149-0.0007394i
7.2224e-05-0.00091268i,0.00013636-0.00043516i,-0.00095292+0.00017529i,-0.00031794+0.0012003i,0.00034971+0.0024183i,0.001201+0.0010424i,0.0020161-0.00060891i,0.0014742-0.00019545i,0.00018834-1.5932e-05i,0.00021567-0.00015772i,0.00093916-4.882e-05i,0.0005647+0.00015942i,-0.00013836-4.8372e-05i,-0.00032269-0.00028586i,0.00050688-6.9402e-05i,0.00090186+9.1959e-05i,0.0001806+0.00032166i,-0.00061833-0.00027583i,-0.00010886+3.9655e-05i,0.0005042+0.00054358i,0.00011425+1.7257e-05i,-0.00041209-0.00016575i,-1.4402e-05+5.7174e-05i
-0.0016586+0.00028521i,-0.0022379+0.000368i,-0.0031941-8.1259e-05i,-0.0027358-0.00064359i,-0.0015245-0.00028327i,-0.00057983+0.00044196i,0.00015365+0.00029858i,0.00010761-0.00052172i,-8.8079e-05-0.00082617i,-0.0001799+0.00014705i,-2.1488e-06+0.00069326i,0.0011161+8.8502e-05i,0.0015759-0.00015788i,0.0009594-7.4767e-05i,0.00014475-0.00039602i,-0.00074475-0.00037263i,-0.00078195-0.00061831i,-0.00088455-0.00037504i,-0.00016861-2.8067e-05i,0.0012172-1.4603e-05i,0.0012527+0.00034011i,6.3181e-05+0.00019453i,-0.00064444+0.00017763i
-0.0020712+0.00082215i,-0.0026227-0.00010867i,-0.0010713+0.00079271i,-6.5491e-05+0.0010798i,-0.00056774-5.561e-06i,-0.00053205+7.9051e-05i,0.00052908+0.00015427i,0.00065011-0.00034602i,0.00028321+0.00072513i,0.00081112+0.00035887i,0.00087228-0.00031808i,-0.00024001+0.00015134i,-0.00098982+0.00014559i,-0.00095969-6.813e-06i,-0.0010575+1.3898e-05i,-0.00072834-0.00015441i,0.00025799-0.00040399i,0.00057684-0.00028202i,0.00022263-0.00066248i,0.00016401-8.1946e-05i,0.00059271+0.0009231i,0.000378+0.00044031i,0.00024713+4.4397e-05i
0.0033683-0.0014791i,0.0030601-0.0025757i,0.0014192-0.0033552i,-0.00027076-0.0028729i,-0.0012188-0.0014025i,-0.00054282+0.00054776i,-3.3316e-05+0.00071917i,-0.00025237-0.00049633i,6.8961e-06-0.0014831i,-4.4085e-05-0.0013038i,0.00011166-0.0011558i,7.202e-05-0.0010095i,-0.00069213-0.00037953i,-0.00092009+0.00040455i,-0.00055476+0.00057588i,-9.2041e-05-4.1781e-05i,-0.00015852-0.00033944i,-0.00069944-0.00014367i,-0.0013497+0.00012708i,-0.00088764+5.009e-05i,2.929e-05-0.00073308i,6.4819e-05-0.00065314i,0.00058517-3.7481e-05i
-0.00025952+0.0016691i,-0.0012161+0.0026195i,-0.00052676+0.0020132i,0.00023988+0.0013488i,-0.00077717+0.00080973i,-0.00082978+0.0013951i,0.00036415+0.0016422i,0.0012335+0.00037863i,0.00084158-0.00043549i,-4.4576e-05-0.00021276i,-4.8276e-05+0.00023336i,0.00011199-0.00019937i,-0.00037885-0.001276i,-0.00067046-0.0014076i,-0.00050261-6.4178e-05i,0.00056482+0.00034226i,0.00084147+8.7774e-05i,-0.0001292+0.00048448i,-0.0002267+0.00067641i,0.00044533+0.00012717i,0.00012865-0.00040734i,-0.00084708-0.00058209i,-0.00090711-0.00058221i
-0.0025525-0.003038i,-0.0024853-0.0032579i,-0.0030298-0.0016777i,-0.0022813+0.00013116i,-0.00078536+0.00042306i,2.597e-05+0.00033512i,0.00048499+0.00038726i,0.00010894+0.0001842i,-0.00020082-0.00038631i,-0.00074344-0.00025959i,-0.00051232+0.00014525i,2.0958e-05+0.00016169i,-0.00018198+0.00050168i,6.7699e-05+0.00026662i,0.00092038+0.00020731i,0.0010479+0.00051198i,0.00090226+0.00029828i,0.00074871+7.5773e-05i,0.00031457-0.00048488i,1.0837e-05-0.00055459i,-0.0002161-0.00047806i,-0.00041836-0.00026614i,0.00010251-0.00071101i
0.0028215-0.0018998i,0.0020616-0.0019086i,0.0016614-0.0020443i,0.00097334-0.0019811i,-0.00034868-0.00074058i,-0.0011378+0.00034129i,-8.8546e-05+0.00030236i,0.0016253-0.00041286i,0.0012909-0.00048535i,0.00026601+0.00038445i,0.00049869+0.00028273i,0.00024645+0.00025988i,1.6469e-05+0.0010228i,0.00033587+0.0015127i,-6.3876e-05+0.00116i,0.00035773+7.3113e-07i,0.0010032-0.00068986i,0.00075445-0.00051333i,0.0004115+7.3684e-05i,8.6231e-05+0.00045848i,-5.4941e-05+0.00048798i,-0.00028355+0.00039394i,-0.00041405+0.00053827i
0.00021386-0.00074872i,-0.00053021-0.0011365i,-0.0016084-0.0012214i,-0.0017131-0.00051947i,-0.00043115+6.7349e-05i,0.0013104+0.00050564i,0.001786+0.00092035i,0.0010886+0.00090291i,0.0009359+0.000528i,0.0006-0.00021739i,-0.00014577-0.00026479i,-0.00047633-0.00058491i,0.00010142-0.00039108i,0.00022187+0.00058385i,3.0522e-05+0.00014694i,0.00055229-0.00012025i,0.00081456+0.00038451i,0.000433+7.694e-05i,-0.0004802+0.0003911i,-0.00095397+0.0005663i,-0.00016566+4.5129e-05i,0.00046072+0.00017078i,5.8096e-05+0.00033274i
-0.0017053+0.00075908i,-0.0005941+0.0010683i,0.000466+0.0014343i,0.0010712+0.0011564i,0.00024269+0.00061214i,-0.0010126+0.00043646i,-0.0018403-0.0004165i,-0.001826-0.0010696i,-0.0013043-0.00037074i,-0.00054809+0.00056354i,7.8549e-05+0.00066731i,0.00028865+0.0006973i,0.00029453+0.00046116i,0.00039805-0.00043939i,0.0001502-0.001175i,-0.00052015-0.0013255i,-0.00056895-0.0007444i,-0.00066895+0.00061371i,-0.0010336+0.00074279i,-0.00076396+7.4621e-05i,-0.00095124-0.00019764i,-0.0012046-0.00055734i,-0.00092747-0.00072067i
-0.0014397-0.00081173i,-0.0019258-0.00098958i,-0.0029147-0.00037213i,-0.0019598+1.256e-05i,-0.00063837+0.00063301i,0.00031835+0.0014051i,0.00078008+0.0012578i,7.3638e-05+0.00080629i,-0.00028688+1.6305e-05i,-2.7676e-05+0.00051995i,0.00033096+0.0010166i,0.00084289+0.00064135i,0.0007541+0.00070101i,-0.00023381+0.00056595i,-0.00039402+0.00037755i,9.3177e-05-0.00033483i,-0.00019339-0.001021i,-0.00067965-0.00035256i,-0.00019498+0.00026312i,0.0003153+0.00018932i,-0.0001052-0.00022846i,0.00055478-0.0003602i,0.0010234+7.6095e-05i
-0.00075807-0.0041761i,-0.001478-0.0040794i,-0.0010519-0.003419i,-0.00062852-0.001963i,-0.0019613-0.00051776i,-0.0026772+0.00068244i,-0.00057286+0.0005425i,0.00037811+1.31e-05i,8.842e-05-0.00052878i,0.00018843-0.00036462i,-0.00019047+0.00067836i,-0.00030539+0.00096557i,-0.00029993+0.00070643i,-0.00040681+0.0012717i,-0.00032932+0.0016201i,-0.00027227+0.00089346i,-0.00032243-7.4026e-05i,3.487e-05-0.00025814i,4.9938e-05+8.5451e-05i,0.0003556+0.00014298i,0.00078104+9.2048e-05i,0.00082861-0.00058862i,0.00052438-0.00022974i
-0.0013478-0.0085621i,-0.0044702-0.0086163i,-0.0095688-0.0058788i,-0.009198-0.00078947i,-0.0057576+0.0028876i,-0.00091546+0.0044915i,0.0017001+0.0022478i,0.0012979-0.00021541i,-0.00035157-0.00075014i,-0.0017228+0.0010159i,-0.00056131+0.002225i,0.0012264+0.001569i,0.0023089+0.0012627i,0.0036901+0.0021239i,0.0036925+0.0025742i,0.0022858+0.0015208i,0.00075677+0.00066159i,-0.00059881+0.00099141i,-0.00015153-0.00023634i,0.00041419-0.0019236i,0.00039799-0.0020999i,-4.8318e-05-0.001129i,-0.00046809+0.00042789i
4.9071e-05+0.008583i,0.0022631+0.0083091i,0.0060852+0.0050191i,0.0061014+0.00066349i,0.0037761-0.0026273i,-0.00012524-0.0036245i,-0.0029006-0.001071i,-0.0027461+0.00089571i,-0.0011163+0.0004058i,0.0010492-0.00070731i,0.0017302-0.001427i,0.0010782-0.0017947i,-0.00069177-0.0018856i,-0.0016204-0.0019247i,-0.0014605-0.0024019i,-0.00099364-0.0020889i,0.00026907-0.00062959i,-0.00012428+0.00027804i,-0.0008097+0.00051549i,-0.00023699+0.00061175i,0.00012777+0.00076796i,0.00083071+0.00063495i,0.0011344-0.00048028i
-0.0016862+0.0021007i,-0.0025257+0.0029689i,-0.00095442+0.0030426i,3.8997e-05+0.0015991i,0.00069571-9.4205e-05i,0.00017183-0.00052472i,-0.00057645-0.00018281i,-0.00025923-9.3375e-05i,-0.00082439+5.9185e-05i,-0.00011814-5.6026e-05i,0.00045123-0.00032413i,8.1168e-05-0.00095264i,-0.00043829-0.0012575i,-0.00089822-0.0010433i,-0.00063027-0.00092308i,-0.00037101-0.00085606i,0.00020591-0.00058996i,0.00020799-0.00012198i,0.0006647+9.4613e-05i,0.0017099+0.00039945i,0.0009225+0.00090102i,-0.00023258+0.0004725i,-0.00050434-0.00052312i
-0.00090094+0.0010423i,4.5083e-05-0.00032502i,0.00074187-0.0013021i,0.0014278-0.0020225i,0.0013217-0.001968i,0.00056359-0.0015662i,0.00030315-0.001179i,-0.00017786-0.0010189i,-0.0006146-0.00041009i,0.00010161-0.00012058i,0.00089511-0.00032039i,0.00087215+0.00026167i,0.00087724+0.00037125i,0.00095598-0.00092212i,0.00018904-0.0019993i,-0.00037339-0.001843i,3.4013e-05-0.00092869i,-0.00017936-0.00082729i,-0.00074476-0.00082644i,-0.00086962-0.00072014i,-0.0003265-0.00054165i,0.00023694-0.00011293i,-2.5792e-05-3.738e-05i
0.00052924+0.0053011i,0.00047982+0.0046338i,0.003376+0.0035413i,0.0051822+0.0016764i,0.0035209-0.0014469i,0.0011281-0.0027053i,0.00038529-0.0010181i,0.00027242+0.0002628i,0.00080112+0.00041123i,0.0010562-0.00073665i,0.00015549-0.0014818i,-0.0012255-0.00095692i,-0.002219-0.00085669i,-0.0026271-0.0016875i,-0.0026662-0.0024838i,-0.0014891-0.0019621i,4.6087e-05-6.8839e-05i,0.00060613+0.0010002i,0.00016288+0.00060118i,-0.0006568-3.4584e-05i,-0.00093808+9.4327e-05i,-0.00063134+0.00023632i,-0.00090031-0.00021894i
-0.00097516-0.0010315i,-0.00069914-0.00066332i,-0.00027106+0.0015964i,-8.968e-05+0.0022788i,0.00020564+0.00094106i,-0.00010111-0.00019199i,-0.0006085-0.00050222i,-0.00023184-0.0002196i,-1.8442e-05+0.00022421i,0.00030055+0.00011053i,0.00037467-0.00020948i,-0.00033831-0.00093783i,9.0037e-05-0.00061296i,0.00038525-0.00036104i,-5.9298e-06-0.00081955i,-9.6771e-06-0.00047372i,-0.00042419+1.1024e-05i,-0.00071712+0.00043793i,-0.00040468+0.0005625i,-2.5548e-05+0.00036804i,0.00042453-0.00029083i,0.00018781-0.00040351i,-0.00012431+0.00014774i
-0.00054471+0.00091199i,-0.0010496+0.0013788i,-0.00076712+0.0015684i,-0.00032206+0.00093117i,-0.00062885+0.00081082i,-0.00039154+0.0010676i,-0.00044057+0.000851i,-0.00019353-3.6542e-06i,0.0003377+0.00012536i,0.0004158+0.00031372i,-0.00015955+0.00039523i,-0.00017512-9.0688e-05i,-0.00011965-0.00052388i,-0.00050222+0.00051973i,-0.00030353+0.00042093i,-0.00015855+5.1987e-05i,-0.00018736+9.7559e-05i,0.00012955-0.00018224i,0.00056105-0.00034299i,0.00056171-0.0001941i,-5.8471e-06-0.00010785i,-0.00023108-0.00011134i,-0.00038027+0.00063631i
-0.0035796+0.00024358i,-0.0052839+9.5741e-05i,-0.0054644+0.00017675i,-0.0027213-0.0008182i,0.00018433-0.00059767i,0.0010109+9.754e-05i,0.0008712-0.00033174i,0.00060866-0.00043911i,0.00014694-0.00016005i,0.00014961+0.00011637i,0.00039218-1.5085e-06i,-0.00011599-0.00026123i,-0.00052793-0.00043218i,-0.00028992-0.00021352i,-0.00037225+0.00012565i,-0.00070123-0.0001115i,-0.00064672-0.00035909i,-0.00063397-0.00045971i,-0.00053297-0.00034519i,0.00015318-0.00035028i,-1.2866e-05+0.00014309i,-0.00037103+0.0004861i,-0.00033924+0.00033534i
0.00092562+0.00068867i,0.00086596+0.0001422i,0.0017712-0.00016188i,0.0021576-0.00093938i,0.0014226-0.0021236i,0.0007271-0.0019251i,0.0005578-0.00077611i,0.00076516+0.00012469i,0.00070351+0.00034662i,0.00096695-0.00011358i,0.00082542+0.0001174i,0.00010601+0.00038883i,-0.00061072-0.00039145i,-0.00052528-0.0011415i,-0.00050457-0.00083566i,-0.0008879-0.00020686i,-0.0011853+0.0008744i,-0.0011009+0.00060802i,-3.5804e-06-4.4893e-05i,0.00037851+0.00010648i,-0.00020509+0.00010007i,0.00048405-0.0003164i,0.00082708+8.3712e-05i
-0.0012934+0.0012931i,-0.0016326+0.00070317i,-0.00020245+0.00092276i,0.001342+0.0012191i,0.001003+0.00060688i,0.00015057+0.00083531i,0.0001255+0.0010664i,0.00017074+0.00048235i,0.00027422+0.00023949i,0.00043082-0.00028374i,0.00064022-0.00024264i,-0.00023011+0.00050078i,-0.0011616-5.708e-05i,-0.001055-0.00085574i,-0.0013106-0.00018354i,-0.0014972+0.0003439i,-0.00041637-0.00027138i,0.00061914-6.4493e-05i,0.00047835+0.00039081i,6.3694e-05+0.00033308i,-0.00052075+0.00046036i,-0.00047312+0.00016284i,-0.00050527-0.00042448i
-0.0013892-0.00033145i,-0.00056722+0.0010494i,0.00081229+0.0024025i,0.002563+0.0025063i,0.0023162+0.0014514i,0.00080223+0.00060612i,0.00043959-0.00011712i,0.00046197-0.00064297i,-0.00038947-9.2794e-06i,0.00016721+0.0005114i,0.00094011-0.00021921i,0.00094388-0.00076283i,0.00094679-0.00066328i,0.00033835-0.00044811i,-4.8495e-05-6.3815e-05i,-0.00026704+0.00071258i,-0.00028544+0.00095098i,-0.00062298+0.00075874i,-0.00097834+0.00087782i,-0.0010865+0.00057038i,-0.00029485+0.00051844i,0.0010997+0.0011372i,0.0010441+0.00034765i
-0.00059596-0.001144i,-0.0020635-0.00018473i,-0.0032187+0.0012974i,-0.0023913+0.001336i,-0.0011681+0.00077059i,-5.5399e-05+0.00013456i,0.00016819-0.00024928i,7.7903e-05+3.8977e-06i,0.00028893-8.6907e-05i,0.00062932-2.5392e-05i,0.00066612-4.7501e-05i,-0.0001469-0.00026748i,-0.00045876+8.1644e-05i,-0.00029386+0.00025972i,-0.00057283+0.00060396i,-0.00017572+0.00069289i,-0.00015314+0.00016602i,-0.00053512-0.00093725i,0.00012292-0.0016819i,0.00068291-0.00050019i,5.915e-05+0.00044593i,-0.0010376+7.5658e-05i,-0.0008264-0.00031594i
-0.00022939+0.00049457i,-0.00047057+0.00038783i,7.1533e-05-0.0001379i,0.00043741-0.00091242i,2.3212e-05+0.00022625i,0.00023844+0.0014255i,0.00063946+0.0018639i,0.0002199+0.0014306i,0.00021493+0.0011161i,0.00055315+0.00014771i,0.00080096-0.00057859i,0.00073912-0.00061391i,0.00041231-0.00067811i,-0.0002114-0.00065734i,-0.00055495-0.00069303i,-0.0010236-0.00099275i,-0.00099322-0.00047048i,-0.00078826+0.00024386i,-0.00064809+0.0004682i,-1.259e-05+0.00074198i,0.00028773+0.00073485i,-0.00019687-5.3271e-05i,-0.00041179-0.0009113i
-0.00092581+0.0029374i,-0.0014949+0.003642i,-0.00087214+0.0032833i,-0.0002766+0.0015932i,-0.00032453+5.0365e-05i,0.00011841+0.00033061i,0.00023722+0.00015853i,0.00038657-0.00053176i,3.6974e-05-0.00061871i,-0.00065046-0.0011792i,-0.00037044-0.0013931i,0.0002183-0.00054022i,0.00016866-7.2047e-05i,-0.0005785+0.00065661i,-0.00049176+0.00071281i,-0.000131-0.0003469i,8.5696e-05-0.0010301i,0.00028749-0.00074421i,0.00036688+0.0003448i,0.00052066+9.9944e-05i,0.00087169-0.00077066i,0.00099135-0.0010239i,0.00032231-0.00047949i
-0.00062827-0.001128i,-0.0022015-0.00314i,-0.0019629-0.0047701i,-0.0017514-0.0046326i,-0.0020198-0.0030748i,-0.0016726-0.0002751i,-0.00089204+0.00076725i,-0.00040151+0.00057292i,-0.00063155+0.00012275i,-0.00060399-0.00076117i,-0.00035559-0.0010673i,-0.00015001-0.00028368i,-0.00046742+0.00043328i,-0.00094778+0.00051177i,-0.00082763+7.0421e-05i,-0.0006373+0.00014706i,-0.00071942+0.00017452i,-5.197e-05+0.00040124i,0.00064717+0.00075896i,0.00015045+0.00049782i,-0.00063842-0.00025227i,-0.00094037-0.00061618i,-0.00049333-0.00017416i
-0.0019108-0.00049187i,-0.00073932-0.0011598i,0.0005688+0.00021235i,0.00090171+0.002084i,0.001616+0.0015982i,0.0021791-8.0834e-06i,0.0017078-0.0010826i,0.00079067-0.00081867i,-0.00011615-0.00019075i,0.00028586-0.00051765i,0.00054671-0.00050703i,0.00014247-0.00027784i,0.00051398-0.00054011i,-5.3085e-05-0.00071896i,-0.00012265-0.0010705i,-2.9088e-05-0.00070286i,-0.00021167-0.00060407i,-2.7442e-05-0.00014974i,-0.00054718+0.00047643i,-0.0006021+0.000132i,0.0003361+0.00014334i,0.00027918-0.0002658i,-0.00021588-0.0005581i
-0.0012289+0.00062869i,-0.0014651+0.00093955i,-0.00018111+0.00052677i,-1.75e-06-0.00054025i,-0.00067896-0.00097834i,-0.00075117-0.00011033i,-0.00042098+0.00069827i,-0.00016003+0.00058981i,-0.00041062+0.00056614i,-0.00084827+0.00054207i,-0.0015925+0.00030253i,-0.0010624+0.00056297i,-0.00032095-8.4368e-05i,-0.00016978-0.0008429i,-0.00040299-0.00045799i,-0.00082309+0.00025972i,-0.00047526+0.0004763i,-0.00029243+0.00032491i,4.0065e-05-0.00011307i,0.0004538+0.00016978i,0.0002134+0.00030062i,-0.00053517-0.00020852i,-0.00033885-0.00039166i
0.00081619-0.0010319i,6.1015e-05-0.0013128i,0.00051548-0.0010861i,0.00021428+2.0526e-05i,-0.00084896+0.00013763i,-0.00053664+0.00036188i,0.00028577+0.00086403i,0.00041242+0.00012149i,0.00032053+2.7049e-05i,0.0002518+0.00075213i,7.8057e-05+0.00036321i,-0.00088944+0.00044883i,-0.0014491+0.00099442i,-0.0019059+0.0010189i,-0.001611+0.00025414i,-0.0011181-0.00012851i,-0.00084788-0.00011528i,-0.00011641-0.00010424i,0.00058459+0.00019425i,0.00052186+0.00021055i,0.00055766-8.215e-05i,0.00082323+2.9918e-05i,0.001094+5.2271e-05i
-0.0010351+0.0023916i,-0.0018958+0.0032202i,-0.0006054+0.0028455i,0.00052711+0.0012658i,0.00032674+0.00020417i,-0.00059808+0.00082772i,-0.00083795+0.0012169i,-7.3658e-05+0.00075692i,-3.9548e-06-0.00032938i,0.00016411-0.0010329i,0.00036766-0.00077461i,0.00013094-0.00040656i,-0.00080061+0.00029846i,-0.0011829+0.00032736i,-0.0012375+0.00035895i,-0.00069262+0.00024317i,-8.5448e-05-0.00087183i,0.00047709-0.00074876i,0.00055699-0.00054407i,0.00019372-0.00063442i,0.00051407+0.00013804i,0.0010429+0.00022957i,0.0002633+0.00032517i
-0.0024126-0.0019348i,-0.001882-0.0024452i,-0.0016343-0.00077881i,-0.00048978+0.0008693i,0.00035348+0.00065406i,0.00063104-0.0001727i,1.3781e-05-0.00047741i,-0.00065795-0.0011337i,-0.00036498-0.001207i,0.00052554-0.00065609i,0.0010924-0.00075225i,0.00098836-0.00089667i,0.0014802-0.0005903i,0.0015027-7.2527e-05i,0.00025533-0.00076921i,-0.00040244-0.0012776i,-0.00031388-0.00051614i,-0.0003169-0.0003366i,-0.00035195-0.00027806i,-9.3177e-06-0.00030762i,0.0002466-0.0006095i,0.00039816-0.00056786i,0.00015763-0.00052392i
1.6058e-05-0.00066898i,-0.0014377-0.00034202i,-0.0019329-0.00048751i,-0.00080795-0.00039343i,-4.6695e-05-0.00028639i,-0.00046192-0.00041725i,-0.00046816+0.00053327i,-0.00028637+0.0011613i,-0.00028116+0.00091491i,-0.00072843+0.00040482i,-0.00030011+0.00012534i,-8.0701e-05+4.4923e-05i,-0.00030108-0.00044924i,-0.00077741-0.00054965i,-0.00074368-0.00030724i,-0.00036673+1.5943e-05i,7.4884e-05-0.00029605i,6.3388e-05-0.00085052i,-0.00035217-0.00096772i,0.00061662-0.00049399i,0.00099555+0.0002045i,0.00050694+0.00043593i,-0.0004484-1.6764e-05i
-0.00021406-0.00064111i,0.00028692-0.00083319i,0.0014021-0.0014965i,0.0016429-0.001728i,0.0012888-0.0013061i,0.001099-0.0010397i,0.00069088-0.00097356i,0.00046706-0.0012448i,3.5464e-05-0.0012492i,-0.0002044-0.00092956i,0.0003934-0.0002592i,0.00081329+0.00039125i,0.00034563+0.00024771i,-9.7002e-05-0.00061076i,-0.00038265-0.00088534i,-0.0005282-0.00087747i,0.00010126-0.00054705i,0.0003213+0.00028605i,0.00033152+0.00099927i,0.00018982+0.0010043i,-0.00026156+0.00050229i,7.1799e-05+0.00030658i,0.00070357-2.7608e-05i
-0.0023299+0.0010491i,-0.002302+0.0026211i,-0.0014037+0.0025054i,-0.00029928+0.0006017i,0.0011191-0.0010747i,0.00099969-0.0016751i,-0.00024428-0.0019345i,-0.00027546-0.0012454i,0.00017308+0.00084761i,-6.555e-06+0.0012249i,-0.00029522-1.9051e-06i,0.0001925-0.00032908i,0.00092914-0.00032702i,0.00086643-0.00041641i,7.3522e-05-0.00066855i,-0.00097844-0.00034588i,-0.0011018+0.00019774i,-0.00094398+4.6802e-05i,-0.00040463-0.00063285i,0.00060972-0.00038867i,0.0010144+0.00018993i,0.00044835-0.0001292i,-0.00081291-0.00035958i
-0.00072003-0.0017576i,-0.0013706-0.0020971i,-0.0009908-0.0012107i,-0.0010092-5.039e-05i,-0.0013143+0.0008797i,-0.0010246+0.0013457i,9.6994e-05+0.0011603i,0.00030551+0.000702i,0.00016418+0.00021877i,0.00052254+0.00025499i,0.00071111-3.4346e-05i,0.00029106-0.00032509i,-0.00067553+0.0002888i,-0.00068375+0.000764i,-0.00016889+0.00075304i,-3.706e-05+0.00056075i,-3.0918e-05+4.927e-06i,0.00058998+0.00032502i,0.0008244+0.00061914i,0.00027509-9.3542e-05i,0.00021199-0.00045335i,0.00064841-9.8926e-05i,0.00029417+6.0454e-05i
0.00076911-0.00081234i,-4.7723e-05+0.00018768i,-0.00028359-0.00019104i,-0.00098574-0.00043624i,-0.0012602-0.00026531i,4.8369e-05+0.00059248i,0.00062384+0.0012837i,0.00039397+0.00025308i,0.00043683-0.00023834i,-3.1992e-05+0.00099377i,4.7498e-05+0.00083311i,-1.6246e-05+0.00053259i,-0.00052187+0.00092757i,-0.00064672+0.00072356i,-0.00084827+0.00035948i,-0.00085252-4.779e-05i,-0.00049547-0.00022773i,0.0001255-0.00015921i,0.00043368+8.0267e-05i,-0.00052905-0.00023674i,-0.00085777-0.00067738i,9.8586e-05-0.00076394i,-0.00022224-0.00064262i
0.00021448+0.001377i,-0.00038513-0.00025048i,0.00080956-0.00089373i,0.00098117-0.0013825i,0.00031351-0.0011101i,-0.00068073-1.5534e-05i,-0.0015442-5.5696e-05i,-0.0007604-0.00022324i,0.00037018+0.00089467i,0.00095152+0.0010074i,0.00072162-0.00034272i,-0.00019815-0.0010942i,-0.0012971-0.00051829i,-0.0017338-0.00058064i,-0.0010454-0.00094852i,7.4026e-05-0.00025421i,0.00072121-2.4039e-05i,4.1292e-05-0.00031952i,-0.00031761-0.00064548i,0.00035188-0.00052587i,0.00092359-0.00040637i,0.0013953-0.00074121i,0.00068163-0.00058556i
