-0.00236+0.00093841i,-0.0030745+0.0007342i,-0.0034771+0.0014729i,-0.0023652+0.0012926i,-0.001342+0.0010237i,-0.00092408+0.00082928i,-0.00056151+0.001098i,7.2204e-05+0.0015816i,0.00080944+0.001629i,0.00067813+0.0008565i,0.00055453-0.00040521i,0.0004179-0.0009405i,0.00025286-0.00093746i,0.0003068-0.0010314i,8.1217e-07-0.0014492i,-0.0003747-0.00080536i,-0.00063844+0.00016483i,-0.00056259+0.00043117i,-0.00092934-0.00038543i,-0.001336-0.00018747i,-0.00067744+0.00043404i,0.00034327+0.00046097i,0.00049751+0.00023711i
-0.0001306+0.0017038i,0.00053253+0.001204i,0.00035522-0.0001318i,5.273e-05-0.0016582i,0.00082846-0.0018665i,0.0012984-0.001407i,0.0010357-0.00063436i,0.00039678-0.00081708i,0.00034135-0.0014066i,0.00069209-0.000732i,0.00080146+4.6065e-05i,0.00022265-1.8959e-05i,-8.1291e-05-0.00023831i,-0.00058971-0.00046415i,-0.0014064-0.0014203i,-0.00042571-0.0019386i,1.0787e-05-0.0011775i,-2.5833e-05-0.00030294i,0.00023727+0.00044247i,4.0069e-05+0.0010862i,0.00028218+0.0012139i,0.00091699+0.00060965i,0.00064194-0.0004172i
-0.0016172+0.0017878i,0.000216+0.0025231i,0.0013059+0.0024725i,0.0019591+0.0018214i,0.0021873+0.0010785i,0.0022085+0.00037121i,0.0019113-0.00031374i,0.00077859-0.00017307i,-0.0011641+0.00099792i,-0.0017959+0.0021829i,-0.00063653+0.0016909i,5.0245e-05+0.00042423i,0.0002981-0.00046223i,0.00077675-0.0011861i,0.00018323-0.0006501i,7.1613e-05+0.00014355i,-2.7249e-05-7.1584e-05i,-0.00060454-7.3944e-05i,-0.00059529+4.976e-05i,-0.00060339-5.3074e-05i,-9.4624e-05-5.5478e-05i,0.00087354+0.00034237i,0.00094515+0.0003098i
0.0022371+0.0001581i,0.0029677+0.00052782i,0.0029573+0.00029208i,0.0019881-0.00063444i,0.00041769-0.0006973i,-0.00045886-0.0011324i,-0.00068419-0.0011799i,9.026e-05-0.00087503i,0.001406-0.00053104i,0.0011413+8.1414e-05i,0.00042837-0.00029064i,0.00019508-0.00034049i,2.567e-05+0.00039403i,-0.00020641+0.00046174i,-4.0148e-05+0.00034263i,0.00024453-8.8865e-05i,0.00029544-0.00028701i,9.0091e-05-5.401e-05i,-0.00031292-2.0498e-06i,-0.000253-0.00021642i,0.000121-0.00040159i,-5.7819e-05+0.00012913i,7.9884e-05+0.0002425i
0.0017902+0.00031743i,0.00096677-0.0006183i,0.0002796-0.0016665i,-0.00012642-0.0024334i,-0.00054324-0.0021537i,-0.00014062-0.00082011i,0.0007477-0.00012414i,0.0013037-0.000362i,0.0012858-0.00080217i,0.0011773-0.0019856i,0.00093468-0.0019801i,0.00038039-0.0014484i,0.00013245-0.00098878i,2.9929e-05+6.7269e-05i,-0.00054528+0.00024649i,-0.00053793-0.0006284i,7.1559e-06-0.00077722i,0.00019323-0.00042747i,-0.00015771-0.0011787i,-0.0006697-0.0017159i,-0.0005545-0.00083317i,-0.0002891+0.00011292i,0.0004022+7.2976e-07i
-0.0019098-0.0012869i,-0.0002565+0.00077991i,0.00074929+0.0027051i,0.00089211+0.0015579i,0.00070216-0.00045574i,0.0015731-0.00067499i,0.0014481-6.7861e-06i,-0.00020168-0.00030886i,-0.00068275+3.8321e-05i,-0.0009573+0.00039188i,-0.0014421+0.00023619i,-0.0014972+0.00051793i,-0.0013309+0.00025564i,3.2512e-05-0.0005895i,0.00086928-0.00053906i,0.00028148-0.00063336i,-0.00030588-0.00024699i,-0.00062654+0.00015308i,-3.1114e-05-0.0010471i,0.0008744-0.0020745i,0.00085016-0.0014338i,0.00081441-5.1484e-05i,0.00059129+0.0010139i
0.0033921-0.0031531i,0.0033122-0.0036794i,0.0015436-0.0037112i,-0.00075341-0.0017144i,-0.00097378+0.0013141i,-0.00025602+0.0020775i,0.00025657+0.001296i,0.00055499+0.00069092i,0.00061812+0.0005819i,0.00019629+0.00097391i,-0.0011898+0.0013775i,-0.0013684+0.0013258i,-1.5784e-05+0.0011592i,0.00010636+0.0015625i,0.00025848+0.0018416i,0.0010438+0.0013055i,0.00066601+0.00082259i,0.00063864+0.00021321i,0.0010394-0.00020233i,0.00099837-0.00050934i,0.00051474-0.00047423i,-7.4455e-05+0.00041362i,-0.00052531+0.00098011i
-0.0011952+0.0014927i,-0.0011504+0.0017078i,-0.0018236+0.00059802i,-0.0010421-0.00037582i,0.00016943-0.00062609i,0.00076275-0.00082994i,0.0017253-0.0012438i,0.0011922-0.001387i,0.00061053-0.0015328i,0.0010431-0.0008666i,0.0017204+0.00028945i,0.0012728+0.00056623i,0.00016629+0.00029139i,-9.929e-05+0.00031693i,-0.00028601-0.00033293i,-0.00074833-0.0012277i,-0.00074154-0.0012504i,-0.00015936-0.00056898i,0.00028971+0.00047244i,8.4411e-05+0.0012286i,-0.00024129+0.0010646i,-0.00017436+0.00081694i,-2.7297e-05+0.00030313i
-0.00083131+0.00055508i,0.00078218+0.0017028i,0.0031081+0.0030404i,0.0029509+0.0017637i,0.0017095+0.00020846i,0.0014762+0.00034585i,0.001937+0.00031211i,0.0011841-0.00084342i,0.00013968-0.0017404i,4.0102e-05-0.00098356i,-0.00031104-0.00064764i,-0.00049345-0.00013386i,-0.00041334+0.00013151i,-0.00010314-0.00060015i,-3.6856e-05-0.00083773i,-0.00016083-0.00066825i,-0.00010869-2.7146e-05i,-0.00015401+0.0009758i,-0.00045249+0.0013304i,-0.00044578+0.00062814i,5.7938e-05+0.0003246i,-0.00012294+1.9692e-05i,-0.00039799-0.00012085i
9.4941e-05+5.0119e-05i,-0.00045653+0.00013335i,-0.0010342-0.00015359i,-0.00028693-0.00048955i,0.0011263+0.00063879i,0.0024708+0.0013214i,0.0025481+0.00095167i,0.0017044+0.0011236i,0.00089078+0.0015241i,-0.00021384+0.0011121i,-0.00040547+6.4462e-05i,-0.00071025-0.00072563i,-0.0011013-0.00085293i,-0.00076669-0.00032991i,-0.00041388+0.0010251i,7.3501e-05+0.0009286i,9.8013e-05-0.00015325i,-8.864e-05-0.00010611i,-0.00014286+0.00092543i,-0.00014157+0.001225i,-0.00058348+0.00045741i,-0.00061632-0.00020608i,-0.00059513-0.00019679i
0.00011846-0.00091237i,-0.00094889-0.0014779i,-0.00080099-0.0004645i,-0.00016928+0.00027478i,0.00079634-0.0011073i,0.0012648-0.002766i,0.00048298-0.0029052i,0.00035359-0.0017273i,0.00072128-0.00035863i,0.0005323+0.00014086i,3e-05+0.00036028i,-0.00026021+0.00084778i,2.2039e-05+0.00088328i,0.0003893+0.00044449i,0.00099175-0.00058207i,0.0013044-0.00072463i,0.00086664+0.00037815i,0.00013381+0.00072683i,-0.00047342+8.4593e-05i,-0.00020249-0.0006534i,-0.0004443-0.00032023i,0.00010285+0.00040309i,0.00043714+0.00077751i
0.002062+0.00048522i,0.0034802+4.3552e-05i,0.0042934+0.00035145i,0.0025367-6.9778e-05i,0.0011002+0.0001622i,7.731e-05+0.0013647i,-0.00019394+0.0010388i,0.00061305-9.7143e-05i,0.00085343-0.00094351i,0.0003911-0.0012535i,0.00016304-0.0012526i,0.00080154-0.00028033i,0.00085482+0.00097117i,-0.00052118+0.0010595i,-0.0011563+0.00027941i,-0.0011016-0.00018154i,-0.00092096-0.00043862i,0.00014607-0.0009019i,0.00012277-0.00070596i,-0.00051871+0.00010341i,0.00031318+0.00083422i,0.0012724+0.0008671i,0.0016299-0.00018489i
0.00060008-0.00052337i,0.0014667+0.00048047i,0.0010186-0.001632i,-0.00038866-0.002535i,-0.00037543-0.0011052i,0.001106+4.606e-05i,0.0022492+0.00027008i,0.0013395+1.448e-05i,-0.00022208-0.00051671i,-0.00075663-0.00021197i,-0.00083937+0.00028482i,-0.00038294+0.00038378i,0.00072142-0.00013478i,0.00069326-0.00019227i,0.00015877-0.00058064i,0.00056842-0.0012889i,0.0008906-0.0013942i,0.00071617-0.0010502i,0.00085073-0.0012277i,0.0013952-0.0016686i,0.0014179-0.00083769i,0.00091904-0.00015483i,0.0010668-0.00065202i
-0.00070891+0.00077392i,-0.00026252-3.8411e-06i,0.00095836+0.00062625i,0.0019005+0.00095231i,0.0018235-0.00029103i,0.00097944-0.0019681i,0.00044959-0.0025033i,-4.7686e-05-0.0017454i,-0.00022511-0.00089797i,-0.00045126-0.00015524i,-0.00065325-0.0002486i,-0.00081742-0.00073852i,-0.0010575-0.00098033i,-0.00067595-0.0014995i,-1.7756e-07-0.0021282i,5.3738e-05-0.0017333i,0.00018651+9.2976e-05i,0.00023827+0.0011822i,0.00039348+0.0011533i,2.9543e-05+0.00096081i,-0.00011773+0.00094835i,0.00021059+0.00089748i,0.00018702+0.0005409i
0.0019822-0.00079066i,0.0019981+0.00057947i,0.0016026+0.0021329i,0.00091556+0.0023355i,0.0013738+0.002245i,0.0026461+0.0021121i,0.0031163+0.0015356i,0.0030575+6.777e-05i,0.0018965-0.0002117i,0.00074949+0.00015246i,0.00084991-0.00016216i,0.00080611-0.00042018i,0.0011569+0.00011782i,0.0016898+0.00036305i,0.0012289+0.00034299i,-8.8049e-05+0.0003174i,-0.00025367+1.128e-05i,0.00020123+0.00066636i,7.5143e-05+0.0012931i,-1.249e-05+0.0012994i,-1.9872e-05+0.0009627i,-0.0001318+0.00053212i,-0.00039274+0.00069569i
-0.00082915+0.0019122i,-0.0017121+0.0017232i,-0.0014534+0.0011552i,-0.0015764+0.00012898i,-0.00051902-0.00052246i,0.00065465-0.00024674i,0.00052644+0.00017839i,0.00075498+0.00015378i,0.00044993-0.00011015i,0.00020496+0.00030688i,0.00045215+0.00087206i,-0.00045556+0.00058324i,-0.000989+4.6657e-06i,-0.00014006-0.00048351i,-0.0003053-0.00092236i,-0.00012548-0.0013838i,0.0006931-0.0013527i,0.00072025-0.00032841i,0.00038012+0.0012681i,0.00038504+0.001639i,0.00059712+0.00048938i,0.0013672-0.00032114i,0.001257-0.00014764i
0.00056867-0.00096129i,0.00090728-0.0011061i,0.00091011-0.0016322i,0.0015727-0.0014352i,0.0014861-0.00040532i,0.00063383-8.2429e-05i,-0.00029938-0.00025761i,-7.0775e-05+0.00049878i,6.795e-07+0.0013816i,-0.0010547+0.0010682i,-0.0011737+0.00011558i,-0.0010441-0.00081276i,-0.00045098-0.00091383i,0.00059357-0.00053693i,0.00023591-0.00085178i,0.00034173-0.00077662i,0.0012249+3.8047e-05i,0.0011933-0.00010224i,0.00095953-0.00028795i,0.00068624-1.1801e-05i,0.0003481-0.00012507i,0.0002589-0.00072703i,-0.00014898-0.00082016i
0.001708+0.0011663i,0.0026312+0.0024776i,0.0038276+0.0024901i,0.0035923+0.00061542i,0.0030701-0.0017194i,0.0027065-0.0017528i,0.0024981-0.00075907i,0.0019546-0.00018806i,0.0013663-0.00019423i,0.0006731-0.00046289i,0.00062416-0.00026458i,0.00041645+4.1475e-05i,-0.00048408+0.00027855i,-0.0005511+0.00050896i,-0.00011201-0.00030274i,-0.00015921-0.00057835i,-0.00019795-0.00079272i,0.00010983-0.0012083i,0.00044365-0.001076i,-8.1998e-05-0.00036878i,-0.0010879-6.0604e-05i,-0.0005772-0.00059686i,0.0002424-0.0011569i
0.00062263+0.0010435i,0.00047399+3.9487e-05i,-0.00065058-0.001163i,-0.00055656-0.00070456i,0.00010137-0.00017744i,-5.9467e-05-0.00062758i,1.7359e-05-0.0016472i,0.00038411-0.0024047i,0.00048437-0.0023999i,0.00050324-0.001794i,0.00010768-0.0010258i,-0.0001291-4.7823e-05i,-1.1528e-06+0.0010682i,0.00010079+0.00087349i,0.00030367-0.00013536i,0.00051105-0.00063109i,0.00039304-0.00046196i,0.0005536-0.00095366i,0.00091999-0.00085844i,0.00043812-0.00042789i,0.0012632+0.00012574i,0.0016452+0.0013342i,0.00099369+0.001223i
-0.00089412+0.0012851i,-0.00052739+0.0016879i,-0.0003126+0.0019587i,-0.00066297+0.0018118i,-0.00078991+0.00018095i,0.00060138-0.00086457i,0.0010922-0.00015859i,-6.1529e-05-0.00023421i,-0.0011327-0.00084401i,-0.0013474-0.00047442i,-0.00042351-0.00028238i,-7.6413e-05-0.00021683i,0.00010719-0.00076227i,0.00026624-0.0015771i,5.3497e-06-0.0015631i,-0.00021993-0.0014141i,-0.00027345-0.0011946i,0.00036142-0.000463i,0.00095908-8.3995e-05i,0.0012246-0.00019644i,0.0012041-0.00050845i,0.00074443+0.00024333i,0.00063787+0.00052617i
0.0030943-0.00041673i,0.003867-0.00075978i,0.0031158-0.0016426i,0.0023591-0.0015254i,0.0015825-0.00061022i,0.0016031-0.00036592i,0.0018394-0.00032542i,0.0017286+3.187e-05i,0.0018638+0.00032526i,0.00053129+0.00019962i,-0.0012373+0.00064942i,-0.00086121+0.001048i,-0.00032352+0.0011928i,-0.00044541+0.0017467i,-4.1967e-05+0.0016717i,-0.00017348+0.00082363i,-0.0002751+0.00024754i,-0.0001176+0.00051956i,0.00065699+0.000512i,0.00056388-0.0001046i,-2.2213e-05+0.00035395i,0.00036417+0.00069741i,0.00053572+0.00075818i
0.0018964+0.00055852i,0.00099294-0.00068067i,0.00025746-0.00081745i,-0.00011314-0.00094779i,-0.0011574-0.00064844i,-0.00077269+0.00060821i,0.0006424+0.00064152i,0.0011725-0.00092095i,0.0012167-0.0022012i,0.0013521-0.0013055i,0.00031012+7.1272e-06i,-0.00077124+0.00020919i,-0.00023855+0.00085313i,-0.00012935+0.0012503i,-0.00013117+0.00026601i,7.3719e-05+4.2173e-05i,-0.00033666+0.00022804i,-0.0004003+0.00073354i,-0.00015914+0.00090535i,-0.00020182+0.00021952i,0.00038043-0.00031025i,0.00058043+0.00035066i,0.00051854+0.00057989i
0.00014303+0.0015021i,0.00036626+0.0015402i,0.0011495+0.0013331i,0.0014929+0.0010585i,0.0010398-0.00050784i,0.00041438-0.00094987i,-0.00025718-0.00044401i,-0.0010908-0.00040194i,-0.0011793-0.00053393i,-0.00046244-0.0016252i,-7.026e-05-0.0030689i,-2.2429e-05-0.0027574i,0.000211-0.0010765i,0.00013663-0.00050837i,-0.00022799-0.001129i,-0.00079266-0.0013602i,-0.00048938-0.00071482i,0.0004811-0.0003966i,-0.00016088-0.00033545i,-0.00090157+0.00010016i,-0.0006442+0.00068697i,7.2937e-05+0.00018573i,0.00041357-0.00031227i
0.00099303-0.0026254i,0.00081886-0.0032001i,0.00012743-0.0030835i,-0.0014598-0.0016949i,-0.002081-0.00028083i,-0.0008324+0.00069525i,-9.0637e-05+0.0006388i,3.8521e-05-0.00036404i,-0.00019295-0.00025553i,-0.00086216-2.2938e-05i,-0.0013813-0.00021685i,-0.00069656-0.00030738i,0.00093749-0.00070204i,0.0012635-0.00025239i,0.00061765+0.00060759i,0.00025703-0.00046466i,0.00022619-0.0013596i,0.00034847-0.0011543i,0.00036165-0.00074159i,-0.00058326-0.00039061i,-0.0011076-0.00030744i,-0.00089154-0.00080178i,-0.00076429-0.0012743i
0.0015786-2.1386e-06i,0.0016039-0.00042145i,0.0016484-0.0010091i,0.0009873-0.001454i,0.00025106-0.00029805i,0.00055873+0.0011624i,0.0018334+0.00041252i,0.0023788-0.0011542i,0.0015722-0.0011664i,0.0004566+9.5256e-06i,-0.00031043+0.0011608i,-0.00060091+0.0013056i,-0.00050176+0.0011591i,-0.0004721+0.00076036i,-0.00040755+0.00059715i,-0.00041978+0.00049867i,-0.00044845-0.00027611i,-0.00031879-0.00066919i,-1.4266e-05-0.00048861i,-0.00023584-0.00086515i,0.0011454-0.00099942i,0.0021457-0.00083206i,0.0012122-0.0011464i
-0.00029679-0.0013968i,-0.00015962-0.00067686i,0.00040264+8.2913e-05i,0.0010323+0.00087708i,0.0016211+0.000569i,0.0022941+1.4836e-05i,0.0017716-0.00086366i,0.0008442-0.0017423i,0.0012013-0.0018076i,0.0012592-0.00082124i,0.00023791-0.00020249i,-0.00070152-0.00080875i,-0.00064215-0.0012123i,0.00040438-0.0009406i,0.0012367-0.00025851i,0.0012231+0.00044778i,0.001098+0.00055961i,0.0006524+0.00045435i,0.00070234+0.00045665i,0.0013911+0.00038789i,0.00062892+0.00063566i,-7.8694e-05+0.00058303i,0.00038245+0.00028513i
0.001182+0.0002968i,0.00070285-0.00090318i,0.00070393-0.0014472i,0.00027385-0.0021929i,-0.000223-0.0015066i,-0.00018529-0.00028107i,0.00030087+0.0012141i,0.00054361+0.0013462i,0.00015031+0.00065545i,-0.00022251-0.00028824i,0.00055782-0.00085312i,0.00085682-0.00080444i,0.00028562-0.00030472i,0.00018407-2.9236e-05i,-0.00016417-0.00023831i,-2.041e-06-0.00087947i,0.00066528-0.00075387i,0.00046727+0.0004786i,0.00024147+0.0013048i,0.00026707+0.00052874i,0.00028064-0.00011794i,0.00064848-0.00014441i,0.0011128+0.00035755i
0.0021715+0.0017319i,0.0019104+0.00029858i,0.0022553-0.0012688i,0.00087925-0.0014221i,-0.00012981-0.0013524i,0.00086158-0.00097837i,0.0021382+0.00032626i,0.0026175+0.0008792i,0.0019774+0.00095399i,0.00020748+0.0009778i,-0.00093536+0.00073277i,-0.00097417+0.0003344i,-0.00081484-3.2953e-05i,-0.0011178+0.00073085i,-0.0017059+0.0010012i,-0.0013441+0.00067032i,-0.00058725+0.00011784i,-0.00043554+0.00013865i,-0.00046645+0.00092293i,-0.00036337+0.0011117i,-0.00052972+0.0011449i,-2.3584e-05+0.0010009i,-4.9527e-05+0.0013769i
-0.0028175-0.0016006i,-0.0021166-0.00020072i,-0.00041773+0.0015821i,0.0017678+0.0010541i,0.0027312+0.00010214i,0.0026536-0.00016665i,0.0021533-0.0010536i,0.00089705-0.0019754i,0.00065282-0.0014648i,0.00056433-0.00076721i,-0.00066029-0.00035209i,-0.00095474-0.00098589i,-0.00089014-0.0018596i,-0.00026261-0.0012665i,0.00066173-0.00040265i,0.00064138-0.00029679i,0.0007642-4.5165e-06i,-9.4128e-05+0.00015136i,-0.0015484+0.00043778i,-0.001541+0.0014122i,-0.0011822+0.001958i,-0.00094344+0.00098815i,-0.00066423-0.00018255i
0.0015679-0.0028289i,0.0025888-0.0029874i,0.00023716-0.0030984i,-0.0018796-0.00035629i,-0.002039+0.0012315i,-0.00024607-3.5349e-05i,0.00058769-0.00077186i,-0.00098036-0.0009525i,-0.00215-0.001162i,-0.0011461-0.00090469i,-0.00047406-0.00029272i,0.00041217-5.9898e-06i,0.0011573+4.4408e-05i,0.0018455-0.00061752i,0.0023856-0.0011792i,0.0015964-0.0010348i,0.0008603-0.0006185i,0.00097942+0.00019644i,0.0011674-0.00026584i,0.00088157-0.001098i,-0.00041069-0.00044693i,-0.0015025-0.00025444i,-0.0016514-0.0010275i
-0.0039443+0.0047723i,-0.001767+0.0064763i,0.00098914+0.0054794i,0.0013495+0.003398i,0.001259+0.001174i,0.0020611-0.00073945i,0.0021192-0.00062772i,0.0014402-0.00019028i,0.00075869+0.00028281i,0.00087295+0.00057916i,0.00086844+0.00056161i,0.0004913+0.0010003i,0.00038528+0.00088426i,0.0007815-0.00033791i,0.0011489-0.0012083i,0.00082076-0.0015208i,0.00032595-0.00086923i,-0.00055345-0.00021533i,-0.001195-0.00016655i,-0.00047068-0.00016984i,0.00037132-0.00032585i,0.00050497-9.3497e-05i,0.00063293-5.1557e-05i
-0.0029369+4.8574e-05i,-0.00312+0.0012167i,-0.0015099+0.0016591i,0.00024473+0.00084122i,0.00040122+0.00015982i,0.0010221+0.00049012i,0.0021245+0.00037932i,0.0025034-0.00085138i,0.0015151-0.0012092i,0.00043092-0.0011352i,-0.00041305-0.0011417i,-0.0010212-0.00054333i,-0.00013604+0.00013667i,0.00022925+0.0002697i,-0.00064988+2.1235e-05i,-0.00084819+7.5009e-05i,-0.0011229+0.00040172i,-0.0010764-0.00026808i,0.00026882-0.0013011i,0.0012507-0.00060275i,0.0013386-3.2698e-05i,0.0013532-0.00026513i,0.0011081+0.00011382i
-0.0010777-0.001842i,0.0009827-0.0033671i,0.00060607-0.0029796i,-0.00022024-0.00067047i,0.00051259+0.00051016i,0.0015417-7.7964e-06i,0.0015669-0.001371i,0.00099439-0.0022611i,0.00020439-0.001874i,4.2956e-06-0.00050806i,0.00082397-0.00043673i,0.00096959-0.0013156i,0.0013242-0.0019421i,0.0023706-0.0017378i,0.0023165-0.0013012i,0.0014263-0.00098075i,0.00071175-0.00044039i,0.0006513+0.00029575i,0.0012196-0.00010592i,0.0016093-9.5681e-05i,0.0013589+0.00065479i,0.00073102+0.0018485i,0.00060188+0.0013632i
-0.0005257+7.6775e-05i,0.00038323+0.0010261i,-0.00024302+0.0023559i,-8.1316e-05+0.00098069i,0.00096082+0.000449i,0.0019236+0.0010298i,0.0011533+0.0012924i,0.00045213+0.00099472i,0.00044816+0.00042436i,-0.000185+0.0001673i,-0.00099137+0.0010836i,-0.0014992+0.0022717i,-0.0013153+0.0022734i,-0.00077972+0.0017917i,0.0005833+0.00088848i,0.0011448+0.00053891i,0.0005091+0.00043782i,-1.8115e-05+7.8668e-05i,6.4217e-05-0.00046912i,0.00041376+0.00018397i,0.00055533+0.0014531i,0.00096036+0.0014489i,0.00066397+0.00083578i
-0.0013964+0.00056476i,-0.0021616+0.0011447i,-0.00099861-9.9575e-05i,0.00033459-0.0011184i,0.00035061-0.00068541i,0.00089261+0.00088586i,0.0019596+0.0015669i,0.0023368+0.00050878i,0.0023861+0.00016263i,0.0014952+0.00087518i,-1.3549e-05+0.00054943i,7.9696e-05-0.00055061i,0.00041228-0.0010738i,-5.7718e-05-0.0012388i,-0.00032666-0.0012129i,2.1086e-05-0.00094865i,-5.2498e-05-0.00041368i,-0.00018584+0.00060117i,-0.00033602+0.001345i,-0.0016811+0.00066696i,-0.0023372+0.00039019i,-0.0014004+0.0012412i,-0.00012167+0.0012675i
0.00032604-0.0014803i,0.00014508-0.0031478i,-0.00032385-0.0032682i,-7.5234e-05-0.0022049i,0.00077338-0.00088302i,0.001842-0.00022654i,0.0029333-0.0010406i,0.0024642-0.0034281i,0.0010749-0.004229i,0.0010851-0.0019641i,0.0017294-0.0002795i,0.0019122-0.00039111i,0.0012397-0.00074385i,0.00066465-0.0013253i,0.00061956-0.0019405i,0.00041963-0.0013844i,0.00033271-0.00035486i,7.6647e-05+8.5878e-05i,-0.0011003+0.00035031i,-0.0018112+0.00037731i,-0.0015166-0.00043666i,-0.0011043-0.00030917i,-0.0013812+0.00052085i
0.0010657-0.0012615i,0.0030522+0.00037554i,0.0032177+0.0022578i,0.0028686+0.0022529i,0.0023381+0.0014142i,0.00045446+0.0013317i,-0.00024659+0.0014844i,-0.00098656+0.0013732i,-0.0016824+0.00040303i,-0.0016552-0.0007028i,-0.001302+0.00026958i,-0.00070226+0.0013951i,-0.00083047+0.0013531i,0.00084246+0.00067215i,0.0024728-0.00038071i,0.0021423-0.00068371i,0.0016502-0.00096562i,0.0001551-0.0015724i,-0.00076184-0.0014005i,-0.0006282-0.00079197i,2.3066e-05-0.0011129i,6.4618e-05-0.0012945i,-0.0001612-0.001134i
-0.00059505+0.0015551i,-0.00073767+0.0029738i,-0.00037614+0.0042242i,-0.00061333+0.0033236i,1.3563e-05+0.0024271i,0.00070188+0.0016992i,0.00074794+0.0012506i,0.0013161+0.0022984i,0.0012202+0.0026025i,6.6115e-05+0.0020501i,-0.0016752+0.0012803i,-0.0016519+0.00011914i,8.8942e-05-0.00029153i,0.00087927-0.00084669i,8.9095e-05-0.0016684i,-0.00080141-0.0013692i,-0.00048727-0.00059497i,-0.00028531-0.00076044i,-0.00032507-0.0014866i,-0.00011169-0.0021687i,0.00032251-0.0016545i,0.00093725-0.00047003i,0.00084192-0.00020951i
-0.0016585+6.2678e-06i,-0.0023783-0.00099216i,-0.0029403-0.0010764i,-0.0022656-0.0010019i,-0.00058548-0.00092905i,0.00070562-0.00050799i,0.0014875-0.00086634i,0.0029867-0.0014269i,0.0034123-0.0016595i,0.0026464-0.0016227i,0.0024024-0.0013581i,0.0020624-0.0012022i,0.0018811-0.0010797i,0.0010461-0.0012639i,-0.00024887-0.00076751i,-0.00076343-0.00030228i,-0.00051676-0.00038412i,0.00041628-0.00026756i,0.00090124-0.00018816i,0.0015526+0.00040863i,0.0018028+0.00081093i,0.0015464+0.00022401i,0.0011954-0.00020961i
0.0037861+0.0012107i,0.005651-0.00018786i,0.0046864-0.0013938i,0.0025587-0.001697i,0.0015441-0.0013497i,0.0011912-0.0013496i,-0.00013325-0.0029781i,-0.0020354-0.0037715i,-0.0026695-0.0025173i,-0.0014362-0.0011879i,-9.8335e-05-0.0010313i,-0.00010599-0.00046024i,0.00014193+0.00063891i,0.0006839+0.0010542i,0.00040891+0.00069398i,0.00046687+0.00068546i,0.0010117+0.00059636i,0.0011249-0.00013552i,0.00062425+0.00033898i,0.00059848+0.00096399i,0.0013303+0.00096937i,0.0010963+0.0009003i,0.00047316+0.00094842i
-0.0017294+0.0040001i,2.8088e-05+0.0066245i,0.003118+0.0053365i,0.0031589+0.0018997i,0.0020256+0.0005929i,0.0021203-6.4457e-05i,0.0013269-0.0005723i,-6.1592e-05-0.00063123i,-0.002004+0.00046291i,-0.0025559+0.00092118i,-0.0020136-4.9316e-05i,-0.0025598-0.00033628i,-0.0025812-0.00024455i,-0.0015793-0.00089565i,-0.0012518-0.0012103i,-0.0010496-0.0011755i,-0.00016605-0.00070596i,1.2033e-05-3.8809e-05i,-0.00043046+2.6014e-05i,-0.00052101+0.00066396i,-0.00076523+0.00095839i,-0.00023628+0.00097403i,0.0014806+0.00092682i
-0.0013326-0.00019028i,-0.0026856-0.0002077i,-0.0006429+0.0024787i,0.0015196+0.0024759i,0.0018099-0.00042545i,0.0012432-0.0012486i,0.001509+0.0012691i,0.0034835+0.0026068i,0.0043451+0.00094001i,0.0037271-1.7662e-05i,0.0031749-0.00032523i,0.0019731-0.0010353i,0.00044679-0.0016412i,-0.00039514-0.0027613i,-0.0011693-0.0036589i,-0.00078681-0.0033033i,0.00022545-0.0021306i,0.00010105-0.00055287i,-0.0005157+0.00070153i,-0.0010782+0.00095454i,-0.0011886+0.00070433i,-0.00049922+0.00031241i,0.0001274+0.00013298i
0.001384+0.0026062i,0.0020608+0.00041827i,0.0011536+2.4753e-05i,0.00058526+0.00048682i,0.0027031+0.00021827i,0.0037868-0.0016752i,0.0021627-0.002564i,0.001353-0.0019691i,0.0012163-0.00074815i,0.0014843+0.00012216i,0.0013252+0.00073918i,0.00072838+0.0015993i,0.0010109+0.0015094i,0.0015475+2.6307e-05i,0.0012384-0.0016009i,0.0010055-0.0012301i,0.0013772+0.00017993i,0.00016144+0.00063509i,-0.0010156+0.00013128i,-0.00094412-0.00037549i,-0.0013897+0.00015148i,-0.0011198+0.0010455i,0.00011473+0.00043217i
0.018459-0.024471i,0.01346-0.030704i,0.0015084-0.03908i,-0.011885-0.027918i,-0.020711-0.0095716i,-0.015625+0.0053256i,-0.0027256+0.0067817i,0.0039922+0.0016223i,0.0028178-0.003105i,-0.0038253-0.004575i,-0.0078922-0.0013791i,-0.0063766+0.0026615i,-0.0044482+0.0081105i,-0.0030425+0.014408i,-0.0019019+0.016222i,-0.0014489+0.010516i,-0.00099004+0.002312i,0.00087041-0.00076556i,0.003858+0.00058463i,0.0043021-0.00071379i,0.0022649-0.0029157i,-0.00061358-0.003443i,-0.0027985-0.0014769i
