-0.0047643-0.00026433i,-0.0043888+0.0013897i,-0.0031147+0.0029912i,-0.0015295+0.0030978i,-2.2944e-05+0.0030159i,0.001059+0.0020785i,0.00089037+0.0014584i,0.00032443+0.001699i,1.1237e-05+0.0013582i,0.001502+0.00039956i,0.0026076-0.00044057i,0.0020617-0.00058777i,0.0017181-0.00060361i,0.001472-0.0016775i,0.0014027-0.0030495i,0.0010001-0.0024898i,-0.00030346-0.0015884i,-0.0011393-0.0010915i,-0.0012697-0.00069498i,-0.000943-0.00019743i,-0.0010824+0.00059455i,-0.0013188+0.00093105i,-0.00067992+0.00080709i
-0.0016621+0.0012196i,0.0013181+0.003389i,0.0015887+0.0046344i,0.00045957+0.003678i,0.00045529+0.00098928i,-8.9799e-05-0.00029169i,-0.00036584-0.0001979i,0.00061844-0.0011582i,0.0013879-0.0023088i,0.0014059-0.0024201i,0.0011876-0.0016914i,0.0013821-0.00069854i,0.0012358-0.00028753i,0.00066721+0.0001786i,0.00098173+0.00082069i,0.0019213+0.0014595i,0.002608+0.0014833i,0.002243+0.00021689i,0.0014265-0.0011301i,0.00031236-0.0011131i,0.00011104-0.00082736i,-2.5931e-05-0.0012373i,-0.00031352-0.0010504i
-4.0743e-05-0.0026881i,0.00091692-0.0027641i,0.0012723-0.0054736i,-0.00021693-0.0072853i,-0.0011646-0.004169i,-0.0010071-9.1603e-05i,-0.00016113+0.0017449i,-0.00038098+0.0012226i,-0.0018823-0.00050718i,-0.0026351-0.0012401i,-0.0022261-0.0008818i,-0.0014172-0.00042944i,-0.00049149+0.00018545i,0.00046822+0.00041127i,0.00095378+0.00050616i,0.00066581+0.00031473i,0.00037219-0.00041831i,3.1241e-06-0.0015875i,-0.00034592-0.0019072i,-0.00065309-0.0010835i,-0.00078665-0.00041836i,-0.0011055-0.00049925i,-0.0011643-0.00087748i
0.001068+0.00050611i,0.0025289+0.0028487i,0.0048496+0.0028203i,0.0055721-0.00080811i,0.0035378-0.0033807i,0.00065401-0.0017888i,-0.0019454+0.00014177i,-0.0026042+0.00032922i,-0.0025921+0.0008197i,-0.0025608+0.00049253i,-0.0019978-0.00088486i,-0.0012292-0.0013655i,-0.00099284-0.0010536i,-0.0013592-0.00049822i,-0.0015112-0.00065823i,-0.0011545-0.0012906i,-0.0013778-0.0013968i,-0.0027574-0.00092359i,-0.0034507+0.00033674i,-0.0020729+0.00134i,-0.00066788+0.00090992i,-0.0003284-0.0004105i,-0.00044754-0.00088462i
0.000732-0.00055453i,0.0012555-0.0020477i,0.00024338-0.0022978i,-0.00039013-0.0023559i,-0.00021916-0.0029593i,4.4168e-05-0.0021567i,-0.0015643-0.00096127i,-0.003296+0.00016932i,-0.003634+0.0010393i,-0.0026737+0.0014243i,-0.001244+0.0019141i,-0.0012005+0.0015968i,-0.0018799+0.00036869i,-0.0012267-0.00082453i,-0.00030454-0.00084007i,-0.00077548-0.00047903i,-0.0013056-0.00019109i,-0.0015183+0.0010408i,-0.0012467+0.0019334i,-0.00023817+0.0012235i,0.00033301+0.0005579i,-0.00038999+0.00051951i,-0.00069387+0.0006607i
0.001061-0.0016546i,0.0015006-0.0026964i,0.0021005-0.0025619i,2.2434e-05-0.0024203i,-0.0014931-0.0028251i,-0.001007-0.0011939i,-0.0001213+0.00056689i,0.00023933+0.0021715i,-3.9921e-06+0.0035053i,9.1922e-05+0.0033808i,0.0007004+0.0023687i,0.00071553+0.0016635i,0.00069337+0.0012898i,0.00019469+0.0014095i,-0.00034856+0.0016604i,-0.00013741+0.001445i,0.00044249+0.0011467i,0.0012105+0.00046131i,0.0010162+9.973e-08i,0.0010483+0.00038687i,0.00077847+0.0012867i,0.00027435+0.0018452i,1.1937e-05+0.0008731i
0.0047654-0.00050797i,0.0062287-0.0019912i,0.0070899-0.004681i,0.0057736-0.0055177i,0.0037132-0.0031089i,0.0015484+0.00048077i,0.00074521+0.0030398i,0.00055891+0.0037548i,0.00067493+0.0027439i,0.00036936+0.0014211i,0.00065278+0.0014779i,0.0019162+0.0026413i,0.00145+0.0030962i,-0.00038987+0.0032456i,-0.00027309+0.003184i,0.00041597+0.0019737i,0.00090768+0.00098374i,0.0012428-0.00022298i,0.00056149-0.001551i,-1.6587e-05-0.0016332i,-0.00071878-0.0006819i,-0.001314-0.00057805i,-0.0012836-0.00051246i
-0.025045+0.0083525i,-0.023136+0.018176i,-0.017136+0.030487i,-0.0040002+0.024147i,0.0092536+0.014132i,0.013627+0.0006514i,0.0054788-0.0081614i,-0.0022131-0.00704i,-0.0038717-0.00079275i,0.0013385+0.0039878i,0.0061945+0.0020091i,0.0059232-0.0022536i,0.0060404-0.0068469i,0.0081565-0.012413i,0.0088253-0.0137i,0.0056749-0.0083292i,0.001569-0.0020653i,-0.0012006-0.0005364i,-0.004235-0.0022581i,-0.005483-0.0024653i,-0.0034802-0.00058986i,-0.00050414+0.0013518i,0.0015902+0.0008763i
0.002804+0.0021905i,0.0026334+0.00086205i,0.0031774-0.00033081i,0.0022705-0.00098398i,0.00041231+0.00064989i,0.00024292+0.0012295i,0.0011476+0.0011115i,0.0018104+0.0011884i,0.0020002+0.0001303i,0.0016327-0.00055359i,0.0009812-0.00025147i,0.00061393+0.00024788i,-2.1389e-05+6.9126e-05i,-0.00096842-0.00058004i,-0.0016774-0.0012147i,-0.0019693-0.0016526i,-0.0016372-0.0010417i,-0.0015096+0.00040037i,-0.0015581+0.0014569i,-0.0007609+0.0015335i,0.0004597+0.00057233i,0.0005963-9.1154e-05i,0.00026535+0.00013337i
-0.0010531+0.0024816i,-0.000465+0.0016742i,0.00064263+0.001325i,0.0021481+0.00033647i,0.0016089-0.0010543i,0.00092428+0.00019171i,0.00065645+0.00092111i,0.00010979+0.00041226i,-0.00019514-9.3859e-05i,-0.00054462+0.00012865i,-0.0010624+0.00029145i,-0.0013549-0.0006974i,-0.00096445-0.0011109i,-0.0010602-0.00020276i,-0.001465+0.00070196i,-0.0015801+0.00064695i,-0.0010551+0.00057539i,0.00053499+0.00087161i,0.00098354+0.0013358i,0.00080972+0.00089158i,0.00074801+0.00030441i,0.00037115-0.00043381i,0.00063448-0.0011272i
-0.0019102+0.0040676i,0.0014444+0.0030857i,0.0034566+0.0020131i,0.0039877+0.0019274i,0.0031724+0.0020341i,0.0011103+0.0020501i,-0.00011695+0.0013475i,-0.0018559+3.8995e-05i,-0.0023307-0.00037313i,-0.0010891+8.7114e-05i,-8.384e-06-8.636e-05i,0.0015882-0.00026507i,0.0018858-6.7617e-05i,0.00071628+0.00025773i,-0.0002907+0.0013259i,-0.00069556+0.0011495i,4.0762e-05-2.8702e-05i,0.0014478-0.00061875i,0.0014715-0.00065382i,0.00066399-0.00029338i,0.00047718-0.00023653i,0.00069122-0.00046897i,7.0686e-05-0.00091i
-0.0037723-0.002282i,-0.0026515-0.00029577i,-0.0033136-0.0015022i,-0.0041654-0.0031535i,-0.0027616-0.002962i,-0.00097018-0.002177i,-0.00017306-0.0016923i,-0.00095588-0.00032092i,-0.0021104+0.0006027i,-0.0019683+0.00081866i,-0.00038263+0.0016042i,0.00025806+0.0018788i,0.00025994+0.001677i,0.0013488+0.001033i,0.0025627+0.00047431i,0.0019635-0.00023762i,0.0015684-0.00095601i,0.0017701-0.0011147i,0.00083903-0.00088783i,0.00019608-0.00015116i,0.00030015+0.00079735i,-7.3556e-05+0.00099176i,-0.00088241+0.00060631i
0.0022209-0.0021786i,0.0021733-0.00097871i,0.0036266-0.002361i,0.001477-0.0045325i,-0.00085471-0.0020633i,-0.0019044+0.001481i,-0.0027762+0.0037871i,-0.0022815+0.0056203i,-0.0023929+0.0048326i,-0.0027433+0.0026839i,-0.0019901+0.0012148i,-0.0010148-0.00020594i,-0.00050864-0.00065894i,-5.4188e-05+4.4866e-05i,0.0005663+3.8524e-05i,0.00056614-0.00073174i,-9.0644e-05-0.0010292i,-0.00054085-0.001032i,-0.0013331-0.00046792i,-0.0014378+0.0012164i,-0.0011083+0.0013979i,-0.0010804+0.00083361i,-0.000169+0.00053156i
0.00085865+0.00068822i,0.00048863+0.0023642i,0.0025544+0.0025972i,0.0050442+0.00036776i,0.0028741-0.0016799i,-0.00026594-0.0019128i,-0.0014729+0.0004734i,-0.0022755+0.0033164i,-0.0020344+0.0046944i,-0.0011139+0.0031414i,-0.00079471+0.0010532i,-0.0011409+0.0010788i,-0.0011445+0.00067105i,-0.0011177-0.00074165i,-0.0010379-0.0014303i,-0.00058373-0.00089518i,-0.00018719-0.00051719i,-0.00049554-0.00042913i,-0.0013151+0.00061924i,-0.0016397+0.0013057i,-0.00071681+0.0010373i,0.0002189+0.00058893i,0.00027465+0.000151i
0.0008061-0.0013696i,0.0012904-0.0024837i,0.0012811-0.0017897i,0.0014303-0.0019879i,0.00091048-0.0025607i,0.0019486-0.0021014i,0.0035642-0.0017598i,0.0036382-0.00054132i,0.0025679+0.00037913i,0.0015242+0.00073554i,0.00070248+0.00078096i,0.00042264+0.00044095i,-4.1579e-05+0.00044014i,-0.00070118+0.00039297i,-0.00071149+0.00023829i,0.00021077+0.00017939i,0.0016863+0.00028997i,0.0017674+0.00043028i,0.00086999+0.00026312i,-0.00020951+0.00032778i,-0.00084354+0.00036397i,-0.0012683+0.00039257i,-0.0012746-0.00014181i
0.0045932+0.0019967i,0.0054818+0.000539i,0.0040416+0.0001569i,0.0014667+0.0012685i,-0.00036495+0.00031544i,-0.00079911-0.0005701i,-0.00021792-0.00043133i,0.0010258-0.0011255i,0.0024412-0.0016704i,0.0017998-0.00085022i,0.0010308+0.0002754i,0.0014307+0.00088006i,0.0017649+0.0021945i,0.0012944+0.003417i,0.00023575+0.0032099i,-0.00058757+0.0024996i,-0.00070106+0.00087459i,0.00021551-0.00072217i,0.00079971-0.001045i,-0.00017913-0.0013285i,-0.0011935-0.0010288i,-0.0011213-0.0011202i,-0.00085901-0.001437i
-0.00063918+0.000727i,0.001284+0.0012418i,0.0029179-0.0006381i,0.0022858-0.0015258i,0.0016403-0.00021248i,0.00058577+0.0018267i,-3.3301e-05+0.0014801i,-0.00046929-0.00097836i,-0.00061457-0.001771i,-0.00056385-0.00080613i,0.00061847-1.2641e-05i,0.0013125+0.00089798i,0.0014204+0.00054606i,0.0019777-0.00042714i,0.0015238-0.00099978i,0.00085836-0.0015939i,0.00040657-0.0016294i,0.00048991-0.0010536i,0.00024554-3.6709e-05i,1.5051e-05+8.5558e-05i,-0.00054968-0.00036424i,-0.00091674-0.00072045i,-0.00030755-0.00073863i
1.8677e-06-0.00011803i,0.0010679+0.0018152i,0.001868-0.00058808i,0.0013235-0.0037628i,0.0010327-0.0019826i,0.00083017+0.00019903i,-0.00034158-9.378e-05i,-0.0015047-0.0015439i,-0.0017972-0.0017465i,-0.0005145-0.00090206i,0.00084097-0.00094046i,0.0014586-0.0015457i,0.0013326-0.0010635i,0.0014014-0.00024323i,0.00013652-0.00050643i,-0.0015565-0.00040385i,-0.0017442-8.365e-05i,-0.0016908-0.00042778i,-0.00087449-0.00030753i,0.00034674+9.0155e-05i,7.9336e-05-0.00058101i,-0.00060004-0.00068744i,-0.00060979-0.00072418i
0.0022766-0.00053445i,0.0017588-0.00037763i,0.0025808-0.00047845i,0.0014245-0.0017084i,-0.00076448-0.00095929i,-0.00091345+0.0015002i,-0.0010062+0.0038488i,-0.0018445+0.0039678i,-0.001986+0.0021792i,-0.0016051+0.00083743i,-0.0013532+0.00048694i,-0.0012105+0.0003268i,-0.001937-4.6511e-05i,-0.0029706+0.00025516i,-0.0028512+0.00070402i,-0.0014862+0.00082167i,-0.00079911+0.00099766i,-0.0012179+0.00077957i,-0.00082278+0.00033637i,0.00092333+0.00024304i,0.0014045+7.4213e-05i,0.00022125+0.00022697i,-0.00015558-0.00015943i
0.0013808+0.00048494i,0.00099126+4.2522e-05i,0.0015616+0.00030275i,0.0027238+0.00015939i,0.0014538-0.00053287i,0.00063884-0.00039978i,0.00010869+0.00012524i,-0.001222+0.00084279i,-0.0016684+0.0015667i,-0.0013573+0.00076207i,-0.0015728-0.00083597i,-0.0017684-0.00090981i,-0.0023789+0.00037566i,-0.0028406+0.0012136i,-0.0016741+0.0022001i,0.00040902+0.0029162i,0.00043207+0.0019769i,-1.7943e-06+0.00091546i,7.4543e-05+0.00058948i,-0.00048712+0.00083736i,-9.7224e-06+0.0011881i,0.0012043+0.00069149i,0.0010921+0.00079555i
0.00091697+0.00074283i,0.002571-0.00033597i,0.0016801-0.0026554i,-0.00058909-0.0046746i,-0.00080996-0.0036231i,-0.00082172-0.0013006i,-0.0011979+0.00044462i,-0.0017972+0.001042i,-0.00075556+0.0010667i,2.7026e-05+0.00037267i,-0.00046616-0.0003912i,-0.00067417+0.00058528i,-0.00054371+0.0024031i,0.00034556+0.0033739i,0.0011258+0.0035153i,0.00083873+0.0025567i,0.0011071+0.00065209i,0.001175-0.0010284i,0.00035834-0.00088507i,-0.00053694+0.00022511i,6.046e-06+0.00050519i,0.0007645+0.00065334i,0.00076657-0.00024988i
-0.00026087-0.0003741i,0.0030389-0.00042437i,0.003059-0.0025336i,0.00048435-0.0038751i,-8.755e-05-0.0028984i,0.00033824-0.00099727i,0.00039947+0.00051575i,-0.00082626+0.0005776i,-0.0017966+8.0562e-05i,-0.0017915+0.00035997i,-0.0013242+0.00084905i,-0.00050218+0.00088621i,0.0004268+0.00079494i,0.0022887+0.00026398i,0.003694-0.00032232i,0.0029083-0.0016343i,0.0019491-0.0026054i,0.0008358-0.0024806i,6.2023e-05-0.0012437i,-0.00021232-2.7275e-05i,-0.00017445+0.00013693i,0.00021454-0.00021699i,0.00044867-9.7658e-05i
0.0023495-0.0013172i,0.002532+0.00067771i,0.0051941+0.001465i,0.0060627+0.00062098i,0.0036943+0.0011947i,0.00049486+0.0019915i,-0.0011493+0.00279i,-0.0010067+0.0030136i,-0.0014308+0.0023623i,-0.0014779+0.0020711i,0.00056879+0.0025604i,0.0032279+0.0022717i,0.0035856+0.00014594i,0.0015295-0.0018308i,-0.00013212-0.0029143i,-0.0016921-0.0031672i,-0.0019848-0.0020923i,-0.00096049-0.0012192i,-0.00019547-0.00078811i,-0.00039522-0.00053841i,-0.0011464-0.00068173i,-0.0013995-0.000474i,-0.0010734-0.00021698i
0.0005949+0.00010411i,-0.0015388+0.00069202i,-0.0010759+0.0019736i,0.00041324+0.0011147i,0.00027945-6.6364e-05i,0.0013162-0.00059i,0.00097209-0.00098505i,-0.0013584-0.00020481i,-0.0023769+0.0013723i,-0.00072715+0.0027359i,0.00059472+0.0028839i,9.5728e-05+0.0018469i,-0.0011693+0.00054395i,-0.0020982-0.00035262i,-0.0022764-0.00058939i,-0.0020215-0.00022791i,-0.0010944+0.00027944i,-0.00048842+0.00043947i,0.00010242+0.00013839i,0.00026144-0.0010273i,-0.00070019-0.001275i,-0.0013659-0.00018982i,-0.00088913+0.00049112i
0.0019374-0.0030737i,0.0012343-0.0052798i,-0.00069091-0.0043634i,-0.00089645-0.0013661i,-0.00071085-8.3314e-05i,-7.3883e-05+0.00033552i,0.00023502+0.0012861i,0.00085542+0.0017413i,0.0023683+0.0012431i,0.00339+0.00032708i,0.0026513-0.00078701i,0.0012021-0.0019096i,4.1023e-05-0.0023449i,-0.0014709-0.00032018i,-0.0023045+0.0027122i,-0.0019267+0.0031412i,-0.00013267+0.0015765i,0.00079368+0.00035615i,-0.00026902+0.0003558i,-0.0016356+0.00098414i,-0.0019174+0.00083936i,-0.0012771+0.00056234i,-0.00079179+0.00069033i
0.0018076+0.0048909i,0.0064156+0.0024982i,0.0093046+0.00010628i,0.0082334-0.0014082i,0.0054092-0.0027144i,0.0018146-0.0016024i,0.0019261-0.00014159i,0.0029897+0.00051373i,0.0027925-0.0005201i,0.0027132-0.001778i,0.0020742-0.0013514i,0.00058676-0.00035535i,-0.0010542+0.00091047i,-0.00022191+0.0021728i,0.0016771+0.0022303i,0.0021249+0.001296i,0.0011664+0.00064798i,0.00031042+0.00052497i,0.00046534+0.00096174i,0.0007096+0.00075214i,0.0010173+0.00055671i,0.00065836+0.00024829i,-0.00087649-0.00022236i
-0.00052597+0.00039914i,3.6332e-05+0.00020895i,-0.0014965-0.0008979i,-0.0032961-0.0012813i,-0.0021437-0.00059901i,-0.0005868-0.00053147i,-0.0010713-0.00087492i,-0.0016789-0.001933i,-0.001095-0.003482i,-0.001453-0.0043821i,-0.0027536-0.0037529i,-0.0022884-0.0019878i,-0.00066066-0.00029392i,0.0012323+0.00060542i,0.0023823-7.2301e-05i,0.0015999-0.001502i,0.0003776-0.0010989i,0.00035472-0.0004372i,0.0013201-0.00035373i,0.0021894-0.00035167i,0.0015585-0.0006818i,0.00043592-0.0013154i,0.00011392-0.0010848i
-0.00089144+0.0010063i,0.0013788+0.0039778i,0.0035327+0.0046179i,0.0038911+0.0021537i,0.0019225+0.001137i,0.0006513+0.0007536i,-0.00077514-0.00023045i,-0.003208-0.001256i,-0.0045694-0.0014146i,-0.0042506+0.00021651i,-0.0030821+0.0021979i,-0.0011982+0.0025271i,-3.0493e-05+0.00087944i,6.1688e-05-0.001523i,7.2768e-05-0.0031879i,-0.00034659-0.0036288i,-0.00038776-0.0025635i,0.00022605-0.0022772i,0.0001514-0.0024829i,0.00020463-0.0019752i,-0.00017817-0.00099108i,-0.0011169-0.00030475i,-0.0010148-0.00018318i
0.00057767-0.0010207i,-0.00081739-0.002673i,-0.00027734-0.0043812i,0.000871-0.0049916i,-0.00029227-0.0025562i,-0.00080492+0.00024188i,-0.0014077+0.0011224i,-0.0046497+0.0015463i,-0.0071268+0.001886i,-0.0054488+0.0028404i,-0.0025539+0.0033059i,-0.0014991+0.0023665i,-0.0020892+0.00040027i,-0.0037258-0.0010867i,-0.0045298-0.00077843i,-0.0030513+7.7651e-05i,-0.0013066-5.1891e-05i,-0.00027179-0.0015269i,-0.00055444-0.0022065i,-0.0010375-0.00076334i,-0.00094007+0.000794i,-0.0008176+0.0004321i,-0.00038469+0.00014717i
0.0015549+0.0013029i,0.0030343+0.00049895i,0.0044465+0.0016846i,0.0037343+0.0020851i,0.0019596+0.00046822i,0.00022974+0.00070405i,-0.0018108+0.0028806i,-0.0030446+0.0053857i,-0.0024819+0.0060531i,-0.0005064+0.0048378i,0.0010216+0.0033638i,0.0013142+0.0020066i,0.00028926+0.0008869i,-0.0020246+0.001521i,-0.0027271+0.0023704i,-0.0012335+0.0018752i,-0.00028742+0.00011475i,-0.00086453-0.0010408i,-0.0012931-0.00026128i,-0.0012591+0.0014574i,-0.00026516+0.0017705i,0.00020066+0.00029794i,-0.0007007-0.00051869i
0.00036563-1.7816e-05i,0.0036409-0.0010183i,0.0044041-0.0022075i,0.0025044-0.0031973i,0.0007856-0.0030517i,-0.00050164-0.00013722i,-0.00029502+0.0026654i,0.00071318+0.0045327i,0.0024897+0.0056685i,0.0031668+0.0041279i,0.0028597+0.0024012i,0.0015855+0.0026773i,-0.00071795+0.0035846i,-0.0013235+0.0052517i,0.00086328+0.0062415i,0.001973+0.0042759i,0.00062635+0.0016325i,-0.00010151+0.001649i,-3.3093e-05+0.0022693i,0.00033951+0.0015792i,0.00068244+0.0011165i,0.00073734+0.0012267i,-7.5625e-05+0.00099269i
-0.00014881-0.0011784i,0.00019075-0.00038022i,-0.00030674+9.9353e-05i,-0.0019466-0.00039038i,-0.00061221-0.00040744i,0.0010848-1.6651e-05i,0.0018774-8.3154e-08i,0.003444+0.00045431i,0.0049357+0.00050956i,0.0049107-0.00054008i,0.0034521-0.0012938i,0.002537-0.0014655i,0.0021652-0.0011653i,0.0027084-0.00051116i,0.0036397+1.2127e-05i,0.0026456-0.00027916i,-0.00020858-0.00056062i,-0.00054389-0.00033255i,0.00059504-0.00059957i,9.3732e-05-0.0011964i,-9.901e-05-0.0012085i,0.00030716-0.00098743i,5.7162e-05-0.0010113i
0.00056628-0.0009659i,0.00036656+0.00094175i,0.0031379+0.0016271i,0.0051016-0.00026846i,0.0040634-0.00042363i,0.0029557+0.00028151i,0.0033411-0.00054521i,0.0044392-0.0019656i,0.0041559-0.003646i,0.0016392-0.0040853i,-0.0003372-0.0024299i,0.0010095-0.0011079i,0.0038778-0.00079934i,0.0040252-0.001101i,0.0022433-0.0021193i,0.0014636-0.0021575i,0.0011306-0.0009072i,0.0011797-0.00043495i,0.00064882-0.0013023i,7.387e-05-0.0011904i,-0.0010923-0.0011758i,-0.0016785-0.0016963i,-0.00082999-0.0010419i
0.0015853+0.00037377i,-0.00053568-0.0010088i,0.0002025-0.0013214i,0.0026369-0.0010181i,0.0015355-0.0011429i,-0.00010419-0.0013692i,-0.00066725-0.00228i,-0.00183-0.0036253i,-0.0022333-0.0047521i,-0.0013028-0.0040015i,-0.00066364-0.0034151i,-0.0010525-0.0038951i,-0.0013293-0.0036404i,-0.001834-0.0025735i,-0.0033763-0.0022004i,-0.0029027-0.00175i,-0.00096833-0.0010979i,-0.00058765-0.0011165i,-0.0014435-0.00064156i,-0.0019782+0.0004128i,-0.0010037+0.0004782i,6.2575e-05+0.00049675i,-5.0165e-05+0.00047801i
0.0021514+0.0063815i,0.004271+0.0032661i,0.0043574+0.001458i,0.0028759+0.00079375i,0.000465-0.00062366i,-0.0017528-0.00077469i,-0.0037688-0.001117i,-0.0068363-0.0026492i,-0.0072425-0.0024182i,-0.004859-0.0010557i,-0.0028277-0.00024482i,-0.001878+0.00025889i,-0.0022082-0.00026726i,-0.0024039-0.000362i,-0.0024495+0.00035847i,-0.0018187+0.00044485i,-0.00010912-0.00081019i,0.00089318-0.0015902i,0.00096886-0.00031767i,0.0011221+0.0012829i,0.0010493+0.00087241i,0.00050288+5.4077e-05i,-0.00013829-0.00021137i
-0.00058718+0.0011785i,0.002645-1.428e-05i,0.0028509-0.0036236i,0.00090335-0.0046635i,0.00021237-0.0029013i,-0.00097619-0.00062926i,-0.0031378+0.0014725i,-0.0060791+0.0028446i,-0.0065453+0.0025465i,-0.0050958+0.0010301i,-0.0038022+0.0012215i,-0.0032797+0.0030735i,-0.0024035+0.0034971i,-0.00095818+0.003316i,-0.00092073+0.0038662i,-0.00075436+0.0025367i,-6.1472e-06+0.00023414i,0.00038349+0.00031749i,0.00019069+0.00090045i,0.00013393+0.00075741i,0.00029199+0.00065224i,5.0069e-05-7.0029e-05i,5.8862e-05-0.00014318i
-0.0017516+0.00081256i,0.00062538+0.0042358i,0.0031055+0.0036803i,0.0029692+0.00046142i,0.0013572-0.00020855i,0.00010554+0.0011538i,-0.00079786+0.0039771i,-0.0021362+0.0059119i,-0.0027495+0.0063197i,-0.0018511+0.0050421i,0.00086925+0.0036317i,0.0032964+0.0040541i,0.0025885+0.0035002i,0.0016154+0.0015277i,0.0021195-0.00035494i,0.0021472-0.0015548i,0.00083806-0.0011061i,-0.0001636+0.0005659i,0.00025298+0.0011296i,0.00017061+0.00026684i,-0.00015717-0.00052873i,-0.00021117-0.00065404i,-0.00014764-0.00094704i
-0.0018408+0.00026135i,-0.0033392+0.00088864i,-0.0008388+6.6909e-05i,0.0012454-0.0017362i,0.00065853-0.0020395i,-0.00050039-0.00070936i,-0.0010335+0.002225i,0.00051072+0.0054681i,0.0017052+0.0064456i,0.0011481+0.0049449i,0.00080551+0.0032929i,0.002429+0.0022654i,0.0037213+0.0016625i,0.0018773+0.00053058i,-0.00060501-9.9403e-05i,-0.0014614+0.0009453i,-0.00060968+0.0024018i,-0.00035026+0.0017452i,-0.0005018+0.00066788i,-0.00012468+0.0016346i,0.00028474+0.0020817i,0.0007454+0.0011282i,0.00018285-0.00030903i
0.0031252-0.0043826i,0.0014054-0.005231i,0.0011571-0.0053687i,0.00089921-0.0037648i,-0.00016377-0.0020748i,1.4571e-05-4.8592e-05i,0.0015934+0.0016618i,0.0046802+0.0022299i,0.0063143+0.0026576i,0.0046691+0.0023829i,0.0030161+5.1154e-05i,0.0026494-0.0016408i,0.0010732-0.0021255i,-0.0011017-0.00086636i,-0.0017293+0.0015652i,-0.0011462+0.0020525i,-0.0005504+0.001889i,-0.00029953+0.001684i,-0.00018021+0.00082818i,-0.00098432+0.00015005i,-0.0012761+0.00037152i,-0.00085326+0.00061627i,-0.00051235-0.00012271i
0.0012874+0.0031275i,0.0027833+0.0026047i,0.0037767+0.0023881i,0.0037569+0.0011777i,0.0037932-0.0016092i,0.0020078-0.0034022i,-2.1324e-05-0.0041345i,-0.00034229-0.0045677i,0.00080857-0.0034773i,0.0016394-0.0012639i,0.00080404-0.00050051i,-0.00026265-0.0011759i,-0.00056005-0.00074516i,-3.0363e-05+0.00021079i,0.00050228+0.00026293i,0.0017712+0.00010582i,0.0032079-3.2196e-05i,0.0023204-0.00042892i,0.0010324-5.3472e-05i,0.0008987+0.00067501i,0.001155+0.0012822i,0.0009412+0.0011628i,0.00043379+0.0010943i
-0.00034994-0.00055804i,0.0015955-0.0011223i,0.002612-0.0023266i,0.0016381-0.0020806i,0.00096423-0.00082734i,0.0013159+0.00031649i,0.001373-0.00074937i,-0.00016026-0.0033593i,-0.0010642-0.005107i,-0.00067802-0.0051968i,-0.00096336-0.0033343i,-0.0021473-0.00070488i,-0.0015457+0.0013062i,0.0011309+0.0017841i,0.0031197+0.00056194i,0.0039942-0.0014163i,0.0027279-0.0030164i,0.0014549-0.0032994i,0.001467-0.0027932i,0.00022569-0.002352i,-0.00083523-0.0015424i,-0.00073489-0.0003059i,0.00071956+0.00058734i
0.00081887-0.0015389i,0.00026397+0.0001984i,-0.00025028+0.00012611i,-0.00014207-0.00080458i,-0.00030807+0.0007075i,-0.00038458+0.0015237i,-0.0017059+0.00053329i,-0.0038788-0.0012644i,-0.0041852-0.0030888i,-0.0028332-0.0026405i,-0.00077292+0.00090066i,0.0017869+0.003535i,0.0026729+0.0025731i,0.0024457-0.00078224i,0.0012918-0.0042998i,-0.00043988-0.0057138i,-0.0010289-0.0057582i,-0.00040032-0.0050534i,0.00028806-0.0044017i,-0.00030293-0.0032692i,-0.00085958-0.0018688i,-0.00030916-0.0012699i,0.00020499-0.00044626i
0.00049801+0.0029226i,0.0012926+0.00067087i,0.0034388-0.0024736i,0.0046847-0.0046439i,0.0024889-0.0046043i,-0.00024972-0.0022637i,-0.0022654-1.2584e-05i,-0.0048575+0.00055375i,-0.0068415+0.00047945i,-0.0063068-0.00017167i,-0.0030931-0.000684i,0.00031416-0.00027456i,0.00065418-0.00048646i,-0.0018164-0.0015712i,-0.0046394-0.00090807i,-0.0062153+0.0010256i,-0.0058154+0.0012597i,-0.0030956+0.00038743i,-0.0020869+1.993e-05i,-0.0029174+0.00035129i,-0.0024146+0.00071619i,-0.00053023+0.00081521i,9.5921e-05-0.00023878i
-0.00031984-0.0014099i,0.0023864+6.0407e-05i,0.0035875+0.001611i,0.0020421+0.0027533i,0.00020344+0.0033889i,-0.00040961+0.0042785i,-0.00072163+0.0047645i,-0.0015681+0.0045763i,-0.0037184+0.004533i,-0.0043575+0.0039594i,-0.0019128+0.0018449i,0.00040377-0.0012367i,-0.00025091-0.0025397i,-0.0018393-0.00086569i,-0.0028212+0.0022313i,-0.0030123+0.004901i,-0.0024589+0.0052222i,-0.002733+0.0036551i,-0.0024846+0.002298i,-0.0018182+0.0016718i,-0.00094644+0.00058071i,0.00011177-0.00072298i,-0.00033791-0.0012845i
