-0.0011347+0.00060208i,0.0001489-0.0010085i,0.00029973-0.0020328i,0.00028236-0.0016099i,7.9546e-05-0.00032438i,-0.00067704+0.0005392i,-0.00030081+0.00080566i,8.2312e-05+0.0012796i,-7.6328e-05+0.000919i,-3.1916e-05+0.00052105i,-0.00086864+0.00027167i,-0.0011231-1.508e-05i,-0.0013279-0.0003958i,-0.0013201-0.00094131i,-0.00077836-0.00071077i,-0.00098917-0.0003166i,-0.00037181-0.0011397i,0.00045665-0.0014371i,1.27e-05-0.00060346i,-0.000435+0.00027434i,0.00032678+3.8868e-05i,0.00086588+0.00021989i,0.00046852+0.00043457i
-0.03089-0.014256i,-0.12021-0.074346i,-0.25647-0.17455i,-0.28544-0.23363i,-0.14344-0.17527i,-0.012587-0.040419i,-0.012719+0.070538i,-0.045054+0.084056i,-0.046224+0.027561i,-0.040925+0.0055022i,-0.031305+0.033907i,-0.0085073+0.056212i,0.014257+0.046125i,0.017158+0.020586i,0.0062309+0.0046763i,0.0061166-0.0044775i,0.017345-0.013383i,0.016576-0.016433i,-0.0024374-0.013252i,-0.018849-0.0026534i,-0.017842+0.0088823i,-0.0063633+0.013538i,0.0041768+0.01489i
0.015765+0.037024i,0.074861+0.14004i,0.14514+0.28324i,0.12728+0.32053i,0.019865+0.17185i,-0.03941-0.020316i,0.010481-0.091992i,0.060325-0.061376i,0.045744-0.01739i,0.028874-0.0012846i,0.043319-0.015592i,0.054268-0.039273i,0.036005-0.043012i,0.012722-0.023778i,0.0072501-0.0092368i,0.0016903-0.0096291i,-0.011296-0.0089582i,-0.013607-0.0024304i,-0.0011483+0.0035797i,0.0085973+0.00038706i,0.0050196-0.011354i,-0.0032286-0.020561i,-0.0084624-0.023399i
0.00065478-0.030754i,-0.018136-0.12692i,-0.033653-0.24679i,-0.0095897-0.24842i,0.031667-0.082888i,0.031326+0.072138i,0.0011861+0.068425i,-0.0058995-0.017109i,0.0054441-0.053996i,-0.0002089-0.035126i,-0.025166-0.010138i,-0.044567+0.0034326i,-0.043114+0.0058876i,-0.031137+0.0012646i,-0.022746+0.00083787i,-0.013297+0.012855i,-0.0015139+0.026287i,0.0083983+0.028081i,0.01991+0.019097i,0.029075+0.0062453i,0.028706-0.0021081i,0.018545-0.0019173i,0.0067676+0.0049044i
-0.0098409+0.035301i,-0.022825+0.12152i,-0.050285+0.21282i,-0.084868+0.18012i,-0.081317+0.0032417i,-0.028887-0.13337i,0.0063179-0.11237i,-0.0050083-0.029263i,-0.012+0.010458i,0.0054852+0.014953i,0.028501+0.020651i,0.037114+0.023189i,0.024151+0.01294i,0.0049042+0.0066249i,-0.001396+0.010376i,0.0041471+0.0062948i,0.007194-0.0085193i,-0.0012961-0.01805i,-0.022416-0.011781i,-0.039916+0.0076812i,-0.039535+0.025778i,-0.025891+0.027903i,-0.0094014+0.016117i
0.026939-0.044801i,0.057884-0.12232i,0.1054-0.19498i,0.10184-0.14415i,-0.0076175+0.035617i,-0.1211+0.17374i,-0.11634+0.17585i,-0.040637+0.11573i,-0.0023655+0.065634i,-0.0099446+0.029123i,-0.033897-0.00046559i,-0.048291-0.0073204i,-0.034747+0.0055018i,-0.010956+0.0079116i,-0.002993-0.0070029i,-0.010062-0.015338i,-0.014643-0.008053i,-0.0081102-0.00088507i,0.0050487-0.0061554i,0.013292-0.019852i,0.012627-0.029561i,0.0082726-0.029576i,-0.0014274-0.022474i
-0.02312+0.030074i,-0.061815+0.081612i,-0.10233+0.12069i,-0.06005+0.088938i,0.10592+0.012723i,0.23959-0.035938i,0.20432-0.044498i,0.096807-0.029491i,0.043126-0.012647i,0.027456-0.001567i,0.01854+0.019759i,0.02098+0.033322i,0.023063+0.020815i,0.012392+0.0066285i,0.00017493+0.010423i,0.0019117+0.019099i,0.012966+0.015701i,0.018164+0.0052725i,0.016725-0.0013409i,0.015517-0.0024972i,0.013673+0.00062054i,0.012263+0.0071452i,0.016307+0.012876i
0.02345-0.027154i,0.052902-0.061626i,0.078753-0.084017i,0.041999-0.081599i,-0.086992-0.094531i,-0.20779-0.1017i,-0.20331-0.060214i,-0.11712-0.022496i,-0.063534-0.024993i,-0.046652-0.031692i,-0.021962-0.03756i,0.00045819-0.047539i,0.0058378-0.04096i,0.0094404-0.025883i,0.015568-0.022438i,0.010001-0.028493i,-0.0069069-0.029981i,-0.021734-0.020924i,-0.028232-0.0015584i,-0.026043+0.019255i,-0.016628+0.026669i,-0.0093173+0.018057i,-0.0084045+0.0038141i
-0.019401+0.025846i,-0.050157+0.052356i,-0.0822+0.074176i,-0.072615+0.098607i,0.0074003+0.15704i,0.11746+0.18411i,0.16001+0.10322i,0.10314+0.012651i,0.037487+0.0050845i,0.016728+0.022304i,0.0054379+0.019295i,-0.0075063+0.016142i,-0.0057939+0.011079i,-0.0022534+0.00017282i,-0.010278-0.0042868i,-0.017572+0.002886i,-0.012682+0.014928i,0.0015711+0.017419i,0.011159+0.002583i,0.0045758-0.01769i,-0.010936-0.027983i,-0.019783-0.023443i,-0.019814-0.010626i
0.021796-0.017865i,0.047687-0.039912i,0.073173-0.054609i,0.085209-0.081327i,0.072382-0.16912i,0.01152-0.25879i,-0.069985-0.23225i,-0.080694-0.12979i,-0.02702-0.067343i,0.010859-0.052006i,0.020595-0.040673i,0.021921-0.025473i,0.014305-0.0087884i,0.0067461+0.0064212i,0.014109+0.015512i,0.029367+0.011094i,0.03161-0.0032596i,0.017943-0.0091445i,0.0094057-0.0023938i,0.019101+0.0062534i,0.032932+0.010087i,0.03493+0.0073597i,0.029639+0.0010182i
-0.019087+0.016348i,-0.036873+0.038408i,-0.059027+0.045626i,-0.097912+0.040507i,-0.15858+0.080536i,-0.16736+0.17309i,-0.081463+0.22348i,-0.0045636+0.16856i,-0.0023694+0.084374i,-0.017913+0.044046i,-0.024184+0.028907i,-0.030949+0.018349i,-0.028294+0.011286i,-0.019062+0.0019792i,-0.015953-0.010049i,-0.018179-0.01419i,-0.017112-0.0053037i,-0.0097025+0.0095162i,-0.0059915+0.018768i,-0.012984+0.016497i,-0.020801+0.0090605i,-0.021655+0.0045355i,-0.019399+0.0037978i
0.011528-0.020916i,0.02917-0.04355i,0.047957-0.044653i,0.080795-0.0021427i,0.14182+0.037306i,0.18963+0.007908i,0.16304-0.057629i,0.09989-0.058078i,0.067029-0.010892i,0.051564+0.013843i,0.039114+0.023873i,0.033789+0.02738i,0.022417+0.019674i,0.0044542+0.014415i,-0.0076922+0.018752i,-0.0058345+0.024771i,0.0071195+0.018227i,0.015953-0.0026259i,0.01301-0.019999i,0.004991-0.022147i,0.0029251-0.014401i,0.0072003-0.0065192i,0.010046-0.0032641i
-0.015168+0.021373i,-0.030777+0.048399i,-0.040357+0.054483i,-0.036595+0.0086695i,-0.051688-0.061458i,-0.10576-0.070241i,-0.13276-0.0056141i,-0.086591+0.023756i,-0.038153-0.00702i,-0.02699-0.022236i,-0.018797-0.018297i,-0.0074817-0.02384i,0.001816-0.026875i,0.012301-0.022297i,0.019518-0.021152i,0.014943-0.022666i,-0.00089542-0.016666i,-0.012212-0.0020536i,-0.006249+0.0073547i,0.011007+0.0021594i,0.018846-0.0077853i,0.010432-0.0091917i,0.0014204-0.0038977i
0.012257-0.02195i,0.0269-0.049447i,0.028059-0.061215i,-0.0073236-0.021008i,-0.038245+0.067189i,0.010232+0.11344i,0.084574+0.060209i,0.073093+9.3255e-05i,0.014157+0.0029683i,-0.0069258+0.022614i,-0.0062379+0.024691i,-0.008534+0.025383i,-0.0084981+0.021645i,-0.012235+0.0091847i,-0.023743+0.0018964i,-0.031293+0.0034094i,-0.023529+0.0054793i,-0.0085559+0.0035019i,-0.0064391+0.0035237i,-0.019869+0.016964i,-0.029161+0.035567i,-0.023361+0.039982i,-0.013207+0.032292i
-0.017279+0.019373i,-0.038544+0.048194i,-0.05278+0.074452i,-0.0049183+0.071968i,0.08854+0.0076674i,0.092558-0.087669i,-0.012195-0.12489i,-0.066242-0.087719i,-0.027116-0.051299i,0.0048154-0.04918i,0.003551-0.050275i,0.0033795-0.04034i,0.0075777-0.022396i,0.011576-0.001703i,0.019139+0.016221i,0.027276+0.018945i,0.02317+0.0057246i,0.0058118-0.0065037i,-0.0065074-0.012919i,-0.0039208-0.021838i,0.0045582-0.034098i,0.0067463-0.040275i,0.0039123-0.033344i
0.014782-0.020717i,0.042423-0.043493i,0.075124-0.076714i,0.049247-0.12893i,-0.063431-0.15228i,-0.13858-0.071877i,-0.094438+0.051839i,-0.037308+0.083928i,-0.036476+0.045168i,-0.044169+0.022848i,-0.038771+0.016824i,-0.03301+0.00873i,-0.025667-0.004953i,-0.016198-0.022169i,-0.0086552-0.036919i,-0.0066906-0.041355i,-0.0063488-0.029426i,0.0010706-0.009458i,0.011297+0.002307i,0.013785+0.0026005i,0.0068494+0.0030164i,0.001238+0.0088283i,0.002739+0.008643i
-0.014524+0.02236i,-0.042177+0.038239i,-0.0961+0.065954i,-0.1287+0.13812i,-0.068318+0.21857i,0.042745+0.18485i,0.092745+0.058869i,0.076995+0.0064077i,0.065587+0.030238i,0.068543+0.034593i,0.066255+0.019338i,0.056065+0.0081746i,0.032593+0.0052825i,0.0052179+0.012354i,-0.013531+0.023292i,-0.019497+0.031598i,-0.012037+0.028408i,-0.0050859+0.015646i,-0.0044534+0.011703i,0.00023296+0.01897i,0.010386+0.02135i,0.015933+0.0095101i,0.009684-0.0021617i
0.020147-0.015652i,0.052412-0.022482i,0.12954-0.022204i,0.21569-0.063958i,0.21249-0.1546i,0.090966-0.1763i,-0.015129-0.091269i,-0.016937-0.033674i,0.0013716-0.041363i,-0.013404-0.038104i,-0.025315-0.016256i,-0.019031-0.0023168i,-0.00073762+0.002968i,0.019997+0.00095006i,0.034622-0.0073361i,0.038242-0.015529i,0.030633-0.015145i,0.020292-0.0088467i,0.011448-0.0097816i,-0.00081648-0.020318i,-0.014764-0.027417i,-0.023021-0.019971i,-0.021594-0.0079215i
-0.0083463+0.012247i,-0.038653+0.0011059i,-0.12234-0.042056i,-0.24992-0.050615i,-0.30789+0.037882i,-0.19466+0.12422i,-0.02584+0.094078i,0.027256+0.023318i,0.0042795+0.009094i,0.0018952+0.029372i,0.012473+0.041106i,0.010346+0.038438i,-0.0011901+0.025906i,-0.016544+0.010655i,-0.032535+5.7109e-05i,-0.04119-0.00232i,-0.034355-0.00031566i,-0.017832+0.00024927i,-0.0048702-0.00037145i,0.0036301+0.0037229i,0.013137+0.012937i,0.021623+0.017267i,0.021408+0.013423i
0.0053147-0.014591i,0.020315+0.0060076i,0.081142+0.087315i,0.21234+0.16732i,0.32066+0.12544i,0.26115-0.0055097i,0.086956-0.078236i,-0.010763-0.065559i,-0.0079538-0.048851i,-0.0029576-0.057233i,-0.017967-0.059214i,-0.023867-0.040325i,-0.013299-0.011157i,0.0029795+0.012423i,0.017685+0.02919i,0.02893+0.034694i,0.027328+0.02597i,0.014355+0.014876i,0.0030563+0.011508i,-0.004689+0.012792i,-0.011871+0.009345i,-0.017061+0.0047415i,-0.01272+0.0049209i
-0.0059204+0.012211i,-0.0065365-0.013393i,-0.028885-0.12378i,-0.11383-0.27484i,-0.22286-0.30676i,-0.2403-0.16417i,-0.15748+0.0073223i,-0.081354+0.070126i,-0.052559+0.057143i,-0.037679+0.044954i,-0.023087+0.037399i,-0.011549+0.017246i,-0.0044553-0.010829i,-0.0018533-0.033441i,-0.0024828-0.04687i,-0.007564-0.05036i,-0.01192-0.04138i,-0.012622-0.027013i,-0.014531-0.017005i,-0.014411-0.011826i,-0.0088087-0.0065135i,0.00088371-0.0014482i,0.0061099-0.0020966i
0.00038775-0.014968i,-0.017641+0.011243i,-0.049123+0.12829i,-0.042454+0.30865i,0.027899+0.38429i,0.096454+0.26739i,0.10439+0.097227i,0.074914+0.027551i,0.055601+0.024624i,0.054245+0.0043809i,0.051697-0.023027i,0.037308-0.027274i,0.01423-0.014283i,-0.0060269+0.0040438i,-0.018607+0.019936i,-0.022648+0.028495i,-0.017319+0.027937i,-0.0066271+0.021028i,0.0052158+0.013432i,0.015241+0.0041548i,0.01746-0.0060196i,0.0092767-0.012186i,-0.00038208-0.010113i
0.0024111+0.012337i,0.034253-0.0010892i,0.1091-0.092545i,0.17104-0.2435i,0.14236-0.31988i,0.042642-0.24943i,-0.028653-0.12633i,-0.029085-0.057445i,-0.01982-0.036531i,-0.033217-0.014789i,-0.035258+0.0099199i,-0.015579+0.016369i,0.0061038+0.0066908i,0.020712-0.0021235i,0.030339-0.0077379i,0.034115-0.013546i,0.029472-0.015203i,0.01879-0.013868i,0.0079489-0.0085314i,0.001269+0.0030385i,-0.0026948+0.012941i,-0.004422+0.016073i,-0.0032143+0.012049i
-0.01386-0.0202i,-0.05866-0.018837i,-0.16641+0.039041i,-0.27732+0.15354i,-0.27521+0.23318i,-0.14123+0.20631i,-0.0019718+0.10756i,0.036753+0.020165i,0.019849-0.0061831i,0.021642+0.0080775i,0.031184+0.018109i,0.01964+0.017053i,-0.0012616+0.014464i,-0.017147+0.0087553i,-0.027996+0.00082753i,-0.032265-0.0026285i,-0.028787-0.00040269i,-0.019308+0.0045521i,-0.0087487+0.0050771i,-0.0036248-0.0067172i,-0.0028651-0.020418i,-0.0030448-0.024214i,-0.0040037-0.017691i
0.0063484+0.024781i,0.056801+0.041033i,0.17843+0.028525i,0.31341-0.024426i,0.3387-0.078427i,0.22383-0.10893i,0.069105-0.10932i,-0.012004-0.074812i,-0.018172-0.043616i,-0.017111-0.035133i,-0.026935-0.025098i,-0.023586-0.0073098i,-0.0068203+0.0070128i,0.0067348+0.01545i,0.013548+0.023567i,0.01728+0.027726i,0.017118+0.022765i,0.015163+0.010791i,0.011563-0.0022175i,0.0046377-0.0028829i,-0.00035789+0.0078502i,-1.1765e-05+0.01635i,0.0038257+0.014852i
-0.0028202-0.022436i,-0.048405-0.060792i,-0.15501-0.092544i,-0.26938-0.10464i,-0.29306-0.096064i,-0.22285-0.031801i,-0.12367+0.060522i,-0.046083+0.090721i,-0.0080712+0.06596i,0.0064884+0.042774i,0.010708+0.026862i,0.0046053+0.0091201i,-0.0021256-0.0058604i,-0.0037944-0.016355i,-0.0023635-0.02443i,-0.00050905-0.028491i,-0.0012979-0.025999i,-0.0077191-0.015683i,-0.012382+0.0011877i,-0.0055046+0.013412i,0.0077701+0.01197i,0.013482+0.0031202i,0.0085643-0.0030829i
0.008036+0.031749i,0.044716+0.082641i,0.12417+0.13901i,0.19067+0.17589i,0.18174+0.17203i,0.13646+0.10475i,0.098092+0.021029i,0.05842-0.006145i,0.032526+3.4278e-05i,0.022859-0.012367i,0.013971-0.026694i,0.010165-0.02162i,0.0094884-0.012133i,0.0017984-0.0063978i,-0.0075889+0.00024437i,-0.012008+0.0059501i,-0.0096357+0.0072498i,-0.0015572+0.0043419i,0.0028075-0.0035867i,-0.0037195-0.011452i,-0.015276-0.012618i,-0.02034-0.0074022i,-0.016612-0.0012637i
-0.0021347-0.03814i,-0.033384-0.098294i,-0.092479-0.16404i,-0.12758-0.19354i,-0.10617-0.17109i,-0.087857-0.10111i,-0.083913-0.026176i,-0.053006+0.0054869i,-0.028327+0.0039623i,-0.029335+0.0067705i,-0.022898+0.012855i,-0.0088115+0.004915i,-0.0024579-0.0060074i,0.0023662-0.0085824i,0.01051-0.0075205i,0.016941-0.0041205i,0.016527-0.0011944i,0.0060053-0.0021609i,-0.0031331-0.00059911i,0.0011163+0.0058635i,0.012488+0.010371i,0.018947+0.0095431i,0.01775+0.0061029i
-0.0036039+0.040467i,0.016059+0.10404i,0.049008+0.17253i,0.05614+0.19753i,0.033183+0.1723i,0.045095+0.11263i,0.07707+0.038697i,0.059584-0.018865i,0.02147-0.030001i,0.011847-0.011587i,0.014501+0.0020515i,0.0094905+0.0098498i,0.0037291+0.015831i,0.0014522+0.015512i,-0.0026306+0.0074107i,-0.0079493-0.0021531i,-0.0099838-0.0037171i,-0.0033861+0.003322i,0.0084571+0.0075496i,0.012162+0.00018833i,0.0038681-0.010571i,-0.0061631-0.015458i,-0.008163-0.012524i
0.005303-0.035922i,0.00065444-0.099366i,-0.0079895-0.16112i,0.0049227-0.1673i,0.032278-0.12694i,0.016608-0.099526i,-0.037828-0.084741i,-0.055888-0.049141i,-0.032337-0.020801i,-0.01466-0.014359i,-0.010301-0.010977i,-0.0062672-0.00824i,-0.0031992-0.0042865i,-0.0031671+0.0028249i,-0.0047578+0.01078i,-0.0058001+0.017875i,-0.0048385+0.017314i,-0.0038887+0.0056022i,-0.0081101-0.0067388i,-0.01439-0.0075508i,-0.014645+0.00025168i,-0.0099336+0.0074857i,-0.0061861+0.0096681i
-0.0075546+0.037423i,-0.011254+0.097357i,-0.010352+0.14925i,-0.012386+0.13327i,-0.01957+0.066695i,-0.015221+0.043096i,0.0078588+0.065335i,0.025327+0.06076i,0.025581+0.035185i,0.018529+0.020569i,0.0072176+0.015216i,-0.0035206+0.014433i,-0.0058025+0.014299i,-0.0027066+0.011429i,0.0025136+0.0052966i,0.0098786-0.0039039i,0.012394-0.0089498i,0.0064265-0.0030583i,0.0030172+0.0063623i,0.0086381+0.0085708i,0.015103+0.0027829i,0.016361-0.0037519i,0.012488-0.0062525i
0.011383-0.033393i,0.023718-0.088782i,0.029751-0.14095i,0.014581-0.13134i,-0.010996-0.073646i,-0.014938-0.050096i,-0.0040689-0.055527i,0.00017817-0.033768i,0.0046322-0.0061893i,0.0098166-0.0049039i,0.010574-0.010254i,0.014236-0.01011i,0.016471-0.014992i,0.0091343-0.022156i,-0.0039881-0.022631i,-0.014243-0.016805i,-0.01481-0.010871i,-0.0072028-0.0092919i,-0.0030114-0.0096682i,-0.0073004-0.0060649i,-0.013929-0.00068805i,-0.017643+0.0024394i,-0.018276+0.0040244i
-0.016305+0.031256i,-0.036214+0.081711i,-0.053509+0.13647i,-0.040344+0.146i,-0.010545+0.10731i,-0.011785+0.083613i,-0.022537+0.0783i,-0.010542+0.052203i,-0.0034404+0.019663i,-0.011953+0.0067115i,-0.016176+0.0043331i,-0.016771+0.0004544i,-0.017391-0.00070605i,-0.013412+0.0024177i,-0.0043797+0.0066791i,0.0067437+0.011353i,0.011334+0.012001i,0.0047214+0.0099708i,-0.0041552+0.010924i,-0.0058556+0.012052i,-0.00019425+0.011876i,0.008453+0.010912i,0.014616+0.0091239i
0.01496-0.026191i,0.042665-0.06729i,0.069633-0.11658i,0.058274-0.13107i,0.023792-0.095662i,0.026805-0.058092i,0.046029-0.045308i,0.031982-0.042875i,0.0059269-0.028909i,0.0028199-0.0092553i,0.011547-0.00019873i,0.013724+0.0025799i,0.013342+0.0053183i,0.015403+0.0023074i,0.01383-0.0081291i,0.0055968-0.017724i,-7.1786e-05-0.017837i,0.0050407-0.011193i,0.01576-0.0081496i,0.02133-0.011218i,0.017745-0.016645i,0.0099825-0.020328i,0.0034932-0.020015i
-0.014399+0.023249i,-0.04709+0.055218i,-0.083523+0.095821i,-0.081495+0.11992i,-0.046451+0.10653i,-0.033415+0.062595i,-0.046911+0.019217i,-0.043205+0.0048926i,-0.019759+0.001114i,-0.0073056-0.0083701i,-0.0088119-0.015399i,-0.01289-0.017641i,-0.016561-0.013188i,-0.01821-0.0027069i,-0.018141+0.0094451i,-0.015224+0.019345i,-0.0098176+0.020072i,-0.0077185+0.011359i,-0.010295+0.0014098i,-0.013795-0.0032039i,-0.015978-0.0001744i,-0.015235+0.0076889i,-0.011187+0.013859i
0.019205-0.023154i,0.052413-0.047225i,0.098699-0.074644i,0.12307-0.095814i,0.10727-0.10116i,0.075545-0.068239i,0.051961-0.013584i,0.033167+0.012027i,0.014918+0.011771i,0.0048144+0.013546i,0.0027286+0.020355i,0.0052604+0.024444i,0.011992+0.021474i,0.016491+0.014233i,0.019251+0.0047393i,0.020913-0.0048626i,0.017264-0.007641i,0.0089858-0.0030459i,0.0020245+0.0024344i,0.00155+0.0060926i,0.0055949+0.0065565i,0.008682+0.0011527i,0.0078098-0.0060364i
-0.017197+0.015631i,-0.051427+0.027704i,-0.10651+0.030629i,-0.15307+0.028165i,-0.15702+0.02706i,-0.1112+0.0043704i,-0.057966-0.02765i,-0.026389-0.024427i,-0.0042284-0.0046214i,0.0077366-0.0014589i,0.0088729-0.0048568i,0.010193-0.0072934i,0.0089798-0.012879i,0.00021943-0.016975i,-0.012713-0.013695i,-0.020297-0.0050448i,-0.018197-0.00032144i,-0.01153-0.0015343i,-0.0057852-0.0036076i,-0.0033195-0.0057648i,-0.0048349-0.0084744i,-0.009455-0.0068527i,-0.012513-0.0010188i
0.009369-0.013221i,0.037212-0.014581i,0.081351+0.012268i,0.12858+0.046114i,0.13963+0.048252i,0.086858+0.043913i,0.027508+0.047768i,0.0090395+0.031101i,0.0030645+0.0052896i,-0.0063665+0.0013255i,-0.010028+0.009685i,-0.0094609+0.014352i,-0.0063834+0.015951i,-0.00099197+0.015602i,0.0064167+0.013342i,0.013442+0.009515i,0.013641+0.0051619i,0.0092168+0.0037396i,0.0043352+0.0062526i,0.00044039+0.012651i,0.00039858+0.018675i,0.0044424+0.017712i,0.0088526+0.011061i
-0.0095727+0.012235i,-0.023962+0.010975i,-0.050836-0.031969i,-0.091805-0.090704i,-0.1098-0.093583i,-0.06303-0.057903i,-0.0012939-0.039531i,0.014252-0.033011i,0.0057194-0.017049i,0.0068636-0.0071296i,0.011039-0.010814i,0.0079754-0.013394i,0.0034262-0.011084i,0.00019135-0.0099723i,-0.0052843-0.013239i,-0.010179-0.016222i,-0.0087533-0.014942i,-0.0027278-0.0095468i,0.0040131-0.0048723i,0.01114-0.007605i,0.016062-0.014919i,0.014452-0.016902i,0.0076002-0.013796i
0.0049298-0.011311i,0.0073257-0.0060737i,0.0085641+0.050687i,0.028639+0.13474i,0.0545+0.15543i,0.037045+0.10254i,-0.0070159+0.049752i,-0.017272+0.025471i,-0.0034833+0.0078744i,-0.0021721-0.00597i,-0.010962-0.010428i,-0.01626-0.0080298i,-0.014206-0.0026474i,-0.0087582+0.002792i,-0.0031262+0.0076444i,-1.405e-05+0.010334i,0.0012058+0.0095651i,0.0018765+0.0051781i,-0.00047465-0.0015794i,-0.0072137-0.0060074i,-0.014964-0.0049865i,-0.01726-0.0012218i,-0.012467+0.0016666i
8.5196e-06+0.013458i,0.012132+0.013496i,0.042078-0.039661i,0.056117-0.13029i,0.040524-0.1591i,0.033792-0.098146i,0.040397-0.029197i,0.027901-0.0010152i,0.0071548+0.0083192i,0.0022606+0.012287i,0.0070562+0.011184i,0.010924+0.0077876i,0.011601+0.00085573i,0.0082838-0.0064267i,0.0039341-0.011101i,0.0033608-0.012041i,0.0043299-0.0088709i,0.00060997-0.0053727i,-0.0036423-0.00099556i,-0.00071684+0.0056779i,0.0053638+0.011606i,0.0066123+0.013169i,0.0040048+0.010395i
-0.00047367-0.020837i,-0.025703-0.030593i,-0.084364+0.0038205i,-0.13221+0.081364i,-0.12128+0.10949i,-0.079329+0.054001i,-0.052221-0.001562i,-0.029222-0.0071669i,-0.0043472+0.00028305i,0.0023112-0.0010963i,-0.0013166-0.00056969i,-0.00057829+0.001764i,0.0003422+0.003209i,-0.0008707+0.0055492i,-0.0017128+0.0081308i,-0.0035372+0.0085709i,-0.0054246+0.0078081i,-0.0037561+0.0079687i,-0.0016975+0.0056961i,-0.0050921-0.001345i,-0.0099378-0.010043i,-0.0095725-0.013692i,-0.0045067-0.010325i
-0.00022181+0.023341i,0.03154+0.050097i,0.10511+0.044738i,0.17054-0.0099606i,0.15357-0.049909i,0.078355-0.025321i,0.028488+0.01013i,0.0093053+0.0064927i,-0.0046629-0.0058354i,-0.0079782-0.0011706i,-0.00039125+0.0078263i,0.0061949+0.008685i,0.0074073+0.0043741i,0.0053423+0.00071702i,0.004291-0.0011615i,0.0054468-0.000205i,0.0052971+0.000232i,0.0037113-0.0018637i,0.0031311-0.0018336i,0.0036308+0.0053401i,0.0024823+0.014175i,-0.0005404+0.015603i,-0.0034605+0.0092648i
9.0079e-05-0.029311i,-0.031602-0.070922i,-0.1103-0.09763i,-0.18744-0.069985i,-0.17594-0.020586i,-0.093672-0.010263i,-0.032427-0.022703i,-0.010538-0.016708i,-1.6968e-05-0.0037145i,0.005032-0.0038048i,0.0029987-0.010279i,-0.0017338-0.011235i,-0.004514-0.0047814i,-0.0044015+0.0025726i,-0.0046806+0.0048691i,-0.0058582+0.001668i,-0.0060077-0.0014576i,-0.0051857+0.00091322i,-0.0018493+0.0031848i,0.0053623-0.0014999i,0.013974-0.0089226i,0.018464-0.010735i,0.016152-0.0066877i
-0.0010885+0.031903i,0.021457+0.088028i,0.08777+0.14654i,0.15881+0.15025i,0.15005+0.10176i,0.072262+0.05978i,0.016332+0.038792i,0.0023411+0.016359i,4.898e-05-0.0011819i,-0.0021526-0.0046363i,-0.0045861-0.0022201i,-0.0040875+0.0014234i,0.00058143+0.0015736i,0.0037491-0.0031478i,0.0030925-0.0057729i,0.0014873-0.0024974i,0.0023084+0.0006517i,0.0053431-0.00085839i,0.00487-0.0035411i,-0.0013804-0.0044499i,-0.0099456-0.0040851i,-0.015468-0.0054709i,-0.015074-0.0078277i
0.0058128-0.037271i,-0.0029965-0.10449i,-0.045731-0.18569i,-0.098972-0.20636i,-0.088733-0.14338i,-0.023159-0.067231i,0.015193-0.022528i,0.013201+0.0034851i,0.0073204+0.015476i,0.0082873+0.011993i,0.007375+0.0035969i,0.0034037-0.00076864i,-0.00045848-0.001743i,-0.0038162-0.0014657i,-0.0041933-0.001801i,-0.0012435-0.00422i,-0.0011945-0.0060437i,-0.0061778-0.0061629i,-0.0089528-0.0050516i,-0.0042726-0.0012152i,0.00327+0.0058284i,0.0067862+0.012367i,0.0049388+0.01464i
-0.01312+0.037326i,-0.022698+0.11173i,-0.0081789+0.20541i,0.028457+0.23337i,0.035014+0.15795i,0.0075423+0.058844i,-0.0059223+0.0076052i,0.0015144-0.0083985i,0.0070278-0.013357i,0.0022476-0.009242i,-0.0027763+0.00066745i,-0.0023336+0.0065858i,0.0011166+0.0057495i,0.0033695+0.0023902i,0.0022765-8.2096e-05i,-0.0010345+0.00019791i,-0.0016752+0.0028323i,0.0030099+0.005983i,0.0045727+0.0074753i,0.00010004+0.0051714i,-0.0035399-0.0012152i,-0.0028956-0.0085719i,0.0016763-0.010507i
0.019732-0.038763i,0.047099-0.11184i,0.058635-0.20371i,0.036265-0.22951i,0.012594-0.15207i,0.0073637-0.055517i,0.0019288-0.0096655i,-0.0081676+0.0019211i,-0.012715+0.0037491i,-0.0082271+0.0050073i,0.00043996+0.0051244i,0.0055306+0.00087406i,0.0030613-0.0024134i,-0.0014501-0.0010858i,-0.0019179+0.0021986i,0.00191+0.0027276i,0.0034238-0.001101i,0.0012234-0.00608i,0.00094092-0.0069623i,0.0013775-0.0022701i,-0.002608+0.005256i,-0.0079354+0.0095556i,-0.0097006+0.0087132i
-0.026732+0.036728i,-0.071054+0.10344i,-0.10845+0.18509i,-0.099446+0.20111i,-0.060596+0.12346i,-0.028801+0.034642i,-0.0079377-0.0033193i,0.0049432-0.011049i,0.0059116-0.010283i,0.0009491-0.0078082i,-0.003069-0.0063586i,-0.0044237-0.0043959i,-0.0018173-0.00099898i,0.0020546+0.0011081i,0.0024989+0.00023013i,-0.00099549-9.5975e-05i,-0.0039826+0.002616i,-0.0040164+0.0062808i,-0.0017924+0.0068305i,0.0018218+0.0031978i,0.0083265-0.001077i,0.013814-0.0030456i,0.013631-0.0020732i
